
[00:00:00.000 --> 00:00:02.720]  各位弟兄姊妹,各位朋友,你好
[00:02:21.600 --> 00:02:24.400]  這個神給我們的能力的禮物
[00:02:24.400 --> 00:02:26.800]  好好地用出來
[00:02:26.800 --> 00:02:30.400]  今天我們就是去了解研究這個方向
[00:02:30.400 --> 00:02:33.000]  我們要的研究不是人的研究
[00:02:33.000 --> 00:02:37.200]  而是神在我們中間引導我們去明白
[00:02:37.200 --> 00:02:38.800]  去了解神的心意
[00:02:38.800 --> 00:02:41.000]  我們一起禱告
[00:02:41.000 --> 00:02:42.400]  主我們感謝祢
[00:02:42.400 --> 00:02:47.400]  給我們有機會在祢的教會裡面彼此配達
[00:02:47.400 --> 00:02:49.800]  主我們求祢就是幫助我們
[00:02:49.800 --> 00:02:51.400]  讓基督的生命
[00:02:51.400 --> 00:02:53.800]  聖靈在我們裡面的工作
[00:02:53.800 --> 00:02:57.400]  不斷地在我們中間運行
[00:02:57.400 --> 00:02:59.800]  好讓我們的生命在祢裡面
[00:02:59.800 --> 00:03:01.800]  被建立起來
[00:03:01.800 --> 00:03:03.000]  我們被建立
[00:03:03.000 --> 00:03:04.800]  不是要榮耀自己
[00:03:04.800 --> 00:03:06.600]  而是要榮耀祢
[00:03:06.600 --> 00:03:08.200]  主我只有一個心意
[00:03:08.200 --> 00:03:09.400]  就是榮耀祢
[00:03:09.400 --> 00:03:11.400]  還有就是按著祢的心意
[00:03:11.400 --> 00:03:13.000]  發揮這些恩賜
[00:03:13.000 --> 00:03:15.400]  去建立祢所愛的教會
[00:03:15.400 --> 00:03:17.400]  奉耶穌基督的名求
[00:03:17.400 --> 00:03:19.400]  Amen
[00:03:19.400 --> 00:03:22.200]  我們今天看的經文只有三節
[00:03:22.200 --> 00:03:26.600]  這是已父所書四章十一、十二跟十六節
[00:03:26.600 --> 00:03:30.200]  這三節經文我希望跟大家研究了解的
[00:03:30.200 --> 00:03:33.000]  不但就是經文的表面
[00:03:33.000 --> 00:03:35.600]  而是經文裡面的劃心的部分
[00:03:35.600 --> 00:03:37.200]  但是我們也知道
[00:03:37.200 --> 00:03:39.800]  談到恩賜在教會裡面成長
[00:03:39.800 --> 00:03:41.800]  或者在基督教宣旨裡面
[00:03:41.800 --> 00:03:44.400]  如果你喜歡唸書
[00:03:44.400 --> 00:03:46.400]  或者是閱讀不同的文章
[00:03:46.400 --> 00:03:48.200]  也有看過很多
[00:03:48.200 --> 00:03:50.600]  但是今天我們希望去了解的就是
[00:03:50.600 --> 00:03:52.600]  讓神開啟我們的心
[00:03:52.600 --> 00:03:55.400]  去明白那個恩賜運用背後
[00:03:55.400 --> 00:03:58.600]  最重要或者是一個很重要的基礎
[00:03:58.600 --> 00:04:01.400]  就是從心發出來
[00:04:01.400 --> 00:04:03.400]  我們先去看一個短片
[00:04:03.400 --> 00:04:06.800]  先去看一個短片
[00:04:06.800 --> 00:04:09.000]  這個短片是一個短雙對的
[00:04:09.000 --> 00:04:10.400]  我們看看裡面
[00:04:10.400 --> 00:04:25.400]  神怎麼樣運用他們的恩賜配達
[00:04:25.400 --> 00:04:47.400]  祂們是在灌籃的阿伯頂
[00:04:47.400 --> 00:04:51.400]  有一份愛從天而來
[00:04:51.400 --> 00:04:55.000]  比山高比海深
[00:04:55.000 --> 00:05:02.400]  擱不透摸不著卻看得見
[00:05:02.400 --> 00:05:06.200]  因為有你因為有我
[00:05:06.200 --> 00:05:10.200]  感性給用心愛
[00:05:10.200 --> 00:05:17.400]  把心中這一份愛活出來
[00:05:17.400 --> 00:05:40.400]  耶穌的愛點燃我心中熊熊愛火
[00:05:40.400 --> 00:05:47.400]  我們一起向世界
[00:05:47.400 --> 00:05:48.400]  我們看到這個短片
[00:05:48.400 --> 00:05:49.400]  我們停在這裡
[00:05:49.400 --> 00:05:50.800]  我們看到這個短片
[00:05:50.800 --> 00:05:52.400]  我們就看到
[00:05:52.400 --> 00:05:55.400]  神怎麼樣用香港的短雙對
[00:05:55.400 --> 00:05:59.400]  在阿伯頂的工廠裡面的工作
[00:05:59.400 --> 00:06:00.400]  我要提到的是
[00:06:00.400 --> 00:06:03.400]  這個短雙對很有意思的
[00:06:03.400 --> 00:06:04.400]  為什麼呢
[00:06:04.400 --> 00:06:05.400]  因為這個短雙對
[00:06:05.400 --> 00:06:07.400]  祂們稱自己是
[00:06:07.400 --> 00:06:10.400]  習牌軍怎麼說
[00:06:10.400 --> 00:06:11.400]  普通話怎麼講
[00:06:11.400 --> 00:06:12.400]  習牌軍
[00:06:12.400 --> 00:06:14.400]  就是祂們組成
[00:06:14.400 --> 00:06:16.400]  不是正規的訓練
[00:06:16.400 --> 00:06:19.400]  也不是很精心的挑選
[00:06:19.400 --> 00:06:21.400]  出來的組成一個短雙對
[00:06:21.400 --> 00:06:23.400]  祂們就是來的就來
[00:06:23.400 --> 00:06:24.400]  來的就來
[00:06:24.400 --> 00:06:25.400]  來的就來
[00:06:25.400 --> 00:06:27.400]  組成一個短雙對
[00:06:27.400 --> 00:06:28.400]  我們在廣東話就是說
[00:06:28.400 --> 00:06:30.400]  那個紮牌軍
[00:06:30.400 --> 00:06:31.400]  那不是正牌的
[00:06:31.400 --> 00:06:32.400]  不是正宗的
[00:06:32.400 --> 00:06:34.400]  而是有從旁
[00:06:34.400 --> 00:06:36.400]  沒有人給我指正
[00:06:36.400 --> 00:06:40.400]  紮牌軍怎麼說
[00:06:40.400 --> 00:06:41.400]  好的
[00:06:41.400 --> 00:06:43.400]  紮牌軍
[00:06:43.400 --> 00:06:44.400]  祂們就是紮牌軍
[00:06:44.400 --> 00:06:46.400]  我們在廣東話
[00:06:46.400 --> 00:06:47.400]  普通話
[00:06:47.400 --> 00:06:49.400]  那個紮牌軍
[00:06:49.400 --> 00:06:50.400]  那個紮牌軍
[00:06:50.400 --> 00:06:53.400]  祂們就是稱自己是紮牌軍
[00:06:53.400 --> 00:06:55.400]  祂們跑到阿伯頂的地方
[00:06:55.400 --> 00:06:58.400]  有差不多一兩個星期
[00:06:58.400 --> 00:06:59.400]  就是在他們當中
[00:06:59.400 --> 00:07:01.400]  有一些兒童的工作
[00:07:01.400 --> 00:07:03.400]  但是祂們組成的時候
[00:07:03.400 --> 00:07:04.400]  很有趣
[00:07:04.400 --> 00:07:07.400]  就是我們先裡面有兩個次傳道人
[00:07:07.400 --> 00:07:08.400]  其中一個傳道人
[00:07:08.400 --> 00:07:13.400]  就是一個很有負擔去宣教的
[00:07:13.400 --> 00:07:14.400]  還有就是
[00:07:14.400 --> 00:07:15.400]  祂是對兒童工作
[00:07:15.400 --> 00:07:17.400]  很有一些的研究
[00:07:17.400 --> 00:07:18.400]  就是對一個
[00:07:18.400 --> 00:07:20.400]  我們稱為是kiss game
[00:07:20.400 --> 00:07:22.400]  一個很專門的工作
[00:07:22.400 --> 00:07:25.400]  有一些了解的研究的
[00:07:25.400 --> 00:07:26.400]  還有就是在總會
[00:07:26.400 --> 00:07:28.400]  在不同的教會
[00:07:28.400 --> 00:07:30.400]  在自己的教會也帶動
[00:07:30.400 --> 00:07:31.400]  裡面的重心就是
[00:07:31.400 --> 00:07:33.400]  祂們每一次帶kiss game的時候
[00:07:33.400 --> 00:07:34.400]  也有一些
[00:07:34.400 --> 00:07:36.400]  好像是Olympics
[00:07:36.400 --> 00:07:39.400]  奧林匹希的一些活動
[00:07:39.400 --> 00:07:41.400]  祂們有講牌
[00:07:41.400 --> 00:07:43.400]  有比賽
[00:07:43.400 --> 00:07:45.400]  所以小孩子很喜歡的
[00:07:45.400 --> 00:07:47.400]  這個恩賜就是
[00:07:47.400 --> 00:07:48.400]  那個傳道人有的恩賜
[00:07:48.400 --> 00:07:50.400]  就是那個兒童工作
[00:07:50.400 --> 00:07:52.400]  另外一個傳道人呢
[00:07:52.400 --> 00:07:53.400]  就是很溫柔的
[00:07:53.400 --> 00:07:55.400]  就是常常不作聲
[00:07:55.400 --> 00:07:57.400]  但是常常在禱告
[00:07:57.400 --> 00:07:58.400]  你看祂的樣子
[00:07:58.400 --> 00:08:00.400]  好像就是在禱告一樣
[00:08:00.400 --> 00:08:06.400]  祂好像是在發呆
[00:08:06.400 --> 00:08:08.400]  祂好像是在發呆
[00:08:08.400 --> 00:08:10.400]  但是你知道祂在禱告
[00:08:10.400 --> 00:08:12.400]  所以我就在
[00:08:12.400 --> 00:08:15.400]  先定義的就是
[00:08:15.400 --> 00:08:16.400]  配達
[00:08:16.400 --> 00:08:17.400]  怎麼樣配達呢
[00:08:17.400 --> 00:08:18.400]  就是第一個傳道人
[00:08:18.400 --> 00:08:20.400]  他有兒童工作的經驗的
[00:08:20.400 --> 00:08:22.400]  我要他做領袖
[00:08:22.400 --> 00:08:24.400]  所以他是隊長
[00:08:24.400 --> 00:08:25.400]  領袖第一個
[00:08:25.400 --> 00:08:27.400]  首職隊長
[00:08:27.400 --> 00:08:30.400]  然後那個發呆的女的傳道人
[00:08:30.400 --> 00:08:32.400]  也是他很好的朋友
[00:08:32.400 --> 00:08:33.400]  我就說
[00:08:33.400 --> 00:08:35.400]  你就是淑玲的領導
[00:08:35.400 --> 00:08:37.400]  是副隊長
[00:08:37.400 --> 00:08:41.400]  那個分工就是你做淑玲的領導
[00:08:41.400 --> 00:08:42.400]  怎麼樣淑玲領導
[00:08:42.400 --> 00:08:44.400]  你看到東西你就發呆了
[00:08:44.400 --> 00:08:45.400]  禱告好了
[00:08:45.400 --> 00:08:46.400]  然後呢
[00:08:46.400 --> 00:08:49.400]  另外一個不是傳道人
[00:08:49.400 --> 00:08:50.400]  但是他是一個
[00:08:50.400 --> 00:08:52.400]  英國大國際公司
[00:08:52.400 --> 00:08:54.400]  常常飛來飛去的一個女孩子
[00:08:54.400 --> 00:08:55.400]  也是他的好朋友
[00:08:55.400 --> 00:08:58.400]  他在公司裡面是財務的總監
[00:08:58.400 --> 00:09:01.400]  他也請了一兩個星期假
[00:09:01.400 --> 00:09:04.400]  跟那個好朋友一起去阿巴丁去轉算
[00:09:04.400 --> 00:09:05.400]  然後他去的時候
[00:09:05.400 --> 00:09:09.400]  我就看到他很有機型管理的能力
[00:09:09.400 --> 00:09:10.400]  我就說
[00:09:10.400 --> 00:09:14.400]  你就是行政哪方面的副隊長
[00:09:14.400 --> 00:09:16.400]  所以副隊長有兩個
[00:09:16.400 --> 00:09:17.400]  然後呢
[00:09:17.400 --> 00:09:20.400]  就是那個首職的隊長有一個
[00:09:20.400 --> 00:09:21.400]  他就是領導
[00:09:21.400 --> 00:09:23.400]  所以我就先界定
[00:09:23.400 --> 00:09:24.400]  你的配達就是
[00:09:24.400 --> 00:09:26.400]  那個正隊長跑出去的時候
[00:09:26.400 --> 00:09:28.400]  全部也是那個正隊長
[00:09:28.400 --> 00:09:29.400]  跑出去跟人講話
[00:09:29.400 --> 00:09:31.400]  代表那個團隊的
[00:09:31.400 --> 00:09:32.400]  就是那個正隊長
[00:09:32.400 --> 00:09:33.400]  但是兩個副隊長呢
[00:09:33.400 --> 00:09:35.400]  就是幫助那個正隊長
[00:09:35.400 --> 00:09:37.400]  但是那個正隊長有一個
[00:09:37.400 --> 00:09:39.400]  小小的弱點
[00:09:39.400 --> 00:09:41.400]  就是他很忙碌的時候
[00:09:41.400 --> 00:09:42.400]  壓力很大的時候
[00:09:42.400 --> 00:09:43.400]  他就會發瘋
[00:09:43.400 --> 00:09:46.400]  那個阿媽媽
[00:09:46.400 --> 00:09:48.400]  發癲
[00:09:48.400 --> 00:09:49.400]  傻傻的這樣
[00:09:49.400 --> 00:09:51.400]  發脾氣這樣
[00:09:51.400 --> 00:09:52.400]  那個發脾氣
[00:09:52.400 --> 00:09:53.400]  所以呢
[00:09:53.400 --> 00:09:55.400]  那個隊我就要有兩個副隊長
[00:09:55.400 --> 00:09:56.400]  去幫助他
[00:09:56.400 --> 00:09:59.400]  為避免他發脾氣
[00:09:59.400 --> 00:10:01.400]  但是他是很愛問話的人
[00:10:01.400 --> 00:10:03.400]  但是當壓力超標的時候呢
[00:10:03.400 --> 00:10:06.400]  他就會發脾氣
[00:10:06.400 --> 00:10:07.400]  所以呢
[00:10:07.400 --> 00:10:09.400]  兩個隊長一個為他禱告
[00:10:09.400 --> 00:10:10.400]  一個協助他呢
[00:10:10.400 --> 00:10:12.400]  這個行經方面的一些工作
[00:10:12.400 --> 00:10:13.400]  但是你說
[00:10:13.400 --> 00:10:14.400]  那個隊我看了
[00:10:14.400 --> 00:10:16.400]  好像沒有那麼多人
[00:10:16.400 --> 00:10:17.400]  五個人
[00:10:17.400 --> 00:10:18.400]  六個人
[00:10:18.400 --> 00:10:19.400]  你有三個也是隊長
[00:10:19.400 --> 00:10:21.400]  你怎麼樣搞的
[00:10:21.400 --> 00:10:22.400]  沒問題
[00:10:22.400 --> 00:10:24.400]  只要他們的工作配達清晰
[00:10:24.400 --> 00:10:25.400]  就是
[00:10:25.400 --> 00:10:26.400]  然後呢
[00:10:26.400 --> 00:10:28.400]  就是有兩個是去
[00:10:28.400 --> 00:10:29.400]  很有領導力的
[00:10:29.400 --> 00:10:31.400]  一個是支持做生意的
[00:10:31.400 --> 00:10:32.400]  男的
[00:10:32.400 --> 00:10:33.400]  那是那個
[00:10:33.400 --> 00:10:35.400]  資訊工程方面
[00:10:35.400 --> 00:10:37.400]  資訊科技方面的專才
[00:10:37.400 --> 00:10:38.400]  那個男的
[00:10:38.400 --> 00:10:40.400]  所以我們就說
[00:10:40.400 --> 00:10:41.400]  你去到的時候
[00:10:41.400 --> 00:10:43.400]  你就負責那個紮切
[00:10:43.400 --> 00:10:44.400]  那個試劑
[00:10:44.400 --> 00:10:45.400]  試劑
[00:10:45.400 --> 00:10:46.400]  然後呢
[00:10:46.400 --> 00:10:47.400]  還有就是你去到的時候呢
[00:10:47.400 --> 00:10:50.400]  你就要看到事情
[00:10:50.400 --> 00:10:51.400]  你就拍照
[00:10:51.400 --> 00:10:53.400]  還有就是總務的工作
[00:10:53.400 --> 00:10:55.400]  你們知不知道什麼是總務
[00:10:55.400 --> 00:10:56.400]  總務就是
[00:10:56.400 --> 00:10:58.400]  在廣東話就是打雜
[00:10:58.400 --> 00:10:59.400]  就是
[00:10:59.400 --> 00:11:01.400]  任何的錯
[00:11:01.400 --> 00:11:02.400]  沒有人做的事
[00:11:02.400 --> 00:11:03.400]  你就去做了
[00:11:03.400 --> 00:11:04.400]  總是你的
[00:11:04.400 --> 00:11:06.400]  所有事物總是你的
[00:11:06.400 --> 00:11:07.400]  就是你就是總務了
[00:11:07.400 --> 00:11:09.400]  所以他就是做總務
[00:11:09.400 --> 00:11:10.400]  還有就是
[00:11:10.400 --> 00:11:11.400]  他是IT人嘛
[00:11:11.400 --> 00:11:12.400]  他是資訊科技嘛
[00:11:12.400 --> 00:11:13.400]  我就是
[00:11:13.400 --> 00:11:15.400]  你要拍短片
[00:11:15.400 --> 00:11:16.400]  所以對他來說
[00:11:16.400 --> 00:11:18.400]  談非常容易
[00:11:18.400 --> 00:11:19.400]  轉個圈
[00:11:19.400 --> 00:11:20.400]  居然沒有幾天
[00:11:20.400 --> 00:11:22.400]  他們已經拍了這個短片了
[00:11:22.400 --> 00:11:25.400]  所以這個是配搭的重要
[00:11:25.400 --> 00:11:28.400]  當他們按照自己的恩賜去配搭
[00:11:28.400 --> 00:11:31.400]  他們本來就是宅排軍嘛
[00:11:31.400 --> 00:11:33.400]  但是然後配搭以後呢
[00:11:33.400 --> 00:11:35.400]  就一點都不宅排了
[00:11:35.400 --> 00:11:37.400]  很有排面
[00:11:37.400 --> 00:11:38.400]  神有榮耀
[00:11:38.400 --> 00:11:41.400]  另外有一個就是最大問題的
[00:11:41.400 --> 00:11:42.400]  那個最大問題是什麼
[00:11:42.400 --> 00:11:44.400]  另外一個是很多說話的
[00:11:44.400 --> 00:11:45.400]  就是
[00:11:45.400 --> 00:11:47.400]  其中另外一個女的
[00:11:47.400 --> 00:11:49.400]  女的就是那個男的太太
[00:11:49.400 --> 00:11:51.400]  她是很好的姐妹
[00:11:51.400 --> 00:11:53.400]  但是她就是很多
[00:11:53.400 --> 00:11:55.400]  很喜歡說話的
[00:11:55.400 --> 00:11:57.400]  而且她在工作裡面
[00:11:57.400 --> 00:11:59.400]  也是很有領導力的一個人
[00:11:59.400 --> 00:12:02.400]  所以很多說話也很有領導力
[00:12:02.400 --> 00:12:04.400]  我就是問題可能未來了
[00:12:04.400 --> 00:12:05.400]  你到工廠裡面
[00:12:05.400 --> 00:12:08.400]  我們的領導是比較溫和的
[00:12:08.400 --> 00:12:09.400]  床都是女的
[00:12:09.400 --> 00:12:10.400]  你是
[00:12:10.400 --> 00:12:12.400]  你也是女的
[00:12:12.400 --> 00:12:13.400]  但是你領導力比較強
[00:12:13.400 --> 00:12:16.400]  你有沒有機會有摩擦了
[00:12:16.400 --> 00:12:18.400]  我就看到這個問題
[00:12:18.400 --> 00:12:20.400]  所以從頭一天開始訓練
[00:12:20.400 --> 00:12:22.400]  我就要這個女的
[00:12:22.400 --> 00:12:24.400]  要清楚讓她知道
[00:12:24.400 --> 00:12:26.400]  你是不是要假日
[00:12:26.400 --> 00:12:27.400]  你要假日的話
[00:12:27.400 --> 00:12:29.400]  你要清楚你是helper
[00:12:29.400 --> 00:12:30.400]  你是助手
[00:12:30.400 --> 00:12:31.400]  你是幫手的
[00:12:31.400 --> 00:12:35.400]  你沒有任何領導的地位
[00:12:35.400 --> 00:12:37.400]  她消化了一段時間
[00:12:37.400 --> 00:12:41.400]  然後才給我那個申請表
[00:12:41.400 --> 00:12:43.400]  當她一給我申請表的時候
[00:12:43.400 --> 00:12:44.400]  我就再強調一次
[00:12:44.400 --> 00:12:47.400]  你沒有任何領導地位
[00:12:47.400 --> 00:12:48.400]  是我知道
[00:12:48.400 --> 00:12:49.400]  我是來幫手的
[00:12:49.400 --> 00:12:50.400]  那我就告訴她
[00:12:50.400 --> 00:12:51.400]  你幫什麼手
[00:12:51.400 --> 00:12:54.400]  我說那邊有很多的家長
[00:12:54.400 --> 00:12:56.400]  沒有人能夠在忙碌當中
[00:12:56.400 --> 00:12:58.400]  去關心他們的
[00:12:58.400 --> 00:13:01.400]  你就幫我全部去關心他們
[00:13:01.400 --> 00:13:02.400]  因為他說話多嘛
[00:13:02.400 --> 00:13:03.400]  所以每一個
[00:13:03.400 --> 00:13:05.400]  他可以分兩句三句
[00:13:05.400 --> 00:13:08.400]  已經可以關心幾十個家長
[00:13:08.400 --> 00:13:10.400]  這個就是發揮恩賜
[00:13:10.400 --> 00:13:11.400]  你多說話
[00:13:11.400 --> 00:13:12.400]  我就讓你說在
[00:13:12.400 --> 00:13:14.400]  適當的人群和事情上面
[00:13:14.400 --> 00:13:17.400]  就沒有不適當的說話出現了
[00:13:17.400 --> 00:13:20.400]  那個問題就減少
[00:13:20.400 --> 00:13:21.400]  還有就是另外一個
[00:13:21.400 --> 00:13:22.400]  就是那個孩子
[00:13:22.400 --> 00:13:23.400]  那個小孩子
[00:13:23.400 --> 00:13:24.400]  你要知道
[00:13:24.400 --> 00:13:25.400]  那個短訓隊裡面
[00:13:25.400 --> 00:13:27.400]  這個孩子不是短訓隊員
[00:13:27.400 --> 00:13:28.400]  為什麼
[00:13:28.400 --> 00:13:31.400]  因為如果他是短訓隊員
[00:13:31.400 --> 00:13:32.400]  那去到的時候
[00:13:32.400 --> 00:13:36.400]  他參與整個短訓隊的時候
[00:13:36.400 --> 00:13:38.400]  他就給其他小孩子
[00:13:38.400 --> 00:13:41.400]  就好像有一些優越感
[00:13:41.400 --> 00:13:43.400]  我是短訓隊員
[00:13:43.400 --> 00:13:44.400]  我什麼事情
[00:13:44.400 --> 00:13:47.400]  也是我跑出來代表小孩子
[00:13:47.400 --> 00:13:48.400]  那個對當地的小孩子
[00:13:48.400 --> 00:13:50.400]  就不太好
[00:13:50.400 --> 00:13:51.400]  所以我們就是說
[00:13:51.400 --> 00:13:54.400]  你只是海外學生
[00:13:54.400 --> 00:13:56.400]  飛到那個阿巴丁的地方
[00:13:56.400 --> 00:13:58.400]  你去學習
[00:13:58.400 --> 00:14:00.400]  我說你可以嗎
[00:14:00.400 --> 00:14:02.400]  本來他們有一個很大的計劃
[00:14:02.400 --> 00:14:03.400]  就是我怎麼樣帶我的孩子
[00:14:03.400 --> 00:14:04.400]  去短訓隊
[00:14:04.400 --> 00:14:06.400]  我的小孩子也是參與短訓
[00:14:06.400 --> 00:14:07.400]  但是我現在
[00:14:07.400 --> 00:14:08.400]  他不是短訓隊
[00:14:08.400 --> 00:14:09.400]  他是學生
[00:14:09.400 --> 00:14:11.400]  海外學生去參與課程
[00:14:11.400 --> 00:14:12.400]  你可以嗎
[00:14:12.400 --> 00:14:14.400]  他最後他們也可以
[00:14:14.400 --> 00:14:16.400]  你就看到他在班裡面
[00:14:16.400 --> 00:14:18.400]  跟其他同學沒有什麼分別
[00:14:18.400 --> 00:14:20.400]  很開心地融在一起
[00:14:20.400 --> 00:14:21.400]  一起去玩
[00:14:21.400 --> 00:14:23.400]  一起參與
[00:14:23.400 --> 00:14:24.400]  但是他也是代表
[00:14:24.400 --> 00:14:26.400]  在香港的孩子
[00:14:26.400 --> 00:14:28.400]  整個佩達裡面
[00:14:28.400 --> 00:14:29.400]  我們就看到
[00:14:29.400 --> 00:14:33.400]  他們各拜這各按各支
[00:14:33.400 --> 00:14:36.400]  照著個體個人的特色
[00:14:36.400 --> 00:14:39.400]  而共用彼此相助
[00:14:39.400 --> 00:14:41.400]  在愛裡面就建立整個團隊
[00:14:41.400 --> 00:14:44.400]  整個團隊就去承傳
[00:14:44.400 --> 00:14:46.400]  這個建立別人的生命
[00:14:46.400 --> 00:14:47.400]  去建立整個
[00:14:47.400 --> 00:14:50.400]  阿巴丁教會的兒童施工
[00:14:50.400 --> 00:14:53.400]  而現在他們回來了
[00:14:53.400 --> 00:14:55.400]  阿巴丁教會已經說
[00:14:55.400 --> 00:14:56.400]  將來我們下一年
[00:14:56.400 --> 00:14:58.400]  也要基礎這個
[00:14:58.400 --> 00:15:00.400]  Kids Game的program
[00:15:00.400 --> 00:15:02.400]  你們可以再來幫我們
[00:15:02.400 --> 00:15:03.400]  我們可以再把這個
[00:15:03.400 --> 00:15:04.400]  Kids Game program
[00:15:04.400 --> 00:15:06.400]  再去幫助其他阿巴丁
[00:15:06.400 --> 00:15:09.400]  或者是Scotland的教會
[00:15:09.400 --> 00:15:12.400]  這個是承傳
[00:15:12.400 --> 00:15:15.400]  恩賜的運用是分出去的
[00:15:15.400 --> 00:15:17.400]  去幫助的
[00:15:17.400 --> 00:15:20.400]  不許融在自己裡面
[00:15:20.400 --> 00:15:22.400]  我們看經文
[00:15:22.400 --> 00:15:23.400]  我們看到經文裡面
[00:15:23.400 --> 00:15:27.400]  就是給我們看到
[00:15:27.400 --> 00:15:32.400]  這個團隊佩達恩賜用
[00:15:32.400 --> 00:15:34.400]  他所賜的有仕途
[00:15:34.400 --> 00:15:35.400]  有先知
[00:15:35.400 --> 00:15:36.400]  仕途是什麼呢
[00:15:36.400 --> 00:15:39.400]  仕途就是一些做創新工作的人
[00:15:39.400 --> 00:15:40.400]  他們有一些新的
[00:15:40.400 --> 00:15:42.400]  從上而來的意向
[00:15:42.400 --> 00:15:44.400]  我要做一些新事
[00:15:44.400 --> 00:15:46.400]  所以他們就是帶著一個使命
[00:15:46.400 --> 00:15:49.400]  去教會建立工作
[00:15:49.400 --> 00:15:52.400]  所以使徒保羅
[00:15:52.400 --> 00:15:53.400]  就是其中一個
[00:15:53.400 --> 00:15:55.400]  很明顯的一個例子
[00:15:55.400 --> 00:15:56.400]  還有就是先知
[00:15:56.400 --> 00:15:58.400]  先知就是從神領受話語
[00:15:58.400 --> 00:16:01.400]  然後就教到神的子民
[00:16:01.400 --> 00:16:03.400]  讓他們知道神的心意
[00:16:03.400 --> 00:16:05.400]  所以有時候是比較悄然的
[00:16:05.400 --> 00:16:06.400]  有時候在今個時代
[00:16:06.400 --> 00:16:10.400]  我們就把神的話語教到大家
[00:16:10.400 --> 00:16:11.400]  然後裡面帶著一些
[00:16:11.400 --> 00:16:15.400]  很提醒或者是很有力量的話語
[00:16:15.400 --> 00:16:16.400]  在你心裡面
