
[00:00:00.000 --> 00:00:04.000]  中國人對死亡總是有忌諱的
[00:05:31.000 --> 00:05:36.000]  你看耶穌每一次選擇一些訊息去給人說
[00:05:36.000 --> 00:05:39.000]  那個對象是很特別的
[00:05:39.000 --> 00:05:41.000]  他跟誰說重生
[00:05:41.000 --> 00:05:43.000]  尼哥底姆
[00:05:43.000 --> 00:05:46.000]  一個知書識禮
[00:05:46.000 --> 00:05:48.000]  熟悉律法
[00:05:48.000 --> 00:05:50.000]  熟悉舊約
[00:05:50.000 --> 00:05:53.000]  一個宗教的專家
[00:05:53.000 --> 00:05:57.000]  一個德高望重的一位名流
[00:05:57.000 --> 00:06:00.000]  叫尼哥底姆
[00:06:00.000 --> 00:06:02.000]  跟他說重生
[00:06:02.000 --> 00:06:04.000]  那個人很厲害
[00:06:04.000 --> 00:06:06.000]  不過他都不明白
[00:06:06.000 --> 00:06:09.000]  耶穌跟誰說重死
[00:06:09.000 --> 00:06:13.000]  在我們看完福音之前
[00:06:13.000 --> 00:06:14.000]  有一段這樣的對話
[00:06:14.000 --> 00:06:17.000]  是有幾個希臘人去見耶穌
[00:06:17.000 --> 00:06:19.000]  他是透過肥力的關係
[00:06:19.000 --> 00:06:21.000]  即是他認識肥力的門徒
[00:06:21.000 --> 00:06:23.000]  我們想見耶穌
[00:06:23.000 --> 00:06:25.000]  希臘人是甚麼人呢
[00:06:25.000 --> 00:06:28.000]  希臘基本上是哲學家
[00:06:28.000 --> 00:06:30.000]  他們都是很有學問
[00:06:30.000 --> 00:06:33.000]  很有哲學思維的人
[00:06:33.000 --> 00:06:35.000]  所以保羅都說過
[00:06:35.000 --> 00:06:37.000]  希臘人是要智慧
[00:06:37.000 --> 00:06:39.000]  猶太人是要神蹟
[00:06:39.000 --> 00:06:42.000]  不過我們就傳耶穌基督十字架
[00:06:42.000 --> 00:06:43.000]  在當時來說
[00:06:43.000 --> 00:06:46.000]  希臘人是社會上一個很特別的品種
[00:06:46.000 --> 00:06:49.000]  就是那班很有哲學思維
[00:06:49.000 --> 00:06:51.000]  很懂得思考的人
[00:06:51.000 --> 00:06:54.000]  當然希臘本身的文化當中
[00:06:54.000 --> 00:06:59.000]  其實那個哲學都承載了很多生死的問題
[00:06:59.000 --> 00:07:03.000]  於是耶穌都覺得可能是對的對象
[00:07:03.000 --> 00:07:07.000]  於是他就向這個求見耶穌
[00:07:07.000 --> 00:07:09.000]  主動求見耶穌的希臘人
[00:07:09.000 --> 00:07:12.000]  講了一個相當深的道理
[00:07:12.000 --> 00:07:14.000]  死亡
[00:07:14.000 --> 00:07:17.000]  當時那個氣氛很特別
[00:07:17.000 --> 00:07:23.000]  就是耶穌知道他正要步入死亡的倒數
[00:07:23.000 --> 00:07:26.000]  他要走上十字架的道路
[00:07:26.000 --> 00:07:29.000]  但發覺當時連他的門徒
[00:07:29.000 --> 00:07:31.000]  最得力的門徒都不是很明白他在做什麼
[00:07:31.000 --> 00:07:34.000]  很不明白究竟耶穌為什麼要死
[00:07:34.000 --> 00:07:35.000]  死了之後有什麼復活
[00:07:35.000 --> 00:07:36.000]  不是很明白的
[00:07:36.000 --> 00:07:42.000]  當時的猶太人是期待著一個充滿了榮耀
[00:07:42.000 --> 00:07:45.000]  充滿了盼望、威嚴的尼塞亞的來臨
[00:07:45.000 --> 00:07:48.000]  是將他們從一個亡國路
[00:07:48.000 --> 00:07:50.000]  可以一次的復國
[00:07:50.000 --> 00:07:54.000]  並且好像很威嚴的建立他們的新的王國
[00:07:54.000 --> 00:07:58.000]  全部是很正面的、很威的
[00:07:58.000 --> 00:08:05.000]  我相信那些希臘人同樣有些類似的思想
[00:08:05.000 --> 00:08:08.000]  他想知道耶穌下一步是怎麼走
[00:08:08.000 --> 00:08:10.000]  接著那場戲是怎麼做
[00:08:10.000 --> 00:08:12.000]  接著有什麼會發生
[00:08:12.000 --> 00:08:18.000]  但耶穌在這裡有一個剛剛調轉了
[00:08:18.000 --> 00:08:22.000]  他會講到我會怎樣去為猶太復國
[00:08:22.000 --> 00:08:25.000]  我會怎樣去將尼塞亞那種威嚴
[00:08:25.000 --> 00:08:30.000]  那種大能、全能在地上的彰顯
[00:08:30.000 --> 00:08:32.000]  話題一轉
[00:08:32.000 --> 00:08:35.000]  好像沒有什麼前提的
[00:08:35.000 --> 00:08:39.000]  一起看聖經
[00:08:39.000 --> 00:08:45.000]  耶穌說「人子得榮耀的時候到了」
[00:08:45.000 --> 00:08:49.000]  得榮耀的時候
[00:08:49.000 --> 00:08:52.000]  榮耀這個詞在聖經出現了四百多次
[00:08:52.000 --> 00:08:54.000]  都不容易解釋的
[00:08:54.000 --> 00:08:58.000]  有時候看一些年輕人寫一些新派的詩歌
[00:08:58.000 --> 00:08:59.000]  很喜歡講榮耀、榮耀
[00:08:59.000 --> 00:09:00.000]  但他不明白為什麼
[00:09:00.000 --> 00:09:02.000]  我們寫的東西我們自己不明白
[00:09:02.000 --> 00:09:04.000]  將經文串在一起就算了
[00:09:04.000 --> 00:09:08.000]  榮耀這個詞很難解釋
[00:09:08.000 --> 00:09:11.000]  因為我們不可以用人的知識
[00:09:11.000 --> 00:09:16.000]  他拿了博士學位、拿了荷蘭水蓋
[00:09:16.000 --> 00:09:18.000]  拿了金紫荊勳章
[00:09:18.000 --> 00:09:20.000]  他做了人大代表
[00:09:20.000 --> 00:09:22.000]  拿了什麼獎
[00:09:22.000 --> 00:09:24.000]  我們的榮耀概念停在這裡
[00:09:24.000 --> 00:09:26.000]  他做了模範生
[00:09:26.000 --> 00:09:30.000]  我們的榮耀概念在人間的獎項
[00:09:30.000 --> 00:09:32.000]  這個叫榮耀
[00:09:32.000 --> 00:09:34.000]  天國榮耀不是這樣解釋的
[00:09:34.000 --> 00:09:36.000]  慢慢去解釋
[00:09:36.000 --> 00:09:39.000]  「人子得榮耀的時候到了」
[00:09:39.000 --> 00:09:42.000]  接著怎樣呢?
[00:09:42.000 --> 00:09:46.000]  「一粒墨似不耐在地裡死了」
[00:09:46.000 --> 00:09:48.000]  「仍舊是一粒」
[00:09:48.000 --> 00:09:52.000]  「若是死了就結出很多枝粒來」
[00:09:52.000 --> 00:09:55.000]  「得榮耀就是去死」
[00:09:55.000 --> 00:10:02.000]  這個是一個完全逆反的切論
[00:10:02.000 --> 00:10:05.000]  完全是你在講很開心的東西
[00:10:05.000 --> 00:10:07.000]  突然間很威風的東西
[00:10:07.000 --> 00:10:13.000]  耶穌說我要去死了
[00:10:13.000 --> 00:10:16.000]  所以很多人期望著
[00:10:16.000 --> 00:10:18.000]  「我走入教會的大門」
[00:10:18.000 --> 00:10:19.000]  「我敲教會的門」
[00:10:19.000 --> 00:10:20.000]  「我敲牧師的門」
[00:10:20.000 --> 00:10:22.000]  「我希望得到這個信仰」
[00:10:22.000 --> 00:10:24.000]  「可以帶給我多少的保障」
[00:10:24.000 --> 00:10:26.000]  「這個信仰可以帶給我神蹟」
[00:10:26.000 --> 00:10:29.000]  「這個信仰可以幫助我渡過多少的逆境」
[00:10:29.000 --> 00:10:32.000]  「可以帶給我多少的好東西」
[00:10:32.000 --> 00:10:37.000]  「信耶穌、跟從耶穌」
[00:10:37.000 --> 00:10:40.000]  「不是好東西找你去跟」
[00:10:40.000 --> 00:10:42.000]  「信基督教沒有好東西」
[00:10:42.000 --> 00:10:46.000]  「沒有福氣找你去信」
[00:10:46.000 --> 00:10:48.000]  其實今天仍然有很多人
[00:10:48.000 --> 00:10:50.000]  是帶著皇大鮮色的期望
[00:10:50.000 --> 00:10:52.000]  去進入教會
[00:10:52.000 --> 00:10:55.000]  我希望是有求必應
[00:10:55.000 --> 00:10:57.000]  我聽人說祈禱很靈的
[00:10:57.000 --> 00:10:59.000]  生癌時祈禱會康復的
[00:10:59.000 --> 00:11:02.000]  生癌失敗時祈禱就會反彈的
[00:11:02.000 --> 00:11:04.000]  怎樣怎樣怎樣
[00:11:04.000 --> 00:11:06.000]  有時我們就這樣
[00:11:06.000 --> 00:11:09.000]  很狹義去曲解了神的旨意
[00:11:09.000 --> 00:11:12.000]  我們想著我們信耶穌
[00:11:12.000 --> 00:11:13.000]  我們是信一個
[00:11:13.000 --> 00:11:15.000]  好像皇大鮮色一樣的
[00:11:15.000 --> 00:11:20.000]  有求必應的神
[00:11:20.000 --> 00:11:23.000]  我相信這幾個希臘人
[00:11:23.000 --> 00:11:25.000]  都是帶著這樣的期望
[00:11:25.000 --> 00:11:27.000]  看看耶穌的榮耀會是怎樣
[00:11:27.000 --> 00:11:30.000]  彌撒在降臨的威武
[00:11:30.000 --> 00:11:34.000]  帶來的政治震盪會是怎樣
[00:11:34.000 --> 00:11:36.000]  但不是的
[00:11:36.000 --> 00:11:39.000]  我相信耶穌說這段說話時
[00:11:39.000 --> 00:11:41.000]  會聲音一沉
[00:11:41.000 --> 00:11:43.000]  「人子的榮耀的時候到了」
[00:11:43.000 --> 00:11:45.000]  「一粒墨池」
[00:11:45.000 --> 00:11:47.000]  「不耐在地裡死了」
[00:11:47.000 --> 00:11:51.000]  「仍舊是一粒」
[00:11:51.000 --> 00:11:54.000]  逆反的切論就去到一粒墨池
[00:11:54.000 --> 00:11:57.000]  一個很關鍵的時刻
[00:11:57.000 --> 00:11:59.000]  這粒墨池的特別地方
[00:11:59.000 --> 00:12:01.000]  就去到一個很重要
[00:12:01.000 --> 00:12:05.000]  一個所謂生命轉化過程
[00:12:05.000 --> 00:12:08.000]  如果你留意一些新聞
[00:12:08.000 --> 00:12:12.000]  間中有些文物出土的新聞
[00:12:12.000 --> 00:12:14.000]  你會發覺原來在中國也好
[00:12:14.000 --> 00:12:16.000]  在中東也好
[00:12:16.000 --> 00:12:18.000]  有些出土文物
[00:12:18.000 --> 00:12:20.000]  特別是那些陪葬文物
[00:12:20.000 --> 00:12:22.000]  無論是中東和中國
[00:12:22.000 --> 00:12:24.000]  很多農業社會
[00:12:24.000 --> 00:12:26.000]  以前的皇帝死亡
[00:12:26.000 --> 00:12:27.000]  有很多陪葬品
[00:12:27.000 --> 00:12:30.000]  在陪葬品當中通常都有五穀
[00:12:30.000 --> 00:12:32.000]  中國有五穀
[00:12:32.000 --> 00:12:36.000]  將農作物作為一些陪葬品的種子
[00:12:36.000 --> 00:12:38.000]  在農業社會
[00:12:38.000 --> 00:12:42.000]  這代表了一個農業社會的象徵物
[00:12:42.000 --> 00:12:46.000]  那些陪葬了幾千年的種子
[00:12:46.000 --> 00:12:52.000]  拿出來後原來科學家說它仍然有生命力
[00:12:52.000 --> 00:12:58.000]  仍然在適當的培養當中還可以生長
[00:12:58.000 --> 00:13:01.000]  這幾特別
[00:13:01.000 --> 00:13:05.000]  幾特別是屬於生物的常識
[00:13:05.000 --> 00:13:08.000]  但當中真的有一個很淑女的含義
[00:13:08.000 --> 00:13:11.000]  為什麼那些種子還可以保存呢
[00:13:11.000 --> 00:13:14.000]  因為種子有個殼包著它們
[00:13:14.000 --> 00:13:16.000]  麥子很特別
[00:13:16.000 --> 00:13:21.000]  麥子本身就是一粒種子
[00:13:21.000 --> 00:13:26.000]  當麥子的殼一打開的時候
[00:13:26.000 --> 00:13:28.000]  如果放在泥土當中
[00:13:28.000 --> 00:13:31.000]  它可以開枝散葉
[00:13:31.000 --> 00:13:33.000]  可以結出很多籽粒來
[00:13:33.000 --> 00:13:36.000]  從麥子轉化為種子
[00:13:36.000 --> 00:13:38.000]  同樣你不是埋在土裏面
[00:13:38.000 --> 00:13:40.000]  你打開了麥子
[00:13:40.000 --> 00:13:41.000]  你可以磨成粉末
[00:13:41.000 --> 00:13:42.000]  可以製造麵包
[00:13:42.000 --> 00:13:46.000]  製造很多很多小麥的產品
[00:13:46.000 --> 00:13:50.000]  這是一個很基本的生物學常識
[00:13:50.000 --> 00:13:52.000]  但放在屬靈的含義當中
[00:13:52.000 --> 00:13:58.000]  原來每個基督徒都應該
[00:13:58.000 --> 00:14:02.000]  去成為一個破殼的種子
[00:14:02.000 --> 00:14:04.000]  我們的殼不破
[00:14:04.000 --> 00:14:06.000]  我們就好像千年木乃伊一樣
[00:14:06.000 --> 00:14:07.000]  是包著在那裏
[00:14:07.000 --> 00:14:11.000]  其實我們的生命是沒有開的
[00:14:11.000 --> 00:14:14.000]  有很多在教會很多年
[00:14:14.000 --> 00:14:16.000]  熟讀聖經各方面
[00:14:16.000 --> 00:14:18.000]  很熟悉的資深基督徒
[00:14:18.000 --> 00:14:24.000]  但仍然只是一粒麥子
[00:14:24.000 --> 00:14:28.000]  它的殼未破
[00:14:28.000 --> 00:14:31.000]  你的殼是甚麼呢
[00:14:31.000 --> 00:14:34.000]  你的自以為意
[00:14:34.000 --> 00:14:36.000]  你的自私自利
[00:14:36.000 --> 00:14:38.000]  你的自卑
[00:14:38.000 --> 00:14:40.000]  你的自大
[00:14:40.000 --> 00:14:41.000]  你的自我
[00:14:41.000 --> 00:14:43.000]  於是你用很多很多東西
[00:14:43.000 --> 00:14:46.000]  包裝得自己很好
[00:14:46.000 --> 00:14:49.000]  將自己隱藏得很好
[00:14:49.000 --> 00:14:56.000]  其實沒有人救到你裏面究竟是甚麼
[00:14:56.000 --> 00:14:59.000]  你的殼不破
[00:14:59.000 --> 00:15:02.000]  其實你無法真正打開你的心
[00:15:02.000 --> 00:15:05.000]  讓耶穌進入
[00:15:05.000 --> 00:15:08.000]  所以耶穌講這個一粒麥子
[00:15:08.000 --> 00:15:12.000]  他既是象徵自己將會成為一粒麥子
[00:15:12.000 --> 00:15:14.000]  他都是曉悅他的門徒
[00:15:14.000 --> 00:15:16.000]  你們都要成為一粒麥子
[00:15:16.000 --> 00:15:18.000]  而對後世信徒來說
[00:15:18.000 --> 00:15:22.000]  我們都要成為一粒破殼的麥子
[00:15:22.000 --> 00:15:24.000]  我們殼一打開
[00:15:24.000 --> 00:15:28.000]  我們生命的力量就會爆發出來
[00:15:28.000 --> 00:15:30.000]  所以可以結出很多字粒來
[00:15:30.000 --> 00:15:33.000]  但是這個破殼的過程
[00:15:33.000 --> 00:15:36.000]  有時是痛苦
[00:15:36.000 --> 00:15:40.000]  有時是自然的
[00:15:40.000 --> 00:15:45.000]  梁錦松先生是曾經做過財政司司長
[00:15:45.000 --> 00:15:51.000]  當年我當看見董建華委任梁錦松做財政司司長
[00:15:51.000 --> 00:15:54.000]  我的政治反應就立刻想到
[00:15:54.000 --> 00:16:00.000]  此人將會是第二任特首的最佳人選
[00:16:00.000 --> 00:16:05.000]  亦是北京最佳的部署
[00:16:05.000 --> 00:16:07.000]  歷史就是這麼諷刺
[00:16:07.000 --> 00:16:12.000]  如果阿松不是因為買車事件一個小小的錯失
[00:16:12.000 --> 00:16:14.000]  而要黯然下台
[00:16:14.000 --> 00:16:17.000]  沒有曾蔭權做特首
[00:16:17.000 --> 00:16:19.000]  沒有梁振英
[00:16:19.000 --> 00:16:21.000]  沒有唐英年
[00:16:21.000 --> 00:16:25.000]  所以看見歷史的變化就是這麼微妙
[00:16:25.000 --> 00:16:28.000]  一指錯 整盤棋又觸角
[00:16:28.000 --> 00:16:30.000]  當然今天不是講這麼多政治
[00:16:30.000 --> 00:16:39.000]  我講回阿松 阿松是真真正正很典型的香港精英
[00:16:39.000 --> 00:16:42.000]  香港有精英的 但不多
[00:16:42.000 --> 00:16:46.000]  很多冒牌的 但梁錦松是典型的香港精英
[00:16:46.000 --> 00:16:51.000]  有典型香港精英的質素和心態
[00:16:51.000 --> 00:16:54.000]  精英心態就是我是精英你不是
[00:16:54.000 --> 00:16:56.000]  所以我去想事 我去做事
[00:16:56.000 --> 00:16:58.000]  我比你們叻好多
[00:16:58.000 --> 00:17:01.000]  你們不用吵 你不用想 我幫你搞定
[00:17:01.000 --> 00:17:03.000]  我是精英你不是
[00:17:03.000 --> 00:17:06.000]  所以他用這樣的心態去做財政司司長
[00:17:06.000 --> 00:17:11.000]  他做香港很多高層的決策
[00:17:11.000 --> 00:17:14.000]  他很叻 真是叻
[00:17:14.000 --> 00:17:22.000]  但是 聰明總比聰明
[00:17:22.000 --> 00:17:28.000]  這些自高自大自為的人 其實衰就衰在那裏
[00:17:28.000 --> 00:17:32.000]  幾個月前梁錦松接受信報的訪問
[00:17:32.000 --> 00:17:36.000]  有一篇非常之刻骨銘心
[00:17:36.000 --> 00:17:40.000]  和講出自己信仰的歷程的情況
[00:17:40.000 --> 00:17:45.000]  他說我是一個過去很狂妄自大自為的人
[00:17:45.000 --> 00:17:47.000]  我經常覺得我想事很掂
[00:17:47.000 --> 00:17:51.000]  有朋友告訴我 其實你很多事做得很好
[00:17:51.000 --> 00:17:54.000]  不過你政治不正確 你不肯聽人講
[00:17:54.000 --> 00:17:57.000]  其實都講到他一種自我為善
[00:17:57.000 --> 00:18:01.000]  但他說 上帝給我機會
[00:18:01.000 --> 00:18:06.000]  如果梁錦松不是因為犯了少少錯誤
[00:18:06.000 --> 00:18:08.000]  要黯然下台
[00:18:08.000 --> 00:18:14.000]  一個自以為忠心 一個非常驕傲的人
[00:18:14.000 --> 00:18:17.000]  很叻的人 突然要這樣下台
[00:18:17.000 --> 00:18:19.000]  其實很難接受
[00:18:19.000 --> 00:18:23.000]  因為神叫他經歷過這樣的過程
[00:18:23.000 --> 00:18:25.000]  只因為他經歷過過程
[00:18:25.000 --> 00:18:30.000]  所以人的盡頭 上帝開始
[00:18:30.000 --> 00:18:33.000]  是將他整個人改變了
[00:18:33.000 --> 00:18:39.000]  全家都成為一個相對於非常謙卑的基督徒
[00:18:39.000 --> 00:18:44.000]  有些名人信主 都是要繼續搞很多事
[00:18:44.000 --> 00:18:46.000]  你看梁錦松信了耶穌
[00:18:46.000 --> 00:18:51.000]  他做很多事 但很低調 你不知道的
[00:18:51.000 --> 00:18:53.000]  甚至接受信報訪問
[00:18:53.000 --> 00:18:57.000]  其實他都不是經常接受訪問去講自己信仰
[00:18:57.000 --> 00:19:00.000]  他都很低調 講得很實在
[00:19:00.000 --> 00:19:03.000]  阿松破殼
[00:19:03.000 --> 00:19:08.000]  他的殼是他很好的學歷
[00:19:08.000 --> 00:19:10.000]  多年在財經界的歷練
[00:19:10.000 --> 00:19:13.000]  很多很成功的王職
[00:19:13.000 --> 00:19:17.000]  在人來說是精英 是成功
[00:19:17.000 --> 00:19:22.000]  甚至有機會成為香港特首的材料
[00:19:22.000 --> 00:19:25.000]  但他的殼是將他自己牢牢包破
[00:19:25.000 --> 00:19:29.000]  但當神讓他破殼
[00:19:29.000 --> 00:19:33.000]  神是用一個比較強的手段 令他破殼
[00:19:33.000 --> 00:19:35.000]  很特別
[00:19:35.000 --> 00:19:39.000]  生命的轉化
[00:19:39.000 --> 00:19:42.000]  如果我們信仰我們沒有經歷過這個破殼的過程
[00:19:42.000 --> 00:19:46.000]  我們永遠只是一粒麥子
[00:19:46.000 --> 00:19:50.000]  我們無法成為種子
[00:19:50.000 --> 00:19:52.000]  我經常想 為什麼我信耶穌那麼久
[00:19:52.000 --> 00:20:01.000]  總是沒有那種從來而外的那種力量
[00:20:01.000 --> 00:20:05.000]  我很想傳福音 但都沒有力量
[00:20:05.000 --> 00:20:09.000]  歸根結底就是你的殼太厚
[00:20:09.000 --> 00:20:13.000]  於是神要你破殼
[00:20:13.000 --> 00:20:18.000]  你才可以成為一粒埋在地裡的種子
[00:20:18.000 --> 00:20:22.000]  這是我們信仰一個必須經歷的過程
[00:20:22.000 --> 00:20:27.000]  所以我不希望我們都需要經歷一些很痛苦的過程
[00:20:27.000 --> 00:20:31.000]  有些總要經歷失敗 經歷病痛 大難不死
[00:20:31.000 --> 00:20:34.000]  有很多衝擊 生命有很多改變
[00:20:34.000 --> 00:20:37.000]  最好不要這樣 過程是痛苦的
[00:20:37.000 --> 00:20:41.000]  我們就很自然 很謙卑
[00:20:41.000 --> 00:20:46.000]  讓神讓我們殺在泥土當中
[00:20:46.000 --> 00:20:49.000]  殺在好土當中 並且好的栽培
[00:20:49.000 --> 00:20:53.000]  於是我們就會結出很多子粒來
[00:20:53.000 --> 00:20:58.000]  生命是一個轉化的過程
[00:20:58.000 --> 00:21:02.000]  我的好朋友以前都在我教會聚會
[00:21:02.000 --> 00:21:07.000]  我和他一起經歷過一段人生信仰
[00:21:07.000 --> 00:21:09.000]  後來他移民到澳洲
