
[00:00:00.000 --> 00:00:03.000]  各位朋友 弟兄姊妹 早晨
[00:02:31.000 --> 00:02:34.000]  結果耶和華就應運了他
[00:02:34.000 --> 00:02:37.000]  他的妻子利伯加就懷孕了
[00:02:37.000 --> 00:02:45.000]  所以你看到亞國是他的父親以撒向神切切禱告求回來的
[00:02:45.000 --> 00:02:51.000]  以撒結婚之後20年才得到兒子
[00:02:51.000 --> 00:02:54.000]  第二點亞國一個很不尋常的地方就是
[00:02:54.000 --> 00:02:56.000]  他是夢陣揀選的
[00:02:56.000 --> 00:02:59.000]  利伯加要不就不生育
[00:02:59.000 --> 00:03:03.000]  要不他一生就雙胞胎
[00:03:03.000 --> 00:03:05.000]  人看來應該是雙喜臨門
[00:03:05.000 --> 00:03:07.000]  真的挺開心的
[00:03:07.000 --> 00:03:11.000]  或者你覺得包袱太重了
[00:03:11.000 --> 00:03:13.000]  但當時來說他應該是挺好的
[00:03:13.000 --> 00:03:17.000]  但這兩雙胞胎竟然在胎裡
[00:03:17.000 --> 00:03:20.000]  在母腹中彼此相爭
[00:03:20.000 --> 00:03:24.000]  意思是利伯加的肚子裡
[00:03:24.000 --> 00:03:27.000]  那兩個胎動得非常厲害
[00:03:27.000 --> 00:03:30.000]  當中做過媽媽的就知道了
[00:03:30.000 --> 00:03:32.000]  兒子利伯加覺得很辛苦
[00:03:32.000 --> 00:03:36.000]  所以他沒有辦法去找神求個明白
[00:03:36.000 --> 00:03:39.000]  神預示給他聽
[00:03:39.000 --> 00:03:43.000]  兩國會在這個肚子裡 兩族由你的腹中出來
[00:03:43.000 --> 00:03:46.000]  將來這個族會強過那個族
[00:03:46.000 --> 00:03:48.000]  大的就要服侍小的
[00:03:48.000 --> 00:03:55.000]  意思是神揀選一個大的要服侍小的
[00:03:55.000 --> 00:03:59.000]  而神的揀選就在這個人出生之前
[00:03:59.000 --> 00:04:04.000]  所以你看到神的揀選不是出於人的行為
[00:04:04.000 --> 00:04:06.000]  他有什麼值得被揀選
[00:04:06.000 --> 00:04:10.000]  而是全部在於神自己
[00:04:10.000 --> 00:04:14.000]  所以你看到雅各在腹中已經被揀選
[00:04:14.000 --> 00:04:19.000]  第三就是他在媽媽的肚子裡已經開始爭奪
[00:04:19.000 --> 00:04:22.000]  當雅各和爾素在媽媽的肚子裡的時候
[00:04:22.000 --> 00:04:25.000]  他們就在爭奪長子的名分
[00:04:25.000 --> 00:04:28.000]  使利伯加非常痛苦
[00:04:28.000 --> 00:04:32.000]  經文形容雅各出生的時候
[00:04:32.000 --> 00:04:35.000]  他是用手去捉住哥哥的腳筋
[00:04:35.000 --> 00:04:38.000]  哥哥先出來 雅各後出來
[00:04:38.000 --> 00:04:41.000]  但是他的手是捉住哥哥的腳
[00:04:41.000 --> 00:04:45.000]  雅各這個名字本身的意思就是捉住
[00:04:45.000 --> 00:04:53.000]  甚至是取而代之 詭計的意思
[00:04:53.000 --> 00:04:59.000]  第四點就是雅各以弱勝強 反敗為勝
[00:04:59.000 --> 00:05:05.000]  兩位雙胞胎長大之後
[00:05:05.000 --> 00:05:07.000]  可以說性格很不同
[00:05:07.000 --> 00:05:10.000]  哥哥爾素擅長打獵
[00:05:10.000 --> 00:05:12.000]  經常在田野裡
[00:05:12.000 --> 00:05:14.000]  所以他既然是獵人
[00:05:14.000 --> 00:05:18.000]  我相信他的身體會比較強壯 魁梧
[00:05:18.000 --> 00:05:23.000]  但是相比之下 雅各就很不同
[00:05:23.000 --> 00:05:25.000]  經文形容他為人安靜
[00:05:25.000 --> 00:05:28.000]  經常躲在帳篷裡和媽媽一起
[00:05:28.000 --> 00:05:31.000]  如果用我們今天的語言來說
[00:05:31.000 --> 00:05:33.000]  哥哥應該是一個挺man的人
[00:05:33.000 --> 00:05:35.000]  很有男子氣概
[00:05:35.000 --> 00:05:40.000]  但是弟弟雅各就似乎是一個青靚白淨的男孩
[00:05:40.000 --> 00:05:45.000]  還有可能是一個宅男
[00:05:45.000 --> 00:05:49.000]  因為雅各他比爾素弱少
[00:05:49.000 --> 00:05:51.000]  所以說起要爭的話
[00:05:51.000 --> 00:05:57.000]  他沒有可能靠體力去爭奪這個長子名分
[00:05:57.000 --> 00:06:02.000]  雖然雅各在武褔當中爭奪這個長子名分
[00:06:02.000 --> 00:06:04.000]  但最終跑出來的是爾素
[00:06:04.000 --> 00:06:06.000]  爾素讓他先出生
[00:06:06.000 --> 00:06:09.000]  所以他得到長子的名分
[00:06:09.000 --> 00:06:13.000]  不過雅各似乎沒有放棄這一場的爭戰
[00:06:13.000 --> 00:06:15.000]  他經常和媽媽一起
[00:06:15.000 --> 00:06:19.000]  可能也因為這樣好得媽媽的寵愛
[00:06:19.000 --> 00:06:21.000]  我不知道在座媽媽會不會
[00:06:21.000 --> 00:06:24.000]  你的子女陪你多點 你會疼他多點
[00:06:24.000 --> 00:06:29.000]  也可能因為這樣雅各得到媽媽的同意
[00:06:29.000 --> 00:06:33.000]  和他一起合謀奪取這個長子的名分
[00:06:33.000 --> 00:06:36.000]  他為了奪取這個長子的名分
[00:06:36.000 --> 00:06:38.000]  雅各做了一件事
[00:06:38.000 --> 00:06:42.000]  就是誘使哥哥進入一種情況
[00:06:42.000 --> 00:06:46.000]  就是讓他自願把長子的名分賣給他
[00:06:46.000 --> 00:06:48.000]  待會我們會看到
[00:06:48.000 --> 00:06:55.000]  第五就是雅各很看重長子的名分
[00:06:55.000 --> 00:06:59.000]  長子的名分其實是一個很特殊的福分
[00:06:59.000 --> 00:07:01.000]  幾乎每一個的種族
[00:07:01.000 --> 00:07:03.000]  特別是在古代的時候
[00:07:03.000 --> 00:07:10.000]  家庭裏面的長子都會承受著一個特別的積分或福分
[00:07:10.000 --> 00:07:13.000]  在古代的猶太人裏面
[00:07:13.000 --> 00:07:21.000]  這個長子的名分通常是指他將來可以有雙份的土地
[00:07:21.000 --> 00:07:23.000]  按照整本聖經來看
[00:07:23.000 --> 00:07:27.000]  長子的名分除了雙份的土地外
[00:07:27.000 --> 00:07:31.000]  還包含祭司和君王的積分
[00:07:31.000 --> 00:07:33.000]  在《創世紀》他啟示到
[00:07:33.000 --> 00:07:35.000]  其實這個長子的名分
[00:07:35.000 --> 00:07:41.000]  是可以從大兒子轉移給第二個兒子
[00:07:41.000 --> 00:07:46.000]  《創世紀》裏面至少有四個長子名分轉移的事例
[00:07:46.000 --> 00:07:49.000]  第一就是以素轉移給雅各
[00:07:49.000 --> 00:07:52.000]  第二就是在《創世紀》38章裏提到
[00:07:52.000 --> 00:07:55.000]  由謝拉轉移給法勒斯
[00:07:55.000 --> 00:07:59.000]  接著就是49章的劉變轉移給約瑟
[00:07:59.000 --> 00:08:03.000]  接著就是48章的馬蘭西轉移給以法蓮
[00:08:03.000 --> 00:08:04.000]  我們今天不會詳細看
[00:08:04.000 --> 00:08:06.000]  不過等大家知道
[00:08:06.000 --> 00:08:11.000]  我們估計雅各可能自小就從父母那裏
[00:08:11.000 --> 00:08:14.000]  聽聞很多先祖以前說過的話
[00:08:14.000 --> 00:08:17.000]  就是阿伯拉罕說到
[00:08:17.000 --> 00:08:21.000]  他們如何經歷神很多奇妙的應許
[00:08:21.000 --> 00:08:24.000]  以至雅各也很渴望將來
[00:08:24.000 --> 00:08:30.000]  神的祝福是藉著他來臨到全世界
[00:08:30.000 --> 00:08:34.000]  這個不單止不是一個錯誤的企圖
[00:08:34.000 --> 00:08:36.000]  另一個角度來看
[00:08:36.000 --> 00:08:39.000]  反而是一個很高貴的一個志願
[00:08:39.000 --> 00:08:44.000]  以至雅各不惜使出詭詐的手段
[00:08:44.000 --> 00:08:46.000]  去奪取這個長子的名分
[00:08:46.000 --> 00:08:48.000]  從這一點你可以看到
[00:08:48.000 --> 00:08:51.000]  他是多麼重視這個長子的名分
[00:08:51.000 --> 00:08:54.000]  相反以素他本來就得到這個長子的名分
[00:08:54.000 --> 00:08:57.000]  但他卻沒有看重
[00:08:57.000 --> 00:09:01.000]  以至他為了一碗紅豆湯就賣了這個名分
[00:09:01.000 --> 00:09:03.000]  當然我們剛才這樣說
[00:09:03.000 --> 00:09:05.000]  不是說我們認同雅各
[00:09:05.000 --> 00:09:08.000]  他可以用一些不法的手段
[00:09:08.000 --> 00:09:14.000]  一些不正確的耍手段的途徑去做事
[00:09:14.000 --> 00:09:16.000]  其實後來他也為他所做的
[00:09:16.000 --> 00:09:18.000]  付上了很大的代價
[00:09:18.000 --> 00:09:20.000]  但我們想強調的是
[00:09:20.000 --> 00:09:23.000]  他很看重長子的名分
[00:09:23.000 --> 00:09:25.000]  從今天的經文裏
[00:09:25.000 --> 00:09:27.000]  其實我們可以看到
[00:09:27.000 --> 00:09:31.000]  在當中學到有幾項屬靈的功課
[00:09:31.000 --> 00:09:35.000]  第一就是神願意垂聽人的禱告
[00:09:35.000 --> 00:09:39.000]  以撒因為見到他妻子不生育
[00:09:39.000 --> 00:09:42.000]  所以他就切切來到神面前去祈禱
[00:09:42.000 --> 00:09:45.000]  最後神應運了他的禱告
[00:09:45.000 --> 00:09:48.000]  李伯嘉懷孕生子
[00:09:48.000 --> 00:09:50.000]  而且懷了雙胞胎
[00:09:50.000 --> 00:09:53.000]  不過我們知道我們禱告
[00:09:53.000 --> 00:09:56.000]  但最終的主權其實在神的手裏
[00:09:56.000 --> 00:09:58.000]  今天你和我都一樣
[00:09:58.000 --> 00:10:01.000]  我們可以隨時隨地任何事情
[00:10:01.000 --> 00:10:03.000]  來到神的面前
[00:10:03.000 --> 00:10:07.000]  當然我們知道結果也在神的手裏
[00:10:07.000 --> 00:10:09.000]  當然聖經也教導我們
[00:10:09.000 --> 00:10:12.000]  我們祈求也要按著神的心意祈求
[00:10:12.000 --> 00:10:14.000]  我們不可以妄求
[00:10:14.000 --> 00:10:18.000]  譬如你今天讓我去種六合彩
[00:10:18.000 --> 00:10:20.000]  或者我很討厭那個人
[00:10:20.000 --> 00:10:22.000]  你幫我詛咒他
[00:10:22.000 --> 00:10:25.000]  有時候我們要為我們所祈求的
[00:10:25.000 --> 00:10:28.000]  來到神面前去反思
[00:10:28.000 --> 00:10:31.000]  到底我們求的是否合神的心意
[00:10:31.000 --> 00:10:34.000]  其實過去九個月
[00:10:34.000 --> 00:10:36.000]  全因堂我們都經歷很多
[00:10:36.000 --> 00:10:38.000]  神聽禱告的例子
[00:10:38.000 --> 00:10:40.000]  包括我們的Avana
[00:10:40.000 --> 00:10:42.000]  我們開始報名的時候
[00:10:42.000 --> 00:10:43.000]  一直等了很久
[00:10:43.000 --> 00:10:46.000]  我們只有四個小孩子報名
[00:10:46.000 --> 00:10:48.000]  我們沒有什麼好做
[00:10:48.000 --> 00:10:50.000]  我們宣傳已經做了很多
[00:10:50.000 --> 00:10:52.000]  我們唯一可以做的就是禱告
[00:10:52.000 --> 00:10:54.000]  不斷地禱告
[00:10:54.000 --> 00:10:56.000]  到開始前的一個星期
[00:10:56.000 --> 00:10:58.000]  我們又多了四個小孩子
[00:10:58.000 --> 00:11:00.000]  到真正開始那天
[00:11:00.000 --> 00:11:03.000]  結果我們一共來了十四個小孩子
[00:11:03.000 --> 00:11:06.000]  我們都覺得我們的小孩子真的求回來了
[00:11:06.000 --> 00:11:08.000]  上帝聽我們禱告
[00:11:08.000 --> 00:11:11.000]  第二就是我們在樹人的廣東話班
[00:11:11.000 --> 00:11:12.000]  同樣也是
[00:11:12.000 --> 00:11:13.000]  我們說禱告
[00:11:13.000 --> 00:11:16.000]  如果他們主動找我們去教的話
[00:11:16.000 --> 00:11:18.000]  我們就去參與這個侍奉
[00:11:18.000 --> 00:11:22.000]  並且我們要求神預備足夠的人手
[00:11:22.000 --> 00:11:26.000]  因為後來我們有八十個學生要學廣東話
[00:11:26.000 --> 00:11:29.000]  但我們全因堂只有三十多人
[00:11:29.000 --> 00:11:31.000]  我們沒有辦法有這麼多人手
[00:11:31.000 --> 00:11:35.000]  但結果神為我們預備了二十七位導師
[00:11:35.000 --> 00:11:37.000]  還有就是我們的咖啡侍工
[00:11:37.000 --> 00:11:39.000]  我們最初有這個機遇的時候
[00:11:39.000 --> 00:11:41.000]  我們都不敢走得太快
[00:11:41.000 --> 00:11:43.000]  我們不斷地來求神
[00:11:43.000 --> 00:11:44.000]  神如果這是你的心意
[00:11:44.000 --> 00:11:47.000]  你就感動那位姐妹那對夫婦
[00:11:47.000 --> 00:11:49.000]  主動來跟我們傾
[00:11:49.000 --> 00:11:52.000]  結果我們好幾次不斷地經歷
[00:11:52.000 --> 00:11:53.000]  神為我們開路
[00:11:53.000 --> 00:11:56.000]  最終我們有這個咖啡侍工
[00:11:56.000 --> 00:12:02.000]  第二個功課就是神主權的揀選
[00:12:02.000 --> 00:12:05.000]  神揀選雅各就在他出生之前
[00:12:05.000 --> 00:12:07.000]  所以我們沒有辦法說
[00:12:07.000 --> 00:12:08.000]  因為雅各好一點
[00:12:08.000 --> 00:12:10.000]  所以上帝揀選他
[00:12:10.000 --> 00:12:12.000]  沒有
[00:12:12.000 --> 00:12:13.000]  神揀選他
[00:12:13.000 --> 00:12:15.000]  沒有因為他有什麼好行為
[00:12:15.000 --> 00:12:17.000]  因為他還沒有出生
[00:12:17.000 --> 00:12:20.000]  甚至我們後來看雅各的生命
[00:12:20.000 --> 00:12:21.000]  其實這是一個小古惑
[00:12:21.000 --> 00:12:23.000]  很奸詐 很狡猾
[00:12:23.000 --> 00:12:27.000]  但當我們往後一路去看創世記的時候
[00:12:27.000 --> 00:12:28.000]  你會發現
[00:12:28.000 --> 00:12:30.000]  神為什麼會揀選雅各
[00:12:30.000 --> 00:12:33.000]  和神如何塑造雅各
[00:12:33.000 --> 00:12:36.000]  使他成為一個合神心意的器皿
[00:12:36.000 --> 00:12:38.000]  所以我鼓勵大家有空回家
[00:12:38.000 --> 00:12:41.000]  可以預先看完創世記
[00:12:41.000 --> 00:12:44.000]  其實雅各在洗手段
[00:12:44.000 --> 00:12:47.000]  其實可以說一點都不需要
[00:12:47.000 --> 00:12:49.000]  因為神既然揀選他
[00:12:49.000 --> 00:12:51.000]  神一定有方法
[00:12:51.000 --> 00:12:55.000]  令到他能夠得到長子的名分
[00:12:55.000 --> 00:12:58.000]  雅各他以為用一些方法
[00:12:58.000 --> 00:13:00.000]  他最終得到這個長子的名分
[00:13:00.000 --> 00:13:04.000]  但是他所做的卻使得他受了很多苦
[00:13:04.000 --> 00:13:06.000]  因為自從他欺騙了父親
[00:13:06.000 --> 00:13:08.000]  得到那個祝福之後
[00:13:08.000 --> 00:13:10.000]  他就再沒有見到他的媽媽
[00:13:10.000 --> 00:13:12.000]  尼伯加很愛這個兒子
[00:13:12.000 --> 00:13:16.000]  但也因為他幫兒子去共謀
[00:13:16.000 --> 00:13:19.000]  之後他也沒有再見到雅各
[00:13:19.000 --> 00:13:22.000]  雅各因為得罪了哥哥
[00:13:22.000 --> 00:13:24.000]  被哥哥追殺
[00:13:24.000 --> 00:13:27.000]  所以他就逃到舅父拉班那裡
[00:13:27.000 --> 00:13:30.000]  結果在舅父那裡受苦了二十年
[00:13:30.000 --> 00:13:35.000]  今天我們每一個基督徒都一樣
[00:13:35.000 --> 00:13:37.000]  有時候可能你會說
[00:13:37.000 --> 00:13:39.000]  神為什麼會揀選我呢
[00:13:39.000 --> 00:13:41.000]  我有什麼好呢
[00:13:41.000 --> 00:13:43.000]  又或者反過來你會覺得
[00:13:43.000 --> 00:13:46.000]  因為我很好所以神揀選我
[00:13:46.000 --> 00:13:48.000]  但其實聖經告訴我們
[00:13:48.000 --> 00:13:50.000]  什麼都不是
[00:13:50.000 --> 00:13:54.000]  二不所書二章八到九節提醒我們
[00:13:54.000 --> 00:13:56.000]  我們一起讀
[00:13:56.000 --> 00:13:58.000]  你們得救是靠著恩典
[00:13:58.000 --> 00:13:59.000]  藉著信心
[00:13:59.000 --> 00:14:01.000]  這不是出於自己
[00:14:01.000 --> 00:14:03.000]  而是神所賜的
[00:14:03.000 --> 00:14:05.000]  這也不是出於行為
[00:14:05.000 --> 00:14:07.000]  免得有人自誇
[00:14:07.000 --> 00:14:11.000]  神揀選我們是按著他自己的心意
[00:14:11.000 --> 00:14:13.000]  也是按著我們的本相
[00:14:13.000 --> 00:14:16.000]  不是因為我們有什麼好與不好
[00:14:16.000 --> 00:14:19.000]  第三個功課我們可以學的就是
[00:14:19.000 --> 00:14:22.000]  偏愛子女會帶來惡果
[00:14:22.000 --> 00:14:25.000]  聖經經文說到
[00:14:25.000 --> 00:14:28.000]  以撒愛大兒子以素
[00:14:28.000 --> 00:14:31.000]  因為他經常吃到他打回來的野味
[00:14:31.000 --> 00:14:33.000]  利伯加喜歡小兒子
[00:14:33.000 --> 00:14:35.000]  因為小兒子經常陪著他
[00:14:35.000 --> 00:14:38.000]  本來兩個都是自己的兒子
[00:14:38.000 --> 00:14:41.000]  但父母就一人疼一個
[00:14:41.000 --> 00:14:44.000]  導致後來雅各和媽媽合謀
[00:14:44.000 --> 00:14:47.000]  去騙爸爸的祝福
[00:14:47.000 --> 00:14:50.000]  如果利伯加沒有偏愛雅各的話
[00:14:50.000 --> 00:14:52.000]  我相信就算雅各
[00:14:52.000 --> 00:14:55.000]  叫媽媽和他共謀也好
[00:14:55.000 --> 00:14:57.000]  他應該也不會這樣做
[00:14:57.000 --> 00:15:00.000]  就不會發生之後的事
[00:15:00.000 --> 00:15:02.000]  整個家庭的關係
[00:15:02.000 --> 00:15:05.000]  都不會出現兄弟不和
[00:15:05.000 --> 00:15:08.000]  雅各要逃避哥哥去逃跑的事
[00:15:08.000 --> 00:15:10.000]  父母偏愛子女
[00:15:10.000 --> 00:15:13.000]  會帶來夫妻關係不協調
[00:15:13.000 --> 00:15:17.000]  子女之間亦會產生不和等等的問題
[00:15:17.000 --> 00:15:20.000]  我不知道在座當中有多少個父母
[00:15:20.000 --> 00:15:24.000]  是有兩個或以上的子女
[00:15:24.000 --> 00:15:25.000]  舉手來看看
[00:15:25.000 --> 00:15:26.000]  應該都不少
[00:15:26.000 --> 00:15:29.000]  我們今天早上很多人都是兩個子女
[00:15:29.000 --> 00:15:32.000]  你們有沒有偏心?
[00:15:32.000 --> 00:15:33.000]  笑是甚麼意思?
[00:15:33.000 --> 00:15:36.000]  Edmond,笑是甚麼意思?
[00:15:36.000 --> 00:15:39.000]  今天早上有個普通的姐妹就說
[00:15:39.000 --> 00:15:42.000]  誰乖一點就疼誰多一點
[00:15:42.000 --> 00:15:43.000]  你們是不是這樣?
[00:15:43.000 --> 00:15:45.000]  都會吧?
[00:15:45.000 --> 00:15:46.000]  其實亦都看到我們
[00:15:46.000 --> 00:15:50.000]  原來我們人的愛始終都有點不完全
[00:15:50.000 --> 00:15:51.000]  即父母的愛
[00:15:51.000 --> 00:15:53.000]  但有時我們都是帶著條件
[00:15:53.000 --> 00:15:57.000]  唯有上帝的愛是無條件
[00:15:57.000 --> 00:15:59.000]  如果我們當中
[00:15:59.000 --> 00:16:01.000]  你想想
[00:16:01.000 --> 00:16:04.000]  如果你的心偏某一個多一點的話
[00:16:04.000 --> 00:16:05.000]  但願神的話
[00:16:05.000 --> 00:16:07.000]  今天都提醒我們
[00:16:07.000 --> 00:16:09.000]  擺脫這個問題
[00:16:09.000 --> 00:16:11.000]  求神給你有智慧
[00:16:11.000 --> 00:16:14.000]  怎樣來管理你的家庭
[00:16:14.000 --> 00:16:16.000]  第四點就是
[00:16:16.000 --> 00:16:18.000]  我們要小心世俗的試探
[00:16:18.000 --> 00:16:22.000]  以素他之所以這麼容易失去了長子的名份
[00:16:22.000 --> 00:16:24.000]  是因為他被弟弟看到他的死緣
[00:16:24.000 --> 00:16:28.000]  每次打獵回來可能大汗淋漓
[00:16:28.000 --> 00:16:33.000]  經過了一段消耗體力的活動之後
[00:16:33.000 --> 00:16:34.000]  他就很餓
[00:16:34.000 --> 00:16:36.000]  整個食慾大振
[00:16:36.000 --> 00:16:39.000]  所以每一次打完獵回來之後
[00:16:39.000 --> 00:16:41.000]  他都想大吃一餐
[00:16:41.000 --> 00:16:44.000]  所以雅各應該分析了他的處境
[00:16:44.000 --> 00:16:46.000]  捕捉他的心理
[00:16:46.000 --> 00:16:49.000]  然後趁他打獵的時候就煲湯
[00:16:49.000 --> 00:16:52.000]  等他回來的時候
[00:16:52.000 --> 00:16:55.000]  就讓他看到有煲湯
[00:16:55.000 --> 00:16:57.000]  經文說
[00:16:57.000 --> 00:17:00.000]  以素回來對雅各說
[00:17:00.000 --> 00:17:03.000]  求你將這個紅豆湯給我喝
[00:17:03.000 --> 00:17:05.000]  因為我很累很累
[00:17:05.000 --> 00:17:06.000]  疲乏得很
[00:17:06.000 --> 00:17:08.000]  弟弟就說
[00:17:08.000 --> 00:17:12.000]  除非你先將你的長子名份賣給我
[00:17:12.000 --> 00:17:14.000]  然後以素就說
[00:17:14.000 --> 00:17:16.000]  我都快死了
[00:17:16.000 --> 00:17:19.000]  這個長子名份對我有什麼益處呢
[00:17:19.000 --> 00:17:22.000]  似乎以素的意思就是說
[00:17:22.000 --> 00:17:25.000]  這個長子名份是要將來才得到
[00:17:25.000 --> 00:17:27.000]  我都不知道什麼時候才得到
[00:17:27.000 --> 00:17:30.000]  但是我現在最需要的是解渴
[00:17:30.000 --> 00:17:33.000]  得到這一口湯
[00:17:33.000 --> 00:17:36.000]  所以我現在真正需要的是湯
[00:17:36.000 --> 00:17:38.000]  我不管這個長子名份
[00:17:38.000 --> 00:17:40.000]  你要就要吧
[00:17:40.000 --> 00:17:45.000]  就這樣輕易放棄了這個長子的名份
[00:17:45.000 --> 00:17:48.000]  我們作為信徒
[00:17:48.000 --> 00:17:50.000]  我們會不會都很容易
[00:17:50.000 --> 00:17:52.000]  因為一些世俗的價值觀
[00:17:52.000 --> 00:17:54.000]  或者一些人的慾念
[00:17:54.000 --> 00:17:57.000]  而跌入這個試探裏面呢
[00:17:57.000 --> 00:17:59.000]  有時我們或者認為
[00:17:59.000 --> 00:18:00.000]  信耶穌得永生
[00:18:00.000 --> 00:18:02.000]  很久以後的事
[00:18:02.000 --> 00:18:04.000]  我不死了都不知道是否得到永生
[00:18:04.000 --> 00:18:07.000]  我現在有很多很想做的事
[00:18:07.000 --> 00:18:09.000]  我又可以去吃喝玩樂
[00:18:09.000 --> 00:18:12.000]  可以做很多我想做的事
[00:18:12.000 --> 00:18:14.000]  不如等我將來就死之前
[00:18:14.000 --> 00:18:16.000]  我才再信吧
[00:18:16.000 --> 00:18:18.000]  我昨天和一個未信主的人
[00:18:18.000 --> 00:18:20.000]  吃飯期間聊天
[00:18:20.000 --> 00:18:22.000]  我說:為什麼你不信耶穌
[00:18:22.000 --> 00:18:23.000]  你快點信耶穌
[00:18:23.000 --> 00:18:24.000]  你的姐夫都信了
[00:18:24.000 --> 00:18:26.000]  你快點信
[00:18:26.000 --> 00:18:28.000]  他說:我不行
[00:18:28.000 --> 00:18:31.000]  我太多族務了
[00:18:31.000 --> 00:18:32.000]  我很多事想做
[00:18:32.000 --> 00:18:33.000]  我沒有時間
[00:18:33.000 --> 00:18:38.000]  將來再說吧
[00:18:38.000 --> 00:18:40.000]  我們以為信耶穌
[00:18:40.000 --> 00:18:43.000]  就等於很多的束縛
[00:18:43.000 --> 00:18:44.000]  我不願意放棄
[00:18:44.000 --> 00:18:47.000]  世俗給我很多的享樂
[00:18:47.000 --> 00:18:49.000]  但是我們所說
[00:18:49.000 --> 00:18:52.000]  非信徒眼中看的束縛
[00:18:52.000 --> 00:18:54.000]  其實對我們來說
[00:18:54.000 --> 00:18:56.000]  其實是上帝給我們一個福分
[00:18:56.000 --> 00:19:00.000]  我希望我們不要像耳掃一樣
[00:19:00.000 --> 00:19:03.000]  輕易地為了一些熟悉的東西
[00:19:03.000 --> 00:19:08.000]  放棄這個上好的福分
[00:19:08.000 --> 00:19:12.000]  第五就是不要輕忽主給我們的名分
[00:19:12.000 --> 00:19:20.000]  耳掃很明顯就是他輕忽地賣了長子的名分
[00:19:20.000 --> 00:19:24.000]  今天我們信耶穌的基督徒
[00:19:24.000 --> 00:19:28.000]  神也給了我們一個子女的名分
[00:19:28.000 --> 00:19:31.000]  在彼得前書這樣來形容我們
[00:19:31.000 --> 00:19:32.000]  我們一起讀
[00:19:32.000 --> 00:19:35.000]  然而你們是蒙簡選的族類
[00:19:35.000 --> 00:19:37.000]  是君尊的祭司
[00:19:37.000 --> 00:19:39.000]  是聖潔的國民
[00:19:39.000 --> 00:19:40.000]  是屬神的子民
[00:19:40.000 --> 00:19:42.000]  為要叫你們宣揚
[00:19:42.000 --> 00:19:44.000]  召你們出黑暗
[00:19:44.000 --> 00:19:47.000]  入奇妙光明者的美德
[00:19:47.000 --> 00:19:52.000]  我們怎樣來活出主給我們這幾個名分呢?
