
[00:00:00.000 --> 00:00:01.320]  大英哲明早晨
[00:02:43.500 --> 00:02:49.200]  如果可以見到,一瞥一瞥
[00:02:49.200 --> 00:02:52.160]  回到他面前來,多開心
[00:02:52.160 --> 00:02:54.600]  都曾經跟那個弟兄說
[00:02:54.600 --> 00:02:57.540]  你追一下他吧
[00:02:57.540 --> 00:03:00.480]  他說,她不是我喜歡的類型
[00:03:00.480 --> 00:03:03.560]  還跟我說
[00:03:03.560 --> 00:03:06.620]  今天就走,你跟我說,想跟你結婚,我問你想清楚了嗎?
[00:03:06.620 --> 00:03:10.860]  所以這些
[00:03:10.860 --> 00:03:13.780]  你見到有這些令你很錯愕的
[00:03:13.780 --> 00:03:15.920]  一種情況
[00:03:15.920 --> 00:03:18.740]  但是呢,另一方面呢
[00:03:19.860 --> 00:03:22.840]  有一對夫婦
[00:03:22.840 --> 00:03:25.940]  明明見到他們很相愛的
[00:03:25.940 --> 00:03:28.740]  去到哪裡,他們都
[00:03:28.740 --> 00:03:32.060]  堂痴斗
[00:03:32.060 --> 00:03:35.740]  永遠都在一起,你不會見到他們分開行動的
[00:03:35.740 --> 00:03:39.300]  但是呢,有一天
[00:03:39.300 --> 00:03:42.440]  剛剛上個主日,都見到他們還好端端的
[00:03:42.440 --> 00:03:46.500]  突然有一天,那個弟兄就來找我了
[00:03:46.680 --> 00:03:49.820]  我問他,毛師兄,我想離婚,他說,跟誰啊?
[00:03:49.820 --> 00:03:53.620]  問錯問題,當然是跟老婆才叫做離婚
[00:03:53.620 --> 00:03:56.400]  是不是?
[00:03:56.400 --> 00:03:59.700]  但是太驚訝了
[00:03:59.700 --> 00:04:02.900]  他就說,是啊,毛師兄
[00:04:02.900 --> 00:04:06.300]  我是決定了的了,為什麼啊?
[00:04:06.300 --> 00:04:09.160]  他就承認,他有第三者
[00:04:09.160 --> 00:04:12.500]  我問他,你老婆知不知道?
[00:04:12.500 --> 00:04:15.280]  他說,她知道的,我已經跟他說了
[00:04:15.280 --> 00:04:17.220]  我真的想離婚
[00:04:17.220 --> 00:04:20.800]  哇,弄得我們那一刻
[00:04:20.800 --> 00:04:23.800]  難以接受,又要去
[00:04:23.800 --> 00:04:26.680]  調解,又要什麼,老婆又哭了
[00:04:26.680 --> 00:04:30.580]  哭什麼哭,想自殺之類的
[00:04:30.580 --> 00:04:33.740]  弄到最後最後的時候
[00:04:33.740 --> 00:04:36.440]  終於找到那個第三者
[00:04:36.440 --> 00:04:40.100]  第三者我們都認識的,因為是他老婆的閨蜜
[00:04:40.100 --> 00:04:43.160]  噢哩噢哩
[00:04:46.280 --> 00:04:48.420]  不要告訴我,有經驗
[00:04:48.420 --> 00:04:52.180]  只不過是聽過,是不是?
[00:04:52.180 --> 00:04:55.580]  很多這樣的個案
[00:04:55.580 --> 00:04:58.700]  老婆的閨蜜
[00:04:58.700 --> 00:05:02.160]  以前的教會都曾經發生過兩三單
[00:05:02.160 --> 00:05:03.860]  就是這樣的情況
[00:05:03.860 --> 00:05:06.820]  老婆的好朋友突然間變成第三者
[00:05:06.820 --> 00:05:09.380]  終於找到第三者了
[00:05:09.380 --> 00:05:12.400]  她不是我們教會的,去她的教會
[00:05:12.400 --> 00:05:15.560]  當著她的牧師,跟她聊天
[00:05:15.560 --> 00:05:18.500]  我告訴她,你不應該這樣
[00:05:18.500 --> 00:05:23.460]  跟別人的老公這樣,人家對你挺好的
[00:05:23.460 --> 00:05:27.040]  她說,我從來都沒有愛過她
[00:05:27.040 --> 00:05:29.740]  是不是自作多情
[00:05:29.740 --> 00:05:32.320]  我都沒有愛過她
[00:05:32.320 --> 00:05:35.080]  但是為什麼她會這樣誤會呢?
[00:05:35.080 --> 00:05:39.360]  不知道,我只是告訴她,你煮東西很好吃
[00:05:39.360 --> 00:05:42.040]  我喜歡吃你煮的東西
[00:05:42.040 --> 00:05:44.860]  她就覺得,我喜歡她嗎?我要跟她嗎?
[00:05:44.860 --> 00:05:47.900]  不是,不是,我不要這樣的意思
[00:05:47.900 --> 00:05:50.800]  終於調教好了,沒事了
[00:05:50.800 --> 00:05:54.080]  這些事都令你
[00:05:54.080 --> 00:05:57.180]  很害怕,突然間發生的事
[00:05:57.180 --> 00:06:00.920]  好了,一個原本好好的人
[00:06:00.920 --> 00:06:07.580]  應該說,一個原本看來沒什麼精神的人
[00:06:07.580 --> 00:06:10.220]  經常都好像很病一樣
[00:06:10.680 --> 00:06:14.120]  但是呢,好像昨天我們去探望一對夫婦
[00:06:14.120 --> 00:06:17.200]  那對是老夫婦
[00:06:17.200 --> 00:06:19.340]  他們都跟我說
[00:06:19.340 --> 00:06:24.060]  我有一個朋友,經常看到他都好像快要離開了
[00:06:24.060 --> 00:06:28.080]  誰知道十幾年之後都還在這裡
[00:06:28.080 --> 00:06:33.660]  我相信你生命當中都會遇到很多類似的人,是不是?
[00:06:33.660 --> 00:06:36.920]  明明知道,沒多久了
[00:06:36.920 --> 00:06:40.240]  可能就等收消息了
[00:06:40.240 --> 00:06:43.120]  可能他已經病得很厲害了
[00:06:43.120 --> 00:06:47.220]  突然間又可以拖延到十幾年,都沒什麼事
[00:06:47.220 --> 00:06:51.440]  但是呢,也有很多原本很健康的
[00:06:51.440 --> 00:06:55.260]  突然間又告訴你,已經去世了
[00:06:55.260 --> 00:06:59.460]  你一定遇過這樣的人,是不是?
[00:06:59.460 --> 00:07:01.760]  突然間告訴你,已經去世了
[00:07:01.760 --> 00:07:05.100]  曾經在我們教會當中
[00:07:05.100 --> 00:07:08.920]  那時候我初回青年團體
[00:07:08.920 --> 00:07:11.640]  不要以為我回的團體都是老人團體
[00:07:11.640 --> 00:07:13.720]  都曾經年輕過
[00:07:13.720 --> 00:07:17.600]  初信的時候就回青年團體
[00:07:17.600 --> 00:07:21.560]  在青年團體,每次散會之後
[00:07:21.560 --> 00:07:23.860]  黃昏五、六點
[00:07:23.860 --> 00:07:27.580]  散會,大家就會約在一起吃飯
[00:07:27.580 --> 00:07:32.320]  那時候初回教會,跟這些人又不是很熟
[00:07:32.320 --> 00:07:34.660]  他們說,去吃飯吧
[00:07:34.660 --> 00:07:37.360]  我們當然不跟了
[00:07:37.920 --> 00:07:40.600]  這幫人就去吃飯了
[00:07:40.600 --> 00:07:43.880]  那晚的時候,突然收到消息說
[00:07:43.880 --> 00:07:47.680]  其中一個,嘩,入醫院急症
[00:07:47.680 --> 00:07:52.160]  當時我跟我的牧師去探望他
[00:07:52.160 --> 00:07:56.840]  嘩,見到他已經在病床裡大喘氣
[00:07:56.840 --> 00:08:02.200]  大喘氣,昏迷,類似昏迷,即是不醒來的人
[00:08:02.200 --> 00:08:03.940]  在這裡大喘氣
[00:08:03.940 --> 00:08:07.680]  什麼事?明明剛才很活潑的,這個年輕人
[00:08:08.560 --> 00:08:10.160]  很多話說的
[00:08:10.160 --> 00:08:12.700]  突然間變成躺在那裡
[00:08:12.700 --> 00:08:15.360]  沒多久,就去世了
[00:08:15.360 --> 00:08:19.020]  所以人生當中,有很多這些變化
[00:08:19.020 --> 00:08:20.860]  我們是措手不及的
[00:08:20.860 --> 00:08:24.520]  我們不知道為什麼會這樣發生
[00:08:24.520 --> 00:08:26.580]  就好像主耶穌的門徒一樣
[00:08:26.580 --> 00:08:31.360]  他們原本就和耶穌很好的,一起的
[00:08:31.360 --> 00:08:32.560]  很開心的
[00:08:32.560 --> 00:08:34.400]  覺得很有盼望的
[00:08:34.400 --> 00:08:36.120]  這位我們跟隨的人
[00:08:36.120 --> 00:08:40.920]  他會帶領我們去改革,去革命
[00:08:40.920 --> 00:08:42.800]  即是去做很多的事情
[00:08:42.800 --> 00:08:46.520]  會帶領我們重建猶太人的國度
[00:08:46.520 --> 00:08:48.460]  以色列的國度
[00:08:48.460 --> 00:08:50.800]  我們怎麼知道呢?
[00:08:50.800 --> 00:08:52.720]  一夜之間
[00:08:52.720 --> 00:08:56.120]  他被人釘死了,在十字架上
[00:08:56.120 --> 00:08:59.400]  這也是令門徒措手不及的
[00:08:59.400 --> 00:09:02.360]  所以他們希望突然間破滅
[00:09:02.360 --> 00:09:05.020]  他們突然間就覺得失望
[00:09:05.020 --> 00:09:08.320]  原來這個人不是我們可以盼望的那位
[00:09:08.320 --> 00:09:11.100]  所以都怕自己惹事上身
[00:09:11.100 --> 00:09:12.440]  就走了
[00:09:12.440 --> 00:09:14.500]  很多都散了,走了
[00:09:14.500 --> 00:09:16.400]  絕望
[00:09:16.400 --> 00:09:18.040]  為了約翰
[00:09:18.040 --> 00:09:21.360]  可能因為他對著的愛,是特別的愛
[00:09:21.360 --> 00:09:22.800]  留在十字架下面
[00:09:22.800 --> 00:09:26.700]  不怕被人捉,不怕被人殺
[00:09:26.700 --> 00:09:28.240]  都站在十字架下面
[00:09:28.240 --> 00:09:31.560]  等候著耶穌斷氣
[00:09:31.560 --> 00:09:32.800]  彼得
[00:09:32.800 --> 00:09:37.300]  那個說忠心到底,要跟隨到底的
[00:09:37.300 --> 00:09:38.440]  結果怎樣?
[00:09:38.440 --> 00:09:40.480]  三遷不認主
[00:09:40.480 --> 00:09:41.560]  是不是?
[00:09:41.560 --> 00:09:42.600]  所以
[00:09:42.600 --> 00:09:45.400]  很多這些變化都令他們
[00:09:45.400 --> 00:09:49.480]  難以置信,突然間為什麼會變成這樣
[00:09:49.480 --> 00:09:52.840]  我們剛才所讀的經文就告訴我們
[00:09:52.840 --> 00:09:57.240]  耶穌被釘死之後第三天
[00:09:57.240 --> 00:10:02.160]  那就是剛剛過了安息日的那一天
[00:10:02.160 --> 00:10:06.480]  其實安息日是哪一天?
[00:10:06.480 --> 00:10:07.920]  安息日是哪一天?
[00:10:07.920 --> 00:10:10.820]  每個星期都有的
[00:10:10.820 --> 00:10:13.200]  是哪一天?
[00:10:13.200 --> 00:10:14.820]  啊?
[00:10:14.820 --> 00:10:16.000]  新地啊?
[00:10:16.000 --> 00:10:16.800]  安息日
[00:10:16.800 --> 00:10:18.000]  其實不是
[00:10:18.000 --> 00:10:22.800]  猶太人的安息日是星期六來的
[00:10:22.800 --> 00:10:25.320]  猶太人的安息日是星期六來的
[00:10:25.320 --> 00:10:27.880]  他們叫做「大七日」
[00:10:27.880 --> 00:10:31.280]  因為他們的第一日是由星期日開始計算的
[00:10:31.280 --> 00:10:35.520]  這個可能不是我們一般可以想到的
[00:10:35.520 --> 00:10:39.000]  因為通常星期一當然是星期第一日
[00:10:39.000 --> 00:10:41.440]  星期二就是第二日
[00:10:41.440 --> 00:10:42.760]  但是他們不是的
[00:10:42.760 --> 00:10:45.840]  他們的第一日是星期日
[00:10:45.840 --> 00:10:50.240]  安息日就是第六日
[00:10:50.240 --> 00:10:53.840]  第七日就是星期六來的
[00:10:53.840 --> 00:10:57.600]  所以過了安息日的那一天
[00:10:57.600 --> 00:10:58.920]  就是星期一
[00:10:58.920 --> 00:11:00.640]  就是上午
[00:11:00.640 --> 00:11:04.400]  你們上個主日是慶祝了復活節的
[00:11:04.400 --> 00:11:05.720]  復活節是哪一天?
[00:11:05.720 --> 00:11:06.840]  星期日
[00:11:06.840 --> 00:11:09.600]  每年都是一樣的星期日
[00:11:09.600 --> 00:11:11.920]  不會是第六日
[00:11:11.920 --> 00:11:15.960]  那麼有三個婦女就來到主耶穌的墳墓那裡
[00:11:15.960 --> 00:11:18.640]  要去光顧耶穌的身體
[00:11:18.640 --> 00:11:19.840]  聖經告訴我們
[00:11:19.840 --> 00:11:24.720]  那個就是七日的第一日的清早
[00:11:24.720 --> 00:11:26.320]  那麼猶太人呢
[00:11:26.320 --> 00:11:28.320]  就沒有一個星期當中
[00:11:28.320 --> 00:11:31.000]  七日的國日的名稱
[00:11:31.000 --> 00:11:33.640]  譬如 Monday, Tuesday, Wednesday
[00:11:33.640 --> 00:11:35.400]  沒有的
[00:11:35.400 --> 00:11:36.680]  但是他們就用計算
[00:11:36.680 --> 00:11:39.560]  第一日、第二日、第三日
[00:11:39.560 --> 00:11:41.160]  所以七日的第一日
[00:11:41.160 --> 00:11:43.360]  其實就是星期日
[00:11:43.360 --> 00:11:44.920]  那麼到第七日的時候
[00:11:44.920 --> 00:11:45.920]  就是星期六
[00:11:45.920 --> 00:11:49.280]  也是猶太人的安息日
[00:11:49.280 --> 00:11:50.960]  星期日的清早
[00:11:50.960 --> 00:11:55.480]  這三位婦女就來到墳墓那裡
[00:11:55.480 --> 00:11:57.160]  四本福音的作者都說
[00:11:57.160 --> 00:11:59.080]  是很早的時候
[00:11:59.080 --> 00:12:01.480]  他們就已經來到墳墓了
[00:12:01.480 --> 00:12:03.000]  路加福音告訴我們
[00:12:03.000 --> 00:12:04.960]  「賴明的時候」
[00:12:04.960 --> 00:12:06.760]  那麼馬蹄福音告訴我們
[00:12:06.760 --> 00:12:10.080]  「天快亮的時候」
[00:12:10.080 --> 00:12:11.760]  那麼約翰就告訴我們
[00:12:11.760 --> 00:12:13.680]  「天還黑的時候」
[00:12:13.680 --> 00:12:16.680]  這幾個形容詞其實都告訴我們
[00:12:16.680 --> 00:12:19.640]  「那時天未光」
[00:12:19.640 --> 00:12:22.080]  那麼這些三位婦女就出發了
[00:12:22.080 --> 00:12:23.440]  而馬赫福音就說
[00:12:23.440 --> 00:12:25.680]  婦女他們到了墳墻的時候
[00:12:25.680 --> 00:12:27.120]  到了墳墓的時候
[00:12:27.120 --> 00:12:29.320]  太陽已經出來了
[00:12:29.320 --> 00:12:32.320]  可見他們從家裡出來的時候
[00:12:32.320 --> 00:12:34.560]  天還未光的
[00:12:34.560 --> 00:12:38.960]  我們都知道現在日長夜短
[00:12:38.960 --> 00:12:39.680]  是不是?
[00:12:39.680 --> 00:12:40.960]  不是,說錯了
[00:12:40.960 --> 00:12:42.920]  夜長日短
[00:12:42.920 --> 00:12:45.360]  我們這裡在拍屎的時候
[00:12:45.360 --> 00:12:46.400]  那個情況就是說
[00:12:46.400 --> 00:12:49.560]  你可能五點、大概六點
[00:12:49.560 --> 00:12:51.760]  都還未天亮的
[00:12:51.760 --> 00:12:53.640]  那麼以往夏天的時候
[00:12:53.640 --> 00:12:54.840]  你五點
[00:12:54.840 --> 00:12:56.600]  哇!天都亮了
[00:12:56.600 --> 00:12:58.960]  好像迫著你都要起床
[00:12:58.960 --> 00:13:01.160]  但是現在說你七點
[00:13:01.160 --> 00:13:03.600]  可能都還不太亮
[00:13:03.600 --> 00:13:05.640]  好像還想睡覺
[00:13:05.640 --> 00:13:10.600]  其實當猶太人在以色列的時候
[00:13:10.600 --> 00:13:13.520]  天氣從這裡差不多
[00:13:13.520 --> 00:13:16.560]  雖然說季節是倒轉的
[00:13:16.560 --> 00:13:18.080]  跟我們這裡是不同的
[00:13:18.080 --> 00:13:20.000]  但是其實下到三、四月的時候
[00:13:20.000 --> 00:13:21.160]  都還是這樣
[00:13:21.160 --> 00:13:22.880]  天還黑的時候
[00:13:22.880 --> 00:13:23.800]  他們出發
[00:13:23.800 --> 00:13:25.880]  然後來到墳墓的時候
[00:13:25.880 --> 00:13:30.360]  就是天剛剛亮了
[00:13:30.360 --> 00:13:32.080]  為什麼這班婦女要那麼早
[00:13:32.080 --> 00:13:33.880]  去到墳墓那裡呢?
[00:13:33.880 --> 00:13:35.800]  要去高沒耶穌呢?
[00:13:35.800 --> 00:13:37.840]  原來是有理由的
[00:13:37.840 --> 00:13:42.520]  耶穌被人釘死的時候是星期幾?
[00:13:42.520 --> 00:13:43.840]  不是不知道吧?
[00:13:43.840 --> 00:13:46.120]  每年都紀念一次的
[00:13:46.120 --> 00:13:47.320]  星期?
[00:13:47.320 --> 00:13:49.360]  星期五,壽難節嘛
[00:13:49.360 --> 00:13:52.120]  這個都是每年都不會變的
[00:13:52.120 --> 00:13:54.960]  那麼星期五那天
[00:13:54.960 --> 00:13:57.320]  那麼星期五那天的時候
[00:13:57.320 --> 00:14:01.520]  那個天氣是微微濕濕的
[00:14:01.520 --> 00:14:02.160]  是不是?
[00:14:02.160 --> 00:14:04.040]  又有一點點熱的
[00:14:04.040 --> 00:14:05.120]  那麼你說
[00:14:05.120 --> 00:14:07.480]  屍體從那裡拿下來的時候
[00:14:07.480 --> 00:14:09.800]  那時候聖經告訴你是幾點?
[00:14:09.800 --> 00:14:12.600]  就是下午三點多
[00:14:12.600 --> 00:14:14.600]  那麼當這個屍體拿下來的時候
[00:14:14.600 --> 00:14:16.960]  有十字架拿下來的時候
[00:14:16.960 --> 00:14:18.960]  那麼通常都要幫它
[00:14:18.960 --> 00:14:21.960]  做完高沒、包紮等等
[00:14:21.960 --> 00:14:24.240]  做好了的
[00:14:24.240 --> 00:14:26.760]  那就先拿去墳墓那裡
[00:14:26.760 --> 00:14:27.640]  那麼當然
[00:14:27.640 --> 00:14:29.160]  它一下來的時候
[00:14:29.160 --> 00:14:30.640]  那麼都有人很快的
[00:14:30.640 --> 00:14:32.800]  幫它做完這些事情
[00:14:32.800 --> 00:14:33.520]  但是呢
[00:14:33.520 --> 00:14:34.920]  這班婦女就覺得
[00:14:34.920 --> 00:14:36.240]  仍然未足夠的
[00:14:36.240 --> 00:14:37.720]  他們仍然要高沒耶穌
[00:14:37.720 --> 00:14:39.920]  要親手的去高沒耶穌的
[00:14:39.920 --> 00:14:41.920]  因為他們很愛主
[00:14:41.920 --> 00:14:42.960]  但是
[00:14:42.960 --> 00:14:44.160]  那天是
[00:14:44.160 --> 00:14:46.120]  就是壽難節是星期五
[00:14:46.120 --> 00:14:48.560]  星期六就是安息日
[00:14:48.560 --> 00:14:51.120]  星期五那天叫做預備日
[00:14:51.120 --> 00:14:53.080]  那麼但是一落到黃昏的時候
[00:14:53.080 --> 00:14:55.960]  其實已經猶太人的計時方法
[00:14:55.960 --> 00:14:58.400]  就是進入了第二天
[00:14:58.400 --> 00:15:00.000]  第二天說他們五點
[00:15:00.000 --> 00:15:03.120]  六點就已經進入到安息日
[00:15:03.120 --> 00:15:05.280]  所以三點多
[00:15:05.280 --> 00:15:06.560]  趕不及的
[00:15:06.560 --> 00:15:08.600]  他們要慢慢的去那裡處理
[00:15:08.600 --> 00:15:09.840]  耶穌的屍身
[00:15:09.840 --> 00:15:12.520]  在那裡為祂高沒、包紮
[00:15:12.520 --> 00:15:14.160]  下些藥等等
[00:15:14.160 --> 00:15:15.800]  是趕不及的
[00:15:15.800 --> 00:15:17.480]  所以這班婦女就覺得
[00:15:17.480 --> 00:15:18.960]  不是那麼好
[00:15:18.960 --> 00:15:19.480]  好了
[00:15:19.480 --> 00:15:21.400]  會不會第二天去呢
[00:15:21.400 --> 00:15:22.640]  不行
[00:15:22.640 --> 00:15:24.240]  安息日來的
[00:15:24.240 --> 00:15:26.680]  他們不可以做任何事
[00:15:26.680 --> 00:15:27.480]  同時
[00:15:27.480 --> 00:15:29.200]  買不到東西
[00:15:29.200 --> 00:15:30.760]  他們買不到香膏
[00:15:30.760 --> 00:15:32.840]  買不到這些要高沒耶穌的
[00:15:32.840 --> 00:15:35.400]  屍身的用品
[00:15:35.400 --> 00:15:37.560]  安息日不會做生意的
[00:15:37.560 --> 00:15:39.040]  沒有人開門的
[00:15:39.040 --> 00:15:40.320]  如果你去過以色列
[00:15:40.320 --> 00:15:42.680]  你就會發覺到
[00:15:42.680 --> 00:15:44.000]  你安息日試試
[00:15:44.000 --> 00:15:45.000]  去以色列的時候
[00:15:45.000 --> 00:15:46.720]  碰巧碰巧安息日
[00:15:46.720 --> 00:15:49.000]  你就知道那個情況是怎樣
[00:15:49.000 --> 00:15:50.960]  街上看到的
[00:15:50.960 --> 00:15:53.560]  應該是遊客
[00:15:53.560 --> 00:15:57.000]  我們再早一次去以色列的時候
[00:15:57.000 --> 00:16:00.880]  曾經碰巧有安息日
[00:16:00.880 --> 00:16:01.840]  我們去到街上
[00:16:01.840 --> 00:16:04.160]  真的靜到
[00:16:04.160 --> 00:16:05.640]  那些人去了哪裡
[00:16:05.640 --> 00:16:07.680]  那些人在家裡
[00:16:07.680 --> 00:16:10.480]  在那裡守安息日
[00:16:10.480 --> 00:16:12.120]  所以沒有什麼人出街的
[00:16:12.120 --> 00:16:15.200]  更加不會有人賣東西
[00:16:15.200 --> 00:16:17.080]  但是現在當然遊客多了
[00:16:17.080 --> 00:16:20.320]  可能都會有人賣一些紀念品等等
[00:16:20.320 --> 00:16:22.240]  但是真真正正來說
[00:16:22.240 --> 00:16:23.280]  他們守安息日是
[00:16:23.280 --> 00:16:26.360]  大家都在家裡守安息日的
[00:16:26.360 --> 00:16:27.560]  不會再出街的
[00:16:27.560 --> 00:16:29.400]  因為一出街可能一動一下
[00:16:29.400 --> 00:16:30.880]  又說不守安息日了
[00:16:30.880 --> 00:16:31.720]  是不是
[00:16:31.720 --> 00:16:33.720]  所以多數不會
[00:16:33.720 --> 00:16:34.320]  好了
[00:16:34.320 --> 00:16:35.800]  到那天的時候安息日
[00:16:35.800 --> 00:16:37.640]  這幫婦女可以做些什麼
[00:16:37.640 --> 00:16:39.440]  做不到什麼
[00:16:39.440 --> 00:16:41.080]  所以他們就要等到
[00:16:41.080 --> 00:16:43.240]  安息日的黃昏
[00:16:43.240 --> 00:16:45.640]  進入第二天
[00:16:45.640 --> 00:16:49.440]  他們才可以開始準備一些東西
[00:16:49.440 --> 00:16:52.760]  所以他們唯有到星期日那天
[00:16:52.760 --> 00:16:54.360]  就是安息日的第二天
[00:16:54.360 --> 00:16:57.640]  他們才可以去高沒耶穌的屍身
[00:16:57.640 --> 00:16:59.680]  所以為什麼他們一早就要去呢
[00:16:59.680 --> 00:17:03.320]  因為再不去恐怕這樣的天氣
[00:17:03.320 --> 00:17:05.080]  屍身已經腐爛了
[00:17:05.080 --> 00:17:05.920]  已經臭了
[00:17:05.920 --> 00:17:06.960]  你記不記得
[00:17:06.960 --> 00:17:10.320]  主耶穌在十字架被釘之前
[00:17:10.320 --> 00:17:11.200]  是怎樣
[00:17:11.200 --> 00:17:14.720]  被人打到整個山都爛了
[00:17:14.720 --> 00:17:16.280]  如果在這樣的情況之後
[00:17:16.280 --> 00:17:18.920]  再加上當時的天氣
[00:17:18.920 --> 00:17:20.480]  入刀奮無一辯
[00:17:20.480 --> 00:17:21.200]  你說
[00:17:21.200 --> 00:17:23.680]  那個屍身會變成怎樣呢
[00:17:23.680 --> 00:17:24.720]  很難說
[00:17:24.720 --> 00:17:26.440]  很快就會全爛了
[00:17:26.440 --> 00:17:29.760]  爛了之後這幫婦女就不能高沒了
[00:17:29.760 --> 00:17:32.080]  不可以再做這件事了
[00:17:32.080 --> 00:17:33.680]  所以他們是要表達
[00:17:33.680 --> 00:17:35.920]  對主耶穌的那種愛
[00:17:35.920 --> 00:17:37.680]  他們一定要做這件事
[00:17:37.680 --> 00:17:39.960]  所以一早他們就去
[00:17:39.960 --> 00:17:43.880]  高沒主耶穌的屍體
[00:17:43.880 --> 00:17:47.920]  這些婦女對主耶穌的愛是很單純的
[00:17:47.920 --> 00:17:51.040]  他們不像那幫門徒
[00:17:51.040 --> 00:17:54.680]  說白一點就是那幫男人
[00:17:54.680 --> 00:18:00.400]  他們可能對主耶穌有一定的期望
[00:18:00.400 --> 00:18:02.240]  有一定的寄望
[00:18:02.240 --> 00:18:05.320]  他們希望主耶穌可以帶領著他們去
[00:18:05.320 --> 00:18:07.480]  鬧革命等等
[00:18:07.480 --> 00:18:09.800]  但是怎麼知道原來主耶穌不是的
[00:18:09.800 --> 00:18:10.840]  那麼純貪的
[00:18:10.840 --> 00:18:12.960]  就這樣被人釘死在十字架上
[00:18:12.960 --> 00:18:15.080]  所以他們就失望到走光了
[00:18:15.080 --> 00:18:16.480]  但是這幫婦女
[00:18:16.480 --> 00:18:18.080]  就算主耶穌死了
[00:18:18.080 --> 00:18:21.240]  但是他們對主耶穌的愛是沒有變的
[00:18:21.240 --> 00:18:25.280]  所以他們就來到主耶穌的面前
[00:18:25.280 --> 00:18:29.400]  要表達他們對主耶穌的那種愛
[00:18:29.400 --> 00:18:29.920]  好了
[00:18:29.920 --> 00:18:32.160]  他們來到墳墓前的時候
[00:18:32.160 --> 00:18:35.120]  才開始心想「死了」
[00:18:35.120 --> 00:18:39.000]  誰幫他們開那個墓門呢
[00:18:39.000 --> 00:18:42.280]  那個墓門是一個大石頭
[00:18:42.280 --> 00:18:44.280]  我們不要以為很輕鬆的
[00:18:44.280 --> 00:18:48.840]  一兩個人就可以把墓門推開
[00:18:48.840 --> 00:18:50.320]  原來也不是的
