
[00:00:00.000 --> 00:00:01.540]  各位親愛的兄弟姐妹你們好
[00:02:01.680 --> 00:02:06.440]  為要屈枉窮乏人奪去我民中困苦人的利」
[00:02:06.440 --> 00:02:08.880]  這個「利」是道理的「利」
[00:02:08.880 --> 00:02:11.160]  接著會說到
[00:02:11.160 --> 00:02:13.600]  「神就會來懲罰這些人
[00:02:13.600 --> 00:02:17.520]  他們只得屈身在被擄的人之下
[00:02:17.520 --> 00:02:20.280]  腐倒在被殺之人之下
[00:02:20.280 --> 00:02:24.080]  雖如此耶華的怒氣還未喘消
[00:02:24.080 --> 00:02:26.920]  他的手迎身不縮」
[00:02:26.920 --> 00:02:29.000]  很大的感受
[00:02:29.000 --> 00:02:32.680]  他說到一些有權力的人去立法
[00:02:32.680 --> 00:02:36.440]  但這個法例是不義的律例
[00:02:36.440 --> 00:02:40.080]  即今天不是你和我做一個平民可以來立法的
[00:02:40.080 --> 00:02:41.640]  是一些有權力的人
[00:02:41.640 --> 00:02:44.640]  可能他們維護了自己的利益
[00:02:44.640 --> 00:02:47.800]  於是他就會立一些法例
[00:02:47.800 --> 00:02:51.800]  表面上好像是大義凜然
[00:02:51.800 --> 00:02:54.200]  為正義而出發
[00:02:54.200 --> 00:02:56.880]  但可能是為自己的私利
[00:02:56.880 --> 00:03:01.640]  然後接著有監獄的判汝
[00:03:01.640 --> 00:03:04.000]  他們可能去審的時候
[00:03:04.000 --> 00:03:06.280]  就會有這個判詞
[00:03:06.280 --> 00:03:11.680]  但這些判詞可能絕對不是真的為公義而發出的
[00:03:11.680 --> 00:03:14.760]  他搶奪了困苦人的「利」
[00:03:14.760 --> 00:03:18.200]  他們應有的道理都可能被剝奪
[00:03:18.200 --> 00:03:21.600]  甚或他會懲罰一些人
[00:03:21.600 --> 00:03:23.520]  甚至他的怒氣未喘消
[00:03:23.520 --> 00:03:25.520]  他的手迎身不縮
[00:03:25.520 --> 00:03:28.520]  這是我個人的領受
[00:03:28.520 --> 00:03:33.120]  但如果你再看第五到第十九節
[00:03:33.120 --> 00:03:36.960]  在《熱賽亞書》第十章第五到第十九節
[00:03:36.960 --> 00:03:38.680]  提到亞述
[00:03:38.680 --> 00:03:42.720]  然後先謝彌大人再過後一點
[00:03:42.720 --> 00:03:44.400]  就會提到巴比倫
[00:03:44.400 --> 00:03:50.400]  第十一章就提到神會有一位救世主
[00:03:50.400 --> 00:03:52.240]  一位尼塞雅尼道
[00:03:52.240 --> 00:03:53.840]  他特別提到亞述
[00:03:53.840 --> 00:03:57.640]  因為我們要跟大家研讀南宏書
[00:03:57.640 --> 00:03:59.320]  所以感受特別深
[00:03:59.320 --> 00:04:00.960]  為什麼我們說
[00:04:00.960 --> 00:04:07.200]  神會利用亞述來懲罰以色列國
[00:04:07.200 --> 00:04:11.080]  利用巴比倫來懲罰猶大國
[00:04:11.080 --> 00:04:12.640]  他是神的工具
[00:04:12.640 --> 00:04:16.920]  但為什麼神又要利大人去懲罰他呢?
[00:04:16.920 --> 00:04:19.040]  我已經多次解釋
[00:04:19.040 --> 00:04:21.920]  神要利大人去懲罰
[00:04:21.920 --> 00:04:23.600]  但有一個限度
[00:04:23.600 --> 00:04:25.840]  但他們就自以為是
[00:04:25.840 --> 00:04:29.360]  在《熱賽亞書》第十章第五節
[00:04:29.360 --> 00:04:30.640]  大家聽我讀出
[00:04:30.640 --> 00:04:33.440]  亞述是我怒氣的棍
[00:04:33.440 --> 00:04:36.320]  手中拿我怒恨的杖
[00:04:36.320 --> 00:04:40.080]  我要打發他攻擊褻瀆的國民
[00:04:40.080 --> 00:04:43.520]  吩咐他攻擊我所擄勞的百姓
[00:04:43.520 --> 00:04:46.080]  搶掠為老物
[00:04:46.080 --> 00:04:48.280]  奪貨為掠物
[00:04:48.280 --> 00:04:50.200]  將他們踐踏
[00:04:50.200 --> 00:04:53.000]  像街上的泥土一樣
[00:04:53.000 --> 00:04:59.120]  神就是原來使用亞述或者巴比倫
[00:04:59.120 --> 00:05:02.360]  來懲罰一些褻瀆神的人
[00:05:02.360 --> 00:05:04.720]  懲罰他的子民
[00:05:04.720 --> 00:05:06.800]  但是這群人就怎樣呢?
[00:05:06.800 --> 00:05:08.640]  過分了
[00:05:08.640 --> 00:05:11.960]  然而他不是這樣的意思
[00:05:11.960 --> 00:05:15.000]  他心也不這樣打算
[00:05:15.000 --> 00:05:19.520]  他心裡倒想毀滅剪除不少的國
[00:05:19.520 --> 00:05:20.960]  第八節他說
[00:05:20.960 --> 00:05:23.760]  我的神父豈不是和嗎?
[00:05:23.760 --> 00:05:28.240]  迦勒拿豈不像迦基米斯嗎?
[00:05:28.240 --> 00:05:31.720]  然後一路就說他怎樣滅了其他的國家
[00:05:31.720 --> 00:05:33.640]  這個時候
[00:05:33.640 --> 00:05:35.760]  接著他怎樣說呢?
[00:05:35.760 --> 00:05:39.720]  主在撒安森和耶路撒冷成就他一切工作的時候
[00:05:39.720 --> 00:05:43.840]  主說:我必懲罰亞述王自大的心
[00:05:43.840 --> 00:05:46.480]  和他高傲眼目的榮耀
[00:05:46.480 --> 00:05:49.120]  因為他說:我所成就的事
[00:05:49.120 --> 00:05:52.960]  是靠我手的能力和我的智慧
[00:05:52.960 --> 00:05:54.400]  我本有聰明
[00:05:54.400 --> 00:05:58.960]  我乃以列國的地界搶奪他們所積蓄的財富
[00:05:58.960 --> 00:06:04.440]  並且我像勇士使助寶座的鋼為臂
[00:06:04.440 --> 00:06:07.400]  我的手勾到列國的財寶
[00:06:07.400 --> 00:06:09.560]  好像人勾到鳥窩
[00:06:09.560 --> 00:06:12.120]  我也得了全地
[00:06:12.120 --> 00:06:15.080]  好像人拾起所棄的雀蛋
[00:06:15.080 --> 00:06:16.880]  沒有洞翅膀的
[00:06:16.880 --> 00:06:18.160]  沒有張嘴的
[00:06:18.160 --> 00:06:20.520]  也沒有鳴叫的
[00:06:20.520 --> 00:06:24.080]  他們自以為是
[00:06:24.080 --> 00:06:26.840]  亞述以為是自己的能力
[00:06:26.840 --> 00:06:29.000]  自己的智慧
[00:06:29.000 --> 00:06:30.640]  自己的軍事
[00:06:30.640 --> 00:06:32.720]  怎樣去雄厚
[00:06:32.720 --> 00:06:36.280]  以致他可以得到這樣的能力
[00:06:36.280 --> 00:06:38.280]  來戰勝萬國
[00:06:38.280 --> 00:06:40.080]  但神說:不是的
[00:06:40.080 --> 00:06:42.160]  其實是我給你有這個力量
[00:06:42.160 --> 00:06:44.680]  但你卻是自以為是
[00:06:44.680 --> 00:06:46.280]  接著第十五節
[00:06:46.280 --> 00:06:49.480]  就用一個比喻來諷刺他
[00:06:49.480 --> 00:06:53.600]  「虎豈可向用虎撼目的自誇呢?
[00:06:53.600 --> 00:06:56.880]  鋸豈可用鋸的自大呢?
[00:06:56.880 --> 00:07:00.400]  好比棍輪起那舉棒的
[00:07:00.400 --> 00:07:03.880]  好比杖舉起那飛目的人
[00:07:03.880 --> 00:07:06.120]  因此主萬君之耶和華
[00:07:06.120 --> 00:07:11.800]  必使亞述王的肥壯人變為瘦弱
[00:07:11.800 --> 00:07:15.080]  在他榮耀之下必有火著著
[00:07:15.080 --> 00:07:17.560]  如同焚燒一樣」
[00:07:17.560 --> 00:07:19.280]  你留意到
[00:07:19.280 --> 00:07:23.000]  原來他們自彪自傲自恃
[00:07:23.000 --> 00:07:26.640]  所以最終神就懲罰他們
[00:07:26.640 --> 00:07:27.920]  我一直都說
[00:07:27.920 --> 00:07:31.720]  今次和大家查經的主題很強調一件事
[00:07:31.720 --> 00:07:34.000]  今天我們有一定的地位
[00:07:34.000 --> 00:07:35.400]  我們有一定的財富
[00:07:35.400 --> 00:07:36.880]  我們有一定的能力
[00:07:36.880 --> 00:07:39.720]  我絕對相信是我們有努力
[00:07:39.720 --> 00:07:41.240]  我們有智慧
[00:07:41.240 --> 00:07:44.360]  我們亦都有艱辛的時刻
[00:07:44.360 --> 00:07:47.960]  但如果我們只以為是靠自己的時候
[00:07:47.960 --> 00:07:50.200]  就絕對錯誤
[00:07:50.200 --> 00:07:54.720]  結果如果我們自彪自傲而輕忽神的時候
[00:07:54.720 --> 00:07:58.840]  我們就會受著神的懲治
[00:07:58.840 --> 00:08:00.600]  或者被神放棄
[00:08:00.600 --> 00:08:02.000]  是很可悲的
[00:08:02.000 --> 00:08:05.680]  這一章的聖經第十章
[00:08:05.680 --> 00:08:10.720]  是在我自己情緒較為低落的一天
[00:08:10.720 --> 00:08:13.600]  我問神為何可以這樣
[00:08:13.600 --> 00:08:16.040]  神就用祂的說話來安慰
[00:08:16.040 --> 00:08:17.560]  特別第一到第四節
[00:08:17.560 --> 00:08:20.200]  但第五節就提到亞述
[00:08:20.200 --> 00:08:23.600]  我自己過去看這段經文沒有太大感受
[00:08:23.600 --> 00:08:25.720]  但就是因為我要去侍奉
[00:08:25.720 --> 00:08:28.080]  我要和大家去查拿紅書的時候
[00:08:28.080 --> 00:08:31.680]  我對這段經文的感受是特別深的
[00:08:31.680 --> 00:08:33.560]  所以和大家分享
[00:08:33.560 --> 00:08:34.800]  所以很重要
[00:08:34.800 --> 00:08:37.480]  我們要好好地研讀神的話語
[00:08:37.480 --> 00:08:40.080]  讓神的話語成為我們的安慰
[00:08:40.080 --> 00:08:42.720]  讓我們能夠看好神的話語的時候
[00:08:42.720 --> 00:08:45.520]  就不只是看到眼前的景況
[00:08:45.520 --> 00:08:51.040]  而是要仰望我們的神
[00:08:51.040 --> 00:08:55.960]  好了,我們就回到拿紅書的第三章
[00:08:55.960 --> 00:09:00.080]  第三章其實是來描繪
[00:09:00.080 --> 00:09:03.040]  尼尼未成的罪惡
[00:09:03.040 --> 00:09:05.880]  和祂最終的結局
[00:09:05.880 --> 00:09:08.520]  好像和我們現在沒有什麼關係
[00:09:08.520 --> 00:09:10.400]  但我們是要研經的
[00:09:10.400 --> 00:09:13.120]  所以我們都要研讀那個經文
[00:09:13.120 --> 00:09:15.440]  帶藉著過去的歷史
[00:09:15.440 --> 00:09:17.440]  讓我們得到反省
[00:09:17.440 --> 00:09:20.760]  在第三章的第一到第七節
[00:09:20.760 --> 00:09:25.200]  就是尼泰去講到受審判的尼尼未
[00:09:25.200 --> 00:09:28.000]  他們怎樣面對著神的審判
[00:09:28.000 --> 00:09:30.000]  其實這是一個預言
[00:09:30.000 --> 00:09:34.440]  因為當先知拿紅、尼泰去宣講這話的時候
[00:09:34.440 --> 00:09:37.200]  尼尼未仍然是一個強國
[00:09:37.200 --> 00:09:39.720]  還來到東征西討
[00:09:39.720 --> 00:09:44.360]  去征伐其他弱小的國家
[00:09:44.360 --> 00:09:47.000]  所以當拿紅先知宣告的時候
[00:09:47.000 --> 00:09:49.760]  當這些訊息傳到尼尼未的時候
[00:09:49.760 --> 00:09:53.080]  那些人會說 神經病 傻的
[00:09:53.080 --> 00:09:54.920]  我經常都這樣講
[00:09:54.920 --> 00:10:02.160]  當我現在在香港很高的IFC大廈裏面
[00:10:02.160 --> 00:10:05.640]  我以前就講錯了KFC
[00:10:05.640 --> 00:10:08.240]  KFC原來是家鄉雞來的
[00:10:08.240 --> 00:10:09.560]  是吃的
[00:10:09.560 --> 00:10:12.560]  IFC就百多層高
[00:10:12.560 --> 00:10:13.760]  我會跟他說
[00:10:13.760 --> 00:10:15.520]  這一座的建築物
[00:10:15.520 --> 00:10:19.960]  這一區很快將會變成廢墟
[00:10:19.960 --> 00:10:22.960]  我想那些人會說 神經病 傻的
[00:10:22.960 --> 00:10:24.640]  他不會去接受
[00:10:24.640 --> 00:10:26.720]  我不知道大家有沒有去過旅行
[00:10:26.720 --> 00:10:29.240]  譬如你去土耳其
[00:10:29.240 --> 00:10:32.880]  去看一些頹垣敗瓦的地方
[00:10:32.880 --> 00:10:35.440]  譬如魯迪加的教會
[00:10:35.440 --> 00:10:37.840]  當時魯迪加是多麼的繁榮
[00:10:37.840 --> 00:10:42.760]  但現在只留下一些石頭
[00:10:42.760 --> 00:10:44.600]  是一些廢墟
[00:10:44.600 --> 00:10:48.600]  當那些導遊去講解的時候
[00:10:48.600 --> 00:10:51.480]  他會有一些圖片給我們看到
[00:10:51.480 --> 00:10:53.720]  當時是多麼的繁榮
[00:10:53.720 --> 00:10:55.120]  你怎會想到今天
[00:10:55.120 --> 00:10:56.920]  卻是頹垣敗瓦
[00:10:56.920 --> 00:10:59.040]  就是被人去貧吊
[00:10:59.040 --> 00:11:01.680]  所以我們絕對不可以自恃
[00:11:01.680 --> 00:11:05.640]  第三章的第一到第七節是一個預言
[00:11:05.640 --> 00:11:07.960]  這個預言一開始時會說
[00:11:07.960 --> 00:11:10.520]  「有禍了 禍災」
[00:11:10.520 --> 00:11:13.320]  這是一個宣告
[00:11:13.320 --> 00:11:16.200]  這個字在舊約裏面「有禍了」
[00:11:16.200 --> 00:11:19.080]  出現過五十一次
[00:11:19.080 --> 00:11:23.280]  有五十次都是在先知書裏面
[00:11:23.280 --> 00:11:26.760]  神透過先知來宣告審判
[00:11:26.760 --> 00:11:30.040]  就好像《瑪特番》二十三章
[00:11:30.040 --> 00:11:32.960]  主耶穌來責備那些法利賽人
[00:11:32.960 --> 00:11:34.240]  你們有禍了
[00:11:34.240 --> 00:11:37.880]  有七次有禍了這個訊息
[00:11:37.880 --> 00:11:39.880]  其中有四十次
[00:11:39.880 --> 00:11:45.520]  就是用在審判和受管教的警告
[00:11:45.520 --> 00:11:48.200]  當預言有禍的時候
[00:11:48.200 --> 00:11:49.720]  一出現的時候
[00:11:49.720 --> 00:11:54.720]  就說到審判必然是會來到的
[00:11:54.720 --> 00:11:59.040]  但是拿紅用了另一個「有禍了」這個字
[00:11:59.040 --> 00:12:04.280]  其實是有一些憐憫的意思
[00:12:04.280 --> 00:12:05.680]  雖然宣告有禍
[00:12:05.680 --> 00:12:08.360]  但它不是一種很冷漠
[00:12:08.360 --> 00:12:10.040]  抵你死啦
[00:12:10.040 --> 00:12:11.560]  不是這一種
[00:12:11.560 --> 00:12:15.000]  而是內心裏面都很難過
[00:12:15.000 --> 00:12:17.000]  很簡單舉個例子
[00:12:17.000 --> 00:12:20.320]  當你見到一些地方
[00:12:20.320 --> 00:12:22.440]  譬如近期緬甸
[00:12:22.440 --> 00:12:25.560]  緬甸是一個佛教的國家
[00:12:25.560 --> 00:12:28.120]  但我們見到那些軍隊
[00:12:28.120 --> 00:12:31.200]  怎樣去視察那些平民
[00:12:31.200 --> 00:12:36.480]  連細蚊仔在家裏都被他們槍殺的時候
[00:12:36.480 --> 00:12:41.880]  我想我們心裏絕對是不會開心的
[00:12:41.880 --> 00:12:44.720]  縱使可能被殺的是一個佛教徒
[00:12:44.720 --> 00:12:48.520]  但我們不會因為這樣而握手說「好嘢!好嘢!」
[00:12:48.520 --> 00:12:51.560]  我們是會難受的
[00:12:51.560 --> 00:12:54.240]  跟我們不同種族
[00:12:54.240 --> 00:12:56.240]  甚至不同信仰
[00:12:56.240 --> 00:13:00.000]  但我們心裏面都會有這份難過
[00:13:00.000 --> 00:13:06.280]  當我們見到台灣去花蓮的那架火車
[00:13:06.280 --> 00:13:08.040]  撞毀五十人
[00:13:08.040 --> 00:13:09.840]  但他們死亡
[00:13:09.840 --> 00:13:11.560]  他們很無辜的
[00:13:11.560 --> 00:13:13.560]  我們的心會很痛
[00:13:13.560 --> 00:13:17.360]  但你想不到其實大家都是中國人
[00:13:17.360 --> 00:13:20.120]  但竟然有人握手稱慶
[00:13:20.120 --> 00:13:21.520]  說抵死
[00:13:21.520 --> 00:13:25.800]  我覺得這些是絕對不應該的
[00:13:25.800 --> 00:13:27.840]  所以你留意到那雄
[00:13:27.840 --> 00:13:31.840]  他雖然面對的是他的敵人
[00:13:31.840 --> 00:13:35.400]  亞述會侵入猶大國
[00:13:35.400 --> 00:13:39.360]  但當那雄宣告這個有禍的時候
[00:13:39.360 --> 00:13:43.040]  是一支憐憫和同情的感受
[00:13:43.040 --> 00:13:47.160]  表達他和神對利利美
[00:13:47.160 --> 00:13:49.400]  發出這個警告
[00:13:49.400 --> 00:13:52.000]  但他是有傷痛的
[00:13:52.000 --> 00:13:53.280]  神同樣的
[00:13:53.280 --> 00:13:54.920]  當你懲罰人的時候
[00:13:54.920 --> 00:13:58.040]  絕對不是很開心看你死我罰你
[00:13:58.040 --> 00:14:00.040]  是無可奈何地
[00:14:00.040 --> 00:14:02.560]  或者去到最後的極限
[00:14:02.560 --> 00:14:04.680]  神才發出這個審判
[00:14:04.680 --> 00:14:06.840]  我想作為每一個父母的
[00:14:06.840 --> 00:14:09.720]  你會明白
[00:14:09.720 --> 00:14:13.520]  我較為頑劣
[00:14:13.520 --> 00:14:15.240]  媽媽說我的時候
[00:14:15.240 --> 00:14:17.720]  一言九鼎 頂了九句
[00:14:17.720 --> 00:14:19.280]  那時候
[00:14:19.280 --> 00:14:21.160]  媽媽就會怎樣呢?
[00:14:21.160 --> 00:14:23.240]  就會來大陸去罰我的
[00:14:23.240 --> 00:14:26.440]  我小時候她會用藤條打我
[00:14:26.440 --> 00:14:28.320]  我小時候我不明白的
[00:14:28.320 --> 00:14:32.800]  媽媽打我的時候會哭的
[00:14:32.800 --> 00:14:35.120]  她說我想打你
[00:14:35.120 --> 00:14:38.040]  我不打你 你就不知死活
[00:14:38.040 --> 00:14:40.960]  我媽媽哭
[00:14:40.960 --> 00:14:42.800]  那時候我還未哭
[00:14:42.800 --> 00:14:44.720]  我心想你哭就是不開心
[00:14:44.720 --> 00:14:46.320]  不開心就別做了
[00:14:46.320 --> 00:14:47.680]  傻的嗎?
[00:14:47.680 --> 00:14:50.400]  又哭又打我 是不是?
[00:14:50.400 --> 00:14:51.880]  但當我長大一點的時候
[00:14:51.880 --> 00:14:53.400]  我就會明白
[00:14:53.400 --> 00:14:55.400]  中國人有一句說話是怎樣說的?
[00:14:55.400 --> 00:14:57.600]  打在兒身
[00:14:57.600 --> 00:15:00.360]  痛在母心
[00:15:00.360 --> 00:15:02.680]  我想每一個正常的父母
[00:15:02.680 --> 00:15:06.080]  不會樂於去罰自己的兒女
[00:15:06.080 --> 00:15:08.200]  甚至體罰他們
[00:15:08.200 --> 00:15:11.640]  是迫於無奈之下才這樣做的
[00:15:11.640 --> 00:15:13.880]  所以是一個很大的悲哀
[00:15:13.880 --> 00:15:14.720]  好了
[00:15:14.720 --> 00:15:18.560]  先知繼續在這裡列舉
[00:15:18.560 --> 00:15:22.200]  「利利未成」的罪狀
[00:15:22.200 --> 00:15:25.040]  特別提到他們怎樣來帶去
[00:15:25.040 --> 00:15:27.680]  絕侮和欺詐的罪
[00:15:27.680 --> 00:15:29.400]  第三章的第一節
[00:15:29.400 --> 00:15:30.760]  大家聽我逐一讀出
[00:15:30.760 --> 00:15:33.560]  「禍災,則流人血的城
[00:15:33.560 --> 00:15:38.960]  充滿詭詐和強暴搶奪的事總不止息」
[00:15:38.960 --> 00:15:40.160]  兩種
[00:15:40.160 --> 00:15:42.000]  流人血
[00:15:42.000 --> 00:15:47.640]  就是用強暴的手段去征服列國
[00:15:47.640 --> 00:15:51.800]  第二就是充滿了詭詐和強暴
[00:15:51.800 --> 00:15:53.240]  詭詐
[00:15:53.240 --> 00:15:58.200]  甚至有時候他們在軍事的戰鬥上
[00:15:58.200 --> 00:16:00.760]  所謂兵不厭詐
[00:16:00.760 --> 00:16:03.240]  用一些詭詐的方法
[00:16:03.240 --> 00:16:05.920]  甚至在打仗之前
[00:16:05.920 --> 00:16:12.400]  很可能甚至會表面跟你去立和約
[00:16:12.400 --> 00:16:16.360]  但是接著就會來帶你毀約
[00:16:16.360 --> 00:16:21.200]  所以他說到你就是充滿了詭詐
[00:16:21.200 --> 00:16:23.040]  流人血的城
[00:16:23.040 --> 00:16:24.120]  這個血
[00:16:24.120 --> 00:16:25.920]  愚民裏面是複數
[00:16:25.920 --> 00:16:32.480]  即是說他們不斷去侵佔其他國家
[00:16:32.480 --> 00:16:36.640]  那個意思也是血上加血的意思
[00:16:36.640 --> 00:16:40.360]  即是不斷地來帶去傷害其他人
[00:16:40.360 --> 00:16:43.120]  這個就是強調了利尼眉
[00:16:43.120 --> 00:16:50.320]  即是亞述那種殘暴、殘忍和強暴的意思
[00:16:50.320 --> 00:16:51.800]  第二就是
[00:16:51.800 --> 00:16:55.040]  利尼眉城充滿了劫掠
[00:16:55.040 --> 00:16:59.200]  這個詞表就是搶掠或者撕碎
[00:16:59.200 --> 00:17:01.120]  記不記得我們上一次看到
[00:17:01.120 --> 00:17:04.960]  利尼眉的國家裏面養了很多的獅子
[00:17:04.960 --> 00:17:12.720]  這些獅子來捕食那些弱小的羊或者其他的獵物
[00:17:12.720 --> 00:17:16.120]  將他們咬爛撕碎
[00:17:16.120 --> 00:17:18.840]  就是這個意思
[00:17:18.840 --> 00:17:21.800]  這一句話就讓我們想起
[00:17:21.800 --> 00:17:28.040]  在《拿紅書》裏面的第二章十一到十三節的例證
[00:17:28.040 --> 00:17:31.560]  講到少壯獅子怎樣撕碎那些獵物
[00:17:31.560 --> 00:17:34.360]  大家可以回去再看
[00:17:34.360 --> 00:17:35.280]  第三
[00:17:35.280 --> 00:17:39.320]  就是讓我們想起受害的人
[00:17:39.320 --> 00:17:42.680]  他總是好像無窮無盡那樣
[00:17:42.680 --> 00:17:49.480]  就是記載到利尼眉城不斷地來搶掠、劫殺
[00:17:49.480 --> 00:17:52.480]  和摧毀其他的國家
[00:17:52.480 --> 00:17:57.320]  就引致這些國家受到很大的傷痛
[00:17:57.320 --> 00:18:00.040]  所以這個很大的無奈
[00:18:00.040 --> 00:18:03.840]  我們看了第一節
[00:18:03.840 --> 00:18:07.040]  接著我們就會看第二節
[00:18:07.040 --> 00:18:08.800]  第三章的第二節
[00:18:08.800 --> 00:18:16.960]  「鞭聲響亮,車輛隆隆,馬匹躍跳,車輛奔騰」
[00:18:16.960 --> 00:18:21.160]  這裏就講到他們打仗的時候
[00:18:21.160 --> 00:18:27.240]  利尼眉城裏面的軍隊實力非常雄厚的亞述
[00:18:27.240 --> 00:18:29.560]  那個軍隊是很厲害的
[00:18:29.560 --> 00:18:32.280]  他們的馬車是很多
[00:18:32.280 --> 00:18:35.120]  記住在那個年代裏面
[00:18:35.120 --> 00:18:37.160]  如果你有馬車
[00:18:37.160 --> 00:18:39.960]  是一個很強勁的武器
[00:18:39.960 --> 00:18:44.960]  就好像第二次世界大戰時的坦克車是很厲害的
[00:18:44.960 --> 00:18:48.040]  而在特別中東地方
[00:18:48.040 --> 00:18:50.600]  他們是很少鐵器的
[00:18:50.600 --> 00:18:54.160]  那時候他們連做兵器的鐵都沒有
[00:18:54.160 --> 00:18:56.280]  要看時事記就知道了
[00:18:56.280 --> 00:18:58.120]  或者在《十六議記》上
[00:18:58.120 --> 00:19:01.120]  如果有馬車的時候是很厲害的
[00:19:01.120 --> 00:19:06.040]  所羅門是猶大國或者整個以色列國裏面
[00:19:06.040 --> 00:19:07.880]  是最強勁的一個王
[00:19:07.880 --> 00:19:12.720]  所以特別強調他們有多少的馬車
[00:19:12.720 --> 00:19:16.880]  那時候這些戰車是他們幫助他們的
[00:19:16.880 --> 00:19:19.640]  那個軍事力量是最強勁的
[00:19:19.640 --> 00:19:22.720]  所以這裏就講到「鞭聲響亮」
[00:19:22.720 --> 00:19:27.200]  大家知道尼德拉去拿著這些戰車
[00:19:27.200 --> 00:19:34.040]  前面幾匹的馬尼德拉去一路拖著戰車
[00:19:34.040 --> 00:19:38.040]  我不知道大家年青的那些應該是沒有看過的
[00:19:38.040 --> 00:19:40.560]  但是可能在DVD都會看到
[00:19:40.560 --> 00:19:42.480]  有一套電影叫《奔驅》
[00:19:42.480 --> 00:19:44.680]  我們那個年代我小時候就說
[00:19:44.680 --> 00:19:47.240]  哇 《奔驅》這麼大的場面
[00:19:47.240 --> 00:19:51.480]  那個年代的電影不是靠電腦key那些人上去的
[00:19:51.480 --> 00:19:53.720]  電腦可以講到千軍萬馬
[00:19:53.720 --> 00:19:57.920]  那個年代真的要找那些特約演員
[00:19:57.920 --> 00:19:59.640]  我們現在所講的凱拉菲
[00:19:59.640 --> 00:20:02.840]  你知不知道那個時候真是幾千的人
[00:20:02.840 --> 00:20:07.120]  哇 尼德拉在羅馬的戰場裏面
[00:20:07.120 --> 00:20:10.880]  他們看那些馬車去比賽的時候
[00:20:10.880 --> 00:20:15.000]  所以我們那個年代就叫《奔驅》這麼大的場面
[00:20:15.000 --> 00:20:16.320]  那個製作很厲害
[00:20:16.320 --> 00:20:19.440]  你見到那些馬車就是馬來奔跑的時候
[00:20:19.440 --> 00:20:23.920]  騎著馬車的人就用那些鞭來打
[00:20:23.920 --> 00:20:25.640]  所以這裏就怎樣講呢
[00:20:25.640 --> 00:20:32.280]  「鞭聲響亮 車輛轟轟 馬匹躍跳 車輛奔騰」
[00:20:32.280 --> 00:20:35.360]  你看回這些描繪的時候
[00:20:35.360 --> 00:20:39.520]  再想回你電影裏面所見的那些場面
[00:20:39.520 --> 00:20:41.720]  就可以很配合了
