
[00:00:00.000 --> 00:00:02.440]  我自己在過去的墓會的時候
[00:01:27.160 --> 00:01:28.400]  就是在近期
[00:01:28.400 --> 00:01:30.680]  我剛剛上個星期洗了禮
[00:01:30.680 --> 00:01:32.760]  說親我
[00:01:32.760 --> 00:01:34.800]  我就鼓勵他
[00:01:34.800 --> 00:01:38.560]  記住洗禮不是一個完結
[00:01:38.560 --> 00:01:40.560]  是另一個開始
[00:01:40.560 --> 00:01:45.160]  六月的時候我都會負責一對年青人的婚禮
[00:01:45.160 --> 00:01:47.240]  都是會講這件事的
[00:01:47.240 --> 00:01:49.560]  結婚不是一個完結
[00:01:49.560 --> 00:01:51.080]  是另一個開始
[00:01:51.080 --> 00:01:52.880]  所以為什麼我洗禮的時候
[00:01:52.880 --> 00:01:55.400]  送禮給他們會寫這段經文
[00:01:55.400 --> 00:01:59.400]  就是你們要更加盡心去一個新的地方
[00:01:59.400 --> 00:02:00.720]  你們要怎樣呢
[00:02:00.720 --> 00:02:04.240]  就是要來到他們裡面三根建築
[00:02:04.240 --> 00:02:05.760]  你信心堅固
[00:02:05.760 --> 00:02:07.880]  你的生命才會成長
[00:02:07.880 --> 00:02:11.040]  但是生命的成長是會有表現的
[00:02:11.040 --> 00:02:13.280]  不是說你講就是了
[00:02:13.280 --> 00:02:14.600]  很簡單舉個例子
[00:02:14.600 --> 00:02:17.280]  小朋友他們的生命教育是有亂的
[00:02:17.280 --> 00:02:19.200]  就需要我們去照顧他
[00:02:19.200 --> 00:02:20.880]  但是他們很可能
[00:02:20.880 --> 00:02:23.480]  他們累或者他們有需要
[00:02:23.480 --> 00:02:25.760]  就會跟媽媽說
[00:02:25.760 --> 00:02:28.840]  他們不會理爸爸媽媽那時候的困擾
[00:02:28.840 --> 00:02:31.520]  但是如果你是生命成熟的一個成年人
[00:02:31.520 --> 00:02:33.760]  可能你雖然有需要
[00:02:33.760 --> 00:02:35.840]  但是你都會去體諒
[00:02:35.840 --> 00:02:37.240]  我發出這個呼求
[00:02:37.240 --> 00:02:41.560]  但是對方有沒有那個時間去處理呢
[00:02:41.560 --> 00:02:43.320]  所以原來生命成熟
[00:02:43.320 --> 00:02:44.640]  不是一個講字
[00:02:44.640 --> 00:02:45.640]  是有表現的
[00:02:45.640 --> 00:02:49.120]  所以我會跟大家從《哥羅西書》第四章裡面
[00:02:49.120 --> 00:02:51.040]  第一到第六節裡面
[00:02:51.040 --> 00:02:56.040]  就來看到究竟生命成熟有什麼樣的表現
[00:02:56.040 --> 00:02:57.880]  聖經是很好的
[00:02:57.880 --> 00:02:59.880]  它是對每一種不同的人
[00:02:59.880 --> 00:03:02.120]  都有一個教導的
[00:03:02.120 --> 00:03:05.280]  第一個就是一個生命成熟的主人
[00:03:05.280 --> 00:03:07.360]  他應該要做些什麼
[00:03:07.360 --> 00:03:09.480]  我發覺在我們當中
[00:03:09.480 --> 00:03:10.680]  很多人都是這樣
[00:03:10.680 --> 00:03:12.560]  基本上
[00:03:12.560 --> 00:03:13.880]  要麼你就是家庭主婦
[00:03:13.880 --> 00:03:15.560]  或者家庭主公
[00:03:15.560 --> 00:03:16.960]  因為在英國有些人
[00:03:16.960 --> 00:03:19.240]  是男性負責家務的
[00:03:19.240 --> 00:03:20.600]  女性出來工作的
[00:03:20.600 --> 00:03:22.120]  負責家務
[00:03:22.120 --> 00:03:23.200]  沒有出來工作
[00:03:23.200 --> 00:03:24.600]  要麼就退休了
[00:03:24.600 --> 00:03:26.160]  要不然的話大部分人
[00:03:26.160 --> 00:03:27.320]  要麼你就工作
[00:03:27.320 --> 00:03:28.920]  打工的
[00:03:28.920 --> 00:03:30.440]  要麼你就做老闆
[00:03:30.440 --> 00:03:32.760]  聖經裡面也提醒我們
[00:03:32.760 --> 00:03:35.480]  原來做一個老闆
[00:03:35.480 --> 00:03:37.960]  或者做一個工作者
[00:03:37.960 --> 00:03:40.360]  你應該持守什麼態度
[00:03:40.360 --> 00:03:42.440]  一個成熟的
[00:03:42.440 --> 00:03:43.560]  有生命力
[00:03:43.560 --> 00:03:46.480]  依從神豐富的一個老闆
[00:03:46.480 --> 00:03:47.560]  他要做些什麼呢?
[00:03:47.560 --> 00:03:49.200]  我們一起來看看
[00:03:49.200 --> 00:03:51.720]  《哥洛西書》第四章的第一節
[00:03:51.720 --> 00:03:52.960]  我們一起讀出來
[00:03:52.960 --> 00:04:03.840]  他說你們做主人
[00:04:03.840 --> 00:04:08.680]  要公公平平地對待那些打工的人
[00:04:08.680 --> 00:04:11.800]  就是說有些人很可能
[00:04:11.800 --> 00:04:14.440]  他很懂得討那個老闆歡喜
[00:04:14.440 --> 00:04:15.640]  懂得擦鞋
[00:04:16.080 --> 00:04:19.600]  很可能會得到那個老闆的重視
[00:04:19.600 --> 00:04:20.640]  喜好
[00:04:20.640 --> 00:04:23.160]  但是可能一個很勤奮的人
[00:04:23.160 --> 00:04:24.960]  甚至很可能
[00:04:24.960 --> 00:04:26.480]  覺得老闆有些事情做得不好
[00:04:26.480 --> 00:04:27.120]  提醒他
[00:04:27.120 --> 00:04:28.040]  那就慘了
[00:04:28.040 --> 00:04:30.040]  那個老闆就不喜歡他了
[00:04:30.040 --> 00:04:32.480]  但是這樣的時候就不是公平了
[00:04:32.480 --> 00:04:36.240]  他說你要帶去公平地對待每一個人
[00:04:36.240 --> 00:04:38.120]  因為我們的神都是公平和公義的
[00:04:38.120 --> 00:04:38.920]  是不是?
[00:04:38.920 --> 00:04:41.440]  這個公平還是指什麼呢?
[00:04:41.440 --> 00:04:43.400]  就是你要好好的
[00:04:43.400 --> 00:04:44.880]  不要欺負他
[00:04:44.880 --> 00:04:48.840]  我們先帶他去看《理美記》第十九章的第十三節
[00:04:48.840 --> 00:04:49.920]  我們一起讀出來
[00:04:49.920 --> 00:04:57.760]  就是說要發薪水給他
[00:04:57.760 --> 00:05:00.000]  拜託你就按時發薪水
[00:05:00.000 --> 00:05:04.240]  特別是那時候有些機械低下階層的人
[00:05:04.240 --> 00:05:05.960]  在舊時代也是
[00:05:05.960 --> 00:05:07.480]  他只是日薪
[00:05:07.480 --> 00:05:09.160]  就是他所說的散工
[00:05:09.160 --> 00:05:11.240]  你每天就要怎樣呢?
[00:05:11.240 --> 00:05:13.560]  他做完事情就要給他工資
[00:05:13.560 --> 00:05:15.560]  不可以扣起他的工資
[00:05:15.560 --> 00:05:16.560]  如果是這樣的時候
[00:05:16.560 --> 00:05:20.520]  這是觸犯了神所定的法例
[00:05:20.520 --> 00:05:25.040]  我們再帶他去讀《生命記》第十四章十四、十五兩節
[00:05:25.040 --> 00:05:28.480]  這裡不單單是指你自己的同胞
[00:05:28.480 --> 00:05:30.240]  你的外勞
[00:05:30.240 --> 00:05:32.320]  你也要好好的去對待他
[00:05:32.320 --> 00:05:34.200]  我們一起帶他去再讀
[00:05:34.200 --> 00:05:36.760]  《生命記》第十四章十四、十五兩節
[00:05:43.560 --> 00:05:58.480]  (念經)
[00:05:58.480 --> 00:06:00.320]  很清楚
[00:06:00.320 --> 00:06:03.360]  如果他是做完工作
[00:06:03.360 --> 00:06:06.840]  你就要按時發薪水給他
[00:06:06.840 --> 00:06:08.680]  不應該扣起他的薪水
[00:06:08.680 --> 00:06:11.320]  如果是日薪就每天發薪水給他
[00:06:11.320 --> 00:06:13.160]  他說如果你不發給他的時候
[00:06:13.160 --> 00:06:15.280]  他就有困難
[00:06:15.280 --> 00:06:17.880]  他會向神呼求
[00:06:17.880 --> 00:06:20.040]  神就聽他的禱告
[00:06:20.040 --> 00:06:22.960]  會支持你的
[00:06:22.960 --> 00:06:24.960]  當我們過來英國的時候
[00:06:24.960 --> 00:06:27.360]  我女兒剛剛一來到英國
[00:06:27.360 --> 00:06:28.960]  就開始找工作
[00:06:28.960 --> 00:06:30.240]  做一些散工
[00:06:30.240 --> 00:06:33.480]  在我們住的區裏有一間外賣店
[00:06:33.480 --> 00:06:36.120]  只是做禮拜五、禮拜六的事情
[00:06:36.120 --> 00:06:38.480]  是禮拜五、禮拜六最忙的
[00:06:38.480 --> 00:06:39.720]  只是日薪而已
[00:06:39.720 --> 00:06:41.880]  已經是最低工資了
[00:06:41.880 --> 00:06:44.240]  但我女兒就跟我說
[00:06:44.240 --> 00:06:45.680]  做完工作了
[00:06:45.680 --> 00:06:46.680]  應該要發薪水了
[00:06:46.680 --> 00:06:51.440]  老闆娘就站在收銀機前面
[00:06:51.440 --> 00:06:52.400]  等她發薪水
[00:06:52.400 --> 00:06:53.480]  哎呀不要忙
[00:06:53.480 --> 00:06:55.920]  你遲點叫她來拿吧
[00:06:55.920 --> 00:06:57.880]  不是馬上給的
[00:06:57.880 --> 00:07:00.000]  那他也要坐車過來
[00:07:00.000 --> 00:07:01.880]  那時候他又不懂得駕車
[00:07:01.880 --> 00:07:03.760]  不是一天是這樣
[00:07:03.760 --> 00:07:04.760]  經常都是這樣
[00:07:04.760 --> 00:07:06.800]  我想他其實是沒有事情做的
[00:07:06.800 --> 00:07:07.800]  他就這樣去拿錢
[00:07:07.800 --> 00:07:09.120]  也不是很多
[00:07:09.120 --> 00:07:10.920]  做幾個小時
[00:07:10.920 --> 00:07:12.120]  後來我跟他說
[00:07:12.120 --> 00:07:13.880]  不要再去泰國了
[00:07:13.880 --> 00:07:16.120]  我暫時都養得起你
[00:07:16.120 --> 00:07:16.920]  是呀
[00:07:16.920 --> 00:07:18.160]  不要給他這麽多錢
[00:07:18.160 --> 00:07:19.480]  雖然過幾天他去拿
[00:07:19.480 --> 00:07:21.720]  但我覺得是很過分的
[00:07:21.720 --> 00:07:24.480]  你不應該這樣對他
[00:07:24.480 --> 00:07:25.960]  所以那時候
[00:07:25.960 --> 00:07:27.520]  現在有些人就這樣
[00:07:27.520 --> 00:07:29.400]  差一點就不要跟他這樣
[00:07:29.400 --> 00:07:30.840]  跟大家傻
[00:07:30.840 --> 00:07:33.520]  我發覺教會也會是這樣
[00:07:33.520 --> 00:07:34.520]  因為有些教會
[00:07:34.520 --> 00:07:36.320]  我來英國是很得意的
[00:07:36.320 --> 00:07:37.360]  是很不好意思
[00:07:37.360 --> 00:07:40.000]  要我去追港元費的
[00:07:40.000 --> 00:07:41.200]  我講完道之後
[00:07:41.200 --> 00:07:41.800]  你們很好的
[00:07:41.800 --> 00:07:43.640]  你們馬上給我的
[00:07:43.640 --> 00:07:45.680]  有些是沒有給你
[00:07:45.680 --> 00:07:47.120]  我等
[00:07:47.120 --> 00:07:48.240]  三個星期
[00:07:48.240 --> 00:07:49.520]  四個星期都沒有
[00:07:49.520 --> 00:07:50.280]  於是就問
[00:07:50.280 --> 00:07:52.400]  你們會不會是忘記了
[00:07:52.400 --> 00:07:53.160]  或者是你給了我
[00:07:53.160 --> 00:07:54.320]  我不見了呢
[00:07:54.320 --> 00:07:55.160]  是呀
[00:07:55.160 --> 00:07:56.240]  忘記了
[00:07:56.240 --> 00:07:58.400]  我們會叫師父轉給你的
[00:07:58.400 --> 00:07:59.920]  不是一間
[00:07:59.920 --> 00:08:01.560]  是有幾間教會都是這樣
[00:08:01.560 --> 00:08:04.680]  但我講道也不是為了港元費
[00:08:04.680 --> 00:08:06.000]  但其實如果這個原則
[00:08:06.000 --> 00:08:07.680]  你照樣套下去的時候
[00:08:07.680 --> 00:08:09.480]  其實教會是有問題的
[00:08:09.480 --> 00:08:11.920]  所以教會都應該要很清晰
[00:08:11.920 --> 00:08:13.760]  就是這些的事
[00:08:13.760 --> 00:08:15.240]  而最貴就是有些人
[00:08:15.240 --> 00:08:17.160]  你看到現在在一個社會裏面
[00:08:17.160 --> 00:08:18.160]  不是打壓英國
[00:08:18.160 --> 00:08:19.040]  英國反而沒有那麼多
[00:08:19.040 --> 00:08:20.280]  你問香港裏面
[00:08:20.280 --> 00:08:21.040]  或者國內
[00:08:21.040 --> 00:08:24.520]  有很多人就剝削那些工人
[00:08:24.520 --> 00:08:26.920]  我們怎樣做呢
[00:08:26.920 --> 00:08:30.560]  就是不給正規的工資
[00:08:30.560 --> 00:08:32.320]  甚至我見過
[00:08:32.320 --> 00:08:33.840]  有些基督徒很不幸
[00:08:33.840 --> 00:08:35.720]  還是教會去執事
[00:08:35.720 --> 00:08:37.720]  去請人用
[00:08:37.720 --> 00:08:41.080]  但是你知道政府會定了那個工資
[00:08:41.080 --> 00:08:43.480]  它沒有依足那個工資給人
[00:08:43.480 --> 00:08:44.920]  多給一點
[00:08:44.920 --> 00:08:45.720]  多給一點
[00:08:45.720 --> 00:08:46.960]  這幾年是要多給一點
[00:08:46.960 --> 00:08:48.160]  就是要搶
[00:08:48.160 --> 00:08:49.960]  但十幾年前就不是了
[00:08:49.960 --> 00:08:51.200]  它是少給一點
[00:08:51.200 --> 00:08:52.840]  我要給多一點工資
[00:08:52.840 --> 00:08:54.280]  它拿回印尼
[00:08:54.280 --> 00:08:57.120]  已經很好了
[00:08:57.120 --> 00:09:00.040]  這個就是剝削
[00:09:00.040 --> 00:09:02.040]  其實是犯法的
[00:09:02.040 --> 00:09:04.960]  但有時基督徒都犯了這個錯
[00:09:04.960 --> 00:09:07.960]  但一個真正成熟的人
[00:09:07.960 --> 00:09:10.280]  是一個遵照神吩咐的人
[00:09:10.280 --> 00:09:12.280]  絕對不會做這些事
[00:09:12.280 --> 00:09:16.000]  我們再讀最後耶利米蘇第二十二章第十三節
[00:09:16.000 --> 00:09:16.960]  我們一起讀出來
[00:09:16.960 --> 00:09:20.880]  哪吾以為奉行不公諸侯
[00:09:20.880 --> 00:09:23.040]  罷使人不公
[00:09:23.040 --> 00:09:25.600]  不公家的猶我
[00:09:25.600 --> 00:09:26.960]  這裏很清楚說
[00:09:26.960 --> 00:09:29.480]  請人來幫你家建屋
[00:09:29.480 --> 00:09:31.800]  但是你竟然走數
[00:09:31.800 --> 00:09:33.800]  這是神要審判的
[00:09:33.800 --> 00:09:35.800]  但這個耶利米的年代
[00:09:35.800 --> 00:09:38.120]  在香港照樣有這種情形
[00:09:38.120 --> 00:09:41.440]  你見到很多利盤
[00:09:41.440 --> 00:09:43.920]  大公司判出來大判
[00:09:43.920 --> 00:09:44.920]  大判給二判
[00:09:44.920 --> 00:09:46.560]  二判給三判
[00:09:46.560 --> 00:09:48.960]  勞動體力
[00:09:48.960 --> 00:09:51.360]  甚至有時找人剝削
[00:09:51.360 --> 00:09:53.800]  最近你有沒有留意到幾個的天秤
[00:09:53.800 --> 00:09:55.240]  跌下來壞了
[00:09:55.240 --> 00:09:56.160]  被人自發了
[00:09:56.160 --> 00:09:59.440]  原來是拿舊的料
[00:09:59.440 --> 00:10:01.680]  然後安新的招牌上去
[00:10:01.680 --> 00:10:03.120]  所以力氣不夠
[00:10:03.120 --> 00:10:05.200]  結果就死了人
[00:10:05.200 --> 00:10:09.120]  這時候這些人有血有汗的
[00:10:09.120 --> 00:10:11.240]  但竟然是被剝削
[00:10:11.240 --> 00:10:14.760]  做得這些體力勞動的階級
[00:10:14.760 --> 00:10:16.960]  一定是很辛苦的
[00:10:16.960 --> 00:10:19.080]  但你都剝削他的時候
[00:10:19.080 --> 00:10:21.680]  有汗出沒糧出
[00:10:21.680 --> 00:10:24.440]  用廣東話是很節度的
[00:10:24.440 --> 00:10:25.720]  還有最近大家知道
[00:10:25.720 --> 00:10:27.800]  去年大班
[00:10:27.800 --> 00:10:29.280]  西餅
[00:10:29.280 --> 00:10:30.760]  還未結束
[00:10:30.760 --> 00:10:33.360]  你開油鹽公司其實都無所謂
[00:10:33.360 --> 00:10:36.840]  但老闆自己是有豪宅的
[00:10:36.840 --> 00:10:38.120]  就說不要緊
[00:10:38.120 --> 00:10:39.400]  有勞工保障
[00:10:39.400 --> 00:10:41.520]  你們就向政府申請
[00:10:41.520 --> 00:10:42.920]  海蜈蚣粥麵店
[00:10:42.920 --> 00:10:44.080]  我都很光顧過
[00:10:44.080 --> 00:10:45.320]  那時豪宅怪幾好食
[00:10:45.320 --> 00:10:46.720]  但問題是怎樣
[00:10:46.720 --> 00:10:48.440]  又是同樣的情形
[00:10:48.440 --> 00:10:52.320]  所以這是一個很大的問題
[00:10:52.320 --> 00:10:55.680]  我們仍然相信神是公義
[00:10:55.680 --> 00:10:59.200]  我們應該要呼求神審判這些
[00:10:59.200 --> 00:11:02.560]  致肥而不剝削的人
[00:11:02.560 --> 00:11:06.840]  如果我們作為一個老闆
[00:11:06.840 --> 00:11:09.160]  我們可能開店
[00:11:09.160 --> 00:11:11.760]  我們會不會犯了這個錯呢
[00:11:11.760 --> 00:11:13.560]  要很小心
[00:11:13.560 --> 00:11:15.040]  基督徒這三個字我經常說
[00:11:15.040 --> 00:11:16.520]  沒有任何保證的
[00:11:16.520 --> 00:11:18.200]  一樣可以犯錯的
[00:11:18.200 --> 00:11:19.480]  聖經裏面很清楚講
[00:11:19.480 --> 00:11:23.160]  工人得工價是應該的
[00:11:23.160 --> 00:11:26.600]  我們是應該要給他
[00:11:26.600 --> 00:11:30.920]  但是聖經裏面是會兩方面的
[00:11:30.920 --> 00:11:33.800]  每節是講做老闆的
[00:11:33.800 --> 00:11:36.160]  做工人的會怎樣呢
[00:11:36.160 --> 00:11:39.320]  一個成熟有生命力的工人
[00:11:39.320 --> 00:11:43.160]  他應該有甚麼態度呢
[00:11:43.160 --> 00:11:45.400]  我們一齊來讀哥羅西書
[00:11:45.400 --> 00:11:47.760]  第三章22到25節
[00:11:47.760 --> 00:11:49.160]  我們一齊來讀
[00:11:49.160 --> 00:11:50.840]  您要守好人的
[00:11:50.840 --> 00:11:52.120]  以祢的眼前的
[00:11:52.120 --> 00:11:54.240]  和祢的目中所指的
[00:11:54.240 --> 00:11:56.600]  以祢的視窗的眼前的視圖
[00:11:56.600 --> 00:11:58.560]  將使好人圓滿的
[00:11:58.560 --> 00:12:01.520]  從祢的視窗的眼睛對著
[00:12:01.520 --> 00:12:04.800]  無論做甚麼都要從心去做
[00:12:04.800 --> 00:12:06.480]  將使好處做的
[00:12:06.480 --> 00:12:08.200]  不是不能做的
[00:12:08.200 --> 00:12:09.600]  因為祢的視窗
[00:12:09.600 --> 00:12:11.800]  擋住了好人的眼前的
[00:12:11.800 --> 00:12:13.560]  以祢的視窗的眼前的
[00:12:13.560 --> 00:12:15.200]  以祢的視窗的眼前的
[00:12:15.200 --> 00:12:16.760]  大視主的地圖
[00:12:16.760 --> 00:12:18.080]  難為以敵
[00:12:18.080 --> 00:12:20.120]  受受得起的報應
[00:12:20.120 --> 00:12:22.240]  以平凡的運作
[00:12:22.240 --> 00:12:24.120]  記不記得這一段
[00:12:24.120 --> 00:12:27.080]  如果主人行不義的時候
[00:12:27.080 --> 00:12:29.240]  實際會審判主人
[00:12:29.240 --> 00:12:32.280]  但是你不要只要求主人要
[00:12:32.280 --> 00:12:33.760]  叫我們準時出來
[00:12:33.760 --> 00:12:34.680]  我們都要檢討
[00:12:34.680 --> 00:12:36.320]  如果我們做事的
[00:12:36.320 --> 00:12:39.760]  我們用甚麼態度去工作
[00:12:39.760 --> 00:12:41.680]  一個很重要的原則
[00:12:41.680 --> 00:12:43.800]  就是要從心裏做
[00:12:43.800 --> 00:12:47.480]  不要只是去做表面的工作
[00:12:47.480 --> 00:12:49.160]  有些人很適合
[00:12:49.160 --> 00:12:50.600]  上司在這裡
[00:12:50.600 --> 00:12:52.280]  老闆在這裡的時候
[00:12:52.280 --> 00:12:54.080]  這樣就很勤奮
[00:12:54.080 --> 00:12:56.480]  但是一不在的時候會怎樣呢
[00:12:56.480 --> 00:12:58.080]  在英國
[00:12:58.080 --> 00:13:00.400]  很容易可以犯這個錯誤
[00:13:00.400 --> 00:13:01.280]  因為大部份是
[00:13:01.280 --> 00:13:03.400]  Work from home
[00:13:03.400 --> 00:13:06.240]  Work from home的好處在哪裏呢
[00:13:06.240 --> 00:13:07.560]  就是你表面在做事
[00:13:07.560 --> 00:13:08.400]  我見過啊
[00:13:08.400 --> 00:13:09.600]  我去探訪的時候
[00:13:09.600 --> 00:13:11.080]  是Work from home的
[00:13:11.080 --> 00:13:12.480]  但是原來開著另一邊
[00:13:12.480 --> 00:13:14.560]  在看綁架
[00:13:14.560 --> 00:13:16.400]  在看電視
[00:13:16.400 --> 00:13:18.600]  因為沒有人監管
[00:13:18.600 --> 00:13:19.600]  但是聖經告訴我們
[00:13:19.600 --> 00:13:22.520]  原來我們不只是要向人交代
[00:13:22.520 --> 00:13:25.800]  我們是要向神來帶來交代
[00:13:25.800 --> 00:13:27.800]  因為是監察我們的
[00:13:27.800 --> 00:13:29.760]  是我們的主
[00:13:29.760 --> 00:13:32.520]  剛才你唱最後那首的詩歌
[00:13:32.520 --> 00:13:34.960]  是取材自詩篇139篇
[00:13:34.960 --> 00:13:36.600]  我自己都剛才彈了一整場
[00:13:36.600 --> 00:13:37.520]  我很少唱歌
[00:13:37.520 --> 00:13:38.600]  其實很喜歡唱歌
[00:13:38.600 --> 00:13:39.720]  因為我唱歌
[00:13:39.720 --> 00:13:41.360]  大家知道是有些創意的
[00:13:41.360 --> 00:13:43.160]  我就不想侮辱那首歌
[00:13:43.160 --> 00:13:45.760]  但是剛才我都唱得很大聲
[00:13:45.760 --> 00:13:48.240]  因為我都很觸動那首歌
[00:13:48.240 --> 00:13:52.480]  我怎樣可以留下神的體會
[00:13:52.480 --> 00:13:54.480]  你想想現在在這個社會裡面
[00:13:54.480 --> 00:13:55.400]  特別是香港
[00:13:55.400 --> 00:13:57.760]  有多少的閉路電視人員辨識
[00:13:57.760 --> 00:13:59.800]  有人跟我說現在回大陸
[00:13:59.800 --> 00:14:01.120]  你掉了錢包
[00:14:01.120 --> 00:14:02.200]  都不用怕
[00:14:02.200 --> 00:14:03.400]  就是不會有人撿
[00:14:03.400 --> 00:14:03.880]  是不是啊
[00:14:03.880 --> 00:14:04.920]  真的這麼真
[00:14:04.920 --> 00:14:05.360]  是啊
[00:14:05.360 --> 00:14:06.960]  因為現在很多閉路電視
[00:14:06.960 --> 00:14:08.080]  隨時拍到你
[00:14:08.080 --> 00:14:09.720]  撿了別人的錢包
[00:14:09.720 --> 00:14:11.840]  我以為在日本才會有這種事
[00:14:11.840 --> 00:14:13.480]  我不知道這個真的假的
[00:14:13.480 --> 00:14:16.480]  你想想人都可以這樣來有監控
[00:14:16.480 --> 00:14:18.760]  我們的神是無所不知的
[00:14:18.760 --> 00:14:21.360]  你表面裝作做勤力
[00:14:21.360 --> 00:14:22.680]  但不是的時候
[00:14:22.680 --> 00:14:26.280]  可能你騙到你的上司
[00:14:26.280 --> 00:14:28.160]  但是你騙不了神
[00:14:28.160 --> 00:14:31.400]  我們要向神了交代
[00:14:31.400 --> 00:14:33.720]  我自己作為一個牧者
[00:14:33.720 --> 00:14:35.400]  當年我也是這樣牧起小孩
[00:14:35.400 --> 00:14:36.640]  都跟父母說
[00:14:36.640 --> 00:14:39.440]  你不只是向那裡執事交代
[00:14:39.440 --> 00:14:41.800]  你是向神了交代
[00:14:41.800 --> 00:14:44.480]  你不要在大陸裝作做事
[00:14:44.480 --> 00:14:46.600]  其實某些事情我們都知道
[00:14:46.600 --> 00:14:47.520]  所以今天
[00:14:47.520 --> 00:14:50.200]  如果我們每一個人都向著
[00:14:50.200 --> 00:14:51.720]  有一個心態
[00:14:51.720 --> 00:14:52.840]  我做每一件事
[00:14:52.840 --> 00:14:54.160]  不只是為對方
[00:14:54.160 --> 00:14:55.200]  不是為上司
[00:14:55.200 --> 00:14:56.480]  而是我要向神交代
[00:14:56.480 --> 00:14:58.600]  你整個人的視角
[00:14:58.600 --> 00:15:01.760]  是完全不同的態度
[00:15:01.760 --> 00:15:02.760]  我記得
[00:15:02.760 --> 00:15:03.440]  我有一個回憶
[00:15:03.440 --> 00:15:05.040]  我很欣賞
[00:15:05.040 --> 00:15:06.120]  在政府
[00:15:06.120 --> 00:15:08.080]  包括部門裡面做事
[00:15:08.080 --> 00:15:09.160]  原來在政府裡面
[00:15:09.160 --> 00:15:10.120]  他們那時候
[00:15:10.120 --> 00:15:11.640]  是有彈性工作
[00:15:11.640 --> 00:15:12.920]  就是上班時間
[00:15:12.920 --> 00:15:14.560]  有些是8點15分
[00:15:14.560 --> 00:15:15.480]  有些是8點30分
[00:15:15.480 --> 00:15:17.640]  最遲的是8點45分
[00:15:17.640 --> 00:15:20.400]  原來那個年代是要簽到的
[00:15:20.400 --> 00:15:21.800]  但是他們是很好的
[00:15:21.800 --> 00:15:22.760]  行下一氣的
[00:15:22.760 --> 00:15:24.080]  有一個術語就是
[00:15:24.080 --> 00:15:27.200]  大家用廣東話叫「蛇鼠一窩」
[00:15:27.200 --> 00:15:28.600]  是什麼呢?
[00:15:28.600 --> 00:15:30.520]  譬如回到8點30分
[00:15:30.520 --> 00:15:31.480]  遲回來
[00:15:31.480 --> 00:15:33.080]  但是要簽到的
[00:15:33.080 --> 00:15:35.240]  8點半那個回來的時候
[00:15:35.240 --> 00:15:36.960]  大家看到他
[00:15:36.960 --> 00:15:38.920]  他就是上面那一行留空了他
[00:15:38.920 --> 00:15:40.520]  他就簽在那裡
[00:15:40.520 --> 00:15:41.240]  等他回來的時候
[00:15:41.240 --> 00:15:42.040]  就簽到上面
[00:15:42.040 --> 00:15:43.040]  你明白我的意思嗎?
[00:15:43.040 --> 00:15:44.560]  簽到假時間
[00:15:44.560 --> 00:15:46.320]  大家都可以
[00:15:46.320 --> 00:15:47.880]  但是我這個基督徒
[00:15:47.880 --> 00:15:50.320]  基督徒就被人覺得他成功不快
[00:15:50.320 --> 00:15:52.240]  他一回去的時候就簽名了
