
[00:00:00.000 --> 00:00:04.000]  今天和弟兄姊妹來分享的是
[00:01:47.000 --> 00:01:50.000]  使我們不會灰心、會喪志
[00:01:50.000 --> 00:01:52.000]  但是他回憶什麼呢?
[00:01:52.000 --> 00:01:57.000]  他回憶在上帝面前曾經說過什麼呢?
[00:01:57.000 --> 00:01:59.000]  第二節那裡這麼說
[00:01:59.000 --> 00:02:05.000]  「你是我的主,我的好處不在你以外。」
[00:02:05.000 --> 00:02:07.000]  「你是我的主。」
[00:02:07.000 --> 00:02:09.000]  什麼叫做主呢?
[00:02:09.000 --> 00:02:12.000]  其實最簡單來說就是主人
[00:02:12.000 --> 00:02:17.000]  既然有主人就會有僕人
[00:02:17.000 --> 00:02:20.000]  大衛雖然是一國之君
[00:02:20.000 --> 00:02:22.000]  但是他沒有僭越
[00:02:22.000 --> 00:02:25.000]  他沒有覺得自己就是主
[00:02:25.000 --> 00:02:30.000]  他很清楚知道其實他只是上主的僕人
[00:02:30.000 --> 00:02:33.000]  「你是我的主。」
[00:02:33.000 --> 00:02:36.000]  這是一個很重要的信仰宣告
[00:02:36.000 --> 00:02:40.000]  這是一種專一、單純的效忠
[00:02:40.000 --> 00:02:43.000]  也是專一、單純的信靠
[00:02:43.000 --> 00:02:45.000]  在危難之中
[00:02:45.000 --> 00:02:49.000]  其實我們看為可以依靠的人和事
[00:02:49.000 --> 00:02:51.000]  其實都會離開我們
[00:02:51.000 --> 00:02:55.000]  其實只有上帝不離不棄地愛著我們
[00:02:55.000 --> 00:02:57.000]  守護著我們
[00:02:57.000 --> 00:02:59.000]  因為祂是昨日、今天
[00:02:59.000 --> 00:03:02.000]  直到永遠都不改變的上帝
[00:03:02.000 --> 00:03:07.000]  大衛說「你是我的主」
[00:03:07.000 --> 00:03:11.000]  主耶穌很清楚講一個比喻
[00:03:11.000 --> 00:03:15.000]  祂說一個人不能夠侍奉兩個主
[00:03:15.000 --> 00:03:19.000]  不是愛這個就是換那個
[00:03:19.000 --> 00:03:22.000]  不是中這個就是輕那個
[00:03:22.000 --> 00:03:25.000]  因為主是獨一的主
[00:03:25.000 --> 00:03:27.000]  其實什麼叫獨一呢?
[00:03:27.000 --> 00:03:29.000]  獨一就是唯一
[00:03:29.000 --> 00:03:32.000]  有什麼叫做唯一呢?
[00:03:32.000 --> 00:03:36.000]  或者什麼叫做獨一就是排他
[00:03:36.000 --> 00:03:39.000]  就好像我們的婚姻關係
[00:03:39.000 --> 00:03:46.000]  我們會容許我們的丈夫或者太太
[00:03:46.000 --> 00:03:51.000]  婚後仍然有異性的資深密友
[00:03:51.000 --> 00:03:54.000]  你會不會說你為什麼這麼不大方
[00:03:54.000 --> 00:03:56.000]  這樣都不行
[00:03:56.000 --> 00:04:00.000]  所以上主是我們獨一的上主
[00:04:00.000 --> 00:04:06.000]  但是怎樣表明祂是我們的唯一呢?
[00:04:06.000 --> 00:04:11.000]  我們看看《馬可福音》十二章二十八到三十四節
[00:04:11.000 --> 00:04:13.000]  這一段對話
[00:04:13.000 --> 00:04:15.000]  我們都很熟悉
[00:04:15.000 --> 00:04:21.000]  我們花一點時間來看這段經文
[00:04:21.000 --> 00:04:25.000]  這段經文主要講到一個文士
[00:04:25.000 --> 00:04:27.000]  他問耶穌
[00:04:27.000 --> 00:04:30.000]  戒命中哪一條是第一?
[00:04:30.000 --> 00:04:31.000]  耶穌回答
[00:04:31.000 --> 00:04:33.000]  第一是以色列你要聽
[00:04:33.000 --> 00:04:36.000]  主我們的上帝是獨一的主
[00:04:36.000 --> 00:04:41.000]  你要盡心盡性盡義盡力愛主你的上帝
[00:04:41.000 --> 00:04:44.000]  第二是愛人如己
[00:04:44.000 --> 00:04:47.000]  再沒有比這兩條戒命更大的了
[00:04:47.000 --> 00:04:49.000]  那文士對耶穌說
[00:04:49.000 --> 00:04:52.000]  好夫子你說得對
[00:04:52.000 --> 00:04:53.000]  上帝是一位
[00:04:53.000 --> 00:04:56.000]  除了他以外再沒有別的了
[00:04:56.000 --> 00:05:03.000]  怎樣來表現在我們生活中展現
[00:05:03.000 --> 00:05:06.000]  上帝就是我們獨一的主呢?
[00:05:06.000 --> 00:05:07.000]  這段經文說
[00:05:07.000 --> 00:05:11.000]  我們要盡心盡性盡義盡力愛我們的主
[00:05:11.000 --> 00:05:13.000]  當我們讀到的時候
[00:05:13.000 --> 00:05:14.000]  我們第一個感覺
[00:05:14.000 --> 00:05:17.000]  又覺得這好像是一份要求
[00:05:17.000 --> 00:05:21.000]  好像又是一條戒命
[00:05:21.000 --> 00:05:23.000]  而且是一條很重要的戒命
[00:05:23.000 --> 00:05:26.000]  弟兄姊妹值得留心的是
[00:05:26.000 --> 00:05:28.000]  其實上主給我們的戒命
[00:05:28.000 --> 00:05:32.000]  不是一條束縛我們的規條
[00:05:32.000 --> 00:05:34.000]  而是祂對我們的愛
[00:05:34.000 --> 00:05:36.000]  祂給人有戒命
[00:05:36.000 --> 00:05:40.000]  是為了引導人獲得真正的自由
[00:05:40.000 --> 00:05:42.000]  找到真正的自我
[00:05:42.000 --> 00:05:46.000]  那個就是上主的形象
[00:05:46.000 --> 00:05:48.000]  其實我們想深一層
[00:05:48.000 --> 00:05:53.000]  戒命好像是一座連結天人之間的橋樑
[00:05:53.000 --> 00:05:58.000]  人走向愛的源頭就是上主
[00:05:58.000 --> 00:06:01.000]  又從那裡回頭
[00:06:01.000 --> 00:06:08.000]  將領受到的神聖的愛帶給別人
[00:06:08.000 --> 00:06:12.000]  我們時時都說我們要愛主
[00:06:12.000 --> 00:06:17.000]  但我們經常忽略要被主所愛的事實
[00:06:17.000 --> 00:06:20.000]  後者是前者的基礎
[00:06:20.000 --> 00:06:24.000]  如果你和我都沒有深刻被愛的經驗
[00:06:24.000 --> 00:06:27.000]  其實我們說愛主是很空洞
[00:06:27.000 --> 00:06:30.000]  僅僅停留在理論的層面
[00:06:30.000 --> 00:06:32.000]  其實愛主的動力
[00:06:32.000 --> 00:06:35.000]  是因為我們要首先經驗到
[00:06:35.000 --> 00:06:38.000]  自己是被主所愛
[00:06:38.000 --> 00:06:40.000]  同時愛人如己
[00:06:40.000 --> 00:06:43.000]  也是愛主的具體表現
[00:06:43.000 --> 00:06:44.000]  如果我們真的愛主
[00:06:44.000 --> 00:06:49.000]  我們也會愛主所愛的人
[00:06:49.000 --> 00:06:54.000]  當然這不是我們一說就能做到
[00:06:54.000 --> 00:06:57.000]  因為我們的原生家庭和成長經歷
[00:06:57.000 --> 00:07:02.000]  都會為實踐帶來很多障礙
[00:07:02.000 --> 00:07:07.000]  這需要時間去梳理
[00:07:07.000 --> 00:07:09.000]  另一方面我們要知道
[00:07:09.000 --> 00:07:13.000]  我們這位主是怎樣的主
[00:07:13.000 --> 00:07:16.000]  主真是一個慷慨的主
[00:07:16.000 --> 00:07:20.000]  從葡萄園的比喻我們可以看到
[00:07:20.000 --> 00:07:26.000]  人唯有感受到主的慷慨和無私的大愛
[00:07:26.000 --> 00:07:31.000]  才能懂得一個以愛還愛的生活
[00:07:31.000 --> 00:07:37.000]  即使是在一個按才幹受責任的比喻裏
[00:07:37.000 --> 00:07:40.000]  其實主人都是一樣的慷慨
[00:07:40.000 --> 00:07:46.000]  他給每三個僕人都是打本給他們做生意
[00:07:46.000 --> 00:07:49.000]  唯獨那個拿一千兩的僕人
[00:07:49.000 --> 00:07:52.000]  問題是出自於那個僕人身上
[00:07:52.000 --> 00:07:53.000]  不是在主人身上
[00:07:53.000 --> 00:07:57.000]  因為這個僕人想像主人是很嚴厲的
[00:07:57.000 --> 00:08:01.000]  這種害怕導致他什麼都不做
[00:08:01.000 --> 00:08:05.000]  最終就導致了主的責罰
[00:08:05.000 --> 00:08:07.000]  親愛的弟兄姊妹
[00:08:07.000 --> 00:08:12.000]  很多時候我們都好像經文裏面這位文士
[00:08:12.000 --> 00:08:15.000]  耶穌對這位文士最後的回應是什麼呢?
[00:08:15.000 --> 00:08:21.000]  他說你來上帝的國不遠了
[00:08:21.000 --> 00:08:23.000]  為什麼不遠呢?
[00:08:23.000 --> 00:08:30.000]  好像他還沒有完全體會到和理解到這個教導的意義
[00:08:30.000 --> 00:08:35.000]  其實耶穌沒有將這些教導變得很深奧很複雜
[00:08:35.000 --> 00:08:39.000]  反而是總結並且提升了舊約
[00:08:39.000 --> 00:08:41.000]  這種好像法規式的觀念
[00:08:41.000 --> 00:08:44.000]  藉著這個最大的誡命
[00:08:44.000 --> 00:08:47.000]  成為我們基督徒的身份使命
[00:08:47.000 --> 00:08:49.000]  而不是任務
[00:08:49.000 --> 00:08:50.000]  親愛的弟兄姊妹
[00:08:50.000 --> 00:08:52.000]  你和我活在愛中
[00:08:52.000 --> 00:08:54.000]  我們才能夠得福
[00:08:54.000 --> 00:08:57.000]  才能夠使其他人得福
[00:08:57.000 --> 00:08:59.000]  親愛的弟兄姊妹
[00:08:59.000 --> 00:09:04.000]  今天你和我是離天國更近呢?
[00:09:04.000 --> 00:09:06.000]  還是不遠呢?
[00:09:06.000 --> 00:09:09.000]  還是更遠呢?
[00:09:09.000 --> 00:09:12.000]  今天我們都要好好反省
[00:09:12.000 --> 00:09:18.000]  主究竟是不是真是我們的主呢?
[00:09:18.000 --> 00:09:21.000]  還是說有時候我好像是主
[00:09:21.000 --> 00:09:23.000]  上帝好像是僕人
[00:09:23.000 --> 00:09:27.000]  究竟誰是我們的主呢?
[00:09:27.000 --> 00:09:29.000]  弟兄姊妹值得注意的是
[00:09:29.000 --> 00:09:32.000]  這個認信在很風平浪靜的日子
[00:09:32.000 --> 00:09:34.000]  當然沒有問題
[00:09:34.000 --> 00:09:38.000]  但是如果在很風急浪高的日子
[00:09:38.000 --> 00:09:42.000]  你能不能夠這樣來認信呢?
[00:09:42.000 --> 00:09:44.000]  只有這位復會的基督
[00:09:44.000 --> 00:09:48.000]  就是我們唯一的效忠對象
[00:09:48.000 --> 00:09:51.000]  因為祂是我們的主
[00:09:51.000 --> 00:09:53.000]  我們是祂的僕人
[00:09:53.000 --> 00:09:54.000]  我們這樣服從
[00:09:54.000 --> 00:09:56.000]  不是出於恐懼
[00:09:56.000 --> 00:09:57.000]  怕責罰
[00:09:57.000 --> 00:10:00.000]  而是因為愛
[00:10:00.000 --> 00:10:04.000]  使我們作出這個抉擇
[00:10:04.000 --> 00:10:07.000]  第二節後半段
[00:10:07.000 --> 00:10:10.000]  大衛說:你是我的主
[00:10:10.000 --> 00:10:15.000]  我的好處不在你以外
[00:10:15.000 --> 00:10:19.000]  大衛經歷了上帝的可靠
[00:10:19.000 --> 00:10:22.000]  經歷了上帝的信實
[00:10:22.000 --> 00:10:27.000]  他宣認只有上帝是一切好處的源頭
[00:10:27.000 --> 00:10:30.000]  沒有上帝就沒有好處
[00:10:30.000 --> 00:10:31.000]  親愛的弟兄姊妹
[00:10:31.000 --> 00:10:33.000]  請問有好處
[00:10:33.000 --> 00:10:35.000]  誰不想要呢?
[00:10:35.000 --> 00:10:37.000]  但問題是我們要問
[00:10:37.000 --> 00:10:39.000]  我們所追求的好處
[00:10:39.000 --> 00:10:42.000]  有沒有影響到我們信仰的價值
[00:10:42.000 --> 00:10:45.000]  有沒有影響到我們福音的精神
[00:10:45.000 --> 00:10:47.000]  一般人看到好處
[00:10:47.000 --> 00:10:50.000]  心就會跟著好處走
[00:10:50.000 --> 00:10:52.000]  我認識一位姊妹
[00:10:52.000 --> 00:10:54.000]  她時時都去超市
[00:10:54.000 --> 00:10:56.000]  掃減價貨品
[00:10:56.000 --> 00:10:59.000]  那些減價貨總是買一大堆
[00:10:59.000 --> 00:11:02.000]  將雪櫃塞到滿滿
[00:11:02.000 --> 00:11:04.000]  但要到用的時候
[00:11:04.000 --> 00:11:08.000]  又發現不少已經過期並且變壞
[00:11:08.000 --> 00:11:11.000]  最終只好扔掉
[00:11:11.000 --> 00:11:13.000]  其實減價的東西
[00:11:13.000 --> 00:11:17.000]  永遠都買不完
[00:11:17.000 --> 00:11:20.000]  我們時時說好處
[00:11:20.000 --> 00:11:22.000]  有時我們缺志信主
[00:11:22.000 --> 00:11:23.000]  或多或少
[00:11:23.000 --> 00:11:26.000]  可能都因為一些好處而信主
[00:11:26.000 --> 00:11:28.000]  好像我們患病
[00:11:28.000 --> 00:11:31.000]  求主得到醫治
[00:11:31.000 --> 00:11:34.000]  我們的祈求得到主的英允
[00:11:34.000 --> 00:11:36.000]  這些都可以理解
[00:11:36.000 --> 00:11:40.000]  不過如果繼續建立在這個根基上
[00:11:40.000 --> 00:11:42.000]  就相當危險
[00:11:42.000 --> 00:11:46.000]  因為你一直想找到好處
[00:11:46.000 --> 00:11:48.000]  我們可以俗語說
[00:11:48.000 --> 00:11:50.000]  我們想找一些藉口
[00:11:50.000 --> 00:11:56.000]  我們將信仰好像變成皇大先識的信仰
[00:11:56.000 --> 00:11:59.000]  更可怕的是
[00:11:59.000 --> 00:12:03.000]  有些人會在教會裡爭名奪利
[00:12:03.000 --> 00:12:07.000]  將神的家當作世俗的交易場所
[00:12:07.000 --> 00:12:11.000]  想在教會裡獲取世界得不到的東西
[00:12:11.000 --> 00:12:16.000]  這是最可悲的事
[00:12:16.000 --> 00:12:22.000]  大衛繼續在第三、第四節繼續說
[00:12:22.000 --> 00:12:26.000]  第三、第四節其實是用了一個強烈的對比
[00:12:26.000 --> 00:12:29.000]  來說明真正的好處
[00:12:29.000 --> 00:12:33.000]  或者真正的喜樂是甚麼呢?
[00:12:33.000 --> 00:12:36.000]  第三、第四節我們一起讀
[00:12:36.000 --> 00:12:39.000]  「論道世上的聖民
[00:12:39.000 --> 00:12:41.000]  他們又美又善
[00:12:41.000 --> 00:12:43.000]  是我最喜悅的
[00:12:43.000 --> 00:12:46.000]  以別臣代替耶和華的
[00:12:46.000 --> 00:12:49.000]  他們的仇苦必加增
[00:12:49.000 --> 00:12:53.000]  他們所囂電的血我不獻上
[00:12:53.000 --> 00:12:58.000]  我嘴唇也不提別臣的名號」
[00:12:58.000 --> 00:13:02.000]  其實第三、第四節是一個對比
[00:13:02.000 --> 00:13:05.000]  前段最後說喜悅
[00:13:05.000 --> 00:13:08.000]  後面就說仇苦
[00:13:08.000 --> 00:13:10.000]  大衛說喜悅的是
[00:13:10.000 --> 00:13:14.000]  世上這些聖民又美又善
[00:13:14.000 --> 00:13:16.000]  聖民究竟指甚麼呢?
[00:13:16.000 --> 00:13:19.000]  就是指那些服侍上帝的人
[00:13:19.000 --> 00:13:21.000]  就是利美人
[00:13:21.000 --> 00:13:26.000]  他們的衣著、儀容、舉止、生命和服侍
[00:13:26.000 --> 00:13:29.000]  都反映了上帝的榮美
[00:13:29.000 --> 00:13:32.000]  充滿著上帝的榮耀和光彩
[00:13:32.000 --> 00:13:35.000]  大衛有一顆利美人的心
[00:13:35.000 --> 00:13:38.000]  如果我們繼續看先編十六篇
[00:13:38.000 --> 00:13:41.000]  之後會說到產業和地界
[00:13:41.000 --> 00:13:47.000]  都反映出一種利美人的心態
[00:13:47.000 --> 00:13:49.000]  相對世上的眾民
[00:13:49.000 --> 00:13:55.000]  在其他宗教師制的人是怎樣呢?
[00:13:55.000 --> 00:13:59.000]  「他們所囂電的血我不獻上」
[00:13:59.000 --> 00:14:05.000]  囂電這個原文是指一種飲用的劑
[00:14:05.000 --> 00:14:07.000]  是飲用的血劑
[00:14:07.000 --> 00:14:13.000]  其實以色列的獻祭都有血祭
[00:14:13.000 --> 00:14:16.000]  不過祭司從來不喝其中的血
[00:14:16.000 --> 00:14:19.000]  他們只是將祭身的血灑在壇上
[00:14:19.000 --> 00:14:22.000]  這是一個贖罪祭的儀式
[00:14:22.000 --> 00:14:25.000]  所以上帝在此指示以色列民
[00:14:25.000 --> 00:14:28.000]  他獻的祭是又美又善的
[00:14:28.000 --> 00:14:31.000]  而外邦人所獻的祭是充滿血腥的
[00:14:31.000 --> 00:14:34.000]  那些外邦人喝血的形式獻祭
[00:14:34.000 --> 00:14:36.000]  他們的仇苦會加增
[00:14:36.000 --> 00:14:38.000]  因為在獻祭的過程中
[00:14:38.000 --> 00:14:43.000]  沒有喜樂也沒有平安
[00:14:43.000 --> 00:14:45.000]  大衛繼續指出
[00:14:45.000 --> 00:14:47.000]  敬拜這些假神
[00:14:47.000 --> 00:14:49.000]  開心嗎?
[00:14:49.000 --> 00:14:51.000]  不開心
[00:14:51.000 --> 00:14:53.000]  他們會有仇苦
[00:14:53.000 --> 00:14:56.000]  而且這種仇苦會加增
[00:14:56.000 --> 00:15:01.000]  這裏令我們想起上帝在伊甸園裏
[00:15:01.000 --> 00:15:03.000]  對夏娃所宣告的刑罰
[00:15:03.000 --> 00:15:08.000]  「我必多多加增你懷胎的苦楚」
[00:15:08.000 --> 00:15:11.000]  夏娃追隨蛇而受苦
[00:15:11.000 --> 00:15:16.000]  拜假神的人也因為追隨這些假神而受苦
[00:15:16.000 --> 00:15:19.000]  他們的苦類似約伯所受
[00:15:19.000 --> 00:15:22.000]  如果我們回看約伯記二章七節
[00:15:22.000 --> 00:15:29.000]  加增就是指人的皮膚好像多了這些傷口
[00:15:29.000 --> 00:15:31.000]  大衛又繼續說
[00:15:31.000 --> 00:15:34.000]  「我嘴唇都不提別神的名號」
[00:15:34.000 --> 00:15:42.000]  這裏暗示他遵守十誡裏的第一誡
[00:15:42.000 --> 00:15:47.000]  他在祭祀的儀式也不用這些神的名字
[00:15:47.000 --> 00:15:50.000]  也不會向這些神求福澤
[00:15:50.000 --> 00:15:51.000]  換句話說
[00:15:51.000 --> 00:15:56.000]  大衛說「我不會倚靠這些神」
[00:15:56.000 --> 00:16:01.000]  其實第三第四節是解釋前一節是第二節
[00:16:01.000 --> 00:16:04.000]  「你是我的主」
[00:16:04.000 --> 00:16:06.000]  大衛不拜這些別神
[00:16:06.000 --> 00:16:12.000]  是因為那些別神只會帶來更多的受苦
[00:16:12.000 --> 00:16:17.000]  大衛將自己從這兩種宗教的態度分別出來
[00:16:17.000 --> 00:16:21.000]  解釋何謂「你是我的主」
[00:16:21.000 --> 00:16:26.000]  這也讓我們反省我們平時是如何親近神呢?
[00:16:26.000 --> 00:16:31.000]  我們的服侍是否又美又善
[00:16:31.000 --> 00:16:35.000]  是否也能討主的喜悅呢?
[00:16:35.000 --> 00:16:36.000]  親愛的弟兄姊妹
[00:16:36.000 --> 00:16:41.000]  人如果明知上帝是好處的唯一源頭
[00:16:41.000 --> 00:16:44.000]  卻以別神來代替他
[00:16:44.000 --> 00:16:46.000]  可以是名利
[00:16:46.000 --> 00:16:48.000]  可以是權力
[00:16:48.000 --> 00:16:50.000]  可以是物質享受
[00:16:50.000 --> 00:16:53.000]  這些受苦加增都是必然的
[00:16:53.000 --> 00:16:55.000]  有時見到不少的基督徒
[00:16:55.000 --> 00:16:57.000]  他雖然信了主
[00:16:57.000 --> 00:17:00.000]  但是活得很受苦
[00:17:00.000 --> 00:17:03.000]  因為他總覺得信仰有很多的要求
[00:17:03.000 --> 00:17:05.000]  很多的包袱
[00:17:05.000 --> 00:17:07.000]  很多的阻礙
[00:17:07.000 --> 00:17:11.000]  使他得不到世界的好處
[00:17:11.000 --> 00:17:12.000]  弟兄姊妹如果是這樣
[00:17:12.000 --> 00:17:14.000]  倒不如不信
[00:17:14.000 --> 00:17:18.000]  因為你作出了一個反見證
[00:17:18.000 --> 00:17:20.000]  而且威力十分強大
[00:17:20.000 --> 00:17:24.000]  叛倒很多人
[00:17:24.000 --> 00:17:26.000]  親愛的弟兄姊妹
[00:17:26.000 --> 00:17:30.000]  耶和華不是那些外邦的神明
[00:17:30.000 --> 00:17:36.000]  是私人一切幸福的源頭
[00:17:36.000 --> 00:17:38.000]  其實好處這個字
[00:17:38.000 --> 00:17:41.000]  包括了物質和屬靈
[00:17:41.000 --> 00:17:47.000]  因為好處和十一節喜樂和福樂是相認的
[00:17:47.000 --> 00:17:52.000]  其實上帝供應我們一切的需要
[00:17:52.000 --> 00:17:56.000]  我們所有的一切和幸福都不在上帝以外
[00:17:56.000 --> 00:17:59.000]  其實我們的幸福全部在乎上帝
[00:17:59.000 --> 00:18:01.000]  和那些假神無關
[00:18:01.000 --> 00:18:03.000]  詩高版的翻譯說
[00:18:03.000 --> 00:18:06.000]  唯有你是我的幸福
[00:18:06.000 --> 00:18:07.000]  親愛的弟兄姊妹
[00:18:07.000 --> 00:18:12.000]  沒有上帝就沒有真正的幸福
[00:18:12.000 --> 00:18:15.000]  私人的幸福既是源於上帝
[00:18:15.000 --> 00:18:19.000]  他就不會依靠其他的神子
[00:18:19.000 --> 00:18:22.000]  重要的是
[00:18:22.000 --> 00:18:24.000]  私人說的好處
[00:18:24.000 --> 00:18:27.000]  這些幸福不單單在於物質
[00:18:27.000 --> 00:18:34.000]  是包括在上帝面前的安穩和喜樂
[00:18:34.000 --> 00:18:35.000]  親愛的弟兄姊妹
[00:18:35.000 --> 00:18:39.000]  有一件事如果你和我都能夠看得清楚
[00:18:39.000 --> 00:18:42.000]  就是得著最大的智慧
[00:18:42.000 --> 00:18:43.000]  是什麼呢?
[00:18:43.000 --> 00:18:47.000]  就是要認清到上帝就是我們的主
[00:18:47.000 --> 00:18:50.000]  我們的一生都在祂的手裡
[00:18:50.000 --> 00:18:52.000]  我們的好處不在祂以外
[00:18:52.000 --> 00:18:55.000]  單憑我們自己的意願和努力
[00:18:55.000 --> 00:18:57.000]  想得到任何的好處
[00:18:57.000 --> 00:18:59.000]  其實是做不到的
[00:18:59.000 --> 00:19:00.000]  若不是上帝的恩賜
[00:19:00.000 --> 00:19:03.000]  其實我們什麼都得不到
[00:19:03.000 --> 00:19:08.000]  所以我們只有中心的侍奉祂
[00:19:08.000 --> 00:19:10.000]  隨祂的美意賞賜給我們
[00:19:10.000 --> 00:19:12.000]  如果我們不討祂的喜悅
[00:19:12.000 --> 00:19:15.000]  想得到祂的賞賜是不可能的事
[00:19:15.000 --> 00:19:16.000]  聖經這樣說
[00:19:16.000 --> 00:19:21.000]  尋求耶和華的什麼好處都不缺
[00:19:21.000 --> 00:19:24.000]  他未嘗留下一樣好處
[00:19:24.000 --> 00:19:28.000]  不給那些行動正直的人
[00:19:28.000 --> 00:19:29.000]  所以親愛的弟兄姊妹
[00:19:29.000 --> 00:19:32.000]  我們不要時時想辦法要得到好處
[00:19:32.000 --> 00:19:34.000]  也不怕沒有好處
[00:19:34.000 --> 00:19:36.000]  因為只要我們敬畏上帝
[00:19:36.000 --> 00:19:38.000]  遵行祂的旨意
[00:19:38.000 --> 00:19:43.000]  祂一定不會虧待祂的僕人
[00:19:43.000 --> 00:19:46.000]  最後其實為你和我
[00:19:46.000 --> 00:19:50.000]  在信仰中最大的好處是什麼呢?
[00:19:50.000 --> 00:19:53.000]  最大的幸福是什麼呢?
[00:19:53.000 --> 00:19:58.000]  就是主耶穌將祂自己給了我們
[00:19:58.000 --> 00:20:00.000]  整個人給了我們
[00:20:00.000 --> 00:20:03.000]  怎樣可以具體領會到呢?
[00:20:03.000 --> 00:20:04.000]  其實剛剛上個主日
[00:20:04.000 --> 00:20:07.000]  我們應該體會到
[00:20:07.000 --> 00:20:09.000]  就是守主餐
[00:20:09.000 --> 00:20:11.000]  主耶穌就為了我們的犧牲
[00:20:11.000 --> 00:20:14.000]  將祂整個人都獻上
[00:20:14.000 --> 00:20:17.000]  所以主餐絕對不是一個例行公事
[00:20:17.000 --> 00:20:19.000]  而是一個因典的時刻
[00:20:19.000 --> 00:20:22.000]  當我們吃這個餅
[00:20:22.000 --> 00:20:23.000]  喝這個杯的時候
[00:20:23.000 --> 00:20:27.000]  就是要更深經歷到主自己
[00:20:27.000 --> 00:20:29.000]  所以在守主餐的時候
[00:20:29.000 --> 00:20:30.000]  我們不要心不在焉
[00:20:30.000 --> 00:20:32.000]  不要當作例行公事
[00:20:32.000 --> 00:20:38.000]  而是珍而重之 以虔敬的心來領受
[00:20:38.000 --> 00:20:41.000]  親愛的弟兄姊妹
[00:20:41.000 --> 00:20:45.000]  求主幫助你和我
[00:20:45.000 --> 00:20:49.000]  第一 反省我們
[00:20:49.000 --> 00:20:53.000]  在生活中究竟我們的主
[00:20:53.000 --> 00:20:56.000]  是不是真的我們的主
[00:20:56.000 --> 00:21:00.000]  第二 我們會不會在主以外
[00:21:00.000 --> 00:21:04.000]  來尋求好處呢?
[00:21:04.000 --> 00:21:08.000]  讓我們同心祈禱
[00:21:08.000 --> 00:21:11.000]  慈悲仁愛的天父
[00:21:11.000 --> 00:21:14.000]  我們求你向我們養念
[00:21:14.000 --> 00:21:16.000]  光照我們
[00:21:16.000 --> 00:21:18.000]  使我們深深確信
[00:21:18.000 --> 00:21:20.000]  除你以外
[00:21:20.000 --> 00:21:24.000]  找不到尊貴像你這樣
[00:21:24.000 --> 00:21:25.000]  除你以外
[00:21:25.000 --> 00:21:28.000]  找不到更美的名字
[00:21:28.000 --> 00:21:29.000]  除你以外
[00:21:29.000 --> 00:21:31.000]  並沒有別的名字
[00:21:31.000 --> 00:21:36.000]  可以配受權兵讚美和崇敬
[00:21:36.000 --> 00:21:41.000]  因為聖潔國道榮耀全屬於你
[00:21:41.000 --> 00:21:42.000]  主啊
[00:21:42.000 --> 00:21:46.000]  今天我們都要定志效忠於你
[00:21:46.000 --> 00:21:49.000]  世上任何的勢力和權兵
[00:21:49.000 --> 00:21:52.000]  都不能夠使你的子民屈膝
[00:21:52.000 --> 00:21:55.000]  因為只有你是我們的主
[00:21:55.000 --> 00:21:58.000]  求你不單只兼顧詹朕家
[00:21:58.000 --> 00:22:01.000]  也兼顧香港宗教會
[00:22:01.000 --> 00:22:04.000]  使我們能夠宣認除你以外
