
[00:00:00.000 --> 00:00:04.880]  以斯帖記第四章九到第十四節
[00:02:35.780 --> 00:02:38.740]  也許你的環境不是你所選擇的
[00:02:38.740 --> 00:02:41.300]  但神在你的環境當中
[00:02:41.300 --> 00:02:45.580]  神在你生命當中仍然是有計畫的
[00:02:45.580 --> 00:02:46.540]  Hallelujah
[00:02:46.540 --> 00:02:52.900]  我跟你們說神在你生命當中是有計畫的
[00:02:52.900 --> 00:02:57.820]  前幾個禮拜我去紐約參加紐約靈良特會
[00:02:57.820 --> 00:03:01.820]  我就特別為豐收靈良堂真的感恩
[00:03:01.820 --> 00:03:07.620]  我常常說這個教會是被911震出來的教會
[00:03:07.620 --> 00:03:12.140]  本來孝慕道牧師是在一間很保守的教會墓會
[00:03:12.140 --> 00:03:14.900]  他心中很渴望聖靈的工作
[00:03:14.900 --> 00:03:19.980]  但是當時他所處在的教會卻是個反對聖靈的教會
[00:03:19.980 --> 00:03:22.780]  直到911發生之後
[00:03:22.780 --> 00:03:25.380]  我還記得他打個電話給我
[00:03:25.380 --> 00:03:26.980]  他說劉牧師
[00:03:26.980 --> 00:03:29.700]  911真的把我震醒了
[00:03:29.700 --> 00:03:32.060]  他說不要再浪費時間了
[00:03:32.060 --> 00:03:35.500]  我要抓住機會努力傳福音
[00:03:35.500 --> 00:03:39.260]  要建立一間聖靈充滿和神心意的教會
[00:03:39.260 --> 00:03:40.580]  Amen
[00:03:40.580 --> 00:03:45.300]  所以他把他的教會取名叫豐收靈良堂
[00:03:45.300 --> 00:03:48.140]  直到如今這間教會已經13年了
[00:03:48.140 --> 00:03:50.060]  人數也成長超過400人
[00:03:50.060 --> 00:03:51.620]  Hallelujah
[00:03:51.620 --> 00:03:55.100]  所以弟兄姊妹千萬不要埋怨你的環境
[00:03:55.100 --> 00:04:00.100]  因為你的環境常常就是神所給你的位分
[00:04:00.100 --> 00:04:01.980]  好像以色列一樣
[00:04:01.980 --> 00:04:06.140]  這個王后的位置不見得是他所選擇的
[00:04:06.140 --> 00:04:12.100]  但王后的位置就是神當時給他的位分
[00:04:12.100 --> 00:04:14.260]  就像肖牧師一樣
[00:04:14.260 --> 00:04:20.340]  911所帶來的衝擊也絕對不是肖牧師自己的選擇
[00:04:20.340 --> 00:04:23.740]  但作為一個災區中的牧者
[00:04:23.740 --> 00:04:26.740]  這就是神所給他的位分
[00:04:26.740 --> 00:04:31.660]  我們就看見一旦他們明白了神所給他們的位分
[00:04:31.660 --> 00:04:34.980]  也看見神所給他們的機會
[00:04:34.980 --> 00:04:37.860]  他們就勇敢的站立起來
[00:04:37.860 --> 00:04:42.180]  就在那個時代裡面為神成就偉大的工作
[00:04:42.180 --> 00:04:43.260]  Amen
[00:04:43.260 --> 00:04:44.380]  所以同樣弟兄姊妹
[00:04:44.380 --> 00:04:46.460]  我就常常想到今天
[00:04:46.460 --> 00:04:51.900]  我們也真的是處在一個動盪不安的世代當中
[00:04:51.900 --> 00:04:55.180]  我們怎麼樣能夠在這樣動盪不安的世代當中
[00:04:55.180 --> 00:04:57.860]  明白自己的位分
[00:04:57.860 --> 00:05:03.220]  能夠抓住神所給我們的機會來為主而活
[00:05:03.220 --> 00:05:05.620]  這是非常重要的課題
[00:05:05.620 --> 00:05:07.620]  所以今天早上從三方面
[00:05:07.620 --> 00:05:08.780]  我們怎麼樣看見
[00:05:08.780 --> 00:05:13.140]  怎麼樣抓住現今的時機來為主而活
[00:05:13.140 --> 00:05:14.940]  第一件事情
[00:05:14.940 --> 00:05:17.780]  我們一定要建立一個屬神的價值觀
[00:05:17.780 --> 00:05:23.220]  跟你們說要建立屬神的價值觀
[00:05:23.220 --> 00:05:25.500]  我相信今天當我們來到這裡
[00:05:25.500 --> 00:05:29.180]  每一個人心中一定有個渴望
[00:05:29.180 --> 00:05:30.900]  但是我們願意為主而活
[00:05:30.900 --> 00:05:31.860]  不是嗎
[00:05:31.860 --> 00:05:34.140]  否則你不會來到這裡
[00:05:34.140 --> 00:05:36.100]  但是我卻要告訴你
[00:05:36.100 --> 00:05:39.980]  光是願意的心是不夠的
[00:05:39.980 --> 00:05:43.620]  跟你們說光是願意是不夠的
[00:05:43.620 --> 00:05:47.220]  我越來越看見今天我們需要
[00:05:47.220 --> 00:05:51.620]  是一個決心跟一個抉擇
[00:05:51.620 --> 00:05:54.220]  而這種決心跟抉擇
[00:05:54.220 --> 00:05:59.020]  是建立在一個價值觀的轉換上
[00:05:59.020 --> 00:06:01.380]  什麼是價值觀呢
[00:06:01.380 --> 00:06:02.780]  其實一個人的價值觀
[00:06:02.780 --> 00:06:06.060]  在平常是看不大出來的
[00:06:06.060 --> 00:06:09.260]  因為每一天你都跟別人一樣
[00:06:09.260 --> 00:06:13.180]  上班、下班、吃飯、睡覺
[00:06:13.180 --> 00:06:15.980]  跟別人沒有什麼兩樣
[00:06:15.980 --> 00:06:19.860]  一個人的價值觀在平常是看不出來的
[00:06:19.860 --> 00:06:23.060]  只有當你在遇見生命的衝擊
[00:06:23.060 --> 00:06:25.180]  環境的改變的時候
[00:06:25.180 --> 00:06:30.620]  忽然間你發現你需要做一個抉擇
[00:06:30.620 --> 00:06:35.700]  而價值觀就在這個時刻顯明出來了
[00:06:35.700 --> 00:06:39.460]  以斯帖就是遇到這樣的抉擇的時刻
[00:06:39.460 --> 00:06:44.220]  你知道當時以斯帖在亞哈水乳王的王宮裡做王后
[00:06:44.220 --> 00:06:46.580]  實際上雖然他是一個猶太人
[00:06:46.580 --> 00:06:47.860]  但他進宮的時候
[00:06:47.860 --> 00:06:50.780]  他卻隱藏了他的身份
[00:06:50.780 --> 00:06:52.180]  換句話說他只是一個
[00:06:52.180 --> 00:06:55.860]  暗地裡的猶太人而已
[00:06:55.860 --> 00:06:58.580]  我就看今天很多基督徒不也是如此嗎
[00:06:58.580 --> 00:07:00.260]  在教會裡面是基督徒
[00:07:00.260 --> 00:07:01.580]  一走出教會
[00:07:01.580 --> 00:07:05.260]  就希望最好沒有人認出你是基督徒
[00:07:05.260 --> 00:07:07.260]  所以在外面要吃飯、謝飯、禱告
[00:07:07.260 --> 00:07:09.060]  趕快摸一下眼鏡
[00:07:09.060 --> 00:07:10.220]  匆匆忙忙禱告
[00:07:10.220 --> 00:07:12.260]  希望沒人看見你
[00:07:12.260 --> 00:07:15.860]  美其名是不要羞辱主的名字
[00:07:15.860 --> 00:07:21.700]  但實際上我們卻不敢承擔一個做基督徒的責任
[00:07:21.700 --> 00:07:23.460]  以斯帖也是這樣
[00:07:23.460 --> 00:07:27.220]  本來他在王宮中生活很安定的
[00:07:27.220 --> 00:07:31.260]  他的信仰跟生活環境相安無事
[00:07:31.260 --> 00:07:34.140]  井水不犯河水
[00:07:34.140 --> 00:07:35.340]  可就在這個時刻
[00:07:35.340 --> 00:07:38.620]  亞哈水乳王一個手下叫哈曼
[00:07:38.620 --> 00:07:43.340]  他想用計要殺死境內所有一切猶太人
[00:07:43.340 --> 00:07:46.540]  你就發現環境轉變了
[00:07:46.540 --> 00:07:48.420]  環境一轉變
[00:07:48.420 --> 00:07:51.300]  你就面對一個選擇
[00:07:51.300 --> 00:07:54.420]  以斯帖就面對一個抉擇
[00:07:54.420 --> 00:07:56.980]  他只要選擇世界的道路
[00:07:56.980 --> 00:08:00.020]  繼續暗地裡做猶太人呢
[00:08:00.020 --> 00:08:03.220]  還是要選擇屬神的道路
[00:08:03.220 --> 00:08:06.180]  挺身承認自己是猶太人
[00:08:06.180 --> 00:08:09.340]  而且與神的選民一同站立
[00:08:09.340 --> 00:08:12.780]  尋求神的拯救呢
[00:08:12.780 --> 00:08:15.220]  以斯帖正面臨一個選擇
[00:08:15.220 --> 00:08:18.700]  一個價值觀的選擇
[00:08:18.700 --> 00:08:21.820]  同樣今天我們每一位信主的人
[00:08:21.820 --> 00:08:25.260]  當我們生活在這樣一個充滿危機的時代
[00:08:25.260 --> 00:08:28.580]  我們看見我們的環境在快速轉變當中
[00:08:28.580 --> 00:08:30.700]  在這一切轉變的過程當中
[00:08:30.700 --> 00:08:34.300]  其實我們也面對一個選擇你知道嗎
[00:08:34.300 --> 00:08:38.820]  我們是要繼續只是暗地裡做基督徒呢
[00:08:38.820 --> 00:08:41.340]  只是過我們自己想要過的生活
[00:08:41.340 --> 00:08:43.180]  忙我們自己的事情
[00:08:43.180 --> 00:08:45.860]  為我們自己找出路呢
[00:08:45.860 --> 00:08:49.460]  還是我們願意選擇一條神的道路
[00:08:49.460 --> 00:08:51.660]  願意靠著神的能力
[00:08:51.660 --> 00:08:54.100]  勇敢的為神做見證
[00:08:54.100 --> 00:08:57.820]  與神的百姓一同站立在神面前
[00:08:57.820 --> 00:09:00.020]  在這樣彎曲背面的時代
[00:09:00.020 --> 00:09:02.820]  成就神的工作呢
[00:09:02.820 --> 00:09:03.380]  弟兄姊妹
[00:09:03.380 --> 00:09:07.020]  除非在我們心靈深處
[00:09:07.020 --> 00:09:09.860]  能夠做這樣一個抉擇
[00:09:09.860 --> 00:09:13.420]  否則我們是無法為主而活的
[00:09:13.420 --> 00:09:14.380]  Amen
[00:09:14.380 --> 00:09:15.500]  所以第一個
[00:09:15.500 --> 00:09:20.500]  你一定要建立一個屬神的價值觀
[00:09:20.500 --> 00:09:22.860]  第二件事情很重要
[00:09:22.860 --> 00:09:26.340]  你需要拒絕魔鬼的謊言
[00:09:26.340 --> 00:09:30.580]  跟你們說要拒絕魔鬼的謊言
[00:09:30.580 --> 00:09:32.340]  對當時的以斯帖來講
[00:09:32.340 --> 00:09:35.700]  其實在他內心深處不是不願意
[00:09:35.700 --> 00:09:38.260]  就跟我們一樣都很願意
[00:09:38.260 --> 00:09:42.060]  但的確以斯帖面對很大的難處嘛
[00:09:42.060 --> 00:09:43.620]  什麼難處呢
[00:09:43.620 --> 00:09:46.420]  就王宮裡有個法則你知道嗎
[00:09:46.420 --> 00:09:48.820]  那個法則是十一節所說的
[00:09:48.820 --> 00:09:50.300]  說有個定律
[00:09:50.300 --> 00:09:54.260]  如果你不蒙召善至到內院見王
[00:09:54.260 --> 00:09:58.940]  無論男女這裡說必死無疑
[00:09:58.940 --> 00:10:01.140]  雖然說這個法則是有例外的
[00:10:01.140 --> 00:10:02.820]  如果國王親自召見
[00:10:02.820 --> 00:10:04.860]  那當然免死
[00:10:04.860 --> 00:10:06.180]  但以斯帖也知道
[00:10:06.180 --> 00:10:10.580]  過去三十天國王沒有召見過他
[00:10:10.580 --> 00:10:14.180]  所以可見這個環境是非常困難
[00:10:14.180 --> 00:10:15.540]  同樣今天我看見很多的時候
[00:10:15.540 --> 00:10:16.620]  我們做基督徒的
[00:10:16.620 --> 00:10:19.740]  我們心裡雖然很願意走上屬神的道路
[00:10:19.740 --> 00:10:22.100]  但同樣今天我們也面對很多
[00:10:22.100 --> 00:10:25.140]  生活環境的難處
[00:10:25.140 --> 00:10:30.460]  我把它叫做世界的一個法則的瑕疵
[00:10:30.460 --> 00:10:32.740]  什麼叫世界的法則呢
[00:10:32.740 --> 00:10:35.260]  就世界的價值觀嘛
[00:10:35.260 --> 00:10:37.540]  第二點今天我們從小長大
[00:10:37.540 --> 00:10:41.100]  我們一直被世界的價值觀所影響的
[00:10:41.100 --> 00:10:43.020]  我們一直跟隨著世界的價值觀
[00:10:43.020 --> 00:10:48.620]  從小長大一直在攀登所謂的成功階梯
[00:10:48.620 --> 00:10:50.380]  所以以前你來到美國
[00:10:50.380 --> 00:10:51.820]  我們這一代
[00:10:51.820 --> 00:10:53.460]  我們都強調五子登科
[00:10:53.460 --> 00:10:55.180]  記得嗎
[00:10:55.180 --> 00:10:56.380]  在我們這一代
[00:10:56.380 --> 00:10:57.580]  五子登科
[00:10:57.580 --> 00:10:58.900]  哪五子呢
[00:10:58.900 --> 00:11:00.100]  你一定要帽子了
[00:11:00.100 --> 00:11:00.900]  車子了
[00:11:00.900 --> 00:11:01.740]  妻子了
[00:11:01.740 --> 00:11:02.460]  房子了
[00:11:02.460 --> 00:11:03.900]  孩子了
[00:11:03.900 --> 00:11:06.900]  我們重要以前的價值觀就是如此
[00:11:06.900 --> 00:11:08.460]  現在當來到矽谷
[00:11:08.460 --> 00:11:10.420]  什麼五子登科通通沒有用
[00:11:10.420 --> 00:11:11.540]  錢最重要
[00:11:11.540 --> 00:11:13.300]  不是嗎
[00:11:13.300 --> 00:11:15.100]  所以忙著買股票
[00:11:15.100 --> 00:11:17.180]  投資房產
[00:11:17.180 --> 00:11:19.420]  我們努力的工作
[00:11:19.420 --> 00:11:21.740]  為什麼需要錢呢
[00:11:21.740 --> 00:11:25.260]  因為我們害怕生活沒有保障
[00:11:25.260 --> 00:11:27.900]  害怕不能生存
[00:11:27.900 --> 00:11:29.860]  所以我們需要不斷的加班
[00:11:29.860 --> 00:11:31.020]  投資買賣
[00:11:31.020 --> 00:11:33.460]  中年還要創業
[00:11:33.460 --> 00:11:35.540]  以至於我們不再有時間親近神了
[00:11:35.540 --> 00:11:39.100]  不再有時間在家人與家人在一起溝通了
[00:11:39.100 --> 00:11:42.740]  難怪我們看見現在的家庭問題重重
[00:11:42.740 --> 00:11:44.900]  因為夫妻之間不再有時間溝通了
[00:11:44.900 --> 00:11:48.460]  父母兒女之間不再有時間溝通了
[00:11:48.460 --> 00:11:48.940]  但第二點
[00:11:48.940 --> 00:11:53.060]  今天這個世界價值觀所帶給我們是滿足的人生嗎
[00:11:53.060 --> 00:11:54.820]  一點都不是的
[00:11:54.820 --> 00:11:57.060]  我們看見世界價值觀所帶給我們的
[00:11:57.060 --> 00:11:58.380]  就像索羅王所說的
[00:11:58.380 --> 00:11:59.580]  虛空的虛空
[00:11:59.580 --> 00:12:02.860]  凡事都是虛空
[00:12:02.860 --> 00:12:03.500]  其實我告訴你
[00:12:03.500 --> 00:12:06.140]  不像索羅王告訴我們
[00:12:06.140 --> 00:12:09.020]  我們自己不都感覺到何等疲倦嗎
[00:12:09.020 --> 00:12:11.180]  不是嗎
[00:12:11.180 --> 00:12:11.980]  但是為什麼
[00:12:11.980 --> 00:12:14.140]  我常常在想
[00:12:14.140 --> 00:12:16.700]  為什麼冥冥之道是如此
[00:12:16.700 --> 00:12:20.460]  你我難道不知道這世界道路之中是虛空的虛空嗎
[00:12:20.460 --> 00:12:23.020]  我們都知道
[00:12:23.020 --> 00:12:25.540]  但為什麼冥冥之道
[00:12:25.540 --> 00:12:29.740]  可是我們還是走在這個世界道路上呢
[00:12:29.740 --> 00:12:31.820]  我越來越明白
[00:12:31.820 --> 00:12:36.220]  那就是因為在我們心靈深處有一個恐懼
[00:12:36.220 --> 00:12:37.940]  害怕
[00:12:37.940 --> 00:12:39.780]  害怕什麼
[00:12:39.780 --> 00:12:41.780]  害怕如果不按照世界的潮流的話
[00:12:41.780 --> 00:12:44.260]  我們就不能成功了
[00:12:44.260 --> 00:12:45.580]  如果不按照世界的方式
[00:12:45.580 --> 00:12:48.940]  就甚至生存都不可能生存
[00:12:48.940 --> 00:12:51.380]  好像這個世界的法則在告訴我們一件事情
[00:12:51.380 --> 00:12:54.660]  如果不按照世界的法則來生活的話
[00:12:54.660 --> 00:12:58.020]  死路一條
[00:12:58.020 --> 00:12:59.820]  這種恐懼
[00:12:59.820 --> 00:13:01.260]  這種害怕
[00:13:01.260 --> 00:13:04.900]  深深的捆鎖我們的心
[00:13:04.900 --> 00:13:06.620]  雖然我們心裡願意為主而活
[00:13:06.620 --> 00:13:11.140]  可是自終我們無法走上這條道路
[00:13:11.140 --> 00:13:12.380]  我們看見弟兄姊妹
[00:13:12.380 --> 00:13:14.020]  多少時候我們做基督徒
[00:13:14.020 --> 00:13:17.580]  雖然我們口裡承認主耶穌是主
[00:13:17.580 --> 00:13:19.220]  可是我們心中
[00:13:19.220 --> 00:13:23.940]  卻是不斷的跟隨世界的法則在走
[00:13:23.940 --> 00:13:26.300]  但弟兄姊妹今天我一定要告訴你
[00:13:26.300 --> 00:13:28.980]  這個非常清楚你告訴你這件事情
[00:13:28.980 --> 00:13:32.660]  這個世界的法則是魔鬼的謊言
[00:13:32.660 --> 00:13:33.820]  你們
[00:13:33.820 --> 00:13:39.140]  跟你媽說世界法則是魔鬼的謊言
[00:13:39.140 --> 00:13:41.940]  魔鬼要以斯帖相信
[00:13:41.940 --> 00:13:46.780]  如果沒有王的蒙召進入內室必死無疑
[00:13:46.780 --> 00:13:50.500]  所以他不敢進到宮內去見王
[00:13:50.500 --> 00:13:54.620]  魔鬼要我們相信說不按照世界的方法去做
[00:13:54.620 --> 00:13:57.980]  無法成功也無法生存
[00:13:57.980 --> 00:14:02.580]  但事實上這兩個都是魔鬼的謊言
[00:14:02.580 --> 00:14:06.860]  結果後來當以斯帖憑信心進入王的內室的時候
[00:14:06.860 --> 00:14:10.140]  我請問你以斯帖死了嗎
[00:14:10.140 --> 00:14:12.180]  沒有死
[00:14:12.180 --> 00:14:15.580]  神使國王開恩
[00:14:15.580 --> 00:14:17.140]  他不但沒有死
[00:14:17.140 --> 00:14:20.180]  而且至終讓猶太人得蒙拯救
[00:14:20.180 --> 00:14:22.260]  Hallelujah
[00:14:22.260 --> 00:14:25.940]  同樣今天我們生活在戲谷的人
[00:14:25.940 --> 00:14:29.300]  雖然我知道你們的壓力很大
[00:14:29.300 --> 00:14:32.340]  雖然我常常聽見我的弟兄們對我說
[00:14:32.340 --> 00:14:38.100]  牧師人在江湖身不由己
[00:14:38.100 --> 00:14:43.180]  這個世界好像網羅一樣把我們困住了
[00:14:43.180 --> 00:14:45.860]  雖然是如此弟兄姐妹
[00:14:45.860 --> 00:14:48.740]  可是我就告訴你一個好消息
[00:14:48.740 --> 00:14:51.580]  這個世界雖然像猛獸
[00:14:51.580 --> 00:14:54.220]  這個世界雖然像洪水
[00:14:54.220 --> 00:14:56.860]  這個世界雖然像網羅
[00:14:56.860 --> 00:15:01.380]  可是神的話卻告訴我們這個網羅是破裂的網羅
[00:15:01.380 --> 00:15:02.540]  Amen
[00:15:02.540 --> 00:15:05.580]  詩篇124篇第七節
[00:15:05.580 --> 00:15:08.780]  說我們好像雀鳥從不了人的網羅裡逃脫
[00:15:08.780 --> 00:15:10.340]  網羅破裂
[00:15:10.340 --> 00:15:11.660]  我們怎麼
[00:15:11.660 --> 00:15:13.460]  逃脫了
[00:15:13.460 --> 00:15:14.460]  換句話說
[00:15:14.460 --> 00:15:18.060]  我們的神是到如今為我們開路的神
[00:15:18.060 --> 00:15:19.060]  Amen
[00:15:19.060 --> 00:15:20.300]  Hallelujah
[00:15:20.300 --> 00:15:21.620]  上禮拜我講了
[00:15:21.620 --> 00:15:23.340]  只要你在生命和
[00:15:23.340 --> 00:15:26.340]  這個開路的恩高就在
[00:15:26.340 --> 00:15:28.060]  誰身上
[00:15:28.060 --> 00:15:29.340]  就在我們身上
[00:15:29.340 --> 00:15:30.700]  Amen
[00:15:30.700 --> 00:15:31.780]  今天早上
[00:15:31.780 --> 00:15:33.580]  Simon Bailey太棒了
[00:15:33.580 --> 00:15:35.460]  約瑟的恩高
[00:15:35.460 --> 00:15:36.580]  你有夢想嗎
[00:15:36.580 --> 00:15:38.780]  我們教會今年的目標是什麼
[00:15:38.780 --> 00:15:40.180]  夢想
[00:15:40.180 --> 00:15:41.220]  禱告
[00:15:41.220 --> 00:15:42.380]  行動
[00:15:42.380 --> 00:15:44.140]  你有夢想嗎
[00:15:44.140 --> 00:15:45.340]  不要灰心
[00:15:45.340 --> 00:15:46.500]  時候到了
[00:15:46.500 --> 00:15:48.860]  神要使你夢想實現
[00:15:48.860 --> 00:15:49.700]  Amen
[00:15:49.700 --> 00:15:53.140]  神是為我們開路的神
[00:15:53.140 --> 00:15:56.380]  當我們選擇憑信心來跟從神
[00:15:56.380 --> 00:15:59.060]  當我們選擇順從主的命令
[00:15:59.060 --> 00:16:01.460]  神要為我們打開一個敞開的門
[00:16:01.460 --> 00:16:02.740]  是沒有人能關的
[00:16:02.740 --> 00:16:04.100]  Amen
[00:16:04.100 --> 00:16:07.420]  今天我看見有多少的弟兄姊妹
[00:16:07.420 --> 00:16:10.100]  雖然在心智上很願意
[00:16:10.100 --> 00:16:13.020]  可是卻面對現實的難關
[00:16:13.020 --> 00:16:15.540]  無法走在神的道路上
[00:16:15.540 --> 00:16:16.860]  就是因為不明白
[00:16:16.860 --> 00:16:19.260]  其實這個世界的法則
[00:16:19.260 --> 00:16:21.060]  是仇敵的謊言
[00:16:21.060 --> 00:16:22.700]  但事實上弟兄姊妹
[00:16:22.700 --> 00:16:24.860]  今天我們的神是住在我們
[00:16:24.860 --> 00:16:26.460]  與我們同在的神
[00:16:26.460 --> 00:16:27.940]  所以說祂是我們的牧者
[00:16:27.940 --> 00:16:30.340]  我們必不自缺乏
[00:16:30.340 --> 00:16:31.660]  Hallelujah
[00:16:31.660 --> 00:16:35.060]  跟你媽說你必不自缺乏的
[00:16:35.060 --> 00:16:36.940]  你相信嗎
[00:16:36.940 --> 00:16:39.500]  你必不自缺乏
[00:16:39.500 --> 00:16:42.980]  那住在我們裡面的是比那在世界上的
[00:16:42.980 --> 00:16:44.460]  更大
[00:16:44.460 --> 00:16:46.540]  Hallelujah
[00:16:46.540 --> 00:16:49.780]  如果在你心裡面現在有憂慮
[00:16:49.780 --> 00:16:51.700]  有恐懼
[00:16:51.700 --> 00:16:53.540]  你就要帶到主的面前來
[00:16:53.540 --> 00:16:58.460]  要宣告耶穌才是我的主
[00:16:58.460 --> 00:17:00.860]  如果耶穌真的是主
[00:17:00.860 --> 00:17:03.540]  沒有一件事情值得你憂慮
[00:17:03.540 --> 00:17:05.780]  如果耶穌真是你的主
[00:17:05.780 --> 00:17:08.340]  沒有一件事值得你懼怕
[00:17:08.340 --> 00:17:09.620]  Amen
[00:17:09.620 --> 00:17:11.020]  我們看見
[00:17:11.020 --> 00:17:14.940]  神在我們裡面要天天率領我們
[00:17:14.940 --> 00:17:16.620]  向仇敵來誇聖的
[00:17:16.620 --> 00:17:17.940]  Hallelujah
[00:17:17.940 --> 00:17:19.980]  所以第二個你一定要拒絕魔鬼的謊言
[00:17:19.980 --> 00:17:21.660]  第三個
[00:17:21.660 --> 00:17:23.580]  要抓住現今的機會
[00:17:23.580 --> 00:17:27.060]  跟你媽說要抓住現今的機會
[00:17:27.060 --> 00:17:28.380]  十四節我們看見
[00:17:28.380 --> 00:17:29.580]  這是最出名的一句話
[00:17:29.580 --> 00:17:31.580]  莫迪改提醒以斯帖
[00:17:31.580 --> 00:17:34.100]  言之你得了王后的位分
[00:17:34.100 --> 00:17:37.140]  不是為了現今的機會
[00:17:37.140 --> 00:17:40.860]  每一個位分都是一個機會
[00:17:40.860 --> 00:17:44.180]  也許你不像以斯帖有王后的位分
[00:17:44.180 --> 00:17:47.340]  但神給你很多其他的位分
[00:17:47.340 --> 00:17:49.020]  你的身份
[00:17:49.020 --> 00:17:50.100]  就是個位分
[00:17:50.100 --> 00:17:51.740]  想到過沒有
[00:17:51.740 --> 00:17:53.620]  無論你是單身的
[00:17:53.620 --> 00:17:55.060]  結婚的
[00:17:55.060 --> 00:17:56.340]  單親的
[00:17:56.340 --> 00:17:57.900]  甚至家庭主婦
[00:17:57.900 --> 00:17:58.700]  打工的
[00:17:58.700 --> 00:18:00.460]  做主管的
[00:18:00.460 --> 00:18:04.460]  你的身份的本身就是一個位分
[00:18:04.460 --> 00:18:07.700]  你的工作就是你的位分
[00:18:07.700 --> 00:18:11.140]  這些日子來我們一直強調職場侍奉
[00:18:11.140 --> 00:18:12.740]  你的職場
[00:18:12.740 --> 00:18:15.060]  就是神所給你的位分
[00:18:15.060 --> 00:18:19.380]  我深深的相信今天神之所以要賜恩典給我們
[00:18:19.380 --> 00:18:21.140]  不只是為了我們的好處
[00:18:21.140 --> 00:18:23.340]  過更好的生活而已
[00:18:23.340 --> 00:18:26.220]  我相信神今天把我們帶到美國來
[00:18:26.220 --> 00:18:29.700]  神讓我們生活在這樣安逸的環境裡面
[00:18:29.700 --> 00:18:31.860]  神讓我們垂聽我們的禱告
[00:18:31.860 --> 00:18:33.700]  神施恩典給我們
[00:18:33.700 --> 00:18:36.460]  不是單為我們自己的好處
[00:18:36.460 --> 00:18:37.580]  我深深的相信
