
[00:00:00.000 --> 00:00:02.000]  鼎姊妹 午安
[00:01:34.000 --> 00:01:36.000]  亦都生了
[00:01:36.000 --> 00:01:38.000]  同福堂 尖福堂
[00:01:38.000 --> 00:01:40.000]  同福堂有了
[00:01:40.000 --> 00:01:42.000]  很多其他的
[00:01:42.000 --> 00:01:44.000]  仔仔女女 所以那些是你們的
[00:01:44.000 --> 00:01:46.000]  曾孫
[00:01:46.000 --> 00:01:48.000]  尖福堂亦都有全福堂
[00:01:48.000 --> 00:01:50.000]  所以亦都是
[00:01:50.000 --> 00:01:52.000]  你們的曾孫
[00:01:52.000 --> 00:01:54.000]  所以我相信
[00:01:54.000 --> 00:01:56.000]  不止11個仔女
[00:01:56.000 --> 00:01:58.000]  亦都不止
[00:01:58.000 --> 00:02:00.000]  11個孫子 可能很多
[00:02:00.000 --> 00:02:02.000]  在孫子以外
[00:02:02.000 --> 00:02:04.000]  已經有曾孫
[00:02:04.000 --> 00:02:06.000]  感謝神 神給我們
[00:02:06.000 --> 00:02:08.000]  這個
[00:02:08.000 --> 00:02:10.000]  屬靈的恩典
[00:02:10.000 --> 00:02:12.000]  和福氣
[00:02:12.000 --> 00:02:14.000]  不是叫我們只是
[00:02:14.000 --> 00:02:16.000]  獨有 祂是要我們
[00:02:16.000 --> 00:02:18.000]  與人分享
[00:02:18.000 --> 00:02:20.000]  讓我們的社區 我們的城市
[00:02:20.000 --> 00:02:22.000]  甚至我們的國家 直到地極
[00:02:22.000 --> 00:02:24.000]  都能夠充滿著
[00:02:24.000 --> 00:02:26.000]  上帝的指紋 祂的百姓
[00:02:26.000 --> 00:02:28.000]  是將救恩
[00:02:28.000 --> 00:02:30.000]  耶穌基督能夠賜人
[00:02:30.000 --> 00:02:32.000]  永生真正
[00:02:32.000 --> 00:02:34.000]  那個盼望的緣
[00:02:34.000 --> 00:02:36.000]  緣由 與人講得
[00:02:36.000 --> 00:02:38.000]  清清楚楚 求主繼續
[00:02:38.000 --> 00:02:40.000]  恩代我們 40年前
[00:02:40.000 --> 00:02:42.000]  我們看到
[00:02:42.000 --> 00:02:44.000]  加里遜牧師
[00:02:44.000 --> 00:02:46.000]  在窩福堂
[00:02:46.000 --> 00:02:48.000]  當時他就是
[00:02:48.000 --> 00:02:50.000]  看到一個異象
[00:02:50.000 --> 00:02:52.000]  他看到一班在海外
[00:02:52.000 --> 00:02:54.000]  留學回來的弟兄姊妹
[00:02:54.000 --> 00:02:56.000]  他們在
[00:02:56.000 --> 00:02:58.000]  中環那邊上班
[00:02:58.000 --> 00:03:00.000]  他就挑戰他們
[00:03:00.000 --> 00:03:02.000]  你們有沒有這個負擔
[00:03:02.000 --> 00:03:04.000]  願意出去 在中環那邊
[00:03:04.000 --> 00:03:06.000]  開展一個
[00:03:06.000 --> 00:03:08.000]  崇拜和
[00:03:08.000 --> 00:03:10.000]  課安的事工
[00:03:10.000 --> 00:03:12.000]  談何容易呢 如果一開始
[00:03:12.000 --> 00:03:14.000]  在中環那些地方
[00:03:14.000 --> 00:03:16.000]  你去哪裏找一個地方來崇拜呢
[00:03:16.000 --> 00:03:18.000]  那時是1984年
[00:03:18.000 --> 00:03:20.000]  開了一個
[00:03:20.000 --> 00:03:22.000]  香港教會歷史的先河
[00:03:22.000 --> 00:03:24.000]  就是
[00:03:24.000 --> 00:03:26.000]  我們租用
[00:03:26.000 --> 00:03:28.000]  酒店的球室
[00:03:28.000 --> 00:03:30.000]  因為星期日早上
[00:03:30.000 --> 00:03:32.000]  通常酒店的球室
[00:03:32.000 --> 00:03:34.000]  是晚上有些宴會
[00:03:34.000 --> 00:03:36.000]  那麼早
[00:03:36.000 --> 00:03:38.000]  九點
[00:03:38.000 --> 00:03:40.000]  十點 十一點
[00:03:40.000 --> 00:03:42.000]  這些時間 人家不會在球室有什麼功能
[00:03:42.000 --> 00:03:44.000]  很感恩
[00:03:44.000 --> 00:03:46.000]  我們結果
[00:03:46.000 --> 00:03:48.000]  就是84年開展
[00:03:48.000 --> 00:03:50.000]  港福堂
[00:03:50.000 --> 00:03:52.000]  由起初幾十人
[00:03:52.000 --> 00:03:54.000]  到現在有
[00:03:54.000 --> 00:03:56.000]  接近二千人的一個會眾
[00:03:56.000 --> 00:03:58.000]  這一切都是神的很多恩典
[00:03:58.000 --> 00:04:00.000]  我們在十年前
[00:04:00.000 --> 00:04:02.000]  也開展兩文三語
[00:04:02.000 --> 00:04:04.000]  的一個服事
[00:04:04.000 --> 00:04:06.000]  有一個英語的崇拜
[00:04:06.000 --> 00:04:08.000]  有一個國語的崇拜
[00:04:08.000 --> 00:04:10.000]  他們的會眾都是各自
[00:04:10.000 --> 00:04:12.000]  大概二百人左右
[00:04:12.000 --> 00:04:14.000]  我們也有一個
[00:04:14.000 --> 00:04:16.000]  清少的崇拜
[00:04:16.000 --> 00:04:18.000]  再加上我們四堂的語語崇拜
[00:04:18.000 --> 00:04:20.000]  總共有七堂的崇拜
[00:04:20.000 --> 00:04:22.000]  在每個週末進行
[00:04:22.000 --> 00:04:24.000]  我們感謝神
[00:04:24.000 --> 00:04:26.000]  神給我們互相鼓勵
[00:04:26.000 --> 00:04:28.000]  一起在神的角度裏面
[00:04:28.000 --> 00:04:30.000]  雖然我們身處
[00:04:30.000 --> 00:04:32.000]  不同的城市的地方
[00:04:32.000 --> 00:04:34.000]  但我們是有
[00:04:34.000 --> 00:04:36.000]  同一的使命
[00:04:36.000 --> 00:04:38.000]  我們都要將福音
[00:04:38.000 --> 00:04:40.000]  真是很好的與人去分享
[00:04:40.000 --> 00:04:42.000]  感謝神剛才
[00:04:42.000 --> 00:04:44.000]  主席也帶過我們
[00:04:44.000 --> 00:04:46.000]  讀出這一段經文
[00:04:46.000 --> 00:04:48.000]  《約翰福音》十三章三十四至三十五節
[00:04:48.000 --> 00:04:50.000]  我相信大家都
[00:04:50.000 --> 00:04:52.000]  很耳熟能詳
[00:04:52.000 --> 00:04:54.000]  雖然這兩節聖經
[00:04:54.000 --> 00:04:56.000]  這麼短
[00:04:56.000 --> 00:04:58.000]  但裏面所包含的意義
[00:04:58.000 --> 00:05:00.000]  是很豐富的
[00:05:00.000 --> 00:05:02.000]  我們從約翰福音
[00:05:02.000 --> 00:05:04.000]  在聖經的前文裏
[00:05:04.000 --> 00:05:06.000]  我們會看見
[00:05:06.000 --> 00:05:08.000]  是主慧門和洗腳
[00:05:08.000 --> 00:05:10.000]  並預言祂會被人出賣
[00:05:10.000 --> 00:05:12.000]  然後是由
[00:05:12.000 --> 00:05:14.000]  十三章到十六章
[00:05:14.000 --> 00:05:16.000]  主耶穌是親自
[00:05:16.000 --> 00:05:18.000]  跟我們講最後的一個
[00:05:18.000 --> 00:05:20.000]  教導
[00:05:20.000 --> 00:05:22.000]  提醒他們
[00:05:22.000 --> 00:05:24.000]  他們必須來
[00:05:24.000 --> 00:05:26.000]  活出這一種
[00:05:26.000 --> 00:05:28.000]  新的命令
[00:05:28.000 --> 00:05:30.000]  這個新的命令
[00:05:30.000 --> 00:05:32.000]  等下我會詳細再和大家講
[00:05:32.000 --> 00:05:34.000]  但在十三章三十六節到十四章六節
[00:05:34.000 --> 00:05:36.000]  那裏講到
[00:05:36.000 --> 00:05:38.000]  真正的生命之道
[00:05:38.000 --> 00:05:40.000]  耶穌就是我們
[00:05:40.000 --> 00:05:42.000]  每一個人都需要的
[00:05:42.000 --> 00:05:44.000]  生命的糧
[00:05:44.000 --> 00:05:46.000]  我們有了祂的說話
[00:05:46.000 --> 00:05:48.000]  我們生命才能夠真正的滿足
[00:05:48.000 --> 00:05:50.000]  我們的喜樂
[00:05:50.000 --> 00:05:52.000]  平安 盼望的源頭
[00:05:52.000 --> 00:05:54.000]  都是因為基督耶穌
[00:05:54.000 --> 00:05:56.000]  祂的說話和應許
[00:05:56.000 --> 00:05:58.000]  所以當他講到十五章的時候
[00:05:58.000 --> 00:06:00.000]  十四到十六章就提到
[00:06:00.000 --> 00:06:02.000]  主耶穌說
[00:06:02.000 --> 00:06:04.000]  不是丟棄我們
[00:06:04.000 --> 00:06:06.000]  孤兒寡婦
[00:06:06.000 --> 00:06:08.000]  祂要透過聖靈住在我們裏面
[00:06:08.000 --> 00:06:10.000]  雖然祂要升天
[00:06:10.000 --> 00:06:12.000]  祂要為我們受死
[00:06:12.000 --> 00:06:14.000]  然後復活升天
[00:06:14.000 --> 00:06:16.000]  但祂不是丟棄我們
[00:06:16.000 --> 00:06:18.000]  祂差遣聖靈住在每一個
[00:06:18.000 --> 00:06:20.000]  神的兒女的心中
[00:06:20.000 --> 00:06:22.000]  這個關鍵很重要
[00:06:22.000 --> 00:06:24.000]  這個關鍵正正是
[00:06:24.000 --> 00:06:26.000]  我們今天能否
[00:06:26.000 --> 00:06:28.000]  活出神要我們彼此相愛
[00:06:28.000 --> 00:06:30.000]  這種原動力
[00:06:30.000 --> 00:06:32.000]  在十五章裏面
[00:06:32.000 --> 00:06:34.000]  也提到我們要
[00:06:34.000 --> 00:06:36.000]  住在主的裏面
[00:06:36.000 --> 00:06:38.000]  這個住這個字
[00:06:38.000 --> 00:06:40.000]  就不是像旅行一樣
[00:06:40.000 --> 00:06:42.000]  我在酒店住幾天
[00:06:42.000 --> 00:06:44.000]  那個地方住幾天
[00:06:44.000 --> 00:06:46.000]  這個住是
[00:06:46.000 --> 00:06:48.000]  永遠地
[00:06:48.000 --> 00:06:50.000]  住在主的裏面
[00:06:50.000 --> 00:06:52.000]  我們才能夠
[00:06:52.000 --> 00:06:54.000]  多結果子
[00:06:54.000 --> 00:06:56.000]  我們是恆常每一天
[00:06:56.000 --> 00:06:58.000]  你都需要與耶穌結連
[00:06:58.000 --> 00:07:00.000]  因為祂就是真正的葡萄樹
[00:07:00.000 --> 00:07:02.000]  而十七章就提到
[00:07:02.000 --> 00:07:04.000]  主是我們的大祭司
[00:07:04.000 --> 00:07:06.000]  祂在臨別
[00:07:06.000 --> 00:07:08.000]  為門徒祈禱的一個重點
[00:07:08.000 --> 00:07:10.000]  就是要為他們合而為一
[00:07:10.000 --> 00:07:12.000]  來祈禱
[00:07:12.000 --> 00:07:14.000]  我們今天可以彼此相愛
[00:07:14.000 --> 00:07:16.000]  才能夠合一
[00:07:16.000 --> 00:07:18.000]  才能夠達至上帝賦予
[00:07:18.000 --> 00:07:20.000]  地上教會的大使命
[00:07:20.000 --> 00:07:22.000]  這個心意
[00:07:22.000 --> 00:07:24.000]  所以我們說新命令
[00:07:24.000 --> 00:07:26.000]  是彼此相愛的「新」
[00:07:26.000 --> 00:07:28.000]  這個含義是指什麼呢
[00:07:28.000 --> 00:07:30.000]  首先我們從
[00:07:30.000 --> 00:07:32.000]  這個新命令
[00:07:32.000 --> 00:07:34.000]  如果在
[00:07:34.000 --> 00:07:36.000]  探究原文聖經
[00:07:36.000 --> 00:07:38.000]  那個希臘文是在說
[00:07:38.000 --> 00:07:40.000]  Kainos這個字
[00:07:40.000 --> 00:07:42.000]  不是說時間上的新和舊
[00:07:42.000 --> 00:07:44.000]  在舊約聖經
[00:07:44.000 --> 00:07:46.000]  有提醒我們
[00:07:46.000 --> 00:07:48.000]  我們是有
[00:07:48.000 --> 00:07:50.000]  這個神給過我們
[00:07:50.000 --> 00:07:52.000]  這個十誡
[00:07:52.000 --> 00:07:54.000]  但十誡是刻在石板上
[00:07:54.000 --> 00:07:56.000]  去到
[00:07:56.000 --> 00:07:58.000]  這個以西傑書
[00:07:58.000 --> 00:08:00.000]  38章說到
[00:08:00.000 --> 00:08:02.000]  神要賜給我們
[00:08:02.000 --> 00:08:04.000]  祂的靈住在我們裏面
[00:08:04.000 --> 00:08:06.000]  將祂的律法
[00:08:06.000 --> 00:08:08.000]  刻在我們肉心上
[00:08:08.000 --> 00:08:10.000]  神的靈要住在
[00:08:10.000 --> 00:08:12.000]  祂的百姓
[00:08:12.000 --> 00:08:14.000]  祂的子民的心中
[00:08:14.000 --> 00:08:16.000]  所以我們今天
[00:08:16.000 --> 00:08:18.000]  不只是週末才在神的殿
[00:08:18.000 --> 00:08:20.000]  去敬拜
[00:08:20.000 --> 00:08:22.000]  我們是七天都敬拜神的
[00:08:22.000 --> 00:08:24.000]  我們每天無論你是出差
[00:08:24.000 --> 00:08:26.000]  無論你去到任何地方
[00:08:26.000 --> 00:08:28.000]  你每天都需要
[00:08:28.000 --> 00:08:30.000]  去親近神
[00:08:30.000 --> 00:08:32.000]  因為神的靈 神的電
[00:08:32.000 --> 00:08:34.000]  就是在我們的內心
[00:08:34.000 --> 00:08:36.000]  耶穌基督就是那個道成肉身
[00:08:36.000 --> 00:08:38.000]  滄風腐腐的
[00:08:38.000 --> 00:08:40.000]  滿有恩典
[00:08:40.000 --> 00:08:42.000]  和祂的真理
[00:08:42.000 --> 00:08:44.000]  是住在我們裏面
[00:08:44.000 --> 00:08:46.000]  這個Tabernacle這個字
[00:08:46.000 --> 00:08:48.000]  就是一個這樣的意思
[00:08:48.000 --> 00:08:50.000]  而我們將來去到新天新地
[00:08:50.000 --> 00:08:52.000]  也是耶穌要
[00:08:52.000 --> 00:08:54.000]  和我們永遠在一起
[00:08:54.000 --> 00:08:56.000]  而天堂這個地方
[00:08:56.000 --> 00:08:58.000]  就是這個致勝所
[00:08:58.000 --> 00:09:00.000]  是那個真正
[00:09:00.000 --> 00:09:02.000]  致勝所的實現
[00:09:02.000 --> 00:09:04.000]  而我們感謝神
[00:09:04.000 --> 00:09:06.000]  神讓我們今天看到
[00:09:06.000 --> 00:09:08.000]  這個不是新和舊的分別
[00:09:08.000 --> 00:09:10.000]  是在性質上
[00:09:10.000 --> 00:09:12.000]  上帝挑戰
[00:09:12.000 --> 00:09:14.000]  祂自己的百姓子民
[00:09:14.000 --> 00:09:16.000]  我們需要
[00:09:16.000 --> 00:09:18.000]  有這個新的體會
[00:09:18.000 --> 00:09:20.000]  耶穌說
[00:09:20.000 --> 00:09:22.000]  我怎樣愛你們
[00:09:22.000 --> 00:09:24.000]  你們也要怎樣相愛
[00:09:24.000 --> 00:09:26.000]  我們看到
[00:09:26.000 --> 00:09:28.000]  舊約有教導我們
[00:09:28.000 --> 00:09:30.000]  要盡心盡性盡意盡力
[00:09:30.000 --> 00:09:32.000]  愛我們的神
[00:09:32.000 --> 00:09:34.000]  而且我們要
[00:09:34.000 --> 00:09:36.000]  愛人如己
[00:09:36.000 --> 00:09:38.000]  這個生命紀錄章
[00:09:38.000 --> 00:09:40.000]  或者利未記十九章
[00:09:40.000 --> 00:09:42.000]  都有的教導
[00:09:42.000 --> 00:09:44.000]  但這條命令不只是在舊約
[00:09:44.000 --> 00:09:46.000]  去到新約也一樣
[00:09:46.000 --> 00:09:48.000]  耶穌回應
[00:09:48.000 --> 00:09:50.000]  馬克思的提問
[00:09:50.000 --> 00:09:52.000]  最大的界明是什麼
[00:09:52.000 --> 00:09:54.000]  就是你要很好的
[00:09:54.000 --> 00:09:56.000]  全心全意的去愛神
[00:09:56.000 --> 00:09:58.000]  但不是停在那裡
[00:09:58.000 --> 00:10:00.000]  因著愛神的緣故
[00:10:00.000 --> 00:10:02.000]  叫我們能夠去愛別人
[00:10:02.000 --> 00:10:04.000]  而耶穌就是
[00:10:04.000 --> 00:10:06.000]  顯色給我們看見
[00:10:06.000 --> 00:10:08.000]  這個門徒相愛新的要求
[00:10:08.000 --> 00:10:10.000]  我們可以在
[00:10:10.000 --> 00:10:12.000]  今天講章餘下的時間
[00:10:12.000 --> 00:10:14.000]  我希望透過耶穌的生命
[00:10:14.000 --> 00:10:16.000]  和我們展示
[00:10:16.000 --> 00:10:18.000]  我們應該如何學習
[00:10:18.000 --> 00:10:20.000]  彼此相愛
[00:10:20.000 --> 00:10:22.000]  我們再
[00:10:22.000 --> 00:10:24.000]  首先來看看
[00:10:24.000 --> 00:10:26.000]  一位很出名的
[00:10:26.000 --> 00:10:28.000]  已故
[00:10:28.000 --> 00:10:30.000]  在上世紀
[00:10:30.000 --> 00:10:32.000]  是英國的一個大文豪
[00:10:32.000 --> 00:10:34.000]  就是魯易斯
[00:10:34.000 --> 00:10:36.000]  他也是一個哲學家
[00:10:36.000 --> 00:10:38.000]  但他本身原初是一個無神論者
[00:10:38.000 --> 00:10:40.000]  但後來因為他認識了主耶穌
[00:10:40.000 --> 00:10:42.000]  他發現
[00:10:42.000 --> 00:10:44.000]  這是他的生命的
[00:10:44.000 --> 00:10:46.000]  自保
[00:10:46.000 --> 00:10:48.000]  他願意透過這本著作
[00:10:48.000 --> 00:10:50.000]  四種愛
[00:10:50.000 --> 00:10:52.000]  和我們說什麼是真正的愛
[00:10:52.000 --> 00:10:56.000]  我嘗試引述
[00:10:56.000 --> 00:10:58.000]  C.S. Lewis 說的
[00:10:58.000 --> 00:11:00.000]  頭這三種愛
[00:11:00.000 --> 00:11:02.000]  都是上帝賦予人類的
[00:11:02.000 --> 00:11:04.000]  我們可以享用的
[00:11:04.000 --> 00:11:06.000]  但是我們不要濫用
[00:11:06.000 --> 00:11:08.000]  這三種
[00:11:08.000 --> 00:11:10.000]  頭這三種的愛
[00:11:10.000 --> 00:11:12.000]  都需要規範在
[00:11:12.000 --> 00:11:14.000]  第四種愛
[00:11:14.000 --> 00:11:16.000]  就是上帝的
[00:11:16.000 --> 00:11:18.000]  一個最高最大的
[00:11:18.000 --> 00:11:20.000]  一個
[00:11:20.000 --> 00:11:22.000]  美好的
[00:11:22.000 --> 00:11:24.000]  對我們犧牲的愛
[00:11:24.000 --> 00:11:26.000]  親情的愛
[00:11:26.000 --> 00:11:28.000]  首先第一個字
[00:11:28.000 --> 00:11:30.000]  用Storge這個字
[00:11:30.000 --> 00:11:32.000]  他是在說
[00:11:32.000 --> 00:11:34.000]  我們父母和兒女
[00:11:34.000 --> 00:11:36.000]  或者是我們兄弟姊妹
[00:11:36.000 --> 00:11:38.000]  這種有血緣關係的
[00:11:38.000 --> 00:11:40.000]  這種親情
[00:11:40.000 --> 00:11:42.000]  我們在《西洋聖經》裏面
[00:11:42.000 --> 00:11:44.000]  看見這個字
[00:11:44.000 --> 00:11:46.000]  他只是出現
[00:11:46.000 --> 00:11:48.000]  用母親情
[00:11:48.000 --> 00:11:50.000]  這個字眼出現
[00:11:50.000 --> 00:11:52.000]  在《羅馬書》一章三十一節
[00:11:52.000 --> 00:11:54.000]  或者《提摩太后書》三章三節
[00:11:54.000 --> 00:11:56.000]  裏面說到
[00:11:56.000 --> 00:11:58.000]  在末世的時候
[00:11:58.000 --> 00:12:00.000]  人是專顧自己
[00:12:00.000 --> 00:12:02.000]  不顧別人
[00:12:02.000 --> 00:12:04.000]  我們個個都變成很自私
[00:12:04.000 --> 00:12:06.000]  自我、自大
[00:12:06.000 --> 00:12:08.000]  在我們的感情
[00:12:08.000 --> 00:12:10.000]  關係的
[00:12:10.000 --> 00:12:12.000]  理解裏面
[00:12:12.000 --> 00:12:14.000]  就算血緣關係
[00:12:14.000 --> 00:12:16.000]  都變成母親情
[00:12:16.000 --> 00:12:18.000]  這是一個很嚴重的
[00:12:18.000 --> 00:12:20.000]  提醒
[00:12:20.000 --> 00:12:22.000]  我們必須要看到
[00:12:22.000 --> 00:12:24.000]  今天這個世代正是
[00:12:24.000 --> 00:12:26.000]  什麼都是說我
[00:12:26.000 --> 00:12:28.000]  自己的利益
[00:12:28.000 --> 00:12:30.000]  是先行的
[00:12:30.000 --> 00:12:32.000]  為什麼這個世界這麼亂
[00:12:32.000 --> 00:12:34.000]  就是因為當某些國家
[00:12:34.000 --> 00:12:36.000]  走出來說
[00:12:36.000 --> 00:12:38.000]  國家的利益是先行的
[00:12:38.000 --> 00:12:40.000]  我喜歡你國家
[00:12:40.000 --> 00:12:42.000]  有石油
[00:12:42.000 --> 00:12:44.000]  我要你給你不給我就打你
[00:12:44.000 --> 00:12:46.000]  有些無法無天的事
[00:12:46.000 --> 00:12:48.000]  竟然在我們
[00:12:48.000 --> 00:12:50.000]  今天這個年代是出現的
[00:12:50.000 --> 00:12:52.000]  主耶穌回來的日子
[00:12:52.000 --> 00:12:54.000]  更加近、更加逼近
[00:12:54.000 --> 00:12:56.000]  頂尖我們要更謹誠
[00:12:56.000 --> 00:12:58.000]  我們要學習另外第二樣
[00:12:58.000 --> 00:13:00.000]  就是友誼的愛
[00:13:00.000 --> 00:13:02.000]  朋友這種
[00:13:02.000 --> 00:13:04.000]  這種的愛
[00:13:04.000 --> 00:13:06.000]  Galileo的字是從這個字根裏面
[00:13:06.000 --> 00:13:08.000]  出來的
[00:13:08.000 --> 00:13:10.000]  耶穌在約翰15章說
[00:13:10.000 --> 00:13:12.000]  我從此不再稱呼你們作僕人
[00:13:12.000 --> 00:13:14.000]  你們是我的
[00:13:14.000 --> 00:13:16.000]  朋友
[00:13:16.000 --> 00:13:18.000]  耶穌不將父神的心意隱藏
[00:13:18.000 --> 00:13:20.000]  祂要向他的門徒
[00:13:20.000 --> 00:13:22.000]  解說上帝
[00:13:22.000 --> 00:13:24.000]  的心意
[00:13:24.000 --> 00:13:26.000]  要他們可以和祂
[00:13:26.000 --> 00:13:28.000]  傾心吐意來祈禱
[00:13:28.000 --> 00:13:30.000]  這個都是我們今天
[00:13:30.000 --> 00:13:32.000]  看到的舊約
[00:13:32.000 --> 00:13:34.000]  他們和約拿大
[00:13:34.000 --> 00:13:36.000]  他們那種很純粹的
[00:13:36.000 --> 00:13:38.000]  同性之間的感情
[00:13:38.000 --> 00:13:40.000]  那種的關係
[00:13:40.000 --> 00:13:42.000]  是在這種友誼的愛裏面的
[00:13:42.000 --> 00:13:44.000]  而第三種
[00:13:44.000 --> 00:13:46.000]  是情慾的愛
[00:13:46.000 --> 00:13:48.000]  是說男女之間
[00:13:48.000 --> 00:13:50.000]  談戀愛的時候
[00:13:50.000 --> 00:13:52.000]  亦都說到是夫妻之間
[00:13:52.000 --> 00:13:54.000]  那種的
[00:13:54.000 --> 00:13:56.000]  情慾的愛
[00:13:56.000 --> 00:13:58.000]  希臘文就是Eros這個字
[00:13:58.000 --> 00:14:00.000]  這個Eros其實是
[00:14:00.000 --> 00:14:02.000]  針對到是一種很親密的
[00:14:02.000 --> 00:14:04.000]  兩性之間
[00:14:04.000 --> 00:14:06.000]  那種的關係
[00:14:06.000 --> 00:14:08.000]  這種關係就只有
[00:14:08.000 --> 00:14:10.000]  在聖經裏面說
[00:14:10.000 --> 00:14:12.000]  是一夫一妻男與女
[00:14:12.000 --> 00:14:14.000]  這種
[00:14:14.000 --> 00:14:16.000]  交合那種性愛的
[00:14:16.000 --> 00:14:18.000]  關係而有的
[00:14:18.000 --> 00:14:20.000]  但他們這種的情操
[00:14:20.000 --> 00:14:22.000]  不只是說性愛而已
[00:14:22.000 --> 00:14:24.000]  是說兩者
[00:14:24.000 --> 00:14:26.000]  他們是有很親密的彼此
[00:14:26.000 --> 00:14:28.000]  的認識
[00:14:28.000 --> 00:14:30.000]  這三種都必須
[00:14:30.000 --> 00:14:32.000]  要臣服在第四種
[00:14:32.000 --> 00:14:34.000]  就是上帝那種
[00:14:34.000 --> 00:14:36.000]  Agape Love
[00:14:36.000 --> 00:14:38.000]  耶穌說我們犧牲在十字架上
[00:14:38.000 --> 00:14:40.000]  顯明上帝怎樣愛世人
[00:14:40.000 --> 00:14:42.000]  不只是
[00:14:42.000 --> 00:14:44.000]  愛某一個民族
[00:14:44.000 --> 00:14:46.000]  耶穌是愛這個列國萬族
[00:14:46.000 --> 00:14:48.000]  祂最後的心意
[00:14:48.000 --> 00:14:50.000]  是很想在每一個民族裏面
[00:14:50.000 --> 00:14:52.000]  都朝聚有人
[00:14:52.000 --> 00:14:54.000]  因著信服祂的兒子
[00:14:54.000 --> 00:14:56.000]  耶穌
[00:14:56.000 --> 00:14:58.000]  祂在十字架的拯救
[00:14:58.000 --> 00:15:00.000]  而你也成為神的兒女
[00:15:00.000 --> 00:15:02.000]  將來我們在天下
[00:15:02.000 --> 00:15:04.000]  是各族各方各民
[00:15:04.000 --> 00:15:06.000]  都有擇大眾讚
[00:15:06.000 --> 00:15:08.000]  所以感謝神
[00:15:08.000 --> 00:15:10.000]  到時我們不只是會唱
[00:15:10.000 --> 00:15:12.000]  廣東話的詩歌
[00:15:12.000 --> 00:15:14.000]  或者是國語詩歌
[00:15:14.000 --> 00:15:16.000]  或者是英語詩歌
[00:15:16.000 --> 00:15:18.000]  我試過被人問
[00:15:18.000 --> 00:15:20.000]  我們到時唱什麼文呢?
[00:15:20.000 --> 00:15:22.000]  你說呢?
[00:15:22.000 --> 00:15:24.000]  我們到時是唱摩西的新歌
[00:15:24.000 --> 00:15:26.000]  到時是Universal的
[00:15:26.000 --> 00:15:28.000]  我們是共通的
[00:15:28.000 --> 00:15:30.000]  在神的靈那種
[00:15:30.000 --> 00:15:32.000]  愛的交通和朝聚之下
[00:15:32.000 --> 00:15:34.000]  一切都更新了
[00:15:34.000 --> 00:15:36.000]  我感謝神
[00:15:36.000 --> 00:15:38.000]  我們今天
[00:15:38.000 --> 00:15:40.000]  在地上
[00:15:40.000 --> 00:15:42.000]  因為太多人的罪性和自我
[00:15:42.000 --> 00:15:44.000]  我們彼此會
