
[00:00:00.000 --> 00:00:04.640]  更多的教會很喜歡搞不同類型的報道會
[00:04:27.880 --> 00:04:32.680]  另一個在西方社會很著名的報道家叫Bill G. Hart
[00:04:32.680 --> 00:04:37.520]  同樣是很多的西方人如癡如醉的一位講員
[00:04:37.520 --> 00:04:42.760]  還有另外一個西方人叫Bill G. Hart
[00:04:42.760 --> 00:04:47.440]  他們感動了很多年輕人去信耶穌
[00:04:47.440 --> 00:04:49.760]  他們感動了很多年輕人去信耶穌
[00:04:49.760 --> 00:04:51.880]  為甚麼這些年輕人會去相信呢?
[00:04:51.880 --> 00:04:53.360]  為甚麼這些年輕人會去相信呢?
[00:04:53.360 --> 00:04:56.600]  因為他們說去到這些大型的報道會的時候
[00:04:56.600 --> 00:04:59.440]  因為他們覺得去這種大型的報道會的時候
[00:04:59.440 --> 00:05:03.800]  在你面前有成千上萬的參加的會眾
[00:05:03.800 --> 00:05:05.840]  在你面前有成千上萬的會眾
[00:05:05.840 --> 00:05:08.360]  在人多人頭湧湧的時候
[00:05:08.360 --> 00:05:09.720]  在人頭湧湧的時候
[00:05:09.720 --> 00:05:13.040]  又有幾百人的詩班去唱歌
[00:05:13.040 --> 00:05:14.720]  又有幾百人的詩班去唱歌
[00:05:14.720 --> 00:05:17.120]  在這種環境的影響之下
[00:05:17.120 --> 00:05:18.520]  在這種環境下
[00:05:18.520 --> 00:05:21.440]  使人有一種如癡如醉的感覺
[00:05:21.440 --> 00:05:23.280]  使人有一種如癡如醉的感覺
[00:05:23.280 --> 00:05:25.680]  所以當一個講員在講台的時候
[00:05:25.680 --> 00:05:30.560]  去大聲疾呼地去鼓勵人去勸諮詢主的時候
[00:05:30.560 --> 00:05:35.240]  所以當講員在講台上大聲地呼籲大家絕志的時候
[00:05:35.240 --> 00:05:37.160]  很多人就不知道發生甚麼事
[00:05:37.160 --> 00:05:38.840]  手就自己舉了手
[00:05:38.840 --> 00:05:41.200]  很多人不知道自己怎麼回事就舉起了手
[00:05:41.200 --> 00:05:43.040]  又不知道很自然
[00:05:43.040 --> 00:05:45.200]  腳又站了起來就走出去了
[00:05:45.200 --> 00:05:47.760]  自己很自然地就走出去了
[00:05:47.760 --> 00:05:50.440]  有時很多的研究學者
[00:05:50.440 --> 00:05:53.400]  在這方面的報道會的成效上面去發現
[00:05:53.400 --> 00:05:58.040]  有些學者在研究這個報道會的學位上發現
[00:05:58.040 --> 00:06:01.960]  很多這些不諱而又說缺志信主的人
[00:06:01.960 --> 00:06:04.280]  很多人絕志信主的人
[00:06:04.280 --> 00:06:07.480]  他們不是受了聖靈感動而出去的
[00:06:07.480 --> 00:06:09.960]  他們不是受了聖靈感動而出去的
[00:06:09.960 --> 00:06:12.040]  而他們是受了甚麼去感動?
[00:06:12.040 --> 00:06:13.560]  而是受甚麼感動的呢?
[00:06:13.560 --> 00:06:16.760]  原來是受了腎上腺素的影響而出去
[00:06:16.760 --> 00:06:19.040]  而是受腎上腺素的影響而出去
[00:06:19.040 --> 00:06:21.040]  當大家唱到最高興的時候
[00:06:21.040 --> 00:06:22.280]  當大家唱到最高興的時候
[00:06:22.280 --> 00:06:24.240]  腎上腺素就上升了
[00:06:24.240 --> 00:06:25.360]  腎上腺素就上升了
[00:06:25.360 --> 00:06:27.680]  就好像大家去聽演唱會一樣
[00:06:27.680 --> 00:06:30.120]  就好像大家去參加演唱會
[00:06:30.120 --> 00:06:32.120]  先來一輪音樂
[00:06:32.120 --> 00:06:33.720]  先有一場音樂
[00:06:33.720 --> 00:06:37.520]  然後突然間那個歌手
[00:06:37.520 --> 00:06:38.760]  突然間那個歌手
[00:06:38.760 --> 00:06:41.200]  你自己想想哪個歌手都好
[00:06:41.200 --> 00:06:42.760]  你喜歡那個就行了
[00:06:42.760 --> 00:06:44.480]  你想像一下你喜歡的歌手
[00:06:44.480 --> 00:06:46.000]  你喜歡譚詠麟也好
[00:06:46.000 --> 00:06:47.720]  郭富城也好
[00:06:47.720 --> 00:06:50.320]  那些歐的
[00:06:50.320 --> 00:06:51.680]  譚詠麟或郭富城
[00:06:51.680 --> 00:06:53.440]  他一出場你就很高興了
[00:06:53.440 --> 00:06:54.360]  他一出場你就很高興了
[00:06:54.360 --> 00:06:56.360]  腎上腺素一升高
[00:06:56.360 --> 00:06:57.160]  腎上腺素一升高
[00:06:57.160 --> 00:06:59.000]  你真的是隨之而跳舞的
[00:06:59.000 --> 00:07:00.400]  你馬上就隨之而跳舞
[00:07:00.400 --> 00:07:02.520]  所以究竟這些人是不是信主呢?
[00:07:02.520 --> 00:07:04.160]  所以究竟這些人是不是信主呢?
[00:07:04.160 --> 00:07:07.320]  以成千上萬的人去說信了主之後
[00:07:07.320 --> 00:07:10.160]  以成千上萬的人去說信了主之後
[00:07:10.160 --> 00:07:11.640]  看起來好像很成功
[00:07:11.640 --> 00:07:12.520]  看起來好像很成功
[00:07:12.520 --> 00:07:16.040]  那是不是就代表教會的報道時功是成功呢?
[00:07:16.040 --> 00:07:19.040]  就代表教會的報道是很成功嗎?
[00:07:19.040 --> 00:07:22.440]  我們如果更加廣闊宏觀去看
[00:07:22.440 --> 00:07:24.520]  我們更廣闊宏觀來看
[00:07:24.520 --> 00:07:27.560]  從信徒的生命生活來看
[00:07:27.560 --> 00:07:29.320]  從信徒的生命來看
[00:07:29.320 --> 00:07:32.000]  如果當我們在一些工作的場所上面
[00:07:32.000 --> 00:07:33.520]  如果從工作場所裡面
[00:07:33.520 --> 00:07:35.320]  我們做得有聲有色
[00:07:35.320 --> 00:07:36.560]  我們做得有聲有色
[00:07:36.560 --> 00:07:40.120]  是不是這個時候我們就可以自己去居功於自己呢?
[00:07:40.120 --> 00:07:43.360]  是不是自己就可以覺得自己居功於自己呢?
[00:07:43.360 --> 00:07:46.200]  成語就是說「掘功甚偉」呢?
[00:07:46.200 --> 00:07:48.600]  成語叫做「掘功甚偉」呢?
[00:07:48.600 --> 00:07:53.000]  這個也是今天這段聖經要提醒我們的主要核心的題目
[00:07:53.000 --> 00:07:56.160]  這也是今天這段經文的所核心的題目
[00:07:56.160 --> 00:07:58.000]  當我們回看這段聖經的時候
[00:07:58.000 --> 00:08:02.200]  我們先看看 究竟原來當有成功的時候呢?
[00:08:02.200 --> 00:08:04.280]  當我們回到這聖經來看一看
[00:08:04.280 --> 00:08:05.560]  當有成功的時候
[00:08:05.560 --> 00:08:09.320]  我們要記緊絕對不要「掘功甚偉」
[00:08:09.320 --> 00:08:12.160]  我們絕對不要有這種「掘功甚偉」
[00:08:12.160 --> 00:08:14.840]  讓我們一起打開約書亞記第十章
[00:08:14.840 --> 00:08:17.640]  我們從第31至第39節
[00:08:17.640 --> 00:08:21.400]  我們一起來打開約書亞記第十章
[00:08:21.400 --> 00:08:28.200]  我們從第28節至第39節
[00:08:28.200 --> 00:08:30.600]  到28章到39節
[00:08:30.600 --> 00:08:33.680]  這段聖經究竟講了甚麼呢?
[00:08:33.680 --> 00:08:34.920]  這段聖經是講甚麼呢?
[00:08:34.920 --> 00:08:37.600]  請大家留心 我為大家讀出了
[00:08:37.600 --> 00:08:43.200]  當有約書亞說了
[00:08:43.200 --> 00:08:46.280]  馬基大用刀擊殺城中的人和王
[00:08:46.280 --> 00:08:50.000]  將其中一切人口進行殺滅
[00:08:50.000 --> 00:08:51.400]  沒有留下一個
[00:08:51.400 --> 00:08:53.840]  他代馬基大王
[00:08:53.840 --> 00:08:58.000]  將從前代耶利哥王一樣
[00:08:58.000 --> 00:08:59.240]  當有約書亞說了
[00:08:59.240 --> 00:09:02.320]  馬基大用刀擊殺城中的人和王
[00:09:02.320 --> 00:09:05.440]  將其中一切人口進行殺滅
[00:09:05.440 --> 00:09:06.600]  沒有留下一個
[00:09:06.600 --> 00:09:07.920]  他代馬基大王
[00:09:07.920 --> 00:09:10.480]  像從前代耶利哥王一樣
[00:09:10.480 --> 00:09:15.840]  接著就到39節
[00:09:15.840 --> 00:09:17.320]  又到39節
[00:09:17.320 --> 00:09:21.800]  約書亞和以色列眾人回到底壁攻打這城
[00:09:21.800 --> 00:09:25.120]  就奪掉底壁和屬底壁的城邑
[00:09:25.120 --> 00:09:27.200]  又擒獲底壁的王
[00:09:27.200 --> 00:09:31.200]  用刀將這城中的人口進行殺滅
[00:09:31.200 --> 00:09:32.280]  沒有留下一個
[00:09:32.280 --> 00:09:34.640]  他代底壁和底壁王
[00:09:34.640 --> 00:09:40.280]  像從前代希伯倫和納拿與納拿王一樣
[00:09:40.280 --> 00:09:43.960]  約書亞和以色列眾人回到底壁攻打這城
[00:09:43.960 --> 00:09:46.400]  又奪了底壁和屬底壁的城邑
[00:09:46.400 --> 00:09:48.240]  又擒獲底壁的王
[00:09:48.240 --> 00:09:51.720]  用刀將這城中的人口進行殺滅
[00:09:51.720 --> 00:09:53.000]  沒有留下一個
[00:09:53.000 --> 00:09:54.440]  他代底壁和底壁王
[00:09:54.440 --> 00:09:59.200]  像從前代希伯倫和納拿與納拿王一樣
[00:09:59.200 --> 00:10:02.040]  這句話牧師你都很勤奮
[00:10:02.040 --> 00:10:04.360]  牧師你今天就很勞累
[00:10:04.360 --> 00:10:09.240]  你明明就說由第28節讀到39節
[00:10:09.240 --> 00:10:13.120]  明明說38一直讀到39節
[00:10:13.120 --> 00:10:14.920]  那為甚麼你讀完第28節
[00:10:14.920 --> 00:10:17.840]  然後就去讀第39節呢?
[00:10:17.840 --> 00:10:19.520]  你只是讀了28節
[00:10:19.520 --> 00:10:22.400]  直接讀到39節了嗎?
[00:10:22.400 --> 00:10:23.600]  其實我不是偷懶
[00:10:23.600 --> 00:10:26.480]  我是學西方人的小朋友一樣
[00:10:26.480 --> 00:10:27.960]  其實我不是那種人
[00:10:27.960 --> 00:10:30.080]  你叫他做事
[00:10:30.080 --> 00:10:31.360]  通常都是做了頭
[00:10:31.360 --> 00:10:33.640]  然後就只做了後面的東西
[00:10:33.640 --> 00:10:35.080]  然後中間不變了
[00:10:35.080 --> 00:10:37.160]  好像現在西方的小孩子
[00:10:37.160 --> 00:10:38.240]  他們做事一樣
[00:10:38.240 --> 00:10:39.080]  只做了頭
[00:10:39.080 --> 00:10:40.760]  接著中間就沒有甚麼做了
[00:10:40.760 --> 00:10:41.720]  直接到尾巴了
[00:10:41.720 --> 00:10:43.960]  其實我也是學這裡的老師的
[00:10:43.960 --> 00:10:45.400]  好像也是這裡做的老師
[00:10:45.400 --> 00:10:46.640]  老師也是這樣的
[00:10:46.640 --> 00:10:47.680]  老師好像也是這樣
[00:10:47.680 --> 00:10:48.880]  做事的時候上課
[00:10:48.880 --> 00:10:50.160]  讀了頭一節之後
[00:10:50.160 --> 00:10:51.360]  自己回去看了
[00:10:51.360 --> 00:10:53.320]  接著就讀最後的那一句
[00:10:53.320 --> 00:10:54.640]  讀了前面幾段
[00:10:54.640 --> 00:10:55.360]  但是後面呢
[00:10:55.360 --> 00:10:56.400]  你自己去讀了
[00:10:56.400 --> 00:10:58.000]  就直接到後面了
[00:10:58.000 --> 00:10:59.120]  那你們就會問
[00:10:59.120 --> 00:11:00.920]  牧師你不流行這樣的
[00:11:00.920 --> 00:11:03.440]  沒理由跟人瘋是嗎?
[00:11:03.440 --> 00:11:04.640]  牧師你不能這樣
[00:11:04.640 --> 00:11:05.640]  你是跟人家瘋
[00:11:05.640 --> 00:11:06.160]  沒錯
[00:11:06.160 --> 00:11:07.440]  我真的不是跟人瘋的
[00:11:07.440 --> 00:11:08.120]  沒錯
[00:11:08.120 --> 00:11:09.320]  真的不是跟人家
[00:11:09.320 --> 00:11:12.240]  因為我知道如果我由28節讀到39節
[00:11:12.240 --> 00:11:15.040]  你們一定會說很悶
[00:11:15.040 --> 00:11:18.000]  如果我是從28節一直讀到39節
[00:11:18.000 --> 00:11:19.200]  你覺得很悶
[00:11:19.200 --> 00:11:20.080]  真的很悶的
[00:11:20.080 --> 00:11:21.640]  如果這樣讀下去
[00:11:21.640 --> 00:11:22.240]  真的很悶
[00:11:22.240 --> 00:11:23.320]  如果這樣讀下去
[00:11:23.320 --> 00:11:23.600]  是啊
[00:11:23.600 --> 00:11:24.640]  你知道
[00:11:24.640 --> 00:11:26.880]  我最近又開始有癌症來了
[00:11:26.880 --> 00:11:28.640]  現在又開始過敏時期了
[00:11:28.640 --> 00:11:30.120]  眼睛又很潔
[00:11:30.120 --> 00:11:31.160]  眼睛又有眼色
[00:11:31.160 --> 00:11:31.880]  如果這樣讀
[00:11:31.880 --> 00:11:33.200]  我怕你又有癌症
[00:11:33.200 --> 00:11:34.760]  讀著讀著就睏了
[00:11:34.760 --> 00:11:36.040]  我這樣讀下去的話
[00:11:36.040 --> 00:11:38.720]  你也會眼睏
[00:11:38.720 --> 00:11:39.600]  真的
[00:11:39.600 --> 00:11:40.720]  作者很悶
[00:11:40.720 --> 00:11:41.480]  重重覆覆
[00:11:41.480 --> 00:11:44.360]  將那些說話又說過一次
[00:11:44.360 --> 00:11:45.880]  不同的就是人名
[00:11:45.880 --> 00:11:46.720]  或者地名
[00:11:46.720 --> 00:11:47.560]  城市名
[00:11:47.560 --> 00:11:48.400]  真的很悶的
[00:11:48.400 --> 00:11:50.880]  作者每一句話都講得很重覆
[00:11:50.880 --> 00:11:54.080]  只是把地名和人名改變一下
[00:11:54.080 --> 00:11:56.720]  所以我為了方便大家
[00:11:56.720 --> 00:12:00.840]  就叫Joe幫我印了一張insert給大家
[00:12:00.840 --> 00:12:02.720]  所以為了方便大家
[00:12:02.720 --> 00:12:04.680]  只給大家做了一個插頁
[00:12:04.680 --> 00:12:07.360]  因為很難找到中文
[00:12:07.360 --> 00:12:11.440]  所以我就直接用了一份英文的地圖
[00:12:11.440 --> 00:12:12.240]  就告訴大家
[00:12:12.240 --> 00:12:14.040]  如果大家看到這幅地圖上面
[00:12:14.040 --> 00:12:16.440]  就有一條深色一點的線
[00:12:16.440 --> 00:12:19.440]  大家記得這個地圖上有一條深色的線
[00:12:19.440 --> 00:12:22.040]  如果你知道哪個是死海
[00:12:22.040 --> 00:12:23.160]  如果你知道哪裡是死海
[00:12:23.160 --> 00:12:24.400]  就是一條熱狗
[00:12:24.400 --> 00:12:25.640]  然後被人咬了一塊
[00:12:25.640 --> 00:12:26.840]  那個就是死海了
[00:12:26.840 --> 00:12:30.760]  在這幅圖的下半截的時候
[00:12:30.760 --> 00:12:34.000]  最頂端有一個地方用G字頭寫的
[00:12:34.000 --> 00:12:35.520]  叫Gilgal
[00:12:35.520 --> 00:12:36.880]  吉格
[00:12:36.880 --> 00:12:40.080]  在死海這個地方旁邊有一個
[00:12:40.080 --> 00:12:42.880]  G字頭寫的叫吉賈
[00:12:42.880 --> 00:12:45.360]  它旁邊有一個城市用J字頭寫的
[00:12:45.360 --> 00:12:47.240]  叫Jericho 耶利哥
[00:12:47.240 --> 00:12:50.360]  在旁邊有一個城市叫耶利哥
[00:12:50.360 --> 00:12:52.600]  如果大家熟悉這兩個地方呢
[00:12:52.600 --> 00:12:54.160]  如果大家熟悉這兩個地方
[00:12:54.160 --> 00:12:55.400]  應該都熟悉的了
[00:12:55.400 --> 00:12:56.960]  因為我之前一直說過
[00:12:56.960 --> 00:12:59.000]  耶利哥和吉格是兩個地方的
[00:12:59.000 --> 00:13:01.280]  因為前面一直在講耶利哥和吉格
[00:13:01.280 --> 00:13:04.560]  耶利哥就是以色列過了約旦河之後
[00:13:04.560 --> 00:13:06.120]  第一個攻打的城市
[00:13:06.120 --> 00:13:08.760]  耶利哥是以色列人過了約旦河之後
[00:13:08.760 --> 00:13:09.920]  第一個攻打的城市
[00:13:09.920 --> 00:13:15.120]  然後以色列軍一直主要集結在吉格這個地方
[00:13:15.120 --> 00:13:18.360]  以色列軍一直聚集在吉格這個地方
[00:13:18.360 --> 00:13:21.000]  你就會看到從吉格那裡
[00:13:21.000 --> 00:13:25.000]  然後有一條深色的線一直向西
[00:13:25.000 --> 00:13:28.400]  向著你們的左手邊延伸下去
[00:13:28.400 --> 00:13:29.520]  然後向南
[00:13:29.520 --> 00:13:32.800]  從吉格一直到向西有一條線
[00:13:32.800 --> 00:13:33.800]  還有向南
[00:13:33.800 --> 00:13:37.120]  這條線總共連了七個城市
[00:13:37.120 --> 00:13:39.080]  這條線連了七個城市
[00:13:39.080 --> 00:13:40.880]  正確是六個城市而已
[00:13:40.880 --> 00:13:42.200]  有六個城市
[00:13:42.200 --> 00:13:44.280]  不過有一個是中途打的
[00:13:44.280 --> 00:13:45.640]  有一個是在中途打的
[00:13:45.640 --> 00:13:47.480]  這幾個城市是什麼城市呢?
[00:13:47.480 --> 00:13:48.960]  這是哪些城市呢?
[00:13:48.960 --> 00:13:50.840]  如果大家細心的去看
[00:13:50.840 --> 00:13:54.400]  就是我們從第28節一直到第39節裡面的城市了
[00:13:54.400 --> 00:13:58.040]  就是從28節到39節所講的城市了
[00:13:58.040 --> 00:13:59.640]  這幾個城市就包括
[00:13:59.640 --> 00:14:00.760]  這幾個城市包括
[00:14:00.760 --> 00:14:01.880]  馬基大
[00:14:01.880 --> 00:14:03.080]  馬基地
[00:14:03.080 --> 00:14:04.280]  納拿
[00:14:04.280 --> 00:14:05.280]  利拿
[00:14:05.280 --> 00:14:06.280]  拉吉
[00:14:06.280 --> 00:14:07.280]  拉吉
[00:14:07.280 --> 00:14:10.600]  然後在中途打了一個叫基適
[00:14:10.600 --> 00:14:12.480]  中途打了一個叫基瑟
[00:14:12.480 --> 00:14:14.280]  然後就是伊基倫
[00:14:14.280 --> 00:14:16.080]  接著就是伊基倫
[00:14:16.080 --> 00:14:17.560]  然後就是希伯倫
[00:14:17.560 --> 00:14:18.680]  接著就是希伯倫
[00:14:18.680 --> 00:14:20.360]  最後就是底壁了
[00:14:20.360 --> 00:14:21.600]  最後是底壁
[00:14:21.600 --> 00:14:25.040]  所以你們看到箭咀最後面指著的城市就是
[00:14:25.040 --> 00:14:27.320]  D-E-B-I-R
[00:14:27.320 --> 00:14:28.760]  D-E-B-I-R
[00:14:28.760 --> 00:14:30.080]  OK,底壁
[00:14:30.080 --> 00:14:32.480]  最後一個城市就是底壁
[00:14:32.480 --> 00:14:34.720]  那你說牧師挺好的,是不是?
[00:14:34.720 --> 00:14:37.480]  教你們讀經,如果讀成十幾節的經文
[00:14:37.480 --> 00:14:39.720]  只是用一張地圖讀完的了
[00:14:39.720 --> 00:14:43.520]  十幾節經文一張地圖就可以顯示出來了
[00:14:43.520 --> 00:14:46.240]  牧師說這樣挺好的,教你讀經
[00:14:46.240 --> 00:14:47.240]  是啊
[00:14:47.240 --> 00:14:48.480]  跟你讀經很好啊
[00:14:48.480 --> 00:14:49.800]  一張紙就告訴你
[00:14:49.800 --> 00:14:51.600]  他原來打了七場仗
[00:14:51.600 --> 00:14:53.160]  一張紙就告訴你他打了七場仗
[00:14:53.160 --> 00:14:55.680]  又不用重重複複讀到大家黑眼瞓
[00:14:55.680 --> 00:14:58.200]  又不用重複讀經文讓大家眼瞓
[00:14:58.200 --> 00:15:00.160]  那這七場仗是什麼仗呢?
[00:15:00.160 --> 00:15:01.240]  是些什麼樣的仗呢?
[00:15:01.240 --> 00:15:05.120]  原來就是我們讀過的第十章前半的
[00:15:05.120 --> 00:15:07.440]  就是他打完阿摩利聯軍
[00:15:07.440 --> 00:15:12.120]  五個軍王一起來夾擊基變人的時候
[00:15:12.120 --> 00:15:14.200]  就是在前面十章的時候
[00:15:14.200 --> 00:15:17.200]  講的阿摩利五王他們聯繫起來打仗
[00:15:17.200 --> 00:15:20.000]  基變人就去找以色列救他們
[00:15:20.000 --> 00:15:22.400]  基變人就找以色列救他們
[00:15:22.400 --> 00:15:25.000]  因為基變人騙了以色列人
[00:15:25.000 --> 00:15:26.640]  因為基變人欺騙了以色列人
[00:15:26.640 --> 00:15:27.720]  立了個約
[00:15:27.720 --> 00:15:28.280]  立了約
[00:15:28.280 --> 00:15:29.800]  記不記得,大英姐妹?
[00:15:29.800 --> 00:15:32.200]  所以以色列人沒辦法不參戰
[00:15:32.200 --> 00:15:34.200]  所以以色列人沒辦法不參戰
[00:15:34.200 --> 00:15:36.920]  不過一打就打了七場
[00:15:36.920 --> 00:15:38.520]  不過一打就打了七場
[00:15:38.520 --> 00:15:41.080]  七場當中我們可以告訴我們知道
[00:15:41.080 --> 00:15:45.560]  以色列軍的軍隊的成功可以是勢如破竹
[00:15:45.560 --> 00:15:49.720]  七場的戰爭讓我們看以色列的軍隊好像
[00:15:49.720 --> 00:15:50.680]  勢如破竹
[00:15:50.680 --> 00:15:53.040]  不單打敗這五個軍王
[00:15:53.040 --> 00:15:54.720]  不單打敗了五個軍王
[00:15:54.720 --> 00:15:56.040]  以及他們的軍隊
[00:15:56.040 --> 00:15:56.520]  以及他們的軍隊
[00:15:56.520 --> 00:15:58.000]  還有他們的城市
[00:15:58.000 --> 00:15:58.960]  還有他們的城市
[00:15:58.960 --> 00:16:00.240]  並且我們可以看到
[00:16:00.240 --> 00:16:04.600]  哇!連這七個城市都一併被戰勝
