
[00:00:00.000 --> 00:00:04.400]  多謝文軒執事的介紹
[00:04:49.400 --> 00:04:50.800]  所以當我們這樣了解的時候
[00:04:50.800 --> 00:04:54.400]  我們發現「救活」和「復興」和「蘇醒」
[00:04:54.400 --> 00:04:58.000]  那個意義是非常相近
[00:04:58.000 --> 00:05:00.800]  甚至可以說是一樣的
[00:05:00.800 --> 00:05:03.000]  因此當我們讀這一節第六節的時候
[00:05:03.000 --> 00:05:04.000]  我們可以說
[00:05:04.000 --> 00:05:06.800]  「你不再將我們復興」
[00:05:06.800 --> 00:05:10.800]  「使你的百姓靠你歡喜麼」
[00:05:10.800 --> 00:05:15.200]  如果是這樣了解,這一節就是「復興」的經文
[00:05:15.200 --> 00:05:18.600]  如果我們對英文的聖經有多一點認識
[00:05:18.600 --> 00:05:20.800]  或者想去查考一下
[00:05:20.800 --> 00:05:23.200]  你看看C篇85篇第六節
[00:05:23.200 --> 00:05:25.200]  英文的版本
[00:05:25.200 --> 00:05:29.400]  那個英文字就是真的「復興」這個字
[00:05:29.400 --> 00:05:30.800]  Revive
[00:05:30.800 --> 00:05:33.600]  R-E-V-I-V-E
[00:05:33.600 --> 00:05:35.200]  就是「復興」這個字
[00:05:35.200 --> 00:05:38.400]  所以英文的名詞的「復興」
[00:05:38.400 --> 00:05:42.200]  叫做Revival
[00:05:42.200 --> 00:05:44.600]  而Revive是一個動詞
[00:05:44.600 --> 00:05:46.000]  所以就是這個意思
[00:05:46.000 --> 00:05:49.000]  所以英文的聖經就更加清楚說到
[00:05:49.000 --> 00:05:53.600]  這個就是呼求復興的一個禱告
[00:05:53.600 --> 00:05:57.400]  所以今天當我們來思想
[00:05:57.400 --> 00:06:00.200]  求復興是什麼
[00:06:00.200 --> 00:06:01.600]  應該怎麼做
[00:06:01.600 --> 00:06:03.600]  我們有什麼準備的時候
[00:06:03.600 --> 00:06:07.200]  我想這一節的經文是最大的幫助
[00:06:07.200 --> 00:06:09.200]  甚至可以成為一個金句
[00:06:09.200 --> 00:06:11.600]  值得我們反覆的思量
[00:06:11.600 --> 00:06:13.400]  透過私人的心智
[00:06:13.400 --> 00:06:15.200]  透過私人的心聲
[00:06:15.200 --> 00:06:16.600]  求主幫助我們
[00:06:16.600 --> 00:06:22.600]  都能夠有這種尋求復興的心智
[00:06:22.600 --> 00:06:23.600]  好了
[00:06:23.600 --> 00:06:24.600]  說了這麼久
[00:06:24.600 --> 00:06:27.000]  都還沒有很仔細的去說
[00:06:27.000 --> 00:06:28.600]  什麼叫做復興
[00:06:28.600 --> 00:06:30.400]  所以在這方面
[00:06:30.400 --> 00:06:33.600]  我們希望能夠再進一步的去了解一下
[00:06:33.600 --> 00:06:35.400]  當我們說求復興的時候
[00:06:35.400 --> 00:06:38.400]  究竟復興的意義是什麼
[00:06:38.400 --> 00:06:40.600]  你的想法和我的想法是否不同
[00:06:40.600 --> 00:06:42.600]  否則可能南轅北轍
[00:06:42.600 --> 00:06:44.600]  大家說復興原來是在說不同的東西
[00:06:44.600 --> 00:06:46.000]  那就不太理想
[00:06:46.000 --> 00:06:48.400]  所以我們很希望能夠透過聖經
[00:06:48.400 --> 00:06:50.000]  透過歷史的見證
[00:06:50.000 --> 00:06:51.600]  幫助我們了解
[00:06:51.600 --> 00:06:53.600]  原來當我們求復興的時候
[00:06:53.600 --> 00:06:55.400]  究竟是指什麼
[00:06:55.400 --> 00:06:57.200]  我們期盼見到什麼現象
[00:06:57.200 --> 00:07:01.200]  我們期盼在神面前蒙受了什麼的福分
[00:07:01.200 --> 00:07:02.400]  好了
[00:07:02.400 --> 00:07:04.000]  那復興是什麼呢
[00:07:04.000 --> 00:07:09.200]  如果當我們有機會看回整個詩篇的85篇的時候
[00:07:09.200 --> 00:07:10.800]  我們發現
[00:07:10.800 --> 00:07:12.400]  原來在第六節之前
[00:07:12.400 --> 00:07:14.200]  詩人就很清楚知道
[00:07:14.200 --> 00:07:19.200]  神的指紋是否一種很低落的光景中
[00:07:19.200 --> 00:07:20.800]  靈性很低落
[00:07:20.800 --> 00:07:22.600]  生命很衰敗
[00:07:22.600 --> 00:07:25.800]  所以他很覺得神是發露在他們的身上
[00:07:25.800 --> 00:07:28.800]  神的怒氣好像在他們中間
[00:07:28.800 --> 00:07:31.800]  他求神不要繼續這樣
[00:07:31.800 --> 00:07:33.400]  怎樣不要繼續這樣呢
[00:07:33.400 --> 00:07:36.200]  唯有就是呼求神
[00:07:36.200 --> 00:07:38.800]  將復興救活賜給他們
[00:07:38.800 --> 00:07:41.200]  使他們可以再一次在神面前
[00:07:41.200 --> 00:07:44.000]  是歡喜快樂
[00:07:44.000 --> 00:07:45.000]  是清新的
[00:07:45.000 --> 00:07:46.400]  是亮快的
[00:07:46.400 --> 00:07:49.200]  是一種喜悅的意思
[00:07:49.200 --> 00:07:51.800]  這個就是最基本的意義
[00:07:51.800 --> 00:07:53.800]  復興就是能夠在一個很低落
[00:07:53.800 --> 00:07:54.600]  低沉
[00:07:54.600 --> 00:07:56.200]  沉睡的境況裏面
[00:07:56.200 --> 00:07:58.400]  能夠再一次活躍過來
[00:07:58.400 --> 00:08:00.200]  再一次容光煥發
[00:08:00.200 --> 00:08:04.000]  再一次充滿輕盛的氣氛
[00:08:04.000 --> 00:08:07.400]  這個就是很簡單的復興的意義
[00:08:07.400 --> 00:08:09.600]  很期盼我們個人是這樣
[00:08:09.600 --> 00:08:11.800]  更加期盼我們的教會
[00:08:11.800 --> 00:08:15.000]  整體是這樣
[00:08:15.000 --> 00:08:18.600]  我們需要去多認識復興
[00:08:18.600 --> 00:08:21.400]  或者我們都很想從另一方面去了解一下
[00:08:21.400 --> 00:08:25.000]  加深我們對復興的了解
[00:08:25.000 --> 00:08:26.800]  藤近卑牧師大家都很熟悉
[00:08:26.800 --> 00:08:28.600]  一位神的僕人
[00:08:28.600 --> 00:08:30.800]  他對復興都很有認識
[00:08:30.800 --> 00:08:32.600]  他又很想幫助我們明白
[00:08:32.600 --> 00:08:34.000]  甚麼叫復興
[00:08:34.000 --> 00:08:35.400]  所以他就告訴我們
[00:08:35.400 --> 00:08:38.800]  用一個比喻去幫助我們了解
[00:08:38.800 --> 00:08:39.800]  是一個甚麼比喻呢
[00:08:39.800 --> 00:08:42.000]  原來是一個自然界的比喻
[00:08:42.000 --> 00:08:44.200]  他用四個字去幫助我們明白
[00:08:44.200 --> 00:08:45.000]  那四個字是甚麼呢
[00:08:45.000 --> 00:08:46.400]  那四個字就是
[00:08:46.400 --> 00:08:51.200]  冬去春來
[00:08:51.200 --> 00:08:56.000]  冬去春來就是一種復興的表示
[00:08:56.000 --> 00:08:58.600]  昨晚突然氣溫急降
[00:08:58.600 --> 00:09:00.000]  今天大家很冷
[00:09:00.000 --> 00:09:02.800]  立刻大家都會覺得很寒冷
[00:09:02.800 --> 00:09:04.600]  整個人都好像低落了
[00:09:04.600 --> 00:09:06.200]  不太想動
[00:09:06.200 --> 00:09:07.600]  低沉
[00:09:07.600 --> 00:09:09.800]  我們想說是絲絲縮縮的
[00:09:09.800 --> 00:09:13.600]  整個狀態是比較一種疲乏的當中
[00:09:13.600 --> 00:09:14.600]  這個是冬天
[00:09:14.600 --> 00:09:17.600]  當我們看出去的時候是暗暗的
[00:09:17.600 --> 00:09:20.000]  那些樹是沒有葉的
[00:09:20.000 --> 00:09:21.400]  只有枝子
[00:09:21.400 --> 00:09:24.600]  令人都是比較深沉一點
[00:09:24.600 --> 00:09:26.200]  冬天是這樣
[00:09:26.200 --> 00:09:28.000]  但是當冬天過去了
[00:09:28.000 --> 00:09:29.600]  春天來到的時候
[00:09:29.600 --> 00:09:30.600]  春來大地
[00:09:30.600 --> 00:09:32.200]  我們看出去的山是怎樣的
[00:09:32.200 --> 00:09:34.200]  充滿了綠色的
[00:09:34.200 --> 00:09:38.200]  那些樹木是非常旺盛的
[00:09:38.200 --> 00:09:40.000]  花又開得很漂亮
[00:09:40.000 --> 00:09:41.200]  氣溫又很美好
[00:09:41.200 --> 00:09:43.400]  大家好想走出去穿越
[00:09:43.400 --> 00:09:45.600]  歡喜快樂
[00:09:45.600 --> 00:09:47.600]  春天來了
[00:09:47.600 --> 00:09:49.200]  鄧錦輝牧師就幫我們明白
[00:09:49.200 --> 00:09:50.600]  就是這樣
[00:09:50.600 --> 00:09:51.800]  在自然界裏面
[00:09:51.800 --> 00:09:53.000]  冬去春來
[00:09:53.000 --> 00:09:55.800]  大家的心境都很不同
[00:09:55.800 --> 00:09:56.800]  鄧錦輝
[00:09:56.800 --> 00:09:59.400]  如果我們將它轉化為屬靈上面
[00:09:59.400 --> 00:10:01.800]  都是差不多的意思
[00:10:01.800 --> 00:10:04.400]  就是當教會是很低落
[00:10:04.400 --> 00:10:05.800]  是很疲憊
[00:10:05.800 --> 00:10:08.400]  是做事好像很殷秦那樣
[00:10:08.400 --> 00:10:10.600]  很多事都好像提不起勁
[00:10:10.600 --> 00:10:13.400]  大家的熱心都不是很強
[00:10:13.400 --> 00:10:15.600]  不過都是要繼續聚集的
[00:10:15.600 --> 00:10:16.800]  都繼續要回來的
[00:10:16.800 --> 00:10:18.200]  但是那種靈裏面
[00:10:18.200 --> 00:10:22.200]  卻是不可以去到一個旺盛的地方
[00:10:22.200 --> 00:10:24.200]  好像冬天那樣
[00:10:24.200 --> 00:10:26.000]  但是當冬去春來
[00:10:26.000 --> 00:10:27.600]  當這個屬靈的氣氛
[00:10:27.600 --> 00:10:29.600]  能夠更新之後的時候
[00:10:29.600 --> 00:10:32.000]  整個群體是充滿力量
[00:10:32.000 --> 00:10:33.200]  充滿活力
[00:10:33.200 --> 00:10:36.000]  大家的熱心去愛主服侍神
[00:10:36.000 --> 00:10:37.000]  而且所做的
[00:10:37.000 --> 00:10:38.800]  都不覺得是甚麼大不了
[00:10:38.800 --> 00:10:40.200]  因為是因主
[00:10:40.200 --> 00:10:41.600]  去給我們一個機會
[00:10:41.600 --> 00:10:43.200]  大家開開心心
[00:10:43.200 --> 00:10:47.000]  使我們靠你就歡喜
[00:10:47.000 --> 00:10:50.200]  當整個教會是這樣表現的時候
[00:10:50.200 --> 00:10:52.200]  等於每一種的情景
[00:10:52.200 --> 00:10:53.000]  如果我們見得到
[00:10:53.000 --> 00:10:55.000]  這個就是一種復興
[00:10:55.000 --> 00:10:57.600]  生命的復興
[00:10:57.600 --> 00:10:59.600]  不知道我們有沒有這樣的期盼呢
[00:10:59.600 --> 00:11:01.200]  我們會不會有這樣的想法
[00:11:01.200 --> 00:11:02.400]  原來上帝是可以
[00:11:02.400 --> 00:11:04.400]  將這個這麼美好的福分
[00:11:04.400 --> 00:11:05.800]  賜給我們個人
[00:11:05.800 --> 00:11:08.800]  賜給我們教會呢
[00:11:08.800 --> 00:11:11.800]  在這個時候我們多看兩位牧師
[00:11:11.800 --> 00:11:13.600]  讓我們了解一下
[00:11:13.600 --> 00:11:16.000]  甚麼叫做復興
[00:11:16.000 --> 00:11:18.600]  林體安牧師告訴我們
[00:11:18.600 --> 00:11:21.400]  復興是回復興盛的意思
[00:11:21.400 --> 00:11:22.600]  聖經中的復興
[00:11:22.600 --> 00:11:23.800]  是指著神的子民
[00:11:23.800 --> 00:11:24.800]  即是我們
[00:11:24.800 --> 00:11:26.800]  從一個靈性很冷淡
[00:11:26.800 --> 00:11:28.800]  很背叛神的光景中
[00:11:28.800 --> 00:11:30.400]  得到改變
[00:11:30.400 --> 00:11:32.000]  從而歸向神
[00:11:32.000 --> 00:11:34.400]  而且我們是靈命不斷的盡心
[00:11:34.400 --> 00:11:36.000]  而且我們是大發熱心的
[00:11:36.000 --> 00:11:37.800]  是全體大發熱心
[00:11:37.800 --> 00:11:38.800]  為了甚麼呢
[00:11:38.800 --> 00:11:41.600]  使到福音可以廣傳
[00:11:41.600 --> 00:11:43.400]  讓更多人享受
[00:11:43.400 --> 00:11:44.600]  屬靈的好處
[00:11:44.600 --> 00:11:45.800]  福音的好處
[00:11:45.800 --> 00:11:47.600]  我們是很願意擺上的
[00:11:47.600 --> 00:11:50.800]  這個就是一個復興的景象
[00:11:50.800 --> 00:11:53.200]  林體安牧師就是這樣的定義
[00:11:53.200 --> 00:11:55.800]  那王永信牧師又怎麼看呢
[00:11:55.800 --> 00:11:57.200]  他說通常來說
[00:11:57.200 --> 00:11:59.400]  復興是指聖靈在教會中
[00:11:59.400 --> 00:12:01.600]  普遍而深入的工作
[00:12:01.600 --> 00:12:03.400]  使教會重新得力
[00:12:03.400 --> 00:12:04.800]  靈命盡心
[00:12:04.800 --> 00:12:06.200]  意象擴展
[00:12:06.200 --> 00:12:08.200]  和福音廣傳
[00:12:08.200 --> 00:12:09.200]  嘩,真的很精簡
[00:12:09.200 --> 00:12:10.200]  但是很有意思
[00:12:10.200 --> 00:12:12.800]  是聖靈的工作
[00:12:12.800 --> 00:12:13.800]  是很普遍
[00:12:13.800 --> 00:12:15.800]  即是每個人都經歷得到的
[00:12:15.800 --> 00:12:18.200]  是很深入的,在我們生命的深處
[00:12:18.200 --> 00:12:19.800]  提醒我們,喚醒我們
[00:12:19.800 --> 00:12:21.800]  騷死我們
[00:12:21.800 --> 00:12:23.200]  然後當我們肯這樣做的時候
[00:12:23.200 --> 00:12:24.600]  我們就盡心了
[00:12:24.600 --> 00:12:27.600]  然後我們就承擔起福音的責任
[00:12:27.600 --> 00:12:29.800]  我們和很多未信的人來分享
[00:12:29.800 --> 00:12:31.000]  這個神是真神的
[00:12:31.000 --> 00:12:32.200]  耶穌基督是救贖
[00:12:32.200 --> 00:12:33.800]  赦罪是真實的
[00:12:33.800 --> 00:12:36.200]  你來吧,你來吧,你來聽吧
[00:12:36.200 --> 00:12:38.200]  嘩,那些人又真的來聽
[00:12:38.200 --> 00:12:40.400]  那你就發現教會有一個很大的改變
[00:12:40.400 --> 00:12:43.000]  再不會是停滯
[00:12:43.000 --> 00:12:45.400]  再不會是平平淡淡
[00:12:45.400 --> 00:12:51.000]  頂姐妹,這種就是復興的意思
[00:12:51.000 --> 00:12:52.200]  如果你問我
[00:12:52.200 --> 00:12:56.600]  有沒有一些最通俗又精簡的表達復興呢?
[00:12:56.600 --> 00:12:59.000]  我想想都還有一個
[00:12:59.000 --> 00:13:02.000]  希望大家不要介意我這樣說
[00:13:02.000 --> 00:13:03.200]  什麼叫做
[00:13:03.200 --> 00:13:06.800]  復興用一個最通俗的版本來說呢?
[00:13:06.800 --> 00:13:10.600]  就叫做鹹魚翻生
[00:13:10.600 --> 00:13:13.400]  靈裡面的鹹魚翻生呢
[00:13:13.400 --> 00:13:17.000]  我想都挺有復興那種的含義
[00:13:17.000 --> 00:13:20.800]  頂姐妹,當我們說求復興的時候
[00:13:20.800 --> 00:13:23.000]  我們先要明白聖經裡面
[00:13:23.000 --> 00:13:25.000]  教會歷史歷代裡面
[00:13:25.000 --> 00:13:28.200]  彰顯出來那種復興是指什麼?
[00:13:28.200 --> 00:13:29.800]  我們需要認識
[00:13:29.800 --> 00:13:31.000]  因為很多時候
[00:13:31.000 --> 00:13:34.600]  我們個人很容易低沉下去
[00:13:34.600 --> 00:13:36.800]  信主頭那幾年我們就很熱心
[00:13:36.800 --> 00:13:39.600]  為主作供,追求靈性的增長
[00:13:39.600 --> 00:13:42.200]  讀經、祈禱,很多聚會都願意參與
[00:13:42.200 --> 00:13:43.800]  慢慢慢慢我們就安逸了
[00:13:43.800 --> 00:13:45.400]  我們覺得OK啦,我們都熟了
[00:13:45.400 --> 00:13:48.200]  慢慢慢慢我們就開始低落
[00:13:48.200 --> 00:13:50.000]  慢慢慢慢可能我們就很膚淺
[00:13:50.000 --> 00:13:51.200]  很馬虎做事
[00:13:51.200 --> 00:13:53.400]  那種熱誠都沒什麼
[00:13:53.400 --> 00:13:54.400]  我們需要什麼?
[00:13:54.400 --> 00:13:55.600]  我們個別的基督徒
[00:13:55.600 --> 00:13:58.800]  需要重新在神面前甦醒、得力
[00:13:58.800 --> 00:14:01.000]  再一次熱心起來服侍主
[00:14:01.000 --> 00:14:02.400]  祂是又真又活的神
[00:14:02.400 --> 00:14:03.600]  是拯救我們的神
[00:14:03.600 --> 00:14:06.200]  我們喜可以不是最好的現象嗎?
[00:14:06.200 --> 00:14:08.400]  所以個人是需要復興的
[00:14:08.400 --> 00:14:10.000]  不單止這樣
[00:14:10.000 --> 00:14:11.600]  教會都需要
[00:14:11.600 --> 00:14:15.200]  教會整個群體都往往有時候走著走著
[00:14:15.200 --> 00:14:16.600]  一年、五年、十年
[00:14:16.600 --> 00:14:19.000]  慢慢慢慢早期就很熱心
[00:14:19.000 --> 00:14:21.000]  傳福音、開福音堂等等
[00:14:21.000 --> 00:14:23.400]  但是慢慢慢慢我們就停滯下來
[00:14:23.400 --> 00:14:25.600]  慢慢慢慢我們就忘這忘那
[00:14:25.600 --> 00:14:28.200]  然後整個教會就是一個低落
[00:14:28.200 --> 00:14:31.400]  很冷淡的光景中
[00:14:31.400 --> 00:14:32.600]  是需要什麼呢?
[00:14:32.600 --> 00:14:35.600]  需要神的靈來工作
[00:14:35.600 --> 00:14:39.800]  使我們整個群體再一次活潑過來
[00:14:39.800 --> 00:14:42.400]  就好像翻譯的裡面是活啊
[00:14:42.400 --> 00:14:43.600]  是得生啊
[00:14:43.600 --> 00:14:45.000]  是救活啊
[00:14:45.000 --> 00:14:46.600]  就是這樣的意思
[00:14:46.600 --> 00:14:47.800]  所以我們是很需要的
[00:14:47.800 --> 00:14:49.600]  教會整體都很需要的
[00:14:49.600 --> 00:14:54.400]  特別是教會歷史悠久的
[00:14:54.400 --> 00:14:56.000]  更加需要留意
[00:14:56.000 --> 00:14:57.800]  這句說話
[00:14:57.800 --> 00:14:59.000]  不是就這樣去講
[00:14:59.000 --> 00:14:59.600]  貿貿然講
[00:14:59.600 --> 00:15:02.800]  因為當我們讀聖經就知道
[00:15:02.800 --> 00:15:06.000]  啟示錄第二、第三章
[00:15:06.000 --> 00:15:07.400]  七間的教會
[00:15:07.400 --> 00:15:09.200]  大家回去看
[00:15:09.200 --> 00:15:10.600]  這七間的教會
[00:15:10.600 --> 00:15:14.000]  經歷了五、六十年了
[00:15:14.000 --> 00:15:15.800]  因為寫啟示錄的時候
[00:15:15.800 --> 00:15:16.800]  使徒英雄寫的時候
[00:15:16.800 --> 00:15:19.000]  大概是九十年代第一世紀
[00:15:19.000 --> 00:15:21.200]  然後主耶穌在世上的時候
[00:15:21.200 --> 00:15:22.600]  是二、三十年代的時候
[00:15:22.600 --> 00:15:24.200]  就將福音傳了出去
[00:15:24.200 --> 00:15:25.600]  建立了教會
[00:15:25.600 --> 00:15:28.200]  然後經過了五、六十年的時候
[00:15:28.200 --> 00:15:30.600]  當耶穌基督要將最後的信息
[00:15:30.600 --> 00:15:32.200]  講給教會的時候
[00:15:32.200 --> 00:15:33.200]  講的是什麼呢?
[00:15:33.200 --> 00:15:36.200]  我們回去看啟示錄第二和第三章
[00:15:36.200 --> 00:15:40.200]  就是呼籲教會再一次回轉
[00:15:40.200 --> 00:15:41.200]  復興過來
[00:15:41.200 --> 00:15:44.800]  歷史悠久是會令到教會慢慢低落的
[00:15:44.800 --> 00:15:49.800]  這個很多時候屢見不爽的現象
[00:15:49.800 --> 00:15:50.800]  已不鎖教會
[00:15:50.800 --> 00:15:53.200]  原先很有愛心
[00:15:53.200 --> 00:15:56.000]  不過起初的愛心都沒有了
[00:15:56.000 --> 00:15:57.600]  撒迪教會
[00:15:57.600 --> 00:15:59.200]  按明是活的
[00:15:59.200 --> 00:16:01.200]  其實是死的
[00:16:01.200 --> 00:16:02.800]  意思就是說有很多活動
[00:16:02.800 --> 00:16:04.200]  很多事情在做
[00:16:04.200 --> 00:16:08.200]  但是卻和主的生命沒有什麼很強的關係
[00:16:08.200 --> 00:16:10.200]  魯迪加教會
[00:16:10.200 --> 00:16:11.600]  我想我們都很熟悉了
[00:16:11.600 --> 00:16:14.400]  主說他們有什麼不妥呢?
[00:16:14.400 --> 00:16:16.200]  不冷不熱
[00:16:16.200 --> 00:16:16.800]  是不是?
[00:16:16.800 --> 00:16:17.600]  不冷也不熱
[00:16:17.600 --> 00:16:18.600]  好像溫水一樣的時候
[00:16:18.600 --> 00:16:19.400]  主就覺得不好
[00:16:19.400 --> 00:16:21.400]  溫水就吐出去了
[00:16:21.400 --> 00:16:23.000]  主不喜歡
[00:16:23.000 --> 00:16:25.000]  所以他就去呼籲這些教會
[00:16:25.000 --> 00:16:28.000]  再一次回轉過來
[00:16:28.000 --> 00:16:29.800]  回轉過來
[00:16:29.800 --> 00:16:31.200]  教會是會這樣
[00:16:31.200 --> 00:16:33.600]  歷史悠久的教會
[00:16:33.600 --> 00:16:36.000]  更加需要注意這件事
[00:16:36.000 --> 00:16:39.200]  所以求神幫助我們思想復興
[00:16:39.200 --> 00:16:40.800]  但是我們真的要明白
[00:16:40.800 --> 00:16:42.400]  什麼叫做復興
[00:16:42.400 --> 00:16:43.800]  人說我又說的時候
[00:16:43.800 --> 00:16:46.200]  究竟我們在說什麼
[00:16:46.200 --> 00:16:47.800]  如果就是這種復興的時候
[00:16:47.800 --> 00:16:49.600]  我們想不想
[00:16:49.600 --> 00:16:50.600]  我們的教會
