
[00:00:00.000 --> 00:00:06.560]  今天的講題主要回應唐梅在一至六月的連題
[00:02:42.040 --> 00:02:45.560]  你會見到路加和約翰他成書比較後期
[00:02:45.560 --> 00:02:47.520]  但是你會察覺到
[00:02:47.520 --> 00:02:50.680]  他是更新了一些猶太人的觀念
[00:02:50.680 --> 00:02:51.600]  猶太人的觀念
[00:02:51.600 --> 00:02:55.000]  安息日就是一個很重要的地方
[00:02:55.000 --> 00:02:57.080]  和做地方的意思就是
[00:02:57.080 --> 00:02:59.880]  他那天就什麼都靜下來
[00:02:59.880 --> 00:03:02.000]  去等候和休息
[00:03:02.000 --> 00:03:05.280]  但是你會感受到就是
[00:03:05.280 --> 00:03:06.800]  他們描述就是七天的第一天
[00:03:06.800 --> 00:03:07.920]  就是什麼時候呢
[00:03:07.920 --> 00:03:10.960]  我們不知道大家的手機
[00:03:10.960 --> 00:03:14.280]  或者是你用的月曆的計算方法是什麼
[00:03:14.280 --> 00:03:15.720]  我自己的七天的第一天
[00:03:15.720 --> 00:03:19.240]  仍然是用星期天來做我的計算方法
[00:03:19.240 --> 00:03:21.480]  那麼耶穌的復活
[00:03:21.480 --> 00:03:24.160]  其實他第一天就是七天的第一天
[00:03:24.160 --> 00:03:26.600]  從此就開始用這個方式
[00:03:26.600 --> 00:03:29.000]  去計算每個星期的開始
[00:03:29.000 --> 00:03:30.880]  那麼在七天的第一天開始的時候
[00:03:30.880 --> 00:03:31.720]  天環黑的時候
[00:03:31.720 --> 00:03:34.080]  穆大拉瑪利亞就去到墳墓裡面
[00:03:34.080 --> 00:03:35.280]  因為大家都知道
[00:03:35.280 --> 00:03:40.120]  耶穌是在安息日之前就要受死
[00:03:40.120 --> 00:03:43.440]  所以其實大家安息日都不能做事的時候
[00:03:43.440 --> 00:03:45.680]  耶穌的身體其實是沒有打包過的
[00:03:45.680 --> 00:03:47.440]  就是很快就拿了下來
[00:03:47.440 --> 00:03:49.440]  就放在那個新的墳墓裡
[00:03:49.440 --> 00:03:51.000]  沒有處理過屍首
[00:03:51.000 --> 00:03:53.080]  其實瑪利亞和穆大拉瑪利亞
[00:03:53.080 --> 00:03:56.240]  其實最主要想去到耶穌的墳墓上面
[00:03:56.240 --> 00:03:59.480]  幫耶穌包裹新後事的安排
[00:03:59.480 --> 00:04:01.880]  但是去到的時候就見不到耶穌
[00:04:01.880 --> 00:04:03.600]  於是乎就很徬徨
[00:04:03.600 --> 00:04:04.960]  就打算問人
[00:04:04.960 --> 00:04:08.560]  彼得和約翰其實
[00:04:08.560 --> 00:04:11.720]  所愛的門徒其實就是約翰
[00:04:11.720 --> 00:04:14.480]  彼得和約翰跑到去的時候就很急忙
[00:04:14.480 --> 00:04:16.600]  就沒有進去看到什麼事
[00:04:16.600 --> 00:04:19.120]  接著去到第二幕的時候
[00:04:19.120 --> 00:04:20.080]  進去看不到
[00:04:20.080 --> 00:04:24.440]  就看到耶穌的麻布和果頭巾分開擺
[00:04:24.440 --> 00:04:26.240]  那時候都不是很明白什麼事
[00:04:26.240 --> 00:04:29.360]  還不知道耶穌是從死裡復活
[00:04:29.360 --> 00:04:32.840]  於是那兩個門徒就回到自己的地方
[00:04:32.840 --> 00:04:35.840]  但是婦人就沒有走到
[00:04:35.840 --> 00:04:36.880]  就在門外
[00:04:36.880 --> 00:04:38.360]  就是墳墓外面哭
[00:04:38.360 --> 00:04:42.360]  兩個天使就在當中問了一些話
[00:04:42.360 --> 00:04:44.120]  那麼瑪利亞就不是很明白
[00:04:44.120 --> 00:04:45.760]  接著就再問下去
[00:04:45.760 --> 00:04:47.360]  接著耶穌又出場
[00:04:47.360 --> 00:04:48.840]  耶穌又出場再問的時候
[00:04:48.840 --> 00:04:51.360]  但是他後來就初時不認識
[00:04:51.360 --> 00:04:52.200]  後來不認得
[00:04:52.200 --> 00:04:53.320]  後來就認得
[00:04:53.320 --> 00:04:54.960]  接著他認得之後就很開心
[00:04:54.960 --> 00:04:56.760]  回到去跟那些門徒說
[00:04:56.760 --> 00:04:58.880]  我們見到主了
[00:04:58.880 --> 00:05:01.840]  如果要將這個十八節的經文
[00:05:01.840 --> 00:05:05.200]  要拍成一條片
[00:05:05.200 --> 00:05:07.720]  那麼各位導演你覺得
[00:05:07.720 --> 00:05:11.880]  什麼鏡頭要放大而特寫
[00:05:11.880 --> 00:05:16.080]  甚至乎是要將那段經文要highlight
[00:05:16.080 --> 00:05:19.320]  亮眼一點要帶出來呢
[00:05:19.320 --> 00:05:20.920]  這個要值得思考一下
[00:05:20.920 --> 00:05:22.080]  有時候我們讀經也是
[00:05:22.080 --> 00:05:24.440]  很快就會讀了十幾節經文
[00:05:24.440 --> 00:05:26.080]  就敘事了
[00:05:26.080 --> 00:05:30.600]  但是敘事一定有它的角度
[00:05:30.600 --> 00:05:31.680]  因為這段經文
[00:05:31.680 --> 00:05:34.040]  這十八節是記述了
[00:05:34.040 --> 00:05:36.840]  那幫門徒和兩個婦人
[00:05:36.840 --> 00:05:39.520]  去到耶穌的胸墳裡面
[00:05:39.520 --> 00:05:41.680]  是講述耶穌復活
[00:05:41.680 --> 00:05:42.920]  所以如果各位導演
[00:05:42.920 --> 00:05:44.720]  你要拍這十八節經文
[00:05:44.720 --> 00:05:48.440]  要特寫 要分鏡 要擺位的時候
[00:05:48.440 --> 00:05:52.080]  你從什麼角度去描述耶穌復活呢
[00:05:52.080 --> 00:05:53.320]  這個就是你怎麼看復活
[00:05:53.320 --> 00:05:57.360]  其中一個切入點
[00:05:57.360 --> 00:06:00.280]  不知道大家喜不喜歡看電影
[00:06:00.280 --> 00:06:01.560]  我挺喜歡看電影的
[00:06:01.560 --> 00:06:05.800]  因為看電影可以讓我經歷一下一些
[00:06:05.800 --> 00:06:07.240]  我自己可能生命當中
[00:06:07.240 --> 00:06:08.280]  不會經歷的事情
[00:06:08.280 --> 00:06:12.440]  透過導演和劇目當中了解
[00:06:12.440 --> 00:06:14.760]  原來這一類型的人
[00:06:14.760 --> 00:06:17.200]  或者這個場景會有這樣的心路歷程
[00:06:17.200 --> 00:06:20.560]  對於我們人世一些狀況的時候
[00:06:20.560 --> 00:06:22.960]  可以做一些借鏡
[00:06:22.960 --> 00:06:25.080]  回到這個情況就是
[00:06:25.080 --> 00:06:27.080]  如果復活是這麼重要
[00:06:27.080 --> 00:06:29.960]  而對跟隨耶穌的人
[00:06:29.960 --> 00:06:32.000]  都要知道復活的重要的時候
[00:06:32.000 --> 00:06:33.600]  那麼敘事者為什麼要用
[00:06:33.600 --> 00:06:36.600]  這十八節的經文要描述
[00:06:36.600 --> 00:06:39.040]  第一班見證耶穌復活的人
[00:06:39.040 --> 00:06:40.840]  他們的反應是什麼
[00:06:40.840 --> 00:06:42.640]  你明白我的意思嗎
[00:06:42.640 --> 00:06:45.760]  值得花點時間去想一想
[00:06:45.760 --> 00:06:49.160]  其實為什麼要寄這十八節經文呢
[00:06:49.160 --> 00:06:52.080]  這十八節經文對於復活
[00:06:52.080 --> 00:06:53.480]  有什麼重要意義呢
[00:06:53.480 --> 00:06:56.360]  你看到瑪利亞他們哭得挺慘的
[00:06:56.360 --> 00:07:00.080]  就是自己很愛的夫子不見了
[00:07:00.080 --> 00:07:02.440]  我打算為他身後做一些事情
[00:07:02.440 --> 00:07:04.000]  但是不見了 做不到
[00:07:04.000 --> 00:07:05.080]  於是他又哭
[00:07:05.080 --> 00:07:06.680]  但是後來耶穌顯現的時候
[00:07:06.680 --> 00:07:07.880]  他又很開心
[00:07:07.880 --> 00:07:09.720]  那麼是不是這樣就代表復活呢
[00:07:09.720 --> 00:07:14.240]  還是其實瑪利亞他們是否相信復活呢
[00:07:14.240 --> 00:07:16.200]  或者復活的觀念對於瑪利亞他們
[00:07:16.200 --> 00:07:19.560]  是不是一些很全新的東西呢
[00:07:19.560 --> 00:07:21.240]  對於我們來說
[00:07:21.240 --> 00:07:22.800]  我們整本聖經都看過了
[00:07:22.800 --> 00:07:25.960]  但是對於他們一直跟隨耶穌三年多的時候
[00:07:25.960 --> 00:07:30.520]  其實耶穌是不是沒有說過復活呢
[00:07:30.520 --> 00:07:32.160]  不是的 是不是
[00:07:32.160 --> 00:07:35.000]  就是我們看的是《宇航福音》第二十章
[00:07:35.000 --> 00:07:37.880]  但是其實不用擔心不是驗眼
[00:07:37.880 --> 00:07:40.960]  我就不會逐節講的
[00:07:40.960 --> 00:07:43.840]  但是這段經文是《宇航福音》十一章的經文
[00:07:43.840 --> 00:07:45.360]  十一章的經文是什麼呢
[00:07:45.360 --> 00:07:46.320]  就是前幾章
[00:07:46.320 --> 00:07:49.480]  其實這段事件發生了一個多星期前
[00:07:49.480 --> 00:07:51.600]  就是耶穌受死一個多星期前的事
[00:07:51.600 --> 00:07:55.480]  就是耶穌去拉撒路的家
[00:07:55.480 --> 00:07:57.920]  記載在《宇航福音》十一章的經文裡面
[00:07:57.920 --> 00:07:59.560]  那段經文大家很熟悉的
[00:07:59.560 --> 00:08:02.360]  所以我重點講一些事情跟大家重溫一下
[00:08:02.360 --> 00:08:04.360]  有一個病了的人叫拉撒路
[00:08:04.360 --> 00:08:07.200]  他就是馬大和瑪利亞的弟弟
[00:08:07.200 --> 00:08:08.320]  他病了
[00:08:08.320 --> 00:08:10.920]  有人就告訴耶穌
[00:08:10.920 --> 00:08:12.360]  打發告訴他
[00:08:12.360 --> 00:08:15.080]  哎呀 你所愛的人病了
[00:08:15.080 --> 00:08:16.480]  耶穌就告訴他
[00:08:16.480 --> 00:08:18.400]  就跟他的門徒說
[00:08:18.400 --> 00:08:21.360]  我拉撒路的朋友睡著了
[00:08:21.360 --> 00:08:23.000]  我要去叫醒他
[00:08:23.000 --> 00:08:25.360]  那些門徒還傻傻的說
[00:08:25.360 --> 00:08:27.160]  如果睡著了就不用叫了
[00:08:27.160 --> 00:08:28.880]  睡著了他自己會醒來
[00:08:28.880 --> 00:08:33.080]  其實他們都不明白耶穌說話
[00:08:33.080 --> 00:08:34.440]  耶穌很直白的告訴他們
[00:08:34.440 --> 00:08:36.480]  拉撒路死了
[00:08:36.480 --> 00:08:38.720]  就是告訴他們拉撒路死了
[00:08:38.720 --> 00:08:41.320]  他們才知道這麼大一件事
[00:08:41.320 --> 00:08:43.080]  當耶穌要去的時候
[00:08:43.080 --> 00:08:45.880]  拉撒路已經死了四天了
[00:08:45.880 --> 00:08:47.160]  馬大就說
[00:08:47.160 --> 00:08:48.160]  他就說主啊
[00:08:48.160 --> 00:08:49.880]  如果你早一點到的時候
[00:08:49.880 --> 00:08:52.120]  我弟弟就不用死了
[00:08:52.120 --> 00:08:53.600]  就算你現在來到的時候
[00:08:53.600 --> 00:08:56.280]  我知道你無論向上帝求什麼的時候
[00:08:56.280 --> 00:08:58.280]  上帝都會賜給你的
[00:08:58.280 --> 00:09:02.160]  那耶穌說你兄弟是會復活的
[00:09:02.160 --> 00:09:03.520]  然後馬大就說了
[00:09:03.520 --> 00:09:06.800]  我知道在末後的時候
[00:09:06.800 --> 00:09:08.800]  他是會復活的
[00:09:08.800 --> 00:09:10.280]  這裡停一停
[00:09:10.280 --> 00:09:11.520]  所以第一次問
[00:09:11.520 --> 00:09:16.200]  你相不相信復活的呢
[00:09:16.200 --> 00:09:19.080]  平時港台很少這樣互動
[00:09:19.080 --> 00:09:20.520]  我問年輕人的時候
[00:09:20.520 --> 00:09:21.680]  他們就會說
[00:09:21.680 --> 00:09:22.680]  你相不相信復活
[00:09:22.680 --> 00:09:23.480]  你問問自己
[00:09:23.480 --> 00:09:25.080]  你相不相信復活
[00:09:25.080 --> 00:09:26.680]  大部份我們都會相信的
[00:09:26.680 --> 00:09:28.080]  一定相信的
[00:09:28.080 --> 00:09:30.440]  我們《使徒信經》會認信的
[00:09:30.440 --> 00:09:31.800]  我信罪得赦免
[00:09:31.800 --> 00:09:33.120]  我信身體復活
[00:09:33.120 --> 00:09:34.240]  我信永生
[00:09:34.240 --> 00:09:35.840]  這是我們《使徒信經》
[00:09:35.840 --> 00:09:38.520]  最後那三個認信
[00:09:38.520 --> 00:09:40.120]  所以我們一定是信復活
[00:09:40.120 --> 00:09:43.240]  而我們相信的復活是復活的
[00:09:43.240 --> 00:09:45.200]  不過是將來式
[00:09:45.200 --> 00:09:48.600]  跟現在馬大宣告的那件事是
[00:09:48.600 --> 00:09:51.200]  我相信我兄弟會復活的
[00:09:51.200 --> 00:09:52.920]  在將來
[00:09:52.920 --> 00:09:55.760]  但是當時猶太人殺刀的人
[00:09:55.760 --> 00:09:57.160]  是不相信肉身復活的
[00:09:57.160 --> 00:09:58.880]  所以他跟耶穌有爭辭
[00:09:58.880 --> 00:10:00.520]  《經文》也有記載過
[00:10:00.520 --> 00:10:01.840]  但是《經文》不是一個重點
[00:10:01.840 --> 00:10:04.000]  重點是他們是信復活
[00:10:04.000 --> 00:10:05.040]  不過是將來式
[00:10:05.040 --> 00:10:07.040]  我們今天也信復活
[00:10:07.040 --> 00:10:08.640]  同樣是將來式
[00:10:08.640 --> 00:10:10.840]  是不是
[00:10:10.840 --> 00:10:12.000]  如果是的話
[00:10:12.000 --> 00:10:13.760]  我先說不是錯的
[00:10:13.760 --> 00:10:14.840]  不是錯是對的
[00:10:14.840 --> 00:10:16.280]  不用擔心
[00:10:16.280 --> 00:10:17.560]  將來是會復活的
[00:10:17.560 --> 00:10:18.560]  耶穌回來的時候
[00:10:18.560 --> 00:10:20.080]  我們會肉身顯現
[00:10:20.080 --> 00:10:22.520]  這是真實的
[00:10:22.520 --> 00:10:24.680]  但是可能你如果復活是將來式的時候
[00:10:24.680 --> 00:10:27.360]  你不得不問一件事就是
[00:10:27.360 --> 00:10:28.720]  如果是將來的話
[00:10:28.720 --> 00:10:31.520]  那我自己就會問一下
[00:10:31.520 --> 00:10:34.120]  上帝會不會可以減稅數呢
[00:10:34.120 --> 00:10:36.480]  會不會可以減25歲的時候復活
[00:10:36.480 --> 00:10:38.240]  那個身體狀態好一點
[00:10:38.240 --> 00:10:40.120]  如果我有80歲命的話
[00:10:40.120 --> 00:10:41.240]  80歲就已經
[00:10:41.240 --> 00:10:43.960]  身體復活好像不是那麼想的身體
[00:10:43.960 --> 00:10:45.280]  就是你可能說一下笑
[00:10:45.280 --> 00:10:48.840]  你會跟上帝會不會談一下
[00:10:48.840 --> 00:10:49.880]  但是保羅就說
[00:10:49.880 --> 00:10:51.960]  那個形態是什麼我們都不知道的
[00:10:51.960 --> 00:10:52.960]  就是我們就是
[00:10:52.960 --> 00:10:54.640]  你胡亂猜測都沒有問題
[00:10:54.640 --> 00:10:56.720]  但是上帝會按他的心意
[00:10:56.720 --> 00:10:57.600]  我們都不知道
[00:10:57.600 --> 00:10:58.640]  但是將來一定會復活
[00:10:58.640 --> 00:11:00.480]  這個是事實
[00:11:00.480 --> 00:11:01.960]  但是如果復活是將來式的話
[00:11:01.960 --> 00:11:03.000]  那我們現在
[00:11:03.000 --> 00:11:05.320]  怎麼面對復活是什麼一回事呢
[00:11:05.320 --> 00:11:06.760]  這個就是我今天想跟大家一起
[00:11:06.760 --> 00:11:09.040]  透過經文去思想一下
[00:11:09.040 --> 00:11:10.840]  但是耶穌會說一件事
[00:11:10.840 --> 00:11:12.880]  他說
[00:11:12.880 --> 00:11:14.240]  你相信
[00:11:14.240 --> 00:11:17.720]  你知道你兄弟沒後會復活
[00:11:17.720 --> 00:11:19.560]  但是耶穌跟他說第25節
[00:11:19.560 --> 00:11:21.760]  復活在我 生命也在我
[00:11:21.760 --> 00:11:24.560]  信我的人雖然死了也必復活
[00:11:24.560 --> 00:11:25.880]  這段經文大家很熟悉
[00:11:25.880 --> 00:11:28.000]  在安息禮拜常常都會在
[00:11:28.000 --> 00:11:29.600]  長康上面會有
[00:11:29.600 --> 00:11:31.040]  或者是大家都會是
[00:11:31.040 --> 00:11:33.960]  彼此安慰家屬的情況
[00:11:33.960 --> 00:11:34.640]  OK
[00:11:34.640 --> 00:11:35.560]  耶穌說過
[00:11:35.560 --> 00:11:38.000]  凡活著信我人必永遠不死
[00:11:38.000 --> 00:11:39.920]  你信者患嗎
[00:11:39.920 --> 00:11:41.400]  耶穌很強調一件事就是
[00:11:41.400 --> 00:11:43.560]  活著信他的人
[00:11:43.560 --> 00:11:45.040]  你信不信
[00:11:45.040 --> 00:11:47.920]  而在當中我們現在都是經歷復活
[00:11:47.920 --> 00:11:49.800]  這個都是很重要的
[00:11:49.800 --> 00:11:51.040]  對我們來說
[00:11:51.040 --> 00:11:52.280]  如果復活是將來式
[00:11:52.280 --> 00:11:53.280]  我們認信
[00:11:53.280 --> 00:11:54.280]  但是如果復活告訴你
[00:11:54.280 --> 00:11:57.360]  復活是現在和現在進行的時候
[00:11:57.360 --> 00:12:00.960]  你信不信
[00:12:00.960 --> 00:12:02.680]  這個就要問一問自己
[00:12:02.680 --> 00:12:05.320]  其實耶穌在你生命當中
[00:12:05.320 --> 00:12:07.920]  有沒有在更新你
[00:12:07.920 --> 00:12:09.200]  耶穌在你生命當中
[00:12:09.200 --> 00:12:12.880]  有沒有令到你有轉念
[00:12:12.880 --> 00:12:16.200]  這個都是我們常常追求的
[00:12:16.200 --> 00:12:18.360]  我們的屬靈生命的成長
[00:12:18.360 --> 00:12:19.640]  在土壤上面
[00:12:19.640 --> 00:12:21.160]  是天天都不同
[00:12:21.160 --> 00:12:22.440]  如果你喜歡種植
[00:12:22.440 --> 00:12:24.080]  或者你喜歡養寵物也好
[00:12:24.080 --> 00:12:25.840]  或者看自己的子女也好
[00:12:25.840 --> 00:12:26.760]  你自己也好
[00:12:26.760 --> 00:12:27.760]  身體會變化
[00:12:27.760 --> 00:12:30.120]  生命成長就是不斷地轉念
[00:12:30.120 --> 00:12:32.320]  和不斷地更新
[00:12:32.320 --> 00:12:34.080]  復活在我生命也在我
[00:12:34.080 --> 00:12:36.360]  信我的人雖然死了也必復活
[00:12:36.360 --> 00:12:39.040]  這個重點就是
[00:12:39.040 --> 00:12:41.720]  是不是和耶穌當中的聯繫
[00:12:41.720 --> 00:12:43.800]  這個轉念過程當中
[00:12:43.800 --> 00:12:47.800]  可以稍後再慢慢地加進去
[00:12:47.800 --> 00:12:49.200]  接著你會發現
[00:12:49.200 --> 00:12:52.000]  馬大開始就停了
[00:12:52.000 --> 00:12:55.080]  就再宣告你是基督
[00:12:55.080 --> 00:12:57.240]  他很認信耶穌基督的能力
[00:12:57.240 --> 00:12:58.520]  馬大就說了一句話
[00:12:58.520 --> 00:13:00.600]  就叫他妹妹馬利亞出來
[00:13:00.600 --> 00:13:02.200]  夫子來叫你
[00:13:02.200 --> 00:13:03.920]  馬利亞聽到是耶穌的時候
[00:13:03.920 --> 00:13:05.160]  馬上跑出來
[00:13:05.160 --> 00:13:08.120]  你見到他的說話和馬大是一樣的
[00:13:08.120 --> 00:13:09.720]  就是說主啊
[00:13:09.720 --> 00:13:12.360]  你早點來我弟弟就不用死
[00:13:12.360 --> 00:13:14.200]  耶穌見到他哭
[00:13:14.200 --> 00:13:18.080]  耶穌也哭
[00:13:18.080 --> 00:13:20.200]  經文再下去的時候我就停在這裡了
[00:13:20.200 --> 00:13:21.040]  經文再下去的時候
[00:13:21.040 --> 00:13:23.800]  你只要知道拉撒路就醒了
[00:13:23.800 --> 00:13:25.400]  耶穌就救了他出來
[00:13:25.400 --> 00:13:27.120]  這樣就醒了
[00:13:27.120 --> 00:13:28.520]  但是見到復活的人
[00:13:28.520 --> 00:13:30.840]  生命又沒有被更新呢
[00:13:30.840 --> 00:13:32.840]  拉撒路就真的醒了
[00:13:32.840 --> 00:13:34.360]  而馬大馬利亞都知道
[00:13:34.360 --> 00:13:35.840]  耶穌有這樣的能力
[00:13:35.840 --> 00:13:37.560]  但是同場的人
[00:13:37.560 --> 00:13:42.560]  不是全部都是認受這個神蹟的
[00:13:42.560 --> 00:13:45.280]  你會見到約翰福音下面的經文
[00:13:45.280 --> 00:13:46.880]  第十一章下面經文
[00:13:46.880 --> 00:13:48.480]  那裡有六十節經文
[00:13:48.480 --> 00:13:50.680]  再下面經文就會是
[00:13:50.680 --> 00:13:52.600]  那些文士和法西塞人見到
[00:13:52.600 --> 00:13:56.400]  耶穌行了這個死人復活的神蹟
[00:13:56.400 --> 00:14:00.400]  他們就說這個人連死人都可以復活
[00:14:00.400 --> 00:14:01.960]  從那一天起
[00:14:01.960 --> 00:14:05.680]  他們就商議要殺害耶穌
[00:14:05.680 --> 00:14:09.440]  因為再沒有人聽他們說話了
[00:14:09.440 --> 00:14:10.560]  你會見到
[00:14:10.560 --> 00:14:13.240]  同樣見到一個神蹟的群體
[00:14:13.240 --> 00:14:16.960]  心境不同 連繫不同
[00:14:16.960 --> 00:14:20.480]  他的轉念都會不同
[00:14:20.480 --> 00:14:24.280]  見到復活生命的轉念是很重要的
[00:14:24.280 --> 00:14:28.040]  因為他知道復活的能力是連繫耶穌
[00:14:28.040 --> 00:14:29.360]  但是那些文士和法西塞人
[00:14:29.360 --> 00:14:31.120]  沒有連繫耶穌的時候
[00:14:31.120 --> 00:14:34.560]  他反而會轉離耶穌
[00:14:34.560 --> 00:14:37.840]  所以今天我們會求神蹟
[00:14:37.840 --> 00:14:41.000]  譬如我們有些朋友不是很信耶穌
[00:14:41.000 --> 00:14:43.760]  或者還是很抗拒和你分享
[00:14:43.760 --> 00:14:45.640]  接受你的分享的時候
[00:14:45.640 --> 00:14:48.600]  他就說如果被我見到就信
[00:14:48.600 --> 00:14:50.520]  這些不是現在這一代的人
[00:14:50.520 --> 00:14:52.760]  以前那些正經年代的人
[00:14:52.760 --> 00:14:54.760]  都是被我見到就信
[00:14:54.760 --> 00:14:57.040]  耶穌都說沒有神蹟的了
[00:14:57.040 --> 00:14:58.400]  再沒有神蹟的了
[00:14:58.400 --> 00:15:01.400]  其實從來都不是神蹟令人信
[00:15:01.400 --> 00:15:05.640]  從來都是你自己沒有前設那件事
[00:15:05.640 --> 00:15:07.680]  因為那些文士和法西塞人
[00:15:07.680 --> 00:15:10.400]  前設了耶穌是搞亂他們的
[00:15:10.400 --> 00:15:15.320]  所以就算耶穌做了大而可畏的神蹟的時候
[00:15:15.320 --> 00:15:16.800]  他們都不信
[00:15:16.800 --> 00:15:19.800]  就去到約翰福音第三章尼哥底母
[00:15:19.800 --> 00:15:21.080]  同樣都知道說
[00:15:21.080 --> 00:15:23.280]  夫子我知道你是從神而來的
[00:15:23.280 --> 00:15:24.840]  如果不是從神而來
[00:15:24.840 --> 00:15:26.560]  你不會做到這些事
[00:15:26.560 --> 00:15:28.320]  他晚上去找耶穌的時候
[00:15:28.320 --> 00:15:31.360]  但是最後耶穌要揭示一些很重要的信息
[00:15:31.360 --> 00:15:34.400]  他就說如果你不是律法的師父
[00:15:34.400 --> 00:15:35.640]  你自己都不明白
[00:15:35.640 --> 00:15:37.360]  其他事情你都很難明白
[00:15:37.360 --> 00:15:40.720]  但是最後尼哥底母都是憂憂愁愁
[00:15:40.720 --> 00:15:43.120]  沒有什麼很具體的回應
[00:15:43.120 --> 00:15:44.040]  他就走了
[00:15:44.040 --> 00:15:46.400]  因為有些事情他仍然是停在那裡
[00:15:46.400 --> 00:15:48.520]  沒有轉念
[00:15:48.520 --> 00:15:52.280]  我想讓這些大家很熟悉的經文做一些串連
[00:15:52.280 --> 00:15:54.000]  我們的信仰
[00:15:54.000 --> 00:15:57.880]  裝了些什麼進去呢?
[00:15:57.880 --> 00:16:00.200]  這個就是我們土壤的成長過程當中
[00:16:00.200 --> 00:16:05.360]  我們有沒有一路慢慢去做轉化
[00:16:05.360 --> 00:16:08.480]  用一個比較靠近的
[00:16:08.480 --> 00:16:11.760]  就是吃得多東西不代表健康的
[00:16:11.760 --> 00:16:12.400]  是不是?
[00:16:12.400 --> 00:16:16.920]  裝得多東西不代表身體
[00:16:16.920 --> 00:16:19.360]  比如我小時候是比較瘦的
[00:16:19.360 --> 00:16:20.800]  但是他吃很多東西的
[00:16:20.800 --> 00:16:22.080]  接著那些人就說
[00:16:22.080 --> 00:16:25.200]  你吃這麼多東西都不長肉的
[00:16:25.200 --> 00:16:26.760]  接著隔壁的那個人就說
[00:16:26.760 --> 00:16:29.280]  他吃很多零食怎麼長肉呢?
[00:16:29.280 --> 00:16:35.960]  重點就是我們有些什麼去供應或者吸收
[00:16:35.960 --> 00:16:37.640]  今天回來
[00:16:37.640 --> 00:16:39.200]  我們讀聖經也好
[00:16:39.200 --> 00:16:40.920]  我們參與聚會也好
