
[00:00:00.000 --> 00:00:05.000]  各位好 我們繼續這個亂世啟示錄的series
[00:04:06.000 --> 00:04:12.000]  大概這個講法 在華人的教會裡面是非常普遍的
[00:04:12.000 --> 00:04:17.000]  叫做災前被提論 pre-tribulational rapture
[00:04:17.000 --> 00:04:25.000]  你見到教會現在快要到終末的時候 基督會回來被提
[00:04:25.000 --> 00:04:30.000]  教會會被提 但是那個被提是秘密的
[00:04:30.000 --> 00:04:34.000]  不是普世人會見到 基督徒會突然消失
[00:04:34.000 --> 00:04:37.000]  你坐在那裡的時候突然消失 剩下一套衣服
[00:04:37.000 --> 00:04:42.000]  然後大災難七年就會臨到 然後最後的時候
[00:04:42.000 --> 00:04:49.000]  基督才會第二次回來 我記得年輕的時候 大學的時候
[00:04:49.000 --> 00:04:57.000]  成長的教會 不止一間 都是講這個所謂時代論
[00:04:57.000 --> 00:05:03.000]  這個災前被提論 尤其去到八十年代九十年代的時候
[00:05:03.000 --> 00:05:09.000]  我們比較成熟一點那些 我們知道八十年代九十年代的時候
[00:05:09.000 --> 00:05:14.000]  都是世界大亂的時候 是不是 你記得九零年代
[00:05:14.000 --> 00:05:22.000]  有波斯灣的戰爭 石油危機 然後就有蘇共解體等等
[00:05:22.000 --> 00:05:28.000]  很多世界的大事就發生 然後這種講法就是大行其道
[00:05:28.000 --> 00:05:34.000]  如果你記得的話 有一些這樣的書籍 叫做 Left Behind
[00:05:34.000 --> 00:05:43.000]  在九五年的時候開始出版的 是用小說的形式來講這些災前被提
[00:05:43.000 --> 00:05:49.000]  然後有七年的大災難臨到 你見到有些車的貼紙是這樣的
[00:05:49.000 --> 00:05:54.000]  In case rapture happen的話 這輛車就沒有人駕駛 是不是
[00:05:54.000 --> 00:06:00.000]  不是說這輛車是自動車 它會撞車 因為你突然消失 是不是
[00:06:00.000 --> 00:06:05.000]  In case of rapture Facebook就沒有人update 或者現在有些website
[00:06:05.000 --> 00:06:09.000]  這個website都進行了很久了 叫做Rapture Index
[00:06:09.000 --> 00:06:15.000]  就是去到看一下 什麼時候那個index會高呢
[00:06:15.000 --> 00:06:19.000]  好像一些指數 恒生指數 股票指數那樣
[00:06:19.000 --> 00:06:26.000]  主的秘密的回來 那個被提就會很快的出現
[00:06:26.000 --> 00:06:30.000]  這裡我們值得去想一想 會不會有時候
[00:06:30.000 --> 00:06:37.000]  我們有一些是既定了的時間表 或者既定了的一些詮釋
[00:06:37.000 --> 00:06:41.000]  然後我們就將其他的經文cut and paste 然後押下去
[00:06:41.000 --> 00:06:46.000]  剛才我們那個表 就給大家看到了 有一些既定的中末的時間表
[00:06:46.000 --> 00:06:51.000]  我們先預設了 然後我們看任何的經文有關中末的時候
[00:06:51.000 --> 00:06:54.000]  啟示錄等等的經文 貼索維加前書第四章
[00:06:54.000 --> 00:06:57.000]  我們就將這些東西押下去
[00:06:57.000 --> 00:07:04.000]  這個的講法 或者這種的論說
[00:07:04.000 --> 00:07:08.000]  有沒有搞清楚聖經裡面想講些什麼
[00:07:08.000 --> 00:07:12.000]  我想問你 這些這樣的時間表
[00:07:12.000 --> 00:07:18.000]  你覺得是pro-war 還是anti-war
[00:07:18.000 --> 00:07:22.000]  是好戰還是反戰
[00:07:22.000 --> 00:07:25.000]  你有沒有聽過那首新歌 最近在香港那首新歌
[00:07:25.000 --> 00:07:28.000]  我今早剛剛聽完 什麼作品的說話
[00:07:28.000 --> 00:07:33.000]  姜濤那首歌 反戰的歌
[00:07:33.000 --> 00:07:40.000]  你覺得這些這樣的被提論 是好戰還是反戰
[00:07:40.000 --> 00:07:44.000]  是好戰 我還記得八九十年代的時候
[00:07:44.000 --> 00:07:47.000]  有很多這樣的論說出來的時候
[00:07:47.000 --> 00:07:49.000]  波斯灣發生什麼事 或者中東發生什麼事
[00:07:49.000 --> 00:07:52.000]  有很多這樣的論說的人就會說
[00:07:52.000 --> 00:07:55.000]  是了 是了 要打了 沒辦法了 一定要打了
[00:07:55.000 --> 00:07:59.000]  直接應該要打了 是不是
[00:07:59.000 --> 00:08:01.000]  這樣的既定了的時間表
[00:08:01.000 --> 00:08:05.000]  然後我們有這樣的既定的想法
[00:08:05.000 --> 00:08:07.000]  會不會影響我們怎樣看世事
[00:08:07.000 --> 00:08:09.000]  或者最重要的一樣東西 我想
[00:08:09.000 --> 00:08:13.000]  是不是我們沒有搞清楚 聖經想講些什麼
[00:08:13.000 --> 00:08:15.000]  我不管你是哪一派
[00:08:15.000 --> 00:08:20.000]  最重要是看清楚聖經背後的背景
[00:08:20.000 --> 00:08:23.000]  到底背景想address一個什麼問題
[00:08:23.000 --> 00:08:25.000]  然後我們從那個方法來入手
[00:08:25.000 --> 00:08:27.000]  我們才能夠看得清楚
[00:08:27.000 --> 00:08:29.000]  啟示錄是這樣看
[00:08:29.000 --> 00:08:31.000]  貼心為家前書都是這樣看
[00:08:31.000 --> 00:08:34.000]  這段所謂被提的經文 我們一起看看
[00:08:34.000 --> 00:08:38.000]  大興子門 至於已睡了的人
[00:08:38.000 --> 00:08:40.000]  我們不願意你們不知道
[00:08:40.000 --> 00:08:42.000]  恐怕你們憂傷
[00:08:42.000 --> 00:08:45.000]  像那些沒有指望的人一樣
[00:08:45.000 --> 00:08:49.000]  你知道保羅寫的那些新約的書信
[00:08:49.000 --> 00:08:51.000]  寫給教會的
[00:08:51.000 --> 00:08:54.000]  很多時候是一個回覆的電郵
[00:08:54.000 --> 00:08:59.000]  就是說你看到保羅回覆寫些什麼
[00:08:59.000 --> 00:09:02.000]  但原本那個email是沒有了
[00:09:02.000 --> 00:09:06.000]  所以你就用那個回覆的email去估一下
[00:09:06.000 --> 00:09:08.000]  或者去重構一下
[00:09:08.000 --> 00:09:10.000]  到底當時教會在問什麼問題
[00:09:10.000 --> 00:09:12.000]  當時貼心為家的教會
[00:09:12.000 --> 00:09:14.000]  可能問這個問題就是
[00:09:14.000 --> 00:09:16.000]  在他們中間
[00:09:16.000 --> 00:09:18.000]  他們受了很多苦
[00:09:18.000 --> 00:09:20.000]  這個初生的教會
[00:09:20.000 --> 00:09:22.000]  有很多的基督徒
[00:09:22.000 --> 00:09:24.000]  因為有很多方面的打壓
[00:09:24.000 --> 00:09:26.000]  在當時的羅馬帝國的時候
[00:09:26.000 --> 00:09:28.000]  特別有權勢的猶太人
[00:09:28.000 --> 00:09:30.000]  就去到在貼心為家城裡面
[00:09:30.000 --> 00:09:33.000]  對這些教會 對這些基督徒
[00:09:33.000 --> 00:09:35.000]  就造成很多的影響
[00:09:35.000 --> 00:09:37.000]  很多的壓迫
[00:09:37.000 --> 00:09:41.000]  所以有些信徒是死了的
[00:09:41.000 --> 00:09:43.000]  是殉道死
[00:09:43.000 --> 00:09:45.000]  因為福音的緣故 因為信耶穌的緣故
[00:09:45.000 --> 00:09:47.000]  他們是殉道
[00:09:47.000 --> 00:09:50.000]  所以這幫人你可以自然想到
[00:09:50.000 --> 00:09:53.000]  他們所有的教會
[00:09:53.000 --> 00:09:56.000]  所有的信徒都相信主會再來
[00:09:56.000 --> 00:09:59.000]  耶穌基督曾經從死裡面復活
[00:09:59.000 --> 00:10:02.000]  隨時他會再來再回來的
[00:10:02.000 --> 00:10:05.000]  那些貼心為家的信徒
[00:10:05.000 --> 00:10:09.000]  就會問到底基督榮耀再來的時候
[00:10:09.000 --> 00:10:11.000]  到底這些已死的信徒
[00:10:11.000 --> 00:10:13.000]  已經殉道了的信徒
[00:10:13.000 --> 00:10:19.000]  會不會是錯失了基督的榮耀的國度呢
[00:10:19.000 --> 00:10:22.000]  因為他們有生之年的時候
[00:10:22.000 --> 00:10:24.000]  他們未必能夠等到
[00:10:24.000 --> 00:10:27.000]  看到耶穌基督榮耀的再來
[00:10:27.000 --> 00:10:30.000]  所以他們會不會錯失了呢
[00:10:30.000 --> 00:10:32.000]  保羅的答覆就是
[00:10:32.000 --> 00:10:34.000]  他說一定是不會的
[00:10:34.000 --> 00:10:39.000]  十四節 他說既然我們信了耶穌死了
[00:10:39.000 --> 00:10:45.000]  復活了 那些已經在耶穌裡睡了的人
[00:10:45.000 --> 00:10:49.000]  上帝也必將他們與耶穌一同帶來
[00:10:49.000 --> 00:10:52.000]  我們照著主的話告訴你們一件事
[00:10:52.000 --> 00:10:54.000]  請你記得一件事
[00:10:54.000 --> 00:10:57.000]  你們這活著還存留在主
[00:10:57.000 --> 00:11:00.000]  到主來臨的時候
[00:11:00.000 --> 00:11:02.000]  你們這幫人
[00:11:02.000 --> 00:11:07.000]  絕不會在那已經睡了的人之先
[00:11:07.000 --> 00:11:09.000]  睡了的人當然是一個類比
[00:11:09.000 --> 00:11:11.000]  我們在基督裡面
[00:11:11.000 --> 00:11:13.000]  我們離開這個世界
[00:11:13.000 --> 00:11:15.000]  我們就算叫做睡了的人
[00:11:15.000 --> 00:11:16.000]  不代表我們沒有知覺
[00:11:16.000 --> 00:11:18.000]  而是我們離開這個世界
[00:11:18.000 --> 00:11:21.000]  我們會與主同在
[00:11:21.000 --> 00:11:23.000]  然後我們就等待
[00:11:23.000 --> 00:11:26.000]  在天上等待主的再來
[00:11:26.000 --> 00:11:29.000]  所以這裡不是說他們沒有知覺
[00:11:29.000 --> 00:11:31.000]  但是保羅主要想說的是什麼
[00:11:31.000 --> 00:11:34.000]  他們不單止這幫已睡了
[00:11:34.000 --> 00:11:36.000]  在基督裡面已睡了的信徒
[00:11:36.000 --> 00:11:39.000]  不單止他們不會錯過
[00:11:39.000 --> 00:11:42.000]  上帝基督榮耀的再來
[00:11:42.000 --> 00:11:43.000]  不單止不會
[00:11:43.000 --> 00:11:48.000]  他們反而會在主再來的時候
[00:11:48.000 --> 00:11:50.000]  主裡面先死的這幫人
[00:11:50.000 --> 00:11:56.000]  他們會是第一批去會見基督人
[00:11:56.000 --> 00:11:57.000]  不單止不會錯過
[00:11:57.000 --> 00:12:00.000]  還會是第一批去迎接基督人
[00:12:00.000 --> 00:12:02.000]  我們繼續看下去
[00:12:02.000 --> 00:12:04.000]  因為召集令一發
[00:12:04.000 --> 00:12:06.000]  天使長的呼聲一叫
[00:12:06.000 --> 00:12:08.000]  上帝的號角一吹
[00:12:08.000 --> 00:12:11.000]  主必親自從天降臨
[00:12:11.000 --> 00:12:14.000]  那在基督裡面死了的人
[00:12:14.000 --> 00:12:16.000]  必先復活
[00:12:16.000 --> 00:12:20.000]  然後我們這些還活著還存留的人
[00:12:20.000 --> 00:12:25.000]  必與他們一同被提到雲裡
[00:12:25.000 --> 00:12:27.000]  在空中與主相會
[00:12:27.000 --> 00:12:32.000]  這樣我們就要和主永遠同在
[00:12:32.000 --> 00:12:34.000]  在這裡很明顯看到
[00:12:34.000 --> 00:12:38.000]  就是講到天使長的聲音
[00:12:38.000 --> 00:12:41.000]  上帝號角的聲音
[00:12:41.000 --> 00:12:43.000]  就是主會親自會來的
[00:12:43.000 --> 00:12:45.000]  但這個絕對不是秘密的來的
[00:12:45.000 --> 00:12:46.000]  對不對
[00:12:46.000 --> 00:12:49.000]  不可能解作秘密的
[00:12:49.000 --> 00:12:51.000]  因為是開放的
[00:12:51.000 --> 00:12:53.000]  是正確的
[00:12:53.000 --> 00:12:55.000]  不是秘密的回來
[00:12:55.000 --> 00:12:57.000]  神的號角等等
[00:12:57.000 --> 00:12:59.000]  這裡有個字 被提
[00:12:59.000 --> 00:13:00.000]  就是從這裡出來的
[00:13:00.000 --> 00:13:01.000]  所謂被提
[00:13:01.000 --> 00:13:03.000]  被提到什麼意思
[00:13:03.000 --> 00:13:06.000]  在空中與主相會
[00:13:06.000 --> 00:13:09.000]  如果你留意上下文的話
[00:13:09.000 --> 00:13:12.000]  就不是說被提到半空
[00:13:12.000 --> 00:13:14.000]  然後有些人消失了
[00:13:14.000 --> 00:13:18.000]  而是處裡面已死的人
[00:13:18.000 --> 00:13:21.000]  與我們還在世的人
[00:13:21.000 --> 00:13:23.000]  被提到半空
[00:13:23.000 --> 00:13:27.000]  去會見這個正在降臨的主
[00:13:27.000 --> 00:13:31.000]  就是中途上到他降臨的時候
[00:13:31.000 --> 00:13:33.000]  中途上去會見他
[00:13:33.000 --> 00:13:34.000]  然後再下來
[00:13:34.000 --> 00:13:37.000]  上帝的國就會到了
[00:13:37.000 --> 00:13:39.000]  這裡有個特別的字
[00:13:39.000 --> 00:13:40.000]  叫做相會
[00:13:40.000 --> 00:13:42.000]  Panthesis
[00:13:42.000 --> 00:13:43.000]  是什麼字
[00:13:43.000 --> 00:13:45.000]  是一個專用的名詞
[00:13:45.000 --> 00:13:47.000]  專用的動詞
[00:13:47.000 --> 00:13:49.000]  是形容當時羅馬帝國
[00:13:49.000 --> 00:13:51.000]  那些軍王去打仗
[00:13:51.000 --> 00:13:53.000]  打仗完了他們海船回歸
[00:13:53.000 --> 00:13:55.000]  回去城的時候
[00:13:55.000 --> 00:13:57.000]  未入城之前
[00:13:57.000 --> 00:13:59.000]  那個城裡面的鄉親父老
[00:13:59.000 --> 00:14:01.000]  或者那些官長
[00:14:01.000 --> 00:14:05.000]  他們就會組織一些歡迎隊伍
[00:14:05.000 --> 00:14:09.000]  然後他們就會走出去城外
[00:14:09.000 --> 00:14:12.000]  那個將軍未回來
[00:14:12.000 --> 00:14:14.000]  未入城之前
[00:14:14.000 --> 00:14:17.000]  在中途與他相會
[00:14:17.000 --> 00:14:18.000]  相會了之後
[00:14:18.000 --> 00:14:19.000]  歡迎了他
[00:14:19.000 --> 00:14:21.000]  然後就夾道歡呼地
[00:14:21.000 --> 00:14:23.000]  護送那個軍王
[00:14:23.000 --> 00:14:27.000]  或者那個將軍回去城裡面
[00:14:27.000 --> 00:14:28.000]  海船回歸
[00:14:28.000 --> 00:14:31.000]  就是一個這樣的景象
[00:14:31.000 --> 00:14:33.000]  那些達官貴人
[00:14:33.000 --> 00:14:36.000]  在古時在現代都是這樣的
[00:14:36.000 --> 00:14:38.000]  有些什麼大的人物
[00:14:38.000 --> 00:14:40.000]  嫁到的時候
[00:14:40.000 --> 00:14:44.000]  總是會有一些很隆重的預備
[00:14:44.000 --> 00:14:45.000]  我們在芝加哥
[00:14:45.000 --> 00:14:48.000]  我們經常都會有這種情況
[00:14:48.000 --> 00:14:52.000]  拿梳子突然間關了
[00:14:52.000 --> 00:14:53.000]  突然間封了
[00:14:53.000 --> 00:14:54.000]  為什麼
[00:14:54.000 --> 00:14:56.000]  因為總統來了
[00:14:56.000 --> 00:14:57.000]  對嗎
[00:14:57.000 --> 00:14:59.000]  我記得剛剛來芝加哥的時候
[00:14:59.000 --> 00:15:01.000]  有些朋友
[00:15:01.000 --> 00:15:03.000]  很熟悉這裡的本地歷史
[00:15:03.000 --> 00:15:05.000]  就帶我到處看
[00:15:05.000 --> 00:15:07.000]  他去到一個地方
[00:15:07.000 --> 00:15:10.000]  就叫做Rosevale Road
[00:15:10.000 --> 00:15:13.000]  你知道Rosevale Road
[00:15:13.000 --> 00:15:15.000]  有一段特別漂亮
[00:15:15.000 --> 00:15:16.000]  對嗎
[00:15:16.000 --> 00:15:18.000]  為什麼那段特別漂亮
[00:15:18.000 --> 00:15:21.000]  原來相傳就是90年代的時候
[00:15:21.000 --> 00:15:23.000]  克林頓總統來芝加哥
[00:15:23.000 --> 00:15:25.000]  他是搭著軍用直升機
[00:15:25.000 --> 00:15:26.000]  來Grand Park降落的
[00:15:26.000 --> 00:15:29.000]  然後有歡迎隊伍去等他
[00:15:29.000 --> 00:15:31.000]  夾道歡呼他到了
[00:15:31.000 --> 00:15:33.000]  然後到了之前
[00:15:33.000 --> 00:15:35.000]  他還沒駕臨之前
[00:15:35.000 --> 00:15:38.000]  那個Rosevale Road就是大裝修
[00:15:38.000 --> 00:15:40.000]  就是為了歡迎他的
[00:15:40.000 --> 00:15:41.000]  對嗎
[00:15:41.000 --> 00:15:44.000]  你住的區你知是有錢人區
[00:15:44.000 --> 00:15:47.000]  是特別漂亮一點的
[00:15:47.000 --> 00:15:49.000]  當然這些達官貴人
[00:15:49.000 --> 00:15:50.000]  才有這樣的待遇
[00:15:50.000 --> 00:15:51.000]  我記得好幾年前
[00:15:51.000 --> 00:15:54.000]  我去完以色列回來的時候
[00:15:54.000 --> 00:15:55.000]  我跟我老婆說
[00:15:55.000 --> 00:15:56.000]  我回來了
[00:15:56.000 --> 00:15:57.000]  我下機在O'Hare
[00:15:57.000 --> 00:15:58.000]  她又跟我說
[00:15:58.000 --> 00:16:02.000]  你自己搭車回來
[00:16:02.000 --> 00:16:06.000]  達官貴人才有這樣的待遇
[00:16:06.000 --> 00:16:08.000]  羅馬帝國當時
[00:16:08.000 --> 00:16:10.000]  就是用一個這樣的方法
[00:16:10.000 --> 00:16:17.000]  來歡迎一些大官
[00:16:17.000 --> 00:16:20.000]  總統級的人來到城裡
[00:16:20.000 --> 00:16:22.000]  In fact這個字
[00:16:22.000 --> 00:16:24.000]  所謂會見這個字
[00:16:24.000 --> 00:16:28.000]  在《使徒行傳》第28章出現過
[00:16:28.000 --> 00:16:30.000]  當時保羅《使徒行傳》
[00:16:30.000 --> 00:16:32.000]  28章已經是最後那一章
[00:16:32.000 --> 00:16:33.000]  說到什麼呢
[00:16:33.000 --> 00:16:35.000]  保羅要上告該殺
[00:16:35.000 --> 00:16:37.000]  要去到京城羅馬
[00:16:37.000 --> 00:16:38.000]  他就帶著福音去
[00:16:38.000 --> 00:16:40.000]  帶著耶穌基督的福音
[00:16:40.000 --> 00:16:42.000]  所以你看《使徒行傳》
[00:16:42.000 --> 00:16:44.000]  28章有很多地名
[00:16:44.000 --> 00:16:45.000]  不同的碼頭
[00:16:45.000 --> 00:16:46.000]  不同的港口
[00:16:46.000 --> 00:16:48.000]  他就去到一個地方
[00:16:48.000 --> 00:16:51.000]  叫做布丁里
[00:16:51.000 --> 00:16:52.000]  在那裡上岸
[00:16:52.000 --> 00:16:55.000]  然後他就跟黃色那條線
[00:16:55.000 --> 00:16:56.000]  那條線就叫做
[00:16:56.000 --> 00:16:59.000]  Vir Appare
[00:16:59.000 --> 00:17:02.000]  是以前羅馬帝國
[00:17:02.000 --> 00:17:05.000]  最古老的那條所謂大道
[00:17:05.000 --> 00:17:07.000]  所謂彌敦道
[00:17:07.000 --> 00:17:09.000]  所謂那個黃道
[00:17:09.000 --> 00:17:13.000]  就是一直會通向羅馬
[00:17:13.000 --> 00:17:15.000]  如果你看28章的話
[00:17:15.000 --> 00:17:16.000]  你就看到它一步一步
[00:17:16.000 --> 00:17:18.000]  是接近羅馬
[00:17:18.000 --> 00:17:20.000]  28章第14節
[00:17:20.000 --> 00:17:22.000]  就這樣我們
[00:17:22.000 --> 00:17:23.000]  保羅說我們
[00:17:23.000 --> 00:17:25.000]  就是跟路加一樣
[00:17:25.000 --> 00:17:27.000]  來到羅馬
[00:17:27.000 --> 00:17:28.000]  那裡的弟兄
[00:17:28.000 --> 00:17:29.000]  就是羅馬的弟兄
[00:17:29.000 --> 00:17:31.000]  聽見我們來的消息
[00:17:31.000 --> 00:17:34.000]  就去到阿比烏市
[00:17:34.000 --> 00:17:38.000]  和三館來迎接
[00:17:38.000 --> 00:17:39.000]  Pantheist
[00:17:39.000 --> 00:17:41.000]  我們
[00:17:41.000 --> 00:17:43.000]  保羅見了他們
[00:17:43.000 --> 00:17:44.000]  就感謝上帝
[00:17:44.000 --> 00:17:45.000]  越發壯膽
[00:17:45.000 --> 00:17:48.000]  就進了羅馬城
[00:17:48.000 --> 00:17:50.000]  你看到右邊
[00:17:50.000 --> 00:17:52.000]  這個地圖右邊
[00:17:52.000 --> 00:17:53.000]  就是Pompeo
[00:17:53.000 --> 00:17:54.000]  黃色那條線
[00:17:54.000 --> 00:17:56.000]  一直上去左邊
[00:17:56.000 --> 00:17:57.000]  左上角的就是羅馬
[00:17:57.000 --> 00:18:00.000]  三館和阿比烏市
[00:18:00.000 --> 00:18:02.000]  Form of Appare
[00:18:02.000 --> 00:18:04.000]  就是在左邊那裡
[00:18:04.000 --> 00:18:05.000]  你看到有個橙色的線
[00:18:05.000 --> 00:18:07.000]  就是那些羅馬的信徒
[00:18:07.000 --> 00:18:09.000]  聽見保羅來的時候
[00:18:09.000 --> 00:18:11.000]  他們就有一個迎接的隊伍
[00:18:11.000 --> 00:18:12.000]  歡迎的隊伍
[00:18:12.000 --> 00:18:15.000]  在中途和保羅相會
[00:18:15.000 --> 00:18:18.000]  然後就帶他去到羅馬
[00:18:18.000 --> 00:18:21.000]  當然這個寫法
[00:18:21.000 --> 00:18:27.000]  這種描述
[00:18:27.000 --> 00:18:28.000]  就很有意思
[00:18:28.000 --> 00:18:29.000]  因為28章
[00:18:29.000 --> 00:18:31.000]  最後的時候講到福音
[00:18:31.000 --> 00:18:34.000]  福音就是宣告耶穌才是王
[00:18:34.000 --> 00:18:37.000]  不是羅馬帝國的皇上
[00:18:37.000 --> 00:18:38.000]  祂不是王
[00:18:38.000 --> 00:18:41.000]  真正的王是復活的基督
[00:18:41.000 --> 00:18:42.000]  所以就用一個這樣的方法
[00:18:42.000 --> 00:18:43.000]  來形容
[00:18:43.000 --> 00:18:45.000]  不是說保羅是大官
[00:18:45.000 --> 00:18:47.000]  而是保羅帶著的福音
[00:18:47.000 --> 00:18:49.000]  是一個大官
[00:18:49.000 --> 00:18:51.000]  因為福音說的是基督
[00:18:51.000 --> 00:18:52.000]  耶穌基督
[00:18:52.000 --> 00:18:55.000]  才是真正的君王
[00:18:55.000 --> 00:18:57.000]  所以你看到
[00:18:57.000 --> 00:18:58.000]  在這裡講到
[00:18:58.000 --> 00:19:00.000]  空中遇著相會的時候
[00:19:00.000 --> 00:19:03.000]  其實這個相會這個詞
[00:19:03.000 --> 00:19:05.000]  應該可以更加好的翻譯
[00:19:05.000 --> 00:19:08.000]  應該叫做拜見的意思
[00:19:08.000 --> 00:19:09.000]  迎見
[00:19:09.000 --> 00:19:11.000]  謹見這樣的意思
[00:19:11.000 --> 00:19:13.000]  謹見哪一個
[00:19:13.000 --> 00:19:15.000]  就是基督
[00:19:15.000 --> 00:19:18.000]  他說已死的人必先復活
[00:19:18.000 --> 00:19:21.000]  以前那些墳墓
[00:19:21.000 --> 00:19:23.000]  已死的人就葬在墳墓
[00:19:23.000 --> 00:19:24.000]  以前那些墳墓
[00:19:24.000 --> 00:19:27.000]  永遠都是在城牆以外
[00:19:27.000 --> 00:19:28.000]  所以你想知道
[00:19:28.000 --> 00:19:29.000]  某時某月某日
[00:19:29.000 --> 00:19:32.000]  那段時間那個城有多大
[00:19:32.000 --> 00:19:34.000]  你就去找那些墳墓
[00:19:34.000 --> 00:19:35.000]  找到墳墓你就知道
[00:19:35.000 --> 00:19:39.000]  大概那個城就在墳墓以內
[00:19:39.000 --> 00:19:42.000]  墳墓就在城牆以外
[00:19:42.000 --> 00:19:43.000]  所以你看到
[00:19:43.000 --> 00:19:46.000]  那個影像
[00:19:46.000 --> 00:19:49.000]  就是那個大官
[00:19:49.000 --> 00:19:50.000]  平面
[00:19:50.000 --> 00:19:52.000]  一路向城走近的時候
[00:19:52.000 --> 00:19:55.000]  他第一班會見到的是什麼人
[00:19:55.000 --> 00:19:57.000]  首先復活的
[00:19:57.000 --> 00:20:00.000]  當然就是那些已死的人
[00:20:00.000 --> 00:20:01.000]  在城外面
[00:20:02.180 --> 00:20:07.180]  在城裏面的人 就會組成一個歡迎的隊伍
[00:20:07.180 --> 00:20:10.180]  出去迎接這個君王
[00:20:10.180 --> 00:20:13.180]  最終目的不是走 不是消失
[00:20:13.180 --> 00:20:17.180]  而是 escort 他回到城裏面
[00:20:17.180 --> 00:20:20.180]  代表他的得勝 是不是
[00:20:20.180 --> 00:20:24.180]  所以你用一個平面這樣看的時候
[00:20:24.180 --> 00:20:28.180]  你就將他90度反上來
