
[00:00:00.000 --> 00:00:03.800]  我們知道世界追求都是最大的企業
[00:01:24.920 --> 00:01:25.880]  真的慘了
[00:01:25.880 --> 00:01:27.280]  哇,很大
[00:01:27.280 --> 00:01:28.800]  所以有幾千人
[00:01:28.800 --> 00:01:30.000]  國內又有人
[00:01:30.000 --> 00:01:31.040]  這樣很厲害
[00:01:31.040 --> 00:01:32.520]  全球也很多人
[00:01:32.520 --> 00:01:34.040]  慢慢做著做著
[00:01:34.040 --> 00:01:35.960]  在金融企業裡面
[00:01:35.960 --> 00:01:37.720]  又幫一家公司上市
[00:01:37.720 --> 00:01:40.280]  公司是做玻璃的
[00:01:40.280 --> 00:01:43.760]  全球百分之十幾的頭髮玻璃去做
[00:01:43.760 --> 00:01:44.560]  哇,很多人
[00:01:44.560 --> 00:01:46.560]  公司一萬多二萬人
[00:01:46.560 --> 00:01:48.240]  真的是很大的企業
[00:01:48.240 --> 00:01:49.640]  其實也不是那麼大
[00:01:49.640 --> 00:01:53.280]  原來全世界有五百強的企業
[00:01:53.280 --> 00:01:55.000]  是請很多人的
[00:01:55.000 --> 00:01:55.720]  行不行?
[00:01:55.720 --> 00:01:57.840]  例如排第441位
[00:01:57.840 --> 00:01:59.120]  這間公司你一定認識的
[00:01:59.120 --> 00:02:01.160]  就叫做Star什麼?
[00:02:01.160 --> 00:02:02.480]  八隻勁
[00:02:02.480 --> 00:02:03.200]  猜到了
[00:02:03.200 --> 00:02:04.800]  可以玩那些動作
[00:02:04.800 --> 00:02:06.000]  猜一下
[00:02:06.000 --> 00:02:08.280]  你猜他請了多少人呢?
[00:02:08.280 --> 00:02:09.440]  三萬?
[00:02:09.440 --> 00:02:10.080]  五萬?
[00:02:10.080 --> 00:02:10.640]  全球?
[00:02:10.640 --> 00:02:11.840]  十萬?
[00:02:11.840 --> 00:02:15.160]  是三十六萬人
[00:02:15.160 --> 00:02:16.680]  你每次喝咖啡
[00:02:16.680 --> 00:02:17.880]  你會發現
[00:02:17.880 --> 00:02:20.200]  你還在三十六萬之一
[00:02:20.200 --> 00:02:21.640]  你不要欺負他
[00:02:21.640 --> 00:02:23.000]  後面很多人的
[00:02:23.000 --> 00:02:25.000]  真的是很多人的
[00:02:25.000 --> 00:02:25.840]  我不知道你知不知道
[00:02:25.840 --> 00:02:27.040]  全香港的勞動人口
[00:02:27.040 --> 00:02:28.880]  其實只有三百多萬
[00:02:28.880 --> 00:02:30.680]  就是他請了十分之一
[00:02:30.680 --> 00:02:31.440]  好了
[00:02:31.440 --> 00:02:33.320]  不要數那麼久
[00:02:33.320 --> 00:02:34.320]  四百零
[00:02:34.320 --> 00:02:35.520]  還是四百三百九
[00:02:35.520 --> 00:02:36.120]  這樣數
[00:02:36.120 --> 00:02:37.280]  數一百三十五
[00:02:37.280 --> 00:02:39.120]  你一定認識的這間公司
[00:02:39.120 --> 00:02:40.680]  這間公司你應該用過他
[00:02:40.680 --> 00:02:42.720]  就是叫做Fenix
[00:02:42.720 --> 00:02:43.680]  有沒有人用過Fenix?
[00:02:43.680 --> 00:02:44.800]  舉一下手
[00:02:44.800 --> 00:02:45.880]  哇,真的很多
[00:02:45.880 --> 00:02:46.960]  你猜他請了多少人呢?
[00:02:46.960 --> 00:02:48.640]  全球?
[00:02:48.640 --> 00:02:50.240]  是
[00:02:50.240 --> 00:02:51.480]  叫一下
[00:02:51.480 --> 00:02:52.400]  八零八十
[00:02:52.400 --> 00:02:53.640]  這樣是不是有六百多人?
[00:02:53.640 --> 00:02:55.440]  快到了,慢慢上
[00:02:55.440 --> 00:02:56.480]  五十萬而已
[00:02:56.480 --> 00:02:57.880]  都很大了
[00:02:57.880 --> 00:02:59.080]  好了,誰入油的
[00:02:59.080 --> 00:03:00.280]  可能你用過那些油
[00:03:00.280 --> 00:03:01.520]  第五位馬上
[00:03:01.520 --> 00:03:02.520]  很快
[00:03:02.520 --> 00:03:04.720]  是中國石油天然氣
[00:03:04.720 --> 00:03:06.200]  你猜他請了多少人呢?
[00:03:06.200 --> 00:03:07.440]  全球?
[00:03:07.440 --> 00:03:08.280]  是
[00:03:08.280 --> 00:03:09.080]  猜中
[00:03:09.080 --> 00:03:10.560]  梁牧師一會兒請你
[00:03:10.560 --> 00:03:11.800]  上去喝黑牛
[00:03:11.800 --> 00:03:15.120]  多少人呢?
[00:03:15.120 --> 00:03:16.040]  八十萬
[00:03:16.040 --> 00:03:16.840]  差不多了
[00:03:16.840 --> 00:03:19.480]  八十萬,多數一百萬
[00:03:19.480 --> 00:03:21.480]  好了,第二位你一定用過他的
[00:03:21.480 --> 00:03:22.760]  第二位你猜是什麼公司呢?
[00:03:22.760 --> 00:03:24.000]  是第二大
[00:03:24.000 --> 00:03:27.040]  就是Amazon,行不行?
[00:03:27.040 --> 00:03:28.000]  好了
[00:03:28.000 --> 00:03:29.040]  Amazon,OK
[00:03:29.040 --> 00:03:30.320]  就是人最多的
[00:03:30.320 --> 00:03:31.600]  差不多第二了
[00:03:31.600 --> 00:03:32.760]  有沒有人用過Amazon?
[00:03:32.760 --> 00:03:34.120]  有了,舉一下手
[00:03:34.120 --> 00:03:35.520]  是,大部分人用過了
[00:03:35.520 --> 00:03:36.720]  他請了多少人呢?
[00:03:36.720 --> 00:03:39.720]  猜一下
[00:03:39.720 --> 00:03:40.920]  是,差不多了
[00:03:40.920 --> 00:03:42.600]  八二多少,一百五十萬
[00:03:42.600 --> 00:03:43.720]  一半是香港人不到的
[00:03:43.720 --> 00:03:44.400]  好,最後
[00:03:44.400 --> 00:03:46.400]  第一位請人最多的是
[00:03:46.400 --> 00:03:49.200]  噔噔噔噔噔噔
[00:03:49.200 --> 00:03:49.960]  是
[00:03:49.960 --> 00:03:50.880]  麥當勞
[00:03:50.880 --> 00:03:52.000]  麥當勞的朋友
[00:03:52.000 --> 00:03:53.000]  肉二碼
[00:03:53.000 --> 00:03:55.880]  很厲害
[00:03:55.880 --> 00:03:56.880]  請了多少人呢?
[00:03:56.880 --> 00:03:59.240]  二百萬
[00:03:59.240 --> 00:04:00.640]  嘩,很大
[00:04:00.640 --> 00:04:01.960]  真是很大的企業
[00:04:01.960 --> 00:04:02.720]  真是不得
[00:04:02.720 --> 00:04:04.560]  你想一下,很難想像
[00:04:04.560 --> 00:04:06.600]  香港整個勞動有三分二
[00:04:06.600 --> 00:04:08.000]  你想一下,一出街
[00:04:08.000 --> 00:04:10.000]  嘩,你每三個有一個是他的員工
[00:04:10.000 --> 00:04:10.680]  如果是
[00:04:10.680 --> 00:04:11.960]  都是他全球
[00:04:11.960 --> 00:04:13.720]  不過,這麼大的企業
[00:04:13.720 --> 00:04:16.240]  都不夠這間企業大
[00:04:16.240 --> 00:04:18.240]  這間企業叫什麼名字?
[00:04:18.240 --> 00:04:19.760]  叫做天國企業
[00:04:21.120 --> 00:04:22.480]  我不知道大家知不知道
[00:04:22.480 --> 00:04:24.960]  全球有多少間教會
[00:04:24.960 --> 00:04:29.320]  大概統計超過三千萬間
[00:04:29.320 --> 00:04:30.000]  對不對?
[00:04:30.000 --> 00:04:31.520]  如果
[00:04:31.520 --> 00:04:33.480]  每間的童工
[00:04:33.480 --> 00:04:35.640]  我們教會童工三十多
[00:04:35.640 --> 00:04:38.600]  我當每個平均童三個人而已
[00:04:38.600 --> 00:04:41.040]  三千多萬間已經請了一億人
[00:04:41.040 --> 00:04:41.920]  對不對?
[00:04:41.920 --> 00:04:44.080]  還沒算義工
[00:04:44.080 --> 00:04:46.560]  我們有童工一個至少有十個義工
[00:04:46.560 --> 00:04:47.600]  無論敬拜隊
[00:04:47.600 --> 00:04:48.680]  無論迎新
[00:04:48.680 --> 00:04:49.280]  咖啡
[00:04:49.280 --> 00:04:49.920]  SV
[00:04:49.920 --> 00:04:51.440]  很多的
[00:04:51.440 --> 00:04:53.760]  最少估計了十億
[00:04:53.760 --> 00:04:56.640]  你看一看你旁邊
[00:04:56.640 --> 00:04:59.320]  你是天國企業的其中一環
[00:04:59.320 --> 00:05:01.400]  你不覺得很感動嗎?
[00:05:01.400 --> 00:05:02.800]  你有沒有侍奉?
[00:05:02.800 --> 00:05:03.520]  對不對?
[00:05:03.520 --> 00:05:04.920]  你跟你旁邊的人說
[00:05:04.920 --> 00:05:05.680]  嘩
[00:05:05.680 --> 00:05:07.320]  你很厲害
[00:05:07.320 --> 00:05:08.600]  真的很厲害
[00:05:08.600 --> 00:05:11.080]  天國企業
[00:05:11.080 --> 00:05:12.560]  以億計了,肯定
[00:05:12.560 --> 00:05:13.600]  就是有侍奉
[00:05:13.600 --> 00:05:15.160]  當然童工可能也有一億
[00:05:15.160 --> 00:05:16.200]  好了
[00:05:16.200 --> 00:05:18.680]  我想今天說這段經文有什麼特別?
[00:05:18.680 --> 00:05:19.440]  有什麼關係呢?
[00:05:19.440 --> 00:05:20.240]  就是
[00:05:20.240 --> 00:05:23.360]  天國企業今天以億計的人
[00:05:23.360 --> 00:05:26.080]  第一次開始去招聘
[00:05:26.080 --> 00:05:27.440]  是這段經文
[00:05:27.440 --> 00:05:32.600]  第一次他聘請天國企業的員工
[00:05:32.600 --> 00:05:34.640]  是從這段經文開始
[00:05:34.640 --> 00:05:36.080]  這段經文裡面
[00:05:36.080 --> 00:05:38.000]  包括我們的心態
[00:05:38.000 --> 00:05:38.680]  心情
[00:05:38.680 --> 00:05:40.280]  包括我們要仰望的
[00:05:40.280 --> 00:05:42.720]  我們的權柄等等等等在裡面
[00:05:42.720 --> 00:05:45.680]  所以這段經文對我們來說非常重要
[00:05:45.680 --> 00:05:47.520]  也是因為我們十二週年
[00:05:47.520 --> 00:05:49.960]  今天我多送一點給大家
[00:05:49.960 --> 00:05:50.960]  總共有幾點?
[00:05:50.960 --> 00:05:52.120]  四點
[00:05:52.120 --> 00:05:54.320]  再加六個秘笈
[00:05:54.320 --> 00:05:55.400]  嘩
[00:05:55.400 --> 00:05:57.160]  十全十美才離開
[00:05:57.160 --> 00:05:58.160]  所以跟我們旁邊的人說
[00:05:58.160 --> 00:05:59.520]  你今天一定吃飽了
[00:05:59.520 --> 00:06:00.240]  好不好?
[00:06:00.240 --> 00:06:01.280]  一定吃飽了
[00:06:01.280 --> 00:06:02.640]  我們立刻進入
[00:06:02.640 --> 00:06:03.320]  第一個
[00:06:03.320 --> 00:06:03.960]  第一點
[00:06:03.960 --> 00:06:05.440]  我們學習的第一點
[00:06:05.440 --> 00:06:06.280]  看看
[00:06:06.280 --> 00:06:07.760]  在這段經文裡面
[00:06:07.760 --> 00:06:08.920]  怎麼開始
[00:06:08.920 --> 00:06:12.600]  怎麼天國企業第一次做了什麼?
[00:06:12.600 --> 00:06:13.400]  背景是什麼?
[00:06:13.400 --> 00:06:14.120]  我們一起說
[00:06:14.120 --> 00:06:15.040]  一二三
[00:06:15.040 --> 00:06:17.520]  耶穌走遍各城各鄉
[00:06:17.520 --> 00:06:19.640]  載會堂女教訓人
[00:06:19.640 --> 00:06:21.760]  宣講天國的福音
[00:06:21.760 --> 00:06:24.240]  由伊斯華人的長城
[00:06:24.240 --> 00:06:26.160]  花園的多人
[00:06:26.160 --> 00:06:27.640]  走遍了花園
[00:06:27.640 --> 00:06:30.080]  因為花園很受歡迎
[00:06:30.080 --> 00:06:32.400]  與同樣會有福人一般
[00:06:32.400 --> 00:06:34.640]  當時耶穌走遍什麼?
[00:06:34.640 --> 00:06:37.000]  各城各鄉
[00:06:37.000 --> 00:06:38.760]  會堂女教訓人
[00:06:38.760 --> 00:06:39.800]  又講福音
[00:06:39.800 --> 00:06:40.840]  又醫治
[00:06:40.840 --> 00:06:41.880]  他見了很多人
[00:06:41.880 --> 00:06:42.480]  然後
[00:06:42.480 --> 00:06:43.880]  原來我們知道
[00:06:43.880 --> 00:06:45.560]  如果我們要做天國事公
[00:06:45.560 --> 00:06:48.920]  第一樣不是要人多
[00:06:48.920 --> 00:06:50.160]  也不是要計劃
[00:06:50.160 --> 00:06:51.960]  那些都需要計劃
[00:06:51.960 --> 00:06:53.280]  他最重要的是什麼?
[00:06:53.280 --> 00:06:55.440]  憐憫
[00:06:55.440 --> 00:06:59.200]  他說見到人憐憫
[00:06:59.200 --> 00:07:01.520]  見到他們的需要
[00:07:01.520 --> 00:07:02.600]  而裡面說
[00:07:02.600 --> 00:07:04.720]  因為他們
[00:07:04.720 --> 00:07:07.000]  困苦
[00:07:07.000 --> 00:07:08.240]  流離
[00:07:08.240 --> 00:07:09.800]  意思是說
[00:07:09.800 --> 00:07:11.440]  原本的意思是說
[00:07:11.440 --> 00:07:15.240]  他們被騷擾
[00:07:15.240 --> 00:07:16.680]  裡面不平安
[00:07:16.680 --> 00:07:17.720]  無助
[00:07:17.720 --> 00:07:19.240]  無奈分散
[00:07:19.240 --> 00:07:21.280]  愚弱沒有牧羊人
[00:07:21.280 --> 00:07:23.080]  外表都很活躍
[00:07:23.080 --> 00:07:25.320]  不過他沒有了方向
[00:07:25.320 --> 00:07:26.440]  我們不要覺得
[00:07:26.440 --> 00:07:28.600]  我們身邊人個個很正常
[00:07:28.600 --> 00:07:31.800]  你看看你旁邊的正不正常
[00:07:31.800 --> 00:07:34.240]  或者你公司人很正常
[00:07:34.240 --> 00:07:35.720]  你的家人很正常
[00:07:35.720 --> 00:07:38.680]  裡面都有很深層的需要
[00:07:38.680 --> 00:07:39.800]  和缺乏
[00:07:39.800 --> 00:07:42.240]  我就用這幾天的報道會
[00:07:42.240 --> 00:07:43.480]  作為例子
[00:07:43.480 --> 00:07:46.040]  梁牧師在牛津畢業
[00:07:46.040 --> 00:07:47.760]  還是律師
[00:07:47.760 --> 00:07:48.760]  厲害嗎?
[00:07:48.760 --> 00:07:51.440]  對我來說夢寐以求
[00:07:51.440 --> 00:07:53.360]  牛津畢業當然
[00:07:53.360 --> 00:07:55.040]  但他分享的東西很真實
[00:07:55.040 --> 00:07:56.080]  他當日說
[00:07:56.080 --> 00:07:57.760]  那裏的人很厲害
[00:07:57.760 --> 00:08:01.240]  經常怕自己不夠別人給
[00:08:01.240 --> 00:08:04.240]  他怕有東西會失去
[00:08:04.240 --> 00:08:05.720]  外表什麼都有
[00:08:05.720 --> 00:08:07.720]  他經常說他父親很疼他
[00:08:07.720 --> 00:08:08.880]  這真是真的
[00:08:08.880 --> 00:08:10.280]  他說他太太很愛他
[00:08:10.280 --> 00:08:11.440]  這真是真的
[00:08:11.440 --> 00:08:12.680]  他經常都說
[00:08:12.680 --> 00:08:14.200]  那些童工很好
[00:08:14.200 --> 00:08:17.360]  這真是真的
[00:08:17.360 --> 00:08:19.240]  但是他當日未信主
[00:08:19.240 --> 00:08:22.240]  他裏面發現有一種空
[00:08:22.240 --> 00:08:23.120]  一種恐懼
[00:08:23.120 --> 00:08:25.680]  於是乎他就用賭
[00:08:25.680 --> 00:08:29.520]  來遮掩自己裏面的空虛
[00:08:29.520 --> 00:08:30.400]  很真實的
[00:08:30.400 --> 00:08:31.680]  我們很多時候都會
[00:08:31.680 --> 00:08:34.680]  到處去找一些填補
[00:08:34.680 --> 00:08:36.240]  可以嗎?
[00:08:36.240 --> 00:08:37.880]  第二天牙醫
[00:08:37.880 --> 00:08:39.880]  他說牙醫什麼都有
[00:08:39.880 --> 00:08:41.000]  就一個浪
[00:08:41.000 --> 00:08:42.160]  金融危機
[00:08:42.160 --> 00:08:43.640]  稍微什麼都沒有
[00:08:43.640 --> 00:08:45.040]  發現人可以有東西
[00:08:45.040 --> 00:08:46.720]  可以這麼快沒有
[00:08:46.720 --> 00:08:48.160]  究竟上主又是怎樣
[00:08:48.160 --> 00:08:49.080]  在那一刻
[00:08:49.080 --> 00:08:51.280]  他聆聽上主
[00:08:51.280 --> 00:08:52.400]  在《梁牧師》裏面說
[00:08:52.400 --> 00:08:53.680]  當日耶穌跟他說
[00:08:53.680 --> 00:08:54.760]  你認識那個耶穌
[00:08:54.760 --> 00:08:57.600]  但是你跟他未有關係
[00:08:57.600 --> 00:08:58.400]  建立
[00:08:58.400 --> 00:09:00.200]  我們見到他
[00:09:00.200 --> 00:09:02.080]  我們周圍的朋友
[00:09:02.080 --> 00:09:03.200]  不覺得他的樣子
[00:09:03.200 --> 00:09:04.480]  都是兩隻眼
[00:09:04.480 --> 00:09:07.000]  一個鼻一個口兩個耳
[00:09:07.000 --> 00:09:09.600]  其實他裏面可能是破損的
[00:09:09.600 --> 00:09:11.920]  耶穌有這種眼睛
[00:09:11.920 --> 00:09:16.400]  如果我們被邀請成為天國的員工
[00:09:16.400 --> 00:09:18.280]  我們一定要見到耶穌見的東西
[00:09:18.280 --> 00:09:20.400]  而當耶穌見到
[00:09:20.400 --> 00:09:22.640]  於是乎在三十七、三十八節
[00:09:22.640 --> 00:09:23.520]  他這樣說
[00:09:23.520 --> 00:09:24.280]  我們一起讀
[00:09:24.280 --> 00:09:24.960]  一、二、三
[00:09:24.960 --> 00:09:27.080]  「於是對門徒說
[00:09:27.080 --> 00:09:29.080]  要收的莊稼多
[00:09:29.080 --> 00:09:30.880]  作工的人少
[00:09:30.880 --> 00:09:33.800]  所以你們當求莊稼的主
[00:09:33.800 --> 00:09:35.600]  打發工人出去
[00:09:35.600 --> 00:09:38.120]  收他的莊稼」
[00:09:38.120 --> 00:09:38.680]  好了
[00:09:38.680 --> 00:09:40.320]  他說莊稼多很多
[00:09:40.320 --> 00:09:41.760]  但是你看不看到
[00:09:41.760 --> 00:09:44.160]  其實很多的
[00:09:44.160 --> 00:09:45.600]  作工的人怎樣
[00:09:45.600 --> 00:09:47.240]  少比對比
[00:09:47.240 --> 00:09:48.480]  多其實是豐富
[00:09:48.480 --> 00:09:49.880]  周圍都是
[00:09:49.880 --> 00:09:50.600]  很有趣
[00:09:50.600 --> 00:09:52.320]  然後他就叫門徒
[00:09:52.320 --> 00:09:54.200]  你求我差你
[00:09:54.200 --> 00:09:55.920]  不是我差門徒
[00:09:55.920 --> 00:09:57.440]  其實耶穌有很多方法
[00:09:57.440 --> 00:09:58.840]  處理這個問題
[00:09:58.840 --> 00:09:59.880]  很多失散的靈魂
[00:09:59.880 --> 00:10:01.080]  但是不夠人做事
[00:10:01.080 --> 00:10:02.680]  第一個他可以做的是怎樣呢?
[00:10:02.680 --> 00:10:04.960]  他就不要一天做十個鐘那麼少
[00:10:04.960 --> 00:10:06.440]  過去真的做得很忙
[00:10:06.440 --> 00:10:08.040]  做十二個鐘
[00:10:08.040 --> 00:10:09.160]  十四個鐘
[00:10:09.160 --> 00:10:10.840]  十八個鐘
[00:10:10.840 --> 00:10:12.840]  神來的不睡也可以
[00:10:12.840 --> 00:10:13.960]  一天
[00:10:13.960 --> 00:10:15.320]  千年如一日
[00:10:15.320 --> 00:10:17.160]  一分鐘如一千分鐘
[00:10:17.160 --> 00:10:20.040]  睡一分鐘立刻睡了八個鐘
[00:10:20.040 --> 00:10:21.320]  他沒有
[00:10:21.320 --> 00:10:22.520]  他又可以這樣說
[00:10:22.520 --> 00:10:23.640]  神做七天的
[00:10:23.640 --> 00:10:25.560]  不如做八天、九天做多點事
[00:10:25.560 --> 00:10:27.720]  做足九天才有安息
[00:10:27.720 --> 00:10:30.240]  第十天進入安息就可以了
[00:10:30.240 --> 00:10:31.320]  沒有
[00:10:31.320 --> 00:10:33.400]  又或者他不要三十三對四
[00:10:33.400 --> 00:10:34.760]  做到八十三
[00:10:34.760 --> 00:10:36.960]  再不是八百三也可以
[00:10:36.960 --> 00:10:38.760]  沒有
[00:10:38.760 --> 00:10:41.400]  他就是要招聘你們
[00:10:41.400 --> 00:10:45.920]  他就是要邀請我們成為天國軟弓
[00:10:45.920 --> 00:10:47.600]  這段經文很有趣
[00:10:47.600 --> 00:10:48.240]  不單是這樣
[00:10:48.240 --> 00:10:49.640]  他不是差你
[00:10:49.640 --> 00:10:52.560]  他要你求他差你的意思是
[00:10:52.560 --> 00:10:53.760]  你準備好了嗎?
[00:10:53.760 --> 00:10:55.760]  你是不是見到他們的需要
[00:10:55.760 --> 00:10:57.360]  還是經常見到自己
[00:10:57.360 --> 00:11:00.640]  當你開始經歷上主的改變
[00:11:00.640 --> 00:11:01.880]  你就會發現
[00:11:01.880 --> 00:11:04.200]  我開始見到神見到的東西
[00:11:04.200 --> 00:11:05.480]  不同了
[00:11:05.480 --> 00:11:06.840]  今天也很有趣
[00:11:06.840 --> 00:11:08.880]  門徒是誰呢?
[00:11:08.880 --> 00:11:10.720]  不是每一個信主的人
[00:11:10.720 --> 00:11:12.080]  是耶穌學生
[00:11:12.080 --> 00:11:13.160]  是跟隨者
[00:11:13.160 --> 00:11:14.960]  常與耶穌同在人
[00:11:14.960 --> 00:11:18.040]  耶穌就邀請他求耶穌差他
[00:11:18.040 --> 00:11:19.600]  所以你看看你旁邊那個
[00:11:19.600 --> 00:11:20.560]  你問他
[00:11:20.560 --> 00:11:23.640]  你信了主沒有?
[00:11:23.640 --> 00:11:25.160]  信了是不是?
[00:11:25.160 --> 00:11:27.040]  你也有份被神邀請的
[00:11:27.040 --> 00:11:28.040]  你跟他說
[00:11:28.040 --> 00:11:29.760]  神也邀請你
[00:11:29.760 --> 00:11:31.280]  神也邀請你
[00:11:31.280 --> 00:11:32.080]  好了
[00:11:32.080 --> 00:11:33.760]  你說門徒
[00:11:33.760 --> 00:11:35.480]  當然要很厲害才行
[00:11:35.480 --> 00:11:36.760]  錯
[00:11:36.760 --> 00:11:38.680]  為什麼呢?
[00:11:38.680 --> 00:11:41.160]  第九章
[00:11:41.160 --> 00:11:43.760]  你看看第九節就開始
[00:11:43.760 --> 00:11:45.080]  呼召門徒
[00:11:45.080 --> 00:11:47.040]  十二門徒都還沒呼召完
[00:11:47.040 --> 00:11:48.720]  第十章才呼召
[00:11:48.720 --> 00:11:50.520]  他呼召一個就差一個
[00:11:50.520 --> 00:11:51.480]  呼召一個就差一個
[00:11:51.480 --> 00:11:52.480]  對不對?
[00:11:52.480 --> 00:11:53.680]  我先讀了神學
[00:11:53.680 --> 00:11:55.720]  讀了博士才說錯
[00:11:55.720 --> 00:11:57.800]  如果等到那一刻才傳就不會傳了
[00:11:57.800 --> 00:11:59.320]  立刻就傳可以了
[00:11:59.320 --> 00:12:01.040]  我們看看第九章第九節
[00:12:01.040 --> 00:12:01.680]  讀一讀這一節
[00:12:01.680 --> 00:12:02.560]  一二三
[00:12:02.560 --> 00:12:04.760]  耶穌從那裡往前走
[00:12:04.760 --> 00:12:07.040]  看見一個人名叫馬太
[00:12:07.040 --> 00:12:08.720]  坐在隧棺上
[00:12:08.720 --> 00:12:10.080]  就對他說
[00:12:10.080 --> 00:12:11.560]  你跟從我來
[00:12:11.560 --> 00:12:12.840]  他就起來
[00:12:12.840 --> 00:12:14.480]  跟從了耶穌
[00:12:14.480 --> 00:12:15.680]  對不對?
[00:12:15.680 --> 00:12:17.160]  跟從我就差了
[00:12:17.160 --> 00:12:17.800]  可以嗎?
[00:12:17.800 --> 00:12:18.520]  很真實
[00:12:18.520 --> 00:12:20.240]  那你會說為什麼會
[00:12:20.240 --> 00:12:22.320]  這樣也不夠工人呢?
[00:12:22.320 --> 00:12:25.040]  為什麼這麼迫切用宗教做比喻呢?
[00:12:25.040 --> 00:12:26.920]  因為你知道如果宗教熟了
[00:12:26.920 --> 00:12:28.160]  你不收他會怎樣?
[00:12:28.160 --> 00:12:29.680]  死
[00:12:29.680 --> 00:12:30.960]  他不會等你的
[00:12:30.960 --> 00:12:32.960]  我不會掉下來的
[00:12:32.960 --> 00:12:34.560]  我繼續等你
[00:12:34.560 --> 00:12:36.240]  明天來
[00:12:36.240 --> 00:12:38.640]  下個星期
[00:12:38.640 --> 00:12:40.080]  下年
[00:12:40.080 --> 00:12:40.800]  不會的
[00:12:40.800 --> 00:12:42.560]  他掉下來就死了
[00:12:42.560 --> 00:12:44.920]  就是說人生準備著福音
[00:12:44.920 --> 00:12:47.960]  如果你不去收割
[00:12:47.960 --> 00:12:48.720]  他會怎樣呢?
[00:12:48.720 --> 00:12:49.640]  他不等你的了
[00:12:49.640 --> 00:12:52.360]  他會給別的東西填滿的
[00:12:52.360 --> 00:12:53.560]  如果用梁牧師為例子
[00:12:53.560 --> 00:12:54.000]  怎樣?
[00:12:54.000 --> 00:12:55.920]  倒填滿他
[00:12:55.920 --> 00:12:56.320]  是不是?
[00:12:56.320 --> 00:12:57.640]  牙醫怎樣?
[00:12:57.640 --> 00:13:01.160]  用工作、用金錢
[00:13:01.160 --> 00:13:04.120]  還有很多東西可以填滿這個世界的需要
[00:13:04.120 --> 00:13:05.160]  偶像
[00:13:05.160 --> 00:13:06.280]  物質
[00:13:06.280 --> 00:13:07.280]  娛樂
[00:13:07.280 --> 00:13:08.360]  旅行
[00:13:08.360 --> 00:13:09.680]  日本食物
[00:13:09.680 --> 00:13:10.160]  是不是?
[00:13:10.160 --> 00:13:11.000]  福光
[00:13:11.000 --> 00:13:11.960]  東京
[00:13:11.960 --> 00:13:12.640]  是不是?
[00:13:12.640 --> 00:13:13.680]  北極
[00:13:13.680 --> 00:13:15.800]  你遲些接下來可以去
[00:13:15.800 --> 00:13:18.480]  火星
