
[00:00:00.000 --> 00:00:10.080]  請問在座有哪一位是沒有用智能電話的?
[00:18:14.340 --> 00:18:16.340]  然後就有兩種的結果
[00:18:16.340 --> 00:18:24.340]  你選智慧還是選淫婦或外侶
[00:18:24.340 --> 00:18:27.340]  你選正確正義的路
[00:18:27.340 --> 00:18:29.340]  還是選歪的路
[00:18:29.340 --> 00:18:36.340]  而不同的選擇就會有不同的結果
[00:18:36.340 --> 00:18:43.340]  如果一個找到智慧又跟著智慧走的人
[00:18:43.340 --> 00:18:47.340]  最後他就會去到總結那裡
[00:18:47.340 --> 00:18:49.340]  不過在總結之前
[00:18:49.340 --> 00:18:54.340]  有尼姆伊勒王對他的王子所說的話
[00:18:54.340 --> 00:18:57.340]  其實就好像對稱一個慈父
[00:18:57.340 --> 00:19:00.340]  跟兒子說的話一樣
[00:19:00.340 --> 00:19:04.340]  而尼姆伊勒王的媽媽所說的那一段
[00:19:04.340 --> 00:19:06.340]  她也是跟兒子說
[00:19:06.340 --> 00:19:12.340]  叫他要小心被一些外侶引誘
[00:19:12.340 --> 00:19:14.340]  當然他還有其他的教訓
[00:19:14.340 --> 00:19:16.340]  說完這裡之後
[00:19:16.340 --> 00:19:19.340]  最後就去到總結這一段
[00:19:19.340 --> 00:19:22.340]  所以這一段
[00:19:22.340 --> 00:19:25.340]  我絕對可以肯定
[00:19:25.340 --> 00:19:34.340]  他不只是歌頌一位才德的女士
[00:19:34.340 --> 00:19:39.340]  我們再來看多一節聖經
[00:19:39.340 --> 00:19:44.340]  在《真言三十一章》十節開始的時候
[00:19:44.340 --> 00:19:47.340]  他怎樣形容這位才德的婦女呢
[00:19:47.340 --> 00:19:51.340]  我請匯仲你們一起讀出來
[00:19:51.340 --> 00:20:00.340]  她的價值遠勝過珍珠
[00:20:00.340 --> 00:20:02.340]  我們又請大家一起讀
[00:20:02.340 --> 00:20:05.340]  《真言三章》十四至十五節
[00:20:09.340 --> 00:20:17.340]  《真言三十一章》十四至十五節
[00:20:17.340 --> 00:20:20.340]  這裡有些相同的東西
[00:20:20.340 --> 00:20:24.340]  就是比珍珠寶貴勝過珍珠
[00:20:24.340 --> 00:20:27.340]  那哪一樣東西勝過珍珠
[00:20:27.340 --> 00:20:29.340]  比珍珠寶貴呢
[00:20:29.340 --> 00:20:33.340]  在第三十一節是講那個才德的婦人
[00:20:33.340 --> 00:20:39.340]  而在第三章是講智慧
[00:20:39.340 --> 00:20:42.340]  所以你這樣去看的時候
[00:20:42.340 --> 00:20:45.340]  你就見到這個才德的婦人
[00:20:45.340 --> 00:20:50.340]  其實是智慧的代表
[00:20:50.340 --> 00:20:53.340]  所以如果我們覺得自己
[00:20:53.340 --> 00:20:55.340]  比不起這位才德的婦人
[00:20:55.340 --> 00:20:57.340]  一點都不用灰心
[00:20:57.340 --> 00:21:01.340]  因為她真的是一個很完美的化身
[00:21:01.340 --> 00:21:03.340]  的代表
[00:21:03.340 --> 00:21:06.340]  不過她是可以成為我們一些鼓勵
[00:21:06.340 --> 00:21:10.340]  因為如果第三十一章是一個總結
[00:21:10.340 --> 00:21:15.340]  就是如果你跟著智慧的選擇去做的話
[00:21:15.340 --> 00:21:18.340]  你就會有智慧人生是怎樣的
[00:21:18.340 --> 00:21:22.340]  我就想將大家的注意力
[00:21:22.340 --> 00:21:26.340]  由這位才德的婦人
[00:21:26.340 --> 00:21:29.340]  帶到她的家人身上
[00:21:31.340 --> 00:21:35.340]  這位才德的婦人照顧的家庭這麼好
[00:21:35.340 --> 00:21:37.340]  這麼有智慧這麼完美
[00:21:37.340 --> 00:21:39.340]  那她的家人
[00:21:39.340 --> 00:21:41.340]  你可以想像會怎樣呢
[00:21:41.340 --> 00:21:46.340]  真是很有福氣
[00:21:46.340 --> 00:21:55.340]  這裡剛才講過
[00:21:55.340 --> 00:21:59.340]  追求智慧就等於追求人生的伴侶
[00:21:59.340 --> 00:22:01.340]  等於追求才德的婦人
[00:22:01.340 --> 00:22:03.340]  也等於追求耶和華
[00:22:03.340 --> 00:22:05.340]  這是可以共通的
[00:22:05.340 --> 00:22:08.340]  接著我們先看看
[00:22:08.340 --> 00:22:11.340]  才德的婦人的兒女
[00:22:11.340 --> 00:22:14.340]  是怎樣去看待她的媽媽呢
[00:22:14.340 --> 00:22:18.340]  第三十一章28節
[00:22:18.340 --> 00:22:21.340]  她的兒女起來
[00:22:21.340 --> 00:22:23.340]  稱她有福
[00:22:23.340 --> 00:22:26.340]  她的丈夫也稱讚她
[00:22:26.340 --> 00:22:29.340]  她的兒女不是覺得
[00:22:29.340 --> 00:22:32.340]  每一天媽媽都應該給我飯吃
[00:22:32.340 --> 00:22:35.340]  為我照顧一切是應份的
[00:22:35.340 --> 00:22:37.340]  她會稱讚她的媽媽
[00:22:37.340 --> 00:22:40.340]  她不單只是稱讚她的媽媽
[00:22:40.340 --> 00:22:42.340]  這裡特別有個字
[00:22:42.340 --> 00:22:43.340]  就是起來
[00:22:43.340 --> 00:22:48.340]  為什麼要起來稱讚她的媽媽呢
[00:22:48.340 --> 00:22:50.340]  是不是她正在睡覺
[00:22:50.340 --> 00:22:51.340]  現在起床
[00:22:51.340 --> 00:22:52.340]  或者她坐在這裡
[00:22:52.340 --> 00:22:53.340]  現在起床呢
[00:22:53.340 --> 00:22:54.340]  原來起來這個字
[00:22:54.340 --> 00:22:59.340]  就是這一節的第一個字
[00:22:59.340 --> 00:23:05.340]  是特別用這個字的
[00:23:05.340 --> 00:23:07.340]  起來的意思
[00:23:07.340 --> 00:23:09.340]  是一個蓄意的行動
[00:23:09.340 --> 00:23:12.340]  是她很用心地去做的
[00:23:12.340 --> 00:23:17.340]  是表達她特別去預備這件事
[00:23:17.340 --> 00:23:23.340]  如果我們舉個例子
[00:23:23.340 --> 00:23:25.340]  我要和別人打架
[00:23:25.340 --> 00:23:27.340]  就要紮馬
[00:23:27.340 --> 00:23:29.340]  我要做一些事
[00:23:29.340 --> 00:23:31.340]  就要立起三手
[00:23:31.340 --> 00:23:33.340]  是一個預備的動作
[00:23:33.340 --> 00:23:38.340]  但這個代表她很鄭重地
[00:23:38.340 --> 00:23:42.340]  去尊崇她媽媽所做的事情
[00:23:42.340 --> 00:23:45.340]  見到她的兒女
[00:23:45.340 --> 00:23:49.340]  很懂得欣賞她的媽媽
[00:23:49.340 --> 00:23:52.340]  而她的丈夫也一起去稱讚她
[00:23:52.340 --> 00:23:59.340]  我特別喜歡她丈夫對她的稱讚
[00:23:59.340 --> 00:24:10.340]  這句我請這裡的男士一起大聲地讀出來
[00:24:10.340 --> 00:24:12.340]  這個才德的父女
[00:24:12.340 --> 00:24:16.340]  其實外面可能還有很多
[00:24:16.340 --> 00:24:18.340]  不過你超過一切
[00:24:18.340 --> 00:24:20.340]  這個很重要
[00:24:20.340 --> 00:24:23.340]  其實我們每個人有不同的才能
[00:24:23.340 --> 00:24:24.340]  在不同的時代
[00:24:24.340 --> 00:24:27.340]  父女的表現是不一樣的
[00:24:27.340 --> 00:24:29.340]  但其實任何時候
[00:24:29.340 --> 00:24:31.340]  我們都應該去認到
[00:24:31.340 --> 00:24:32.340]  我們自己的媽媽
[00:24:32.340 --> 00:24:34.340]  我們自己的妻子
[00:24:34.340 --> 00:24:36.340]  是最寶貴的
[00:24:36.340 --> 00:24:37.340]  是超過一切的
[00:24:37.340 --> 00:24:40.340]  你有沒有和你的妻子這樣說過呢
[00:24:40.340 --> 00:24:43.340]  你有沒有看到你的妻子是最寶貴
[00:24:43.340 --> 00:24:45.340]  最好的一個呢
[00:24:45.340 --> 00:24:48.340]  你有沒有多謝你的媽媽呢
[00:24:48.340 --> 00:24:53.340]  今年我去過泰國兩次
[00:24:53.340 --> 00:24:54.340]  在年初的時候
[00:24:54.340 --> 00:24:57.340]  我去參加一個婚禮
[00:24:57.340 --> 00:24:59.340]  是新天之家的
[00:24:59.340 --> 00:25:02.340]  我以前服務的孤兒院的小朋友
[00:25:02.340 --> 00:25:04.340]  他結婚了
[00:25:04.340 --> 00:25:06.340]  我去參加他的婚禮
[00:25:06.340 --> 00:25:08.340]  這個男孩子
[00:25:08.340 --> 00:25:11.340]  我認識他的時候14歲
[00:25:11.340 --> 00:25:14.340]  他就跟我說
[00:25:14.340 --> 00:25:17.340]  他原本是有爸爸媽媽的
[00:25:17.340 --> 00:25:19.340]  他也是很開心的
[00:25:19.340 --> 00:25:20.340]  他什麼都不用顧
[00:25:20.340 --> 00:25:22.340]  他說我放學回來
[00:25:22.340 --> 00:25:23.340]  然後我們就去玩
[00:25:23.340 --> 00:25:25.340]  玩完就回家吃飯
[00:25:25.340 --> 00:25:27.340]  吃完飯我又去玩
[00:25:27.340 --> 00:25:31.340]  但有一天他媽媽離開了世界
[00:25:31.340 --> 00:25:32.340]  病死了
[00:25:32.340 --> 00:25:34.340]  而他爸爸很愛他媽媽
[00:25:34.340 --> 00:25:36.340]  他說幾天之後
[00:25:36.340 --> 00:25:38.340]  他的爸爸也去世了
[00:25:38.340 --> 00:25:40.340]  所以他在一個星期之內
[00:25:40.340 --> 00:25:43.340]  在一個幸福健康
[00:25:43.340 --> 00:25:47.340]  和無憂無慮的生活裡變成一個孤兒
[00:25:47.340 --> 00:25:49.340]  他就說他生活的慘況
[00:25:49.340 --> 00:25:52.340]  那時候他大概五六歲
[00:25:52.340 --> 00:25:54.340]  當他跟我說完
[00:25:54.340 --> 00:25:56.340]  有一晚他跟我說他這個身世
[00:25:56.340 --> 00:25:58.340]  說完之後他就跟我說
[00:25:58.340 --> 00:26:00.340]  他說老師
[00:26:00.340 --> 00:26:02.340]  我這一生人第一次有人
