
[00:00:00.000 --> 00:00:07.800]  不知道大家有沒有聽過有一個App叫Instagram
[00:02:52.700 --> 00:02:54.700]  耶穌是一個很有愛心
[00:02:54.700 --> 00:02:56.700]  滿有慈悲憐憫的人
[00:02:56.700 --> 00:02:57.700]  為什麼呢
[00:02:57.700 --> 00:02:59.700]  因為就算你不信耶穌也好
[00:02:59.700 --> 00:03:01.700]  你也知道耶穌為罪人而死
[00:03:01.700 --> 00:03:03.700]  我們聖經也說
[00:03:03.700 --> 00:03:04.700]  為人人而死
[00:03:04.700 --> 00:03:06.700]  也有這樣做的
[00:03:06.700 --> 00:03:07.700]  但是為罪人而死
[00:03:07.700 --> 00:03:09.700]  你在哪裡找呢
[00:03:09.700 --> 00:03:13.700]  為一個不認識的罪人而死
[00:03:13.700 --> 00:03:15.700]  這種愛
[00:03:15.700 --> 00:03:20.700]  是沒有辦法找到相對抗的人
[00:03:20.700 --> 00:03:21.700]  可以代表的
[00:03:21.700 --> 00:03:22.700]  只有耶穌
[00:03:22.700 --> 00:03:24.700]  所以我估計
[00:03:24.700 --> 00:03:27.700]  他們是用耶穌的名字
[00:03:27.700 --> 00:03:29.700]  來做法
[00:03:29.700 --> 00:03:32.700]  表示我關心一些人
[00:03:32.700 --> 00:03:34.700]  可能這群人沒有這樣的需要
[00:03:34.700 --> 00:03:35.700]  只是小事
[00:03:35.700 --> 00:03:38.700]  但是他們是工作人員
[00:03:38.700 --> 00:03:40.700]  我們可以給他們更多的貼士
[00:03:40.700 --> 00:03:42.700]  我在想
[00:03:42.700 --> 00:03:44.700]  那些人對耶穌可能有這樣的印象
[00:03:44.700 --> 00:03:46.700]  我們稱之為
[00:03:46.700 --> 00:03:48.700]  上帝的兒女
[00:03:48.700 --> 00:03:50.700]  如果你信耶穌的話
[00:03:50.700 --> 00:03:51.700]  我們叫基督徒
[00:03:51.700 --> 00:03:52.700]  這是一個尊稱
[00:03:52.700 --> 00:03:54.700]  有它的歷史背景
[00:03:54.700 --> 00:03:55.700]  但事實上
[00:03:55.700 --> 00:03:57.700]  凡接待他的
[00:03:57.700 --> 00:03:58.700]  就是信他們的人
[00:03:58.700 --> 00:04:00.700]  他就賜他們權柄
[00:04:00.700 --> 00:04:01.700]  做什麼
[00:04:01.700 --> 00:04:03.700]  上帝的兒女
[00:04:03.700 --> 00:04:04.700]  當我們接受耶穌基督的時候
[00:04:04.700 --> 00:04:06.700]  我們成為上帝的兒女
[00:04:06.700 --> 00:04:08.700]  我們有耶穌基督那種本質
[00:04:08.700 --> 00:04:10.700]  承受了下來
[00:04:10.700 --> 00:04:11.700]  除非你不信耶穌
[00:04:11.700 --> 00:04:13.700]  當我們承受了本質的時候
[00:04:13.700 --> 00:04:17.700]  耶穌是一個很有恩典慈愛的上帝
[00:04:17.700 --> 00:04:19.700]  我們作為祂的兒女
[00:04:19.700 --> 00:04:21.700]  到底我們應該怎樣去學習
[00:04:21.700 --> 00:04:23.700]  耶穌的榜樣
[00:04:23.700 --> 00:04:26.700]  當遇到一些貧困
[00:04:26.700 --> 00:04:28.700]  有艱難的人的時候
[00:04:28.700 --> 00:04:31.700]  我們應該怎樣去幫助他們呢
[00:04:31.700 --> 00:04:32.700]  今天其實我發覺
[00:04:32.700 --> 00:04:33.700]  有很多基督徒
[00:04:33.700 --> 00:04:35.700]  就算信耶穌一段時間
[00:04:35.700 --> 00:04:37.700]  都不是很明白
[00:04:37.700 --> 00:04:40.700]  奉獻的意思
[00:04:40.700 --> 00:04:42.700]  有些基督徒真的當奉獻
[00:04:42.700 --> 00:04:43.700]  是給小費耶穌的
[00:04:43.700 --> 00:04:46.700]  不過他的小費不是五百一萬
[00:04:46.700 --> 00:04:49.700]  真的是小費
[00:04:49.700 --> 00:04:52.700]  有多少就給多少
[00:04:52.700 --> 00:04:55.700]  絕對不會像Instagram裡面
[00:04:55.700 --> 00:04:57.700]  參加的人
[00:04:57.700 --> 00:05:00.700]  那麼慷慨地奉獻給教會
[00:05:00.700 --> 00:05:01.700]  到底
[00:05:01.700 --> 00:05:03.700]  是什麼能夠讓我們
[00:05:03.700 --> 00:05:07.700]  可以慷慨地去捐獻去幫助人呢
[00:05:07.700 --> 00:05:09.700]  什麼叫慷慨呢
[00:05:09.700 --> 00:05:11.700]  今天跟大家去看一段聖經
[00:05:11.700 --> 00:05:12.700]  可能大家很熟悉的
[00:05:12.700 --> 00:05:14.700]  不過我們再去溫習一下
[00:05:14.700 --> 00:05:15.700]  這段聖經給我們
[00:05:15.700 --> 00:05:17.700]  關於奉獻的教導
[00:05:17.700 --> 00:05:20.700]  這是哥倫多後書第八章
[00:05:20.700 --> 00:05:21.700]  哥倫多後書第八章
[00:05:21.700 --> 00:05:22.700]  第一到第五節
[00:05:22.700 --> 00:05:24.700]  我們先看看這段聖經
[00:05:24.700 --> 00:05:26.700]  哥倫多後書第八章
[00:05:26.700 --> 00:05:27.700]  第一到第五節
[00:05:27.700 --> 00:05:29.700]  這裡說弟兄姊妹
[00:05:29.700 --> 00:05:30.700]  我們希望你們知道
[00:05:30.700 --> 00:05:34.700]  上帝是怎樣恩代馬其頓的教會
[00:05:34.700 --> 00:05:35.700]  如果你有筆可以
[00:05:35.700 --> 00:05:37.700]  在你的outline圈住它
[00:05:37.700 --> 00:05:39.700]  原來上帝很恩代馬其頓的教會
[00:05:39.700 --> 00:05:41.700]  怎樣恩代法呢
[00:05:41.700 --> 00:05:43.700]  下面就是他恩代他的地方
[00:05:43.700 --> 00:05:44.700]  第二節說
[00:05:44.700 --> 00:05:47.700]  他們從所經歷的患難
[00:05:47.700 --> 00:05:49.700]  受到嚴重的考驗
[00:05:49.700 --> 00:05:52.700]  但他們充滿著快樂
[00:05:52.700 --> 00:05:56.700]  在極度貧困中仍然慷慨捐助
[00:05:56.700 --> 00:05:57.700]  我敢證明
[00:05:57.700 --> 00:06:00.700]  他們的捐助是竭盡所能的
[00:06:00.700 --> 00:06:02.700]  甚至是超過了他們的力量
[00:06:02.700 --> 00:06:06.700]  自願地他們向我們懇求
[00:06:06.700 --> 00:06:09.700]  讓他們在接濟猶太的信徒
[00:06:09.700 --> 00:06:11.700]  這件善事上有份
[00:06:11.700 --> 00:06:14.700]  這實在是遠超過我們所期待的
[00:06:14.700 --> 00:06:18.700]  首先他們把自己奉獻給主
[00:06:18.700 --> 00:06:23.700]  然後又按照上帝的旨意幫助我們
[00:06:23.700 --> 00:06:27.700]  剛才我叫大家圈住那幾個字是甚麼
[00:06:27.700 --> 00:06:31.700]  上帝是怎樣恩代這班教會的弟兄姊妹
[00:06:31.700 --> 00:06:33.700]  就是馬其頓宗教的弟兄姊妹
[00:06:33.700 --> 00:06:35.700]  怎樣恩代法呢
[00:06:35.700 --> 00:06:38.700]  這班人在極度貧困的時間
[00:06:38.700 --> 00:06:43.700]  仍然能夠慷慨捐助有需要的人
[00:06:43.700 --> 00:06:47.700]  聖經裏面提到過
[00:06:47.700 --> 00:06:49.700]  這就是他們的恩典
[00:06:49.700 --> 00:06:50.700]  在極度貧困的時候
[00:06:50.700 --> 00:06:53.700]  而且是歡喜快樂地奉獻
[00:06:53.700 --> 00:06:55.700]  這就不簡單了
[00:06:55.700 --> 00:06:56.700]  已經沒有錢了
[00:06:56.700 --> 00:06:57.700]  很艱難了
[00:06:57.700 --> 00:06:59.700]  但竟然能夠歡喜快樂地
[00:06:59.700 --> 00:07:01.700]  慷慨地奉獻
[00:07:01.700 --> 00:07:03.700]  為甚麼呢
[00:07:03.700 --> 00:07:06.700]  如果有機會回去再重覆看這段聖經
[00:07:06.700 --> 00:07:07.700]  你會發覺
[00:07:07.700 --> 00:07:10.700]  我相信其中一件在這段經文裏面的啟示
[00:07:10.700 --> 00:07:12.700]  因為這班人知道
[00:07:12.700 --> 00:07:13.700]  他們正在做的
[00:07:13.700 --> 00:07:14.700]  他們要參與的
[00:07:14.700 --> 00:07:16.700]  是一件善事
[00:07:16.700 --> 00:07:17.700]  是一件好事
[00:07:17.700 --> 00:07:21.700]  去接濟那些落在困苦艱難當中的基督徒
[00:07:21.700 --> 00:07:24.700]  所以保羅本來沒有想過要他們奉獻
[00:07:24.700 --> 00:07:26.700]  因為保羅知道他們很慘
[00:07:26.700 --> 00:07:27.700]  他們很窮
[00:07:27.700 --> 00:07:29.700]  極度貧困
[00:07:29.700 --> 00:07:30.700]  不是一般貧窮
[00:07:30.700 --> 00:07:32.700]  真的甚麼都沒有
[00:07:32.700 --> 00:07:38.700]  保羅沒有預計他們會參與慈惟的工作
[00:07:38.700 --> 00:07:39.700]  但保羅說
[00:07:39.700 --> 00:07:41.700]  他們懇求我
[00:07:41.700 --> 00:07:43.700]  讓我們參加
[00:07:43.700 --> 00:07:44.700]  讓我們奉獻
[00:07:44.700 --> 00:07:48.700]  讓我們幫助這些人
[00:07:48.700 --> 00:07:50.700]  那我就在想
[00:07:50.700 --> 00:07:53.700]  為甚麼這班人可以這麼歡喜快樂地去做
[00:07:53.700 --> 00:07:56.700]  其實很簡單
[00:07:56.700 --> 00:07:58.700]  可能我們都經驗過
[00:07:58.700 --> 00:08:01.700]  當你能夠有能力去幫助人
[00:08:01.700 --> 00:08:04.700]  改變別人的生活情況
[00:08:04.700 --> 00:08:06.700]  你會發覺很開心很快樂
[00:08:06.700 --> 00:08:09.700]  中國人早就發現了這個真理
[00:08:09.700 --> 00:08:11.700]  不單是聖經教導我們
[00:08:11.700 --> 00:08:12.700]  中國有一句說話叫做
[00:08:12.700 --> 00:08:17.700]  助人為快樂之本
[00:08:17.700 --> 00:08:20.700]  反應夠快
[00:08:20.700 --> 00:08:21.700]  其實我們都知道
[00:08:21.700 --> 00:08:22.700]  只是不敢說
[00:08:22.700 --> 00:08:24.700]  中國人早就發現了
[00:08:24.700 --> 00:08:25.700]  助人為快樂之本
[00:08:25.700 --> 00:08:28.700]  能夠幫助別人是快樂的基本
[00:08:28.700 --> 00:08:32.700]  這班人在馬其頓的基督徒裏
[00:08:32.700 --> 00:08:34.700]  這件事是好事善事
[00:08:34.700 --> 00:08:35.700]  這班人真的有需要
[00:08:35.700 --> 00:08:37.700]  幫吧幫吧幫吧
[00:08:37.700 --> 00:08:39.700]  不看自己的情況
[00:08:39.700 --> 00:08:40.700]  幫了再說
[00:08:40.700 --> 00:08:43.700]  一會兒我會再說這件事
[00:08:43.700 --> 00:08:45.700]  我看這個故事都很感動
[00:08:45.700 --> 00:08:49.700]  有一個人叫做Chad Rose
[00:08:49.700 --> 00:08:51.700]  他在聖誕節裏
[00:08:51.700 --> 00:08:53.700]  可能跟太太沒甚麼溝通
[00:08:53.700 --> 00:08:55.700]  他買一棵聖誕樹
[00:08:55.700 --> 00:08:56.700]  可能太太也買一棵聖誕樹
[00:08:56.700 --> 00:08:59.700]  家裏怎會有兩棵聖誕樹呢
[00:08:59.700 --> 00:09:00.700]  於是他就說不要浪費
[00:09:00.700 --> 00:09:01.700]  反而買了
[00:09:01.700 --> 00:09:03.700]  於是他就上Craigslist
[00:09:03.700 --> 00:09:04.700]  大家知道Craigslist嗎
[00:09:04.700 --> 00:09:05.700]  灣區人的字
[00:09:05.700 --> 00:09:08.700]  就說我多了一棵新鮮的聖誕樹
[00:09:08.700 --> 00:09:09.700]  不是那些假的
[00:09:09.700 --> 00:09:10.700]  不是塑膠的
[00:09:10.700 --> 00:09:11.700]  是現場的
[00:09:11.700 --> 00:09:12.700]  我想送出去
[00:09:12.700 --> 00:09:13.700]  誰要呀
[00:09:13.700 --> 00:09:14.700]  他就想送出去
[00:09:14.700 --> 00:09:17.700]  免費
[00:09:17.700 --> 00:09:20.700]  結果他就收到四十多個電郵
[00:09:20.700 --> 00:09:23.700]  都想要一棵聖誕樹
[00:09:23.700 --> 00:09:24.700]  其實都不出奇
[00:09:24.700 --> 00:09:26.700]  不過當他看電郵
[00:09:26.700 --> 00:09:27.700]  一個一個看的時候
[00:09:27.700 --> 00:09:28.700]  這些人不是說
[00:09:28.700 --> 00:09:29.700]  那你給我吧
[00:09:29.700 --> 00:09:30.700]  不是
[00:09:30.700 --> 00:09:31.700]  他告訴他
[00:09:31.700 --> 00:09:34.700]  很開心你能夠有一棵聖誕樹
[00:09:34.700 --> 00:09:35.700]  可以送出來
[00:09:35.700 --> 00:09:37.700]  他說我家有六個小朋友
[00:09:37.700 --> 00:09:39.700]  我還有幾個人是十月份生日
[00:09:39.700 --> 00:09:41.700]  我們平時過聖誕節
[00:09:41.700 --> 00:09:43.700]  找一張大的postcard
[00:09:43.700 --> 00:09:45.700]  一棵聖誕樹就掛在那裏
[00:09:45.700 --> 00:09:48.700]  如果你能夠送一棵聖誕樹給我
[00:09:48.700 --> 00:09:50.700]  it make our days
[00:09:50.700 --> 00:09:51.700]  另外有一個說
[00:09:51.700 --> 00:09:54.700]  我剛剛在想怎樣和我六歲的女兒說
[00:09:54.700 --> 00:09:58.700]  過聖誕節不一定有聖誕樹
[00:09:58.700 --> 00:10:00.700]  但是如果你能夠
[00:10:00.700 --> 00:10:02.700]  祝福我的家庭
[00:10:02.700 --> 00:10:04.700]  將這棵聖誕樹給我的話
[00:10:04.700 --> 00:10:05.700]  我的女兒就會很開心
[00:10:05.700 --> 00:10:07.700]  我全家都會很開心
[00:10:07.700 --> 00:10:08.700]  一個接一個
[00:10:08.700 --> 00:10:11.700]  四十多個電郵
[00:10:11.700 --> 00:10:15.700]  來到Mr.Chad Rose的mailbox裏面的時候
[00:10:15.700 --> 00:10:20.700]  他本來想要一棵多餘的聖誕樹送出去
[00:10:20.700 --> 00:10:25.700]  結果他買了四十棵聖誕樹
[00:10:25.700 --> 00:10:28.700]  送給這四十多個家庭
[00:10:28.700 --> 00:10:30.700]  而當他做這件事的時候
[00:10:30.700 --> 00:10:31.700]  有個人看到
[00:10:31.700 --> 00:10:32.700]  很感動
[00:10:32.700 --> 00:10:33.700]  於是說這樣嗎
[00:10:33.700 --> 00:10:35.700]  我奉獻所有的裝飾品
[00:10:35.700 --> 00:10:37.700]  給這些能夠接受
[00:10:37.700 --> 00:10:39.700]  這些免費聖誕樹的家庭
[00:10:39.700 --> 00:10:40.700]  讓他們不單單是一棵聖誕樹
[00:10:40.700 --> 00:10:44.700]  而且裝飾得很漂亮
[00:10:44.700 --> 00:10:45.700]  大家不要說甚麼
[00:10:45.700 --> 00:10:47.700]  我們聽到這些故事
[00:10:47.700 --> 00:10:49.700]  我們都很開心
[00:10:49.700 --> 00:10:50.700]  會不會啊
[00:10:50.700 --> 00:10:56.700]  我都覺得很蒙福的感覺
[00:10:56.700 --> 00:10:58.700]  你想像一下這兩個人
[00:10:58.700 --> 00:10:59.700]  當他們能夠看到
[00:10:59.700 --> 00:11:00.700]  這個聖誕節
[00:11:00.700 --> 00:11:01.700]  有四十個家庭
[00:11:01.700 --> 00:11:03.700]  因為他們小小的犧牲
[00:11:03.700 --> 00:11:07.700]  買四十棵聖誕樹
[00:11:07.700 --> 00:11:08.700]  四十棵聖誕樹的裝飾品
[00:11:08.700 --> 00:11:09.700]  送給他們的家庭
[00:11:09.700 --> 00:11:11.700]  make their life
[00:11:11.700 --> 00:11:14.700]  完全有一個新的經驗
[00:11:14.700 --> 00:11:16.700]  開心嗎
[00:11:16.700 --> 00:11:17.700]  快不快樂
[00:11:17.700 --> 00:11:20.700]  很開心很快樂
[00:11:20.700 --> 00:11:23.700]  我想大家留意一件事
[00:11:23.700 --> 00:11:25.700]  Mr Rose
[00:11:25.700 --> 00:11:26.700]  他所做的是甚麼呢
[00:11:26.700 --> 00:11:28.700]  只是幫助四十個家庭
[00:11:28.700 --> 00:11:31.700]  家裏有一棵聖誕樹過聖誕
[00:11:31.700 --> 00:11:33.700]  他已經很開心快樂
[00:11:33.700 --> 00:11:36.700]  當日馬奇對一班基督徒
[00:11:36.700 --> 00:11:37.700]  不是一個教會
[00:11:37.700 --> 00:11:38.700]  是宗教的基督徒
[00:11:38.700 --> 00:11:41.700]  就是為了能夠幫助耶路撒冷
[00:11:41.700 --> 00:11:44.700]  那些窮困的信徒
[00:11:44.700 --> 00:11:46.700]  而作出奉獻
[00:11:46.700 --> 00:11:49.700]  他已經很開心快樂
[00:11:49.700 --> 00:11:52.700]  但今日我剛才和大家分享報告
[00:11:52.700 --> 00:11:55.700]  我們有三個短宣的工作
[00:11:55.700 --> 00:11:58.700]  有兩個地方希望能夠成為教會
[00:11:58.700 --> 00:11:59.700]  我們希望能夠幫助弟兄姊妹
[00:11:59.700 --> 00:12:02.700]  支持他們可以開始工作
[00:12:02.700 --> 00:12:06.700]  我們不是叫大家做善事
[00:12:06.700 --> 00:12:07.700]  當然是善事
[00:12:07.700 --> 00:12:10.700]  但不是善事這麼簡單
[00:12:10.700 --> 00:12:12.700]  我們叫大家去參與的是一個
[00:12:12.700 --> 00:12:15.700]  拯救人靈魂的工作
[00:12:15.700 --> 00:12:17.700]  你聽到我說甚麼嗎
[00:12:17.700 --> 00:12:18.700]  你明白我說甚麼嗎
[00:12:18.700 --> 00:12:20.700]  我們是在做一個
[00:12:20.700 --> 00:12:23.700]  工程使人的靈魂有機會得救
[00:12:23.700 --> 00:12:29.700]  可以有機會永恆的生命
[00:12:29.700 --> 00:12:33.700]  所以我希望大家能夠為這件事去禱告
[00:12:33.700 --> 00:12:37.700]  你可以怎樣去參與和支持這個工作
[00:12:37.700 --> 00:12:40.700]  希望你不是勉為其難
[00:12:40.700 --> 00:12:42.700]  教會又要我去捐錢
[00:12:42.700 --> 00:12:46.700]  不 勉為其難的神也不喜歡
[00:12:46.700 --> 00:12:48.700]  所以不必勉為其難去捐
[00:12:48.700 --> 00:12:50.700]  但我希望你能夠看到
[00:12:50.700 --> 00:12:55.700]  你能夠幫助人的靈魂得到耶穌基督的救恩
[00:12:55.700 --> 00:12:57.700]  這是多大的祝福
[00:12:57.700 --> 00:12:59.700]  多開心快樂的一件事
[00:12:59.700 --> 00:13:02.700]  而馬其頓的腳徒
[00:13:02.700 --> 00:13:05.700]  他怎樣能夠奉獻法呢
[00:13:05.700 --> 00:13:08.700]  我剛才已經提及了兩次
[00:13:08.700 --> 00:13:13.700]  因為這群人是深深經歷過主的恩典
[00:13:13.700 --> 00:13:15.700]  深受主恩
[00:13:15.700 --> 00:13:18.700]  所以他們在極度困難的時候
[00:13:18.700 --> 00:13:23.700]  仍然可以幫助其他人得到幫助
[00:13:23.700 --> 00:13:26.700]  因為這個過程令他們歡喜快樂
[00:13:26.700 --> 00:13:28.700]  原來馬其頓的教會已經提及了
[00:13:28.700 --> 00:13:31.700]  他們不像那些提示耶穌基督的人
[00:13:31.700 --> 00:13:33.700]  家裡有錢多到用不完
[00:13:33.700 --> 00:13:35.700]  五百一千一萬
[00:13:35.700 --> 00:13:38.700]  不是那種人
[00:13:38.700 --> 00:13:44.700]  原來馬其頓的教會是很貧窮的人
[00:13:44.700 --> 00:13:47.700]  他們貧窮不是default
[00:13:47.700 --> 00:13:49.700]  如果你看回歷史
[00:13:49.700 --> 00:13:51.700]  其實是因為他們信耶穌的緣故
[00:13:51.700 --> 00:13:52.700]  受到逼迫
[00:13:52.700 --> 00:13:54.700]  信了耶穌之後遇到很多苦難
[00:13:54.700 --> 00:13:56.700]  很多人針對他們
[00:13:56.700 --> 00:13:58.700]  很多人相信耶穌離開猶太教
[00:13:58.700 --> 00:14:00.700]  於是去整你們
[00:14:00.700 --> 00:14:03.700]  甚至他們的財產被人搶走
[00:14:03.700 --> 00:14:07.700]  因為這個緣故他們變得極度貧窮
[00:14:07.700 --> 00:14:10.700]  但是這群人信了耶穌之後
[00:14:10.700 --> 00:14:12.700]  他們深深感受到上帝的愛
[00:14:12.700 --> 00:14:14.700]  我本來是一個靈魂貧乏
[00:14:14.700 --> 00:14:16.700]  對將來沒有盼望的人
[00:14:16.700 --> 00:14:18.700]  但現在上帝透過耶穌基督
[00:14:18.700 --> 00:14:20.700]  賜給我一個永恆的救恩
[00:14:20.700 --> 00:14:22.700]  一個永恆的盼望
[00:14:22.700 --> 00:14:25.700]  而當他們聽到猶太裡的教徒
[00:14:25.700 --> 00:14:26.700]  同樣受到逼迫
[00:14:26.700 --> 00:14:28.700]  落在困苦當中
[00:14:28.700 --> 00:14:30.700]  又有饑荒諸如此類的事
[00:14:30.700 --> 00:14:32.700]  他們是心同感受
[00:14:32.700 --> 00:14:34.700]  我們這麼苦,他們也這麼苦
[00:14:34.700 --> 00:14:36.700]  心同感受
[00:14:36.700 --> 00:14:37.700]  於是在那段時間裡
[00:14:37.700 --> 00:14:39.700]  雖然自己困難
[00:14:39.700 --> 00:14:41.700]  但是我能夠幫就幫
[00:14:41.700 --> 00:14:43.700]  為什麼他們能夠這樣做?
[00:14:43.700 --> 00:14:45.700]  因為他們不再看自己的困難
[00:14:45.700 --> 00:14:48.700]  不再將焦點放在自己的需要
[00:14:48.700 --> 00:14:51.700]  和自己的難處上
[00:14:51.700 --> 00:14:53.700]  反而去看看這群人的需要
[00:14:53.700 --> 00:14:54.700]  我能夠幫什麼呢?
[00:14:54.700 --> 00:14:56.700]  如何幫助他們呢?
[00:14:56.700 --> 00:14:58.700]  我要講清楚
[00:14:58.700 --> 00:15:01.700]  這群人是在馬祈和基督徒
[00:15:01.700 --> 00:15:03.700]  並不是不知道自己的貧乏
[00:15:03.700 --> 00:15:04.700]  因為我剛才也說了
[00:15:04.700 --> 00:15:06.700]  他們不是By default的
[00:15:06.700 --> 00:15:07.700]  他們信主之後
[00:15:07.700 --> 00:15:08.700]  忽然之間
[00:15:08.700 --> 00:15:09.700]  本來一樣都有的
[00:15:09.700 --> 00:15:10.700]  忽然之間一樣都沒有
[00:15:10.700 --> 00:15:12.700]  變成貧窮
[00:15:12.700 --> 00:15:13.700]  所以他們才感受到
[00:15:13.700 --> 00:15:15.700]  猶太的那群基督徒
[00:15:15.700 --> 00:15:17.700]  所面對的那個苦況
[00:15:17.700 --> 00:15:18.700]  他們是知道的
[00:15:18.700 --> 00:15:20.700]  但是為什麼他們仍然這樣做呢?
[00:15:20.700 --> 00:15:22.700]  除了心同感受之外
[00:15:22.700 --> 00:15:23.700]  他們這麼苦,我們也這麼苦
[00:15:23.700 --> 00:15:24.700]  看看怎麼做吧
[00:15:24.700 --> 00:15:26.700]  這是一件事
[00:15:26.700 --> 00:15:27.700]  但是另外一件事
[00:15:27.700 --> 00:15:32.700]  我相信是因為他們信了上帝的應許
[00:15:32.700 --> 00:15:34.700]  上帝的公認
[00:15:34.700 --> 00:15:36.700]  信耶穌的嘛
[00:15:36.700 --> 00:15:38.700]  你相信上帝愛你的嘛
[00:15:38.700 --> 00:15:42.700]  你經歷過上帝的愛嘛
[00:15:42.700 --> 00:15:43.700]  在舊約聖經裡面有一個故事
[00:15:43.700 --> 00:15:46.700]  不知道大家記不記得
[00:15:46.700 --> 00:15:47.700]  舊約聖經裡面有一個故事
[00:15:47.700 --> 00:15:50.700]  有一個先知叫做以利亞
[00:15:50.700 --> 00:15:51.700]  祈禱,叫他不下雨
[00:15:51.700 --> 00:15:53.700]  他就不下雨了
[00:15:53.700 --> 00:15:55.700]  所以就有饑荒出來了
[00:15:55.700 --> 00:15:57.700]  後來上帝就說
[00:15:57.700 --> 00:16:01.700]  伊利亞,你去一個叫做撒勒法的地方
[00:16:01.700 --> 00:16:03.700]  我已經為你預備了一個寡婦
[00:16:03.700 --> 00:16:06.700]  叫她照顧你的飲食
[00:16:06.700 --> 00:16:10.700]  你去那個地方找這個寡婦吧
