
[00:00:00.000 --> 00:00:06.820]  如果你這個孩子小孩子是從小帶來美國非法居留的
[00:02:54.500 --> 00:02:56.000]  但是不管怎麼樣
[00:02:56.000 --> 00:02:57.700]  英文說
[00:02:57.700 --> 00:02:59.400]  If you want to dream
[00:02:59.400 --> 00:03:00.900]  dream it big
[00:03:00.900 --> 00:03:02.300]  如果你要做夢的話
[00:03:02.300 --> 00:03:04.200]  做大一點的夢
[00:03:04.200 --> 00:03:05.000]  是不是
[00:03:05.000 --> 00:03:06.700]  所以我們每一個小孩子
[00:03:06.700 --> 00:03:09.700]  他的夢想都是非常的大
[00:03:09.700 --> 00:03:10.700]  為什麼
[00:03:10.700 --> 00:03:12.200]  耶穌聖旨說
[00:03:12.200 --> 00:03:14.900]  如果你們不能迴轉歸向向好
[00:03:14.900 --> 00:03:16.200]  小孩的樣式
[00:03:16.200 --> 00:03:17.600]  斷不得進天國
[00:03:17.600 --> 00:03:19.900]  是因為
[00:03:19.900 --> 00:03:20.600]  怎麼樣
[00:03:20.600 --> 00:03:21.900]  為什麼小孩子
[00:03:21.900 --> 00:03:25.400]  不像小孩子不能進天國
[00:03:25.400 --> 00:03:26.600]  單純
[00:03:26.600 --> 00:03:27.900]  你說了他就信
[00:03:27.900 --> 00:03:28.500]  這第一點
[00:03:28.500 --> 00:03:31.200]  第二點
[00:03:31.200 --> 00:03:32.600]  純潔
[00:03:32.600 --> 00:03:34.400]  你帶著一個窩囊
[00:03:34.400 --> 00:03:35.200]  窩挫
[00:03:35.200 --> 00:03:36.700]  或者鬼詐
[00:03:36.700 --> 00:03:38.300]  那上不了天堂的
[00:03:38.300 --> 00:03:39.200]  一定要
[00:03:39.200 --> 00:03:41.200]  神要洗淨你
[00:03:41.200 --> 00:03:45.600]  神要赦免你的罪才行
[00:03:45.600 --> 00:03:47.900]  但是有一點最重要
[00:03:47.900 --> 00:03:50.500]  因為小孩子他會做夢
[00:03:50.500 --> 00:03:53.600]  如果你一個人沒有夢想
[00:03:53.600 --> 00:03:54.300]  真的
[00:03:54.300 --> 00:03:55.300]  你不會想像到
[00:03:55.300 --> 00:03:57.800]  將來到天上要去幹什麼
[00:03:57.800 --> 00:03:59.000]  是不是
[00:03:59.000 --> 00:04:01.100]  有可能你上了天的時候
[00:04:01.100 --> 00:04:02.700]  怎麼我看到
[00:04:02.700 --> 00:04:04.300]  老胖在那邊擦星星
[00:04:04.300 --> 00:04:05.800]  擦得好高興
[00:04:05.800 --> 00:04:09.600]  還哼這一聲最美的祝福
[00:04:09.600 --> 00:04:11.700]  這個人在那邊
[00:04:11.700 --> 00:04:12.500]  幾個人在那邊
[00:04:12.500 --> 00:04:14.800]  敬拜讚美神
[00:04:14.800 --> 00:04:16.000]  好投入
[00:04:16.000 --> 00:04:16.500]  怎麼搞
[00:04:16.500 --> 00:04:20.300]  我都覺得一點都不興奮
[00:04:20.300 --> 00:04:22.200]  缺少了夢想
[00:04:22.200 --> 00:04:24.200]  缺少了那個想像力
[00:04:24.200 --> 00:04:26.300]  所以小孩子
[00:04:26.300 --> 00:04:28.800]  他沒有失去夢想
[00:04:28.800 --> 00:04:30.500]  所以
[00:04:30.500 --> 00:04:32.700]  我們會失去夢想
[00:04:32.700 --> 00:04:34.200]  有幾個原因
[00:04:34.200 --> 00:04:35.500]  第一個原因
[00:04:35.500 --> 00:04:40.100]  是因為我們思想受到了限制
[00:04:40.100 --> 00:04:41.500]  你知道嗎
[00:04:41.500 --> 00:04:43.300]  你所知道的事情
[00:04:43.300 --> 00:04:45.500]  你所不知道的
[00:04:45.500 --> 00:04:49.000]  都會攔住你的夢想
[00:04:49.000 --> 00:04:51.000]  你們知道
[00:04:51.000 --> 00:04:55.000]  你們都知道我租了一輛電車
[00:04:55.000 --> 00:04:57.000]  蠻不錯的
[00:04:57.000 --> 00:04:57.800]  有一次我記得
[00:04:57.800 --> 00:04:58.400]  誰跟我說
[00:04:58.400 --> 00:04:59.500]  你這個電車怎麼樣
[00:04:59.500 --> 00:05:02.600]  我說這個電車呢
[00:05:02.600 --> 00:05:05.000]  跑不快跑不遠
[00:05:05.000 --> 00:05:06.200]  他說棒棒棒
[00:05:06.200 --> 00:05:09.900]  那正好買給我那個讀大學的兒子
[00:05:09.900 --> 00:05:11.600]  跑不快跑不遠
[00:05:11.600 --> 00:05:12.900]  但是呢
[00:05:12.900 --> 00:05:14.600]  我非常喜歡它
[00:05:14.600 --> 00:05:16.700]  因為你不要加油
[00:05:16.700 --> 00:05:18.100]  你回家就充電
[00:05:18.100 --> 00:05:20.000]  第二天早上電就滿了
[00:05:20.000 --> 00:05:23.200]  開起來好靜悄悄的
[00:05:23.200 --> 00:05:26.000]  我們租了三年
[00:05:26.000 --> 00:05:29.300]  那麼這次兩年到了呢
[00:05:29.300 --> 00:05:32.100]  廠商叫我們回去保養
[00:05:32.100 --> 00:05:33.600]  兩年多了
[00:05:33.600 --> 00:05:34.800]  回去保養完了
[00:05:34.800 --> 00:05:35.800]  回家
[00:05:35.800 --> 00:05:37.300]  過不了一個禮拜
[00:05:37.300 --> 00:05:39.500]  就收到一張單子
[00:05:39.500 --> 00:05:41.400]  一張罰款單
[00:05:41.400 --> 00:05:44.400]  說我們超過了
[00:05:44.400 --> 00:05:47.400]  我們才發現說
[00:05:47.400 --> 00:05:49.200]  它有規定
[00:05:49.200 --> 00:05:54.000]  你一年只能開一萬二千英里
[00:05:54.000 --> 00:05:55.600]  兩年兩千四千
[00:05:55.600 --> 00:05:57.900]  兩萬四千英里
[00:05:57.900 --> 00:05:59.100]  我們才開兩年多
[00:05:59.100 --> 00:06:02.500]  已經快要開完三萬六了
[00:06:02.500 --> 00:06:05.400]  我就打電話跟他爭論半天
[00:06:05.400 --> 00:06:07.600]  我說我們就準備一到了
[00:06:07.600 --> 00:06:09.200]  我們就不開了
[00:06:09.200 --> 00:06:10.200]  他說不行
[00:06:10.200 --> 00:06:13.100]  是每一個時間就要檢查一次
[00:06:13.100 --> 00:06:15.100]  不是說到最後才開
[00:06:15.100 --> 00:06:16.200]  爭論半天
[00:06:16.200 --> 00:06:17.400]  然後他說這樣子好了
[00:06:17.400 --> 00:06:19.400]  你進來我們再聊聊
[00:06:19.400 --> 00:06:20.000]  再談談
[00:06:20.000 --> 00:06:21.200]  商量一下
[00:06:21.200 --> 00:06:24.600]  結果我們就進去了
[00:06:24.600 --> 00:06:27.500]  我跟你講我做夢都想不到
[00:06:27.500 --> 00:06:29.100]  他說好了
[00:06:29.100 --> 00:06:31.700]  你罰款九百塊也不用
[00:06:31.700 --> 00:06:32.900]  我給你打消了
[00:06:32.900 --> 00:06:37.300]  他說2018年的新車馬上要來了
[00:06:37.300 --> 00:06:39.600]  你這個車我們還剩了幾部
[00:06:39.600 --> 00:06:41.600]  我給你一台新車
[00:06:41.600 --> 00:06:44.200]  你這三年到期
[00:06:44.200 --> 00:06:45.500]  我們把它取消了
[00:06:45.500 --> 00:06:48.900]  你重新開始兩年好了
[00:06:48.900 --> 00:06:51.100]  所有的罰款統統取消
[00:06:51.100 --> 00:06:53.000]  同樣的價錢給你
[00:06:53.000 --> 00:06:54.500]  加了八塊錢
[00:06:54.500 --> 00:06:55.600]  感謝神
[00:06:55.600 --> 00:06:57.800]  我夢想都不會想到
[00:06:57.800 --> 00:06:59.600]  為什麼
[00:06:59.600 --> 00:07:01.700]  不可能的嘛
[00:07:01.700 --> 00:07:04.600]  本來要罰款我九百塊的
[00:07:04.600 --> 00:07:06.900]  而且車子又這邊刮了一下
[00:07:06.900 --> 00:07:09.300]  那邊弄了一下
[00:07:09.300 --> 00:07:12.400]  現在給我一台完全新的車子
[00:07:12.400 --> 00:07:14.000]  哈雷爾戰車
[00:07:14.000 --> 00:07:15.800]  所以真的我們要有一個
[00:07:15.800 --> 00:07:17.300]  像一個小孩子的心
[00:07:17.300 --> 00:07:18.600]  要會夢想
[00:07:18.600 --> 00:07:20.100]  要敢於夢想
[00:07:20.100 --> 00:07:23.700]  但是我們思想受到限制了
[00:07:23.700 --> 00:07:28.600]  而且環境束縛了我們
[00:07:28.600 --> 00:07:33.200]  如果說今天你碰到一個不好的事情
[00:07:33.200 --> 00:07:36.200]  那麼你可能明天
[00:07:36.200 --> 00:07:38.600]  你做什麼事情就會更小心
[00:07:38.600 --> 00:07:41.600]  甚至於你不敢再去
[00:07:41.600 --> 00:07:43.400]  跨出那一步去了
[00:07:43.400 --> 00:07:48.500]  因為你的環境造成你的束縛
[00:07:48.500 --> 00:07:50.900]  當你在環境或你的生活
[00:07:50.900 --> 00:07:52.500]  或你的境況有了變化
[00:07:52.500 --> 00:07:53.500]  有了危機的時候
[00:07:53.500 --> 00:07:56.400]  人家說常常會變成轉機
[00:07:56.400 --> 00:07:58.700]  那是一個機會
[00:07:58.700 --> 00:08:02.500]  有很多人他們能夠發起
[00:08:02.500 --> 00:08:05.500]  他們能夠復興能夠興起
[00:08:05.500 --> 00:08:09.800]  就是他敢於夢想
[00:08:09.800 --> 00:08:14.400]  在那個別人認為不可能的環境之下的時候
[00:08:14.400 --> 00:08:16.400]  他踏出那一步
[00:08:16.400 --> 00:08:18.000]  他就成功了
[00:08:18.000 --> 00:08:21.300]  就好像同樣有兩個
[00:08:21.300 --> 00:08:25.800]  賣鞋子的到非洲去拓展市場
[00:08:25.800 --> 00:08:27.200]  一個回來說
[00:08:27.200 --> 00:08:29.800]  這鞋子賣不出去
[00:08:29.800 --> 00:08:31.900]  非洲人不穿鞋
[00:08:31.900 --> 00:08:33.300]  另外一個說
[00:08:33.300 --> 00:08:35.200]  大有作為啊
[00:08:35.200 --> 00:08:37.200]  非洲人沒鞋子穿
[00:08:37.200 --> 00:08:38.200]  你知道嗎
[00:08:38.200 --> 00:08:41.400]  所以看你從哪一個角度來看它
[00:08:41.400 --> 00:08:43.000]  環境的限制
[00:08:43.000 --> 00:08:44.600]  其實世代人為
[00:08:44.600 --> 00:08:46.300]  你可以克服它的
[00:08:46.300 --> 00:08:48.400]  但是環境的不如意
[00:08:48.400 --> 00:08:51.400]  或者是過去的經驗
[00:08:51.400 --> 00:08:54.300]  遭受的挫折或者失敗
[00:08:54.300 --> 00:08:57.900]  我們人在現實中的失敗
[00:08:57.900 --> 00:09:00.700]  使我們不願意再向前了
[00:09:00.700 --> 00:09:02.400]  是不是
[00:09:02.400 --> 00:09:04.200]  譬如講說
[00:09:04.200 --> 00:09:09.200]  聖經上面講耶穌亞進入迦南平原的時候
[00:09:09.200 --> 00:09:11.900]  那時候摩西剛剛死
[00:09:11.900 --> 00:09:14.400]  他帶了數百萬烏合之眾
[00:09:14.400 --> 00:09:18.100]  過了月當時進入迦南平原的時候
[00:09:18.100 --> 00:09:19.400]  他心裡面想
[00:09:19.400 --> 00:09:24.400]  我怎麼可能取代這麼偉大的摩西呢
[00:09:24.400 --> 00:09:26.100]  摩西把埃及人
[00:09:26.100 --> 00:09:30.600]  把以色列人從法老王的手上帶出來
[00:09:30.600 --> 00:09:33.400]  上百萬的人帶了出來了
[00:09:33.400 --> 00:09:35.600]  騎了這麼多的神機
[00:09:35.600 --> 00:09:38.500]  又在曠野裡面帶著他們四十年
[00:09:38.500 --> 00:09:40.900]  現在這個棒子交在我手上
[00:09:40.900 --> 00:09:43.900]  我怎麼能夠代替摩西呢
[00:09:43.900 --> 00:09:44.800]  太可怕了
[00:09:44.800 --> 00:09:46.200]  太可怕了
[00:09:46.200 --> 00:09:47.900]  是不是
[00:09:47.900 --> 00:09:49.700]  但神跟他說什麼
[00:09:49.700 --> 00:09:52.300]  你要剛強壯膽
[00:09:52.300 --> 00:09:53.900]  所以當我們要做夢的時候
[00:09:53.900 --> 00:09:56.700]  真不要怕
[00:09:56.700 --> 00:09:59.700]  要做夢就做大一點的夢
[00:09:59.700 --> 00:10:02.300]  當我們有夢的時候
[00:10:02.300 --> 00:10:06.200]  讓這個夢好像有一方翅膀一樣
[00:10:06.200 --> 00:10:10.200]  帶我們如鷹翔空
[00:10:10.200 --> 00:10:11.900]  能夠帶我們
[00:10:11.900 --> 00:10:14.200]  到我們沒有夢想的人
[00:10:14.200 --> 00:10:15.800]  到不了的地方
[00:10:15.800 --> 00:10:17.600]  你相信嗎
[00:10:17.600 --> 00:10:18.600]  一個老老實實
[00:10:18.600 --> 00:10:20.200]  我不能講老實人沒夢想
[00:10:20.200 --> 00:10:21.500]  對不起收回
[00:10:21.500 --> 00:10:24.800]  我是說一個沒有夢想的人
[00:10:24.800 --> 00:10:26.100]  他的成就
[00:10:26.100 --> 00:10:30.100]  他的作為很可能比那個有夢想的人
[00:10:30.100 --> 00:10:31.800]  就差了一截
[00:10:31.800 --> 00:10:33.000]  同樣的努力
[00:10:33.000 --> 00:10:34.200]  我就是說
[00:10:34.200 --> 00:10:35.900]  同樣的能力
[00:10:35.900 --> 00:10:38.200]  同樣的處境
[00:10:38.200 --> 00:10:39.300]  同樣的狀況
[00:10:39.300 --> 00:10:41.200]  但是有夢想的人
[00:10:41.200 --> 00:10:43.400]  他所能達到的境界
[00:10:43.400 --> 00:10:44.700]  是沒有夢想的人
[00:10:44.700 --> 00:10:47.700]  所不能夠到的地方的
[00:10:47.700 --> 00:10:49.000]  有一個人
[00:10:49.000 --> 00:10:50.200]  離開了這個世界
[00:10:50.200 --> 00:10:52.100]  上了天堂
[00:10:52.100 --> 00:10:53.900]  他來到天堂
[00:10:53.900 --> 00:10:55.100]  結果他發現
[00:10:55.100 --> 00:10:57.300]  有一個大廳
[00:10:57.300 --> 00:10:59.400]  上面掛了一個牌子
[00:10:59.400 --> 00:11:02.600]  是寫著Lost and Found
[00:11:02.600 --> 00:11:04.600]  失物招領
[00:11:04.600 --> 00:11:08.000]  好興奮就進去看是什麼地方
[00:11:08.000 --> 00:11:10.300]  你們知道失物招領是吧
[00:11:10.300 --> 00:11:11.200]  就是說你
[00:11:11.200 --> 00:11:13.600]  比如說在飛機場
[00:11:13.600 --> 00:11:15.200]  你東西掉了
[00:11:15.200 --> 00:11:17.200]  那麼他們就會幫你收起來
[00:11:17.200 --> 00:11:18.900]  等著你去領
[00:11:18.900 --> 00:11:19.800]  是不是
[00:11:19.800 --> 00:11:21.600]  順便一提
[00:11:21.600 --> 00:11:24.200]  大概兩個禮拜前
[00:11:24.200 --> 00:11:26.100]  我們在家中那邊有一個牧師
[00:11:26.100 --> 00:11:27.100]  打電話來跟我說
[00:11:27.100 --> 00:11:28.700]  余牧師啊
[00:11:28.700 --> 00:11:31.700]  我們剛剛從法國巴黎回來
[00:11:31.700 --> 00:11:33.100]  我們進了關
[00:11:33.100 --> 00:11:37.900]  結果有一樣東西沒有了
[00:11:37.900 --> 00:11:41.900]  現在那個航空公司說找到了
[00:11:41.900 --> 00:11:43.800]  但是我們已經回家了
[00:11:43.800 --> 00:11:46.200]  你可不可以就幫我們去拿了
[00:11:46.200 --> 00:11:47.600]  就給你了
[00:11:47.600 --> 00:11:48.800]  我說這是什麼東西
[00:11:48.800 --> 00:11:51.400]  他說這是從巴黎買的巧克力
[00:11:51.400 --> 00:11:52.700]  三盒
[00:11:52.700 --> 00:11:54.900]  我想很棒哦
[00:11:54.900 --> 00:11:56.500]  我就跑去
[00:11:56.500 --> 00:11:58.000]  跑去領了回家了
[00:11:58.000 --> 00:12:00.100]  這是Lost and Found
[00:12:00.100 --> 00:12:01.800]  不過我後來又給他寄去
[00:12:01.800 --> 00:12:04.500]  不好意思
[00:12:04.500 --> 00:12:05.700]  但是不管怎麼樣
[00:12:05.700 --> 00:12:08.900]  這個人他進入這個失物招領
[00:12:08.900 --> 00:12:11.400]  他就看到有一個小隔間
[00:12:11.400 --> 00:12:14.000]  上面有他的名字
[00:12:14.000 --> 00:12:15.200]  出於好奇
[00:12:15.200 --> 00:12:17.400]  他就進去看一下
[00:12:17.400 --> 00:12:20.900]  這個大出他所料
[00:12:20.900 --> 00:12:23.300]  令他非常詫異
[00:12:23.300 --> 00:12:26.200]  就是他所不敢夢想
[00:12:26.200 --> 00:12:28.500]  或是曾經閃過他
[00:12:28.500 --> 00:12:30.600]  腦海裡面的一個念頭
[00:12:30.600 --> 00:12:33.800]  或者沒有活出來的夢想
[00:12:33.800 --> 00:12:36.900]  他想要寫的一本書就在裡面
[00:12:36.900 --> 00:12:40.400]  他想要發明的一樣東西就在裡面
[00:12:40.400 --> 00:12:44.900]  他想要做的一件事情就在裡面等等
[00:12:44.900 --> 00:12:48.500]  就是如果我們活在這個世界上
[00:12:48.500 --> 00:12:50.700]  不能夠把握機會
[00:12:50.700 --> 00:12:52.900]  因為我們自想受到限制
[00:12:52.900 --> 00:12:56.200]  環境的束縛 過去的經驗
[00:12:56.200 --> 00:12:58.400]  讓我們不能夠像小孩子一樣
[00:12:58.400 --> 00:12:59.700]  敢於夢想
[00:12:59.700 --> 00:13:02.400]  甚至於活出我們的夢想
[00:13:02.400 --> 00:13:03.600]  很可能
[00:13:03.600 --> 00:13:06.000]  當我們離開這個世界的時候
[00:13:06.000 --> 00:13:10.700]  那些東西其實神都已經為你準備好了
[00:13:10.700 --> 00:13:13.700]  神是最大的夢想者
[00:13:13.700 --> 00:13:16.100]  當你有了夢想的時候
[00:13:16.100 --> 00:13:18.300]  哦 聖靈是幫助者
[00:13:18.300 --> 00:13:19.800]  祂就把這個話
[00:13:19.800 --> 00:13:22.000]  把你的夢想傳到天上
[00:13:22.000 --> 00:13:24.600]  那麼耶穌在父神寶座的右邊
[00:13:24.600 --> 00:13:25.800]  就帶給了耶穌
[00:13:25.800 --> 00:13:27.500]  耶穌就跟父神講
[00:13:27.500 --> 00:13:28.600]  父神說好了
[00:13:28.600 --> 00:13:31.300]  祂要一部腳踏車就給祂了
[00:13:31.300 --> 00:13:33.600]  哎 忽然間你那個夢想
[00:13:33.600 --> 00:13:36.000]  哎 這個腳踏車
[00:13:36.000 --> 00:13:37.100]  哦 這個人說
[00:13:37.100 --> 00:13:38.700]  你這個地方不要騎腳踏車
[00:13:38.700 --> 00:13:40.300]  最近才出車禍
[00:13:40.300 --> 00:13:42.200]  又想說算了吧
[00:13:42.200 --> 00:13:44.500]  但是已經給你準備好了
[00:13:44.500 --> 00:13:46.000]  哈勒利亞大米車
[00:13:46.000 --> 00:13:48.700]  所以我們就撕掉了夢想
[00:13:48.700 --> 00:13:52.600]  讓我們再一次來抓住我們的夢想
[00:13:52.600 --> 00:13:55.000]  重新來做夢
[00:13:55.000 --> 00:13:56.200]  好不好
[00:13:56.200 --> 00:13:57.900]  你知道嗎
[00:13:57.900 --> 00:14:00.500]  聖經上面講說
[00:14:00.500 --> 00:14:02.300]  亞伯拉罕
[00:14:02.300 --> 00:14:04.200]  他
[00:14:04.200 --> 00:14:04.900]  神跟他說
[00:14:04.900 --> 00:14:07.300]  你的子孫要多如天上的星
[00:14:07.300 --> 00:14:09.000]  海邊的沙
[00:14:09.000 --> 00:14:10.300]  您知道嗎
[00:14:10.300 --> 00:14:11.500]  從此
[00:14:11.500 --> 00:14:13.800]  他的心裡面就有這個夢想
[00:14:13.800 --> 00:14:16.400]  雖然他一個孩子都沒有
[00:14:16.400 --> 00:14:18.600]  但是他已經有了這個夢想
[00:14:18.600 --> 00:14:20.000]  晚上的時候
[00:14:20.000 --> 00:14:22.200]  他說我的孩子在哪裡啊
[00:14:22.200 --> 00:14:23.700]  抬頭一看
[00:14:23.700 --> 00:14:26.000]  滿天的星斗
[00:14:26.000 --> 00:14:28.300]  好像一個一個小娃娃
[00:14:28.300 --> 00:14:30.300]  跟他說阿爸阿爸阿爸
[00:14:30.300 --> 00:14:31.800]  在跟他叫
[00:14:31.800 --> 00:14:34.700]  哦 當他白天來到海邊的時候
[00:14:34.700 --> 00:14:37.400]  看到海邊的沙那麼多
[00:14:37.400 --> 00:14:38.800]  哦 他心裡想
[00:14:38.800 --> 00:14:41.000]  將來我的孩子就這麼多
[00:14:41.000 --> 00:14:42.300]  你想
[00:14:42.300 --> 00:14:43.700]  他整個的眼界
[00:14:43.700 --> 00:14:44.900]  整個的擴散
[00:14:44.900 --> 00:14:46.800]  他整個的心思意念
[00:14:46.800 --> 00:14:49.500]  不是全都打開了嗎
[00:14:49.500 --> 00:14:51.200]  哈雷洛亞
[00:14:51.200 --> 00:14:52.300]  是的
[00:14:52.300 --> 00:14:53.500]  但是你說
[00:14:53.500 --> 00:14:55.500]  哦 小孩子有夢想
[00:14:55.500 --> 00:14:56.900]  哎 牧師啊
[00:14:56.900 --> 00:14:58.200]  我現在
[00:14:58.200 --> 00:15:00.500]  這個年紀了還有夢想嗎
[00:15:00.500 --> 00:15:03.000]  還有可能嗎
[00:15:03.000 --> 00:15:04.200]  我剛才說
[00:15:04.200 --> 00:15:06.700]  亞伯拉罕有這個夢想的時候
[00:15:06.700 --> 00:15:09.400]  是當他七十五歲的時候
[00:15:09.400 --> 00:15:11.500]  我們這裡大概只有
[00:15:11.500 --> 00:15:13.900]  嫂乾媽跟姚姥姥
[00:15:13.900 --> 00:15:15.900]  超過七十五歲吧
[00:15:15.900 --> 00:15:17.700]  親媽媽超過七十五歲
[00:15:17.700 --> 00:15:22.100]  我以為親媽媽三十九歲
[00:15:22.100 --> 00:15:24.200]  所以我們都沒有超過七十五歲
[00:15:24.200 --> 00:15:27.400]  即使超過七十五歲也沒有關係
[00:15:27.400 --> 00:15:28.600]  亞伯拉罕的夢想
[00:15:28.600 --> 00:15:30.600]  是當他七十五歲的時候
[00:15:30.600 --> 00:15:32.200]  才有了這個夢想
[00:15:32.200 --> 00:15:34.700]  所以這跟年齡沒有關係
[00:15:34.700 --> 00:15:38.800]  而且你可以重新來夢想
[00:15:38.800 --> 00:15:41.600]  我們失去我們生命的夢
[00:15:41.600 --> 00:15:42.900]  我們的美夢
[00:15:42.900 --> 00:15:44.800]  我們的夢想
[00:15:44.800 --> 00:15:48.500]  是因為常常我們看見到
[00:15:48.500 --> 00:15:51.000]  我們生命中間的無
[00:15:51.000 --> 00:15:52.200]  我們沒有
[00:15:52.200 --> 00:15:55.200]  我們所看到的是我們沒有的
[00:15:55.200 --> 00:15:56.600]  譬如你說
[00:15:56.600 --> 00:15:58.400]  我沒有手
[00:15:58.400 --> 00:16:01.500]  你叫我怎麼去游泳
[00:16:01.500 --> 00:16:02.500]  是不是
[00:16:02.500 --> 00:16:04.700]  哦 我沒有腳
[00:16:04.700 --> 00:16:08.000]  你說 你叫我怎麼去跳舞
[00:16:08.000 --> 00:16:10.800]  所以我們只看到我們沒有的
[00:16:10.800 --> 00:16:13.300]  我們生命中的無
[00:16:13.300 --> 00:16:16.300]  或者我們生命中的無奈
[00:16:16.300 --> 00:16:17.900]  但是您知道嗎
[00:16:17.900 --> 00:16:20.300]  神不是這麼看的
[00:16:20.300 --> 00:16:22.100]  在《獵王記》下
[00:16:22.100 --> 00:16:24.100]  他有這樣一個故事
[00:16:24.100 --> 00:16:25.700]  他說有一個先知
[00:16:25.700 --> 00:16:28.600]  以利沙的先知死了
[00:16:28.600 --> 00:16:31.100]  那麼他的妻子留下一個孩子
[00:16:31.100 --> 00:16:32.300]  結果人家來討債
[00:16:32.300 --> 00:16:34.100]  要把他的孩子拿走
[00:16:34.100 --> 00:16:37.700]  這個寡婦就來找以利沙
[00:16:37.700 --> 00:16:39.300]  以利沙說你要我怎麼幫你
[00:16:39.300 --> 00:16:41.500]  他說我也不知道
[00:16:41.500 --> 00:16:43.700]  以利沙說你家裡面有什麼
