
[00:00:00.000 --> 00:00:03.420]  親愛的天父 我相信這是你的話語
[00:02:23.680 --> 00:02:25.080]  有外婆的寵愛啊
[00:02:25.080 --> 00:02:26.980]  有姨媽的愛啊
[00:02:26.980 --> 00:02:29.320]  那在我自己身上呢
[00:02:29.320 --> 00:02:30.960]  有時候我看到別人呢
[00:02:30.960 --> 00:02:32.820]  也會羨慕嫉妒恨
[00:02:32.820 --> 00:02:34.620]  在大陸有一句詞 對嗎
[00:02:34.620 --> 00:02:37.720]  你會很羨慕他 很嫉妒他
[00:02:37.720 --> 00:02:40.400]  那嫉妒這個問題是怎麼出現的呢
[00:02:40.400 --> 00:02:43.460]  一個人會嫉妒嗎
[00:02:43.460 --> 00:02:45.560]  一個人不會嫉妒 對嗎
[00:02:45.560 --> 00:02:46.560]  一個人
[00:02:46.560 --> 00:02:48.260]  今天我們來看一看
[00:02:48.260 --> 00:02:51.080]  這個該隱就是這樣子的
[00:02:51.080 --> 00:02:55.940]  他是亞當和夏娃從神所得的
[00:02:55.940 --> 00:02:58.940]  在《聖經》記載上面是第一個孩子
[00:02:58.940 --> 00:03:01.820]  是好像是神創造了亞當和夏娃之後
[00:03:01.820 --> 00:03:03.380]  所生的第一個人
[00:03:03.380 --> 00:03:05.280]  好像之前
[00:03:05.280 --> 00:03:07.280]  他還有一個弟弟是亞伯
[00:03:07.280 --> 00:03:09.260]  好像之前是相安無事
[00:03:09.260 --> 00:03:12.120]  但是當亞伯出現的時候
[00:03:12.120 --> 00:03:14.620]  好像就影射出了
[00:03:14.620 --> 00:03:17.340]  他心裡面就產生了一些的嫉妒
[00:03:17.340 --> 00:03:20.040]  我們先來讀一讀這段的經文
[00:03:20.040 --> 00:03:22.640]  然後我們再來講今天的信息
[00:03:22.640 --> 00:03:26.400]  經文是記載在《創世紀》四章一到十六節
[00:03:26.400 --> 00:03:29.480]  我們一起來讀一下一二
[00:03:29.480 --> 00:03:32.840]  耶和華妻子夏娃同房
[00:03:32.840 --> 00:03:34.480]  夏娃就懷孕
[00:03:34.480 --> 00:03:35.980]  生了該隱
[00:03:35.980 --> 00:03:38.120]  就是得的意思
[00:03:38.120 --> 00:03:42.620]  便說耶和華使我得了一個男子
[00:03:42.620 --> 00:03:45.960]  又生了該隱的兄弟亞伯
[00:03:45.960 --> 00:03:47.900]  亞伯是牧羊的
[00:03:47.900 --> 00:03:50.560]  該隱是種地的
[00:03:50.560 --> 00:03:53.860]  有一日該隱拿地裡的出產
[00:03:53.860 --> 00:03:56.940]  為貢物獻給耶和華
[00:03:56.940 --> 00:04:00.640]  亞伯也將他羊群中投生的
[00:04:00.640 --> 00:04:03.300]  和羊的汁油獻上
[00:04:03.300 --> 00:04:07.740]  耶和華看中了亞伯和他的貢物
[00:04:07.740 --> 00:04:11.480]  只是看不中該隱和他的貢物
[00:04:11.480 --> 00:04:13.880]  該隱就大大的發怒
[00:04:13.880 --> 00:04:15.880]  變了臉色
[00:04:15.880 --> 00:04:18.600]  耶和華對該隱說
[00:04:18.600 --> 00:04:20.600]  為什麼發怒呢
[00:04:20.600 --> 00:04:23.560]  你為什麼變了臉色呢
[00:04:23.560 --> 00:04:27.060]  你若行得好 豈不蒙悅納
[00:04:27.060 --> 00:04:28.940]  你若行得不好
[00:04:28.940 --> 00:04:31.240]  罪就伏在門前
[00:04:31.240 --> 00:04:33.040]  他必戀慕你
[00:04:33.040 --> 00:04:35.940]  你卻要制伏他
[00:04:35.940 --> 00:04:39.220]  該隱與他兄弟亞伯說話
[00:04:39.220 --> 00:04:41.480]  二人正在田間
[00:04:41.480 --> 00:04:44.920]  該隱起來打他兄弟亞伯
[00:04:44.920 --> 00:04:46.780]  把他殺了
[00:04:46.780 --> 00:04:49.120]  耶和華對該隱說
[00:04:49.120 --> 00:04:51.900]  你兄弟亞伯在哪裡
[00:04:51.900 --> 00:04:54.100]  他說 我不知道
[00:04:54.100 --> 00:04:57.760]  我豈是看守我兄弟的嗎
[00:04:57.760 --> 00:04:59.160]  耶和華說
[00:04:59.160 --> 00:05:01.540]  你做了什麼事呢
[00:05:01.540 --> 00:05:03.140]  你兄弟的血
[00:05:03.140 --> 00:05:07.140]  有聲音從地裡向我哀告
[00:05:07.140 --> 00:05:08.540]  地開了口
[00:05:08.540 --> 00:05:12.340]  從你手裡接受你弟弟的血
[00:05:12.340 --> 00:05:16.380]  現在你必從這地受咒詛
[00:05:16.380 --> 00:05:20.060]  你種地 地不再給你效力
[00:05:20.060 --> 00:05:24.160]  你必流離飄蕩在地上
[00:05:24.160 --> 00:05:26.560]  該隱對耶和華說
[00:05:26.560 --> 00:05:28.760]  我的刑罰太重
[00:05:28.760 --> 00:05:31.460]  過於我所能當的
[00:05:31.460 --> 00:05:34.860]  你如今敢逐我離開這地
[00:05:34.860 --> 00:05:37.100]  以致不見你面
[00:05:37.100 --> 00:05:40.240]  我必流離飄蕩在地上
[00:05:40.240 --> 00:05:43.680]  凡遇見我的必殺我
[00:05:43.680 --> 00:05:45.840]  耶和華對他說
[00:05:45.840 --> 00:05:47.680]  凡殺該隱的
[00:05:47.680 --> 00:05:49.880]  必遭報七倍
[00:05:49.880 --> 00:05:53.480]  耶和華就給該隱立一個記號
[00:05:53.480 --> 00:05:57.080]  免得人遇見他就殺他
[00:05:57.080 --> 00:06:00.560]  於是該隱離開耶和華的面
[00:06:00.560 --> 00:06:05.200]  去住在伊甸東邊挪德之地
[00:06:05.200 --> 00:06:07.260]  我們先來看這一次的
[00:06:07.260 --> 00:06:11.100]  這個經文的第三節跟第四節好了
[00:06:11.100 --> 00:06:13.540]  請後面的幫我打出來
[00:06:13.540 --> 00:06:15.240]  第三節和第四節
[00:06:15.240 --> 00:06:17.840]  第三節和第四節是講什麼呢
[00:06:17.840 --> 00:06:21.620]  是有一日做了什麼事情呢
[00:06:21.620 --> 00:06:23.080]  該隱和雅伯
[00:06:23.080 --> 00:06:27.060]  就是有一日該隱獻祭
[00:06:27.060 --> 00:06:31.060]  雅伯怎樣 也獻祭
[00:06:31.060 --> 00:06:34.360]  那麼該隱他本身是種地的
[00:06:34.360 --> 00:06:38.460]  所以他拿地裡的出產為供物獻給耶和華
[00:06:38.460 --> 00:06:41.700]  那麼雅伯呢 他是看守羊群的
[00:06:41.700 --> 00:06:42.940]  所以雅伯呢
[00:06:42.940 --> 00:06:45.540]  將羊群當中投生的
[00:06:45.540 --> 00:06:48.800]  還有羊的汁油來獻上
[00:06:48.800 --> 00:06:52.780]  所以本身呢 好像是相安無事
[00:06:52.780 --> 00:06:57.020]  那人和他妻子就是亞當跟夏娃生了該隱
[00:06:57.020 --> 00:07:00.680]  然後說耶和華使我得了一個男子
[00:07:00.680 --> 00:07:02.760]  又生了該隱的兄弟雅伯
[00:07:02.760 --> 00:07:05.060]  然後雅伯是牧羊 該隱是種地
[00:07:05.060 --> 00:07:07.000]  這個是相安無事
[00:07:07.000 --> 00:07:09.960]  可是當這兩個人做同一件事的時候
[00:07:09.960 --> 00:07:11.900]  就出事了
[00:07:11.900 --> 00:07:15.940]  因為該隱拿了地裡的出產作為祭物
[00:07:15.940 --> 00:07:17.940]  然後神沒有看中
[00:07:17.940 --> 00:07:20.340]  然後雅伯拿他放羊的
[00:07:20.340 --> 00:07:22.940]  聖經加了兩個形容詞
[00:07:22.940 --> 00:07:25.040]  一個是投生的
[00:07:25.040 --> 00:07:29.140]  還有一個就是羊的汁油獻給耶和華
[00:07:29.140 --> 00:07:31.940]  然後耶和華就看中了
[00:07:31.940 --> 00:07:35.240]  雅伯所獻的祭物
[00:07:35.240 --> 00:07:38.640]  聖經在這個地方呢 有一個的留白
[00:07:38.640 --> 00:07:41.340]  他沒有講該隱獻上的
[00:07:41.340 --> 00:07:43.540]  到底是不是出熟的
[00:07:43.540 --> 00:07:46.040]  或者是說獻上的是不是
[00:07:46.040 --> 00:07:47.740]  因為聖經裡面有講
[00:07:47.740 --> 00:07:49.640]  獻給耶和華的是最好的嘛
[00:07:49.640 --> 00:07:53.140]  拿出熟的果子 然後拿最好的獻給神
[00:07:53.140 --> 00:07:54.740]  那聖經在這個地方
[00:07:54.740 --> 00:07:58.640]  並沒有講該隱獻上的是哪一種
[00:07:58.640 --> 00:08:02.540]  我們可以憑著我們的上下文的理解去猜
[00:08:02.540 --> 00:08:06.540]  他獻上的可能未必是出熟的和最好的
[00:08:06.540 --> 00:08:09.240]  他可能是獻上的是比較普通的
[00:08:09.240 --> 00:08:11.140]  但是我們不知道
[00:08:11.140 --> 00:08:13.140]  這裡地方有一個留白
[00:08:13.140 --> 00:08:16.440]  那麼 但是那個結果就是
[00:08:16.440 --> 00:08:18.240]  他生氣了
[00:08:18.240 --> 00:08:21.440]  因為耶和華看中雅伯的供物
[00:08:21.440 --> 00:08:23.940]  看不中該隱的這個祭物
[00:08:23.940 --> 00:08:28.440]  然後 該隱就大大的發怒
[00:08:28.440 --> 00:08:30.340]  在這裡我想講的是什麼呢
[00:08:30.340 --> 00:08:32.540]  就是可能我們每一個人啊
[00:08:32.540 --> 00:08:33.540]  看自己啊
[00:08:33.540 --> 00:08:37.940]  我們都覺得自己差不多是一個好人
[00:08:37.940 --> 00:08:41.540]  就是我按時上學 按時放學
[00:08:41.540 --> 00:08:43.140]  按時教功課
[00:08:43.140 --> 00:08:45.840]  然後呢 我也按時到教會
[00:08:45.840 --> 00:08:47.440]  我也定期侍奉
[00:08:47.440 --> 00:08:50.040]  然後定時做十一奉獻
[00:08:50.040 --> 00:08:53.140]  或者是說我也樂於助人
[00:08:53.140 --> 00:08:55.140]  我有很多很多的
[00:08:55.140 --> 00:08:58.940]  我們有很多很多的好人的標準
[00:08:58.940 --> 00:09:02.240]  在我們的生活當中去發生
[00:09:02.240 --> 00:09:05.140]  但是可能就是在某一天
[00:09:05.140 --> 00:09:06.540]  你辦公室裡面
[00:09:06.540 --> 00:09:08.640]  就出現了這樣的一個人
[00:09:08.640 --> 00:09:10.040]  他跟你差不多
[00:09:10.040 --> 00:09:11.140]  他不多不少
[00:09:11.140 --> 00:09:13.140]  就比你高那麼一點點
[00:09:13.140 --> 00:09:15.140]  比你漂亮這麼一點點
[00:09:15.140 --> 00:09:16.440]  也許老闆呢
[00:09:16.440 --> 00:09:19.240]  就在平常做事情的時候呢
[00:09:19.240 --> 00:09:21.440]  就會多看他一兩眼
[00:09:21.440 --> 00:09:23.440]  然後派工作的時候呢
[00:09:23.440 --> 00:09:26.040]  可能老闆派給他的是三個file
[00:09:26.040 --> 00:09:28.240]  派給你的是一個file
[00:09:28.240 --> 00:09:30.640]  你就在這邊可以想了
[00:09:30.640 --> 00:09:34.840]  這個老闆是不是喜歡他多一點呢
[00:09:34.840 --> 00:09:37.340]  是不是看中他多一點呢
[00:09:37.340 --> 00:09:41.840]  他就從此成為了你的什麼眼中釘啊
[00:09:41.840 --> 00:09:45.040]  那本來我們是沒有事的
[00:09:45.040 --> 00:09:48.940]  本來我們是豪豪台台的一個好人
[00:09:48.940 --> 00:09:50.440]  可是當對方
[00:09:50.440 --> 00:09:52.640]  當我們的身邊有一個他
[00:09:52.640 --> 00:09:54.640]  有一個他出現的時候
[00:09:54.640 --> 00:09:56.440]  特別是我們的同類
[00:09:56.440 --> 00:09:57.640]  我們的同齡
[00:09:57.640 --> 00:09:59.340]  那如果相差太高
[00:09:59.340 --> 00:10:00.840]  可能我不會去羨慕
[00:10:00.840 --> 00:10:02.640]  比如說我不會羨慕Charles
[00:10:02.640 --> 00:10:05.640]  他是一個非常非常事業成功的人
[00:10:05.640 --> 00:10:07.340]  因為他比我大太多了
[00:10:07.340 --> 00:10:09.240]  我跟他
[00:10:09.240 --> 00:10:11.240]  對不起啊Charles很年輕
[00:10:11.240 --> 00:10:14.540]  就是我跟他沒有這種同類的比較
[00:10:14.540 --> 00:10:17.640]  但是可能我會比較跟我
[00:10:17.640 --> 00:10:19.640]  這個一起讀書啊
[00:10:19.640 --> 00:10:22.040]  然後後來又一起侍奉啊
[00:10:22.040 --> 00:10:24.040]  又一起參與讀神學的
[00:10:24.040 --> 00:10:25.440]  這樣的小姊妹
[00:10:25.440 --> 00:10:27.440]  我就會看他
[00:10:27.440 --> 00:10:31.640]  怎麼好像他比我更蒙喜悅呢
[00:10:31.640 --> 00:10:33.140]  我的心裡面就開始
[00:10:33.140 --> 00:10:35.040]  嘰哩咕嚕嘰哩咕嚕
[00:10:35.040 --> 00:10:38.540]  就是我不曉得我們身邊有沒有這樣的人
[00:10:38.540 --> 00:10:39.440]  這個人呢
[00:10:39.440 --> 00:10:42.340]  可能是你自己家裡面的
[00:10:42.340 --> 00:10:43.840]  你的兄弟姐妹
[00:10:43.840 --> 00:10:45.040]  也許是你的姐姐
[00:10:45.040 --> 00:10:46.140]  也許是你的妹妹
[00:10:46.140 --> 00:10:47.540]  可能你的妹妹呢
[00:10:47.540 --> 00:10:50.440]  就很羨慕你長得比她漂亮
[00:10:50.440 --> 00:10:53.640]  很羨慕你比她能幹
[00:10:53.640 --> 00:10:55.140]  也許作為弟弟呢
[00:10:55.140 --> 00:10:56.740]  會羨慕哥哥
[00:10:56.740 --> 00:10:58.740]  總是是家裡面投生的
[00:10:58.740 --> 00:11:00.140]  總是最得寵
[00:11:00.140 --> 00:11:01.740]  總是最能夠去
[00:11:01.740 --> 00:11:02.640]  把父母呢
[00:11:02.640 --> 00:11:05.040]  好像食物裡面分食物的時候
[00:11:05.040 --> 00:11:06.540]  好像都是那個
[00:11:06.540 --> 00:11:08.040]  好像最好的那個
[00:11:08.040 --> 00:11:10.340]  沒有什麼爛的那個蘋果是給他
[00:11:10.340 --> 00:11:12.640]  好像我這個怎麼就是沒有那麼紅
[00:11:12.640 --> 00:11:14.540]  然後就好像還有一個黑斑
[00:11:14.540 --> 00:11:15.940]  是不是爛了呢
[00:11:15.940 --> 00:11:17.840]  就是我們的心裡面
[00:11:17.840 --> 00:11:21.740]  就會產生這樣的比較
[00:11:21.740 --> 00:11:23.640]  當我們一個人的時候
[00:11:23.640 --> 00:11:24.940]  當我們真的是
[00:11:24.940 --> 00:11:27.340]  按著自己的方式去生活的時候
[00:11:27.340 --> 00:11:28.840]  可能沒有什麼問題
[00:11:28.840 --> 00:11:30.440]  但當我們身邊
[00:11:30.440 --> 00:11:31.840]  就出現一個
[00:11:31.840 --> 00:11:33.640]  影射我們自己的
[00:11:33.640 --> 00:11:34.840]  他的時候
[00:11:34.840 --> 00:11:35.940]  有的時候
[00:11:35.940 --> 00:11:37.540]  我們心裡面那個惡
[00:11:37.540 --> 00:11:40.940]  就會被勾引出來
[00:11:40.940 --> 00:11:42.140]  那
[00:11:42.140 --> 00:11:44.840]  我不是在講是說我們是一個惡人
[00:11:44.840 --> 00:11:46.040]  我想說的是
[00:11:46.040 --> 00:11:47.340]  我們每一個人呢
[00:11:47.340 --> 00:11:48.840]  每一個人的心裡面
[00:11:48.840 --> 00:11:50.040]  我們都有一個
[00:11:50.040 --> 00:11:51.440]  都是有一個善
[00:11:51.440 --> 00:11:52.540]  還有一個惡
[00:11:52.540 --> 00:11:54.040]  在我們當中的
[00:11:54.040 --> 00:11:56.040]  就算是殺人放火
[00:11:56.040 --> 00:11:58.640]  十惡不赦的那些的犯罪分子
[00:11:58.640 --> 00:12:01.440]  也許他面對他的老母親
[00:12:01.440 --> 00:12:03.140]  他還是可以幫他洗腳
[00:12:03.140 --> 00:12:06.040]  還是會淚流滿面
[00:12:06.040 --> 00:12:07.340]  可是問題是
[00:12:07.340 --> 00:12:08.740]  平常在一些的
[00:12:08.740 --> 00:12:11.140]  我們的生活的環境當中
[00:12:11.140 --> 00:12:12.040]  我覺得神
[00:12:12.040 --> 00:12:14.440]  真的是看重的是我們的生命
[00:12:14.440 --> 00:12:16.640]  他會放一兩個人
[00:12:16.640 --> 00:12:17.640]  就是會
[00:12:17.640 --> 00:12:19.440]  來逃走我們的生命
[00:12:19.440 --> 00:12:20.840]  當然這一兩個人
[00:12:20.840 --> 00:12:22.040]  可能是
[00:12:22.040 --> 00:12:23.740]  勾引我們裡面的那個惡
[00:12:23.740 --> 00:12:25.340]  發出來的那一個
[00:12:25.340 --> 00:12:27.040]  那一個影子
[00:12:27.040 --> 00:12:28.940]  或者是那樣的一個事情
[00:12:28.940 --> 00:12:31.440]  我們看看雅伯做了什麼
[00:12:31.440 --> 00:12:32.840]  雅伯什麼也沒做
[00:12:32.840 --> 00:12:33.840]  對嗎
[00:12:33.840 --> 00:12:35.240]  聖經裡面講
[00:12:35.240 --> 00:12:36.340]  雅伯什麼也沒做
[00:12:36.340 --> 00:12:39.440]  而且雅伯也不是那個特別萌寵的人
[00:12:39.440 --> 00:12:41.040]  他不是投生的
[00:12:41.040 --> 00:12:42.540]  他是老二
[00:12:42.540 --> 00:12:44.040]  然後他的出場呢
[00:12:44.040 --> 00:12:46.640]  也不是說那個
[00:12:46.640 --> 00:12:48.940]  那人與他妻子夏娃同房
[00:12:48.940 --> 00:12:50.440]  就生了該影
[00:12:50.440 --> 00:12:53.240]  然後聖經還給該影這個名字一個解釋
[00:12:53.240 --> 00:12:54.240]  就是德
[00:12:54.240 --> 00:12:55.440]  然後說
[00:12:55.440 --> 00:12:57.840]  我伊和華是我德的一個男子
[00:12:57.840 --> 00:13:00.040]  然後當雅伯出場的時候呢
[00:13:00.040 --> 00:13:02.940]  他沒有一個個人本身的一個地位
[00:13:02.940 --> 00:13:03.840]  他是一個
[00:13:03.840 --> 00:13:05.640]  好像是一個從屬者
[00:13:05.640 --> 00:13:07.340]  他就說生了什麼呀
[00:13:07.340 --> 00:13:10.940]  生了該影的兄弟雅伯
[00:13:10.940 --> 00:13:11.540]  就是
[00:13:11.540 --> 00:13:12.940]  然後那個就是說
[00:13:12.940 --> 00:13:16.340]  Again就是夏娃Bear
[00:13:16.340 --> 00:13:18.640]  就是該影的Brother
[00:13:18.640 --> 00:13:20.240]  他就是其實
[00:13:20.240 --> 00:13:23.440]  雅伯真的是什麼都沒有做
[00:13:23.440 --> 00:13:24.840]  他做的就是
[00:13:24.840 --> 00:13:26.740]  他獻上了最好的
[00:13:26.740 --> 00:13:29.140]  就是他所從事的
[00:13:29.140 --> 00:13:31.640]  他所做的工作這個領域當中
[00:13:31.640 --> 00:13:32.740]  就是放羊
[00:13:32.740 --> 00:13:34.440]  獻上了投生的
[00:13:34.440 --> 00:13:36.640]  還有獻上了有知由的
[00:13:36.640 --> 00:13:38.140]  然後這一點
[00:13:38.140 --> 00:13:40.640]  就讓該影生氣了
[00:13:40.640 --> 00:13:44.840]  該影自己本身也是想努力做一個
[00:13:44.840 --> 00:13:48.040]  做一個侍奉神的一個好人
[00:13:48.040 --> 00:13:49.540]  在這裡我們可以看到
[00:13:49.540 --> 00:13:53.140]  神並沒有要求他們來獻祭
[00:13:53.140 --> 00:13:54.940]  這個第三節就看到
[00:13:54.940 --> 00:13:58.640]  是該影知道要向伊和華獻祭
[00:13:58.640 --> 00:14:03.840]  他自己願意向伊和華來做的這樣的一件事情
[00:14:03.840 --> 00:14:05.140]  所以
[00:14:05.140 --> 00:14:08.840]  我在講我們有的時候會用著我們自己的方法
[00:14:08.840 --> 00:14:10.540]  會用著我們自己的事情
[00:14:10.540 --> 00:14:12.340]  再去成為一個好人
[00:14:12.340 --> 00:14:16.240]  每個人對成為一個好人的方式或者定義不一樣
[00:14:16.240 --> 00:14:17.740]  可能對於我來講
[00:14:17.740 --> 00:14:18.840]  成為一個好人
[00:14:18.840 --> 00:14:20.640]  就是做一個乖孩子
[00:14:20.640 --> 00:14:22.240]  做一個很乖的人
[00:14:22.240 --> 00:14:24.240]  父母讓我做什麼就做什麼
[00:14:24.240 --> 00:14:26.340]  領導讓我做什麼就做什麼
[00:14:26.340 --> 00:14:28.840]  然後再一個就是在做的事情上面
[00:14:28.840 --> 00:14:29.940]  我要覺得
[00:14:29.940 --> 00:14:31.640]  我要做得比別人好
[00:14:31.640 --> 00:14:37.040]  才是好
[00:14:37.040 --> 00:14:41.240]  可是當你身邊有那個他
[00:14:41.240 --> 00:14:42.340]  當那個亞伯
[00:14:42.340 --> 00:14:44.040]  你的兄弟亞伯
[00:14:44.040 --> 00:14:47.840]  神要用他來陶造你的那個亞伯出現的時候
[00:14:47.840 --> 00:14:50.240]  可能我們心裡面的那個
[00:14:50.240 --> 00:14:52.840]  那個惡就發出來了
[00:14:52.840 --> 00:14:56.240]  也許就是說
[00:14:56.240 --> 00:14:58.840]  這一點我想我們大家可能都清楚
[00:14:58.840 --> 00:15:02.540]  我們現在看著我們每一個人
[00:15:02.540 --> 00:15:05.540]  我們沒有辦法去說在座的哪一個是一個
[00:15:05.540 --> 00:15:06.640]  特別特別惡的人
[00:15:06.640 --> 00:15:09.440]  因為我們會看不出來
[00:15:09.440 --> 00:15:13.540]  但是當我們自己的心裡知道
[00:15:13.540 --> 00:15:16.440]  我們自己的心裡面也會明白
[00:15:16.440 --> 00:15:18.940]  當那個人出現的時候
[00:15:18.940 --> 00:15:23.340]  就是單單的當你去面對他的時候
[00:15:23.340 --> 00:15:25.540]  或者他在你眼前晃的時候
[00:15:25.540 --> 00:15:28.340]  他出現在你生活的圈子裡的時候
[00:15:28.340 --> 00:15:31.040]  我們心裡面那種的嫉妒恨
[00:15:31.040 --> 00:15:34.540]  那種的憤怒就會被勾引出來
[00:15:34.540 --> 00:15:40.340]  那一個人就是我們的亞伯
[00:15:40.340 --> 00:15:43.340]  這個人有問題是沒有問題的
[00:15:43.340 --> 00:15:44.940]  那我第二點講的是什麼
[00:15:44.940 --> 00:15:47.140]  是出了問題怎麼辦
[00:15:47.140 --> 00:15:48.640]  然後我們就來看一看
[00:15:48.640 --> 00:15:50.640]  出了問題怎麼辦
[00:15:50.640 --> 00:15:52.640]  那第五節我們看到
[00:15:52.640 --> 00:15:55.140]  就是該隱大大的發怒
[00:15:55.140 --> 00:15:57.440]  就表示他出了問題了
[00:15:57.440 --> 00:15:58.640]  他有怒氣了
[00:15:58.640 --> 00:16:00.340]  他不開心了
[00:16:00.340 --> 00:16:03.140]  那出了問題之後怎麼辦呢
[00:16:03.140 --> 00:16:06.440]  看一下神給他一條的出路
[00:16:06.440 --> 00:16:08.540]  然後神就對該隱說
[00:16:08.540 --> 00:16:10.640]  你為什麼發怒呢
[00:16:10.640 --> 00:16:13.240]  你為什麼變了臉色呢
[00:16:13.240 --> 00:16:16.340]  這個變了臉色在這個原文很有意思
[00:16:16.340 --> 00:16:19.640]  就是說為什麼你的臉掉到地上了呢
[00:16:19.640 --> 00:16:21.540]  就是說拉得很長
[00:16:21.540 --> 00:16:24.040]  是很不開心
[00:16:24.040 --> 00:16:25.340]  很憤怒很愁苦
[00:16:25.340 --> 00:16:28.440]  就為什麼你的臉掉在地上了呢
[00:16:28.440 --> 00:16:31.240]  然後神跟他講的一條出路就是
[00:16:31.240 --> 00:16:34.240]  你若行得好 豈不蒙悅納
[00:16:34.240 --> 00:16:36.540]  悅納就是被高舉的意思
[00:16:36.540 --> 00:16:39.340]  再一個就是你若行得不好
[00:16:39.340 --> 00:16:41.840]  罪就伏在門前
[00:16:41.840 --> 00:16:42.840]  然後接下來呢
[00:16:42.840 --> 00:16:45.040]  他用了一個我們主動的一個形式
[00:16:45.040 --> 00:16:47.440]  就是說他必戀慕你
[00:16:47.440 --> 00:16:48.840]  你卻要制服他
[00:16:48.840 --> 00:16:50.440]  那個他就是講罪啊
[00:16:50.440 --> 00:16:53.840]  說罪他伏在我的門前
[00:16:53.840 --> 00:16:55.840]  罪有一個desire
[00:16:55.840 --> 00:16:57.440]  他戀慕我們
[00:16:57.440 --> 00:16:59.540]  可是你卻要制服他
[00:16:59.540 --> 00:17:02.440]  你是要去control他
[00:17:02.440 --> 00:17:04.440]  所以我們人都是罪人
[00:17:04.440 --> 00:17:06.540]  有的時候我們發怒
[00:17:06.540 --> 00:17:08.740]  這個東西不是問題
[00:17:08.740 --> 00:17:10.740]  問題是當你發怒
[00:17:10.740 --> 00:17:13.440]  當我們的那一個object
[00:17:13.440 --> 00:17:15.640]  那個他影射出來
