
[00:00:00.000 --> 00:00:02.260]  在如此炎黃的情況下
[00:01:45.320 --> 00:01:48.120]  是旅店沒有房間的
[00:01:48.120 --> 00:01:51.820]  很明顯這麼小的鎮
[00:01:51.820 --> 00:01:53.820]  不會有很多旅客來的
[00:01:53.820 --> 00:01:55.580]  那個旅店也很小的
[00:01:55.580 --> 00:01:57.160]  我們現在不知道他住過哪家旅店
[00:01:57.160 --> 00:01:58.360]  但是應該很小的
[00:01:58.360 --> 00:02:00.160]  一下子就爆滿了
[00:02:00.160 --> 00:02:00.820]  沒有地方住
[00:02:00.820 --> 00:02:02.420]  唯有住在馬槽裡面
[00:02:02.420 --> 00:02:04.060]  就是牛棚
[00:02:04.060 --> 00:02:06.340]  在教會和學校
[00:02:06.340 --> 00:02:09.900]  這個聖誕節的劇目就沒有辦法
[00:02:09.900 --> 00:02:12.600]  因為時間關係就會被解僱了
[00:02:12.600 --> 00:02:15.780]  牧羊人來朝聖之後
[00:02:15.780 --> 00:02:18.880]  幾個博士一起也出現了
[00:02:18.880 --> 00:02:20.380]  聖經記載
[00:02:20.380 --> 00:02:23.240]  幾個博士是兩年後才來的
[00:02:23.240 --> 00:02:24.280]  因為時間關係
[00:02:24.280 --> 00:02:25.380]  所以被解僱了
[00:02:25.380 --> 00:02:27.520]  博士從來沒見過牧羊人
[00:02:27.520 --> 00:02:29.120]  牧羊人從來沒見過博士
[00:02:29.120 --> 00:02:30.860]  不過時間關係
[00:02:30.860 --> 00:02:32.120]  大家一起在一起了
[00:02:32.120 --> 00:02:33.960]  耶穌不會突然間變成兩歲的
[00:02:33.960 --> 00:02:35.860]  大家要了解這個情況
[00:02:35.860 --> 00:02:38.960]  我們看到耶穌基督的降生
[00:02:38.960 --> 00:02:40.200]  和你和我很不一樣
[00:02:40.200 --> 00:02:41.400]  你和我無法選擇
[00:02:41.400 --> 00:02:42.700]  你和我無法選擇什麼時候出生
[00:02:42.700 --> 00:02:44.600]  你和我無法選擇哪個家庭出生
[00:02:44.600 --> 00:02:46.500]  你和我無法選擇是男還是女
[00:02:46.500 --> 00:02:48.200]  耶穌有權選擇
[00:02:48.200 --> 00:02:51.780]  祂是唯一人裡面唯一一個可以有權選擇
[00:02:51.780 --> 00:02:53.880]  如果你是耶穌會選擇什麼呢
[00:02:53.880 --> 00:02:59.040]  可能祂可以選擇在皇宮出生做皇帝
[00:02:59.040 --> 00:03:00.680]  皇族的後裔
[00:03:00.680 --> 00:03:02.420]  影響就更大
[00:03:02.420 --> 00:03:05.260]  或者祂出生在大戶人家
[00:03:05.260 --> 00:03:06.360]  有錢人家裡
[00:03:06.360 --> 00:03:07.480]  有權有勢
[00:03:07.480 --> 00:03:08.660]  影響更大
[00:03:08.660 --> 00:03:09.860]  又或者這麼說
[00:03:09.860 --> 00:03:11.660]  祂出生在名門望族就行了
[00:03:11.660 --> 00:03:13.960]  留在松人家裡就行了
[00:03:13.960 --> 00:03:15.100]  是不是這樣呢
[00:03:15.100 --> 00:03:17.700]  但是我們看到耶穌沒有選擇
[00:03:17.700 --> 00:03:19.700]  有近代的基督徒會說
[00:03:19.700 --> 00:03:21.640]  如果某某人信耶穌就好了
[00:03:21.640 --> 00:03:23.100]  可以影響很多人信主
[00:03:23.100 --> 00:03:25.300]  某某歌星某某藝人信耶穌就好了
[00:03:25.300 --> 00:03:26.900]  影響很多人信主
[00:03:26.900 --> 00:03:31.280]  如果有政府官員更多的基督徒就好了
[00:03:31.280 --> 00:03:33.820]  香港會更多人信主
[00:03:33.820 --> 00:03:36.120]  這種說法聽起來幾好聽
[00:03:36.120 --> 00:03:38.120]  英文叫Sounds Good
[00:03:38.120 --> 00:03:41.020]  但實際是不合聖經的
[00:03:41.020 --> 00:03:41.660]  為什麼呢
[00:03:41.660 --> 00:03:43.860]  如果合聖經耶穌就選擇了這一切
[00:03:43.860 --> 00:03:44.260]  是不是呢
[00:03:44.260 --> 00:03:45.420]  耶穌沒有選擇
[00:03:45.420 --> 00:03:48.000]  是耶穌死後三百多年
[00:03:48.000 --> 00:03:51.360]  才羅馬帝國將基督教變成國教
[00:03:51.360 --> 00:03:53.600]  究竟羅馬帝國將基督教變成國教
[00:03:53.600 --> 00:03:55.160]  是基督教腐敗了
[00:03:55.160 --> 00:03:57.540]  還是基督教影響了羅馬帝國
[00:03:57.540 --> 00:04:00.500]  在歷史上還是一個很深的研究
[00:04:00.500 --> 00:04:02.900]  耶穌選擇了一個家庭出生
[00:04:02.900 --> 00:04:07.340]  這個家庭的男主人是一個Carpenter
[00:04:07.340 --> 00:04:09.480]  Carpenter樂隊就很出名
[00:04:09.480 --> 00:04:11.180]  但是木匠就不出名
[00:04:11.180 --> 00:04:13.360]  耶穌的爸爸約瑟是做木匠
[00:04:13.360 --> 00:04:17.360]  木匠就是當時代很低下階層的人
[00:04:17.360 --> 00:04:19.820]  耶穌千揀萬揀選了一個低下階層的
[00:04:19.820 --> 00:04:21.800]  家庭裏面出生的
[00:04:21.800 --> 00:04:23.100]  而且我們見到
[00:04:23.100 --> 00:04:26.060]  他一生裏面常常接觸的人是什麼呢
[00:04:26.060 --> 00:04:28.300]  他三年多裏面接觸的社會裏面
[00:04:28.300 --> 00:04:29.440]  很多人不接受的人
[00:04:29.440 --> 00:04:30.700]  包括妓女
[00:04:30.700 --> 00:04:32.240]  耶穌沒有單獨跟妓女一起
[00:04:32.240 --> 00:04:34.080]  請你記住
[00:04:34.080 --> 00:04:36.240]  所以弟兄你有負擔跟妓女傳婚
[00:04:36.240 --> 00:04:37.580]  你不應該單獨跟她一起
[00:04:37.580 --> 00:04:40.040]  這是很危險的事
[00:04:40.040 --> 00:04:41.180]  耶穌在公開場裏面
[00:04:41.180 --> 00:04:42.640]  很多時候妓女跟他一起吃飯
[00:04:42.640 --> 00:04:44.180]  所以有些人看不過眼
[00:04:44.180 --> 00:04:46.620]  他就跟一些稅吏長吃飯
[00:04:46.620 --> 00:04:47.920]  跟稅吏吃飯
[00:04:47.920 --> 00:04:50.460]  稅吏即是稅務局局長
[00:04:50.460 --> 00:04:52.360]  或者稅務局裏面做的人
[00:04:52.360 --> 00:04:53.760]  我們香港不太明白
[00:04:53.760 --> 00:04:55.760]  稅務局的人為什麼這麼討人厭
[00:04:55.760 --> 00:04:57.360]  我最近去上海
[00:04:57.360 --> 00:05:01.000]  就有一個很年輕的人在稅局工作
[00:05:01.000 --> 00:05:02.240]  他一坐下來就跟我說
[00:05:02.240 --> 00:05:04.540]  牧師你不要叫我信耶穌
[00:05:04.540 --> 00:05:05.340]  我說為什麼你這樣說
[00:05:05.340 --> 00:05:06.340]  一見面就說這句話
[00:05:06.340 --> 00:05:08.680]  原來帶他來吃飯的那班朋友
[00:05:08.680 --> 00:05:09.440]  是跟他說
[00:05:09.440 --> 00:05:12.820]  那晚那頓飯想逼他來見我信耶穌
[00:05:12.820 --> 00:05:13.580]  我說傻了
[00:05:13.580 --> 00:05:14.940]  我怎麼會逼到你信主
[00:05:14.940 --> 00:05:16.880]  我逼死你就可以了
[00:05:16.880 --> 00:05:19.420]  那他就說我很難信耶穌的
[00:05:19.420 --> 00:05:19.960]  我說為什麼
[00:05:19.960 --> 00:05:21.880]  他說因為我是壞事做盡
[00:05:21.880 --> 00:05:24.660]  好事不為的
[00:05:24.660 --> 00:05:25.860]  我說如果你是壞事做盡
[00:05:25.860 --> 00:05:26.460]  好事不為
[00:05:26.460 --> 00:05:28.020]  不就應該信耶穌囉
[00:05:28.020 --> 00:05:28.800]  更對啦
[00:05:28.800 --> 00:05:29.400]  他說不是的
[00:05:29.400 --> 00:05:29.900]  不可以的
[00:05:29.900 --> 00:05:30.560]  我信了之後
[00:05:30.560 --> 00:05:32.100]  我明天就不能上班了
[00:05:32.100 --> 00:05:32.960]  我說為什麼
[00:05:32.960 --> 00:05:35.140]  我所有同事都是壞事做盡
[00:05:35.140 --> 00:05:36.240]  好事不為
[00:05:36.240 --> 00:05:37.040]  如果我信了耶穌
[00:05:37.040 --> 00:05:37.940]  是好事做盡
[00:05:37.940 --> 00:05:38.840]  壞事不為的
[00:05:38.840 --> 00:05:39.640]  我還能生存
[00:05:39.640 --> 00:05:41.380]  被人殺死都可以了
[00:05:41.380 --> 00:05:43.880]  這樣就挺真實的
[00:05:43.880 --> 00:05:46.120]  是挺可憐的事情來的
[00:05:46.120 --> 00:05:46.980]  但我就跟他說
[00:05:46.980 --> 00:05:48.540]  你信了主就不是這樣想的
[00:05:48.540 --> 00:05:50.920]  你有能力可以做好的
[00:05:50.920 --> 00:05:53.220]  其實耶穌又與此同時
[00:05:53.220 --> 00:05:54.420]  跟貧窮的人一起
[00:05:54.420 --> 00:05:55.560]  跟病的人一起
[00:05:55.560 --> 00:05:57.860]  這些都是社會上很低下階層
[00:05:57.860 --> 00:06:00.100]  大部分人不是很願意接觸的
[00:06:00.100 --> 00:06:01.000]  不過不要忘記
[00:06:01.000 --> 00:06:02.300]  我想說下去的時候
[00:06:02.300 --> 00:06:03.500]  不要忘記一件事
[00:06:03.500 --> 00:06:06.440]  耶穌從來沒有拒絕有錢人
[00:06:06.440 --> 00:06:08.560]  耶穌去有錢人家裡吃飯
[00:06:08.560 --> 00:06:11.340]  耶穌不是你想像中的
[00:06:11.340 --> 00:06:13.440]  真人富貴厭人貧的人
[00:06:13.440 --> 00:06:14.240]  絕對不是的
[00:06:14.240 --> 00:06:15.140]  對不起
[00:06:15.140 --> 00:06:17.940]  他為什麼兩種階層人都去
[00:06:17.940 --> 00:06:19.180]  今天有幾個基督徒
[00:06:19.180 --> 00:06:21.320]  你自己選擇是你自己的事
[00:06:21.320 --> 00:06:22.420]  但耶穌不是這樣選擇
[00:06:22.420 --> 00:06:23.380]  如果你要跟從耶穌
[00:06:23.380 --> 00:06:24.520]  你今天聽我這堂道理
[00:06:24.520 --> 00:06:25.320]  是很重要的事情
[00:06:25.320 --> 00:06:27.380]  究竟耶穌怎麼選是很重要的
[00:06:27.380 --> 00:06:29.460]  耶穌為什麼接觸社會上
[00:06:29.460 --> 00:06:30.460]  低下階層的人
[00:06:30.460 --> 00:06:32.860]  又與此同時去有錢人家裡呢
[00:06:32.860 --> 00:06:35.000]  這種是當時的社會矛盾很嚴重
[00:06:35.000 --> 00:06:37.200]  因為貧富懸殊很嚴重
[00:06:37.200 --> 00:06:39.800]  是沒有中產的
[00:06:39.800 --> 00:06:41.200]  但耶穌都去
[00:06:41.200 --> 00:06:42.200]  是表示什麼呢
[00:06:42.200 --> 00:06:43.900]  就是福音好的消息
[00:06:43.900 --> 00:06:46.040]  是為到社會上不同階層
[00:06:46.040 --> 00:06:47.040]  不同背景的人
[00:06:47.040 --> 00:06:49.640]  是為每一個人而設的
[00:06:49.640 --> 00:06:51.480]  跟你旁邊的弟子說一聲
[00:06:51.480 --> 00:06:57.840]  神的福音是為你而設的
[00:06:57.840 --> 00:06:59.160]  今天最大的問題是什麼
[00:06:59.160 --> 00:07:02.060]  最大的問題是今天教會的人
[00:07:02.060 --> 00:07:04.100]  最近You Are The One
[00:07:04.100 --> 00:07:05.600]  我請了一個牧師來分享
[00:07:05.600 --> 00:07:08.960]  這個牧師是帶領社團人士信主的
[00:07:08.960 --> 00:07:11.360]  大家社團你知道我在說什麼
[00:07:11.360 --> 00:07:14.200]  我去過他們崇拜港獨
[00:07:14.200 --> 00:07:15.900]  港獨散會很有趣
[00:07:15.900 --> 00:07:16.900]  他介紹給我認識
[00:07:16.900 --> 00:07:17.900]  牧師這個很厲害
[00:07:17.900 --> 00:07:20.700]  這個就是碎屍案那個人
[00:07:20.700 --> 00:07:22.500]  你都不知道跟他握手
[00:07:22.500 --> 00:07:24.140]  是你很厲害還是不厲害
[00:07:24.140 --> 00:07:25.780]  怎麼說呢
[00:07:25.780 --> 00:07:29.320]  這個就是油尖旺所有毒品他都包了
[00:07:29.320 --> 00:07:31.780]  坐完20年剛出來的
[00:07:31.780 --> 00:07:33.020]  諮詢處理那些
[00:07:33.020 --> 00:07:33.780]  這個更厲害
[00:07:33.780 --> 00:07:35.260]  這個是某社團的創辦人
[00:07:35.260 --> 00:07:37.420]  嘩 創辦人
[00:07:37.420 --> 00:07:38.660]  你不知道怎麼說話
[00:07:38.660 --> 00:07:39.660]  難道說很厲害
[00:07:39.660 --> 00:07:40.660]  素養大名
[00:07:40.660 --> 00:07:44.300]  我完全不知道怎麼回應
[00:07:44.300 --> 00:07:47.560]  這個牧師最近去天水圍
[00:07:47.560 --> 00:07:53.500]  去天水圍就在麥當勞帶一班青年人信主
[00:07:53.500 --> 00:07:56.180]  出資社團的大哥就約他見面
[00:07:56.180 --> 00:07:58.580]  就跟他說你想斷我財路
[00:07:58.580 --> 00:07:59.580]  你帶他信耶穌
[00:07:59.580 --> 00:08:01.080]  我帶他吸毒
[00:08:01.080 --> 00:08:03.640]  你信耶穌沒有人吸毒怎麼辦
[00:08:03.640 --> 00:08:04.740]  這個牧師說沒有的
[00:08:04.740 --> 00:08:06.420]  我都不是想破壞你的
[00:08:06.420 --> 00:08:08.560]  我只是想讓那些青年人好
[00:08:08.560 --> 00:08:10.680]  那次基本上談不妥
[00:08:10.680 --> 00:08:13.260]  這個牧師就找天水圍教會跟他們說
[00:08:13.260 --> 00:08:16.560]  可不可能我帶一些社團背景的人信主
[00:08:16.560 --> 00:08:18.260]  回教會呢
[00:08:18.260 --> 00:08:20.260]  然後教會的牧師回應就說
[00:08:20.260 --> 00:08:24.000]  我們還沒預備好
[00:08:24.000 --> 00:08:25.540]  就是我們沒有地方
[00:08:25.540 --> 00:08:26.900]  黑店沒有地方
[00:08:26.900 --> 00:08:28.600]  對不起
[00:08:28.600 --> 00:08:31.180]  教會還沒預備好
[00:08:31.180 --> 00:08:34.440]  最終社團的大哥再約這個牧師聊天
[00:08:34.440 --> 00:08:37.880]  就好像我拍那套《生命爭非人》的對白一樣
[00:08:37.880 --> 00:08:39.680]  這個社團的大哥跟牧師說
[00:08:39.680 --> 00:08:40.580]  我想通了
[00:08:40.580 --> 00:08:43.620]  你繼續帶一些青年人信耶穌
[00:08:43.620 --> 00:08:45.620]  我保護你
[00:08:45.620 --> 00:08:48.320]  不收你的錢
[00:08:48.320 --> 00:08:51.300]  誰找你麻煩你找我就可以了
[00:08:51.300 --> 00:08:52.300]  弟兄姊妹
[00:08:52.300 --> 00:08:54.260]  要等教會預備好
[00:08:54.260 --> 00:08:55.200]  真的死得人多
[00:08:55.200 --> 00:08:56.500]  你問我
[00:08:56.500 --> 00:09:01.040]  教會的弟兄姊妹心胸太狹窄
[00:09:01.040 --> 00:09:02.640]  有些人應該信耶穌
[00:09:02.640 --> 00:09:03.640]  有些人不應該信耶穌
[00:09:03.640 --> 00:09:04.340]  我們決定
[00:09:04.340 --> 00:09:06.040]  但是耶穌從來不會這樣決定
[00:09:06.040 --> 00:09:09.380]  耶穌是歡迎每一個人都信耶穌
[00:09:09.380 --> 00:09:10.880]  不同的社會階層的人
[00:09:10.880 --> 00:09:12.720]  不同背景的人
[00:09:12.720 --> 00:09:14.420]  不同學歷的人
[00:09:14.420 --> 00:09:15.920]  耶穌都接觸
[00:09:15.920 --> 00:09:21.820]  耶穌都願意歡迎他們進入這個救恩裡面
[00:09:21.820 --> 00:09:23.520]  所以跟你教會的弟兄姊妹說一聲
[00:09:23.520 --> 00:09:27.300]  你要有耶穌的心
[00:09:27.300 --> 00:09:30.200]  耶穌眼選在冬天出世
[00:09:30.200 --> 00:09:32.000]  在黑店裡面沒有地方
[00:09:32.000 --> 00:09:35.580]  頂了人間的人情冷暖
[00:09:35.580 --> 00:09:37.940]  一個孕婦臨盆
[00:09:37.940 --> 00:09:39.600]  沒有房間
[00:09:39.600 --> 00:09:44.120]  如果你是黑店裡隨便一間房間的旅客
[00:09:44.120 --> 00:09:46.580]  你見到一個孕婦臨盆
[00:09:46.580 --> 00:09:48.780]  你會讓房間給她嗎?
[00:09:48.780 --> 00:09:50.160]  沒有人讓
[00:09:50.160 --> 00:09:51.220]  也算了
[00:09:51.220 --> 00:09:54.560]  嬰兒出世一定會吵到哭天
[00:09:54.560 --> 00:09:55.960]  一定聽到嬰兒哭
[00:09:55.960 --> 00:09:57.860]  一間小的旅店聽到嬰兒哭
[00:09:57.860 --> 00:10:00.360]  就是說全家旅店都知道有嬰兒出世
[00:10:00.360 --> 00:10:02.900]  人已經出世會不會讓房間給她
[00:10:02.900 --> 00:10:04.400]  也沒有人讓
[00:10:04.400 --> 00:10:08.040]  你見到人情冷暖
[00:10:08.040 --> 00:10:11.940]  突顯了耶穌為人類降生的那種愛
[00:10:11.940 --> 00:10:13.240]  一個很強烈的對比
[00:10:13.240 --> 00:10:17.620]  所以我說愛在炎冬風雨時
[00:10:17.620 --> 00:10:19.840]  在炎寒的冬天裡面
[00:10:19.840 --> 00:10:22.820]  突顯了神的愛的溫暖
[00:10:22.820 --> 00:10:24.160]  第二方面我們見到
[00:10:24.160 --> 00:10:26.260]  菲律賓書第二章第五到第八節
[00:10:26.260 --> 00:10:27.460]  我們一起讀這段經文
[00:10:27.460 --> 00:10:29.960]  菲律賓書第二章第五到第八節一起讀
[00:10:29.960 --> 00:10:32.560]  你們當以基督耶穌的心為心
[00:10:32.560 --> 00:10:34.000]  祂本有神的形象
[00:10:34.000 --> 00:10:36.560]  不以自己與神同等為強奪的
[00:10:36.560 --> 00:10:37.640]  反倒虛己
[00:10:37.640 --> 00:10:38.800]  取於奴僕的形象
[00:10:38.800 --> 00:10:40.040]  成為人的樣式
[00:10:40.040 --> 00:10:41.040]  基督人的樣子
[00:10:41.040 --> 00:10:42.100]  就自己卑微
[00:10:42.100 --> 00:10:43.200]  全心信服
[00:10:43.200 --> 00:10:44.140]  以至於死
[00:10:44.140 --> 00:10:45.480]  且死在十字架上
[00:10:45.480 --> 00:10:46.840]  我今天重點想講的是
[00:10:46.840 --> 00:10:48.180]  反倒虛己
[00:10:48.180 --> 00:10:49.840]  取於奴僕的形象
[00:10:49.840 --> 00:10:53.080]  耶穌時代有幾派人士
[00:10:53.080 --> 00:10:55.020]  我們試試看這幾派人士
[00:10:55.020 --> 00:10:56.360]  耶穌有沒有揀選
[00:10:56.360 --> 00:10:58.620]  第一是愛悉尼派
[00:10:58.620 --> 00:10:59.960]  很後期我們才知道
[00:10:59.960 --> 00:11:03.320]  在考古裡面找到資料關於愛悉尼派
[00:11:03.320 --> 00:11:05.560]  這批人原來住在困難的地方
[00:11:05.560 --> 00:11:07.860]  就是我們現在找到社會古卷的地方
[00:11:07.860 --> 00:11:09.800]  近死海
[00:11:09.800 --> 00:11:14.800]  原來這批人是一群避世的信仰群體
[00:11:14.800 --> 00:11:16.600]  他們認為當時的社會是污穢的
[00:11:16.600 --> 00:11:17.940]  宗教已經腐敗了
[00:11:17.940 --> 00:11:18.880]  社會沒得救
[00:11:18.880 --> 00:11:20.240]  世界也沒得救
[00:11:20.240 --> 00:11:21.220]  所以他們就避世
[00:11:21.220 --> 00:11:22.280]  躲藏在一個地方
[00:11:22.280 --> 00:11:23.520]  他們又自給自足
[00:11:23.520 --> 00:11:24.820]  他們做兩件事
[00:11:24.820 --> 00:11:26.580]  抄聖經
[00:11:26.580 --> 00:11:28.720]  以及洗澡
[00:11:28.720 --> 00:11:29.860]  為什麼?
[00:11:29.860 --> 00:11:31.860]  洗澡你和我都覺得不特別
[00:11:31.860 --> 00:11:33.760]  但是中東水是很昂貴的
[00:11:33.760 --> 00:11:38.060]  如果天天洗兩次澡是很奢侈的事情
[00:11:38.060 --> 00:11:40.700]  他們抄聖經覺得抄經是敬儉
[00:11:40.700 --> 00:11:42.740]  洗澡是潔淨
[00:11:42.740 --> 00:11:44.100]  這一群避世的人
[00:11:44.100 --> 00:11:46.040]  耶穌沒有揀選
[00:11:46.040 --> 00:11:48.640]  耶穌沒有採取避世的方法
[00:11:48.640 --> 00:11:50.840]  第二類的人是法利素人
[00:11:50.840 --> 00:11:53.040]  聖經說法利素人經常和民事一起
[00:11:53.040 --> 00:11:55.580]  因為民事多半都是法利素人
[00:11:55.580 --> 00:12:01.180]  這一群是聖經研究學者
[00:12:01.180 --> 00:12:05.720]  這一群是聖經解經權威
[00:12:05.720 --> 00:12:06.520]  不要忘記
[00:12:06.520 --> 00:12:10.160]  耶穌時代的法利賽人是聖經研究學者
[00:12:10.160 --> 00:12:11.400]  也是解經權威
[00:12:11.400 --> 00:12:14.000]  他們有最終的解釋權在聖經裡面
[00:12:14.000 --> 00:12:16.800]  任何不明白的聖經只能找法利素人解釋
[00:12:16.800 --> 00:12:18.440]  民事會告訴你
[00:12:18.440 --> 00:12:20.900]  這個經文是什麼意思
[00:12:20.900 --> 00:12:23.640]  但是耶穌也沒有揀選做法利素人
[00:12:23.640 --> 00:12:27.940]  法利素人是一群規條的律法主義者
[00:12:27.940 --> 00:12:31.620]  耶穌一生沒有罵過罪人
[00:12:31.620 --> 00:12:34.280]  耶穌只罵法利素人
[00:12:34.280 --> 00:12:36.020]  罵他們假冒為善
[00:12:36.020 --> 00:12:36.980]  什麼叫假冒為善
[00:12:36.980 --> 00:12:39.320]  就是說一套做一套
[00:12:39.320 --> 00:12:41.760]  這個叫假冒為善
[00:12:41.760 --> 00:12:45.100]  我們看到法利素人對政治沒有興趣
[00:12:45.100 --> 00:12:47.260]  不碰政治的
[00:12:47.260 --> 00:12:49.340]  但是最後他們也利用政治
[00:12:49.340 --> 00:12:51.260]  直到他們想釘耶穌十字架的時候
[00:12:51.260 --> 00:12:55.380]  就和政治一起釘耶穌十字架
[00:12:55.380 --> 00:12:57.680]  第三批人是薩都哥人
[00:12:57.680 --> 00:12:59.100]  多半是祭司
[00:12:59.100 --> 00:13:00.880]  祭司進入了薩都哥人黨
[00:13:00.880 --> 00:13:06.580]  這群人是和權貴的人合作和妥協的
[00:13:06.580 --> 00:13:08.320]  所以他們很有權力
[00:13:08.320 --> 00:13:11.160]  但是遠離群眾
[00:13:11.160 --> 00:13:14.620]  祭司是當時宗教最高的領袖
[00:13:14.620 --> 00:13:16.260]  和權貴合作
[00:13:16.260 --> 00:13:17.800]  遠離群眾
[00:13:17.800 --> 00:13:18.460]  耶穌沒有揀選
[00:13:18.460 --> 00:13:20.160]  耶穌也沒有揀選
[00:13:20.160 --> 00:13:21.960]  第四批是憤慮黨
[00:13:21.960 --> 00:13:23.600]  狂熱派
[00:13:23.600 --> 00:13:29.660]  是一群極端分子
[00:13:29.660 --> 00:13:34.940]  在政治裡面是一群充滿暴力的人
[00:13:34.940 --> 00:13:36.680]  他們可以做什麼事呢
[00:13:36.680 --> 00:13:40.140]  他們可以以暗殺、謀殺
[00:13:40.140 --> 00:13:42.180]  自殺式的謀殺
[00:13:42.180 --> 00:13:45.480]  去達致推翻當時羅馬政府的手段
[00:13:45.480 --> 00:13:47.280]  多次革命都不成功
[00:13:47.280 --> 00:13:50.420]  耶穌有一個門徒是憤慮黨
[00:13:50.420 --> 00:13:55.700]  所以這個門徒跟耶穌是很想耶穌用暴力推翻羅馬政府的
[00:13:55.700 --> 00:13:59.300]  但是耶穌沒有揀選憤慮黨這個方法
[00:13:59.300 --> 00:14:04.600]  耶穌一生裡面沒有揀選這四種的宗教和政治的立場
[00:14:04.600 --> 00:14:05.500]  弟兄姊妹
[00:14:05.500 --> 00:14:08.580]  如果你怎麼揀選是你的事
[00:14:08.580 --> 00:14:10.240]  耶穌沒有揀選
[00:14:10.240 --> 00:14:12.740]  耶穌在四個層面都沒有揀選
[00:14:12.740 --> 00:14:14.220]  耶穌為什麼沒有揀選
[00:14:14.220 --> 00:14:17.380]  因為祂知道祂的天國不屬於這個世界
[00:14:17.380 --> 00:14:18.680]  所以當祂被審的時候
[00:14:18.680 --> 00:14:20.420]  最後還沒被審的時候
[00:14:20.420 --> 00:14:21.720]  希律問祂
[00:14:21.720 --> 00:14:23.320]  祢不是要建立祢的王國嗎
[00:14:23.320 --> 00:14:23.860]  祂說是的
[00:14:23.860 --> 00:14:26.420]  但是我的王國不屬於地上
[00:14:26.420 --> 00:14:28.520]  弟兄姊妹跟妳隔壁的弟兄姊妹說一聲
[00:14:28.520 --> 00:14:33.240]  天國是不屬於地上的
[00:14:33.240 --> 00:14:35.100]  祂取了奴僕的樣式
