
[00:00:00.000 --> 00:00:02.560]  近來有一位在兒童墓區的小朋友
[00:01:20.840 --> 00:01:23.360]  他們的生活或是形態
[00:01:23.360 --> 00:01:25.360]  就會越來越沒有皺紋
[00:01:25.360 --> 00:01:27.600]  越來越會青春
[00:01:27.600 --> 00:01:31.240]  越來越有活力
[00:01:31.240 --> 00:01:32.760]  到後來
[00:01:32.760 --> 00:01:35.000]  這些人一路一路生活
[00:01:35.000 --> 00:01:37.120]  到他們老了會怎樣呢?
[00:01:37.120 --> 00:01:38.160]  我就問小朋友
[00:01:38.160 --> 00:01:39.880]  他老了會怎樣?
[00:01:39.880 --> 00:01:41.560]  那個小朋友就告訴我
[00:01:41.560 --> 00:01:43.360]  他老了就好了
[00:01:43.360 --> 00:01:46.480]  他老了會變回一個嬰兒
[00:01:46.480 --> 00:01:49.280]  所以他那些乖孫乖仔
[00:01:49.280 --> 00:01:51.480]  就會去照顧他們抱著他們
[00:01:51.480 --> 00:01:53.440]  很愛惜他們
[00:01:53.440 --> 00:01:56.000]  所以當每一個人他老的時候
[00:01:56.000 --> 00:01:57.480]  他的心
[00:01:57.480 --> 00:02:00.120]  是更加享受那種人間的愛
[00:02:00.120 --> 00:02:02.000]  他們經歷的就是
[00:02:02.000 --> 00:02:06.040]  他的兒子孫孫抱著他的那種滿足
[00:02:06.040 --> 00:02:07.120]  那我就問
[00:02:07.120 --> 00:02:09.480]  他死的時候是怎樣的?
[00:02:09.480 --> 00:02:12.440]  他說原來那些人死的時候
[00:02:12.440 --> 00:02:13.880]  就是他們有一天
[00:02:13.880 --> 00:02:16.040]  在一個嬰兒的狀況的時候
[00:02:16.040 --> 00:02:17.720]  他們就很安眠
[00:02:17.720 --> 00:02:21.000]  很享受地睡了一大覺
[00:02:21.000 --> 00:02:23.000]  原來就是這樣結束他們
[00:02:23.000 --> 00:02:28.120]  很滿足的一個一生
[00:02:28.120 --> 00:02:29.840]  不知為何那個小朋友
[00:02:29.840 --> 00:02:31.720]  會對這個這麼有興趣
[00:02:31.720 --> 00:02:35.960]  但對我這個漸漸會皺皮
[00:02:35.960 --> 00:02:37.520]  會衰老的一個人
[00:02:37.520 --> 00:02:39.320]  我就覺得很羨慕
[00:02:39.320 --> 00:02:41.400]  當我一路聽這個故事的時候
[00:02:41.400 --> 00:02:43.200]  我聽完之後心裏面有一種
[00:02:43.200 --> 00:02:44.680]  很大的開心
[00:02:44.680 --> 00:02:45.560]  嘩
[00:02:45.560 --> 00:02:46.440]  人生是這樣
[00:02:46.440 --> 00:02:48.640]  真是很不錯
[00:02:48.640 --> 00:02:50.960]  但當我自己細心去想的時候
[00:02:50.960 --> 00:02:53.640]  其實基督徒裏面的我
[00:02:53.640 --> 00:02:55.400]  豈不是這樣嗎?
[00:02:55.400 --> 00:02:56.400]  就好像聖經說
[00:02:56.400 --> 00:02:57.960]  外體雖然毀壞
[00:02:57.960 --> 00:03:01.880]  但內心卻一天失去一天
[00:03:01.880 --> 00:03:03.320]  一個基督徒的狀況
[00:03:03.320 --> 00:03:06.040]  就好像保羅形容剛才的經文一樣
[00:03:06.040 --> 00:03:09.720]  雖然我們外體會一路一路毀壞
[00:03:09.720 --> 00:03:12.280]  但我們的心靈因為信靠耶穌
[00:03:12.280 --> 00:03:13.720]  因為每一年的增長
[00:03:13.720 --> 00:03:16.800]  就是叫我們每一年更多去經歷上帝
[00:03:16.800 --> 00:03:18.120]  如果這樣的狀況
[00:03:18.120 --> 00:03:22.680]  豈不是叫我們裏面更加滿足、更加喜樂呢?
[00:03:22.680 --> 00:03:24.400]  所以當我想到這裏
[00:03:24.400 --> 00:03:26.120]  我就覺得這個故事
[00:03:26.120 --> 00:03:27.400]  真是很好
[00:03:27.400 --> 00:03:29.320]  它很真實地形容
[00:03:29.320 --> 00:03:31.960]  我們屬靈生命裏面的那個我
[00:03:31.960 --> 00:03:33.320]  那個屬靈的我
[00:03:33.320 --> 00:03:36.720]  一天生死一天的狀況
[00:03:36.720 --> 00:03:39.640]  今天跟大家去看一個
[00:03:39.640 --> 00:03:43.160]  來得應許地的一個心境
[00:03:43.160 --> 00:03:45.200]  神給我們每一個基督徒
[00:03:45.200 --> 00:03:47.120]  都有很多的應許
[00:03:47.120 --> 00:03:49.960]  所以上帝給我們的聖經
[00:03:49.960 --> 00:03:51.920]  有很多很多的應許
[00:03:51.920 --> 00:03:53.560]  所以有些聖經的譯本
[00:03:53.560 --> 00:03:55.200]  有一本叫做《應許版》
[00:03:55.200 --> 00:03:58.520]  它就將應許highlight了出來
[00:03:58.520 --> 00:04:01.240]  其實聖經也不單止給我們很多應許
[00:04:01.240 --> 00:04:03.480]  它也給我們認識上帝是誰
[00:04:03.480 --> 00:04:05.120]  所以經文裏面有很多
[00:04:05.120 --> 00:04:06.280]  很多都是形容上帝
[00:04:06.280 --> 00:04:08.360]  給我們認識神的一個經文
[00:04:08.360 --> 00:04:10.200]  同樣聖經裏面也有很多
[00:04:10.200 --> 00:04:12.440]  很多的一些篇幅
[00:04:12.440 --> 00:04:14.520]  是讓上帝讓我們知道
[00:04:14.520 --> 00:04:16.560]  我們是一個甚麼人
[00:04:16.560 --> 00:04:18.280]  好讓我們能夠避免
[00:04:18.280 --> 00:04:19.880]  一些我們不應該有的狀況
[00:04:19.880 --> 00:04:23.880]  而進入上帝給我們的那個恩典當中
[00:04:23.880 --> 00:04:25.720]  豐盛的應許
[00:04:25.720 --> 00:04:27.200]  是上帝給我們每一個基督徒的
[00:04:27.200 --> 00:04:29.160]  是不是?
[00:04:29.160 --> 00:04:31.080]  給了你也給了我
[00:04:31.080 --> 00:04:32.640]  讓我們能夠在基督徒裏面
[00:04:32.640 --> 00:04:35.200]  去經驗上帝豐盛的應許
[00:04:35.200 --> 00:04:36.880]  大家想不想?
[00:04:36.880 --> 00:04:37.880]  求主幫助我們好嗎?
[00:04:37.880 --> 00:04:39.080]  我們再一次起立
[00:04:39.080 --> 00:04:41.840]  用一首豐盛的應許去敬拜
[00:04:41.840 --> 00:04:44.200]  我們再一次敬拜上帝
[00:04:44.200 --> 00:04:45.400]  上帝多謝你
[00:04:45.400 --> 00:04:47.600]  因為你的豐盛的應許
[00:04:47.600 --> 00:04:49.120]  不是過去式
[00:04:49.120 --> 00:04:50.320]  也不是未來式
[00:04:50.320 --> 00:04:51.520]  是現在式
[00:04:51.520 --> 00:04:52.240]  在主的面前
[00:04:52.240 --> 00:04:54.280]  我們今天再一次讚美你
[00:04:54.280 --> 00:04:55.960]  因為你豐盛的應許
[00:04:55.960 --> 00:04:57.760]  有真有偽的臨到我們當中
[00:04:57.760 --> 00:04:59.440]  讓我們躺開我們的心懷
[00:04:59.440 --> 00:05:00.680]  再一次經歷你
[00:05:00.680 --> 00:05:02.040]  你的恩典要臨到我們當中
[00:05:02.040 --> 00:05:04.280]  你的恩高要囂觀在整個會場裏面
[00:05:04.280 --> 00:05:05.800]  保駕我們能夠經歷你
[00:05:05.800 --> 00:05:07.200]  上帝你再一次觸摸我們
[00:05:07.200 --> 00:05:07.960]  我們讚美你
[00:05:07.960 --> 00:05:08.920]  上帝的應許
[00:05:08.920 --> 00:05:11.480]  是很真實的臨到我們
[00:05:11.480 --> 00:05:13.400]  是很真實的臨到我們
[00:05:13.400 --> 00:05:15.920]  今天我們用另一篇敬拜詩
[00:05:15.920 --> 00:05:17.440]  讓我們再一次去看
[00:05:17.440 --> 00:05:18.960]  一夥的心
[00:05:18.960 --> 00:05:21.880]  一夥上帝所喜悅的心懷
[00:05:21.880 --> 00:05:25.280]  一夥能夠得到上帝應許的
[00:05:25.280 --> 00:05:27.800]  這個承繼應許的人的心
[00:05:27.800 --> 00:05:29.160]  是一個甚麼的心
[00:05:29.160 --> 00:05:30.680]  我們一起去讀詩篇
[00:05:30.680 --> 00:05:33.560]  第九十五篇第一至第十一節
[00:05:33.560 --> 00:05:35.960]  請弟兄姊妹跟我一起去讀出這段經文
[00:05:35.960 --> 00:05:37.120]  請讀
[00:05:37.120 --> 00:05:40.400]  來呀,我們要向耶和華歌唱
[00:05:40.400 --> 00:05:43.480]  向拯救我們的盆石歡呼
[00:05:43.480 --> 00:05:45.480]  我們要來感謝他
[00:05:45.480 --> 00:05:48.160]  用詩歌向他歡呼
[00:05:48.160 --> 00:05:50.320]  因耶和華為大神
[00:05:50.320 --> 00:05:51.480]  為大王
[00:05:51.480 --> 00:05:53.600]  超乎萬神之上
[00:05:53.600 --> 00:05:56.120]  地的深處在他手中
[00:05:56.120 --> 00:05:58.520]  山的高峰也屬他
[00:05:58.520 --> 00:06:00.080]  海洋屬他
[00:06:00.080 --> 00:06:01.480]  是他造的
[00:06:01.480 --> 00:06:04.520]  罕地也是他手造成的
[00:06:04.520 --> 00:06:07.400]  來呀,我們要屈身敬拜
[00:06:07.400 --> 00:06:11.200]  在造我們的耶和華面前跪下
[00:06:11.200 --> 00:06:13.440]  因為他是我們的神
[00:06:13.440 --> 00:06:15.840]  我們是他草場的羊
[00:06:15.840 --> 00:06:17.840]  是他手下的民
[00:06:17.840 --> 00:06:20.880]  惟願你們今天聽他的話
[00:06:20.880 --> 00:06:22.960]  你們不可眼著心
[00:06:22.960 --> 00:06:25.280]  像當日在米利巴
[00:06:25.280 --> 00:06:27.680]  就是在曠野的瑪薩
[00:06:27.680 --> 00:06:31.240]  那時你們的祖宗視我探我
[00:06:31.240 --> 00:06:33.640]  並且觀看我的作為
[00:06:33.640 --> 00:06:35.160]  四十年之久
[00:06:35.160 --> 00:06:37.680]  我厭煩那世代說
[00:06:37.680 --> 00:06:40.200]  這是心裡迷糊的百姓
[00:06:40.200 --> 00:06:42.560]  竟不曉得我的作為
[00:06:42.560 --> 00:06:45.520]  所以我在路中起誓說
[00:06:45.520 --> 00:06:49.160]  他們斷不可進入我的安息
[00:06:49.160 --> 00:06:52.840]  這篇詩篇前面有很澎湃的敬拜
[00:06:52.840 --> 00:06:56.160]  但後面有一個很大的轉變
[00:06:56.160 --> 00:06:57.800]  似乎有一種很強烈
[00:06:57.800 --> 00:07:00.280]  上帝很沉重的聲音說
[00:07:00.280 --> 00:07:04.080]  你們不要眼著心像當日在米利巴一樣
[00:07:05.280 --> 00:07:06.560]  當我們去看
[00:07:06.560 --> 00:07:10.160]  一顆能夠承載英許的心懷
[00:07:10.160 --> 00:07:12.640]  我們先從後面那一部分去看
[00:07:12.640 --> 00:07:15.240]  後面那一部分看到再一次提醒我們
[00:07:15.240 --> 00:07:18.440]  在米利巴事件認識甚麼叫做眼心
[00:07:18.440 --> 00:07:20.320]  或者上帝再一次提醒我們
[00:07:20.320 --> 00:07:22.080]  那個心懷第一樣東西
[00:07:22.080 --> 00:07:26.280]  是一個不可以眼心的心
[00:07:26.280 --> 00:07:28.960]  聖經裡面這是一個
[00:07:28.960 --> 00:07:32.240]  我想我們很多人都會認識的事件
[00:07:32.240 --> 00:07:34.520]  以色列人民離開埃及
[00:07:34.520 --> 00:07:35.920]  準備進入加拿美地
[00:07:35.920 --> 00:07:38.480]  其實他們經過一個過程
[00:07:38.480 --> 00:07:41.600]  其實宿命裡面我們常常有很多的過程
[00:07:41.600 --> 00:07:44.520]  這個過程很多時候就是熬練我們
[00:07:44.520 --> 00:07:48.480]  或者真真正正我們看到自己是怎樣的一個過程
[00:07:48.480 --> 00:07:49.760]  這個米利巴
[00:07:49.760 --> 00:07:51.560]  這個曠野的瑪撒
[00:07:51.560 --> 00:07:54.200]  其實這個地方就是以色列人民離開了埃及
[00:07:54.200 --> 00:07:55.480]  進到曠野
[00:07:55.480 --> 00:07:59.600]  他們在那個地方不斷不斷向上帝說
[00:07:59.600 --> 00:08:02.080]  上帝你給我
[00:08:02.080 --> 00:08:04.680]  他裡面有一種很大的心
[00:08:04.680 --> 00:08:07.080]  就是說上帝你整天在作弄我
[00:08:07.080 --> 00:08:10.200]  或者你帶我來這個曠野地要我死嗎
[00:08:10.200 --> 00:08:11.720]  他就在那個地方
[00:08:11.720 --> 00:08:15.200]  再一次向摩西說你給我水喝
[00:08:15.200 --> 00:08:17.520]  我想大家都會記得這件事
[00:08:17.520 --> 00:08:21.440]  摩西似乎都感染了他們那種的眼心
[00:08:21.440 --> 00:08:22.600]  在那個時候
[00:08:22.600 --> 00:08:24.680]  他拿著的杖
[00:08:24.680 --> 00:08:26.800]  然後擊打盤石
[00:08:26.800 --> 00:08:31.960]  他是沒有按著神的吩咐擊打了兩次
[00:08:31.960 --> 00:08:34.840]  而這兩次的擊打
[00:08:34.840 --> 00:08:39.160]  再一次顯明人那種的心那種的剛硬
[00:08:39.160 --> 00:08:40.800]  也都因為這樣
[00:08:40.800 --> 00:08:42.600]  我們在米利巴事件裡面
[00:08:42.600 --> 00:08:47.320]  很真實的認識上帝所不起悅的一顆眼心是怎樣
[00:08:47.320 --> 00:08:49.400]  神不起悅一顆硬的心
[00:08:49.400 --> 00:08:54.360]  這個是我們要承受應許的一群人所要留心的
[00:08:54.360 --> 00:08:57.680]  甚麼叫硬心
[00:08:57.680 --> 00:09:01.640]  聖經說哪時你們的祖宗視我探我
[00:09:01.640 --> 00:09:05.120]  剛才我們說到那些伊斯蘭人來到那個曠野的地方
[00:09:05.120 --> 00:09:06.800]  經常都在說
[00:09:06.800 --> 00:09:08.800]  我沒有水喝 沒有肉吃
[00:09:08.800 --> 00:09:10.600]  為甚麼你帶我出來
[00:09:10.600 --> 00:09:12.280]  我想我們很多時候都會聽見
[00:09:12.280 --> 00:09:13.880]  我們曾經說過
[00:09:13.880 --> 00:09:15.800]  上一次Pastor John都說到
[00:09:15.800 --> 00:09:20.840]  約書亞基他們怎樣準備進入應許之地
[00:09:20.840 --> 00:09:22.520]  但這裡再說給我們看得到
[00:09:22.520 --> 00:09:25.880]  他說哪時你們的祖宗視我探我
[00:09:25.880 --> 00:09:29.760]  似乎你們的祖宗並不是以我為主
[00:09:29.760 --> 00:09:35.240]  是用一種操控的心去操控著上帝
[00:09:35.240 --> 00:09:36.920]  我想我們這樣說
[00:09:36.920 --> 00:09:38.720]  對伊斯蘭人的那種形容
[00:09:38.720 --> 00:09:40.880]  不算太過份
[00:09:40.880 --> 00:09:41.880]  他總是說
[00:09:41.880 --> 00:09:43.320]  我沒得吃
[00:09:43.320 --> 00:09:45.360]  你給我吃
[00:09:45.360 --> 00:09:46.960]  我沒有肉吃
[00:09:46.960 --> 00:09:49.040]  你要給我肉吃
[00:09:49.040 --> 00:09:50.480]  你為甚麼帶我來這些地方
[00:09:50.480 --> 00:09:51.720]  想我死嗎
[00:09:51.720 --> 00:09:55.840]  你讓我知道你在這裡
[00:09:55.840 --> 00:09:58.360]  人硬心的時候
[00:09:58.360 --> 00:10:01.520]  就很想操控著上帝
[00:10:01.520 --> 00:10:03.280]  我們很想自主
[00:10:03.280 --> 00:10:06.080]  很想脫離上帝的旨意
[00:10:06.080 --> 00:10:13.440]  很想不斷地以上帝為那個「卒」的阿拉丁神燈
[00:10:13.440 --> 00:10:15.560]  我要的時候我就「卒」祂
[00:10:15.560 --> 00:10:17.640]  我「卒」祂 祂就要變出來
[00:10:17.640 --> 00:10:20.600]  祂遲了 或者祂慢了 或者祂不幫我
[00:10:20.600 --> 00:10:23.920]  我就會覺得祂不是神
[00:10:23.920 --> 00:10:26.520]  人落在操控的境況
[00:10:26.520 --> 00:10:27.840]  就會是怎樣呢
[00:10:27.840 --> 00:10:29.360]  他說當我們渴望自主
[00:10:29.360 --> 00:10:33.240]  而不追求那種生命徹底交託給神
[00:10:33.240 --> 00:10:35.240]  其實當我們生命徹底交託給神
[00:10:35.240 --> 00:10:38.760]  我們經歷上帝那種大能去保存我們
[00:10:38.760 --> 00:10:41.880]  其實這是一種謙卑的生命的操練
[00:10:41.880 --> 00:10:44.120]  但當我們不斷地操控上帝
[00:10:44.120 --> 00:10:46.160]  我們就會變成那個主人
[00:10:46.160 --> 00:10:50.000]  而主人最大抵擋基督的事
[00:10:50.000 --> 00:10:53.880]  就是我們否定基督是生命的主權
[00:10:53.880 --> 00:10:56.240]  所以當我們硬心的時候
[00:10:56.240 --> 00:10:59.560]  就算你自己尋找那個原因
[00:10:59.560 --> 00:11:03.280]  或者你期望那個自我是多麼偉大美好
[00:11:03.280 --> 00:11:06.640]  或者你想要那個應許地是怎樣
[00:11:06.640 --> 00:11:08.080]  當你操控上帝
[00:11:08.080 --> 00:11:11.440]  我們就會變成一個硬心的人
[00:11:11.440 --> 00:11:14.480]  硬心也是一顆忘恩的心
[00:11:14.480 --> 00:11:16.480]  忘記了上帝的恩惠
[00:11:16.480 --> 00:11:19.120]  所以《詩篇》第九節說
[00:11:19.120 --> 00:11:25.080]  「那時祢的祖宗視我 探我 並且觀看我的作為」
[00:11:25.080 --> 00:11:26.760]  以色列民離開埃及
[00:11:26.760 --> 00:11:28.200]  我們常常用這個例子去說
[00:11:28.200 --> 00:11:30.880]  因為我們太像他們了
[00:11:30.880 --> 00:11:32.000]  我們怎樣?
[00:11:32.000 --> 00:11:33.280]  他們怎樣離開埃及?
[00:11:33.280 --> 00:11:36.680]  他們能夠離開埃及是經過十災
[00:11:36.680 --> 00:11:40.640]  十災是一個很大的神蹟
[00:11:40.640 --> 00:11:41.640]  他們不僅如此
[00:11:41.640 --> 00:11:43.320]  還要經過紅海呢?
[00:11:43.320 --> 00:11:47.040]  紅海分開是絕對不可能的一件事
[00:11:47.040 --> 00:11:49.360]  我想我們任何人見到這件事
[00:11:49.360 --> 00:11:51.920]  心裏有一個很大的震撼
[00:11:51.920 --> 00:11:53.960]  相信會一生之久
[00:11:53.960 --> 00:11:55.960]  但對這群叛逆的百姓
[00:11:55.960 --> 00:12:00.240]  他們是忘記了上帝各樣的恩典
[00:12:00.240 --> 00:12:07.480]  這種忘記是一種很可惜的生命
[00:12:07.480 --> 00:12:10.440]  我們以前有一個階段去了外國進修
[00:12:10.440 --> 00:12:12.320]  當時我的大女兒很小
[00:12:12.320 --> 00:12:15.960]  她剛剛開始讀pre-school的階段
[00:12:15.960 --> 00:12:17.760]  她很快學了一個英文
[00:12:17.760 --> 00:12:20.280]  一句很不容易說的
[00:12:20.280 --> 00:12:22.400]  因為那個卷起音很難
[00:12:22.400 --> 00:12:24.080]  是甚麼英文呢?
[00:12:24.080 --> 00:12:26.840]  「It's not fair」
[00:12:26.840 --> 00:12:29.320]  那個「fair」我還記得她卷得很好
[00:12:29.320 --> 00:12:32.560]  我聽她的時候一直看她的舌頭怎樣卷
[00:12:32.560 --> 00:12:35.560]  但你聽清楚這句說話
[00:12:35.560 --> 00:12:39.120]  絕對不是一個好的說話
[00:12:39.120 --> 00:12:41.080]  甚麼叫做不公平?
[00:12:41.080 --> 00:12:43.640]  他們很小就會學在外國的時候
[00:12:43.640 --> 00:12:45.600]  「It's not fair」
[00:12:45.600 --> 00:12:48.560]  然後就會說這樣這樣
[00:12:48.560 --> 00:12:50.480]  他們不斷去爭取他們應該有
[00:12:50.480 --> 00:12:52.080]  他們覺得應該有的東西
[00:12:52.080 --> 00:12:54.760]  也不斷在平衡
[00:12:54.760 --> 00:12:56.920]  為甚麼他們有而我們沒有
[00:12:56.920 --> 00:12:59.160]  所以當他們說這句不公平
[00:12:59.160 --> 00:13:00.440]  這句是否不公平?
[00:13:00.440 --> 00:13:01.680]  這句說話一出
[00:13:01.680 --> 00:13:04.680]  就表示那些東西是我想要的
[00:13:04.680 --> 00:13:07.200]  是我應得的
[00:13:07.200 --> 00:13:12.920]  如果不是就不公平了
[00:13:12.920 --> 00:13:15.600]  這個世界沒有一樣東西
[00:13:15.600 --> 00:13:19.520]  比感恩衰退得這麼快
[00:13:19.520 --> 00:13:22.480]  有人這樣去說這句說話
[00:13:22.480 --> 00:13:23.680]  有時我們想想
[00:13:23.680 --> 00:13:25.240]  也有時真是
[00:13:25.240 --> 00:13:26.240]  在我自己的生命中
[00:13:26.240 --> 00:13:27.680]  這句說話有時也會提醒我
[00:13:27.680 --> 00:13:28.800]  光照我
[00:13:28.800 --> 00:13:31.000]  今早可能起床的時候
[00:13:31.000 --> 00:13:32.680]  看到陽光很漂亮
[00:13:32.680 --> 00:13:34.240]  上帝真是好
[00:13:34.240 --> 00:13:35.600]  陽光很漂亮
[00:13:35.600 --> 00:13:36.320]  但走到外面
[00:13:36.320 --> 00:13:37.560]  可能我現在很熱的時候
[00:13:37.560 --> 00:13:38.920]  我就會發怨言
[00:13:38.920 --> 00:13:40.960]  「這麼熱,當然熱死人了」
[00:13:40.960 --> 00:13:43.880]  或者當我整天很勞碌
[00:13:43.880 --> 00:13:45.720]  回到家的時候
[00:13:45.720 --> 00:13:47.040]  我忘記數算恩典
[00:13:47.040 --> 00:13:50.480]  正是不斷想起很多我很厭煩的說話
[00:13:50.480 --> 00:13:53.160]  或者很厭煩的心境
[00:13:53.160 --> 00:13:56.520]  人很容易忘記神的恩典
[00:13:56.520 --> 00:13:57.920]  因為當那一天
[00:13:57.920 --> 00:13:59.640]  不是完全順利的時候
[00:13:59.640 --> 00:14:00.680]  你就會覺得
[00:14:00.680 --> 00:14:06.960]  為甚麼我沒有得到應得的權利
[00:14:06.960 --> 00:14:08.880]  意思是不單是忘恩
[00:14:08.880 --> 00:14:11.560]  他們也有任性的生命
[00:14:11.560 --> 00:14:12.720]  聖經說第十節
[00:14:12.720 --> 00:14:16.040]  「四十年之久,我厭煩那世代說
[00:14:16.040 --> 00:14:17.960]  這使心裡迷糊的百姓
[00:14:17.960 --> 00:14:20.000]  竟不曉得我的作為」
[00:14:20.000 --> 00:14:22.520]  這裡英文的聖經譯本更加說
[00:14:22.520 --> 00:14:25.800]  這群人是將他們的心轉移到上帝
[00:14:25.800 --> 00:14:32.080]  並且拒絕聽上帝任何的說話
[00:14:32.080 --> 00:14:34.120]  我們有時也會這樣
[00:14:34.120 --> 00:14:35.760]  不能夠得風聖應許
[00:14:35.760 --> 00:14:37.400]  有時是我們的內心
[00:14:37.400 --> 00:14:38.920]  我們轉移到上帝
[00:14:38.920 --> 00:14:39.920]  在那一刻
[00:14:39.920 --> 00:14:41.080]  正如我剛才所說
[00:14:41.080 --> 00:14:42.880]  在過程裡面
[00:14:42.880 --> 00:14:45.200]  有時人就是等不到他們的過程
[00:14:45.200 --> 00:14:46.120]  在過程裡面
[00:14:46.120 --> 00:14:47.040]  總是一件事
[00:14:47.040 --> 00:14:47.640]  我就已經覺得
[00:14:47.640 --> 00:14:49.480]  嘩,上帝,你會這樣嗎?
[00:14:49.480 --> 00:14:50.480]  一件事我們就說
[00:14:50.480 --> 00:14:52.080]  嘩,上帝,我不認你為主了
[00:14:52.080 --> 00:14:53.640]  一件事我們就覺得
[00:14:53.640 --> 00:14:54.840]  神啊,你沒有愛我
[00:14:54.840 --> 00:14:57.560]  你沒有照著應許去給我
[00:14:57.560 --> 00:15:00.200]  人有很多的任性的時候
[00:15:00.200 --> 00:15:03.520]  我們會見到人的生命成長
[00:15:03.520 --> 00:15:04.680]  所以自小的時候
[00:15:04.680 --> 00:15:06.640]  我們怎樣去管教我們的子女
[00:15:06.640 --> 00:15:08.520]  我們很想他們走正路
[00:15:08.520 --> 00:15:09.720]  或者當我們長大的時候
[00:15:09.720 --> 00:15:11.440]  我們有很多的規範
[00:15:11.440 --> 00:15:12.720]  在這個世界
[00:15:12.720 --> 00:15:15.320]  在這個公司裡面,在這個學校裡面
[00:15:15.320 --> 00:15:18.200]  為了要叫人免除那些任性
[00:15:18.200 --> 00:15:20.240]  以致我們自把自為
[00:15:20.240 --> 00:15:21.560]  但意思是
[00:15:21.560 --> 00:15:24.080]  的確是一群自把自為的百姓
[00:15:24.080 --> 00:15:25.040]  在他們的生命裡面
[00:15:25.040 --> 00:15:27.000]  他們極度的任性
[00:15:27.000 --> 00:15:30.320]  是不斷產生很多的問題出來
[00:15:30.320 --> 00:15:31.760]  然後不斷說
[00:15:31.760 --> 00:15:35.560]  上帝,你不行,你不要管我
[00:15:35.560 --> 00:15:37.680]  前一陣子我們有一個課堂
[00:15:37.680 --> 00:15:39.680]  講到情緒管理
[00:15:39.680 --> 00:15:42.000]  我自己心裡面有一個
[00:15:42.000 --> 00:15:44.320]  在課堂裡面不斷的禱告
[00:15:44.320 --> 00:15:48.160]  我求神恢復我們的生命
[00:15:48.160 --> 00:15:50.400]  當我第一題去探討
[00:15:50.400 --> 00:15:51.400]  什麼叫情緒管理
[00:15:51.400 --> 00:15:54.280]  或者我們心裡面有很多澎湃的感受
[00:15:54.280 --> 00:15:57.200]  或者人生當我們面對很多的事情出現
[00:15:57.200 --> 00:15:59.080]  這個環境不是我們控制
[00:15:59.080 --> 00:16:00.880]  或者我們內心管理不了自己
[00:16:00.880 --> 00:16:03.520]  有很多我不想要的東西出來了
[00:16:03.520 --> 00:16:06.680]  或者我不知道我自己為什麼會這樣
[00:16:06.680 --> 00:16:09.600]  當我自己在舊人的裡面去想
[00:16:09.600 --> 00:16:12.560]  其實我們每一個人活在舊人的裡面
[00:16:12.560 --> 00:16:14.880]  我們應該不是這樣的
[00:16:14.880 --> 00:16:15.960]  我不斷問神
[00:16:15.960 --> 00:16:17.080]  神說「是不是呢?」
[00:16:17.080 --> 00:16:18.760]  「當我得到這個永生」
[00:16:18.760 --> 00:16:20.120]  「我是不是不應該」
[00:16:20.120 --> 00:16:25.080]  「還有很多這些苦毒、責難、埋怨呢?」
[00:16:25.080 --> 00:16:26.800]  當我找到一段經文
[00:16:26.800 --> 00:16:29.280]  我心裡面有一個釋放
[00:16:29.280 --> 00:16:31.880]  在《傳道書》第七章二十九節
