
[00:00:00.000 --> 00:00:03.300]  最近香港有兩單新聞
[00:05:00.100 --> 00:05:01.100]  上帝很幽默
[00:05:01.100 --> 00:05:04.100]  就要將下一代給我和你
[00:05:04.100 --> 00:05:07.100]  而下一代是要來收拾你的
[00:05:07.100 --> 00:05:09.100]  如果他收拾你不成
[00:05:09.100 --> 00:05:11.100]  要麼讓你收拾
[00:05:11.100 --> 00:05:13.100]  要麼讓他收拾
[00:05:13.100 --> 00:05:17.100]  這種情況是一代傳一代
[00:05:17.100 --> 00:05:18.100]  聖經說
[00:05:18.100 --> 00:05:19.100]  你們作兒女的
[00:05:19.100 --> 00:05:21.100]  要在主裏聽從父母
[00:05:21.100 --> 00:05:23.100]  這是理所當然的
[00:05:23.100 --> 00:05:27.100]  基督教講的孝順父母和儒家思想
[00:05:27.100 --> 00:05:29.100]  是隻有一線之差
[00:05:29.100 --> 00:05:31.100]  一線之差就是
[00:05:31.100 --> 00:05:34.100]  我們在主裏要孝順父母
[00:05:34.100 --> 00:05:35.100]  即是說
[00:05:35.100 --> 00:05:38.100]  在一些不合乎真理的裏面
[00:05:38.100 --> 00:05:43.100]  我們是絕不聽從的
[00:05:43.100 --> 00:05:44.100]  聽清楚
[00:05:44.100 --> 00:05:46.100]  其實這個原則
[00:05:46.100 --> 00:05:49.100]  我們很少用的
[00:05:49.100 --> 00:05:50.100]  這個原則
[00:05:50.100 --> 00:05:52.100]  我們很少用的
[00:05:52.100 --> 00:05:53.100]  爲什麼
[00:05:53.100 --> 00:05:54.100]  因爲家庭裏面
[00:05:54.100 --> 00:05:56.100]  大部分的爭拗
[00:05:56.100 --> 00:05:57.100]  爭論
[00:05:57.100 --> 00:05:58.100]  在小組裏面
[00:05:58.100 --> 00:06:00.100]  人際關係大部分的問題
[00:06:00.100 --> 00:06:02.100]  你每天和人的相處
[00:06:02.100 --> 00:06:03.100]  大部分的問題
[00:06:03.100 --> 00:06:07.100]  是和真理無關的
[00:06:07.100 --> 00:06:09.100]  是不是
[00:06:09.100 --> 00:06:11.100]  爲什麼講得我們更加清楚
[00:06:11.100 --> 00:06:15.100]  我說家家有本《難唸的經》
[00:06:15.100 --> 00:06:18.100]  其實那本經也是一樣的
[00:06:18.100 --> 00:06:19.100]  拆穿了
[00:06:19.100 --> 00:06:20.100]  這本《難唸的經》
[00:06:20.100 --> 00:06:22.100]  只有兩個元素
[00:06:22.100 --> 00:06:23.100]  一
[00:06:23.100 --> 00:06:25.100]  和你旁邊的人說一聲
[00:06:25.100 --> 00:06:26.100]  我沒錯
[00:06:26.100 --> 00:06:30.100]  是你錯
[00:06:30.100 --> 00:06:31.100]  不敢說嗎
[00:06:31.100 --> 00:06:33.100]  和你旁邊的人說一聲
[00:06:33.100 --> 00:06:39.100]  我沒錯是你錯
[00:06:39.100 --> 00:06:44.100]  是不是很熟悉呢
[00:06:44.100 --> 00:06:47.100]  這句話從我們的口移出
[00:06:47.100 --> 00:06:50.100]  熟悉到不得了
[00:06:50.100 --> 00:06:52.100]  我是沒錯
[00:06:52.100 --> 00:06:54.100]  是你錯
[00:06:54.100 --> 00:06:56.100]  人類歷史幾千年裏面
[00:06:56.100 --> 00:06:58.100]  同個人犯罪之後
[00:06:58.100 --> 00:07:00.100]  上帝遇見亞當
[00:07:00.100 --> 00:07:01.100]  亞當第一句話說什麼
[00:07:01.100 --> 00:07:03.100]  你所賜給我的,要我同居的
[00:07:03.100 --> 00:07:05.100]  那個女人她把樹上的果子給我
[00:07:05.100 --> 00:07:07.100]  我就喫了
[00:07:07.100 --> 00:07:09.100]  對女人說你又做了什麼呢
[00:07:09.100 --> 00:07:15.100]  女人說那蛇人有我,我就喫了
[00:07:15.100 --> 00:07:16.100]  和你旁邊的人說一聲
[00:07:16.100 --> 00:07:20.100]  我們和亞當夏娃是一樣的
[00:07:20.100 --> 00:07:23.100]  我們真的是亞當夏娃修的
[00:07:23.100 --> 00:07:24.100]  是她生的
[00:07:24.100 --> 00:07:26.100]  真的是她的後裔
[00:07:26.100 --> 00:07:28.100]  我們經常都會說
[00:07:28.100 --> 00:07:30.100]  引致到的結果是什麼呢
[00:07:30.100 --> 00:07:33.100]  就是我不需要改
[00:07:33.100 --> 00:07:36.100]  是你需要改
[00:07:36.100 --> 00:07:37.100]  和你旁邊的人說一聲
[00:07:37.100 --> 00:07:42.100]  我不需要改,是你需要改
[00:07:42.100 --> 00:07:46.100]  是不是很熟悉呢
[00:07:46.100 --> 00:07:47.100]  我是沒錯
[00:07:47.100 --> 00:07:48.100]  我是沒問題的
[00:07:48.100 --> 00:07:50.100]  你有問題
[00:07:50.100 --> 00:07:51.100]  我怎麼會有問題
[00:07:51.100 --> 00:07:54.100]  有問題的是你
[00:07:54.100 --> 00:07:56.100]  最後就算我有問題
[00:07:56.100 --> 00:08:00.100]  也是因爲你有問題導致我有問題
[00:08:00.100 --> 00:08:02.100]  我真的很有問題
[00:08:02.100 --> 00:08:04.100]  我們知道
[00:08:04.100 --> 00:08:05.100]  我們經常說
[00:08:05.100 --> 00:08:07.100]  我是這樣的
[00:08:07.100 --> 00:08:10.100]  但她就不可以這樣
[00:08:10.100 --> 00:08:12.100]  你有沒有發覺家庭裏面
[00:08:12.100 --> 00:08:13.100]  在我們生活當中
[00:08:13.100 --> 00:08:15.100]  說得最多的這些說話
[00:08:15.100 --> 00:08:18.100]  比金句還多
[00:08:18.100 --> 00:08:20.100]  我是這樣的
[00:08:20.100 --> 00:08:21.100]  組員跟你說
[00:08:21.100 --> 00:08:22.100]  你不要這樣
[00:08:22.100 --> 00:08:24.100]  我是這樣的
[00:08:24.100 --> 00:08:26.100]  你老公也不是太差
[00:08:26.100 --> 00:08:28.100]  他不差,還有誰會差
[00:08:28.100 --> 00:08:29.100]  你老婆也挺好
[00:08:29.100 --> 00:08:30.100]  他叫挺好
[00:08:30.100 --> 00:08:33.100]  這個世界就沒有好的了
[00:08:33.100 --> 00:08:34.100]  那你呢
[00:08:34.100 --> 00:08:36.100]  我是這樣的
[00:08:36.100 --> 00:08:38.100]  問題都不在我那裏
[00:08:38.100 --> 00:08:39.100]  你變一下吧
[00:08:39.100 --> 00:08:41.100]  你變你老婆就變了
[00:08:41.100 --> 00:08:42.100]  我爲什麼要變
[00:08:42.100 --> 00:08:44.100]  我爲什麼需要變
[00:08:44.100 --> 00:08:46.100]  我沒需要變
[00:08:46.100 --> 00:08:47.100]  問題不在我那裏
[00:08:47.100 --> 00:08:48.100]  你看
[00:08:48.100 --> 00:08:49.100]  我這樣
[00:08:49.100 --> 00:08:50.100]  她就這樣
[00:08:50.100 --> 00:08:51.100]  你看看
[00:08:51.100 --> 00:08:54.100]  我們往往的問題
[00:08:54.100 --> 00:08:55.100]  最大的問題
[00:08:55.100 --> 00:08:57.100]  我們看不到自己的問題
[00:08:57.100 --> 00:08:58.100]  很奇怪
[00:08:58.100 --> 00:08:59.100]  上帝創造我們
[00:08:59.100 --> 00:09:03.100]  雙眼是看不到自己的
[00:09:03.100 --> 00:09:05.100]  跟你在街上說一聲
[00:09:05.100 --> 00:09:10.100]  你是我的鏡子
[00:09:10.100 --> 00:09:12.100]  當你自己照鏡子
[00:09:12.100 --> 00:09:13.100]  照到你喫飯
[00:09:13.100 --> 00:09:16.100]  有一粒米黏在嘴邊
[00:09:16.100 --> 00:09:18.100]  你沒感覺的
[00:09:18.100 --> 00:09:20.100]  你很快就抹掉了
[00:09:20.100 --> 00:09:46.100]  但你喫飯,喫著喫著,對面的人跟你說,你的米粒黏在嘴邊,你馬上有感覺,感覺不舒服,然後就馬上擦掉,擦掉之後,跟著那個人跟你說,擦錯了,是右邊不是左邊,更加不舒服,是不是很奇怪?那個人說這番話是為你好,他都不知道他捧了多大的勇氣來跟你說,
[00:09:46.100 --> 00:10:14.100]  一邊看著他在說話,一邊動一邊動,他總是說好不說好,他掙紮了一段時間,整張桌子都看見,沒有人敢出聲,這個最好的人,竟然這塊鏡子就出聲,他不是摸鏡子,他真的好鏡子,他跟你說,你的嘴邊有一粒飯,很奇怪的,我們很不開心,我們不喜歡這塊鏡子照到我們的情況,
[00:10:14.100 --> 00:10:30.100]  我們看不到我們自己,但每一個人都是一塊鏡子,每一個人都成為了別人那塊鏡子照到他的問題,但我們很不喜歡這些鏡子,因為我們不想看清楚我們自己,
[00:10:30.100 --> 00:10:59.100]  如果這樣的話,我們的解決方法是什麼呢?上星期我們講羅馬書,講得很急,也講了很多,我們今天回到羅馬書第二章重新提及的經文,原來都應用在我們的家庭和人際關係裏面,羅馬書第二章第一節提到,我們要少論斷,少批評,我們要少論斷,少批評,
[00:10:59.100 --> 00:11:11.100]  你就是論斷人的,無論你是誰也無可推諉,你在什麼事上論斷人,就在什麼事上定斷自己的罪,因為你就是論斷人的,自己所行的卻和別人一樣。
[00:11:11.100 --> 00:11:38.100]  為什麼要講得這麼慢呢?因為內容很難聽,難聽在哪裏呢?難聽是很難接受,難接受在哪裏呢?跟你解釋第一次,因為你要改,人很難聽要改的東西,
[00:11:38.100 --> 00:11:49.100]  人很難聽要變的東西,人就是不喜歡變,人就是不喜歡改,少批評,少論斷。
[00:11:49.100 --> 00:12:08.100]  普羅話說,論斷和批評別人的人,顯得自己無知,在二章二到三節,我們知道這樣行的人,神必照真理審判他,你論斷行這件事的人,自己行卻和別人一樣,你以為能夠逃脫神的審判嗎?
[00:12:08.100 --> 00:12:25.100]  當你在家裏說,我沒問題,我是這樣的,我不需要變的時候,難道難道我們真的沒問題嗎?難道我們講家裏的問題,講小組組員的問題,難道我們就沒問題嗎?
[00:12:25.100 --> 00:12:38.100]  只不過大家的問題不一樣,不過你的問題不一樣,其實結果都是一樣,所以聖經勸喻你和我怎樣解決這個問題,是少批評,少論斷,承認自己的錯。
[00:12:38.100 --> 00:12:47.100]  羅馬書第二章第四節,還是你藐視他豐富的恩慈,寬容忍耐,不曉得他恩慈是要令你悔改嗎?
[00:12:47.100 --> 00:13:06.100]  跟你解體,你要認錯,少批評別人,承認自己的錯,少批評別人,承認自己的錯,容易嗎?不容易,一點都不容易。
[00:13:06.100 --> 00:13:19.100]  如果以為聽了剛才這麼短的講道內容,讀了這段經文,我們就會變的話,我們實在太烏託邦了。
[00:13:19.100 --> 00:13:28.100]  人不會背兩節經文,聽了一篇美好的道,就那不改變,如果是的,這個世界就美好了。
[00:13:28.100 --> 00:13:38.100]  想清楚了嗎?跟你隔壁的朋友說,你是不容易變的。
[00:13:38.100 --> 00:13:45.100]  隔壁的朋友,今天最合適聽到這句,他覺得,我真的不容易變的,怎麼會這麼容易變?
[00:13:45.100 --> 00:13:50.100]  我是這樣的,什麼叫我是這樣,什麼叫我不容易變呢?
[00:13:50.100 --> 00:13:56.100]  我是這樣的樣子,唯有什麼樣子是不會變呢?叫死樣子。
[00:13:56.100 --> 00:14:03.100]  一個生存的人,樣子是每秒鐘都在變的,一個死的人,樣子就不變了。
[00:14:03.100 --> 00:14:11.100]  所以下次你跟隔壁的人說,我是這樣的,隔壁的人就跟他宣佈,你已經死了,這個叫死樣子。
[00:14:11.100 --> 00:14:18.100]  我是這樣的樣子,死樣子,死樣子,怎麼會變呢?沒法變了。
[00:14:18.100 --> 00:14:27.100]  要等死嗎?不需要等,死了。兄弟姐妹,我們經常宣佈自己死刑,我是這樣的,我不會變的。
[00:14:27.100 --> 00:14:39.100]  驕傲的人,是沒有辦法承認自己有錯,驕傲的人,只會說別人有錯,只會全心謙卑,個人看別人比自己強。
[00:14:39.100 --> 00:14:49.100]  跟隔壁的人說,你比我強。厚道,我們經常說一個人有厚道是什麼意思呢?
[00:14:49.100 --> 00:14:59.100]  有厚道,不是他對的,有厚道的人,正正他是對的,他都不說他是對的。
[00:14:59.100 --> 00:15:09.100]  他們已經把對的給你,把錯的留給自己,這個叫有厚道。
[00:15:09.100 --> 00:15:16.100]  年輕的人說,這叫沒有骨氣,年輕的人說,這叫沒有真理。
[00:15:16.100 --> 00:15:22.100]  我再說,我們大部分人相處的關係,跟真理無關。
[00:15:22.100 --> 00:15:29.100]  你今天認為對的,明天你就會發現是錯的。
[00:15:29.100 --> 00:15:39.100]  今天我們大部分人與人相處的問題,今天在社會上大部分的問題,跟真理無關。
[00:15:39.100 --> 00:15:50.100]  所以我們必須要多認錯,少批評,這個稱為有量度的人。
[00:15:50.100 --> 00:15:58.100]  我們有厚度去對待別人的時候,我們的生活會開心一些。
[00:15:58.100 --> 00:16:04.100]  跟隔壁的人說,你會開心一些。
[00:16:04.100 --> 00:16:17.100]  第二個問題,在家庭裏面,就是一些我們經常說的年輕這一批,更加將這個問題推到極點。
[00:16:17.100 --> 00:16:28.100]  最重要的就是有道理,最重要的就是我的right,我的權利,我的權益。
[00:16:28.100 --> 00:16:37.100]  如果我的right受損害,我就會fight,我就會抗爭,我就會爭辯,我就會爭論。
[00:16:37.100 --> 00:16:47.100]  想清楚,如果這個家庭經常說對還是不對,引致的是什麼呢?
[00:16:47.100 --> 00:16:55.100]  凡事以理服我,我們講理由,用理由服我,好不好?
[00:16:55.100 --> 00:17:02.100]  這個家庭凡事都講合理和不合理,公平和不公平,想清楚,多恐怖。
[00:17:02.100 --> 00:17:09.100]  為什麼?你兒子會問你,爸爸,為什麼家裡是八點喫飯?
[00:17:09.100 --> 00:17:15.100]  講個理由給我聽,為什麼不是九點?為什麼不是十點?
[00:17:15.100 --> 00:17:20.100]  為什麼家裡十點鐘要關燈我睡覺,你不用睡?講個理由給我聽。
[00:17:20.100 --> 00:17:27.100]  為什麼明天早上要起牀上學?講個理由給我聽,以理服我。
[00:17:27.100 --> 00:17:33.100]  爸爸就跟兒子說,我為什麼要養你?講個理由給我聽。
[00:17:33.100 --> 00:17:37.100]  因為我是你兒子,你爸爸自然要養我,天經地義。
[00:17:37.100 --> 00:17:44.100]  我養你,給你房子住,給你衣服穿,給你書讀,講個理由給我聽,我為什麼要買iPhone給你?
[00:17:44.100 --> 00:17:49.100]  還有,講個理由給我聽,你為什麼要喫飽?喫半飽不會死的。
[00:17:49.100 --> 00:17:54.100]  你想想,這個家庭是什麼家庭?恐怖的家庭。
[00:17:54.100 --> 00:18:03.100]  現在整個香港社會都是這樣,以理行先,有理可以打遍天下。
[00:18:03.100 --> 00:18:09.100]  有理由就可以了,合理就可以了,我又合理,你又合理,誰是你?
[00:18:09.100 --> 00:18:13.100]  當然我最合理,怎麼會是你最合理呢?
[00:18:13.100 --> 00:18:17.100]  每個人都認為自己合理的時候,那會引致什麼事情呢?
[00:18:17.100 --> 00:18:22.100]  我們中國人說,公說公有理,婆說婆有理,有理說不清。
[00:18:22.100 --> 00:18:26.100]  清官難審,家庭事。
[00:18:26.100 --> 00:18:34.100]  如果家庭的問題是要講合理與否的,那全部拿去法庭處理就可以了,想清楚是不是?
[00:18:34.100 --> 00:18:40.100]  法庭都處理不了,我們中國人智慧說,清官難審,家庭事,為什麼?
[00:18:40.100 --> 00:18:43.100]  因為家庭不是講合理與不合理的。
[00:18:43.100 --> 00:18:53.100]  跟李嘉誠說,你很不合理的。
[00:18:53.100 --> 00:18:59.100]  在家庭裏面的強者,堅持己見,堅持自己是對的那個,
[00:18:59.100 --> 00:19:04.100]  他不會傷害到任何人的,他只會傷害到愛的人。
[00:19:04.100 --> 00:19:11.100]  在家庭裏面的強者,堅持己見,我不會變,我不會改,我是最合理的那個的時候,
[00:19:11.100 --> 00:19:20.100]  他不會傷害到其他人,因為其他人已經散開了,他只會傷害到愛的人。
[00:19:20.100 --> 00:19:26.100]  聽清楚,聽清楚,這個問題很深。
[00:19:26.100 --> 00:19:30.100]  你要問得對,你每個人都要問隔壁那個。
[00:19:30.100 --> 00:19:35.100]  如果是男的,你問你生的兒子,如果是女的,你問她生的女兒。
[00:19:35.100 --> 00:19:43.100]  請你不要問錯,好嗎?你問她,如果生的兒子跟你一模一樣的,你開心嗎?
[00:19:43.100 --> 00:19:57.100]  你問她,問她,如果你生的兒子跟你一模一樣的,你開心嗎?
[00:19:57.100 --> 00:20:02.100]  第二個問題,第二個問題,你一定要問她。
[00:20:02.100 --> 00:20:06.100]  如果你是老闆,你會不會請你這樣的員工?
[00:20:06.100 --> 00:20:13.100]  你應該問她。
[00:20:13.100 --> 00:20:17.100]  老闆,為什麼遲到一分鐘要罰5元?
[00:20:17.100 --> 00:20:20.100]  講個理由給我聽聽。
[00:20:20.100 --> 00:20:23.100]  老闆,為什麼5點走是不對的?
[00:20:23.100 --> 00:20:26.100]  講個理由給我聽聽。
[00:20:26.100 --> 00:20:29.100]  這些員工,你請不請?
[00:20:29.100 --> 00:20:33.100]  當你做員工的時候是這樣。
[00:20:33.100 --> 00:20:36.100]  你還覺得我很合理?
[00:20:36.100 --> 00:20:39.100]  我爭取我的權益。
[00:20:39.100 --> 00:20:41.100]  我據理力爭。
[00:20:41.100 --> 00:20:46.100]  當你是老闆,你請這樣的員工,你會請嗎?
[00:20:46.100 --> 00:20:49.100]  想清楚,想清楚,你會不會請自己?
[00:20:49.100 --> 00:20:55.100]  想清楚,想清楚,你才開始明白什麼叫合理,什麼叫不合理。
[00:20:55.100 --> 00:20:59.100]  當你生的兒子跟你一模一樣,
[00:20:59.100 --> 00:21:02.100]  喫奶吧,兒子。
[00:21:02.100 --> 00:21:05.100]  講個理由給我聽聽,為什麼要喫奶?
[00:21:05.100 --> 00:21:07.100]  講個理由給我聽聽,爸爸。
[00:21:07.100 --> 00:21:09.100]  你說服不了我,我不會喫的。
[00:21:09.100 --> 00:21:11.100]  呼吸,呼吸。
[00:21:11.100 --> 00:21:14.100]  講個理由給我聽聽,為什麼要呼吸?
[00:21:14.100 --> 00:21:16.100]  沒理由我不會呼吸的。
[00:21:16.100 --> 00:21:19.100]  講個理由給我聽聽。
[00:21:19.100 --> 00:21:21.100]  合理嗎?很合理。
[00:21:21.100 --> 00:21:26.100]  你試試生個兒子跟你一模一樣。
[00:21:26.100 --> 00:21:30.100]  你試試生個女兒跟你一模一樣。
[00:21:30.100 --> 00:21:33.100]  講個理由給我聽聽。
[00:21:33.100 --> 00:21:35.100]  不合理我不會做的。
[00:21:35.100 --> 00:21:39.100]  有你可以行遍天下,各位。
[00:21:39.100 --> 00:21:41.100]  你是最大的。
[00:21:41.100 --> 00:21:44.100]  對不起,人與人的相處,
[00:21:44.100 --> 00:21:52.100]  不是講合理的。
[00:21:52.100 --> 00:21:55.100]  為什麼?
[00:21:55.100 --> 00:21:59.100]  我又合理,你又合理,他又合理。
[00:21:59.100 --> 00:22:03.100]  我想問,那個「你」在哪裡?
[00:22:03.100 --> 00:22:07.100]  那個「你」在哪裡?
[00:22:07.100 --> 00:22:10.100]  家人的爭論,人與人之間的爭論,
[00:22:10.100 --> 00:22:14.100]  最大的問題就是,大家都覺得自己合理。
[00:22:14.100 --> 00:22:16.100]  是不是?
[00:22:16.100 --> 00:22:18.100]  想清楚?
[00:22:18.100 --> 00:22:21.100]  如果大家覺得自己不合理,這件事很容易解決的。
[00:22:21.100 --> 00:22:24.100]  或者其中一個覺得自己不合理的事也很容易解決的。
[00:22:24.100 --> 00:22:27.100]  現在的問題是,大家都覺得自己合理。
[00:22:27.100 --> 00:22:29.100]  但是那個「你」在哪裡?
[00:22:29.100 --> 00:22:34.100]  如果大家都叫合理,那個「你」在哪裡?
[00:22:34.100 --> 00:22:37.100]  你明不明白我的問題?
[00:22:37.100 --> 00:22:40.100]  如果這個世界有客觀真理的話,
[00:22:40.100 --> 00:22:44.100]  你又發覺這件事是大是大非,和真理有關的話,
[00:22:44.100 --> 00:22:47.100]  怎麼可能有兩個合理的答案,或者三個合理的答案,
[00:22:47.100 --> 00:22:51.100]  或者四個合理的答案,而且是完全不一樣的呢?
[00:22:51.100 --> 00:22:57.100]  所以你明白,這些爭論是和真理無關。
[00:22:57.100 --> 00:22:59.100]  是不是?
[00:22:59.100 --> 00:23:05.100]  大部分這些合理,都是我認為合理的。
[00:23:05.100 --> 00:23:08.100]  完全由我出發,由我想法。
[00:23:08.100 --> 00:23:11.100]  但是,到你年紀大之後,你會發覺,
[00:23:11.100 --> 00:23:17.100]  你小時候認為合理的東西,原來是很不合理的。
[00:23:17.100 --> 00:23:19.100]  你有沒有這個經驗?
[00:23:19.100 --> 00:23:22.100]  如果這樣的時候,我們應該可以做什麼呢?
[00:23:22.100 --> 00:23:24.100]  我們可以做的是兩件事。
[00:23:24.100 --> 00:23:27.100]  第一,要有量度。
[00:23:27.100 --> 00:23:33.100]  跟你階下兄弟說一聲,要有量度。
[00:23:33.100 --> 00:23:37.100]  有多少人在這裡已經做了爸爸的,請舉手。
[00:23:37.100 --> 00:23:43.100]  給他們掌聲。
[00:23:43.100 --> 00:23:48.100]  我告訴你,為什麼現在有些女士不肯生孩子呢?
[00:23:48.100 --> 00:23:51.100]  其中一個原因,我說其中一個原因,
[00:23:51.100 --> 00:23:53.100]  這個不是全部原因。
[00:23:53.100 --> 00:23:56.100]  其中一個原因,她無法接受,
