
[00:00:00.000 --> 00:00:08.760]  為什麼我今天要講這個不疾度不自誇的愛呢?
[00:07:42.000 --> 00:07:46.240]  我們又看看《約伯記》五章二節
[00:07:46.240 --> 00:07:49.600]  這節聖經的下半節也告訴我們
[00:07:49.600 --> 00:07:54.800]  「疾道殺死癡迷人」
[00:07:54.800 --> 00:08:00.880]  癡迷人是什麼意思呢? 迷痴痴 還是癡迷人呢?
[00:08:00.880 --> 00:08:05.440]  癡迷人就是指那些頭腦簡單
[00:08:05.440 --> 00:08:08.400]  本來頭腦簡單在某程度上是好的
[00:08:08.400 --> 00:08:14.000]  不過頭腦簡單得來 這些人很容易被人引導錯誤
[00:08:14.000 --> 00:08:16.000]  隨便別人說什麼他都相信
[00:08:16.000 --> 00:08:19.000]  特別是說一些不好的話他都會相信
[00:08:19.000 --> 00:08:25.600]  而且很容易被激怒
[00:08:25.600 --> 00:08:32.400]  這些人很容易去嫉妒其他人的優點和成就
[00:08:32.400 --> 00:08:42.400]  癡迷人會因為疾道而用犯罪的方法去摧毀對方
[00:08:42.400 --> 00:08:46.400]  所以我們不要做癡迷人
[00:08:46.400 --> 00:08:52.400]  有一個故事是這樣的 是緬甸的一個民間傳說的故事
[00:08:52.400 --> 00:08:58.400]  是說一個圖像 剛才令我們唱詩也提到圖像
[00:08:58.400 --> 00:09:05.400]  圖像真是很有技術的
[00:09:05.400 --> 00:09:10.400]  他能夠做出很精緻很高質素的圖器
[00:09:10.400 --> 00:09:14.400]  因此很出名 生意很好
[00:09:14.400 --> 00:09:18.400]  也有很多人愛戴他
[00:09:18.400 --> 00:09:26.400]  他的鄰居是一個做洗衣票簿的人
[00:09:26.400 --> 00:09:29.400]  這個人也很厲害
[00:09:29.400 --> 00:09:33.400]  他洗票出來的衣布是非常潔白的
[00:09:33.400 --> 00:09:36.400]  因此也很受到人的愛戴
[00:09:36.400 --> 00:09:42.400]  很多人稱讚他厲害 洗什麼布都洗得這麼潔白
[00:09:42.400 --> 00:09:50.400]  生意也很好 原本是相安無事
[00:09:50.400 --> 00:09:54.400]  也沒有什麼利益衝突
[00:09:54.400 --> 00:09:57.400]  大家的生意是不同的
[00:09:57.400 --> 00:10:01.400]  不會搶客的 誰知道這個圖像
[00:10:01.400 --> 00:10:05.400]  擲到這個票簿的人
[00:10:05.400 --> 00:10:12.400]  他想破壞他的生意和破壞他的名聲
[00:10:12.400 --> 00:10:16.400]  於是他就走去向國王造謠
[00:10:16.400 --> 00:10:22.400]  他告訴國王 他說這個票簿的人曾經誇口說
[00:10:22.400 --> 00:10:27.400]  他能夠把任何東西都洗得很潔白
[00:10:27.400 --> 00:10:34.400]  連一隻黑色的帳都可以洗得白白淨淨
[00:10:34.400 --> 00:10:38.400]  國王就下令給這個票簿的人
[00:10:38.400 --> 00:10:47.400]  叫他把黑色的帳洗乾淨 叫做白色
[00:10:47.400 --> 00:10:50.400]  這個票簿的人回覆說
[00:10:50.400 --> 00:10:57.400]  沒問題 請國王叫這個圖像做一個很大的盤
[00:10:57.400 --> 00:11:07.400]  可以把帳放進去 我就可以把帳洗得白白淨淨
[00:11:07.400 --> 00:11:13.400]  於是國王又下令給這個圖像 叫他照做
[00:11:13.400 --> 00:11:17.400]  這個圖像就費了九牛二虎之力
[00:11:17.400 --> 00:11:20.400]  終於做到一隻很大的盤
[00:11:20.400 --> 00:11:26.400]  可以裝得下大象 黑色的象
[00:11:26.400 --> 00:11:33.400]  誰知這隻象一踏在盤上就踩爛了
[00:11:33.400 --> 00:11:36.400]  於是這個圖像繼續努力
[00:11:36.400 --> 00:11:43.400]  再試了幾次 但是都不能夠成功
[00:11:43.400 --> 00:11:49.400]  於是這個圖像在這個時候已經傾家蕩產
[00:11:49.400 --> 00:11:53.400]  故事就講完了
[00:11:53.400 --> 00:11:59.400]  這個故事給我們什麼教訓呢?
[00:11:59.400 --> 00:12:04.400]  很容易就說害人終害己
[00:12:04.400 --> 00:12:06.400]  不是這麼簡單
[00:12:06.400 --> 00:12:09.400]  如果我們教小朋友 跟小朋友講這個故事
[00:12:09.400 --> 00:12:12.400]  我們會告訴小朋友
[00:12:12.400 --> 00:12:15.400]  不要妒忌別人 不要害人
[00:12:15.400 --> 00:12:17.400]  因為會害人終害己
[00:12:17.400 --> 00:12:21.400]  這個教小朋友我們會這樣講
[00:12:21.400 --> 00:12:23.400]  我們成年人需要再想深一層
[00:12:23.400 --> 00:12:30.400]  這個故事究竟教訓我們什麼?
[00:12:30.400 --> 00:12:33.400]  這個故事告訴我們
[00:12:33.400 --> 00:12:43.400]  其實這件事在人生裏 在生活裏 在人性之中是多麼現實
[00:12:43.400 --> 00:12:50.400]  是會無端端出現的
[00:12:50.400 --> 00:12:52.400]  我們想想這個圖像
[00:12:52.400 --> 00:12:54.400]  正如我剛才講的 跟這個漂泊的人
[00:12:54.400 --> 00:12:56.400]  其實是可以相安無事
[00:12:56.400 --> 00:12:58.400]  甚至互相欣賞
[00:12:58.400 --> 00:13:01.400]  是沒有利益衝突 沒有生意上的衝突
[00:13:01.400 --> 00:13:03.400]  沒有爭客的情況
[00:13:03.400 --> 00:13:05.400]  不會影響大家的生意
[00:13:05.400 --> 00:13:11.400]  但為什麼要妒忌對方呢?
[00:13:11.400 --> 00:13:17.400]  可以說無端端心裏生了一種嫉妒的心
[00:13:17.400 --> 00:13:21.400]  控制不了 阻止不了要做出錯事
[00:13:21.400 --> 00:13:29.400]  結果害不了人 害了的是自己
[00:13:29.400 --> 00:13:32.400]  這個正正就是剛才我們讀的聖經所講
[00:13:32.400 --> 00:13:35.400]  嫉妒是骨中的咬爛
[00:13:35.400 --> 00:13:38.400]  嫉妒殺死癡迷人
[00:13:38.400 --> 00:13:43.400]  正正是這個寫照
[00:13:43.400 --> 00:13:48.400]  所以我們必須小心
[00:13:48.400 --> 00:13:52.400]  在生活裏要很小心在意
[00:13:52.400 --> 00:13:55.400]  你想想很多時候我們妒忌別人
[00:13:55.400 --> 00:13:59.400]  那個原因其實是很小的事
[00:13:59.400 --> 00:14:02.400]  甚至第三者聽了覺得有沒有搞錯
[00:14:02.400 --> 00:14:04.400]  這樣的事你都放在心裏
[00:14:04.400 --> 00:14:06.400]  這樣的事你都值得生氣
[00:14:06.400 --> 00:14:08.400]  這樣的事你都值得妒忌
[00:14:08.400 --> 00:14:12.400]  講出來別人都笑
[00:14:12.400 --> 00:14:14.400]  事後回想自己都覺得可笑
[00:14:14.400 --> 00:14:22.400]  有時候妒忌別人的原因
[00:14:22.400 --> 00:14:25.400]  所以我們要很小心
[00:14:25.400 --> 00:14:33.400]  一不留神 嫉妒就會在我們心裏滋長出來
[00:14:33.400 --> 00:14:39.400]  然後我們就會做出錯事
[00:14:39.400 --> 00:14:47.400]  另一方面 嫉妒的確是一種很詭秘的東西
[00:14:47.400 --> 00:14:54.400]  是一種防不勝防 無孔不入的攻擊
[00:14:54.400 --> 00:15:00.400]  嫉妒會出現在我們家裏 攻擊我們
[00:15:00.400 --> 00:15:04.400]  我們嫉妒我們的配偶 家人
[00:15:04.400 --> 00:15:06.400]  這件事很奇怪
[00:15:06.400 --> 00:15:08.400]  我們的配偶 我們的家人
[00:15:08.400 --> 00:15:12.400]  應該是我們所愛 所支持
[00:15:12.400 --> 00:15:15.400]  我們卻很多時候不知道為什麼
[00:15:15.400 --> 00:15:17.400]  因為一些很小的事
[00:15:17.400 --> 00:15:20.400]  因此事後回想都不值得一笑的事
[00:15:20.400 --> 00:15:27.400]  我們會嫉妒我們的配偶 家人
[00:15:27.400 --> 00:15:31.400]  每一個家庭都會受到這種攻擊
[00:15:31.400 --> 00:15:34.400]  不是因為一些很淑齡的家庭就沒事
[00:15:34.400 --> 00:15:39.400]  不是 嫉妒攻擊任何層面的家庭
[00:15:39.400 --> 00:15:46.400]  比如我們所熟悉 世界知名的華里克牧師Wick Warren
[00:15:46.400 --> 00:15:49.400]  他寫過好幾本出名的書
[00:15:49.400 --> 00:15:54.400]  他有一本很出名的書叫做《彪竿人生》
[00:15:54.400 --> 00:15:58.400]  我們差不多每一個團契都用過這本書
[00:15:58.400 --> 00:16:06.400]  亞國團契好像現在還在用
[00:16:06.400 --> 00:16:09.400]  他所屬的教會 馬鞍峰教會
[00:16:09.400 --> 00:16:14.400]  也可以說是全球數一數二出名的教會
[00:16:14.400 --> 00:16:17.400]  不過今天我不是講華里克牧師
[00:16:17.400 --> 00:16:23.400]  我是講他太太 Kate
[00:16:23.400 --> 00:16:30.400]  Kate寫了一本書 是講他的心路歷程
[00:16:30.400 --> 00:16:37.400]  她說曾經有一段日子 她非常嫉妒她丈夫的成就成功
[00:16:37.400 --> 00:16:40.400]  和感受別人的愛戴
[00:16:40.400 --> 00:16:42.400]  她嫉妒到一個程度
[00:16:42.400 --> 00:16:46.400]  她簡直希望她的丈夫能夠倒下來
[00:16:46.400 --> 00:16:53.400]  她希望教會和她所做的事工會失敗
[00:16:53.400 --> 00:16:56.400]  很奇怪吧
[00:16:56.400 --> 00:17:00.400]  這麼出名的牧師 連師母都會出名
[00:17:00.400 --> 00:17:05.400]  但她竟然會嫉妒她自己的丈夫
[00:17:05.400 --> 00:17:12.400]  她本應替丈夫的成就和成功高興才對
[00:17:12.400 --> 00:17:18.400]  但不知為何 她會這樣嫉妒她丈夫
[00:17:18.400 --> 00:17:23.400]  她說現在想起來都覺得可怕
[00:17:23.400 --> 00:17:28.400]  幸在她後來所謂懸崖勒馬
[00:17:28.400 --> 00:17:34.400]  將心裏的心魔驅走
[00:17:34.400 --> 00:17:38.400]  否則當然會影響教會 影響事工
[00:17:38.400 --> 00:17:46.400]  更加會影響他們夫妻的關係
[00:17:46.400 --> 00:17:59.400]  在她的書裏 她說的確有幾年夫妻關係很受影響
[00:17:59.400 --> 00:18:03.400]  我們不應該嫉妒我們的配偶
[00:18:03.400 --> 00:18:05.400]  不應該嫉妒他們的成就
[00:18:05.400 --> 00:18:07.400]  不應該嫉妒他們的成功
[00:18:07.400 --> 00:18:10.400]  不應該嫉妒他們被人愛戴
[00:18:10.400 --> 00:18:17.400]  有時候真的不知為何 你就好了 這樣就開始嫉妒了
[00:18:17.400 --> 00:18:20.400]  不是 她好 像香港人說的
[00:18:20.400 --> 00:18:27.400]  你好我就好 我好你也好 大家都好
[00:18:27.400 --> 00:18:36.400]  可能我們需要這樣想
[00:18:36.400 --> 00:18:41.400]  嫉妒也會在工作的地方攻擊我們
[00:18:41.400 --> 00:18:50.400]  會在公司 會在學校 會在餐館 會在社會攻擊我們
[00:18:50.400 --> 00:18:57.400]  會因為一些很小的事 很小的利益 很小的優待 很小的成就
[00:18:57.400 --> 00:19:01.400]  就會激起我們有嫉妒的心
[00:19:01.400 --> 00:19:06.400]  小的可以破壞彼此的關係
[00:19:06.400 --> 00:19:13.400]  大的 我們會去傷害人 會犯罪
[00:19:13.400 --> 00:19:19.400]  所以我們要很小心在意 要忍耐
[00:19:19.400 --> 00:19:23.400]  嫉妒也會在教會裏面發生
[00:19:23.400 --> 00:19:26.400]  在教會裏面我們會彼此攻擊
[00:19:26.400 --> 00:19:30.400]  在侍奉裏面會攻擊我們
[00:19:30.400 --> 00:19:35.400]  侍奉神原本是一件很榮耀 很喜樂的事
[00:19:35.400 --> 00:19:41.400]  和一班弟兄姊妹一起侍奉 更加是一件很喜樂的事
[00:19:41.400 --> 00:19:46.400]  但是 久不久 就是不知道因為甚麼事
[00:19:46.400 --> 00:19:51.400]  我們就會生出嫉妒的心
[00:19:51.400 --> 00:19:56.400]  可能會嫉妒另外一些人的恩賜才能
[00:19:56.400 --> 00:20:03.400]  可能會嫉妒他們 被別人稱讚 被別人愛戴 被別人擁護
[00:20:03.400 --> 00:20:07.400]  甚至有時很奇怪 我們會嫉妒別人
[00:20:07.400 --> 00:20:12.400]  為甚麼他們侍奉得這麼喜樂呢?
[00:20:12.400 --> 00:20:18.400]  而自己好像侍奉得這麼辛苦 埋怨
[00:20:18.400 --> 00:20:20.400]  為甚麼別人侍奉得這麼喜樂呢?
[00:20:20.400 --> 00:20:25.400]  就是這樣 可能會這樣嫉妒別人
[00:20:25.400 --> 00:20:28.400]  但是當我們靜下來去想的時候
[00:20:28.400 --> 00:20:31.400]  我們會覺得 有沒有搞錯呀?
[00:20:31.400 --> 00:20:33.400]  怎麼會為這些事來嫉妒呢?
[00:20:33.400 --> 00:20:35.400]  應該為這些事來感恩吧?
[00:20:35.400 --> 00:20:39.400]  甚至跟他們說一些欣賞的說話
[00:20:39.400 --> 00:20:46.400]  大家豈不是很喜樂地一起侍奉呢?
[00:20:46.400 --> 00:20:51.400]  嫉妒的一些表現呢
[00:20:51.400 --> 00:20:56.400]  表現途徑可以是 譬如說話
[00:20:56.400 --> 00:20:58.400]  說一些不應該說的話
[00:20:58.400 --> 00:21:01.400]  面色 給別人看面色
[00:21:01.400 --> 00:21:05.400]  或者很簡單直接就是不合作
[00:21:05.400 --> 00:21:14.400]  抽離 退出來 不做 冷漠 冷淡
[00:21:14.400 --> 00:21:20.400]  最差當然就是去詆毀 去攻擊
[00:21:20.400 --> 00:21:23.400]  所以我們要想
[00:21:23.400 --> 00:21:29.400]  我們有沒有這樣的質度呢?
[00:21:29.400 --> 00:21:32.400]  如果我們發覺有一點點的時候
[00:21:32.400 --> 00:21:34.400]  我們馬上就要行動
[00:21:34.400 --> 00:21:37.400]  馬上要認真對付
[00:21:37.400 --> 00:21:40.400]  要禱告 要認罪
[00:21:40.400 --> 00:21:45.400]  要馬上把那種心魔驅走
[00:21:45.400 --> 00:21:50.400]  絕對不可以容讓這些小小的
[00:21:50.400 --> 00:21:53.400]  質度的種子留在心裏面
[00:21:53.400 --> 00:21:56.400]  不可以留在骨裏面
[00:21:56.400 --> 00:22:01.400]  否則會扭爛成為你的
[00:22:01.400 --> 00:22:04.400]  不要讓它留在自己裏面
[00:22:04.400 --> 00:22:08.400]  不要讓它繼續在滋長
[00:22:08.400 --> 00:22:13.400]  否則最終會浮現出來
[00:22:13.400 --> 00:22:19.400]  我們會做錯事 會犯罪
[00:22:19.400 --> 00:22:21.400]  我感謝神在我們當中
[00:22:21.400 --> 00:22:23.400]  我看不到在侍奉裏面
[00:22:23.400 --> 00:22:26.400]  會因為有明顯的妒忌
[00:22:26.400 --> 00:22:31.400]  而出現紛爭
[00:22:31.400 --> 00:22:35.400]  我期待大家弟兄姊妹
[00:22:35.400 --> 00:22:37.400]  是一起去享受
[00:22:37.400 --> 00:22:42.400]  一起侍奉那種喜樂
[00:22:42.400 --> 00:22:48.400]  我們看加拉太書五章二十五節
[00:22:48.400 --> 00:22:50.400]  「我們若是靠聖靈得生
[00:22:50.400 --> 00:22:53.400]  就當靠聖靈行事」二十六節
[00:22:53.400 --> 00:22:55.400]  「不要貪圖虛名
[00:22:55.400 --> 00:22:59.400]  彼此惹氣 互相嫉妒」
[00:22:59.400 --> 00:23:03.400]  這裏講得很清楚
[00:23:03.400 --> 00:23:05.400]  侍奉 如果我們真是一個
[00:23:05.400 --> 00:23:08.400]  從生得救的人
[00:23:08.400 --> 00:23:11.400]  我們不應該在侍奉裏面貪圖虛名
[00:23:11.400 --> 00:23:14.400]  亦不要彼此惹氣 引起爭論
[00:23:14.400 --> 00:23:17.400]  更加不要互相嫉妒
[00:23:17.400 --> 00:23:20.400]  侍奉不應該是貪圖別人的稱讚
[00:23:20.400 --> 00:23:23.400]  或者是貪圖別人的擁護
[00:23:23.400 --> 00:23:30.400]  侍奉是一個侍奉神的福氣和喜樂
[00:23:30.400 --> 00:23:34.400]  我又看亞各書三章十六節
[00:23:34.400 --> 00:23:36.400]  「在何處有嫉妒紛爭
[00:23:36.400 --> 00:23:42.400]  就在何處有擾亂和各樣的壞事」
[00:23:42.400 --> 00:23:48.400]  這句話正正講了剛才我要講的東西
[00:23:48.400 --> 00:23:51.400]  有沒有解救辦法呢?
[00:23:51.400 --> 00:23:55.400]  當然有 第十七節
[00:23:55.400 --> 00:23:58.400]  「唯獨從上頭而來的智慧
[00:23:58.400 --> 00:24:00.400]  先是清潔 後是和平
[00:24:00.400 --> 00:24:03.400]  溫涼柔順 滿有憐憫
[00:24:03.400 --> 00:24:11.400]  多潔善果 末有偏見 末有假冒」
[00:24:11.400 --> 00:24:14.400]  是不是很好?
[00:24:14.400 --> 00:24:16.400]  所有這些都是非常好的
[00:24:16.400 --> 00:24:22.400]  基督徒應該有的品格和行為
[00:24:22.400 --> 00:24:25.400]  如果你有這些品格行為
[00:24:25.400 --> 00:24:29.400]  我可以說你在人生裏無往而不利
[00:24:29.400 --> 00:24:32.400]  你的人生一定會很喜樂滿足
[00:24:32.400 --> 00:24:36.400]  再看看這些字 看看這些東西
[00:24:36.400 --> 00:24:41.400]  神要我們追求這些德行
[00:24:41.400 --> 00:24:49.400]  尤其是在家裏面 在婚姻裏面
[00:24:49.400 --> 00:24:53.400]  當你用這些恩典
[00:24:53.400 --> 00:24:58.400]  用這些德行彼此對待的時候
[00:24:58.400 --> 00:25:03.400]  我保證你能夠有喜樂滿足
[00:25:03.400 --> 00:25:08.400]  求聖靈幫助我們養成不疾度的愛
[00:25:08.400 --> 00:25:10.400]  這是第一點
[00:25:10.400 --> 00:25:17.400]  講第二點
[00:25:17.400 --> 00:25:21.400]  第二點是不自誇的愛
[00:25:21.400 --> 00:25:26.400]  我們看看哥林多前書十三章第四節
[00:25:26.400 --> 00:25:28.400]  最後那裏
[00:25:28.400 --> 00:25:32.400]  「愛是不自誇不張狂」
[00:25:32.400 --> 00:25:38.400]  我們先講愛是不自誇
[00:25:38.400 --> 00:25:44.400]  自誇當然是自大 自高自大
[00:25:44.400 --> 00:25:51.400]  也是自吹自擂的意思
[00:25:51.400 --> 00:25:53.400]  自高自大 自吹自擂
[00:25:53.400 --> 00:25:58.400]  自吹得很大 像吹氣球一樣
[00:25:58.400 --> 00:26:01.400]  吹得太大會爆
[00:26:01.400 --> 00:26:05.400]  另外像青蛙一樣
[00:26:05.400 --> 00:26:10.400]  青蛙本來很小 但吹大了腮
[00:26:10.400 --> 00:26:13.400]  大很多
[00:26:13.400 --> 00:26:15.400]  聽說是用來嚇人的
[00:26:15.400 --> 00:26:18.400]  嚇攻擊牠的人 攻擊牠的動物
[00:26:18.400 --> 00:26:25.400]  突然叫牠行仗這麼厲害 有點害怕
[00:26:25.400 --> 00:26:27.400]  另外像雞泡魚一樣
[00:26:27.400 --> 00:26:33.400]  一鞠躬起來 整條魚可以大幾倍
[00:26:33.400 --> 00:26:37.400]  但這是強行自吹自擂
[00:26:37.400 --> 00:26:42.400]  吹大了是不真實的
[00:26:42.400 --> 00:26:47.400]  不真實還會產生很多壞的後果
[00:26:47.400 --> 00:26:51.400]  自誇這個字在聖經裡用的時候
[00:26:51.400 --> 00:26:56.400]  也包括一種說得很漂亮的意思
[00:26:56.400 --> 00:27:01.400]  某程度上是吹噓作大的意思
[00:27:01.400 --> 00:27:08.400]  也可以解作自誇是志在表現自己
[00:27:08.400 --> 00:27:17.400]  自己表現自己
[00:27:17.400 --> 00:27:22.400]  剛才我們說過 窒道的人有兩種反應
[00:27:22.400 --> 00:27:26.400]  第一是想摧毀別人的優點和功勞
[00:27:26.400 --> 00:27:42.400]  另一方面是吹噓自己的優點 甚至吹噓自己更厲害
[00:27:42.400 --> 00:27:51.400]  所以窒道和自誇是互相有關連的
[00:27:51.400 --> 00:28:00.400]  有一位古教父奧古斯丁對這句聖經有這樣的評論
[00:28:00.400 --> 00:28:08.400]  我翻譯他的英文意思
[00:28:08.400 --> 00:28:11.400]  他說愛是不窒道的原因
[00:28:11.400 --> 00:28:19.400]  是因為這種愛不是吹噓自誇得來的
[00:28:19.400 --> 00:28:27.400]  如果這種愛是來自吹噓自誇的
[00:28:27.400 --> 00:28:34.400]  就必定會產生妒忌
[00:28:34.400 --> 00:28:39.400]  吹噓自誇其實是沒有的 是不真實的
[00:28:39.400 --> 00:28:41.400]  是作出來的
[00:28:41.400 --> 00:28:48.400]  不真誠的愛就會令人產生窒道
[00:28:48.400 --> 00:28:53.400]  如果你真心愛一個人 你不會窒道他
[00:28:53.400 --> 00:28:56.400]  如果你真心愛你的配偶 你不會窒道他
[00:28:56.400 --> 00:29:00.400]  你真心愛你的子女 你不會窒道他們
[00:29:00.400 --> 00:29:05.400]  你真心愛你的家人 愛你的朋友 你不會窒道他們
[00:29:05.400 --> 00:29:18.400]  但是是作出來的 作大的 吹噓的 就會產生窒道
[00:29:18.400 --> 00:29:23.400]  差不多二千年前的古教父奧古斯丁
[00:29:23.400 --> 00:29:35.400]  都已經這樣看自誇和窒道是關聯的 是影響一個
[00:29:35.400 --> 00:29:40.400]  我又講講較為近代的人怎樣看
