
[00:00:00.000 --> 00:00:01.440]  好 各位差大英節目 你們好
[00:01:47.700 --> 00:01:51.700]  但是我擔心有些人今天上財經班
[00:01:51.700 --> 00:01:54.200]  但是可能下個星期或者再下個星期
[00:01:54.200 --> 00:01:57.200]  他沒有出現的時候就不知道這些人的結果
[00:01:57.200 --> 00:01:58.700]  所以我就會這樣的
[00:01:58.700 --> 00:02:01.700]  就是將那些人怎麼樣對待大衛
[00:02:01.700 --> 00:02:04.200]  而及後他的結果是會怎麼樣呢
[00:02:04.200 --> 00:02:06.200]  就放在一起來看的
[00:02:06.200 --> 00:02:10.200]  那麼中間我們就會跳了大衛怎麼樣
[00:02:10.200 --> 00:02:14.700]  可以再拿回自己的王位 可以敗部復活
[00:02:14.700 --> 00:02:17.200]  這個就留待下個星期我們才去看的
[00:02:17.200 --> 00:02:21.200]  那麼《聖經》裡面那個重點請你記載
[00:02:21.200 --> 00:02:22.700]  絕對不是放在戰爭裡面
[00:02:22.700 --> 00:02:24.200]  次次都不是放在戰爭裡面
[00:02:24.200 --> 00:02:28.200]  所以一兩句話就已經可能輕描淡寫地
[00:02:28.200 --> 00:02:30.200]  就完了那場的戰爭
[00:02:30.200 --> 00:02:33.200]  反而我們要留意《聖經》的焦點在哪裡呢
[00:02:33.200 --> 00:02:36.200]  這裡就是講到那些人怎麼樣對待他
[00:02:36.200 --> 00:02:38.700]  如果你留意到是分了兩組人的
[00:02:38.700 --> 00:02:41.200]  一組人就是對大衛很好的
[00:02:41.200 --> 00:02:44.700]  另外一組人就是對大衛是很差的
[00:02:44.700 --> 00:02:49.700]  而同樣的 兩組都是有七個人
[00:02:49.700 --> 00:02:52.700]  所以我們就要看這些人
[00:02:52.700 --> 00:02:54.700]  他們的重點是怎麼樣
[00:02:54.700 --> 00:02:58.700]  好 第一就是很忠心耿耿的僱傭兵
[00:02:58.700 --> 00:03:02.200]  好 我們先來看第十八節
[00:03:02.200 --> 00:03:05.200]  《撒布爾記》第十五章第十八節
[00:03:05.200 --> 00:03:08.200]  黃的臣僕都在他面前過去
[00:03:08.200 --> 00:03:10.200]  基里提人 比利提人
[00:03:10.200 --> 00:03:14.200]  就是從加特跟隨黃來的六百人
[00:03:14.200 --> 00:03:16.700]  也都在他面前過去
[00:03:16.700 --> 00:03:20.200]  這裡提到基里提人 比利提人
[00:03:20.200 --> 00:03:23.700]  這些人就是跟隨大衛那六百人的
[00:03:23.700 --> 00:03:26.700]  記不記得大衛後來逃亡的時候
[00:03:26.700 --> 00:03:30.700]  解救了基依拉 後來繼續要逃亡
[00:03:30.700 --> 00:03:32.700]  然後有一幫人去跟隨他
[00:03:32.700 --> 00:03:36.200]  他和大衛生活了一段時間
[00:03:36.200 --> 00:03:39.700]  後來他和大衛一起投奔
[00:03:39.700 --> 00:03:42.200]  比利時王的加特
[00:03:42.200 --> 00:03:45.700]  如果你看回 我們在《茶經》裡面
[00:03:45.700 --> 00:03:49.700]  就會說歷戰和逆戰 逆戰先贏
[00:03:49.700 --> 00:03:52.700]  就是叛逆自己的性格去打仗
[00:03:52.700 --> 00:03:56.700]  然後也都拼命去救自己這些被擄走的人
[00:03:56.700 --> 00:03:59.700]  大家在網上 在YouTube可以聽聽
[00:03:59.700 --> 00:04:03.700]  加特人 以太就是六百人之中
[00:04:03.700 --> 00:04:05.700]  就是其中一個人
[00:04:05.700 --> 00:04:08.700]  很值得我們欣賞的是什麼呢
[00:04:08.700 --> 00:04:11.700]  就是 老實說
[00:04:11.700 --> 00:04:13.700]  人在流亡的時候
[00:04:13.700 --> 00:04:16.700]  當然很想找些人跟他一起走
[00:04:16.700 --> 00:04:18.700]  互相的扶持
[00:04:18.700 --> 00:04:21.700]  或者有更多的支持者
[00:04:21.700 --> 00:04:23.700]  加強自己的信心
[00:04:23.700 --> 00:04:25.700]  有更多的人跟著你
[00:04:25.700 --> 00:04:28.700]  將來反擊的力量都大 是不是
[00:04:28.700 --> 00:04:31.700]  但竟然大衛很特別
[00:04:31.700 --> 00:04:33.700]  他來帶去
[00:04:33.700 --> 00:04:35.700]  叫這些人不要跟他
[00:04:35.700 --> 00:04:38.700]  我們一起來看 《十步易記》第十五章
[00:04:38.700 --> 00:04:40.700]  十九到二十節
[00:04:40.700 --> 00:04:43.700]  就是我剛才所提到的一個人叫以太
[00:05:09.700 --> 00:05:12.700]  首先我們要欣賞大衛在這一刻裏面很好
[00:05:12.700 --> 00:05:14.700]  他逃亡了
[00:05:14.700 --> 00:05:16.700]  但是有些人肯跟隨他
[00:05:16.700 --> 00:05:17.700]  他都說你不要跟著我了
[00:05:17.700 --> 00:05:19.700]  不如你回去吧
[00:05:19.700 --> 00:05:22.700]  他不是為了要鞏固自己的地位
[00:05:22.700 --> 00:05:24.700]  希望有更多人來支持他
[00:05:24.700 --> 00:05:26.700]  值得我們欣賞
[00:05:26.700 --> 00:05:29.700]  但更加值得欣賞就是這個加特人 以太
[00:05:29.700 --> 00:05:32.700]  加特人 即是菲律師人
[00:05:32.700 --> 00:05:36.700]  是曾經被大家對峙過的人
[00:05:36.700 --> 00:05:41.700]  而我們都看到他跟隨大衛不是很久
[00:05:41.700 --> 00:05:43.700]  他沒有責任
[00:05:43.700 --> 00:05:45.700]  也沒有這些所謂的民族感情
[00:05:45.700 --> 00:05:47.700]  民族大義
[00:05:47.700 --> 00:05:49.700]  要來跟大衛共同進退
[00:05:49.700 --> 00:05:53.700]  但他卻是非常忠心於大衛
[00:05:53.700 --> 00:05:55.700]  甚至向王發誓
[00:05:55.700 --> 00:05:58.700]  我要和你同生共死
[00:05:58.700 --> 00:06:01.700]  這時候將自己的生命
[00:06:01.700 --> 00:06:04.700]  前途 去置諸於道外
[00:06:04.700 --> 00:06:06.700]  我們看看十二月記下
[00:06:06.700 --> 00:06:08.700]  第十五章 第十一節
[00:06:08.700 --> 00:06:10.700]  就是當大衛要走的時候
[00:06:10.700 --> 00:06:12.700]  他作出了什麼回應
[00:06:12.700 --> 00:06:13.700]  以太對王說
[00:06:13.700 --> 00:06:16.700]  我子著永生的耶和華起誓
[00:06:16.700 --> 00:06:18.700]  又敢在王面前起誓
[00:06:18.700 --> 00:06:20.700]  無論生死 王在那裡
[00:06:20.700 --> 00:06:23.700]  僕人也必在那裡
[00:06:23.700 --> 00:06:25.700]  所以要致敬的
[00:06:25.700 --> 00:06:29.700]  即是他不是希伯來人
[00:06:29.700 --> 00:06:32.700]  但他竟然這麼忠心於大衛
[00:06:32.700 --> 00:06:34.700]  很大的對比
[00:06:34.700 --> 00:06:35.700]  大衛是被自己的兒子
[00:06:35.700 --> 00:06:37.700]  親生兒子亞撒隆
[00:06:37.700 --> 00:06:38.700]  來大衛背叛
[00:06:38.700 --> 00:06:41.700]  但以太不單單是外邦人
[00:06:41.700 --> 00:06:44.700]  更加是一個逃亡者
[00:06:44.700 --> 00:06:47.700]  你來的日子不多
[00:06:47.700 --> 00:06:50.700]  但這幫逃亡者可能欠債
[00:06:50.700 --> 00:06:53.700]  被債主來大衛去追
[00:06:53.700 --> 00:06:54.700]  他深深感受到
[00:06:54.700 --> 00:06:56.700]  大衛對他們的眷顧
[00:06:56.700 --> 00:07:00.700]  所以他會來大衛跟隨大衛
[00:07:00.700 --> 00:07:01.700]  大衛在流亡之中
[00:07:01.700 --> 00:07:03.700]  也沒有責任
[00:07:03.700 --> 00:07:05.700]  要照顧這些外邦人
[00:07:05.700 --> 00:07:07.700]  和給他們機會去服侍
[00:07:07.700 --> 00:07:09.700]  但他仍然死心塌地
[00:07:09.700 --> 00:07:11.700]  去跟隨大衛
[00:07:11.700 --> 00:07:15.700]  及後以太就成為大衛
[00:07:15.700 --> 00:07:18.700]  在他自己反攻的戰爭之中
[00:07:18.700 --> 00:07:20.700]  三個的帶領者
[00:07:20.700 --> 00:07:23.700]  三頭車馬其中之一
[00:07:23.700 --> 00:07:25.700]  甚至和元帥弱額
[00:07:25.700 --> 00:07:27.700]  平起平坐的
[00:07:27.700 --> 00:07:29.700]  我們一起來看
[00:07:29.700 --> 00:07:31.700]  第十八章第二節
[00:07:31.700 --> 00:07:34.700]  跳了第十五章的經文
[00:07:34.700 --> 00:07:36.700]  來看他的下場
[00:07:36.700 --> 00:07:38.700]  大衛打八軍兵出戰
[00:07:38.700 --> 00:07:39.700]  分為三隊
[00:07:39.700 --> 00:07:41.700]  一隊在弱額手下
[00:07:41.700 --> 00:07:43.700]  一隊在洗腦瓦的兒子
[00:07:43.700 --> 00:07:45.700]  弱額弟兄
[00:07:45.700 --> 00:07:47.700]  兄弟阿比西手下
[00:07:47.700 --> 00:07:49.700]  一隊在加特人以太手下
[00:07:49.700 --> 00:07:51.700]  大衛對軍兵說
[00:07:51.700 --> 00:07:53.700]  我必與你們一同出戰
[00:07:53.700 --> 00:07:55.700]  看到嗎
[00:07:55.700 --> 00:07:57.700]  我絕對相信
[00:07:57.700 --> 00:07:59.700]  以太他不是為了要
[00:07:59.700 --> 00:08:01.700]  搏升職
[00:08:01.700 --> 00:08:03.700]  因為記住大衛一齊流亡
[00:08:03.700 --> 00:08:05.700]  即是他沒有什麼權力
[00:08:05.700 --> 00:08:09.700]  但他仍然離大衛這麼忠心
[00:08:09.700 --> 00:08:12.700]  所以後來成為三頭車馬之一
[00:08:12.700 --> 00:08:14.700]  這個很寶貴
[00:08:14.700 --> 00:08:17.700]  很真我都認識一些人
[00:08:17.700 --> 00:08:20.700]  特別是一些很有錢的人
[00:08:20.700 --> 00:08:22.700]  他們請的保鏢
[00:08:22.700 --> 00:08:24.700]  有身份證的
[00:08:24.700 --> 00:08:26.700]  是居家兵
[00:08:26.700 --> 00:08:28.700]  居家兵是什麼呢
[00:08:28.700 --> 00:08:30.700]  就是以前在英國的時候
[00:08:30.700 --> 00:08:31.700]  統治的時候
[00:08:31.700 --> 00:08:33.700]  他們都是一些僱傭兵
[00:08:33.700 --> 00:08:35.700]  但後來回歸了解散了
[00:08:35.700 --> 00:08:37.700]  很多居家兵就被一些富豪
[00:08:37.700 --> 00:08:39.700]  帶去接受
[00:08:39.700 --> 00:08:41.700]  請他們去做保鏢
[00:08:41.700 --> 00:08:44.700]  因為他們是非常忠心的
[00:08:44.700 --> 00:08:47.700]  反而他們會怕自己人
[00:08:47.700 --> 00:08:49.700]  可能會出賣
[00:08:49.700 --> 00:08:51.700]  有一次我是去中銀中心
[00:08:51.700 --> 00:08:53.700]  坐了升降機
[00:08:53.700 --> 00:08:56.700]  原來李嘉誠其中一個兒子來
[00:08:56.700 --> 00:08:58.700]  有四個人
[00:08:58.700 --> 00:09:00.700]  前後保護著他
[00:09:00.700 --> 00:09:03.700]  四個都是居家兵
[00:09:03.700 --> 00:09:04.700]  所以你留意到
[00:09:04.700 --> 00:09:06.700]  原來一些外籍人士
[00:09:06.700 --> 00:09:08.700]  仍然可能是很忠心的
[00:09:08.700 --> 00:09:10.700]  第二班人是什麼呢
[00:09:10.700 --> 00:09:13.700]  這個是很值得我們思想
[00:09:13.700 --> 00:09:14.700]  和探討的
[00:09:14.700 --> 00:09:17.700]  就是無間道的祭司
[00:09:17.700 --> 00:09:20.700]  第二批跟隨大衛的人
[00:09:20.700 --> 00:09:24.700]  就是祭司薩督、利美人
[00:09:24.700 --> 00:09:27.700]  和阿比亞他這些宗教人士
[00:09:27.700 --> 00:09:28.700]  而且更重要
[00:09:28.700 --> 00:09:30.700]  不只是祭司來
[00:09:30.700 --> 00:09:32.700]  還抬著約櫃來
[00:09:32.700 --> 00:09:34.700]  第十五章二十四節
[00:09:34.700 --> 00:09:36.700]  薩督和台
[00:09:36.700 --> 00:09:39.700]  神約櫃的利美人也一同來了
[00:09:39.700 --> 00:09:41.700]  將神的約櫃放下
[00:09:41.700 --> 00:09:43.700]  阿比亞他上來
[00:09:43.700 --> 00:09:47.700]  等著眾民從城裡出來過去
[00:09:47.700 --> 00:09:50.700]  看到嗎 這班神的僕人
[00:09:50.700 --> 00:09:52.700]  要跟隨大衛
[00:09:52.700 --> 00:09:56.700]  甚至連神同在的象徵
[00:09:56.700 --> 00:09:58.700]  約櫃都抬過來
[00:09:58.700 --> 00:09:59.700]  我們要記得
[00:09:59.700 --> 00:10:02.700]  阿比亞他和薩督是什麼人
[00:10:02.700 --> 00:10:05.700]  原來薩督和阿比亞他在大衛統治期間
[00:10:05.700 --> 00:10:09.700]  是一起承擔著祭司的職份
[00:10:09.700 --> 00:10:12.700]  那阿比亞他是誰呢
[00:10:12.700 --> 00:10:15.700]  是祭司以利的後裔
[00:10:15.700 --> 00:10:17.700]  為什麼以利呢 有兩個兒子
[00:10:17.700 --> 00:10:19.700]  但是很不肖的
[00:10:19.700 --> 00:10:22.700]  他們三個人同一天死亡
[00:10:22.700 --> 00:10:24.700]  但是原來阿比亞他
[00:10:24.700 --> 00:10:27.700]  就是以利的後裔
[00:10:27.700 --> 00:10:29.700]  而逃亡的時候
[00:10:29.700 --> 00:10:33.700]  記得大衛騙了祭司
[00:10:33.700 --> 00:10:36.700]  我覺得大衛在這方面是很恐怖的
[00:10:36.700 --> 00:10:38.700]  在我們查經百人之死
[00:10:38.700 --> 00:10:40.700]  有講到這件事
[00:10:40.700 --> 00:10:42.700]  就是說什麼呢
[00:10:42.700 --> 00:10:45.700]  我現在給蘇羅 我們的王
[00:10:45.700 --> 00:10:47.700]  通知我做一個秘密任務
[00:10:47.700 --> 00:10:49.700]  就去找祭司
[00:10:49.700 --> 00:10:51.700]  問他拿了陳設餅吃
[00:10:51.700 --> 00:10:54.700]  接著又拿了薩哥利亞的刀
[00:10:54.700 --> 00:10:55.700]  那時候祭司不知道
[00:10:55.700 --> 00:10:57.700]  就來帶去給了他
[00:10:57.700 --> 00:11:00.700]  結果現在又鞠躬文化
[00:11:00.700 --> 00:11:03.700]  原來當時有一個人叫以東人多益
[00:11:03.700 --> 00:11:05.700]  就去打小報告
[00:11:05.700 --> 00:11:07.700]  告訴蘇羅
[00:11:07.700 --> 00:11:10.700]  誣告這班祭司
[00:11:10.700 --> 00:11:12.700]  去幫助大衛
[00:11:12.700 --> 00:11:14.700]  結果蘇羅很生氣
[00:11:14.700 --> 00:11:16.700]  就下命令將整個祭司城的人
[00:11:16.700 --> 00:11:18.700]  帶去殺了
[00:11:18.700 --> 00:11:23.700]  只有阿比亞他走掉了
[00:11:23.700 --> 00:11:25.700]  要投靠大衛
[00:11:25.700 --> 00:11:27.700]  所以阿比亞他就成為
[00:11:27.700 --> 00:11:30.700]  大衛王朝裡面的祭司了
[00:11:30.700 --> 00:11:32.700]  也是正統的信仰
[00:11:32.700 --> 00:11:35.700]  已經站在大衛那邊了
[00:11:35.700 --> 00:11:40.700]  因為阿比亞他他押錯了注
[00:11:40.700 --> 00:11:42.700]  當大衛晚年的時候
[00:11:42.700 --> 00:11:45.700]  大衛有個兒子叫亞多尼亞
[00:11:45.700 --> 00:11:46.700]  稍後我們會看的了
[00:11:46.700 --> 00:11:48.700]  他要自立為王
[00:11:48.700 --> 00:11:50.700]  那阿比亞他
[00:11:50.700 --> 00:11:52.700]  他就會計算我這個
[00:11:52.700 --> 00:11:55.700]  應該是正式的繼承人
[00:11:55.700 --> 00:11:58.700]  就去支持阿比亞他
[00:11:58.700 --> 00:12:00.700]  結果就被蘇羅門
[00:12:00.700 --> 00:12:02.700]  隔除了他的職位
[00:12:02.700 --> 00:12:04.700]  在獵王記上第一章的第七節
[00:12:04.700 --> 00:12:06.700]  我們沒有打出來
[00:12:06.700 --> 00:12:08.700]  所以其後蘇羅門
[00:12:08.700 --> 00:12:10.700]  就可以用謀反的罪
[00:12:10.700 --> 00:12:13.700]  去殺阿比亞他
[00:12:13.700 --> 00:12:16.700]  但是因為紀念這一次的恩情
[00:12:16.700 --> 00:12:17.700]  只是將他怎麼樣呢
[00:12:17.700 --> 00:12:19.700]  解除職務而已
[00:12:19.700 --> 00:12:21.700]  我們看看獵王記上
[00:12:21.700 --> 00:12:23.700]  第二章26到27節
[00:12:23.700 --> 00:12:25.700]  王對祭司阿比亞他說
[00:12:25.700 --> 00:12:29.700]  你回阿拿特歸自己的田地去吧
[00:12:29.700 --> 00:12:31.700]  你本是該死的
[00:12:31.700 --> 00:12:34.700]  但因你在我父親大衛面前
[00:12:34.700 --> 00:12:36.700]  抬過主耶和華的若跪
[00:12:36.700 --> 00:12:39.700]  又與我父親同受一切苦難
[00:12:39.700 --> 00:12:41.700]  所以我今日不將你殺死
[00:12:41.700 --> 00:12:44.700]  蘇羅門就隔除阿比亞他
[00:12:44.700 --> 00:12:46.700]  不許他作耶和華的祭司
[00:12:46.700 --> 00:12:49.700]  這樣便應驗耶和華再試羅
[00:12:49.700 --> 00:12:52.700]  論以你家所說的話
[00:12:52.700 --> 00:12:53.700]  看到嗎
[00:12:53.700 --> 00:12:57.700]  這裡就是追溯之前這件事
[00:12:57.700 --> 00:13:01.700]  因為阿比亞他都肯跟隨大衛
[00:13:01.700 --> 00:13:02.700]  所以蘇羅門說
[00:13:02.700 --> 00:13:03.700]  其實我可以殺你
[00:13:03.700 --> 00:13:05.700]  告你叛國罪
[00:13:05.700 --> 00:13:07.700]  但現在算了
[00:13:07.700 --> 00:13:10.700]  我就來帶你去解除你的職務
[00:13:10.700 --> 00:13:11.700]  你回鄉下耕田好了
[00:13:11.700 --> 00:13:14.700]  結果就不能再做祭司
[00:13:14.700 --> 00:13:18.700]  這時也應驗了神的說話
[00:13:18.700 --> 00:13:20.700]  因為當日神宣告以利家
[00:13:20.700 --> 00:13:21.700]  是不會再有人
[00:13:21.700 --> 00:13:24.700]  帶你去延續祭司職位
[00:13:24.700 --> 00:13:27.700]  是可以帶你去世襲的
[00:13:27.700 --> 00:13:29.700]  結果就用了
[00:13:29.700 --> 00:13:30.700]  剛才說了
[00:13:30.700 --> 00:13:33.700]  就是阿比亞他和撒督
[00:13:33.700 --> 00:13:36.700]  就用撒督去代替阿比亞他
[00:13:36.700 --> 00:13:39.700]  做全國的大祭司
[00:13:39.700 --> 00:13:41.700]  在聶王記上的第二章
[00:13:41.700 --> 00:13:42.700]  第35節
[00:13:42.700 --> 00:13:43.700]  我們沒有打出來
[00:13:43.700 --> 00:13:44.700]  遲些再看
[00:13:44.700 --> 00:13:46.700]  撒督是誰
[00:13:46.700 --> 00:13:48.700]  原來撒督是阿倫的兒子
[00:13:48.700 --> 00:13:50.700]  以利亞撒的後裔
[00:13:50.700 --> 00:13:54.700]  所以一路那條線
[00:13:54.700 --> 00:13:56.700]  是由阿倫下去的
[00:13:56.700 --> 00:13:58.700]  只有撒督的後裔
[00:13:58.700 --> 00:14:01.700]  才可以承擔聖殿的職務
[00:14:01.700 --> 00:14:04.700]  這兩位祭司就帶著利美人
[00:14:04.700 --> 00:14:06.700]  就是神的僕人
[00:14:06.700 --> 00:14:08.700]  利美人都是神所揀選的
[00:14:08.700 --> 00:14:09.700]  復仕子民
[00:14:09.700 --> 00:14:11.700]  子民就抬著約跪
[00:14:11.700 --> 00:14:13.700]  這個約跪就是神同在的代表
[00:14:13.700 --> 00:14:15.700]  御觀的彌成
[00:14:15.700 --> 00:14:18.700]  大衛就兩次對撒督要求
[00:14:18.700 --> 00:14:22.700]  拜託你把約跪抬回城裡
[00:14:22.700 --> 00:14:24.700]  其中有兩個原因
[00:14:24.700 --> 00:14:25.700]  第一
[00:14:25.700 --> 00:14:27.700]  他相信自己的命運
[00:14:27.700 --> 00:14:29.700]  是在神的手裡
[00:14:29.700 --> 00:14:32.700]  如果神可以讓他回去
[00:14:32.700 --> 00:14:33.700]  作王的時候
[00:14:33.700 --> 00:14:36.700]  約跪自然就在耶路撒冷裡面
[00:14:36.700 --> 00:14:37.700]  是沒有問題的
[00:14:37.700 --> 00:14:38.700]  我們看看
[00:14:38.700 --> 00:14:40.700]  撒姆爾記下
[00:14:40.700 --> 00:14:43.700]  第15章25到26節
[00:14:43.700 --> 00:14:46.700]  我若在耶和華眼前蒙恩
[00:14:46.700 --> 00:14:48.700]  祂必使我會來
[00:14:48.700 --> 00:14:50.700]  再見約跪和他的居所
[00:14:50.700 --> 00:14:53.700]  倘若祂說 我不起悅你
[00:14:53.700 --> 00:14:54.700]  看啊 我在這裡
[00:14:54.700 --> 00:14:58.700]  願祂憑自己的意志待我
[00:14:58.700 --> 00:15:01.700]  大衛他自己現在面對
[00:15:01.700 --> 00:15:03.700]  要流亡給自己的兒子
[00:15:03.700 --> 00:15:04.700]  來帶他去追殺
[00:15:04.700 --> 00:15:06.700]  他都會檢視
[00:15:06.700 --> 00:15:08.700]  應該就是我以前所犯的罪
[00:15:08.700 --> 00:15:11.700]  神洋洋這件事來帶他去認份我
[00:15:11.700 --> 00:15:13.700]  如果神寬恕我
[00:15:13.700 --> 00:15:14.700]  我可以回去
[00:15:14.700 --> 00:15:16.700]  所以約跪在耶路撒冷是沒問題的
[00:15:16.700 --> 00:15:18.700]  如果不是的時候
[00:15:18.700 --> 00:15:21.700]  就真的let it be 算了
[00:15:21.700 --> 00:15:22.700]  另外一個原因
[00:15:22.700 --> 00:15:24.700]  更加重要的是什麼呢
[00:15:24.700 --> 00:15:28.700]  就是他邀請這幫祭司
[00:15:28.700 --> 00:15:31.700]  做無間道
[00:15:31.700 --> 00:15:32.700]  就是現在所說的間諜
[00:15:32.700 --> 00:15:34.700]  台灣人起了很多間諜
[00:15:34.700 --> 00:15:35.700]  是不是
[00:15:35.700 --> 00:15:38.700]  假意的去服侍鴨沙龍
[00:15:38.700 --> 00:15:39.700]  然後要求他
[00:15:39.700 --> 00:15:42.700]  將鴨沙龍最新的消息
[00:15:42.700 --> 00:15:44.700]  和一些行動
[00:15:44.700 --> 00:15:47.700]  可以及早向他報告
[00:15:47.700 --> 00:15:49.700]  就是說大衛要擺祭司
[00:15:49.700 --> 00:15:53.700]  成為鴨沙龍的間諜
[00:15:53.700 --> 00:15:55.700]  就是擺一根針進去的
[00:15:55.700 --> 00:15:58.700]  好 我們看看這15章的28節
[00:15:58.700 --> 00:16:00.700]  我在曠野的渡口
[00:16:00.700 --> 00:16:03.700]  那裡等你們報信給我
[00:16:03.700 --> 00:16:06.700]  就是說如果你們早點報信給我
[00:16:06.700 --> 00:16:07.700]  我就可以及早防範
[00:16:07.700 --> 00:16:11.700]  或者怎樣來帶他去部署一些策略
[00:16:11.700 --> 00:16:16.700]  事實上這個的部署是非常有果效
[00:16:16.700 --> 00:16:17.700]  等一下我們會看
[00:16:17.700 --> 00:16:20.700]  好了 我又再看看
[00:16:20.700 --> 00:16:22.700]  反間諜的護篩
[00:16:22.700 --> 00:16:24.700]  這個是怎麼樣呢
[00:16:24.700 --> 00:16:26.700]  當大衛知道
[00:16:26.700 --> 00:16:28.700]  阿希多佛一個人
[00:16:28.700 --> 00:16:30.700]  是以前他的謀臣
[00:16:30.700 --> 00:16:32.700]  是他的顧問來的
[00:16:32.700 --> 00:16:34.700]  他轉投鴨沙龍的時候
[00:16:34.700 --> 00:16:36.700]  他內心很難受
[00:16:36.700 --> 00:16:38.700]  我曾經重用的人
[00:16:38.700 --> 00:16:41.700]  竟然來帶他背叛我
[00:16:41.700 --> 00:16:43.700]  他可以做些什麼呢
[00:16:43.700 --> 00:16:46.700]  他就是向神來祈禱
[00:16:46.700 --> 00:16:49.700]  10月2日第15章的31節
[00:16:49.700 --> 00:16:51.700]  有人告訴大衛說
[00:16:51.700 --> 00:16:54.700]  阿希多佛也在叛黨之中
[00:16:54.700 --> 00:16:55.700]  對從鴨沙龍
[00:16:55.700 --> 00:16:57.700]  大衛討告說
[00:16:57.700 --> 00:17:01.700]  也說求你使阿希多佛的計謀變為愚絕
[00:17:01.700 --> 00:17:03.700]  這裡很清楚
[00:17:03.700 --> 00:17:05.700]  當日他的謀臣
[00:17:05.700 --> 00:17:07.700]  很有智慧的人
[00:17:07.700 --> 00:17:10.700]  但是現在竟然背叛他
[00:17:10.700 --> 00:17:11.700]  他沒什麼可以做到
[00:17:11.700 --> 00:17:13.700]  朝向神來帶他去禱告
[00:17:13.700 --> 00:17:15.700]  他也深信神是准管歷史的
[00:17:15.700 --> 00:17:18.700]  所以祈求神來帶他去祝福他
[00:17:18.700 --> 00:17:19.700]  我們再看
[00:17:19.700 --> 00:17:21.700]  CP140篇的第8節
[00:17:21.700 --> 00:17:23.700]  這裡很清楚
[00:17:23.700 --> 00:17:24.700]  他自己經歷了
[00:17:24.700 --> 00:17:26.700]  一些人對他的叛逆
[00:17:26.700 --> 00:17:28.700]  而發出的禱告
[00:17:28.700 --> 00:17:29.700]  也說說
[00:17:29.700 --> 00:17:32.700]  求你不要碎惡人的心願
[00:17:32.700 --> 00:17:34.700]  不要成就他們的計謀
[00:17:34.700 --> 00:17:36.700]  恐怕他們自高
[00:17:36.700 --> 00:17:38.700]  不要讓那些壞人
[00:17:38.700 --> 00:17:40.700]  他們計謀得逞
[00:17:40.700 --> 00:17:42.700]  我們再看
[00:17:42.700 --> 00:17:44.700]  第19章第21節
[00:17:44.700 --> 00:17:46.700]  人心多有計謀
[00:17:46.700 --> 00:17:50.700]  唯有惡壞的酬算才能得立定
[00:17:50.700 --> 00:17:52.700]  我們看到一個很重要的真理
[00:17:52.700 --> 00:17:56.700]  深信神是一切事情的掌權者
[00:17:56.700 --> 00:17:58.700]  人
[00:17:58.700 --> 00:18:01.700]  但是他不會什麼都不用做
[00:18:01.700 --> 00:18:03.700]  他要做事
[00:18:03.700 --> 00:18:06.700]  但是也都需要仰望等候神
[00:18:06.700 --> 00:18:08.700]  我們仍然要計劃要努力
