
[00:00:00.000 --> 00:00:02.720]  今天我們講的題目是我們的神在哪裡?
[00:03:22.400 --> 00:03:24.920]  我不是一個固定的地方
[00:03:24.920 --> 00:03:26.040]  也不在一個固定的地方
[00:03:26.040 --> 00:03:29.040]  我們的神不是用人手建造出來的建築物
[00:03:29.040 --> 00:03:30.440]  祂不是住在裡面的
[00:03:30.440 --> 00:03:33.280]  我們的神不是人手造出來的建築物
[00:03:33.280 --> 00:03:35.840]  就算在舊約時代
[00:03:35.840 --> 00:03:37.240]  就算在舊約時代
[00:03:37.240 --> 00:03:38.520]  我們知道耶和華
[00:03:38.520 --> 00:03:42.600]  我們說祂住在帳幕裡面
[00:03:42.600 --> 00:03:44.720]  我們說耶和華
[00:03:44.720 --> 00:03:46.280]  我們的神住在祂的帳幕裡面
[00:03:46.280 --> 00:03:49.360]  或者一個月桂代表神的同在
[00:03:49.360 --> 00:03:51.400]  或者一個月桂代表神的同在
[00:03:51.400 --> 00:03:53.760]  其實這些只是跟別人說的
[00:03:53.760 --> 00:03:55.600]  其實這些只是跟別人說的
[00:03:55.600 --> 00:03:58.400]  讓那些以色列人有信心
[00:03:58.400 --> 00:04:00.680]  讓那些以色列人有信心
[00:04:00.680 --> 00:04:02.480]  讓他們建立一點信心
[00:04:02.480 --> 00:04:04.360]  讓他們覺得神與他們同在
[00:04:04.360 --> 00:04:07.040]  讓他們覺得神與他們同在
[00:04:07.040 --> 00:04:09.760]  有一個地方讓他們贖罪獻祭
[00:04:09.760 --> 00:04:12.000]  有一個地方讓他們贖罪獻祭
[00:04:12.000 --> 00:04:16.800]  但是我們的神不只是住在帳幕裡面
[00:04:16.800 --> 00:04:22.680]  但是我們的神不只是住在帳幕裡面
[00:04:22.680 --> 00:04:25.480]  而今天我們的神也不光是住在這個禮拜堂裡面
[00:04:25.480 --> 00:04:26.480]  所以來到這個教會
[00:04:26.480 --> 00:04:30.080]  你不需要帶一些水果、燒豬來供奉我們的神
[00:04:30.080 --> 00:04:31.240]  所以來到這個教會
[00:04:31.240 --> 00:04:35.640]  我們不需要帶一些燒肉、水果來供奉我們的神
[00:04:35.640 --> 00:04:38.640]  因為祂不是住在人手所造的地方
[00:04:38.640 --> 00:04:40.480]  因為祂不住在人手所造的地方
[00:04:40.480 --> 00:04:43.840]  這就是我們基督教所信的神最大的分別
[00:04:43.840 --> 00:04:46.400]  這就是我們基督教所信的神最大的分別
[00:04:46.400 --> 00:04:47.800]  祂是自由永有
[00:04:47.800 --> 00:04:48.960]  祂是自由永有
[00:04:48.960 --> 00:04:50.280]  祂永遠存在
[00:04:50.280 --> 00:04:51.160]  祂永遠存在
[00:04:51.160 --> 00:04:52.640]  所以你問我們的神在哪裡
[00:04:52.640 --> 00:04:53.920]  所以你問我們的神在哪裡
[00:04:53.920 --> 00:04:55.600]  我們的神不會不在這裡
[00:04:55.600 --> 00:04:56.840]  我們的神不會不在這裡
[00:04:56.840 --> 00:04:58.760]  祂不會說壽終正寢了
[00:04:58.760 --> 00:04:59.440]  已經不在這裡了
[00:04:59.440 --> 00:04:59.960]  過了生了
[00:04:59.960 --> 00:05:00.720]  沒有的
[00:05:00.720 --> 00:05:04.600]  祂不會說已經受到正寢了
[00:05:04.600 --> 00:05:05.520]  已經走了
[00:05:05.520 --> 00:05:06.120]  不會這樣的
[00:05:06.120 --> 00:05:07.520]  因為祂是自由永有
[00:05:07.520 --> 00:05:08.800]  永遠長存的
[00:05:08.800 --> 00:05:10.280]  因為祂是自由永有
[00:05:10.280 --> 00:05:11.360]  永遠的存存的
[00:05:11.360 --> 00:05:15.880]  也不會說神在香港沒有移民過來
[00:05:15.880 --> 00:05:18.120]  也不會說神在香港沒有移民過來
[00:05:18.120 --> 00:05:19.200]  也不會說神在香港沒有移民過來
[00:05:19.200 --> 00:05:23.920]  也不會說神在香港沒有移民過來
[00:05:23.920 --> 00:05:25.320]  那不是的
[00:05:25.320 --> 00:05:27.360]  因為我們的神是無所不在
[00:05:27.360 --> 00:05:31.160]  的確我們很多時候感覺到神好像不在這裡
[00:05:31.160 --> 00:05:31.200]  的確我們很多時候感覺到神好像不在這裡
[00:05:31.200 --> 00:05:34.120]  的確我們很多時候感覺到神好像不在這裡
[00:05:34.120 --> 00:05:35.960]  問題不是神不在這裡
[00:05:35.960 --> 00:05:36.000]  問題不是神不在這裡
[00:05:36.000 --> 00:05:37.400]  問題不是神不在這裡
[00:05:37.400 --> 00:05:40.080]  是我們沒有和神去聯繫
[00:05:40.080 --> 00:05:40.120]  是我們沒有和神去聯繫
[00:05:40.120 --> 00:05:41.720]  是我們沒有和神去聯繫
[00:05:41.720 --> 00:05:42.760]  祂在這裡
[00:05:42.760 --> 00:05:43.480]  祂存在
[00:05:43.480 --> 00:05:45.960]  但我們沒有主動去和祂聯繫
[00:05:45.960 --> 00:05:46.000]  但我們沒有主動去和祂聯繫
[00:05:46.000 --> 00:05:47.640]  但我們沒有主動去和祂聯繫
[00:05:47.640 --> 00:05:49.080]  這就是最重要的
[00:05:49.080 --> 00:05:50.520]  這就是最重要的
[00:05:50.520 --> 00:05:54.000]  當以色列人在埃及的時候
[00:05:54.000 --> 00:05:56.040]  當以色列人在埃及的時候
[00:05:56.040 --> 00:06:00.320]  知道他們有幾代的時間是做奴隸的
[00:06:00.320 --> 00:06:00.320]  知道他們有幾代的時間是做奴隸的
[00:06:00.320 --> 00:06:02.720]  知道他們有幾代的時間是做奴隸的
[00:06:02.720 --> 00:06:04.640]  過著一些很刻苦的生活
[00:06:04.640 --> 00:06:04.640]  過著一些很刻苦的生活
[00:06:04.640 --> 00:06:05.800]  過著一些很刻苦的生活
[00:06:05.800 --> 00:06:07.800]  埃及人就虐待他們
[00:06:07.800 --> 00:06:07.840]  埃及人就虐待他們
[00:06:07.840 --> 00:06:09.560]  埃及人就虐待他們
[00:06:09.560 --> 00:06:10.840]  要他們做苦工
[00:06:10.840 --> 00:06:10.880]  要他們做苦工
[00:06:10.880 --> 00:06:11.960]  要他們做苦工
[00:06:11.960 --> 00:06:13.200]  當時他們就想
[00:06:13.200 --> 00:06:14.280]  當時他們就想
[00:06:14.280 --> 00:06:15.640]  我們的神去了哪裡?
[00:06:15.640 --> 00:06:15.680]  我們的神去了哪裡?
[00:06:15.680 --> 00:06:16.760]  我們的神去了哪裡?
[00:06:16.760 --> 00:06:18.960]  以前的亞伯拉罕的神
[00:06:18.960 --> 00:06:19.000]  以前的亞伯拉罕的神
[00:06:19.000 --> 00:06:20.560]  以前的亞伯拉罕的神
[00:06:20.560 --> 00:06:21.920]  以撒的神
[00:06:21.920 --> 00:06:22.640]  以撒的神
[00:06:22.640 --> 00:06:23.600]  雅各的神
[00:06:23.600 --> 00:06:24.080]  雅各的神
[00:06:24.080 --> 00:06:25.640]  他們祖宗的神
[00:06:25.640 --> 00:06:25.680]  他們祖宗的神
[00:06:25.680 --> 00:06:26.520]  他們祖宗的神
[00:06:26.520 --> 00:06:28.200]  就是創造天地的那位
[00:06:28.200 --> 00:06:28.240]  就是創造天地的那位
[00:06:28.240 --> 00:06:29.280]  就是創造天地的那位
[00:06:29.280 --> 00:06:31.440]  當時他們不知道祂叫耶和華
[00:06:31.440 --> 00:06:31.480]  當時他們不知道祂叫耶和華
[00:06:31.480 --> 00:06:33.120]  當時他們不知道祂叫耶和華
[00:06:33.120 --> 00:06:35.120]  但他們會問究竟祂去了哪裡?
[00:06:35.120 --> 00:06:35.160]  但他們會問究竟祂去了哪裡?
[00:06:35.160 --> 00:06:44.600]  是否忘記了我們這一群的以色列人?
[00:06:44.600 --> 00:06:48.280]  是否我們的祖先約瑟帶了我們來這邊住?
[00:06:48.280 --> 00:06:50.720]  本來埃及的法老王對我們很好的
[00:06:50.720 --> 00:06:50.760]  本來埃及的法老王對我們很好的
[00:06:50.760 --> 00:06:53.800]  本來埃及的法老王對我們很好的
[00:06:53.800 --> 00:06:55.280]  但過了幾代之後
[00:06:55.280 --> 00:06:55.320]  但過了幾代之後
[00:06:55.320 --> 00:06:56.320]  但過了幾代之後
[00:06:56.320 --> 00:06:58.800]  他開始對我們不好了
[00:06:58.800 --> 00:06:58.800]  那皇帝開始對我們不好了
[00:06:58.800 --> 00:07:00.760]  那皇帝開始對我們不好了
[00:07:00.760 --> 00:07:02.040]  因為他不認識我們了
[00:07:02.040 --> 00:07:02.080]  因為他不認識我們了
[00:07:02.080 --> 00:07:03.880]  因為他不認識我們了
[00:07:03.880 --> 00:07:06.680]  就當我們是奴隸
[00:07:06.680 --> 00:07:07.680]  就當我們是奴隸
[00:07:07.680 --> 00:07:08.800]  要我們做苦工
[00:07:08.800 --> 00:07:08.800]  要我們做苦工
[00:07:08.800 --> 00:07:09.800]  要我們做苦工
[00:07:09.800 --> 00:07:10.800]  寄人籬下
[00:07:10.800 --> 00:07:11.400]  寄人籬下
[00:07:11.400 --> 00:07:12.840]  過著一些很刻苦的生活
[00:07:12.840 --> 00:07:13.880]  過著一些很刻苦的生活
[00:07:13.880 --> 00:07:16.240]  他們就會問神究竟祢去了哪裡?
[00:07:16.240 --> 00:07:16.280]  他們就會問神究竟祢去了哪裡?
[00:07:16.280 --> 00:07:17.920]  他們就會問神究竟祢去了哪裡?
[00:07:17.920 --> 00:07:19.720]  因為他們不懂聯繫神
[00:07:19.720 --> 00:07:21.360]  因為他們不懂去聯繫神
[00:07:21.360 --> 00:07:24.720]  直到摩西帶他們離開埃及才知道
[00:07:24.720 --> 00:07:24.760]  直到摩西帶他們離開埃及才知道
[00:07:24.760 --> 00:07:27.720]  直到摩西帶他們離開埃及才知道
[00:07:27.720 --> 00:07:27.720]  摩西本來都不知道的
[00:07:27.720 --> 00:07:30.120]  摩西本來都不知道的
[00:07:30.120 --> 00:07:34.640]  當神向他顯現的時候
[00:07:34.640 --> 00:07:36.640]  神很清楚地告訴他們
[00:07:36.640 --> 00:07:40.000]  我就是祖宗阿伯拉罕的神
[00:07:40.000 --> 00:07:41.720]  我就是祖宗阿伯拉罕的神
[00:07:41.720 --> 00:07:42.920]  就是以撒的神
[00:07:42.920 --> 00:07:43.720]  就是以撒的神
[00:07:43.720 --> 00:07:44.720]  就是雅各的神
[00:07:44.720 --> 00:07:45.720]  就是雅各的神
[00:07:45.720 --> 00:07:48.440]  摩西就問:究竟祢是什麼名字?
[00:07:48.440 --> 00:07:48.480]  摩西就問:究竟祢是什麼名字?
[00:07:48.480 --> 00:07:51.320]  摩西就問:究竟祢是什麼名字?
[00:07:51.320 --> 00:07:53.680]  幼稚的問法,是不是?
[00:07:53.680 --> 00:07:53.680]  幼稚的問法,是不是?
[00:07:53.680 --> 00:07:54.920]  這樣問好像有點幼稚
[00:07:54.920 --> 00:07:56.680]  原來神真的有名字
[00:07:56.680 --> 00:07:57.720]  原來神真的是有名字
[00:07:57.720 --> 00:08:00.280]  神又不介意告訴摩西祂叫什麼名字
[00:08:00.280 --> 00:08:02.880]  神也不介意告訴摩西祂叫什麼名字
[00:08:02.880 --> 00:08:04.240]  原來祂的名字叫耶和華
[00:08:04.240 --> 00:08:05.560]  原來祂的名字就是耶和華
[00:08:05.560 --> 00:08:08.360]  耶和華在希伯來文的意思就是
[00:08:08.360 --> 00:08:10.240]  耶和華在希伯來文的意思就是
[00:08:10.240 --> 00:08:12.400]  自由、榮耀
[00:08:12.400 --> 00:08:15.160]  這是神的特色
[00:08:15.160 --> 00:08:16.720]  誰做神出來?
[00:08:16.720 --> 00:08:17.720]  誰做神出來?
[00:08:17.720 --> 00:08:19.560]  不用人做,因為祂自然有
[00:08:19.560 --> 00:08:21.480]  不需要人做,因為祂自然有
[00:08:21.480 --> 00:08:22.840]  神什麼時候出現過?
[00:08:22.840 --> 00:08:23.800]  神何時出現過呢?
[00:08:23.800 --> 00:08:26.360]  神在時間以外
[00:08:26.360 --> 00:08:28.240]  神在時間以外
[00:08:28.240 --> 00:08:30.080]  永遠都存在的
[00:08:30.080 --> 00:08:31.000]  永遠都存在
[00:08:31.000 --> 00:08:32.600]  這就是耶和華的意思
[00:08:32.600 --> 00:08:34.040]  這就是耶和華的意思
[00:08:34.040 --> 00:08:36.680]  後來他們過了紅海
[00:08:36.680 --> 00:08:38.160]  後來他們過了紅海
[00:08:38.160 --> 00:08:39.640]  去到曠野的地方
[00:08:39.640 --> 00:08:40.720]  去到曠野的地方
[00:08:40.720 --> 00:08:42.760]  四十年後進入加南的地方
[00:08:42.760 --> 00:08:44.680]  四十年後進入加南的地方
[00:08:44.680 --> 00:08:47.600]  耶和華一直在他們身邊
[00:08:47.600 --> 00:08:49.840]  耶和華一直在他們身邊
[00:08:49.840 --> 00:08:51.680]  沒有食物的時候給他們食物
[00:08:51.680 --> 00:08:53.280]  沒有食物的時候給他們食物
[00:08:53.280 --> 00:08:55.000]  沒有水喝的時候給他們水
[00:08:55.000 --> 00:08:56.480]  沒有水喝的時候給他們水
[00:08:56.480 --> 00:08:58.040]  感覺到神的同在
[00:08:58.040 --> 00:08:59.440]  感覺到神的同在
[00:08:59.440 --> 00:09:01.240]  去到加南的地方
[00:09:01.240 --> 00:09:02.200]  去到加南的地方
[00:09:02.200 --> 00:09:03.040]  打仗
[00:09:03.040 --> 00:09:03.840]  打仗
[00:09:03.840 --> 00:09:06.280]  神與他們同在就打贏仗
[00:09:06.280 --> 00:09:08.200]  神跟他們同在就打贏仗
[00:09:08.200 --> 00:09:10.000]  但當他們驕傲的時候
[00:09:10.000 --> 00:09:11.080]  但當他們驕傲的時候
[00:09:11.080 --> 00:09:12.200]  他們認為我們不用神了
[00:09:12.200 --> 00:09:13.480]  我們自己來了
[00:09:13.480 --> 00:09:15.520]  他們認為自己不需要神了
[00:09:15.520 --> 00:09:16.440]  這回就自己來了
[00:09:16.440 --> 00:09:17.320]  結果聖經告訴我們
[00:09:17.320 --> 00:09:18.400]  他們一定會打輸
[00:09:18.400 --> 00:09:19.720]  結果聖經告訴我們
[00:09:19.720 --> 00:09:21.040]  他們必定會打輸
[00:09:21.040 --> 00:09:23.120]  原來能力不是從他們自己來
[00:09:23.120 --> 00:09:24.480]  原來能力不從他們來
[00:09:24.480 --> 00:09:26.240]  原來能力是從神而來
[00:09:26.240 --> 00:09:27.280]  能力是從神而來
[00:09:27.280 --> 00:09:28.560]  他們就很聽話
[00:09:28.560 --> 00:09:29.800]  他們就很聽話
[00:09:29.800 --> 00:09:30.880]  但後來就不聽話了
[00:09:30.880 --> 00:09:32.400]  但後來就不聽話了
[00:09:32.400 --> 00:09:33.960]  神跟他們說得很清楚
[00:09:33.960 --> 00:09:34.920]  神跟他們說得很清楚
[00:09:34.920 --> 00:09:38.600]  叫他們不要跟外族人去相交
[00:09:38.600 --> 00:09:40.520]  叫他們不要跟外族人去相交
[00:09:40.520 --> 00:09:42.400]  不要跟他們去拜偶像
[00:09:42.400 --> 00:09:43.720]  不要跟他們去拜偶像
[00:09:43.720 --> 00:09:44.920]  結果他們就去做
[00:09:44.920 --> 00:09:46.120]  結果他們就去做了
[00:09:46.120 --> 00:09:47.400]  為什麼呢?
[00:09:47.400 --> 00:09:49.600]  因為拜偶像他們有東西看到
[00:09:49.600 --> 00:09:51.080]  因為拜偶像他們有東西可以看到
[00:09:51.080 --> 00:09:52.520]  他們喜歡這樣的東西
[00:09:52.520 --> 00:09:53.200]  他們喜歡這樣的東西
[00:09:53.200 --> 00:09:54.600]  有個巴黎神像
[00:09:54.600 --> 00:09:55.600]  他們很開心
[00:09:55.600 --> 00:09:56.640]  有個巴黎神像
[00:09:56.640 --> 00:09:57.280]  他們很開心
[00:09:57.280 --> 00:09:59.480]  而我們的耶和華是沒有像看到的
[00:09:59.480 --> 00:10:02.320]  而我們的耶和華是沒有像可以看到的
[00:10:02.320 --> 00:10:04.400]  為什麼佛教來到中國的地方
[00:10:04.400 --> 00:10:06.480]  流傳得這麼快呢?
[00:10:06.480 --> 00:10:08.960]  為什麼佛教來到中國的地方
[00:10:08.960 --> 00:10:09.920]  流傳這麼快呢?
[00:10:09.920 --> 00:10:11.280]  因為有佛像
[00:10:11.280 --> 00:10:12.040]  因為有佛像
[00:10:12.040 --> 00:10:13.440]  中國人喜歡這樣的東西
[00:10:13.440 --> 00:10:14.640]  中國人喜歡這樣的東西
[00:10:14.640 --> 00:10:16.120]  但以前沒有的
[00:10:16.120 --> 00:10:16.760]  從前沒有的
[00:10:16.760 --> 00:10:19.000]  以前中國人都是相信天的
[00:10:19.000 --> 00:10:21.240]  以前中國人都是相信天的
[00:10:21.240 --> 00:10:23.440]  他相信上帝的
[00:10:23.440 --> 00:10:24.880]  但他不知道那個是耶和華
[00:10:24.880 --> 00:10:25.880]  但他不知道那個是耶和華
[00:10:25.880 --> 00:10:28.400]  因為神沒有跟中國人啟示過他是耶和華
[00:10:28.400 --> 00:10:30.720]  因為神沒有跟中國人啟示過他是耶和華
[00:10:30.720 --> 00:10:33.560]  但他覺得天是很遙遠
[00:10:33.560 --> 00:10:34.760]  但他覺得天是很遙遠
[00:10:34.760 --> 00:10:36.120]  觸摸不到
[00:10:36.120 --> 00:10:36.960]  觸摸不到
[00:10:36.960 --> 00:10:39.200]  但是佛教來到中原的時候
[00:10:39.200 --> 00:10:40.280]  佛教來到中國
[00:10:40.280 --> 00:10:42.200]  哇!建一個大佛多宏偉啊
[00:10:42.200 --> 00:10:43.480]  建一個大佛多宏偉啊
[00:10:43.480 --> 00:10:44.600]  這個不夠宏偉
[00:10:44.600 --> 00:10:46.080]  我建一個更加大的
[00:10:46.080 --> 00:10:47.240]  這個不夠宏偉
[00:10:47.240 --> 00:10:48.240]  我建一個更大的
[00:10:48.240 --> 00:10:50.440]  今天世界地方有很多大佛
[00:10:50.440 --> 00:10:52.640]  今天世界地方有很多大佛
[00:10:52.640 --> 00:10:55.160]  似乎佛像越大就越厲害
[00:10:55.160 --> 00:11:00.000]  似乎佛像越大就越厲害
[00:11:00.000 --> 00:11:00.800]  不夠厲害
[00:11:00.800 --> 00:11:02.120]  把佛像塗上金色
[00:11:02.120 --> 00:11:03.520]  更加輝煌
[00:11:03.520 --> 00:11:04.280]  不夠厲害嗎?
[00:11:04.280 --> 00:11:06.240]  把佛像漆上的金色更加輝煌
[00:11:06.240 --> 00:11:07.280]  再不夠厲害
[00:11:07.280 --> 00:11:08.840]  四面都有佛像
[00:11:08.840 --> 00:11:09.840]  四面佛
[00:11:09.840 --> 00:11:11.040]  要再強一點嗎?
[00:11:11.040 --> 00:11:12.280]  四面都有佛
[00:11:12.280 --> 00:11:15.600]  等於是人手所做的佛像
[00:11:15.600 --> 00:11:18.280]  等於是人手所做的佛像
[00:11:18.280 --> 00:11:20.080]  但我們的神不是這樣
[00:11:20.080 --> 00:11:21.320]  我們的神不是這樣
[00:11:21.320 --> 00:11:24.400]  大以色列人寧願相信這些假神
[00:11:24.400 --> 00:11:27.200]  大以色列人寧願相信這些假神
[00:11:27.200 --> 00:11:29.520]  神派先知來警告他們
[00:11:29.520 --> 00:11:30.280]  他們不聽
[00:11:30.280 --> 00:11:31.840]  神派先知警告他們
[00:11:31.840 --> 00:11:32.480]  他們不聽
[00:11:32.480 --> 00:11:33.920]  結果是怎樣呢?
[00:11:33.920 --> 00:11:36.120]  神就不再理睬他們
[00:11:36.120 --> 00:11:37.680]  神就不再理睬他們
[00:11:37.680 --> 00:11:40.240]  大家在舊約看到《馬拉基書》之後
[00:11:40.240 --> 00:11:42.600]  大家在舊約看到《馬拉基書》以後
[00:11:42.600 --> 00:11:44.160]  有四百年的時候
[00:11:44.160 --> 00:11:45.920]  有四百年的時候
[00:11:45.920 --> 00:11:48.280]  我們叫做沉默的四百年
[00:11:48.280 --> 00:11:50.840]  我們叫做沉默的四百年
[00:11:50.840 --> 00:11:52.360]  神沒有再理睬他們
[00:11:52.360 --> 00:11:53.960]  神沒有再理睬他們
[00:11:53.960 --> 00:11:55.240]  在這段時候
[00:11:55.240 --> 00:11:56.040]  在這段時候
[00:11:56.040 --> 00:11:57.200]  那些以色列人怎樣說呢?
[00:11:57.200 --> 00:11:57.920]  以色列人怎樣說呢?
[00:11:57.920 --> 00:11:59.840]  他們就問神你去了哪裡?
[00:11:59.840 --> 00:12:01.720]  他們就問神你去了哪裡?
[00:12:01.720 --> 00:12:03.280]  但神其實沒有離開過他們
[00:12:03.280 --> 00:12:04.800]  可是神其實沒有離開過他們
[00:12:04.800 --> 00:12:06.360]  是他們去犯罪
[00:12:06.360 --> 00:12:07.160]  只是他們去犯罪
[00:12:07.160 --> 00:12:08.960]  他們不肯跟神聯繫
[00:12:08.960 --> 00:12:10.400]  他們不願意跟神再聯繫
[00:12:10.400 --> 00:12:12.080]  神警告過他們很多次
[00:12:12.080 --> 00:12:13.440]  神警告他們很多次
[00:12:13.440 --> 00:12:14.760]  但他們一意孤行
[00:12:14.760 --> 00:12:15.600]  可他們一意孤行
[00:12:15.600 --> 00:12:17.080]  他們貪圖福祿
[00:12:17.080 --> 00:12:18.600]  他們貪圖福祿
[00:12:18.600 --> 00:12:19.760]  他們去拜假神
[00:12:19.760 --> 00:12:20.800]  他們去拜假神
[00:12:20.800 --> 00:12:23.600]  假神也有些力量的
[00:12:23.600 --> 00:12:25.280]  假神其實也有些力量
[00:12:25.280 --> 00:12:26.800]  魔鬼也有些法力
[00:12:26.800 --> 00:12:27.840]  魔鬼也有些法力
[00:12:27.840 --> 00:12:30.640]  可能也給了他們一些好處
[00:12:30.640 --> 00:12:32.320]  可能魔鬼給了他們一些好處
[00:12:32.320 --> 00:12:35.240]  他們就覺得很爽
[00:12:35.240 --> 00:12:36.560]  他們就覺得很爽
[00:12:36.560 --> 00:12:37.920]  他們就繼續去拜
[00:12:37.920 --> 00:12:39.080]  他們就繼續去拜
[00:12:39.080 --> 00:12:40.640]  所以不是神離開他們
[00:12:40.640 --> 00:12:42.040]  所以不是神離開他們
[00:12:42.040 --> 00:12:43.000]  是他們離開神
[00:12:43.000 --> 00:12:43.960]  而是他們離開神
[00:12:43.960 --> 00:12:45.680]  直至到
