
[00:00:00.000 --> 00:00:04.000]  第5集
[00:02:00.000 --> 00:02:02.000]  在舊約的時候
[00:02:02.000 --> 00:02:04.000]  他們每一次獻祭
[00:02:04.000 --> 00:02:07.000]  就將祭生帶來交給祭司
[00:02:07.000 --> 00:02:09.000]  有時候祭司都不行
[00:02:09.000 --> 00:02:12.000]  要由大祭司來處理
[00:02:12.000 --> 00:02:14.000]  因為只有大祭司
[00:02:14.000 --> 00:02:18.000]  可以進入那個致聖所裡面
[00:02:18.000 --> 00:02:22.000]  可以說是直接來到神的面前
[00:02:22.000 --> 00:02:25.000]  而耶穌就神差距離地上
[00:02:25.000 --> 00:02:28.000]  祂成就了一件很大的工作
[00:02:28.000 --> 00:02:31.000]  就祂釘死在十字架上
[00:02:31.000 --> 00:02:35.000]  打開人和神之間的隔閡
[00:02:35.000 --> 00:02:40.000]  讓我們可以直接來到神的面前
[00:02:40.000 --> 00:02:44.000]  所以在希伯來書七章二十五節說
[00:02:44.000 --> 00:02:47.000]  因為祂是長遠活著
[00:02:47.000 --> 00:02:49.000]  為我們祈禱
[00:02:49.000 --> 00:02:52.000]  祂是我們永遠的大祭司
[00:02:52.000 --> 00:02:55.000]  我們很感謝神有這樣的大祭司
[00:02:55.000 --> 00:02:58.000]  祂是永遠永遠做我們的大祭司
[00:02:58.000 --> 00:03:00.000]  不是經常要換的
[00:03:00.000 --> 00:03:02.000]  祂就是那位幸久
[00:03:02.000 --> 00:03:05.000]  事事為我們祈求的大祭司
[00:03:05.000 --> 00:03:08.000]  所以我們可以抓住耶穌
[00:03:08.000 --> 00:03:10.000]  奉祂的名祈禱
[00:03:10.000 --> 00:03:14.000]  第二 就因為我們是可以
[00:03:14.000 --> 00:03:18.000]  在耶穌的任秘底下
[00:03:18.000 --> 00:03:22.000]  剛才我也說過 老闆就打理
[00:03:22.000 --> 00:03:24.000]  祂整間的公司
[00:03:24.000 --> 00:03:27.000]  一個牧師也是打理整間的教會
[00:03:27.000 --> 00:03:29.000]  我們很多時候說
[00:03:29.000 --> 00:03:31.000]  有一個屬靈的權柄
[00:03:31.000 --> 00:03:33.000]  在牧師的身上
[00:03:33.000 --> 00:03:36.000]  可以遮蓋那些會眾
[00:03:36.000 --> 00:03:40.000]  今天我們是在耶穌的任秘底下
[00:03:40.000 --> 00:03:42.000]  耶穌差遣聖靈
[00:03:42.000 --> 00:03:44.000]  駐在我們的當中
[00:03:44.000 --> 00:03:45.000]  與我們同在
[00:03:45.000 --> 00:03:47.000]  叫我們每一次有感動的時候
[00:03:47.000 --> 00:03:50.000]  我們就可以向神呼求
[00:03:50.000 --> 00:03:52.000]  所以奉耶穌的名
[00:03:52.000 --> 00:03:54.000]  就是我們在祂的任秘底下
[00:03:54.000 --> 00:03:56.000]  第三 我們奉耶穌的名
[00:03:56.000 --> 00:04:00.000]  就在祂的權柄底下
[00:04:00.000 --> 00:04:01.000]  好像剛才我說的
[00:04:01.000 --> 00:04:05.000]  有很多學生不敢進教員休息室
[00:04:05.000 --> 00:04:07.000]  但如果老師叫他進去
[00:04:07.000 --> 00:04:09.000]  他就有膽量了
[00:04:09.000 --> 00:04:11.000]  因為他是在老師的命令
[00:04:11.000 --> 00:04:13.000]  老師的權柄底下
[00:04:13.000 --> 00:04:16.000]  他可以進去教員休息室
[00:04:16.000 --> 00:04:18.000]  去見某一個老師
[00:04:18.000 --> 00:04:20.000]  所以我們今天
[00:04:20.000 --> 00:04:24.000]  是在耶穌的權柄底下
[00:04:24.000 --> 00:04:27.000]  來向神呼求
[00:04:27.000 --> 00:04:29.000]  所以我們的禱告
[00:04:29.000 --> 00:04:31.000]  可以很大膽的
[00:04:31.000 --> 00:04:33.000]  我們的禱告可以很有確居的
[00:04:33.000 --> 00:04:35.000]  因為知道耶穌
[00:04:35.000 --> 00:04:37.000]  會將我們的禱告
[00:04:37.000 --> 00:04:39.000]  帶到神的面前
[00:04:39.000 --> 00:04:41.000]  而且神就會隨聽
[00:04:41.000 --> 00:04:43.000]  所以約翰福音
[00:04:43.000 --> 00:04:46.000]  在十四章十三十四節那裡說
[00:04:46.000 --> 00:04:48.000]  你們奉我的名
[00:04:48.000 --> 00:04:51.000]  無論求什麽
[00:04:51.000 --> 00:04:53.000]  我必成就
[00:04:53.000 --> 00:04:56.000]  你們若奉我的名
[00:04:56.000 --> 00:04:58.000]  求什麽
[00:04:58.000 --> 00:05:00.000]  我必成就
[00:05:00.000 --> 00:05:05.000]  是叫父因我得著榮耀
[00:05:05.000 --> 00:05:07.000]  另外在十六章
[00:05:07.000 --> 00:05:09.000]  二十三二十四節那裡
[00:05:09.000 --> 00:05:10.000]  是這樣說的
[00:05:10.000 --> 00:05:13.000]  你們若向父求什麽
[00:05:13.000 --> 00:05:19.000]  他必因我的名賜給你們
[00:05:19.000 --> 00:05:24.000]  因向來你們沒有奉我的名求什麽
[00:05:24.000 --> 00:05:28.000]  如今你們求就必得著
[00:05:28.000 --> 00:05:31.000]  是叫你們的喜樂
[00:05:31.000 --> 00:05:33.000]  可以滿足
[00:05:33.000 --> 00:05:35.000]  所以第四個原因
[00:05:35.000 --> 00:05:37.000]  為什麽我們奉耶穌的名求呢
[00:05:37.000 --> 00:05:40.000]  是叫我們的喜樂得滿足
[00:05:40.000 --> 00:05:42.000]  你沒想過每次禱告的時候
[00:05:42.000 --> 00:05:44.000]  神聽禱告
[00:05:44.000 --> 00:05:46.000]  你那個開心
[00:05:46.000 --> 00:05:48.000]  有的時候我們禱告
[00:05:48.000 --> 00:05:52.000]  好像等了禱告了一個星期
[00:05:52.000 --> 00:05:53.000]  神好像還沒聽
[00:05:53.000 --> 00:05:55.000]  再祈禱多幾天
[00:05:55.000 --> 00:05:56.000]  神還沒聽
[00:05:56.000 --> 00:05:59.000]  有時甚至我們是祈禱一兩個月
[00:05:59.000 --> 00:06:00.000]  神都還沒聽
[00:06:00.000 --> 00:06:01.000]  但是有一天
[00:06:01.000 --> 00:06:04.000]  當神聽了我們的祈禱
[00:06:04.000 --> 00:06:06.000]  應允我們所求的時候
[00:06:06.000 --> 00:06:10.000]  我們裏面那種喜樂是說不出來的
[00:06:10.000 --> 00:06:11.000]  裏面充滿歡欣
[00:06:11.000 --> 00:06:12.000]  充滿讚美
[00:06:12.000 --> 00:06:14.000]  充滿雀躍
[00:06:14.000 --> 00:06:16.000]  爸爸不得不大聲說
[00:06:16.000 --> 00:06:17.000]  哈利路亞
[00:06:17.000 --> 00:06:19.000]  耶穌你真是好
[00:06:19.000 --> 00:06:21.000]  神你真是好奇妙
[00:06:21.000 --> 00:06:23.000]  聖靈你真是好
[00:06:23.000 --> 00:06:24.000]  你感動我們
[00:06:24.000 --> 00:06:27.000]  你聽我們的祈禱
[00:06:27.000 --> 00:06:29.000]  所以這個是很重要
[00:06:29.000 --> 00:06:32.000]  叫我們的喜樂得滿足
[00:06:32.000 --> 00:06:34.000]  然後第五
[00:06:34.000 --> 00:06:36.000]  我們這樣奉耶穌的名求
[00:06:36.000 --> 00:06:41.000]  是讓神的國降臨在我們當中
[00:06:41.000 --> 00:06:44.000]  是讓神的旨意行起地上
[00:06:44.000 --> 00:06:47.000]  好像行起天上一樣
[00:06:47.000 --> 00:06:51.000]  你知不知道神很想我們向祂求
[00:06:51.000 --> 00:06:53.000]  祂的國要降臨
[00:06:53.000 --> 00:06:56.000]  祂的旨意要行起地上
[00:06:56.000 --> 00:06:58.000]  所以當耶穌教門徒
[00:06:58.000 --> 00:07:00.000]  用主祷文祈禱的時候
[00:07:00.000 --> 00:07:02.000]  就有這三個求
[00:07:02.000 --> 00:07:05.000]  祢的名被尊為聖
[00:07:05.000 --> 00:07:07.000]  尊崇神的名
[00:07:07.000 --> 00:07:10.000]  祢的國要降臨
[00:07:10.000 --> 00:07:12.000]  我們紀念神的國度
[00:07:12.000 --> 00:07:15.000]  祢的旨意行起地上
[00:07:15.000 --> 00:07:17.000]  好像行起天上一樣
[00:07:17.000 --> 00:07:21.000]  神的旨意要從地上實現
[00:07:21.000 --> 00:07:25.000]  就藉著我們這群屬神兒女的禱告
[00:07:25.000 --> 00:07:26.000]  我們好像說
[00:07:26.000 --> 00:07:29.000]  我們在這裡求天賦
[00:07:29.000 --> 00:07:32.000]  我們狠求狠切禱告
[00:07:32.000 --> 00:07:37.000]  神就會應允我們所求
[00:07:37.000 --> 00:07:41.000]  還有我們奉耶穌名祈禱
[00:07:41.000 --> 00:07:43.000]  就因為知道我們所求的
[00:07:43.000 --> 00:07:46.000]  是俠神的心意
[00:07:46.000 --> 00:07:48.000]  有很多時候大家聽到
[00:07:48.000 --> 00:07:50.000]  有些牧師傳道人都會這樣說
[00:07:50.000 --> 00:07:53.000]  你不會祈禱求神
[00:07:53.000 --> 00:07:55.000]  讓你中彩券
[00:07:55.000 --> 00:07:58.000]  你不會求神讓你發大達
[00:07:58.000 --> 00:08:01.000]  因為你知道那些不合神的心意
[00:08:01.000 --> 00:08:03.000]  沒錯 有很多人都很想
[00:08:03.000 --> 00:08:04.000]  我什麼時候可以升職
[00:08:04.000 --> 00:08:08.000]  我什麼時候可以賺到更多的錢
[00:08:08.000 --> 00:08:11.000]  我什麼時候可以有更好的享受
[00:08:11.000 --> 00:08:14.000]  那些是不合神的心意
[00:08:14.000 --> 00:08:16.000]  是從我們的肉體而來的
[00:08:16.000 --> 00:08:20.000]  因此當我們奉耶穌的名祈禱的時候
[00:08:20.000 --> 00:08:23.000]  我們知道我們祈禱的內容
[00:08:23.000 --> 00:08:25.000]  要適合神的心意
[00:08:25.000 --> 00:08:27.000]  是神喜悅的
[00:08:27.000 --> 00:08:30.000]  你會不會求一些神喜歡的東西
[00:08:30.000 --> 00:08:34.000]  當然不會了
[00:08:34.000 --> 00:08:37.000]  因為你明知神是不會答應的
[00:08:37.000 --> 00:08:41.000]  因此這給我們一個很大的提醒
[00:08:41.000 --> 00:08:44.000]  讓我們每一次禱告的時候
[00:08:44.000 --> 00:08:45.000]  我們想起
[00:08:45.000 --> 00:08:49.000]  我們就知道這件事是神喜悅的
[00:08:49.000 --> 00:08:51.000]  神喜悅我們為那些
[00:08:51.000 --> 00:08:54.000]  未信主的家人親人祈禱
[00:08:54.000 --> 00:08:58.000]  我們渴望他們快點得著耶穌基督的恩典
[00:08:58.000 --> 00:09:00.000]  如果你要去侍奉神
[00:09:00.000 --> 00:09:02.000]  你會求神加你力
[00:09:02.000 --> 00:09:04.000]  求神為你開通達的道路
[00:09:04.000 --> 00:09:07.000]  讓你可以參與一些的侍奉
[00:09:07.000 --> 00:09:09.000]  我都知道有一對夫婦
[00:09:09.000 --> 00:09:12.000]  他們兩個都很有心宣教
[00:09:12.000 --> 00:09:16.000]  但好像不知道要申請哪一間的差會
[00:09:16.000 --> 00:09:20.000]  又不知道自己宣教的地區在哪裡
[00:09:20.000 --> 00:09:22.000]  當他們一直在等候
[00:09:22.000 --> 00:09:24.000]  一直向神呼求的時候
[00:09:24.000 --> 00:09:25.000]  神很奇妙
[00:09:25.000 --> 00:09:28.000]  就將一個國家放在他們的心裡
[00:09:28.000 --> 00:09:30.000]  接著神就開路
[00:09:30.000 --> 00:09:33.000]  有一個差會很主動跟他們聯絡
[00:09:33.000 --> 00:09:36.000]  結果他們就加入了那個差會
[00:09:36.000 --> 00:09:37.000]  成為宣教士
[00:09:37.000 --> 00:09:40.000]  被差派去到那個國家
[00:09:40.000 --> 00:09:46.000]  很能夠有力地有效地為神工作
[00:09:46.000 --> 00:09:48.000]  所以各位親愛的弟兄姊妹
[00:09:48.000 --> 00:09:50.000]  讓我們每一次祈禱的時候
[00:09:50.000 --> 00:09:53.000]  我們不是像在唸台詞一樣
[00:09:53.000 --> 00:09:54.000]  奉耶穌永祈禱
[00:09:54.000 --> 00:09:58.000]  而是我們知道奉耶穌的名字
[00:09:58.000 --> 00:10:00.000]  祈禱是什麼意思
[00:10:00.000 --> 00:10:03.000]  而我們每一次是帶著權兵
[00:10:03.000 --> 00:10:04.000]  帶著能力
[00:10:04.000 --> 00:10:06.000]  讓聖靈感動我們
[00:10:06.000 --> 00:10:09.000]  我奉耶穌基督
[00:10:09.000 --> 00:10:12.000]  這個寶貴的名字來禱告
[00:10:12.000 --> 00:10:15.000]  神你就會成就
[00:10:15.000 --> 00:10:18.000]  願神賜福給各位
