
[00:00:00.000 --> 00:00:04.400]  第二部份講述信仰基本功
[00:02:36.000 --> 00:02:38.000]  就老作他一些履歷
[00:02:38.000 --> 00:02:40.640]  又說自己什麼背景
[00:02:40.640 --> 00:02:42.720]  履歷怎樣做成怎樣
[00:02:42.720 --> 00:02:44.880]  誰知道被人找出來
[00:02:44.880 --> 00:02:47.920]  就沒有這樣的履歷
[00:02:47.920 --> 00:02:50.960]  於是國會就搞了一陣子
[00:02:50.960 --> 00:02:52.400]  又說要立法
[00:02:52.400 --> 00:02:54.960]  要去褫奪他的
[00:02:54.960 --> 00:03:00.080]  遞奪他的銜頭等等
[00:03:00.080 --> 00:03:01.840]  到最後呢
[00:03:01.840 --> 00:03:03.040]  大家知不知道最後怎樣呢
[00:03:03.040 --> 00:03:05.360]  就是不了了之
[00:03:05.360 --> 00:03:07.440]  為什麼會不了了之呢
[00:03:07.440 --> 00:03:10.080]  George Santos說得很對
[00:03:10.080 --> 00:03:15.040]  他說為什麼人們不敢拿一塊石頭來扔我呢
[00:03:15.040 --> 00:03:18.400]  因為他就說「Everybody Lies」
[00:03:18.400 --> 00:03:19.440]  他就說所有
[00:03:19.440 --> 00:03:21.360]  其實那幫人指控我的
[00:03:21.360 --> 00:03:24.160]  夠膽就挖一些臭屎出來
[00:03:24.160 --> 00:03:25.600]  挖出來的時候
[00:03:25.600 --> 00:03:27.040]  個個都是這樣
[00:03:27.040 --> 00:03:29.040]  所以他就說無所謂
[00:03:29.040 --> 00:03:34.000]  這個就是今天你說醜陋的政治也好
[00:03:34.000 --> 00:03:37.360]  今天現實的世界上也好
[00:03:37.360 --> 00:03:39.360]  我們都是面對很多的欺騙
[00:03:39.360 --> 00:03:40.640]  很多的虛假
[00:03:40.640 --> 00:03:42.160]  不同的研究
[00:03:42.160 --> 00:03:45.440]  這些都是跟大家說一下
[00:03:45.440 --> 00:03:47.680]  2023年做一個研究
[00:03:47.680 --> 00:03:50.560]  跟2017年我看的研究差不多
[00:03:50.560 --> 00:03:51.280]  是相似的
[00:03:51.280 --> 00:03:55.120]  就是美國人平均一天說四次謊言
[00:03:55.120 --> 00:03:59.840]  男性平均每天就說六個
[00:03:59.840 --> 00:04:00.400]  對吧?Gillian
[00:04:00.400 --> 00:04:03.760]  一起床對著Irene說「I love you」
[00:04:03.760 --> 00:04:04.400]  對吧?
[00:04:04.400 --> 00:04:05.200]  然後回來教會
[00:04:05.200 --> 00:04:07.840]  看到Joyce就說「你瘦了」
[00:04:07.840 --> 00:04:09.600]  又一個謊言
[00:04:09.600 --> 00:04:10.800]  對不對?
[00:04:10.800 --> 00:04:14.240]  所以女性就說說少一點
[00:04:14.240 --> 00:04:15.760]  說三次
[00:04:15.760 --> 00:04:19.040]  去年有一個研究
[00:04:19.040 --> 00:04:22.880]  問到網上的求職者
[00:04:22.880 --> 00:04:26.160]  連結中看他們的履歷
[00:04:26.160 --> 00:04:27.760]  有34%的人
[00:04:27.760 --> 00:04:28.960]  即是三分之一的人
[00:04:28.960 --> 00:04:29.840]  是承認的
[00:04:29.840 --> 00:04:31.600]  記住是承認而已
[00:04:31.600 --> 00:04:32.960]  沒有承認的那些
[00:04:32.960 --> 00:04:34.560]  可能都是老作的
[00:04:34.560 --> 00:04:38.480]  履歷上全部都是假的
[00:04:38.480 --> 00:04:40.080]  而一年之內
[00:04:40.080 --> 00:04:43.680]  有過一半五成的求職者
[00:04:43.680 --> 00:04:46.720]  在2017年說到
[00:04:46.720 --> 00:04:49.200]  有四千二百萬的求職者
[00:04:49.200 --> 00:04:51.200]  在面試的時候
[00:04:51.200 --> 00:04:55.520]  是作假說謊
[00:04:55.520 --> 00:04:56.960]  那麼你說牧師又如何呢?
[00:04:56.960 --> 00:04:59.120]  很難才找到一些研究
[00:04:59.120 --> 00:05:00.400]  原來牧師也有
[00:05:00.400 --> 00:05:03.440]  2021年的研究告訴我們
[00:05:03.440 --> 00:05:05.600]  牧師求職的時候
[00:05:05.600 --> 00:05:07.600]  有5%的教牧
[00:05:07.600 --> 00:05:10.080]  記住是承認的
[00:05:10.080 --> 00:05:12.320]  承認有5%的教牧
[00:05:12.320 --> 00:05:13.680]  感謝住都是少一點
[00:05:13.680 --> 00:05:15.280]  但起碼有5%
[00:05:15.280 --> 00:05:17.520]  是求職的時候的履歷
[00:05:17.520 --> 00:05:20.480]  是作假的
[00:05:20.480 --> 00:05:24.880]  我這麼多年在教會裡面服侍
[00:05:24.880 --> 00:05:26.240]  認識的人多數都是基督徒
[00:05:26.240 --> 00:05:27.840]  或者都是教會圈子
[00:05:27.840 --> 00:05:29.520]  所以今天跟大家分享一些
[00:05:29.520 --> 00:05:31.920]  教會圈子裡面的黑幕
[00:05:31.920 --> 00:05:34.480]  但你不要覺得教會
[00:05:34.480 --> 00:05:36.480]  只是這麼黑暗
[00:05:36.480 --> 00:05:37.680]  因為人性
[00:05:37.680 --> 00:05:39.280]  也讓我們看到
[00:05:39.280 --> 00:05:41.520]  唯有上帝是信實的
[00:05:41.520 --> 00:05:43.040]  人是很軟弱的
[00:05:43.040 --> 00:05:47.440]  我記得在差不多20年前
[00:05:47.440 --> 00:05:50.800]  當時我們都是基於一個
[00:05:50.800 --> 00:05:51.600]  Honest System
[00:05:51.600 --> 00:05:53.840]  大家是誠實的
[00:05:53.840 --> 00:05:55.120]  我信你 你信我
[00:05:55.120 --> 00:05:57.040]  In God We Trust
[00:05:57.040 --> 00:05:58.880]  於是有人來求職的
[00:05:58.880 --> 00:05:59.600]  寫履歷的
[00:05:59.600 --> 00:06:00.960]  我們當然相信他
[00:06:00.960 --> 00:06:02.240]  因為基地人來求職
[00:06:02.240 --> 00:06:03.520]  P.h.d.
[00:06:03.520 --> 00:06:06.320]  由木老妹這麼多年
[00:06:06.320 --> 00:06:07.680]  由信女主這麼多年
[00:06:07.680 --> 00:06:09.280]  當然相信他
[00:06:09.280 --> 00:06:12.720]  覺得你向上帝交代
[00:06:12.720 --> 00:06:14.640]  我們相信你
[00:06:14.640 --> 00:06:16.640]  但那次事件之後
[00:06:16.640 --> 00:06:21.120]  改變了我們聘請的原則
[00:06:21.120 --> 00:06:24.240]  以前不做Due Diligence
[00:06:24.240 --> 00:06:26.480]  不會查他
[00:06:26.480 --> 00:06:30.400]  一查他就好像不相信他
[00:06:30.400 --> 00:06:32.960]  於是就有一個牧師來申請
[00:06:32.960 --> 00:06:35.120]  說他的履歷很不錯
[00:06:35.120 --> 00:06:37.120]  由T.H.M.
[00:06:37.120 --> 00:06:39.520]  牧島會幾多年
[00:06:39.520 --> 00:06:41.280]  又是牧師
[00:06:41.280 --> 00:06:45.440]  請他回來做一個牧區的區牧
[00:06:45.440 --> 00:06:46.800]  請他回來之後
[00:06:46.800 --> 00:06:48.800]  基本上沒什麼
[00:06:48.800 --> 00:06:51.120]  直至過幾兩個月之後
[00:06:51.120 --> 00:06:53.680]  發覺教會有些人
[00:06:53.680 --> 00:06:56.320]  上來噴漆
[00:06:56.320 --> 00:06:59.360]  李業基血債血償
[00:06:59.360 --> 00:07:03.440]  噴些紅漆在教會的牆上
[00:07:03.440 --> 00:07:05.520]  問發生什麼事
[00:07:05.520 --> 00:07:08.880]  於是就逼他來問
[00:07:08.880 --> 00:07:10.240]  問他什麼事
[00:07:10.240 --> 00:07:13.440]  他說其實在以前教會
[00:07:13.440 --> 00:07:15.920]  我幫了一個人做擔保
[00:07:15.920 --> 00:07:17.120]  你知道我們做牧師
[00:07:17.120 --> 00:07:19.040]  經常做擔保
[00:07:19.040 --> 00:07:21.120]  擔保了那個人就走了
[00:07:21.120 --> 00:07:24.720]  現在那些大丸子追我債
[00:07:24.720 --> 00:07:27.360]  於是我們就相信他
[00:07:27.360 --> 00:07:30.240]  但一直發展下去又有電話
[00:07:30.240 --> 00:07:32.160]  有些人又上門
[00:07:32.160 --> 00:07:34.160]  我們發覺這樣不行
[00:07:34.160 --> 00:07:35.360]  於是就坐下來跟他談
[00:07:35.360 --> 00:07:37.760]  看看是否背後有些什麼
[00:07:37.760 --> 00:07:39.280]  於是他都堅持的
[00:07:39.280 --> 00:07:40.800]  但到最後我們就說
[00:07:40.800 --> 00:07:44.480]  不如我們幫你去財務重組
[00:07:44.480 --> 00:07:47.360]  教會裡面很多財務專家
[00:07:47.360 --> 00:07:49.760]  看看怎樣還了這筆債
[00:07:49.760 --> 00:07:52.960]  他也不肯給
[00:07:52.960 --> 00:07:56.320]  後來就拿他的信用卡帳單等等
[00:07:56.320 --> 00:07:57.680]  每個月花多少錢
[00:07:57.680 --> 00:07:59.520]  我們純粹希望幫他
[00:07:59.520 --> 00:08:01.600]  但當拿到這些證據來的時候
[00:08:01.600 --> 00:08:04.000]  發覺就是長話短說
[00:08:04.000 --> 00:08:07.600]  他是有一種病態
[00:08:07.600 --> 00:08:09.440]  就是購物狂
[00:08:09.440 --> 00:08:11.040]  二十多年前在香港
[00:08:11.040 --> 00:08:18.720]  每個月花錢可以花一萬多元的支出
[00:08:18.720 --> 00:08:21.120]  他不斷去買東西
[00:08:21.120 --> 00:08:24.560]  結果就是欠錢
[00:08:24.560 --> 00:08:26.880]  所以就向大耳窿借錢
[00:08:26.880 --> 00:08:30.720]  結果還不到就騷擾我們
[00:08:30.720 --> 00:08:33.520]  都是一些恐嚇的手段
[00:08:33.520 --> 00:08:37.200]  於是他就是我唯一一個
[00:08:37.200 --> 00:08:38.960]  在我香港的時候
[00:08:38.960 --> 00:08:42.320]  唯一一個我叫他即時離職的
[00:08:42.320 --> 00:08:43.760]  但我多仁慈
[00:08:43.760 --> 00:08:45.040]  唯一一個
[00:08:45.040 --> 00:08:46.720]  所以他就出去罵我
[00:08:46.720 --> 00:08:50.160]  又說梁亭軼殺人不眨眼
[00:08:50.160 --> 00:08:53.200]  在網上那時候已經有那些blog
[00:08:53.200 --> 00:08:55.440]  在blog上不停地罵我
[00:08:55.440 --> 00:08:57.280]  但我們這班執事是好人
[00:08:57.280 --> 00:08:58.400]  這班執事覺得
[00:08:58.400 --> 00:09:02.400]  喂,就是放人一條生路
[00:09:02.400 --> 00:09:05.920]  那就算了,叫他走就算了
[00:09:05.920 --> 00:09:07.280]  所以我們又硬吃
[00:09:07.280 --> 00:09:09.680]  頂著他問我為甚麼牧師突然離職
[00:09:09.680 --> 00:09:11.440]  又不能說出來
[00:09:11.440 --> 00:09:12.720]  他自己辭職
[00:09:12.720 --> 00:09:14.880]  不斷地罵我
[00:09:14.880 --> 00:09:20.240]  又說我沒人道,趕人走
[00:09:20.240 --> 00:09:21.680]  但這件事之後
[00:09:21.680 --> 00:09:23.520]  我跟教會說不行了
[00:09:23.520 --> 00:09:27.920]  我們一定要做足這個due diligence
[00:09:27.920 --> 00:09:29.680]  要去檢查一下
[00:09:29.680 --> 00:09:33.120]  因為真的會有人佬作的
[00:09:33.120 --> 00:09:33.920]  對不對
[00:09:33.920 --> 00:09:35.920]  所以你今天來到
[00:09:35.920 --> 00:09:40.400]  我們Gideon、Paul、Sam這些在我們那裡侍奉
[00:09:40.400 --> 00:09:42.160]  我們都檢查過了
[00:09:42.160 --> 00:09:43.200]  對不對
[00:09:43.200 --> 00:09:46.000]  就是了解清楚就是
[00:09:46.000 --> 00:09:49.600]  當然有很多很秘密的事可能都檢查不了
[00:09:49.600 --> 00:09:52.480]  但起碼都了解清楚就是
[00:09:52.480 --> 00:09:55.120]  他們的背景是怎樣
[00:09:55.120 --> 00:09:57.600]  他們的學歷是否真的這樣
[00:09:57.600 --> 00:10:00.960]  以致我們能夠明白
[00:10:00.960 --> 00:10:06.080]  他寫說中英國語完全百分之百流利
[00:10:06.080 --> 00:10:08.160]  你要看看是不是才行
[00:10:08.160 --> 00:10:10.160]  你都要了解清楚
[00:10:10.160 --> 00:10:12.160]  所以在這些事情裡面
[00:10:12.160 --> 00:10:14.560]  我們看到今天這個世界裡面
[00:10:14.560 --> 00:10:19.360]  欺騙或者缺乏誠信
[00:10:19.360 --> 00:10:21.920]  是嘗試在我們周圍出現
[00:10:21.920 --> 00:10:26.800]  就是我們如果看看這個關區裡面的
[00:10:26.800 --> 00:10:30.720]  我只是上網找一些資料而已
[00:10:30.720 --> 00:10:32.640]  全部都和欺騙有關
[00:10:32.640 --> 00:10:34.240]  一些騙案
[00:10:34.240 --> 00:10:34.720]  對不對
[00:10:34.720 --> 00:10:36.800]  很多就是love romance
[00:10:36.800 --> 00:10:40.800]  我前兩年有一個姐妹
[00:10:40.800 --> 00:10:44.400]  就是一味要我幫她去找律師
[00:10:44.400 --> 00:10:45.440]  教會這麼大
[00:10:45.440 --> 00:10:49.920]  找律師幫忙去處理她的愛人
[00:10:49.920 --> 00:10:53.280]  被人禁錮了要用錢贖她
[00:10:53.280 --> 00:10:57.280]  她付了幾次錢去都沒有回音
[00:10:57.280 --> 00:11:01.040]  這些很多就是love romance的scam
[00:11:01.040 --> 00:11:03.520]  其實一聽就知道是假的
[00:11:03.520 --> 00:11:06.960]  不過真的不怕舊
[00:11:06.960 --> 00:11:08.960]  要有人肯仇
[00:11:08.960 --> 00:11:10.480]  有時候就是這樣
[00:11:10.480 --> 00:11:13.040]  有一些弟兄也好姐妹也好
[00:11:13.040 --> 00:11:14.960]  因為情感的需要
[00:11:14.960 --> 00:11:17.200]  很容易被人欺騙
[00:11:17.200 --> 00:11:20.160]  他覺得我幫不了他
[00:11:20.160 --> 00:11:21.680]  反而不再找我
[00:11:21.680 --> 00:11:23.920]  那個時刻都是年紀之前
[00:11:23.920 --> 00:11:27.840]  他仍然是深信那個作假
[00:11:27.840 --> 00:11:30.800]  那個欺騙她的人是真心愛她的
[00:11:30.800 --> 00:11:34.320]  他和我說最後一番話就是
[00:11:34.320 --> 00:11:35.360]  這些錢是我的
[00:11:35.360 --> 00:11:37.280]  我甘心命抵給他
[00:11:37.280 --> 00:11:39.280]  那我也說了
[00:11:39.280 --> 00:11:40.640]  很多騙案
[00:11:40.640 --> 00:11:42.640]  Calfresh有騙案
[00:11:42.640 --> 00:11:45.520]  華埠有很多叫祈福黨
[00:11:45.520 --> 00:11:49.200]  你知什麼叫祈福黨嗎?
[00:11:49.200 --> 00:11:50.640]  叫他找一些玉戒指
[00:11:50.640 --> 00:11:52.640]  或者金鏈為你祈福
[00:11:52.640 --> 00:11:54.160]  偷龍轉鳳
[00:11:54.160 --> 00:11:57.200]  在香港也不少
[00:11:57.200 --> 00:12:01.200]  這些不同的騙案的出現
[00:12:01.200 --> 00:12:03.840]  我記得我媽媽還未回天下之前
[00:12:03.840 --> 00:12:05.680]  有一次回到家
[00:12:05.680 --> 00:12:07.440]  很興高采烈地跟我說
[00:12:07.440 --> 00:12:09.840]  我今天做了一件很聰明的事
[00:12:09.840 --> 00:12:11.280]  我問媽媽什麼事
[00:12:11.280 --> 00:12:13.680]  剛才有一個騙徒
[00:12:13.680 --> 00:12:16.560]  跟我說挖到一袋銀
[00:12:16.560 --> 00:12:20.080]  他說用平價賣給我和我分
[00:12:20.080 --> 00:12:22.000]  他說我多聰明
[00:12:22.000 --> 00:12:23.440]  我馬上拒絕了他
[00:12:23.440 --> 00:12:26.480]  我心想有什麼聰明?
[00:12:26.480 --> 00:12:28.400]  應該拒絕他
[00:12:28.400 --> 00:12:30.080]  你想想
[00:12:30.080 --> 00:12:33.920]  如果我們馬上有個陌生人來找我們
[00:12:33.920 --> 00:12:38.000]  應該都不會中計吧
[00:12:38.000 --> 00:12:41.200]  但是就是有人中計
[00:12:41.200 --> 00:12:45.040]  所以為什麼你經常聽到那些騙徒的電話
[00:12:45.040 --> 00:12:46.320]  但是打電話來
[00:12:46.320 --> 00:12:48.080]  你要知道的就是
[00:12:48.080 --> 00:12:51.600]  統計學告訴我們
[00:12:51.600 --> 00:12:55.600]  可能你打一千個電話裡面
[00:12:55.600 --> 00:12:59.200]  會有兩三個人中計
[00:12:59.200 --> 00:13:01.200]  要不然他不會再繼續做
[00:13:01.200 --> 00:13:03.600]  所以他就說在柬埔寨
[00:13:03.600 --> 00:13:06.720]  在大陸找一些人去打
[00:13:06.720 --> 00:13:07.760]  狂打
[00:13:07.760 --> 00:13:08.720]  打得多
[00:13:08.720 --> 00:13:10.560]  那就有人中了
[00:13:10.560 --> 00:13:14.160]  這就跟傳福音完全一樣
[00:13:14.160 --> 00:13:15.760]  你傳多一點
[00:13:15.760 --> 00:13:18.080]  十個裡面有一個能夠信主的
[00:13:18.080 --> 00:13:19.600]  你想有十個人信主又如何?
[00:13:19.600 --> 00:13:21.120]  你就傳一百個
[00:13:21.120 --> 00:13:24.000]  這就是騙案裡面的騙徒
[00:13:24.000 --> 00:13:25.200]  是真的有人中計
[00:13:25.200 --> 00:13:27.680]  如果你看這些新聞就發覺
[00:13:27.680 --> 00:13:31.680]  就是有些公司的CEO
[00:13:31.680 --> 00:13:34.400]  是被騙超過一千萬
[00:13:34.400 --> 00:13:35.200]  就是這些
[00:13:35.200 --> 00:13:36.560]  他不是randomware
[00:13:36.560 --> 00:13:39.440]  他是真的欺騙
[00:13:39.440 --> 00:13:44.400]  我們看到這個世界充滿著這些
[00:13:44.400 --> 00:13:46.160]  又說你的account被人lock了
[00:13:46.160 --> 00:13:47.440]  叫你輸入密碼
[00:13:47.440 --> 00:13:50.800]  又叫你買gift card送給某些人
[00:13:50.800 --> 00:13:52.080]  這些全部都是
[00:13:52.080 --> 00:13:55.040]  關乎這個誠信的問題
[00:13:55.040 --> 00:13:56.240]  什麼叫誠信呢?
[00:13:56.240 --> 00:13:58.720]  Oxford這個牛津字典裡面
[00:13:58.720 --> 00:13:59.840]  用中文翻譯就是
[00:13:59.840 --> 00:14:02.320]  誠信是指誠實
[00:14:02.320 --> 00:14:03.600]  honesty
[00:14:03.600 --> 00:14:04.720]  手信用的行為
[00:14:04.720 --> 00:14:07.440]  是對信念和原則價值觀
[00:14:07.440 --> 00:14:10.800]  一個不妥協堅持的表現
[00:14:10.800 --> 00:14:14.240]  所以誠信不單止是講真話
[00:14:14.240 --> 00:14:18.160]  也是你的生活行為裡面的表現
[00:14:18.160 --> 00:14:20.960]  這也是聖經裡面很堅持的一件事
[00:14:20.960 --> 00:14:21.760]  聖經告訴你
[00:14:21.760 --> 00:14:25.680]  你要將誠信和慈愛去擁抱
[00:14:25.680 --> 00:14:27.200]  就是在頸項上面
[00:14:27.200 --> 00:14:28.880]  刻在心板上面
[00:14:28.880 --> 00:14:34.160]  以致世人和上帝眼前是蒙印
[00:14:34.160 --> 00:14:38.080]  你看為什麼誠信耶穌要特別講這件事
[00:14:38.080 --> 00:14:39.360]  作厭作光
[00:14:39.360 --> 00:14:42.320]  因為我們是一個messenger
[00:14:42.320 --> 00:14:43.280]  在地上
[00:14:43.280 --> 00:14:45.680]  如果我們要進入人群裡面
[00:14:45.680 --> 00:14:48.560]  我們就是人版被人看到
[00:14:48.560 --> 00:14:50.160]  我們的訊息是怎樣
[00:14:50.160 --> 00:14:53.840]  但如果你的訊息和你所活的生活行為
[00:14:53.840 --> 00:14:55.440]  是不相稱的時候
[00:14:55.440 --> 00:14:57.040]  人家會不會相信你
[00:14:57.040 --> 00:14:58.320]  所講的東西
[00:14:58.320 --> 00:15:01.920]  所以全福音就是一個打了折舊
[00:15:01.920 --> 00:15:05.120]  這就是我們儒家思想裡面
[00:15:05.120 --> 00:15:07.360]  都嘗試講這件事
[00:15:07.360 --> 00:15:08.640]  言而無信
[00:15:08.640 --> 00:15:09.920]  孔子說
[00:15:09.920 --> 00:15:13.280]  你說話但是沒有信用的
[00:15:13.280 --> 00:15:14.320]  不知其可也
[00:15:14.320 --> 00:15:15.920]  做什麼都做不到
[00:15:15.920 --> 00:15:16.560]  是不是
[00:15:16.560 --> 00:15:17.680]  麥迪裡面說
[00:15:17.680 --> 00:15:20.320]  麥子言不信者
[00:15:20.320 --> 00:15:22.400]  行不果更加清楚
[00:15:22.400 --> 00:15:25.280]  就是說話沒有信用的
[00:15:25.280 --> 00:15:27.680]  不遵守你所說的話
[00:15:27.680 --> 00:15:31.200]  你做出來是完全不會有結果的
[00:15:31.200 --> 00:15:32.640]  那麼麥迪更加清楚
[00:15:32.640 --> 00:15:34.080]  聖者天之道也
[00:15:34.080 --> 00:15:36.720]  就是忠誠或者誠信
[00:15:36.720 --> 00:15:39.520]  是上帝的道理
[00:15:39.520 --> 00:15:41.200]  思誠者人之道也
[00:15:41.200 --> 00:15:42.960]  追求誠信的
[00:15:42.960 --> 00:15:47.200]  就是人應該去做的事
[00:15:47.200 --> 00:15:49.360]  今天耶穌從這篇的訊息裡面
[00:15:49.360 --> 00:15:50.960]  就帶我們來三樣
[00:15:50.960 --> 00:15:52.720]  教導我們怎樣去思考
[00:15:52.720 --> 00:15:54.960]  以及做一個有誠信的人
[00:15:54.960 --> 00:15:56.480]  我在這裡強調
[00:15:56.480 --> 00:15:57.440]  耶穌要講的就是
[00:15:57.440 --> 00:16:00.960]  人和人之間的日常的交往
[00:16:00.960 --> 00:16:04.160]  耶穌不是講一些特別的情況
[00:16:04.160 --> 00:16:06.960]  好像你宣誓
[00:16:06.960 --> 00:16:08.000]  入美國籍
[00:16:08.000 --> 00:16:10.000]  你要宣誓的
[00:16:10.000 --> 00:16:11.200]  大家舉右手
[00:16:11.200 --> 00:16:12.320]  你說我是基督徒
[00:16:12.320 --> 00:16:14.080]  我不可起誓
[00:16:14.080 --> 00:16:16.160]  那你就不用入籍了
[00:16:16.160 --> 00:16:20.160]  又或者你去法庭做證人
[00:16:20.160 --> 00:16:21.200]  宣誓
[00:16:21.200 --> 00:16:23.360]  你說我不宣誓
[00:16:23.360 --> 00:16:24.800]  那你又做不到
[00:16:24.800 --> 00:16:28.240]  不是人和人之間的交往
[00:16:28.240 --> 00:16:29.920]  而是法律上的要求
[00:16:29.920 --> 00:16:31.920]  又或者一些特別的情況
[00:16:31.920 --> 00:16:33.120]  有些人經常講的就是
[00:16:33.120 --> 00:16:35.200]  拉合也講謊
[00:16:35.200 --> 00:16:38.960]  以色列希伯來的
[00:16:38.960 --> 00:16:41.760]  Meat Wife那些接生婆也講謊
[00:16:41.760 --> 00:16:43.520]  聖經裡面也有很多人講謊
[00:16:43.520 --> 00:16:45.040]  如果你看這些情況
[00:16:45.040 --> 00:16:47.040]  都是一些很獨特的情況
[00:16:47.040 --> 00:16:50.640]  上帝在當中去感動人
[00:16:50.640 --> 00:16:53.120]  去做一個在特別情況裡面
[00:16:53.120 --> 00:16:56.320]  救命或者拯救整個民族的決定
[00:16:56.320 --> 00:16:57.760]  不是這些日常
[00:16:57.760 --> 00:16:59.040]  不要用這些東西
[00:16:59.040 --> 00:17:02.160]  來蓋過了我們人和人之間
[00:17:02.160 --> 00:17:04.720]  應該有的這種誠信
[00:17:04.720 --> 00:17:06.720]  我們看看聖經怎麼說
[00:17:06.720 --> 00:17:07.440]  首先就是一樣東西
[00:17:07.440 --> 00:17:10.320]  我們要明白耶穌說了些什麼
[00:17:10.320 --> 00:17:12.240]  耶穌說不可起誓
[00:17:12.240 --> 00:17:14.800]  所謂的誓總要向主謹守
[00:17:14.800 --> 00:17:16.560]  Sorry 不可背誓
[00:17:16.560 --> 00:17:18.880]  所謂的誓總要向主謹守
[00:17:18.880 --> 00:17:21.680]  但是耶穌說不要起誓
[00:17:21.680 --> 00:17:23.920]  那他不是反口
[00:17:23.920 --> 00:17:26.160]  跟舊約裡面所說的東西不同
[00:17:26.160 --> 00:17:28.480]  因為舊約裡面很清楚列出的就是
[00:17:28.480 --> 00:17:30.080]  可以起誓
[00:17:30.080 --> 00:17:32.800]  他說人若向耶穌起誓
[00:17:32.800 --> 00:17:36.080]  就要約束自己不可以不守信用
