
[00:00:00.000 --> 00:00:07.000]  在過去一年裏,我們用很多時間和大家思想到耶穌在地上所行的神蹟
[00:06:21.000 --> 00:06:24.000]  給他很開心
[00:06:24.000 --> 00:06:27.000]  媽媽說「不要再玩遊戲機了」
[00:06:27.000 --> 00:06:31.000]  他真的跟媽媽打過
[00:06:31.000 --> 00:06:38.000]  那種感官的刺激帶來給他一時的開心
[00:06:38.000 --> 00:06:40.000]  比較大一點的年輕人
[00:06:40.000 --> 00:06:44.000]  找些朋友來開派對
[00:06:44.000 --> 00:06:46.000]  一起在我們的派對裏面
[00:06:46.000 --> 00:06:49.000]  我們又喝又吃
[00:06:49.000 --> 00:06:52.000]  一起聊天,很開心很快樂
[00:06:52.000 --> 00:06:54.000]  但完了之後
[00:06:54.000 --> 00:06:58.000]  那些悲哀的事又回頭
[00:06:58.000 --> 00:07:02.000]  有時我們一邊吃東西一邊看打球
[00:07:02.000 --> 00:07:05.000]  很開心
[00:07:05.000 --> 00:07:09.000]  有些人甚至乎食煙飲酒吸毒
[00:07:09.000 --> 00:07:12.000]  帶來給他有感官的刺激
[00:07:12.000 --> 00:07:15.000]  他會一時的快樂
[00:07:15.000 --> 00:07:18.000]  所以今天人是在尋找快樂
[00:07:18.000 --> 00:07:20.000]  那種情緒和感覺
[00:07:20.000 --> 00:07:24.000]  這個是很明顯的
[00:07:24.000 --> 00:07:25.000]  誰不想快樂都可以
[00:07:25.000 --> 00:07:27.000]  誰不想開心都可以
[00:07:27.000 --> 00:07:29.000]  所以我們用很多的方法
[00:07:29.000 --> 00:07:32.000]  刺激我們的感官
[00:07:32.000 --> 00:07:36.000]  希望得到一些開心快樂的時刻
[00:07:36.000 --> 00:07:38.000]  所以今天很多的專家
[00:07:38.000 --> 00:07:39.000]  特別是心理學家
[00:07:39.000 --> 00:07:44.000]  研究快樂這回事情
[00:07:44.000 --> 00:07:47.000]  他們所發現的和聖經所講的
[00:07:47.000 --> 00:07:50.000]  實在很吻合
[00:07:50.000 --> 00:07:53.000]  基本上今天的研究
[00:07:53.000 --> 00:07:55.000]  講到快樂的時候怎樣講呢?
[00:07:55.000 --> 00:07:57.000]  我們需要有基本的
[00:07:57.000 --> 00:08:00.000]  衣食住行方面的滿足
[00:08:00.000 --> 00:08:02.000]  我們才會快樂
[00:08:02.000 --> 00:08:05.000]  這個是真的
[00:08:05.000 --> 00:08:07.000]  在電視上我們看到一些廣告
[00:08:07.000 --> 00:08:09.000]  一些宣傳
[00:08:09.000 --> 00:08:14.000]  非洲一些很久沒得吃的那些十元仔
[00:08:14.000 --> 00:08:16.000]  肚子脹脹的
[00:08:16.000 --> 00:08:18.000]  他們是滿面愁容
[00:08:18.000 --> 00:08:19.000]  十元仔應該開心的
[00:08:19.000 --> 00:08:21.000]  應該快樂的
[00:08:21.000 --> 00:08:23.000]  但這些沒得吃的十元仔
[00:08:23.000 --> 00:08:31.000]  他們是滿面愁容
[00:08:31.000 --> 00:08:35.000]  沒錯我們需要吃得飽
[00:08:35.000 --> 00:08:39.000]  我們才會快樂
[00:08:39.000 --> 00:08:43.000]  但是不是我們有山珍海味
[00:08:43.000 --> 00:08:49.000]  甚至乎金粉這些很特殊的食物
[00:08:49.000 --> 00:08:53.000]  越特殊越高越名貴的食品
[00:08:53.000 --> 00:08:56.000]  叫我們開心一點
[00:08:56.000 --> 00:09:01.000]  今天研究告訴我不是這樣
[00:09:01.000 --> 00:09:02.000]  不是說你錢多一點
[00:09:02.000 --> 00:09:03.000]  享受多一點
[00:09:03.000 --> 00:09:05.000]  你就快樂多一點
[00:09:05.000 --> 00:09:06.000]  不是這樣
[00:09:06.000 --> 00:09:08.000]  你是需要基本
[00:09:08.000 --> 00:09:12.000]  衣食住行基本生活上的需要
[00:09:12.000 --> 00:09:14.000]  超過這些
[00:09:14.000 --> 00:09:16.000]  不會是快樂一點的
[00:09:16.000 --> 00:09:20.000]  請記得這件事
[00:09:20.000 --> 00:09:22.000]  所以不要拼命賺錢
[00:09:22.000 --> 00:09:25.000]  住漂亮一點的房子
[00:09:25.000 --> 00:09:27.000]  住大一點的房子
[00:09:27.000 --> 00:09:28.000]  有漂亮一點的汽車
[00:09:28.000 --> 00:09:32.000]  每年都換汽車
[00:09:32.000 --> 00:09:35.000]  汽車玩得不夠買遊艇
[00:09:35.000 --> 00:09:39.000]  以為我們有這一切的享受
[00:09:39.000 --> 00:09:42.000]  越多的享受我們越快樂
[00:09:42.000 --> 00:09:43.000]  是不是這樣的情況
[00:09:43.000 --> 00:09:45.000]  今天的研究告訴我們
[00:09:45.000 --> 00:09:49.000]  絕對不是這樣的情況
[00:09:49.000 --> 00:09:51.000]  除了基本的需要之外
[00:09:51.000 --> 00:09:53.000]  越多的享受
[00:09:53.000 --> 00:09:54.000]  物質的享受
[00:09:54.000 --> 00:10:01.000]  不會越多的快樂
[00:10:01.000 --> 00:10:07.000]  其實生活越簡單的地區的人
[00:10:07.000 --> 00:10:09.000]  他們越快樂
[00:10:09.000 --> 00:10:10.000]  越富庶的地區的人
[00:10:10.000 --> 00:10:14.000]  越不快樂
[00:10:14.000 --> 00:10:18.000]  今天的研究的情況是這樣
[00:10:18.000 --> 00:10:21.000]  我舉一個數據
[00:10:21.000 --> 00:10:25.000]  就是美國哥倫比亞大學
[00:10:25.000 --> 00:10:29.000]  有一個叫做地球研究所
[00:10:29.000 --> 00:10:34.000]  它將快樂的指數
[00:10:34.000 --> 00:10:38.000]  在世界各國來做一個比較
[00:10:38.000 --> 00:10:40.000]  然後我們得出的結論
[00:10:40.000 --> 00:10:45.000]  有五個國家是最快樂的
[00:10:45.000 --> 00:10:48.000]  第一是丹麥
[00:10:48.000 --> 00:10:49.000]  第二是挪威
[00:10:49.000 --> 00:10:51.000]  第三是瑞士
[00:10:51.000 --> 00:10:53.000]  第四是荷蘭
[00:10:53.000 --> 00:10:56.000]  第五是瑞典
[00:10:56.000 --> 00:10:59.000]  第十一是美國
[00:10:59.000 --> 00:11:05.000]  第六十七是香港
[00:11:05.000 --> 00:11:08.000]  香港人很不快樂
[00:11:08.000 --> 00:11:11.000]  我們是排第六十七
[00:11:11.000 --> 00:11:14.000]  而中國大陸
[00:11:14.000 --> 00:11:17.000]  這個崛起的大國
[00:11:17.000 --> 00:11:20.000]  富強的國家
[00:11:20.000 --> 00:11:23.000]  是排一百一十二
[00:11:23.000 --> 00:11:26.000]  在快樂的指數是排一百一十二
[00:11:26.000 --> 00:11:28.000]  所以我們看到
[00:11:28.000 --> 00:11:32.000]  越富強的國家
[00:11:32.000 --> 00:11:34.000]  不是越快樂
[00:11:34.000 --> 00:11:36.000]  是越不快樂的
[00:11:36.000 --> 00:11:39.000]  香港我想在很多方面
[00:11:39.000 --> 00:11:42.000]  我們都是一個很富庶的地區
[00:11:42.000 --> 00:11:46.000]  但可惜我們快樂的排名
[00:11:46.000 --> 00:11:49.000]  是排到第六十七
[00:11:49.000 --> 00:11:52.000]  我們不是一個快樂的香港
[00:11:52.000 --> 00:11:54.000]  是一個不快樂的香港
[00:11:54.000 --> 00:11:57.000]  所以我們要在不快樂的香港裏面
[00:11:57.000 --> 00:11:58.000]  我們基督徒
[00:11:58.000 --> 00:12:00.000]  教會的見證
[00:12:00.000 --> 00:12:03.000]  就帶來給這個世界
[00:12:03.000 --> 00:12:05.000]  帶來給我們周圍的人
[00:12:05.000 --> 00:12:07.000]  香港不快樂的人
[00:12:07.000 --> 00:12:13.000]  他們有真正的喜樂
[00:12:13.000 --> 00:12:16.000]  聖經的喜樂
[00:12:16.000 --> 00:12:21.000]  不是快樂的感覺
[00:12:21.000 --> 00:12:23.000]  另外聖經的喜樂
[00:12:23.000 --> 00:12:25.000]  又不是幸福
[00:12:25.000 --> 00:12:27.000]  我們中國人很講幸福
[00:12:27.000 --> 00:12:29.000]  你一個幸福的家庭
[00:12:29.000 --> 00:12:32.000]  父慈子孝
[00:12:32.000 --> 00:12:35.000]  兒子哈佛畢業
[00:12:35.000 --> 00:12:40.000]  找到一份賺很多錢的工作
[00:12:40.000 --> 00:12:43.000]  女兒又做甚麼工程師
[00:12:43.000 --> 00:12:45.000]  另一個兒子又做醫生
[00:12:45.000 --> 00:12:46.000]  一個做護士
[00:12:46.000 --> 00:12:49.000]  說個個都是專業的人士
[00:12:49.000 --> 00:12:51.000]  這個家庭真是很幸福
[00:12:51.000 --> 00:12:53.000]  個個又健康
[00:12:53.000 --> 00:12:55.000]  沒有疾病
[00:12:55.000 --> 00:12:58.000]  你說多麼幸福
[00:12:58.000 --> 00:13:00.000]  家庭又很和諧
[00:13:00.000 --> 00:13:04.000]  大家都很開心
[00:13:04.000 --> 00:13:07.000]  是一個真是世界的人
[00:13:07.000 --> 00:13:10.000]  認為很幸福的一個家庭
[00:13:10.000 --> 00:13:13.000]  但問題就是說
[00:13:13.000 --> 00:13:16.000]  當環境改變的時候
[00:13:16.000 --> 00:13:18.000]  這種幸福就成為過去
[00:13:18.000 --> 00:13:21.000]  而很多時候環境會改變
[00:13:21.000 --> 00:13:23.000]  幸福的家庭
[00:13:23.000 --> 00:13:25.000]  大家鬧上法庭
[00:13:25.000 --> 00:13:28.000]  為了爭家產
[00:13:28.000 --> 00:13:33.000]  一個本來很幸福很好的家庭
[00:13:33.000 --> 00:13:40.000]  因為我們貪錢拆散了
[00:13:40.000 --> 00:13:42.000]  聖經所講的喜樂
[00:13:42.000 --> 00:13:49.000]  不會因為環境而變成失去的
[00:13:49.000 --> 00:13:51.000]  最好的例子就是我們要看的
[00:13:51.000 --> 00:13:53.000]  這個菲律賓書
[00:13:53.000 --> 00:13:55.000]  保羅寫菲律賓書的時候
[00:13:55.000 --> 00:13:58.000]  我們剛才說他在坐牢
[00:13:58.000 --> 00:14:02.000]  他前面是生是死他都不知道
[00:14:02.000 --> 00:14:04.000]  但為了福音的緣故
[00:14:04.000 --> 00:14:06.000]  本來都不用去羅馬受審的
[00:14:06.000 --> 00:14:08.000]  他自己都要去
[00:14:08.000 --> 00:14:11.000]  因為他希望在君王的面前
[00:14:11.000 --> 00:14:18.000]  能夠傳揚耶穌基督的福音
[00:14:18.000 --> 00:14:20.000]  聖經的喜樂究竟是什麼呢?
[00:14:20.000 --> 00:14:22.000]  我們以前都在這個地方
[00:14:22.000 --> 00:14:25.000]  跟大家分享過很多次
[00:14:25.000 --> 00:14:29.000]  聖經的喜樂是一種積極樂觀
[00:14:29.000 --> 00:14:34.000]  凡事從好處著想的人生的態度
[00:14:34.000 --> 00:14:37.000]  沒有神的人
[00:14:37.000 --> 00:14:41.000]  他沒有理由有這種積極樂觀的態度
[00:14:41.000 --> 00:14:44.000]  他只是自己騙自己
[00:14:44.000 --> 00:14:47.000]  所以今天所謂新紀元運動的人
[00:14:47.000 --> 00:14:52.000]  我們有積極樂觀的態度就可以了
[00:14:52.000 --> 00:14:56.000]  他都說到凡事從好處著想
[00:14:56.000 --> 00:15:00.000]  他會告訴你
[00:15:00.000 --> 00:15:03.000]  你只是想著告訴自己
[00:15:03.000 --> 00:15:08.000]  今年你要賺到一億的港幣
[00:15:08.000 --> 00:15:11.000]  明年更上一步一億的美金
[00:15:11.000 --> 00:15:13.000]  你要跟自己說
[00:15:13.000 --> 00:15:17.000]  我要得到,那你就得到了
[00:15:17.000 --> 00:15:22.000]  如果這樣就得到,那用什麼來得到呢?
[00:15:22.000 --> 00:15:25.000]  如果汽車的車牌有個八字
[00:15:25.000 --> 00:15:27.000]  又多個八字又多個八字
[00:15:27.000 --> 00:15:29.000]  那你就發了
[00:15:29.000 --> 00:15:34.000]  那用什麼來發呢?
[00:15:34.000 --> 00:15:39.000]  人很容易自己去騙自己
[00:15:39.000 --> 00:15:41.000]  因為人是靠自己的
[00:15:41.000 --> 00:15:44.000]  自己得到幸福得到快樂
[00:15:44.000 --> 00:15:46.000]  但環境改變我們的快樂
[00:15:46.000 --> 00:15:52.000]  我們的幸福都會成為過去
[00:15:52.000 --> 00:15:57.000]  是神賜給我們那種喜樂
[00:15:57.000 --> 00:16:00.000]  因為是從神而來的
[00:16:00.000 --> 00:16:03.000]  神是幫助我們勝過環境的
[00:16:03.000 --> 00:16:05.000]  所以在無論什麼環境裡面
[00:16:05.000 --> 00:16:07.000]  我們都能夠靠神
[00:16:07.000 --> 00:16:11.000]  因為我們有救恩
[00:16:11.000 --> 00:16:13.000]  我們就能夠得到這種
[00:16:13.000 --> 00:16:18.000]  不能夠被環境奪去的
[00:16:18.000 --> 00:16:25.000]  這種真正屬天的喜樂
[00:16:25.000 --> 00:16:28.000]  最正經的喜樂是一種恩典
[00:16:28.000 --> 00:16:31.000]  是神賜給我們的
[00:16:31.000 --> 00:16:35.000]  同時人努力去追求要得到的
[00:16:35.000 --> 00:16:42.000]  就是人靠著神的恩典去追求得著的
[00:16:42.000 --> 00:16:45.000]  因為聖經的喜樂這個字
[00:16:45.000 --> 00:16:48.000]  這個字根就是恩典
[00:16:48.000 --> 00:16:50.000]  所以提醒我們
[00:16:50.000 --> 00:16:52.000]  喜樂是從神而來的
[00:16:52.000 --> 00:16:57.000]  神是喜樂的源頭
[00:16:57.000 --> 00:16:59.000]  日後需要我們去努力的
[00:16:59.000 --> 00:17:04.000]  依靠神的恩典去努力去追求去得著的
[00:17:04.000 --> 00:17:09.000]  因為喜樂是一個命令
[00:17:09.000 --> 00:17:12.000]  提撒諾尼加前書第五章告訴我們
[00:17:12.000 --> 00:17:15.000]  要常常的喜樂
[00:17:15.000 --> 00:17:17.000]  不懼的禱告
[00:17:17.000 --> 00:17:18.000]  凡事謝恩
[00:17:18.000 --> 00:17:25.000]  這是神在耶穌基督裡面給我們的旨意
[00:17:25.000 --> 00:17:28.000]  當聖經說要常常喜樂的時候
[00:17:28.000 --> 00:17:31.000]  這個命令是我們要去追求得著的
[00:17:31.000 --> 00:17:33.000]  在神的恩典之中
[00:17:33.000 --> 00:17:34.000]  我們追求得著
[00:17:34.000 --> 00:17:35.000]  不是靠自己
[00:17:35.000 --> 00:17:37.000]  世人要靠自己
[00:17:37.000 --> 00:17:39.000]  有什麼積極樂觀的態度
[00:17:39.000 --> 00:17:43.000]  是自己騙自己的
[00:17:43.000 --> 00:17:45.000]  因為他們沒有神
[00:17:45.000 --> 00:17:48.000]  他們無所依靠
[00:17:48.000 --> 00:17:50.000]  我們有神
[00:17:50.000 --> 00:17:52.000]  神是救恩的神
[00:17:52.000 --> 00:17:55.000]  透過救恩給我們有這種喜樂
[00:17:55.000 --> 00:17:56.000]  這個喜樂
[00:17:56.000 --> 00:18:01.000]  聖經告訴我們是一種生活的方式
[00:18:01.000 --> 00:18:05.000]  因為剛才提撒諾尼加前書第五章說到
[00:18:05.000 --> 00:18:07.000]  要常常的喜樂
[00:18:07.000 --> 00:18:09.000]  不懼的禱告
[00:18:09.000 --> 00:18:11.000]  凡事謝恩
[00:18:11.000 --> 00:18:15.000]  這樣的形容詞
[00:18:15.000 --> 00:18:18.000]  給我們看到
[00:18:18.000 --> 00:18:22.000]  不是說間中我們有喜樂
[00:18:22.000 --> 00:18:27.000]  我們間中祈禱
[00:18:27.000 --> 00:18:33.000]  是一種依靠神的不懼的禱告
[00:18:33.000 --> 00:18:36.000]  凡事謝恩
[00:18:36.000 --> 00:18:39.000]  是一種生活的方式
[00:18:39.000 --> 00:18:41.000]  祂求主恩待我們
[00:18:41.000 --> 00:18:42.000]  讓我們在今年
[00:18:42.000 --> 00:18:47.000]  我們一起來探討這個肥勒比書
[00:18:47.000 --> 00:18:53.000]  我們得到一種喜樂的生活方式
[00:18:53.000 --> 00:18:56.000]  讓我們無論經歷什麼的環境
[00:18:56.000 --> 00:18:58.000]  今年我們都靠主恩
[00:18:58.000 --> 00:19:01.000]  我們大得喜樂
[00:19:01.000 --> 00:19:03.000]  是可以的
[00:19:03.000 --> 00:19:05.000]  因為我們有神
[00:19:05.000 --> 00:19:11.000]  我們進入肥勒比書來思想
[00:19:11.000 --> 00:19:14.000]  我們今天只能夠看第一節
[00:19:14.000 --> 00:19:17.000]  只有時間和大家看第一節
[00:19:17.000 --> 00:19:20.000]  這個月我有兩次講道
[00:19:20.000 --> 00:19:22.000]  所以隔一個禮拜
[00:19:22.000 --> 00:19:24.000]  接著我們就講第二節
[00:19:24.000 --> 00:19:26.000]  第一第二節
[00:19:26.000 --> 00:19:31.000]  是和我們講道從舊恩而來的
[00:19:31.000 --> 00:19:34.000]  那種的喜樂
[00:19:34.000 --> 00:19:35.000]  這個是最重要的
[00:19:35.000 --> 00:19:37.000]  因為我們是屬神
[00:19:37.000 --> 00:19:39.000]  我們是蒙恩得救的人
[00:19:39.000 --> 00:19:42.000]  是舊恩帶來給我們
[00:19:42.000 --> 00:19:44.000]  有真正的喜樂
[00:19:44.000 --> 00:19:46.000]  第一節講道
[00:19:46.000 --> 00:19:49.000]  第一第二節講道
[00:19:49.000 --> 00:19:57.000]  寫信的一個正常的開頭
[00:19:57.000 --> 00:19:59.000]  保羅的書信都是這樣開頭
[00:19:59.000 --> 00:20:03.000]  誰寫信給誰
[00:20:03.000 --> 00:20:06.000]  然後有些祝願的說話
[00:20:06.000 --> 00:20:07.000]  其實就是這麼簡單
[00:20:07.000 --> 00:20:09.000]  不單止保羅和聖經裏面
[00:20:09.000 --> 00:20:11.000]  譬如彼得等的寫信
[00:20:11.000 --> 00:20:13.000]  是這樣的開頭
[00:20:13.000 --> 00:20:15.000]  而其他當時的人
[00:20:15.000 --> 00:20:17.000]  寫信都是這樣的開頭
[00:20:17.000 --> 00:20:19.000]  所以第一第二節怎麼講呢
[00:20:19.000 --> 00:20:22.000]  基督耶穌的僕人保羅和提摩泰
[00:20:22.000 --> 00:20:25.000]  寫信給凡住菲律賓
[00:20:25.000 --> 00:20:28.000]  在基督耶穌裏的眾聖徒
[00:20:28.000 --> 00:20:30.000]  和諸位的監督
[00:20:30.000 --> 00:20:32.000]  諸位的執事
[00:20:32.000 --> 00:20:33.000]  第二節說
[00:20:33.000 --> 00:20:34.000]  願恩惠平安
[00:20:34.000 --> 00:20:36.000]  從神我們的父
[00:20:36.000 --> 00:20:39.000]  並處耶穌基督歸於你們
[00:20:39.000 --> 00:20:42.000]  很簡單很直接的
[00:20:42.000 --> 00:20:45.000]  一個一般的寫信的開頭
[00:20:45.000 --> 00:20:47.000]  從這兩節聖經裏面
[00:20:47.000 --> 00:20:49.000]  我們看到福音
[00:20:49.000 --> 00:20:53.000]  所帶來給我們那種的喜樂
[00:20:53.000 --> 00:20:54.000]  有兩樣東西
[00:20:54.000 --> 00:20:56.000]  在這兩節聖經我們要留意的
[00:20:56.000 --> 00:20:59.000]  第一節我們看到的
[00:20:59.000 --> 00:21:02.000]  就是福音帶來給我們一個新的身份
[00:21:02.000 --> 00:21:03.000]  一個新的地位
[00:21:03.000 --> 00:21:05.000]  而這個新的身份和地位
[00:21:05.000 --> 00:21:08.000]  就帶來給我們有喜樂
[00:21:08.000 --> 00:21:12.000]  第二在第二節我們要特別留意的
[00:21:12.000 --> 00:21:18.000]  這個福音帶來給我們新的生活的質素
[00:21:18.000 --> 00:21:21.000]  而這新的生活的質素
[00:21:21.000 --> 00:21:24.000]  就是恩惠和平安
[00:21:24.000 --> 00:21:26.000]  我們生命裏面
[00:21:26.000 --> 00:21:27.000]  因為救恩
[00:21:27.000 --> 00:21:31.000]  能夠給我們有恩惠有平安
[00:21:31.000 --> 00:21:35.000]  這個是新的生活的質素
[00:21:35.000 --> 00:21:37.000]  又帶來給我們有那種的
[00:21:37.000 --> 00:21:39.000]  真正屬天的喜樂
[00:21:39.000 --> 00:21:42.000]  這兩方面的喜樂
[00:21:42.000 --> 00:21:44.000]  從救恩而來的
[00:21:44.000 --> 00:21:48.000]  是新的身份地位
[00:21:48.000 --> 00:21:52.000]  然後是我們那種新的生命的質素
[00:21:52.000 --> 00:21:57.000]  我們首先來到思想第一節
[00:21:57.000 --> 00:22:00.000]  講到我們蒙恩德教的時候
[00:22:00.000 --> 00:22:04.000]  神賜給我們一個新的身份和地位
[00:22:04.000 --> 00:22:09.000]  耶穌基督的僕人保羅和提摩泰寫信凡
[00:22:09.000 --> 00:22:10.000]  住在菲律賓
[00:22:10.000 --> 00:22:15.000]  在基督耶穌裏的眾聖徒和諸位監督
[00:22:15.000 --> 00:22:17.000]  諸位的執事
[00:22:17.000 --> 00:22:19.000]  其他的我們不提了
[00:22:19.000 --> 00:22:21.000]  特別提到
[00:22:21.000 --> 00:22:30.000]  寫信是給過菲律賓的眾聖徒
[00:22:30.000 --> 00:22:32.000]  所有蒙恩德教的人
[00:22:32.000 --> 00:22:35.000]  我們一個新的身份地位
[00:22:35.000 --> 00:22:37.000]  就是我們聖徒
[00:22:37.000 --> 00:22:40.000]  聖徒翻譯得直接一點
[00:22:40.000 --> 00:22:41.000]  簡單一點
[00:22:41.000 --> 00:22:45.000]  就是聖人
[00:22:45.000 --> 00:22:46.000]  我們基督徒
[00:22:46.000 --> 00:22:47.000]  重生得救的人
[00:22:47.000 --> 00:22:49.000]  我們都是聖人
[00:22:49.000 --> 00:22:51.000]  又說我怎麼敢當
[00:22:51.000 --> 00:22:52.000]  我這個人
[00:22:52.000 --> 00:22:53.000]  雖然信了耶穌
[00:22:53.000 --> 00:22:55.000]  我還有很多問題
[00:22:55.000 --> 00:22:56.000]  我又犯罪
[00:22:56.000 --> 00:22:59.000]  我有時甚至墮落
[00:22:59.000 --> 00:23:01.000]  我怎麼敢在人面前說
[00:23:01.000 --> 00:23:04.000]  我是一個聖人
[00:23:04.000 --> 00:23:09.000]  人家說你是不是有問題
