
[00:00:00.000 --> 00:00:04.280]  二零二一年的第一次的逐日聚會
[00:07:00.500 --> 00:07:02.300]  好吃
[00:07:02.300 --> 00:07:03.700]  吃了肚子不餓
[00:07:03.700 --> 00:07:06.300]  又可以跟神一樣聰明
[00:07:06.300 --> 00:07:10.700]  所以肉體的軟弱跟精神的驕傲
[00:07:10.700 --> 00:07:14.600]  就死在罪孽過犯之中了
[00:07:14.600 --> 00:07:19.600]  那麼這個舊人到底是怎麼樣變壞的呢
[00:07:19.600 --> 00:07:21.900]  以夫所書四章二十二節
[00:07:21.900 --> 00:07:22.500]  他說
[00:07:22.500 --> 00:07:23.700]  秦
[00:07:23.700 --> 00:07:27.100]  這舊人因失意的迷惑
[00:07:27.100 --> 00:07:29.900]  漸漸變壞的
[00:07:29.900 --> 00:07:32.600]  什麼叫漸漸變壞
[00:07:32.600 --> 00:07:33.700]  慢慢的
[00:07:33.700 --> 00:07:36.900]  慢的都你都不察覺
[00:07:36.900 --> 00:07:37.700]  是不是
[00:07:37.700 --> 00:07:41.500]  好像溫水煮青蛙一樣
[00:07:41.500 --> 00:07:43.000]  煮到慢慢的變壞
[00:07:43.000 --> 00:07:45.200]  你都不知道你變壞了
[00:07:45.200 --> 00:07:46.200]  是不是
[00:07:46.200 --> 00:07:48.400]  好像羅德
[00:07:48.400 --> 00:07:50.600]  慢慢的向東移
[00:07:50.600 --> 00:07:53.600]  最後移到罪惡之都
[00:07:53.600 --> 00:07:55.000]  索羅馬 俄羅馬
[00:07:55.000 --> 00:07:56.800]  他不知道啊
[00:07:56.800 --> 00:07:58.300]  因為他是慢慢的
[00:07:58.300 --> 00:08:01.100]  慢到自己都不察覺變壞了
[00:08:01.100 --> 00:08:03.200]  他要知道他會嗎
[00:08:03.200 --> 00:08:05.100]  不會的是不是
[00:08:05.100 --> 00:08:08.900]  甚至於最後慢到心智都腐敗掉了
[00:08:08.900 --> 00:08:10.400]  你知道
[00:08:10.400 --> 00:08:13.700]  他們最後是怎麼逃命的嗎
[00:08:13.700 --> 00:08:15.700]  還不心甘情願的
[00:08:15.700 --> 00:08:18.700]  天使要拉了他們的手
[00:08:18.700 --> 00:08:21.200]  把他們往山上扯著跑
[00:08:21.200 --> 00:08:22.800]  他們還不願意呢
[00:08:22.800 --> 00:08:23.800]  是不是
[00:08:23.800 --> 00:08:28.400]  所以慢慢的變壞了
[00:08:28.400 --> 00:08:31.600]  有一個婦人啊
[00:08:31.600 --> 00:08:34.000]  她有一次到一個牙醫診所
[00:08:34.000 --> 00:08:36.800]  新的牙醫診所去看病
[00:08:36.800 --> 00:08:38.600]  看牙齒
[00:08:38.600 --> 00:08:40.700]  在那個候診室裡面
[00:08:40.700 --> 00:08:42.600]  她就坐在那兒等
[00:08:42.600 --> 00:08:43.900]  結果起來走一走
[00:08:43.900 --> 00:08:48.700]  就看牆上掛著牙醫師的執照
[00:08:48.700 --> 00:08:50.100]  她一看那名字
[00:08:50.100 --> 00:08:54.000]  哎 這不是我中學同學嗎
[00:08:54.000 --> 00:08:57.800]  哇 心裡面好好奇啊
[00:08:57.800 --> 00:08:59.500]  就想說等一下看看
[00:08:59.500 --> 00:09:02.100]  到底是不是那個同學
[00:09:02.100 --> 00:09:03.800]  因為她記得
[00:09:03.800 --> 00:09:06.100]  那時候全班男同學裡面
[00:09:06.100 --> 00:09:09.600]  那個同學長得又高又帥
[00:09:09.600 --> 00:09:12.700]  所有的女生都喜歡她
[00:09:12.700 --> 00:09:14.900]  後來終於輪到她進去了
[00:09:14.900 --> 00:09:17.100]  那個牙醫師也過來了
[00:09:17.100 --> 00:09:18.700]  她一看
[00:09:18.700 --> 00:09:22.100]  好失望 絕對不可能是她
[00:09:22.100 --> 00:09:26.000]  頭又禿 又老 肚子又大
[00:09:26.000 --> 00:09:28.100]  然後滿臉皺紋
[00:09:28.100 --> 00:09:30.400]  然後走到她面前
[00:09:30.400 --> 00:09:31.900]  然後看她的牙齒
[00:09:31.900 --> 00:09:33.900]  詢問細節
[00:09:33.900 --> 00:09:35.500]  那麼她出於好奇呢
[00:09:35.500 --> 00:09:37.100]  禁不住就說
[00:09:37.100 --> 00:09:39.100]  你是某某某某
[00:09:39.100 --> 00:09:41.600]  是不是那個什麼什麼學校
[00:09:41.600 --> 00:09:44.400]  哪一年班的啊
[00:09:44.400 --> 00:09:49.300]  哎 那牙醫師說 對啊
[00:09:49.300 --> 00:09:51.800]  然後牙醫師就看了她半天
[00:09:51.800 --> 00:09:53.900]  然後說老師
[00:09:53.900 --> 00:09:57.200]  請問你是教哪一班的
[00:09:57.200 --> 00:09:59.700]  她也老得不得了啦
[00:09:59.700 --> 00:10:04.400]  人家看她還當作是老師呢
[00:10:04.400 --> 00:10:05.900]  我跟你講
[00:10:05.900 --> 00:10:07.100]  我每天早上起來
[00:10:07.100 --> 00:10:09.200]  我看我一點都不老
[00:10:09.200 --> 00:10:11.900]  因為你天天看啊
[00:10:11.900 --> 00:10:14.600]  再不好看也看習慣了
[00:10:14.600 --> 00:10:16.400]  對不對
[00:10:16.400 --> 00:10:18.300]  你一天一天變老啊
[00:10:18.300 --> 00:10:19.700]  你都不覺得
[00:10:19.700 --> 00:10:22.100]  漸漸變壞的
[00:10:22.100 --> 00:10:24.100]  漸漸變老的
[00:10:24.100 --> 00:10:24.900]  等你有一天
[00:10:24.900 --> 00:10:26.400]  你多年不見的朋友
[00:10:26.400 --> 00:10:29.600]  哎 老先生你好
[00:10:29.600 --> 00:10:31.100]  我一個朋友回台灣去
[00:10:31.100 --> 00:10:32.600]  他才知道他老了
[00:10:32.600 --> 00:10:35.300]  他到7-11去買東西
[00:10:35.300 --> 00:10:36.400]  那店員叫他
[00:10:36.400 --> 00:10:37.900]  阿姐啦 阿姐啦
[00:10:37.900 --> 00:10:41.900]  就是叔叔
[00:10:41.900 --> 00:10:44.100]  有一次那個
[00:10:44.100 --> 00:10:46.800]  莉莉帶她女兒來教會
[00:10:46.800 --> 00:10:48.600]  然後他叫她女兒
[00:10:48.600 --> 00:10:53.000]  叫爺爺母子
[00:10:53.000 --> 00:10:57.200]  我真的很老啦
[00:10:57.200 --> 00:11:00.400]  你天天看你不知道
[00:11:00.400 --> 00:11:02.200]  我們漸漸變壞了
[00:11:02.200 --> 00:11:04.200]  我們都不知道
[00:11:04.200 --> 00:11:06.900]  不光是我們的肉體衰殘
[00:11:06.900 --> 00:11:08.600]  我們的心智
[00:11:08.600 --> 00:11:12.100]  我們靈裡面都變壞了
[00:11:12.100 --> 00:11:13.200]  是的
[00:11:13.200 --> 00:11:16.200]  感謝神讚美神
[00:11:16.200 --> 00:11:20.100]  但是這救人的樣式呢
[00:11:20.100 --> 00:11:21.400]  我們常常講這是
[00:11:21.400 --> 00:11:24.200]  先前亞當的樣式
[00:11:24.200 --> 00:11:25.900]  是什麼樣式呢
[00:11:25.900 --> 00:11:30.800]  加大太子五章十八到二十一節來請
[00:11:30.800 --> 00:11:32.100]  請醫的事
[00:11:32.100 --> 00:11:34.200]  都是顯而易見的
[00:11:34.200 --> 00:11:36.900]  就如姦淫污穢邪道
[00:11:36.900 --> 00:11:38.100]  拜偶像
[00:11:38.100 --> 00:11:40.000]  結束仇恨
[00:11:40.000 --> 00:11:41.700]  增進忌恨
[00:11:41.700 --> 00:11:45.200]  腦入邪黨紛爭等等等等
[00:11:45.200 --> 00:11:46.900]  行這樣事的人
[00:11:46.900 --> 00:11:50.500]  必不能承受神的果
[00:11:50.500 --> 00:11:54.900]  所以這是情欲勝過的聖靈的結果
[00:11:54.900 --> 00:11:56.900]  會不會啊
[00:11:56.900 --> 00:12:00.500]  我們有沒有姦淫污穢啊
[00:12:00.500 --> 00:12:02.300]  有沒有邪道啊
[00:12:02.300 --> 00:12:04.300]  有沒有拜偶像啊
[00:12:04.300 --> 00:12:06.100]  有沒有行邪術啊
[00:12:06.100 --> 00:12:09.000]  你講沒有你其實都不知道
[00:12:09.000 --> 00:12:11.600]  有,有些之後都會有
[00:12:11.600 --> 00:12:13.700]  有沒有仇恨啊
[00:12:13.700 --> 00:12:16.100]  氣抹人氣得要死啊
[00:12:16.100 --> 00:12:17.500]  他來我就不來了
[00:12:17.500 --> 00:12:20.300]  看到他從這邊來我就從那邊走了
[00:12:20.300 --> 00:12:21.200]  是不是
[00:12:21.200 --> 00:12:23.100]  會不會增進啊
[00:12:23.100 --> 00:12:24.100]  是不是
[00:12:24.100 --> 00:12:27.000]  我也常常覺得
[00:12:27.000 --> 00:12:32.100]  你不能講一個小孩子多好多好
[00:12:32.100 --> 00:12:34.300]  除非那是你的小孩子啊
[00:12:34.300 --> 00:12:36.500]  是不是
[00:12:36.500 --> 00:12:42.500]  你不能在一個人面前誇別的小孩子有多好
[00:12:42.500 --> 00:12:45.100]  因為人都有增進的心啊
[00:12:45.100 --> 00:12:45.800]  是不是
[00:12:45.800 --> 00:12:48.000]  別人小孩那麼棒那麼棒
[00:12:48.000 --> 00:12:51.000]  是不是
[00:12:51.000 --> 00:12:51.800]  神說的
[00:12:51.800 --> 00:12:55.300]  行這樣事的人必不能承受神的果
[00:12:55.300 --> 00:12:59.600]  這是我們情欲勝過聖靈的結果
[00:12:59.600 --> 00:13:00.700]  是的
[00:13:00.700 --> 00:13:03.400]  聖經已不鎖釋四章二十五節
[00:13:03.400 --> 00:13:05.100]  他這邊說呢
[00:13:05.100 --> 00:13:09.700]  他說我們的謊言生氣就犯罪
[00:13:09.700 --> 00:13:13.800]  而且他要我們不可含怒到日落
[00:13:13.800 --> 00:13:16.600]  為什麼謊言生氣都不可以啊
[00:13:16.600 --> 00:13:18.700]  生氣都不可以啊
[00:13:18.700 --> 00:13:20.100]  你知道嗎
[00:13:20.100 --> 00:13:21.900]  因為他有一句話他說
[00:13:21.900 --> 00:13:25.300]  給魔鬼留了地步
[00:13:25.300 --> 00:13:27.100]  當你在生氣的時候
[00:13:27.100 --> 00:13:29.600]  你會不會越想越氣啊
[00:13:29.600 --> 00:13:31.200]  這個救人就是這樣
[00:13:31.200 --> 00:13:32.900]  越想越氣
[00:13:32.900 --> 00:13:36.900]  然後在旁邊的人再給你煽動兩下
[00:13:36.900 --> 00:13:41.300]  撒旦魔鬼在你耳邊再給你煽動一下
[00:13:41.300 --> 00:13:42.300]  你越來越氣
[00:13:42.300 --> 00:13:43.500]  連覺都睡不到
[00:13:43.500 --> 00:13:46.900]  飯也吃不下去了
[00:13:46.900 --> 00:13:51.000]  如果說今年美國大選結果呢
[00:13:51.000 --> 00:13:51.900]  不知道了
[00:13:51.900 --> 00:13:55.900]  我感覺到川普已經是救人了
[00:13:55.900 --> 00:13:58.000]  他講Maker
[00:13:58.000 --> 00:13:59.200]  記得嗎
[00:13:59.200 --> 00:14:02.700]  Make America Great Again
[00:14:02.700 --> 00:14:04.700]  這是救過去了
[00:14:04.700 --> 00:14:06.000]  是的
[00:14:06.000 --> 00:14:07.300]  You never know
[00:14:07.300 --> 00:14:08.700]  Thank you
[00:14:08.700 --> 00:14:10.500]  那麼救人呢
[00:14:10.500 --> 00:14:12.200]  也就樣子
[00:14:12.200 --> 00:14:14.800]  2020年呢
[00:14:14.800 --> 00:14:16.200]  也是救人
[00:14:16.200 --> 00:14:17.200]  已經過去了
[00:14:17.200 --> 00:14:19.100]  舊的時代
[00:14:19.100 --> 00:14:20.000]  這一年呢
[00:14:20.000 --> 00:14:23.700]  真的叫我們活出了救人的窩囊樣子
[00:14:23.700 --> 00:14:25.500]  你知道嗎
[00:14:25.500 --> 00:14:27.800]  我相信有人呢
[00:14:27.800 --> 00:14:29.200]  我們教會的人呢
[00:14:29.200 --> 00:14:32.400]  我給他受洗的人呢
[00:14:32.400 --> 00:14:33.300]  大有人在
[00:14:33.300 --> 00:14:35.900]  一年沒有去過教會
[00:14:35.900 --> 00:14:37.100]  不要說來我們教會
[00:14:37.100 --> 00:14:39.000]  連哪邊都沒有去
[00:14:39.000 --> 00:14:41.100]  我相信真有這樣子的人
[00:14:41.100 --> 00:14:45.500]  這叫做救人的窩囊樣子又出來了
[00:14:45.500 --> 00:14:46.600]  是不是
[00:14:46.600 --> 00:14:47.600]  有人說
[00:14:47.600 --> 00:14:50.000]  我如果一天不躲告
[00:14:50.000 --> 00:14:52.300]  三天不讀經
[00:14:52.300 --> 00:14:55.300]  那麼我就面目猙獰
[00:14:55.300 --> 00:14:57.800]  身上都有異味
[00:14:57.800 --> 00:15:00.300]  人家一看就知道
[00:15:00.300 --> 00:15:02.100]  Something wrong
[00:15:02.100 --> 00:15:05.300]  這叫做救人的窩囊樣子
[00:15:05.300 --> 00:15:06.700]  有沒有看到
[00:15:06.700 --> 00:15:08.300]  有的人走在路上
[00:15:08.300 --> 00:15:12.700]  一看就看到滿面榮光
[00:15:12.700 --> 00:15:15.000]  有朝氣有盛氣
[00:15:15.000 --> 00:15:17.500]  有神在他裡面
[00:15:17.500 --> 00:15:20.500]  2020年的Pandemic
[00:15:20.500 --> 00:15:24.600]  叫我們活出了救人的窩囊的樣子
[00:15:24.600 --> 00:15:26.700]  但也有一些好笑的
[00:15:26.700 --> 00:15:29.100]  也頗有創意的口罩
[00:15:29.100 --> 00:15:29.800]  看吧
[00:15:29.800 --> 00:15:31.600]  這幾個口罩
[00:15:31.600 --> 00:15:33.800]  不知道是你們的
[00:15:33.800 --> 00:15:35.200]  有沒有哪一個
[00:15:35.200 --> 00:15:38.400]  像這個下面有一個2020呢
[00:15:38.400 --> 00:15:40.400]  如果是五顆星的話
[00:15:40.400 --> 00:15:42.500]  有人給了他一顆星
[00:15:42.500 --> 00:15:43.800]  是不是
[00:15:43.800 --> 00:15:45.200]  那麼其他的
[00:15:45.200 --> 00:15:45.900]  哇
[00:15:45.900 --> 00:15:48.300]  這些口罩好真啊
[00:15:48.300 --> 00:15:50.200]  好真實啊
[00:15:50.200 --> 00:15:52.700]  這都是頗有創意
[00:15:52.700 --> 00:15:55.400]  好笑的口罩是不是
[00:15:55.400 --> 00:15:57.300]  那麼我們就不看
[00:15:57.300 --> 00:16:00.200]  2021年的火車列車了
[00:16:00.200 --> 00:16:01.500]  各位記得嗎
[00:16:01.500 --> 00:16:02.600]  有一個
[00:16:02.600 --> 00:16:06.100]  後年2020年的
[00:16:06.100 --> 00:16:07.300]  一個Video
[00:16:07.300 --> 00:16:08.600]  一個視頻
[00:16:08.600 --> 00:16:10.200]  他說有一個人在坐火車
[00:16:10.200 --> 00:16:13.200]  背著包包上面寫2020年
[00:16:13.200 --> 00:16:16.000]  然後廣播說火車到站了
[00:16:16.000 --> 00:16:20.000]  要換到2021的列車去了
[00:16:20.000 --> 00:16:21.300]  結果他就準備換過去
[00:16:21.300 --> 00:16:22.700]  就跟那個列車長說
[00:16:22.700 --> 00:16:24.100]  欸等等等等
[00:16:24.100 --> 00:16:27.300]  2020年那個就不要帶去啦
[00:16:27.300 --> 00:16:28.800]  就把它倒出來
[00:16:28.800 --> 00:16:32.300]  結果裡面是什麼
[00:16:32.300 --> 00:16:35.300]  小心不幸
[00:16:35.300 --> 00:16:36.800]  病痛
[00:16:36.800 --> 00:16:38.000]  貧窮
[00:16:38.000 --> 00:16:39.000]  腦露
[00:16:39.000 --> 00:16:40.800]  紛爭等等
[00:16:40.800 --> 00:16:44.300]  他說給你換上2021年的
[00:16:44.300 --> 00:16:45.500]  健康
[00:16:45.500 --> 00:16:46.400]  富裕
[00:16:46.400 --> 00:16:48.400]  祝福滿滿
[00:16:48.400 --> 00:16:49.400]  是不是
[00:16:49.400 --> 00:16:51.300]  積極
[00:16:51.300 --> 00:16:52.200]  恢復
[00:16:52.200 --> 00:16:53.500]  奮力更新
[00:16:53.500 --> 00:16:54.500]  等等
[00:16:54.500 --> 00:16:57.700]  我們進入到2021年
[00:16:57.700 --> 00:17:00.600]  如果你記得2020年
[00:17:00.600 --> 00:17:02.700]  年頭的時候
[00:17:02.700 --> 00:17:04.500]  還有登出來
[00:17:04.500 --> 00:17:07.900]  說有中國人帶著口罩到Costco去
[00:17:07.900 --> 00:17:09.800]  結果被人家怎麼樣
[00:17:09.800 --> 00:17:12.600]  趕出來
[00:17:12.600 --> 00:17:15.000]  2020年的時候
[00:17:15.000 --> 00:17:17.000]  帶著口罩到Costco
[00:17:17.000 --> 00:17:19.200]  Costco人把他趕出去
[00:17:19.200 --> 00:17:21.700]  現在你不帶口罩到Costco
[00:17:21.700 --> 00:17:23.600]  Costco把你趕出去
[00:17:23.600 --> 00:17:24.800]  是不是
[00:17:24.800 --> 00:17:27.500]  所以我們看到2020年
[00:17:27.500 --> 00:17:31.600]  是一個大翻轉的一個時代
[00:17:31.600 --> 00:17:33.400]  當我們知道了
[00:17:33.400 --> 00:17:36.800]  這個所謂叫做庚子年的厲害
[00:17:36.800 --> 00:17:38.500]  看到了神
[00:17:38.500 --> 00:17:40.800]  聖經上面說瘟疫
[00:17:40.800 --> 00:17:42.200]  都是神在動
[00:17:42.200 --> 00:17:45.100]  神的出手
[00:17:45.100 --> 00:17:47.100]  戰爭瘟疫
[00:17:47.100 --> 00:17:49.100]  天災人禍
[00:17:49.100 --> 00:17:52.100]  這都是神在動工
[00:17:52.100 --> 00:17:54.300]  祂要讓我們知道
[00:17:54.300 --> 00:17:58.900]  在這個世界上誰在掌權
[00:17:58.900 --> 00:18:00.700]  經上面起誓錄說
[00:18:00.700 --> 00:18:04.100]  白馬灰馬黑馬紅馬
[00:18:04.100 --> 00:18:05.800]  紅馬是戰爭
[00:18:05.800 --> 00:18:07.000]  而灰馬
[00:18:07.000 --> 00:18:09.800]  灰馬現在是瘟疫在出現了
[00:18:09.800 --> 00:18:11.400]  是不是
[00:18:11.400 --> 00:18:13.900]  紅馬戰爭也快要出來了
[00:18:13.900 --> 00:18:14.700]  是的
[00:18:14.700 --> 00:18:17.300]  所以我們要再一次求神來
[00:18:17.300 --> 00:18:20.800]  保守我們每一位
[00:18:20.800 --> 00:18:24.000]  法國總統馬克龍
[00:18:24.000 --> 00:18:26.000]  他自己也得到瘟疫
[00:18:26.000 --> 00:18:28.900]  他知道的Coronavirus
