
[00:00:00.000 --> 00:00:06.000]  各位大兄姐妹,平安!
[00:03:03.000 --> 00:03:24.000]  更重要的是大家看到的這一句:耶和華應許賜福給以色列家的話,一句也沒有落空,都應驗了。
[00:03:24.000 --> 00:03:33.000]  神的應許一句也沒有落空,都應驗了。
[00:03:33.000 --> 00:03:38.000]  如何可能呢?你願意相信嗎?
[00:03:38.000 --> 00:03:54.000]  你是因為聽過別人說而知道,所以相信?可以說這是一種知識流於表面的相信。
[00:03:54.000 --> 00:04:04.000]  還是你是真的從心底裏面,或者你自己經歷過,從而去相信?
[00:04:04.000 --> 00:04:19.000]  今天我們就去學習,如果神的應許是真的話,其實對我們今天又有什麼意義呢?
[00:04:19.000 --> 00:04:26.000]  不如讓我們首先低頭禱告,求聖靈引領。
[00:04:26.000 --> 00:04:41.000]  親愛的恩主,我祈求你拆派聖靈來到我們心中,因為我們都是由蒙了心而躲發沉的子民。
[00:04:41.000 --> 00:04:55.000]  我們的頸項可以是硬的,我們的心可以是硬的,不願意接受神的教導。
[00:04:55.000 --> 00:05:12.000]  求神你的聖靈如火般來到我們心中,焚燒一切攔阻我們順服你的事情。
[00:05:12.000 --> 00:05:26.000]  有如信心一樣在我們當中活著,讓我們領受從神而來的應許和真理。
[00:05:26.000 --> 00:05:31.000]  我們禱告祈求奉耶穌基督的名。
[00:05:31.000 --> 00:05:50.000]  首先讓我們來看,到底什麼是承諾,是應許?字典裡說,應許,promise,即是一份聲明,或者是一份保證。
[00:05:50.000 --> 00:06:01.000]  去指明某一個人是會去做,或者不會去做某一些事情。
[00:06:01.000 --> 00:06:06.000]  這個定義有兩點我想大家注意。
[00:06:06.000 --> 00:06:16.000]  應許是可以以說話的形式存在的,以說話去保證事情。
[00:06:16.000 --> 00:06:26.000]  如果應許的事情實在太多內容,我們就可以寫下來成為一份文件。
[00:06:26.000 --> 00:06:46.000]  第二點就關乎應許,其實是關乎將來的事情,是一個人將來會做某些事情,是將來。
[00:06:46.000 --> 00:06:58.000]  所以應許是關乎到將來一件事情,並且現在還沒有發生。
[00:06:58.000 --> 00:07:08.000]  今天的經文就講到神的應許得到應驗,發生了。
[00:07:08.000 --> 00:07:20.000]  意思是神從前應許百姓的事情,來到今天的時空應驗了。
[00:07:20.000 --> 00:07:33.000]  如果我們講到神從前給百姓的應許,我們不能夠不提阿巴拉罕的應許。
[00:07:33.000 --> 00:07:45.000]  所以創世紀第十二章神和阿巴拉罕說,我要使你成為大的國家。
[00:07:45.000 --> 00:07:55.000]  將來的事情。神也跟摩西說過,我們講到也講過。
[00:07:55.000 --> 00:08:06.000]  神說我應許賜給阿巴拉罕的土地,我要把你們領進去。
[00:08:06.000 --> 00:08:17.000]  當時摩西和百姓仍然身在埃及,神在講將來的事情。
[00:08:17.000 --> 00:08:31.000]  摩西死了之後,神跟約書亞說,我不會丟棄你,我必定會使這百姓承受那土地。
[00:08:31.000 --> 00:08:43.000]  神說我將來不會丟棄你,你們將來會承受土地。
[00:08:43.000 --> 00:08:50.000]  所以弟兄姊妹,應許就是保證將來的事情。
[00:08:50.000 --> 00:09:02.000]  神的應許,就是神說我將來會做某些事情。
[00:09:02.000 --> 00:09:17.000]  不過弟兄姊妹,你相信應許和承諾嗎?人的應許和承諾,你相信有多少?
[00:09:17.000 --> 00:09:35.000]  我自己認為,今天這個世代,一個應許和承諾的重要和意義,其實已經正在退色。
[00:09:35.000 --> 00:09:53.000]  退色,即是fading,變得不再重要。有時候作出承諾的人,他自己都未必看重自己的承諾。
[00:09:53.000 --> 00:10:07.000]  如果聽到有人跟我們說承諾的事,我們心裡可能會想聽完就算了。
[00:10:07.000 --> 00:10:23.000]  不知道大家有沒有聽過一句話,叫做信他一成,大家知不知道下一句是什麼?
[00:10:23.000 --> 00:10:37.000]  雙目失明。信他一成,雙目失明,就是叫你不要太認真。
[00:10:37.000 --> 00:10:53.000]  弟兄姊妹,其實的而且確,我們和朋友約個時間見面,某天某個時間某個地點,我們見面。
[00:10:53.000 --> 00:11:14.000]  口頭承諾。但是我們人人都試過遲到,一個國家的選舉,候選人在選舉期間,通常都會作出很多的承諾。
[00:11:14.000 --> 00:11:29.000]  有多少真正會實現呢?甚至國家和國家之間所簽的文件,可能是聯合的聲明,
[00:11:29.000 --> 00:11:48.000]  都可能失去了它現在實質的效用,成為了歷史。父母遺棄孩子,孩子變成了孤兒,失去承諾。
[00:11:48.000 --> 00:12:02.000]  夫妻關係破裂,結婚時候的承諾都化為烏有,就是打破承諾。
[00:12:02.000 --> 00:12:22.000]  今天我想跟大家說,即使你去過餐廳,看到餐牌上面那幅圖畫,你最好只當它是一幅想像圖,不要太認真。
[00:12:22.000 --> 00:12:34.000]  腸仔火腿通粉,可能真的只有一口腸仔。
[00:12:34.000 --> 00:12:55.000]  大家試心想想,現在的世代其實應許承諾,你說是不是在退色呢?應許在貶值。講到價值,我相信大家現在一定會覺得,
[00:12:55.000 --> 00:13:09.000]  大家覺不覺得食物真的很貴?新聞說一顆生菜要12塊錢。
[00:13:09.000 --> 00:13:27.000]  我跟太太說,最近我們多吃一些瓜,少吃一些菜。為了能夠少吃一些菜,我的建議是我們要更少吃一些肉。可能煲一口粥就算了。
[00:13:27.000 --> 00:13:47.000]  最近你經過油站也看到,油價有三個很清楚的字,2.22億公升。
[00:13:47.000 --> 00:14:05.000]  我記得之前是168億公升,2.22億公升我覺得也不錯,但是我開玩笑,不知道會不會升到666億公升。
[00:14:05.000 --> 00:14:19.000]  每一次去加油的時候,我覺得加進去的油比我身上所流的血更加寶貴。
[00:14:19.000 --> 00:14:29.000]  這就是通貨膨脹。社會上的物價越來越貴,價值越來越高。
[00:14:29.000 --> 00:14:38.000]  相反,如果物價價值越來越便宜,我們就叫做通貨緊縮。
[00:14:38.000 --> 00:14:53.000]  大家試想一下,如果承諾和應許是市面上流通的一種貨物,
[00:14:53.000 --> 00:15:06.000]  我相信應許和承諾其實正在經歷一個漫長的價格低潮。
[00:15:06.000 --> 00:15:12.000]  今天人很輕易就可以不守承諾。
[00:15:12.000 --> 00:15:13.000]  不守應許?
[00:15:13.000 --> 00:15:14.000]  不守應許。
[00:15:14.000 --> 00:15:19.000]  不守就不守,有什麼問題?
[00:15:19.000 --> 00:15:32.000]  並且今天很多不少的人其實因為聽過別人的應許,嘗試去相信。
[00:15:32.000 --> 00:15:37.000]  又看到別人真的不守應許。
[00:15:37.000 --> 00:15:42.000]  那我以後就更加難去相信了。
[00:15:42.000 --> 00:15:54.000]  結果就是不守應許的人明知自己不守,又不會相信別人。
[00:15:54.000 --> 00:16:04.000]  嘗試去相信的人經歷過別人失信,更加不相信。
[00:16:04.000 --> 00:16:12.000]  整個世界就沒有什麼人去相信了。
[00:16:12.000 --> 00:16:26.000]  就是說應許和承諾,原本是聲明,或者是保證我會在將來做某些事情。
[00:16:26.000 --> 00:16:41.000]  大興子母應該是有份量的,應該是有意義的,應該不容易輕易出口,聽的人應該是重視的。
[00:16:41.000 --> 00:16:53.000]  不過現在應許和承諾就好像普普通通一句話,沒有什麼分別,聽了就算了。
[00:16:53.000 --> 00:16:58.000]  這個就是貶值和退色。
[00:16:58.000 --> 00:17:05.000]  所以我很想問一問大家,你還相信應許和承諾嗎?
[00:17:05.000 --> 00:17:22.000]  還是其實我們學聰明了,經一事長一智,我們對任何的承諾都有所保留,聽了就算了。
[00:17:22.000 --> 00:17:37.000]  不過今天的經文,它說神的應許一句都沒有落空,全都應驗了。
[00:17:37.000 --> 00:17:55.000]  人的應許就退色貶值,神的應許會不會不同呢?神的應許會不會沒有同樣的退色和貶值呢?
[00:17:55.000 --> 00:18:19.000]  如果我要用一句話去總結今天的經文,就是應許成為現實,就是神從前所說過的說話,在今天的經文當中化為事實。
[00:18:19.000 --> 00:18:38.000]  就像神寫了一張支票給當時的百姓,過了一段時間之後,百姓拿著這張支票去兌現,是真的可以兌現的。
[00:18:38.000 --> 00:18:59.000]  今天的經文有三個元素作者特別去著重,第一就是講到應許的地方,土地就是財產,第二就是安寧,就是生活。
[00:18:59.000 --> 00:19:22.000]  第三點更厲害,是沒有敵人能夠站立得住。廣東話我覺得就是你無敵。你讀到這裡,你是不是真的相信神的應許會兌現呢?
[00:19:22.000 --> 00:19:34.000]  或者我問,你還相信神現在會兌現他的應許嗎?
[00:19:34.000 --> 00:19:43.000]  但是我們讀經的時候,讀下去我們覺得讀了就算,聽了就算。
[00:19:43.000 --> 00:20:00.000]  而今天的經文最後的一句讓我再次讀出來,我更加覺得是狠狠地衝擊挑戰我們的理性。
[00:20:00.000 --> 00:20:16.000]  應許一句也沒有落空,都應驗了,是不是?有時候作大,要不要作到這麼大呢?
[00:20:16.000 --> 00:20:28.000]  看到這一句,我相信自然的反應是我們的思想會回到現今的洪流之中。
[00:20:28.000 --> 00:20:36.000]  應許和承諾正在貶值褪色,沒有意義。
[00:20:36.000 --> 00:21:01.000]  這一段經文,看了就算了,神的應許聽了就算了。其實人聽到聖經當中的應許,當作是耳邊風,某程度我覺得是正常的。
[00:21:01.000 --> 00:21:07.000]  我認為這是一種保護機制。
[00:21:07.000 --> 00:21:19.000]  你想想,如果有無數的人曾經跟我說無數的承諾。
[00:21:19.000 --> 00:21:29.000]  無數的人對我無數次的失信。
[00:21:29.000 --> 00:21:35.000]  我相信任何人都會學會自我保護,是不是?
[00:21:35.000 --> 00:21:46.000]  回到那個問題,神的應許和承諾會不會不同呢?
[00:21:46.000 --> 00:22:07.000]  我給大家看一張圖片,這是一個什麼形狀?圓形,沒有古惑的,這並不是小小的橢圓形,是圓形,我沒有這麼古惑。
[00:22:07.000 --> 00:22:25.000]  這一隻是什麼?這麼難分辨嗎?我特意選了一隻有角的,有些是沒有角的,我選了一隻有角的,這一隻是什麼?鹿,對,這一隻是鹿。
[00:22:25.000 --> 00:22:38.000]  如果我說這是一隻馬,那我會是什麼呢?成語動畫郎,有這麼上下年紀才知道,指鹿為馬,是不是?
[00:22:38.000 --> 00:22:48.000]  在一套古裝電影裏面,你或者曾經見過這個字,不是這麼容易想得到。
[00:22:48.000 --> 00:23:00.000]  這是一個年老父親,他做官的,他為了鼓勵自己的兒子做官,要廉潔。
[00:23:00.000 --> 00:23:08.000]  他拿了一幅大字,送了一個廉字給自己的兒子。
[00:23:08.000 --> 00:23:27.000]  他的兒子,其實是周星馳,接過這幅字畫之後,望了兩眼。他和他父親說,爹,怎麼看都像是一個窮字。
[00:23:27.000 --> 00:23:37.000]  大家記得嗎?有時候事情是在乎角度,有些事是要懷疑的。
[00:23:37.000 --> 00:23:47.000]  世界上有不少的應許,很坦白,我們是不應該相信。
[00:23:47.000 --> 00:23:53.000]  如果我們什麼都相信,就太天真了。
[00:23:53.000 --> 00:23:59.000]  如果我們什麼都不相信,就太極端了。
[00:23:59.000 --> 00:24:11.000]  所以我們應該自問,這個世界上有什麼事情是仍然值得我們去相信的呢?
[00:24:11.000 --> 00:24:18.000]  經文說,神的話都應驗,沒有落空。
[00:24:18.000 --> 00:24:31.000]  神的應許,我們應該接受,還是當作以邊風?
[00:24:31.000 --> 00:24:35.000]  讓我們跳出經文一點。
[00:24:35.000 --> 00:24:43.000]  從歷史的角度,二百多年前啟蒙時代開始,
[00:24:43.000 --> 00:24:50.000]  其實我們每一個人都存在於一個洪流當中,
[00:24:50.000 --> 00:25:02.000]  就是我們作為人嘗試去辨別這個世界上任何事情的真偽。
[00:25:02.000 --> 00:25:17.000]  就是我作為一個人,我有權力並且有能力去分辨任何事情是真還是假。
[00:25:17.000 --> 00:25:24.000]  同樣的思想流潮帶到讀聖經當中,
[00:25:24.000 --> 00:25:34.000]  當我們去讀這本聖經,我們覺得我們有權並且有能力去分辨裡面什麼是真,什麼是假。
[00:25:34.000 --> 00:25:42.000]  當我們讀到這本聖經,我們有權力和能力去分辨裡面什麼是真的,什麼是假的。
[00:25:42.000 --> 00:25:48.000]  有兩個例子,聖經說神是愛,
[00:25:48.000 --> 00:26:00.000]  我卻說這個世界這麼多飢餓和戰爭,神怎麼會愛世人?
[00:26:00.000 --> 00:26:04.000]  所以神愛我是假的。
[00:26:04.000 --> 00:26:10.000]  聖經另一個例子說世人犯了罪,
[00:26:10.000 --> 00:26:14.000]  我卻說我沒有犯罪,
[00:26:14.000 --> 00:26:22.000]  我那些叫意外,無心之失,
[00:26:22.000 --> 00:26:28.000]  所以世人都犯了罪,是假的。
[00:26:28.000 --> 00:26:32.000]  我手上拿著這本聖經,
[00:26:32.000 --> 00:26:36.000]  當我們在讀聖經的時候,
[00:26:36.000 --> 00:26:49.000]  我們打開聖經去看看這一段是真,那一段是假,不喜歡的就撕開它。
[00:26:49.000 --> 00:26:54.000]  由我們去塗造這本聖經,
[00:26:54.000 --> 00:27:06.000]  還是其實應該由聖經告訴我們,我們有什麼是真,我們有什麼是假?
[00:27:06.000 --> 00:27:10.000]  由聖經去塗造我們。
[00:27:10.000 --> 00:27:17.000]  今天的經文說神是可信的,是守承諾的,
[00:27:17.000 --> 00:27:26.000]  神會將自己從前的應許化為事實。
[00:27:26.000 --> 00:27:32.000]  這個信息讓我們每一個人都有一個掙扎,
[00:27:32.000 --> 00:27:40.000]  我們會很想信是真的,神這麼好,太好了。
[00:27:40.000 --> 00:27:45.000]  但是我們也害怕相信是真的,
[00:27:45.000 --> 00:27:50.000]  然後我們的保護機制又打開了,
[00:27:50.000 --> 00:27:58.000]  要麼就不要相信,要麼就相信一點,先看一看再說。
[00:27:58.000 --> 00:28:03.000]  弟兄姊妹讓我們想一想,
[00:28:03.000 --> 00:28:11.000]  如果因為我們經歷過人的失信,
[00:28:11.000 --> 00:28:22.000]  就去說神的應許都是失信,對神不公平。
[00:28:22.000 --> 00:28:26.000]  如果因為這個世界,弟兄姊妹,充滿了虛假,
[00:28:26.000 --> 00:28:38.000]  我們就說神的應許都是虛假,對神不公平。
[00:28:38.000 --> 00:28:42.000]  如果因為我們對神的認識依然有限,我們很快就下一個定論,
[00:28:42.000 --> 00:28:53.000]  神的應許是假的,對神更加不公平。
[00:28:53.000 --> 00:29:02.000]  今天的經文很容易解釋,要接受卻是極度困難。
[00:29:02.000 --> 00:29:07.000]  因為我們要選擇相信神是持守應許的,
[00:29:07.000 --> 00:29:17.000]  或者神是信口開河的。
[00:29:17.000 --> 00:29:26.000]  有一句很好的經文,在《文素記》這樣去形容神,
[00:29:26.000 --> 00:29:38.000]  我用口語說,神並非人,神不會撒謊。
[00:29:38.000 --> 00:29:48.000]  神是不會善變的,神應許了,他豈不會照著行呢?
[00:29:48.000 --> 00:29:56.000]  神說過,豈不會成就嗎?
[00:29:56.000 --> 00:30:04.000]  或者我們不要把神當作是人。
[00:30:04.000 --> 00:30:16.000]  弟兄姊妹,我很努力去剪輯神的應許和人的應許的不同,
[00:30:16.000 --> 00:30:28.000]  是想大家能夠打破一個障礙,仍然回到相信神的應許是不會落空的。
[00:30:28.000 --> 00:30:37.000]  在信息的當初,我用字典去解釋什麼是應許。
[00:30:37.000 --> 00:30:50.000]  當時我說應許是關乎將來,現在我想告訴大家應許更加關乎現在。
[00:30:50.000 --> 00:31:00.000]  如果神在將來所預定的事情,怎樣都會發生?
[00:31:00.000 --> 00:31:09.000]  今天我就會問,神你為什麼今天告訴我?
[00:31:09.000 --> 00:31:13.000]  既然神你將來預定的時間始終都會發生,
[00:31:13.000 --> 00:31:27.000]  為什麼神你不在事情發生之前那一立方秒告訴我?
[00:31:27.000 --> 00:31:31.000]  為什麼今天告訴我?
[00:31:31.000 --> 00:31:38.000]  我相信神的應許不單單關乎將來,
[00:31:38.000 --> 00:31:44.000]  神的應許是關乎我們現在。
[00:31:44.000 --> 00:32:01.000]  神現在給我們將來的應許,是想用將來的應許改變現在的我們。
[00:32:01.000 --> 00:32:17.000]  字典中第二個解釋,應許是一個期待的理由,
[00:32:17.000 --> 00:32:29.000]  是現在我們當下對將來有所期待的理由。
[00:32:29.000 --> 00:32:40.000]  神的應許現在給我們一個理由對將來有所期待,
[00:32:40.000 --> 00:32:47.000]  神現在就給我們祂的應許,
[00:32:47.000 --> 00:33:02.000]  因為當我們領受了這個應許,我們現在生活的事實就會有所改變。
[00:33:02.000 --> 00:33:15.000]  將來的應許為現在帶來希望和期待。
[00:33:15.000 --> 00:33:24.000]  從阿伯拉罕到以撒雅各摩西直到約書亞,
[00:33:24.000 --> 00:33:36.000]  神的應許為他們每一個人當天帶來期望。
[00:33:36.000 --> 00:33:43.000]  神的應許塑造他們每一天,
[00:33:43.000 --> 00:33:48.000]  我甚至覺得他們得著神的應許雖然未發生,
[00:33:48.000 --> 00:34:01.000]  但是當天他們已經活在應許之中。
[00:34:01.000 --> 00:34:15.000]  今天的經文總結了神對著阿伯拉罕並且族長所許下無數的應許,
[00:34:15.000 --> 00:34:18.000]  大概有多厚呢?
[00:34:18.000 --> 00:34:24.000]  大概足足本聖經這麼厚。
[00:34:24.000 --> 00:34:32.000]  今天的經文總結了聖經很大的部分,
[00:34:32.000 --> 00:34:41.000]  神的應許每一句都沒有落空。
[00:34:41.000 --> 00:34:52.000]  約書亞既正正記載神的應許實現,
[00:34:52.000 --> 00:34:58.000]  記載百姓進入應許。
[00:34:58.000 --> 00:35:09.000]  約書亞既的記載就是記載這個應許怎樣變成事實。
[00:35:09.000 --> 00:35:18.000]  有時候我覺得神其實對每一個人都有他自己獨特的應許。
[00:35:18.000 --> 00:35:31.000]  我們每個人,在座每一位,其實都有從神而來所領受的應許之地。
[00:35:31.000 --> 00:35:40.000]  我們每一個人都在步向應許之地的旅程當中,
[00:35:40.000 --> 00:35:50.000]  教會同樣正在步向神所賜予的應許之地當中。
[00:35:50.000 --> 00:36:01.000]  弟兄姊妹,我很希望今天的經文和訊息幫助我們。
[00:36:01.000 --> 00:36:14.000]  在這個世代,正正是應許承諾、貶值、無意思、褪色的世界之中,
[00:36:14.000 --> 00:36:24.000]  我們對神的應許仍然持有一絲的盼望,
[00:36:24.000 --> 00:36:30.000]  願意我們的心被聖靈軟化,
[00:36:30.000 --> 00:36:38.000]  我們被今天的經文去說服我們,
[00:36:38.000 --> 00:36:42.000]  神是信實可靠的,
[00:36:42.000 --> 00:36:51.000]  並且我們今天其實就應該能夠去抓緊神的應許,
[00:36:51.000 --> 00:37:02.000]  並且當我們抓緊的時候,就有盼望和期待。
[00:37:02.000 --> 00:37:13.000]  其實如果當中我們有人等待神的應許等待了很久,
[00:37:13.000 --> 00:37:24.000]  有時候甚至覺得很軟弱、很乏力的時候,或者讓我也都表明心跡,
[00:37:24.000 --> 00:37:30.000]  其實我們都是一樣,我也是一樣。
[00:37:30.000 --> 00:37:35.000]  在這個旅程上讓我們做同路人,
[00:37:35.000 --> 00:37:41.000]  抓緊神的應許同舟共濟。
[00:37:41.000 --> 00:37:51.000]  想跟大家分享,每天抓緊神的應許,
[00:37:51.000 --> 00:38:00.000]  其實就是每天抓緊神,抓緊神就有盼望,
[00:38:00.000 --> 00:38:07.000]  抓緊神就有期待,抓緊神就有改變。
[00:38:07.000 --> 00:38:11.000]  讓我們同心低頭祈禱。
[00:38:11.000 --> 00:38:16.000]  親愛的恩主,我們感謝你。
[00:38:16.000 --> 00:38:24.000]  在聖經當中,每一次讀到少信的人,
[00:38:24.000 --> 00:38:32.000]  其實神我們要在你面前承認我們就是少信的人。
[00:38:32.000 --> 00:38:40.000]  曾經有人跟主耶穌說,我信的不夠求主幫助。
[00:38:40.000 --> 00:38:46.000]  今天我們同樣求主幫助我們。
[00:38:46.000 --> 00:38:51.000]  我們信的不夠求主幫助。
[00:38:51.000 --> 00:39:00.000]  願意今天的經文黑黑的深刻在我們的心上,
[00:39:00.000 --> 00:39:04.000]  讓我們不要忘記。
[00:39:04.000 --> 00:39:11.000]  讓我們在這個世代中,經歷很多不信,很多虛假,很多欺騙。
[00:39:11.000 --> 00:39:18.000]  讓我們在這個世代,雖然經歷很多虛假,很多改變。
[00:39:18.000 --> 00:39:25.000]  情感上可以有很多無奈,很多失望。
[00:39:25.000 --> 00:39:31.000]  但我們每一次回頭望向主你,
[00:39:31.000 --> 00:39:41.000]  我們見到主你信實,到一個地步死在十字架上。
[00:39:41.000 --> 00:39:48.000]  我們豈能要求更多,求神你幫助我們。
[00:39:48.000 --> 00:39:56.000]  讓我們相信神的應許,抓緊神的應許。
[00:39:56.000 --> 00:40:01.000]  從而現在我們被神你改變。
[00:40:01.000 --> 00:40:06.000]  禱告祈求奉耶穌基督的名。
[00:40:06.000 --> 00:40:08.000]  阿們。
