
[00:00:00.000 --> 00:00:05.800]  今日嚟到我哋嘅Facebook Legend 嘅講道系列嘅第四堂
[00:06:36.500 --> 00:06:39.500]  可以做到好多讓大家嚟到去
[00:06:39.500 --> 00:06:41.500]  即係重讚你天父嘅事情
[00:06:41.500 --> 00:06:43.500]  但係如果亂用呢
[00:06:43.500 --> 00:06:46.500]  亦都可以失去好多嘅見證嘅機會
[00:06:46.500 --> 00:06:48.500]  亦都可以害人跌倒嘅
[00:06:48.500 --> 00:06:49.500]  所以今日我哋就嚟
[00:06:49.500 --> 00:06:51.500]  希望同大家分享三點
[00:06:51.500 --> 00:06:53.500]  第一點呢我想提
[00:06:53.500 --> 00:06:54.500]  喺用Facebook嘅時候呢
[00:06:54.500 --> 00:06:57.500]  我哋要特別防止一啲負面嘅言語
[00:06:57.500 --> 00:07:00.500]  嗰啲嘅病毒嗰啲嘅散播
[00:07:00.500 --> 00:07:06.500]  喺《箴言》嘅二十章十九節有一節經文嗰度話
[00:07:06.500 --> 00:07:09.500]  往來傳說的洩漏密士
[00:07:09.500 --> 00:07:12.500]  大張嘴的不可與他結交
[00:07:12.500 --> 00:07:16.500]  聖經知道我哋神知道我哋需要朋友
[00:07:16.500 --> 00:07:19.500]  亦都知道我哋需要點樣去交朋友
[00:07:19.500 --> 00:07:23.500]  所以《箴言》呢其實有好多教導我哋
[00:07:23.500 --> 00:07:25.500]  點樣去選擇我哋嘅朋友嘅
[00:07:25.500 --> 00:07:28.500]  咁呀呢度就已經講咗一節經文呢
[00:07:28.500 --> 00:07:30.500]  啲好八卦嘅人呀
[00:07:30.500 --> 00:07:33.500]  鍾意亂講是非嘅人呢
[00:07:33.500 --> 00:07:36.500]  就唔可以同佢哋交朋友
[00:07:36.500 --> 00:07:38.500]  而其中喺Facebook上面
[00:07:38.500 --> 00:07:41.500]  因為佢係一個好有效分享嘅平台呢
[00:07:41.500 --> 00:07:43.500]  因為人人喜歡講是非呢
[00:07:43.500 --> 00:07:45.500]  所以Facebook好自然地
[00:07:45.500 --> 00:07:48.500]  就成為一個好有效地好powerful地
[00:07:48.500 --> 00:07:50.500]  傳播是非一個嘅平台
[00:07:50.500 --> 00:07:53.500]  所以其中一點我特別提嘅呢就係
[00:07:53.500 --> 00:07:55.500]  我哋用Facebook嘅時候呢
[00:07:55.500 --> 00:07:58.500]  Facebook或者其他嘅公眾媒體嘅平台呢
[00:07:58.500 --> 00:08:01.500]  要特別留意就唔好亂咁傳是非
[00:08:01.500 --> 00:08:03.500]  唔好亂咁傳一啲謠言
[00:08:03.500 --> 00:08:06.500]  因為咁樣會好造成好大嘅傷害
[00:08:06.500 --> 00:08:09.500]  咁呀唔知有冇睇新聞近排有個
[00:08:09.500 --> 00:08:11.500]  德國嘅女仔辦咗個Birthday Party
[00:08:11.500 --> 00:08:13.500]  跟住somehow唔記得set嗰個Birthday Party
[00:08:13.500 --> 00:08:15.500]  係個Private嘅Party
[00:08:15.500 --> 00:08:17.500]  跟住呢就唔知點解佢嘅invitation
[00:08:17.500 --> 00:08:19.500]  就一傳十十傳百
[00:08:19.500 --> 00:08:22.500]  最後嗰個Birthday Party嘅invitation
[00:08:22.500 --> 00:08:23.500]  傳咗十萬個人
[00:08:23.500 --> 00:08:25.500]  咁end up嗰晚嘅Birthday Party
[00:08:25.500 --> 00:08:27.500]  嚟咗兩萬個人
[00:08:27.500 --> 00:08:29.500]  咁呀本身一個小小嘅Party
[00:08:29.500 --> 00:08:31.500]  變咗一個狂歡嘅Party
[00:08:31.500 --> 00:08:32.500]  最後造成暴動
[00:08:32.500 --> 00:08:34.500]  跟住德國政府要出派警察
[00:08:34.500 --> 00:08:36.500]  防暴警察嚟到處理呢件事
[00:08:36.500 --> 00:08:39.500]  咁呀所以Facebook係好有殺傷力嘅
[00:08:39.500 --> 00:08:42.500]  即係如果你亂傳播一啲唔係好
[00:08:42.500 --> 00:08:45.500]  負面嘅言語係殺傷力好大
[00:08:45.500 --> 00:08:47.500]  亦都有真實嘅故事有教會
[00:08:47.500 --> 00:08:49.500]  係因為某一個弟兄姊妹
[00:08:49.500 --> 00:08:53.500]  喺Facebook上post咗一條比較負面嘅言語
[00:08:53.500 --> 00:08:55.500]  跟住好多人就開始嘈喇喺嗰度
[00:08:55.500 --> 00:08:57.500]  有啲人和應佢啦
[00:08:57.500 --> 00:08:59.500]  有啲人就反對佢啦
[00:08:59.500 --> 00:09:01.500]  跟住因為咁樣一個一個post
[00:09:01.500 --> 00:09:03.500]  跟住嘈嘈落去
[00:09:03.500 --> 00:09:06.500]  跟住引至最後嗰間教會就分裂咗
[00:09:06.500 --> 00:09:09.500]  所以Facebook本身係一個好powerful嘅平台
[00:09:09.500 --> 00:09:12.500]  如果善用呢可以造就好多嘅人
[00:09:12.500 --> 00:09:15.500]  但如果唔用呢你去濫用佢呢
[00:09:15.500 --> 00:09:17.500]  都可以好有殺傷力
[00:09:17.500 --> 00:09:20.500]  尤其係謠言呀是非呀呢樣嘢
[00:09:20.500 --> 00:09:22.500]  所以大家要小心
[00:09:22.500 --> 00:09:24.500]  盡量喺Facebook要善用呢啲平台
[00:09:24.500 --> 00:09:26.500]  講一啲正確嘅語言啦
[00:09:26.500 --> 00:09:28.500]  唔好亂咁傳一啲是非
[00:09:28.500 --> 00:09:31.500]  喺真言嘅26章20節嗰度話
[00:09:31.500 --> 00:09:33.500]  沒有木頭火就熄滅
[00:09:33.500 --> 00:09:37.500]  沒有閒話紛爭就止息
[00:09:37.500 --> 00:09:39.500]  中國人有句話叫做
[00:09:39.500 --> 00:09:41.500]  謠言止於智者
[00:09:41.500 --> 00:09:44.500]  有智慧嘅人聽到謠言識諗
[00:09:44.500 --> 00:09:46.500]  佢哋識停喺嗰度
[00:09:46.500 --> 00:09:48.500]  我哋都希望大家都成為有智慧嘅人
[00:09:48.500 --> 00:09:50.500]  你聽到某啲嘅是非
[00:09:50.500 --> 00:09:51.500]  如果你未證實呢
[00:09:51.500 --> 00:09:53.500]  咪停喺你嗰度
[00:09:53.500 --> 00:09:57.500]  前一排Apple同Samsung打官司
[00:09:57.500 --> 00:10:00.500]  Samsung輸咗就要賠10億美金
[00:10:00.500 --> 00:10:03.500]  後來唔知點解喺Facebook上面都流傳
[00:10:03.500 --> 00:10:05.500]  咁樣一個傳言呢
[00:10:05.500 --> 00:10:06.500]  就係呢個Samsung
[00:10:06.500 --> 00:10:08.500]  Pay Apple 10億美金嘅時候
[00:10:08.500 --> 00:10:10.500]  係用30架大Truck嘅車
[00:10:10.500 --> 00:10:12.500]  將10億美金換成Coins
[00:10:12.500 --> 00:10:14.500]  換成Nichols
[00:10:14.500 --> 00:10:17.500]  跟住用30架Truck去運載
[00:10:17.500 --> 00:10:18.500]  跟住就Pay Apple
[00:10:18.500 --> 00:10:19.500]  為咗報復佢哋
[00:10:19.500 --> 00:10:21.500]  我開頭都以為係真
[00:10:21.500 --> 00:10:22.500]  我唔知
[00:10:22.500 --> 00:10:24.500]  總之大家喺Facebook又好
[00:10:24.500 --> 00:10:26.500]  各方面都流傳
[00:10:26.500 --> 00:10:28.500]  咁心巧呢條嘅Post
[00:10:28.500 --> 00:10:30.500]  就傳到我台灣一個朋友
[00:10:30.500 --> 00:10:32.500]  一個好有智慧嘅人
[00:10:32.500 --> 00:10:34.500]  佢睇到呢條謠言之後
[00:10:34.500 --> 00:10:36.500]  佢就即刻走去計
[00:10:36.500 --> 00:10:37.500]  佢就計一計
[00:10:37.500 --> 00:10:39.500]  如果10億美金換成Nichols
[00:10:39.500 --> 00:10:40.500]  跟住佢好快計出
[00:10:40.500 --> 00:10:44.500]  30架Truck車係唔可能放得哂
[00:10:44.500 --> 00:10:46.500]  10億美金嘅Nichols
[00:10:46.500 --> 00:10:48.500]  咁於是佢即刻Post出嚟話
[00:10:48.500 --> 00:10:50.500]  呢條一定係謠言
[00:10:50.500 --> 00:10:52.500]  一定唔係真嘅
[00:10:52.500 --> 00:10:54.500]  佢話唔信你返去Check下
[00:10:54.500 --> 00:10:55.500]  咁後來我哋返去Check
[00:10:55.500 --> 00:10:57.500]  Confirm原來真係謠言
[00:10:57.500 --> 00:10:59.500]  並非真實事件
[00:10:59.500 --> 00:11:01.500]  謠言至於智者
[00:11:01.500 --> 00:11:03.500]  咁希望我哋每一個人
[00:11:03.500 --> 00:11:05.500]  都做成一個有智慧嘅人
[00:11:05.500 --> 00:11:08.500]  唔好亂咁聽一啲Facebook嘅傳言
[00:11:08.500 --> 00:11:10.500]  如果你聽都未證實
[00:11:10.500 --> 00:11:12.500]  如果你真係八卦心理好強
[00:11:12.500 --> 00:11:14.500]  咁你真係想Find out what happen
[00:11:14.500 --> 00:11:16.500]  咁你咪Find out what happen
[00:11:16.500 --> 00:11:18.500]  但係未曾知道what happen之前
[00:11:18.500 --> 00:11:20.500]  就唔好人傳你又傳
[00:11:20.500 --> 00:11:22.500]  咁你又Share
[00:11:22.500 --> 00:11:24.500]  因為會造成好大嘅傷害
[00:11:24.500 --> 00:11:26.500]  咁喺Facebook另外一個
[00:11:26.500 --> 00:11:27.500]  我想提嘅就係
[00:11:27.500 --> 00:11:29.500]  喺二筆鎖書嘅五章四節
[00:11:29.500 --> 00:11:30.500]  都畀我哋另外
[00:11:30.500 --> 00:11:32.500]  有啲講話啲嘅提示
[00:11:32.500 --> 00:11:34.500]  嗰度就話你哋不可以
[00:11:34.500 --> 00:11:36.500]  說一啲淫穢
[00:11:36.500 --> 00:11:38.500]  愚妄或下流嘅話
[00:11:38.500 --> 00:11:41.500]  都要說感謝上帝嘅話
[00:11:41.500 --> 00:11:43.500]  另外一個我想提嘅就係
[00:11:43.500 --> 00:11:45.500]  喺Facebook上面講嘢
[00:11:45.500 --> 00:11:48.500]  千祈唔好亂咁講粗口
[00:11:48.500 --> 00:11:51.500]  因為我見到好多人講粗口
[00:11:51.500 --> 00:11:52.500]  包括基督徒
[00:11:52.500 --> 00:11:54.500]  包括一啲好資深嘅基督徒
[00:11:54.500 --> 00:11:55.500]  有時喺Facebook上面
[00:11:55.500 --> 00:11:57.500]  都會爆一兩句粗口出嚟
[00:11:57.500 --> 00:11:59.500]  咁我想你明白
[00:11:59.500 --> 00:12:02.500]  Facebook其實佢係一個公眾嘅平台
[00:12:02.500 --> 00:12:04.500]  因為有時我哋會有啲錯覺
[00:12:04.500 --> 00:12:06.500]  你覺得Facebook總之係我屋企
[00:12:06.500 --> 00:12:08.500]  你唔係屋企我暢所欲言
[00:12:08.500 --> 00:12:10.500]  我鍾意打咩就打咩
[00:12:10.500 --> 00:12:13.500]  但係其實Facebook係一個好公眾嘅平台
[00:12:13.500 --> 00:12:15.500]  如果你有一百個朋友
[00:12:15.500 --> 00:12:17.500]  就等於你係企喺一個講台
[00:12:17.500 --> 00:12:19.500]  對一百個人講緊嘢
[00:12:19.500 --> 00:12:20.500]  因為你post嗰段嘢
[00:12:20.500 --> 00:12:21.500]  係一百個人都睇到
[00:12:21.500 --> 00:12:23.500]  兼且嗰一百個人可以隨意地
[00:12:23.500 --> 00:12:25.500]  願意轉載你post嗰段嘢
[00:12:25.500 --> 00:12:27.500]  所以你嘅平台係好大
[00:12:27.500 --> 00:12:29.500]  所以千祈唔好以為你Facebook講嘅嘢
[00:12:29.500 --> 00:12:31.500]  係只不過我匿埋喺電腦上
[00:12:31.500 --> 00:12:32.500]  暢所欲言
[00:12:32.500 --> 00:12:34.500]  唔係咁嘅
[00:12:34.500 --> 00:12:36.500]  係一個好公眾嘅平台
[00:12:36.500 --> 00:12:38.500]  你所講嘅嘢係每個人都睇到
[00:12:38.500 --> 00:12:40.500]  每個人都可以轉載
[00:12:40.500 --> 00:12:42.500]  所以講嘅嘢要好小心
[00:12:42.500 --> 00:12:44.500]  有啲粗口你自己私下講好
[00:12:44.500 --> 00:12:47.500]  就冇必要喺Facebook上面爆出嚟
[00:12:47.500 --> 00:12:49.500]  因為每一個人都會知
[00:12:49.500 --> 00:12:51.500]  我都睇到唔少人無啦啦會爆粗口
[00:12:51.500 --> 00:12:52.500]  喺Facebook上面
[00:12:52.500 --> 00:12:54.500]  所以要小心
[00:12:54.500 --> 00:12:56.500]  因為話一啲話語係唔適合
[00:12:56.500 --> 00:12:59.500]  喺嗰啲咁公眾嘅場合出現
[00:12:59.500 --> 00:13:02.500]  另外一個已忽所書喺四中廿九節
[00:13:02.500 --> 00:13:05.500]  都講到特別對我哋基督徒點樣去講嘢
[00:13:05.500 --> 00:13:07.500]  有一個好好嘅原則
[00:13:07.500 --> 00:13:10.500]  嗰度話不要在言語上傷害別人
[00:13:10.500 --> 00:13:16.500]  只會說幫助人造就人使聽見的人得益處
[00:13:16.500 --> 00:13:19.500]  因為喺Facebook上面
[00:13:19.500 --> 00:13:22.500]  我成日都見到一啲好攻擊性嘅言語
[00:13:22.500 --> 00:13:24.500]  係真係會傷害別人嘅
[00:13:24.500 --> 00:13:28.500]  例如話好多人會post一啲好負面情緒嘅話
[00:13:28.500 --> 00:13:30.500]  喺Facebook上面
[00:13:30.500 --> 00:13:32.500]  我知我每個人都有負面情緒
[00:13:32.500 --> 00:13:34.500]  你都需要搵一個人傾訴
[00:13:34.500 --> 00:13:37.500]  其實我哋叫倒垃圾
[00:13:37.500 --> 00:13:40.500]  但係你知垃圾要倒喺垃圾桶
[00:13:40.500 --> 00:13:43.500]  即係冇人會將垃圾倒喺客廳
[00:13:43.500 --> 00:13:46.500]  因為客廳係一個公眾嘅地方
[00:13:46.500 --> 00:13:48.500]  Facebook一樣都係一個公眾嘅地方
[00:13:48.500 --> 00:13:50.500]  所以有啲負面嘅嘢
[00:13:50.500 --> 00:13:54.500]  其實適合搵一兩個你信得過嘅人
[00:13:54.500 --> 00:13:56.500]  你同佢倒咗垃圾就算
[00:13:56.500 --> 00:13:58.500]  就冇必要喺一個公眾嘅講台
[00:13:58.500 --> 00:14:00.500]  係咁倒落嚟
[00:14:00.500 --> 00:14:02.500]  就真係冇必要
[00:14:02.500 --> 00:14:04.500]  但我又見到好多人喜歡咁做
[00:14:04.500 --> 00:14:07.500]  喺Facebook上面post一啲好負面情緒嘅話
[00:14:07.500 --> 00:14:10.500]  係發洩緊情緒我都明白
[00:14:10.500 --> 00:14:12.500]  但係你要明白Facebook係一個公眾嘅平台
[00:14:12.500 --> 00:14:14.500]  有時唔係好適合做呢啲嘢
[00:14:14.500 --> 00:14:17.500]  所以大家要非常之小心
[00:14:17.500 --> 00:14:19.500]  有時我都見過
[00:14:19.500 --> 00:14:22.500]  有邊個同邊個嘈交
[00:14:22.500 --> 00:14:25.500]  跟住喺Facebook post一啲去攻擊對方嘅話
[00:14:25.500 --> 00:14:28.500]  但你post攻擊對方嘅話
[00:14:28.500 --> 00:14:31.500]  又唔會指明係攻擊緊佢
[00:14:31.500 --> 00:14:33.500]  你只係寫一兩句
[00:14:33.500 --> 00:14:35.500]  跟住身邊啲稍為EQ低啲
[00:14:35.500 --> 00:14:37.500]  開始對號入座
[00:14:37.500 --> 00:14:39.500]  佢係咪講緊我呀
[00:14:39.500 --> 00:14:41.500]  其實唔係講緊你
[00:14:41.500 --> 00:14:42.500]  但都小心
[00:14:42.500 --> 00:14:44.500]  因為有時你講呢啲攻擊嘅話語
[00:14:44.500 --> 00:14:46.500]  其實會造成好多人誤會傷害
[00:14:46.500 --> 00:14:48.500]  因為人哋唔知你講緊邊個
[00:14:48.500 --> 00:14:49.500]  你只不過講一段話
[00:14:49.500 --> 00:14:51.500]  呢個人咁小器好失望
[00:14:51.500 --> 00:14:53.500]  大家都諗我都好小器
[00:14:53.500 --> 00:14:55.500]  係咪講緊我呢
[00:14:55.500 --> 00:14:57.500]  大家都係度估估下
[00:14:57.500 --> 00:14:59.500]  所以大家要小心
[00:14:59.500 --> 00:15:01.500]  因為公眾嘅平台
[00:15:01.500 --> 00:15:04.500]  盡量講一啲可以幫助人
[00:15:04.500 --> 00:15:06.500]  去鼓勵人
[00:15:06.500 --> 00:15:08.500]  讓人聽到有益處嘅話
[00:15:08.500 --> 00:15:12.500]  少講一啲會傷害到人哋嘅話
[00:15:12.500 --> 00:15:15.500]  如果你善用都可以好有用
[00:15:15.500 --> 00:15:17.500]  你知我可以透過Facebook
[00:15:17.500 --> 00:15:19.500]  可以鼓勵或者關心
[00:15:19.500 --> 00:15:22.500]  去支持到好多需要幫助嘅人
[00:15:22.500 --> 00:15:24.500]  有時睇到post
[00:15:24.500 --> 00:15:26.500]  我又遇到啲唔開心嘅嘢
[00:15:26.500 --> 00:15:28.500]  你可以即刻impact佢
[00:15:28.500 --> 00:15:29.500]  你可以即刻同佢講話
[00:15:29.500 --> 00:15:30.500]  我為你祈禱
[00:15:30.500 --> 00:15:31.500]  我有咩可以幫到你
[00:15:31.500 --> 00:15:33.500]  其實一個好有效嘅平台
[00:15:33.500 --> 00:15:35.500]  讓你去關心身邊嘅人
[00:15:35.500 --> 00:15:36.500]  因為好有效好powerful
[00:15:36.500 --> 00:15:37.500]  所以如果你濫用呢
[00:15:37.500 --> 00:15:39.500]  都可以造成好大嘅傷害
[00:15:39.500 --> 00:15:41.500]  所以希望每一個基督徒
