
[00:00:00.000 --> 00:00:02.000]  各位電影節目早上好
[00:03:37.000 --> 00:03:39.000]  窯醬和泥土
[00:03:39.000 --> 00:03:44.000]  用窯醬和泥土來比喻上帝和我們之間的關係
[00:03:44.000 --> 00:03:46.000]  有這五處經文
[00:03:46.000 --> 00:03:48.000]  我嘗試分少少類別
[00:03:48.000 --> 00:03:49.000]  第一
[00:03:49.000 --> 00:03:51.000]  有兩段經文
[00:03:51.000 --> 00:03:56.000]  特別提到神和人的關係定位
[00:03:56.000 --> 00:03:58.000]  上帝就是創造者
[00:03:58.000 --> 00:04:01.000]  你和我就是被造者
[00:04:01.000 --> 00:04:05.000]  第一段是《耳塞書》第六十四章第八節
[00:04:05.000 --> 00:04:10.000]  耳塞說:耶和華,現在你仍是我們的父
[00:04:10.000 --> 00:04:12.000]  我們是泥,你是窯醬
[00:04:12.000 --> 00:04:15.000]  我們都是祢的工作
[00:04:15.000 --> 00:04:21.000]  上帝是窯醬,我們是泥
[00:04:21.000 --> 00:04:24.000]  強調的是那個關係的定位
[00:04:24.000 --> 00:04:26.000]  我們是祂手中的工作
[00:04:26.000 --> 00:04:28.000]  是祂創造我們
[00:04:28.000 --> 00:04:30.000]  我們是一個製成品
[00:04:30.000 --> 00:04:32.000]  我們是一個受造物
[00:04:32.000 --> 00:04:34.000]  這裡說的是那個關係的定位
[00:04:34.000 --> 00:04:38.000]  另一段是前面的二十九章十五至十六節
[00:04:38.000 --> 00:04:40.000]  我們一起讀
[00:04:40.000 --> 00:04:41.000]  一二三
[00:04:41.000 --> 00:04:45.000]  和哉!那些向耶和華深藏謀略的
[00:04:45.000 --> 00:04:47.000]  又在暗中行事說
[00:04:47.000 --> 00:04:51.000]  誰看見我們呢?誰知道我們呢?
[00:04:51.000 --> 00:04:57.000]  你們把事顛倒了
[00:04:57.000 --> 00:04:59.000]  豈可看窯醬如泥嗎?
[00:04:59.000 --> 00:05:03.000]  被製作的物豈可論製作物的說
[00:05:03.000 --> 00:05:05.000]  他沒有製作我
[00:05:05.000 --> 00:05:09.000]  或是被創造的物論造物的說
[00:05:09.000 --> 00:05:11.000]  他沒有聰明
[00:05:11.000 --> 00:05:13.000]  在這裡才知道
[00:05:13.000 --> 00:05:16.000]  那個創造的和那個受造的
[00:05:16.000 --> 00:05:18.000]  他們之間的定位
[00:05:18.000 --> 00:05:21.000]  定位牽涉下一部分就是主權的問題
[00:05:21.000 --> 00:05:25.000]  所以窯醬和泥土有一個定位
[00:05:25.000 --> 00:05:27.000]  一個是創造的,一個是受造的
[00:05:27.000 --> 00:05:28.000]  另一個就是
[00:05:28.000 --> 00:05:30.000]  第二,我想告訴大家的是
[00:05:30.000 --> 00:05:34.000]  神對人有絕對的主權
[00:05:34.000 --> 00:05:35.000]  他有一個定位
[00:05:35.000 --> 00:05:38.000]  這個定位除了位分不同之外
[00:05:38.000 --> 00:05:42.000]  原來牽涉一個主權的重點
[00:05:42.000 --> 00:05:44.000]  在二十八書四十五章九節
[00:05:44.000 --> 00:05:45.000]  其實剛才那段也是
[00:05:45.000 --> 00:05:46.000]  和主權
[00:05:46.000 --> 00:05:49.000]  你有什麼資格來問?
[00:05:49.000 --> 00:05:52.000]  我們看四十五章九節更清楚
[00:05:52.000 --> 00:05:56.000]  他說泥土豈可對磚籠他的說
[00:05:56.000 --> 00:06:00.000]  你做什麼?
[00:06:00.000 --> 00:06:02.000]  做那個
[00:06:02.000 --> 00:06:03.000]  他就是做
[00:06:03.000 --> 00:06:04.000]  那些泥土
[00:06:04.000 --> 00:06:05.000]  沒得問
[00:06:05.000 --> 00:06:08.000]  你在搞什麼?
[00:06:08.000 --> 00:06:11.000]  這段經文其實在新約有相同的意思
[00:06:11.000 --> 00:06:13.000]  羅馬書九章二十節
[00:06:13.000 --> 00:06:16.000]  受造之物豈能對磚籠他的說
[00:06:16.000 --> 00:06:18.000]  你為什麼這樣做我?
[00:06:18.000 --> 00:06:21.000]  為什麼你要這樣做我?
[00:06:21.000 --> 00:06:26.000]  創造或者繼續來塗造的過程
[00:06:26.000 --> 00:06:30.000]  那個主權就在那個造者那裡
[00:06:30.000 --> 00:06:32.000]  在那個造物主那裡
[00:06:32.000 --> 00:06:34.000]  對我們來說就是上帝
[00:06:34.000 --> 00:06:38.000]  作為人沒什麼可以和上帝爭拗
[00:06:38.000 --> 00:06:43.000]  神可以這樣去做我們也可以
[00:06:43.000 --> 00:06:45.000]  我們再白一點
[00:06:45.000 --> 00:06:48.000]  就好像上帝搓圓禁扁我們都可以
[00:06:48.000 --> 00:06:49.000]  但搓圓禁扁
[00:06:49.000 --> 00:06:51.000]  好像給我們一個感覺
[00:06:51.000 --> 00:06:53.000]  就是上帝很霸道
[00:06:53.000 --> 00:06:55.000]  你說怎樣就怎樣
[00:06:55.000 --> 00:06:56.000]  人就很晦氣
[00:06:56.000 --> 00:06:57.000]  你玩完啦
[00:06:57.000 --> 00:06:59.000]  上帝是否這麼霸道呢?
[00:06:59.000 --> 00:07:02.000]  我們知道在聖經裡講到
[00:07:02.000 --> 00:07:04.000]  上帝有祂的主權沒錯
[00:07:04.000 --> 00:07:05.000]  因為祂是那位創造者
[00:07:05.000 --> 00:07:06.000]  我們是受造物
[00:07:06.000 --> 00:07:07.000]  祂有祂的主權
[00:07:07.000 --> 00:07:10.000]  我們應該服在祂的主權底下
[00:07:10.000 --> 00:07:12.000]  但感覺上好像很霸道
[00:07:12.000 --> 00:07:15.000]  但我們要認識我們那位上帝的屬性
[00:07:15.000 --> 00:07:16.000]  祂是否霸道呢?
[00:07:16.000 --> 00:07:18.000]  原來不是
[00:07:18.000 --> 00:07:21.000]  人不是我們說的no say
[00:07:21.000 --> 00:07:22.000]  人仍然有的
[00:07:22.000 --> 00:07:23.000]  為什麼呢?
[00:07:23.000 --> 00:07:25.000]  我們知道上帝其實原來是
[00:07:25.000 --> 00:07:29.000]  按祂的計劃和心意來塗造人
[00:07:29.000 --> 00:07:31.000]  是有祂的計劃和心意
[00:07:31.000 --> 00:07:33.000]  但背後祂的計劃和心意
[00:07:33.000 --> 00:07:36.000]  是基於祂和我們有一個很特別的關係
[00:07:36.000 --> 00:07:39.000]  就是祂是我們父母的關係
[00:07:39.000 --> 00:07:41.000]  如果沒有了這種身份
[00:07:41.000 --> 00:07:44.000]  我們就覺得是受壓迫者
[00:07:44.000 --> 00:07:45.000]  但聖經告訴我們
[00:07:45.000 --> 00:07:49.000]  上帝對我們有一個很特別的關係
[00:07:49.000 --> 00:07:50.000]  祂是我們的父
[00:07:50.000 --> 00:07:52.000]  我要繼續講下去的時候
[00:07:52.000 --> 00:07:54.000]  就講剛才我們讀的那一段經文
[00:07:54.000 --> 00:07:55.000]  耶利米斯第十八章
[00:07:55.000 --> 00:07:58.000]  這一段和之後那一段
[00:07:58.000 --> 00:08:02.000]  再將上帝祂作為那個搖像
[00:08:02.000 --> 00:08:04.000]  我們是泥土的那個角色
[00:08:04.000 --> 00:08:06.000]  祂是創造者
[00:08:06.000 --> 00:08:08.000]  祂有主權再凸顯出來
[00:08:08.000 --> 00:08:09.000]  但不只是這樣
[00:08:09.000 --> 00:08:12.000]  還將上帝那句的愛來凸顯出來
[00:08:12.000 --> 00:08:14.000]  雖然我們的神祂有絕對的主權
[00:08:14.000 --> 00:08:16.000]  但祂不像暴君那樣
[00:08:16.000 --> 00:08:19.000]  祂不是興起就這樣做
[00:08:19.000 --> 00:08:21.000]  或者我沒有心機就這樣做
[00:08:21.000 --> 00:08:22.000]  擺在一邊
[00:08:22.000 --> 00:08:25.000]  擺一段時間我隨便你
[00:08:25.000 --> 00:08:27.000]  我們的神不是這樣
[00:08:27.000 --> 00:08:29.000]  祂有一個很周詳的計劃
[00:08:29.000 --> 00:08:31.000]  和祂有很周詳的心意
[00:08:31.000 --> 00:08:33.000]  來塗造我們
[00:08:33.000 --> 00:08:34.000]  雕塑我們
[00:08:34.000 --> 00:08:36.000]  就好像藝術家
[00:08:36.000 --> 00:08:38.000]  在每一個作品上
[00:08:38.000 --> 00:08:40.000]  都有祂美好的計劃
[00:08:40.000 --> 00:08:42.000]  盡祂的心思
[00:08:42.000 --> 00:08:44.000]  其實耶利米斯第十八章開始
[00:08:44.000 --> 00:08:46.000]  到二十章是一個單元
[00:08:46.000 --> 00:08:48.000]  這三章的經文是說
[00:08:48.000 --> 00:08:50.000]  猶太亡國
[00:08:50.000 --> 00:08:53.000]  和猶太亡國 秘魯有關
[00:08:53.000 --> 00:08:55.000]  事件大概發生在
[00:08:55.000 --> 00:08:57.000]  早前六百零五年
[00:08:57.000 --> 00:08:59.000]  六百零五年其實
[00:08:59.000 --> 00:09:02.000]  猶太國都是危危乎的
[00:09:02.000 --> 00:09:07.000]  當時約西亞王執政到尾聲
[00:09:07.000 --> 00:09:10.000]  約西亞王很可能是想著
[00:09:10.000 --> 00:09:12.000]  當年有大國
[00:09:12.000 --> 00:09:14.000]  有亞述 有埃及
[00:09:14.000 --> 00:09:17.000]  他們總是鬥誰強
[00:09:17.000 --> 00:09:19.000]  就好像今日的強國一樣
[00:09:19.000 --> 00:09:21.000]  大家鬥強
[00:09:21.000 --> 00:09:23.000]  這個約西亞王
[00:09:23.000 --> 00:09:26.000]  他都出兵
[00:09:26.000 --> 00:09:28.000]  誰知在出兵的過程
[00:09:28.000 --> 00:09:32.000]  其實他敗亡
[00:09:32.000 --> 00:09:35.000]  令到猶太國成為
[00:09:35.000 --> 00:09:37.000]  埃及的附庸國
[00:09:37.000 --> 00:09:39.000]  而在期間上帝給予很多提醒
[00:09:39.000 --> 00:09:41.000]  作為一個王
[00:09:41.000 --> 00:09:43.000]  作為猶太國
[00:09:43.000 --> 00:09:45.000]  作為神的百姓 神的子民
[00:09:45.000 --> 00:09:48.000]  可以怎樣去做上帝喜悅的事情
[00:09:48.000 --> 00:09:50.000]  耶利米書第十八章一至二節
[00:09:50.000 --> 00:09:53.000]  神吩咐耶利米去一個姚丈的家
[00:09:53.000 --> 00:09:55.000]  看他的作為
[00:09:55.000 --> 00:09:57.000]  因為以色列人
[00:09:57.000 --> 00:09:59.000]  或者我們說在這裡 猶太國
[00:09:59.000 --> 00:10:01.000]  就不明白上帝究竟在他們心意
[00:10:01.000 --> 00:10:03.000]  在他們身上做些什麼
[00:10:03.000 --> 00:10:06.000]  為什麼有時叫他們遭遇這麼多困難
[00:10:06.000 --> 00:10:08.000]  為什麼有時他們的人生
[00:10:08.000 --> 00:10:10.000]  是這麼不順利
[00:10:10.000 --> 00:10:13.000]  上帝就跟耶利米說
[00:10:13.000 --> 00:10:14.000]  第二節
[00:10:14.000 --> 00:10:18.000]  你起來 下到姚丈的家裡去
[00:10:18.000 --> 00:10:21.000]  我要在那裡 使你聽我的說話
[00:10:21.000 --> 00:10:23.000]  他叫他姚丈的家
[00:10:23.000 --> 00:10:25.000]  從日常的生活裡
[00:10:25.000 --> 00:10:28.000]  你看我要跟你說的話
[00:10:28.000 --> 00:10:29.000]  第三節
[00:10:29.000 --> 00:10:32.000]  耶利米就去到姚丈的家
[00:10:32.000 --> 00:10:34.000]  遇到什麼事呢
[00:10:34.000 --> 00:10:37.000]  姚丈就在整他的器皿
[00:10:37.000 --> 00:10:40.000]  在整他的陶瓷
[00:10:40.000 --> 00:10:42.000]  第四節
[00:10:42.000 --> 00:10:45.000]  姚丈用泥做的器皿
[00:10:45.000 --> 00:10:47.000]  在他手中做壞了
[00:10:47.000 --> 00:10:50.000]  他又用這泥另做別的器皿
[00:10:50.000 --> 00:10:54.000]  姚丈看怎樣好就怎樣做
[00:10:54.000 --> 00:10:56.000]  到這裡的時候
[00:10:56.000 --> 00:10:59.000]  我們似乎很容易明白
[00:10:59.000 --> 00:11:02.000]  陶匠或者姚匠
[00:11:02.000 --> 00:11:04.000]  在整陶瓷的人
[00:11:04.000 --> 00:11:07.000]  他在整 整整下 整彎了
[00:11:07.000 --> 00:11:09.000]  再整一個
[00:11:09.000 --> 00:11:11.000]  但我們要問的是
[00:11:11.000 --> 00:11:13.000]  為什麼會整彎呢
[00:11:13.000 --> 00:11:15.000]  是誰的問題呢
[00:11:15.000 --> 00:11:18.000]  是不是陶匠的手勢的問題呢
[00:11:18.000 --> 00:11:19.000]  如果我們學他整
[00:11:19.000 --> 00:11:20.000]  應該是我們的問題
[00:11:20.000 --> 00:11:21.000]  我們覺得
[00:11:21.000 --> 00:11:24.000]  你不會整 太大力 按扁了
[00:11:24.000 --> 00:11:27.000]  太小力 又做不到那個效果
[00:11:27.000 --> 00:11:29.000]  他在這裡說什麼呢
[00:11:29.000 --> 00:11:32.000]  他說 在他手中做壞了
[00:11:32.000 --> 00:11:35.000]  壞了 是誰的問題呢
[00:11:35.000 --> 00:11:37.000]  上帝當然
[00:11:37.000 --> 00:11:39.000]  我們知道他是一個全能者
[00:11:39.000 --> 00:11:41.000]  他是一個沒有愛的上帝
[00:11:41.000 --> 00:11:43.000]  他也是沒有計劃的上帝
[00:11:43.000 --> 00:11:44.000]  問題應該不在他那裡
[00:11:44.000 --> 00:11:45.000]  問題是怎樣呢
[00:11:45.000 --> 00:11:46.000]  他們很知道的
[00:11:46.000 --> 00:11:50.000]  當時很多都有做陶瓷
[00:11:50.000 --> 00:11:52.000]  這些器皿的經驗
[00:11:52.000 --> 00:11:55.000]  原來很大機會
[00:11:55.000 --> 00:11:58.000]  大部分的時間
[00:11:58.000 --> 00:12:00.000]  是那些泥土出現問題
[00:12:00.000 --> 00:12:03.000]  因為泥土有細粒的沙
[00:12:03.000 --> 00:12:04.000]  有那些石
[00:12:04.000 --> 00:12:05.000]  有很多的雜質
[00:12:05.000 --> 00:12:08.000]  或者中間有很多的氣泡
[00:12:08.000 --> 00:12:10.000]  令到它拉下拉下
[00:12:10.000 --> 00:12:12.000]  本來要成為一個器皿的時候
[00:12:12.000 --> 00:12:13.000]  其實拉不成
[00:12:13.000 --> 00:12:15.000]  拉不成
[00:12:15.000 --> 00:12:16.000]  那會怎樣呢
[00:12:16.000 --> 00:12:18.000]  我們一般的人拉不成
[00:12:18.000 --> 00:12:20.000]  扔掉它再來
[00:12:20.000 --> 00:12:21.000]  找另一個
[00:12:21.000 --> 00:12:23.000]  因為那些泥本身有問題
[00:12:23.000 --> 00:12:25.000]  你當然要換
[00:12:25.000 --> 00:12:27.000]  我就想起一個經驗
[00:12:27.000 --> 00:12:30.000]  我去一個會友家裡吃飯
[00:12:30.000 --> 00:12:33.000]  我近期學做蛋糕
[00:12:33.000 --> 00:12:34.000]  有會友知道
[00:12:34.000 --> 00:12:36.000]  我跟他一起買了一個
[00:12:36.000 --> 00:12:38.000]  今天早上不知道是不是回來了
[00:12:38.000 --> 00:12:41.000]  在街邊那裡買了一個迷你的電飯煲
[00:12:41.000 --> 00:12:42.000]  那個電飯煲
[00:12:42.000 --> 00:12:45.000]  強調十分鐘就可以煮一個人飯
[00:12:45.000 --> 00:12:46.000]  就適合我
[00:12:46.000 --> 00:12:47.000]  回去煮米
[00:12:47.000 --> 00:12:48.000]  洗澡
[00:12:48.000 --> 00:12:49.000]  然後吃飯
[00:12:49.000 --> 00:12:50.000]  有少許東西吃飯
[00:12:50.000 --> 00:12:52.000]  他還說可以做蛋糕
[00:12:52.000 --> 00:12:53.000]  都很容易做
[00:12:53.000 --> 00:12:55.000]  我就試了很多次
[00:12:55.000 --> 00:12:58.000]  禮拜六晚我就打算煮一個
[00:12:58.000 --> 00:12:59.000]  帶去會友家裡
[00:12:59.000 --> 00:13:00.000]  煮著煮著的時候
[00:13:00.000 --> 00:13:02.000]  跟我一起住的姊妹就說
[00:13:02.000 --> 00:13:03.000]  可不可以煮多一個
[00:13:03.000 --> 00:13:06.000]  帶給她侍奉的
[00:13:06.000 --> 00:13:07.000]  服侍的小朋友
[00:13:07.000 --> 00:13:08.000]  好 煮多一個
[00:13:08.000 --> 00:13:10.000]  煮的時候就發現
[00:13:10.000 --> 00:13:13.000]  每次其實都是穿兩件
[00:13:13.000 --> 00:13:15.000]  第二次那個
[00:13:15.000 --> 00:13:17.000]  不是很成功
[00:13:17.000 --> 00:13:18.000]  扁了
[00:13:18.000 --> 00:13:20.000]  還有很多洞洞
[00:13:20.000 --> 00:13:21.000]  我本來就算了
[00:13:21.000 --> 00:13:22.000]  小朋友吃沒所謂
[00:13:22.000 --> 00:13:23.000]  都是切開而已
[00:13:23.000 --> 00:13:24.000]  我沒問
[00:13:24.000 --> 00:13:26.000]  但是想著想著
[00:13:26.000 --> 00:13:28.000]  又好像不太好
[00:13:28.000 --> 00:13:30.000]  那怎麼辦呢
[00:13:30.000 --> 00:13:32.000]  原本應該將我第一個
[00:13:32.000 --> 00:13:33.000]  第一個做得很漂亮
[00:13:33.000 --> 00:13:34.000]  我還拍照給會友看
[00:13:34.000 --> 00:13:36.000]  明天就用這個蛋糕吃
[00:13:36.000 --> 00:13:37.000]  不如交換吧
[00:13:37.000 --> 00:13:38.000]  但是他拍了我
[00:13:38.000 --> 00:13:40.000]  結果怎麼樣呢
[00:13:40.000 --> 00:13:42.000]  結果還是煮多一個
[00:13:42.000 --> 00:13:44.000]  結果那晚我煮了四個蛋糕
[00:13:44.000 --> 00:13:46.000]  因為煮的時候
[00:13:46.000 --> 00:13:47.000]  好吃的
[00:13:47.000 --> 00:13:48.000]  自己吃的
[00:13:48.000 --> 00:13:50.000]  煮了四個
[00:13:50.000 --> 00:13:52.000]  有些東西做得不好
[00:13:52.000 --> 00:13:54.000]  我們會想再做一個
[00:13:54.000 --> 00:13:56.000]  這裡他也說再做一個
[00:13:56.000 --> 00:13:57.000]  他做什麼呢
[00:13:57.000 --> 00:13:59.000]  他不是換了泥
[00:13:59.000 --> 00:14:01.000]  你看第四節他說什麼
[00:14:01.000 --> 00:14:04.000]  他又用這泥
[00:14:04.000 --> 00:14:06.000]  另做別的器皿
[00:14:06.000 --> 00:14:08.000]  用回同一塊泥
[00:14:08.000 --> 00:14:11.000]  不過做第二樣器皿
[00:14:11.000 --> 00:14:15.000]  姚仗漢怎樣好就怎樣做
[00:14:15.000 --> 00:14:17.000]  這裡說什麼呢
[00:14:17.000 --> 00:14:21.000]  不是放棄那塊原本
[00:14:21.000 --> 00:14:24.000]  不是很誠大氣的那塊泥
[00:14:24.000 --> 00:14:25.000]  不理他
[00:14:25.000 --> 00:14:26.000]  我找一塊好一點的
[00:14:26.000 --> 00:14:27.000]  不是
[00:14:27.000 --> 00:14:32.000]  是找回原有的那塊去做
[00:14:32.000 --> 00:14:33.000]  他覺得好
[00:14:33.000 --> 00:14:35.000]  他看來是好
[00:14:35.000 --> 00:14:36.000]  就是這樣去做
[00:14:36.000 --> 00:14:39.000]  找回原本
[00:14:39.000 --> 00:14:42.000]  然後神就透過
[00:14:42.000 --> 00:14:44.000]  先知耶利米
[00:14:44.000 --> 00:14:46.000]  再給他一些解釋
[00:14:46.000 --> 00:14:47.000]  他說是呀
[00:14:47.000 --> 00:14:49.000]  第五節耶華的話就臨到耶利米了
[00:14:49.000 --> 00:14:50.000]  跟他說什麼
[00:14:50.000 --> 00:14:52.000]  以色列家我待你們
[00:14:52.000 --> 00:14:55.000]  豈不照這姚仗弄泥嗎
[00:14:55.000 --> 00:14:56.000]  以色列家
[00:14:56.000 --> 00:14:59.000]  泥在姚仗的手中怎樣
[00:14:59.000 --> 00:15:02.000]  你們在我的手中也怎樣
[00:15:02.000 --> 00:15:03.000]  意思是什麼呢
[00:15:03.000 --> 00:15:04.000]  是呀
[00:15:04.000 --> 00:15:06.000]  以色列人本來被上帝呼召揀選
[00:15:06.000 --> 00:15:09.000]  他要成為外邦人的光
[00:15:09.000 --> 00:15:11.000]  他要成為一個見證
[00:15:11.000 --> 00:15:13.000]  告訴那些外邦人
[00:15:13.000 --> 00:15:15.000]  上帝是一位創造的上帝
[00:15:15.000 --> 00:15:16.000]  上帝是一位揀選人
[00:15:16.000 --> 00:15:18.000]  願意施恩賜福
[00:15:18.000 --> 00:15:20.000]  公義好憐憫的上帝
[00:15:20.000 --> 00:15:22.000]  你們就要這樣來見證
[00:15:22.000 --> 00:15:24.000]  不過以色列人沒有做好這個見證
[00:15:24.000 --> 00:15:25.000]  反而他們利器耶華
[00:15:25.000 --> 00:15:27.000]  去叩拜別臣
[00:15:27.000 --> 00:15:29.000]  並且在自己的國土裏面
[00:15:29.000 --> 00:15:30.000]  自己國家裏面
[00:15:30.000 --> 00:15:32.000]  有不公義的事
[00:15:32.000 --> 00:15:34.000]  他們有欺負弱小的事
[00:15:34.000 --> 00:15:37.000]  他們沒有做好自己的見證
[00:15:37.000 --> 00:15:38.000]  上帝可以做什麼呢
[00:15:38.000 --> 00:15:40.000]  上帝可以不要這班以色列人
[00:15:40.000 --> 00:15:42.000]  我揀選另一班
[00:15:42.000 --> 00:15:43.000]  聽話的乖的
[00:15:43.000 --> 00:15:44.000]  我不要這班
[00:15:44.000 --> 00:15:47.000]  我們最熟悉的猜及的
[00:15:47.000 --> 00:15:49.000]  他們一路離開埃及之後
[00:15:49.000 --> 00:15:50.000]  埋怨埋怨埋怨
[00:15:50.000 --> 00:15:52.000]  一路只是埋怨
[00:15:52.000 --> 00:15:54.000]  上帝可以不要他們
[00:15:54.000 --> 00:15:56.000]  不過上帝沒有
[00:15:56.000 --> 00:16:00.000]  上帝透過尼尼瑪告訴他們
[00:16:00.000 --> 00:16:03.000]  那些泥土
[00:16:03.000 --> 00:16:05.000]  在耶和尚的手中怎樣
[00:16:05.000 --> 00:16:07.000]  其實以色列人在耶和尚的手中
[00:16:07.000 --> 00:16:08.000]  都是這樣
[00:16:08.000 --> 00:16:10.000]  沒有被撇棄
[00:16:10.000 --> 00:16:12.000]  沒有被遺棄
[00:16:12.000 --> 00:16:15.000]  而是就著他們這樣的光榮
[00:16:15.000 --> 00:16:17.000]  再塗鑿他們
[00:16:17.000 --> 00:16:19.000]  重新塗鑿他們
[00:16:19.000 --> 00:16:21.000]  成為別的器皿的意思是什麼呢
[00:16:21.000 --> 00:16:23.000]  原來他們做一個這樣的杯
[00:16:23.000 --> 00:16:25.000]  原來他們不是這樣
[00:16:25.000 --> 00:16:27.000]  好 就你
[00:16:27.000 --> 00:16:29.000]  你要成為一個怎樣的人
[00:16:29.000 --> 00:16:31.000]  或者一個怎樣的群體
[00:16:31.000 --> 00:16:36.000]  才要這樣去表達給他們的子民
[00:16:36.000 --> 00:16:40.000]  很想耶利米茲知道
[00:16:40.000 --> 00:16:43.000]  以色列人就算走歪了路
[00:16:43.000 --> 00:16:45.000]  利器耶和華
[00:16:45.000 --> 00:16:48.000]  上帝敬拜侍奉別神
[00:16:48.000 --> 00:16:50.000]  沒有在愛邦人的面前
[00:16:50.000 --> 00:16:52.000]  來見證上帝
[00:16:52.000 --> 00:16:55.000]  但是上帝仍然給他們機會
