
[00:00:00.000 --> 00:00:05.440]  好今天跟各位繼續來看一個跟健康有關的一個題目
[00:02:28.600 --> 00:02:34.160]  這個是我把它看作是全人健康一點零
[00:02:34.160 --> 00:02:37.400]  就講到我們說健康我們一般的定義
[00:02:37.400 --> 00:02:39.920]  就是我們的身體我們的心理
[00:02:39.920 --> 00:02:41.280]  我們的心理精神
[00:02:41.280 --> 00:02:43.800]  我們的社會的人際關係
[00:02:43.800 --> 00:02:46.800]  就英文叫做physical mental跟social
[00:02:46.800 --> 00:02:49.800]  我們是否在一個完美的狀態
[00:02:49.800 --> 00:02:52.080]  是一個很完美的一個狀態
[00:02:52.080 --> 00:02:55.640]  這就是上次我提到我們有一個
[00:02:55.640 --> 00:02:59.960]  這十幾年我們認識到一個WHO
[00:02:59.960 --> 00:03:02.720]  世界衛生組織他對健康的定義
[00:03:02.720 --> 00:03:08.920]  就講到在身心舍這三方面的一個完美的狀態
[00:03:08.920 --> 00:03:11.880]  那他是給那個健康的定義
[00:03:11.880 --> 00:03:15.800]  我就用了WHO作為一個上次講到的三個重點
[00:03:15.800 --> 00:03:17.000]  我不曉得你還記得多少
[00:03:17.000 --> 00:03:20.040]  第一個是有什麼需要
[00:03:20.040 --> 00:03:21.880]  W for what's needed
[00:03:21.880 --> 00:03:23.320]  有什麼需要
[00:03:23.320 --> 00:03:24.920]  那個我不曉得你還記得嗎
[00:03:24.920 --> 00:03:30.680]  第二個H你還記得是什麼嗎
[00:03:30.680 --> 00:03:32.800]  H是how it works
[00:03:32.800 --> 00:03:35.560]  就是他怎麼樣可以做到
[00:03:35.560 --> 00:03:38.160]  就是可以怎麼樣可以做到健康
[00:03:38.160 --> 00:03:39.960]  得到真正的健康
[00:03:39.960 --> 00:03:43.720]  得到這個健康是怎麼樣做到
[00:03:43.720 --> 00:03:46.400]  然後O是什麼 OMG
[00:03:46.400 --> 00:03:48.640]  是什麼
[00:03:48.640 --> 00:03:49.840]  Oh my god
[00:03:49.840 --> 00:03:52.360]  就是Who can
[00:03:52.360 --> 00:03:54.160]  如果用那個WHO的時候
[00:03:54.160 --> 00:03:56.560]  Who can誰能夠做到呢
[00:03:56.560 --> 00:03:59.600]  誰能夠做到給人真正的健康嗎
[00:03:59.600 --> 00:04:00.720]  不是只有
[00:04:00.720 --> 00:04:03.240]  不是是不是我們把那個世界衛生組織
[00:04:03.240 --> 00:04:05.800]  他做的事情就可以得到健康
[00:04:05.800 --> 00:04:06.880]  是不是醫生
[00:04:06.880 --> 00:04:09.000]  是不是那個營養師
[00:04:09.000 --> 00:04:11.720]  是做那個公共衛生的人
[00:04:11.720 --> 00:04:14.400]  就可以給你健康
[00:04:14.400 --> 00:04:16.320]  誰能夠做到呢
[00:04:16.320 --> 00:04:18.560]  這就是全人健康的1.0
[00:04:18.560 --> 00:04:20.280]  我全人健康的2.0
[00:04:20.280 --> 00:04:22.720]  其實上次大概也有提到
[00:04:22.720 --> 00:04:26.600]  我想跟各位來看是在順經告訴我們說
[00:04:26.600 --> 00:04:31.520]  我們不單只是有身體心靈社會人際關係
[00:04:31.520 --> 00:04:32.880]  我們還有一個是最重要的
[00:04:32.880 --> 00:04:35.360]  我們覺得是一個0
[00:04:35.360 --> 00:04:38.920]  這是我們的Spiritual
[00:04:38.920 --> 00:04:41.240]  一個心靈的健康
[00:04:41.240 --> 00:04:43.160]  心靈的需要
[00:04:43.160 --> 00:04:47.760]  這個才是一個全人健康的更重要的
[00:04:47.760 --> 00:04:50.640]  好這個我就跟各位講過
[00:04:50.640 --> 00:04:52.000]  上次有提過的
[00:04:52.000 --> 00:04:58.400]  我本科我自己以前念書的時候是念公共衛生
[00:04:58.400 --> 00:05:02.120]  那我念公共衛生以後就換那個跑道
[00:05:02.120 --> 00:05:05.760]  就去念那個神學
[00:05:05.760 --> 00:05:07.320]  我不知道大家對於公共衛生
[00:05:07.320 --> 00:05:09.800]  我上次有提到公共衛生可以做什麼
[00:05:09.800 --> 00:05:13.000]  有人問我公共衛生可以做什麼嗎
[00:05:13.000 --> 00:05:15.880]  你知道我上次的還有答案是什麼嗎
[00:05:15.880 --> 00:05:18.080]  公共衛生最做的
[00:05:18.080 --> 00:05:21.640]  我那時候2016年給人家問在臺灣的時候
[00:05:21.640 --> 00:05:22.720]  公共衛生可以做什麼
[00:05:22.720 --> 00:05:24.560]  你還記得是
[00:05:24.560 --> 00:05:27.680]  當時候可以做臺灣的副總統
[00:05:27.680 --> 00:05:30.600]  當時候臺灣的副總統叫陳建仁
[00:05:30.600 --> 00:05:34.720]  陳建仁就是在臺灣念公共衛生的
[00:05:34.720 --> 00:05:36.080]  他後來就做
[00:05:36.080 --> 00:05:39.600]  所以我就說我那時候給人家的答案就是
[00:05:39.600 --> 00:05:41.400]  公共衛生可以做副總統
[00:05:41.400 --> 00:05:42.720]  那後來我回來
[00:05:42.720 --> 00:05:45.400]  從陳建仁會議我當主任牧師的時候
[00:05:45.400 --> 00:05:47.720]  我就會給你的答案就是說
[00:05:47.720 --> 00:05:52.240]  公共衛生的人大概也可以做一個教會的主任牧師
[00:05:52.240 --> 00:05:55.800]  所以這就是公共衛生其實做很多的事情
[00:05:55.800 --> 00:05:59.040]  但我不曉得你對公共衛生的定義
[00:05:59.040 --> 00:06:02.400]  上次我主要講到健康的定義
[00:06:02.400 --> 00:06:06.480]  有知道公共衛生的定義是什麼嗎
[00:06:06.480 --> 00:06:07.760]  你可以上網去找
[00:06:07.760 --> 00:06:10.280]  其實所以我沒有給大家那個答案
[00:06:10.280 --> 00:06:13.880]  大概公共衛生他是有三方面的
[00:06:13.880 --> 00:06:18.200]  他是動員在社區裡面的機緣
[00:06:18.200 --> 00:06:20.400]  然後做三方面的工作
[00:06:20.400 --> 00:06:22.960]  這三方面工作其實我們很熟悉的
[00:06:22.960 --> 00:06:24.880]  第一個是做什麼
[00:06:24.880 --> 00:06:26.600]  預防疾病
[00:06:26.600 --> 00:06:28.440]  這是公共衛生要做的
[00:06:28.440 --> 00:06:29.880]  第二是什麼
[00:06:29.880 --> 00:06:32.240]  延長壽命
[00:06:32.240 --> 00:06:36.760]  這有可能我們對健康對衛生大概就是很注重
[00:06:36.760 --> 00:06:38.520]  第三個是什麼
[00:06:38.520 --> 00:06:40.960]  促進健康
[00:06:40.960 --> 00:06:46.760]  英文叫 Preventing disease and prolonging life
[00:06:46.760 --> 00:06:49.680]  然後是 Promoting health
[00:06:49.680 --> 00:06:51.240]  這三方面就是
[00:06:51.240 --> 00:06:55.520]  預防疾病 延長壽命跟促進健康
[00:06:55.520 --> 00:06:59.480]  所以如果你說我做公共衛生的
[00:06:59.480 --> 00:07:01.840]  受過公共衛生的訓練
[00:07:01.840 --> 00:07:04.200]  當我今天做牧師的時候
[00:07:04.200 --> 00:07:06.760]  我會認為
[00:07:06.760 --> 00:07:11.280]  在公共衛生當中要做促進健康的時候
[00:07:11.280 --> 00:07:14.760]  其實就是讓我們的健康更好
[00:07:14.760 --> 00:07:17.360]  怎麼樣可以才讓我們的健康更好了
[00:07:17.360 --> 00:07:20.200]  怎麼樣可以做一個全人健康的2.0
[00:07:20.200 --> 00:07:21.720]  我就相信是
[00:07:21.720 --> 00:07:26.640]  不單只是看前面的身體心理跟社會人際關係
[00:07:26.640 --> 00:07:29.800]  我們更需要有那個心靈的健康
[00:07:29.800 --> 00:07:33.280]  我們要有心靈的一個關注
[00:07:33.280 --> 00:07:37.760]  其實這個在有一些研究上也是會做這個
[00:07:37.760 --> 00:07:40.000]  就覺得人在遇到
[00:07:40.000 --> 00:07:42.440]  特別是遇到有病的時候
[00:07:42.440 --> 00:07:47.640]  他們最需要的不單只是醫生 護士 吃藥
[00:07:47.640 --> 00:07:52.160]  他們更需要其實在面對人生的疾病的時候
[00:07:52.160 --> 00:07:56.240]  他們的心靈的關注 心靈的需要是怎麼樣
[00:07:56.240 --> 00:07:58.080]  所以這個我相信就是
[00:07:58.080 --> 00:08:01.280]  今天我作為一個教會的牧師
[00:08:01.280 --> 00:08:04.720]  我相信在我們的健康裡面
[00:08:04.720 --> 00:08:07.200]  我盼望作為基督徒也是
[00:08:07.200 --> 00:08:09.560]  我們應該怎麼樣去跟人家分享
[00:08:09.560 --> 00:08:12.880]  健康的一個更重要的一個關注
[00:08:12.880 --> 00:08:17.040]  就是心靈的那個需要
[00:08:17.040 --> 00:08:20.720]  當然我會覺得在公共衛生一個預防疾病的時候
[00:08:20.720 --> 00:08:23.240]  也是我們一個常有的一個觀念
[00:08:23.240 --> 00:08:25.360]  我們常有一句話說什麼
[00:08:25.360 --> 00:08:28.000]  預防勝於怎麼樣
[00:08:28.000 --> 00:08:30.520]  治療 預防勝於治療
[00:08:30.520 --> 00:08:33.280]  所以公共衛生就是做這個其中一個工作
[00:08:33.280 --> 00:08:35.640]  預防勝於治療
[00:08:35.640 --> 00:08:37.520]  這個讓我想到什麼呢
[00:08:37.520 --> 00:08:41.440]  就是說我上次講到路加福音第五章
[00:08:41.440 --> 00:08:43.760]  是講到一個貪子
[00:08:43.760 --> 00:08:47.160]  有時候我們不一定是身體的成為一個貪子
[00:08:47.160 --> 00:08:48.720]  有時候我們是什麼
[00:08:48.720 --> 00:08:50.840]  是我們的心靈
[00:08:50.840 --> 00:08:55.560]  我們的心靈方面可能也有可能已經是一個貪子
[00:08:55.560 --> 00:09:02.280]  我們有時候不曉得自己在心靈的需要是什麼
[00:09:02.280 --> 00:09:06.840]  所以我盼望我們不要變成一個心靈的貪子
[00:09:06.840 --> 00:09:10.280]  我們要趕快的來到耶穌的面前
[00:09:10.280 --> 00:09:12.360]  抓緊一些的機會
[00:09:12.360 --> 00:09:15.520]  讓我們可以在心靈上的需要
[00:09:15.520 --> 00:09:18.640]  可以得到真正的滿足
[00:09:18.640 --> 00:09:20.960]  也得到真正的
[00:09:20.960 --> 00:09:23.840]  如果心靈真的是有需要的時候
[00:09:23.840 --> 00:09:28.200]  有病的時候我們就需要心靈的醫治
[00:09:28.200 --> 00:09:30.240]  所以有時候我會覺得在
[00:09:30.240 --> 00:09:31.920]  我過往一些經驗
[00:09:31.920 --> 00:09:35.080]  當我在讀神學的時候
[00:09:35.080 --> 00:09:37.240]  或許我上次有提到公共衛生的時候
[00:09:37.240 --> 00:09:39.840]  我是有分享過
[00:09:39.840 --> 00:09:41.640]  就是說人一生當中
[00:09:41.640 --> 00:09:45.840]  他可能沒有一次的機會到教會教堂
[00:09:45.840 --> 00:09:49.200]  但起碼有兩次的機會去哪裡
[00:09:49.200 --> 00:09:50.320]  去醫院
[00:09:50.320 --> 00:09:52.080]  他起碼有兩次的機會去醫院
[00:09:52.080 --> 00:09:54.080]  一次是他出生的時候
[00:09:54.080 --> 00:09:57.000]  一次是他快要可能死亡的時候
[00:09:57.000 --> 00:10:00.120]  所以我們就那時候我在念大學的時候
[00:10:00.120 --> 00:10:01.440]  就有人跟我分享說
[00:10:01.440 --> 00:10:03.160]  我們要抓緊這個機會
[00:10:03.160 --> 00:10:05.480]  當人有病進到醫院的時候
[00:10:05.480 --> 00:10:08.120]  我盼望我們能夠跟他分享
[00:10:08.120 --> 00:10:09.840]  他心靈的需要
[00:10:09.840 --> 00:10:13.040]  他在面對死亡的時候
[00:10:13.040 --> 00:10:16.640]  他可以得到神的恩典
[00:10:16.640 --> 00:10:21.000]  所以這個是我們就盼望做基督徒的
[00:10:21.000 --> 00:10:23.800]  我們都希望如果你身邊真的有
[00:10:23.800 --> 00:10:27.160]  遇到一些朋友或是說他們的需要
[00:10:27.160 --> 00:10:30.320]  真的是他們需要不單止可能是
[00:10:30.320 --> 00:10:32.840]  得到身體的醫治
[00:10:32.840 --> 00:10:35.480]  他們的需要可能是心靈的醫治
[00:10:35.480 --> 00:10:37.800]  所以我們能夠抓緊這個機會
[00:10:37.800 --> 00:10:40.160]  所以有時候患病的人他進到醫院
[00:10:40.160 --> 00:10:43.920]  反而可能是一個機會讓他反思他的人生
[00:10:43.920 --> 00:10:46.520]  他到底是一個怎麼樣的人生
[00:10:46.520 --> 00:10:48.760]  他的需要是在哪裡
[00:10:48.760 --> 00:10:51.480]  所以今天我想跟各位來看路加福音的
[00:10:51.480 --> 00:10:56.160]  18章18到30跟23章39到43節
[00:10:56.160 --> 00:10:59.480]  這個是講到一個人的心靈的需要
[00:10:59.480 --> 00:11:02.200]  來到耶穌的面前來求問
[00:11:02.200 --> 00:11:04.680]  然後是講到有兩個人
[00:11:04.680 --> 00:11:09.080]  他們就在快要死亡的時候
[00:11:09.080 --> 00:11:10.760]  也是在耶穌的面前
[00:11:10.760 --> 00:11:14.000]  他們表達他們的心靈的一個需要
[00:11:14.000 --> 00:11:17.280]  當然有些人也拒絕耶穌了
[00:11:17.280 --> 00:11:22.080]  也不想得到那個真的真正的需要
[00:11:22.080 --> 00:11:24.960]  其實這兩段經文在路加福音裡面
[00:11:24.960 --> 00:11:26.600]  我覺得是很有意思的
[00:11:26.600 --> 00:11:30.560]  在跟我們談到要做一個真正的健康
[00:11:30.560 --> 00:11:32.360]  或是全人健康
[00:11:32.360 --> 00:11:35.320]  是講到心靈的需要心靈的健康
[00:11:35.320 --> 00:11:39.560]  心靈的需要大概有些有不同的
[00:11:39.560 --> 00:11:41.040]  但其中有兩個很重要的
[00:11:41.040 --> 00:11:43.400]  我想跟各位來分享從今天的經文
[00:11:43.400 --> 00:11:49.000]  這是講到生與死這是跟我們心靈的健康很有關係的
[00:11:49.000 --> 00:11:56.240]  生與死然後是講到今生與永恆
[00:11:56.240 --> 00:12:00.720]  生與死就會帶到我們想到人的今生
[00:12:00.720 --> 00:12:02.720]  就今天在世的時候
[00:12:02.720 --> 00:12:04.400]  我們的人生的時間
[00:12:04.400 --> 00:12:06.440]  或者說我們人生要做什麼
[00:12:06.440 --> 00:12:10.000]  然後是帶到我們的永恆
[00:12:10.000 --> 00:12:14.960]  永恆有可能會想到是不是我死亡以後才到永恆
[00:12:14.960 --> 00:12:18.240]  其實永恆也不只是跟死亡有關
[00:12:18.240 --> 00:12:25.280]  永恆其實我們也活在一個永恆的dimension裡面
[00:12:25.280 --> 00:12:28.600]  這是永恆的一個狀態裡面也是可以
[00:12:28.600 --> 00:12:31.840]  所以今天我賞心跟各位來看這兩段經文
[00:12:31.840 --> 00:12:34.080]  路加福音十八章十八到三十節
[00:12:34.080 --> 00:12:38.120]  是講到一個當官的來到耶穌面前
[00:12:38.120 --> 00:12:40.240]  跟耶穌的一些提問
[00:12:40.240 --> 00:12:43.840]  大家留意一下祂問的一些問題
[00:12:43.840 --> 00:12:48.480]  然後也耶穌怎麼樣的回答回應祂的問題
[00:12:48.480 --> 00:12:50.560]  我想邀請弟兄這邊看到的
[00:12:50.560 --> 00:12:52.440]  希望可以看到了
[00:12:52.440 --> 00:12:54.400]  我們一起來讀一遍好不好
[00:12:54.400 --> 00:12:59.160]  你留意一下祂的問題或是跟耶穌的答案是什麼
[00:12:59.160 --> 00:13:03.560]  看到了我們一起先來讀這十八到二十節
[00:13:03.560 --> 00:13:05.400]  好 預備 來
[00:13:05.400 --> 00:13:08.200]  有一個官問耶穌說
[00:13:08.200 --> 00:13:14.600]  良善的夫子我該做什麼事才可以承受永生
[00:13:14.600 --> 00:13:16.400]  耶穌對他說
[00:13:16.400 --> 00:13:19.920]  你為什麼稱我是良善的
[00:13:19.920 --> 00:13:24.720]  除了神一位之外再沒有良善的
[00:13:24.720 --> 00:13:27.120]  戒命你是曉得的
[00:13:27.120 --> 00:13:31.720]  不可姦淫 不可殺人 不可偷盜
[00:13:31.720 --> 00:13:33.800]  不可做假見證
[00:13:33.800 --> 00:13:36.360]  當孝敬父母
[00:13:36.360 --> 00:13:40.360]  這裡祂問的是什麼問題
[00:13:40.360 --> 00:13:41.800]  永生
[00:13:41.800 --> 00:13:44.800]  永生是什麼呢
[00:13:44.800 --> 00:13:49.440]  這是一個 在這段經文其實有兩個意思
[00:13:49.440 --> 00:13:51.040]  從字面上看
[00:13:51.040 --> 00:13:53.520]  祂是問那個永遠
[00:13:53.520 --> 00:13:55.400]  一個永恆
[00:13:55.400 --> 00:13:58.240]  跟永恆有關的 永遠有關的
[00:13:58.240 --> 00:14:01.360]  但如果我們看這個上下文的時候
[00:14:01.360 --> 00:14:03.360]  祂不單只是問這個問題
[00:14:03.360 --> 00:14:05.600]  祂還問那個
[00:14:05.600 --> 00:14:11.400]  怎樣才可以在神面前成為一個義人
[00:14:11.400 --> 00:14:14.040]  一個正義的人 一個公義的人
[00:14:14.040 --> 00:14:16.280]  這個從上文可以看到的
[00:14:16.280 --> 00:14:18.880]  不過今天我們沒時間跟各位來談
[00:14:18.880 --> 00:14:21.360]  他的上文是講到有兩個人
[00:14:21.360 --> 00:14:24.280]  來到神面前禱告的時候
[00:14:24.280 --> 00:14:27.560]  耶穌就說一個法力賽人跟一個瑞利
[00:14:27.560 --> 00:14:29.120]  在神面前的禱告
[00:14:29.120 --> 00:14:33.080]  誰才是義人的禱告呢
[00:14:33.080 --> 00:14:35.560]  誰能夠更被稱為義了
[00:14:35.560 --> 00:14:39.960]  這個在路加福音的第十八章前面就有講到
[00:14:39.960 --> 00:14:43.200]  但耶穌就說那個法力賽人的禱告
[00:14:43.200 --> 00:14:46.400]  不是一個義人的禱告
[00:14:46.400 --> 00:14:47.600]  所以這裡是
[00:14:47.600 --> 00:14:50.240]  接下來這段經文是講到那個
[00:14:50.240 --> 00:14:52.120]  關去問那個永生
[00:14:52.120 --> 00:14:56.280]  也包含這個義人的一個意思
[00:14:56.280 --> 00:14:57.560]  祂是想問耶穌
[00:14:57.560 --> 00:15:00.480]  我怎麼樣才可以稱義了
[00:15:00.480 --> 00:15:03.560]  怎麼樣才可以在神面前成為一個義人
[00:15:03.560 --> 00:15:05.280]  這是其中一個意思
[00:15:05.280 --> 00:15:08.760]  然後祂就問到永遠 永恆的問題
[00:15:08.760 --> 00:15:10.840]  跟神的國有關的
[00:15:10.840 --> 00:15:14.800]  這是這個關所問的問題
[00:15:14.800 --> 00:15:17.400]  那耶穌問他有一些界命要守了
[00:15:17.400 --> 00:15:19.240]  那那個人怎麼樣回應了
[00:15:19.240 --> 00:15:21.000]  那耶穌也怎麼樣回應了
[00:15:21.000 --> 00:15:23.680]  我們一起來讀這個二十一到二十三節
[00:15:23.680 --> 00:15:24.960]  好 請
[00:15:24.960 --> 00:15:29.920]  那人說這一切我從小都遵守了
[00:15:29.920 --> 00:15:32.360]  耶穌聽見了就說
[00:15:32.360 --> 00:15:37.520]  你還缺少一件要變賣你一切所有的
[00:15:37.520 --> 00:15:42.160]  分給從人就必有財寶在天上
[00:15:42.160 --> 00:15:44.680]  你還要來跟從我
[00:15:44.680 --> 00:15:48.440]  他聽見這話就甚憂愁
[00:15:48.440 --> 00:15:51.720]  因為他很富足
[00:15:51.720 --> 00:15:53.520]  好 這裡提到說
[00:15:53.520 --> 00:15:54.480]  耶穌要他
[00:15:54.480 --> 00:15:55.600]  祂的回應是說
[00:15:55.600 --> 00:15:57.640]  我都遵守這些界命了
[00:15:57.640 --> 00:16:00.280]  然後耶穌還有一個要求是什麼
[00:16:00.280 --> 00:16:02.480]  要變賣他所有的
[00:16:02.480 --> 00:16:04.800]  那這個我們要小心聽
[00:16:04.800 --> 00:16:08.280]  是不是我今天要變賣我所有的家產
[00:16:08.280 --> 00:16:10.360]  送給教會 送給從人
[00:16:10.360 --> 00:16:12.200]  我才可以有永生呢
[00:16:12.200 --> 00:16:13.560]  今天不是這個
[00:16:13.560 --> 00:16:15.680]  這個不是今天要講的重點
[00:16:15.680 --> 00:16:17.560]  也不是這段經文的重點
[00:16:17.560 --> 00:16:19.200]  所以你不要擔心
[00:16:19.200 --> 00:16:21.920]  你沒有變賣你的家產
[00:16:21.920 --> 00:16:23.360]  這個最重要是說
[00:16:23.360 --> 00:16:27.960]  祂不要讓這個財富成為祂
[00:16:27.960 --> 00:16:31.080]  來到神面前的一個攔阻
[00:16:31.080 --> 00:16:32.320]  所以祂這個很有意思
[00:16:32.320 --> 00:16:34.800]  這財寶會在哪裡
[00:16:34.800 --> 00:16:37.240]  財寶不一定是要看在地上的財寶
[00:16:37.240 --> 00:16:40.240]  不是要看你銀行戶頭有多少
[00:16:40.240 --> 00:16:42.880]  這個財寶最重要是在哪
[00:16:42.880 --> 00:16:45.440]  在天上
[00:16:45.440 --> 00:16:48.040]  這個天上其實有很多的意思
[00:16:48.040 --> 00:16:50.520]  至少這次不是在地上
[00:16:50.520 --> 00:16:53.040]  這個天上可以包含是在神那裡
[00:16:53.040 --> 00:16:56.760]  也包含是在永恆當中
[00:16:56.760 --> 00:16:59.840]  那個第24到28節
[00:16:59.840 --> 00:17:02.000]  我們再繼續唸下去
[00:17:02.000 --> 00:17:03.240]  預備 來
[00:17:03.240 --> 00:17:05.800]  耶穌看見祂就說
[00:17:05.800 --> 00:17:08.640]  有錢財的人進神的國
[00:17:08.640 --> 00:17:11.040]  是何等的難
[00:17:11.040 --> 00:17:13.360]  駱駝穿過真的眼
[00:17:13.360 --> 00:17:17.360]  比財主進神的國還容易呢
[00:17:17.360 --> 00:17:19.000]  聽見的人說
[00:17:19.000 --> 00:17:21.600]  這樣誰能得咒呢
[00:17:21.600 --> 00:17:25.280]  耶穌說在人所不能的事
[00:17:25.280 --> 00:17:27.360]  在神卻能
[00:17:27.360 --> 00:17:29.280]  彼得說看啊
[00:17:29.280 --> 00:17:34.160]  我們已經撇下自己所有的根從理了
[00:17:34.160 --> 00:17:35.600]  這點很重要的是
[00:17:35.600 --> 00:17:37.360]  耶穌在提到另外一個
[00:17:37.360 --> 00:17:39.760]  我們可能以前不太熟悉的
[00:17:39.760 --> 00:17:42.120]  你也有些人熟悉
[00:17:42.120 --> 00:17:45.600]  祂是說有錢財的人進哪裡
[00:17:45.600 --> 00:17:46.720]  祂不是用天上
[00:17:46.720 --> 00:17:48.480]  也不是用永恆來形容
[00:17:48.480 --> 00:17:50.920]  祂是進到神的國
[00:17:50.920 --> 00:17:51.880]  所以這個神的國
[00:17:51.880 --> 00:17:55.480]  這是在永恆裡面神的國
[00:17:55.480 --> 00:17:57.080]  是在永恆裡面神的國
[00:17:57.080 --> 00:17:58.000]  但這個神的國
[00:17:58.000 --> 00:18:00.960]  也不一定只有在永恆當中
[00:18:00.960 --> 00:18:04.520]  也是在今天在地上
[00:18:04.520 --> 00:18:06.880]  也會有的神的國
[00:18:06.880 --> 00:18:09.440]  也會在每一個基督徒的心裡面
[00:18:09.440 --> 00:18:10.640]  有神的國
[00:18:10.640 --> 00:18:12.960]  這是聖經所說的
[00:18:12.960 --> 00:18:14.160]  不過這是耶穌說
[00:18:14.160 --> 00:18:16.600]  有錢的人進神的國很難
[00:18:16.600 --> 00:18:19.200]  所以大概我們都不用擔心
[00:18:19.200 --> 00:18:22.440]  我們都不是有錢的人
[00:18:22.440 --> 00:18:23.680]  我不是有錢的人
[00:18:23.680 --> 00:18:26.000]  我只能夠說你很有錢
[00:18:26.000 --> 00:18:29.520]  但這點說有錢的人進神國很難
[00:18:29.520 --> 00:18:31.640]  但我們都馬上要承認
[00:18:31.640 --> 00:18:33.360]  我們不是有錢的人
[00:18:33.360 --> 00:18:35.680]  所以這個就是提醒了
[00:18:35.680 --> 00:18:38.280]  就是說我們不要被一些財富
[00:18:38.280 --> 00:18:40.280]  攔住我們對神的心
[00:18:40.280 --> 00:18:43.760]  有些事情不單止是錢財
[00:18:43.760 --> 00:18:45.520]  有些事情可能是
[00:18:45.520 --> 00:18:49.560]  讓我們的心靈的健康出了問題
[00:18:49.560 --> 00:18:50.920]  這是會有的
[00:18:50.920 --> 00:18:53.040]  有些是我們的心靈的需要
[00:18:53.040 --> 00:18:55.680]  以為有其他的東西可以滿足
[00:18:55.680 --> 00:18:56.440]  其實也不一定
[00:18:56.440 --> 00:18:59.440]  不是錢財可以滿足我們心靈的需要
[00:18:59.440 --> 00:19:02.120]  而不是我覺得我有一個幸福的家庭
[00:19:02.120 --> 00:19:04.720]  就可以滿足我心靈的需要
[00:19:04.720 --> 00:19:07.200]  我有很好的朋友
[00:19:07.200 --> 00:19:08.600]  女生有很好的閨蜜
[00:19:08.600 --> 00:19:10.720]  你就可以覺得很滿足
[00:19:10.720 --> 00:19:12.320]  這也不一定是
[00:19:12.320 --> 00:19:14.800]  所以這也是告訴我們說
[00:19:14.800 --> 00:19:18.000]  能夠得救的在人
[00:19:18.000 --> 00:19:20.440]  真的可能不能做到
