
[00:00:00.000 --> 00:00:02.000]  鳳主明問候頂姐妹平安
[00:01:35.000 --> 00:01:37.000]  巴比倫王為什麼你說太子呢
[00:01:37.000 --> 00:01:38.000]  說他是巴比倫王
[00:01:38.000 --> 00:01:39.000]  怎麼說是太子呢
[00:01:39.000 --> 00:01:40.000]  舉個例子好不好
[00:01:40.000 --> 00:01:41.000]  舉個例子好不好
[00:01:41.000 --> 00:01:43.000]  黃少強末世一歲的時候
[00:01:43.000 --> 00:01:45.000]  黃少強末世一歲的時候
[00:01:45.000 --> 00:01:46.000]  他一歲的時候是末世的嗎
[00:01:46.000 --> 00:01:48.000]  他一歲是不是末世呢
[00:01:48.000 --> 00:01:49.000]  不是的
[00:01:49.000 --> 00:01:51.000]  因為後來的明星去灌給他
[00:01:51.000 --> 00:01:53.000]  後來明星灌給他了
[00:01:53.000 --> 00:01:54.000]  大家知道寫文章是這麼寫的
[00:01:54.000 --> 00:01:55.000]  寫文章是這麼寫的
[00:01:55.000 --> 00:01:57.000]  所以你現在其實是說巴比倫王
[00:01:57.000 --> 00:01:58.000]  巴比倫王
[00:01:58.000 --> 00:01:59.000]  就是太子
[00:01:59.000 --> 00:02:00.000]  就是當時太子
[00:02:00.000 --> 00:02:01.000]  尼泊爾加尼沙
[00:02:01.000 --> 00:02:02.000]  尼泊爾加尼沙
[00:02:02.000 --> 00:02:03.000]  這個名字一定要認識
[00:02:03.000 --> 00:02:04.000]  尼泊爾加尼沙
[00:02:04.000 --> 00:02:05.000]  就是尼泊爾加尼沙
[00:02:05.000 --> 00:02:06.000]  大家一定要認識
[00:02:06.000 --> 00:02:08.000]  等一下我給他名字意思給你看
[00:02:08.000 --> 00:02:09.000]  上到猶大
[00:02:09.000 --> 00:02:10.000]  上到猶大
[00:02:10.000 --> 00:02:12.000]  這個二十四章的第一節
[00:02:12.000 --> 00:02:14.000]  就暗示在第一節
[00:02:14.000 --> 00:02:16.000]  約瓦敬服侍他三年
[00:02:16.000 --> 00:02:18.000]  約瓦敬服侍他三年
[00:02:18.000 --> 00:02:22.000]  這個是這一節的上中兩段
[00:02:22.000 --> 00:02:23.000]  那我怎麼解釋他呢
[00:02:23.000 --> 00:02:24.000]  我怎麼解釋他呢
[00:02:24.000 --> 00:02:26.000]  這個時候三年
[00:02:26.000 --> 00:02:27.000]  這個時候三年
[00:02:27.000 --> 00:02:28.000]  三年尾
[00:02:28.000 --> 00:02:31.000]  為時601BC
[00:02:31.000 --> 00:02:32.000]  主前601年
[00:02:32.000 --> 00:02:34.000]  大概是主前601年
[00:02:34.000 --> 00:02:40.000]  猶大王約瓦敬已經臣服了新巴比倫帝國
[00:02:40.000 --> 00:02:44.000]  猶大王約瓦敬已臣服新巴比倫帝國
[00:02:44.000 --> 00:02:47.000]  為什麼巴比倫我加個新巴比倫呢
[00:02:47.000 --> 00:02:49.000]  為什麼叫新巴比倫呢
[00:02:49.000 --> 00:02:50.000]  巴比倫是一個舊國
[00:02:50.000 --> 00:02:52.000]  巴比倫是一個舊國
[00:02:52.000 --> 00:02:54.000]  不過來到吉里布加是一個爸爸
[00:02:54.000 --> 00:02:55.000]  來到吉里布加是一個爸爸
[00:02:55.000 --> 00:02:57.000]  來到吉里布加是一個爸爸
[00:02:57.000 --> 00:02:58.000]  待會我解釋他什麼名字
[00:02:58.000 --> 00:02:59.000]  待會我解釋他什麼名字
[00:02:59.000 --> 00:03:00.000]  很威水啊
[00:03:00.000 --> 00:03:01.000]  他很厲害
[00:03:01.000 --> 00:03:02.000]  重建這個國家
[00:03:02.000 --> 00:03:03.000]  重建這個國家
[00:03:03.000 --> 00:03:04.000]  所以叫新巴比倫
[00:03:04.000 --> 00:03:06.000]  所以叫新巴比倫
[00:03:06.000 --> 00:03:07.000]  所以叫新巴比倫
[00:03:07.000 --> 00:03:08.000]  所以叫新巴比倫
[00:03:08.000 --> 00:03:09.000]  所以叫新巴比倫
[00:03:09.000 --> 00:03:10.000]  來到這個三年尾的時候呢
[00:03:10.000 --> 00:03:11.000]  來到這個三年尾的時候呢
[00:03:11.000 --> 00:03:12.000]  已經向他
[00:03:12.000 --> 00:03:13.000]  已經向他
[00:03:13.000 --> 00:03:14.000]  遵公三年
[00:03:14.000 --> 00:03:15.000]  已經向他朝貢三年
[00:03:15.000 --> 00:03:16.000]  已經向他朝貢三年
[00:03:16.000 --> 00:03:17.000]  大家知道讀聖經一樣
[00:03:17.000 --> 00:03:18.000]  大家知道讀聖經一樣
[00:03:18.000 --> 00:03:19.000]  什麼叫向他服侍啊
[00:03:19.000 --> 00:03:20.000]  什麼叫服侍呢
[00:03:20.000 --> 00:03:22.000]  什麼叫服侍呢
[00:03:22.000 --> 00:03:23.000]  寫支票最好的服侍
[00:03:23.000 --> 00:03:24.000]  寫支票最好的服侍
[00:03:24.000 --> 00:03:25.000]  寫支票最好的服侍
[00:03:25.000 --> 00:03:26.000]  向他進貢
[00:03:26.000 --> 00:03:27.000]  向他進貢
[00:03:27.000 --> 00:03:28.000]  OK
[00:03:28.000 --> 00:03:29.000]  三年了
[00:03:29.000 --> 00:03:30.000]  三年了
[00:03:30.000 --> 00:03:31.000]  而這時的尼布加尼撒呢
[00:03:31.000 --> 00:03:32.000]  而這時的尼布加尼撒呢
[00:03:32.000 --> 00:03:33.000]  這時候尼布加尼撒呢
[00:03:33.000 --> 00:03:34.000]  這時候尼布加尼撒呢
[00:03:34.000 --> 00:03:35.000]  仍然是太子
[00:03:35.000 --> 00:03:36.000]  仍然是太子
[00:03:36.000 --> 00:03:37.000]  仍然是太子
[00:03:37.000 --> 00:03:38.000]  帶兵去到埃及
[00:03:38.000 --> 00:03:39.000]  仍然是太子
[00:03:39.000 --> 00:03:40.000]  帶兵到埃及
[00:03:40.000 --> 00:03:41.000]  仍然是太子
[00:03:41.000 --> 00:03:42.000]  帶兵到埃及
[00:03:42.000 --> 00:03:43.000]  仍然是太子
[00:03:43.000 --> 00:03:44.000]  帶兵到埃及
[00:03:44.000 --> 00:03:45.000]  帶兵到埃及
[00:03:45.000 --> 00:03:50.000]  仍然是太子
[00:04:15.000 --> 00:04:18.000]  因為他把約西亞殺死了
[00:04:18.000 --> 00:04:19.000]  因為他把約西亞殺死了
[00:04:19.000 --> 00:04:20.000]  約西亞殺死就是他
[00:04:20.000 --> 00:04:21.000]  約西亞殺死就是他
[00:04:21.000 --> 00:04:22.000]  劣迴呢
[00:04:22.000 --> 00:04:23.000]  劣迴呢
[00:04:23.000 --> 00:04:24.000]  尼布加尼撒先前呢
[00:04:24.000 --> 00:04:25.000]  尼布加尼撒先前呢
[00:04:25.000 --> 00:04:26.000]  佔領了的
[00:04:26.000 --> 00:04:27.000]  佔領了的
[00:04:27.000 --> 00:04:28.000]  加南沿海之地
[00:04:28.000 --> 00:04:29.000]  加南沿海之地
[00:04:29.000 --> 00:04:30.000]  他佔領了加南沿海之地
[00:04:30.000 --> 00:04:31.000]  他佔領了加南沿海之地
[00:04:31.000 --> 00:04:32.000]  這個加南沿海之地
[00:04:32.000 --> 00:04:33.000]  這個加南沿海之地
[00:04:33.000 --> 00:04:34.000]  這個加南沿海之地
[00:04:34.000 --> 00:04:35.000]  其實就是菲律賓的地方
[00:04:35.000 --> 00:04:36.000]  其實就是菲律賓的地方
[00:04:36.000 --> 00:04:37.000]  這個加南沿海之地
[00:04:37.000 --> 00:04:38.000]  其實就是菲律賓的地方
[00:04:45.000 --> 00:04:46.000]  進貢三年
[00:04:46.000 --> 00:04:47.000]  進貢三年
[00:04:47.000 --> 00:04:48.000]  進貢很慘
[00:04:48.000 --> 00:04:49.000]  氣都透不出來
[00:04:49.000 --> 00:04:50.000]  進貢三年氣都透不出來
[00:04:50.000 --> 00:04:51.000]  進貢三年氣都透不出來
[00:04:51.000 --> 00:04:52.000]  進貢三年氣都透不出來
[00:04:52.000 --> 00:04:53.000]  進貢三年氣都透不出來
[00:04:53.000 --> 00:04:54.000]  進貢三年氣都透不出來
[00:04:54.000 --> 00:04:55.000]  進貢三年氣都透不出來
[00:04:55.000 --> 00:04:56.000]  進貢三年氣都透不出來
[00:04:56.000 --> 00:04:57.000]  進貢三年氣都透不出來
[00:04:57.000 --> 00:04:58.000]  進貢三年氣都透不出來
[00:04:58.000 --> 00:04:59.000]  進貢三年氣都透不出來
[00:04:59.000 --> 00:05:00.000]  進貢三年氣都透不出來
[00:05:00.000 --> 00:05:01.000]  進貢三年氣都透不出來
[00:05:01.000 --> 00:05:02.000]  進貢三年氣都透不出來
[00:05:02.000 --> 00:05:03.000]  進貢三年氣都透不出來
[00:05:03.000 --> 00:05:04.000]  進貢三年氣都透不出來
[00:05:04.000 --> 00:05:30.000]  進貢三年氣都透不出來
[00:05:34.000 --> 00:05:37.000]  我都想找到耶利米勸他
[00:05:37.000 --> 00:05:38.000]  但我找不到
[00:05:38.000 --> 00:05:39.000]  但解釋清楚
[00:05:39.000 --> 00:05:41.000]  耶利米勸他不要這樣做
[00:05:41.000 --> 00:05:43.000]  就是簡直就是說
[00:05:43.000 --> 00:05:45.000]  耶利米勸他不要這麼做
[00:05:45.000 --> 00:05:46.000]  但他背叛
[00:05:46.000 --> 00:05:47.000]  他背叛
[00:05:47.000 --> 00:05:49.000]  這個就是21章1節的C
[00:05:49.000 --> 00:05:51.000]  拉美背叛巴比倫
[00:05:51.000 --> 00:05:56.000]  就是說21節誰背叛巴比倫
[00:05:56.000 --> 00:06:01.000]  聶王記沒有交代
[00:06:01.000 --> 00:06:03.000]  背叛了巴比倫之後
[00:06:03.000 --> 00:06:05.000]  發生了什麼事情
[00:06:05.000 --> 00:06:06.000]  聶王記沒有交代
[00:06:06.000 --> 00:06:07.000]  背叛巴比倫之後
[00:06:07.000 --> 00:06:08.000]  發生了什麼事情
[00:06:08.000 --> 00:06:10.000]  所以24章的2到4節
[00:06:10.000 --> 00:06:12.000]  所以24章的2到4節
[00:06:12.000 --> 00:06:15.000]  作者是下了神學評論
[00:06:15.000 --> 00:06:16.000]  作者是下了神學評論
[00:06:16.000 --> 00:06:18.000]  theological comment
[00:06:18.000 --> 00:06:20.000]  作者下了神學評論
[00:06:20.000 --> 00:06:21.000]  作者下了神學評論
[00:06:21.000 --> 00:06:22.000]  我上次說了
[00:06:22.000 --> 00:06:25.000]  我現在只是把格式告訴你
[00:06:25.000 --> 00:06:26.000]  上次已經講過了
[00:06:26.000 --> 00:06:28.000]  我現在只是把格式告訴你
[00:06:28.000 --> 00:06:29.000]  24章5節
[00:06:29.000 --> 00:06:30.000]  24章5節
[00:06:30.000 --> 00:06:36.000]  是作者對約瓦敬的支持的公式化結語
[00:06:36.000 --> 00:06:38.000]  是作者對約瓦敬的支持的公式化結語
[00:06:38.000 --> 00:06:40.000]  24章6節
[00:06:40.000 --> 00:06:41.000]  24章6節
[00:06:41.000 --> 00:06:46.000]  記載約瓦敬背叛巴比倫4年之後
[00:06:46.000 --> 00:06:48.000]  記載約瓦敬背叛巴比倫4年之後
[00:06:48.000 --> 00:06:49.000]  背叛巴比倫4年之後
[00:06:49.000 --> 00:06:50.000]  背叛巴比倫4年之後
[00:06:50.000 --> 00:06:51.000]  597
[00:06:51.000 --> 00:06:52.000]  597
[00:06:52.000 --> 00:06:53.000]  現在601減4
[00:06:53.000 --> 00:06:55.000]  現在601減4
[00:06:55.000 --> 00:06:57.000]  越近耶穌就0
[00:06:57.000 --> 00:06:58.000]  越近耶穌就0
[00:06:58.000 --> 00:07:00.000]  597
[00:07:00.000 --> 00:07:02.000]  這個時候就與列祖同睡
[00:07:02.000 --> 00:07:04.000]  與列祖同睡
[00:07:04.000 --> 00:07:07.000]  他的兒子約瓦敬
[00:07:07.000 --> 00:07:08.000]  約瓦敬
[00:07:08.000 --> 00:07:09.000]  這個很容易記
[00:07:09.000 --> 00:07:10.000]  阿根
[00:07:10.000 --> 00:07:11.000]  這個很容易記
[00:07:11.000 --> 00:07:12.000]  阿根
[00:07:12.000 --> 00:07:13.000]  這個很容易記
[00:07:13.000 --> 00:07:14.000]  阿根
[00:07:14.000 --> 00:07:16.000]  這個是一根兩根的根
[00:07:16.000 --> 00:07:18.000]  約瓦敬
[00:07:18.000 --> 00:07:19.000]  阿根
[00:07:19.000 --> 00:07:22.000]  接續他作
[00:07:22.000 --> 00:07:23.000]  接續他作
[00:07:23.000 --> 00:07:24.000]  這個根很厲害
[00:07:24.000 --> 00:07:25.000]  接續他作
[00:07:25.000 --> 00:07:26.000]  接續他作
[00:07:26.000 --> 00:07:28.000]  這個根很厲害
[00:07:28.000 --> 00:07:29.000]  他的英文名字叫
[00:07:29.000 --> 00:07:30.000]  他的英文名字叫
[00:07:30.000 --> 00:07:31.000]  Jack and Nia
[00:07:31.000 --> 00:07:32.000]  Jack and Nia
[00:07:32.000 --> 00:07:33.000]  Jack and Nia
[00:07:33.000 --> 00:07:34.000]  Jack and Nia
[00:07:34.000 --> 00:07:35.000]  耶哥尼亞
[00:07:35.000 --> 00:07:36.000]  耶哥尼亞
[00:07:36.000 --> 00:07:37.000]  耶哥尼亞
[00:07:37.000 --> 00:07:38.000]  接續他作
[00:07:38.000 --> 00:07:39.000]  接續他作
[00:07:39.000 --> 00:07:40.000]  接續他作
[00:07:40.000 --> 00:07:41.000]  接續他作
[00:07:41.000 --> 00:07:43.000]  在歷代之下
[00:07:43.000 --> 00:07:44.000]  在歷代之下
[00:07:44.000 --> 00:07:46.000]  36章6到8節
[00:07:46.000 --> 00:07:48.000]  36章6到8節
[00:07:48.000 --> 00:07:51.000]  多數新資料是列瓦敬沒有說的
[00:07:51.000 --> 00:07:52.000]  多數新資料是列瓦敬沒有說的
[00:07:52.000 --> 00:07:53.000]  是列瓦敬沒講的
[00:07:53.000 --> 00:07:54.000]  所以我現在想告訴你
[00:07:54.000 --> 00:07:55.000]  所以我現在想告訴你
[00:07:55.000 --> 00:07:56.000]  你可以打開來看
[00:07:56.000 --> 00:07:57.000]  你可以打開來看
[00:07:57.000 --> 00:07:58.000]  歷代之下36章6到8節
[00:07:58.000 --> 00:07:59.000]  歷代之下36章6到8節
[00:07:59.000 --> 00:08:00.000]  歷代之下36章6到8節
[00:08:00.000 --> 00:08:01.000]  報道601
[00:08:01.000 --> 00:08:02.000]  報道601
[00:08:02.000 --> 00:08:03.000]  背叛巴里比爾銀行的時候
[00:08:03.000 --> 00:08:04.000]  背叛巴里比爾銀行的時候
[00:08:04.000 --> 00:08:05.000]  背叛巴里比爾銀行的時候
[00:08:05.000 --> 00:08:06.000]  有什麼事情發生
[00:08:06.000 --> 00:08:07.000]  就說了
[00:08:07.000 --> 00:08:08.000]  就說了
[00:08:08.000 --> 00:08:09.000]  約瓦敬背叛巴比倫王的時候
[00:08:09.000 --> 00:08:10.000]  約瓦敬背叛巴比倫王的時候
[00:08:10.000 --> 00:08:11.000]  約瓦敬背叛巴比倫王的時候
[00:08:11.000 --> 00:08:12.000]  有什麼事情發生
[00:08:12.000 --> 00:08:13.000]  所以我現在補充的新資料
[00:08:13.000 --> 00:08:14.000]  所以我現在補充的新資料
[00:08:14.000 --> 00:08:15.000]  就是這裡了
[00:08:15.000 --> 00:08:26.000]  請偉東幫我讀這三節聖經
[00:08:26.000 --> 00:08:29.000]  請偉東幫我讀這三節聖經
[00:08:29.000 --> 00:08:30.000]  請偉東幫我讀這三節聖經
[00:08:30.000 --> 00:08:31.000]  歷代之下36章6節
[00:08:31.000 --> 00:08:32.000]  歷代之下36章6節
[00:08:32.000 --> 00:08:33.000]  巴比倫王加布林薩上來攻擊他
[00:08:33.000 --> 00:08:34.000]  巴比倫王加布林薩上來攻擊他
[00:08:34.000 --> 00:08:35.000]  用銅鑾鎖住他
[00:08:35.000 --> 00:08:36.000]  要將他帶到巴比倫去
[00:08:36.000 --> 00:08:37.000]  用銅鑾鎖住他
[00:08:37.000 --> 00:08:38.000]  要將他帶到巴比倫去
[00:08:38.000 --> 00:08:39.000]  尼布加尼薩又將耶和華殿的器皿
[00:08:39.000 --> 00:08:40.000]  尼布加尼薩又將耶和華殿的器皿
[00:08:40.000 --> 00:08:41.000]  帶到巴比倫
[00:08:41.000 --> 00:08:42.000]  抱著他的神廟裡
[00:08:42.000 --> 00:08:45.000]  尼布加尼薩又將耶和華的器皿
[00:08:45.000 --> 00:08:46.000]  帶到巴比倫去
[00:08:46.000 --> 00:08:47.000]  尼布加尼薩又將耶和華的器皿
[00:08:47.000 --> 00:08:48.000]  帶到巴比倫去
[00:08:48.000 --> 00:08:49.000]  尼布加尼薩又將耶和華的器皿
[00:08:49.000 --> 00:08:50.000]  帶到巴比倫去
[00:08:50.000 --> 00:08:51.000]  尼布加尼薩又將耶和華的器皿
[00:08:51.000 --> 00:08:52.000]  帶到巴比倫去
[00:08:52.000 --> 00:08:53.000]  尼布加尼薩又將耶和華的器皿
[00:08:53.000 --> 00:08:54.000]  帶到巴比倫去
[00:08:54.000 --> 00:08:55.000]  尼布加尼薩又將耶和華的器皿
[00:08:55.000 --> 00:08:56.000]  帶到巴比倫去
[00:08:56.000 --> 00:08:57.000]  尼布加尼薩又將耶和華的器皿
[00:08:57.000 --> 00:08:58.000]  帶到巴比倫去
[00:08:58.000 --> 00:08:59.000]  尼布加尼薩又將耶和華的器皿
[00:08:59.000 --> 00:09:14.000]  帶到巴比倫去
[00:09:30.000 --> 00:09:31.000]  尼布加尼薩又將耶和華的器皿
[00:09:31.000 --> 00:09:32.000]  帶到巴比倫去
[00:09:32.000 --> 00:09:33.000]  尼布加尼薩又將耶和華的器皿
[00:09:33.000 --> 00:09:34.000]  帶到巴比倫去
[00:09:34.000 --> 00:09:35.000]  尼布加尼薩又將耶和華的器皿
[00:09:35.000 --> 00:09:36.000]  帶到巴比倫去
[00:09:36.000 --> 00:09:37.000]  尼布加尼薩又將耶和華的器皿
[00:09:37.000 --> 00:09:38.000]  帶到巴比倫去
[00:09:38.000 --> 00:09:39.000]  尼布加尼薩又將耶和華的器皿
[00:09:39.000 --> 00:09:40.000]  帶到巴比倫去
[00:09:40.000 --> 00:09:41.000]  尼布加尼薩又將耶和華的器皿
[00:09:41.000 --> 00:09:42.000]  帶到巴比倫去
[00:09:42.000 --> 00:09:43.000]  尼布加尼薩又將耶和華的器皿
[00:09:43.000 --> 00:09:44.000]  帶到巴比倫去
[00:09:44.000 --> 00:09:45.000]  尼布加尼薩又將耶和華的器皿
[00:09:45.000 --> 00:10:10.000]  帶到巴比倫去
[00:10:16.000 --> 00:10:17.000]  尼布加尼薩又將耶和華的器皿
[00:10:17.000 --> 00:10:18.000]  帶到巴比倫去
[00:10:18.000 --> 00:10:19.000]  尼布加尼薩又將耶和華的器皿
[00:10:19.000 --> 00:10:20.000]  帶到巴比倫去
[00:10:20.000 --> 00:10:21.000]  尼布加尼薩又將耶和華的器皿
[00:10:21.000 --> 00:10:22.000]  帶到巴比倫去
[00:10:22.000 --> 00:10:23.000]  尼布加尼薩又將耶和華的器皿
[00:10:23.000 --> 00:10:24.000]  帶到巴比倫去
[00:10:24.000 --> 00:10:25.000]  尼布加尼薩又將耶和華的器皿
[00:10:25.000 --> 00:10:26.000]  帶到巴比倫去
[00:10:26.000 --> 00:10:27.000]  尼布加尼薩又將耶和華的器皿
[00:10:27.000 --> 00:10:28.000]  帶到巴比倫去
[00:10:28.000 --> 00:10:29.000]  尼布加尼薩又將耶和華的器皿
[00:10:29.000 --> 00:10:30.000]  帶到巴比倫去
[00:10:30.000 --> 00:10:31.000]  尼布加尼薩又將耶和華的器皿
[00:10:31.000 --> 00:11:00.000]  帶到巴比倫去
[00:11:01.000 --> 00:11:02.000]  尼布加尼薩又將耶和華的器皿
[00:11:02.000 --> 00:11:03.000]  帶到巴比倫去
[00:11:03.000 --> 00:11:04.000]  尼布加尼薩又將耶和華的器皿
[00:11:04.000 --> 00:11:05.000]  帶到巴比倫去
[00:11:05.000 --> 00:11:06.000]  尼布加尼薩又將耶和華的器皿
[00:11:06.000 --> 00:11:07.000]  帶到巴比倫去
[00:11:07.000 --> 00:11:08.000]  尼布加尼薩又將耶和華的器皿
[00:11:08.000 --> 00:11:09.000]  帶到巴比倫去
[00:11:09.000 --> 00:11:10.000]  尼布加尼薩又將耶和華的器皿
[00:11:10.000 --> 00:11:11.000]  帶到巴比倫去
[00:11:11.000 --> 00:11:12.000]  尼布加尼薩又將耶和華的器皿
[00:11:12.000 --> 00:11:13.000]  帶到巴比倫去
[00:11:13.000 --> 00:11:14.000]  尼布加尼薩又將耶和華的器皿
[00:11:14.000 --> 00:11:15.000]  帶到巴比倫去
[00:11:15.000 --> 00:11:16.000]  尼布加尼薩又將耶和華的器皿
[00:11:16.000 --> 00:11:44.000]  帶到巴比倫去
[00:11:47.000 --> 00:11:49.000]  祂是曹太子
[00:11:49.000 --> 00:11:51.000]  祂收到消息
[00:11:51.000 --> 00:11:52.000]  祂收到消息
[00:11:52.000 --> 00:11:55.000]  祂要捉到約瓦勁的時候
[00:11:55.000 --> 00:11:57.000]  祂要捉到約瓦勁的時候
[00:11:57.000 --> 00:11:58.000]  祂還未曾登位
[00:11:58.000 --> 00:11:59.000]  祂還未曾登位
[00:11:59.000 --> 00:12:03.000]  我回去要再修改這些時間
[00:12:03.000 --> 00:12:05.000]  不過事實就是
[00:12:05.000 --> 00:12:07.000]  Vikram教授說
[00:12:07.000 --> 00:12:11.000]  在這個時候祂捉到約瓦勁
[00:12:11.000 --> 00:12:13.000]  在這個時候祂捉到約瓦勁
[00:12:13.000 --> 00:12:14.000]  還未登王位的時候
[00:12:14.000 --> 00:12:16.000]  已經將囚車安裝在約瓦勁身上
[00:12:16.000 --> 00:12:18.000]  已經將囚車安裝在約瓦勁身上
[00:12:18.000 --> 00:12:20.000]  已經將囚車安裝在約瓦勁身上
[00:12:20.000 --> 00:12:21.000]  已經將囚車安裝在約瓦勁身上
[00:12:21.000 --> 00:12:22.000]  已經將囚車安裝在約瓦勁身上
[00:12:22.000 --> 00:12:23.000]  已經將囚車安裝在約瓦勁身上
[00:12:23.000 --> 00:12:24.000]  已經將囚車安裝在約瓦勁身上
[00:12:24.000 --> 00:12:25.000]  已經將囚車安裝在約瓦勁身上
[00:12:25.000 --> 00:12:26.000]  已經將囚車安裝在約瓦勁身上
[00:12:26.000 --> 00:12:27.000]  已經將囚車安裝在約瓦勁身上
[00:12:27.000 --> 00:12:28.000]  已經將囚車安裝在約瓦勁身上
[00:12:28.000 --> 00:12:29.000]  已經將囚車安裝在約瓦勁身上
[00:12:29.000 --> 00:12:45.000]  已經將囚車安裝在約瓦勁身上
[00:13:00.000 --> 00:13:22.000]  已經將囚車安裝在約瓦勁身上
[00:13:30.000 --> 00:13:56.000]  已經將囚車安裝在約瓦勁身上
[00:13:59.000 --> 00:14:23.000]  已經將囚車安裝在約瓦勁身上
[00:14:29.000 --> 00:14:58.000]  已經將囚車安裝在約瓦勁身上
[00:14:59.000 --> 00:15:11.000]  已經將囚車安裝在約瓦勁身上
[00:15:11.000 --> 00:15:17.000]  已經將囚車安裝在約瓦勁身上
[00:15:17.000 --> 00:15:18.000]  已經將囚車安裝在約瓦勁身上
[00:15:18.000 --> 00:15:19.000]  已經將囚車安裝在約瓦勁身上
[00:15:19.000 --> 00:15:20.000]  已經將囚車安裝在約瓦勁身上
[00:15:20.000 --> 00:15:21.000]  已經將囚車安裝在約瓦勁身上
[00:15:21.000 --> 00:15:22.000]  已經將囚車安裝在約瓦勁身上
[00:15:22.000 --> 00:15:23.000]  已經將囚車安裝在約瓦勁身上
[00:15:23.000 --> 00:15:24.000]  已經將囚車安裝在約瓦勁身上
[00:15:24.000 --> 00:15:25.000]  已經將囚車安裝在約瓦勁身上
[00:15:25.000 --> 00:15:26.000]  已經將囚車安裝在約瓦勁身上
[00:15:26.000 --> 00:15:27.000]  已經將囚車安裝在約瓦勁身上
[00:15:27.000 --> 00:15:31.000]  已經將囚車安裝在約瓦勁身上
[00:15:31.000 --> 00:15:32.000]  已經將囚車安裝在約瓦勁身上
[00:15:32.000 --> 00:15:33.000]  已經將囚車安裝在約瓦勁身上
[00:15:33.000 --> 00:15:34.000]  已經將囚車安裝在約瓦勁身上
[00:15:34.000 --> 00:15:35.000]  已經將囚車安裝在約瓦勁身上
[00:15:35.000 --> 00:15:36.000]  已經將囚車安裝在約瓦勁身上
[00:15:36.000 --> 00:15:37.000]  已經將囚車安裝在約瓦勁身上
[00:15:37.000 --> 00:15:38.000]  已經將囚車安裝在約瓦勁身上
[00:15:38.000 --> 00:15:39.000]  已經將囚車安裝在約瓦勁身上
[00:15:39.000 --> 00:15:40.000]  已經將囚車安裝在約瓦勁身上
[00:15:40.000 --> 00:15:41.000]  已經將囚車安裝在約瓦勁身上
[00:15:41.000 --> 00:15:42.000]  已經將囚車安裝在約瓦勁身上
[00:15:42.000 --> 00:16:02.000]  已經將囚車安裝在約瓦勁身上
[00:16:02.000 --> 00:16:03.000]  已經將囚車安裝在約瓦勁身上
[00:16:03.000 --> 00:16:04.000]  已經將囚車安裝在約瓦勁身上
