
[00:00:00.000 --> 00:00:03.400]  好,弟子姐妹,讓我們在聆聽主的說話之前
[00:02:10.800 --> 00:02:16.400]  好了,今天我們會回來看俄巴底亞書
[00:02:16.400 --> 00:02:21.400]  我們今天只是看一節的經文,就是第十節的經文
[00:02:21.600 --> 00:02:30.200]  第十節進入到俄巴底亞書的第十八節的地步
[00:02:30.200 --> 00:02:33.000]  其實我們可以看到這一部分
[00:02:33.000 --> 00:02:41.200]  可以說是俄巴底亞對於以東的介紹是非常仔細的
[00:02:41.200 --> 00:02:43.800]  所以當我們去看這一部分的時候
[00:02:43.800 --> 00:02:45.600]  我們一定要專注看一下
[00:02:45.800 --> 00:02:53.000]  究竟俄巴底亞先知將耶和華神的說話記載下來
[00:02:53.000 --> 00:03:01.400]  上帝是怎樣看這個近親的國家,以東國
[00:03:01.400 --> 00:03:05.200]  首先大家要了解一個觀念
[00:03:05.200 --> 00:03:10.600]  國不一定是我們所想的一個國家的行政運作
[00:03:10.800 --> 00:03:17.400]  當時很多國家的運作是一個我們叫做tribal country
[00:03:17.400 --> 00:03:20.000]  就是一個族群的角度來的
[00:03:20.000 --> 00:03:25.800]  是每一個民族為核心的一個角度
[00:03:25.800 --> 00:03:27.400]  現在的國家就不是了
[00:03:27.400 --> 00:03:31.600]  尤其是你看一下加拿大、美國、英國
[00:03:31.600 --> 00:03:33.800]  現在你去英國不像去英國的
[00:03:33.800 --> 00:03:36.000]  你加拿大不知道加拿大是什麼
[00:03:36.000 --> 00:03:38.800]  去美國你更加不知道美國是什麼
[00:03:38.800 --> 00:03:40.200]  你只是靠一面旗
[00:03:40.400 --> 00:03:42.800]  所以大家有時候聽一下新聞
[00:03:42.800 --> 00:03:46.600]  那些政治人物就說我忠於我國家之旗
[00:03:46.600 --> 00:03:49.000]  我與我國家之旗站在一起
[00:03:49.000 --> 00:03:50.400]  你就會明白是什麼
[00:03:50.400 --> 00:03:52.000]  甚至中國也是一樣的
[00:03:52.000 --> 00:03:55.000]  現在中國搞了一樣是搞到這樣的情況
[00:03:55.000 --> 00:03:57.400]  中華民族搞了一個出來
[00:03:57.400 --> 00:04:01.400]  哇,不知多少族,五十多族,百多個民族
[00:04:01.400 --> 00:04:02.400]  我不知道了
[00:04:02.400 --> 00:04:05.800]  這種的觀念和以前是很不同的
[00:04:05.800 --> 00:04:07.800]  我不是說誰對誰錯
[00:04:08.000 --> 00:04:13.000]  我完全沒有任何的批判性在裡面
[00:04:13.000 --> 00:04:17.400]  不過當我們看回在古近東的世界
[00:04:17.400 --> 00:04:20.800]  特別是俄巴底亞書裡面所記載的
[00:04:20.800 --> 00:04:24.800]  上帝對於每一個民族、國度
[00:04:24.800 --> 00:04:28.800]  他們的記載都有一個很透徹的思想
[00:04:28.800 --> 00:04:33.200]  並且能夠準確地看到這幫人
[00:04:33.400 --> 00:04:39.000]  他們的問題以及他們的問題所衍生的結果
[00:04:39.000 --> 00:04:45.800]  而上帝就在一個這樣的歷史的世代環境之中去運作
[00:04:45.800 --> 00:04:49.200]  所以今天我會和大家一起去思想一個題目
[00:04:49.200 --> 00:04:52.200]  叫做「自作孽滿招損」
[00:04:52.200 --> 00:04:54.200]  這兩句話是很文雅的
[00:04:54.200 --> 00:04:59.600]  因為這兩句話是出自於兩篇不同的中國的古典
[00:04:59.800 --> 00:05:03.400]  都同樣在這個中國古典上書
[00:05:03.400 --> 00:05:06.600]  所以大家知不知道什麼叫上書?
[00:05:06.600 --> 00:05:09.200]  你們牧師以前是讀文學的
[00:05:09.200 --> 00:05:14.200]  所以對這些詩書禮樂這些東西很熟悉的
[00:05:14.200 --> 00:05:19.200]  書其實在中國文學裡面往往就是指道上書
[00:05:19.200 --> 00:05:21.800]  上書是非常難讀的東西
[00:05:21.800 --> 00:05:26.200]  當年考高級程度會考的時候
[00:05:26.200 --> 00:05:29.200]  如果出上書我老師說你還是不要答了
[00:05:29.400 --> 00:05:30.400]  是很難答的
[00:05:30.400 --> 00:05:33.000]  因為它的字眼很簡潔
[00:05:33.000 --> 00:05:35.400]  簡潔到你根本接近不明白
[00:05:35.400 --> 00:05:39.200]  什麼叫做「自作孽滿招損」呢?
[00:05:39.200 --> 00:05:43.800]  「自作孽」這句話是出自於上書的太甲書
[00:05:43.800 --> 00:05:45.600]  裡面有句這樣的說話說
[00:05:45.600 --> 00:05:49.000]  「天作孽猶可為,自作孽不可活」
[00:05:49.000 --> 00:05:51.200]  相信大家都聽過了
[00:05:51.200 --> 00:05:53.200]  何謂「自作孽」?
[00:05:53.400 --> 00:05:59.400]  「自作孽」是說一些壞事所做出來的結果
[00:05:59.400 --> 00:06:05.000]  其實種種都是因由你自己去主動去做一些惡事
[00:06:05.000 --> 00:06:08.000]  上天如果降災
[00:06:08.000 --> 00:06:10.200]  所謂「孽」這個字眼
[00:06:10.200 --> 00:06:14.200]  「孽」不一定是一些什麼惡事
[00:06:14.200 --> 00:06:17.200]  可能上帝是來懲罰、警戒
[00:06:17.200 --> 00:06:21.800]  用中國傳統的思想叫做「天」來去管理的時候
[00:06:22.000 --> 00:06:25.200]  降下天災、疾病
[00:06:25.200 --> 00:06:27.200]  降下人間
[00:06:27.200 --> 00:06:32.600]  人還可以有個理由用方法去逃避或者去減緩
[00:06:32.600 --> 00:06:38.800]  但是如果自己做出來的結果是一件壞事的話
[00:06:38.800 --> 00:06:42.600]  那你就不得逃過責任
[00:06:42.600 --> 00:06:44.400]  這個所謂「自作孽」
[00:06:44.400 --> 00:06:50.800]  至於「滿招損」是出自於上書另一卷叫做《大禹末》
[00:06:51.800 --> 00:06:54.800]  這篇記載裡面有句這樣的說話
[00:06:54.800 --> 00:06:59.800]  它說「滿招損謙受益,時乃天道」
[00:06:59.800 --> 00:07:04.800]  很文雅、很深奧、很難讀的,我明白的
[00:07:04.800 --> 00:07:07.400]  但是簡單一點來說
[00:07:07.400 --> 00:07:13.600]  「滿招損」的「滿」的意思就是一個很自大、自滿的人
[00:07:13.600 --> 00:07:19.000]  是很容易去為自己帶來損害
[00:07:19.600 --> 00:07:25.600]  而「謙受益」就是說一個人凡事不是吹噓的
[00:07:25.600 --> 00:07:28.800]  就算你是這個世界上最厲害的人
[00:07:28.800 --> 00:07:30.600]  PhD
[00:07:30.600 --> 00:07:38.400]  你都不會以你自己以為在這方面的專家而去驕傲起來
[00:07:38.400 --> 00:07:41.200]  一個謙卑的人
[00:07:41.200 --> 00:07:46.000]  他反而是很多時候受著他的謙卑和他的學識
[00:07:46.000 --> 00:07:48.400]  而帶來一些的逆轉
[00:07:48.600 --> 00:07:53.400]  所以我很感恩我們教會很多專家
[00:07:53.400 --> 00:08:02.600]  有藥劑的、有工程的、有電腦的、有財經的、有牙的
[00:08:02.600 --> 00:08:04.600]  這些全部都是專業的
[00:08:04.600 --> 00:08:08.600]  但是我們個個都沒有表現出一種「我很厲害的」
[00:08:08.600 --> 00:08:10.600]  不是,雖然你很厲害
[00:08:10.600 --> 00:08:15.600]  但是你就用你的專業和上帝給你的恩賜
[00:08:15.800 --> 00:08:18.600]  來在你的行業裏面去發揮
[00:08:18.600 --> 00:08:22.600]  我們反而可能在我們的環境裏面
[00:08:22.600 --> 00:08:25.600]  去不單止我們自己得到好處
[00:08:25.600 --> 00:08:27.600]  得到人欣賞
[00:08:27.600 --> 00:08:30.600]  並且上帝是用得著我們
[00:08:30.600 --> 00:08:36.600]  當一個人如果他是自己喜歡做壞事
[00:08:36.600 --> 00:08:44.600]  或者很自滿在這個世界上驕傲地去活著的時候
[00:08:44.800 --> 00:08:49.600]  很多時候就會造成很大的惡果
[00:08:49.600 --> 00:08:55.600]  而這些惡果往往是在其他人的身上
[00:08:55.600 --> 00:09:02.600]  好像他因為他的作惡而令自己得益對方受損
[00:09:02.600 --> 00:09:07.600]  但是從俄巴底亞書的第十節
[00:09:07.600 --> 00:09:13.600]  就告訴我們知道上帝有一個很重要的原則在這個世界上
[00:09:13.800 --> 00:09:16.600]  原來在這裏悄悄地運作
[00:09:16.600 --> 00:09:20.600]  雖然未必我們會即時見到那個果效或者結果
[00:09:20.600 --> 00:09:25.600]  但是上帝在他的運作裏面
[00:09:25.600 --> 00:09:32.600]  卻使得這個滿招損自作孽的人
[00:09:32.600 --> 00:09:39.600]  原來接受他自己所做出的惡果的結局
[00:09:39.800 --> 00:09:45.600]  而這個正正是上帝的運作在這個世界裏面
[00:09:45.600 --> 00:09:47.600]  我們不能排除的事實
[00:09:47.600 --> 00:09:51.600]  但是這個做法那個演繹是什麼呢?
[00:09:51.600 --> 00:09:58.600]  是不是上帝只是在這個世界上希望警惡懲奸是這樣呢?
[00:09:58.600 --> 00:10:02.600]  還是有另外更深層的意義呢?
[00:10:02.600 --> 00:10:06.600]  在前文如果我們上個禮拜去看完的
[00:10:06.600 --> 00:10:09.600]  其實從第一節到第九節裏面
[00:10:09.800 --> 00:10:17.600]  我們已經看到上帝即使宣告向以東去作出一連串的懲罰
[00:10:17.600 --> 00:10:22.600]  又說要將他在他最驕傲以為自己最強盛的時候
[00:10:22.600 --> 00:10:24.600]  將他拉倒下來
[00:10:24.600 --> 00:10:30.600]  甚至在眾國之間讓他能夠被藐視
[00:10:30.600 --> 00:10:36.600]  上帝這樣的做法不是警惡懲奸這麼簡單的一件事
[00:10:36.800 --> 00:10:46.600]  而是反映上帝對於這個國家或者這個民族國以東
[00:10:46.600 --> 00:10:54.600]  以及他的兄弟國、瓦國或者我們稱之為猶大國
[00:10:54.600 --> 00:11:00.600]  其實都有一個很另一層的深層意思
[00:11:00.600 --> 00:11:05.600]  是讓他們同時從罪當中去反思走出來
[00:11:05.800 --> 00:11:10.600]  這個的動機或者上帝的宗旨
[00:11:10.600 --> 00:11:15.600]  是反而我們作為基督徒要去專注去看的
[00:11:15.600 --> 00:11:21.600]  而這個的題目在今天從第十節往後
[00:11:21.600 --> 00:11:24.600]  我們甚至到最後第二十一節的時候
[00:11:24.600 --> 00:11:26.600]  我們就會看到
[00:11:26.600 --> 00:11:28.600]  是不是二十一節我有沒有記錯?
[00:11:28.600 --> 00:11:29.600]  是呀二十一節
[00:11:29.600 --> 00:11:34.600]  我們就會看到上帝在整個過程裏面
[00:11:34.800 --> 00:11:37.600]  他的心路歷程是怎樣
[00:11:37.600 --> 00:11:42.600]  俄巴底亞書從我的《釋經》的全釋裏面
[00:11:42.600 --> 00:11:47.600]  我想看到的不是一般傳道人所看的
[00:11:47.600 --> 00:11:49.600]  你對懲罰以東人
[00:11:49.600 --> 00:11:54.600]  伸張公義為臣子民報仇
[00:11:54.600 --> 00:11:58.600]  這個絕對不是臣的看法
[00:11:58.600 --> 00:12:02.600]  臣的心思是要讓眾人得救
[00:12:02.800 --> 00:12:07.600]  他用盡各樣方法來將他們挽回
[00:12:07.600 --> 00:12:14.600]  其中懲罰、執行、訓導、指教
[00:12:14.600 --> 00:12:17.600]  就是以挽回為目的
[00:12:17.600 --> 00:12:21.600]  這個觀念和在《新約聖經》
[00:12:21.600 --> 00:12:26.600]  《迦拉太書》談論到我們作為臣子民在這個世界上
[00:12:26.600 --> 00:12:32.600]  要去作挽回的工作是無獨有偶地相同的
[00:12:32.800 --> 00:12:36.600]  只不過我們的程度和上帝的程度
[00:12:36.600 --> 00:12:40.600]  可能有某地方我們是適可而止
[00:12:40.600 --> 00:12:44.600]  上帝卻是做到盡給我們去看
[00:12:44.600 --> 00:12:46.600]  我們一起去看看
[00:12:46.600 --> 00:12:49.600]  今天我們看單純第十節
[00:12:49.600 --> 00:12:52.600]  從第十節裏面我們會看到
[00:12:52.600 --> 00:12:59.600]  上帝有兩樣東西對於以東是看得非常之準確的
[00:12:59.800 --> 00:13:03.600]  一會兒詳細去看哪兩方面
[00:13:03.600 --> 00:13:06.600]  當然講到已經分開兩部分
[00:13:06.600 --> 00:13:11.600]  我重複講一下少少前文所講的東西
[00:13:11.600 --> 00:13:14.600]  在前文如果大家還記得
[00:13:14.600 --> 00:13:17.600]  是從第五節至第九節裏面
[00:13:17.600 --> 00:13:18.600]  我們講到的就是
[00:13:18.600 --> 00:13:22.600]  當一個人有錯就要去改
[00:13:22.600 --> 00:13:24.600]  要去承認自己的錯
[00:13:24.600 --> 00:13:27.600]  透過認罪悔改
[00:13:27.800 --> 00:13:32.600]  來回歸上帝的期望
[00:13:32.600 --> 00:13:36.600]  很多人看認罪悔改
[00:13:36.600 --> 00:13:39.600]  其實只不過是一種難堪的感受
[00:13:39.600 --> 00:13:42.600]  但是請大家弟兄姊妹留意
[00:13:42.600 --> 00:13:46.600]  在聖經裏面認罪悔改
[00:13:46.600 --> 00:13:49.600]  尤其是悔改這個字眼
[00:13:49.600 --> 00:13:53.600]  在聖經新約裏面
[00:13:53.600 --> 00:13:57.600]  往往都和感覺是沒有關係的
[00:13:57.800 --> 00:14:00.600]  用英文所講就是
[00:14:00.600 --> 00:14:06.600]  Repentance is not just about emotion
[00:14:06.600 --> 00:14:08.600]  很多時候我們以為
[00:14:08.600 --> 00:14:10.600]  有人去信主了
[00:14:10.600 --> 00:14:12.600]  要使他在呼召的時候
[00:14:12.600 --> 00:14:15.600]  舉手認罪悔改
[00:14:15.600 --> 00:14:17.600]  讓他痛哭流涕
[00:14:17.600 --> 00:14:23.600]  發洩了他心裏面那種憂傷被罪的困鎖之後
[00:14:23.600 --> 00:14:26.600]  他就真的信耶穌了
[00:14:26.800 --> 00:14:28.600]  弟兄姊妹
[00:14:28.600 --> 00:14:31.600]  感性上我們可以流露
[00:14:31.600 --> 00:14:34.600]  上帝沒有否定過這件事
[00:14:34.600 --> 00:14:39.600]  但是如果你的悔改只停留在感性層面上
[00:14:39.600 --> 00:14:43.600]  是一件非常危險的事情
[00:14:43.600 --> 00:14:47.600]  因為感性只不過是一個發洩
[00:14:47.600 --> 00:14:52.600]  不是一個人生的取向的改變
[00:14:52.800 --> 00:14:57.600]  真正的悔改在聖經裏面所指的是
[00:14:57.600 --> 00:15:02.600]  整個人的思想以及靈性的一種轉移
[00:15:02.600 --> 00:15:06.600]  而這個轉移是180度的轉移
[00:15:06.600 --> 00:15:09.600]  叫那個人立定心意
[00:15:09.600 --> 00:15:12.600]  再不會重蹈覆轍
[00:15:12.600 --> 00:15:16.600]  這種就是真正的悔改
[00:15:16.600 --> 00:15:18.600]  不是只是在報道會裏面
[00:15:18.600 --> 00:15:20.600]  哭著說
[00:15:20.800 --> 00:15:24.600]  哎呀 我好慘呀 我曾經做過甚麼壞事
[00:15:24.600 --> 00:15:25.600]  得罪過哪個人
[00:15:25.600 --> 00:15:27.600]  哎呀 我傷害過哪個人
[00:15:27.600 --> 00:15:29.600]  我家人我怎樣傷害過他
[00:15:29.600 --> 00:15:32.600]  我好痛哭後悔
[00:15:32.600 --> 00:15:36.600]  求神讓我能夠在這個時候釋放
[00:15:36.600 --> 00:15:39.600]  沒錯 你可以釋放
[00:15:39.600 --> 00:15:43.600]  但是你的人生取向是否跟著下去去改變呢
[00:15:43.600 --> 00:15:46.600]  我相信如果讓你得罪過的人
[00:15:46.600 --> 00:15:48.600]  傷害過的人
[00:15:48.800 --> 00:15:52.600]  他更大的感恩是看見你的改變
[00:15:52.600 --> 00:15:55.600]  你的傷害在他曾經身上做過的
[00:15:55.600 --> 00:15:57.600]  你以後立志不再做
[00:15:57.600 --> 00:16:01.600]  那個人才是最大的喜樂
[00:16:01.600 --> 00:16:02.600]  所以換句話來說
[00:16:02.600 --> 00:16:03.600]  你要洗人家
[00:16:03.600 --> 00:16:05.600]  譬如我自己做過一些錯事
[00:16:05.600 --> 00:16:08.600]  以前我分享過給大家
[00:16:08.600 --> 00:16:10.600]  以前有一個人
[00:16:10.600 --> 00:16:12.600]  他整天都在取笑我家
[00:16:12.600 --> 00:16:16.600]  取笑我有一次在放學的時候
[00:16:16.800 --> 00:16:20.600]  向著這個阿伯說了一句粗口
[00:16:20.600 --> 00:16:23.600]  接著被我媽捉了一輪
[00:16:23.600 --> 00:16:24.600]  罵了一輪
[00:16:24.600 --> 00:16:28.600]  還要真心下去跟這個阿伯
[00:16:28.600 --> 00:16:30.600]  承認自己錯
[00:16:30.600 --> 00:16:32.600]  我好記得當時我媽媽
[00:16:32.600 --> 00:16:34.600]  在還沒帶我下去之前
[00:16:34.600 --> 00:16:35.600]  她說了一番話
[00:16:35.600 --> 00:16:38.600]  她說你知不知道你自己錯了甚麼
[00:16:38.600 --> 00:16:40.600]  我說錯了甚麼
[00:16:40.600 --> 00:16:43.600]  是不是我說了粗口罵阿伯
[00:16:43.600 --> 00:16:46.600]  我媽說不是說粗口罵阿伯
[00:16:46.800 --> 00:16:47.600]  是錯
[00:16:47.600 --> 00:16:50.600]  這個阿伯其實應該要用多些粗口罵
[00:16:50.600 --> 00:16:52.600]  真是壞人
[00:16:52.600 --> 00:16:56.600]  不過你錯的是錯在收家
[00:16:56.600 --> 00:17:01.600]  這個不是我教你的
[00:17:01.600 --> 00:17:04.600]  你是我家裡的兒子
[00:17:04.600 --> 00:17:06.600]  是代表著我家裡
[00:17:06.600 --> 00:17:07.600]  你的行事為人
[00:17:07.600 --> 00:17:10.600]  是一個家庭裡的榮耀
[00:17:10.600 --> 00:17:12.600]  同樣作為弟兄姊妹
[00:17:12.600 --> 00:17:13.600]  我們屬神的子民
[00:17:13.600 --> 00:17:15.600]  我們在這個地上活著
[00:17:15.800 --> 00:17:19.600]  我們在做上帝的榮耀的代表
[00:17:19.600 --> 00:17:21.600]  你的行事為人
[00:17:21.600 --> 00:17:22.600]  做得不好的時候
[00:17:22.600 --> 00:17:24.600]  是羞辱上帝
[00:17:24.600 --> 00:17:25.600]  當你做得好的時候
[00:17:25.600 --> 00:17:27.600]  別人看到的時候
[00:17:27.600 --> 00:17:30.600]  是榮耀上帝
[00:17:30.600 --> 00:17:33.600]  所以當我真正明白這一點的時候
[00:17:33.600 --> 00:17:38.600]  我媽帶我下去跟她道歉的時候
[00:17:38.600 --> 00:17:39.600]  自那一刻之後
[00:17:39.600 --> 00:17:43.600]  我沒有跟這個人再說過一句粗口
[00:17:43.800 --> 00:17:46.600]  你說牧師你之後有沒有說粗口
[00:17:46.600 --> 00:17:48.600]  我當然有說粗口
[00:17:48.600 --> 00:17:50.600]  我不會否定的
[00:17:50.600 --> 00:17:53.600]  但是我不會再用這樣的情況
[00:17:53.600 --> 00:17:55.600]  很衝動地去說粗口
[00:17:55.600 --> 00:17:58.600]  你說說粗口小事而已
[00:17:58.600 --> 00:17:59.600]  弟兄姊妹
[00:17:59.600 --> 00:18:00.600]  不是的
[00:18:00.600 --> 00:18:04.600]  我家門受羞辱
[00:18:04.600 --> 00:18:06.600]  這個是我的榮辱
[00:18:06.600 --> 00:18:08.600]  我家庭的榮辱
[00:18:08.600 --> 00:18:11.600]  我們同樣在上帝裡面
[00:18:11.800 --> 00:18:14.600]  有沒有認真地悔改
[00:18:14.600 --> 00:18:16.600]  不會再重蹈覆轍
[00:18:16.600 --> 00:18:19.600]  如果你真誠地改變
[00:18:19.600 --> 00:18:21.600]  那個被你罵過的人
[00:18:21.600 --> 00:18:23.600]  他就會覺得
[00:18:23.600 --> 00:18:26.600]  這個人也有得救
[00:18:26.600 --> 00:18:29.600]  所以當我們作為基督徒
[00:18:29.600 --> 00:18:33.600]  看到上帝怎樣懲罰一些惡人
[00:18:33.600 --> 00:18:35.600]  在這個世界的上面
[00:18:35.600 --> 00:18:37.600]  我們不是說感謝主
[00:18:37.600 --> 00:18:39.600]  為我們伸冤
[00:18:39.800 --> 00:18:42.600]  因為這個人曾經怎樣惡待過我
[00:18:42.600 --> 00:18:45.600]  反過來我們要去問上帝
[00:18:45.600 --> 00:18:46.600]  上帝
[00:18:46.600 --> 00:18:51.600]  我的囚敵被你去作出一個警告
[00:18:51.600 --> 00:18:54.600]  甚至去作出管教
[00:18:54.600 --> 00:18:56.600]  在這個時候
[00:18:56.600 --> 00:18:59.600]  其實這個是不是同樣對我的一個提醒
[00:18:59.600 --> 00:19:04.600]  和一個令我靈性更新的機會呢
[00:19:04.600 --> 00:19:06.600]  我有沒有在這個地方的上面
[00:19:06.800 --> 00:19:10.600]  能夠更加仔細去明白你的心思
[00:19:10.600 --> 00:19:12.600]  而活在這個地上
[00:19:12.600 --> 00:19:15.600]  使得我成為上帝你在這個地上
[00:19:15.600 --> 00:19:18.600]  能夠見證出你的生命給人看
[00:19:18.600 --> 00:19:20.600]  的一個媒介呢
[00:19:20.600 --> 00:19:23.600]  這個是上文我們所看的
[00:19:23.600 --> 00:19:25.600]  好了來到今天
[00:19:25.600 --> 00:19:27.600]  來到這段聖經
[00:19:27.600 --> 00:19:29.600]  第十節
[00:19:29.600 --> 00:19:31.600]  第十節不是很長
[00:19:31.600 --> 00:19:33.600]  數起來好像
[00:19:33.600 --> 00:19:35.600]  中文都沒有多少個字
[00:19:35.800 --> 00:19:37.600]  我想大約十五個字
[00:19:37.600 --> 00:19:38.600]  十四個字左右
[00:19:38.600 --> 00:19:39.600]  十五
[00:19:39.600 --> 00:19:41.600]  三六一十二
[00:19:41.600 --> 00:19:42.600]  六一十二
[00:19:42.600 --> 00:19:44.600]  十三十四
[00:19:44.600 --> 00:19:45.600]  十五十六
[00:19:45.600 --> 00:19:46.600]  十六個字
[00:19:46.600 --> 00:19:47.600]  十六個字和合本
[00:19:47.600 --> 00:19:49.600]  說一堂道
[00:19:49.600 --> 00:19:54.600]  牧師你是不是很忙
[00:19:54.600 --> 00:19:55.600]  沒空
[00:19:55.600 --> 00:19:56.600]  不是
[00:19:56.600 --> 00:19:57.600]  這句話
[00:19:57.600 --> 00:20:01.600]  如果當我們再重新仔細看的時候
[00:20:01.600 --> 00:20:03.600]  它裡面所說的話
[00:20:03.600 --> 00:20:05.600]  其實透露了
[00:20:05.800 --> 00:20:08.600]  上帝一方面
[00:20:08.600 --> 00:20:09.600]  看出
[00:20:09.600 --> 00:20:11.600]  以東人或者以素
[00:20:11.600 --> 00:20:14.600]  他的本性上面的核心問題
[00:20:14.600 --> 00:20:15.600]  癥結在哪裡
[00:20:15.600 --> 00:20:17.600]  另外一樣東西
[00:20:17.600 --> 00:20:20.600]  就是他從時間看到這個性情
[00:20:20.600 --> 00:20:21.600]  以素或者以東
[00:20:21.600 --> 00:20:25.600]  他這個性情所招致的下場是怎樣
[00:20:25.600 --> 00:20:29.600]  當上帝看到這兩點的時候
[00:20:29.600 --> 00:20:32.600]  他就不想人走到這個結局
[00:20:32.800 --> 00:20:36.600]  即或以東以素人是
[00:20:36.600 --> 00:20:40.600]  曾經欺負過甚至陷害過猶大國
[00:20:40.600 --> 00:20:42.600]  上帝都想他走出來
[00:20:42.600 --> 00:20:45.600]  我們看看上帝這份心腸是怎樣
[00:20:45.600 --> 00:20:47.600]  第一件事我們看看第十節
[00:20:47.600 --> 00:20:50.600]  應該怎樣去翻譯這一句話
[00:20:50.600 --> 00:20:51.600]  和合本這樣說
[00:20:51.600 --> 00:20:57.600]  他說因你向兄弟雅各行強暴
[00:20:57.800 --> 00:21:03.600]  愧必遮蓋你
[00:21:03.600 --> 00:21:07.600]  你也必永遠斷絕
[00:21:07.600 --> 00:21:12.600]  這句話的翻譯
[00:21:12.600 --> 00:21:15.600]  應該是翻譯如下
[00:21:15.600 --> 00:21:20.600]  由於你們
[00:21:20.600 --> 00:21:22.600]  你們我加進去的
[00:21:22.600 --> 00:21:25.600]  加進去其實是指
[00:21:25.800 --> 00:21:28.600]  以東或者以素
[00:21:28.600 --> 00:21:30.600]  由於你們殺戮
[00:21:30.600 --> 00:21:35.600]  及殘暴虐待你的兄弟雅各
[00:21:35.600 --> 00:21:39.600]  於是乎羞辱就把你們
[00:21:39.600 --> 00:21:43.600]  隱藏或者包圍著
[00:21:43.600 --> 00:21:50.600]  你們將會自招被徹底摧毀的結果
[00:21:50.600 --> 00:21:54.600]  如果你想再清楚一點
[00:21:54.800 --> 00:21:56.600]  你可以再讀多一次
[00:21:56.600 --> 00:21:57.600]  如果你再不清楚
[00:21:57.600 --> 00:22:00.600]  你可以聽聽廣道之後的錄音
[00:22:00.600 --> 00:22:04.600]  和字幕上面有詳細介紹
[00:22:04.600 --> 00:22:07.600]  這句話應該這樣翻譯
[00:22:07.600 --> 00:22:10.600]  由於你們殺戮
[00:22:10.600 --> 00:22:16.600]  及殘暴虐待你的兄弟雅各
[00:22:16.600 --> 00:22:19.600]  於是乎羞辱把你們
[00:22:19.600 --> 00:22:23.600]  隱藏或者包圍著
[00:22:23.800 --> 00:22:28.600]  你們將會自招被徹底摧毀
[00:22:28.600 --> 00:22:35.600]  我們解拆一下這句話是說些什麼
[00:22:35.600 --> 00:22:39.600]  聖詹前文我們看見
[00:22:39.600 --> 00:22:41.600]  受敵受害
[00:22:41.600 --> 00:22:44.600]  似乎神好像為神的子民
[00:22:44.600 --> 00:22:46.600]  出一口氣
[00:22:46.600 --> 00:22:52.600]  甚至連敵人以東他的城堡提曼城
[00:22:52.800 --> 00:22:55.600]  亦都將會被摧毀的時候
[00:22:55.600 --> 00:22:59.600]  但是我們同時間聖經亦都記載到
[00:22:59.600 --> 00:23:02.600]  從第六節至第八節當中
