
[00:00:00.000 --> 00:00:04.160]  今日好高興要同大家開始一部新的書本
[00:04:42.640 --> 00:04:47.040]  《獵王記上下》就是前先知書最後的一部
[00:04:47.040 --> 00:04:48.560]  後先知書呢
[00:04:48.560 --> 00:04:53.760]  《以賽雅》、《耶利米》、《以西傑》和12先知書
[00:04:53.760 --> 00:04:56.720]  你問為什麼猶太人這麼著重
[00:04:56.720 --> 00:05:00.240]  《摩西吾經》一年一度要讀《生命記》
[00:05:00.240 --> 00:05:02.800]  但是不讀《約書亞記》
[00:05:02.800 --> 00:05:07.600]  我們看看律法書和前先知書的比較
[00:05:07.600 --> 00:05:10.000]  律法書就是神的應許
[00:05:10.000 --> 00:05:12.000]  和以色列人納約
[00:05:12.000 --> 00:05:16.560]  前先知書是這些應許的實現
[00:05:16.560 --> 00:05:19.680]  律法書是神的恩典
[00:05:19.680 --> 00:05:23.760]  前先知書是領受這些恩典
[00:05:23.760 --> 00:05:27.040]  當然律法書就是律法的頒發
[00:05:27.040 --> 00:05:30.880]  但是前先知書就是遵守這些律法
[00:05:30.880 --> 00:05:33.440]  我跟大家說《耶利米哀歌》的時候
[00:05:33.440 --> 00:05:34.640]  我也說過
[00:05:34.640 --> 00:05:37.120]  神和以色列人納文約
[00:05:37.120 --> 00:05:39.360]  就是摩西的律法
[00:05:39.360 --> 00:05:43.200]  守得好,服從的話就得到祝福
[00:05:43.200 --> 00:05:45.680]  這個就在《約書亞記》裡面
[00:05:45.680 --> 00:05:47.440]  當他們服從神的時候
[00:05:47.440 --> 00:05:49.760]  神帶領他們進入迦南
[00:05:49.760 --> 00:05:52.080]  得到應許之地
[00:05:52.080 --> 00:05:54.320]  但是當他們做得不好
[00:05:54.320 --> 00:05:56.720]  他們反叛,他們毀約
[00:05:56.720 --> 00:06:00.000]  神就趕他們出應許之地
[00:06:00.000 --> 00:06:03.840]  來管教他們,懲罰他們
[00:06:03.840 --> 00:06:07.360]  這個就是前先知書最後的一本
[00:06:07.360 --> 00:06:09.520]  《獵王記下》
[00:06:09.520 --> 00:06:12.560]  如果律法書是納約
[00:06:12.560 --> 00:06:14.880]  前先知書就是守約
[00:06:14.880 --> 00:06:16.640]  他們之前守得好
[00:06:16.640 --> 00:06:18.560]  在《約書亞記》
[00:06:18.560 --> 00:06:20.720]  後來他們守得不好
[00:06:20.720 --> 00:06:23.120]  如果律法書是恩
[00:06:23.120 --> 00:06:25.760]  前先知書就是果
[00:06:25.760 --> 00:06:30.000]  所以我們看到猶太人很著重神的恩典
[00:06:30.000 --> 00:06:31.600]  所以他們讀《生命記》
[00:06:31.600 --> 00:06:35.360]  但是他們對守約好像並不是很精心
[00:06:35.360 --> 00:06:39.520]  所以他們不會去讀《約書亞記》
[00:06:39.520 --> 00:06:43.040]  我們不妨看看《約書亞記》的背景
[00:06:43.040 --> 00:06:44.960]  我們看到《生命記》說到
[00:06:44.960 --> 00:06:48.320]  神帶領以色列人出埃及
[00:06:48.320 --> 00:06:50.400]  有出就有入
[00:06:50.400 --> 00:06:53.680]  如果神帶領他們出埃及
[00:06:53.680 --> 00:06:56.720]  而不帶領他們進入迦南地
[00:06:56.720 --> 00:07:00.720]  這不是完全的救贖
[00:07:00.720 --> 00:07:04.160]  我們看到因為以色列人的反叛
[00:07:04.160 --> 00:07:08.320]  他們不肯進入迦南地應許之地
[00:07:08.320 --> 00:07:10.720]  怕那裡的巨人
[00:07:10.720 --> 00:07:16.160]  所以神罰以色列人20歲以上的
[00:07:16.160 --> 00:07:18.880]  除了迦納和約書亞
[00:07:18.880 --> 00:07:21.760]  都不能進入迦南地
[00:07:21.760 --> 00:07:25.280]  連摩西自己都不可以進入
[00:07:25.280 --> 00:07:27.200]  摩西臨死的時候
[00:07:27.200 --> 00:07:30.720]  就將他的責任交給約書亞
[00:07:30.720 --> 00:07:34.800]  所以以色列人經過了40年在曠野
[00:07:34.800 --> 00:07:38.160]  他們就準備進入迦南地
[00:07:38.160 --> 00:07:42.240]  這個地是神給阿伯拉罕的子孫
[00:07:42.240 --> 00:07:46.080]  以色列人是去到約旦河的東邊
[00:07:46.080 --> 00:07:49.280]  去到摩亞的平原在那裡紮營
[00:07:49.280 --> 00:07:52.880]  隨時等候神的呼召
[00:07:52.880 --> 00:07:54.400]  神的啟示
[00:07:54.400 --> 00:07:57.600]  何時叫他們渡過約旦河
[00:07:57.600 --> 00:08:01.840]  他們就進入迦南地去取應許之地
[00:08:01.840 --> 00:08:05.760]  在以色列人進入應許之地的前面
[00:08:05.760 --> 00:08:07.920]  應許之地迦南地
[00:08:07.920 --> 00:08:11.040]  是被很多不同的人來佔據
[00:08:11.040 --> 00:08:15.200]  尤其是在約旦河西邊的這個地方
[00:08:15.200 --> 00:08:18.160]  是充滿了惡貫滿盈
[00:08:18.160 --> 00:08:20.720]  很大罪的民族
[00:08:20.720 --> 00:08:24.800]  所以神不單止將這個地賜給以色列人
[00:08:24.800 --> 00:08:28.160]  他也要透過以色列人的手
[00:08:28.160 --> 00:08:32.000]  來懲罰迦南人
[00:08:32.000 --> 00:08:35.440]  其實神是很公平很公義的
[00:08:35.440 --> 00:08:38.160]  當迦南人惡貫滿盈
[00:08:38.160 --> 00:08:41.200]  神會透過以色列人懲罰他們
[00:08:41.200 --> 00:08:44.400]  但是日後當以色列人自己毀約
[00:08:44.400 --> 00:08:48.160]  神一樣是透過亞述國巴比倫
[00:08:48.160 --> 00:08:53.840]  來懲罰以色列他自己的子民
[00:08:53.840 --> 00:08:59.120]  在《文素記》的27章12至23節
[00:08:59.120 --> 00:09:04.160]  我們看到摩西是為約書亞來禱告
[00:09:04.160 --> 00:09:07.200]  願他能夠成為自己的繼承人
[00:09:07.200 --> 00:09:10.880]  能夠帶領以色列人進入迦南地
[00:09:10.880 --> 00:09:14.160]  在《約書亞記》的24章
[00:09:14.160 --> 00:09:19.280]  29至33節也說到約書亞的死亡
[00:09:19.280 --> 00:09:22.800]  這個很可能是後人加上去
[00:09:22.800 --> 00:09:25.360]  根據猶太人的傳統
[00:09:25.360 --> 00:09:29.040]  是大祭司以利亞撒加上去
[00:09:29.040 --> 00:09:32.000]  以利亞撒就是亞倫的兒子
[00:09:32.000 --> 00:09:34.080]  但也有傳統說
[00:09:34.080 --> 00:09:37.760]  是以利亞撒的兒子斐尼哈
[00:09:37.760 --> 00:09:40.480]  斐尼哈就是亞倫的孫
[00:09:40.480 --> 00:09:44.800]  如果大家記得在《文素記》的25章
[00:09:44.800 --> 00:09:48.400]  我們說到以色列人和摩亞女子
[00:09:48.400 --> 00:09:51.360]  在這裡集庭行刑
[00:09:51.360 --> 00:09:54.720]  當時一槍刺死一對男女的
[00:09:54.720 --> 00:09:56.640]  這個就是斐尼哈
[00:09:56.640 --> 00:09:58.640]  根據猶太人的傳統
[00:09:58.640 --> 00:10:02.400]  約書亞記24章29至33節
[00:10:02.400 --> 00:10:04.880]  就是斐尼哈所寫
[00:10:04.880 --> 00:10:07.360]  全部的約書亞記
[00:10:07.360 --> 00:10:10.320]  都沒有說到誰是作者
[00:10:10.320 --> 00:10:14.640]  但我們相信約書亞就是約書亞記的作者
[00:10:14.640 --> 00:10:18.480]  因為他就是一個最好的目擊證人
[00:10:18.480 --> 00:10:21.600]  在約書亞記的18章9節
[00:10:21.600 --> 00:10:24.560]  24章26節都告訴我們
[00:10:24.560 --> 00:10:28.720]  這個作者是一個目擊的證人
[00:10:28.720 --> 00:10:31.760]  其實約書亞這個名字
[00:10:31.760 --> 00:10:34.880]  不只是在約書亞記才出現
[00:10:34.880 --> 00:10:39.120]  早在出埃及記的17章9至14節
[00:10:39.120 --> 00:10:40.720]  已經出現
[00:10:40.720 --> 00:10:45.440]  當時阿瑪利人來攻擊以色列人
[00:10:45.440 --> 00:10:50.480]  就是他們剛剛出埃及過了紅海
[00:10:50.480 --> 00:10:54.720]  摩西就差派約書亞出去迎戰
[00:10:54.720 --> 00:10:57.040]  他自己就拿著神的杖
[00:10:57.040 --> 00:11:00.080]  去到山上來禱告
[00:11:00.080 --> 00:11:04.240]  當摩西高舉神的杖的時候
[00:11:04.240 --> 00:11:06.240]  約書亞就打贏杖
[00:11:06.240 --> 00:11:09.600]  但每當摩西累了把手放下來
[00:11:09.600 --> 00:11:13.120]  約書亞就打輸了
[00:11:13.120 --> 00:11:14.400]  很有趣
[00:11:14.400 --> 00:11:19.680]  在說出埃及記的17章13至14節告訴我們
[00:11:19.680 --> 00:11:24.480]  約書亞用刀殺了阿瑪利王和他的百姓
[00:11:24.480 --> 00:11:26.480]  耶和華對摩西說
[00:11:26.480 --> 00:11:28.800]  我要將阿瑪利的名號
[00:11:28.800 --> 00:11:31.440]  從天下傳言圖沒了
[00:11:31.440 --> 00:11:35.200]  你要將這話寫在書上作紀念
[00:11:35.200 --> 00:11:39.040]  由連給約書亞聽
[00:11:39.040 --> 00:11:43.200]  我們看到神要將發生的事情寫下來
[00:11:43.200 --> 00:11:46.960]  要摩西唸給約書亞聽
[00:11:46.960 --> 00:11:49.680]  在聖經裡面有一個原則
[00:11:49.680 --> 00:11:51.920]  就是當一個人最初出現
[00:11:51.920 --> 00:11:54.160]  第一次被介紹的時候
[00:11:54.160 --> 00:11:57.520]  那些經文是非常非常重要
[00:11:57.520 --> 00:11:59.440]  經文告訴我們
[00:11:59.440 --> 00:12:03.120]  約書亞是跟神的話語分不開
[00:12:03.120 --> 00:12:08.240]  要摩西將這個話語說給約書亞聽
[00:12:08.240 --> 00:12:11.280]  在聖經裡面有另外一位人
[00:12:11.280 --> 00:12:14.400]  他跟神的話語都是分不開
[00:12:14.400 --> 00:12:17.200]  這位就是耶穌基督
[00:12:17.200 --> 00:12:21.760]  我們知道在馬太福音和盧伽福音
[00:12:21.760 --> 00:12:25.680]  都有耶穌基督的家譜
[00:12:25.680 --> 00:12:27.360]  但不是那麼多人知道
[00:12:27.360 --> 00:12:29.200]  原來在約翰福音
[00:12:29.200 --> 00:12:31.600]  都有耶穌基督的家譜
[00:12:31.600 --> 00:12:35.440]  約翰描述耶穌基督是神
[00:12:35.440 --> 00:12:37.520]  所以在約翰福音裡面
[00:12:37.520 --> 00:12:41.200]  第一章的家譜就是神的家譜
[00:12:41.200 --> 00:12:43.920]  一開始說太初有道
[00:12:43.920 --> 00:12:47.600]  道是什麼?道就是神的話語
[00:12:47.600 --> 00:12:51.200]  道與神同在,道就是神
[00:12:51.200 --> 00:12:54.560]  這就是約翰福音的第一章第一節
[00:12:54.560 --> 00:12:58.560]  我們看到耶穌基督跟神的話語分不開
[00:12:58.560 --> 00:13:01.120]  祂就是神的話語
[00:13:01.120 --> 00:13:05.600]  和約書亞是非常相似
[00:13:05.600 --> 00:13:10.960]  其實約書亞就是耶穌基督的遇象
[00:13:10.960 --> 00:13:13.440]  我跟大家說但以理書的時候
[00:13:13.440 --> 00:13:15.520]  我都說過很多次
[00:13:15.520 --> 00:13:18.080]  就是聖經裡面有很多經文
[00:13:18.080 --> 00:13:20.640]  都是有雙重的預言
[00:13:20.640 --> 00:13:24.320]  我叫它做預言而重奏
[00:13:24.320 --> 00:13:28.640]  在《出埃及記》的23章20至21節
[00:13:28.640 --> 00:13:30.800]  就是一個很好的例子
[00:13:30.800 --> 00:13:35.280]  經文說:看啊!我差遣使者在你的面前
[00:13:35.280 --> 00:13:37.200]  在路上保護你
[00:13:37.200 --> 00:13:40.640]  領你到我所預備的地方去
[00:13:40.640 --> 00:13:43.440]  他是奉我名來的
[00:13:43.440 --> 00:13:45.840]  什麼叫做奉我名來的?
[00:13:45.840 --> 00:13:48.640]  在經文裡面有個括弧寫著
[00:13:48.640 --> 00:13:52.240]  原文是說我的名在他的身上
[00:13:52.240 --> 00:13:55.200]  或者我的名就是他
[00:13:55.200 --> 00:13:59.200]  接著經文說:你們要在他面前謹慎
[00:13:59.200 --> 00:14:01.920]  聽從他的話,不可惹他
[00:14:01.920 --> 00:14:06.080]  因為他必不赦免你們的過犯
[00:14:06.080 --> 00:14:08.320]  我跟大家說過很多次
[00:14:08.320 --> 00:14:10.000]  在舊約裡面
[00:14:10.000 --> 00:14:13.520]  耶和華的使者、耶和華的天使
[00:14:13.520 --> 00:14:16.640]  就是未到成肉身的耶穌基督
[00:14:16.640 --> 00:14:19.920]  這個在聖經裡面很清楚
[00:14:19.920 --> 00:14:22.720]  而在約書亞記裡面
[00:14:22.720 --> 00:14:25.120]  我們看到真的有一位使者
[00:14:25.120 --> 00:14:27.920]  帶領他們進入迦南地
[00:14:27.920 --> 00:14:31.120]  當他們打耶利哥那場仗的時候
[00:14:31.120 --> 00:14:32.720]  不費一兵一卒
[00:14:32.720 --> 00:14:37.520]  就是耶和華的使者自己幫他們打的那場仗
[00:14:37.520 --> 00:14:41.040]  在約書亞記的第五章我們看到
[00:14:41.040 --> 00:14:43.440]  其實未進入耶利哥城
[00:14:43.440 --> 00:14:48.800]  約書亞已經預見有耶和華軍隊的元帥
[00:14:48.800 --> 00:14:51.760]  你記不記得耶和華軍隊的元帥
[00:14:51.760 --> 00:14:54.320]  跟約書亞說什麼?
[00:14:54.320 --> 00:14:57.520]  「脫下你腳上的鞋」
[00:14:57.520 --> 00:14:58.800]  很有趣
[00:14:58.800 --> 00:15:00.000]  如果你記得的話
[00:15:00.000 --> 00:15:02.960]  這正是出埃及記第三章
[00:15:02.960 --> 00:15:08.160]  當摩西到山上看到有荊棘火焰
[00:15:08.160 --> 00:15:12.080]  有耶和華的使者在荊棘火焰裡面
[00:15:12.080 --> 00:15:14.480]  耶和華的使者呼叫出來說
[00:15:14.480 --> 00:15:17.280]  「你站的地就是聖地」
[00:15:17.280 --> 00:15:19.600]  「你要將你的鞋脫下來」
[00:15:19.600 --> 00:15:21.120]  一模一樣
[00:15:21.120 --> 00:15:24.000]  兩位看到的都是耶和華使者
[00:15:24.000 --> 00:15:27.360]  都是未到成肉身的耶穌基督
[00:15:27.360 --> 00:15:29.120]  我們怎麼知道?
[00:15:29.120 --> 00:15:32.560]  因為約翰福音的一章十八節告訴我們
[00:15:32.560 --> 00:15:35.360]  從來沒有人看見神
[00:15:35.360 --> 00:15:39.360]  是他懷裡的獨身子將祂表明出來
[00:15:39.360 --> 00:15:41.760]  在聖經裡面從來沒有人見過神
[00:15:41.760 --> 00:15:43.200]  因為神是零
[00:15:43.200 --> 00:15:47.360]  所有見得到的都是耶穌基督
[00:15:47.360 --> 00:15:51.120]  因為祂就要將祂的父表明出來
[00:15:51.120 --> 00:15:53.200]  其實你看到在聖經裡面
[00:15:53.200 --> 00:15:57.280]  很明顯是將摩西和約書亞來比較
[00:15:57.280 --> 00:15:59.520]  大家都看到耶和華的使者
[00:15:59.520 --> 00:16:01.200]  大家都要脫鞋
[00:16:01.200 --> 00:16:04.000]  摩西帶領以色列人出埃及
[00:16:04.000 --> 00:16:05.520]  過紅海
[00:16:05.520 --> 00:16:09.040]  約書亞帶領以色列人過約旦河
[00:16:09.040 --> 00:16:11.120]  進入英許之地
[00:16:11.120 --> 00:16:14.320]  非常非常相似
[00:16:14.320 --> 00:16:16.000]  另外有一樣我們知道
[00:16:16.000 --> 00:16:19.920]  這一位是未到成肉身的耶穌基督
[00:16:19.920 --> 00:16:23.840]  因為經文說你們不要激怒祂
[00:16:23.840 --> 00:16:26.400]  祂不會赦免你們
[00:16:26.400 --> 00:16:29.840]  原文不會赦免這個字的意思
[00:16:29.840 --> 00:16:32.560]  就是不會承擔你們的罪
[00:16:32.560 --> 00:16:36.080]  不會拿走你們的罪
[00:16:36.080 --> 00:16:37.360]  有沒有意思
[00:16:37.360 --> 00:16:39.040]  誰承擔我們的罪
[00:16:39.040 --> 00:16:41.120]  誰拿走我們的罪
[00:16:41.120 --> 00:16:43.040]  就是耶穌基督自己
[00:16:43.040 --> 00:16:44.880]  所以很明顯這一節的經文
[00:16:44.880 --> 00:16:48.240]  是說未到成肉身的耶穌基督
[00:16:48.240 --> 00:16:49.600]  但是這一節的經文
[00:16:49.600 --> 00:16:53.040]  也可以用在約書亞的身上
[00:16:53.040 --> 00:16:54.080]  為什麼
[00:16:54.080 --> 00:16:57.280]  經文說在路上祂要保護你
[00:16:57.280 --> 00:17:00.720]  令你到我所預備的地方去
[00:17:00.720 --> 00:17:03.920]  是誰帶領以色列人進入迦蘭地
[00:17:03.920 --> 00:17:05.840]  是約書亞
[00:17:05.840 --> 00:17:08.320]  但是有一樣東西很有趣
[00:17:08.320 --> 00:17:11.760]  為什麼我的名字就是祂
[00:17:11.760 --> 00:17:14.640]  我的名字在祂的身上
[00:17:14.640 --> 00:17:16.320]  我們要明白
[00:17:16.320 --> 00:17:17.600]  我們要知道
[00:17:17.600 --> 00:17:21.680]  文素記的十三章八節和十三章十六節
[00:17:21.680 --> 00:17:25.760]  就是我們今天周長老和我們讀過的經文
[00:17:25.760 --> 00:17:28.960]  當摩西揀選十二個探子的時候
[00:17:28.960 --> 00:17:32.720]  他揀選其中一個就是約書亞
[00:17:32.720 --> 00:17:34.160]  十三章八節
[00:17:34.160 --> 00:17:40.320]  說屬以法連之派的有亂的兒子賀西亞
[00:17:40.320 --> 00:17:43.920]  你說那只不過是賀西亞
[00:17:43.920 --> 00:17:46.880]  但是你讀完十三章的十六節
[00:17:46.880 --> 00:17:52.000]  摩西就稱亂的兒子賀西亞為約書亞
[00:17:52.000 --> 00:17:56.080]  摩西幫賀西亞改名叫做約書亞
[00:17:56.080 --> 00:17:59.360]  賀西亞和約書亞有什麼分別
[00:17:59.360 --> 00:18:02.960]  賀西亞是救主Savior
[00:18:02.960 --> 00:18:08.400]  但是約書亞是Yahushua希伯來文
[00:18:08.400 --> 00:18:11.840]  就是耶和華是救主
[00:18:11.840 --> 00:18:14.160]  加上耶和華上去
[00:18:14.160 --> 00:18:17.840]  這是希伯來文耶和華是救主
[00:18:17.840 --> 00:18:22.320]  希臘文的耶和華是救主是什麼名字
[00:18:22.320 --> 00:18:24.480]  是耶穌
[00:18:24.480 --> 00:18:27.440]  兩個名字其實是同一個名字
[00:18:27.440 --> 00:18:31.280]  一個是希臘文一個是希伯來文
[00:18:31.280 --> 00:18:34.720]  如果你手頭上有King James Version
[00:18:34.720 --> 00:18:37.840]  打開《使徒行傳》的七章四十五節
[00:18:37.840 --> 00:18:41.120]  或者希伯來書的四章八節
[00:18:41.120 --> 00:18:46.160]  當King James形容舊約的約書亞Joshua
[00:18:46.160 --> 00:18:47.680]  翻譯做什麼
[00:18:47.680 --> 00:18:50.080]  因為新約是希臘文
[00:18:50.080 --> 00:18:52.320]  翻譯做Jesus
[00:18:52.320 --> 00:18:56.080]  將舊約的Joshua翻譯做Jesus
[00:18:56.080 --> 00:18:59.120]  就是約書亞翻譯做耶穌
[00:18:59.120 --> 00:19:00.560]  很有趣
[00:19:00.560 --> 00:19:02.880]  兩個人有同一個名字
[00:19:02.880 --> 00:19:07.040]  兩個人做的事情都是非常相似
[00:19:07.040 --> 00:19:12.960]  在約書亞記是約書亞帶領以色列人進入英許之地
[00:19:12.960 --> 00:19:15.200]  征服英許之地
[00:19:15.200 --> 00:19:22.320]  啟示錄是耶穌基督帶領眾聖徒回到這個世上
[00:19:22.320 --> 00:19:25.760]  征服統治這個世界
[00:19:25.760 --> 00:19:28.560]  大家記不記得在啟示錄的第五章
[00:19:28.560 --> 00:19:32.720]  在天上有一部書卷沒有人能夠打開
[00:19:32.720 --> 00:19:35.680]  只有被殺的羔羊能夠打開
[00:19:35.680 --> 00:19:37.680]  這一部是什麼書
[00:19:37.680 --> 00:19:40.160]  這一部就是地球的契約
[00:19:40.160 --> 00:19:41.760]  世上的契約
[00:19:41.760 --> 00:19:45.280]  能夠打開地上的契約的
[00:19:45.280 --> 00:19:48.560]  就是能夠征服統治這個世界
[00:19:48.560 --> 00:19:50.880]  耶穌基督就是那一位
[00:19:50.880 --> 00:19:54.080]  我們看到不單止名字一樣
[00:19:54.080 --> 00:19:59.280]  約書亞記和啟示錄有很多很多相似的地方
[00:19:59.280 --> 00:20:00.880]  在這個系列裡面
[00:20:00.880 --> 00:20:05.200]  我會將所有相似的地方都指出來給大家看
[00:20:05.200 --> 00:20:08.400]  你們可能會覺得非常驚訝
[00:20:08.400 --> 00:20:13.040]  其實約書亞記可以說是啟示錄的預言
[00:20:13.040 --> 00:20:17.040]  是舊約的預言
[00:20:17.040 --> 00:20:20.880]  約書亞記成書的日期又是何時呢
[00:20:20.880 --> 00:20:24.240]  我們知道約書亞寫約書亞記的時候
[00:20:24.240 --> 00:20:25.920]  經文說「拉合」
[00:20:25.920 --> 00:20:29.200]  這個妓女拉合仍然活著
[00:20:29.200 --> 00:20:33.360]  在約書亞記的六章二十五節
[00:20:33.360 --> 00:20:35.360]  拉合是誰
[00:20:35.360 --> 00:20:37.840]  根據《馬太福音》的第一章
[00:20:37.840 --> 00:20:40.800]  耶穌基督的家譜告訴我們
[00:20:40.800 --> 00:20:45.840]  拉合就是耶穌基督的真真祖母
[00:20:45.840 --> 00:20:49.440]  當時拉合仍然活著
[00:20:49.440 --> 00:20:53.120]  另外在約書亞記的十五章六十三節
[00:20:53.120 --> 00:20:57.040]  說猶太人不能把耶布斯人趕出去
[00:20:57.040 --> 00:20:59.520]  耶布斯人就在耶路撒冷
[00:20:59.520 --> 00:21:03.040]  與猶太人同住直到今日
[00:21:03.040 --> 00:21:05.600]  約書亞寫約書亞記的時候
[00:21:05.600 --> 00:21:08.560]  耶布斯人未被趕出去
[00:21:08.560 --> 00:21:10.880]  他們是何時被趕出去的
[00:21:10.880 --> 00:21:12.400]  是被大衛
[00:21:12.400 --> 00:21:15.040]  當大衛成為以色列王
[00:21:15.040 --> 00:21:18.240]  在撒姆爾夏的五章五到九節
