
[00:00:00.000 --> 00:00:03.000]  我在青年團契的時候
[00:06:09.000 --> 00:06:11.000]  基督徒就好像一個
[00:06:11.000 --> 00:06:13.000]  剛剛出生的嬰兒
[00:06:13.000 --> 00:06:15.000]  剛剛出生的嬰兒
[00:06:15.000 --> 00:06:17.000]  最好的營養是什麼呢
[00:06:17.000 --> 00:06:21.000]  就是媽媽給他的那些奶
[00:06:21.000 --> 00:06:26.000]  就是母乳
[00:06:26.000 --> 00:06:29.000]  一個嬰兒一個初生的嬰孩
[00:06:29.000 --> 00:06:34.000]  每天要喝多少次奶呢
[00:06:34.000 --> 00:06:39.000]  你問我我告訴你是不準的
[00:06:39.000 --> 00:06:45.000]  因為我完全沒有經驗
[00:06:45.000 --> 00:06:51.000]  到底是每四個小時喝一次
[00:06:51.000 --> 00:06:54.000]  每三個小時喝一次
[00:06:54.000 --> 00:06:56.000]  每六個小時喝一次
[00:06:56.000 --> 00:06:58.000]  似乎我問每一個媽媽
[00:06:58.000 --> 00:07:05.000]  都給不到一個答案
[00:07:05.000 --> 00:07:08.000]  可不可以一天只喝一次呢
[00:07:08.000 --> 00:07:14.000]  可不可以 會不會大呢
[00:07:14.000 --> 00:07:19.000]  真的不可以嗎
[00:07:19.000 --> 00:07:24.000]  可不可以一個星期喝一次呢
[00:07:24.000 --> 00:07:29.000]  會不會大呢
[00:07:29.000 --> 00:07:32.000]  彼得就是用了這個比喻
[00:07:32.000 --> 00:07:35.000]  比喻我們基督徒
[00:07:35.000 --> 00:07:39.000]  無論我們信了主
[00:07:39.000 --> 00:07:43.000]  一年 五年 十年 或者是五十年
[00:07:43.000 --> 00:07:46.000]  我們都要好像一個
[00:07:46.000 --> 00:07:49.000]  剛剛出生的嬰兒一樣
[00:07:49.000 --> 00:07:52.000]  好像不是真的這樣
[00:07:52.000 --> 00:07:54.000]  好像一個這樣的嬰兒一樣
[00:07:54.000 --> 00:07:58.000]  去渴慕去得到一些足夠的養份
[00:07:58.000 --> 00:08:06.000]  令到我們的生命可以成長
[00:08:06.000 --> 00:08:12.000]  彼得不是叫我們永遠要做嬰兒
[00:08:12.000 --> 00:08:15.000]  而是要好像一個剛剛出生的嬰兒
[00:08:15.000 --> 00:08:22.000]  很需要養份的情況一樣
[00:08:22.000 --> 00:08:26.000]  要去飲母乳
[00:08:26.000 --> 00:08:28.000]  而在聖經裏面講到
[00:08:28.000 --> 00:08:32.000]  這個就是屬靈的奶
[00:08:32.000 --> 00:08:34.000]  因為在原文裏面
[00:08:34.000 --> 00:08:36.000]  這個奶這個字
[00:08:36.000 --> 00:08:38.000]  靈奶這個字
[00:08:38.000 --> 00:08:41.000]  它是指到我們在思想上
[00:08:41.000 --> 00:08:44.000]  所需要的那些奶
[00:08:44.000 --> 00:08:46.000]  所以中文聖經翻譯得幾好的
[00:08:46.000 --> 00:08:48.000]  這個是一個靈奶
[00:08:48.000 --> 00:08:49.000]  就是我們靈裏面
[00:08:49.000 --> 00:08:51.000]  所需要的這些養份
[00:08:51.000 --> 00:08:54.000]  基督徒是需要什麼樣的養份
[00:08:54.000 --> 00:08:56.000]  以致我們基督徒的生命
[00:08:56.000 --> 00:09:01.000]  能夠不斷地成長呢?
[00:09:01.000 --> 00:09:03.000]  如果你翻譯聖經翻得快
[00:09:03.000 --> 00:09:07.000]  你可以翻開彼得前書第二章
[00:09:07.000 --> 00:09:10.000]  但是我會看第一章後面那幾節
[00:09:10.000 --> 00:09:11.000]  我會讀出來
[00:09:11.000 --> 00:09:12.000]  如果你有想的話
[00:09:12.000 --> 00:09:16.000]  你可以翻開聖經彼得前書第一章
[00:09:16.000 --> 00:09:18.000]  第23節
[00:09:18.000 --> 00:09:20.000]  聖經是這樣講的
[00:09:20.000 --> 00:09:25.000]  你們蒙了重生不是由於能壞的種子
[00:09:25.000 --> 00:09:28.000]  而是由於不能壞的種子
[00:09:28.000 --> 00:09:34.000]  是藉著神活潑常存的道
[00:09:34.000 --> 00:09:37.000]  因為凡有血氣的盡都如草
[00:09:37.000 --> 00:09:40.000]  他的美榮都像草上的花
[00:09:40.000 --> 00:09:42.000]  草是必枯乾
[00:09:42.000 --> 00:09:44.000]  花必凋謝
[00:09:44.000 --> 00:09:50.000]  唯有主的道是永存的
[00:09:50.000 --> 00:09:51.000]  然後第二章就說
[00:09:51.000 --> 00:09:53.000]  所以你們要做這件事
[00:09:53.000 --> 00:09:56.000]  所以你們要像一個嬰兒一樣
[00:09:56.000 --> 00:09:58.000]  去學武這個靈奶
[00:09:58.000 --> 00:10:02.000]  基督徒的靈奶是什麼呢?
[00:10:02.000 --> 00:10:05.000]  是神的道
[00:10:05.000 --> 00:10:11.000]  是唯有神的道令我們成長
[00:10:11.000 --> 00:10:15.000]  所以基督徒的生命
[00:10:15.000 --> 00:10:22.000]  不是因為我們上了教會多少年
[00:10:22.000 --> 00:10:25.000]  不是因為我們信了多久
[00:10:25.000 --> 00:10:27.000]  我們的生命的成長
[00:10:27.000 --> 00:10:32.000]  是由於我們吃了多少靈奶
[00:10:32.000 --> 00:10:40.000]  看了多少聖經
[00:10:40.000 --> 00:10:43.000]  如果一個初生的嬰兒
[00:10:43.000 --> 00:10:46.000]  一天要喝多少次奶
[00:10:46.000 --> 00:10:50.000]  五次?四次?
[00:10:50.000 --> 00:10:54.000]  令到他可以繼續長大的話
[00:10:54.000 --> 00:11:00.000]  基督徒每天應該多少次去看聖經呢?
[00:11:00.000 --> 00:11:06.000]  應該多少次去默想聖經呢?
[00:11:06.000 --> 00:11:10.000]  有時候問一些弟兄姊妹
[00:11:10.000 --> 00:11:14.000]  有沒有靈修?
[00:11:14.000 --> 00:11:16.000]  有些弟兄姊妹就說
[00:11:16.000 --> 00:11:21.000]  我有祈禱的
[00:11:21.000 --> 00:11:24.000]  就是說我沒有讀聖經
[00:11:24.000 --> 00:11:26.000]  我不好意思說
[00:11:26.000 --> 00:11:30.000]  我就說我有祈禱的
[00:11:30.000 --> 00:11:33.000]  在彼得前書裡告訴我們
[00:11:33.000 --> 00:11:39.000]  唯一令到我們成長的是神的道
[00:11:39.000 --> 00:11:41.000]  是神的話
[00:11:41.000 --> 00:11:45.000]  我們不是靠祈禱去成長
[00:11:45.000 --> 00:11:49.000]  我們不是靠奉獻去成長
[00:11:49.000 --> 00:11:55.000]  我們不是靠侍奉去成長
[00:11:55.000 --> 00:12:00.000]  我們不是靠幫別人去成長
[00:12:00.000 --> 00:12:04.000]  雖然我們是需要去祈禱
[00:12:04.000 --> 00:12:08.000]  雖然我們是需要去侍奉
[00:12:08.000 --> 00:12:11.000]  雖然我們是需要去幫助別人
[00:12:11.000 --> 00:12:17.000]  但是唯一令到基督徒的生命去成長的是神的話
[00:12:17.000 --> 00:12:19.000]  沒有其他東西
[00:12:19.000 --> 00:12:21.000]  這個就是我們的靈脈
[00:12:21.000 --> 00:12:24.000]  你一個禮拜只讀一次的聖經
[00:12:24.000 --> 00:12:27.000]  就好像一個初生的嬰孩
[00:12:27.000 --> 00:12:30.000]  一個禮拜只喝一次奶一樣
[00:12:30.000 --> 00:12:36.000]  是可能很勉強
[00:12:36.000 --> 00:12:42.000]  很勉強維持到生命
[00:12:42.000 --> 00:12:47.000]  第二幅圖畫
[00:12:47.000 --> 00:12:54.000]  就比喻成為一個石頭
[00:12:54.000 --> 00:12:58.000]  聖經就說是一個活著的石頭
[00:12:58.000 --> 00:13:00.000]  活石
[00:13:00.000 --> 00:13:05.000]  基督徒就好像一塊活的石頭
[00:13:05.000 --> 00:13:11.000]  他首先就說我們基督就是這個活石
[00:13:11.000 --> 00:13:13.000]  而我們要似基督
[00:13:13.000 --> 00:13:17.000]  所以我們就是似一個活石
[00:13:17.000 --> 00:13:18.000]  聖經這樣說的
[00:13:18.000 --> 00:13:19.000]  第四節
[00:13:19.000 --> 00:13:24.000]  主乃是活石 固然是被人所棄
[00:13:24.000 --> 00:13:28.000]  但是神是揀選的 是寶貴的
[00:13:28.000 --> 00:13:29.000]  第五節就是說
[00:13:29.000 --> 00:13:36.000]  你們來到主面前也就像活石
[00:13:36.000 --> 00:13:40.000]  被建造成為靈宮
[00:13:40.000 --> 00:13:43.000]  屬靈的居所
[00:13:43.000 --> 00:13:49.000]  就是說就被建立成為教會
[00:13:49.000 --> 00:13:53.000]  你們就要被建造成為教會
[00:13:53.000 --> 00:13:55.000]  作聖潔的祭司
[00:13:55.000 --> 00:14:00.000]  藉著耶穌基督奉獻神所熱立的靈制
[00:14:00.000 --> 00:14:02.000]  要奉獻一個靈制
[00:14:02.000 --> 00:14:04.000]  這個我們一會兒再說
[00:14:04.000 --> 00:14:06.000]  第六節再說
[00:14:06.000 --> 00:14:09.000]  引用了一些舊約的經卷
[00:14:09.000 --> 00:14:16.000]  他說看下我把所揀選所寶貴的房閣石放在石安
[00:14:16.000 --> 00:14:18.000]  信靠他的人必不至羞愧
[00:14:18.000 --> 00:14:20.000]  所以他在你們信的人
[00:14:20.000 --> 00:14:22.000]  在信的人就看為寶貴
[00:14:22.000 --> 00:14:25.000]  在不信的人
[00:14:25.000 --> 00:14:28.000]  就好像舊約的經卷所說
[00:14:28.000 --> 00:14:31.000]  將人所棄的石頭已作了房閣石的頭塊石頭
[00:14:31.000 --> 00:14:34.000]  又說作了半跌的石頭
[00:14:34.000 --> 00:14:36.000]  跌人的盤石
[00:14:36.000 --> 00:14:40.000]  他們既不順從就從道理上半跌
[00:14:40.000 --> 00:14:47.000]  他們這樣半跌也是必然的
[00:14:47.000 --> 00:14:49.000]  不是預定論
[00:14:49.000 --> 00:14:51.000]  是必然的
[00:14:51.000 --> 00:14:54.000]  你們好像一個石頭
[00:14:54.000 --> 00:14:56.000]  我們必須要明白
[00:14:56.000 --> 00:15:00.000]  第一就是我們要好像一個石頭
[00:15:00.000 --> 00:15:04.000]  而這個石頭就是耶穌基督
[00:15:04.000 --> 00:15:09.000]  第二就是我們也要像耶穌基督一樣
[00:15:09.000 --> 00:15:13.000]  在這個居所這個靈宮這個教會裏
[00:15:13.000 --> 00:15:16.000]  成為其中一塊的石頭
[00:15:16.000 --> 00:15:20.000]  因為耶穌已經做了最基本最重要的基石
[00:15:20.000 --> 00:15:26.000]  我們在這個基石上踏上去成為其他的石頭
[00:15:26.000 --> 00:15:29.000]  而耶穌基督這個石頭
[00:15:29.000 --> 00:15:34.000]  對於信的人相信耶穌基督是這個教會的基石
[00:15:34.000 --> 00:15:37.000]  相信耶穌基督能夠從死裏復活
[00:15:37.000 --> 00:15:39.000]  讓我們有這個得救的確據
[00:15:39.000 --> 00:15:41.000]  對於信的人來說
[00:15:41.000 --> 00:15:44.000]  這個就是一個寶貝
[00:15:44.000 --> 00:15:46.000]  是一個好消息
[00:15:46.000 --> 00:15:48.000]  對於不信的人來說
[00:15:48.000 --> 00:15:51.000]  這個是一個半倒的石頭
[00:15:51.000 --> 00:15:54.000]  是什麼意思?
[00:15:54.000 --> 00:15:56.000]  很簡單
[00:15:56.000 --> 00:16:01.000]  如果我們不相信這個真理
[00:16:01.000 --> 00:16:03.000]  我們不去遵行的話
[00:16:03.000 --> 00:16:06.000]  我們就自己半跌自己
[00:16:06.000 --> 00:16:10.000]  好像香港政府經常說
[00:16:10.000 --> 00:16:14.000]  你不要喝了酒又開車
[00:16:14.000 --> 00:16:17.000]  很危險的
[00:16:17.000 --> 00:16:20.000]  如果我不信
[00:16:20.000 --> 00:16:23.000]  我不信我又要喝酒
[00:16:23.000 --> 00:16:25.000]  又要開車
[00:16:25.000 --> 00:16:28.000]  結果有車禍
[00:16:28.000 --> 00:16:31.000]  這個就像聖經所說
[00:16:31.000 --> 00:16:36.000]  這樣半跌也是必然的結果
[00:16:36.000 --> 00:16:39.000]  這個不是意外
[00:16:39.000 --> 00:16:42.000]  如果我喝了酒開車而發生了車禍
[00:16:42.000 --> 00:16:44.000]  這個並不是意外
[00:16:44.000 --> 00:16:48.000]  反而是一個意料中事
[00:16:48.000 --> 00:16:52.000]  喝了酒去開車就會有意外
[00:16:52.000 --> 00:16:56.000]  沒有意外才是幸運
[00:16:56.000 --> 00:16:59.000]  如果我們不相信這個真理
[00:16:59.000 --> 00:17:01.000]  而我們跌倒的話
[00:17:01.000 --> 00:17:03.000]  這個就是意料中事
[00:17:03.000 --> 00:17:05.000]  我們如果不是在這個基石裏
[00:17:05.000 --> 00:17:08.000]  去建立我們自己的生命
[00:17:08.000 --> 00:17:10.000]  這個就不是基督徒
[00:17:10.000 --> 00:17:11.000]  如果我們是基督徒
[00:17:11.000 --> 00:17:14.000]  我們就必須要在這個基礎上
[00:17:14.000 --> 00:17:18.000]  去建立我們自己的生命
[00:17:18.000 --> 00:17:21.000]  而基督徒就是這個石頭
[00:17:21.000 --> 00:17:26.000]  即是說我們和我們旁邊的那位基督徒
[00:17:26.000 --> 00:17:28.000]  我們是一起的
[00:17:28.000 --> 00:17:32.000]  互相疊在一起
[00:17:32.000 --> 00:17:37.000]  去建造成為了一個屬靈的群體
[00:17:37.000 --> 00:17:39.000]  也就是說
[00:17:39.000 --> 00:17:42.000]  我們和我們旁邊的弟兄姊妹
[00:17:42.000 --> 00:17:45.000]  有一個很重要的關係
[00:17:45.000 --> 00:17:48.000]  有一個團契的關係
[00:17:48.000 --> 00:17:50.000]  是密切的關係
[00:17:50.000 --> 00:17:52.000]  是不可分割的關係
[00:17:52.000 --> 00:17:53.000]  你去想一想
[00:17:53.000 --> 00:17:57.000]  如果我要建造這個建築物
[00:17:57.000 --> 00:17:59.000]  但是其中一個石頭就說
[00:17:59.000 --> 00:18:04.000]  我不喜歡和它在一起
[00:18:04.000 --> 00:18:06.000]  我先走了
[00:18:06.000 --> 00:18:07.000]  你繼續在這裏
[00:18:07.000 --> 00:18:09.000]  突然間在牆裏面
[00:18:09.000 --> 00:18:13.000]  有一塊磚拔了出來
[00:18:13.000 --> 00:18:14.000]  其中有些磚就說
[00:18:14.000 --> 00:18:16.000]  你不要靠得這麼近行不行
[00:18:16.000 --> 00:18:18.000]  我不喜歡你靠得這麼近
[00:18:18.000 --> 00:18:22.000]  鬆一點行不行
[00:18:22.000 --> 00:18:29.000]  這一座建築物就變成為危樓
[00:18:29.000 --> 00:18:34.000]  鬆鬆的
[00:18:34.000 --> 00:18:37.000]  我們被建造成為這個靈宮
[00:18:37.000 --> 00:18:40.000]  這個教會
[00:18:40.000 --> 00:18:42.000]  我們每一個都是一個石頭
[00:18:42.000 --> 00:18:44.000]  是活著的石頭
[00:18:44.000 --> 00:18:46.000]  不是死了
[00:18:46.000 --> 00:18:48.000]  懂得說話的 懂得看東西 懂得吃東西的
[00:18:48.000 --> 00:18:50.000]  我們就是這個活石
[00:18:50.000 --> 00:18:56.000]  我們彼此要建立這個緊密的關係
[00:18:56.000 --> 00:19:01.000]  才能夠建成這個屬靈的群體
[00:19:01.000 --> 00:19:07.000]  在2014年1月2月的
[00:19:07.000 --> 00:19:09.000]  基督教書展那裏
[00:19:09.000 --> 00:19:11.000]  其中有一本書
[00:19:11.000 --> 00:19:18.000]  是位居於最暢銷的書裏排第五位
[00:19:18.000 --> 00:19:20.000]  這本書就是
[00:19:20.000 --> 00:19:22.000]  德國的神學家潘霍華
[00:19:22.000 --> 00:19:26.000]  所寫的《團契生活》
[00:19:26.000 --> 00:19:31.000]  是在1938年在獄中寫成
[00:19:31.000 --> 00:19:36.000]  1939年被出版成為這本書
[00:19:36.000 --> 00:19:39.000]  《Life Together》
[00:19:39.000 --> 00:19:41.000]  竟然這一本
[00:19:41.000 --> 00:19:45.000]  已經有76年的歷史的一本舊書
[00:19:45.000 --> 00:19:47.000]  竟然會在2014年的時候
[00:19:47.000 --> 00:19:50.000]  成為基督徒所喜愛
[00:19:50.000 --> 00:19:55.000]  最暢銷的一本基督教書籍之一
[00:19:55.000 --> 00:19:57.000]  奇不奇怪
[00:19:57.000 --> 00:20:00.000]  70多年了 已經是舊書了
[00:20:00.000 --> 00:20:06.000]  比剛才那本如是基督教還舊
[00:20:06.000 --> 00:20:08.000]  這本《團契生活》所寫的
[00:20:08.000 --> 00:20:12.000]  並不是寫我們每一個禮拜
[00:20:12.000 --> 00:20:16.000]  有一個團契那種的團契
[00:20:16.000 --> 00:20:22.000]  而是潘霍華他去記載
[00:20:22.000 --> 00:20:25.000]  他在德國一個地方
[00:20:25.000 --> 00:20:27.000]  叫做Finkelhorn
[00:20:27.000 --> 00:20:29.000]  一個地區 一間神學院
[00:20:29.000 --> 00:20:32.000]  他和二十幾位的神學生
[00:20:32.000 --> 00:20:38.000]  一起渡過神學生活的內容
[00:20:38.000 --> 00:20:42.000]  就是寫了出來
[00:20:42.000 --> 00:20:47.000]  怎樣去過一個基督徒的生活
[00:20:47.000 --> 00:20:50.000]  他這樣去定義這個團契
[00:20:50.000 --> 00:20:54.000]  他說是藉著耶穌基督
[00:20:54.000 --> 00:20:59.000]  和在耶穌基督裡的群體
[00:20:59.000 --> 00:21:02.000]  Through Jesus Christ
[00:21:02.000 --> 00:21:05.000]  In Jesus Christ
[00:21:05.000 --> 00:21:07.000]  是藉著耶穌基督
[00:21:07.000 --> 00:21:11.000]  在耶穌基督裡的群體
[00:21:11.000 --> 00:21:15.000]  信徒團契是透過耶穌基督
[00:21:15.000 --> 00:21:18.000]  也是在耶穌基督裡的
[00:21:18.000 --> 00:21:22.000]  一種甜蜜和諧的生活
[00:21:22.000 --> 00:21:25.000]  我們透過耶穌基督
[00:21:25.000 --> 00:21:33.000]  也在耶穌基督裡才彼此相熟
[00:21:33.000 --> 00:21:36.000]  一個信徒和另外一個信徒
[00:21:36.000 --> 00:21:39.000]  能夠有一個這樣和諧的關係
[00:21:39.000 --> 00:21:42.000]  不會覺得他們是左手左腳
[00:21:42.000 --> 00:21:46.000]  是因為我們中間有一些膠水
[00:21:46.000 --> 00:21:48.000]  或者一些紅毛泥
[00:21:48.000 --> 00:21:52.000]  去將兩個磚兩個石黏在一起
[00:21:52.000 --> 00:21:54.000]  那些紅毛泥是什麼呢
[00:21:54.000 --> 00:21:57.000]  就是耶穌基督他自己
[00:21:57.000 --> 00:22:00.000]  是唯有我們透過耶穌基督
[00:22:00.000 --> 00:22:03.000]  和在耶穌基督裡
[00:22:03.000 --> 00:22:05.000]  我們才能夠和弟兄姊妹
[00:22:05.000 --> 00:22:12.000]  建立一種和諧合一的團契的關係
[00:22:12.000 --> 00:22:15.000]  任何一個人我們偏離了基石
[00:22:15.000 --> 00:22:18.000]  我們不愛慕耶穌基督
[00:22:18.000 --> 00:22:20.000]  我們不信靠耶穌基督
[00:22:20.000 --> 00:22:23.000]  都不能夠在這個教會當中
[00:22:23.000 --> 00:22:27.000]  去建立一個緊密和親切的關係
[00:22:27.000 --> 00:22:32.000]  彼得他用初生的嬰孩去比喻基督徒
[00:22:32.000 --> 00:22:34.000]  給我們一個努力的方向
[00:22:34.000 --> 00:22:37.000]  就是我們需要成長
[00:22:37.000 --> 00:22:41.000]  彼得他用了一個石頭去比喻一個基督徒
[00:22:41.000 --> 00:22:44.000]  提醒我們努力的方向就是
[00:22:44.000 --> 00:22:48.000]  我們要建立一個合一團契的關係
[00:22:48.000 --> 00:22:52.000]  彼得給我們有第三個圖畫
[00:22:52.000 --> 00:22:57.000]  告訴我們我們是一個祭司
[00:22:57.000 --> 00:22:59.000]  祭司對於我們今天來說
[00:22:59.000 --> 00:23:05.000]  是一個完全要超越時空的觀念
[00:23:05.000 --> 00:23:08.000]  祭司就好像在舊約裡
[00:23:08.000 --> 00:23:14.000]  亞倫成為了大祭司
[00:23:14.000 --> 00:23:17.000]  在今天我們聽到這個祭司
[00:23:17.000 --> 00:23:19.000]  似乎我們會聯想到
[00:23:19.000 --> 00:23:21.000]  如果你有上網的話
[00:23:21.000 --> 00:23:26.000]  可能會聯想到一些異教徒
[00:23:26.000 --> 00:23:28.000]  他們所信的那些祭司
[00:23:28.000 --> 00:23:32.000]  如果你是在英文世界的人的話
[00:23:32.000 --> 00:23:33.000]  你就會發覺到
[00:23:33.000 --> 00:23:37.000]  其實在天主教裡面所稱的神父
[00:23:37.000 --> 00:23:40.000]  就是叫祂做祭司的priest
[00:23:40.000 --> 00:23:42.000]  在聖公會叫那些牧師
[00:23:42.000 --> 00:23:48.000]  在英文仍然是叫祂做priest
[00:23:48.000 --> 00:23:52.000]  仍然是沿用了在舊約聖經的觀念
[00:23:52.000 --> 00:23:56.000]  不過基督教我們中文
[00:23:56.000 --> 00:23:59.000]  我們就不用這個字
[00:23:59.000 --> 00:24:02.000]  我們不會說周祭司
[00:24:02.000 --> 00:24:06.000]  就是周牧師
[00:24:06.000 --> 00:24:08.000]  聖經就是這樣說
[00:24:08.000 --> 00:24:10.000]  在第五節
[00:24:10.000 --> 00:24:12.000]  剛才讀過了
[00:24:12.000 --> 00:24:14.000]  祂說你們要成為靈公
[00:24:14.000 --> 00:24:17.000]  作聖潔的祭司
[00:24:17.000 --> 00:24:24.000]  藉著耶穌基督奉獻神所玉立的靈祭
[00:24:24.000 --> 00:24:27.000]  祭司獻上靈祭
[00:24:27.000 --> 00:24:28.000]  第九節
[00:24:28.000 --> 00:24:29.000]  這個我們很熟悉
[00:24:29.000 --> 00:24:32.000]  唯有你們是被揀選的族類
[00:24:32.000 --> 00:24:35.000]  是有君尊的祭司
[00:24:35.000 --> 00:24:38.000]  用了兩個形容詞去形容這個祭司
[00:24:38.000 --> 00:24:40.000]  第一個就是聖潔的祭司
[00:24:40.000 --> 00:24:43.000]  第二個就是君尊的祭司
[00:24:43.000 --> 00:24:53.000]  是說到這個祭司的要求和祭司的身份
[00:24:53.000 --> 00:24:55.000]  雖然要超越時空
[00:24:55.000 --> 00:24:56.000]  不過大家都可能要知道
[00:24:56.000 --> 00:24:59.000]  在舊約裏面祭司是很重要的
