
[00:00:00.000 --> 00:00:05.180]  教會的題目就是講今年的主題就是教會一家
[00:07:59.000 --> 00:08:01.400]  我們不是倒模出來的
[00:08:01.400 --> 00:08:04.400]  我們是各有特色的
[00:08:04.400 --> 00:08:07.080]  神給人有不同的性格
[00:08:07.560 --> 00:08:10.960]  不同的性格可以來但是去面對不同的人
[00:08:10.960 --> 00:08:13.960]  我記得我剛剛讀神學的時候
[00:08:13.960 --> 00:08:15.960]  讀了第一年我已經想放棄了
[00:08:15.960 --> 00:08:18.200]  不是因為讀書難
[00:08:18.200 --> 00:08:21.840]  坦白說我讀書的成績也不是太差的
[00:08:21.840 --> 00:08:24.120]  但是生活上太辛苦了
[00:08:24.120 --> 00:08:26.120]  我的性格如果熟悉
[00:08:26.120 --> 00:08:27.720]  我就知道我是一個較為開朗
[00:08:27.720 --> 00:08:28.800]  喜歡跳跳踩踩的人
[00:08:28.800 --> 00:08:29.920]  特別是那個年代
[00:08:29.920 --> 00:08:31.160]  二十歲小孩
[00:08:31.160 --> 00:08:32.320]  是跳跳踩踩的
[00:08:32.320 --> 00:08:34.240]  走樓梯我不會逐步逐步走的
[00:08:34.240 --> 00:08:35.600]  是跳樓梯的
[00:08:35.920 --> 00:08:38.920]  那麼七十年代的教會
[00:08:38.920 --> 00:08:40.720]  那些牧者給人的印象是什麼呢?
[00:08:40.720 --> 00:08:42.200]  是一些斯斯文文
[00:08:42.200 --> 00:08:44.680]  說話是很陰聲細氣
[00:08:44.680 --> 00:08:46.680]  是很慢的
[00:08:46.680 --> 00:08:48.240]  拿著一本聖經
[00:08:48.240 --> 00:08:49.880]  穿著白襯衫
[00:08:49.880 --> 00:08:51.880]  黑色西服帶著一條黑色的鈾胎
[00:08:51.880 --> 00:08:53.200]  回到教會的時候
[00:08:53.200 --> 00:08:54.800]  平安
[00:08:54.800 --> 00:08:57.560]  主祝福你
[00:08:57.560 --> 00:08:58.600]  是這樣的
[00:08:58.600 --> 00:08:59.840]  我七十歲了
[00:08:59.840 --> 00:09:01.360]  你肯定看到我說話也這麼快了
[00:09:01.360 --> 00:09:02.040]  是不是?
[00:09:02.040 --> 00:09:03.560]  這個時候我不是這樣的人
[00:09:03.560 --> 00:09:06.600]  我在教會裡面我是穿T恤牛仔褲的
[00:09:06.600 --> 00:09:09.720]  但是你知不知道原來這是一個大忌
[00:09:09.720 --> 00:09:12.120]  這是不合聖徒體統
[00:09:12.120 --> 00:09:13.640]  不合傳道人體統
[00:09:13.640 --> 00:09:15.400]  我講話喜歡開玩笑
[00:09:15.400 --> 00:09:17.000]  一笑就「咔咔咔咔咔咔」
[00:09:17.000 --> 00:09:18.200]  那些人就說
[00:09:18.200 --> 00:09:19.840]  你這樣笑
[00:09:19.840 --> 00:09:21.000]  你怎麼一身髒污
[00:09:21.000 --> 00:09:22.680]  你怎麼做傳道人呢?
[00:09:22.680 --> 00:09:24.360]  甚至我住宿舍的時候
[00:09:24.360 --> 00:09:27.360]  我不洗衣服也被那個訓導主任帶過去說
[00:09:27.360 --> 00:09:28.480]  你連衣服也不洗
[00:09:28.480 --> 00:09:29.240]  你怎麼做傳道人呢?
[00:09:29.240 --> 00:09:30.240]  我心想不是吧
[00:09:30.240 --> 00:09:31.360]  做傳道人要洗衣服
[00:09:31.360 --> 00:09:32.800]  我真的沒有想過這件事
[00:09:33.080 --> 00:09:33.960]  我也很辛苦
[00:09:33.960 --> 00:09:34.800]  我也想放棄
[00:09:34.800 --> 00:09:37.400]  後來幸好有一位老師
[00:09:37.400 --> 00:09:39.960]  開通了我一些體會
[00:09:39.960 --> 00:09:42.960]  他說神做人有不同的性格
[00:09:42.960 --> 00:09:45.480]  可能把你放在不同的崗位裡面
[00:09:45.480 --> 00:09:49.960]  你只是要看看你的性格裡面有哪些不太理想
[00:09:49.960 --> 00:09:52.240]  不合神的心意
[00:09:52.240 --> 00:09:53.560]  你就將它剁磨
[00:09:53.560 --> 00:09:54.880]  你看看
[00:09:54.880 --> 00:09:56.240]  聖經裡面
[00:09:56.240 --> 00:09:58.480]  有一個叫做耶利米
[00:09:58.480 --> 00:10:00.640]  耶利米很感情豐富
[00:10:00.640 --> 00:10:01.600]  你有沒有留意到?
[00:10:01.600 --> 00:10:03.160]  為了國家為了事情
[00:10:03.160 --> 00:10:04.280]  他整天都在哭
[00:10:04.280 --> 00:10:05.880]  那時候我看不起他
[00:10:05.880 --> 00:10:07.160]  但是現在我很尊重他
[00:10:07.160 --> 00:10:08.400]  原來他真的很厲害
[00:10:08.400 --> 00:10:10.440]  但是他是充滿了感情的人
[00:10:10.440 --> 00:10:12.840]  那時候我不喜歡耶利米
[00:10:12.840 --> 00:10:14.240]  我喜歡另外一個米
[00:10:14.240 --> 00:10:16.280]  尼西米
[00:10:16.280 --> 00:10:18.760]  你有沒有看尼西米最後那一章
[00:10:18.760 --> 00:10:19.760]  尼西米多厲害
[00:10:19.760 --> 00:10:21.680]  看到那些人犯了錯
[00:10:21.680 --> 00:10:23.680]  就去打他背部
[00:10:23.680 --> 00:10:24.560]  拔他鬍鬚
[00:10:24.560 --> 00:10:25.480]  扔他家屍
[00:10:25.480 --> 00:10:26.280]  耶!
[00:10:26.280 --> 00:10:27.280]  夠Man啊!
[00:10:27.280 --> 00:10:27.880]  是不是?
[00:10:28.200 --> 00:10:32.480]  原來今天神也給不同的人有不同的性格
[00:10:32.480 --> 00:10:35.520]  就好像我們的身體是多元化的
[00:10:35.520 --> 00:10:37.920]  是可以互相之間的配合的
[00:10:37.920 --> 00:10:38.960]  這個是很重要的
[00:10:38.960 --> 00:10:41.880]  所以我們不是要統一所有的人
[00:10:41.880 --> 00:10:46.280]  所以我們可以有不同的一些政治的理念
[00:10:46.280 --> 00:10:48.880]  可能我們有一些不同的表達方式
[00:10:48.880 --> 00:10:51.680]  最重要是合乎神的體統
[00:10:51.680 --> 00:10:53.120]  第二方面就是
[00:10:53.120 --> 00:10:55.200]  身體是多元化的
[00:10:55.200 --> 00:10:57.440]  我們一起來讀哥林多前書
[00:10:57.440 --> 00:11:00.160]  第十二章的第十二到第十四節
[00:11:00.160 --> 00:11:01.440]  我們一起來讀出
[00:11:01.440 --> 00:11:20.040]  所以我們不會要求統一一切所有的東西
[00:11:20.040 --> 00:11:21.920]  你的言談舉止
[00:11:21.920 --> 00:11:23.480]  一定是要這樣的模式
[00:11:23.480 --> 00:11:24.080]  不是
[00:11:24.080 --> 00:11:26.120]  我們有我們自己的特色
[00:11:26.680 --> 00:11:30.040]  但是我們這個特色一定是要被神來塗灶
[00:11:30.040 --> 00:11:31.560]  有些不太好的東西
[00:11:31.560 --> 00:11:33.000]  求神來刁鑽
[00:11:33.000 --> 00:11:34.040]  除去
[00:11:34.040 --> 00:11:36.120]  但是我們要說造就人的話
[00:11:36.120 --> 00:11:39.000]  就好像身體裡面有不同的肢體
[00:11:39.000 --> 00:11:40.400]  可以產生不同的特色
[00:11:40.400 --> 00:11:44.080]  但是最重要就是我們不能夠互相排斥的
[00:11:44.080 --> 00:11:46.160]  你想想如果你身體裡面
[00:11:46.160 --> 00:11:49.000]  如果某一些的機能互相排斥的時候
[00:11:49.000 --> 00:11:50.600]  那就糟糕了
[00:11:50.600 --> 00:11:52.760]  你的健康就會出問題了
[00:11:52.920 --> 00:11:57.920]  我們一起來看哥林多前書第十二章的第二十到二十一節
[00:11:57.920 --> 00:11:59.000]  我們一起來讀出
[00:11:59.000 --> 00:12:14.320]  有時候我也很擔心在教會裡面
[00:12:14.320 --> 00:12:17.000]  有些人我們可能看得不太順眼
[00:12:17.000 --> 00:12:18.480]  很真
[00:12:18.480 --> 00:12:19.800]  我作為一個牧者
[00:12:19.800 --> 00:12:22.080]  有時候也會覺得有些人不太順眼
[00:12:22.800 --> 00:12:23.800]  但是
[00:12:23.800 --> 00:12:24.800]  不要忘記
[00:12:24.800 --> 00:12:27.120]  神擺在你的教會裡面
[00:12:27.120 --> 00:12:28.400]  就要牧養他
[00:12:28.400 --> 00:12:29.960]  你就要關心他
[00:12:29.960 --> 00:12:33.760]  有時候我們用了我們自己那種方法
[00:12:33.760 --> 00:12:35.800]  我們的人生經驗
[00:12:35.800 --> 00:12:37.680]  去判斷某一些的人
[00:12:37.680 --> 00:12:41.080]  我記得我小時候回教會
[00:12:41.080 --> 00:12:42.200]  也有一些不是很開心的
[00:12:42.200 --> 00:12:45.040]  因為我的教會豪爽一點
[00:12:45.040 --> 00:12:47.360]  那時候我回的團契
[00:12:47.360 --> 00:12:50.560]  八成以上的人
[00:12:50.560 --> 00:12:52.640]  是來自一間女子中學
[00:12:53.160 --> 00:12:55.000]  就是珍江女子中學
[00:12:55.000 --> 00:12:56.360]  大肯道那一間
[00:12:56.360 --> 00:12:58.120]  大家知道那時候多麼傳統
[00:12:58.120 --> 00:12:59.320]  那個學校
[00:12:59.320 --> 00:13:01.440]  那個校服
[00:13:01.440 --> 00:13:04.480]  是要膝蓋對落四五吋的
[00:13:04.480 --> 00:13:05.640]  他們有泳池游泳
[00:13:05.640 --> 00:13:07.840]  好像別人潛水那樣
[00:13:07.840 --> 00:13:10.560]  如果珍江星期六下午有聚會
[00:13:10.560 --> 00:13:11.560]  就是有活動
[00:13:11.560 --> 00:13:13.160]  我們團契是要合團的
[00:13:13.160 --> 00:13:16.560]  我就喜歡
[00:13:16.560 --> 00:13:19.240]  於是
[00:13:19.240 --> 00:13:21.360]  有一些長者就說
[00:13:21.360 --> 00:13:22.840]  一個人回來教會
[00:13:22.840 --> 00:13:24.000]  追女孩子
[00:13:24.000 --> 00:13:24.880]  哇
[00:13:24.880 --> 00:13:25.880]  我多生氣啊
[00:13:25.880 --> 00:13:26.800]  我說不是啊
[00:13:26.800 --> 00:13:28.000]  真的沒有的
[00:13:28.000 --> 00:13:29.360]  但是
[00:13:29.360 --> 00:13:30.760]  有些人可能會這樣看
[00:13:30.760 --> 00:13:33.200]  有些人可能就想你離開
[00:13:33.200 --> 00:13:34.680]  隨之而後快
[00:13:34.680 --> 00:13:37.480]  但是有時候是很錯的
[00:13:37.480 --> 00:13:39.640]  今天我們不是扮演神
[00:13:39.640 --> 00:13:42.640]  究竟這個人是怎樣
[00:13:42.640 --> 00:13:44.200]  由神去判斷
[00:13:44.200 --> 00:13:45.720]  由神去決定
[00:13:45.720 --> 00:13:48.520]  由神來帶進去作出審判
[00:13:48.520 --> 00:13:49.960]  當然我們要有警覺
[00:13:50.400 --> 00:13:52.000]  但是我們要很小心
[00:13:52.000 --> 00:13:53.800]  我們不是互相排斥的
[00:13:53.800 --> 00:13:56.880]  我很怕有時候我們在教會這邊
[00:13:56.880 --> 00:13:59.360]  我們會無形中排斥了一些人
[00:13:59.360 --> 00:14:03.200]  我絕對接受到教會是有不同的群體的
[00:14:03.200 --> 00:14:04.480]  大家熟悉的
[00:14:04.480 --> 00:14:05.560]  或者相同背景
[00:14:05.560 --> 00:14:06.440]  站在一起
[00:14:06.440 --> 00:14:07.680]  去聊天
[00:14:07.680 --> 00:14:08.560]  OK的
[00:14:08.560 --> 00:14:11.000]  但是你不是拒絕其他人的
[00:14:11.000 --> 00:14:12.720]  有些人一進來的時候
[00:14:12.720 --> 00:14:13.320]  噓
[00:14:13.320 --> 00:14:14.560]  別過來
[00:14:14.560 --> 00:14:16.080]  這時候就糟糕了
[00:14:16.080 --> 00:14:18.640]  這你就無形中排斥了對方
[00:14:18.640 --> 00:14:19.320]  是不是?
[00:14:19.520 --> 00:14:21.360]  所以我們要很小心
[00:14:21.360 --> 00:14:24.760]  我們是要互相之間的來配合
[00:14:24.760 --> 00:14:27.080]  當一個教會裡面
[00:14:27.080 --> 00:14:29.600]  人際之間產生不和的時候
[00:14:29.600 --> 00:14:31.000]  互相排斥
[00:14:31.000 --> 00:14:32.480]  就產生了問題
[00:14:32.480 --> 00:14:34.520]  就影響了這個身體
[00:14:34.520 --> 00:14:38.400]  所以今天可能這個身體仍然是OK的
[00:14:38.400 --> 00:14:40.080]  但是出了問題
[00:14:40.080 --> 00:14:41.520]  很簡單舉個例子
[00:14:41.520 --> 00:14:44.080]  當年在我教會裡面有一個婆婆
[00:14:44.080 --> 00:14:45.280]  很好
[00:14:45.280 --> 00:14:47.280]  但是很可惜她糖尿病
[00:14:47.920 --> 00:14:49.640]  當她糖尿病的時候
[00:14:49.640 --> 00:14:51.200]  她的腳爛了
[00:14:51.200 --> 00:14:54.520]  後來醫生就說要切割她的腳
[00:14:54.520 --> 00:14:56.440]  要不然的話
[00:14:56.440 --> 00:14:58.640]  這樣就會影響她整個的生命
[00:14:58.640 --> 00:15:00.920]  她很無奈地
[00:15:00.920 --> 00:15:03.400]  要將她的腳切下來
[00:15:03.400 --> 00:15:05.520]  但是結果她就要坐輪椅
[00:15:05.520 --> 00:15:08.880]  雖然仍然是健在
[00:15:08.880 --> 00:15:11.040]  但是卻是很不方便
[00:15:11.040 --> 00:15:13.880]  以及是一個不完整的身體
[00:15:13.880 --> 00:15:16.160]  當然教會
[00:15:16.160 --> 00:15:19.000]  譬如有些人不斷不斷重複犯錯
[00:15:19.000 --> 00:15:21.000]  聖經也說有一個原則
[00:15:21.000 --> 00:15:24.520]  都要尼達去做一個紀律
[00:15:24.520 --> 00:15:28.240]  但是基本上我們不是因為
[00:15:28.240 --> 00:15:29.840]  大家的性格不合
[00:15:29.840 --> 00:15:32.200]  大家的一些看法不同
[00:15:32.200 --> 00:15:34.000]  於是我就排斥對方
[00:15:34.000 --> 00:15:35.520]  如果是這樣的時候
[00:15:35.520 --> 00:15:37.520]  這個就不是一個完整的身體了
[00:15:37.520 --> 00:15:39.320]  還有就是怎麼樣呢?
[00:15:39.320 --> 00:15:42.080]  就是我們是要互相配搭的
[00:15:42.080 --> 00:15:45.200]  我們一起尼達讀哥倫多前書第十二章
[00:15:45.200 --> 00:15:46.760]  十七到第十八節
[00:15:46.760 --> 00:16:03.960]  這裡很清楚地說
[00:16:03.960 --> 00:16:06.920]  原來每一個的肢體都有它自己的功用的
[00:16:06.920 --> 00:16:08.920]  所以我們要互相配搭
[00:16:08.920 --> 00:16:10.280]  很簡單地舉個例子
[00:16:10.280 --> 00:16:11.640]  一個好的崇拜
[00:16:11.640 --> 00:16:13.800]  不只是一個好的講完
[00:16:13.800 --> 00:16:15.160]  有講到就夠了
[00:16:15.520 --> 00:16:16.760]  是整個的敬拜
[00:16:16.760 --> 00:16:17.960]  很簡單地舉個例子
[00:16:17.960 --> 00:16:19.160]  大敬拜的
[00:16:19.160 --> 00:16:21.440]  在大敬拜的過程中
