
[00:00:00.000 --> 00:00:02.400]  在我們為港島事後祈禱的同時
[00:13:55.300 --> 00:13:59.300]  大衛他們不是正正做不足禮數
[00:13:59.300 --> 00:14:01.500]  沒有叫利美人去抬藥鬼
[00:14:01.500 --> 00:14:03.300]  才闖禍嗎?
[00:14:03.300 --> 00:14:07.100]  是的,他們沒有按照摩西五經的記載
[00:14:07.100 --> 00:14:11.100]  由屬於哥核族的利美人去抬藥鬼
[00:14:11.100 --> 00:14:12.700]  他們坐了牛車去運
[00:14:12.700 --> 00:14:14.700]  沒有叫利美人去抬
[00:14:14.700 --> 00:14:18.300]  用了世人褒獎的方式去搬運
[00:14:18.300 --> 00:14:21.500]  但是上帝不是只看這些
[00:14:21.500 --> 00:14:25.100]  而是在於這群以色列人有沒有打算
[00:14:25.100 --> 00:14:27.100]  大衛他們有沒有打算
[00:14:27.100 --> 00:14:29.100]  聽他的命令
[00:14:29.100 --> 00:14:34.100]  神怎樣吩咐就怎樣去做?
[00:14:34.100 --> 00:14:35.900]  大衛在迎接藥鬼最初
[00:14:35.900 --> 00:14:37.700]  真是一腔熱誠
[00:14:37.700 --> 00:14:39.500]  他沒有問上帝
[00:14:39.500 --> 00:14:42.700]  也沒有請教祭司或利美人
[00:14:42.700 --> 00:14:45.900]  去研究清楚相關的律法
[00:14:45.900 --> 00:14:49.300]  結果就造成他們用了異教的風俗
[00:14:49.300 --> 00:14:52.500]  去搬運神的藥鬼
[00:14:52.500 --> 00:14:53.900]  神是怎樣吩咐的呢?
[00:14:53.900 --> 00:14:55.700]  摩西的律法講明了
[00:14:55.700 --> 00:14:58.700]  藥鬼的兩旁本身有四個金環
[00:14:58.700 --> 00:15:01.900]  那四個金環一直都穿著一個槓桿
[00:15:01.900 --> 00:15:03.100]  兩支
[00:15:03.100 --> 00:15:04.700]  然後利美人見到
[00:15:04.700 --> 00:15:06.700]  其實他知道是要抬的
[00:15:06.700 --> 00:15:08.700]  不是放在車上的
[00:15:08.700 --> 00:15:09.900]  如果是由人去抬
[00:15:09.900 --> 00:15:12.300]  是不會這樣翻側倒下的
[00:15:12.300 --> 00:15:13.900]  而且當抬藥鬼的時候
[00:15:13.900 --> 00:15:15.700]  神清清楚楚講了
[00:15:15.700 --> 00:15:17.100]  不要碰
[00:15:17.100 --> 00:15:19.300]  免得他們死亡
[00:15:19.300 --> 00:15:21.900]  誣殺不是那一刻的子孫
[00:15:21.900 --> 00:15:25.100]  怎樣都不應該由他去運送藥鬼
[00:15:25.100 --> 00:15:29.500]  因此神怎樣吩咐就怎樣去做
[00:15:29.500 --> 00:15:33.700]  有一本書叫做《五種愛的語言》
[00:15:33.700 --> 00:15:35.900]  Five Languages of Love
[00:15:35.900 --> 00:15:38.700]  這本書說每個人向他愛的人
[00:15:38.700 --> 00:15:41.500]  去表達一種愛意的時候
[00:15:41.500 --> 00:15:44.900]  原來每個人有一種不同接收愛的方式
[00:15:44.900 --> 00:15:47.100]  有人喜歡接收一些禮物
[00:15:47.100 --> 00:15:49.500]  有人喜歡別人去讚賞他
[00:15:49.500 --> 00:15:52.100]  有人喜歡別人去服侍他
[00:15:52.100 --> 00:15:54.900]  大家有不同的愛的語言
[00:15:54.900 --> 00:15:56.500]  如果你用錯了愛的語言
[00:15:56.500 --> 00:16:00.300]  對方就不能好好地接收到你的愛意
[00:16:00.300 --> 00:16:03.300]  我記得我小時候媽媽生日
[00:16:03.300 --> 00:16:06.500]  媽媽教我們小朋友不用做什麼
[00:16:06.500 --> 00:16:07.900]  你寫一張卡
[00:16:07.900 --> 00:16:09.900]  寫幾句說話給媽媽
[00:16:09.900 --> 00:16:11.900]  我就很開心了
[00:16:11.900 --> 00:16:14.500]  有一年我沒有寫卡
[00:16:14.500 --> 00:16:18.100]  我去買了一個小的擺設送給媽媽
[00:16:18.100 --> 00:16:19.300]  我送給媽媽的時候
[00:16:19.300 --> 00:16:20.900]  我看到她的臉色一變
[00:16:20.900 --> 00:16:22.500]  好像有點失望
[00:16:22.500 --> 00:16:25.100]  我送了一隻天鵝的擺設給她
[00:16:25.100 --> 00:16:30.100]  可能她以為我說她日鵝夜鵝
[00:16:30.100 --> 00:16:31.100]  後來再想
[00:16:31.100 --> 00:16:33.700]  真正令她感受不到我的愛
[00:16:33.700 --> 00:16:36.300]  或者她孩子的愛的原因就是
[00:16:36.300 --> 00:16:38.100]  她是一個喜歡文字的人
[00:16:38.100 --> 00:16:42.100]  當年我一隻字都沒有寫過
[00:16:42.100 --> 00:16:43.100]  我們的上帝
[00:16:43.100 --> 00:16:45.700]  想我們怎樣表達對他的崇敬呢?
[00:16:45.700 --> 00:16:47.900]  神自己說了
[00:16:47.900 --> 00:16:49.100]  神怎樣吩咐
[00:16:49.100 --> 00:16:50.900]  你就怎樣去做
[00:16:50.900 --> 00:16:52.300]  以色列
[00:16:52.300 --> 00:16:55.300]  你們要聽
[00:16:55.300 --> 00:16:56.300]  神已經為以色列人
[00:16:56.300 --> 00:16:57.700]  預備了一個最好的方法
[00:16:57.700 --> 00:16:59.700]  最安全的方法去運送這個藥櫃
[00:16:59.700 --> 00:17:01.000]  但是他們不跟
[00:17:01.000 --> 00:17:02.700]  他們用了菲利士人的方法
[00:17:02.700 --> 00:17:04.900]  以致這個藥櫃失去了平衡
[00:17:04.900 --> 00:17:05.900]  要倒下
[00:17:05.900 --> 00:17:07.500]  你幫我讀第六第七節
[00:17:07.500 --> 00:17:08.900]  預備起
[00:17:08.900 --> 00:17:12.900]  他們到了拿根的打和場的時候
[00:17:12.900 --> 00:17:30.900]  (遺言)
[00:17:30.900 --> 00:17:32.500]  我們這樣看大概會感覺到
[00:17:32.500 --> 00:17:34.100]  神擊殺烏殺不公道
[00:17:34.100 --> 00:17:37.100]  我們每看一次都不明白一次
