
[00:00:00.000 --> 00:00:03.400]  第一節早上,今天有許多意外
[00:02:16.560 --> 00:02:21.440]  不是我們姐妹唯一要擔心的事情
[00:02:21.440 --> 00:02:23.120]  不單止在發展中國家
[00:02:23.120 --> 00:02:25.280]  甚至是一些已發展的國家
[00:02:25.280 --> 00:02:29.120]  美國人口販賣的問題其實都非常嚴重
[00:02:29.120 --> 00:02:31.680]  同時我們很熟悉的香港
[00:02:31.680 --> 00:02:33.440]  其實是一個人口販賣
[00:02:33.440 --> 00:02:36.800]  一個很嚴重的一個中轉站
[00:02:36.800 --> 00:02:39.600]  其實日光之下無新事,對不對?
[00:02:39.600 --> 00:02:43.840]  在舊日的時代已經充滿著這些人口販賣
[00:02:43.840 --> 00:02:45.760]  甚至國家與國家之間
[00:02:45.760 --> 00:02:50.640]  是用一個更加殘忍的方法去對待生命
[00:02:50.640 --> 00:02:53.440]  今天我們離開了新約
[00:02:53.440 --> 00:02:54.720]  我們又回到舊約
[00:02:54.720 --> 00:02:57.520]  我們今天開始看亞摩斯書
[00:02:57.520 --> 00:02:59.600]  一開始的時候似乎就是
[00:02:59.600 --> 00:03:04.320]  上帝要去對這些踐踏生命的行為去宣判
[00:03:04.320 --> 00:03:07.280]  亞摩斯書一開始的這個宣判
[00:03:07.280 --> 00:03:10.480]  剛剛主席很辛苦地讀出了七個國家
[00:03:10.480 --> 00:03:12.160]  不知道大家有沒有數到
[00:03:12.160 --> 00:03:13.680]  它裡面有一個特點
[00:03:13.680 --> 00:03:15.840]  就是全部都是北國
[00:03:15.840 --> 00:03:19.440]  就是以色列國的鄰近的一些國家
[00:03:19.440 --> 00:03:22.960]  因為亞摩斯正正就是在以色列國那裡
[00:03:22.960 --> 00:03:25.360]  去做這個宣判
[00:03:25.360 --> 00:03:28.880]  要看看這些國家怎樣去得罪耶和華
[00:03:28.880 --> 00:03:30.480]  其實非常簡單
[00:03:30.480 --> 00:03:35.040]  因為亞摩斯宣讀的判詞是很有規律的
[00:03:35.040 --> 00:03:37.840]  就是每一個段落都會首先提及
[00:03:37.840 --> 00:03:40.160]  那個國家可能它的首都
[00:03:40.160 --> 00:03:43.520]  然後就會說他三番四次的犯罪
[00:03:43.520 --> 00:03:45.280]  我必不免去他
[00:03:45.280 --> 00:03:47.520]  這個是你必然會看到的
[00:03:47.520 --> 00:03:50.240]  然後亞摩斯就會說出
[00:03:50.240 --> 00:03:52.240]  究竟他的罪名是什麼呢
[00:03:52.240 --> 00:03:56.240]  這個國家究竟什麼原因去得罪耶和華呢
[00:03:56.240 --> 00:04:00.400]  然後他就會去提出這個國家要受到的懲罰
[00:04:00.400 --> 00:04:02.800]  而當中必然就會出現就是
[00:04:02.800 --> 00:04:05.680]  會燒毀他們的宮殿
[00:04:05.680 --> 00:04:07.680]  就這麼說好像很虛是吧
[00:04:07.680 --> 00:04:09.360]  我們用一個例子好不好
[00:04:09.360 --> 00:04:11.840]  第一個我們先看看亞蘭
[00:04:11.840 --> 00:04:12.960]  我們一起讀好不好
[00:04:12.960 --> 00:04:14.560]  一二三起
[00:04:14.560 --> 00:04:16.320]  耶和華如此說
[00:04:16.320 --> 00:04:18.320]  大馬士革
[00:04:45.760 --> 00:04:47.040]  好 謝謝
[00:04:47.040 --> 00:04:50.880]  在這裡我們會看到亞蘭他得罪耶和華
[00:04:50.880 --> 00:04:54.480]  是因為他們用打糧食的那些鐮刀
[00:04:54.480 --> 00:04:55.760]  那些鐮刀是怎樣的呢
[00:04:55.760 --> 00:04:57.040]  是戴鋸齒的
[00:04:57.040 --> 00:04:59.600]  好像打鞠的那些機器
[00:04:59.600 --> 00:05:01.840]  那些利器
[00:05:01.840 --> 00:05:04.320]  好像打鞠那樣一道掃一道掃
[00:05:04.320 --> 00:05:07.120]  那些鞠就會掉進籃子裡
[00:05:07.120 --> 00:05:08.640]  但是他不是打鞠
[00:05:08.640 --> 00:05:11.600]  他是用這些方法去攻擊人
[00:05:11.600 --> 00:05:13.280]  流無辜人的血
[00:05:13.280 --> 00:05:17.120]  要趕走在基列那些戰敗的居民
[00:05:17.120 --> 00:05:19.680]  叫他們以後不能再回來
[00:05:19.680 --> 00:05:21.760]  而在獵王記下
[00:05:21.760 --> 00:05:24.560]  我們看到亞蘭的軍隊是有多殘忍的
[00:05:24.560 --> 00:05:27.120]  獵王記下裡面很清楚地說
[00:05:27.120 --> 00:05:30.640]  他會用火去焚燒以色列人的寶藏
[00:05:30.640 --> 00:05:33.280]  用刀去殺死他們的壯丁
[00:05:33.280 --> 00:05:36.800]  甚至會摔死他們的嬰孩
[00:05:36.800 --> 00:05:39.120]  然後剖開他們的孕婦
[00:05:39.120 --> 00:05:42.480]  所以你會看到很殘忍很殘忍的暴行
[00:05:42.480 --> 00:05:44.720]  亞蘭全部都在做
[00:05:44.720 --> 00:05:48.000]  所以他們這種趕盡殺絕的行為
[00:05:48.000 --> 00:05:49.440]  得罪了耶和華
[00:05:49.440 --> 00:05:51.120]  因此耶和華就說
[00:05:51.120 --> 00:05:53.120]  我要降火在哈舌
[00:05:53.120 --> 00:05:55.680]  哈舌是亞蘭王的名字
[00:05:55.680 --> 00:05:57.680]  還有燒毀汴哈達
[00:05:57.680 --> 00:06:00.400]  哈達是他們信仰的神
[00:06:00.400 --> 00:06:02.320]  汴的意思是兒子
[00:06:02.320 --> 00:06:04.000]  就是神的兒子
[00:06:04.000 --> 00:06:06.640]  就是天子的宮殿
[00:06:06.640 --> 00:06:10.720]  耶和華說我要截斷大馬士革的門山
[00:06:10.720 --> 00:06:13.120]  就是這個城門不能夠關
[00:06:13.120 --> 00:06:14.720]  大開中門會怎樣
[00:06:14.720 --> 00:06:16.160]  就任由別人打
[00:06:16.160 --> 00:06:17.840]  所以就會打敗仗
[00:06:17.840 --> 00:06:20.240]  然後會被擄到吉爾
[00:06:20.240 --> 00:06:23.280]  所以這個是亞蘭的一個審判
[00:06:23.280 --> 00:06:25.280]  之後就到菲利士
[00:06:25.280 --> 00:06:27.680]  菲利士的判詞裡面
[00:06:27.680 --> 00:06:30.720]  我們會看到菲利士人得罪上帝的地方
[00:06:30.720 --> 00:06:33.600]  是去擄掠了戰敗的人
[00:06:33.600 --> 00:06:35.920]  將戰俘賣去以東
[00:06:35.920 --> 00:06:38.720]  為了要賺到盡
[00:06:38.720 --> 00:06:40.000]  在生命記裡面
[00:06:40.000 --> 00:06:44.320]  我們都沒有看到上帝禁止俘虜的行為
[00:06:44.320 --> 00:06:46.640]  因為生命記二十章十到十四節
[00:06:46.640 --> 00:06:47.680]  講到說
[00:06:47.680 --> 00:06:49.280]  他吩咐以色列人
[00:06:49.280 --> 00:06:51.920]  你來到一座城要攻城之前
[00:06:51.920 --> 00:06:53.600]  要跟他宣講和平
[00:06:53.600 --> 00:06:56.480]  如果城願意以和平回應
[00:06:56.480 --> 00:06:58.000]  讓你開城的時候
[00:06:58.000 --> 00:07:01.040]  城裡面所有的人都要為你做苦工
[00:07:01.040 --> 00:07:01.840]  去服侍你
[00:07:01.840 --> 00:07:03.920]  若果這個城拒絕和平
[00:07:03.920 --> 00:07:05.360]  要跟你打仗的時候
[00:07:05.360 --> 00:07:07.120]  你就要圍困這座城
[00:07:07.120 --> 00:07:08.480]  因為耶和華你的神
[00:07:08.480 --> 00:07:11.040]  已經將這個城交在你的手裡面了
[00:07:11.040 --> 00:07:13.840]  你要用刀去殺盡當中的男丁
[00:07:13.840 --> 00:07:16.160]  子女、孩童、畜生
[00:07:16.160 --> 00:07:17.520]  以及城裡面所有的
[00:07:17.520 --> 00:07:21.440]  你都可以取來為自己的掠物
[00:07:21.440 --> 00:07:23.680]  從仇敵所掠取的
[00:07:23.680 --> 00:07:25.920]  就是耶和華你的神賜給你
[00:07:25.920 --> 00:07:28.000]  你可以享用的
[00:07:28.000 --> 00:07:29.920]  所以似乎我們在生命記裡面
[00:07:29.920 --> 00:07:32.560]  他不是說不可以有俘虜
[00:07:32.560 --> 00:07:34.080]  但問題是什麼呢?
[00:07:34.080 --> 00:07:36.720]  似乎上帝是允許以色列人
[00:07:36.720 --> 00:07:40.320]  可以叫戰伯的人為自己服務
[00:07:40.320 --> 00:07:41.840]  但是這些戰伯的人
[00:07:41.840 --> 00:07:44.400]  其實都受著法律的保護
[00:07:44.400 --> 00:07:46.800]  因為生命記同樣在告訴我們
[00:07:46.800 --> 00:07:50.560]  主人不可以隨便去殺害他的奴僕
[00:07:50.560 --> 00:07:52.560]  同樣在希臘的時候
[00:07:52.560 --> 00:07:54.320]  你是要釋放他的
[00:07:54.320 --> 00:07:55.840]  但菲律師人不是
[00:07:55.840 --> 00:07:57.200]  就這樣奴了一些俘虜
[00:07:57.200 --> 00:07:58.880]  回來自己用這麼簡單
[00:07:58.880 --> 00:08:00.240]  不是去服侍他
[00:08:00.240 --> 00:08:03.200]  而是將這些俘虜賣給其他人
[00:08:03.200 --> 00:08:05.200]  去賺更多的錢
[00:08:05.200 --> 00:08:06.480]  在這個情況下
[00:08:06.480 --> 00:08:08.160]  他去賣出去的時候
[00:08:08.160 --> 00:08:10.560]  這些被壓抑的奴隸
[00:08:10.560 --> 00:08:12.880]  會賣出去給以東人
[00:08:12.880 --> 00:08:15.200]  以東人會叫這些奴隸做什麼呢?
[00:08:15.200 --> 00:08:17.360]  就是可能從事這些礦業
[00:08:17.360 --> 00:08:20.320]  航海的或者農業
[00:08:20.320 --> 00:08:22.240]  一些相關的商業活動
[00:08:22.240 --> 00:08:24.720]  甚至將他們賣到更遠的地方
[00:08:24.720 --> 00:08:27.600]  所以在這些人口販賣的事
[00:08:27.600 --> 00:08:29.600]  其實上帝是不允許
[00:08:29.600 --> 00:08:32.080]  所以出埃及的二十一章已經說了
[00:08:32.080 --> 00:08:36.960]  你這些老拐人口的 將人賣了的
[00:08:36.960 --> 00:08:39.760]  就一定要置他的死地
[00:08:39.760 --> 00:08:42.320]  所以原來上帝是不允許
[00:08:42.320 --> 00:08:44.880]  這種人口販賣的情況
[00:08:44.880 --> 00:08:46.640]  而在這個判詞裡面
[00:08:46.640 --> 00:08:49.040]  似乎他沒有很仔細地告訴我們
[00:08:49.040 --> 00:08:50.560]  究竟他怎樣販賣呢?
[00:08:50.560 --> 00:08:52.320]  他賣到去以東之後
[00:08:52.320 --> 00:08:53.680]  會發生什麼事呢?
[00:08:53.680 --> 00:08:54.640]  有多慘呢?
[00:08:54.640 --> 00:08:56.400]  他沒有說得這麼詳細
[00:08:56.400 --> 00:08:58.320]  不過這些都不是最重要
[00:08:58.320 --> 00:09:02.800]  最重要的是這一幫的菲律師人
[00:09:02.800 --> 00:09:04.720]  他對這些無助的人
[00:09:04.720 --> 00:09:07.280]  或者是一些戰敗的人民
[00:09:07.280 --> 00:09:09.120]  施濫一個濫用
[00:09:09.120 --> 00:09:12.880]  也都虐待他們去換取強者
[00:09:12.880 --> 00:09:15.520]  就是菲律師人的一些利益
[00:09:15.520 --> 00:09:20.240]  而這個主題其實在這八個預言裡面
[00:09:20.240 --> 00:09:22.480]  或者整個亞摩斯書
[00:09:22.480 --> 00:09:24.160]  都是不斷會去說就是
[00:09:24.160 --> 00:09:25.200]  不可以接受
[00:09:25.200 --> 00:09:29.040]  不可以接受對無助的人去濫權
[00:09:29.040 --> 00:09:32.160]  或者是去虐待他們
[00:09:32.160 --> 00:09:34.160]  至於下一個就是推羅
[00:09:34.160 --> 00:09:36.320]  推羅的問題跟菲律師一樣
[00:09:36.320 --> 00:09:38.880]  他將人口賣到去以東
[00:09:38.880 --> 00:09:43.520]  推羅是一個以奴隸貿易的國家
[00:09:43.520 --> 00:09:48.240]  作為一個遠航的貿易的輸流
[00:09:48.240 --> 00:09:50.880]  其實他就會通過很多遠洋船
[00:09:50.880 --> 00:09:53.600]  可以去到地中海這樣去航行
[00:09:53.600 --> 00:09:56.640]  獲得很多的財富和影響力
[00:09:56.640 --> 00:10:00.960]  而其實他們推羅去做這些奴隸的貿易
[00:10:00.960 --> 00:10:04.800]  不只是在亞摩斯書裡面有這樣說
[00:10:04.800 --> 00:10:08.800]  約爾書、以西結書都很提出
[00:10:08.800 --> 00:10:11.760]  他們怎樣賣他們自己的國民
[00:10:11.760 --> 00:10:15.440]  儘管推羅和以色列在大衛的皇朝
[00:10:15.440 --> 00:10:19.360]  其實是合作緊密的一個經濟夥伴
[00:10:19.360 --> 00:10:23.040]  例如他們會將一些木材運到耶路撒冷
[00:10:23.040 --> 00:10:26.080]  讓大衛去建立他們的宮殿
[00:10:26.080 --> 00:10:31.360]  但是推羅仍然不顧念這些合作的關係
[00:10:31.360 --> 00:10:33.600]  而他會販賣以色列人
[00:10:33.600 --> 00:10:37.520]  因此上帝就說我要去懲罰推羅
[00:10:37.520 --> 00:10:39.360]  還有就是以東
[00:10:39.360 --> 00:10:42.800]  以東和以色列應該是兄弟的關係
[00:10:42.800 --> 00:10:45.520]  因為記不記得以東的祖先是誰
[00:10:45.520 --> 00:10:48.800]  聽到了
[00:10:48.800 --> 00:10:52.880]  就是以蘇和瓦割的後人
[00:10:52.880 --> 00:10:56.400]  但是以色列人進入迦南的時候
[00:10:56.400 --> 00:10:58.960]  以東怎樣回應呢
[00:10:58.960 --> 00:11:01.920]  以東王說不行 你不可以經過我們這裡
[00:11:01.920 --> 00:11:04.880]  就算只是走大街 只是很和平
[00:11:04.880 --> 00:11:07.200]  你不會到處走都不行
[00:11:07.200 --> 00:11:14.000]  甚至他反過來去攻擊抗日的那幫以色列人
[00:11:14.000 --> 00:11:15.920]  所以從此他們的關係很差
[00:11:15.920 --> 00:11:17.520]  經常都在打仗
[00:11:17.520 --> 00:11:20.160]  而以東就對以色列人的攻擊
[00:11:20.160 --> 00:11:24.000]  使得有說要懲罰以東
[00:11:24.000 --> 00:11:27.600]  不單止以東 還有阿滿
[00:11:27.600 --> 00:11:30.880]  阿滿人是居住在沙漠的邊緣
[00:11:30.880 --> 00:11:32.720]  自史詩記以來
[00:11:32.720 --> 00:11:35.520]  阿滿人經常都和以色列人作戰
[00:11:35.520 --> 00:11:38.800]  無他 因為以色列人擁有那個叫什麼地
[00:11:38.800 --> 00:11:40.880]  流奶與物之地
[00:11:40.880 --> 00:11:43.440]  試想像一下你住在沙漠邊緣
[00:11:43.440 --> 00:11:47.840]  糧食又很缺乏 食水又很缺乏
[00:11:47.840 --> 00:11:52.640]  你當然希望可以去一個很豐收的地方生存
[00:11:52.640 --> 00:11:57.600]  所以他經常都很想去佔據以色列的地方
[00:11:57.600 --> 00:12:00.320]  或者擴大他們的領土
[00:12:00.320 --> 00:12:04.800]  但是因著他們這種好像求生的本能一樣
[00:12:04.800 --> 00:12:09.680]  他們的兇殘的行為就叫耶和華要懲罰他們
[00:12:09.680 --> 00:12:12.400]  否開激烈的孕婦
[00:12:12.400 --> 00:12:16.160]  這個意義是要讓這個民族絕後
[00:12:16.160 --> 00:12:20.720]  即是連那個仍然在肚子裡的那個都不可以留下
[00:12:20.720 --> 00:12:22.800]  因為這樣就沒有了這個民族
[00:12:22.800 --> 00:12:24.800]  沒有了這個民族就沒有人和他們打仗
[00:12:24.800 --> 00:12:27.040]  我就可以佔據這個地方了
[00:12:27.040 --> 00:12:29.520]  因此他們儘管是平民
[00:12:29.520 --> 00:12:32.480]  他們都仍然殺盡流無辜者的血
[00:12:32.480 --> 00:12:36.400]  所以耶和華也都說他要去懲罰他們
[00:12:36.400 --> 00:12:39.440]  接著之後就到摩押
[00:12:39.440 --> 00:12:42.800]  摩押和以東也都打了很多年仗
[00:12:42.800 --> 00:12:47.520]  而摩押人將以東王的骸骨去燒成灰燼
[00:12:47.520 --> 00:12:48.960]  這個是他的罪行
[00:12:48.960 --> 00:12:51.200]  有兩個原因為什麼他要這樣做
[00:12:51.200 --> 00:12:52.800]  第一個是一個迷信
[00:12:52.800 --> 00:12:58.720]  就是因為摩押人他深信原來這個身體死了之後
[00:12:58.720 --> 00:13:00.480]  是會有復活的時候的
[00:13:00.480 --> 00:13:05.040]  所以復活的時候他就會再次重新賦予生命在裡面
[00:13:05.040 --> 00:13:06.880]  所以他們的目的就是
[00:13:06.880 --> 00:13:08.800]  這個以東王打仗這麼厲害
[00:13:08.800 --> 00:13:10.480]  成日都成為我們的強敵
[00:13:10.480 --> 00:13:12.720]  就將他燒成灰燼
[00:13:12.720 --> 00:13:14.080]  那他就不能夠復活
[00:13:14.080 --> 00:13:16.000]  他就永遠的死亡了
[00:13:16.000 --> 00:13:17.280]  這是第一個原因
[00:13:17.280 --> 00:13:20.720]  第二個原因是經文也可以這樣去解釋的
[00:13:20.720 --> 00:13:25.520]  就是摩押是將以東王的骸骨去燒毀
[00:13:25.520 --> 00:13:29.040]  然後成為建築用的那些石灰
[00:13:29.040 --> 00:13:33.120]  因此可能摩押是和菲利士和推羅一樣
[00:13:33.120 --> 00:13:35.680]  就將戰敗的人去殺死
[00:13:35.680 --> 00:13:37.200]  然後也不夠
[00:13:37.200 --> 00:13:40.160]  還要將他們的骸骨燒成石灰燼
[00:13:40.160 --> 00:13:44.480]  然後再轉售出去給別人拿來建屋
[00:13:44.480 --> 00:13:46.080]  但無論是哪一個原因
[00:13:46.080 --> 00:13:48.960]  耶和華似乎對這種迷信
[00:13:48.960 --> 00:13:51.440]  或者很殘忍的這些做法
[00:13:51.440 --> 00:13:53.120]  都是非常討厭
[00:13:53.120 --> 00:13:56.560]  所以他要懲罰摩押
[00:13:56.560 --> 00:13:59.680]  我們一口氣說完這六個國家
[00:13:59.680 --> 00:14:01.360]  他們有什麼懲罰
[00:14:01.360 --> 00:14:04.400]  不知道大家會不會看到一個共通點
[00:14:04.400 --> 00:14:08.960]  就是他們除了以色列在中間
[00:14:08.960 --> 00:14:12.400]  以色列的周邊鄰近的國家
[00:14:12.400 --> 00:14:17.120]  也是那些經常攻擊以色列的國家
[00:14:17.120 --> 00:14:18.640]  在舊約聖經裡面
[00:14:18.640 --> 00:14:23.520]  我們不難找到這些國家怎樣對待以色列
[00:14:23.520 --> 00:14:25.680]  所以我們可以想像就是
[00:14:25.680 --> 00:14:29.760]  以色列人可能坐在這樣的會堂裡面
[00:14:29.760 --> 00:14:33.520]  然後聽到先知阿摩斯大聲宣告
[00:14:33.520 --> 00:14:35.520]  這些欺負他們的鄰國
[00:14:35.520 --> 00:14:38.080]  會受到上帝什麼的懲罰
[00:14:38.080 --> 00:14:40.800]  你可以想像到可以有多開心
[00:14:40.800 --> 00:14:42.640]  我試試說一個例子
[00:14:42.640 --> 00:14:45.360]  可能你們會更加容易明白
[00:14:45.360 --> 00:14:48.800]  我事先聲明我真的不是一個足球迷
[00:14:48.800 --> 00:14:50.480]  這個以下的內容
[00:14:50.480 --> 00:14:53.440]  已經是我最盡量的足球知識了
[00:14:53.440 --> 00:14:57.360]  就好像如果你要支持一個國家的足球隊
[00:14:57.360 --> 00:14:59.360]  因為今年是世界盃
[00:14:59.360 --> 00:15:02.080]  假如你支持法國的麥巴比
[00:15:02.080 --> 00:15:03.680]  因為兩年前他輸了
[00:15:03.680 --> 00:15:07.120]  如果今天有人在酒吧裡面說
[00:15:07.120 --> 00:15:09.360]  法國今年一定會贏的
[00:15:09.360 --> 00:15:14.160]  然後他就說他會怎樣去大戰他的宿敵阿根廷
[00:15:14.160 --> 00:15:17.920]  然後他怎樣打敗強國英格蘭
[00:15:17.920 --> 00:15:22.720]  甚至主場德國會怎樣爆冷輸給摩洛哥
[00:15:22.720 --> 00:15:24.800]  然後巴西和葡萄牙
[00:15:24.800 --> 00:15:28.160]  會怎樣在分組賽裡面兩敗俱傷
[00:15:28.160 --> 00:15:31.120]  合不合理這個推測
[00:15:31.120 --> 00:15:33.760]  可能沒有人是法國的支持者
[00:15:33.760 --> 00:15:35.040]  所以一會兒出去就是
[00:15:35.040 --> 00:15:36.960]  我覺得今天不是這樣吧
[00:15:36.960 --> 00:15:38.960]  無論如何假設你是
[00:15:38.960 --> 00:15:41.280]  假設你是支持法國的話
[00:15:41.280 --> 00:15:43.600]  我相信你在酒吧裡面
[00:15:43.600 --> 00:15:47.200]  你都會為這個預言去學彩
[00:15:47.200 --> 00:15:49.360]  因為這個就是我想要的結局
[00:15:49.360 --> 00:15:52.160]  我就是想去年飲恨贏不了
[00:15:52.160 --> 00:15:54.560]  今年就要贏不了
[00:15:54.560 --> 00:15:58.080]  上一屆贏不了今年就要贏不了的情況
[00:15:58.080 --> 00:16:00.000]  當時也是一樣
[00:16:00.000 --> 00:16:04.480]  阿摩斯對一個又一個以色列的敵國去宣判
[00:16:04.480 --> 00:16:07.280]  說到上帝要對這些國家
[00:16:07.280 --> 00:16:12.080]  要為自己的殘忍的暴行去埋單
[00:16:12.080 --> 00:16:15.520]  忍受多年的以色列人終於吐氣揚眉
[00:16:15.520 --> 00:16:20.000]  相信他們都會非常著弱
[00:16:20.000 --> 00:16:22.240]  但是都還沒止
[00:16:22.240 --> 00:16:25.840]  阿摩斯在這個已經這麼高漲的氣氛的時候
[00:16:25.840 --> 00:16:27.520]  他再多說一個名字
[00:16:27.520 --> 00:16:28.960]  再多一個的宣判
[00:16:28.960 --> 00:16:32.160]  令到氣氛更加的高昂
[00:16:32.160 --> 00:16:37.040]  這個就是「猶大」
[00:16:37.040 --> 00:16:39.440]  「猶大」我們一起讀一下
[00:16:39.440 --> 00:16:41.200]  他對「猶大」的宣判好不好
[00:16:41.200 --> 00:16:42.720]  1 2 3起
[00:16:42.720 --> 00:16:44.560]  耶和華如此說
[00:16:44.560 --> 00:16:47.520]  「猶大人三萬四之地犯罪」
[00:16:47.520 --> 00:16:49.600]  「我必斷面去看」
[00:16:49.600 --> 00:16:52.800]  「因為阿摩斯嫌棄耶和華的崩潰」
[00:16:52.800 --> 00:16:54.880]  「不准搜查地去看」
[00:16:54.880 --> 00:16:58.240]  「阿摩斯做所隨從他家的謬罪」
[00:16:58.240 --> 00:17:00.240]  「此罵不就危言」
[00:17:00.240 --> 00:17:02.720]  「我必要講我罪有限」
[00:17:02.720 --> 00:17:05.200]  「少年亦有三百多年」
[00:17:05.200 --> 00:17:06.720]  好 謝謝
[00:17:06.720 --> 00:17:10.960]  「猶大」跟之前那六個國家很不同
[00:17:10.960 --> 00:17:15.120]  因為「猶大」完全沒有攻擊過以色列
[00:17:15.120 --> 00:17:18.160]  因為「猶大」只有兩個支派
[00:17:18.160 --> 00:17:21.600]  人少國土的面積更加少
[00:17:21.600 --> 00:17:26.160]  所以根本他完全都不會是以色列這十個支派的對手
[00:17:26.160 --> 00:17:28.000]  雖然沒有發生過戰爭
[00:17:28.000 --> 00:17:32.960]  但不代表「猶大」跟以色列的關係是很良好
[00:17:32.960 --> 00:17:35.120]  始終是一個分裂的國家
[00:17:35.120 --> 00:17:38.880]  大家都聲稱自己才是上帝的子民
[00:17:38.880 --> 00:17:41.840]  對於擁有耶路撒冷的猶大國
[00:17:41.840 --> 00:17:44.320]  最好批評以色列的就是
[00:17:44.320 --> 00:17:45.920]  「你們是沒有聖殿的」
[00:17:45.920 --> 00:17:48.640]  「你們在撒瑪利亞道敬拜」
[00:17:48.640 --> 00:17:50.160]  「你們明不正言不信」
[00:17:50.160 --> 00:17:51.360]  「你們有幽壇」
[00:17:51.360 --> 00:17:54.160]  「你們做的事是得罪耶和華的」
[00:17:54.160 --> 00:17:58.720]  他們就是不斷地用這些方法去批評以色列
[00:17:58.720 --> 00:18:00.560]  所以以色列心裡就覺得
[00:18:00.560 --> 00:18:02.080]  「我們都是上帝的子民」
[00:18:02.080 --> 00:18:05.840]  「我們都是名門正派」
[00:18:05.840 --> 00:18:07.520]  在這個時候
[00:18:07.520 --> 00:18:10.560]  亞摩斯有一個很重要的身份
[00:18:10.560 --> 00:18:14.080]  他是一個在猶大國來的先知
[00:18:14.080 --> 00:18:18.160]  他不是土生土長的以色列人
[00:18:18.160 --> 00:18:20.560]  他不是土生土長在以色列國裡面
[00:18:20.560 --> 00:18:23.200]  但是這個在猶大的先知
[00:18:23.200 --> 00:18:27.280]  竟然在以色列裡面宣判猶大的罪行
[00:18:27.280 --> 00:18:28.960]  而這個罪行是什麼呢?
[00:18:28.960 --> 00:18:31.520]  就是他們厭棄耶和華的訓誨
[00:18:31.520 --> 00:18:33.760]  不遵守耶和華的律法
[00:18:33.760 --> 00:18:36.400]  甚至他們由列祖開始
[00:18:36.400 --> 00:18:39.760]  也隨從這些虛假的偶像
[00:18:39.760 --> 00:18:41.600]  使他們走迷
[00:18:41.600 --> 00:18:44.160]  一個自稱擁有耶路撒冷
[00:18:44.160 --> 00:18:46.320]  高舉上帝的同罪
[00:18:46.320 --> 00:18:50.880]  說自己是名門正派的猶大國
[00:18:50.880 --> 00:18:54.720]  竟然被指他是敬拜偶像
