
[00:00:00.000 --> 00:00:08.000]  各位大仙姐妹,早晨,祝你們平安,很高興回到自己的母會正道
[00:02:41.000 --> 00:02:44.000]  更加理解,早期的教會,初代的教會
[00:02:44.000 --> 00:02:48.000]  看祢的真道,那種的態度
[00:02:48.000 --> 00:02:52.000]  以致對上帝的依靠,豐爺宿命祈禱,阿們
[00:02:52.000 --> 00:02:58.000]  今天,沒有power,沒有point
[00:02:58.000 --> 00:03:00.000]  就是沒有power point我
[00:03:00.000 --> 00:03:03.000]  但是,在這裡,有power,有point
[00:03:03.000 --> 00:03:05.000]  不是我,是聖經
[00:03:05.000 --> 00:03:06.000]  是聖經
[00:03:06.000 --> 00:03:08.000]  所以請大家打開你的聖經,好嗎
[00:03:08.000 --> 00:03:10.000]  你有一個優秀的電話,教靜音
[00:03:10.000 --> 00:03:14.000]  我們翻開小行轉的第十二章,第十八節
[00:03:14.000 --> 00:03:16.000]  有些聖經跟大家看的,今天
[00:03:16.000 --> 00:03:19.000]  時間的關係,我也會有些不講解,那麼詳細
[00:03:19.000 --> 00:03:21.000]  這章詳細一點點
[00:03:21.000 --> 00:03:23.000]  我們翻開小行轉,第十二章
[00:03:23.000 --> 00:03:25.000]  十八節到二十五節
[00:03:25.000 --> 00:03:29.000]  你發覺這段經文,你也很熟悉
[00:03:29.000 --> 00:03:34.000]  開始的時候,是在講彼得
[00:03:34.000 --> 00:03:39.000]  彼得是被希律抓了之後,離開了
[00:03:39.000 --> 00:03:42.000]  上帝拯救他離開了,然後兵兵找不到他
[00:03:42.000 --> 00:03:46.000]  講的是,希律怎樣去處理彼得這件事
[00:03:46.000 --> 00:03:48.000]  一開始的時候
[00:03:48.000 --> 00:03:51.000]  然後也繼續講希律,你會發覺,是不是
[00:03:51.000 --> 00:03:52.000]  繼續講希律
[00:03:52.000 --> 00:03:54.000]  講到希律中間這個部分
[00:03:54.000 --> 00:03:57.000]  似乎好像是風馬牛不相及的
[00:03:57.000 --> 00:03:59.000]  抓彼得,我們很明顯知道
[00:03:59.000 --> 00:04:04.000]  他是對教會的一種叫做壓力
[00:04:04.000 --> 00:04:07.000]  或者是管制,或者是逼迫
[00:04:07.000 --> 00:04:09.000]  無論你怎樣用
[00:04:09.000 --> 00:04:12.000]  但是第二件事發生的地方
[00:04:12.000 --> 00:04:14.000]  好像完全不關系的
[00:04:14.000 --> 00:04:17.000]  為什麼要講推羅西頓的事呢
[00:04:17.000 --> 00:04:20.000]  就更加摸不著頭緒
[00:04:20.000 --> 00:04:24.000]  而第三件事,可能也比較容易明白
[00:04:24.000 --> 00:04:26.000]  希律出來講了一番話
[00:04:26.000 --> 00:04:30.000]  然後人們就歡呼地覺得他是上帝
[00:04:30.000 --> 00:04:32.000]  接著就講到上帝的道
[00:04:32.000 --> 00:04:37.000]  又結尾又講到上帝的道的群體
[00:04:37.000 --> 00:04:40.000]  就像我們知道這段聖經告訴我們
[00:04:40.000 --> 00:04:44.000]  其實講得最多的是誰呢
[00:04:44.000 --> 00:04:46.000]  是希律吧
[00:04:46.000 --> 00:04:50.000]  但卻不是講希律的
[00:04:50.000 --> 00:04:53.000]  不知道你覺得這樣說法是否正確
[00:04:53.000 --> 00:04:55.000]  卻不是講希律的
[00:04:55.000 --> 00:04:59.000]  路加的寫法是很特別的
[00:04:59.000 --> 00:05:01.000]  在這段聖經裡面
[00:05:01.000 --> 00:05:04.000]  中間這一段卻不是主角
[00:05:04.000 --> 00:05:08.000]  反而是上帝的道和上帝的群體是主角
[00:05:08.000 --> 00:05:10.000]  於是人們就講
[00:05:10.000 --> 00:05:12.000]  路加這樣的表達方式
[00:05:12.000 --> 00:05:15.000]  就好像一種的
[00:05:15.000 --> 00:05:18.000]  將平衡倒轉了
[00:05:18.000 --> 00:05:20.000]  好像在講一個平衡的東西
[00:05:20.000 --> 00:05:22.000]  其實最終你告訴我不是平衡的
[00:05:22.000 --> 00:05:25.000]  就是誰是贏呢
[00:05:25.000 --> 00:05:27.000]  最後誰是贏呢
[00:05:27.000 --> 00:05:30.000]  誰是大一點呢
[00:05:30.000 --> 00:05:33.000]  路加是很想突出這個部分
[00:05:33.000 --> 00:05:35.000]  特別是講到二十四節
[00:05:35.000 --> 00:05:37.000]  我們都知道在這段經文裡面
[00:05:37.000 --> 00:05:39.000]  有一個核心的部分
[00:05:39.000 --> 00:05:43.000]  就是上帝的真道和本欲是越發廣泛
[00:05:43.000 --> 00:05:45.000]  開始了
[00:05:45.000 --> 00:05:47.000]  我將我今天的講題
[00:05:47.000 --> 00:05:49.000]  叫做真道的教會
[00:05:49.000 --> 00:05:51.000]  超然的群體
[00:05:51.000 --> 00:05:53.000]  超然脫俗
[00:05:53.000 --> 00:05:55.000]  不同這個世界看齊
[00:05:55.000 --> 00:05:58.000]  不認為這個世界做的事這麼容易
[00:05:58.000 --> 00:06:00.000]  而相信這世界做的事是對的
[00:06:00.000 --> 00:06:02.000]  因為我們有一個很明顯的標準
[00:06:02.000 --> 00:06:04.000]  就是上帝的真道
[00:06:04.000 --> 00:06:08.000]  因此起了一個很明顯的比較
[00:06:08.000 --> 00:06:12.000]  信徒群體必須是超然脫俗所靠著的
[00:06:12.000 --> 00:06:14.000]  是上帝的聖經
[00:06:14.000 --> 00:06:16.000]  上帝給我們的話語
[00:06:16.000 --> 00:06:18.000]  這樣的情況下
[00:06:18.000 --> 00:06:21.000]  相信大家已經比較知道我想講什麼了
[00:06:21.000 --> 00:06:23.000]  很容易知道我想講什麼了
[00:06:23.000 --> 00:06:26.000]  我就開始去看這段聖經
[00:06:26.000 --> 00:06:28.000]  十八節和十九節是說
[00:06:28.000 --> 00:06:31.000]  彼得被捕之後
[00:06:31.000 --> 00:06:33.000]  到了一個天亮的時分
[00:06:33.000 --> 00:06:35.000]  其實彼得是較早前
[00:06:35.000 --> 00:06:36.000]  在天亮之前
[00:06:36.000 --> 00:06:40.000]  被上帝的使者救他離開了
[00:06:40.000 --> 00:06:41.000]  為什麼呢
[00:06:41.000 --> 00:06:44.000]  因為是希律將他拘捕了
[00:06:44.000 --> 00:06:46.000]  你看到十八十九節
[00:06:46.000 --> 00:06:50.000]  看到士兵在找他
[00:06:50.000 --> 00:06:52.000]  找不到彼得去了哪裡
[00:06:52.000 --> 00:06:53.000]  很特別的
[00:06:53.000 --> 00:06:54.000]  不知道他去了哪裡
[00:06:54.000 --> 00:06:55.000]  找不到他
[00:06:55.000 --> 00:06:56.000]  總之他不在監牢
[00:06:56.000 --> 00:06:58.000]  不在監牢已經很特別
[00:06:58.000 --> 00:07:00.000]  我給你看一段經文
[00:07:00.000 --> 00:07:05.000]  其實我想當時希律安排的禁錮方式
[00:07:05.000 --> 00:07:08.000]  是沒有想到彼得能逃脫的
[00:07:08.000 --> 00:07:09.000]  沒有想到他能逃脫的
[00:07:09.000 --> 00:07:12.000]  希律在這段經文雖然說他不重要
[00:07:12.000 --> 00:07:14.000]  但是他的重要性是讓你知道
[00:07:14.000 --> 00:07:17.000]  他的重要性背後有一樣東西更重要
[00:07:17.000 --> 00:07:20.000]  所以這就是所謂突破平衡的描寫方法
[00:07:20.000 --> 00:07:22.000]  即是有一樣東西比他更重要
[00:07:22.000 --> 00:07:24.000]  所以這是路加本身厲害的地方
[00:07:24.000 --> 00:07:26.000]  他看到這件事
[00:07:26.000 --> 00:07:29.000]  然後他就用這個方式去描寫
[00:07:29.000 --> 00:07:31.000]  我們發覺十九節說到
[00:07:31.000 --> 00:07:33.000]  希律找不到他又怎樣呢
[00:07:33.000 --> 00:07:36.000]  就是用他的軍令如山
[00:07:36.000 --> 00:07:41.000]  殺了一班看守監牢的人
[00:07:41.000 --> 00:07:42.000]  當然他有點失望
[00:07:42.000 --> 00:07:45.000]  另外這個人其實跟大家分析一下
[00:07:45.000 --> 00:07:48.000]  他是一個屬於一個聰明人
[00:07:48.000 --> 00:07:51.000]  長袖善舞
[00:07:51.000 --> 00:07:53.000]  左右逢源
[00:07:53.000 --> 00:07:55.000]  權傾朝野
[00:07:55.000 --> 00:07:56.000]  很厲害的人
[00:07:56.000 --> 00:07:59.000]  不過厲害極都是一般
[00:07:59.000 --> 00:08:02.000]  厲害極都是一般
[00:08:02.000 --> 00:08:05.000]  這個情況就看到希律離開了
[00:08:05.000 --> 00:08:06.000]  去到蓋薩尼亞
[00:08:06.000 --> 00:08:07.000]  有一個不好處
[00:08:07.000 --> 00:08:09.000]  我不用powerpoint地圖
[00:08:09.000 --> 00:08:10.000]  大家真的不知道
[00:08:10.000 --> 00:08:13.000]  蓋薩尼亞在猶奴薩蘭的
[00:08:13.000 --> 00:08:14.000]  應該怎樣說
[00:08:14.000 --> 00:08:15.000]  近海邊
[00:08:15.000 --> 00:08:19.000]  即是巴勒斯坦地的東面
[00:08:19.000 --> 00:08:21.000]  約莫比尤散低一點的位置
[00:08:21.000 --> 00:08:23.000]  其實都是屬於猶太的南地
[00:08:23.000 --> 00:08:24.000]  為什麼希律去到那裡呢
[00:08:24.000 --> 00:08:25.000]  等一下跟大家解釋
[00:08:25.000 --> 00:08:27.000]  是和他的管治範圍有關
[00:08:27.000 --> 00:08:28.000]  管治範圍有關
[00:08:28.000 --> 00:08:29.000]  他怎樣
[00:08:29.000 --> 00:08:32.000]  他管到多少地方
[00:08:32.000 --> 00:08:34.000]  第一個的記載
[00:08:34.000 --> 00:08:36.000]  彼得的情況
[00:08:36.000 --> 00:08:37.000]  我們和大家看看
[00:08:37.000 --> 00:08:39.000]  希律是怎樣抓他
[00:08:39.000 --> 00:08:41.000]  而突出了希律本身
[00:08:41.000 --> 00:08:43.000]  當時在羅馬政府底下
[00:08:43.000 --> 00:08:45.000]  做這個巡撫
[00:08:45.000 --> 00:08:46.000]  或者這個省
[00:08:46.000 --> 00:08:49.000]  猶大省的in charge這個官
[00:08:49.000 --> 00:08:52.000]  其實他是有多厲害
[00:08:52.000 --> 00:08:58.000]  聖經看到第十二章第一節
[00:08:58.000 --> 00:09:02.000]  當時希律開始迫害教會
[00:09:02.000 --> 00:09:05.000]  殺了其中一個使徒
[00:09:05.000 --> 00:09:06.000]  其中一個使徒
[00:09:06.000 --> 00:09:07.000]  我們看到這個使徒
[00:09:07.000 --> 00:09:09.000]  是第一個信徒雅各
[00:09:09.000 --> 00:09:10.000]  殺了他之後
[00:09:10.000 --> 00:09:13.000]  他見到猶太人喜歡這件事
[00:09:13.000 --> 00:09:16.000]  然後去抓彼得
[00:09:16.000 --> 00:09:18.000]  準備在節日之後
[00:09:18.000 --> 00:09:20.000]  除考節之後
[00:09:20.000 --> 00:09:22.000]  將彼得提堂
[00:09:22.000 --> 00:09:25.000]  將他先收監
[00:09:25.000 --> 00:09:28.000]  準備將彼得在除考節之日
[00:09:28.000 --> 00:09:30.000]  那時正是除考節的日子
[00:09:30.000 --> 00:09:31.000]  對不起
[00:09:31.000 --> 00:09:32.000]  讀錯了
[00:09:32.000 --> 00:09:34.000]  希律捉了彼得收監
[00:09:34.000 --> 00:09:37.000]  然後交給了四班
[00:09:37.000 --> 00:09:38.000]  四班的士兵
[00:09:38.000 --> 00:09:40.000]  每班四個十六人
[00:09:40.000 --> 00:09:43.000]  四個人四個shift去看著他
[00:09:43.000 --> 00:09:47.000]  而且彼得被夾住在中間
[00:09:47.000 --> 00:09:49.000]  你看到第五節
[00:09:49.000 --> 00:09:51.000]  彼得被困在監獄
[00:09:51.000 --> 00:09:54.000]  教會為他祈禱
[00:09:54.000 --> 00:09:56.000]  四班病人
[00:09:56.000 --> 00:09:57.000]  第四節
[00:09:57.000 --> 00:09:58.000]  每個四班
[00:09:58.000 --> 00:10:00.000]  意思是在如月節
[00:10:00.000 --> 00:10:01.000]  這個大日子日之後
[00:10:01.000 --> 00:10:03.000]  將他提堂出來
[00:10:03.000 --> 00:10:06.000]  當著百姓
[00:10:06.000 --> 00:10:09.000]  和合本也很幽默
[00:10:09.000 --> 00:10:10.000]  扮他
[00:10:10.000 --> 00:10:11.000]  你不要讀錯
[00:10:11.000 --> 00:10:12.000]  不是扮他
[00:10:12.000 --> 00:10:15.000]  意思是
[00:10:15.000 --> 00:10:17.000]  他可能最終的命運
[00:10:17.000 --> 00:10:19.000]  和瓦割一樣
[00:10:19.000 --> 00:10:21.000]  殺他
[00:10:21.000 --> 00:10:22.000]  原因是
[00:10:22.000 --> 00:10:25.000]  希律看到一件很重要的
[00:10:25.000 --> 00:10:27.000]  外交政策
[00:10:27.000 --> 00:10:28.000]  就是猶太這個群體
[00:10:28.000 --> 00:10:30.000]  怎樣管得了他們呢
[00:10:30.000 --> 00:10:32.000]  因為猶太人本身
[00:10:32.000 --> 00:10:35.000]  對於宗教的熱情程度
[00:10:35.000 --> 00:10:36.000]  是很高的
[00:10:36.000 --> 00:10:37.000]  所以我們一直知道
[00:10:37.000 --> 00:10:38.000]  小流行主任
[00:10:38.000 --> 00:10:39.000]  你熟悉或不熟悉
[00:10:39.000 --> 00:10:41.000]  猶太群體本身是很反對
[00:10:41.000 --> 00:10:44.000]  特別是猶太的工會
[00:10:44.000 --> 00:10:46.000]  很反對教會的成立
[00:10:46.000 --> 00:10:48.000]  所以在小流行主任
[00:10:48.000 --> 00:10:49.000]  今天不多說
[00:10:49.000 --> 00:10:53.000]  我們留待七月份再說這個課題
[00:10:53.000 --> 00:10:54.000]  所以希律就希望
[00:10:54.000 --> 00:10:56.000]  叫做息事寧人
[00:10:56.000 --> 00:10:57.000]  他做一些東西
[00:10:57.000 --> 00:10:59.000]  是猶太工會所喜歡做的東西
[00:10:59.000 --> 00:11:01.000]  就是搞定
[00:11:01.000 --> 00:11:02.000]  搞定一些
[00:11:02.000 --> 00:11:04.000]  猶太工會不喜歡的人
[00:11:04.000 --> 00:11:05.000]  就是使徒
[00:11:05.000 --> 00:11:07.000]  就是早期的教會的人
[00:11:07.000 --> 00:11:08.000]  於是就抓了彼得
[00:11:08.000 --> 00:11:09.000]  如果抓了彼得
[00:11:09.000 --> 00:11:11.000]  他是要確保他不可以走的
[00:11:11.000 --> 00:11:14.000]  因為他準備將他再殺
[00:11:14.000 --> 00:11:16.000]  這個是很多書籍
[00:11:16.000 --> 00:11:18.000]  相信彼得是被辦的原因
[00:11:18.000 --> 00:11:21.000]  就是拿出來照板煮碗
[00:11:21.000 --> 00:11:23.000]  殺了他
[00:11:23.000 --> 00:11:25.000]  於是他認為他走不掉的
[00:11:25.000 --> 00:11:28.000]  四班兵叮看著他
[00:11:28.000 --> 00:11:32.000]  彼得什麼原因被捕
[00:11:32.000 --> 00:11:35.000]  時間我不可以跟大家看太多
[00:11:35.000 --> 00:11:37.000]  不過很快的看
[00:11:37.000 --> 00:11:39.000]  第四章
[00:11:39.000 --> 00:11:41.000]  因為和學本有個翻譯
[00:11:41.000 --> 00:11:42.000]  我要跟大家解釋一下
[00:11:42.000 --> 00:11:45.000]  幾乎忘記了第三節
[00:11:45.000 --> 00:11:47.000]  十二章第三節
[00:11:47.000 --> 00:11:49.000]  希律見到猶太人喜歡寫事
[00:11:49.000 --> 00:11:50.000]  又去捉拿彼得
[00:11:50.000 --> 00:11:51.000]  其實有一個意思是
[00:11:51.000 --> 00:11:55.000]  再次捉拿彼得
[00:11:55.000 --> 00:11:58.000]  其實希律沒有再次捉拿他
[00:11:58.000 --> 00:12:01.000]  只不過是他跟著猶太工會的尾
[00:12:01.000 --> 00:12:02.000]  就是叫做再次
[00:12:02.000 --> 00:12:05.000]  他是繼猶太工會拘捕了希律
[00:12:05.000 --> 00:12:06.000]  兩次之後
[00:12:06.000 --> 00:12:08.000]  拘捕了彼得兩次之後
[00:12:08.000 --> 00:12:11.000]  他跟著再去拘捕彼得
[00:12:11.000 --> 00:12:13.000]  就是他跟著別人去做
[00:12:13.000 --> 00:12:14.000]  是這個意思
[00:12:14.000 --> 00:12:15.000]  所以你看到
[00:12:15.000 --> 00:12:18.000]  彼得第一次什麼時候被捕呢
[00:12:18.000 --> 00:12:20.000]  是第四章
[00:12:20.000 --> 00:12:22.000]  第四章的時候
[00:12:22.000 --> 00:12:26.000]  彼得是在美門醫治好一個渠腿的人
[00:12:26.000 --> 00:12:28.000]  對不起我等下節目很快地說
[00:12:28.000 --> 00:12:30.000]  如果你想回去看
[00:12:30.000 --> 00:12:33.000]  你回去看聖經第三章開始就看到
[00:12:33.000 --> 00:12:35.000]  然後他醫好了之後
[00:12:35.000 --> 00:12:38.000]  聖殿裡面說耶穌復活
[00:12:38.000 --> 00:12:42.000]  這個課題我們將會在七月份比較深入去說
[00:12:42.000 --> 00:12:44.000]  耶穌復活對教會的重要性
[00:12:44.000 --> 00:12:46.000]  不過今天不說
[00:12:46.000 --> 00:12:48.000]  於是他就被捕了
[00:12:48.000 --> 00:12:49.000]  簡單地說
[00:12:49.000 --> 00:12:50.000]  但是當時信主人
[00:12:50.000 --> 00:12:52.000]  你看四章第四節
[00:12:52.000 --> 00:12:54.000]  已經有五千人了
[00:12:54.000 --> 00:12:55.000]  你們記不記得
[00:12:55.000 --> 00:12:59.000]  在五巡節有多少人信主
[00:12:59.000 --> 00:13:00.000]  三千
[00:13:00.000 --> 00:13:03.000]  你若不加一下數字上現在去到八千
[00:13:03.000 --> 00:13:04.000]  其實一定不止
[00:13:04.000 --> 00:13:07.000]  因為太多經文說到很多人信主
[00:13:07.000 --> 00:13:08.000]  一定很多人信主
[00:13:08.000 --> 00:13:12.000]  所以這個令尤拉公會非常不開心的事
[00:13:12.000 --> 00:13:13.000]  耶穌的道
[00:13:13.000 --> 00:13:15.000]  耶穌的教會竟然這麼多人走了過去
[00:13:15.000 --> 00:13:16.000]  你知道嗎
[00:13:16.000 --> 00:13:17.000]  於是
[00:13:17.000 --> 00:13:19.000]  希律就看中了這件事
[00:13:19.000 --> 00:13:20.000]  就跟著去做
[00:13:20.000 --> 00:13:22.000]  彼得第二次被捕是幾時呢
[00:13:22.000 --> 00:13:25.000]  在第五章
[00:13:25.000 --> 00:13:30.000]  在聖靈擊倒撒拿尼亞之後
[00:13:30.000 --> 00:13:32.000]  就發現了
[00:13:32.000 --> 00:13:34.000]  當時有很多人信主
[00:13:34.000 --> 00:13:35.000]  你看到五章十四節
[00:13:35.000 --> 00:13:36.000]  也是時間關係
[00:13:36.000 --> 00:13:37.000]  我真的很抱歉
[00:13:37.000 --> 00:13:40.000]  不可以詳細解釋這件經文
[00:13:40.000 --> 00:13:42.000]  你會發現五章十四節
[00:13:42.000 --> 00:13:43.000]  當下的情況
[00:13:43.000 --> 00:13:45.000]  也是不斷有人信主
[00:13:45.000 --> 00:13:46.000]  所以信主的人數多
[00:13:46.000 --> 00:13:49.000]  令到猶太公會不開心之餘
[00:13:49.000 --> 00:13:53.000]  還加上猶太公會不想他們繼續說耶穌復活
[00:13:53.000 --> 00:13:55.000]  第一次被捕的猶太公會
[00:13:55.000 --> 00:13:56.000]  第四章
[00:13:56.000 --> 00:13:58.000]  已經嚴嚴警告了
[00:13:58.000 --> 00:14:00.000]  以後不可以再傳耶穌
[00:14:00.000 --> 00:14:02.000]  特別早期的教會
[00:14:02.000 --> 00:14:05.000]  他們所傳的是耶穌基督的復活
[00:14:05.000 --> 00:14:07.000]  而不是單單說死人復活
[00:14:07.000 --> 00:14:08.000]  這個很大分別
[00:14:08.000 --> 00:14:09.000]  我們七月再說
[00:14:09.000 --> 00:14:14.000]  五章十七節
[00:14:14.000 --> 00:14:16.000]  五章十七節的地方我們就看到了
[00:14:16.000 --> 00:14:18.000]  大祭司下
[00:14:18.000 --> 00:14:23.000]  是第二次拘捕這班使徒彼得
[00:14:23.000 --> 00:14:25.000]  見到這個情況之後
[00:14:25.000 --> 00:14:27.000]  那麼多人信主就妒忌心
[00:14:27.000 --> 00:14:29.000]  於是下手拿著使徒
[00:14:29.000 --> 00:14:31.000]  收在監獄裡
[00:14:31.000 --> 00:14:33.000]  等候再處置他們
[00:14:33.000 --> 00:14:34.000]  不過我們發覺
[00:14:34.000 --> 00:14:36.000]  到了五章三十四節
[00:14:36.000 --> 00:14:37.000]  說得很快
[00:14:37.000 --> 00:14:38.000]  不好意思
[00:14:38.000 --> 00:14:39.000]  就有一個人出現了
[00:14:39.000 --> 00:14:41.000]  這個叫加瑪烈
[00:14:41.000 --> 00:14:43.000]  去提醒猶太公會
[00:14:43.000 --> 00:14:45.000]  他說你們小心
[00:14:45.000 --> 00:14:46.000]  自古
[00:14:46.000 --> 00:14:47.000]  你們回去看
[00:14:47.000 --> 00:14:48.000]  很多人說出來
[00:14:48.000 --> 00:14:51.000]  斗黨罪眾都很快散的
[00:14:51.000 --> 00:14:53.000]  但這班人傳講耶穌
[00:14:53.000 --> 00:14:55.000]  你們留意一下他
[00:14:55.000 --> 00:14:56.000]  是不是出於神
[00:14:56.000 --> 00:14:57.000]  不是
[00:14:57.000 --> 00:14:58.000]  五章三十九節
[00:14:58.000 --> 00:14:59.000]  是出於神
[00:14:59.000 --> 00:15:01.000]  你們就不要敗壞他們
[00:15:01.000 --> 00:15:02.000]  和平的寄言
[00:15:02.000 --> 00:15:04.000]  恐怕你們
[00:15:04.000 --> 00:15:06.000]  是被神
[00:15:06.000 --> 00:15:08.000]  是攻擊了神
[00:15:08.000 --> 00:15:09.000]  然後
[00:15:09.000 --> 00:15:10.000]  使徒就被釋放
[00:15:10.000 --> 00:15:12.000]  因為加瑪烈的擔保
[00:15:12.000 --> 00:15:13.000]  在面前
[00:15:13.000 --> 00:15:14.000]  他們被釋放
[00:15:14.000 --> 00:15:16.000]  回去五章四十二節
[00:15:16.000 --> 00:15:18.000]  繼續傳講耶穌基督
[00:15:18.000 --> 00:15:20.000]  好了 停一停
[00:15:20.000 --> 00:15:22.000]  都挺辛苦的
[00:15:22.000 --> 00:15:24.000]  這麼追我
[00:15:24.000 --> 00:15:26.000]  簡單地說
[00:15:26.000 --> 00:15:28.000]  其實就是
[00:15:28.000 --> 00:15:29.000]  希律要做的功課
[00:15:29.000 --> 00:15:32.000]  就是看到當下一個時機
[00:15:32.000 --> 00:15:35.000]  就是教會膨脹得很快
[00:15:35.000 --> 00:15:37.000]  不斷上升
[00:15:37.000 --> 00:15:39.000]  越困難就越上升
[00:15:39.000 --> 00:15:40.000]  人數多得不得了
[00:15:40.000 --> 00:15:42.000]  猶太公會越來越不開心
[00:15:42.000 --> 00:15:44.000]  就抓了彼得兩次
[00:15:44.000 --> 00:15:46.000]  他做第三次
[00:15:46.000 --> 00:15:48.000]  他想送個大禮
[00:15:48.000 --> 00:15:50.000]  給猶太公會
[00:15:50.000 --> 00:15:51.000]  在余節之後
[00:15:51.000 --> 00:15:53.000]  十二章的經文告訴他
[00:15:53.000 --> 00:15:56.000]  準備抓他出來照樣
[00:15:56.000 --> 00:15:58.000]  將他處決
[00:15:58.000 --> 00:16:01.000]  這個是希律
[00:16:01.000 --> 00:16:03.000]  很聰明的
[00:16:03.000 --> 00:16:06.000]  看來教會沒什麼辦法
[00:16:06.000 --> 00:16:08.000]  不斷被抓
[00:16:08.000 --> 00:16:09.000]  不斷被抓
[00:16:09.000 --> 00:16:10.000]  然後
[00:16:10.000 --> 00:16:12.000]  希律抓了彼得
[00:16:12.000 --> 00:16:13.000]  當我們知道
[00:16:13.000 --> 00:16:16.000]  彼得是被天使救出來之後
[00:16:16.000 --> 00:16:19.000]  他們找不到彼得
[00:16:19.000 --> 00:16:21.000]  但是我們今天講到的經文
[00:16:21.000 --> 00:16:23.000]  回到今天講到的經文
[00:16:23.000 --> 00:16:24.000]  十二章十八節
[00:16:24.000 --> 00:16:25.000]  頭兩節經文
[00:16:25.000 --> 00:16:27.000]  我們看到彼得的失蹤
[00:16:27.000 --> 00:16:30.000]  已經給我們一個提示
[00:16:30.000 --> 00:16:32.000]  希律怎樣做
[00:16:32.000 --> 00:16:36.000]  都綁不住上帝的工作
[00:16:36.000 --> 00:16:38.000]  上帝的工作是什麼呢
[00:16:38.000 --> 00:16:41.000]  是今天我們要講的主題
[00:16:41.000 --> 00:16:43.000]  上帝的工作從哪裏出發呢
[00:16:43.000 --> 00:16:45.000]  從真道的工作
[00:16:45.000 --> 00:16:46.600]  超然的教會 超然的群體
[00:16:46.600 --> 00:16:48.600]  這一班信徒
[00:16:48.600 --> 00:16:50.600]  早期教會
[00:16:50.600 --> 00:16:52.600]  我們看到他們是超然脫俗的
[00:16:52.600 --> 00:16:54.600]  因為這個世界反對他們所做的事
[00:16:54.600 --> 00:16:56.600]  當代
[00:16:56.600 --> 00:16:58.600]  在第一世紀
[00:16:58.600 --> 00:17:00.600]  我們知道 特別是從使徒行傳
[00:17:00.600 --> 00:17:02.600]  從保羅書信看到
[00:17:02.600 --> 00:17:04.600]  教會是被猶太公會
[00:17:04.600 --> 00:17:06.600]  包括外邦人信了主
[00:17:06.600 --> 00:17:08.600]  之後猶太教
[00:17:08.600 --> 00:17:10.600]  和異教的混合
[00:17:10.600 --> 00:17:12.600]  產生很多異端
[00:17:12.600 --> 00:17:14.600]  當時非常混亂
[00:17:14.600 --> 00:17:16.600]  不過我們又看到
[00:17:16.600 --> 00:17:18.600]  上帝是怎樣用這個環境
