
[00:00:00.000 --> 00:00:02.540]  很高興再次能夠在主日崇拜的時間
[00:01:52.620 --> 00:01:54.140]  好,在開始之前
[00:01:54.140 --> 00:01:56.740]  我們再次去思想一下
[00:01:56.740 --> 00:01:58.500]  或者去領受一下
[00:01:58.500 --> 00:02:01.300]  這一段經文所講的內容是甚麼
[00:02:01.300 --> 00:02:04.020]  然後我們才進入到今天講的
[00:02:04.020 --> 00:02:05.660]  真正的講題
[00:02:05.660 --> 00:02:08.420]  靠著福音怎樣撕掉
[00:02:08.420 --> 00:02:10.060]  這個明星效應
[00:02:10.060 --> 00:02:12.180]  在我們屬靈生命上的影響
[00:02:12.180 --> 00:02:13.620]  靠著福音
[00:02:13.620 --> 00:02:17.820]  怎樣去撕掉明星效應對我們的影響
[00:02:17.820 --> 00:02:19.660]  好,讓我們一起再次打開
[00:02:19.660 --> 00:02:21.220]  神的寶貴的說話
[00:02:21.220 --> 00:02:25.500]  讓我們先以和合本的版本去讀
[00:02:25.500 --> 00:02:28.260]  然後我們再會以英文的版本
[00:02:28.260 --> 00:02:31.260]  NET去明白神的說話
[00:02:31.260 --> 00:02:36.220]  《迦拉太書》的第二章
[00:02:36.220 --> 00:02:38.980]  第一節至第五節
[00:02:38.980 --> 00:02:41.220]  「過了十四年
[00:02:41.220 --> 00:02:44.100]  我和巴拿巴又上耶路撒冷去
[00:02:44.100 --> 00:02:46.500]  並帶著提多同去
[00:02:46.500 --> 00:02:48.900]  我是奉啟示上去的
[00:02:48.900 --> 00:02:51.780]  把我在外邦人中所傳的福音
[00:02:51.780 --> 00:02:53.860]  對弟兄們陳述
[00:02:53.860 --> 00:02:55.380]  卻是背地裡
[00:02:55.380 --> 00:02:57.940]  對那有名望之人說的
[00:02:57.940 --> 00:03:00.900]  唯恐我現在或是從前
[00:03:00.900 --> 00:03:02.860]  徒然奔跑
[00:03:02.860 --> 00:03:04.860]  但與我同去的提多
[00:03:04.860 --> 00:03:06.340]  雖是希臘人
[00:03:06.340 --> 00:03:08.860]  也沒有勉強他受割禮
[00:03:08.860 --> 00:03:12.020]  因為有偷著引進來的假弟兄
[00:03:12.020 --> 00:03:16.060]  私下窺探我們在基督耶穌裡的自由
[00:03:16.060 --> 00:03:18.300]  要叫我們作奴僕
[00:03:18.300 --> 00:03:20.180]  我們就使一刻的功夫
[00:03:20.180 --> 00:03:22.940]  也沒有勇量信服他們
[00:03:22.940 --> 00:03:24.780]  唯要叫福音的真理
[00:03:24.780 --> 00:03:27.420]  仍存在你們中間
[00:03:27.420 --> 00:03:28.740]  過了十四年
[00:03:28.740 --> 00:03:31.860]  我和巴拿巴又上耶路撒冷去
[00:03:31.860 --> 00:03:34.020]  並帶著提多同去
[00:03:34.020 --> 00:03:36.500]  我是奉啟示上去的
[00:03:36.500 --> 00:03:39.140]  把我在外邦人中所傳的福音
[00:03:39.140 --> 00:03:41.140]  對弟兄們陳述
[00:03:41.140 --> 00:03:42.580]  卻是背地裡
[00:03:42.580 --> 00:03:45.100]  對那有名望之人說的
[00:03:45.100 --> 00:03:48.020]  唯恐我現在或是從前
[00:03:48.020 --> 00:03:49.500]  徒然奔跑
[00:03:49.500 --> 00:03:51.500]  但與我同去的提多
[00:03:51.500 --> 00:03:53.020]  雖是希臘人
[00:03:53.020 --> 00:03:55.580]  也沒有勉強他受割禮
[00:03:55.580 --> 00:03:58.980]  因為有偷著引進來的假弟兄
[00:03:58.980 --> 00:04:02.740]  私下窺探我們在基督耶穌裡的自由
[00:04:02.740 --> 00:04:04.780]  要叫我們作奴僕
[00:04:04.780 --> 00:04:07.020]  我們就使一刻的功夫
[00:04:07.020 --> 00:04:09.820]  也沒有勇量信服他們
[00:04:09.820 --> 00:04:12.300]  唯有叫福音的真理
[00:04:12.300 --> 00:04:14.620]  仍存在你們中間
[00:04:14.620 --> 00:04:17.620]  New English Translation
[00:04:17.620 --> 00:04:19.420]  然後十四年後
[00:04:19.420 --> 00:04:21.260]  我又再次到耶路撒冷
[00:04:21.260 --> 00:04:22.500]  和巴拿巴
[00:04:22.500 --> 00:04:25.180]  帶著提多同去
[00:04:25.180 --> 00:04:27.660]  我去那裡是因為一個揭露
[00:04:27.660 --> 00:04:29.500]  並向他們展示了福音
[00:04:29.500 --> 00:04:31.980]  我向基督徒們宣誓
[00:04:31.980 --> 00:04:35.340]  但我只在私人會議上這樣做
[00:04:35.340 --> 00:04:38.460]  與那些有影響力的人
[00:04:38.460 --> 00:04:40.940]  確保我沒有奔跑
[00:04:40.940 --> 00:04:43.460]  或是沒有背地裡奔跑
[00:04:43.460 --> 00:04:45.180]  也不包括提多
[00:04:45.180 --> 00:04:47.820]  那些與我同在的人
[00:04:47.820 --> 00:04:50.980]  雖然他們是基督徒
[00:04:50.980 --> 00:04:52.540]  但他們卻被迫要被割席
[00:04:52.540 --> 00:04:54.460]  現在這件事發生了
[00:04:54.460 --> 00:04:57.100]  因為有偷著引進來的假弟兄
[00:04:57.100 --> 00:04:59.300]  有偷著引進來的假弟兄
[00:04:59.300 --> 00:05:02.620]  他們偷偷地在我們基督耶穌裡的自由
[00:05:02.620 --> 00:05:06.260]  我們偷偷地在我們基督耶穌裡的自由
[00:05:06.260 --> 00:05:08.420]  讓我們成為奴僕
[00:05:08.420 --> 00:05:10.340]  但我們卻沒有向他們放棄
[00:05:10.340 --> 00:05:11.940]  甚至只是一瞬間
[00:05:11.940 --> 00:05:19.380]  保證了福音的真相會永遠在你身邊
[00:05:19.380 --> 00:05:21.740]  我經常看很多電影
[00:05:21.740 --> 00:05:25.100]  有些電影曾經有這樣的橋段
[00:05:25.100 --> 00:05:33.260]  就是講到一個原本很有正義感的警察或官員
[00:05:33.260 --> 00:05:37.300]  隨著時日的不斷的歲月磨細
[00:05:37.300 --> 00:05:42.820]  他最初原本那份正義感漸漸地磨滅
[00:05:42.820 --> 00:05:45.980]  這些電影我們通常都會形容為
[00:05:45.980 --> 00:05:49.420]  他怎樣成魔的過程
[00:05:49.420 --> 00:05:51.060]  其實成魔
[00:05:51.060 --> 00:05:54.820]  為何一個人會漸漸由一個很有正義感的人
[00:05:54.820 --> 00:05:59.220]  後來演變成一個真是無惡不作的人呢?
[00:05:59.220 --> 00:06:00.900]  其實同樣這個情況
[00:06:00.900 --> 00:06:05.300]  可能都會發生在我們屬靈的生命上面
[00:06:05.300 --> 00:06:07.420]  最初一個基督徒
[00:06:07.420 --> 00:06:11.660]  帶著滿懷熱誠的心智去侍奉主
[00:06:11.660 --> 00:06:14.460]  對主每一件事都言聽計從
[00:06:14.460 --> 00:06:16.740]  但隨著時日不斷參與
[00:06:16.740 --> 00:06:20.460]  在一些侍奉中漸漸開始變質
[00:06:20.460 --> 00:06:23.020]  究竟是甚麼原因使他變質呢?
[00:06:23.020 --> 00:06:24.780]  而我們應該怎樣做
[00:06:24.780 --> 00:06:29.380]  我們才可以防止自己不會走入這樣的局面呢?
[00:06:29.380 --> 00:06:31.740]  今天我們所看的迦拉太書
[00:06:31.740 --> 00:06:37.660]  其實保羅就要誘發另一層次的幫助
[00:06:37.660 --> 00:06:40.060]  讓迦拉太教會的信徒
[00:06:40.060 --> 00:06:44.620]  他們能夠走離開這條成魔之路
[00:06:44.620 --> 00:06:47.580]  究竟一個基督徒為何會成魔呢?
[00:06:47.580 --> 00:06:49.100]  為何一個牧者
[00:06:49.100 --> 00:06:51.980]  甚至一些教師原本沒有熱誠
[00:06:51.980 --> 00:06:55.020]  會漸漸信了一些錯誤的福音
[00:06:55.020 --> 00:06:57.620]  甚至傳一些錯誤的福音
[00:06:57.620 --> 00:07:01.620]  仍然自以為很成功的一個侍奉呢?
[00:07:01.620 --> 00:07:06.980]  這正是保羅在這段聖經裏開始誘發的問題
[00:07:06.980 --> 00:07:09.580]  並且提供一些方法
[00:07:09.580 --> 00:07:16.540]  希望糾正或防止基督徒走入成魔之途
[00:07:16.540 --> 00:07:19.900]  讓我們先回看這段聖經
[00:07:19.900 --> 00:07:22.980]  究竟這段聖經提出的是
[00:07:22.980 --> 00:07:26.900]  為何他們最初原本傳的福音
[00:07:26.900 --> 00:07:29.580]  後來傳著傳著會變質呢?
[00:07:29.580 --> 00:07:32.100]  我相信其中一個主要的原因
[00:07:32.100 --> 00:07:33.540]  亦在這段經文裏面
[00:07:33.540 --> 00:07:35.460]  保羅多次提出的就是
[00:07:35.460 --> 00:07:39.220]  對福音本身的理解是有偏差的
[00:07:39.220 --> 00:07:41.380]  隨著年日發覺
[00:07:41.380 --> 00:07:42.820]  原來有些東西
[00:07:42.820 --> 00:07:46.420]  我偏離開了福音原意的時候
[00:07:46.420 --> 00:07:49.500]  原來可能會更加的
[00:07:49.500 --> 00:07:52.500]  使我的侍奉好像看起來很成功
[00:07:52.500 --> 00:07:58.060]  因而他會不願意糾正他原本在福音上的偏差
[00:07:58.060 --> 00:08:02.460]  而且更甘願踩入一個錯誤的福音裏面
[00:08:02.460 --> 00:08:03.620]  究其原因?
[00:08:03.620 --> 00:08:05.220]  甚麼是福音呢?
[00:08:05.220 --> 00:08:06.340]  在聖經裏面
[00:08:06.340 --> 00:08:09.380]  特別我們所看的新約聖經
[00:08:09.380 --> 00:08:11.460]  福音希伯來
[00:08:11.460 --> 00:08:14.500]  希列文原本的字眼就是
[00:08:14.500 --> 00:08:16.980]  To Evangelion
[00:08:16.980 --> 00:08:21.420]  這個字眼原本是指一個好的訊息
[00:08:21.420 --> 00:08:23.660]  但是卻漸漸被人覺得
[00:08:23.660 --> 00:08:28.020]  好的訊息這個Evangelion這個陳述
[00:08:28.020 --> 00:08:30.860]  好像是另一樣東西
[00:08:30.860 --> 00:08:33.860]  但如果我們仔細去看聖經的時候
[00:08:33.860 --> 00:08:35.380]  我們會發現到
[00:08:35.380 --> 00:08:37.620]  Evangelion這個字眼
[00:08:37.620 --> 00:08:41.780]  福音其實是有一個很特別的同義詞
[00:08:41.780 --> 00:08:43.220]  跟它放在一起
[00:08:43.220 --> 00:08:44.500]  哪個同義詞呢?
[00:08:44.500 --> 00:08:46.900]  我們要看《馬學福音》
[00:08:46.900 --> 00:08:49.140]  第一章第一字就已經說了
[00:08:49.140 --> 00:08:52.340]  Mark 1:1
[00:08:52.340 --> 00:08:58.180]  has a very detailed explanation about what is the gospel
[00:08:58.180 --> 00:09:01.580]  原來在《馬學福音》裏面第一章第一字
[00:09:01.580 --> 00:09:03.500]  用我們和合本的翻譯說
[00:09:03.500 --> 00:09:08.940]  上帝的兒子耶穌基督福音的起頭
[00:09:08.940 --> 00:09:13.140]  原文裏面其實就沒有上帝的兒子這個片語
[00:09:13.140 --> 00:09:15.140]  基本上只是說
[00:09:15.140 --> 00:09:20.020]  起頭就是福音耶穌基督
[00:09:20.020 --> 00:09:21.420]  換句話來說
[00:09:21.420 --> 00:09:23.780]  福音在聖經裏面
[00:09:23.780 --> 00:09:27.020]  其實是等同於耶穌基督
[00:09:27.020 --> 00:09:31.340]  而耶穌基督的同義詞就是福音
[00:09:31.340 --> 00:09:34.420]  所以當耶穌基督自己出來傳道的時候
[00:09:34.420 --> 00:09:36.420]  祂自己作為一個福音
[00:09:36.420 --> 00:09:38.420]  祂沒有理由說福音傳福音
[00:09:38.420 --> 00:09:39.900]  所以祂只能夠說
[00:09:39.900 --> 00:09:42.100]  祂出來傳道的時候
[00:09:42.100 --> 00:09:45.180]  祂是傳天國的福音
[00:09:45.180 --> 00:09:46.660]  這個陳述
[00:09:46.660 --> 00:09:50.340]  我們在《馬太福音》第4章23節
[00:09:50.340 --> 00:09:51.900]  9章35節
[00:09:51.900 --> 00:09:55.580]  都看見耶穌自己親口去陳述
[00:09:55.580 --> 00:09:57.300]  但總的而言
[00:09:57.300 --> 00:09:59.300]  我們去看的就是
[00:09:59.300 --> 00:10:02.060]  福音其實就等同於耶穌
[00:10:02.060 --> 00:10:07.260]  而耶穌祂因為藉著祂的死亡
[00:10:07.260 --> 00:10:09.340]  然後祂的復活
[00:10:09.340 --> 00:10:13.340]  並且讓人能夠相信祂的人
[00:10:13.340 --> 00:10:16.540]  認罪悔改都能夠歸入這個
[00:10:16.540 --> 00:10:21.620]  重新與上帝建立這個永恆生命的過程
[00:10:21.620 --> 00:10:24.060]  這樣人就可以得到永生
[00:10:24.060 --> 00:10:27.020]  這個就是一個最好的消息
[00:10:27.020 --> 00:10:28.300]  就是福音
[00:10:28.300 --> 00:10:34.060]  所以當一個人如果對這個福音的最基本的理解
[00:10:34.060 --> 00:10:36.460]  如果出現一些扭曲
[00:10:36.460 --> 00:10:38.020]  或者偏離
[00:10:38.020 --> 00:10:40.220]  甚至增添的時候
[00:10:40.220 --> 00:10:43.620]  就會導致到他們開始傳的
[00:10:43.620 --> 00:10:46.300]  所謂福音是有所偏差
[00:10:46.300 --> 00:10:51.100]  而這亦都是我們在《加拿大書記》裏面
[00:10:51.100 --> 00:10:53.900]  看到加拿大教會的眾信徒
[00:10:53.900 --> 00:10:55.660]  為何這麼快就偏離了
[00:10:55.660 --> 00:10:59.260]  原本保羅所說的福音的內容
[00:10:59.260 --> 00:11:03.060]  聽上去好像福音這個題目
[00:11:03.060 --> 00:11:06.540]  是對於很多基督徒都是一個老生常談
[00:11:06.540 --> 00:11:10.260]  但如果真正是講到要信這個福音的時候
[00:11:10.260 --> 00:11:13.380]  其實是有很多樣的過程
[00:11:13.380 --> 00:11:16.460]  很多因素其實在攪擾我們
[00:11:16.460 --> 00:11:19.540]  對這個相信福音的一個忠誠度
[00:11:19.540 --> 00:11:22.060]  和那個順傳的態度
[00:11:22.060 --> 00:11:25.820]  尤其當出現到一些很有號召力
[00:11:25.820 --> 00:11:27.220]  很有感召力
[00:11:27.220 --> 00:11:29.020]  或者口才非常好
[00:11:29.020 --> 00:11:30.300]  很有口碑
[00:11:30.300 --> 00:11:33.940]  或者很有聲譽的人出現的時候
[00:11:33.940 --> 00:11:38.100]  這個福音原本它本身自己那種的魅力
[00:11:38.100 --> 00:11:40.780]  就漸漸去急速減退
[00:11:40.780 --> 00:11:44.660]  而取之而代之的
[00:11:44.660 --> 00:11:49.140]  就是閃電式的這些人的權威、名聲
[00:11:49.140 --> 00:11:52.180]  所帶來的那種滿足感和效應
[00:11:52.180 --> 00:11:56.460]  所以來到在《加拿大書記》第二章裏面
[00:11:56.460 --> 00:11:59.660]  保羅看見為何加拿大教會
[00:11:59.660 --> 00:12:02.500]  這麼快就要離開原本保羅
[00:12:02.500 --> 00:12:04.980]  傳給他們的順傳的福音呢?
[00:12:04.980 --> 00:12:07.940]  其實最主要的其中一個因素
[00:12:07.940 --> 00:12:10.180]  就是在加拿大教會裏面
[00:12:10.180 --> 00:12:14.420]  出現了很多不同的假弟兄、假教師
[00:12:14.420 --> 00:12:17.620]  而他們所傳的東西、所講的訊息
[00:12:17.620 --> 00:12:19.260]  因為很貼人的心
[00:12:19.260 --> 00:12:22.340]  所以這些人就很容易接受
[00:12:22.340 --> 00:12:26.220]  而這些傳假道的人自己也都很享受
[00:12:26.220 --> 00:12:29.820]  在這些很多的人去擁護他
[00:12:29.820 --> 00:12:32.820]  追隨他那種的滿足感
[00:12:32.820 --> 00:12:33.860]  很自然
[00:12:33.860 --> 00:12:36.620]  即或他們對這個福音有偏離
[00:12:36.620 --> 00:12:39.860]  最初頭只是小小的偏離也好
[00:12:39.860 --> 00:12:41.740]  但是久而久之
[00:12:41.740 --> 00:12:45.460]  他們就越離開越遠這個福音的內容
[00:12:45.460 --> 00:12:47.940]  所以保羅就想一個方法
[00:12:47.940 --> 00:12:50.260]  究竟如何我寫這封信
[00:12:50.260 --> 00:12:52.220]  能夠真是啟動到
[00:12:52.220 --> 00:12:56.860]  這班在加拿大地區的教會信徒
[00:12:56.860 --> 00:12:58.660]  他們可以回轉過來
[00:12:58.660 --> 00:13:00.900]  去重新有一種的動力
[00:13:00.900 --> 00:13:03.740]  在上帝裏面能夠幫助他們
[00:13:03.740 --> 00:13:06.020]  歸回回順傳的福音呢?
[00:13:06.020 --> 00:13:11.060]  這個就正正是今天我們所看這段聖經的主要內容
[00:13:11.060 --> 00:13:14.540]  所以當我們去看這段聖經的時候
[00:13:14.540 --> 00:13:16.660]  保羅一開始
[00:13:16.660 --> 00:13:19.700]  就要告訴我們一件事件
[00:13:19.700 --> 00:13:22.460]  而這件事件的形容一定是
[00:13:22.460 --> 00:13:25.620]  要幫助到加拿大教會的信徒
[00:13:25.620 --> 00:13:30.100]  他們能夠可以有一顆反省的動力
[00:13:30.100 --> 00:13:32.020]  因為一個人要知道
[00:13:32.020 --> 00:13:34.420]  如何回轉一個正途的時候
[00:13:34.420 --> 00:13:37.900]  首先他要知道自己所錯的地方是哪裏
[00:13:37.900 --> 00:13:39.940]  於是乎頭兩節
[00:13:39.940 --> 00:13:47.020]  保羅就憶述他先前曾經在他的侍奉的路程裏面
[00:13:47.020 --> 00:13:49.500]  經過了十四年的侍奉之後
[00:13:49.500 --> 00:13:51.700]  他上耶路撒冷一件事件
[00:13:51.700 --> 00:13:53.260]  他看到這件事件
[00:13:53.260 --> 00:13:58.300]  其實正正就是很銜接在加拿大教會的情況
[00:13:58.300 --> 00:14:02.380]  然後藉這件事能夠去提醒他們
[00:14:02.380 --> 00:14:05.580]  我們再看看這兩節的經文說甚麼
[00:14:05.580 --> 00:14:07.020]  這兩節的經文這樣說
[00:14:07.020 --> 00:14:11.980]  「過了十四年我和巴拿巴又上耶路撒冷去
[00:14:11.980 --> 00:14:14.780]  並帶著提多同去
[00:14:14.780 --> 00:14:17.820]  我是奉啟示上去的
[00:14:17.820 --> 00:14:23.060]  把我在外邦人中所傳的福音對弟兄們陳述
[00:14:23.060 --> 00:14:28.180]  卻是背地裏對那有名望之人說的
[00:14:28.180 --> 00:14:33.740]  唯恐我現在或是從前徒然奔跑」
[00:14:33.740 --> 00:14:38.260]  「過了十四年我和巴拿巴又上耶路撒冷去
[00:14:38.260 --> 00:14:40.380]  並帶著提多同去
[00:14:40.380 --> 00:14:42.980]  我是奉啟示上去的
[00:14:42.980 --> 00:14:48.060]  把我在外邦人中所傳的福音對弟兄們陳述
[00:14:48.060 --> 00:14:51.780]  卻是背地裏對那有名望之人說的
[00:14:51.780 --> 00:14:56.420]  唯恐我現在或是從前徒然奔跑」
[00:14:56.420 --> 00:15:01.820]  「過了十四年我和巴拿巴又上耶路撒冷去
[00:15:01.820 --> 00:15:04.460]  並帶著提多同去
[00:15:04.460 --> 00:15:06.940]  我是奉啟示上去的
[00:15:06.940 --> 00:15:11.740]  把我在外邦人中所傳的福音對弟兄們陳述
[00:15:11.740 --> 00:15:17.100]  卻是背地裏對那有名望之人說的
[00:15:17.100 --> 00:15:22.580]  唯恐我現在或是從前徒然奔跑」
[00:15:22.580 --> 00:15:29.420]  來到一開始《加拉太書》第二章第一和第二節
[00:15:29.420 --> 00:15:31.900]  保羅告訴我們
[00:15:31.900 --> 00:15:35.180]  他領受了上帝的啟示
[00:15:35.180 --> 00:15:39.420]  經過了他侍奉十四年之後
[00:15:39.420 --> 00:15:47.100]  他決定再次帶著巴拿巴和提多一起上去耶路撒冷
[00:15:47.100 --> 00:15:49.180]  我們來到這裡
[00:15:49.180 --> 00:15:51.180]  我們就會問一個問題
[00:15:51.180 --> 00:15:55.420]  為甚麼他經過了十四年之後的侍奉
[00:15:55.420 --> 00:15:59.620]  又要帶著這兩個人上到耶路撒冷裏面
[00:15:59.620 --> 00:16:03.580]  向耶路撒冷的信徒弟兄
[00:16:03.580 --> 00:16:05.060]  這裏寫得很清楚
[00:16:05.060 --> 00:16:08.940]  再次陳述福音的內容呢?
[00:16:08.940 --> 00:16:12.020]  這就是第一點我想和大家分享的
[00:16:12.020 --> 00:16:16.500]  其實我們的屬靈生命的整個過程裏面
[00:16:16.500 --> 00:16:19.460]  每一個信徒從信出的第一天開始
[00:16:19.460 --> 00:16:24.700]  其實都有一個很重要的機制或是在背後運作的
[00:16:24.700 --> 00:16:30.540]  就是我們要不間斷地對我們個人在信仰上的屬靈生命
[00:16:30.540 --> 00:16:35.060]  要不住作出檢視和核實
[00:16:35.060 --> 00:16:40.660]  保羅在這裏告訴眾加拉太教會的弟兄姐妹知道
[00:16:40.660 --> 00:16:43.020]  其實我這個工作
[00:16:43.020 --> 00:16:45.420]  不是單純於傳道這麼簡單
[00:16:45.420 --> 00:16:46.180]  傳道…
[00:16:46.180 --> 00:16:50.460]  我做了很多教會、建立了很多教會
[00:16:50.460 --> 00:16:52.380]  很多信徒聚在一起
[00:16:52.380 --> 00:16:54.660]  那聚在一起是怎樣呢?
[00:16:54.660 --> 00:16:56.100]  是否就由他聚在一起呢?
[00:16:56.100 --> 00:16:56.900]  不是的
[00:16:56.900 --> 00:16:59.860]  其實是一個要栽培你成長的
[00:16:59.860 --> 00:17:01.620]  而他成長的過程
[00:17:01.620 --> 00:17:04.980]  他必然會遇到很多的挑戰
[00:17:04.980 --> 00:17:07.420]  上帝交給傳道人的角色
[00:17:07.420 --> 00:17:11.220]  不是只是傳福音講了一次然後就完結
[00:17:11.220 --> 00:17:12.660]  而是怎樣落實福音
[00:17:12.660 --> 00:17:16.820]  能夠全面在他的屬靈生命上成長
[00:17:16.820 --> 00:17:21.180]  但當我們面對一個在這個世界充滿罪惡的世界
[00:17:21.180 --> 00:17:22.380]  歪念叢生
[00:17:22.380 --> 00:17:24.220]  或者有很多不同的意念
[00:17:24.220 --> 00:17:27.340]  在我們不斷浮現的世界裏面
[00:17:27.340 --> 00:17:29.500]  我們很容易被攪擾
[00:17:29.500 --> 00:17:33.900]  甚至我們會離開了原本那個純傳的福音
[00:17:33.900 --> 00:17:38.260]  所以作為一個屬靈的長者
[00:17:38.260 --> 00:17:40.860]  或者這裏所提到的保羅
[00:17:40.860 --> 00:17:43.420]  他侍奉了十四年之後
[00:17:43.420 --> 00:17:44.940]  他明白到
[00:17:44.940 --> 00:17:47.020]  他在外邦世界裏面
[00:17:47.020 --> 00:17:50.860]  傳道給很多不是原本猶太人背景的人
[00:17:50.860 --> 00:17:52.300]  都信了主了
[00:17:52.300 --> 00:17:54.900]  但是在這樣的背景之下
[00:17:54.900 --> 00:17:57.940]  信徒其實會面對一個挑戰
[00:17:57.940 --> 00:17:59.020]  會久而久之
[00:17:59.020 --> 00:18:04.660]  因為他們的信仰路程上面受到攪擾而偏離了
[00:18:04.660 --> 00:18:08.300]  牧養其中一個主要的工作
[00:18:08.300 --> 00:18:11.820]  就是要不斷提醒和調教信徒
[00:18:11.820 --> 00:18:14.740]  如果有所走差路的時候
[00:18:14.740 --> 00:18:17.100]  盡快可以回轉過來
[00:18:17.100 --> 00:18:19.140]  當然這個過程、這個工作
[00:18:19.140 --> 00:18:23.540]  不是單純於一個牧者自己口才能力的問題
[00:18:23.540 --> 00:18:28.020]  而是聖靈在信徒每個人裏面的運作
[00:18:28.020 --> 00:18:30.620]  但至少作為牧者的
[00:18:30.620 --> 00:18:36.220]  他要幫助信徒不住去檢醒、核實、認證
[00:18:36.220 --> 00:18:38.420]  他們自己的屬靈生命上面
[00:18:38.420 --> 00:18:41.180]  對福音的了解有沒有偏差
[00:18:41.180 --> 00:18:44.820]  加拉太會正正是在這個情況裏面
[00:18:44.820 --> 00:18:46.620]  在之前我們的講道裏面
[00:18:46.620 --> 00:18:49.380]  我們都曾經已經很清楚提及過
[00:18:49.380 --> 00:18:51.300]  在加拉太教會裏面
[00:18:51.300 --> 00:18:55.860]  大致上可以分為兩大類的異樣的福音
[00:18:55.860 --> 00:18:58.780]  是存在加拉太宗教會當中
[00:18:58.780 --> 00:19:03.700]  而且漸漸很快地在他們當中萌芽生長
[00:19:03.700 --> 00:19:09.500]  第一類的就是帶著猶太人背景的信徒
[00:19:09.500 --> 00:19:12.060]  而這類的信徒也可以分為兩大類
[00:19:12.060 --> 00:19:14.220]  第一類的就是覺得
[00:19:14.220 --> 00:19:18.460]  基督教信耶穌只不過是猶太教的一個分支
[00:19:18.460 --> 00:19:21.380]  所以對於所有基督徒來計
[00:19:21.380 --> 00:19:23.620]  猶太教的人體
[00:19:23.620 --> 00:19:25.900]  只需要你繼續守著
[00:19:25.900 --> 00:19:29.780]  猶太教的所有的傳統、律例、典章
[00:19:29.780 --> 00:19:33.940]  那你自然就可以是一個基督徒
