
[00:00:00.000 --> 00:00:05.000]  最近在一本雜誌上看到一篇講現代青年
[00:04:14.000 --> 00:04:21.000]  就說你們按自己的心意去敬拜上帝就行呢
[00:04:21.000 --> 00:04:24.000]  但我想告訴大家事實上不是這樣
[00:04:24.000 --> 00:04:28.000]  這不是耶穌所說的話
[00:04:28.000 --> 00:04:35.000]  耶穌的說話是被翻譯聖經的人誤解了
[00:04:35.000 --> 00:04:38.000]  在原文不是這個意思
[00:04:38.000 --> 00:04:40.000]  如果由我來解釋給大家聽
[00:04:40.000 --> 00:04:44.000]  可能有些人不能夠信得過我的希臘文
[00:04:44.000 --> 00:04:46.000]  夠不夠資格呢
[00:04:46.000 --> 00:04:47.000]  是不是真的
[00:04:47.000 --> 00:04:49.000]  牧師這些希臘文行不行
[00:04:49.000 --> 00:04:51.000]  你這樣批評我日本
[00:04:51.000 --> 00:04:54.000]  不如我給大家看兩個其他的
[00:04:54.000 --> 00:04:57.000]  現代的譯本的翻譯給大家看
[00:04:57.000 --> 00:05:01.000]  第一個是環球聖經的翻譯
[00:05:01.000 --> 00:05:04.000]  環球聖經的翻譯就說
[00:05:04.000 --> 00:05:11.000]  那靠著聖靈按著真理敬拜父的
[00:05:11.000 --> 00:05:17.000]  才是真正敬拜的人
[00:05:17.000 --> 00:05:21.000]  我想先換個格子
[00:05:21.000 --> 00:05:24.000]  或者我們再看另外一個新的譯本
[00:05:24.000 --> 00:05:27.000]  就是新漢語的譯本
[00:05:27.000 --> 00:05:34.000]  真誠敬拜的人要以靈以真理敬拜父
[00:05:34.000 --> 00:05:38.000]  我想大家留意關鍵的問題在哪裡
[00:05:38.000 --> 00:05:42.000]  就是在靈和真誠那兩個字
[00:05:42.000 --> 00:05:47.000]  在和諧本就將真理那個字譯成誠實
[00:05:47.000 --> 00:05:52.000]  而將靈那個字翻譯成心靈
[00:05:52.000 --> 00:05:54.000]  單單從翻譯的角度去看
[00:05:54.000 --> 00:05:56.000]  這個翻譯也不一定是錯的
[00:05:56.000 --> 00:05:59.000]  讀起來很容易明白
[00:05:59.000 --> 00:06:02.000]  但是從整本聖經的角度去看
[00:06:02.000 --> 00:06:04.000]  就很有問題
[00:06:04.000 --> 00:06:10.000]  所以現代的譯本都不再將真理譯為誠實
[00:06:10.000 --> 00:06:13.000]  因為其實所有拜神的人
[00:06:13.000 --> 00:06:16.000]  即使是那些拜偶像的人
[00:06:16.000 --> 00:06:19.000]  都會很誠實
[00:06:19.000 --> 00:06:22.000]  很誠懇去求他們的神
[00:06:22.000 --> 00:06:27.000]  美女給他們做妻子讓他們可以橫財就手
[00:06:27.000 --> 00:06:31.000]  去到賭場的時候可以大殺三方滿載而歸
[00:06:31.000 --> 00:06:36.000]  有沒有人不誠實、不肯、不誠意去求的?
[00:06:36.000 --> 00:06:39.000]  一定誠意的
[00:06:39.000 --> 00:06:42.000]  我們的上帝要求人
[00:06:42.000 --> 00:06:47.000]  是要按著祂所啟示的真理去拜祂
[00:06:47.000 --> 00:06:51.000]  才會得到上帝的喜悅
[00:06:51.000 --> 00:06:53.000]  至於「靈」這個字
[00:06:53.000 --> 00:06:56.000]  在原文並沒有說明
[00:06:56.000 --> 00:07:01.000]  究竟是「聖靈」還是「人的心靈」
[00:07:01.000 --> 00:07:05.000]  新一些的譯本採取了兩個不同的立場
[00:07:05.000 --> 00:07:08.000]  新漢語是「忠於原文」
[00:07:08.000 --> 00:07:10.000]  譯成「靈」
[00:07:10.000 --> 00:07:12.000]  不加任何的評語
[00:07:12.000 --> 00:07:13.000]  不告訴你
[00:07:13.000 --> 00:07:15.000]  讓你自己去想
[00:07:15.000 --> 00:07:18.000]  究竟是「聖靈」還是「心靈」
[00:07:18.000 --> 00:07:22.000]  《環球聖經》的譯本就譯成「心靈」
[00:07:22.000 --> 00:07:25.000]  是加了一些神學的觀點
[00:07:25.000 --> 00:07:28.000]  來指導一般的讀者去了解
[00:07:28.000 --> 00:07:32.000]  這裡耶穌應該是在說「聖靈」
[00:07:32.000 --> 00:07:35.000]  而不是「人的心靈」
[00:07:35.000 --> 00:07:36.000]  為什麼呢?
[00:07:36.000 --> 00:07:39.000]  原因就是在《約翰福音》第一章至第三章
[00:07:39.000 --> 00:07:43.000]  凡是說「靈」的字都是指「聖靈」
[00:07:43.000 --> 00:07:45.000]  不是指「人的靈」
[00:07:45.000 --> 00:07:48.000]  所以來到這裡第四章
[00:07:48.000 --> 00:07:50.000]  也不應該說「心靈」
[00:07:50.000 --> 00:07:52.000]  應該說「聖靈」
[00:07:52.000 --> 00:07:55.000]  所以了解舊約裡面的敬拜
[00:07:55.000 --> 00:07:58.000]  其實是會幫助我們認識上帝更多
[00:07:58.000 --> 00:08:04.000]  還有了解我們究竟應該怎樣來敬拜上帝
[00:08:04.000 --> 00:08:07.000]  我簡單的說一說
[00:08:07.000 --> 00:08:11.000]  在舊約裡面敬拜的三個大元素
[00:08:11.000 --> 00:08:16.000]  這些元素對我們現代基督徒的意義
[00:08:16.000 --> 00:08:19.000]  這三個元素就是會望
[00:08:19.000 --> 00:08:20.000]  祭司
[00:08:20.000 --> 00:08:23.000]  尤其是最重要的是大祭司
[00:08:23.000 --> 00:08:25.000]  還有獻祭
[00:08:25.000 --> 00:08:29.000]  我相信這三個主要的敬拜元素
[00:08:29.000 --> 00:08:34.000]  除了對當代的以色列人有意義之外
[00:08:34.000 --> 00:08:39.000]  也會對我們現代人有重要的意義
[00:08:39.000 --> 00:08:43.000]  今天我會集中跟大家思想那些元素
[00:08:43.000 --> 00:08:46.000]  對我們現代基督徒的意義
[00:08:46.000 --> 00:08:51.000]  不會再集中說對以色列人的意義
[00:08:51.000 --> 00:08:54.000]  先說一說會望的意義
[00:08:54.000 --> 00:08:55.000]  在兩個星期之前
[00:08:55.000 --> 00:08:57.000]  我講道的時候都講道
[00:08:57.000 --> 00:09:02.000]  根據希伯來書第九章八至十節告訴我們
[00:09:02.000 --> 00:09:07.000]  整個會望是為一個時代而設立的
[00:09:07.000 --> 00:09:12.000]  那個時代就是主耶穌未來之前的時代
[00:09:12.000 --> 00:09:13.000]  在那個時代
[00:09:13.000 --> 00:09:20.000]  整個會望是象徵上帝住在以色列人中間
[00:09:20.000 --> 00:09:22.000]  正如今天的經文
[00:09:22.000 --> 00:09:26.000]  《出海及記》二十五章八節說
[00:09:26.000 --> 00:09:29.000]  人民要為我做一個聖所
[00:09:29.000 --> 00:09:33.000]  好讓我住在他們當中
[00:09:33.000 --> 00:09:39.000]  事實上聖莫亦預先啟示了上帝的計劃
[00:09:39.000 --> 00:09:44.000]  就是將來他要派主耶穌來到世界上
[00:09:44.000 --> 00:09:48.000]  住在他的子民當中
[00:09:48.000 --> 00:09:51.000]  司徒約翰很明白這個意思
[00:09:51.000 --> 00:09:54.000]  所以在約翰福音一章十四字說
[00:09:54.000 --> 00:09:59.000]  道成為人住在我們當中
[00:09:59.000 --> 00:10:02.000]  充滿著恩典和真理
[00:10:02.000 --> 00:10:08.000]  原文的住字是搭起一個帳篷來居住的意思
[00:10:08.000 --> 00:10:13.000]  也有人指出在會望裏面的器具
[00:10:13.000 --> 00:10:18.000]  其實擺設是形成一個十字架的形狀
[00:10:18.000 --> 00:10:21.000]  會望的器具一共有七件
[00:10:21.000 --> 00:10:24.000]  七在聖經中是象徵完全
[00:10:24.000 --> 00:10:27.000]  相信很多弟兄姊妹都會知道
[00:10:27.000 --> 00:10:30.000]  或者我們再看一次會望的圖片
[00:10:30.000 --> 00:10:33.000]  在圖片裏面我們看到
[00:10:33.000 --> 00:10:37.000]  有祭壇 祭壇之後就是洗作盤
[00:10:37.000 --> 00:10:41.000]  其餘的五件器具我們看不到
[00:10:41.000 --> 00:10:43.000]  因為在聖幕裏面
[00:10:43.000 --> 00:10:46.000]  在聖所一進去聖幕
[00:10:46.000 --> 00:10:50.000]  聖所第一件我們看到的是香壇
[00:10:50.000 --> 00:10:54.000]  而在致聖所 會望分為兩個部分
[00:10:54.000 --> 00:10:56.000]  第一間是聖所 後面是致聖所
[00:10:56.000 --> 00:11:01.000]  在致聖所裏面有藥櫃和施恩座
[00:11:01.000 --> 00:11:03.000]  施恩座就是藥櫃上的那個
[00:11:03.000 --> 00:11:08.000]  有兩個天使的那個就是施恩座
[00:11:08.000 --> 00:11:10.000]  因此如果我們想一想
[00:11:10.000 --> 00:11:13.000]  祭壇 洗作盤 香壇
[00:11:13.000 --> 00:11:16.000]  直接進去然後藥櫃 施恩座
[00:11:16.000 --> 00:11:21.000]  這五件物件是連成一條直線的
[00:11:21.000 --> 00:11:25.000]  還有兩件器具就是放在聖所的兩邊
[00:11:25.000 --> 00:11:27.000]  就是在香壇的兩邊
[00:11:27.000 --> 00:11:30.000]  就是公廁和燈臺
[00:11:30.000 --> 00:11:32.000]  就成為一條橫線
[00:11:32.000 --> 00:11:38.000]  所以這七件器具就形成一個十字架的形狀
[00:11:38.000 --> 00:11:42.000]  似乎是要告訴我們上帝的計劃
[00:11:42.000 --> 00:11:45.000]  將來耶穌要住在世人當中
[00:11:45.000 --> 00:11:49.000]  並且祂最後是要死在十字架上
[00:11:49.000 --> 00:11:53.000]  完成上帝拯救世人的任務
[00:11:55.000 --> 00:11:59.000]  此外從這些器具的擺設看起來
[00:11:59.000 --> 00:12:03.000]  一個要想和上帝和好的人
[00:12:03.000 --> 00:12:11.000]  是一定要需要獻祭和用水來潔淨自己
[00:12:11.000 --> 00:12:18.000]  然後才可以去到聖所向上帝燒香
[00:12:18.000 --> 00:12:20.000]  作為一個基督徒
[00:12:20.000 --> 00:12:25.000]  主耶穌就已經為我們獻上了自己作贖罪祭
[00:12:25.000 --> 00:12:28.000]  希伯來書十章十二節告訴我們
[00:12:28.000 --> 00:12:32.000]  但基督獻了一次永遠的贖罪祭
[00:12:32.000 --> 00:12:39.000]  所以以後我們不用用動物來獻贖罪祭
[00:12:39.000 --> 00:12:42.000]  但是還有洗作盤
[00:12:42.000 --> 00:12:47.000]  以前的洗作盤是給祭司行潔淨禮用的
[00:12:47.000 --> 00:12:50.000]  我相信洗作盤也可以預示
[00:12:50.000 --> 00:12:54.000]  信耶穌的人還有一次的洗禮
[00:12:54.000 --> 00:12:56.000]  我們不需要用動物獻祭
[00:12:56.000 --> 00:12:58.000]  但是要洗禮
[00:12:58.000 --> 00:13:03.000]  因此當主耶穌要接受約翰的洗禮的時候
[00:13:03.000 --> 00:13:06.000]  雖然約翰不想幫祂施洗
[00:13:06.000 --> 00:13:10.000]  但是耶穌說:不行,你要這樣做
[00:13:10.000 --> 00:13:13.000]  這樣做是實行上帝的要求
[00:13:13.000 --> 00:13:18.000]  在和合本的翻譯:我們理當這樣行,盡諸般的義
[00:13:18.000 --> 00:13:21.000]  由於這是上帝的要求
[00:13:21.000 --> 00:13:23.000]  主耶穌自己做了
[00:13:23.000 --> 00:13:29.000]  在大善命當中也吩咐門徒要為人施洗
[00:13:29.000 --> 00:13:33.000]  因此所有真心信耶穌的人
[00:13:33.000 --> 00:13:39.000]  有機會的話都應該接受洗禮
[00:13:39.000 --> 00:13:44.000]  回望之後讓我們思想一下大祭司
[00:13:44.000 --> 00:13:47.000]  在利未記第九章第十章的時候
[00:13:47.000 --> 00:13:49.000]  我提及過
[00:13:49.000 --> 00:13:55.000]  安納夏倫作為大祭司的儀式是有點特別的
[00:13:55.000 --> 00:13:57.000]  他被摩西安納
[00:13:57.000 --> 00:13:58.000]  摩西安納了之後
[00:13:58.000 --> 00:14:02.000]  他可以馬上執行大祭司的任務
[00:14:02.000 --> 00:14:07.000]  他要在回望門口等七天到八天
[00:14:07.000 --> 00:14:09.000]  再獻贖罪祭之後
[00:14:09.000 --> 00:14:14.000]  才可以為人民獻祭
[00:14:14.000 --> 00:14:15.000]  在第八天
[00:14:15.000 --> 00:14:20.000]  當亞倫獻了贖罪祭之後
[00:14:20.000 --> 00:14:23.000]  上帝天父就從天降火
[00:14:23.000 --> 00:14:27.000]  在壇上燒了那些祭物
[00:14:27.000 --> 00:14:30.000]  亞倫那兩個兒子就拿著香爐
[00:14:30.000 --> 00:14:34.000]  隨便用火向上帝燒香
[00:14:34.000 --> 00:14:40.000]  上帝就將他們就地燒死
[00:14:40.000 --> 00:14:41.000]  但是我留意到
[00:14:41.000 --> 00:14:43.000]  在舊約聖經裡面
[00:14:43.000 --> 00:14:46.000]  有關大祭司的安納儀式
[00:14:46.000 --> 00:14:48.000]  只記載了一次
[00:14:48.000 --> 00:14:50.000]  就是亞倫的安納
[00:14:50.000 --> 00:14:53.000]  當亞倫死的時候
[00:14:53.000 --> 00:14:58.000]  他的兒子繼任做大祭司
[00:14:58.000 --> 00:15:01.000]  就沒有這個儀式了
[00:15:01.000 --> 00:15:03.000]  摩西只是很簡單
[00:15:03.000 --> 00:15:05.000]  將大祭司的袍
[00:15:05.000 --> 00:15:08.000]  從亞倫的身上脫下來
[00:15:08.000 --> 00:15:10.000]  給他的兒子穿
[00:15:10.000 --> 00:15:14.000]  記載在文數記20章28節
[00:15:14.000 --> 00:15:18.000]  摩西脫去亞倫的祭司袍
[00:15:18.000 --> 00:15:20.000]  給以尼亞薩穿上
[00:15:20.000 --> 00:15:22.000]  就是這麼簡單
[00:15:22.000 --> 00:15:26.000]  不像亞倫安納的儀式這麼隆重
[00:15:26.000 --> 00:15:28.000]  如果這樣看起來
[00:15:28.000 --> 00:15:31.000]  安納亞倫做大祭司
[00:15:31.000 --> 00:15:34.000]  很有可能是預示耶穌
[00:15:34.000 --> 00:15:36.000]  也要做大祭司
[00:15:36.000 --> 00:15:39.000]  並且耶穌所獻的祭
[00:15:39.000 --> 00:15:41.000]  是上帝喜悅的
[00:15:41.000 --> 00:15:44.000]  有關耶穌有大祭司的身份
[00:15:44.000 --> 00:15:45.000]  是很肯定的
[00:15:45.000 --> 00:15:47.000]  因為希伯來書
[00:15:47.000 --> 00:15:49.000]  在六章二十節那裡說
[00:15:49.000 --> 00:15:50.000]  為了我們
[00:15:50.000 --> 00:15:52.000]  耶穌作了先驅
[00:15:52.000 --> 00:15:54.000]  先到了那裡
[00:15:54.000 --> 00:15:57.000]  他已經按照默基世德一系
[00:15:57.000 --> 00:15:59.000]  永遠作大祭司
[00:15:59.000 --> 00:16:01.000]  所以我們不需要懷疑
[00:16:01.000 --> 00:16:03.000]  耶穌有大祭司的身份
[00:16:03.000 --> 00:16:06.000]  但這節經文有一節很有趣
[00:16:06.000 --> 00:16:07.000]  先到了那裡
[00:16:07.000 --> 00:16:09.000]  究竟去了哪裡
[00:16:09.000 --> 00:16:11.000]  根據上文
[00:16:11.000 --> 00:16:13.000]  在希伯來書的上文
[00:16:13.000 --> 00:16:14.000]  去到那裡
[00:16:14.000 --> 00:16:17.000]  其實是指天上的聖殿
[00:16:17.000 --> 00:16:20.000]  耶穌先去到天上的聖殿
[00:16:20.000 --> 00:16:21.000]  做大祭司
[00:16:21.000 --> 00:16:26.000]  當我們從預示的角度去思考的時候
[00:16:26.000 --> 00:16:28.000]  我們就更加明白
[00:16:28.000 --> 00:16:31.000]  為什麼上帝好像為了一件很小的事
[00:16:31.000 --> 00:16:35.000]  就將亞倫那兩個兒子殺了
[00:16:35.000 --> 00:16:38.000]  我想假如他們是演員的話
[00:16:38.000 --> 00:16:40.000]  他們被炒魷魚的原因
[00:16:40.000 --> 00:16:44.000]  就是他們沒有按導演的吩咐辦事
[00:16:44.000 --> 00:16:49.000]  上帝要藉著亞倫的安立
[00:16:49.000 --> 00:16:51.000]  和後來的降火
[00:16:51.000 --> 00:16:56.000]  是要預示上帝未來的計劃
[00:16:56.000 --> 00:16:58.000]  而亞倫那兩個兒子
[00:16:58.000 --> 00:17:01.000]  就沒有按照上帝的吩咐辦事
[00:17:01.000 --> 00:17:04.000]  因此上帝就用一些激烈的手法
[00:17:04.000 --> 00:17:06.000]  讓我們後來的人
[00:17:06.000 --> 00:17:09.000]  始終可以了解他的計劃
[00:17:09.000 --> 00:17:13.000]  上帝要預示的是哪一部分的計劃呢
[00:17:13.000 --> 00:17:15.000]  我相信是要預示
[00:17:15.000 --> 00:17:19.000]  在耶穌升天做大祭司之後
[00:17:19.000 --> 00:17:21.000]  聖靈就要降下
[00:17:21.000 --> 00:17:24.000]  住在我們當中的計劃
[00:17:24.000 --> 00:17:27.000]  大家或者記得少林寺第一章
[00:17:27.000 --> 00:17:29.000]  耶穌升天之前
[00:17:29.000 --> 00:17:32.000]  吩咐門徒要在耶路撒冷
[00:17:32.000 --> 00:17:34.000]  等候聖靈降臨的事
[00:17:34.000 --> 00:17:36.000]  如果有人忘記了
[00:17:36.000 --> 00:17:38.000]  就回去看少林寺第一章
[00:17:38.000 --> 00:17:40.000]  我們沒有時間看了
[00:17:40.000 --> 00:17:41.000]  不過我想指出
[00:17:41.000 --> 00:17:45.000]  耶穌升天和聖靈降臨
[00:17:45.000 --> 00:17:49.000]  是剛剛相差了七天
[00:17:49.000 --> 00:17:52.000]  就是亞倫被按立之後
[00:17:52.000 --> 00:17:56.000]  要留在聖幕等七天的日子
[00:17:56.000 --> 00:18:00.000]  但是耶穌升天和聖靈降臨相差的日期
[00:18:00.000 --> 00:18:03.000]  聖經就沒有明顯記載
[00:18:03.000 --> 00:18:06.000]  要計一計數我們才會知道
[00:18:06.000 --> 00:18:08.000]  數字怎麼計呢
[00:18:08.000 --> 00:18:13.000]  我們知道耶穌是在逾越節受死的
[00:18:13.000 --> 00:18:17.000]  而聖靈是在五旬節降下來的
[00:18:17.000 --> 00:18:21.000]  從逾越節到五旬節就有五十天
[00:18:21.000 --> 00:18:24.000]  為什麼呢
[00:18:24.000 --> 00:18:29.000]  我們知道耶穌死後是埋葬了三天
[00:18:29.000 --> 00:18:33.000]  然後耶穌什麼時候升天呢
[00:18:33.000 --> 00:18:39.000]  在向門徒顯現了四十天之後升天
[00:18:39.000 --> 00:18:40.000]  換句話說
[00:18:40.000 --> 00:18:44.000]  耶穌升天的日子就是祂死後四十三天
[00:18:44.000 --> 00:18:46.000]  那你現在計到了
[00:18:46.000 --> 00:18:49.000]  五十減四十三就是七天
[00:18:49.000 --> 00:18:52.000]  耶穌叫門徒在耶路撒冷
[00:18:52.000 --> 00:18:54.000]  剛剛等了七天
[00:18:54.000 --> 00:18:56.000]  聖靈就降下來
[00:18:56.000 --> 00:19:00.000]  如果我們還記得《士徒行傳》第二章說到
[00:19:00.000 --> 00:19:07.000]  聖靈降下來是以火的形狀降在門徒身上
[00:19:07.000 --> 00:19:12.000]  我會說那是上帝在亞倫獻上祭物之後
[00:19:12.000 --> 00:19:16.000]  上帝從天上降火所要預示的計劃
[00:19:16.000 --> 00:19:19.000]  三位一體的神做事很有計劃
[00:19:19.000 --> 00:19:20.000]  上帝做完
[00:19:20.000 --> 00:19:22.000]  耶穌要住在世人中間
[00:19:22.000 --> 00:19:24.000]  耶穌要死在十字架上
[00:19:24.000 --> 00:19:28.000]  然後到聖靈降下來
[00:19:28.000 --> 00:19:31.000]  從此以後基督徒向上帝禱告
[00:19:31.000 --> 00:19:33.000]  就要靠著聖靈的感動
[00:19:33.000 --> 00:19:35.000]  由聖靈帶領
[00:19:35.000 --> 00:19:39.000]  奉耶穌基督的名來向天父祈禱
[00:19:39.000 --> 00:19:44.000]  亞倫那兩個兒子隨便去找一些火來燒香
[00:19:44.000 --> 00:19:48.000]  那些煩火不能代表聖靈
[00:19:48.000 --> 00:19:52.000]  這就破壞了上帝預示的目的
[00:19:52.000 --> 00:19:55.000]  於是上帝就用嚴厲的懲罰
[00:19:55.000 --> 00:19:57.000]  使我們願意思想的人
[00:19:57.000 --> 00:20:00.000]  會明白上帝的心意
[00:20:00.000 --> 00:20:04.000]  明白了主耶穌有大祭司的身份
[00:20:04.000 --> 00:20:06.000]  我們作為耶穌的門徒
[00:20:06.000 --> 00:20:09.000]  也同樣有祭司的身份
[00:20:09.000 --> 00:20:12.000]  正如《士徒比特》告訴我們
[00:20:12.000 --> 00:20:15.000]  你們是蒙簡選的種族
[00:20:15.000 --> 00:20:17.000]  是皇家的祭司
[00:20:17.000 --> 00:20:19.000]  聖潔的國度
[00:20:19.000 --> 00:20:21.000]  上帝的子民
[00:20:21.000 --> 00:20:23.000]  上帝選擇你們離開黑暗
[00:20:23.000 --> 00:20:26.000]  進入他輝煌的光明
[00:20:26.000 --> 00:20:29.000]  來宣揚他奇妙的作為
[00:20:29.000 --> 00:20:31.000]  祭司其中一項主要的工作
[00:20:31.000 --> 00:20:35.000]  就是要教導人民認識上帝的律法
[00:20:35.000 --> 00:20:37.000]  因此彼得就提醒我們
[00:20:37.000 --> 00:20:40.000]  作為天國的祭司
[00:20:40.000 --> 00:20:44.000]  我們有責任向未認識上帝的人
[00:20:44.000 --> 00:20:48.000]  宣揚耶穌奇妙的作為
[00:20:48.000 --> 00:20:52.000]  使人認識上帝
[00:20:52.000 --> 00:20:54.000]  宣揚和教導
[00:20:54.000 --> 00:20:59.000]  只是祭司不同的工作中的其中一項
[00:20:59.000 --> 00:21:03.000]  而祭司最經常要做的工作
[00:21:03.000 --> 00:21:07.000]  大概就是為自己和人民獻祭
[00:21:07.000 --> 00:21:11.000]  這也是我們基督徒應該做的
[00:21:11.000 --> 00:21:17.000]  但主耶穌已經獻上了最完全的祭物
[00:21:17.000 --> 00:21:20.000]  我們從此以後
[00:21:20.000 --> 00:21:25.000]  不再需要用動物來向上帝獻祭
[00:21:25.000 --> 00:21:31.000]  但是我們可以向上帝獻上其他的祭
[00:21:31.000 --> 00:21:40.000]  我從聖經裏面提到基督徒要獻的五種祭
[00:21:40.000 --> 00:21:43.000]  每一個人來到親近上帝
[00:21:43.000 --> 00:21:47.000]  首先都應該獻上凝聚祭
[00:21:47.000 --> 00:21:51.000]  正如《詩篇》51篇17節述所說
[00:21:51.000 --> 00:21:57.000]  上帝啊,我獻上的祭是憂傷的靈
[00:21:57.000 --> 00:22:00.000]  憂傷痛悔的心,你不拒絕
[00:22:00.000 --> 00:22:04.000]  《詩篇》51篇是大衛的凝聚詩
[00:22:04.000 --> 00:22:08.000]  所以每一個要進入天國的人
[00:22:08.000 --> 00:22:11.000]  都要為自己的靈性破產
[00:22:11.000 --> 00:22:14.000]  為我們犯罪而悔改
[00:22:14.000 --> 00:22:17.000]  正如耶穌在八福裏面提到
[00:22:17.000 --> 00:22:19.000]  第一個福和第二個福提到
[00:22:19.000 --> 00:22:23.000]  承認自己靈性貧乏的人多麼有福啊
[00:22:23.000 --> 00:22:25.000]  他們是天國的子民
[00:22:25.000 --> 00:22:29.000]  為罪惡悲傷的人多麼有福啊
[00:22:29.000 --> 00:22:32.000]  上帝要安慰他們
[00:22:32.000 --> 00:22:35.000]  除了認罪之外
[00:22:35.000 --> 00:22:37.000]  在認罪之後
[00:22:37.000 --> 00:22:40.000]  我們要奉獻上自己的生命
[00:22:40.000 --> 00:22:41.000]  當作活祭
[00:22:41.000 --> 00:22:44.000]  正如今天金句啊,保羅勸我們
[00:22:44.000 --> 00:22:48.000]  我勸你們把自己當作活活的祭物
[00:22:48.000 --> 00:22:49.000]  獻給上帝
[00:22:49.000 --> 00:22:52.000]  專心侍奉他,蒙他喜悅
[00:22:52.000 --> 00:22:59.000]  認罪祭可能只需要獻一次
[00:22:59.000 --> 00:23:02.000]  除非我們反省自己的生活
[00:23:02.000 --> 00:23:04.000]  發覺自己有罪
[00:23:04.000 --> 00:23:07.000]  我們要再向上帝認罪
[00:23:07.000 --> 00:23:08.000]  但是消化祭
[00:23:08.000 --> 00:23:10.000]  如果我們記得利美記提到的
[00:23:10.000 --> 00:23:12.000]  消化祭或者煩祭
