
[00:00:00.000 --> 00:00:06.000]  一項研究列出改變人類的十大發明
[00:02:18.000 --> 00:02:22.000]  將世界各地的人很快就拉近在一起
[00:02:22.000 --> 00:02:24.000]  這些的發明
[00:02:24.000 --> 00:02:26.000]  無論每一個發明都好
[00:02:26.000 --> 00:02:32.000]  它都將人類的發展歷程帶到一個新的階段
[00:02:32.000 --> 00:02:36.000]  這個新的階段我們叫做新里程
[00:02:36.000 --> 00:02:41.000]  今天的講題是預節所帶來的新里程
[00:02:41.000 --> 00:02:44.000]  預節和其他那兩個節日
[00:02:44.000 --> 00:02:46.000]  就是五巡節和駐棚節
[00:02:46.000 --> 00:02:52.000]  被稱為猶太人的三個最重要的朝聖節日
[00:02:52.000 --> 00:02:56.000]  每一年無論猶太人有多少
[00:02:56.000 --> 00:02:58.000]  無論分散在全世界各地都好
[00:02:58.000 --> 00:03:00.000]  每年都會有這個節日
[00:03:00.000 --> 00:03:03.000]  它會特地回到耶路撒冷過節
[00:03:03.000 --> 00:03:04.000]  可能大家會問
[00:03:04.000 --> 00:03:07.000]  那麼預節為什麼這麼重要呢
[00:03:07.000 --> 00:03:12.000]  這個就是我們今天所講的聖經的出埃及記第十二章
[00:03:12.000 --> 00:03:16.000]  出埃及記第十二章裏面詳細地描述
[00:03:16.000 --> 00:03:20.000]  當以色列人離開埃及那一晚
[00:03:20.000 --> 00:03:23.000]  神早已吩咐摩西叫以色列人
[00:03:23.000 --> 00:03:27.000]  那一天每一家都要宰一隻羊
[00:03:27.000 --> 00:03:30.000]  在屋裏面一起吃
[00:03:30.000 --> 00:03:34.000]  並且將那些羊血塗在門眉和門框那裏
[00:03:34.000 --> 00:03:38.000]  那一晚神所差遣的滅命使者
[00:03:38.000 --> 00:03:44.000]  循行埃及各地去擊殺埃及所有投生的動物和長子的時候
[00:03:44.000 --> 00:03:49.000]  他一看到這個塗了血的屋
[00:03:49.000 --> 00:03:51.000]  他就會越過那家屋
[00:03:51.000 --> 00:03:53.000]  所以這個節日叫做預月節
[00:03:53.000 --> 00:03:55.000]  就是因為這個災難
[00:03:55.000 --> 00:04:00.000]  令到本來心硬的法老王終於肯屈服
[00:04:00.000 --> 00:04:03.000]  終於批准以色列人離開埃及
[00:04:03.000 --> 00:04:09.000]  那究竟預節和今天的你和我有什麼關係呢?
[00:04:09.000 --> 00:04:14.000]  有解經家說耶穌就是我們的預節
[00:04:14.000 --> 00:04:15.000]  什麼意思呢?
[00:04:15.000 --> 00:04:20.000]  他在說耶穌就是那隻預節的羔羊
[00:04:20.000 --> 00:04:25.000]  他意思是說耶穌犧牲流血
[00:04:25.000 --> 00:04:28.000]  他拯救了我們今天全人類
[00:04:28.000 --> 00:04:29.000]  包括你和我
[00:04:29.000 --> 00:04:32.000]  就等於在出埃及記裏面
[00:04:32.000 --> 00:04:36.000]  那隻預節的羔羊拯救了以色列人一樣
[00:04:36.000 --> 00:04:41.000]  當然大家知道耶穌的補血拯救我們的範圍
[00:04:41.000 --> 00:04:43.000]  功效更加大
[00:04:43.000 --> 00:04:47.000]  我們看看為什麼耶穌和預節羔羊有關係呢?
[00:04:47.000 --> 00:04:52.000]  原來聖經中間的安排有很多共通點
[00:04:52.000 --> 00:04:53.000]  我們看看這兩個共通點
[00:04:53.000 --> 00:04:57.000]  第一個就是時間是完全吻合的
[00:04:57.000 --> 00:05:01.000]  預備和宰殺的時間是完全吻合的
[00:05:01.000 --> 00:05:04.000]  讓我們一起看出埃及記的十二章
[00:05:04.000 --> 00:05:05.000]  三和六節
[00:05:05.000 --> 00:05:06.000]  等待我們一起讀
[00:05:06.000 --> 00:05:07.000]  一二三
[00:05:07.000 --> 00:05:09.000]  吩咐以色列傳媒中說
[00:05:09.000 --> 00:05:11.000]  本月初十日
[00:05:11.000 --> 00:05:15.000]  各人要按著富家取羊羔
[00:05:15.000 --> 00:05:17.000]  一家一隻
[00:05:17.000 --> 00:05:21.000]  要留到本月十四日
[00:05:21.000 --> 00:05:26.000]  以色列傳媒中把羊羔宰了
[00:05:26.000 --> 00:05:28.000]  請留意
[00:05:28.000 --> 00:05:31.000]  這隻預節羔羊預備什麼時候?
[00:05:31.000 --> 00:05:33.000]  正月初十
[00:05:33.000 --> 00:05:34.000]  宰殺是什麼時候?
[00:05:34.000 --> 00:05:35.000]  正月十四
[00:05:35.000 --> 00:05:38.000]  大家看新約聖經
[00:05:38.000 --> 00:05:41.000]  耶穌的時間和祂很吻合
[00:05:41.000 --> 00:05:46.000]  耶穌是什麼時候騎著小路進入耶路撒冷
[00:05:46.000 --> 00:05:47.000]  就好像在預備羔羊
[00:05:47.000 --> 00:05:49.000]  就是正月初十
[00:05:49.000 --> 00:05:51.000]  耶穌什麼時候被釘十字架?
[00:05:51.000 --> 00:05:53.000]  就是正月十四
[00:05:53.000 --> 00:05:54.000]  大家有沒有發現?
[00:05:54.000 --> 00:05:55.000]  完全對齊
[00:05:55.000 --> 00:05:56.000]  一模一樣
[00:05:56.000 --> 00:05:57.000]  這是第一點
[00:05:57.000 --> 00:05:58.000]  第二點
[00:05:58.000 --> 00:06:01.000]  高羊的血原來有功效
[00:06:01.000 --> 00:06:04.000]  這個功效的性質也很相似
[00:06:04.000 --> 00:06:07.000]  我們先看一下中央夾記的十二章
[00:06:07.000 --> 00:06:08.000]  二十一至二十三節
[00:06:08.000 --> 00:06:09.000]  等著我們一起讀
[00:06:09.000 --> 00:06:10.000]  一二三
[00:06:10.000 --> 00:06:13.000]  於是摩西朝了以色列的
[00:06:13.000 --> 00:06:15.000]  中長老來對他們說
[00:06:15.000 --> 00:06:19.000]  你們要按著家口取出羊羔
[00:06:19.000 --> 00:06:22.000]  把這預節的羊羔宰了
[00:06:22.000 --> 00:06:24.000]  拿一把牛膝草
[00:06:24.000 --> 00:06:26.000]  斬盤裡的血
[00:06:26.000 --> 00:06:28.000]  打在門眉上
[00:06:28.000 --> 00:06:30.000]  和左右的門框上
[00:06:30.000 --> 00:06:34.000]  你們誰也不可以出自己的房門
[00:06:34.000 --> 00:06:36.000]  直到早晨繼續
[00:06:36.000 --> 00:06:40.000]  因為耶和華要循行擊殺埃及人
[00:06:40.000 --> 00:06:43.000]  他們看見血在門眉上
[00:06:43.000 --> 00:06:45.000]  和左右的門框上
[00:06:45.000 --> 00:06:48.000]  就必越過那門
[00:06:48.000 --> 00:06:52.000]  不容滅命的進你們的房屋
[00:06:52.000 --> 00:06:54.000]  擊殺你們
[00:06:54.000 --> 00:06:58.000]  羔羊的血的作用有兩個
[00:06:58.000 --> 00:07:00.000]  第一個是記號
[00:07:00.000 --> 00:07:02.000]  那記號是用來做什麼的呢
[00:07:02.000 --> 00:07:04.000]  就是那些滅命天使
[00:07:04.000 --> 00:07:07.000]  當他去循行各地的時候
[00:07:07.000 --> 00:07:09.000]  他看到有些人塗了血
[00:07:09.000 --> 00:07:11.000]  就等於看到那個記號
[00:07:11.000 --> 00:07:13.000]  當他看到這個記號的時候
[00:07:13.000 --> 00:07:14.000]  他就知道
[00:07:14.000 --> 00:07:16.000]  啊 這群人
[00:07:16.000 --> 00:07:19.000]  和其他埃及人是完全不同的
[00:07:19.000 --> 00:07:22.000]  他們是屬於神的
[00:07:22.000 --> 00:07:25.000]  所以他們就不會去擊殺
[00:07:25.000 --> 00:07:27.000]  這些有記號的人
[00:07:27.000 --> 00:07:28.000]  換句話說
[00:07:28.000 --> 00:07:31.000]  這些記號是在保護意識人
[00:07:31.000 --> 00:07:33.000]  免受神的懲罰
[00:07:33.000 --> 00:07:34.000]  同樣都是一樣
[00:07:34.000 --> 00:07:36.000]  在新約的時代
[00:07:36.000 --> 00:07:37.000]  剛才聖餐大家不記得嗎
[00:07:37.000 --> 00:07:39.000]  耶穌拿起杯子說
[00:07:39.000 --> 00:07:40.000]  這個是我的血
[00:07:40.000 --> 00:07:43.000]  是為世人的罪而流的
[00:07:43.000 --> 00:07:46.000]  換句話說聖餐都是一個記號
[00:07:46.000 --> 00:07:48.000]  聖餐耶穌的血都是一個記號
[00:07:48.000 --> 00:07:51.000]  這個記號是凡信耶穌領受聖餐的人
[00:07:51.000 --> 00:07:54.000]  都因為這個記號
[00:07:54.000 --> 00:07:56.000]  免受神的懲罰
[00:07:56.000 --> 00:07:57.000]  其實這個聖餐
[00:07:57.000 --> 00:07:59.000]  也是保護了每一個信耶穌的人
[00:07:59.000 --> 00:08:01.000]  免受神的懲罰
[00:08:01.000 --> 00:08:04.000]  但是在出解及記裡面
[00:08:04.000 --> 00:08:09.000]  那隻羔羊所保護的是意識別人
[00:08:09.000 --> 00:08:11.000]  但是耶穌的血所保護的
[00:08:11.000 --> 00:08:13.000]  就是我們所有的人
[00:08:13.000 --> 00:08:14.000]  全人類
[00:08:14.000 --> 00:08:16.000]  所以功效是更加大
[00:08:16.000 --> 00:08:18.000]  第二個羔羊的血的作用
[00:08:18.000 --> 00:08:20.000]  是代替品
[00:08:20.000 --> 00:08:23.000]  你留意神有懲罰
[00:08:23.000 --> 00:08:26.000]  但是有神有愛和有恩典
[00:08:26.000 --> 00:08:30.000]  但神對罪的懲罰是不會慢的
[00:08:30.000 --> 00:08:32.000]  祂一定會懲罰的
[00:08:32.000 --> 00:08:34.000]  因為神的公義
[00:08:34.000 --> 00:08:37.000]  但是神的懲罰是帶來恐怖
[00:08:37.000 --> 00:08:40.000]  帶來血 流血和死亡
[00:08:40.000 --> 00:08:42.000]  但是神的恩典和愛就在這裡
[00:08:42.000 --> 00:08:47.000]  原來祂已經預備了贖罪的代替品
[00:08:47.000 --> 00:08:49.000]  所以在出解及記裡面
[00:08:49.000 --> 00:08:52.000]  贖罪的代替品就是那隻羔羊
[00:08:52.000 --> 00:08:54.000]  那隻羔羊的犧牲和流血
[00:08:54.000 --> 00:08:57.000]  是代替了當時的意識別人受懲罰
[00:08:57.000 --> 00:09:00.000]  今天耶穌這隻羔羊是甚麼
[00:09:00.000 --> 00:09:02.000]  代替你和我全人類
[00:09:02.000 --> 00:09:04.000]  去受到懲罰
[00:09:04.000 --> 00:09:08.000]  所以功效性質是一樣的
[00:09:08.000 --> 00:09:11.000]  所以你看新約聖經裡面
[00:09:11.000 --> 00:09:12.000]  約翰福音
[00:09:12.000 --> 00:09:15.000]  當施捨約翰遠遠見到耶穌來
[00:09:15.000 --> 00:09:17.000]  想受洗的時候
[00:09:17.000 --> 00:09:19.000]  施捨約翰說了甚麼
[00:09:19.000 --> 00:09:21.000]  看啊 神的羔羊
[00:09:21.000 --> 00:09:24.000]  背負了世人的罪孽
[00:09:24.000 --> 00:09:26.000]  所以這個是很對齊的
[00:09:26.000 --> 00:09:28.000]  還有
[00:09:28.000 --> 00:09:30.000]  在出解及記裡面
[00:09:30.000 --> 00:09:32.000]  神選這隻羔羊是沒有殘疾
[00:09:32.000 --> 00:09:33.000]  即是甚麼
[00:09:33.000 --> 00:09:35.000]  這個羔羊是要完美的
[00:09:35.000 --> 00:09:37.000]  耶穌也是完美的
[00:09:37.000 --> 00:09:39.000]  在耶穌在世這麼多年
[00:09:39.000 --> 00:09:41.000]  祂有很多敵人
[00:09:41.000 --> 00:09:43.000]  那些敵人一直這樣找
[00:09:43.000 --> 00:09:45.000]  請私家偵探也好
[00:09:45.000 --> 00:09:46.000]  上網也好
[00:09:46.000 --> 00:09:48.000]  去找耶穌的罪證
[00:09:48.000 --> 00:09:49.000]  找耶穌曾經犯過罪
[00:09:49.000 --> 00:09:50.000]  沒有啊
[00:09:50.000 --> 00:09:52.000]  無論用任何方法
[00:09:52.000 --> 00:09:54.000]  都找不到耶穌犯罪
[00:09:54.000 --> 00:09:56.000]  所以耶穌是完美的
[00:09:56.000 --> 00:09:59.000]  所以彼得前書是這樣說
[00:09:59.000 --> 00:10:00.000]  一章18至19節
[00:10:00.000 --> 00:10:01.000]  等一下再說
[00:10:01.000 --> 00:10:02.000]  1 2 3
[00:10:02.000 --> 00:10:04.000]  知道你們得贖
[00:10:04.000 --> 00:10:06.000]  撇去你們祖宗
[00:10:06.000 --> 00:10:09.000]  所源流去望的行為
[00:10:09.000 --> 00:10:12.000]  不是憑著能為的金銀等物
[00:10:12.000 --> 00:10:15.000]  乃是憑著基督的寶血
[00:10:15.000 --> 00:10:17.000]  如同無瑕疵
[00:10:17.000 --> 00:10:20.000]  無顛烏的羔羊的血
[00:10:20.000 --> 00:10:21.000]  所以頂之下
[00:10:21.000 --> 00:10:23.000]  這個是完全明白
[00:10:23.000 --> 00:10:26.000]  御節那隻羔羊
[00:10:26.000 --> 00:10:28.000]  和耶穌是完全對齊
[00:10:28.000 --> 00:10:31.000]  但是耶穌對於拯救的功效
[00:10:31.000 --> 00:10:34.000]  是偏近我們所有的人
[00:10:34.000 --> 00:10:35.000]  全人類
[00:10:35.000 --> 00:10:37.000]  所以御節
[00:10:37.000 --> 00:10:40.000]  是一個很重要的關卡
[00:10:40.000 --> 00:10:42.000]  越過了這個關卡
[00:10:42.000 --> 00:10:45.000]  當時的以色列人
[00:10:45.000 --> 00:10:48.000]  就開始了人生的新歷程
[00:10:48.000 --> 00:10:49.000]  一個新階段
[00:10:49.000 --> 00:10:51.000]  一個新的方向
[00:10:51.000 --> 00:10:53.000]  但是如果他們越不過這個關卡
[00:10:53.000 --> 00:10:55.000]  他們就永遠留在埃及裡面
[00:10:55.000 --> 00:10:56.000]  被奴役
[00:10:56.000 --> 00:10:57.000]  直至滅亡
[00:10:57.000 --> 00:10:58.000]  所以
[00:10:58.000 --> 00:11:00.000]  在章1及12章裡面
[00:11:00.000 --> 00:11:02.000]  以色列人遵照摩西
[00:11:02.000 --> 00:11:03.000]  就是神的吩咐
[00:11:03.000 --> 00:11:05.000]  神叫他們御節做些什麼
[00:11:05.000 --> 00:11:06.000]  他們做些什麼
[00:11:06.000 --> 00:11:08.000]  是決定了他們的未來
[00:11:08.000 --> 00:11:09.000]  同樣一樣
[00:11:09.000 --> 00:11:12.000]  今天我們決定了信耶穌
[00:11:12.000 --> 00:11:14.000]  決定了跟從耶穌
[00:11:14.000 --> 00:11:15.000]  我們的決定
[00:11:15.000 --> 00:11:17.000]  都在影響我們的未來
[00:11:17.000 --> 00:11:19.000]  所以我們的未來
[00:11:19.000 --> 00:11:20.000]  就是我們的新歷程
[00:11:20.000 --> 00:11:22.000]  我們的新方向
[00:11:22.000 --> 00:11:24.000]  等著以下的時間
[00:11:24.000 --> 00:11:25.000]  我們一起去講
[00:11:25.000 --> 00:11:27.000]  新歷程
[00:11:27.000 --> 00:11:29.000]  你和我信了耶穌之後
[00:11:29.000 --> 00:11:30.000]  出了埃及之後
[00:11:30.000 --> 00:11:31.000]  這個新歷程
[00:11:31.000 --> 00:11:33.000]  新方向究竟是什麼呢
[00:11:33.000 --> 00:11:35.000]  我覺得有兩方面
[00:11:35.000 --> 00:11:36.000]  第一方面
[00:11:36.000 --> 00:11:38.000]  這個新歷程的代表
[00:11:38.000 --> 00:11:41.000]  我們這個新的人生
[00:11:41.000 --> 00:11:44.000]  再不是一些獨立的個體
[00:11:44.000 --> 00:11:47.000]  而是一個緊密的群體
[00:11:47.000 --> 00:11:48.000]  我再講多一次
[00:11:48.000 --> 00:11:49.000]  再不是一些獨立
[00:11:49.000 --> 00:11:50.000]  你不關我事
[00:11:50.000 --> 00:11:52.000]  我不關你事的個體
[00:11:52.000 --> 00:11:53.000]  我不認識他
[00:11:53.000 --> 00:11:54.000]  他不認識我
[00:11:54.000 --> 00:11:56.000]  那個獨立的個體
[00:11:56.000 --> 00:11:57.000]  而是一些緊密
[00:11:57.000 --> 00:11:59.000]  彼此聯繫的個體
[00:11:59.000 --> 00:12:00.000]  我們先看
[00:12:00.000 --> 00:12:02.000]  春夏及記的12章
[00:12:02.000 --> 00:12:04.000]  1至3節
[00:12:04.000 --> 00:12:05.000]  頂只望你見到
[00:12:05.000 --> 00:12:06.000]  一起讀
[00:12:06.000 --> 00:12:08.000]  「在所難得的地點
[00:12:08.000 --> 00:12:10.000]  亦無法從事
[00:12:10.000 --> 00:12:11.000]  你門之前
[00:12:11.000 --> 00:12:12.000]  會不會再勝於我」
[00:12:12.000 --> 00:12:14.000]  為一年之首
[00:12:14.000 --> 00:12:17.000]  你們吩咐以色列傳媒眾說
[00:12:17.000 --> 00:12:19.000]  本月初十日
[00:12:19.000 --> 00:12:22.000]  各人要按著父家取羊羔
[00:12:22.000 --> 00:12:24.000]  一家一隻
[00:12:24.000 --> 00:12:27.000]  神的創造
[00:12:27.000 --> 00:12:30.000]  去到出埃及記
[00:12:30.000 --> 00:12:33.000]  以色列人離開埃及
[00:12:33.000 --> 00:12:35.000]  其實這是神的新創造
[00:12:35.000 --> 00:12:37.000]  既然是新的創造
[00:12:37.000 --> 00:12:39.000]  就應該有新的月份
[00:12:39.000 --> 00:12:41.000]  所以以色列人離開埃及
[00:12:41.000 --> 00:12:44.000]  這個月本來不是一月
[00:12:44.000 --> 00:12:46.000]  但是神說定這個是一月
[00:12:46.000 --> 00:12:47.000]  什麼意思
[00:12:47.000 --> 00:12:48.000]  新的月份
[00:12:48.000 --> 00:12:49.000]  新的開始
[00:12:49.000 --> 00:12:50.000]  新的年份
[00:12:50.000 --> 00:12:52.000]  其實是一個新的歷程
[00:12:52.000 --> 00:12:53.000]  好了
[00:12:53.000 --> 00:12:54.000]  大家問
[00:12:54.000 --> 00:12:55.000]  那神的新創造
[00:12:55.000 --> 00:12:57.000]  那祂創造了什麼呢
[00:12:57.000 --> 00:12:59.000]  就是聖經裡紅色的字
[00:12:59.000 --> 00:13:01.000]  「以色列傳媒眾」
[00:13:01.000 --> 00:13:02.000]  頂只望你見到
[00:13:02.000 --> 00:13:06.000]  「以色列傳媒眾」是全本聖經裡
[00:13:06.000 --> 00:13:12.000]  以色列人第一次被稱呼為「會眾群體」
[00:13:12.000 --> 00:13:14.000]  即是一個群體
[00:13:14.000 --> 00:13:15.000]  換句話說
[00:13:15.000 --> 00:13:19.000]  以色列人再不是很多很多個我自己
[00:13:19.000 --> 00:13:22.000]  也不是一些獨立的個體
[00:13:22.000 --> 00:13:24.000]  或者我坐在旁邊的Ben是誰
[00:13:24.000 --> 00:13:25.000]  我不認識
[00:13:25.000 --> 00:13:26.000]  連名字都不認識
[00:13:26.000 --> 00:13:27.000]  和我沒有關係的
[00:13:27.000 --> 00:13:28.000]  你Ben我Ben
[00:13:28.000 --> 00:13:30.000]  你眼超超嘴喵喵那些
[00:13:30.000 --> 00:13:31.000]  不是獨立的個體
[00:13:31.000 --> 00:13:33.000]  不是一些互不相干的東西
[00:13:33.000 --> 00:13:35.000]  而是一個群體
[00:13:35.000 --> 00:13:40.000]  是一個有系統有組織的民族
[00:13:40.000 --> 00:13:43.000]  是一個一起敬拜神的群體
[00:13:43.000 --> 00:13:44.000]  再說一次
[00:13:44.000 --> 00:13:46.000]  不是我自己敬拜神
[00:13:46.000 --> 00:13:49.000]  是我們一起敬拜神的群體
[00:13:49.000 --> 00:13:51.000]  所以這個群體是一個大的組織
[00:13:51.000 --> 00:13:52.000]  不是一個人
[00:13:52.000 --> 00:13:55.000]  也不是一個獨立的個體
[00:13:55.000 --> 00:13:56.000]  我們再提一次
[00:13:56.000 --> 00:13:59.000]  聖經裡怎樣強調這個不是一個個體
[00:13:59.000 --> 00:14:02.000]  你看看這群以色列人怎樣一起去吃
[00:14:02.000 --> 00:14:03.000]  這隻御節的羔羊
[00:14:03.000 --> 00:14:04.000]  我們繼續看
[00:14:04.000 --> 00:14:06.000]  將在其十二章三至四節
[00:14:06.000 --> 00:14:07.000]  我們一起讀
[00:14:07.000 --> 00:14:08.000]  一二三
[00:14:08.000 --> 00:14:11.000]  你們吩咐以色列傳媒眾說
[00:14:11.000 --> 00:14:13.000]  本月初十日
[00:14:13.000 --> 00:14:16.000]  各人要按著附加取羊羔
[00:14:16.000 --> 00:14:17.000]  一家一隻
[00:14:17.000 --> 00:14:20.000]  若是一家的人太少
[00:14:20.000 --> 00:14:22.000]  吃不了一隻羊羔
[00:14:22.000 --> 00:14:26.000]  本人就要和他隔壁的鄰舍共取一隻
[00:14:26.000 --> 00:14:28.000]  你們預備羊羔
[00:14:28.000 --> 00:14:32.000]  要按著人數和飯量計算
[00:14:32.000 --> 00:14:35.000]  怎樣去吃這隻御節羔羊呢
[00:14:35.000 --> 00:14:38.000]  各人按著附加
[00:14:38.000 --> 00:14:39.000]  即是說
[00:14:39.000 --> 00:14:41.000]  以家庭為單位
[00:14:41.000 --> 00:14:42.000]  不是個人為單位
[00:14:42.000 --> 00:14:45.000]  不是我喜歡看見家裡有隻羊
[00:14:45.000 --> 00:14:46.000]  我就去拔掉牠的鼻子
[00:14:46.000 --> 00:14:47.000]  我自己走
[00:14:47.000 --> 00:14:48.000]  不是
[00:14:48.000 --> 00:14:50.000]  是一個家庭一起
[00:14:50.000 --> 00:14:52.000]  不是我們隨便找一下
[00:14:52.000 --> 00:14:53.000]  我認識Ken請
[00:14:53.000 --> 00:14:54.000]  我認識Amen
[00:14:54.000 --> 00:14:56.000]  我們認識
[00:14:56.000 --> 00:14:58.000]  現在我們要弄在一起一起吃
[00:14:58.000 --> 00:14:59.000]  不是
[00:14:59.000 --> 00:15:00.000]  是一個屋企
[00:15:00.000 --> 00:15:02.000]  不是散瀟瀟的群體
[00:15:02.000 --> 00:15:04.000]  一個屋企包括什麼
[00:15:04.000 --> 00:15:05.000]  有父母
[00:15:05.000 --> 00:15:06.000]  有夫婦
[00:15:06.000 --> 00:15:08.000]  有未出嫁的女兒
[00:15:08.000 --> 00:15:12.000]  有兒子和他的媳婦
[00:15:12.000 --> 00:15:13.000]  即是媳婦
[00:15:13.000 --> 00:15:16.000]  然後就算有孫子和女兒未出嫁
[00:15:16.000 --> 00:15:17.000]  都在這個家裡
[00:15:17.000 --> 00:15:19.000]  宿命上面即是什麼
[00:15:19.000 --> 00:15:21.000]  等於現在教會的大家庭
[00:15:21.000 --> 00:15:22.000]  請大家留意
[00:15:22.000 --> 00:15:24.000]  這個是一個大的群體
[00:15:24.000 --> 00:15:26.000]  是一個有組織的群體
[00:15:26.000 --> 00:15:28.000]  並不是一些獨立
[00:15:28.000 --> 00:15:29.000]  你不三不識七
[00:15:29.000 --> 00:15:30.000]  你不認識我的群體
[00:15:30.000 --> 00:15:32.000]  這個非常重要
[00:15:32.000 --> 00:15:33.000]  好了
[00:15:33.000 --> 00:15:35.000]  如果我家裡太少人
[00:15:35.000 --> 00:15:37.000]  吃不完一隻羊又怎樣呢
[00:15:37.000 --> 00:15:38.000]  它裡面說
[00:15:38.000 --> 00:15:40.000]  和隔壁的鄰舍分享
[00:15:40.000 --> 00:15:42.000]  即是說你隔壁鄰舍
[00:15:42.000 --> 00:15:43.000]  隔壁屋那個
[00:15:43.000 --> 00:15:45.000]  那幫可能是親戚
[00:15:45.000 --> 00:15:47.000]  可能是暫時的
[00:15:47.000 --> 00:15:49.000]  居住在你那裡的外族人
[00:15:49.000 --> 00:15:50.000]  和他們一起
[00:15:50.000 --> 00:15:51.000]  你記住
[00:15:51.000 --> 00:15:53.000]  不是take away
[00:15:53.000 --> 00:15:55.000]  不是我過來
[00:15:55.000 --> 00:15:56.000]  我吃不完
[00:15:56.000 --> 00:15:57.000]  分些給你
[00:15:57.000 --> 00:15:58.000]  包些給你走
[00:15:58.000 --> 00:15:59.000]  不是
[00:15:59.000 --> 00:16:01.000]  你來一起吃
[00:16:01.000 --> 00:16:02.000]  所以是整間屋企
[00:16:02.000 --> 00:16:05.000]  同一間屋裡面一起吃
[00:16:05.000 --> 00:16:07.000]  等於說這個非常重要
[00:16:07.000 --> 00:16:09.000]  不是三不識七
[00:16:09.000 --> 00:16:11.000]  而是大家一起
[00:16:11.000 --> 00:16:13.000]  是一個大的團體
[00:16:13.000 --> 00:16:15.000]  這個真理
[00:16:15.000 --> 00:16:17.000]  是說得很重要
[00:16:17.000 --> 00:16:19.000]  耶穌基督
[00:16:19.000 --> 00:16:21.000]  祂的犧牲和流血
[00:16:21.000 --> 00:16:23.000]  換些什麼回來呢
[00:16:23.000 --> 00:16:24.000]  祂不是換一些
[00:16:24.000 --> 00:16:26.000]  三不識七的個體
[00:16:26.000 --> 00:16:27.000]  我自己回來
[00:16:27.000 --> 00:16:28.000]  耶穌基督流血
[00:16:28.000 --> 00:16:29.000]  祂的犧牲
[00:16:29.000 --> 00:16:31.000]  是換了大家一起回來
[00:16:31.000 --> 00:16:33.000]  祂換了一個群體回來
[00:16:33.000 --> 00:16:34.000]  所以你留意
[00:16:34.000 --> 00:16:36.000]  新約聖經和舊約聖經
[00:16:36.000 --> 00:16:38.000]  祂不是對一個人說話的
[00:16:38.000 --> 00:16:39.000]  祂對於群體說話
[00:16:39.000 --> 00:16:41.000]  對於整個民族說話
[00:16:41.000 --> 00:16:43.000]  對於整個家族說話
