
[00:00:00.000 --> 00:00:06.500]  (主席)各位早晨 見到很多都是這麼年輕的樣子
[00:02:29.800 --> 00:02:34.800]  第二個站還有一個位置 攝了一個人客上來
[00:02:34.800 --> 00:02:37.800]  那個人客見到那些人還在罵那個人
[00:02:37.800 --> 00:02:40.800]  不知為何這麼暴躁 整個站都在罵
[00:02:40.800 --> 00:02:46.800]  那個人突然跟他說 大家不如靜一點讓他開車
[00:02:46.800 --> 00:02:53.800]  哪個人沒有犯過錯 我想他有些事大家不知道
[00:02:53.800 --> 00:03:00.800]  竟然那些人定一定 這句說話有些事你不知道
[00:03:00.800 --> 00:03:04.800]  原來這個世界很多人一聽到這些 突然間想起
[00:03:04.800 --> 00:03:12.800]  是的 我猜別人的事有時都會猜漏的 停下來
[00:03:12.800 --> 00:03:17.800]  隔了幾個站之後 有個小小交通塞車
[00:03:17.800 --> 00:03:20.800]  這個遲了上一個站的客人就問司機
[00:03:20.800 --> 00:03:23.800]  其實你自己為何這麼晚回來
[00:03:23.800 --> 00:03:31.800]  這個司機很小聲說 他說今早我太太在醫院死了
[00:03:31.800 --> 00:03:37.800]  我聽到她死的消息很不開心 但我要上班
[00:03:37.800 --> 00:03:43.800]  我找不到人替我開車 我照舊上班
[00:03:43.800 --> 00:03:49.800]  這個客人馬上跟他說 原來這樣 對不起 對不起
[00:03:49.800 --> 00:03:52.800]  隔了幾個站之後 客人下車
[00:03:52.800 --> 00:03:56.800]  下車的時候跟司機說 我想跟你說一句話
[00:03:56.800 --> 00:03:58.800]  我在第二個站上車的時候
[00:03:58.800 --> 00:04:02.800]  其實當時我是去一間兒童院
[00:04:02.800 --> 00:04:07.800]  是我女兒和兒子在那裡住 我的婚姻有問題
[00:04:07.800 --> 00:04:14.800]  我跟他們說最後再見的說話
[00:04:14.800 --> 00:04:17.800]  因為我是破產欠人很多錢
[00:04:17.800 --> 00:04:24.800]  我打算今早去河邊跳河死
[00:04:24.800 --> 00:04:29.800]  我想不到上這個車的時候 我幫你好像解了圍
[00:04:29.800 --> 00:04:35.800]  但我看到你還想活下去 你還要活下去 你沒有了太太
[00:04:35.800 --> 00:04:41.800]  我現在決定我不死 反過來我多謝你 我多謝你
[00:04:41.800 --> 00:04:46.800]  這些都市故事 很多回想 很多感觸
[00:04:46.800 --> 00:04:49.800]  人人都遇到很多很辛苦的事
[00:04:49.800 --> 00:04:56.800]  但幫人了解了 感覺不單你自己很舒服
[00:04:56.800 --> 00:05:01.800]  就好像醫好了你以前一個你自己的傷痛
[00:05:01.800 --> 00:05:04.800]  可能你今天想起耶穌
[00:05:04.800 --> 00:05:08.800]  究竟為什麼這麼多人要信耶穌呢
[00:05:08.800 --> 00:05:12.800]  我希望今天用最短的時間去表達
[00:05:12.800 --> 00:05:16.800]  這句話是他親口說的
[00:05:16.800 --> 00:05:20.800]  他跟其他人說 我實實在在告訴你
[00:05:20.800 --> 00:05:27.800]  我就是羊的門
[00:05:27.800 --> 00:05:34.800]  我去過以色列 聽別人說中東那些羊是有看羊的人
[00:05:34.800 --> 00:05:41.800]  但看羊的人晚上就有另一種助手幫他
[00:05:41.800 --> 00:05:44.800]  就是他們回家 日後再回來
[00:05:44.800 --> 00:05:48.800]  幫那些看羊圈羊的另一些人
[00:05:48.800 --> 00:05:54.800]  他們是負責打橫躺在羊圈外面
[00:05:54.800 --> 00:06:01.800]  好像一種攔住 讓狼進不去 去干擾或者咬羊
[00:06:01.800 --> 00:06:05.800]  但他自己都有一個危險 就是他做黨的人
[00:06:05.800 --> 00:06:10.800]  可能他自己受傷都不出奇 甚至危險到不得了
[00:06:10.800 --> 00:06:16.800]  你肯不肯做點工呢 耶穌就說我就是羊的門
[00:06:16.800 --> 00:06:18.800]  就是我們做這個位置
[00:06:18.800 --> 00:06:20.800]  這個位置是什麼呢
[00:06:20.800 --> 00:06:26.800]  就是我的命和你的安全是我成為一個保證
[00:06:26.800 --> 00:06:30.800]  我可以擋住 我幫你擋住
[00:06:30.800 --> 00:06:32.800]  當我們想起這個時候
[00:06:32.800 --> 00:06:36.800]  我真的想起一個醫生都沒資格跟你說
[00:06:36.800 --> 00:06:39.800]  你的命有危險我幫你擋住
[00:06:39.800 --> 00:06:41.800]  多多少少我盡人事救你
[00:06:41.800 --> 00:06:44.800]  但我自己都自身難保 隨時是這樣
[00:06:44.800 --> 00:06:52.800]  我在學界已經有 這兩年都過了一百次
[00:06:52.800 --> 00:06:59.800]  學校演講 家長會出了一個新的特徵
[00:06:59.800 --> 00:07:02.800]  是這麼多年我沒見過的
[00:07:02.800 --> 00:07:06.800]  就是那些校長跟我說 爾先生到時你來吧
[00:07:06.800 --> 00:07:10.800]  我照舊請你 不過再不是一班人坐著聽你講
[00:07:10.800 --> 00:07:14.800]  是我密認了一些人 密認了一些人
[00:07:14.800 --> 00:07:16.800]  他特別需要跟你聊聊天
[00:07:16.800 --> 00:07:20.800]  我說多少個左右 你平時都有幾百人
[00:07:20.800 --> 00:07:24.800]  他說不是 十個以下 或者五個
[00:07:24.800 --> 00:07:26.800]  我說 哇 五個
[00:07:26.800 --> 00:07:34.800]  原來那些人是不會在幾百人面前問事情的
[00:07:34.800 --> 00:07:38.800]  因為他覺得自己的家裡很多事情是不能讓人知道的
[00:07:38.800 --> 00:07:42.800]  其中一件事就是那個校長跟我說
[00:07:42.800 --> 00:07:46.800]  我這些小朋友 有些學生有兩個媽媽
[00:07:46.800 --> 00:07:51.800]  或者兩個爸爸 因為再婚
[00:07:51.800 --> 00:07:55.800]  他們不容易講自己的處境給其他人聽
[00:07:55.800 --> 00:08:00.800]  所以我特別安排他們都在同一個困擾的家裡
[00:08:00.800 --> 00:08:06.800]  是不多人的 他們都是願意自願出來的
[00:08:06.800 --> 00:08:10.800]  我聽完之後 我感覺到香港變了
[00:08:10.800 --> 00:08:12.800]  有很多很特別需要的
[00:08:12.800 --> 00:08:16.800]  不只是以前講的SEN 特別教育需要
[00:08:16.800 --> 00:08:24.800]  特別心靈受打擊需要人家救的小朋友 或者大人
[00:08:24.800 --> 00:08:26.800]  這些人 我只想起耶穌說
[00:08:26.800 --> 00:08:31.800]  這個羊的門是幫它擋這些災害的
[00:08:31.800 --> 00:08:34.800]  但是有沒有資格幫呢 我自問真的不行
[00:08:34.800 --> 00:08:38.800]  談完這次也不知道什麼時候再談過了
[00:08:38.800 --> 00:08:43.800]  在1988年我做的那個工作是我人生最享受的
[00:08:43.800 --> 00:08:47.800]  就是做了三年 叫做續顧服務
[00:08:47.800 --> 00:08:51.800]  就是繼續跟進那些在病院 特別是精神病院
[00:08:51.800 --> 00:08:57.800]  還有自殺紀錄的人跟他們 我是固定 唯一是我
[00:08:57.800 --> 00:09:00.800]  他有什麼可以call我 跟我聊天
[00:09:00.800 --> 00:09:05.800]  我看66個 當時我的責任就是
[00:09:05.800 --> 00:09:11.800]  每個月起碼有四次是找他上家 出去喝茶
[00:09:11.800 --> 00:09:14.800]  不排除 去Camp都試過
[00:09:14.800 --> 00:09:19.800]  幾個人一起聊天 講心事 講很痛苦的事情
[00:09:19.800 --> 00:09:22.800]  原因是什麼呢 不是因為我厲害
[00:09:22.800 --> 00:09:26.800]  是因為方法學 解釋就是如果一個痛苦的人
[00:09:26.800 --> 00:09:30.800]  遇到一個固定的人 固定的人長期都是持續的
[00:09:30.800 --> 00:09:35.800]  持續的 他會生很多信心去活下去
[00:09:35.800 --> 00:09:40.800]  因為他相信他最痛苦的事情 起碼可以講給一個人聽
[00:09:40.800 --> 00:09:46.800]  這個人是不會走的 是一定會優先 優先跟我說話的
[00:09:46.800 --> 00:09:50.800]  做了18個月 後來政府接受了大量開這個位
[00:09:50.800 --> 00:09:54.800]  叫做Aftercare Social Worker
[00:09:54.800 --> 00:09:58.800]  我離開這份工作之後 我都心很難過
[00:09:58.800 --> 00:10:01.800]  病人問我 醫生以後再找不到你
[00:10:01.800 --> 00:10:03.800]  我突然間有一個感動
[00:10:03.800 --> 00:10:07.800]  我就留下我call機號碼 606口耳機
[00:10:07.800 --> 00:10:11.800]  因為他有精神病 所以幻覺都沒事 反過來都是606
[00:10:11.800 --> 00:10:15.800]  所以他一定會找到我的
[00:10:15.800 --> 00:10:18.800]  他說你call我吧 我隨時跟你聊天
[00:10:18.800 --> 00:10:21.800]  我帶他去教會都試過 是好朋友
[00:10:21.800 --> 00:10:24.800]  他說你不要走 你不要走
[00:10:24.800 --> 00:10:27.800]  這個聲音影響我今天 我做公開教育的時候
[00:10:27.800 --> 00:10:29.800]  我都鼓勵你上任何課都好
[00:10:29.800 --> 00:10:33.800]  我只需要你報答一件事 就是你要做義工
[00:10:33.800 --> 00:10:35.800]  因為你學到很多東西 你要幫一些人
[00:10:35.800 --> 00:10:38.800]  例如明年我做教育人 怎樣超越失敗
[00:10:38.800 --> 00:10:41.800]  很多失敗婚姻的家庭需要
[00:10:41.800 --> 00:10:44.800]  我約了很多牧師傳道人
[00:10:44.800 --> 00:10:46.800]  不如我們訓練一些教友
[00:10:46.800 --> 00:10:49.800]  他們是定期兩夫妻 固定的
[00:10:49.800 --> 00:10:51.800]  18個月的 持續的
[00:10:51.800 --> 00:10:53.800]  跟著一些孤兒院的新聞仔
[00:10:53.800 --> 00:10:56.800]  我現在幫波圖V和芝加的新聞仔
[00:10:56.800 --> 00:11:00.800]  他們是可以18個月 是有固定的
[00:11:00.800 --> 00:11:04.800]  有一對夫妻 跟他吃早餐 聊天
[00:11:04.800 --> 00:11:06.800]  每個禮拜聊聊天
[00:11:06.800 --> 00:11:09.800]  我相信18個月後
[00:11:09.800 --> 00:11:12.800]  這個小朋友一定會回教會
[00:11:12.800 --> 00:11:14.800]  因為你如果對我好
[00:11:14.800 --> 00:11:17.800]  你騙不了我18個月都繼續對我好
[00:11:17.800 --> 00:11:19.800]  你一定是好人
[00:11:19.800 --> 00:11:22.800]  但是你看今天講的耶穌
[00:11:22.800 --> 00:11:25.800]  耶穌不止18個月
[00:11:25.800 --> 00:11:27.800]  有個證據
[00:11:27.800 --> 00:11:30.800]  如果你很喜歡看系統的聖經
[00:11:30.800 --> 00:11:33.800]  你打開詩篇107篇
[00:11:33.800 --> 00:11:36.800]  你看到四個圖畫
[00:11:36.800 --> 00:11:39.800]  然後你對一對四福音的耶穌
[00:11:39.800 --> 00:11:42.800]  你馬上恍然大悟
[00:11:42.800 --> 00:11:44.800]  第一個圖畫
[00:11:44.800 --> 00:11:47.800]  我今天沒有打出來 因為太長了
[00:11:47.800 --> 00:11:50.800]  第四至九節是講迷途
[00:11:50.800 --> 00:11:54.800]  即是那些人迷途
[00:11:54.800 --> 00:11:57.800]  後來耶穌在那邊伸藥
[00:11:57.800 --> 00:11:59.800]  即是成千多年 很多千年後
[00:11:59.800 --> 00:12:00.800]  在詩篇之後
[00:12:00.800 --> 00:12:03.800]  耶穌說他自己是道路
[00:12:03.800 --> 00:12:06.800]  即是我不止會帶你去那條路
[00:12:06.800 --> 00:12:08.800]  我就是那條路
[00:12:08.800 --> 00:12:10.800]  厲害 厲害
[00:12:10.800 --> 00:12:11.800]  第二樣東西
[00:12:11.800 --> 00:12:14.800]  這圖畫是第十至十六節
[00:12:14.800 --> 00:12:15.800]  詩篇107篇
[00:12:15.800 --> 00:12:17.800]  是講那些被囚
[00:12:17.800 --> 00:12:19.800]  即是困在監獄
[00:12:19.800 --> 00:12:21.800]  出不來了
[00:12:21.800 --> 00:12:23.800]  得到釋放
[00:12:23.800 --> 00:12:25.800]  耶穌說
[00:12:25.800 --> 00:12:28.800]  我就是令你得自由
[00:12:28.800 --> 00:12:30.800]  你認識真理
[00:12:30.800 --> 00:12:31.800]  真理令你得自由
[00:12:31.800 --> 00:12:33.800]  我就是那個真理
[00:12:33.800 --> 00:12:37.800]  你看猶太人如果看聖經
[00:12:37.800 --> 00:12:40.800]  一定很大機會會想起
[00:12:40.800 --> 00:12:41.800]  前面這個人
[00:12:41.800 --> 00:12:43.800]  為何講的東西是我們祖先
[00:12:43.800 --> 00:12:45.800]  聽到那些圖
[00:12:45.800 --> 00:12:48.800]  你就是那個真命天子
[00:12:48.800 --> 00:12:51.800]  第三 第十七至二十二節
[00:12:51.800 --> 00:12:53.800]  病得到醫治
[00:12:53.800 --> 00:12:55.800]  病得醫治
[00:12:55.800 --> 00:12:56.800]  你看耶穌
[00:12:56.800 --> 00:12:58.800]  為何他行多神蹟的醫病
[00:12:58.800 --> 00:13:00.800]  他不是為了想說
[00:13:00.800 --> 00:13:02.800]  我是最佳醫生
[00:13:02.800 --> 00:13:03.800]  而是相反地
[00:13:03.800 --> 00:13:04.800]  他叫人你康復之後
[00:13:04.800 --> 00:13:06.800]  不要再犯罪
[00:13:06.800 --> 00:13:10.800]  因為你將來的痛苦比病還要辛苦
[00:13:10.800 --> 00:13:12.800]  這種病是甚麼病呢
[00:13:12.800 --> 00:13:15.800]  不是身體那麼簡單
[00:13:15.800 --> 00:13:17.800]  是心靈裏面的病
[00:13:17.800 --> 00:13:19.800]  真是心病
[00:13:19.800 --> 00:13:20.800]  大家都明白
[00:13:20.800 --> 00:13:22.800]  心病很痛苦
[00:13:22.800 --> 00:13:24.800]  身體的病
[00:13:24.800 --> 00:13:26.800]  你止痛藥
[00:13:26.800 --> 00:13:27.800]  都可以睡一會兒
[00:13:27.800 --> 00:13:28.800]  心病
[00:13:28.800 --> 00:13:30.800]  你二十四小時都記得
[00:13:30.800 --> 00:13:32.800]  你很不喜歡的東西
[00:13:32.800 --> 00:13:33.800]  揮之不去
[00:13:33.800 --> 00:13:34.800]  很痛苦
[00:13:34.800 --> 00:13:35.800]  最後一件事
[00:13:35.800 --> 00:13:37.800]  第二十三至三十二節
[00:13:37.800 --> 00:13:40.800]  風浪獲救
[00:13:40.800 --> 00:13:42.800]  即是甚麼呢
[00:13:42.800 --> 00:13:44.800]  即是耶穌令人
[00:13:44.800 --> 00:13:47.800]  在大風大浪的人生
[00:13:47.800 --> 00:13:49.800]  得到安息
[00:13:49.800 --> 00:13:51.800]  勞苦擔重擔的人
[00:13:51.800 --> 00:13:53.800]  得到安息
[00:13:53.800 --> 00:13:54.800]  你問我
[00:13:54.800 --> 00:13:56.800]  上帝是不是真的呢
[00:13:56.800 --> 00:13:57.800]  我只是告訴你
[00:13:57.800 --> 00:13:59.800]  用歷史的根據
[00:13:59.800 --> 00:14:01.800]  你就知道這個愛是
[00:14:01.800 --> 00:14:04.800]  多長 多深 多真
[00:14:04.800 --> 00:14:06.800]  任何人愛你都是愛你
[00:14:06.800 --> 00:14:08.800]  最多一世
[00:14:08.800 --> 00:14:10.800]  一世
[00:14:10.800 --> 00:14:12.800]  你看看你結婚
[00:14:12.800 --> 00:14:13.800]  牧師跟你說
[00:14:13.800 --> 00:14:14.800]  你就跟著說
[00:14:14.800 --> 00:14:16.800]  無論順境 逆境
[00:14:16.800 --> 00:14:18.800]  富有 貧窮
[00:14:18.800 --> 00:14:20.800]  健康 疾病
[00:14:20.800 --> 00:14:22.800]  我都永遠愛你
[00:14:22.800 --> 00:14:25.800]  這段分析註冊處應該改
[00:14:25.800 --> 00:14:27.800]  加多一句
[00:14:27.800 --> 00:14:29.800]  意見不合
[00:14:29.800 --> 00:14:31.800]  我都仍然愛你
[00:14:31.800 --> 00:14:35.800]  這句全世界沒有說這句
[00:14:35.800 --> 00:14:37.800]  就死這句
[00:14:37.800 --> 00:14:39.800]  離婚就是來自這樣
[00:14:39.800 --> 00:14:40.800]  你試想想
[00:14:40.800 --> 00:14:41.800]  無論意見不合
[00:14:41.800 --> 00:14:43.800]  我仍然永遠愛你
[00:14:43.800 --> 00:14:45.800]  這件事全部家人都馬上沒事
[00:14:45.800 --> 00:14:48.800]  你看John Gottman的研究
[00:14:48.800 --> 00:14:50.800]  69%的婚姻
[00:14:50.800 --> 00:14:52.800]  即是一男一女
[00:14:52.800 --> 00:14:55.800]  是有長久存在的衝突
[00:14:55.800 --> 00:14:56.800]  69%
[00:14:56.800 --> 00:14:57.800]  即是很正常
[00:14:57.800 --> 00:14:59.800]  因為你來自不同家庭長大
[00:14:59.800 --> 00:15:01.800]  習慣的價值觀
[00:15:01.800 --> 00:15:02.800]  即是100句裏面
[00:15:02.800 --> 00:15:03.800]  有69句不同意
[00:15:03.800 --> 00:15:05.800]  是不出奇的
[00:15:05.800 --> 00:15:07.800]  但很可惜的問題
[00:15:07.800 --> 00:15:09.800]  在意見不同那裏
[00:15:09.800 --> 00:15:12.800]  我很難再愛你
[00:15:12.800 --> 00:15:13.800]  我憎你
[00:15:13.800 --> 00:15:14.800]  因為你不同意我
[00:15:14.800 --> 00:15:16.800]  你不站在我那邊
[00:15:16.800 --> 00:15:18.800]  所以你說最痛苦的
[00:15:18.800 --> 00:15:19.800]  不是大人
[00:15:19.800 --> 00:15:20.800]  是弟弟
[00:15:20.800 --> 00:15:23.800]  他見到一個爸爸媽媽的意見不同
[00:15:23.800 --> 00:15:25.800]  感覺很難受
[00:15:25.800 --> 00:15:27.800]  所以上帝怎樣要拯救人
[00:15:27.800 --> 00:15:29.800]  就是他知人脆弱
[00:15:29.800 --> 00:15:30.800]  脆弱
[00:15:30.800 --> 00:15:31.800]  你不行
[00:15:31.800 --> 00:15:33.800]  你不可以try your best
[00:15:33.800 --> 00:15:34.800]  你不行
[00:15:34.800 --> 00:15:36.800]  我唯有幫你
[00:15:36.800 --> 00:15:37.800]  這個拯救很特別
[00:15:37.800 --> 00:15:39.800]  如果你研究舊約
[00:15:39.800 --> 00:15:40.800]  上帝說的
[00:15:40.800 --> 00:15:42.800]  他不只是吩咐
[00:15:42.800 --> 00:15:44.800]  不只是吩咐你做甚麼
[00:15:44.800 --> 00:15:46.800]  他還和你納約
[00:15:46.800 --> 00:15:48.800]  納約比吩咐更厲害
[00:15:48.800 --> 00:15:51.800]  一個大人物和你納約
[00:15:51.800 --> 00:15:53.800]  即是你一個沒有名望的人
[00:15:53.800 --> 00:15:54.800]  很普通的人
[00:15:54.800 --> 00:15:56.800]  竟然他這麼高和你納約
[00:15:56.800 --> 00:15:58.800]  我們大家都不違反
[00:15:58.800 --> 00:16:00.800]  大家同意的東西
[00:16:00.800 --> 00:16:02.800]  他肯下來
[00:16:02.800 --> 00:16:05.800]  去保證他的東西一定是真的
[00:16:05.800 --> 00:16:06.800]  很厲害
[00:16:06.800 --> 00:16:07.800]  納約
[00:16:07.800 --> 00:16:08.800]  他不用找一個夥計
[00:16:08.800 --> 00:16:10.800]  那個夥計和你納約就行了
[00:16:10.800 --> 00:16:12.800]  何必出到這麼高和你納約
[00:16:12.800 --> 00:16:13.800]  證明一件事
[00:16:13.800 --> 00:16:15.800]  他想保證給你看
[00:16:15.800 --> 00:16:17.800]  他用他自己來保證
[00:16:17.800 --> 00:16:18.800]  我愛你
[00:16:18.800 --> 00:16:19.800]  很厲害
[00:16:19.800 --> 00:16:20.800]  很厲害
[00:16:20.800 --> 00:16:22.800]  你試試嫁女兒
[00:16:22.800 --> 00:16:23.800]  你做岳父
[00:16:23.800 --> 00:16:25.800]  我保證我女兒愛你
[00:16:25.800 --> 00:16:27.800]  你信都不信
[00:16:27.800 --> 00:16:29.800]  你想想
[00:16:29.800 --> 00:16:30.800]  很厲害
[00:16:30.800 --> 00:16:32.800]  我們看看
[00:16:32.800 --> 00:16:34.800]  這個約是強到
[00:16:34.800 --> 00:16:36.800]  那個當事人
[00:16:36.800 --> 00:16:39.800]  是親口自白的
[00:16:39.800 --> 00:16:41.800]  他自己說的
[00:16:41.800 --> 00:16:43.800]  耶穌說沒有人奪我命
[00:16:43.800 --> 00:16:44.800]  講明了
[00:16:44.800 --> 00:16:46.800]  你沒有拿過我命
[00:16:46.800 --> 00:16:48.800]  是我自己寫的
[00:16:48.800 --> 00:16:50.800]  我自己肯拿出來的
[00:16:50.800 --> 00:16:52.800]  這個是自願性
[00:16:52.800 --> 00:16:54.800]  我有權寫了
[00:16:54.800 --> 00:16:56.800]  也有權拿回來
[00:16:56.800 --> 00:16:58.800]  因為我是神
[00:16:58.800 --> 00:17:00.800]  但這個是我從我父所受的命令
[00:17:00.800 --> 00:17:03.800]  我是根據一個指派
[00:17:03.800 --> 00:17:05.800]  我要完成這件事
[00:17:05.800 --> 00:17:06.800]  你留意
[00:17:06.800 --> 00:17:08.800]  他創造生命
[00:17:08.800 --> 00:17:10.800]  他給人有生命
[00:17:10.800 --> 00:17:12.800]  但當你失去了生命
[00:17:12.800 --> 00:17:13.800]  你離開上帝
[00:17:13.800 --> 00:17:15.800]  即是你離開了生命
[00:17:15.800 --> 00:17:17.800]  你離開了空氣
[00:17:17.800 --> 00:17:18.800]  即是你離開了生命
[00:17:18.800 --> 00:17:19.800]  但記住
[00:17:19.800 --> 00:17:21.800]  他主動供應生命
[00:17:21.800 --> 00:17:23.800]  他供應給你生命
[00:17:23.800 --> 00:17:25.800]  當一個人
[00:17:25.800 --> 00:17:26.800]  你考慮一下
[00:17:26.800 --> 00:17:27.800]  你找一個時間
[00:17:27.800 --> 00:17:28.800]  一個鐘頭
[00:17:28.800 --> 00:17:29.800]  去想一想
[00:17:29.800 --> 00:17:30.800]  你就想到
[00:17:30.800 --> 00:17:32.800]  誰是真的愛你
[00:17:32.800 --> 00:17:34.800]  這個愛是真的
[00:17:34.800 --> 00:17:35.800]  是良善
[00:17:35.800 --> 00:17:37.800]  是持久
[00:17:37.800 --> 00:17:38.800]  這個條件強了
[00:17:38.800 --> 00:17:39.800]  很強了
[00:17:39.800 --> 00:17:41.800]  再看下去
[00:17:41.800 --> 00:17:42.800]  第三段
[00:17:42.800 --> 00:17:45.800]  這個是我們核心今天的經文
[00:17:45.800 --> 00:17:47.800]  你留意這個字眼
[00:17:47.800 --> 00:17:49.800]  只是過犯不如恩賜
[00:17:49.800 --> 00:17:51.800]  若他一個人
[00:17:51.800 --> 00:17:53.800]  有過犯
[00:17:53.800 --> 00:17:54.800]  眾人都死了
[00:17:54.800 --> 00:17:55.800]  在英文聖經
[00:17:55.800 --> 00:17:56.800]  這個人
[00:17:56.800 --> 00:17:57.800]  是說Adam
[00:17:57.800 --> 00:17:59.800]  是亞當
[00:17:59.800 --> 00:18:01.800]  而這個過犯
[00:18:01.800 --> 00:18:02.800]  在英文
[00:18:02.800 --> 00:18:04.800]  是說Adam's failure
[00:18:04.800 --> 00:18:06.800]  failure
[00:18:06.800 --> 00:18:08.800]  他的錯失
[00:18:08.800 --> 00:18:10.800]  亞當的錯失
[00:18:10.800 --> 00:18:12.800]  你說他真的害死我了
[00:18:12.800 --> 00:18:14.800]  祖宗不要搞到我這樣
[00:18:14.800 --> 00:18:16.800]  不是
[00:18:16.800 --> 00:18:17.800]  下半句
[00:18:17.800 --> 00:18:18.800]  何況神的恩典
[00:18:18.800 --> 00:18:20.800]  是因為耶穌基督一個人
[00:18:20.800 --> 00:18:22.800]  恩賜的賞賜
[00:18:22.800 --> 00:18:26.800]  和一個新的亞當出現
[00:18:26.800 --> 00:18:28.800]  你聖誕節就是
[00:18:28.800 --> 00:18:31.800]  紀念耶穌來到這個世界
[00:18:31.800 --> 00:18:35.800]  他又成為了一個新開始
[00:18:35.800 --> 00:18:37.800]  令你跟這個
[00:18:37.800 --> 00:18:38.800]  跟這個
[00:18:38.800 --> 00:18:40.800]  竟然是加倍
[00:18:40.800 --> 00:18:42.800]  這個恩典臨到你
[00:18:42.800 --> 00:18:44.800]  是加倍臨到你
[00:18:44.800 --> 00:18:46.800]  可能你說
[00:18:46.800 --> 00:18:50.800]  這樣好像不太配
[00:18:50.800 --> 00:18:51.800]  這個配
[00:18:51.800 --> 00:18:53.800]  不配就對了
[00:18:53.800 --> 00:18:54.800]  不配就對了
[00:18:54.800 --> 00:18:57.800]  如果他配我們就很驕傲
[00:18:57.800 --> 00:18:58.800]  有時你想想
[00:18:58.800 --> 00:19:00.800]  人性
[00:19:00.800 --> 00:19:03.800]  我比較喜歡研究情緒哲學
[00:19:03.800 --> 00:19:05.800]  我跟小朋友聊天
[00:19:05.800 --> 00:19:07.800]  我想解釋給小朋友聽
[00:19:07.800 --> 00:19:08.800]  我還會說
[00:19:08.800 --> 00:19:10.800]  你想想一個人
[00:19:10.800 --> 00:19:12.800]  最快樂是何時
[00:19:12.800 --> 00:19:14.800]  有個真故事
[00:19:14.800 --> 00:19:16.800]  講一個皇帝很羨慕
[00:19:16.800 --> 00:19:18.800]  一些很快樂的家庭
[00:19:18.800 --> 00:19:20.800]  因為他自己做皇帝都不是很快樂
[00:19:20.800 --> 00:19:23.800]  他就物色一個最快樂的家庭
[00:19:23.800 --> 00:19:25.800]  於是選舉到一個出來
[00:19:25.800 --> 00:19:27.800]  這個家庭就賺錢不是很多
[00:19:27.800 --> 00:19:28.800]  讀書不是很多
[00:19:28.800 --> 00:19:30.800]  但是成家人都很開心
[00:19:30.800 --> 00:19:31.800]  裡面經常笑的
[00:19:31.800 --> 00:19:32.800]  不是傻的
[00:19:32.800 --> 00:19:33.800]  經常笑的
[00:19:33.800 --> 00:19:35.800]  這個皇帝說
[00:19:35.800 --> 00:19:36.800]  好啊
[00:19:36.800 --> 00:19:38.800]  我有辦法想弄到你不開心
[00:19:38.800 --> 00:19:41.800]  但講明我不是下毒藥那些
[00:19:41.800 --> 00:19:44.800]  問他的夥計
[00:19:44.800 --> 00:19:45.800]  有辦法
[00:19:45.800 --> 00:19:46.800]  這個很聰明的人
