
[00:00:00.000 --> 00:00:02.100]  踏入十一月的夏春
[00:01:50.500 --> 00:01:54.000]  因為上帝是一切美善的源頭
[00:01:54.800 --> 00:01:57.000]  委屈當中沒有信仰的人
[00:01:57.000 --> 00:01:58.300]  不是信仰的所有人
[00:01:58.300 --> 00:01:59.500]  都會感恩的
[00:01:59.500 --> 00:02:03.500]  或者感謝上天給我們這麼多的好處
[00:02:03.500 --> 00:02:05.500]  無論如何我們都要感謝
[00:02:05.500 --> 00:02:08.000]  我們的家人的愛護
[00:02:08.000 --> 00:02:11.100]  感謝我們身邊的朋友
[00:02:11.100 --> 00:02:13.600]  一切神所給的
[00:02:13.600 --> 00:02:14.700]  我們的生命
[00:02:14.700 --> 00:02:15.800]  我們的健康
[00:02:15.800 --> 00:02:17.100]  我們的家庭
[00:02:17.100 --> 00:02:17.900]  我們的工作
[00:02:17.900 --> 00:02:20.500]  我們為了一切感恩
[00:02:20.500 --> 00:02:23.900]  但是我想最重要的感恩就是
[00:02:23.900 --> 00:02:26.800]  我們要感謝上帝對我們人類的眷愛
[00:02:26.800 --> 00:02:28.600]  上帝愛我們每一個人
[00:02:28.600 --> 00:02:31.900]  上帝愛我們
[00:02:31.900 --> 00:02:34.000]  將他的兒子耶穌基督賜給我們
[00:02:34.000 --> 00:02:35.300]  是一個最大的禮物
[00:02:35.300 --> 00:02:39.700]  耶穌基督是神所差離世間上的救主
[00:02:39.700 --> 00:02:40.800]  為我們的罪
[00:02:40.800 --> 00:02:42.100]  寫在十字架上面
[00:02:42.100 --> 00:02:43.900]  所以今天和大家
[00:02:43.900 --> 00:02:46.500]  在這個感恩課程裡面
[00:02:46.500 --> 00:02:47.700]  思想的題目叫做
[00:02:47.700 --> 00:02:51.400]  信主之道
[00:02:54.000 --> 00:02:56.000]  一個人做一個基督徒
[00:02:56.000 --> 00:02:57.400]  能夠信耶穌
[00:02:57.400 --> 00:02:59.000]  是一個很大的恩典
[00:02:59.000 --> 00:03:01.300]  信耶穌
[00:03:01.300 --> 00:03:03.100]  是一個人的抉擇
[00:03:03.100 --> 00:03:07.200]  因為每個人生下來就是基督徒的
[00:03:07.200 --> 00:03:09.000]  每個人出世就是信耶穌的
[00:03:09.000 --> 00:03:13.000]  每個人的家庭不一樣
[00:03:13.000 --> 00:03:15.400]  教育背景不一樣
[00:03:15.400 --> 00:03:17.800]  我們人生的際遇都不同的
[00:03:17.800 --> 00:03:19.900]  但是無論怎樣都好
[00:03:19.900 --> 00:03:21.100]  一個人
[00:03:22.000 --> 00:03:24.300]  做一個基督徒是成為一個基督徒
[00:03:24.300 --> 00:03:25.500]  是一個抉擇
[00:03:25.500 --> 00:03:26.700]  是一個過程
[00:03:26.700 --> 00:03:30.700]  在座已經信主的弟兄姊妹
[00:03:30.700 --> 00:03:34.700]  我們都有不同信仰的原因
[00:03:34.700 --> 00:03:35.900]  和經歷
[00:03:35.900 --> 00:03:38.900]  所以今天和大家去
[00:03:38.900 --> 00:03:40.800]  看一段經文剛才所讀的
[00:03:40.800 --> 00:03:43.400]  《哲學行傳》第八章二十六
[00:03:43.400 --> 00:03:44.600]  到第四十節
[00:03:44.600 --> 00:03:46.200]  是講到一個人
[00:03:46.200 --> 00:03:49.100]  他信耶穌的經過
[00:03:51.800 --> 00:03:52.600]  這個人
[00:03:52.600 --> 00:03:54.800]  是在路上
[00:03:54.800 --> 00:03:55.800]  是在
[00:03:55.800 --> 00:03:58.700]  回家的路上信耶穌的
[00:03:58.700 --> 00:04:01.100]  所以我叫他做信主之道
[00:04:01.100 --> 00:04:03.600]  當然道是一條路
[00:04:03.600 --> 00:04:04.600]  行在其上
[00:04:04.600 --> 00:04:05.200]  不過
[00:04:05.200 --> 00:04:08.000]  道也是一個象徵的意思
[00:04:08.000 --> 00:04:09.400]  不是真的一條路
[00:04:09.400 --> 00:04:11.100]  是一個方法
[00:04:11.100 --> 00:04:12.400]  是一個途徑
[00:04:12.400 --> 00:04:14.600]  人生就是一條路
[00:04:14.600 --> 00:04:16.100]  我們行在其上
[00:04:16.100 --> 00:04:18.500]  信耶穌是一個歷程
[00:04:20.400 --> 00:04:23.300]  我們讀聖經的記載
[00:04:23.300 --> 00:04:26.600]  是講到一個埃提亞伯的太監
[00:04:26.600 --> 00:04:30.000]  埃提亞伯是一個在非洲的國家
[00:04:30.000 --> 00:04:32.600]  今天叫做埃塞俄比亞
[00:04:32.600 --> 00:04:35.900]  這個人
[00:04:35.900 --> 00:04:38.600]  在非洲的埃塞俄比亞
[00:04:38.600 --> 00:04:41.500]  是一個太監
[00:04:41.500 --> 00:04:43.700]  是一個很有權的太監
[00:04:43.700 --> 00:04:45.100]  是一個女王太監
[00:04:45.100 --> 00:04:46.100]  而且單是這樣
[00:04:46.100 --> 00:04:47.900]  他的高官是
[00:04:48.300 --> 00:04:50.500]  在女王江大姬的手下
[00:04:50.500 --> 00:04:52.000]  總管銀庫
[00:04:52.000 --> 00:04:54.900]  即是今天的財政司司長
[00:04:54.900 --> 00:04:57.600]  所以他是有地位
[00:04:57.600 --> 00:04:59.200]  有權勢
[00:04:59.200 --> 00:05:02.400]  但今次記載他這個
[00:05:02.400 --> 00:05:04.900]  太監
[00:05:04.900 --> 00:05:07.400]  在他回家的路上信耶穌
[00:05:07.400 --> 00:05:10.400]  我們看看他這個信主之道是怎樣的
[00:05:10.400 --> 00:05:12.400]  因為信耶穌
[00:05:12.400 --> 00:05:13.700]  我們知道不是
[00:05:13.700 --> 00:05:15.000]  不是
[00:05:15.000 --> 00:05:18.000]  忽然間的
[00:05:19.300 --> 00:05:21.200]  當然我說是一個抉擇
[00:05:21.200 --> 00:05:22.500]  是一個決定
[00:05:22.500 --> 00:05:26.000]  但是很多時候我們信主耶穌基督
[00:05:26.000 --> 00:05:27.200]  是一個歷程
[00:05:27.200 --> 00:05:29.200]  是很多不同的點
[00:05:29.200 --> 00:05:31.400]  將它連串在一起的
[00:05:31.400 --> 00:05:32.900]  成為一條線
[00:05:32.900 --> 00:05:35.600]  或者說不同的階段連接起來的
[00:05:35.600 --> 00:05:37.700]  或者說不同的站
[00:05:37.700 --> 00:05:38.900]  一個站一個站
[00:05:38.900 --> 00:05:41.000]  這本聖經給我們
[00:05:41.000 --> 00:05:42.900]  又說一個人信耶穌
[00:05:42.900 --> 00:05:44.900]  有五個的站
[00:05:44.900 --> 00:05:46.200]  五個點
[00:05:46.200 --> 00:05:47.500]  有五個階段
[00:05:48.400 --> 00:05:49.600]  我們和大家溫習一下
[00:05:49.600 --> 00:05:52.800]  我希望對我們信主的弟兄姊妹
[00:05:52.800 --> 00:05:53.900]  都有一個提醒
[00:05:53.900 --> 00:05:55.700]  我們是怎樣信主的呢
[00:05:55.700 --> 00:05:59.900]  很多時候我們信主之後
[00:05:59.900 --> 00:06:02.000]  洗禮講見證
[00:06:02.000 --> 00:06:03.500]  但是
[00:06:03.500 --> 00:06:04.900]  上一次
[00:06:04.900 --> 00:06:07.600]  你告訴別人你怎樣信耶穌是何時呢
[00:06:07.600 --> 00:06:11.200]  有沒有什麼場合你可以告訴別人
[00:06:11.200 --> 00:06:12.600]  你怎樣信耶穌呢
[00:06:12.600 --> 00:06:14.000]  所以對我們有一個挑戰
[00:06:14.000 --> 00:06:15.400]  讓我們想一想
[00:06:15.400 --> 00:06:17.700]  我們是如何走到今天
[00:06:18.100 --> 00:06:18.900]  這個地步的
[00:06:18.900 --> 00:06:22.000]  我們當中有第一次來教會的朋友
[00:06:22.000 --> 00:06:22.500]  或者是
[00:06:22.500 --> 00:06:25.100]  來教會聚會都很多次了
[00:06:25.100 --> 00:06:26.400]  但你還未曾
[00:06:26.400 --> 00:06:28.100]  接受耶穌基督做教主
[00:06:28.100 --> 00:06:28.900]  你不是信主的
[00:06:28.900 --> 00:06:29.500]  或者
[00:06:29.500 --> 00:06:30.900]  這個太監
[00:06:30.900 --> 00:06:32.500]  的經歷都可以給你
[00:06:32.500 --> 00:06:33.500]  一些提示
[00:06:33.500 --> 00:06:35.200]  可以給你去參考
[00:06:35.200 --> 00:06:37.200]  讓你都能夠同樣的
[00:06:37.200 --> 00:06:39.100]  走上這條信耶穌
[00:06:39.100 --> 00:06:41.700]  得救蒙恩的路上面
[00:06:41.700 --> 00:06:45.600]  第一點我想講的就是
[00:06:45.600 --> 00:06:46.900]  參加教會聚會
[00:06:47.400 --> 00:06:48.200]  參加教會
[00:06:48.200 --> 00:06:50.900]  這個埃塞俄比亞的太監
[00:06:50.900 --> 00:06:51.700]  聖話他
[00:06:51.700 --> 00:06:55.100]  去到耶路撒冷做禮拜
[00:06:55.100 --> 00:06:56.200]  真的很遠
[00:06:56.200 --> 00:06:57.900]  從非洲
[00:06:57.900 --> 00:07:01.100]  埃塞俄比亞去到以色列的耶路撒冷
[00:07:01.100 --> 00:07:02.000]  因為當時
[00:07:02.000 --> 00:07:04.100]  以色列耶路撒冷是一個聖殿
[00:07:04.100 --> 00:07:06.000]  他那麼遠
[00:07:06.000 --> 00:07:07.200]  去到
[00:07:07.200 --> 00:07:08.700]  聖殿那裡敬拜
[00:07:08.700 --> 00:07:09.600]  做禮拜
[00:07:09.600 --> 00:07:14.800]  或者這個太監
[00:07:14.800 --> 00:07:16.200]  雖然是一個非洲人
[00:07:16.600 --> 00:07:18.300]  但是他歸順了猶太教
[00:07:18.300 --> 00:07:20.300]  所以他去到猶太人
[00:07:20.300 --> 00:07:21.900]  的地方
[00:07:21.900 --> 00:07:23.100]  聖殿敬拜
[00:07:23.100 --> 00:07:27.100]  又或者他不是一個猶太教的教徒
[00:07:27.100 --> 00:07:27.700]  不過
[00:07:27.700 --> 00:07:29.500]  可能他很嚮往以色列
[00:07:29.500 --> 00:07:31.100]  猶太人的宗教
[00:07:31.100 --> 00:07:32.300]  因為
[00:07:32.300 --> 00:07:33.800]  在古代裡面
[00:07:33.800 --> 00:07:35.700]  猶太人的宗教是很特別的
[00:07:35.700 --> 00:07:36.900]  和其他民族很不同
[00:07:36.900 --> 00:07:38.500]  因為他們只是拜一位
[00:07:38.500 --> 00:07:39.500]  上帝
[00:07:39.500 --> 00:07:41.800]  其他的民族
[00:07:41.800 --> 00:07:43.800]  其他的文化都是多元的
[00:07:43.800 --> 00:07:44.300]  很多是
[00:07:44.300 --> 00:07:45.500]  多神的
[00:07:45.500 --> 00:07:47.200]  拜很多神 很多偶像的
[00:07:47.200 --> 00:07:49.900]  所以古代文化裡面
[00:07:49.900 --> 00:07:51.200]  特別是來自非洲
[00:07:51.200 --> 00:07:51.800]  這個人
[00:07:51.800 --> 00:07:52.700]  他一定是
[00:07:52.700 --> 00:07:54.100]  他本地很多人
[00:07:54.100 --> 00:07:55.200]  拜很多神
[00:07:55.200 --> 00:07:56.400]  很多偶像
[00:07:56.400 --> 00:07:57.400]  但是他覺得
[00:07:57.400 --> 00:07:58.400]  這個宇宙
[00:07:58.400 --> 00:07:59.400]  有一位主宰
[00:07:59.400 --> 00:08:01.600]  而猶太人就敬拜
[00:08:01.600 --> 00:08:03.600]  創天造地
[00:08:03.600 --> 00:08:04.600]  獨一個真神
[00:08:04.600 --> 00:08:05.100]  所以他說
[00:08:05.100 --> 00:08:06.200]  我要去敬拜
[00:08:06.200 --> 00:08:07.000]  吸引他
[00:08:07.000 --> 00:08:09.700]  離教會
[00:08:09.700 --> 00:08:10.600]  是
[00:08:10.600 --> 00:08:12.000]  我們信仰所說的第一步
[00:08:12.000 --> 00:08:12.500]  當然
[00:08:12.500 --> 00:08:13.100]  你說
[00:08:13.200 --> 00:08:15.800]  難道我來教會才會見到上帝嗎
[00:08:15.800 --> 00:08:16.300]  不是
[00:08:16.300 --> 00:08:18.700]  上帝不是住在教會裡面的
[00:08:18.700 --> 00:08:20.800]  所以你不需要一定來教會
[00:08:20.800 --> 00:08:22.200]  才可以遇到上帝
[00:08:22.200 --> 00:08:24.100]  上帝可以遇見你的
[00:08:24.100 --> 00:08:25.500]  在你的家裡面
[00:08:25.500 --> 00:08:27.000]  在你做工的地方
[00:08:27.000 --> 00:08:28.800]  在學校
[00:08:28.800 --> 00:08:30.500]  上帝無所不在的
[00:08:30.500 --> 00:08:31.000]  不過
[00:08:31.000 --> 00:08:32.600]  來教會
[00:08:32.600 --> 00:08:33.300]  就是
[00:08:33.300 --> 00:08:33.800]  在這個地方
[00:08:33.800 --> 00:08:34.300]  因為
[00:08:34.300 --> 00:08:35.100]  基督徒
[00:08:35.100 --> 00:08:36.300]  在這裡聚集
[00:08:36.300 --> 00:08:37.900]  在這裡敬拜上帝
[00:08:37.900 --> 00:08:39.600]  上帝臨在
[00:08:39.600 --> 00:08:40.100]  在當中
[00:08:40.100 --> 00:08:40.600]  所以
[00:08:40.600 --> 00:08:41.300]  在這裡
[00:08:41.300 --> 00:08:42.300]  或者這麼說
[00:08:42.500 --> 00:08:43.700]  你比較容易
[00:08:43.700 --> 00:08:44.700]  遇到上帝
[00:08:44.700 --> 00:08:45.300]  見到上帝
[00:08:45.300 --> 00:08:47.300]  在這裡
[00:08:47.300 --> 00:08:48.800]  基督徒在一起
[00:08:48.800 --> 00:08:49.700]  崇拜
[00:08:49.700 --> 00:08:51.700]  尊崇上帝
[00:08:51.700 --> 00:08:53.800]  我再說
[00:08:53.800 --> 00:08:54.900]  教會不是
[00:08:54.900 --> 00:08:57.300]  我們唯一可以
[00:08:57.300 --> 00:08:58.000]  遇到上帝的地方
[00:08:58.000 --> 00:08:58.500]  不過
[00:08:58.500 --> 00:08:59.300]  在教會裡面
[00:08:59.300 --> 00:09:00.600]  是一個很好的開始
[00:09:00.600 --> 00:09:04.700]  教會是敬拜的整個地方
[00:09:04.700 --> 00:09:06.800]  你說教會
[00:09:06.800 --> 00:09:08.700]  我敢不敢來一下
[00:09:08.700 --> 00:09:09.800]  教會不是
[00:09:09.800 --> 00:09:10.500]  不是
[00:09:10.500 --> 00:09:11.800]  教會是給基督徒的
[00:09:11.900 --> 00:09:12.700]  也不是給我的
[00:09:12.700 --> 00:09:13.400]  我不是基督徒
[00:09:13.400 --> 00:09:14.100]  我不信耶穌
[00:09:14.100 --> 00:09:14.600]  來教會
[00:09:14.600 --> 00:09:15.600]  有一點格格不入
[00:09:15.600 --> 00:09:16.100]  不是
[00:09:16.100 --> 00:09:17.900]  當然教會是為了
[00:09:17.900 --> 00:09:19.300]  那些信耶穌的人
[00:09:19.300 --> 00:09:21.700]  而設立的
[00:09:21.700 --> 00:09:23.900]  但教會也是為了那些人
[00:09:23.900 --> 00:09:26.200]  可以信耶穌而設立的
[00:09:26.200 --> 00:09:27.400]  所以教會是給
[00:09:27.400 --> 00:09:28.100]  每個人的
[00:09:28.100 --> 00:09:28.800]  是開放的
[00:09:28.800 --> 00:09:32.400]  我不是在基督教家庭長大的
[00:09:32.400 --> 00:09:35.600]  我也不是在基督教學校讀書的
[00:09:35.600 --> 00:09:36.200]  所以我
[00:09:36.200 --> 00:09:37.500]  因為我都沒有宗教背景
[00:09:37.500 --> 00:09:38.400]  到我中學
[00:09:38.400 --> 00:09:40.700]  畢業中五那一年
[00:09:41.600 --> 00:09:42.800]  我才第一次去教會
[00:09:42.800 --> 00:09:44.600]  也是有一個同學
[00:09:44.600 --> 00:09:45.900]  同班同學
[00:09:45.900 --> 00:09:46.500]  他有基督徒
[00:09:46.500 --> 00:09:47.400]  他邀請我
[00:09:47.400 --> 00:09:48.200]  你們來教會吧
[00:09:48.200 --> 00:09:54.000]  是聖誕節的期間
[00:09:54.000 --> 00:09:54.900]  聖誕節
[00:09:54.900 --> 00:09:55.600]  他說聖誕節
[00:09:55.600 --> 00:09:57.000]  聖誕前夕
[00:09:57.000 --> 00:09:57.900]  平安夜
[00:09:57.900 --> 00:09:59.000]  教會是有
[00:09:59.000 --> 00:09:59.900]  報誡音的
[00:09:59.900 --> 00:10:00.700]  你們來參加吧
[00:10:00.700 --> 00:10:01.700]  所以我第一次
[00:10:01.700 --> 00:10:02.900]  去教會是
[00:10:02.900 --> 00:10:04.400]  12月24日
[00:10:04.400 --> 00:10:06.200]  平安夜去報誡音
[00:10:06.200 --> 00:10:07.000]  那時候我
[00:10:07.000 --> 00:10:09.100]  是未信主的
[00:10:09.100 --> 00:10:11.100]  第一次踏足教會
[00:10:11.400 --> 00:10:12.100]  是一個開始
[00:10:12.100 --> 00:10:15.200]  所以來教會
[00:10:15.200 --> 00:10:17.000]  是幫助我們可以
[00:10:17.000 --> 00:10:18.300]  是親近上帝
[00:10:18.300 --> 00:10:19.800]  認識其他的基督徒
[00:10:19.800 --> 00:10:20.700]  可以是
[00:10:20.700 --> 00:10:24.300]  是一個信主的
[00:10:24.300 --> 00:10:25.000]  開始
[00:10:25.000 --> 00:10:28.300]  所以我當中的朋友
[00:10:28.300 --> 00:10:29.000]  第一次來也好
[00:10:29.000 --> 00:10:29.800]  或者來了很多次也好
[00:10:29.800 --> 00:10:31.100]  你在教會裏面
[00:10:31.100 --> 00:10:33.200]  是已經踏上了一條
[00:10:33.200 --> 00:10:34.200]  信耶穌
[00:10:34.200 --> 00:10:35.300]  得救之道
[00:10:35.300 --> 00:10:37.200]  第一步
[00:10:37.200 --> 00:10:40.300]  第二步
[00:10:40.300 --> 00:10:41.400]  或者第二個站就是
[00:10:41.400 --> 00:10:42.600]  讀聖經
[00:10:42.600 --> 00:10:43.900]  讀聖經
[00:10:43.900 --> 00:10:46.200]  英文說
[00:10:46.200 --> 00:10:47.600]  這個埃及亞的太監
[00:10:47.600 --> 00:10:49.800]  在耶路撒冷做禮拜
[00:10:49.800 --> 00:10:50.600]  已經完了
[00:10:50.600 --> 00:10:51.600]  已經完了
[00:10:51.600 --> 00:10:54.300]  在回家的途中
[00:10:54.300 --> 00:10:55.300]  坐在車裏面
[00:10:55.300 --> 00:10:59.200]  讀先知以塞瓦書
[00:10:59.200 --> 00:11:01.500]  是很難得的
[00:11:01.500 --> 00:11:04.000]  這個給我們在座的基督徒
[00:11:04.000 --> 00:11:05.500]  是一個很大的提醒
[00:11:05.500 --> 00:11:07.300]  你做完禮拜
[00:11:07.300 --> 00:11:08.100]  有沒有讀聖經的
[00:11:09.300 --> 00:11:10.700]  很多人回到教會
[00:11:10.700 --> 00:11:11.700]  在教會讀聖經
[00:11:11.700 --> 00:11:13.800]  然後就放下聖經
[00:11:13.800 --> 00:11:15.300]  星期一到星期六
[00:11:15.300 --> 00:11:16.800]  都不再碰聖經
[00:11:16.800 --> 00:11:18.500]  下星期來教會再讀聖經
[00:11:18.500 --> 00:11:20.900]  不是這個太監
[00:11:20.900 --> 00:11:22.800]  他禮拜完畢
[00:11:22.800 --> 00:11:23.600]  做完禮拜
[00:11:23.600 --> 00:11:26.300]  在回家的途中讀聖經
[00:11:26.300 --> 00:11:28.300]  我們也要平日讀聖經
[00:11:28.300 --> 00:11:30.200]  要多讀聖經
[00:11:30.200 --> 00:11:31.000]  勤讀聖經
[00:11:31.000 --> 00:11:36.200]  信主知道
[00:11:36.200 --> 00:11:37.800]  去教會是好的
[00:11:38.600 --> 00:11:39.800]  但是不可以停下來
[00:11:39.800 --> 00:11:43.400]  我們還要去教會之外
[00:11:43.400 --> 00:11:46.100]  還要為自己讀聖經
[00:11:46.100 --> 00:11:49.900]  聖經是神所默示的
[00:11:49.900 --> 00:11:51.300]  他說
[00:11:51.300 --> 00:11:54.000]  教訓讀者使人歸正
[00:11:54.000 --> 00:11:56.300]  教導人學而都是有益的
[00:11:56.300 --> 00:11:59.500]  神是藉著聖經對人說話
[00:11:59.500 --> 00:12:04.100]  使人因信耶穌而得到智慧
[00:12:04.100 --> 00:12:05.900]  我最初去教會
[00:12:06.900 --> 00:12:09.600]  中午的時候去教會
[00:12:09.600 --> 00:12:10.600]  參加聚會
[00:12:10.600 --> 00:12:11.800]  很陌生
[00:12:11.800 --> 00:12:13.900]  聽到又聽不明白
[00:12:13.900 --> 00:12:16.400]  有人勸我讀聖經
[00:12:16.400 --> 00:12:19.300]  讀聖經又不知道跟誰讀起
[00:12:19.300 --> 00:12:21.000]  這麼厚的一本聖經
[00:12:21.000 --> 00:12:22.500]  於是有人介紹我讀一本書
[00:12:22.500 --> 00:12:25.400]  我還記得那本書叫《耶穌言行錄》
[00:12:25.400 --> 00:12:30.200]  記載了耶穌的教導和行事為人
[00:12:30.200 --> 00:12:31.500]  祂所做的事
[00:12:31.500 --> 00:12:32.700]  我就可以讀了
[00:12:32.700 --> 00:12:34.400]  不是直接讀聖經
[00:12:34.400 --> 00:12:37.000]  不過這本書所講的都是來自聖經
[00:12:37.000 --> 00:12:41.200]  我想今天對我來說
[00:12:41.200 --> 00:12:44.300]  踏上一條得救之道
[00:12:44.300 --> 00:12:45.800]  離教會之外
[00:12:45.800 --> 00:12:47.200]  我想我自己
[00:12:47.200 --> 00:12:49.000]  都能夠讀聖經
[00:12:49.000 --> 00:12:51.200]  所以我鼓勵在座的朋友
[00:12:51.200 --> 00:12:53.200]  讀聖經
[00:12:53.200 --> 00:12:55.300]  讀什麼聖經
[00:12:55.300 --> 00:12:56.900]  或者讀方書
[00:12:56.900 --> 00:12:57.700]  讀方書
[00:12:57.700 --> 00:13:01.100]  讀一下耶穌基督的教導
[00:13:01.100 --> 00:13:03.800]  我第一次讀聖經的時候
[00:13:04.900 --> 00:13:06.000]  都頗震撼的
[00:13:06.000 --> 00:13:08.100]  因為完全沒有宗教背景
[00:13:08.100 --> 00:13:10.500]  完全沒有教會背景
[00:13:10.500 --> 00:13:12.200]  讀的時候讀耶穌基督的教導
[00:13:12.200 --> 00:13:14.100]  講到祂愛人如己
[00:13:14.100 --> 00:13:17.800]  那些很簡單的
[00:13:17.800 --> 00:13:18.900]  今天我們大家都聽了很多
[00:13:18.900 --> 00:13:20.400]  但是你第一次聽的時候
[00:13:20.400 --> 00:13:21.300]  耶穌教我們
[00:13:21.300 --> 00:13:24.000]  登山補腹
[00:13:24.000 --> 00:13:25.300]  這些都是很重要的
[00:13:25.300 --> 00:13:26.700]  所以我們讀聖經
[00:13:26.700 --> 00:13:28.800]  聽一下耶穌的教導
[00:13:28.800 --> 00:13:31.000]  然後看耶穌所做的事
[00:13:35.200 --> 00:13:38.400]  讀聖經不只是增加我們的知識
[00:13:38.400 --> 00:13:41.300]  很多人讀聖經的
[00:13:41.300 --> 00:13:42.600]  我們當中有
[00:13:42.600 --> 00:13:44.500]  看影天會的朋友
[00:13:44.500 --> 00:13:46.800]  以前基督教讀書都有聖經課
[00:13:46.800 --> 00:13:48.200]  有考試的
[00:13:48.200 --> 00:13:50.700]  但是我們讀聖經
[00:13:50.700 --> 00:13:51.600]  不是要增加知識
[00:13:51.600 --> 00:13:52.800]  是真的要去聽
[00:13:52.800 --> 00:13:53.800]  神的話
[00:13:53.800 --> 00:13:56.300]  聽聖經對我們
[00:13:56.300 --> 00:13:57.300]  講什麼
[00:13:57.300 --> 00:13:59.000]  我覺得讀聖經
[00:13:59.000 --> 00:14:00.900]  是認識基督教信仰
[00:14:00.900 --> 00:14:02.500]  認識基督教信仰
[00:14:02.500 --> 00:14:04.500]  是認識基督教信仰
[00:14:04.500 --> 00:14:06.700]  一個很重要的途徑
[00:14:06.700 --> 00:14:07.800]  甚至我說是一個
[00:14:07.800 --> 00:14:10.700]  最好的途徑
[00:14:10.700 --> 00:14:13.200]  還有很可靠的途徑
[00:14:13.200 --> 00:14:14.900]  因為你不是聽別人講
[00:14:14.900 --> 00:14:17.500]  你不是二手的去聽別人講
[00:14:17.500 --> 00:14:19.200]  你是直接第一手的
[00:14:19.200 --> 00:14:20.000]  去聽聖經
[00:14:20.000 --> 00:14:21.200]  聽耶穌講什麼
[00:14:21.200 --> 00:14:25.500]  所以讀聖經是第二個站
[00:14:25.500 --> 00:14:28.700]  要經過的路途
[00:14:28.700 --> 00:14:30.100]  去教會不夠
[00:14:30.100 --> 00:14:31.500]  讀聖經
[00:14:31.500 --> 00:14:32.300]  追求
[00:14:32.300 --> 00:14:33.100]  認識
[00:14:33.100 --> 00:14:34.100]  基督教信仰
[00:14:34.100 --> 00:14:36.600]  但願我們當中的朋友
[00:14:36.600 --> 00:14:38.000]  你也是讀聖經
[00:14:38.000 --> 00:14:41.300]  很容易找到的
[00:14:41.300 --> 00:14:42.700]  我沒有聖經
[00:14:42.700 --> 00:14:43.300]  我想教會
[00:14:43.300 --> 00:14:44.300]  很樂意送一本給你
[00:14:44.300 --> 00:14:45.100]  讀聖經
[00:14:45.100 --> 00:14:47.300]  第三
[00:14:47.300 --> 00:14:49.900]  這個信主之道
[00:14:49.900 --> 00:14:50.700]  這個歷程
[00:14:50.700 --> 00:14:52.000]  第三個站來到
[00:14:52.000 --> 00:14:54.200]  就是明白聖經
[00:14:54.200 --> 00:14:56.200]  讀聖經不夠
[00:14:56.200 --> 00:14:57.400]  還要明白聖經
[00:15:00.400 --> 00:15:02.500]  太監在回家路上
[00:15:02.500 --> 00:15:03.900]  在車上讀聖經
[00:15:03.900 --> 00:15:04.500]  他在讀什麼呢
[00:15:04.500 --> 00:15:06.700]  他在讀先知已創的書
[00:15:06.700 --> 00:15:09.100]  這個是當時的舊約聖經
[00:15:09.100 --> 00:15:12.400]  我們聖經是有舊約
[00:15:12.400 --> 00:15:13.200]  有新約
[00:15:13.200 --> 00:15:16.300]  當時只有舊約聖經
[00:15:16.300 --> 00:15:18.500]  他讀的先知已創的書
[00:15:18.500 --> 00:15:19.300]  是當時
[00:15:19.300 --> 00:15:22.000]  是耶穌之前七百多年的一本書
[00:15:22.000 --> 00:15:26.100]  今天聖經在我們手上
[00:15:26.100 --> 00:15:28.500]  是有二千年的歷史
[00:15:29.700 --> 00:15:30.700]  你跟我讀那本
