
[00:00:00.000 --> 00:00:05.600]  不知你人生你會覺得你花最多的時間是在哪一方面
[00:08:42.040 --> 00:08:46.280]  衣服很鬆的那一間
[00:08:46.280 --> 00:08:48.680]  起初其實預定去一個禮拜
[00:08:48.680 --> 00:08:50.480]  那就好 去一個禮拜
[00:08:50.480 --> 00:08:53.320]  雖然家有嬌妻 去一個禮拜沒問題
[00:08:53.320 --> 00:08:57.000]  但發現去到的時候 項目很難
[00:08:57.000 --> 00:09:00.800]  大客很多要求 一直做 做不定
[00:09:00.800 --> 00:09:04.240]  就延遲了兩個禮拜
[00:09:04.240 --> 00:09:05.880]  去到第二個禮拜的時候
[00:09:05.880 --> 00:09:08.120]  他的同僚差不多沒了 都走了
[00:09:08.120 --> 00:09:10.800]  唯有他在 因爲他那東西還沒成功
[00:09:10.800 --> 00:09:13.760]  他的客戶直接不讓他走
[00:09:13.760 --> 00:09:16.240]  最後留在那裏是三個禮拜
[00:09:16.240 --> 00:09:18.240]  改了五次機票
[00:09:18.240 --> 00:09:19.440]  後面改的機票很密
[00:09:19.440 --> 00:09:21.960]  他每天都說我改明天
[00:09:21.960 --> 00:09:24.120]  他覺得很大壓力
[00:09:24.120 --> 00:09:28.200]  又大客 衣服很鬆
[00:09:28.200 --> 00:09:30.280]  又要服侍他
[00:09:30.280 --> 00:09:31.240]  又要掛在家裏
[00:09:31.240 --> 00:09:34.800]  他說去到最後基本上就是工作睡覺
[00:09:34.800 --> 00:09:37.600]  很大的壓力
[00:09:37.600 --> 00:09:43.400]  我不知道你工作現在有多大的壓力
[00:09:43.400 --> 00:09:45.880]  其實如果你打開聖經
[00:09:45.880 --> 00:09:47.160]  你打開聖經的時候你會發覺
[00:09:47.160 --> 00:09:52.520]  原來當時初期教會的門徒
[00:09:52.520 --> 00:09:54.040]  尤其是十二門徒
[00:09:54.040 --> 00:09:55.880]  他們那時候壓力很大
[00:09:55.880 --> 00:09:56.840]  爲什麼
[00:09:56.840 --> 00:09:59.560]  如果你記得耶穌昇天之後
[00:09:59.560 --> 00:10:01.200]  聖經講耶穌昇天之後
[00:10:01.200 --> 00:10:03.040]  他們就祈禱
[00:10:03.040 --> 00:10:05.040]  他們就在一個牢房裏祈禱
[00:10:05.040 --> 00:10:07.680]  聖經告訴我們當時有多少人
[00:10:07.680 --> 00:10:08.640]  記不記得
[00:10:08.640 --> 00:10:10.720]  有120個人一起祈禱
[00:10:10.720 --> 00:10:13.640]  是吧 120個人一起祈禱
[00:10:13.640 --> 00:10:15.280]  但是不夠一個月的時候
[00:10:15.280 --> 00:10:18.080]  五順節到的時候教會就成立了
[00:10:18.080 --> 00:10:19.520]  彼得那時候一講就講到
[00:10:19.520 --> 00:10:21.040]  多少人信耶穌
[00:10:21.040 --> 00:10:22.360]  三千人
[00:10:22.360 --> 00:10:24.280]  然後被人拉一拉又出來
[00:10:24.280 --> 00:10:25.640]  然後又講一講
[00:10:25.640 --> 00:10:27.000]  多少人信了
[00:10:27.000 --> 00:10:28.760]  然後又五千人信耶穌
[00:10:28.760 --> 00:10:30.920]  就是說教會由120個人
[00:10:30.920 --> 00:10:32.760]  突然在一個月裏
[00:10:32.760 --> 00:10:35.840]  增至了幾千人
[00:10:35.840 --> 00:10:38.320]  所以當時那些使徒
[00:10:38.320 --> 00:10:42.120]  那些領袖面對那種管理的壓力
[00:10:42.120 --> 00:10:43.720]  其實是超乎我們想象
[00:10:43.720 --> 00:10:44.880]  是很不容易的事情
[00:10:44.880 --> 00:10:46.640]  我們很難理解得到
[00:10:46.640 --> 00:10:47.600]  你怎樣想象呢
[00:10:47.600 --> 00:10:48.520]  譬如你就這樣想
[00:10:48.520 --> 00:10:50.800]  譬如會點教會突然變多了
[00:10:50.800 --> 00:10:52.360]  就是多了一倍的人
[00:10:52.360 --> 00:10:55.040]  那你會立刻感覺到一種物理的壓力
[00:10:55.040 --> 00:10:57.400]  因爲立刻坐在那裏很擠迫
[00:10:57.400 --> 00:10:59.280]  有一種壓迫感
[00:10:59.280 --> 00:11:01.640]  那一種壓力在當中
[00:11:01.640 --> 00:11:02.760]  所以到了第六章
[00:11:02.760 --> 00:11:03.800]  四行傳第六章的時候
[00:11:03.800 --> 00:11:05.160]  你去看的時候
[00:11:05.160 --> 00:11:07.080]  教會就開始出現了問題
[00:11:07.080 --> 00:11:08.600]  什麼問題
[00:11:08.600 --> 00:11:10.400]  就是管理上面
[00:11:10.400 --> 00:11:13.920]  使徒忽略了對寡婦的公益
[00:11:13.920 --> 00:11:17.560]  但實在你想想由120人變成了幾千人的教會
[00:11:17.560 --> 00:11:18.360]  實在是不容易
[00:11:18.360 --> 00:11:19.760]  很大的挑戰
[00:11:19.760 --> 00:11:23.120]  所以教會增長有沒有壓力
[00:11:23.120 --> 00:11:23.880]  有
[00:11:23.880 --> 00:11:25.520]  教會不增長呢
[00:11:25.520 --> 00:11:26.680]  也有壓力
[00:11:26.680 --> 00:11:28.040]  同樣大家在工作上
[00:11:28.040 --> 00:11:30.320]  很多工作很多項目的時候很大壓力
[00:11:30.320 --> 00:11:32.800]  你沒東西做的時候也是有壓力
[00:11:32.800 --> 00:11:34.360]  問題今天就是說
[00:11:34.360 --> 00:11:37.480]  到底我們怎樣去處理這些壓力
[00:11:37.480 --> 00:11:40.000]  怎樣將不好的壓力變爲好的壓力
[00:11:40.000 --> 00:11:43.520]  怎樣我們可以重新得力
[00:11:43.520 --> 00:11:46.880]  剛纔大師也有講到
[00:11:46.880 --> 00:11:50.280]  耶穌基督今天要我和你提醒我們
[00:11:50.280 --> 00:11:51.680]  祂給我們的應許
[00:11:51.680 --> 00:11:53.960]  祂給我們的應許是什麼
[00:11:53.960 --> 00:11:56.400]  凡勞苦有重擔的人
[00:11:56.400 --> 00:11:57.600]  到我這裏來
[00:11:57.600 --> 00:12:00.360]  我必使他安息
[00:12:00.360 --> 00:12:02.000]  耶穌說你來到我這裏
[00:12:02.000 --> 00:12:04.440]  我必使你會安息
[00:12:04.440 --> 00:12:06.240]  但我們發覺我們很多人
[00:12:06.240 --> 00:12:09.920]  就得不到耶穌基督應許給我們的安息
[00:12:09.920 --> 00:12:11.280]  爲什麼
[00:12:11.280 --> 00:12:16.040]  因爲其實我們今天活在一個不懂得安息的世代裏面
[00:12:16.040 --> 00:12:19.120]  在一個不懂得安息的世代裏面的時候
[00:12:19.120 --> 00:12:22.160]  往往我和你就會用很多不同的方法
[00:12:22.160 --> 00:12:24.440]  嘗試去減壓
[00:12:24.440 --> 00:12:27.240]  我記得我很久以前看過一個廣告
[00:12:27.240 --> 00:12:30.040]  看廣告的時候有幾個字
[00:12:30.040 --> 00:12:33.040]  第一個字一彈出來就是緊張
[00:12:33.040 --> 00:12:35.960]  第二個字一彈出來就是壓力
[00:12:35.960 --> 00:12:40.200]  第三個字是即刻唯同
[00:12:40.200 --> 00:12:44.080]  最後一幅圖畫通常有個人拿着一瓶東西
[00:12:44.080 --> 00:12:46.880]  很開心很輕鬆
[00:12:46.880 --> 00:12:49.400]  你知道這是什麼廣告
[00:12:49.400 --> 00:12:52.880]  我不知道你是否用這些方法去減壓
[00:12:52.880 --> 00:12:56.200]  可以胃痛
[00:12:56.200 --> 00:13:00.040]  但這句說話這個應許你要記得是誰說的
[00:13:00.040 --> 00:13:01.800]  是誰說的
[00:13:01.800 --> 00:13:03.480]  是耶穌說的
[00:13:03.480 --> 00:13:07.520]  是耶穌說的所以你其實應該回到耶穌那裏
[00:13:07.520 --> 00:13:11.000]  有很多時候你工作很繁忙很沉重很壓力的時候
[00:13:11.000 --> 00:13:13.480]  你去到你上司你老闆那裏說
[00:13:13.480 --> 00:13:15.760]  那你老闆會怎樣跟你說呢
[00:13:15.760 --> 00:13:19.760]  凡勞苦又重擔的人來到我那裏
[00:13:19.760 --> 00:13:21.480]  我會給他多些項目
[00:13:21.480 --> 00:13:24.680]  他不會叫你放假休息一下
[00:13:24.680 --> 00:13:26.480]  如果你在公司那裏又沒什麼事做
[00:13:26.480 --> 00:13:28.080]  有空沒事做的經常都
[00:13:28.080 --> 00:13:30.560]  我不知道你會不會跟你老闆說
[00:13:30.560 --> 00:13:31.920]  如果你去到你老闆那裏
[00:13:31.920 --> 00:13:34.600]  你老闆就亂跟你說
[00:13:34.600 --> 00:13:37.680]  凡有空沒事做的人來到我這裏
[00:13:37.680 --> 00:13:38.960]  他也是那句
[00:13:38.960 --> 00:13:41.520]  我必定給他多些項目
[00:13:41.520 --> 00:13:43.080]  永遠都是這樣
[00:13:43.080 --> 00:13:45.480]  所以等於說你不要搞錯了
[00:13:45.480 --> 00:13:47.520]  你要去對的
[00:13:47.520 --> 00:13:49.360]  不要搞錯不要去錯那些人那裏
[00:13:49.360 --> 00:13:51.360]  你要回到耶穌基督那裏
[00:13:51.360 --> 00:13:52.960]  做媽媽的時候很多都是的
[00:13:52.960 --> 00:13:55.440]  很多時候子女在那裏
[00:13:55.440 --> 00:13:57.160]  很吵地在那裏活生生
[00:13:57.160 --> 00:13:59.560]  一邊炒菜一邊說我養你多辛苦啊
[00:13:59.560 --> 00:14:02.080]  我養你要照顧你
[00:14:02.080 --> 00:14:05.440]  但其實你要知道當媽媽這樣經常在那裏
[00:14:05.440 --> 00:14:06.640]  喫飯的時候
[00:14:06.640 --> 00:14:08.280]  她不會得到安息
[00:14:08.280 --> 00:14:11.160]  煮完飯那些小孩喫完之後又怎麼樣
[00:14:11.160 --> 00:14:12.640]  又到處噴
[00:14:12.640 --> 00:14:15.320]  你得不到那份安息
[00:14:15.320 --> 00:14:17.080]  今天神再一次告訴你
[00:14:17.080 --> 00:14:19.200]  你不要再用其他的方法
[00:14:19.200 --> 00:14:20.960]  沒有其他的方法可以幫到你
[00:14:20.960 --> 00:14:24.240]  唯有你是去到耶穌基督那裏
[00:14:24.240 --> 00:14:29.920]  你纔可以得到安息
[00:14:29.920 --> 00:14:32.640]  當我們去到耶穌基督那裏的時候
[00:14:32.640 --> 00:14:34.320]  你會怎麼做
[00:14:34.320 --> 00:14:36.600]  有一個姐妹她是很投入工作的
[00:14:36.600 --> 00:14:38.000]  她很認真的
[00:14:38.000 --> 00:14:39.360]  她很緊張
[00:14:39.360 --> 00:14:41.760]  她上班的時候她看到她旁邊的同事
[00:14:41.760 --> 00:14:45.040]  在那裏打牙騷唱慢版的時候
[00:14:45.040 --> 00:14:45.800]  她會怎麼樣
[00:14:45.800 --> 00:14:47.120]  你猜一下她會怎麼樣
[00:14:47.120 --> 00:14:48.800]  如果你是她你會怎麼樣
[00:14:48.800 --> 00:14:50.160]  你心裏面覺得
[00:14:50.160 --> 00:14:51.600]  搞錯了什麼事
[00:14:51.600 --> 00:14:52.760]  項目明天交
[00:14:52.760 --> 00:14:54.200]  你們這幫人在那裏
[00:14:54.200 --> 00:14:55.440]  嘻嘻哈哈
[00:14:55.440 --> 00:14:57.800]  她心裏面就會很不開心
[00:14:57.800 --> 00:14:59.320]  她就會很生氣
[00:14:59.320 --> 00:15:00.720]  很生氣的同事
[00:15:00.720 --> 00:15:01.800]  很不滿
[00:15:01.800 --> 00:15:05.080]  由很投入的工作變得很不投入
[00:15:05.080 --> 00:15:05.800]  但是你要記得
[00:15:05.800 --> 00:15:08.080]  耶穌基督剛纔給我們的應許
[00:15:08.080 --> 00:15:09.200]  祂還沒停
[00:15:09.200 --> 00:15:10.600]  祂還沒說完
[00:15:10.600 --> 00:15:11.720]  祂繼續說
[00:15:11.720 --> 00:15:12.400]  祂怎麼說
[00:15:12.400 --> 00:15:14.360]  或者我們一起讀
[00:15:14.360 --> 00:15:17.120]  祂說「我心裏柔和謙卑
[00:15:17.120 --> 00:15:18.960]  你們應當負我的壓
[00:15:18.960 --> 00:15:20.360]  向我學習
[00:15:20.360 --> 00:15:24.040]  你們就必得着心靈的安息」
[00:15:24.040 --> 00:15:25.320]  耶穌基督再一次跟你說
[00:15:25.320 --> 00:15:26.960]  你要得着心靈的安息
[00:15:26.960 --> 00:15:30.840]  你不單單來到我面前吐苦水這麼簡單
[00:15:30.840 --> 00:15:32.440]  原來你要去到耶穌基督面前的時候
[00:15:32.440 --> 00:15:34.600]  你要學習耶穌心裏面那種
[00:15:34.600 --> 00:15:36.560]  柔和謙卑
[00:15:36.560 --> 00:15:37.400]  因爲你要知道
[00:15:37.400 --> 00:15:38.000]  壓力
[00:15:38.000 --> 00:15:41.720]  你的壓力只會壓出你負面的情緒
[00:15:41.720 --> 00:15:43.800]  但是朋友弟兄姊妹你要知道
[00:15:43.800 --> 00:15:45.360]  不是那麼多人
[00:15:45.360 --> 00:15:48.160]  可以處理到你負面的情緒
[00:15:48.160 --> 00:15:48.960]  你和你太太說
[00:15:48.960 --> 00:15:50.200]  你和你的先生說
[00:15:50.200 --> 00:15:51.680]  他都未必可以處理到
[00:15:51.680 --> 00:15:53.720]  你負面的情緒
[00:15:53.720 --> 00:15:54.480]  所以耶穌基督說
[00:15:54.480 --> 00:15:56.800]  你來到我面前的時候
[00:15:56.800 --> 00:16:00.360]  你要學習我心裏面的柔和謙卑
[00:16:00.360 --> 00:16:01.360]  以至你工作的時候
[00:16:01.360 --> 00:16:03.120]  你可以真的重新得力
[00:16:03.120 --> 00:16:08.240]  以至你真的可以再積極投入你的工作
[00:16:08.240 --> 00:16:10.000]  在找工作的時候
[00:16:10.000 --> 00:16:13.920]  我不知道你們會考慮什麼條件
[00:16:13.920 --> 00:16:15.080]  大家都找過工作
[00:16:15.080 --> 00:16:16.720]  我想很多在座的人
