
[00:00:00.000 --> 00:00:06.000]  今天我給大家思想的經文是詩篇第46篇
[00:03:43.000 --> 00:03:44.000]  不夠一千人
[00:03:44.000 --> 00:03:46.000]  但是我們已經很深刻了
[00:03:46.000 --> 00:03:48.000]  現在這個情況
[00:03:48.000 --> 00:03:50.000]  我們想像不到
[00:03:50.000 --> 00:03:54.000]  可以有六百萬人死亡
[00:03:54.000 --> 00:03:58.000]  這個數字對我來說
[00:03:58.000 --> 00:04:01.000]  我也不知道是什麼數字
[00:04:01.000 --> 00:04:04.000]  除了這個疫症
[00:04:04.000 --> 00:04:08.000]  還有我們看到的天災
[00:04:08.000 --> 00:04:12.000]  原來我翻查一下Google
[00:04:12.000 --> 00:04:16.000]  2022年一到二月的天災
[00:04:16.000 --> 00:04:18.000]  大約有二十二宗
[00:04:18.000 --> 00:04:20.000]  當然三月也有
[00:04:20.000 --> 00:04:25.000]  三月福島地震也是很深刻的
[00:04:25.000 --> 00:04:28.000]  在事件簿中
[00:04:28.000 --> 00:04:31.000]  地震有四宗
[00:04:31.000 --> 00:04:34.000]  火山爆發加上海嘯有一宗
[00:04:34.000 --> 00:04:40.000]  風暴、熱帶氣旋、山洪爆發、洪災、豪雨有十七宗
[00:04:40.000 --> 00:04:44.000]  這些天然的災害
[00:04:44.000 --> 00:04:47.000]  其實每天我們在新聞報告中
[00:04:47.000 --> 00:04:49.000]  都好像很麻木
[00:04:49.000 --> 00:04:51.000]  但是很震撼
[00:04:51.000 --> 00:04:53.000]  很可怕
[00:04:53.000 --> 00:04:55.000]  我記得有一幕
[00:04:55.000 --> 00:04:58.000]  就是人們在旅行的時候
[00:04:58.000 --> 00:05:02.000]  他們看著瀑布下來
[00:05:02.000 --> 00:05:05.000]  整個瀑布的山塌下來
[00:05:05.000 --> 00:05:12.000]  那些人死亡和傷亡都很多
[00:05:12.000 --> 00:05:15.000]  這些天然的災害
[00:05:15.000 --> 00:05:19.000]  都是一直在我們眼前
[00:05:19.000 --> 00:05:21.000]  透過電視的螢光幕
[00:05:21.000 --> 00:05:24.000]  透過新聞的媒體給我們看到
[00:05:24.000 --> 00:05:27.000]  一直以來我們看到這些畫面
[00:05:27.000 --> 00:05:28.000]  我們很同情
[00:05:28.000 --> 00:05:31.000]  為受災的人我們獻上祈禱
[00:05:31.000 --> 00:05:35.000]  但是今天我們就是身處在這些災區裏面
[00:05:35.000 --> 00:05:38.000]  受感染的人是我們自己
[00:05:38.000 --> 00:05:41.000]  受感染的人是我們家裏面的人
[00:05:41.000 --> 00:05:45.000]  受感染的人是我們辦公室裏面的同事
[00:05:45.000 --> 00:05:48.000]  這些燒到埋身的感覺
[00:05:48.000 --> 00:05:50.000]  真的很徬徨無助
[00:05:50.000 --> 00:05:54.000]  今天我們嘗試從詩篇四十六篇
[00:05:54.000 --> 00:05:57.000]  我們去尋找一下
[00:05:57.000 --> 00:06:01.000]  在危難中不懼怕的一些指引
[00:06:01.000 --> 00:06:05.000]  在這樣的情況裏面又怎能夠不懼怕呢
[00:06:05.000 --> 00:06:07.000]  那種徬徨無助
[00:06:07.000 --> 00:06:10.000]  我相信我們今天很多香港的人
[00:06:10.000 --> 00:06:12.000]  或者世界很多的人
[00:06:12.000 --> 00:06:15.000]  都處在這種的光景裏面
[00:06:15.000 --> 00:06:17.000]  今天我們從詩篇四十六篇
[00:06:17.000 --> 00:06:20.000]  來看看其中給我們的方向
[00:06:20.000 --> 00:06:24.000]  這邊詩篇的結構很清楚
[00:06:24.000 --> 00:06:27.000]  一到三節是第一個段落
[00:06:27.000 --> 00:06:29.000]  四到七節第二個段落
[00:06:29.000 --> 00:06:32.000]  八到十一節是第三個段落
[00:06:32.000 --> 00:06:36.000]  三個段落分得很清晰
[00:06:36.000 --> 00:06:40.000]  而三個段落裏面有一個主題
[00:06:40.000 --> 00:06:43.000]  而這個主題不斷在經文裏面重複的
[00:06:43.000 --> 00:06:45.000]  第一節
[00:06:45.000 --> 00:06:47.000]  神是我們的避難所
[00:06:47.000 --> 00:06:51.280]  是我們的力量,是我們在患難中隨時的幫助。
[00:06:51.280 --> 00:06:53.280]  然後第七節:
[00:06:53.280 --> 00:06:59.280]  "萬君之耶和與我們同在,雅各的神是我們的避難所。"
[00:06:59.280 --> 00:07:01.280]  第十一節:
[00:07:01.280 --> 00:07:07.280]  "萬君之耶和與我們同在,雅各的神是我們的避難所。"
[00:07:07.280 --> 00:07:11.280]  避難所,避難所,避難所,
[00:07:11.280 --> 00:07:14.280]  誰是我們的避難所?
[00:07:14.280 --> 00:07:17.280]  神是我們的避難所。
[00:07:17.280 --> 00:07:21.280]  首先我們看看第一段落,第一到第三節。
[00:07:21.280 --> 00:07:27.280]  這個段落提到水,也提到山。
[00:07:27.280 --> 00:07:32.280]  那個焦點是什麼呢?焦點是不害怕。
[00:07:32.280 --> 00:07:34.280]  在什麼情況下不害怕呢?
[00:07:34.280 --> 00:07:37.280]  在第二、第三節說:
[00:07:37.280 --> 00:07:52.280]  "地衰改變,山衰搖動到海深,其中的水衰澎湃翻騰,山衰因海象而顫抖。"
[00:07:52.280 --> 00:07:56.280]  在什麼情況下呢?是海嘯。
[00:07:56.280 --> 00:08:05.280]  "本來很平靜的海牀震動,地震引起的海嘯,地裂山移。"
[00:08:05.280 --> 00:08:11.280]  不是一種輕微的移動,而是很強烈的地震。
[00:08:11.280 --> 00:08:19.280]  大家印象很深刻的是2004年南亞海嘯的情景。
[00:08:19.280 --> 00:08:25.280]  "滔天的巨浪,產生震與欲聾的巨響。"
[00:08:25.280 --> 00:08:29.280]  這種澎湃翻騰的形容呢?
[00:08:29.280 --> 00:08:38.280]  李斯敬博士就翻這句話翻成路號,很恐怖的情景。
[00:08:38.280 --> 00:08:43.280]  但私人卻說:"我們也不害怕。"
[00:08:43.280 --> 00:08:52.280]  這個經文,我們即時表面看的就是地裂山移那種恐怖。
[00:08:52.280 --> 00:08:59.280]  但是在《解經》中說到詩篇的顯辭用語,
[00:08:59.280 --> 00:09:02.280]  他就說到這個山和這個水,
[00:09:02.280 --> 00:09:06.280]  不只是你看到的山或者你看到的水。
[00:09:06.280 --> 00:09:12.280]  他說這個山往往是指在古代的世界,
[00:09:12.280 --> 00:09:16.280]  這個山是指到神靈居住的所在。
[00:09:16.280 --> 00:09:20.280]  海是預表到邪惡的勢力。
[00:09:20.280 --> 00:09:27.280]  所以這兩節《聖經》不僅是描述大自然無法阻擋的變化,
[00:09:27.280 --> 00:09:33.280]  更是指出那些看不見的黑暗勢力在搞動翻騰。
[00:09:33.280 --> 00:09:38.280]  本來很穩固的東西,本來是不會改變的東西,
[00:09:38.280 --> 00:09:43.280]  現在都在搖動,整個根基反轉。
[00:09:43.280 --> 00:09:50.280]  這些變化和衝擊是人無法控制,也無法阻擋的。
[00:09:50.280 --> 00:09:54.280]  就像烏克蘭的人民,
[00:09:54.280 --> 00:09:59.280]  一夜之間一直保護他們的房屋就被炸燬,
[00:09:59.280 --> 00:10:03.280]  他們最愛的親人就失去了生命,
[00:10:03.280 --> 00:10:06.280]  所有的財物盡毀,
[00:10:06.280 --> 00:10:13.280]  自己和倖存的家人要逃離家園,
[00:10:13.280 --> 00:10:16.280]  是離開戰火。
[00:10:16.280 --> 00:10:22.280]  超過二百萬的人已經離開烏克蘭。
[00:10:22.280 --> 00:10:25.280]  入侵者俄羅斯。
[00:10:25.280 --> 00:10:29.280]  俄羅斯的商人因爲各國的制裁,
[00:10:29.280 --> 00:10:33.280]  存放在各國銀行的資金納士就被凍結。
[00:10:33.280 --> 00:10:38.280]  郵輪、私人飛機、物業、投資等等,
[00:10:38.280 --> 00:10:42.280]  一夜之間就全部都失去。
[00:10:42.280 --> 00:10:44.280]  第五波的疫情,
[00:10:44.280 --> 00:10:47.280]  我們看到十一個月大的嬰兒,
[00:10:47.280 --> 00:10:50.280]  三歲四歲年幼的子女,
[00:10:50.280 --> 00:10:55.280]  父母親眼白白看着他們反雲無數。
[00:10:55.280 --> 00:10:59.280]  還有年老衰弱的父母親,
[00:10:59.280 --> 00:11:02.280]  在短短几天就宣佈死亡。
[00:11:02.280 --> 00:11:04.280]  這些事情發生,
[00:11:04.280 --> 00:11:06.280]  我們一百個不願意,
[00:11:06.280 --> 00:11:09.280]  一千個不同意,
[00:11:09.280 --> 00:11:12.280]  但是我們沒有力去阻擋,
[00:11:12.280 --> 00:11:14.280]  我們沒有力去挽回,
[00:11:14.280 --> 00:11:16.280]  我們無法去控制。
[00:11:16.280 --> 00:11:18.280]  我們一直以爲不改變,
[00:11:18.280 --> 00:11:21.280]  不會改變,不會搖動的東西,
[00:11:21.280 --> 00:11:23.280]  現在全部都翻轉。
[00:11:23.280 --> 00:11:25.280]  我們的健康,我們的工作,
[00:11:25.280 --> 00:11:29.280]  甚至我們的生命都受到威脅和挑戰。
[00:11:29.280 --> 00:11:36.280]  驚恐,失望,無助和憤怒籠罩着我們。
[00:11:36.280 --> 00:11:38.280]  在這種情況下,
[00:11:38.280 --> 00:11:42.280]  怎麼能夠不害怕?
[00:11:42.280 --> 00:11:46.280]  詩人找到一個很強有力的避難鎖。
[00:11:46.280 --> 00:11:48.280]  第四十六章第一節,
[00:11:48.280 --> 00:11:50.280]  他說神是我們的避難鎖,
[00:11:50.280 --> 00:11:52.280]  是我們的力量,
[00:11:52.280 --> 00:11:56.280]  是我們在患難中隨時的幫助。
[00:11:56.280 --> 00:11:58.280]  避難鎖是什麼?
[00:11:58.280 --> 00:12:04.280]  避難鎖是一個你覺得安全的地方。
[00:12:04.280 --> 00:12:06.280]  敵人不能夠入侵的,
[00:12:06.280 --> 00:12:09.280]  狂風暴雨都不能夠將它毀壞的,
[00:12:09.280 --> 00:12:12.280]  哪怕是地裂山移。
[00:12:12.280 --> 00:12:15.280]  我們有一個很安全,
[00:12:15.280 --> 00:12:18.280]  很穩固的避難鎖。
[00:12:18.280 --> 00:12:20.280]  這個避難鎖在哪裏?
[00:12:20.280 --> 00:12:23.280]  這個避難鎖是什麼構造的?
[00:12:23.280 --> 00:12:29.280]  詩人說這個避難鎖是神自己。
[00:12:29.280 --> 00:12:32.280]  神自己是我們的避難鎖,
[00:12:32.280 --> 00:12:36.280]  沒有任何黑暗的勢力可以叫神搖動的,
[00:12:36.280 --> 00:12:43.280]  沒有任何大自然的力量可以在創造天地萬物的創造主面前,
[00:12:43.280 --> 00:12:46.280]  狂哮怒叫。
[00:12:46.280 --> 00:12:48.280]  神是我們的避難鎖,
[00:12:48.280 --> 00:12:50.280]  是我們的力量,
[00:12:50.280 --> 00:12:55.280]  是我們在患難中隨時及及時的幫助。
[00:12:55.280 --> 00:12:57.280]  雖然要面對死亡,
[00:12:57.280 --> 00:13:01.280]  但有上主作爲我們的避難鎖,
[00:13:01.280 --> 00:13:03.280]  我們可以不懼怕,
[00:13:03.280 --> 00:13:08.280]  因爲永恆的主將永生賜給凡藤蔻祂的人,
[00:13:08.280 --> 00:13:13.280]  死亡不能夠叫我們驚怕。
[00:13:13.280 --> 00:13:16.280]  你說得這麼高調,
[00:13:16.280 --> 00:13:18.280]  是不是真的?
[00:13:18.280 --> 00:13:20.280]  有實例。
[00:13:20.280 --> 00:13:23.280]  2020年3月25日,
[00:13:23.280 --> 00:13:26.280]  一位72歲意大利的神父,
[00:13:26.280 --> 00:13:29.280]  他感染了這個新冠肺炎,
[00:13:29.280 --> 00:13:32.280]  但是在醫院裏面,
[00:13:32.280 --> 00:13:42.280]  他無據地將他的呼吸機轉讓給一個年輕人。
[00:13:42.280 --> 00:13:47.280]  後來這個神父就因爲新冠肺炎而死亡。
[00:13:47.280 --> 00:13:52.280]  因爲有上主作爲他的避難鎖,
[00:13:52.280 --> 00:13:58.280]  死亡不能使他驚恐和害怕。
[00:13:58.280 --> 00:14:00.280]  第二個例子,
[00:14:00.280 --> 00:14:04.280]  大概六十多年前,
[00:14:04.280 --> 00:14:09.280]  上世紀有五位轟動世界的年輕宣教士,
[00:14:09.280 --> 00:14:13.280]  他們被奧卡族的土人刺殺,
[00:14:13.280 --> 00:14:19.280]  但是他們各人身上都帶有智慧的手槍,
[00:14:19.280 --> 00:14:27.280]  他們大可以開槍來還擊這些要傷害他們的土人,
[00:14:27.280 --> 00:14:29.280]  但是他們沒有這麼做,
[00:14:29.280 --> 00:14:35.280]  他們寧願被刺殺那種無據死亡的勇氣,
[00:14:35.280 --> 00:14:39.280]  很真實地向整個世界展現,
[00:14:39.280 --> 00:14:46.280]  神是我們的力量,神是我們的避難鎖。
[00:14:46.280 --> 00:14:52.280]  第三個例子更加令我們震懾的,
[00:14:52.280 --> 00:14:54.280]  是什麼例子呢?
[00:14:54.280 --> 00:14:59.280]  是一個在南亞海嘯裏面生還的人,
[00:14:59.280 --> 00:15:01.280]  而且他不是一個,
[00:15:01.280 --> 00:15:05.280]  他們全個家庭有二十個人,
[00:15:05.280 --> 00:15:13.280]  是在南亞海嘯抽起、捲起上當頂的二十個人,
[00:15:13.280 --> 00:15:17.280]  這二十個人分享見證的,
[00:15:17.280 --> 00:15:20.280]  我聽到是其中一個,
[00:15:20.280 --> 00:15:25.280]  他就是二十個人裏面最年紀大的,
[00:15:25.280 --> 00:15:27.280]  七十五歲的媽媽,
[00:15:27.280 --> 00:15:30.280]  最小的小朋友是六歲,
[00:15:30.280 --> 00:15:33.280]  他帶着他的兒子,帶着他媽媽,
[00:15:33.280 --> 00:15:35.280]  還有他妹妹、妹夫,
[00:15:35.280 --> 00:15:37.280]  還有他妹妹、妹夫的子女,
[00:15:37.280 --> 00:15:39.280]  所以二十個人,
[00:15:39.280 --> 00:15:44.280]  他們去到泰國度聖誕假期,
[00:15:44.280 --> 00:15:46.280]  在一個豐和日麗的早上,
[00:15:46.280 --> 00:15:49.280]  其實就是12月26日,
[00:15:49.280 --> 00:15:52.280]  他們坐山板去看珊瑚,
[00:15:52.280 --> 00:15:55.280]  風平浪靜,豐和日麗,
[00:15:55.280 --> 00:15:57.280]  但是怎麼知道突然間,
[00:15:57.280 --> 00:16:01.280]  他看到很遠那裏有一條白色的線捲過來,
[00:16:01.280 --> 00:16:03.280]  原來是一個捲起的浪,
[00:16:03.280 --> 00:16:05.280]  但是越近的時候,
[00:16:05.280 --> 00:16:11.280]  他發覺這個浪抽起超過三十尺高,
[00:16:11.280 --> 00:16:14.280]  這個浪向着他們衝過來,
[00:16:14.280 --> 00:16:17.280]  將他們坐的山板抽起,
[00:16:17.280 --> 00:16:19.280]  抽到浪頂,
[00:16:19.280 --> 00:16:22.280]  全部人由浪頂,
[00:16:22.280 --> 00:16:26.280]  也都是回落到那個海底,
[00:16:26.280 --> 00:16:29.280]  在那個巨浪的漩渦裏面,
[00:16:29.280 --> 00:16:32.280]  他們的眼耳口鼻都灌滿了水,
[00:16:32.280 --> 00:16:36.280]  然後巨浪又將他們抽到這個浪頂,
[00:16:36.280 --> 00:16:38.280]  來回好幾次,
[00:16:38.280 --> 00:16:40.280]  他看到他媽媽在浪裏面,
[00:16:40.280 --> 00:16:44.280]  他看到他兒子在呼救,
[00:16:44.280 --> 00:16:48.280]  幾輪的抽打之後,
[00:16:48.280 --> 00:16:55.280]  結果他們被浪打到一個樹頂,
[00:16:55.280 --> 00:16:59.280]  這個樹頂,他的兒子和他一起,
[00:16:59.280 --> 00:17:03.280]  他死握着他的兒子的手,
[00:17:03.280 --> 00:17:06.280]  他的兒子也握着他的手不放,
[00:17:06.280 --> 00:17:10.280]  但是他擔心當浪再來的時候,
[00:17:10.280 --> 00:17:13.280]  他兩個人都會被卷出去,
[00:17:13.280 --> 00:17:15.280]  可能都會死亡,
[00:17:15.280 --> 00:17:18.280]  所以他就叫兒子放手,
[00:17:18.280 --> 00:17:22.280]  他希望兒子可以生還,
[00:17:22.280 --> 00:17:25.280]  當兒子他們放手的時候,
[00:17:25.280 --> 00:17:29.280]  他將手再一次握緊,
[00:17:29.280 --> 00:17:31.280]  即是再收起手的時候,
[00:17:31.280 --> 00:17:34.280]  他發覺手心裏面有一些東西,
[00:17:34.280 --> 00:17:37.280]  於是乎他就握緊了那些東西,
[00:17:37.280 --> 00:17:39.280]  原來那些是什麼呢?
[00:17:39.280 --> 00:17:42.280]  原來那些是樹的氣筋,
[00:17:42.280 --> 00:17:47.280]  他發現他自己被那些樹的氣筋纏住,
[00:17:47.280 --> 00:17:51.280]  之後那些浪無論怎樣將他抽打,
[00:17:51.280 --> 00:17:53.280]  都沒有辦法將他抽出去,
[00:17:53.280 --> 00:17:56.280]  就是這樣,他生存了下去,
[00:17:56.280 --> 00:18:01.280]  很精彩的一個見證,
[00:18:01.280 --> 00:18:05.280]  你上網打,你打"洛逸靈",
[00:18:05.280 --> 00:18:08.280]  你就會聽到全部的內容,
[00:18:08.280 --> 00:18:11.280]  無線的高層洛逸靈,
[00:18:11.280 --> 00:18:14.280]  在2004年12月,
[00:18:14.280 --> 00:18:17.280]  我看到再翻查那些資料,
[00:18:17.280 --> 00:18:20.280]  有很多的新聞報道這件事,
[00:18:20.280 --> 00:18:23.280]  信主不信主的新聞,
[00:18:23.280 --> 00:18:26.280]  都沒有辦法相信二十個人,
[00:18:26.280 --> 00:18:29.280]  竟然全部生還,而且平安回到家裏,
[00:18:29.280 --> 00:18:31.280]  這根本就是一個神蹟,
[00:18:31.280 --> 00:18:35.280]  上帝是我們的避難所,
[00:18:35.280 --> 00:18:38.280]  是我們隨時的幫助,
[00:18:38.280 --> 00:18:42.280]  他洛逸靈姐妹在他的見證裏說,
[00:18:42.280 --> 00:18:47.280]  我們全家老友親眼見證了大自然的災害,
[00:18:47.280 --> 00:18:51.280]  我們親身經歷了神的恩典,
[00:18:51.280 --> 00:18:53.280]  神是我們的力量,
[00:18:53.280 --> 00:18:55.280]  神是我們的避難所,
[00:18:55.280 --> 00:18:59.280]  神是我們隨時的幫助,
[00:18:59.280 --> 00:19:02.280]  今天我們在這個水深火熱裏面,
[00:19:02.280 --> 00:19:07.280]  你願不願意投靠他呢?
[00:19:07.280 --> 00:19:12.280]  第二段諾,是在第四到第七節,
[00:19:12.280 --> 00:19:20.280]  這裏說到上帝在列國外邦之上,
[00:19:20.280 --> 00:19:23.280]  列國和外邦,
[00:19:23.280 --> 00:19:27.280]  在這裏說到其實有一個對比,
[00:19:27.280 --> 00:19:30.280]  就是有一個神在其中,
[00:19:30.280 --> 00:19:34.280]  對比着列國外邦的宣揚,
[00:19:34.280 --> 00:19:39.280]  列國外邦是越來越說到人的角力,
[00:19:39.280 --> 00:19:45.280]  和上帝那個能力的對比,
[00:19:45.280 --> 00:19:51.280]  我們看到一個很強烈的對比圖畫,
[00:19:51.280 --> 00:19:59.280]  這裏說到神的城是平靜滿足的,
[00:19:59.280 --> 00:20:04.280]  這個城是永不動搖的,
[00:20:04.280 --> 00:20:10.280]  對比着上文的羣山搖動到海深,
[00:20:10.280 --> 00:20:12.280]  水的路毫翻騰,
[00:20:12.280 --> 00:20:18.280]  和下文的外邦路毫的宣揚,
[00:20:18.280 --> 00:20:20.280]  列國的搖動,
[00:20:20.280 --> 00:20:24.280]  這個城之所以能夠固若金湯,
[00:20:24.280 --> 00:20:27.280]  是因爲神居住在其中,
[00:20:27.280 --> 00:20:31.280]  一個很強烈的對比圖畫。
[00:20:31.280 --> 00:20:34.280]  第四節,他說有一道河,
[00:20:34.280 --> 00:20:38.280]  這河的分叉使神的城歡喜,
[00:20:38.280 --> 00:20:44.280]  這個城就是至高者居住的聖所,
[00:20:44.280 --> 00:20:47.280]  爲何它可以固若金湯?
[00:20:47.280 --> 00:20:50.280]  因爲至高者住在這裏。
[00:20:50.280 --> 00:20:53.280]  而他說到這道河,
[00:20:53.280 --> 00:21:02.280]  這道河使我們想起在伊甸園裏的那道河,
[00:21:02.280 --> 00:21:04.280]  有四條分支,
[00:21:04.280 --> 00:21:07.280]  供應和灌溉上帝的園子,
[00:21:07.280 --> 00:21:09.280]  有源源不絕的供應,
[00:21:09.280 --> 00:21:11.280]  使神的城歡喜,
[00:21:11.280 --> 00:21:15.280]  是安穩滿足的圖畫。
[00:21:15.280 --> 00:21:18.280]  神在其中,
[00:21:18.280 --> 00:21:23.280]  城必不動搖,任憑聶邦怒號圈揚,
[00:21:23.280 --> 00:21:27.280]  任憑羣山搖動,大水怒號,
[00:21:27.280 --> 00:21:32.280]  但神的城卻穩固平靜,滿足和安詳,
[00:21:32.280 --> 00:21:36.280]  無任何看得見或看不見的勢力,
[00:21:36.280 --> 00:21:39.280]  可以搖動上帝的城。
[00:21:39.280 --> 00:21:41.280]  經文就說,
[00:21:41.280 --> 00:21:45.280]  到天一亮,神必幫助這城。
[00:21:45.280 --> 00:21:48.280]  即是什麼意思?
[00:21:48.280 --> 00:21:50.280]  即是有一個時限,
[00:21:50.280 --> 00:21:52.280]  天一亮,
[00:21:52.280 --> 00:21:59.280]  這個驚恐混亂是一縮而已,
[00:21:59.280 --> 00:22:02.280]  到天一亮,神必幫助這城。
[00:22:02.280 --> 00:22:06.280]  神的幫助是必然臨到,
[00:22:06.280 --> 00:22:09.280]  而且這個混亂和驚恐,
[00:22:09.280 --> 00:22:12.280]  只是一夜之間而已。
[00:22:12.280 --> 00:22:16.280]  這裏特別提到外邦和列國,
[00:22:16.280 --> 00:22:18.280]  說到人的教力,
[00:22:18.280 --> 00:22:20.280]  似乎我們所處的環境,
[00:22:20.280 --> 00:22:23.280]  都掌握在人的手裏面。
[00:22:23.280 --> 00:22:27.280]  強弱懸殊的軍事教力,
[00:22:27.280 --> 00:22:31.280]  弱勢國家不能夠不忍氣吞聲,
[00:22:31.280 --> 00:22:33.280]  求和賠款,
[00:22:33.280 --> 00:22:37.280]  去換取這個短暫的安寧。
[00:22:37.280 --> 00:22:40.280]  但是屬神的子民的歷史,
[00:22:40.280 --> 00:22:44.280]  聖經裏不停地告訴我們另外一個事實,
[00:22:44.280 --> 00:22:48.280]  就是上帝要向外邦和列國,
[00:22:48.280 --> 00:22:51.280]  來顯明一個很奇特的真理。
[00:22:51.280 --> 00:22:53.280]  這個真理是什麼呢?
[00:22:53.280 --> 00:22:54.280]  這個真理就是,
[00:22:54.280 --> 00:22:57.280]  不是靠人的車和馬,
[00:22:57.280 --> 00:23:01.280]  不是靠人的軍事力量和強勢。
[00:23:01.280 --> 00:23:03.280]  他說有人靠車,
[00:23:03.280 --> 00:23:05.280]  有人靠馬,
[00:23:05.280 --> 00:23:09.280]  但我要依靠耶和華的命。
[00:23:09.280 --> 00:23:12.280]  因爲上帝的同在和掌權,
[00:23:12.280 --> 00:23:15.280]  我們看到歷史裏面告訴我們,
[00:23:15.280 --> 00:23:17.280]  摩西沒有一兵一卒,
[00:23:17.280 --> 00:23:19.280]  手無寸鐵,
[00:23:19.280 --> 00:23:23.280]  但卻可以使埃及法老王投降。
[00:23:23.280 --> 00:23:26.280]  無條件讓以色列人,
[00:23:26.280 --> 00:23:28.280]  帶齊行李扶老攜幼,
[00:23:28.280 --> 00:23:31.280]  帶齊他的家當浩浩蕩蕩,
[00:23:31.280 --> 00:23:35.280]  光明正大離開埃及圍牢之地。
[00:23:35.280 --> 00:23:38.280]  他們竟然可以沒有儲糧,
[00:23:38.280 --> 00:23:40.280]  沒有物資的補給,
[00:23:40.280 --> 00:23:43.280]  在曠野生存四十年。
[00:23:43.280 --> 00:23:47.280]  面對非常強悍的敵人和國家,
[00:23:47.280 --> 00:23:50.280]  他們竟然可以戰無不勝,
[00:23:50.280 --> 00:23:53.280]  堅固的耶利哥城。
[00:23:53.280 --> 00:23:56.280]  他們只是按照上帝的吩咐,
[00:23:56.280 --> 00:23:58.280]  圍城吶喊,
[00:23:58.280 --> 00:24:01.280]  整個城牆就倒塌下來。
[00:24:01.280 --> 00:24:03.280]  相信我不用我再數,
[00:24:03.280 --> 00:24:06.280]  聖經歷史滿滿這些記載,
[00:24:06.280 --> 00:24:10.280]  而縱然外邦怒號列國搖動,
