
[00:00:00.000 --> 00:00:04.920]  今年就是我的絕作
[00:14:18.860 --> 00:14:20.860]  這個就是大衛的特點
[00:14:20.860 --> 00:14:23.860]  就是他自小的時候有的基礎
[00:14:23.860 --> 00:14:25.860]  所以這個自小的基礎
[00:14:25.860 --> 00:14:29.860]  相信就是我們見到從大衛的家庭裡受的影響
[00:14:29.860 --> 00:14:33.860]  我們參照大衛這幾個兒子
[00:14:33.860 --> 00:14:35.860]  他們改的名字
[00:14:35.860 --> 00:14:37.860]  我特別做了一個研究
[00:14:37.860 --> 00:14:40.860]  將大衛這麼多兒子的名字
[00:14:40.860 --> 00:14:44.860]  原文的意思找出來
[00:14:44.860 --> 00:14:47.860]  所以我們見到這麼多兒子裡
[00:14:47.860 --> 00:14:51.860]  我們見到有伊利亞就是大兒子
[00:14:51.860 --> 00:14:54.860]  英文的意思就是
[00:14:54.860 --> 00:14:56.860]  God is father
[00:14:56.860 --> 00:14:58.860]  中文就是神是父親
[00:14:58.860 --> 00:15:01.860]  所以我們見到他改那些兒子的名字
[00:15:01.860 --> 00:15:05.860]  都反映了一些他自己的信念和信仰
[00:15:05.860 --> 00:15:07.860]  第二個兒子叫阿彼拿達
[00:15:07.860 --> 00:15:09.860]  就叫做Noble
[00:15:09.860 --> 00:15:13.860]  他很著重這些德行和尊貴的事情
[00:15:13.860 --> 00:15:16.860]  第三個兒子就叫做Chimera
[00:15:16.860 --> 00:15:19.860]  這個就是我們很出名的
[00:15:19.860 --> 00:15:21.860]  就是《新聞記》第六章
[00:15:21.860 --> 00:15:23.860]  你們要聽
[00:15:23.860 --> 00:15:25.860]  你們要盡心盡性盡義盡力
[00:15:25.860 --> 00:15:26.860]  愛主你的神
[00:15:26.860 --> 00:15:29.860]  這個Chimera就是猶太人很出名的一個
[00:15:29.860 --> 00:15:33.860]  這個律法裡面提醒我們愛神的意思
[00:15:33.860 --> 00:15:35.860]  現在Chimera就是說
[00:15:35.860 --> 00:15:38.860]  神也就是說聽我的祈禱
[00:15:38.860 --> 00:15:46.860]  然後我們也看到拿丹葉
[00:15:46.860 --> 00:15:48.860]  我們很熟悉的
[00:15:48.860 --> 00:15:51.860]  在耶穌時代有一個拿丹葉
[00:15:51.860 --> 00:15:53.860]  真理人 耶穌稱他為
[00:15:53.860 --> 00:15:55.860]  就是他說God is given
[00:15:55.860 --> 00:15:57.860]  就是神給予的
[00:15:57.860 --> 00:16:00.860]  然後Radar這個拉袋
[00:16:00.860 --> 00:16:03.860]  就是說去踐踏仇敵
[00:16:03.860 --> 00:16:06.860]  意思就是將不好的東西放在他們腳下
[00:16:06.860 --> 00:16:09.860]  還有一個叫阿仙
[00:16:09.860 --> 00:16:11.860]  就是代表力量
[00:16:11.860 --> 00:16:14.860]  而他幫大衛改這個名字
[00:16:14.860 --> 00:16:15.860]  其實這個名字很好
[00:16:15.860 --> 00:16:16.860]  叫做Beloved
[00:16:16.860 --> 00:16:18.860]  就是蒙愛的意思
[00:16:18.860 --> 00:16:20.860]  所以大衛就是蒙愛David
[00:16:20.860 --> 00:16:22.860]  所以我們看到其實
[00:16:22.860 --> 00:16:26.860]  這個耶西他都很著重這些
[00:16:26.860 --> 00:16:29.860]  和神 和有好的德行
[00:16:29.860 --> 00:16:31.860]  和著重在聖經裡面
[00:16:31.860 --> 00:16:33.860]  給我們的一些的應許
[00:16:33.860 --> 00:16:34.860]  將仇敵踐踏
[00:16:34.860 --> 00:16:36.860]  賜予我們力量等等
[00:16:36.860 --> 00:16:38.860]  所以我們看到
[00:16:38.860 --> 00:16:39.860]  剛才我們看到
[00:16:39.860 --> 00:16:42.860]  他叫大衛送一些東西給兩個哥
[00:16:42.860 --> 00:16:45.860]  他又沒有忘記
[00:16:45.860 --> 00:16:46.860]  他說你記得
[00:16:46.860 --> 00:16:49.860]  你將那些餅送給誰
[00:16:49.860 --> 00:16:50.860]  剛才大家有沒有留意
[00:16:50.860 --> 00:16:53.860]  將十塊奶餅送給誰
[00:16:53.860 --> 00:16:54.860]  千夫長
[00:16:54.860 --> 00:16:56.860]  為什麼
[00:16:56.860 --> 00:17:01.860]  千夫長就是誰
[00:17:01.860 --> 00:17:02.860]  大官
[00:17:02.860 --> 00:17:04.860]  他管一千個人
[00:17:04.860 --> 00:17:06.860]  千夫長下面有八夫長
[00:17:06.860 --> 00:17:07.860]  還有十夫長
[00:17:07.860 --> 00:17:09.860]  千夫長他很高級
[00:17:09.860 --> 00:17:10.860]  所以現在
[00:17:10.860 --> 00:17:11.860]  你記得去到那裡
[00:17:11.860 --> 00:17:12.860]  是要有禮貌
[00:17:12.860 --> 00:17:15.860]  就是不單止送東西給你的家人
[00:17:15.860 --> 00:17:17.860]  送給你幾個哥
[00:17:17.860 --> 00:17:19.860]  還記得什麼
[00:17:19.860 --> 00:17:21.860]  還記得有禮貌
[00:17:21.860 --> 00:17:22.860]  做一些禮
[00:17:22.860 --> 00:17:24.860]  送給他的上司
[00:17:24.860 --> 00:17:26.860]  他的上司 他的高官
[00:17:26.860 --> 00:17:28.860]  所以這個我們看到
[00:17:28.860 --> 00:17:31.860]  這個耶西是很懂禮節的
[00:17:31.860 --> 00:17:32.860]  很懂禮貌
[00:17:32.860 --> 00:17:33.860]  很懂禮節
[00:17:33.860 --> 00:17:35.860]  很能夠和家人聯繫
[00:17:35.860 --> 00:17:39.860]  很能夠和這些家人所處的處境
[00:17:39.860 --> 00:17:41.860]  他很明白要有禮貌
[00:17:41.860 --> 00:17:42.860]  要有禮節
[00:17:42.860 --> 00:17:43.860]  這個很重要的
[00:17:43.860 --> 00:17:45.860]  而家庭裏面的子女
[00:17:45.860 --> 00:17:47.860]  全部都是改一些
[00:17:47.860 --> 00:17:49.860]  是關乎宗教情操
[00:17:49.860 --> 00:17:51.860]  或者性格塑造
[00:17:51.860 --> 00:17:54.860]  這些名字去提醒他們
[00:17:54.860 --> 00:17:56.860]  所以我們發覺
[00:17:56.860 --> 00:17:59.860]  大衛也都從耶西的身上
[00:17:59.860 --> 00:18:01.860]  是受到一些感染的
[00:18:01.860 --> 00:18:02.860]  我們看到後來
[00:18:02.860 --> 00:18:04.860]  他都很懂得禮節
[00:18:04.860 --> 00:18:07.860]  他雖然要求喇叭
[00:18:07.860 --> 00:18:08.860]  但都很有禮貌
[00:18:08.860 --> 00:18:11.860]  請一些人去祝福他們
[00:18:11.860 --> 00:18:12.860]  所以我們看到
[00:18:12.860 --> 00:18:15.860]  這個實在是一個正面的影響
[00:18:15.860 --> 00:18:16.860]  我不知道大家
[00:18:16.860 --> 00:18:18.860]  影子妹有沒有回顧一番
[00:18:18.860 --> 00:18:20.860]  昨天我們獎執退休會
[00:18:20.860 --> 00:18:22.860]  我們有一些Ice Bricket的時間
[00:18:22.860 --> 00:18:24.860]  我就帶領其中一組
[00:18:24.860 --> 00:18:26.860]  我就給一條題目
[00:18:26.860 --> 00:18:29.860]  給這些組員問一下他們
[00:18:29.860 --> 00:18:30.860]  每人分享一下
[00:18:30.860 --> 00:18:33.860]  你爸爸給你
[00:18:33.860 --> 00:18:35.860]  即是人生當中
[00:18:35.860 --> 00:18:37.860]  記得有些什麼
[00:18:37.860 --> 00:18:38.860]  你記得爸爸給你
[00:18:38.860 --> 00:18:41.860]  一些重要的對你的提醒
[00:18:41.860 --> 00:18:43.860]  或者一些建議
[00:18:43.860 --> 00:18:45.860]  你現在還記得的
[00:18:45.860 --> 00:18:47.860]  所以我們每個人都分享一下
[00:18:47.860 --> 00:18:49.860]  我不知道你有沒有
[00:18:49.860 --> 00:18:51.860]  去記得爸爸曾經
[00:18:51.860 --> 00:18:53.860]  怎樣去影響過你
[00:18:53.860 --> 00:18:55.860]  爸爸怎樣培育過你
[00:18:55.860 --> 00:18:58.860]  Peter都跟我說
[00:18:58.860 --> 00:19:00.860]  聽了我講了很多次
[00:19:00.860 --> 00:19:02.860]  我爸爸經常講一句成語
[00:19:02.860 --> 00:19:03.860]  叫什麼
[00:19:03.860 --> 00:19:04.860]  他說
[00:19:04.860 --> 00:19:07.860]  學如逆水行舟
[00:19:07.860 --> 00:19:09.860]  不進則退
[00:19:09.860 --> 00:19:15.860]  心如平原走馬
[00:19:15.860 --> 00:19:17.860]  易放難收
[00:19:17.860 --> 00:19:18.860]  所以這句說話
[00:19:18.860 --> 00:19:21.860]  娃娃時常都提醒我們
[00:19:21.860 --> 00:19:23.860]  學如逆水行舟
[00:19:23.860 --> 00:19:25.860]  不進則退
[00:19:25.860 --> 00:19:27.860]  心如平原走馬
[00:19:27.860 --> 00:19:29.860]  易放難收
[00:19:29.860 --> 00:19:31.860]  所以要約束自己的心
[00:19:31.860 --> 00:19:33.860]  所以我爸爸都曾經這些
[00:19:33.860 --> 00:19:34.860]  很多時候
[00:19:34.860 --> 00:19:37.860]  他有時候古語成語會提醒我們
[00:19:37.860 --> 00:19:38.860]  暑期的時候
[00:19:38.860 --> 00:19:41.860]  要我跟弟弟默寫
[00:19:41.860 --> 00:19:43.860]  諸子自家格言
[00:19:43.860 --> 00:19:44.860]  所以黎明即起
[00:19:44.860 --> 00:19:45.860]  山蘇定徐
[00:19:45.860 --> 00:19:47.860]  要內外整潔
[00:19:47.860 --> 00:19:49.860]  所以暑假的時候
[00:19:49.860 --> 00:19:52.860]  要做暑期作業
[00:19:52.860 --> 00:19:55.860]  就是他給我們默書
[00:19:55.860 --> 00:19:59.860]  所以這些都影響我們
[00:19:59.860 --> 00:20:01.860]  我記得爸爸很影響我
[00:20:01.860 --> 00:20:03.860]  就是他待人有禮
[00:20:03.860 --> 00:20:05.860]  他非常有禮誠懇
[00:20:05.860 --> 00:20:06.860]  對人有恩
