
[00:00:00.000 --> 00:00:08.400]  今天當你來到教會的時候,你發現整個教會的停車場都在修護當中,進出非常不方便。
[00:03:35.400 --> 00:03:40.400]  墳墓代表一個不能夠掙脫的困鎖。
[00:03:40.400 --> 00:03:43.900]  因為人死了,就沒有自由了。
[00:03:43.900 --> 00:03:46.900]  第二點,今天在我們的生活當中,
[00:03:46.900 --> 00:03:54.400]  我們不也是常常經歷面對這種好像墳墓的環境嗎?
[00:03:54.400 --> 00:03:57.400]  很多時候我們看見我們自己的生命,
[00:03:57.400 --> 00:04:01.900]  就發現我們常常被我們自己裡面的罪惡傷害
[00:04:01.900 --> 00:04:07.900]  把我們的心靈緊緊的捆綁,我們不得自由。
[00:04:07.900 --> 00:04:12.900]  很多時候我們就好像在墳墓的困鎖裡面。
[00:04:12.900 --> 00:04:15.900]  多少時候我們看見在人際關係
[00:04:15.900 --> 00:04:19.400]  或者家庭關係裡面那種隔絕,
[00:04:19.400 --> 00:04:23.900]  好像無論我們怎麼嘗試都無法挽回這種關係。
[00:04:23.900 --> 00:04:28.400]  我們也感覺我們常常在墳墓裡的光景。
[00:04:28.400 --> 00:04:31.400]  很多時候當我們面對人生的困境,
[00:04:31.400 --> 00:04:34.900]  那些困境好像銅牆鐵壁這樣,
[00:04:34.900 --> 00:04:37.900]  好像我們根本無法超越。
[00:04:37.900 --> 00:04:42.900]  我原本常常覺得我們是像在一個墳墓的困鎖裡面,
[00:04:42.900 --> 00:04:46.900]  甚至很多時候我們內心中有很多的夢想,
[00:04:46.900 --> 00:04:52.400]  可是所面對的卻是一個又一個不可能的環境。
[00:04:52.400 --> 00:04:56.400]  我們好像被困在墳墓裡一樣。
[00:04:56.400 --> 00:04:59.900]  但聽說無論今天所面對的環境是如何,
[00:04:59.900 --> 00:05:04.400]  你可知道我們的神是一位能夠打開墳墓的神嗎?
[00:05:04.400 --> 00:05:11.900]  主耶穌從死裡復活,證明了祂有勝過死亡跟罪惡的權柄。
[00:05:11.900 --> 00:05:15.900]  你還記得在復活節的清晨,
[00:05:15.900 --> 00:05:22.900]  當那些婦女清早起來要到墳墓去看看在墳墓裡的耶穌,
[00:05:22.900 --> 00:05:28.900]  可是當他們靠近墳墓的時候卻發現墳墓的門已經被打開了,
[00:05:28.900 --> 00:05:33.400]  主不在墳墓裡了,主已經從死裡復活了,
[00:05:33.400 --> 00:05:37.400]  祂已經勝過了一切罪惡死亡的權柄。
[00:05:37.400 --> 00:05:42.900]  我們的神是一位能夠打開墳墓的真神。
[00:05:42.900 --> 00:05:45.900]  事實上當你讀到整本聖經,
[00:05:45.900 --> 00:05:48.900]  你就看見每一個神蹟,
[00:05:48.900 --> 00:05:56.900]  難道不都在說明我們的神是能夠在人的絕路當中為我們開路的神嗎?
[00:05:56.900 --> 00:06:03.900]  神不但在舊約時代藉著神蹟騎士來為祂的百姓來開路,
[00:06:03.900 --> 00:06:06.900]  在新約時代更加的寶貴,
[00:06:06.900 --> 00:06:12.900]  祂更藉著聖靈住在每一位信他人心中。
[00:06:12.900 --> 00:06:18.900]  這為什麼保羅在格林多後書第四章第七節有這麼一段經文,
[00:06:18.900 --> 00:06:19.900]  我們一同來念來,
[00:06:19.900 --> 00:06:22.900]  我們有這寶貝放在瓦器裡,
[00:06:22.900 --> 00:06:26.400]  要寫明這莫大的能力是出於神,
[00:06:26.400 --> 00:06:27.900]  不是出於我們。
[00:06:27.900 --> 00:06:31.900]  這裡講到對我們信主在新約時代這何等寶貴的神,
[00:06:31.900 --> 00:06:35.900]  我們信主讓我們有一個寶貝。
[00:06:35.900 --> 00:06:37.400]  這個寶貝是什麼?
[00:06:37.400 --> 00:06:40.900]  我告訴你這個寶貝不但是主的同在,
[00:06:40.900 --> 00:06:43.900]  有時候你想到主的同在覺得好像沒什麼,
[00:06:43.900 --> 00:06:47.900]  但這個主的同在是帶著一個能力的,
[00:06:47.900 --> 00:06:51.900]  表示要寫明這個莫大能力是什麼。
[00:06:51.900 --> 00:06:53.900]  如果你仔細讀這段經文,
[00:06:53.900 --> 00:06:59.400]  你就知道這個莫大的能力就是耶穌從死裡復活的能力。
[00:06:59.400 --> 00:07:02.400]  換句話說今天主不但住在我們裡面,
[00:07:02.400 --> 00:07:04.400]  今天在你裡面,
[00:07:04.400 --> 00:07:09.400]  不但是因為一個主耶穌住在你我的裡面,
[00:07:09.400 --> 00:07:13.400]  更是因為死裡復活的救主,
[00:07:13.400 --> 00:07:18.400]  帶著死裡復活的大能住在你的裡面。
[00:07:18.400 --> 00:07:23.900]  而他在你我的裡面能夠帶來一個翻轉的能力。
[00:07:23.900 --> 00:07:26.900]  這個翻轉的能力要做些什麼呢?
[00:07:26.900 --> 00:07:29.900]  四章第八節第九節我們一同來念,
[00:07:29.900 --> 00:07:32.900]  我們四面受敵卻不被困住,
[00:07:32.900 --> 00:07:35.900]  心裡作難卻不致失望,
[00:07:35.900 --> 00:07:38.400]  遭逼迫卻不被丟棄,
[00:07:38.400 --> 00:07:40.400]  打倒了卻不自首。
[00:07:40.400 --> 00:07:41.900]  非常喜歡這段經文,
[00:07:41.900 --> 00:07:43.900]  你如果一遍一遍讀,
[00:07:43.900 --> 00:07:46.900]  特別這個卻這個字太寶貴了,
[00:07:46.900 --> 00:07:49.900]  我們四面受敵卻不被困住,
[00:07:49.900 --> 00:07:52.400]  心裡作難卻不致失望,
[00:07:52.400 --> 00:07:54.900]  遭逼迫卻不被丟棄,
[00:07:54.900 --> 00:07:56.900]  打倒了卻不致死亡。
[00:07:56.900 --> 00:07:58.400]  Hallelujah!
[00:07:58.400 --> 00:08:02.400]  換句話說今天無論你所面對的環境,
[00:08:02.400 --> 00:08:05.400]  有多麼的令人絕望,
[00:08:05.400 --> 00:08:09.900]  我告訴你神仍然能夠打開你的墳墓,
[00:08:09.900 --> 00:08:11.900]  斷開一切的困鎖,
[00:08:11.900 --> 00:08:15.400]  挪開一切不可能的環境,
[00:08:15.400 --> 00:08:17.400]  神仍然能夠在你面前,
[00:08:17.400 --> 00:08:22.900]  親自為你成就你所以為不可能的事,Amen!
[00:08:22.900 --> 00:08:25.900]  所以今天無論你的環境是如何,
[00:08:25.900 --> 00:08:28.400]  你一定要憑著信心,
[00:08:28.400 --> 00:08:32.900]  抓住神的應許來跟隨神。
[00:08:32.900 --> 00:08:35.900]  你還記得在約翰福音第十一章裡面,
[00:08:35.900 --> 00:08:39.900]  講到拉撒路從死裡復活的故事嗎?
[00:08:39.900 --> 00:08:43.400]  聖經講到拉撒路死了四天之後,
[00:08:43.400 --> 00:08:46.400]  耶穌才來到伯大利。
[00:08:46.400 --> 00:08:48.900]  有些人在想為什麼死了四天耶穌才來?
[00:08:48.900 --> 00:08:51.400]  其實耶穌早就聽說祂病了,
[00:08:51.400 --> 00:08:55.400]  還在祂所住的地方先多住了兩天才來的。
[00:08:55.400 --> 00:08:58.900]  祂就要等到拉撒路真的死了。
[00:08:58.900 --> 00:09:02.400]  不然有些人會說只是昏迷了啦,
[00:09:02.400 --> 00:09:06.400]  只是摳馬啦,沒死啦。
[00:09:06.400 --> 00:09:09.400]  耶穌是等祂真的死了,
[00:09:09.400 --> 00:09:12.400]  甚至他們說都有臭啦。
[00:09:12.400 --> 00:09:15.400]  耶穌才來到伯大利。
[00:09:15.400 --> 00:09:16.900]  當他來到伯大利的時候,
[00:09:16.900 --> 00:09:20.400]  我們看見約翰福音十一章二十一節二十二節怎麼說呢?
[00:09:20.400 --> 00:09:23.400]  馬大就來到耶穌面前迎接耶穌。
[00:09:23.400 --> 00:09:25.400]  第一句話馬大就說,
[00:09:25.400 --> 00:09:27.900]  主啊,你若早在這裡怎麼樣,
[00:09:27.900 --> 00:09:29.400]  我兄弟必不死。
[00:09:29.400 --> 00:09:32.900]  換句話說,太晚啦。
[00:09:32.900 --> 00:09:36.400]  就算你是耶穌,還是太晚啦。
[00:09:36.400 --> 00:09:40.400]  多少時候當我們遇到人生的困境的時候,
[00:09:40.400 --> 00:09:43.900]  我們會一直這樣的充滿埋怨嗎?
[00:09:43.900 --> 00:09:47.900]  主啊,你為什麼不早點幫助我呢?
[00:09:47.900 --> 00:09:51.900]  你為什麼不早伸出手來搭救我呢?
[00:09:51.900 --> 00:09:56.400]  現在太晚了啦,不可能了啦。
[00:09:56.400 --> 00:10:02.400]  算了,我還是按照我的方法做我自己的道路吧。
[00:10:02.400 --> 00:10:04.400]  但很有意思一件事情,
[00:10:04.400 --> 00:10:08.900]  在這件事情中,馬大沒有停留在這裡而已。
[00:10:08.900 --> 00:10:12.400]  馬大沒有講到這句話就結束了。
[00:10:12.400 --> 00:10:15.400]  馬大接下去講這句話,
[00:10:15.400 --> 00:10:19.400]  我告訴你,當你聽馬大接下來講這句話,
[00:10:19.400 --> 00:10:26.400]  那真是好像充滿了一個出人意料的信心在他裡面。
[00:10:26.400 --> 00:10:29.900]  平常我們講到馬大都貶低馬大,
[00:10:29.900 --> 00:10:31.900]  不要貶低馬大,我告訴你,
[00:10:31.900 --> 00:10:34.400]  這一節聖經我就告訴你,
[00:10:34.400 --> 00:10:36.900]  馬大還是一個有信心的人,
[00:10:36.900 --> 00:10:41.900]  他還是有一個出乎意料的信心在他裡面。
[00:10:41.900 --> 00:10:45.900]  二十二節他說,但就是現在,
[00:10:45.900 --> 00:10:48.900]  英文更好,even now,
[00:10:48.900 --> 00:10:50.900]  就是現在,
[00:10:50.900 --> 00:10:54.900]  這種充滿絕望的光景是一個不可能的光景,
[00:10:54.900 --> 00:10:59.900]  even now,我也知道,
[00:10:59.900 --> 00:11:04.900]  你無論向神求什麼,神必賜給你。
[00:11:04.900 --> 00:11:10.900]  所以無論馬大對於耶穌基督會做些什麼,了解多少,
[00:11:10.900 --> 00:11:13.900]  其實我想他根本不知道耶穌會做什麼,
[00:11:13.900 --> 00:11:14.900]  他完全不知道。
[00:11:14.900 --> 00:11:17.900]  他也不知道耶穌能做些什麼,完全不知道。
[00:11:17.900 --> 00:11:24.900]  但這句話就表明在他裡面有一個抓住神應許的信心,
[00:11:24.900 --> 00:11:28.900]  even now,就是現在,
[00:11:28.900 --> 00:11:33.900]  我也相信你無論向神求什麼,他必賜給你。
[00:11:33.900 --> 00:11:36.900]  我深深相信因為這樣一個信心,
[00:11:36.900 --> 00:11:40.900]  主耶穌就在約翰福音十一章四十節裡面,
[00:11:40.900 --> 00:11:42.900]  耶穌對他說,我不是對你說過嗎,
[00:11:42.900 --> 00:11:48.900]  你若信,就必看見什麼,神的榮耀。
[00:11:48.900 --> 00:11:52.900]  這句話我相信不是主在責備馬大,不是,
[00:11:52.900 --> 00:11:56.900]  而是主在一次的提醒馬大,
[00:11:56.900 --> 00:11:58.900]  要持續這樣的信心,
[00:11:58.900 --> 00:12:01.900]  持續這樣堅持神的應許的信心,
[00:12:01.900 --> 00:12:06.900]  你若信,就必看見神的榮耀。
[00:12:06.900 --> 00:12:11.900]  後來主果然叫拉撒路從死裡復活。
[00:12:11.900 --> 00:12:18.900]  我們的神今天仍然是一位在我們的絕路當中為我們開路的真神。
[00:12:18.900 --> 00:12:21.900]  今天無論你們所面對的環境是如何,
[00:12:21.900 --> 00:12:27.900]  你一定要按照神的應許,向你的未來發預言。
[00:12:27.900 --> 00:12:32.900]  你的神仍然能夠在你的絕路當中為你來開路。
[00:12:32.900 --> 00:12:37.900]  這是第一件我們看見神應許要坐在他百姓身上的事。
[00:12:37.900 --> 00:12:40.900]  第二件神應許要坐在他百姓身上的事,
[00:12:40.900 --> 00:12:43.900]  神要賜下復新的靈在我們中間。
[00:12:43.900 --> 00:12:48.900]  我們一同來說,神要賜下復新的靈在我們中間。
[00:12:48.900 --> 00:12:51.900]  第十四節你看見主在這裡說,
[00:12:51.900 --> 00:12:57.900]  我必將我的靈放在你們裡面,你們就要活了。
[00:12:57.900 --> 00:12:58.900]  第六節我再次提醒,
[00:12:58.900 --> 00:13:02.900]  以西節注三十七章這個枯骨附身的意象,
[00:13:02.900 --> 00:13:06.900]  不是對一些非信徒說的。
[00:13:06.900 --> 00:13:11.900]  這個枯骨附身的意象是針對神的百姓說的,
[00:13:11.900 --> 00:13:13.900]  是對基督徒說的。
[00:13:13.900 --> 00:13:16.900]  換句話說,今天很多時候做一個基督徒,
[00:13:16.900 --> 00:13:18.900]  我們也許肉體是活著,
[00:13:18.900 --> 00:13:21.900]  可是我們心靈是死的,
[00:13:21.900 --> 00:13:24.900]  就好像這些骸骨一樣。
[00:13:24.900 --> 00:13:26.900]  多少時候我們在生活當中,
[00:13:26.900 --> 00:13:28.900]  我們看不見神的作為,
[00:13:28.900 --> 00:13:31.900]  我們聽不見神的聲音。
[00:13:31.900 --> 00:13:33.900]  多少時候你的靈裡面你看不見,
[00:13:33.900 --> 00:13:37.900]  你聽不見,其實你的靈就是死的。
[00:13:37.900 --> 00:13:41.900]  可是什麼時候你能夠開始看見神的作為呢?
[00:13:41.900 --> 00:13:44.900]  什麼時候能開始聽見神的聲音呢?
[00:13:44.900 --> 00:13:49.900]  好像你的靈就能夠從死亡的光景裡面復甦一樣,
[00:13:49.900 --> 00:13:51.900]  可以活過來。
[00:13:51.900 --> 00:13:53.900]  你開始知道神要做什麼,
[00:13:53.900 --> 00:13:55.900]  開始知道神正在工作,
[00:13:55.900 --> 00:13:58.900]  忽然間能恢復你的盼望了。
[00:13:58.900 --> 00:14:00.900]  否則你的靈像死的一樣,
[00:14:00.900 --> 00:14:02.900]  因為你不知道神正在工作。
[00:14:02.900 --> 00:14:04.900]  我這些年越來越明白一件事,
[00:14:04.900 --> 00:14:10.900]  一定是你們腹心的關鍵就在看見跟聽見,你們。
[00:14:10.900 --> 00:14:13.900]  That's why 為什麼我們需要呼求神呢?
[00:14:13.900 --> 00:14:16.900]  呼求神開我們今天能夠看見,
[00:14:16.900 --> 00:14:18.900]  開我們耳朵能夠聽見,
[00:14:18.900 --> 00:14:23.900]  我們要求神腹心的靈降臨在我們中間,Amen?
[00:14:23.900 --> 00:14:24.900]  而神在這裡說,
[00:14:24.900 --> 00:14:27.900]  嘿,這正是我所要做的事情,
[00:14:27.900 --> 00:14:31.900]  看啊,我要將我的靈放在你們的裡面,
[00:14:31.900 --> 00:14:35.900]  好叫你們活過來,Hallelujah!
[00:14:35.900 --> 00:14:36.900]  當然也許你會說,
[00:14:36.900 --> 00:14:41.900]  哦,牧師,這會不會只是在舊約時代的應許而已啊?
[00:14:41.900 --> 00:14:43.900]  其實不是!
[00:14:43.900 --> 00:14:45.900]  死路宣傳第二章十七節,
[00:14:45.900 --> 00:14:47.900]  神說祂要做同樣的事情,
[00:14:47.900 --> 00:14:49.900]  我們一同來念好不好,來!
[00:14:49.900 --> 00:14:51.900]  神說在末後的日子,
[00:14:51.900 --> 00:14:55.900]  我要將我的靈澆灌凡有血氣的。
[00:14:55.900 --> 00:14:56.900]  你們的兒女要說預言,
[00:14:56.900 --> 00:14:58.900]  你們的少年人要見異象,
[00:14:58.900 --> 00:15:00.900]  老年人要做異夢。
[00:15:00.900 --> 00:15:03.900]  所以神說在末後的日子,
[00:15:03.900 --> 00:15:07.900]  神說我要將我的靈澆灌凡有血氣的。
[00:15:07.900 --> 00:15:08.900]  什麼叫末後的日子?
[00:15:08.900 --> 00:15:10.900]  什麼時候是末後的日子?
[00:15:10.900 --> 00:15:12.900]  就是現在!
[00:15:12.900 --> 00:15:14.900]  現在就是末後的日子!
[00:15:14.900 --> 00:15:18.900]  神說就是現在我要將我的靈澆灌凡有血氣的。
[00:15:18.900 --> 00:15:20.900]  誰是凡有血氣的?
[00:15:20.900 --> 00:15:22.900]  就是我們,否則你不會坐在這裡,Right?
[00:15:22.900 --> 00:15:24.900]  你是有血氣的。
[00:15:24.900 --> 00:15:26.900]  我們看見神在這裡說,
[00:15:26.900 --> 00:15:29.900]  祂在末後的日子,就是現在!
[00:15:29.900 --> 00:15:33.900]  祂要將祂的靈澆灌在我們身上,Hallelujah!
[00:15:33.900 --> 00:15:37.900]  那你說當神的靈降臨在我們中間的時候,
[00:15:37.900 --> 00:15:40.900]  什麼事情發生呢?
[00:15:40.900 --> 00:15:43.900]  如果我們看在五旬節,
[00:15:43.900 --> 00:15:45.900]  當聖靈降臨下來的時候,
[00:15:45.900 --> 00:15:48.900]  我們就看見聖靈降臨下來的時候,
[00:15:48.900 --> 00:15:51.900]  其實在五旬節有兩件事情發生。
[00:15:51.900 --> 00:15:55.900]  第一件事情,聖靈如風吹來。
[00:15:55.900 --> 00:15:57.900]  跟你們說聖靈如風吹來。
[00:15:57.900 --> 00:15:59.900]  聖靈如風吹來。
[00:15:59.900 --> 00:16:00.900]  什麼意思啊?
[00:16:00.900 --> 00:16:05.900]  就表示神要彰顯祂榮耀的同在嘛!
[00:16:05.900 --> 00:16:07.900]  因為風是什麼?
[00:16:07.900 --> 00:16:10.900]  風是你看不見,
[00:16:10.900 --> 00:16:12.900]  但你卻感受得到,不是嗎?
[00:16:12.900 --> 00:16:14.900]  你看得見風嗎?看不見。
[00:16:14.900 --> 00:16:17.900]  但你感覺有風嗎?你感覺得到。
[00:16:17.900 --> 00:16:19.900]  同樣神的同在也是這樣。
[00:16:19.900 --> 00:16:22.900]  你說神的同在在哪裡?看不見。
[00:16:22.900 --> 00:16:24.900]  可是會感受得到?
[00:16:24.900 --> 00:16:26.900]  是可以感受得到的。
[00:16:26.900 --> 00:16:28.900]  以前我們感受不到,
[00:16:28.900 --> 00:16:30.900]  因為我們以前常常覺得
[00:16:30.900 --> 00:16:32.900]  神的同在是在頭腦裡面,
[00:16:32.900 --> 00:16:35.900]  神的同在是在人家教導,
[00:16:35.900 --> 00:16:37.900]  我們說在聖經裡面所說的,
[00:16:37.900 --> 00:16:40.900]  很多基督徒很久都感覺不到神的同在,
[00:16:40.900 --> 00:16:44.900]  但當聖靈降臨下來的時候,
[00:16:44.900 --> 00:16:47.900]  當聖靈的風吹來的時候,
[00:16:47.900 --> 00:16:51.900]  忽然間你都感受到神的同在了。
[00:16:51.900 --> 00:16:53.900]  當聖靈降臨下來的時候,
[00:16:53.900 --> 00:16:55.900]  人來到神的面前,
[00:16:55.900 --> 00:16:58.900]  不是因為有一個美麗的教堂的建築,
[00:16:58.900 --> 00:17:01.900]  不是因為有一個什麼強而有力的講道,
[00:17:01.900 --> 00:17:04.900]  更不是因為教會有什麼精彩的活動,
[00:17:04.900 --> 00:17:07.900]  人們來到神的面前只有一個原因,
[00:17:07.900 --> 00:17:11.900]  因為God is here!
[00:17:11.900 --> 00:17:14.900]  因為神的同在彰顯出來了,
[00:17:14.900 --> 00:17:16.900]  人就來到神的面前。
[00:17:16.900 --> 00:17:20.900]  1906年在洛杉磯發生了非常大的復興,
[00:17:20.900 --> 00:17:22.900]  ASUSA大復興,非常出名,
[00:17:22.900 --> 00:17:26.900]  帶來整個世紀的靈恩運動。
[00:17:26.900 --> 00:17:28.900]  我們看見ASUSA大復興的時候,
[00:17:28.900 --> 00:17:34.900]  其實發生在洛杉磯的ASUSA街312號,
[00:17:34.900 --> 00:17:37.900]  其實那個房子現在已經不在了。
[00:17:37.900 --> 00:17:40.900]  從所有歷史照片裡面我們看見,
[00:17:40.900 --> 00:17:44.900]  那個房子一點都不是一個非常美麗的教堂,
[00:17:44.900 --> 00:17:48.900]  其實那個房子是非常破舊的房子。
[00:17:48.900 --> 00:17:51.900]  當時人說那像一個馬房一樣,
[00:17:51.900 --> 00:17:54.900]  是馬住的地方。
[00:17:54.900 --> 00:17:59.900]  那怎麼會神的復興降臨在這樣一個破舊的地方呢?
[00:17:59.900 --> 00:18:00.900]  也許有人會說,
[00:18:00.900 --> 00:18:04.900]  是不是有一些強而有力的講道呢?
[00:18:04.900 --> 00:18:05.900]  其實也不是。
[00:18:05.900 --> 00:18:09.900]  當時神所用一個牧師叫William Seymour,
[00:18:09.900 --> 00:18:12.900]  他是一個黑人的牧師。
[00:18:12.900 --> 00:18:15.900]  在1906年的時代,
[00:18:15.900 --> 00:18:20.900]  黑人的社會地位在美國是非常的低的。
[00:18:20.900 --> 00:18:22.900]  很多人都不能夠想像,
[00:18:22.900 --> 00:18:26.900]  怎麼一個復興會藉著一個黑人的牧師
[00:18:26.900 --> 00:18:28.900]  在那裡顯明出來呢?
[00:18:28.900 --> 00:18:30.900]  那你說黑人牧師因為很會講道咯?
[00:18:30.900 --> 00:18:32.900]  其實也不是。
[00:18:32.900 --> 00:18:34.900]  所有的記載告訴我們,
[00:18:34.900 --> 00:18:37.900]  William Seymour牧師很少講道的。
[00:18:37.900 --> 00:18:43.900]  他多半時間就是靠在講台旁邊禱告。
[00:18:43.900 --> 00:18:45.900]  而那個講台也不是像這麼漂亮一個
[00:18:45.900 --> 00:18:49.900]  壓克力的漂亮講台,不是。
[00:18:49.900 --> 00:18:52.900]  他的講台就好像今天你去超級市場
[00:18:52.900 --> 00:18:55.900]  人家裝菜的木箱,
[00:18:55.900 --> 00:18:58.900]  那些木箱堆起來的講台,
[00:18:58.900 --> 00:19:02.900]  他多半的時間靠在那個講台旁邊就是禱告。
[00:19:02.900 --> 00:19:04.900]  那你就覺得很奇怪,
[00:19:04.900 --> 00:19:06.900]  神的復興怎麼會降臨在這樣,
[00:19:06.900 --> 00:19:09.900]  既沒有美麗的教堂的建築,
[00:19:09.900 --> 00:19:11.900]  也沒有什麼強而有力的講道,
[00:19:11.900 --> 00:19:13.900]  也沒有什麼精彩的活動,
[00:19:13.900 --> 00:19:19.900]  為什麼千萬的人要湧入這樣一個地方呢?
[00:19:19.900 --> 00:19:21.900]  第二點只有一個原因,
[00:19:21.900 --> 00:19:24.900]  神的同在彰顯出來了。
[00:19:24.900 --> 00:19:26.900]  當神的同在彰顯出來的時候,
[00:19:26.900 --> 00:19:30.900]  要吸引萬人來歸向耶穌基督,Amen!
[00:19:30.900 --> 00:19:33.900]  我們看見當聖靈降臨下來的時候,
[00:19:33.900 --> 00:19:36.900]  第一件事情,神榮耀同在要彰顯出來,
[00:19:36.900 --> 00:19:38.900]  第二件事情要發生的時候,
[00:19:38.900 --> 00:19:40.900]  聖靈如火降臨,
[00:19:40.900 --> 00:19:44.900]  聖靈如火降臨跟他說,
[00:19:44.900 --> 00:19:46.900]  什麼意思?
[00:19:46.900 --> 00:19:51.900]  意思就是神要彰顯祂大能的作為來,
[00:19:51.900 --> 00:19:53.900]  因為火是什麼?
[00:19:53.900 --> 00:19:56.900]  火是能夠帶來光跟熱的,
[00:19:56.900 --> 00:19:59.900]  火是帶來能量的。
[00:19:59.900 --> 00:20:02.900]  我們看見當神的靈降臨下來的時候,
[00:20:02.900 --> 00:20:04.900]  當復興的靈降臨下來的時候,
[00:20:04.900 --> 00:20:09.900]  我們看見神要在我們這邊彰顯祂大能的作為來,
[00:20:09.900 --> 00:20:14.900]  神要用神蹟騎士應證所傳的道,Amen!
[00:20:14.900 --> 00:20:16.900]  越在這個末後的世代,
[00:20:16.900 --> 00:20:17.900]  我告訴你,
[00:20:17.900 --> 00:20:23.900]  神要用更多的神蹟騎士來證實我們擁有偉大奇妙的真神,
[00:20:23.900 --> 00:20:24.900]  Hallelujah!
[00:20:24.900 --> 00:20:25.900]  哦,弟兄姊妹,
[00:20:25.900 --> 00:20:29.900]  我們真的看見神的靈運行在我們中間,
[00:20:29.900 --> 00:20:31.900]  神是在末後的日子,
[00:20:31.900 --> 00:20:33.900]  神的靈要澆灌在我們中間,
[00:20:33.900 --> 00:20:34.900]  換句話說,
[00:20:34.900 --> 00:20:36.900]  神要在我們中間做一件事情,
[00:20:36.900 --> 00:20:39.900]  神要在我們中間彰顯祂榮耀的同在,
[00:20:39.900 --> 00:20:42.900]  神要在我們中間彰顯祂大能的作為來,
[00:20:42.900 --> 00:20:45.900]  我們就要向我們的未來發預言,
[00:20:45.900 --> 00:20:48.900]  特別是當我們看見Shakina Glory,
[00:20:48.900 --> 00:20:50.900]  我們的聖殿即將要完工的時候,
[00:20:50.900 --> 00:20:53.900]  我們更是要向我們的未來發出預言來,
[00:20:53.900 --> 00:20:55.900]  你還記得Mike Jacobs,
