
[00:00:00.000 --> 00:00:02.100]  歡迎來到《九曰網》上的第九集
[00:10:29.700 --> 00:10:31.700]  我們可以將十四章
[00:10:31.700 --> 00:10:34.700]  這個阿不蘭漢勇救羅德的
[00:10:34.700 --> 00:10:36.700]  海船回歸的戰事
[00:10:36.700 --> 00:10:41.500]  與十八十九章可以一起來參考
[00:10:41.500 --> 00:10:53.100]  我們看完兩段的經文
[00:10:53.100 --> 00:10:55.500]  就是十四章和十八十九章
[00:10:55.500 --> 00:10:57.100]  是有共通的地方
[00:10:57.100 --> 00:10:59.900]  也似乎在結構裡面
[00:10:59.900 --> 00:11:01.900]  作者要我們將兩段
[00:11:01.900 --> 00:11:03.900]  一起看
[00:11:03.900 --> 00:11:07.500]  這樣的話我們就可以多問一個問題
[00:11:07.500 --> 00:11:09.500]  就是這段經文有什麼意義呢?
[00:11:09.500 --> 00:11:12.300]  十四章的內容是很直接的
[00:11:12.300 --> 00:11:13.900]  那個戰事
[00:11:13.900 --> 00:11:17.300]  是發生在應許之地以外的
[00:11:17.300 --> 00:11:19.100]  上一次我們講過了
[00:11:19.100 --> 00:11:21.100]  是羅德自己向東走
[00:11:21.100 --> 00:11:22.300]  向前走
[00:11:22.300 --> 00:11:25.100]  是離開神的應許之地
[00:11:25.100 --> 00:11:27.100]  是離開阿不蘭漢的範圍
[00:11:27.100 --> 00:11:29.500]  地圖可以看到
[00:11:29.500 --> 00:11:32.100]  四王是從近東來到的
[00:11:32.100 --> 00:11:34.100]  攻打五個王
[00:11:34.100 --> 00:11:36.100]  包括索多瑪、荷摩賴
[00:11:36.100 --> 00:11:39.100]  將五個王的財物拿走
[00:11:39.100 --> 00:11:43.300]  連同索多瑪的羅德都俘虜了
[00:11:43.300 --> 00:11:45.300]  之後發生什麼事呢?
[00:11:45.300 --> 00:11:47.300]  創世紀第十四章十四節
[00:11:47.300 --> 00:11:51.300]  阿不蘭一聽見擇兒被人擄去
[00:11:51.300 --> 00:11:57.700]  就抽調他家裡生養精煉的壯丁三百一十八人
[00:11:57.700 --> 00:11:59.700]  一直追到達
[00:11:59.700 --> 00:12:04.100]  阿不蘭和他的僕人趁夜分隊攻擊他們
[00:12:04.100 --> 00:12:06.100]  結果擊敗了他們
[00:12:06.100 --> 00:12:09.700]  又追趕他們直到大馬士革不變的河壩
[00:12:09.700 --> 00:12:12.700]  將一切財物都奪回來
[00:12:12.700 --> 00:12:16.300]  也把他的擇兒羅德和羅德的財物
[00:12:16.300 --> 00:12:20.100]  以及婦女和族人都奪了回來
[00:12:20.100 --> 00:12:23.700]  這個故事很多時候在聖經的大標題
[00:12:23.700 --> 00:12:26.300]  都會叫做阿不蘭漢擁救羅德
[00:12:26.700 --> 00:12:31.300]  但其實這個只是故事的一半
[00:12:31.300 --> 00:12:35.300]  另一半其實是阿不蘭漢也救了索多瑪的縱王
[00:12:35.300 --> 00:12:39.300]  將他所有的掠物和財物都奪回來
[00:12:39.300 --> 00:12:45.300]  之前我們不是碰過、見過索多瑪是一個什麼地方
[00:12:45.300 --> 00:12:47.700]  創世紀第十三章十三節
[00:12:47.700 --> 00:12:53.300]  在耶和華看來索多瑪人是罪大惡極的
[00:12:53.300 --> 00:12:57.300]  但在這一處我們看到這個故事
[00:12:57.300 --> 00:13:01.300]  神居然藉著阿不蘭漢來拯救裡面的人
[00:13:01.300 --> 00:13:04.300]  或者拯救裡面的人的生活
[00:13:04.300 --> 00:13:06.300]  將這些掠物奪回來
[00:13:06.300 --> 00:13:08.300]  這是拯救裡面
[00:13:08.300 --> 00:13:11.300]  告訴我們神給索多瑪多一段時間
[00:13:11.300 --> 00:13:15.300]  誰知道羅德沒有離開這個罪惡之城
[00:13:15.300 --> 00:13:18.300]  索多瑪王縱王更加不用說了
[00:13:18.300 --> 00:13:24.300]  不僅沒有離開更加沒有稱頌耶和華
[00:13:24.300 --> 00:13:30.300]  完全意識不到原來是藉著阿不蘭漢他們才奪回他們的東西
[00:13:30.300 --> 00:13:33.300]  但神的審判也沒有立即到來
[00:13:33.300 --> 00:13:35.300]  看第二部分的故事
[00:13:35.300 --> 00:13:37.300]  即是第十八章
[00:13:37.300 --> 00:13:39.300]  阿不蘭漢去禱告
[00:13:39.300 --> 00:13:41.300]  跟耶和華說
[00:13:41.300 --> 00:13:45.300]  因為知道耶和華來到要去審判索多瑪
[00:13:45.300 --> 00:13:50.300]  他就說到最後十個義人在這個城裡面的話
[00:13:50.300 --> 00:13:52.300]  你會不會滅城呢?
[00:13:52.300 --> 00:13:59.300]  神當然回答不會貿然將義人和惡人一起去除滅
[00:13:59.300 --> 00:14:02.300]  但是我們看到整個故事的發展
[00:14:02.300 --> 00:14:05.300]  索多瑪的結束
[00:14:05.300 --> 00:14:08.300]  就是到最後限期的時候
[00:14:08.300 --> 00:14:11.300]  神的審判必然會來到
[00:14:11.300 --> 00:14:13.300]  因為阿不蘭漢的神
[00:14:13.300 --> 00:14:15.300]  這位的上帝
[00:14:15.300 --> 00:14:17.300]  就是審判全地的主
[00:14:17.300 --> 00:14:20.300]  他不單單是加南地審判加南的神
[00:14:20.300 --> 00:14:22.300]  也是審判每一個地方
[00:14:22.300 --> 00:14:24.300]  每一個民眾的神
[00:14:24.300 --> 00:14:28.300]  這位公義的主宰就是審判全地
[00:14:28.300 --> 00:14:33.300]  今天我們在世界不同的地方
[00:14:33.300 --> 00:14:37.300]  看到很多不義的事
[00:14:37.300 --> 00:14:40.300]  義人好像越來越少
[00:14:40.300 --> 00:14:43.300]  惡人越來越囂張
[00:14:43.300 --> 00:14:46.300]  有時候我們看到有些地方
[00:14:46.300 --> 00:14:51.300]  是方華連篇或是非顛倒
[00:14:51.300 --> 00:14:53.300]  見不到公義
[00:14:53.300 --> 00:14:55.300]  我們有一種試探
[00:14:55.300 --> 00:14:57.300]  我們就會說
[00:14:57.300 --> 00:15:03.300]  何必要去持守真理公義或良心呢?
[00:15:03.300 --> 00:15:07.300]  誰作王我們就靠誰
[00:15:07.300 --> 00:15:11.300]  哪裏有錢我們就靠哪裏
[00:15:11.300 --> 00:15:14.300]  好像羅德就是機會主義者
[00:15:14.300 --> 00:15:17.300]  哪裏有錢我們就去索多瑪
[00:15:17.300 --> 00:15:20.300]  故事的脈絡講得很清楚
[00:15:20.300 --> 00:15:26.300]  阿不蘭漢在祈禱和神對話的時候
[00:15:26.300 --> 00:15:28.300]  十八章第二十五節
[00:15:28.300 --> 00:15:30.300]  審判全地的主
[00:15:30.300 --> 00:15:33.300]  豈可不行公義嗎?
[00:15:33.300 --> 00:15:37.300]  我們活在一個難見公義的世代
[00:15:37.300 --> 00:15:39.300]  我們不要忘記
[00:15:39.300 --> 00:15:42.300]  上帝依然是審判全地的主
[00:15:42.300 --> 00:15:45.300]  祂仍然會施行公義
[00:15:45.300 --> 00:15:47.300]  問題就是這樣
[00:15:47.300 --> 00:15:49.300]  我們願不願意去信教祂
[00:15:49.300 --> 00:15:50.300]  去等候祂
[00:15:50.300 --> 00:15:53.300]  繼續去堅持去行公義
[00:15:53.300 --> 00:15:55.300]  去相信主
[00:16:04.300 --> 00:16:06.300]  第二方面的意義
[00:16:06.300 --> 00:16:12.300]  似乎是指向特別顯出阿不蘭漢的財力
[00:16:12.300 --> 00:16:13.300]  他的勢力
[00:16:13.300 --> 00:16:15.300]  十四章第十七節開始
[00:16:15.300 --> 00:16:21.300]  阿不蘭攻擊了基大魯馬和他聯盟的王回來的時候
[00:16:21.300 --> 00:16:25.300]  索多瑪王出來在沙美谷迎接他
[00:16:25.300 --> 00:16:28.300]  沙美谷就是帝王谷
[00:16:28.300 --> 00:16:31.300]  撒冷王墨基瑟德也出來
[00:16:31.300 --> 00:16:34.300]  帶著餅和酒
[00:16:34.300 --> 00:16:36.300]  他是至高神的祭祀
[00:16:36.300 --> 00:16:39.300]  他給阿不蘭祝福說
[00:16:39.300 --> 00:16:41.300]  願創造天地的主
[00:16:41.300 --> 00:16:42.300]  至高的神
[00:16:42.300 --> 00:16:44.300]  賜福給阿不蘭
[00:16:44.300 --> 00:16:46.300]  把敵人交在你手裡的
[00:16:46.300 --> 00:16:48.300]  至高的神是應當稱頌的
[00:16:48.300 --> 00:16:52.300]  阿不蘭就把所得的一切拿出十分之一來
[00:16:52.300 --> 00:16:54.300]  給了墨基瑟德
[00:16:54.300 --> 00:16:55.300]  二十一節
[00:16:55.300 --> 00:16:58.300]  索多瑪王對阿不蘭說
[00:16:58.300 --> 00:17:00.300]  請你把人交給我
[00:17:00.300 --> 00:17:02.300]  至於財物你拿去吧
[00:17:02.300 --> 00:17:05.300]  阿不蘭卻對索多瑪王說
[00:17:05.300 --> 00:17:07.300]  我已經向創造天地的主
[00:17:07.300 --> 00:17:10.300]  至高的神耶和華舉手起誓
[00:17:10.300 --> 00:17:13.300]  凡是你的東西就是一條線
[00:17:13.300 --> 00:17:16.300]  一條鞋帶我也不拿
[00:17:16.300 --> 00:17:18.300]  免得你說
[00:17:18.300 --> 00:17:20.300]  我使阿不蘭發了財
[00:17:20.300 --> 00:17:22.300]  我什麼都不要
[00:17:22.300 --> 00:17:24.300]  除了僕人吃掉的以外
[00:17:24.300 --> 00:17:30.300]  但與我同行的阿賴以實國萬利所應得的份
[00:17:30.300 --> 00:17:32.300]  讓他們拿去吧
[00:17:32.300 --> 00:17:35.300]  這裡說到阿不蘭永久獲得
[00:17:35.300 --> 00:17:38.300]  海船回歸
[00:17:38.300 --> 00:17:43.300]  或者有些近東的文獻可以幫助我們解答一下
[00:17:43.300 --> 00:17:45.300]  為什麼聖經的作者
[00:17:45.300 --> 00:17:51.300]  這麼刻意寄述阿不拉罕海船回歸的戰績
[00:17:51.300 --> 00:17:53.300]  記得我們曾經說過
[00:17:53.300 --> 00:17:56.300]  一個近東的大的古城
[00:17:56.300 --> 00:17:58.300]  叫做馬里馬里
[00:17:58.300 --> 00:18:02.300]  它位於今天的敘利亞北面
[00:18:02.300 --> 00:18:04.300]  他記得說過
[00:18:04.300 --> 00:18:06.300]  在創世紀十二章的時候
[00:18:06.300 --> 00:18:10.300]  阿不拉罕離開吾爾去哈蘭的時候
[00:18:10.300 --> 00:18:13.300]  他是經過這個馬里的地方
[00:18:13.300 --> 00:18:15.300]  這個馬里的大城
[00:18:15.300 --> 00:18:18.300]  是一個很重要很有策略性的地方
[00:18:18.300 --> 00:18:21.300]  是一個很富裕的地方
[00:18:21.300 --> 00:18:26.300]  阿不拉罕從吾爾去到哈蘭的時候
[00:18:26.300 --> 00:18:29.300]  應該是經過馬里這個地方
[00:18:29.300 --> 00:18:33.300]  當時的時候大概是主前一千八百年左右
[00:18:33.300 --> 00:18:37.300]  馬里是一個阿摩利人的城邦
[00:18:37.300 --> 00:18:39.300]  你也記得我們說過
[00:18:39.300 --> 00:18:42.300]  阿不拉罕也可能是阿摩利人之一
[00:18:42.300 --> 00:18:45.300]  這個故事有關馬里是這樣的
[00:18:45.300 --> 00:18:47.300]  1933年的時候
[00:18:47.300 --> 00:18:51.300]  八月的時候有一班敘利亞的農夫
