
[00:00:00.000 --> 00:00:05.560]  最近在微信的網絡看到一篇文章
[00:07:06.000 --> 00:07:08.000]  清心的就是得見神
[00:07:08.000 --> 00:07:10.000]  因為他能夠很微小的時候
[00:07:10.000 --> 00:07:11.200]  很微小的時候
[00:07:11.200 --> 00:07:12.800]  聽到神的微聲
[00:07:12.800 --> 00:07:14.600]  聽到神很小的聲音
[00:07:14.600 --> 00:07:16.600]  當別人很嘈雜的時候我們聽不到
[00:07:16.600 --> 00:07:18.600]  他聽到,因為他是清心
[00:07:18.600 --> 00:07:20.600]  因為他專注仰望神
[00:07:20.600 --> 00:07:24.000]  所以就是在清心的人有福
[00:07:24.000 --> 00:07:26.000]  如果在《新約聖經》裏面
[00:07:26.000 --> 00:07:28.600]  有一個例子、典範就是
[00:07:28.600 --> 00:07:35.400]  哪一個是臨終之前見到主耶穌?
[00:07:35.400 --> 00:07:40.400]  是嬰孩耶穌?
[00:07:40.400 --> 00:07:41.800]  哪一個?
[00:07:41.800 --> 00:07:45.000]  西面見到主耶穌幾多?
[00:07:45.000 --> 00:07:47.600]  《聖經》就形容他是一個很清心的人
[00:07:47.600 --> 00:07:51.600]  他能夠知道這個就是救主耶穌基督
[00:07:51.600 --> 00:07:53.200]  雖然是嬰孩
[00:07:53.200 --> 00:07:54.600]  但是他已經知道
[00:07:54.600 --> 00:07:57.600]  然後他安然離去
[00:07:57.600 --> 00:07:59.600]  很放心
[00:07:59.600 --> 00:08:03.600]  但是阿山這首詩的詩人就不是
[00:08:03.600 --> 00:08:07.600]  這些清心寡慾的人是可以做到
[00:08:07.600 --> 00:08:09.000]  但我不是這種人
[00:08:09.000 --> 00:08:12.000]  我發覺這個世界裏面很多的東西
[00:08:12.000 --> 00:08:13.000]  是影響到我
[00:08:13.000 --> 00:08:16.000]  身邊的事物很多都影響到我
[00:08:16.000 --> 00:08:18.000]  無論是人物、事物
[00:08:18.000 --> 00:08:20.000]  或者是周圍的東西
[00:08:20.000 --> 00:08:24.000]  都不能夠讓我的心裏面很專注在神那裏
[00:08:24.000 --> 00:08:28.600]  甚至我覺得這些情況是對我很大的影響
[00:08:28.600 --> 00:08:31.800]  為什麼神會安置這些事物在我身邊
[00:08:31.800 --> 00:08:33.600]  或者安置這些人物在我身邊
[00:08:33.600 --> 00:08:36.400]  令到我不能夠清心?
[00:08:36.400 --> 00:08:37.600]  他就反而這樣問神
[00:08:37.600 --> 00:08:38.800]  所以你看到
[00:08:38.800 --> 00:08:40.000]  最大你看到就是
[00:08:40.000 --> 00:08:42.000]  我妒忌這些狂傲的人
[00:08:42.000 --> 00:08:45.000]  我看到那些惡人心裏面不平
[00:08:45.000 --> 00:08:46.000]  接著說下去
[00:08:46.000 --> 00:08:49.000]  你看看他們的身體
[00:08:49.000 --> 00:08:50.800]  有好的身體
[00:08:50.800 --> 00:08:53.000]  甚至連死的時候都死得好
[00:08:53.000 --> 00:08:56.000]  我們中國人就說
[00:08:56.000 --> 00:08:57.800]  惡有惡報
[00:08:57.800 --> 00:08:59.400]  善有善報
[00:08:59.400 --> 00:09:01.000]  若然不報又怎樣?
[00:09:01.000 --> 00:09:02.200]  時辰未到
[00:09:02.200 --> 00:09:04.000]  我通常說的最後那句
[00:09:04.000 --> 00:09:04.600]  當然了
[00:09:04.600 --> 00:09:05.400]  時辰未到
[00:09:05.400 --> 00:09:07.600]  最後那兩年就知道了
[00:09:07.600 --> 00:09:09.000]  但這裏說
[00:09:09.000 --> 00:09:10.600]  他死都死得好
[00:09:10.600 --> 00:09:13.200]  他沒有經過一個很大的病患
[00:09:13.200 --> 00:09:15.000]  很辛苦然後死去
[00:09:15.000 --> 00:09:16.600]  或者怎樣匪夷所思
[00:09:16.600 --> 00:09:20.600]  中國人都說
[00:09:20.600 --> 00:09:23.800]  五福最後的福都要死得好
[00:09:23.800 --> 00:09:25.200]  能夠安詳
[00:09:25.200 --> 00:09:27.600]  見到他們無災無難
[00:09:27.600 --> 00:09:31.600]  這樣就是走完人生的路程
[00:09:31.600 --> 00:09:33.400]  他們的情況
[00:09:33.400 --> 00:09:36.600]  他們的驕傲好像一條鏈掛在那裏
[00:09:36.600 --> 00:09:39.400]  好像戴著一條很粗的金鏈
[00:09:39.400 --> 00:09:42.800]  完全殘暴在你身上
[00:09:42.800 --> 00:09:45.000]  完全橫行
[00:09:45.000 --> 00:09:46.600]  都沒有問題
[00:09:46.600 --> 00:09:50.400]  我又想起一句我們說的俗語
[00:09:50.400 --> 00:09:52.800]  殺人放火
[00:09:52.800 --> 00:09:54.000]  這麼要大
[00:09:54.000 --> 00:09:55.800]  然後有一句
[00:09:55.800 --> 00:09:58.200]  修橋補路
[00:09:58.200 --> 00:09:59.800]  施鞋
[00:09:59.800 --> 00:10:01.600]  一個很大的對比
[00:10:01.600 --> 00:10:03.200]  那些殺人放火的人
[00:10:03.200 --> 00:10:04.800]  在那裏扮波的人
[00:10:04.800 --> 00:10:07.800]  他們可以川襟大銀
[00:10:07.800 --> 00:10:10.000]  他們可以這麼名馬富貴
[00:10:10.000 --> 00:10:14.800]  但是其他人的下場
[00:10:14.800 --> 00:10:17.400]  或者生活這麼老到等等
[00:10:17.400 --> 00:10:19.000]  為什麼會這樣
[00:10:19.000 --> 00:10:21.800]  這個就好像私人看到的情況
[00:10:21.800 --> 00:10:26.000]  本來我想學習的都說
[00:10:26.000 --> 00:10:27.400]  這個時間未到
[00:10:27.400 --> 00:10:30.200]  神會總有祂自己的日子
[00:10:30.200 --> 00:10:32.800]  如果你想看這段類似的經文教導
[00:10:32.800 --> 00:10:34.400]  聖經是有的
[00:10:34.400 --> 00:10:36.400]  就是剛剛這段的詩篇
[00:10:36.400 --> 00:10:37.200]  反過來就行了
[00:10:37.200 --> 00:10:38.800]  三十七篇
[00:10:38.800 --> 00:10:41.200]  三十七篇正正就是一個老人家
[00:10:41.200 --> 00:10:43.200]  跟年輕人說
[00:10:43.200 --> 00:10:45.000]  不用這麼不忿
[00:10:45.000 --> 00:10:48.000]  你不用這麼看不過眼
[00:10:48.000 --> 00:10:49.400]  我這麼有經驗
[00:10:49.400 --> 00:10:50.400]  我看到的
[00:10:50.400 --> 00:10:52.400]  很多時辰未到
[00:10:52.400 --> 00:10:56.000]  最後都是受到結局的
[00:10:56.000 --> 00:10:57.600]  三十七篇是這樣說
[00:10:57.600 --> 00:10:59.200]  但是七十三篇
[00:10:59.200 --> 00:11:00.200]  結局都看不到
[00:11:00.200 --> 00:11:01.200]  仍然這麼好
[00:11:01.200 --> 00:11:03.000]  仍然去到尾
[00:11:03.000 --> 00:11:05.800]  都是人的眼光來看
[00:11:05.800 --> 00:11:08.600]  都是享盡名馬富貴
[00:11:08.600 --> 00:11:11.400]  其實我們看很多的電視劇
[00:11:11.400 --> 00:11:13.200]  那些壞人最後都是壞的
[00:11:13.200 --> 00:11:16.000]  最後都是有不好的結局的
[00:11:16.000 --> 00:11:17.800]  電視劇這麼多出
[00:11:17.800 --> 00:11:20.200]  大部分都是這樣
[00:11:20.200 --> 00:11:23.000]  但是這裡很少發生
[00:11:23.000 --> 00:11:25.600]  而這個阿薩基斯人經歷的
[00:11:25.600 --> 00:11:29.200]  就是可能他身邊就是這樣的情況
[00:11:29.200 --> 00:11:33.400]  然後看到他們又很豐足
[00:11:33.400 --> 00:11:34.800]  飲食等等
[00:11:34.800 --> 00:11:38.600]  形容到肥到眼都凸了出來
[00:11:38.600 --> 00:11:41.200]  這些很貼切的形容
[00:11:41.200 --> 00:11:43.800]  等等說很褻瀆
[00:11:43.800 --> 00:11:46.800]  甚至覺得這些人還故意說
[00:11:46.800 --> 00:11:47.600]  沒有神的
[00:11:47.600 --> 00:11:48.600]  神理我的
[00:11:48.600 --> 00:11:51.000]  神管不了我的
[00:11:51.000 --> 00:11:53.400]  更加是怒氣了
[00:11:53.400 --> 00:11:58.200]  我們遇到我們心裏想有些期望
[00:11:58.200 --> 00:12:02.200]  我們心裏有一些小小的得著
[00:12:02.200 --> 00:12:05.800]  或者我都是想有份安定的工作
[00:12:05.800 --> 00:12:08.600]  我都希望有少少的錢
[00:12:08.600 --> 00:12:11.400]  我都希望有好的生活
[00:12:11.400 --> 00:12:15.000]  不是最好不是太多
[00:12:15.000 --> 00:12:17.600]  不是妄想的想法
[00:12:17.600 --> 00:12:18.600]  都沒有的
[00:12:18.600 --> 00:12:20.400]  神理都沒有給我的
[00:12:20.400 --> 00:12:23.400]  為什麼那些人都可以得到的呢
[00:12:23.400 --> 00:12:27.600]  那些人好像小小的作奸犯科
[00:12:27.600 --> 00:12:29.800]  或者一些偷鴨賄騙
[00:12:29.800 --> 00:12:31.200]  他都可以賺到一些錢
[00:12:31.200 --> 00:12:35.000]  反而我是忠忠直直
[00:12:35.000 --> 00:12:37.000]  最終都是黑食
[00:12:37.000 --> 00:12:38.800]  為什麼我是這樣的呢
[00:12:38.800 --> 00:12:41.200]  為什麼我都還沒有得到呢
[00:12:41.200 --> 00:12:43.600]  有這樣的比較在裏面
[00:12:43.600 --> 00:12:45.000]  當然這個人說
[00:12:45.000 --> 00:12:47.400]  我真是心裏不能夠清心
[00:12:47.400 --> 00:12:48.800]  周圍都是這樣的情況
[00:12:48.800 --> 00:12:50.800]  我不是這樣的時候
[00:12:50.800 --> 00:12:51.600]  我很自憐
[00:12:51.600 --> 00:12:54.600]  我更加會和神去投訴
[00:12:54.600 --> 00:12:55.800]  以色列的人
[00:12:55.800 --> 00:12:58.400]  清心的人有神恩代
[00:12:58.400 --> 00:13:00.600]  是不是我不被神恩代呢
[00:13:00.600 --> 00:13:03.200]  是不是我是另外一個呢
[00:13:03.200 --> 00:13:04.800]  所以這段經文裏面
[00:13:04.800 --> 00:13:07.200]  很多的寫照他所面對
[00:13:07.200 --> 00:13:09.800]  今天我們其實都可能會面對這個情況
[00:13:09.800 --> 00:13:10.400]  可能我們說
[00:13:10.400 --> 00:13:11.800]  我不理周圍那些人
[00:13:11.800 --> 00:13:13.600]  那些作奸犯科
[00:13:13.600 --> 00:13:14.400]  那些不關我的事
[00:13:14.400 --> 00:13:16.800]  那些怎樣的情況不關我的事
[00:13:16.800 --> 00:13:18.600]  但是可能身邊裏面
[00:13:18.600 --> 00:13:21.400]  我的同事和我一齊進來的公司裏面
[00:13:21.400 --> 00:13:22.800]  他爬升得這麼快
[00:13:22.800 --> 00:13:25.200]  我總是仍然在那個位置裏面
[00:13:25.200 --> 00:13:26.600]  沒有什麼晉升
[00:13:26.600 --> 00:13:30.200]  或者是我的親朋戚友
[00:13:30.200 --> 00:13:31.400]  我看到他們
[00:13:31.400 --> 00:13:32.200]  看著他們發達
[00:13:32.200 --> 00:13:39.000]  看著他們不是很勤力
[00:13:39.000 --> 00:13:41.600]  看著他們好像都是這樣
[00:13:41.600 --> 00:13:43.400]  無端端又賺到錢
[00:13:43.400 --> 00:13:45.200]  無端端又發達
[00:13:45.200 --> 00:13:48.000]  我們心裏面就有很多這樣的不笨
[00:13:48.000 --> 00:13:51.600]  或者我們很需要健康
[00:13:51.600 --> 00:13:53.400]  為什麼我的健康失去了呢
[00:13:53.400 --> 00:13:55.000]  我都很注意飲食
[00:13:55.000 --> 00:13:59.200]  我都不是那些吃煙喝酒的人
[00:13:59.200 --> 00:14:02.200]  但是為什麼我都會遇到這個病患呢
[00:14:02.200 --> 00:14:05.400]  可能我們人生自己都會面對這樣的問題
[00:14:05.400 --> 00:14:06.200]  我都不明白
[00:14:06.200 --> 00:14:07.200]  我都不知道
[00:14:07.200 --> 00:14:10.200]  所以這個私人就是這樣的掙扎在裏面
[00:14:10.200 --> 00:14:12.400]  掙扎他就很清楚
[00:14:12.400 --> 00:14:14.400]  在十三到十六節裏面
[00:14:14.400 --> 00:14:16.600]  他的掙扎
[00:14:16.600 --> 00:14:19.000]  他看完這些事物的時候
[00:14:19.000 --> 00:14:21.400]  看到這些人物事情
[00:14:21.400 --> 00:14:23.200]  在他身邊發生的時候
[00:14:23.200 --> 00:14:24.000]  他說
[00:14:24.000 --> 00:14:25.200]  然後想自己
[00:14:25.200 --> 00:14:28.000]  我實在徒然潔淨我的心
[00:14:28.000 --> 00:14:30.800]  我曾經都是清心寡慾
[00:14:30.800 --> 00:14:32.800]  我曾經都是很清心的
[00:14:32.800 --> 00:14:36.000]  徒然洗手表明我的無辜
[00:14:36.000 --> 00:14:38.800]  但是我終日都是遇到災難
[00:14:38.800 --> 00:14:41.200]  每天都受到懲治
[00:14:41.200 --> 00:14:42.600]  五姐就這樣說
[00:14:42.600 --> 00:14:44.600]  我不可以講下去了
[00:14:44.600 --> 00:14:48.000]  我再講下去我就教壞那些小孩
[00:14:48.000 --> 00:14:50.400]  這樣講都不對了
[00:14:50.400 --> 00:14:54.000]  有愧於這個世代的下一代
[00:14:54.000 --> 00:14:55.200]  我不應該再講下去了
[00:14:55.200 --> 00:14:58.200]  你都講得太多了
[00:14:58.200 --> 00:15:00.200]  這個掙扎是什麼呢
[00:15:00.200 --> 00:15:02.200]  其實他自己很想放棄
[00:15:02.200 --> 00:15:04.200]  我很想放棄
[00:15:04.200 --> 00:15:09.200]  我不想再堅持這種態度
[00:15:09.200 --> 00:15:12.200]  我不想再堅持這個信仰的要求
[00:15:12.200 --> 00:15:13.200]  我不想了
[00:15:13.200 --> 00:15:14.200]  我想放棄
[00:15:14.200 --> 00:15:17.200]  或者我想離開這個場景
[00:15:17.200 --> 00:15:19.200]  離開這個公司
[00:15:19.200 --> 00:15:20.200]  離開這個家庭
[00:15:20.200 --> 00:15:21.200]  真是受不了了
[00:15:21.200 --> 00:15:24.200]  離開這裡這裡什麼地方
[00:15:24.200 --> 00:15:25.200]  我想離開
[00:15:25.200 --> 00:15:28.200]  但是我又不可以放棄
[00:15:28.200 --> 00:15:30.200]  如果我這樣放棄
[00:15:30.200 --> 00:15:33.200]  看著我的人都會有很大的影響
[00:15:33.200 --> 00:15:34.200]  我這樣講下去
[00:15:34.200 --> 00:15:36.200]  我有愧於我的下一代
[00:15:36.200 --> 00:15:38.200]  這是十五節裡面所講的
[00:15:38.200 --> 00:15:40.200]  放棄但是又不可以放棄
[00:15:40.200 --> 00:15:41.200]  就是被迫在這裡
[00:15:41.200 --> 00:15:43.200]  接著十六節裡面
[00:15:43.200 --> 00:15:45.200]  不如我想通它
[00:15:45.200 --> 00:15:46.200]  想明白它
[00:15:46.200 --> 00:15:48.200]  令自己好過一點
[00:15:48.200 --> 00:15:49.200]  但是想多也不明白
[00:15:49.200 --> 00:15:50.200]  想多也不通
[00:15:50.200 --> 00:15:51.200]  所以我不明白
[00:15:51.200 --> 00:15:52.200]  不知道
[00:15:52.200 --> 00:15:54.200]  不知道為什麼
[00:15:54.200 --> 00:15:56.200]  這樣發生在我身上
[00:15:56.200 --> 00:15:59.200]  你看一個私人的掙扎是多麼大
[00:15:59.200 --> 00:16:03.200]  是多麼陷入一個困境裡面
[00:16:03.200 --> 00:16:04.200]  如果真的在這樣的情況裡面
[00:16:04.200 --> 00:16:08.200]  我們的信仰是很難去實踐的
[00:16:08.200 --> 00:16:11.200]  如果你會在這麼大的掙扎裡面
[00:16:11.200 --> 00:16:15.200]  你就聽到一直傳統
[00:16:15.200 --> 00:16:16.200]  一直告訴我
[00:16:16.200 --> 00:16:17.200]  我的信仰要這樣做這樣做
[00:16:17.200 --> 00:16:19.200]  但是我做不到
[00:16:19.200 --> 00:16:21.200]  但是我又遇到這樣的困難
[00:16:21.200 --> 00:16:24.200]  令我想起很多年前
[00:16:24.200 --> 00:16:28.200]  有一個弟兄曾經很焦急的跟我說
[00:16:28.200 --> 00:16:30.200]  糟了 現在神都不理我了
[00:16:30.200 --> 00:16:32.200]  為什麼這樣說
[00:16:32.200 --> 00:16:36.200]  因為他之前遇到一些困難艱難
[00:16:36.200 --> 00:16:40.200]  就跟一些姐妹說
[00:16:40.200 --> 00:16:42.200]  跟其他同工說
[00:16:42.200 --> 00:16:43.200]  但是一般來說
[00:16:43.200 --> 00:16:45.200]  我們能夠給到什麼訊息
[00:16:45.200 --> 00:16:46.200]  都是對的
[00:16:46.200 --> 00:16:48.200]  不過對他來說都是
[00:16:48.200 --> 00:16:50.200]  好像走不通
[00:16:50.200 --> 00:16:52.200]  你祈禱吧 等候吧
[00:16:52.200 --> 00:16:54.200]  繼續仰望神吧
[00:16:54.200 --> 00:16:56.200]  有時候我們都面對這樣的情況
[00:16:56.200 --> 00:16:58.200]  我們都沒有辦法的
[00:16:58.200 --> 00:16:59.200]  我不大致說內容
[00:16:59.200 --> 00:17:01.200]  但是有些事情我們沒有辦法
[00:17:01.200 --> 00:17:03.200]  可以即時說
[00:17:03.200 --> 00:17:04.200]  明天你就會成功了
[00:17:04.200 --> 00:17:05.200]  後天你就會搞定了
[00:17:05.200 --> 00:17:07.200]  有時候都是要仰望神
[00:17:07.200 --> 00:17:09.200]  我們都是說這些話
[00:17:09.200 --> 00:17:11.200]  但是這些話對我來說是很老套的
[00:17:11.200 --> 00:17:17.200]  這些話對我來說是一套古老的東西
[00:17:17.200 --> 00:17:22.200]  我一直都這樣說 讀經 祈禱 仰望神
[00:17:22.200 --> 00:17:24.200]  但是都是這樣
[00:17:24.200 --> 00:17:25.200]  情況沒有改變
[00:17:25.200 --> 00:17:27.200]  那怎麼辦
[00:17:27.200 --> 00:17:29.200]  所以就越來越焦急
[00:17:29.200 --> 00:17:30.200]  我看到他焦急到
[00:17:30.200 --> 00:17:32.200]  已經有一種情緒病
[00:17:32.200 --> 00:17:36.200]  那種焦慮症在裡面
[00:17:36.200 --> 00:17:41.200]  已經是一個比較危險的狀況
[00:17:41.200 --> 00:17:44.200]  但是因為他一直這樣說
[00:17:44.200 --> 00:17:45.200]  他又這樣聽
[00:17:45.200 --> 00:17:47.200]  他又這樣做 繼續祈禱
[00:17:47.200 --> 00:17:48.200]  他繼續祈禱
[00:17:48.200 --> 00:17:49.200]  然後慢慢還覺得
[00:17:49.200 --> 00:17:51.200]  神都不理我的
[00:17:51.200 --> 00:17:52.200]  為什麼你們都這樣說
[00:17:52.200 --> 00:17:53.200]  但是我又這樣做
[00:17:53.200 --> 00:17:55.200]  但是最後情況都沒有改變
[00:17:55.200 --> 00:17:57.200]  還變差了
[00:17:57.200 --> 00:18:00.200]  當然這是他面對的問題
[00:18:00.200 --> 00:18:01.200]  另一個問題
[00:18:01.200 --> 00:18:03.200]  這個不是詳純說在裡面
[00:18:03.200 --> 00:18:05.200]  但是有時候我們會這樣看
[00:18:05.200 --> 00:18:06.200]  這個亞撒
[00:18:06.200 --> 00:18:08.200]  如果繼續這樣下去的時候
[00:18:08.200 --> 00:18:10.200]  一定會陷到情緒低落
[00:18:10.200 --> 00:18:12.200]  甚至是抑鬱到不得了
[00:18:12.200 --> 00:18:14.200]  但是感謝主
[00:18:14.200 --> 00:18:16.200]  他當他有一種氣憤
[00:18:16.200 --> 00:18:17.200]  還有一種氣憤
[00:18:17.200 --> 00:18:19.200]  去跟神爭鬥的時候
[00:18:19.200 --> 00:18:22.200]  他就去聖所
[00:18:22.200 --> 00:18:24.200]  看看那些人的結局如何
