
[00:00:00.000 --> 00:00:07.000]  大概五年前,我的生命被《Cultivating Your Inner Life》
[00:03:49.000 --> 00:03:53.000]  第二,通常這一類的信徒
[00:03:53.000 --> 00:03:58.000]  在信仰上的位身是很弱的
[00:03:58.000 --> 00:04:00.000]  很表面的
[00:04:00.000 --> 00:04:10.000]  第三,也通常會搞不清自己生命中的優先次序
[00:04:10.000 --> 00:04:14.000]  你會看到這些人很忙
[00:04:14.000 --> 00:04:17.000]  不但很忙,還很亂
[00:04:17.000 --> 00:04:21.000]  沒辦法把自己的生命次序排到位
[00:04:21.000 --> 00:04:25.000]  就算他知道怎樣排位
[00:04:25.000 --> 00:04:27.000]  也只是一句話
[00:04:27.000 --> 00:04:33.000]  從來沒有實際的行動去配合
[00:04:33.000 --> 00:04:40.000]  當他發覺自己做不到心裡想要做到的優先次序
[00:04:40.000 --> 00:04:45.000]  接下來那份內疚感就來了
[00:04:45.000 --> 00:04:49.000]  第四,在這樣的狀態下
[00:04:49.000 --> 00:04:55.000]  必然很容易跌入罪的當中
[00:04:55.000 --> 00:04:57.000]  而更可惜的是
[00:04:57.000 --> 00:05:02.000]  可能在外面掩飾得很好
[00:05:02.000 --> 00:05:04.000]  看不到的
[00:05:04.000 --> 00:05:08.000]  結果連自己也被騙了
[00:05:08.000 --> 00:05:13.000]  究竟生命為什麼會這麼缺乏深度呢?
[00:05:13.000 --> 00:05:16.000]  其中有一個很重要的原因
[00:05:16.000 --> 00:05:18.000]  就是在我們的信仰生活當中
[00:05:18.000 --> 00:05:23.000]  我們只集中在一些外在的活動上
[00:05:23.000 --> 00:05:26.000]  參與這些,參與那些
[00:05:26.000 --> 00:05:32.000]  當然,要處理我們裡面生命的深深處
[00:05:32.000 --> 00:05:34.000]  一定是很不容易的
[00:05:34.000 --> 00:05:38.000]  這麼不容易,最好的方法就不要搞它
[00:05:38.000 --> 00:05:39.000]  任由它吧
[00:05:39.000 --> 00:05:43.000]  你好,我好,大家都好
[00:05:43.000 --> 00:05:48.000]  當我們回到教會已經一段日子的時候
[00:05:48.000 --> 00:05:52.000]  我們很懂得在教會應該怎樣去表現
[00:05:52.000 --> 00:05:55.000]  應該怎樣去表達
[00:05:55.000 --> 00:05:58.000]  結果太習慣
[00:05:58.000 --> 00:06:05.000]  我們就戴上了一副屬靈的面具
[00:06:05.000 --> 00:06:13.000]  而裡面的價值觀沒有一個根本性的改變
[00:06:13.000 --> 00:06:16.000]  生命就是這樣
[00:06:16.000 --> 00:06:21.000]  結果就是停滯不前
[00:06:21.000 --> 00:06:24.000]  要認清楚問題的核心
[00:06:24.000 --> 00:06:31.000]  今天我選了三節很短的聖經跟大家分享
[00:06:31.000 --> 00:06:36.000]  在《路加福音》十一章三十四至三十六節
[00:06:36.000 --> 00:06:40.000]  段經文很短,想先跟大家一起讀一次
[00:06:40.000 --> 00:06:42.000]  預備起
[00:06:42.000 --> 00:06:45.000]  你眼睛就是身上的燈
[00:06:45.000 --> 00:06:49.000]  你的眼睛若撩亮,全身就光明
[00:06:49.000 --> 00:06:52.000]  眼睛若分花,全身就黑暗
[00:06:52.000 --> 00:06:54.000]  所以你要醒察
[00:06:54.000 --> 00:06:58.000]  恐怕你裡頭的光或者黑暗了
[00:06:58.000 --> 00:07:02.000]  若是你全身光明,毫無黑暗
[00:07:02.000 --> 00:07:07.000]  就必全然光明,如同燈的明光照亮你
[00:07:07.000 --> 00:07:11.000]  我們先說眼睛
[00:07:11.000 --> 00:07:16.000]  其實這段經文的前文後理
[00:07:16.000 --> 00:07:23.000]  是說人怎樣拒絕真理和假冒為善
[00:07:23.000 --> 00:07:28.000]  而中間夾著這幾節
[00:07:28.000 --> 00:07:30.000]  三十三至三十六節
[00:07:30.000 --> 00:07:39.000]  其實是在比喻人應該對於真理如何回應
[00:07:39.000 --> 00:07:43.000]  由於三十四至三十六節
[00:07:43.000 --> 00:07:48.000]  都是集中說眼睛,說光
[00:07:48.000 --> 00:07:53.000]  所以今天只跟大家說這三節
[00:07:53.000 --> 00:07:58.000]  三十三節我就拿走了,不詳細解釋
[00:07:58.000 --> 00:08:01.000]  但其實這段經文很簡單
[00:08:01.000 --> 00:08:07.000]  它用了明燈來代表上帝的道
[00:08:07.000 --> 00:08:12.000]  而明燈就好像外面的光照射下來
[00:08:12.000 --> 00:08:18.000]  令人可以在黑暗裡看到東西
[00:08:18.000 --> 00:08:22.000]  三十三節是說外面的光射下來
[00:08:22.000 --> 00:08:26.000]  三十四節開始就剛剛相反
[00:08:26.000 --> 00:08:29.000]  它不是說外面,而是說裡面
[00:08:29.000 --> 00:08:32.000]  三十四節,聖經這樣說
[00:08:32.000 --> 00:08:35.000]  你眼睛就是身上的燈
[00:08:35.000 --> 00:08:38.000]  你的眼睛略瞭亮,全身就光明
[00:08:38.000 --> 00:08:41.000]  眼睛若分花,全身就黑暗
[00:08:41.000 --> 00:08:48.000]  經文說,你眼睛就是身上的燈
[00:08:48.000 --> 00:08:55.000]  眼睛作為身體照亮的功用
[00:08:55.000 --> 00:09:00.000]  有些像一盞燈,在一個房間裡
[00:09:00.000 --> 00:09:02.000]  亮一盞燈就有光
[00:09:02.000 --> 00:09:05.000]  然後你就看到裡面
[00:09:05.000 --> 00:09:08.000]  不過你可以想像一下
[00:09:08.000 --> 00:09:13.000]  如果是一個視障的人士
[00:09:13.000 --> 00:09:17.000]  當他進了房間,你開著燈
[00:09:17.000 --> 00:09:20.000]  無論多光都好
[00:09:20.000 --> 00:09:26.000]  其實他都看不到房間裡的擺設
[00:09:26.000 --> 00:09:30.000]  所以除了要有光
[00:09:30.000 --> 00:09:34.000]  我們也必須要有良好
[00:09:34.000 --> 00:09:37.000]  至大人道是正常的視力
[00:09:37.000 --> 00:09:40.000]  我們才看得到周圍的環境
[00:09:40.000 --> 00:09:43.000]  一樣這麼重要
[00:09:43.000 --> 00:09:47.000]  眼睛是燈
[00:09:47.000 --> 00:09:49.000]  雖然不是說我們的眼睛
[00:09:49.000 --> 00:09:52.000]  好像燈可以發光
[00:09:52.000 --> 00:09:55.000]  但是我們仍然需要
[00:09:55.000 --> 00:09:58.000]  一雙瞭亮的眼睛
[00:09:58.000 --> 00:10:01.000]  而不是分花的眼睛
[00:10:01.000 --> 00:10:04.000]  我們才看得清楚
[00:10:04.000 --> 00:10:07.000]  所以如果我們沒有近視
[00:10:07.000 --> 00:10:12.000]  沒有遠視,老花,或者年長的
[00:10:12.000 --> 00:10:15.000]  有其他的眼疾,白內障等等
[00:10:15.000 --> 00:10:17.000]  如果我們沒有這些東西
[00:10:17.000 --> 00:10:21.000]  其實我們就看得一清二楚了
[00:10:21.000 --> 00:10:26.000]  這裡就說,你眼睛就是身上的燈
[00:10:26.000 --> 00:10:28.000]  那燈是什麼呢?
[00:10:28.000 --> 00:10:32.000]  看前一點,路加福音八章十一節
[00:10:32.000 --> 00:10:34.000]  就說得很清楚了
[00:10:34.000 --> 00:10:39.000]  這個燈是在比喻、描述神的道
[00:10:39.000 --> 00:10:44.000]  而眼睛本身不只是說對眼睛看到什麼
[00:10:44.000 --> 00:10:46.000]  其實如果你拉得闊一點
[00:10:46.000 --> 00:10:50.000]  就是在說視野
[00:10:50.000 --> 00:10:54.000]  在中國人有一句話
[00:10:54.000 --> 00:10:56.000]  你一定聽過的
[00:10:56.000 --> 00:11:00.000]  眼睛是靈魂之窗
[00:11:00.000 --> 00:11:02.000]  也就是說
[00:11:02.000 --> 00:11:05.000]  我們可以透過一雙眼睛
[00:11:05.000 --> 00:11:09.000]  看到他的靈魂,他的內心世界
[00:11:09.000 --> 00:11:11.000]  所以你很明白
[00:11:11.000 --> 00:11:13.000]  如果你跟一個人聊天
[00:11:13.000 --> 00:11:16.000]  那個是一個很坦誠的人
[00:11:16.000 --> 00:11:20.000]  他是一個閃閃縮縮,會說謊的人
[00:11:20.000 --> 00:11:22.000]  他的眼神是不同的
[00:11:22.000 --> 00:11:25.000]  對嗎?
[00:11:25.000 --> 00:11:29.000]  一個人的內心世界可以是怎樣呢?
[00:11:29.000 --> 00:11:32.000]  這節就說到兩個可能性
[00:11:32.000 --> 00:11:34.000]  第一,瞭量
[00:11:34.000 --> 00:11:38.000]  瞭量字的直譯就是專一
[00:11:38.000 --> 00:11:40.000]  如果你看回上下文是什麼呢?
[00:11:40.000 --> 00:11:45.000]  就是我們很專注在上帝的裡面
[00:11:45.000 --> 00:11:49.000]  詩谷譯本將它進一步引申
[00:11:49.000 --> 00:11:53.000]  解釋為純潔
[00:11:53.000 --> 00:11:56.000]  而相對於瞭量
[00:11:56.000 --> 00:11:58.000]  另外一邊廂
[00:11:58.000 --> 00:12:01.000]  這裡就說是分花
[00:12:01.000 --> 00:12:03.000]  分花更容易解釋
[00:12:03.000 --> 00:12:05.000]  即是無查查,看不清楚
[00:12:05.000 --> 00:12:07.000]  或者對不到招
[00:12:07.000 --> 00:12:10.000]  而相對於純潔
[00:12:10.000 --> 00:12:12.000]  詩谷的譯本
[00:12:12.000 --> 00:12:16.000]  也有另外一個引申的翻譯
[00:12:16.000 --> 00:12:18.000]  就是邪惡
[00:12:18.000 --> 00:12:24.000]  如果用我們平常的說法
[00:12:24.000 --> 00:12:26.000]  第一類的信徒
[00:12:26.000 --> 00:12:28.000]  其實是說那些屬乎神
[00:12:28.000 --> 00:12:30.000]  在神裡面
[00:12:30.000 --> 00:12:34.000]  願意付出毀身火熱的信徒
[00:12:34.000 --> 00:12:36.000]  另外一邊
[00:12:36.000 --> 00:12:40.000]  就是說那些屬乎肉體的信徒
[00:12:40.000 --> 00:12:46.000]  兩者很明顯是彼此對立
[00:12:46.000 --> 00:12:51.000]  當然,瞭量和分花
[00:12:51.000 --> 00:12:53.000]  帶出來的外在行為
[00:12:53.000 --> 00:12:57.000]  甚至引申出來的結果
[00:12:57.000 --> 00:13:00.000]  必定是截然不同的
[00:13:00.000 --> 00:13:03.000]  瞭量,這裡告訴我們
[00:13:03.000 --> 00:13:05.000]  因為它專一
[00:13:05.000 --> 00:13:07.000]  因為它純潔
[00:13:07.000 --> 00:13:12.000]  所以帶出來的結果就是全身都光明
[00:13:12.000 --> 00:13:16.000]  但如果一個人的內心亂七八糟
[00:13:16.000 --> 00:13:18.000]  對不到招
[00:13:18.000 --> 00:13:20.000]  甚至帶有邪惡
[00:13:20.000 --> 00:13:22.000]  這裡告訴我們
[00:13:22.000 --> 00:13:27.000]  一個人就會全身都變得黑暗
[00:13:27.000 --> 00:13:33.000]  這兩個正正是因著我們的內心是怎樣
[00:13:33.000 --> 00:13:39.000]  然後有一個外顯的表現的對比
[00:13:39.000 --> 00:13:41.000]  或許你會問
[00:13:41.000 --> 00:13:45.000]  一個人的外顯的行為
[00:13:45.000 --> 00:13:53.000]  是否一定可以分辨到他內心世界呢?
[00:13:53.000 --> 00:13:57.000]  如果一個人是一隻狼
[00:13:57.000 --> 00:14:00.000]  然後披著羊皮
[00:14:00.000 --> 00:14:08.000]  究竟我們可以怎樣分辨他的內心世界呢?
[00:14:08.000 --> 00:14:14.000]  在我們說別人之前
[00:14:14.000 --> 00:14:21.000]  其實很值得將鏡頭調校在自己身上
[00:14:21.000 --> 00:14:26.000]  其實眼睛就是身上的燈
[00:14:26.000 --> 00:14:28.000]  這樣的教導
[00:14:28.000 --> 00:14:35.000]  《馬太福音》六章二十二至二十三節有說
[00:14:35.000 --> 00:14:40.000]  那裡是登山部分的其中一部分
[00:14:40.000 --> 00:14:44.000]  相信大家必然也記得
[00:14:44.000 --> 00:14:46.000]  主耶穌另外一個教導
[00:14:46.000 --> 00:14:51.000]  就是一個人不能侍奉兩個主
[00:14:51.000 --> 00:14:53.000]  一個人不能侍奉兩個主
[00:14:53.000 --> 00:14:56.000]  在《馬太福音》六章二十四節出現
[00:14:56.000 --> 00:14:58.000]  即是怎樣呢?
[00:14:58.000 --> 00:15:01.000]  剛剛說完盞燈
[00:15:01.000 --> 00:15:06.000]  就說一個人不能侍奉兩個主
[00:15:06.000 --> 00:15:10.000]  緊接這個比喻之後
[00:15:10.000 --> 00:15:15.000]  所以要分辨一下自己的內心世界
[00:15:15.000 --> 00:15:17.000]  究竟是寥寥嗎?
[00:15:17.000 --> 00:15:20.000]  究竟是分花嗎?
[00:15:20.000 --> 00:15:22.000]  光明嗎?黑暗嗎?
[00:15:22.000 --> 00:15:24.000]  其實不難分辨的
[00:15:24.000 --> 00:15:26.000]  問一問自己
[00:15:26.000 --> 00:15:28.000]  究竟我的心在想什麼?
[00:15:28.000 --> 00:15:30.000]  我在追求什麼?
[00:15:30.000 --> 00:15:34.000]  我的心是否心懷異議?
[00:15:34.000 --> 00:15:41.000]  我相信這是一個非常好的測試
[00:15:41.000 --> 00:15:44.000]  對於那些看不清楚
[00:15:44.000 --> 00:15:49.000]  又或者不願意面對自己內心世界的人
[00:15:49.000 --> 00:15:56.000]  主耶穌繼續用了一個命令式的警告
[00:15:56.000 --> 00:15:58.000]  跟我們說話
[00:15:58.000 --> 00:16:00.000]  經文三十五節
[00:16:00.000 --> 00:16:01.000]  這裡這樣說
[00:16:01.000 --> 00:16:08.000]  「所以你要醒察,恐怕你裡頭的光或者黑暗了」
[00:16:08.000 --> 00:16:10.000]  為什麼要醒察?
[00:16:10.000 --> 00:16:13.000]  其實答案很簡單
[00:16:13.000 --> 00:16:18.000]  因為如果我們內心陷在黑暗當中
[00:16:18.000 --> 00:16:24.000]  問題必然不在上帝的道裡
[00:16:24.000 --> 00:16:26.000]  上帝的道是光
[00:16:26.000 --> 00:16:30.000]  任何時間任何處境都是這麼光
[00:16:30.000 --> 00:16:37.000]  所以唯一的問題就在我們裡面
[00:16:37.000 --> 00:16:42.000]  所以我們必須深入地
[00:16:42.000 --> 00:16:45.000]  不斷地去作出自省
[00:16:45.000 --> 00:16:48.000]  撇開信仰不要說
[00:16:48.000 --> 00:16:54.000]  其實這個教導也在中國儒家思想裡提過
[00:16:54.000 --> 00:16:58.000]  曾子論語學而編
[00:16:58.000 --> 00:17:00.000]  吾日三省吾身
[00:17:00.000 --> 00:17:03.000]  為人謀而不忠乎
[00:17:03.000 --> 00:17:06.000]  與憑交友而不信乎
[00:17:06.000 --> 00:17:08.000]  全不責乎
[00:17:08.000 --> 00:17:12.000]  如果你把它翻譯成白話
[00:17:12.000 --> 00:17:17.000]  就是說我們每一天都要有很多很多的反省
[00:17:17.000 --> 00:17:22.000]  究竟在我們的工作當中
[00:17:22.000 --> 00:17:25.000]  我們是不是敬業?
[00:17:25.000 --> 00:17:30.000]  究竟我們交朋友是不是守信用?
[00:17:30.000 --> 00:17:34.000]  如果我們得到一些知識
[00:17:34.000 --> 00:17:39.000]  我們有沒有把它放進去實踐?
[00:17:39.000 --> 00:17:43.000]  人是必須要有足夠的自省
[00:17:43.000 --> 00:17:46.000]  我們才可以成長
[00:17:46.000 --> 00:17:48.000]  在我過去的牧羊裡
[00:17:48.000 --> 00:17:52.000]  我認識一位男士
[00:17:52.000 --> 00:18:01.000]  他的工作是做幼兒教育的生意
[00:18:01.000 --> 00:18:05.000]  他是一家很小的公司的老闆
[00:18:05.000 --> 00:18:09.000]  其實我先認識他太太
[00:18:09.000 --> 00:18:15.000]  這位太太是因為家庭當中
[00:18:15.000 --> 00:18:21.000]  跟丈夫在教育上有很大的張力
[00:18:21.000 --> 00:18:24.000]  所以她一個人摸上來教會
[00:18:24.000 --> 00:18:27.000]  要找傳道人
[00:18:27.000 --> 00:18:32.000]  這位女士其實已經信了耶穌一段時間
[00:18:32.000 --> 00:18:35.000]  不過沒有回教會
[00:18:35.000 --> 00:18:37.000]  現在家裡有需要
[00:18:37.000 --> 00:18:42.000]  於是就回來教會尋求幫助
[00:18:42.000 --> 00:18:45.000]  搞完一大輪之後
[00:18:45.000 --> 00:18:51.000]  終於有機會邀請她的丈夫來見我
[00:18:51.000 --> 00:18:53.000]  丈夫還沒有信耶穌
[00:18:53.000 --> 00:18:55.000]  坐下來跟他談
[00:18:55.000 --> 00:19:03.000]  當然在兩夫婦之間有很多問題
[00:19:03.000 --> 00:19:04.000]  各類的問題
[00:19:04.000 --> 00:19:07.000]  不單單是教育兒子
[00:19:07.000 --> 00:19:13.000]  兒子當年是六歲多七歲
[00:19:13.000 --> 00:19:17.000]  在她太太的描述裡
[00:19:17.000 --> 00:19:26.000]  丈夫是幼兒工作的專家
[00:19:26.000 --> 00:19:28.000]  教人的
[00:19:28.000 --> 00:19:30.000]  她丈夫在家裡
[00:19:30.000 --> 00:19:32.000]  有時候脾氣很失控
[00:19:32.000 --> 00:19:35.000]  把東西扔爛
[00:19:35.000 --> 00:19:40.000]  然後打到兒子飛起來
[00:19:40.000 --> 00:19:48.000]  當我聽到丈夫的故事
[00:19:48.000 --> 00:19:52.000]  就發覺兩個人都有問題
[00:19:52.000 --> 00:19:55.000]  通常單掌拍不響
[00:19:55.000 --> 00:19:59.000]  兩邊都有問題
[00:19:59.000 --> 00:20:04.000]  當我一直看著先生
[00:20:04.000 --> 00:20:07.000]  其實轉捩點在哪裡呢
[00:20:07.000 --> 00:20:12.000]  是他能夠自省
[00:20:12.000 --> 00:20:15.000]  學習嘗試放下
[00:20:15.000 --> 00:20:22.000]  自以為自己處理兒子家庭關係很好的方法
[00:20:22.000 --> 00:20:24.000]  暫且放下
[00:20:24.000 --> 00:20:29.000]  慢慢願意決自信主
[00:20:29.000 --> 00:20:35.000]  於是問題就逐步逐步有改善
[00:20:35.000 --> 00:20:37.000]  在那段時間
[00:20:37.000 --> 00:20:41.000]  我每個星期都見這對夫婦
[00:20:41.000 --> 00:20:43.000]  因為情況很嚴峻
[00:20:43.000 --> 00:20:46.000]  所以每個星期見
[00:20:46.000 --> 00:20:50.000]  當時兩夫婦沒有傭人
[00:20:50.000 --> 00:20:55.000]  兒子上完全日課後
[00:20:55.000 --> 00:20:58.000]  因為丈夫是自己生意
[00:20:58.000 --> 00:21:01.000]  所以可以走得開
[00:21:01.000 --> 00:21:04.000]  就去學校接兒子
[00:21:04.000 --> 00:21:11.000]  然後匆忙來教會和太太會合見我
[00:21:11.000 --> 00:21:20.000]  兒子算是六七歲的男孩
[00:21:20.000 --> 00:21:24.000]  當我和這對夫婦傾談時
[00:21:24.000 --> 00:21:26.000]  就將他放在隔離房
[00:21:26.000 --> 00:21:29.000]  自己溫習做功課
[00:21:29.000 --> 00:21:32.000]  算是六七歲
[00:21:32.000 --> 00:21:39.000]  在每個星期的面見
[00:21:39.000 --> 00:21:45.000]  見到丈夫慢慢有改變
[00:21:45.000 --> 00:21:48.000]  但相反
[00:21:48.000 --> 00:21:52.000]  太太不太動
[00:21:52.000 --> 00:21:58.000]  不是能有很多改善的地方
[00:21:58.000 --> 00:22:00.000]  其實見到的
[00:22:00.000 --> 00:22:03.000]  是為何每個星期
[00:22:03.000 --> 00:22:09.000]  父親都趕到一額汗去接兒子
[00:22:09.000 --> 00:22:11.000]  來教會等太太
[00:22:11.000 --> 00:22:16.000]  太太每次都遲到
[00:22:16.000 --> 00:22:20.000]  甚至試過放我飛機
[00:22:20.000 --> 00:22:27.000]  你可以想像得到她是怎樣的狀態
[00:22:27.000 --> 00:22:29.000]  其中一個可能就是
[00:22:29.000 --> 00:22:32.000]  我關心這位太太之外
[00:22:32.000 --> 00:22:40.000]  我也很直接點出她的死位
[00:22:40.000 --> 00:22:43.000]  我不是一味附和她
[00:22:43.000 --> 00:22:50.000]  所以說出來就不太中聽
[00:22:50.000 --> 00:22:59.000]  生命有時要接受一些不太中聽的說話
[00:22:59.000 --> 00:23:03.000]  然後有自省
[00:23:03.000 --> 00:23:07.000]  生命需要有自省這句說話
[00:23:07.000 --> 00:23:11.000]  其實是對每一個人說的
[00:23:11.000 --> 00:23:15.000]  因為經文在35節的下半節
[00:23:15.000 --> 00:23:21.000]  說「恐怕你裡頭的光或黑暗了」
[00:23:21.000 --> 00:23:24.000]  這裡不是說我們拿著一支手電筒
[00:23:24.000 --> 00:23:26.000]  電筒沒什麼電
[00:23:26.000 --> 00:23:30.000]  慢慢由光暗了
[00:23:30.000 --> 00:23:31.000]  不是這樣
[00:23:31.000 --> 00:23:34.000]  這裡其實是說
[00:23:34.000 --> 00:23:40.000]  恐怕你裡頭的光其實是黑暗
[00:23:40.000 --> 00:23:45.000]  黑暗自己也不知道
[00:23:45.000 --> 00:23:49.000]  最終連自己也騙了
[00:23:49.000 --> 00:23:54.000]  掉進一個自欺欺人的狀態裡
[00:23:54.000 --> 00:23:58.000]  所以我們必須要醒察
[00:23:58.000 --> 00:24:02.000]  如果你回去繼續看路加福音
[00:24:02.000 --> 00:24:06.000]  跟著那半章的經文
[00:24:06.000 --> 00:24:15.000]  你會看到那裡其實是說路加技術
[00:24:15.000 --> 00:24:19.000]  指責這些猶太人的領袖
[00:24:19.000 --> 00:24:26.000]  法利賽人和文士當中的虛偽
[00:24:26.000 --> 00:24:30.000]  所以上述這句說話
[00:24:30.000 --> 00:24:36.000]  其實也是對我作為一個牧者所說的
[00:24:36.000 --> 00:24:42.000]  我最近在我的書架裡找到一本書
[00:24:42.000 --> 00:24:45.000]  叫做「Pastor as Person」
[00:24:45.000 --> 00:24:51.000]  直譯為「牧者作為人」
[00:24:51.000 --> 00:24:53.000]  作者一開始的時候
[00:24:53.000 --> 00:24:56.000]  在前言中這樣說
[00:24:56.000 --> 00:25:00.000]  他說自己作為一個信徒
[00:25:00.000 --> 00:25:02.000]  他也不說自己是一個牧者
[00:25:02.000 --> 00:25:05.000]  他說作為一個信徒
[00:25:05.000 --> 00:25:11.000]  首先我們必須要認定自己是被揀選
[00:25:11.000 --> 00:25:16.000]  我們需要知道自己是怎樣的
[00:25:16.000 --> 00:25:23.000]  我們需要深深感受到自己是被愛的
[00:25:23.000 --> 00:25:26.000]  反過來看
[00:25:26.000 --> 00:25:30.000]  無論我們對於自己自我發掘的認知
[00:25:30.000 --> 00:25:32.000]  有些新發現
[00:25:32.000 --> 00:25:36.000]  其實上帝早就知道
[00:25:36.000 --> 00:25:41.000]  祂知道你和我是怎樣的
[00:25:41.000 --> 00:25:49.000]  所以無論我們的生命是多麼醜
[00:25:49.000 --> 00:25:51.000]  是多麼黑暗
[00:25:51.000 --> 00:25:55.000]  上帝仍然愛我
[00:25:55.000 --> 00:26:04.000]  當我願意透過聖靈去開放自己的生命
[00:26:04.000 --> 00:26:07.000]  去聽上帝的道
[00:26:07.000 --> 00:26:09.000]  給我的提醒
[00:26:09.000 --> 00:26:15.000]  甚至身邊的人給自己的批評
[00:26:15.000 --> 00:26:19.000]  我深信這一份的自省
[00:26:19.000 --> 00:26:26.000]  這一份願意面對自己的勇氣
[00:26:26.000 --> 00:26:30.000]  生命就開始改變
[00:26:30.000 --> 00:26:34.000]  作為牧者也是一樣的
[00:26:34.000 --> 00:26:36.000]  如果不是這樣
[00:26:36.000 --> 00:26:44.000]  我們就會掉進一個驕傲的陷阱裏
[00:26:44.000 --> 00:26:49.000]  還記得《春埃及記》三十四章
[00:26:49.000 --> 00:26:55.000]  其實那裏講到摩西來面見神
[00:26:55.000 --> 00:26:57.000]  見完之後
[00:26:57.000 --> 00:27:02.000]  他的臉皮就發光
[00:27:02.000 --> 00:27:05.000]  記得這段經文嗎
[00:27:05.000 --> 00:27:12.000]  於是摩西就用一塊布遮住自己的臉
[00:27:12.000 --> 00:27:14.000]  因為那裏講到
[00:27:14.000 --> 00:27:19.000]  以色列人見到摩西的臉發光就很害怕
[00:27:19.000 --> 00:27:25.000]  不過這件事是有後著的
[00:27:25.000 --> 00:27:29.000]  當這陣光慢慢退去之後
[00:27:29.000 --> 00:27:34.000]  摩西仍然用那塊布遮住自己的臉
[00:27:34.000 --> 00:27:36.000]  為什麼呢
[00:27:36.000 --> 00:27:42.000]  哥倫多後書第三章十三節上半節這樣說
[00:27:42.000 --> 00:27:46.000]  不像摩西那樣把帕子蒙在臉上
[00:27:46.000 --> 00:27:49.000]  不像摩西那樣仍然把帕子遮住
[00:27:49.000 --> 00:27:51.000]  原因是下半節
[00:27:51.000 --> 00:27:57.000]  使以色列人看不見那短暫的榮光的結局
[00:27:57.000 --> 00:28:05.000]  原來他不想以色列民看到這個榮光退去
[00:28:05.000 --> 00:28:11.000]  屬靈的優越感不再存在
[00:28:11.000 --> 00:28:16.000]  其實摩西的榮光是從哪裏來的
[00:28:16.000 --> 00:28:22.000]  是來自上帝的榮光的反射
