
[00:00:00.000 --> 00:00:03.420]  今天我們要講的這個比喻
[00:02:42.360 --> 00:02:47.540]  「我可以和我的朋友在地獄裡一起慶祝」
[00:02:47.540 --> 00:02:48.820]  真是莫名其妙
[00:02:48.820 --> 00:02:52.400]  為甚麼有人會認為地獄是這麼好玩
[00:02:52.400 --> 00:02:55.540]  其實地獄是非常非常之恐怖
[00:02:55.540 --> 00:03:00.780]  在世界上沒有任何東西可以和地獄來比較
[00:03:00.780 --> 00:03:03.800]  世界上也沒有人能夠知道
[00:03:03.800 --> 00:03:08.080]  能夠想像得到究竟地獄是怎樣
[00:03:08.080 --> 00:03:10.220]  只有聖經告訴我們
[00:03:10.220 --> 00:03:12.400]  靠我們自己是不能夠明白
[00:03:12.400 --> 00:03:16.920]  在Halloween我們見到有很多恐怖的電影出來
[00:03:16.920 --> 00:03:18.800]  但是這些電影
[00:03:18.800 --> 00:03:22.340]  不及真正地獄百分之一的恐怖
[00:03:22.340 --> 00:03:26.520]  甚至不及地獄千分之一的恐怖
[00:03:26.520 --> 00:03:33.560]  最好的導演都不能夠描述出地獄究竟是怎樣
[00:03:33.560 --> 00:03:37.760]  耶穌基督就不停地來警告我們
[00:03:37.760 --> 00:03:40.880]  地獄是怎樣
[00:03:40.880 --> 00:03:45.080]  我們曾經說過現在是叫做教會的時期
[00:03:45.080 --> 00:03:49.800]  我們曾經說過現在是一個很奧秘的天國的時期
[00:03:49.800 --> 00:03:57.120]  在這個時期是神容許物質和敗子一起共存
[00:03:57.120 --> 00:04:04.360]  屬神的人和不屬神的人一起同在
[00:04:04.360 --> 00:04:08.080]  但是有一天這一切都會終止
[00:04:08.080 --> 00:04:12.640]  有一天屬神的人和不屬神的人會分開
[00:04:12.640 --> 00:04:21.360]  這個就是我們今天所講的比喻所要講的事
[00:04:21.360 --> 00:04:28.960]  世界每一秒鐘都是向這個最後審判的日子來進行
[00:04:28.960 --> 00:04:33.080]  每一天這個世界上你猜有多少人會死亡
[00:04:33.080 --> 00:04:38.280]  每一天有15萬人會死亡在這個世界
[00:04:38.280 --> 00:04:43.320]  也就是說每一秒鐘有兩個人會死亡
[00:04:43.320 --> 00:04:47.720]  而大部分這些人都會去地獄
[00:04:47.720 --> 00:04:52.440]  耶穌基督講出這個嚴重性
[00:04:52.440 --> 00:04:55.400]  告訴我們將來會有審判
[00:04:55.400 --> 00:04:58.600]  祂用的比喻是打魚的比喻
[00:04:58.600 --> 00:05:02.600]  我們也見過以前耶穌基督其他的比喻
[00:05:02.600 --> 00:05:05.840]  是講農業的比喻
[00:05:05.840 --> 00:05:07.960]  是講殺種的比喻
[00:05:07.960 --> 00:05:10.000]  但是今天是講打魚
[00:05:10.000 --> 00:05:15.640]  我們知道門徒當中有很多都是以打魚為職業
[00:05:15.640 --> 00:05:21.560]  通常耶穌基督給我們這個警告
[00:05:21.560 --> 00:05:24.760]  在《馬太福音》十三章四十七節
[00:05:24.760 --> 00:05:26.640]  說「天國好帳望
[00:05:26.640 --> 00:05:28.520]  殺在海裡
[00:05:28.520 --> 00:05:31.640]  醉籠各樣的水族」
[00:05:31.640 --> 00:05:35.800]  我們知道猶太人打魚是有三種不同的方法
[00:05:35.800 --> 00:05:38.720]  第一種是釣魚
[00:05:38.720 --> 00:05:41.640]  用魚線、魚鉤
[00:05:41.640 --> 00:05:45.320]  我以前在香港也很喜歡去碼頭釣魚
[00:05:45.320 --> 00:05:47.440]  逐條逐條地釣
[00:05:47.440 --> 00:05:50.520]  另外有一種是殺網
[00:05:50.520 --> 00:05:55.440]  不要誤會我們今天講的經文是殺網的比喻
[00:05:55.440 --> 00:05:59.520]  殺網的範圍其實比我們今天講的窄很多
[00:05:59.520 --> 00:06:04.640]  很不幸很多人都叫今天的比喻是殺網的比喻
[00:06:04.640 --> 00:06:06.640]  其實範圍很小
[00:06:06.640 --> 00:06:09.600]  今天的比喻其實是拖網
[00:06:09.600 --> 00:06:11.400]  是Dragnet
[00:06:11.400 --> 00:06:15.760]  是一個很特別的捕魚方法
[00:06:15.760 --> 00:06:18.520]  我們先看看第一種釣魚的方法
[00:06:18.520 --> 00:06:21.280]  在《馬太福音》十七章二十七節
[00:06:21.280 --> 00:06:23.280]  耶穌和彼得說
[00:06:23.280 --> 00:06:26.080]  「你且往海邊去釣魚
[00:06:26.080 --> 00:06:28.960]  把先釣上來的魚拿起來
[00:06:28.960 --> 00:06:31.680]  開了他的口必得一塊錢
[00:06:31.680 --> 00:06:38.880]  可以拿去給他們作你的稅錢」
[00:06:38.880 --> 00:06:41.760]  這就是耶穌和彼得說
[00:06:41.760 --> 00:06:43.000]  你去釣魚
[00:06:43.000 --> 00:06:45.000]  釣到的魚第一條
[00:06:45.000 --> 00:06:47.120]  拿起來,開了他的口
[00:06:47.120 --> 00:06:48.800]  裡面有一塊錢
[00:06:48.800 --> 00:06:51.280]  你就拿來交稅
[00:06:51.280 --> 00:06:54.280]  這一種的釣魚是逐條逐條地釣
[00:06:54.280 --> 00:06:58.760]  相信很多人在我們當中都曾經釣過魚
[00:06:58.760 --> 00:07:01.560]  第二種捕魚的方法
[00:07:01.560 --> 00:07:03.720]  是紮網
[00:07:03.720 --> 00:07:08.000]  這一種捕魚的方法
[00:07:08.000 --> 00:07:10.360]  是用一個圓形的網
[00:07:10.360 --> 00:07:13.440]  一個圓形的網四周都有重量
[00:07:13.440 --> 00:07:18.040]  可能有些圓,聚在四周
[00:07:18.040 --> 00:07:21.840]  然後漁夫就會把網放在肩膀上
[00:07:21.840 --> 00:07:24.120]  可以走到海灘
[00:07:24.120 --> 00:07:25.880]  可以在船上
[00:07:25.880 --> 00:07:27.880]  見到水裏面有魚
[00:07:27.880 --> 00:07:29.320]  他會怎樣?
[00:07:29.320 --> 00:07:31.920]  就會拋起那個網
[00:07:31.920 --> 00:07:34.800]  還會把那個網旋轉一下
[00:07:34.800 --> 00:07:37.480]  我們見過很多人做披薩
[00:07:37.480 --> 00:07:38.520]  做披薩的時候
[00:07:38.520 --> 00:07:40.640]  把麵團怎樣?
[00:07:40.640 --> 00:07:42.840]  拋在上面,不斷地轉
[00:07:42.840 --> 00:07:46.280]  那個麵團就會變得越來越平,越來越大
[00:07:46.280 --> 00:07:47.760]  有離心力
[00:07:47.760 --> 00:07:48.880]  你的網也是一樣
[00:07:48.880 --> 00:07:50.440]  因為四周有重量
[00:07:50.440 --> 00:07:53.200]  你一拋的時候,那個網就會張開
[00:07:53.200 --> 00:07:55.880]  然後那個網就會掉進海裏
[00:07:55.880 --> 00:08:00.360]  就會把你看到的魚撈起來
[00:08:00.360 --> 00:08:04.880]  這正是《馬太福音》四章十八節裏所說
[00:08:04.880 --> 00:08:07.800]  「耶穌在加利利海邊行走
[00:08:07.800 --> 00:08:09.640]  看見弟兄二人
[00:08:09.640 --> 00:08:12.640]  就是那稱呼彼得的西門
[00:08:12.640 --> 00:08:17.160]  和他兄弟安德烈在海裏紮網
[00:08:17.160 --> 00:08:19.240]  他們本是打魚的」
[00:08:19.240 --> 00:08:23.840]  這就是彼得和安德烈正在紮網
[00:08:23.840 --> 00:08:28.360]  他們用的辦法就是第二種紮網的方法
[00:08:28.360 --> 00:08:32.720]  這一種方法也是耶穌基督和門徒說
[00:08:32.720 --> 00:08:37.880]  「我要你們得人如得魚」的辦法
[00:08:37.880 --> 00:08:41.640]  但是今天所說的這個拖網
[00:08:41.640 --> 00:08:43.800]  是非常之不同
[00:08:43.800 --> 00:08:47.440]  不是靠人是可以拋出去的
[00:08:47.440 --> 00:08:50.520]  因為這個網的範圍是很大很大
[00:08:50.520 --> 00:08:52.400]  最大的這些網
[00:08:52.400 --> 00:08:55.880]  長度可以是半里
[00:08:55.880 --> 00:09:00.200]  也就是二千五百尺這麼長
[00:09:00.200 --> 00:09:03.240]  要怎樣散開這個網呢
[00:09:03.240 --> 00:09:05.840]  一邊你把它綁在岸上
[00:09:05.840 --> 00:09:08.440]  另外一邊你綁在船上
[00:09:08.440 --> 00:09:11.440]  然後船一路開出海裏
[00:09:11.440 --> 00:09:14.080]  將網越來越拉開
[00:09:14.080 --> 00:09:16.160]  這個網的上方有浮標
[00:09:16.160 --> 00:09:18.440]  所以上面會浮起來
[00:09:18.440 --> 00:09:21.000]  下面會有重量
[00:09:21.000 --> 00:09:23.640]  所以如果將船一路開出去
[00:09:23.640 --> 00:09:26.360]  就好像一幅牆一樣的網
[00:09:26.360 --> 00:09:28.680]  垂直的一個網
[00:09:28.680 --> 00:09:30.560]  然後張開了之後
[00:09:30.560 --> 00:09:34.280]  這隻船就會沿著岸邊走
[00:09:34.280 --> 00:09:37.720]  其實它行走的路線好像一個半弧形
[00:09:37.720 --> 00:09:40.920]  應該說好像是四分之一的圓形
[00:09:40.920 --> 00:09:44.440]  當這隻船到達岸上
[00:09:44.440 --> 00:09:49.480]  所有原本在船和岸中間的一切魚
[00:09:49.480 --> 00:09:52.240]  都會被一網打盡
[00:09:52.240 --> 00:09:54.160]  全部進入網裏
[00:09:54.160 --> 00:09:57.680]  所以我們見到這種暴魚的方法
[00:09:57.680 --> 00:10:00.240]  是非常非常大的範圍
[00:10:00.240 --> 00:10:03.640]  是叫做「拖網」
[00:10:03.640 --> 00:10:05.560]  我們知道這個拖網
[00:10:05.560 --> 00:10:06.680]  耶穌基督的比喻
[00:10:06.680 --> 00:10:09.440]  不只是告訴我們怎樣捉魚
[00:10:09.440 --> 00:10:12.320]  他要告訴我們這個拖網是什麼原因
[00:10:12.320 --> 00:10:13.760]  是告訴我們
[00:10:13.760 --> 00:10:18.520]  日後的審判將會像這個網一樣
[00:10:18.520 --> 00:10:20.240]  我們一起來看看
[00:10:20.240 --> 00:10:21.800]  究竟日後的審判
[00:10:21.800 --> 00:10:24.640]  和這個網有什麼相似的地方
[00:10:24.640 --> 00:10:26.480]  一共有三點
[00:10:26.480 --> 00:10:30.560]  第一點是這個網的範圍是很廣闊
[00:10:30.560 --> 00:10:34.520]  這個審判的範圍是非常之廣闊
[00:10:34.520 --> 00:10:36.760]  就好像
[00:10:36.760 --> 00:10:39.880]  就好像
[00:10:39.880 --> 00:10:41.640]  耶穌基督說
[00:10:41.640 --> 00:10:44.520]  這個網是可以將所有的魚
[00:10:44.520 --> 00:10:46.520]  打入網裏面
[00:10:46.520 --> 00:10:48.960]  而中國人我相信講到網
[00:10:48.960 --> 00:10:51.280]  我們都有很多成語
[00:10:51.280 --> 00:10:53.440]  我們有網的成語有什麼
[00:10:53.440 --> 00:10:56.760]  天網恢恢疏而不漏
[00:10:56.760 --> 00:11:00.200]  我們也有講到一網打盡
[00:11:00.200 --> 00:11:01.960]  我們也有講過
[00:11:01.960 --> 00:11:04.600]  是沒有漏網之魚
[00:11:04.600 --> 00:11:06.680]  我們見到我們對網的認識
[00:11:06.680 --> 00:11:09.880]  都是很多
[00:11:09.880 --> 00:11:12.160]  在1928年
[00:11:12.160 --> 00:11:16.000]  曾經有一部電影叫做《The Dragnet》
[00:11:16.000 --> 00:11:18.560]  而在MBC我們知道
[00:11:18.560 --> 00:11:19.840]  Channel 4
[00:11:19.840 --> 00:11:23.200]  播映了一齣電視劇
[00:11:23.200 --> 00:11:25.640]  叫做《The Dragnet》
[00:11:25.640 --> 00:11:29.920]  是講到洛杉磯的警匪片
[00:11:29.920 --> 00:11:33.400]  這個警匪片
[00:11:33.400 --> 00:11:35.360]  在香港的麗的呼聲
[00:11:35.360 --> 00:11:38.480]  1968年將它轉播
[00:11:38.480 --> 00:11:41.000]  那個名字改得非常之好
[00:11:41.000 --> 00:11:42.680]  非常之貼切
[00:11:42.680 --> 00:11:45.080]  叫它做「天羅地網」
[00:11:45.080 --> 00:11:48.080]  不知道大家在香港有沒有看過這個劇集
[00:11:48.080 --> 00:11:51.800]  《天羅地網》是講洛杉磯的警匪片
[00:11:51.800 --> 00:11:53.360]  我那時候很小
[00:11:53.360 --> 00:11:57.160]  但是我很喜歡看這個片集
[00:11:57.160 --> 00:11:59.160]  《天羅地網》
[00:11:59.160 --> 00:12:01.680]  就是和我們今天所講的一模一樣
[00:12:01.680 --> 00:12:04.080]  一網打盡《天羅地網》
[00:12:04.080 --> 00:12:08.000]  是比喻這個網能夠將所有的魚類
[00:12:08.000 --> 00:12:10.240]  好的魚不好的魚
[00:12:10.240 --> 00:12:12.360]  海草甚至垃圾
[00:12:12.360 --> 00:12:15.120]  可能臭蟹都有幾隻
[00:12:15.120 --> 00:12:17.400]  全部網塞上來
[00:12:17.400 --> 00:12:19.480]  就好像日後的審判
[00:12:19.480 --> 00:12:24.640]  沒有人能夠逃脫這個審判
[00:12:24.640 --> 00:12:27.280]  第一樣當然是講這個審判的範圍
[00:12:27.280 --> 00:12:28.400]  很廣闊
[00:12:28.400 --> 00:12:30.040]  沒有人能夠逃脫
[00:12:30.040 --> 00:12:31.400]  第二是甚麼
[00:12:31.400 --> 00:12:35.880]  講到這個審判的過程會是怎樣
[00:12:35.880 --> 00:12:38.720]  這個過程就會好像漁夫
[00:12:38.720 --> 00:12:44.360]  將好的海產壞的海產分開
[00:12:44.360 --> 00:12:48.080]  經文系的《馬太福音》十三章四十八節
[00:12:48.080 --> 00:12:49.800]  說網寄滿了
[00:12:49.800 --> 00:12:53.280]  人就拉上岸來坐下
[00:12:53.280 --> 00:12:56.360]  揀好的收在器具裡
[00:12:56.360 --> 00:12:59.120]  將不好的丟棄了
[00:12:59.120 --> 00:13:03.840]  這個審判的揀選的主角是漁夫
[00:13:03.840 --> 00:13:07.440]  漁夫去到將這些海產
[00:13:07.440 --> 00:13:09.520]  在網上拉上來
[00:13:09.520 --> 00:13:12.240]  就會慢慢很細心地
[00:13:12.240 --> 00:13:16.840]  很有耐心地揀選
[00:13:16.840 --> 00:13:19.520]  他們的揀選是非常準確
[00:13:19.520 --> 00:13:21.200]  非常有智慧
[00:13:21.200 --> 00:13:23.600]  而且非常熟練
[00:13:23.600 --> 00:13:26.360]  這些都是漁夫做慣的
[00:13:26.360 --> 00:13:27.800]  就好像門徒一樣
[00:13:27.800 --> 00:13:30.880]  他們對這個比喻是非常熟悉
[00:13:30.880 --> 00:13:34.040]  將好的魚放在器具裡
[00:13:34.040 --> 00:13:35.480]  放在缸裡
[00:13:35.480 --> 00:13:37.480]  這個缸是裝滿了水
[00:13:37.480 --> 00:13:41.280]  是準備可以運輸到其他地方
[00:13:41.280 --> 00:13:43.120]  不好的魚怎樣呢?
[00:13:43.120 --> 00:13:45.520]  全部丟棄
[00:13:45.520 --> 00:13:46.680]  這裏很明顯
[00:13:46.680 --> 00:13:50.360]  耶穌基督當然不是只教我們捕魚
[00:13:50.360 --> 00:13:54.040]  這個是我講過是代表審判
[00:13:54.040 --> 00:14:00.120]  正如天使在末世會將義人和惡人分開
[00:14:00.120 --> 00:14:03.160]  正如好像《馬太福音》十三章四十九節
[00:14:03.160 --> 00:14:04.760]  今天的經文說
[00:14:04.760 --> 00:14:08.960]  世界的末了也要這樣
[00:14:08.960 --> 00:14:10.720]  天使要出來
[00:14:10.720 --> 00:14:14.800]  從義人中把惡人分別出來
[00:14:14.800 --> 00:14:18.640]  將屬神的人和不屬神的人
[00:14:18.640 --> 00:14:22.720]  將物質、敗質來分開
[00:14:22.720 --> 00:14:25.960]  我相信你都聽過很多時跟別人傳福音
[00:14:25.960 --> 00:14:29.280]  有人說這個世界是沒有神的
[00:14:29.280 --> 00:14:30.920]  如果有神的話
[00:14:30.920 --> 00:14:33.080]  怎會有這麼多罪惡
[00:14:33.080 --> 00:14:34.800]  有沒有聽過
[00:14:34.800 --> 00:14:37.440]  為甚麼現在會有這麼多罪惡
[00:14:37.440 --> 00:14:39.200]  因為在這個時間
[00:14:39.200 --> 00:14:41.320]  這個教會的時期
[00:14:41.320 --> 00:14:43.480]  這個奧庇天國的時間
[00:14:43.480 --> 00:14:45.840]  是義人和惡人
[00:14:45.840 --> 00:14:48.680]  屬神的人和不屬神的人
[00:14:48.680 --> 00:14:51.440]  是一起存在的時候
[00:14:51.440 --> 00:14:55.080]  但是這個時間不會永遠存在
[00:14:55.080 --> 00:14:57.520]  有一個時間是會分開
[00:14:57.520 --> 00:14:59.840]  而且沒有人是能夠倖免
[00:14:59.840 --> 00:15:02.640]  就是剛才所講的這個網
[00:15:02.640 --> 00:15:05.000]  是要將所有人都套住
[00:15:05.000 --> 00:15:09.320]  一網打盡
[00:15:09.320 --> 00:15:11.680]  相信大家都還記得
[00:15:11.680 --> 00:15:16.720]  昨天Annie才笑我的首尾隊友
[00:15:16.720 --> 00:15:19.520]  我說過天國的比喻
[00:15:19.520 --> 00:15:22.680]  《馬太福音》十三章有八個比喻
[00:15:22.680 --> 00:15:23.840]  很有趣的
[00:15:23.840 --> 00:15:25.200]  如果你看清楚一點
[00:15:25.200 --> 00:15:27.320]  是一對一對的
[00:15:27.320 --> 00:15:29.800]  剛剛才講完中間的那兩對
[00:15:29.800 --> 00:15:32.960]  就是天國的影響和天國的價值
[00:15:32.960 --> 00:15:36.320]  其實今天所講的撒網的比喻
[00:15:36.320 --> 00:15:41.800]  是和拜子和墨子的比喻是一對的
[00:15:41.800 --> 00:15:45.360]  墨子和拜子的比喻的重心是甚麼
[00:15:45.360 --> 00:15:48.920]  告訴我們屬神的人和不屬神的人
[00:15:48.920 --> 00:15:50.280]  是會一起
[00:15:50.280 --> 00:15:52.440]  一樣都是講天國和世界
[00:15:52.440 --> 00:15:55.560]  天國和世界會一起共存
[00:15:55.560 --> 00:15:57.800]  但是今天的比喻呢
[00:15:57.800 --> 00:16:00.480]  撒網的比喻是告訴我們
[00:16:00.480 --> 00:16:04.400]  重心是說將會有一天會分開
[00:16:04.400 --> 00:16:06.040]  天國和世界
[00:16:06.040 --> 00:16:08.320]  屬神的人和不屬神的人
[00:16:08.320 --> 00:16:10.480]  是會有一天會分開
[00:16:10.480 --> 00:16:13.160]  就好像《馬太福音》十三章
[00:16:13.160 --> 00:16:16.320]  四十一至四十二節所講
[00:16:16.320 --> 00:16:19.000]  人只要差遣使者
[00:16:19.000 --> 00:16:22.200]  把一切叫人跌倒的和作惡的
[00:16:22.200 --> 00:16:24.560]  從他國裡挑出來
[00:16:24.560 --> 00:16:29.480]  雕在火爐裡 在那裡必要哀哭切齒了
[00:16:29.480 --> 00:16:38.520]  其實我們今天所講的分別的審判
[00:16:38.520 --> 00:16:40.520]  《馬太福音》十三章
[00:16:40.520 --> 00:16:42.320]  我們說撒網的比喻
[00:16:42.320 --> 00:16:45.480]  要將異人和不異的人分開
[00:16:45.480 --> 00:16:48.120]  其實是包括了一切
[00:16:48.120 --> 00:16:50.000]  其實是一個很總括性
[00:16:50.000 --> 00:16:53.320]  很籠統性的一個講法
[00:16:53.320 --> 00:16:55.600]  其實如果我們看清楚一點
[00:16:55.600 --> 00:16:57.480]  異人和不異的人分開
[00:16:57.480 --> 00:17:00.640]  是有三個不同的步驟
[00:17:00.640 --> 00:17:02.960]  我們說我們現在的時候
[00:17:02.960 --> 00:17:04.880]  叫做教會時期
[00:17:04.880 --> 00:17:07.840]  我們說是異人和不異的人在一起
[00:17:07.840 --> 00:17:10.080]  有一天一聲號響
[00:17:10.080 --> 00:17:11.200]  我們這些基督徒
[00:17:11.200 --> 00:17:13.400]  我們這些信神的人會怎樣呢
[00:17:13.400 --> 00:17:14.920]  會被提去
[00:17:14.920 --> 00:17:19.160]  會在半空中和耶穌基督相遇
[00:17:19.160 --> 00:17:23.320]  我們會被好像新娘子一樣接到天上
[00:17:23.320 --> 00:17:26.320]  接著就會有一個審判來臨
[00:17:26.320 --> 00:17:27.920]  這個審判是什麼呢
[00:17:27.920 --> 00:17:29.360]  是審判台
[00:17:29.360 --> 00:17:31.320]  審判台前的審判
[00:17:31.320 --> 00:17:34.720]  這個審判是專給所有的基督徒
[00:17:34.720 --> 00:17:36.760]  所有是信主的人
[00:17:36.760 --> 00:17:38.560]  是有一個審判
[00:17:38.560 --> 00:17:40.200]  很多人說基督徒沒有審判
[00:17:40.200 --> 00:17:41.280]  其實是假的
[00:17:41.280 --> 00:17:43.800]  基督徒是沒有罪的審判
[00:17:43.800 --> 00:17:47.800]  因為我們的罪已經被耶穌基督擔當了
[00:17:47.800 --> 00:17:49.240]  但我們是有審判的
[00:17:49.240 --> 00:17:52.400]  神會問我們在地上做管家
[00:17:52.400 --> 00:17:55.240]  管理祂給我們的才能
[00:17:55.240 --> 00:17:56.720]  我們的智慧
[00:17:56.720 --> 00:17:58.360]  給我們的財物
[00:17:58.360 --> 00:18:01.200]  我們做管家做成怎樣
[00:18:01.200 --> 00:18:06.200]  相信有很多人在那裏會很傷心流淚
[00:18:06.200 --> 00:18:07.560]  基督徒
[00:18:07.560 --> 00:18:08.120]  有人說
[00:18:08.120 --> 00:18:10.920]  哇!悉尼又亂說話了
[00:18:10.920 --> 00:18:13.640]  明明說天堂是沒有淚的
[00:18:13.640 --> 00:18:15.120]  沒有眼淚的
[00:18:15.120 --> 00:18:18.920]  聖經從來沒有說天堂沒有眼淚
[00:18:18.920 --> 00:18:21.000]  有一節的經文在啟示錄
[00:18:21.000 --> 00:18:24.560]  是二十一章第四節
[00:18:24.560 --> 00:18:28.400]  是告訴我們神會擦去我們的眼淚
[00:18:28.400 --> 00:18:30.720]  擦去你的眼淚的意思是甚麼
[00:18:30.720 --> 00:18:33.840]  即是你會流眼淚才會擦去
[00:18:33.840 --> 00:18:35.680]  所以天堂絕對是有眼淚的
[00:18:35.680 --> 00:18:38.120]  為甚麼會傷心流淚呢
[00:18:38.120 --> 00:18:40.240]  因為我們發覺在地上
[00:18:40.240 --> 00:18:44.240]  我們錯過了很多機會來侍奉神
[00:18:44.240 --> 00:18:47.560]  錯過了很多機會來到榮耀神
[00:18:47.560 --> 00:18:51.040]  這是被基督徒的審判
[00:18:51.040 --> 00:18:54.040]  接著我們就會進入高陽的婚宴
[00:18:54.040 --> 00:18:55.680]  我們就是新娘子
[00:18:55.680 --> 00:18:57.720]  耶穌基督是新郎
[00:18:57.720 --> 00:18:59.720]  這是在天上發生的事
[00:18:59.720 --> 00:19:01.640]  在地上會發生甚麼事呢
[00:19:01.640 --> 00:19:04.560]  地上會有七年的大災難
[00:19:04.560 --> 00:19:06.520]  過了這七年的大災難
[00:19:06.520 --> 00:19:09.720]  耶穌基督就會和他的眾天使來臨
[00:19:09.720 --> 00:19:11.800]  來審判一切
[00:19:11.800 --> 00:19:15.120]  到那時就會有山羊和綿羊的分開
[00:19:15.120 --> 00:19:17.320]  在地上進行
[00:19:17.320 --> 00:19:19.320]  有人說「呃吓頭」
[00:19:19.320 --> 00:19:22.560]  你又說所有基督徒都已經接了去
[00:19:22.560 --> 00:19:26.760]  地上還哪裏有山羊和綿羊
[00:19:26.760 --> 00:19:29.120]  即是二人和不二的人分開
[00:19:29.120 --> 00:19:32.800]  地上還哪裏有二人全部接了去
[00:19:32.800 --> 00:19:34.800]  原來在七年的大災難
[00:19:34.800 --> 00:19:37.000]  將會有很多人會信主
[00:19:37.000 --> 00:19:38.400]  會接受主
[00:19:38.400 --> 00:19:42.760]  所以再要有一次二人和不二人的分開
[00:19:42.760 --> 00:19:45.760]  這是第二個分別
[00:19:45.760 --> 00:19:49.320]  接著地上會有千年的國度
[00:19:49.320 --> 00:19:50.160]  過了之後
[00:19:50.160 --> 00:19:51.760]  過了這千年的國度
[00:19:51.760 --> 00:19:54.040]  就會有最後的一個審判
[00:19:54.040 --> 00:19:57.360]  這個審判就是大白寶座的審判
[00:19:57.360 --> 00:20:01.320]  這個審判是給所有不接受神的人
[00:20:01.320 --> 00:20:04.080]  就會在那裏被審判
[00:20:04.080 --> 00:20:08.400]  這個是所有不二的人、不接受神的人
[00:20:08.400 --> 00:20:13.000]  進入火湖之前的最後的一個審判
[00:20:13.000 --> 00:20:14.760]  所以我們今天見到
[00:20:14.760 --> 00:20:17.640]  雖然我們這個打網的比喻
[00:20:17.640 --> 00:20:23.320]  是非常籠統、非常總括性
[00:20:23.320 --> 00:20:29.680]  其實真正的分別審判是有三個程序
[00:20:29.680 --> 00:20:32.080]  有人可能會說
[00:20:32.080 --> 00:20:33.960]  「我不怕」
[00:20:33.960 --> 00:20:37.240]  「我不怕會有最後的審判」
[00:20:37.240 --> 00:20:38.400]  他說
[00:20:38.400 --> 00:20:39.480]  會說甚麼
[00:20:39.480 --> 00:20:41.320]  「可能我已經死了」
[00:20:41.320 --> 00:20:43.000]  「死了就一了百了」
[00:20:43.000 --> 00:20:46.040]  「我怕甚麼審判」
[00:20:46.040 --> 00:20:48.160]  其實有很多人是這樣想的
