
[00:00:00.000 --> 00:00:07.000]  在前文的《馬可.福音》十章32至34節
[00:03:20.000 --> 00:03:29.000]  所以他們敢向主祈求尊貴的位分
[00:03:29.000 --> 00:03:35.000]  耶穌的角度和世界的角度有分別
[00:03:35.000 --> 00:03:42.000]  主的角度的中心不在於皇宮或寶座上
[00:03:42.000 --> 00:03:46.000]  主的角度是在信徒的內心
[00:03:46.000 --> 00:03:48.000]  在他們的生命當中
[00:03:48.000 --> 00:03:51.000]  當他們與主相遇
[00:03:51.000 --> 00:03:58.000]  就經歷到主給他們內心的喜悅、滿足、平安
[00:03:58.000 --> 00:04:01.000]  直到耶穌復活後
[00:04:01.000 --> 00:04:04.000]  門徒才明白這一點
[00:04:04.000 --> 00:04:08.000]  雅各和約翰向耶穌要求尊貴的高位
[00:04:08.000 --> 00:04:12.000]  不是因為他們想效忠於主
[00:04:12.000 --> 00:04:17.000]  而是想滿足自己的野心
[00:04:17.000 --> 00:04:20.000]  得著這些權柄
[00:04:20.000 --> 00:04:26.000]  耶穌當時沒有嘲笑他們
[00:04:26.000 --> 00:04:31.000]  耶穌用愛心去服侍他們
[00:04:31.000 --> 00:04:36.000]  他的服侍是要拒絕他們的要求
[00:04:36.000 --> 00:04:39.000]  為什麼耶穌要拒絕他們的要求呢?
[00:04:39.000 --> 00:04:45.000]  在38節主說你們不知道所求的是什麼
[00:04:45.000 --> 00:04:49.000]  我所喝的杯你們能喝嗎?
[00:04:49.000 --> 00:04:54.000]  我所受的浸你們能受嗎?
[00:04:54.000 --> 00:04:59.000]  他們說我們可以
[00:04:59.000 --> 00:05:03.000]  我們都可以向神祈求
[00:05:03.000 --> 00:05:06.000]  因著我們各人不同的需要
[00:05:06.000 --> 00:05:10.000]  但是神未必是按我們的祈求
[00:05:10.000 --> 00:05:12.000]  來到去應允
[00:05:12.000 --> 00:05:14.000]  或許我們的祈求
[00:05:14.000 --> 00:05:18.000]  未是合乎神的心意
[00:05:18.000 --> 00:05:23.000]  祂要將最好的賜給我們
[00:05:23.000 --> 00:05:30.000]  和大家分享一個姊妹她的一些經歷
[00:05:30.000 --> 00:05:32.000]  她說是一個修葛的季節
[00:05:32.000 --> 00:05:35.000]  這位前太太
[00:05:35.000 --> 00:05:40.000]  她的爐突然不見了
[00:05:40.000 --> 00:05:44.000]  她去四處尋找她的爐
[00:05:44.000 --> 00:05:50.000]  甚至向警察報警
[00:05:50.000 --> 00:05:52.000]  說她失了爐
[00:05:52.000 --> 00:06:00.000]  她的爐就好像從此沒有見到鍾影
[00:06:00.000 --> 00:06:02.000]  失了
[00:06:02.000 --> 00:06:05.000]  這位前太太就只有祈禱
[00:06:05.000 --> 00:06:09.000]  求神為她尋找這隻爐
[00:06:09.000 --> 00:06:15.000]  因為欠缺了一些種子和肥料
[00:06:15.000 --> 00:06:18.000]  再加上雨水不足
[00:06:18.000 --> 00:06:22.000]  這位太太今年的收成很少
[00:06:22.000 --> 00:06:26.000]  她沒有錢去買食物給家人
[00:06:26.000 --> 00:06:31.000]  幾個月後她祈禱的焦點就轉移了
[00:06:31.000 --> 00:06:34.000]  不再尋找這隻爐去祈禱
[00:06:34.000 --> 00:06:37.000]  因為暫時尋找不到
[00:06:37.000 --> 00:06:40.000]  她求神賜給她日常飲食
[00:06:40.000 --> 00:06:43.000]  而不是尋找那隻爐
[00:06:43.000 --> 00:06:48.000]  家裏的粟米粉都用完了
[00:06:48.000 --> 00:06:52.000]  神就答應她的祈求
[00:06:52.000 --> 00:06:56.000]  在翌日的早晨
[00:06:56.000 --> 00:07:01.000]  這位前太太從自己的屋裏走出來
[00:07:01.000 --> 00:07:06.000]  驚喜發現原來失了那隻爐
[00:07:06.000 --> 00:07:12.000]  爐背上有一袋粟米粉
[00:07:12.000 --> 00:07:16.000]  她很高興見到她心愛的爐
[00:07:16.000 --> 00:07:20.000]  但不敢去用那袋粟米粉
[00:07:20.000 --> 00:07:24.000]  因為那袋粟米粉不是屬於她自己
[00:07:24.000 --> 00:07:28.000]  原來這個故事講到
[00:07:28.000 --> 00:07:32.000]  有一個男士偷了她那隻爐
[00:07:32.000 --> 00:07:37.000]  用來幫她耕作
[00:07:37.000 --> 00:07:41.000]  去搬運 讓她維持生計
[00:07:41.000 --> 00:07:47.000]  一天晚上她裝好一袋袋粟米粉
[00:07:47.000 --> 00:07:50.000]  去飲酒
[00:07:50.000 --> 00:07:55.000]  把那袋粟米粉放在爐背上
[00:07:55.000 --> 00:07:57.000]  放在門外
[00:07:57.000 --> 00:08:01.000]  這位男士一路走來走去
[00:08:01.000 --> 00:08:03.000]  發覺原來
[00:08:03.000 --> 00:08:07.000]  好像回到自己原來主人的家
[00:08:07.000 --> 00:08:13.000]  於是決定走回主人那裏
[00:08:13.000 --> 00:08:17.000]  給他的印象
[00:08:17.000 --> 00:08:19.000]  主人也是很愛惜
[00:08:19.000 --> 00:08:24.000]  很溫馨地迎接他
[00:08:24.000 --> 00:08:28.000]  這個賊人因為怕被人知道
[00:08:28.000 --> 00:08:30.000]  他曾經偷了這隻爐
[00:08:30.000 --> 00:08:32.000]  所以他不敢出聲
[00:08:32.000 --> 00:08:37.000]  也不敢拿回那袋粟米粉
[00:08:37.000 --> 00:08:44.000]  這位田太太放了一段時間
[00:08:44.000 --> 00:08:46.000]  也沒有人拿那袋粟米粉
[00:08:46.000 --> 00:08:51.000]  於是她自己拿來給家人用
[00:08:51.000 --> 00:08:56.000]  在這個經歷當中我們看到
[00:08:56.000 --> 00:09:00.000]  雖然最初神母應運她的禱告
[00:09:00.000 --> 00:09:02.000]  讓她快點找回這隻爐
[00:09:02.000 --> 00:09:07.000]  原來神安住她的時間
[00:09:07.000 --> 00:09:09.000]  答應了她兩個禱告
[00:09:09.000 --> 00:09:12.000]  解決她飢餓
[00:09:12.000 --> 00:09:14.000]  糧食的不足
[00:09:14.000 --> 00:09:20.000]  這隻爐也可以失而復得
[00:09:20.000 --> 00:09:23.000]  主說:我所喝的杯
[00:09:23.000 --> 00:09:25.000]  你們能喝嗎?
[00:09:25.000 --> 00:09:30.000]  我所受的浸你們能受嗎?
[00:09:30.000 --> 00:09:33.000]  雅各和約翰說:我們能
[00:09:33.000 --> 00:09:37.000]  雖然他們不知道主的杯
[00:09:37.000 --> 00:09:41.000]  主的浸是顯示一些什麼
[00:09:41.000 --> 00:09:48.000]  但他們願意去面對一些困難
[00:09:48.000 --> 00:09:50.000]  如果主要是他們面對
[00:09:50.000 --> 00:09:53.000]  他們也願意去面對
[00:09:53.000 --> 00:09:54.000]  雖然起初不知道
[00:09:54.000 --> 00:09:59.000]  其後雅各為主來到殉道
[00:09:59.000 --> 00:10:04.000]  在《少林傳》12章1至2節說到
[00:10:04.000 --> 00:10:06.000]  希律王下手
[00:10:06.000 --> 00:10:08.000]  苦害教會中幾個人
[00:10:08.000 --> 00:10:12.000]  用刀殺了約翰的哥哥雅各
[00:10:12.000 --> 00:10:15.000]  另外啟示錄1章也說到
[00:10:15.000 --> 00:10:20.000]  約翰被放逐到白魔島
[00:10:20.000 --> 00:10:24.000]  他是受逼迫
[00:10:24.000 --> 00:10:29.000]  我們看到以愛心去服事主
[00:10:29.000 --> 00:10:33.000]  就需要有為主受苦的心志
[00:10:33.000 --> 00:10:36.000]  同樣在服事別人的時候
[00:10:36.000 --> 00:10:42.000]  也有願意為別人去受苦的心
[00:10:42.000 --> 00:10:45.000]  這個杯在舊約聖經當中
[00:10:45.000 --> 00:10:49.000]  是說到一些苦難的象徵
[00:10:49.000 --> 00:10:52.000]  尤其是受到神的憤怒
[00:10:52.000 --> 00:10:57.000]  正如《耳塞書》51章17節說
[00:10:57.000 --> 00:11:01.000]  耶路撒冷興起
[00:11:01.000 --> 00:11:06.000]  你和耶和華手中喝了他憤怒的杯
[00:11:06.000 --> 00:11:10.000]  是說到猶太人他們的罪
[00:11:10.000 --> 00:11:13.000]  引致神公義的審判
[00:11:13.000 --> 00:11:20.000]  杯是指耶穌為罪人所擔負的刑罰
[00:11:20.000 --> 00:11:27.000]  大家都可以看《馬可福音》10章45節
[00:11:27.000 --> 00:11:32.000]  因為人子來並不是要受人的服事
[00:11:32.000 --> 00:11:34.000]  乃是要服事人
[00:11:34.000 --> 00:11:38.000]  並且要寫明作多人的贖價
[00:11:38.000 --> 00:11:48.000]  這個杯就指基督為眾人去寫明苦難
[00:11:48.000 --> 00:11:51.000]  在《楊方》18章11節
[00:11:51.000 --> 00:11:53.000]  耶穌對彼得說
[00:11:53.000 --> 00:11:55.000]  我父所給我的那杯
[00:11:55.000 --> 00:11:57.000]  我豈可不喝呢?
[00:11:57.000 --> 00:12:00.000]  受針的含義是說到
[00:12:00.000 --> 00:12:04.000]  被一些災難、危險所淹沒
[00:12:04.000 --> 00:12:06.000]  和杯是同義
[00:12:06.000 --> 00:12:11.000]  象徵耶穌被釘死的這件事
[00:12:11.000 --> 00:12:12.000]  在40節說
[00:12:12.000 --> 00:12:15.000]  坐在我的左右
[00:12:15.000 --> 00:12:17.000]  不是我可以賜的
[00:12:17.000 --> 00:12:19.000]  乃是為誰預備的
[00:12:19.000 --> 00:12:21.000]  就賜給誰
[00:12:21.000 --> 00:12:24.000]  這一節經文提醒我們
[00:12:24.000 --> 00:12:27.000]  甚至聖子耶穌
[00:12:27.000 --> 00:12:33.000]  在愛中願意去降服神的心儀
[00:12:33.000 --> 00:12:35.000]  正如我們剛才第一段的經文
[00:12:35.000 --> 00:12:40.000]  《希伯來書》五章第八節
[00:12:40.000 --> 00:12:43.000]  他說:他雖然是兒子
[00:12:43.000 --> 00:12:49.000]  還是因為所受的苦難學了順從
[00:12:49.000 --> 00:12:51.000]  第五第六節提到
[00:12:51.000 --> 00:12:54.000]  基督也不是自取榮耀
[00:12:54.000 --> 00:12:55.000]  作大祭司
[00:12:55.000 --> 00:12:57.000]  乃是神向他說
[00:12:57.000 --> 00:12:59.000]  你是我的兒子
[00:12:59.000 --> 00:13:03.000]  我今天生你這一位
[00:13:03.000 --> 00:13:07.000]  就好像經上也有一處說
[00:13:07.000 --> 00:13:11.000]  你是照著默基洗德的等詞
[00:13:11.000 --> 00:13:16.000]  永遠為祭司
[00:13:16.000 --> 00:13:20.000]  有一個小鐵塊
[00:13:20.000 --> 00:13:27.000]  原來一直過著快樂安逸的生活
[00:13:27.000 --> 00:13:28.000]  有一天
[00:13:28.000 --> 00:13:32.000]  他的主人突然將他扔進火爐
[00:13:32.000 --> 00:13:34.000]  一塊鐵
[00:13:34.000 --> 00:13:36.000]  他熱得很辛苦
[00:13:36.000 --> 00:13:38.000]  於是他向火焰說
[00:13:38.000 --> 00:13:41.000]  火焰,火焰大哥
[00:13:41.000 --> 00:13:44.000]  可不可以稍微將溫度降低些
[00:13:44.000 --> 00:13:46.000]  我很辛苦
[00:13:46.000 --> 00:13:52.000]  火焰經不起這個鐵的聲音呼求
[00:13:52.000 --> 00:13:57.000]  最後只好答應他降低火的溫度
[00:13:57.000 --> 00:13:58.000]  不久之後
[00:13:58.000 --> 00:14:03.000]  鐵塊被人從火堆中拿出來
[00:14:03.000 --> 00:14:05.000]  放在鋼板上
[00:14:05.000 --> 00:14:14.000]  開始被鐵錘一下一下重重地打下去
[00:14:14.000 --> 00:14:18.000]  這個時候他也受不住了
[00:14:18.000 --> 00:14:21.000]  於是再次開口
[00:14:21.000 --> 00:14:26.000]  可不可以將你的錘的速度放慢一些
[00:14:26.000 --> 00:14:29.000]  擊打的力量再輕一些
[00:14:29.000 --> 00:14:33.000]  讓我少一點苦楚
[00:14:33.000 --> 00:14:38.000]  鐵錘經不住鐵塊苦苦的呼求
[00:14:38.000 --> 00:14:40.000]  也答應照做
[00:14:40.000 --> 00:14:43.000]  最後鐵塊在經過
[00:14:43.000 --> 00:14:47.000]  沒有多少鍛鍊的情況下
[00:14:47.000 --> 00:14:50.000]  離開了這間工廠
[00:14:50.000 --> 00:14:53.000]  那時過了不久
[00:14:53.000 --> 00:14:59.000]  他全身掌門瘦
[00:14:59.000 --> 00:15:06.000]  其後有人將他送回工廠
[00:15:06.000 --> 00:15:13.000]  當他再次看到工廠一角的火焰和鐵塊的時候
[00:15:13.000 --> 00:15:17.000]  他不禁很感慨地說
[00:15:17.000 --> 00:15:19.000]  我現在了解到
[00:15:19.000 --> 00:15:26.000]  生命當中有一些過程是不可以逃避的
[00:15:26.000 --> 00:15:31.000]  逃避了他們 生命就隨之腐朽
[00:15:31.000 --> 00:15:36.000]  他逃避鐵錘和火焰的銷煉
[00:15:36.000 --> 00:15:41.000]  以致他很快生鏽沒有用
[00:15:41.000 --> 00:15:44.000]  在你的生命當中
[00:15:44.000 --> 00:15:46.000]  是不是也有一些環境
[00:15:46.000 --> 00:15:51.000]  讓你好像有時覺得很難繼續下去
[00:15:51.000 --> 00:15:54.000]  但這些卻是可以鍛鍊你
[00:15:54.000 --> 00:15:58.000]  令你人格的一些靈覺
[00:15:58.000 --> 00:16:01.000]  磨得更加的光亮
[00:16:01.000 --> 00:16:05.000]  甚至激發你一些潛質
[00:16:05.000 --> 00:16:07.000]  可以發揮出來
[00:16:07.000 --> 00:16:13.000]  鍛鍊你過去有毅力的人生
[00:16:13.000 --> 00:16:15.000]  第三方面
[00:16:15.000 --> 00:16:17.000]  用愛心
[00:16:17.000 --> 00:16:20.000]  就好像經文提到
[00:16:20.000 --> 00:16:23.000]  伏人一樣去服侍
[00:16:23.000 --> 00:16:25.000]  就可以為首
[00:16:25.000 --> 00:16:30.000]  我們看看42至45節的經文
[00:16:30.000 --> 00:16:34.000]  「耶穌叫他們來,對他們說:
[00:16:34.000 --> 00:16:41.000]  你們知道,外邦人有尊為君王的治理他們,
[00:16:41.000 --> 00:16:45.000]  有大臣操權管束他們,
[00:16:45.000 --> 00:16:49.000]  只是在你們中間不是這樣。
[00:16:49.000 --> 00:16:52.000]  你們中間誰願為大,
[00:16:52.000 --> 00:16:55.000]  就必作你們的用人;
[00:16:55.000 --> 00:16:59.000]  在你們中間誰願為首,
[00:16:59.000 --> 00:17:03.000]  就必作眾人的僕人。
[00:17:03.000 --> 00:17:08.000]  因為人子來並不是要受人的服侍,
[00:17:08.000 --> 00:17:11.000]  乃是要服侍人,
[00:17:11.000 --> 00:17:13.000]  並且要捨命,
[00:17:13.000 --> 00:17:16.000]  作多人的屬教。」
[00:17:16.000 --> 00:17:20.000]  在這裡耶穌告訴他們
[00:17:20.000 --> 00:17:24.000]  只有謙卑去服侍人的
[00:17:24.000 --> 00:17:28.000]  在神的國裡算偉大
[00:17:28.000 --> 00:17:34.000]  主自己不是要來做皇帝
[00:17:34.000 --> 00:17:37.000]  祂是去服侍別人
[00:17:37.000 --> 00:17:40.000]  不是要別人去服侍祂
[00:17:40.000 --> 00:17:44.000]  願意去服侍有需要的人
[00:17:44.000 --> 00:17:46.000]  主為我們捨命
[00:17:46.000 --> 00:17:49.000]  同樣是對我們很好的服侍
[00:17:49.000 --> 00:17:54.000]  把我們從犯罪的奴役中釋放出來
[00:17:54.000 --> 00:17:59.000]  門徒以為耶穌會拯救他們
[00:17:59.000 --> 00:18:02.000]  脫離羅馬政府的轄制
[00:18:02.000 --> 00:18:06.000]  但是耶穌卻是藉著自己的死
[00:18:06.000 --> 00:18:10.000]  來拯救門徒,拯救世人
[00:18:10.000 --> 00:18:12.000]  脫離罪惡
[00:18:12.000 --> 00:18:15.000]  主做了多人的屬教
[00:18:15.000 --> 00:18:22.000]  屬教是釋放奴隸所需要的金錢
[00:18:22.000 --> 00:18:27.000]  我們沒有能力去拯救自己不犯罪
[00:18:27.000 --> 00:18:32.000]  所以主替我們服這個屬教
[00:18:32.000 --> 00:18:35.000]  正如彼得前書一章
[00:18:35.000 --> 00:18:37.000]  十八十九節說
[00:18:37.000 --> 00:18:39.000]  「知道你們得贖
[00:18:39.000 --> 00:18:42.000]  出去你們祖宗所傳流
[00:18:42.000 --> 00:18:44.000]  虛妄的行為
[00:18:44.000 --> 00:18:48.000]  不是憑著能壞的金錢等物
[00:18:48.000 --> 00:18:51.000]  乃是憑著基督的補血
[00:18:51.000 --> 00:18:56.000]  如同無瑕疵無玷污的羔羊之血」
[00:18:56.000 --> 00:19:03.000]  神不是用金錢把我們的罪除去
[00:19:03.000 --> 00:19:07.000]  而是用祂的愛子的補血
[00:19:07.000 --> 00:19:10.000]  來洗去我們的罪
[00:19:10.000 --> 00:19:14.000]  成為我們的屬教
[00:19:14.000 --> 00:19:17.000]  把我們拯救出來
[00:19:17.000 --> 00:19:20.000]  從罪惡當中拯救出來
[00:19:20.000 --> 00:19:23.000]  主用愛心去服侍我們
[00:19:23.000 --> 00:19:27.000]  甚至要犧牲祂自己的生命
[00:19:27.000 --> 00:19:32.000]  願意用愛心來服侍
[00:19:32.000 --> 00:19:35.000]  盼望因著主的愛
[00:19:35.000 --> 00:19:42.000]  祂激勵我們用愛心去回應主的愛
[00:19:42.000 --> 00:19:45.000]  有一位非洲的宣教士嘉娜
[00:19:45.000 --> 00:19:52.000]  她分享了一次驚險的經歷
[00:19:52.000 --> 00:19:59.000]  她說在語言學校上上了幾個月的課
[00:19:59.000 --> 00:20:03.000]  我們駕車前往鄰近的國家
[00:20:03.000 --> 00:20:05.000]  我們還沒來的家
[00:20:05.000 --> 00:20:08.000]  我們的旅程開始了幾個小時
[00:20:08.000 --> 00:20:14.000]  一輛車截住有四個男士
[00:20:14.000 --> 00:20:19.000]  他們揮舞著手上的步槍和手槍
[00:20:19.000 --> 00:20:24.000]  強迫我們把車開到路邊
[00:20:24.000 --> 00:20:27.000]  三個男子走上我們的車
[00:20:27.000 --> 00:20:32.000]  強迫我們迫著坐在後座
[00:20:32.000 --> 00:20:37.000]  我們四個的子女從三歲到九歲大
[00:20:37.000 --> 00:20:40.000]  從三個月到九歲大
[00:20:40.000 --> 00:20:44.000]  兩個大的非常地懼怕
[00:20:44.000 --> 00:20:48.000]  但是他們的爸爸跟他們說話的時候
[00:20:48.000 --> 00:20:53.000]  讓他們可以慢慢安靜下來
[00:20:53.000 --> 00:20:59.000]  我就把鷹鞋抱在身上
[00:20:59.000 --> 00:21:12.000]  鷹鞋的位置也貼近第三個兒子
[00:21:12.000 --> 00:21:15.000]  這兩個都睡著了
[00:21:15.000 --> 00:21:23.000]  三兒子竟然還靠在其中一個男士的身旁
[00:21:23.000 --> 00:21:28.000]  當我想為什麼會有這麼恐怖的事情發生的時候
[00:21:28.000 --> 00:21:36.000]  腦海裏面不停地想著不住的禱告
[00:21:36.000 --> 00:21:40.000]  在《貼獸萊利加》前書五章十七節
[00:21:40.000 --> 00:21:44.000]  這個念頭在腦海當中
[00:21:44.000 --> 00:21:50.000]  來到盤旋拼命地求神
[00:21:50.000 --> 00:21:54.000]  傳流我們的聖名
[00:21:54.000 --> 00:21:58.000]  神也慢慢平靜了我狂亂的心思
[00:21:58.000 --> 00:22:01.000]  祂的平安充滿了我的心
[00:22:01.000 --> 00:22:05.000]  最後立下心志
[00:22:05.000 --> 00:22:07.000]  即使我要死
[00:22:07.000 --> 00:22:12.000]  無論如何我都要神得著榮耀
[00:22:12.000 --> 00:22:17.000]  但是神為事情安排了另外一個結局
[00:22:17.000 --> 00:22:19.000]  兩個小時之後
[00:22:19.000 --> 00:22:25.000]  這些匪徒將車駛到公路數英里之外
[00:22:25.000 --> 00:22:28.000]  拿走我們一些物品
[00:22:28.000 --> 00:22:33.000]  將一個車胎放了棄
[00:22:33.000 --> 00:22:36.000]  剩下的我們就走了
[00:22:36.000 --> 00:22:38.000]  我們很感謝神
[00:22:38.000 --> 00:22:43.000]  因為我們預備了兩個慈悲胎
[00:22:43.000 --> 00:22:45.000]  拿走了一個
[00:22:45.000 --> 00:22:48.000]  我們還有一個胎可以用
[00:22:48.000 --> 00:22:50.000]  可以換掉這個胎
[00:22:50.000 --> 00:22:53.000]  洗車回家
[00:22:53.000 --> 00:22:55.000]  我們去讚美神
[00:22:55.000 --> 00:22:57.000]  因為祂保護了我們的聖名
[00:22:57.000 --> 00:22:59.000]  祂是我們的亮光
[00:22:59.000 --> 00:23:04.000]  成為我們的保障和拯救
[00:23:04.000 --> 00:23:10.000]  主為我們立下了一個愛心服侍的好榜樣
[00:23:10.000 --> 00:23:13.000]  為了雅各約翰的好處
[00:23:13.000 --> 00:23:17.000]  祂沒有應允他們的要求
[00:23:17.000 --> 00:23:22.000]  讓他們坐在祂的左右
[00:23:22.000 --> 00:23:27.000]  今生為了愛我們
[00:23:27.000 --> 00:23:30.000]  主願意為我們受苦
[00:23:30.000 --> 00:23:33.000]  順服神的心意
[00:23:33.000 --> 00:23:36.000]  為我們犧牲了祂的生命
[00:23:36.000 --> 00:23:45.000]  讓我們可以從罪惡當中得以被神拯救
[00:23:45.000 --> 00:23:50.000]  我們實在感謝神的大愛
[00:23:50.000 --> 00:23:54.000]  讓我們也有一段安靜的時間
[00:23:54.000 --> 00:24:04.000]  去回應主對我們這份的愛
