
[00:00:00.000 --> 00:00:07.000]  今天跟大家分享一個題目叫《山河水族傳說:洪淫沙明祿》
[00:03:15.000 --> 00:03:17.000]  一位醫生跟我說
[00:03:17.000 --> 00:03:21.000]  他說,追返南地區的旅客即將離開
[00:03:21.000 --> 00:03:22.000]  即場遭難已經過了
[00:03:22.000 --> 00:03:24.000]  我們一場遭難即將離開
[00:03:24.000 --> 00:03:29.000]  他說成千若萬的人,甚麼都無
[00:03:29.000 --> 00:03:31.000]  差一個無
[00:03:31.000 --> 00:03:35.000]  因為,成萬人死
[00:03:35.000 --> 00:03:38.000]  居的屍體,居的動物的屍體
[00:03:38.000 --> 00:03:41.000]  是會造成甚麼的災難
[00:03:41.000 --> 00:03:45.000]  我告訴你,超靚的基礎就在這裏
[00:03:45.000 --> 00:03:47.000]  這裏就是北京
[00:03:47.000 --> 00:03:50.000]  你記不記得,這裏是我的城市
[00:03:50.000 --> 00:03:58.000]  所以我會繼續在這裏祈禱
[00:03:58.000 --> 00:04:00.000]  這裏的城市
[00:04:00.000 --> 00:04:02.000]  沒錯,我好像是
[00:04:02.000 --> 00:04:05.000]  面對一個山盧水族
[00:04:05.000 --> 00:04:07.000]  我們毅毅不知得將多少事
[00:04:07.000 --> 00:04:08.000]  要打結
[00:04:08.000 --> 00:04:09.000]  我想一時在那裏
[00:04:09.000 --> 00:04:11.000]  向他們分享
[00:04:11.000 --> 00:04:14.000]  說到,樂歡美快樂
[00:04:14.000 --> 00:04:16.000]  感謝歌唱的
[00:04:16.000 --> 00:04:18.000]  來跟他們分享這件事的經歷
[00:04:18.000 --> 00:04:23.000]  帶他們到這一段的經歷
[00:04:23.000 --> 00:04:25.000]  這裏的百姓
[00:04:25.000 --> 00:04:27.000]  二十年代的百姓
[00:04:27.000 --> 00:04:29.000]  就在這裏哄訴神話
[00:04:29.000 --> 00:04:34.000]  在這裏埋怨或者叫「懷疑神」
[00:04:34.000 --> 00:04:37.000]  我們在九字十的節奏裏
[00:04:37.000 --> 00:04:38.000]  一看到這裏的經文
[00:04:38.000 --> 00:04:42.000]  「要華的國地,興起興起」
[00:04:42.000 --> 00:04:44.000]  「以流力為支撐上」
[00:04:44.000 --> 00:04:48.000]  「將古事的煉人」
[00:04:48.000 --> 00:04:50.000]  「將上古的世代一樣興起」
[00:04:50.000 --> 00:04:53.000]  「從前口碎黑白」
[00:04:53.000 --> 00:04:55.000]  「自由解決」
[00:04:55.000 --> 00:04:57.000]  「不是人」
[00:04:57.000 --> 00:05:00.000]  「海與深淵水分割」
[00:05:00.000 --> 00:05:02.000]  「仍是海的深處開路」
[00:05:02.000 --> 00:05:04.000]  「指教祖的運河」
[00:05:04.000 --> 00:05:06.000]  「不是人」
[00:05:06.000 --> 00:05:08.000]  「用華教祖的能」
[00:05:08.000 --> 00:05:09.000]  「必歸會」
[00:05:09.000 --> 00:05:11.000]  「歌唱為道成安」
[00:05:11.000 --> 00:05:14.000]  「以流力為支撐上」
[00:05:14.000 --> 00:05:16.000]  「從前口碎黑白」
[00:05:16.000 --> 00:05:18.000]  「將古事的煉人」
[00:05:18.000 --> 00:05:20.000]  「以流力為支撐上」
[00:05:20.000 --> 00:05:22.000]  「將上古的世代一樣興起」
[00:05:22.000 --> 00:05:24.000]  「以流力為支撐上」
[00:05:24.000 --> 00:05:26.000]  「以流力為支撐上」
[00:05:26.000 --> 00:05:28.000]  「以流力為支撐上」
[00:05:28.000 --> 00:05:30.000]  「以流力為支撐上」
[00:05:30.000 --> 00:05:32.000]  「以流力為支撐上」
[00:05:32.000 --> 00:05:34.000]  「以流力為支撐上」
[00:05:34.000 --> 00:05:36.000]  「以流力為支撐上」
[00:05:36.000 --> 00:05:38.000]  「以流力為支撐上」
[00:05:38.000 --> 00:05:41.000]  「以流力為支撐上」
[00:05:41.000 --> 00:05:43.000]  「以流力為支撐上」
[00:05:43.000 --> 00:05:45.000]  「以流力為支撐上」
[00:05:45.000 --> 00:05:47.000]  「以流力為支撐上」
[00:05:47.000 --> 00:05:49.000]  「以流力為支撐上」
[00:05:49.000 --> 00:05:51.000]  「以流力為支撐上」
[00:05:51.000 --> 00:05:53.000]  「以流力為支撐上」
[00:05:53.000 --> 00:05:55.000]  「以流力為支撐上」
[00:05:55.000 --> 00:05:57.000]  「以流力為支撐上」
[00:05:57.000 --> 00:05:59.000]  「以流力為支撐上」
[00:05:59.000 --> 00:06:01.000]  「以流力為支撐上」
[00:06:01.000 --> 00:06:03.000]  「以流力為支撐上」
[00:06:03.000 --> 00:06:05.000]  「以流力為支撐上」
[00:06:05.000 --> 00:06:07.000]  「以流力為支撐上」
[00:06:07.000 --> 00:06:09.000]  「以流力為支撐上」
[00:06:09.000 --> 00:06:11.000]  「以流力為支撐上」
[00:06:11.000 --> 00:06:13.000]  「以流力為支撐上」
[00:06:13.000 --> 00:06:15.000]  「以流力為支撐上」
[00:06:15.000 --> 00:06:17.000]  「以流力為支撐上」
[00:06:17.000 --> 00:06:19.000]  「以流力為支撐上」
[00:06:19.000 --> 00:06:21.000]  「以流力為支撐上」
[00:06:21.000 --> 00:06:23.000]  「以流力為支撐上」
[00:06:23.000 --> 00:06:25.000]  「以流力為支撐上」
[00:06:25.000 --> 00:06:27.000]  「以流力為支撐上」
[00:06:27.000 --> 00:06:29.000]  「以流力為支撐上」
[00:06:29.000 --> 00:06:31.000]  「以流力為支撐上」
[00:06:31.000 --> 00:06:33.000]  「以流力為支撐上」
[00:06:33.000 --> 00:06:35.000]  「以流力為支撐上」
[00:06:35.000 --> 00:06:37.000]  「以流力為支撐上」
[00:06:37.000 --> 00:06:39.000]  「以流力為支撐上」
[00:06:39.000 --> 00:06:41.000]  「以流力為支撐上」
[00:06:41.000 --> 00:06:43.000]  「以流力為支撐上」
[00:06:43.000 --> 00:06:45.000]  「以流力為支撐上」
[00:06:45.000 --> 00:06:47.000]  「以流力為支撐上」
[00:06:47.000 --> 00:06:49.000]  「以流力為支撐上」
[00:06:49.000 --> 00:06:51.000]  「以流力為支撐上」
[00:06:51.000 --> 00:06:53.000]  「以流力為支撐上」
[00:06:53.000 --> 00:06:55.000]  「以流力為支撐上」
[00:06:55.000 --> 00:06:57.000]  「以流力為支撐上」
[00:06:57.000 --> 00:06:59.000]  「以流力為支撐上」
[00:06:59.000 --> 00:07:01.000]  「以流力為支撐上」
[00:07:01.000 --> 00:07:03.000]  「以流力為支撐上」
[00:07:03.000 --> 00:07:05.000]  「以流力為支撐上」
[00:07:05.000 --> 00:07:07.000]  「以流力為支撐上」
[00:07:07.000 --> 00:07:09.000]  「以流力為支撐上」
[00:07:09.000 --> 00:07:11.000]  「以流力為支撐上」
[00:07:11.000 --> 00:07:13.000]  「以流力為支撐上」
[00:07:13.000 --> 00:07:15.000]  「以流力為支撐上」
[00:07:15.000 --> 00:07:17.000]  「以流力為支撐上」
[00:07:17.000 --> 00:07:19.000]  「以流力為支撐上」
[00:07:19.000 --> 00:07:21.000]  「以流力為支撐上」
[00:07:21.000 --> 00:07:23.000]  「以流力為支撐上」
[00:07:23.000 --> 00:07:25.000]  「以流力為支撐上」
[00:07:25.000 --> 00:07:27.000]  「以流力為支撐上」
[00:07:27.000 --> 00:07:29.000]  「以流力為支撐上」
[00:07:29.000 --> 00:07:31.000]  「以流力為支撐上」
[00:07:31.000 --> 00:07:33.000]  「以流力為支撐上」
[00:07:33.000 --> 00:07:35.000]  「以流力為支撐上」
[00:07:35.000 --> 00:07:37.000]  「以流力為支撐上」
[00:07:37.000 --> 00:07:39.000]  「以流力為支撐上」
[00:07:39.000 --> 00:07:41.000]  「以流力為支撐上」
[00:07:41.000 --> 00:07:43.000]  「以流力為支撐上」
[00:07:43.000 --> 00:07:45.000]  「以流力為支撐上」
[00:07:45.000 --> 00:07:47.000]  「以流力為支撐上」
[00:07:47.000 --> 00:07:49.000]  「以流力為支撐上」
[00:07:49.000 --> 00:07:51.000]  「以流力為支撐上」
[00:07:51.000 --> 00:07:53.000]  「以流力為支撐上」
[00:07:53.000 --> 00:07:55.000]  「以流力為支撐上」
[00:07:55.000 --> 00:07:57.000]  「以流力為支撐上」
[00:07:57.000 --> 00:07:59.000]  「以流力為支撐上」
[00:07:59.000 --> 00:08:01.000]  「以流力為支撐上」
[00:08:01.000 --> 00:08:03.000]  「以流力為支撐上」
[00:08:03.000 --> 00:08:05.000]  「以流力為支撐上」
[00:08:05.000 --> 00:08:07.000]  「以流力為支撐上」
[00:08:07.000 --> 00:08:09.000]  「以流力為支撐上」
[00:08:09.000 --> 00:08:11.000]  「以流力為支撐上」
[00:08:11.000 --> 00:08:13.000]  「以流力為支撐上」
[00:08:13.000 --> 00:08:15.000]  「以流力為支撐上」
[00:08:15.000 --> 00:08:17.000]  「以流力為支撐上」
[00:08:17.000 --> 00:08:19.000]  「以流力為支撐上」
[00:08:19.000 --> 00:08:21.000]  「以流力為支撐上」
[00:08:21.000 --> 00:08:23.000]  「以流力為支撐上」
[00:08:23.000 --> 00:08:25.000]  「以流力為支撐上」
[00:08:25.000 --> 00:08:27.000]  「以流力為支撐上」
[00:08:27.000 --> 00:08:29.000]  「以流力為支撐上」
[00:08:29.000 --> 00:08:31.000]  「以流力為支撐上」
[00:08:31.000 --> 00:08:33.000]  「以流力為支撐上」
[00:08:33.000 --> 00:08:35.000]  「以流力為支撐上」
[00:08:35.000 --> 00:08:37.000]  「以流力為支撐上」
[00:08:37.000 --> 00:08:39.000]  「以流力為支撐上」
[00:08:39.000 --> 00:08:41.000]  「以流力為支撐上」
[00:08:41.000 --> 00:08:43.000]  「以流力為支撐上」
[00:08:43.000 --> 00:08:45.000]  「以流力為支撐上」
[00:08:45.000 --> 00:08:47.000]  「以流力為支撐上」
[00:08:47.000 --> 00:08:49.000]  「以流力為支撐上」
[00:08:49.000 --> 00:08:51.000]  「以流力為支撐上」
[00:08:51.000 --> 00:08:53.000]  「以流力為支撐上」
[00:08:53.000 --> 00:08:55.000]  「以流力為支撐上」
[00:08:55.000 --> 00:08:57.000]  「以流力為支撐上」
[00:08:57.000 --> 00:08:59.000]  「以流力為支撐上」
[00:08:59.000 --> 00:09:01.000]  「以流力為支撐上」
[00:09:01.000 --> 00:09:03.000]  「以流力為支撐上」
[00:09:03.000 --> 00:09:05.000]  「以流力為支撐上」
[00:09:05.000 --> 00:09:07.000]  「以流力為支撐上」
[00:09:07.000 --> 00:09:09.000]  「以流力為支撐上」
[00:09:09.000 --> 00:09:11.000]  「以流力為支撐上」
[00:09:11.000 --> 00:09:13.000]  「以流力為支撐上」
[00:09:13.000 --> 00:09:15.000]  「以流力為支撐上」
[00:09:15.000 --> 00:09:17.000]  「以流力為支撐上」
[00:09:17.000 --> 00:09:19.000]  「以流力為支撐上」
[00:09:19.000 --> 00:09:21.000]  「以流力為支撐上」
[00:09:21.000 --> 00:09:23.000]  「以流力為支撐上」
[00:09:23.000 --> 00:09:25.000]  「以流力為支撐上」
[00:09:25.000 --> 00:09:27.000]  「以流力為支撐上」
[00:09:27.000 --> 00:09:29.000]  「以流力為支撐上」
[00:09:29.000 --> 00:09:31.000]  「以流力為支撐上」
[00:09:31.000 --> 00:09:33.000]  「以流力為支撐上」
[00:09:33.000 --> 00:09:35.000]  「以流力為支撐上」
[00:09:35.000 --> 00:09:37.000]  「以流力為支撐上」
[00:09:37.000 --> 00:09:39.000]  「以流力為支撐上」
[00:09:39.000 --> 00:09:41.000]  「以流力為支撐上」
[00:09:41.000 --> 00:09:43.000]  「以流力為支撐上」
[00:09:43.000 --> 00:09:45.000]  「以流力為支撐上」
[00:09:45.000 --> 00:09:47.000]  「以流力為支撐上」
[00:09:47.000 --> 00:09:49.000]  「以流力為支撐上」
[00:09:49.000 --> 00:09:51.000]  「以流力為支撐上」
[00:09:51.000 --> 00:09:53.000]  「以流力為支撐上」
[00:09:53.000 --> 00:09:55.000]  「以流力為支撐上」
[00:09:55.000 --> 00:09:57.000]  「以流力為支撐上」
[00:09:57.000 --> 00:09:59.000]  「以流力為支撐上」
[00:09:59.000 --> 00:10:01.000]  「以流力為支撐上」
[00:10:01.000 --> 00:10:03.000]  「以流力為支撐上」
[00:10:03.000 --> 00:10:05.000]  「以流力為支撐上」
[00:10:05.000 --> 00:10:07.000]  「以流力為支撐上」
[00:10:07.000 --> 00:10:09.000]  「以流力為支撐上」
[00:10:09.000 --> 00:10:11.000]  「以流力為支撐上」
[00:10:11.000 --> 00:10:13.000]  「以流力為支撐上」
[00:10:13.000 --> 00:10:15.000]  「以流力為支撐上」
[00:10:15.000 --> 00:10:17.000]  「以流力為支撐上」
[00:10:17.000 --> 00:10:19.000]  「以流力為支撐上」
[00:10:19.000 --> 00:10:21.000]  「以流力為支撐上」
[00:10:21.000 --> 00:10:23.000]  「以流力為支撐上」
[00:10:23.000 --> 00:10:25.000]  「以流力為支撐上」
[00:10:25.000 --> 00:10:27.000]  「以流力為支撐上」
[00:10:27.000 --> 00:10:29.000]  「以流力為支撐上」
[00:10:29.000 --> 00:10:31.000]  「以流力為支撐上」
[00:10:31.000 --> 00:10:33.000]  「以流力為支撐上」
[00:10:33.000 --> 00:10:35.000]  「以流力為支撐上」
[00:10:35.000 --> 00:10:37.000]  「以流力為支撐上」
[00:10:37.000 --> 00:10:39.000]  「以流力為支撐上」
[00:10:39.000 --> 00:10:41.000]  「以流力為支撐上」
[00:10:41.000 --> 00:10:43.000]  「以流力為支撐上」
[00:10:43.000 --> 00:10:45.000]  「以流力為支撐上」
[00:10:45.000 --> 00:10:47.000]  「以流力為支撐上」
[00:10:47.000 --> 00:10:49.000]  「以流力為支撐上」
[00:10:49.000 --> 00:10:51.000]  「以流力為支撐上」
[00:10:51.000 --> 00:10:53.000]  「以流力為支撐上」
[00:10:53.000 --> 00:10:55.000]  「以流力為支撐上」
[00:10:55.000 --> 00:10:57.000]  「以流力為支撐上」
[00:10:57.000 --> 00:10:59.000]  「以流力為支撐上」
[00:10:59.000 --> 00:11:01.000]  「以流力為支撐上」
[00:11:01.000 --> 00:11:03.000]  「以流力為支撐上」
[00:11:03.000 --> 00:11:05.000]  「以流力為支撐上」
[00:11:05.000 --> 00:11:07.000]  「以流力為支撐上」
[00:11:07.000 --> 00:11:09.000]  「以流力為支撐上」
[00:11:09.000 --> 00:11:11.000]  「以流力為支撐上」
[00:11:11.000 --> 00:11:13.000]  「以流力為支撐上」
[00:11:13.000 --> 00:11:15.000]  「以流力為支撐上」
[00:11:15.000 --> 00:11:17.000]  「以流力為支撐上」
[00:11:17.000 --> 00:11:19.000]  「以流力為支撐上」
[00:11:19.000 --> 00:11:21.000]  「以流力為支撐上」
[00:11:21.000 --> 00:11:23.000]  「以流力為支撐上」
[00:11:23.000 --> 00:11:25.000]  「以流力為支撐上」
[00:11:25.000 --> 00:11:27.000]  「以流力為支撐上」
[00:11:27.000 --> 00:11:29.000]  「以流力為支撐上」
[00:11:29.000 --> 00:11:31.000]  「以流力為支撐上」
[00:11:31.000 --> 00:11:33.000]  「以流力為支撐上」
[00:11:33.000 --> 00:11:35.000]  「以流力為支撐上」
[00:11:35.000 --> 00:11:37.000]  「以流力為支撐上」
[00:11:37.000 --> 00:11:39.000]  「以流力為支撐上」
[00:11:39.000 --> 00:11:41.000]  「以流力為支撐上」
[00:11:41.000 --> 00:11:43.000]  「以流力為支撐上」
[00:11:43.000 --> 00:11:45.000]  「以流力為支撐上」
[00:11:45.000 --> 00:11:47.000]  「以流力為支撐上」
[00:11:47.000 --> 00:11:49.000]  「以流力為支撐上」
[00:11:49.000 --> 00:11:51.000]  「以流力為支撐上」
[00:11:51.000 --> 00:11:53.000]  「以流力為支撐上」
[00:11:53.000 --> 00:11:55.000]  「以流力為支撐上」
[00:11:55.000 --> 00:11:57.000]  「以流力為支撐上」
[00:11:57.000 --> 00:11:59.000]  「以流力為支撐上」
[00:11:59.000 --> 00:12:01.000]  「以流力為支撐上」
[00:12:01.000 --> 00:12:03.000]  「以流力為支撐上」
[00:12:03.000 --> 00:12:05.000]  「以流力為支撐上」
[00:12:05.000 --> 00:12:07.000]  「以流力為支撐上」
[00:12:07.000 --> 00:12:09.000]  「以流力為支撐上」
[00:12:09.000 --> 00:12:11.000]  「以流力為支撐上」
[00:12:11.000 --> 00:12:13.000]  「以流力為支撐上」
[00:12:13.000 --> 00:12:15.000]  「以流力為支撐上」
[00:12:15.000 --> 00:12:17.000]  「以流力為支撐上」
[00:12:17.000 --> 00:12:19.000]  「以流力為支撐上」
[00:12:19.000 --> 00:12:21.000]  「以流力為支撐上」
[00:12:21.000 --> 00:12:23.000]  「以流力為支撐上」
[00:12:23.000 --> 00:12:25.000]  「以流力為支撐上」
[00:12:25.000 --> 00:12:27.000]  「以流力為支撐上」
[00:12:27.000 --> 00:12:29.000]  「以流力為支撐上」
[00:12:29.000 --> 00:12:31.000]  「以流力為支撐上」
[00:12:31.000 --> 00:12:33.000]  「以流力為支撐上」
[00:12:33.000 --> 00:12:35.000]  「以流力為支撐上」
[00:12:35.000 --> 00:12:37.000]  「以流力為支撐上」
[00:12:37.000 --> 00:12:39.000]  「以流力為支撐上」
[00:12:39.000 --> 00:12:41.000]  「以流力為支撐上」
[00:12:41.000 --> 00:12:43.000]  「以流力為支撐上」
[00:12:43.000 --> 00:12:45.000]  「以流力為支撐上」
[00:12:45.000 --> 00:12:47.000]  「以流力為支撐上」
[00:12:47.000 --> 00:12:49.000]  「以流力為支撐上」
[00:12:49.000 --> 00:12:51.000]  「以流力為支撐上」
[00:12:51.000 --> 00:12:53.000]  「以流力為支撐上」
[00:12:53.000 --> 00:12:55.000]  「以流力為支撐上」
[00:12:55.000 --> 00:12:57.000]  「以流力為支撐上」
[00:12:57.000 --> 00:12:59.000]  「以流力為支撐上」
[00:12:59.000 --> 00:13:01.000]  「以流力為支撐上」
[00:13:01.000 --> 00:13:03.000]  「以流力為支撐上」
[00:13:03.000 --> 00:13:05.000]  「以流力為支撐上」
[00:13:05.000 --> 00:13:07.000]  「以流力為支撐上」
[00:13:07.000 --> 00:13:09.000]  「以流力為支撐上」
[00:13:09.000 --> 00:13:11.000]  「以流力為支撐上」
[00:13:11.000 --> 00:13:13.000]  「以流力為支撐上」
[00:13:13.000 --> 00:13:15.000]  「以流力為支撐上」
[00:13:15.000 --> 00:13:17.000]  「以流力為支撐上」
[00:13:17.000 --> 00:13:19.000]  「以流力為支撐上」
[00:13:19.000 --> 00:13:21.000]  「以流力為支撐上」
[00:13:21.000 --> 00:13:23.000]  「以流力為支撐上」
[00:13:23.000 --> 00:13:25.000]  「以流力為支撐上」
[00:13:25.000 --> 00:13:27.000]  「以流力為支撐上」
[00:13:27.000 --> 00:13:29.000]  「以流力為支撐上」
[00:13:29.000 --> 00:13:31.000]  「以流力為支撐上」
[00:13:31.000 --> 00:13:33.000]  「以流力為支撐上」
[00:13:33.000 --> 00:13:35.000]  「以流力為支撐上」
[00:13:35.000 --> 00:13:37.000]  「以流力為支撐上」
[00:13:37.000 --> 00:13:39.000]  「以流力為支撐上」
[00:13:39.000 --> 00:13:41.000]  「以流力為支撐上」
[00:13:41.000 --> 00:13:43.000]  「以流力為支撐上」
[00:13:43.000 --> 00:13:45.000]  「以流力為支撐上」
[00:13:45.000 --> 00:13:47.000]  「以流力為支撐上」
[00:13:47.000 --> 00:13:49.000]  「以流力為支撐上」
[00:13:49.000 --> 00:13:51.000]  「以流力為支撐上」
[00:13:51.000 --> 00:13:53.000]  「以流力為支撐上」
[00:13:53.000 --> 00:13:55.000]  「以流力為支撐上」
[00:13:55.000 --> 00:13:57.000]  「以流力為支撐上」
[00:13:57.000 --> 00:13:59.000]  「以流力為支撐上」
[00:13:59.000 --> 00:14:01.000]  「以流力為支撐上」
[00:14:01.000 --> 00:14:03.000]  「以流力為支撐上」
[00:14:03.000 --> 00:14:05.000]  「以流力為支撐上」
[00:14:05.000 --> 00:14:07.000]  「以流力為支撐上」
[00:14:07.000 --> 00:14:09.000]  「以流力為支撐上」
[00:14:09.000 --> 00:14:11.000]  「以流力為支撐上」
[00:14:11.000 --> 00:14:13.000]  「以流力為支撐上」
[00:14:13.000 --> 00:14:15.000]  「以流力為支撐上」
[00:14:15.000 --> 00:14:17.000]  「以流力為支撐上」
[00:14:17.000 --> 00:14:19.000]  「以流力為支撐上」
[00:14:19.000 --> 00:14:21.000]  「以流力為支撐上」
[00:14:21.000 --> 00:14:23.000]  「以流力為支撐上」
[00:14:23.000 --> 00:14:25.000]  「以流力為支撐上」
[00:14:25.000 --> 00:14:27.000]  「以流力為支撐上」
[00:14:27.000 --> 00:14:29.000]  「以流力為支撐上」
[00:14:29.000 --> 00:14:31.000]  「以流力為支撐上」
[00:14:31.000 --> 00:14:33.000]  「以流力為支撐上」
[00:14:33.000 --> 00:14:35.000]  「以流力為支撐上」
[00:14:35.000 --> 00:14:37.000]  「以流力為支撐上」
[00:14:37.000 --> 00:14:39.000]  「以流力為支撐上」
[00:14:39.000 --> 00:14:41.000]  「以流力為支撐上」
[00:14:41.000 --> 00:14:43.000]  「以流力為支撐上」
[00:14:43.000 --> 00:14:45.000]  「以流力為支撐上」
[00:14:45.000 --> 00:14:47.000]  「以流力為支撐上」
[00:14:47.000 --> 00:14:49.000]  「以流力為支撐上」
[00:14:49.000 --> 00:14:51.000]  「以流力為支撐上」
[00:14:51.000 --> 00:14:53.000]  「以流力為支撐上」
[00:14:53.000 --> 00:14:55.000]  「以流力為支撐上」
[00:14:55.000 --> 00:14:57.000]  「以流力為支撐上」
[00:14:57.000 --> 00:14:59.000]  「以流力為支撐上」
[00:14:59.000 --> 00:15:01.000]  「以流力為支撐上」
[00:15:01.000 --> 00:15:03.000]  「以流力為支撐上」
[00:15:03.000 --> 00:15:05.000]  「以流力為支撐上」
[00:15:05.000 --> 00:15:07.000]  「以流力為支撐上」
[00:15:07.000 --> 00:15:09.000]  「以流力為支撐上」
[00:15:09.000 --> 00:15:11.000]  「以流力為支撐上」
[00:15:11.000 --> 00:15:13.000]  「以流力為支撐上」
[00:15:13.000 --> 00:15:15.000]  「以流力為支撐上」
[00:15:15.000 --> 00:15:17.000]  「以流力為支撐上」
[00:15:17.000 --> 00:15:19.000]  「以流力為支撐上」
[00:15:19.000 --> 00:15:21.000]  「以流力為支撐上」
[00:15:21.000 --> 00:15:23.000]  「以流力為支撐上」
[00:15:23.000 --> 00:15:25.000]  「以流力為支撐上」
[00:15:25.000 --> 00:15:27.000]  「以流力為支撐上」
[00:15:27.000 --> 00:15:29.000]  「以流力為支撐上」
[00:15:29.000 --> 00:15:31.000]  「以流力為支撐上」
[00:15:31.000 --> 00:15:33.000]  「以流力為支撐上」
[00:15:33.000 --> 00:15:35.000]  「以流力為支撐上」
[00:15:35.000 --> 00:15:37.000]  「以流力為支撐上」
[00:15:37.000 --> 00:15:39.000]  「以流力為支撐上」
[00:15:39.000 --> 00:15:41.000]  「以流力為支撐上」
[00:15:41.000 --> 00:15:43.000]  「以流力為支撐上」
[00:15:43.000 --> 00:15:45.000]  「以流力為支撐上」
[00:15:45.000 --> 00:15:47.000]  「以流力為支撐上」
[00:15:47.000 --> 00:15:49.000]  「以流力為支撐上」
[00:15:49.000 --> 00:15:51.000]  「以流力為支撐上」
[00:15:51.000 --> 00:15:53.000]  「以流力為支撐上」
[00:15:53.000 --> 00:15:55.000]  「以流力為支撐上」
[00:15:55.000 --> 00:15:57.000]  「以流力為支撐上」
[00:15:57.000 --> 00:15:59.000]  「以流力為支撐上」
[00:15:59.000 --> 00:16:01.000]  「以流力為支撐上」
[00:16:01.000 --> 00:16:03.000]  「以流力為支撐上」
[00:16:03.000 --> 00:16:05.000]  「以流力為支撐上」
[00:16:05.000 --> 00:16:07.000]  「以流力為支撐上」
[00:16:07.000 --> 00:16:09.000]  「以流力為支撐上」
[00:16:09.000 --> 00:16:11.000]  「以流力為支撐上」
[00:16:11.000 --> 00:16:13.000]  「以流力為支撐上」
[00:16:13.000 --> 00:16:15.000]  「以流力為支撐上」
[00:16:15.000 --> 00:16:17.000]  「以流力為支撐上」
[00:16:17.000 --> 00:16:19.000]  「以流力為支撐上」
[00:16:19.000 --> 00:16:21.000]  「以流力為支撐上」
[00:16:21.000 --> 00:16:23.000]  「以流力為支撐上」
[00:16:23.000 --> 00:16:25.000]  「以流力為支撐上」
