
[00:00:00.000 --> 00:00:05.000]  感謝主的恩典 讓我來分享神的說話
[00:13:42.000 --> 00:13:47.000]  向他們的會員派發物資
[00:13:47.000 --> 00:13:53.000]  在會員換証的時間
[00:13:53.000 --> 00:13:55.000]  180個會員
[00:13:55.000 --> 00:13:57.000]  來到教會換証
[00:13:57.000 --> 00:14:01.000]  要填表、拍照等等
[00:14:01.000 --> 00:14:04.000]  就在填表、拍照等待的時間
[00:14:04.000 --> 00:14:05.000]  是怎樣呢?
[00:14:05.000 --> 00:14:08.000]  我們講三幅
[00:14:08.000 --> 00:14:12.000]  早、中、晚180個人用了一個月
[00:14:12.000 --> 00:14:17.000]  作過講
[00:14:17.000 --> 00:14:19.000]  大家也知道牧者不講名字
[00:14:19.000 --> 00:14:24.000]  忙到抽筋
[00:14:24.000 --> 00:14:27.000]  但是很開心
[00:14:27.000 --> 00:14:30.000]  這180人裏面有30個人
[00:14:30.000 --> 00:14:37.000]  決志信了耶穌
[00:14:37.000 --> 00:14:39.000]  這個疫情
[00:14:39.000 --> 00:14:42.000]  人受限制
[00:14:42.000 --> 00:14:46.000]  是否成為難阻呢?
[00:14:46.000 --> 00:14:51.000]  重點是有沒有決心和胸襟
[00:14:51.000 --> 00:14:52.000]  13節
[00:14:52.000 --> 00:14:55.000]  「以致我受的困所
[00:14:55.000 --> 00:14:58.000]  在禦刑全軍和其餘的人中
[00:14:58.000 --> 00:15:02.000]  已經顯明是為福音的緣故
[00:15:02.000 --> 00:15:06.000]  保羅要上告當時的皇帝蓋薩
[00:15:06.000 --> 00:15:08.000]  他是重義的囚犯
[00:15:08.000 --> 00:15:10.000]  由禦林軍來看守
[00:15:10.000 --> 00:15:13.000]  當時駐軍在羅馬的禦林軍
[00:15:13.000 --> 00:15:18.000]  大概有9千到1萬人
[00:15:18.000 --> 00:15:20.000]  我們去計算
[00:15:20.000 --> 00:15:25.000]  保羅怎能夠向這麼多人傳福音呢?
[00:15:25.000 --> 00:15:29.000]  如果用早、中、晚的說法
[00:15:29.000 --> 00:15:31.000]  一天早、中、晚三間
[00:15:31.000 --> 00:15:34.000]  每一間向三個人傳福音
[00:15:34.000 --> 00:15:37.000]  一個星期做六天
[00:15:37.000 --> 00:15:42.000]  即是一個年52.14個星期
[00:15:42.000 --> 00:15:47.000]  他能夠向2815個人傳道
[00:15:47.000 --> 00:15:51.000]  9千人要3.2年才能傳完
[00:15:51.000 --> 00:15:55.000]  有沒有可能呢?
[00:15:55.000 --> 00:15:59.000]  真的勸棄了
[00:15:59.000 --> 00:16:03.000]  向每個士兵談道根本是不可能的
[00:16:03.000 --> 00:16:06.000]  最有可能的解釋
[00:16:06.000 --> 00:16:11.000]  是保羅在千辛萬苦排除萬難
[00:16:11.000 --> 00:16:16.000]  終於來到羅馬
[00:16:16.000 --> 00:16:19.000]  他向皇帝上訴
[00:16:19.000 --> 00:16:21.000]  是因為信仰的緣故
[00:16:21.000 --> 00:16:26.000]  定估都不會為子虛烏有的事情
[00:16:26.000 --> 00:16:28.000]  冒死來送人頭
[00:16:28.000 --> 00:16:33.000]  保羅堅持信仰誓不低頭
[00:16:33.000 --> 00:16:35.000]  不委曲求全
[00:16:35.000 --> 00:16:38.000]  更加放棄自由
[00:16:38.000 --> 00:16:41.000]  被囚於獄中
[00:16:41.000 --> 00:16:43.000]  這份剛毅不屈
[00:16:43.000 --> 00:16:46.000]  贏取了士兵的認同
[00:16:46.000 --> 00:16:53.000]  他的事跡廣泛在禦林軍中流傳
[00:16:53.000 --> 00:16:57.000]  我以前借去木湖一位童工講述
[00:16:57.000 --> 00:17:00.000]  他在希腹讀神學
[00:17:00.000 --> 00:17:03.000]  作為神學生的見證
[00:17:03.000 --> 00:17:09.000]  他和一班弟兄到深水埗龍屋服侍
[00:17:09.000 --> 00:17:12.000]  即是龍屋住在龍裡面
[00:17:12.000 --> 00:17:15.000]  你猜他會做什麼服侍?
[00:17:15.000 --> 00:17:19.000]  到深水埗龍屋服侍
[00:17:19.000 --> 00:17:20.000]  義工
[00:17:20.000 --> 00:17:22.000]  你猜他會做什麼服侍?
[00:17:22.000 --> 00:17:24.000]  派飯?
[00:17:24.000 --> 00:17:28.000]  遊鐵閘?
[00:17:28.000 --> 00:17:34.000]  不是,是洗廁所
[00:17:34.000 --> 00:17:39.000]  他說場景污穢化
[00:17:39.000 --> 00:17:40.000]  污糟化
[00:17:40.000 --> 00:17:45.000]  好像人間地獄有多污糟
[00:17:45.000 --> 00:17:50.000]  因為坐廁塞
[00:17:50.000 --> 00:17:53.000]  有些人垃圾照扔下去
[00:17:53.000 --> 00:17:54.000]  塞滿了
[00:17:54.000 --> 00:17:56.000]  漏出來滿死
[00:17:56.000 --> 00:18:02.000]  那些男人就地屙
[00:18:02.000 --> 00:18:06.000]  大小二面在廁所裡
[00:18:06.000 --> 00:18:08.000]  就地屙
[00:18:08.000 --> 00:18:10.000]  他說他去清潔
[00:18:10.000 --> 00:18:13.000]  戴著兩個口罩
[00:18:13.000 --> 00:18:16.000]  都聞到一股味道
[00:18:16.000 --> 00:18:17.000]  真是受不了
[00:18:17.000 --> 00:18:21.000]  他說以前都不知道為什麼有這樣的能耐
[00:18:21.000 --> 00:18:23.000]  做到這件事
[00:18:23.000 --> 00:18:27.000]  整個禮拜都吃不下飯
[00:18:27.000 --> 00:18:28.000]  他做完之後
[00:18:28.000 --> 00:18:31.000]  他說那種情景
[00:18:31.000 --> 00:18:35.000]  他一路清潔
[00:18:35.000 --> 00:18:38.000]  在洗坐廁的時間
[00:18:38.000 --> 00:18:41.000]  有些人在旁邊屙尿
[00:18:41.000 --> 00:18:45.000]  這樣去清潔
[00:18:45.000 --> 00:18:46.000]  龍屋的人
[00:18:46.000 --> 00:18:48.000]  那些男士
[00:18:48.000 --> 00:18:51.000]  在做的時候
[00:18:51.000 --> 00:18:53.000]  那些人在說髒話
[00:18:53.000 --> 00:18:55.000]  在罵
[00:18:55.000 --> 00:18:56.000]  為什麼這麼污糟
[00:18:56.000 --> 00:18:58.000]  自己就射到到處都是
[00:18:58.000 --> 00:18:59.000]  類似這樣
[00:18:59.000 --> 00:19:02.000]  然後
[00:19:02.000 --> 00:19:04.000]  那些人
[00:19:04.000 --> 00:19:06.000]  離開的時候
[00:19:06.000 --> 00:19:07.000]  你猜龍屋的人
[00:19:07.000 --> 00:19:09.000]  怎樣跟我們說
[00:19:09.000 --> 00:19:10.000]  他說
[00:19:10.000 --> 00:19:12.000]  我們欣賞
[00:19:12.000 --> 00:19:17.000]  但不會感謝
[00:19:17.000 --> 00:19:18.000]  我們欣賞
[00:19:18.000 --> 00:19:20.000]  但不會感謝
[00:19:20.000 --> 00:19:23.000]  他說你們這些耶穌佬
[00:19:23.000 --> 00:19:25.000]  跟我們非親非故
[00:19:25.000 --> 00:19:27.000]  山長水遠
[00:19:27.000 --> 00:19:28.000]  無離拉更
[00:19:28.000 --> 00:19:31.000]  走來幫我們做義工
[00:19:31.000 --> 00:19:33.000]  你們不是瘋子
[00:19:33.000 --> 00:19:36.000]  就是愛心爆棚
[00:19:36.000 --> 00:19:37.000]  我們都做不出
[00:19:37.000 --> 00:19:39.000]  每天看到我們都受不了
[00:19:39.000 --> 00:19:41.000]  你走來可以這樣
[00:19:41.000 --> 00:19:46.000]  我們是極之欣賞
[00:19:46.000 --> 00:19:50.000]  你們的愛心付出
[00:19:50.000 --> 00:19:52.000]  但我們不感謝
[00:19:52.000 --> 00:19:55.000]  這些東西應該怎樣
[00:19:55.000 --> 00:19:57.000]  業主做的
[00:19:57.000 --> 00:20:00.000]  你這麼傻幫我們做
[00:20:00.000 --> 00:20:03.000]  我們真金白銀交租
[00:20:03.000 --> 00:20:06.000]  業主應該提供一個廁所
[00:20:06.000 --> 00:20:08.000]  可以去到的廁所
[00:20:08.000 --> 00:20:11.000]  不是應該你們來做的
[00:20:11.000 --> 00:20:13.000]  所以我們是欣賞
[00:20:13.000 --> 00:20:18.000]  但不感謝
[00:20:18.000 --> 00:20:20.000]  我們童工
[00:20:20.000 --> 00:20:22.000]  說了這麼多年之後
[00:20:22.000 --> 00:20:26.000]  依然是記憶猶新
[00:20:26.000 --> 00:20:27.000]  那個情景
[00:20:27.000 --> 00:20:30.000]  他說不能夠磨滅
[00:20:30.000 --> 00:20:32.000]  我相信
[00:20:32.000 --> 00:20:35.000]  這班龍屋的居民
[00:20:35.000 --> 00:20:37.000]  他這一天
[00:20:37.000 --> 00:20:39.000]  唯有有心之念
[00:20:39.000 --> 00:20:42.000]  他還記得這班傻佬
[00:20:42.000 --> 00:20:44.000]  這班耶穌佬
[00:20:44.000 --> 00:20:46.000]  竟然這樣走來
[00:20:46.000 --> 00:20:50.000]  用愛心來服侍
[00:20:50.000 --> 00:20:55.000]  因為一切都是為了福音
[00:20:55.000 --> 00:20:58.000]  每天有不同的士兵
[00:20:58.000 --> 00:21:01.000]  來到囚室近距離的
[00:21:01.000 --> 00:21:03.000]  看看保羅何許人也
[00:21:03.000 --> 00:21:05.000]  保羅的言行舉止
[00:21:05.000 --> 00:21:09.000]  成為儒林軍茶餘飯後的話題
[00:21:09.000 --> 00:21:12.000]  保羅就好像一場戲
[00:21:12.000 --> 00:21:13.000]  讓世人觀看
[00:21:13.000 --> 00:21:16.000]  保羅就成為了示範單位
[00:21:16.000 --> 00:21:19.000]  贏取士兵的信任
[00:21:19.000 --> 00:21:23.000]  一切都是為了福音
[00:21:23.000 --> 00:21:26.000]  對於保羅以福音為先的態度
[00:21:26.000 --> 00:21:28.000]  保羅的羅馬信徒
[00:21:28.000 --> 00:21:30.000]  有什麼反應呢?
[00:21:30.000 --> 00:21:32.000]  十四節提到
[00:21:32.000 --> 00:21:34.000]  「並且那在主裡的弟兄
[00:21:34.000 --> 00:21:39.000]  多半因我受的菌所就篤信不疑
[00:21:39.000 --> 00:21:44.000]  越發放膽傳神的道母所懼怕」
[00:21:44.000 --> 00:21:46.000]  保羅對信仰的堅貞
[00:21:46.000 --> 00:21:50.000]  傳遞感染了信徒
[00:21:50.000 --> 00:21:52.000]  比較之下更加積極
[00:21:52.000 --> 00:21:55.000]  更加勇敢傳揚福音
[00:21:55.000 --> 00:21:59.000]  基督信仰因為保羅這個罪犯
[00:21:59.000 --> 00:22:01.000]  成為大眾的議題
[00:22:01.000 --> 00:22:04.000]  正常來說羅馬教會怕被連累
[00:22:04.000 --> 00:22:07.000]  會盡量減低他的存在感
[00:22:07.000 --> 00:22:10.000]  試圖與保羅劃清界線
[00:22:10.000 --> 00:22:11.000]  相反
[00:22:11.000 --> 00:22:13.000]  羅馬教會的熱心
[00:22:13.000 --> 00:22:16.000]  是保羅所感染的
[00:22:16.000 --> 00:22:18.000]  保羅以福音為先的態度
[00:22:18.000 --> 00:22:21.000]  反映他在得悉羅馬信徒
[00:22:21.000 --> 00:22:24.000]  信仰群體傳福音後的反應
[00:22:24.000 --> 00:22:26.000]  剛才主席讀經文來講
[00:22:26.000 --> 00:22:31.000]  當有兩群人用不同的動機
[00:22:31.000 --> 00:22:33.000]  來傳揚福音
[00:22:33.000 --> 00:22:36.000]  有人是結黨並不誠實
[00:22:36.000 --> 00:22:39.000]  要加珍保羅菌所的苦楚
[00:22:39.000 --> 00:22:43.000]  但有些人是真心知道
[00:22:43.000 --> 00:22:47.000]  保羅是為福音的緣故
[00:22:47.000 --> 00:22:49.000]  但保羅的說法是
[00:22:49.000 --> 00:22:51.000]  無論怎樣
[00:22:51.000 --> 00:22:54.000]  基督究竟被傳開了
[00:22:54.000 --> 00:22:57.000]  為此我就歡喜
[00:22:57.000 --> 00:23:00.000]  第一群人是受保羅感召
[00:23:00.000 --> 00:23:02.000]  積極投入傳福音
[00:23:02.000 --> 00:23:04.000]  是可以理解的
[00:23:04.000 --> 00:23:06.000]  第二群人到底是什麼人呢?
[00:23:06.000 --> 00:23:08.000]  更加有不同的說法
[00:23:08.000 --> 00:23:12.000]  但從保羅書信裡見到
[00:23:12.000 --> 00:23:14.000]  保羅對別的福音
[00:23:14.000 --> 00:23:15.000]  對異端
[00:23:15.000 --> 00:23:18.000]  他都是當面職責
[00:23:18.000 --> 00:23:20.000]  強烈反對
[00:23:20.000 --> 00:23:23.000]  如果這些人說福音的內容
[00:23:23.000 --> 00:23:24.000]  有問題的話
[00:23:24.000 --> 00:23:28.000]  保羅不會不斥責他們
[00:23:28.000 --> 00:23:29.000]  保羅的斥責
[00:23:29.000 --> 00:23:33.000]  是講到他們傳福音的動機
[00:23:33.000 --> 00:23:38.000]  保羅作為愛來者
[00:23:38.000 --> 00:23:41.000]  名聲竟然如日中天
[00:23:41.000 --> 00:23:44.000]  他的名聲在猶太人當中
[00:23:44.000 --> 00:23:47.000]  一直被惡意重賞
[00:23:47.000 --> 00:23:51.000]  說他教導人不遵守律法
