
[00:00:00.000 --> 00:00:01.940]  各位頂英姐妹,復活節
[00:04:15.360 --> 00:04:20.320]  所以我都不知道怎麼說,我現在的心裏面很憂愁
[00:04:20.320 --> 00:04:23.780]  很難過,但又不知道怎麼回事
[00:04:23.780 --> 00:04:26.620]  你呢?
[00:04:26.620 --> 00:04:39.220]  我不知道為什麼,那些大祭司和宗教領袖就要這樣做
[00:04:39.220 --> 00:04:41.820]  為什麼要這樣對待耶穌呢?
[00:04:41.820 --> 00:04:47.320]  拿撒勒人耶穌,我們認識他,我們見過他
[00:04:47.320 --> 00:04:51.320]  他好像很厲害,他很有神的祝福
[00:04:51.320 --> 00:04:53.320]  很有能力,是神那裏來的
[00:04:53.320 --> 00:04:58.320]  耶穌是我見過這麼多個先知裏面最厲害的先知
[00:04:58.320 --> 00:05:04.320]  他說話很有能力,很有道理
[00:05:04.320 --> 00:05:08.320]  他教我們的東西全部都是很真實的
[00:05:08.320 --> 00:05:14.320]  甚至我們聽到,我們也都經歷過
[00:05:14.320 --> 00:05:18.320]  他做了很多的神蹟,他醫了很多的人
[00:05:18.320 --> 00:05:20.320]  趕了很多的鬼
[00:05:20.320 --> 00:05:27.320]  我從來沒見過一個先知這麼有能力,這麼有影響力的
[00:05:27.320 --> 00:05:34.320]  所以,我一直都認為他是我們在等的那個救世主
[00:05:34.320 --> 00:05:41.320]  一直我很想,很想這個救世主來
[00:05:41.320 --> 00:05:45.320]  因為我不想沒有了我們自己的國家
[00:05:45.320 --> 00:05:49.320]  不想再被羅馬政府欺壓我們
[00:05:49.320 --> 00:05:57.320]  我想著耶穌來是要拯救我們,打敗羅馬
[00:05:57.320 --> 00:06:01.320]  讓我們以色列國能夠起來
[00:06:01.320 --> 00:06:05.320]  有我們自己強大的國家,好像以前大衛王的時候那樣
[00:06:07.320 --> 00:06:14.320]  但是不知為何,那幫宗教領袖弄死了耶穌
[00:06:14.320 --> 00:06:17.320]  死得很難看
[00:06:17.320 --> 00:06:20.320]  背著十字架走的那段路
[00:06:20.320 --> 00:06:24.320]  很多人笑他,侮辱他
[00:06:24.320 --> 00:06:28.320]  甚至連釘他都不肯
[00:06:28.320 --> 00:06:31.320]  不肯,不肯,不肯
[00:06:32.320 --> 00:06:40.320]  他們笑他,侮辱他,甚至連釘他身邊的強盜都恥笑他,看不起他
[00:06:40.320 --> 00:06:43.320]  他就是這樣死了
[00:06:43.320 --> 00:06:47.320]  現在已經是第三天
[00:06:47.320 --> 00:06:57.320]  為何會這樣
[00:06:57.320 --> 00:07:00.320]  我之前是不是信錯了
[00:07:02.320 --> 00:07:05.320]  我現在都不知道該怎麼辦,什麼希望都沒有了
[00:07:05.320 --> 00:07:07.320]  我都不知道自己要做些什麼
[00:07:07.320 --> 00:07:12.320]  你可不可以告訴我,我們該怎麼辦
[00:07:12.320 --> 00:07:28.320]  我現在還很頭暈,很混亂
[00:07:29.320 --> 00:07:35.320]  剛剛我又聽到今早有些阿姨去探望耶穌,去墳墓探望耶穌
[00:07:35.320 --> 00:07:41.320]  誰知他們說,他們見到墳墓墓穴前面那塊大石頭移開了
[00:07:41.320 --> 00:07:45.320]  他們進去看的時候,不見了一條屍體
[00:07:45.320 --> 00:07:52.320]  接著他們回來說,他們見到天使
[00:07:52.320 --> 00:07:57.320]  還有天使告訴他們,耶穌還在生
[00:07:59.320 --> 00:08:01.320]  見不見了
[00:08:01.320 --> 00:08:04.320]  拍戲情節都沒那麼厲害
[00:08:04.320 --> 00:08:07.320]  你信不信
[00:08:07.320 --> 00:08:10.320]  究竟發生什麼事情呢
[00:08:10.320 --> 00:08:13.320]  耶穌的屍體去了哪裡
[00:08:13.320 --> 00:08:19.320]  還有,我的好朋友都去看過
[00:08:19.320 --> 00:08:26.320]  他們看完之後都好像前面那些阿姨一樣,都說找不到耶穌的屍體
[00:08:29.320 --> 00:08:31.320]  究竟發生什麼事呢
[00:08:31.320 --> 00:08:38.320]  好煩,好亂,甚至我覺得好灰
[00:08:38.320 --> 00:08:52.320]  各位頂尖妹
[00:08:55.320 --> 00:09:04.320]  這兩個門徒一路走的時候,他們好憂傷,好難過,好迷惘,好多疑惑
[00:09:04.320 --> 00:09:10.320]  你一路跟他們走的時候,走不走出這些感受呢
[00:09:10.320 --> 00:09:18.320]  這兩個門徒在當時耳盲五思這段路上,為什麼他們會這樣呢
[00:09:19.320 --> 00:09:28.320]  因為他們親身經歷,自己一路盼望的,以為是這樣的事情,以為耶穌是一個很厲害的政治領袖
[00:09:28.320 --> 00:09:33.320]  要進入耶路撒冷,打敗當時當權的羅馬政權
[00:09:33.320 --> 00:09:37.320]  誰知他眼中看到的事情不是這樣
[00:09:37.320 --> 00:09:42.320]  和他心裡所想的,之前所持有的很大的落差
[00:09:42.320 --> 00:09:46.320]  他沒有人生方向,懷疑自己之前所信的
[00:09:49.320 --> 00:09:57.320]  他在這段時間,屬靈的生命上,他人生的路途上,好低沉,好低沉,是一個低谷的時間
[00:09:57.320 --> 00:10:07.320]  你呢,在你現在的生活當中,有沒有一些事情,捆綁著你的心
[00:10:07.320 --> 00:10:14.320]  令你覺得自己和耶穌好像很遠,很長距離,甚至你摸不到耶穌的樣子
[00:10:15.320 --> 00:10:26.320]  有沒有一些事情,令你無法呼吸,沒什麼心機,沒什麼力量,再去面對前面,神想你走過的一條路呢
[00:10:26.320 --> 00:10:32.320]  我們每一個人都有自己一條屬靈的路途要走
[00:10:32.320 --> 00:10:35.320]  今天你走成怎樣
[00:10:35.320 --> 00:10:44.320]  我們再看下去,求主幫助我們看看,復活的主,怎樣在這條二馬五司的路上
[00:10:45.320 --> 00:10:52.320]  幫助這兩個傷心失意困惑的門徒,繼續走這條前面要走的路
[00:10:52.320 --> 00:11:03.320]  第一點,這裡說,當我們屬靈低沉的時候,復活的主是會親自主動來陪伴著我們
[00:11:03.320 --> 00:11:07.320]  我們請弟兄讀15節,1,2,3
[00:11:15.320 --> 00:11:25.320]  留意,這裡是耶穌自己主動親自走上去,接近他們,埋他們身,和他們一起走一段路
[00:11:25.320 --> 00:11:30.320]  在17-19節,請姐妹
[00:11:45.320 --> 00:12:04.320]  (廣東話)
[00:12:04.320 --> 00:12:11.320]  留意,17-19節,耶穌做了一個主動的動作,踏傘
[00:12:12.320 --> 00:12:20.320]  走過去和這兩個門徒主動聊天,問他們發生了什麼事情
[00:12:20.320 --> 00:12:26.320]  很有趣,耶穌主動靠近他們,主動跟他們聊天
[00:12:26.320 --> 00:12:29.320]  在25-27節
[00:12:30.320 --> 00:12:46.320]  (廣東話)
[00:12:47.320 --> 00:13:00.320]  耶穌主動提醒他們,用神的話,第一,耶穌也很嚴厲,說他們遲鈍,說他們無知,為什麼到現在你們還想不通
[00:13:00.320 --> 00:13:08.320]  接著,耶穌就將聖經裡面一路講尼塞亞的事情,聖經舊約,聖經怎樣預言關於尼塞亞的事情
[00:13:08.320 --> 00:13:14.320]  怎樣應驗在耶穌基督身上,他再講一次給這兩個門徒去聽
[00:13:15.320 --> 00:13:29.320]  (廣東話)
[00:13:30.320 --> 00:13:53.320]  看到嗎?耶穌多好,這兩個門徒覺得和這個陌生人,這個路人甲聊天聊得很開心,聽他講聖經講得很有力量,所以主動叫路人甲不要走,已經日落了,天黑了,你不如留在這裡和我們一起度宿一晚,第二天再走
[00:13:54.320 --> 00:14:06.320]  耶穌很樂意留下來陪著他們,接著三十節和三十一節告訴你,耶穌和他們一起坐直,做了一個動作,就是我們剛才做的聖餐的動作
[00:14:06.320 --> 00:14:19.320]  這個也是之前主耶穌基督和這班門徒吃最後晚餐的時候做的動作,拿起餅,竹蔗,抹開地給他們,然後這班門徒眼睛就明亮了,才認得出
[00:14:20.320 --> 00:14:30.320]  但是很有趣,真的好像拍戲一樣,叮一聲,耶穌就不見了,為什麼耶穌要做這麼多這些動作呢?
[00:14:31.320 --> 00:14:51.320]  你想想,耶穌不是有空沒事做,這一切發生是有他的目的,耶穌發生一定有他的心意,我很相信我看這段經文的時候看到主耶穌基督的恩典和慈愛,臨到這兩個傷心的人
[00:14:52.320 --> 00:15:08.320]  他們在這條路上,一路離開耶路撒冷,走到二馬五司這段路上,他們的內心那種沉寂,痛苦,因為他們一路盼望的尼塞亞,而對於他們來說,這一刻沒有了那種希望
[00:15:09.320 --> 00:15:23.320]  耶穌完全知道,在這段路途上他們的困惑,所以耶穌很憐憫他們,不想他們去到一個絕望痛苦的階段,所以首先就給機會他們很蒙福
[00:15:24.320 --> 00:15:47.320]  耶穌還沒有向很多門徒顯現的時候,就向這兩個門徒顯現,復活的主幫助他們,親自在他們這段孤獨的路途上,讓他們去認識,經歷神,耶穌主動陪伴他們,主動陪伴
[00:15:48.320 --> 00:16:04.320]  我有很多次無數,我也數不到多少次的機會,陪伴身邊的朋友,親人,或者教會的弟兄姊妹,渡過他們失去了他們沒有家人的那一個時間,特別家人離世的時間
[00:16:04.320 --> 00:16:14.320]  其實如果你經歷過的時候,那一段時間,初頭那段時間,是內心起伏很多,那種感受很複雜,很難受,日子很難過
[00:16:15.320 --> 00:16:32.320]  那我也算是一個懂得說話的人,但我告訴你,其實在那些時間裡,是很難說一些合意的話,我自己也經歷過那些時刻,那一刻很難身邊的人能夠完全明白你
[00:16:33.320 --> 00:16:47.320]  我最怕聽到一句,節哀順變,知道節哀順變是什麼意思嗎?我們很習慣中國人會說這一句,我查了一下,是來自禮記的
[00:16:48.320 --> 00:17:05.320]  喪禮,哀戚之至也,節哀順變也,君子廉恥之者也,就是這個意思,其實他的意思就是說,我們抑制一下自己的哀傷,順應變故
[00:17:05.320 --> 00:17:15.320]  所以我們在引申道,我們很習慣用這四個字來鼓勵一些哀傷者,叫他們好好保重這樣的意思
[00:17:16.320 --> 00:17:28.320]  不過有時候我想一下,在那些時候怎樣節哀順變呢?我們都是人一個,有血有肉的那段時間,我們有很多自己不同的感受
[00:17:29.320 --> 00:17:48.320]  所以我自己親身的經歷和學習就是,在那些時候,很多時候我們不需要說很多其他的說話,有時候我們越說得不適當不適宜,就越令人內心的情緒和很多東西的起伏更加多
[00:17:49.320 --> 00:18:02.320]  反而我們去到他身邊,你的出席,你的問候,甚至你一個擁抱,陪伴,都能夠帶給他們很多的安慰
[00:18:03.320 --> 00:18:19.320]  不只是用我們的口,說很多的說話能夠解決,而是你親身在那些時間陪著他,讓他覺得走過一段路他不孤單,他走過一段路有同行者已經是很珍貴
[00:18:20.320 --> 00:18:33.320]  那一星期,我們在崇拜裡面,有歐陽牧師來和我們分享他的情況,他的心路歷程,他面對癌症的治療,我們一起為他祈禱,記得嗎?
[00:18:34.320 --> 00:18:50.320]  之後我聽到有一位姊妹和我分享,他在當日崇拜裡面,代禱他自己的一個經歷,他在他的座位站高起來,然後舉高他的手去禱告
[00:18:51.320 --> 00:19:04.320]  當他為歐陽師母去禱告的時候,他的腦和他的口都能夠講到很多的細節,歐陽師母的情況,他的需要如何可以在神面前為他代禱
[00:19:04.320 --> 00:19:19.320]  當他要為歐陽牧師祈禱的時候,他的口說不出的話,但是他很深深的經歷到聖靈在他心裡面引領他
[00:19:20.320 --> 00:19:33.320]  他的心裡面有一個很火熱,很恆切的心,為歐陽牧師去祈禱,他很經歷到當他自己的口說不出用什麼話去表達的時候,聖靈就有說不盡的嘆息
[00:19:33.320 --> 00:19:41.320]  他經歷這個是聖靈的工作,是聖靈的帶領他,聖靈和他同在
[00:19:42.320 --> 00:20:01.320]  弟兄姊妹,聖靈時刻和我們同在,陪伴著我們,無論我們在任何的環境,你屬靈的狀況是怎麼樣,聖靈已經親自伴著你的了,他不走的,他永遠都不會離開你的
[00:20:02.320 --> 00:20:18.320]  就差在我們回到家裡,我們見到家裡的人,他已經坐在客廳裡了,但是可能你一聲不出就自己躲在自己的房間裡,但是他已經在這裡待命,伴著你,任何的環境他都不會離開你
[00:20:19.320 --> 00:20:36.320]  這是一個很寶貴的英許,他說我還不撇下你,也不丟棄你,任何的環境,縱然有時我們自己會丟下神,不理神,當看不到他,但是神仍然在我們這裡伴著我們,你經歷到嗎
[00:20:37.320 --> 00:20:59.320]  在我們屬靈低沉的時候,聖靈仍然在這裡陪著我們,第二點,在我們屬靈低沉的路途上,復活的主會親自來復興我們,聖靈不只是伴著我們這麼簡單,聖靈會來復興我們,我們一起讀32至35節,1,2,3
[00:21:07.320 --> 00:21:33.320]  (國語)
[00:21:34.320 --> 00:21:58.320]  這兩位門徒因為他們發現神的話在他們心裡有作用,開始有火熱的感覺,他們聽到路人甲講神的話聽到有點火熱,所以他們很渴望繼續聽神的話,為什麼?
[00:21:59.320 --> 00:22:27.320]  因為神的話能夠燃起他們心裡的火,從這段經文我們看到主耶穌真的很奇妙很厲害,祂知道這些門徒何時很低落,何時需要神用祂的話燒一燒他們心裡的火,使他們覺得不再孤單不再憂慮,很突然就是神透過這些經歷讓他們開眼,開始不會再只看到前面的困難,前面的不開心
[00:22:28.320 --> 00:22:54.320]  而是看到原來站在祂前面的那個就是已經死了但是復活的耶穌基督,神的愛就是這樣淋在祂身上,弟兄姊妹我們也要知道去從實使命,特別他們會覺得不再憂慮不再憂愁不再迷失,甚至我們會離開低沉,為什麼?因為有神的話帶著他們
[00:22:58.320 --> 00:23:05.320]  這兩個門徒當他們經歷完神之後,心裡開始火熱,他們做什麼行動?
[00:23:10.320 --> 00:23:36.320]  立刻回頭,回到耶路撒冷,做什麼呢?他們很緊張,很興奮,很緊張地走去找那11個使徒告訴他們,主已經復活了,主真的復活了,他們報喜訊,做見證,為什麼?因為他們自己經歷過,原來主復活這件事情是真的
[00:23:37.320 --> 00:23:57.320]  他們人生重新有方向,有力量去為主去工作,在我生活上我有一件寶貝,這件寶貝經常和我有很貼身的關係,這件寶貝就是這個
[00:24:07.320 --> 00:24:25.320]  這個電熱包不是我冬天冷的時候抱著來取暖的暖包,而是我的老人家,老人病,腰骨痛,腰酸背痛,我經常會插著這個電熱包,會晃著腰,有時候睡覺的時候會顫一顫
[00:24:26.320 --> 00:24:43.320]  弟兄姊妹,你知不知道這個電熱包對於我來說也很好,每一次插一插電,可以有大概五個小時的熱量可以發出,過了五個小時,當我需要熱量的時候,我就再插一插它
[00:24:44.320 --> 00:24:58.320]  很快,這個很快速,不知道會不會爆呢,十分鐘就可以重新插電,熱了十分鐘,又可以暖五個小時左右
[00:24:58.320 --> 00:25:03.320]  弟兄姊妹,你的屬靈生命呢?
[00:25:04.320 --> 00:25:19.320]  你心中的那團火夠不夠熱呢?那個火不是罵人的那種火,是和神的關係的那種愛火,服侍神的那種熱情激情的火,夠不夠呢?
[00:25:20.320 --> 00:25:40.320]  很有趣的,其實是一樣的,我也是,偶爾我也需要插一插電,我也需要在行一條屬靈的路程上,我也需要被神插一插電,有時候甚至激整個雷電,激一下我的心,電一下我的腰,我才能夠很火熱地繼續去服侍神
[00:25:41.320 --> 00:25:50.320]  你呢?你心中愛主,為主,甘願為主擺上那一個心,夠不夠呢?
[00:25:51.320 --> 00:26:11.320]  你聽聽,神很厲害,神知道你什麼時候有這樣的需要,你留意一下你的生活,久不久,神就會和你插一插,或者電一電你的,只差在你神插一插,電一電你的時候,你做不做反應呢?
[00:26:12.320 --> 00:26:41.320]  甚至反過來,當我閱讀經文的時候,我會想一下,特別是在這裡久的弟兄姊妹,你們栽培過很多的新的成長的弟兄姊妹,有時候在帕斯生活得久,你會有緣發現,有些人還在帕斯的,但是很久沒回來我們教會,以前曾經有一段時間他很火熱侍奉神的,現在好像不太相信耶穌那樣,我們會為他們難過,擔心
[00:26:42.320 --> 00:27:11.320]  我們的心會心痛他們,是不是?但是你相不相信,人做不到的事情,神是可以,復活的主是可以做到,你相不相信,神是會主動走過去,適當時間就走過去那些人的生命上面,甚至你自己的家人,你自己的子女,他們以前信,但是現在又放下了信仰,你信不信有一天,神在適當的時間就會電一電他們?
[00:27:13.320 --> 00:27:36.320]  我們做的就是為他們祈禱求神,親自電一電他們,到最後我很想邀請大家一起安靜,我們低頭合上雙眼,慢慢想一下,我們每一個人都有自己的屬靈的旅程,
[00:27:42.320 --> 00:28:01.320]  你又在哪裏開始低沉下來?
[00:28:13.320 --> 00:28:41.320]  你幫我充一下電,電一電你,我們一起祈禱,主多謝你,你就好像那個明亮神星一樣,當我們有時走失了,有時我們很低沉的時候,甚至我們不知道自己在做什麼的時候,
[00:28:42.320 --> 00:29:11.320]  你就是這樣來到我們身邊,陪著我們,甚至你激勵我們燒起我們心中那團愛你的火,愛人的火,所以今天我們求主你繼續燃燒我們的心,叫我們不要做一個不冷不熱的基督徒,叫我們能夠在我們生命上面時刻,我們能夠帶著喜樂,帶著平安,帶著盼望地跟從耶穌基督你,多謝天父聽我們的祈禱,奉耶穌基督的聖名求,阿們,請坐。
