
[00:00:00.000 --> 00:00:04.100]  來讀一段聖經 是在詩篇23篇的第3節
[00:03:39.620 --> 00:03:43.200]  經歷過第一手神蹟騎士的
[00:03:43.200 --> 00:03:45.260]  首席門徒彼得
[00:03:45.260 --> 00:03:47.040]  你有沒有想過
[00:03:48.320 --> 00:03:50.360]  這樣的一個首席的門徒
[00:03:50.360 --> 00:03:52.420]  甚至耶穌基督已經復活
[00:03:52.420 --> 00:03:53.960]  還三次
[00:03:53.960 --> 00:03:56.000]  向他顯現
[00:03:56.000 --> 00:03:58.300]  他仍然有一段時間
[00:03:58.300 --> 00:04:00.860]  人生非常的低潮
[00:04:00.860 --> 00:04:03.420]  耶穌已經復活了
[00:04:03.420 --> 00:04:06.760]  他也經歷了最棒的訓練
[00:04:06.760 --> 00:04:10.080]  最有恩高的福祉經歷
[00:04:10.080 --> 00:04:12.380]  但是他仍然有過人生的低潮
[00:04:14.180 --> 00:04:19.300]  我後來發現其實人心的消沉無力疲憊軟弱委屈
[00:04:19.300 --> 00:04:21.600]  都與四個字有關
[00:04:21.600 --> 00:04:23.640]  就是
[00:04:23.640 --> 00:04:25.180]  事與願違
[00:04:25.180 --> 00:04:29.800]  Things didn't turn out the way you wanted
[00:04:29.800 --> 00:04:34.920]  你期待你的付出能夠得著正比的回報
[00:04:34.920 --> 00:04:37.980]  所以我努力念書就可以進好學校
[00:04:37.980 --> 00:04:39.780]  我努力的
[00:04:40.280 --> 00:04:45.140]  這個預備就能夠拿到好工作結果事與願違
[00:04:45.140 --> 00:04:52.040]  你期待你的服飾能夠有美好的果效能夠多結果子結果事與願違
[00:04:52.040 --> 00:04:54.860]  你期待你所
[00:04:54.860 --> 00:04:57.420]  在乎的人他也同樣的在乎你
[00:04:57.420 --> 00:04:59.480]  結果事與願違
[00:04:59.480 --> 00:05:02.800]  你從小到大就希望能夠
[00:05:02.800 --> 00:05:07.160]  能夠讓光宗耀祖能夠讓家人為你感到驕傲
[00:05:07.160 --> 00:05:09.460]  你在神的家中也希望
[00:05:09.960 --> 00:05:11.500]  讓神感到驕傲
[00:05:11.500 --> 00:05:14.580]  結果沒有想到在人生的過程當中
[00:05:14.580 --> 00:05:16.100]  事與
[00:05:16.100 --> 00:05:17.380]  願違
[00:05:17.380 --> 00:05:22.760]  你期待你所在乎的人也在乎你他能夠接納你
[00:05:22.760 --> 00:05:26.600]  你期待所愛的人永遠不會離開你
[00:05:26.600 --> 00:05:30.180]  你期待你所重視的人
[00:05:30.180 --> 00:05:33.260]  他能夠稱讚鼓勵你
[00:05:33.260 --> 00:05:35.560]  結果事與願違
[00:05:35.560 --> 00:05:38.380]  因為事與願違
[00:05:39.140 --> 00:05:41.700]  我們經歷了傷心失望
[00:05:41.700 --> 00:05:43.500]  難過悔恨
[00:05:43.500 --> 00:05:46.320]  甚至進入
[00:05:46.320 --> 00:05:48.100]  報復攻擊
[00:05:48.100 --> 00:05:49.380]  自我封閉
[00:05:49.380 --> 00:05:51.440]  彼得
[00:05:51.440 --> 00:05:53.220]  因為他經歷了
[00:05:53.220 --> 00:05:54.500]  事與
[00:05:54.500 --> 00:05:55.520]  願違
[00:05:55.520 --> 00:05:58.340]  他對自己感到極度的失望
[00:05:58.340 --> 00:06:02.180]  所以就算耶穌基督已經復活了
[00:06:02.180 --> 00:06:04.740]  就算他腦海當中有
[00:06:04.740 --> 00:06:06.020]  非常多的
[00:06:06.020 --> 00:06:07.820]  正確的答案
[00:06:09.340 --> 00:06:11.900]  就算他仍然常常來教會聚會
[00:06:11.900 --> 00:06:14.460]  可是他心中
[00:06:14.460 --> 00:06:16.260]  需要一個徹底的
[00:06:16.260 --> 00:06:17.280]  恢復
[00:06:17.280 --> 00:06:18.560]  與更新
[00:06:18.560 --> 00:06:21.120]  今年生命盒的主題
[00:06:21.120 --> 00:06:23.680]  就是恢復
[00:06:23.680 --> 00:06:24.960]  與更新
[00:06:24.960 --> 00:06:27.520]  你是否期待
[00:06:27.520 --> 00:06:29.820]  在你的生命當中
[00:06:29.820 --> 00:06:31.620]  在你的侍奉當中
[00:06:31.620 --> 00:06:33.660]  在你的婚姻家庭當中
[00:06:33.660 --> 00:06:36.480]  真要能夠經歷一個真實的
[00:06:36.480 --> 00:06:37.760]  恢復
[00:06:37.760 --> 00:06:39.040]  與更新
[00:06:40.060 --> 00:06:42.100]  但願這不是只是一個口號而已
[00:06:42.100 --> 00:06:44.940]  但願這不是只是一個好的理論而已
[00:06:44.940 --> 00:06:48.000]  我們需要聖靈在我們生命當中來工作
[00:06:48.000 --> 00:06:50.300]  讓我們能夠走出
[00:06:50.300 --> 00:06:52.620]  一個過去的季節
[00:06:52.620 --> 00:06:55.180]  進入一個嶄新的開始
[00:06:55.180 --> 00:06:57.720]  不論過去別人怎麼說你
[00:06:57.720 --> 00:06:59.520]  不論過去你怎麼樣來
[00:06:59.520 --> 00:07:03.100]  論定你的人生就是如此
[00:07:03.100 --> 00:07:05.920]  在神的計畫當中
[00:07:05.920 --> 00:07:08.740]  這不是事與願違
[00:07:10.060 --> 00:07:11.320]  這是好事多磨
[00:07:11.320 --> 00:07:15.960]  神仍然有榮耀的計畫在你生命當中
[00:07:15.960 --> 00:07:18.000]  若你期待
[00:07:18.000 --> 00:07:21.340]  恢復與更新要在你生命當中發生拍手來讚美主
[00:07:21.340 --> 00:07:29.980]  原來神一直都在
[00:07:29.980 --> 00:07:32.260]  我們的生命當中
[00:07:32.260 --> 00:07:33.540]  他從來
[00:07:33.540 --> 00:07:35.360]  沒有離開過我們
[00:07:37.400 --> 00:07:39.700]  如何能夠得著恢復與更新呢
[00:07:39.700 --> 00:07:43.020]  第一點你需要知道主一直
[00:07:43.020 --> 00:07:44.300]  都在
[00:07:44.300 --> 00:07:47.120]  主一直
[00:07:47.120 --> 00:07:48.660]  都在
[00:07:48.660 --> 00:07:51.740]  什麼叫做主一直都在呢
[00:07:51.740 --> 00:07:52.760]  第一
[00:07:52.760 --> 00:07:55.060]  我們的神是認識你
[00:07:55.060 --> 00:07:56.340]  一切的神
[00:07:56.340 --> 00:08:00.060]  10篇139篇1到2節這邊說
[00:08:00.060 --> 00:08:03.000]  耶和華你已經見察我
[00:08:03.000 --> 00:08:05.040]  認識我
[00:08:05.560 --> 00:08:08.380]  我坐下我起來你都曉得
[00:08:08.380 --> 00:08:10.680]  你從遠處
[00:08:10.680 --> 00:08:12.980]  知道我的意念
[00:08:12.980 --> 00:08:15.020]  這邊很有意思啊
[00:08:15.020 --> 00:08:17.080]  耶和華你見察我你認識我
[00:08:17.080 --> 00:08:19.900]  這是一個微觀的認識
[00:08:19.900 --> 00:08:22.700]  He knows everything about you
[00:08:22.700 --> 00:08:25.020]  你坐下你站起來
[00:08:25.020 --> 00:08:29.360]  你在半蹲的時候他知道你將是站起來還是坐下
[00:08:29.360 --> 00:08:29.880]  He knows
[00:08:29.880 --> 00:08:32.940]  然後他說
[00:08:33.980 --> 00:08:35.780]  神讓你從遠處知道我
[00:08:35.780 --> 00:08:37.820]  神對我們有
[00:08:37.820 --> 00:08:39.620]  宏觀的認識
[00:08:39.620 --> 00:08:41.920]  他不但微觀的
[00:08:41.920 --> 00:08:43.720]  知道你的今天
[00:08:43.720 --> 00:08:44.740]  This moment
[00:08:44.740 --> 00:08:47.040]  他對你有宏觀的認識
[00:08:47.040 --> 00:08:48.580]  He knows about your whole life
[00:08:48.580 --> 00:08:53.180]  我們的神就是這樣專注的看著你
[00:08:53.180 --> 00:08:54.980]  這次回台灣
[00:08:54.980 --> 00:08:57.280]  我很有幸能夠
[00:08:57.280 --> 00:08:59.080]  跟台北聯陽堂的
[00:08:59.080 --> 00:09:02.400]  周訓正牧師和他的幾位同工
[00:09:02.660 --> 00:09:07.780]  我們的母堂的團隊有機會來分享疫情的一些經驗談
[00:09:07.780 --> 00:09:10.600]  結果呢我就在他們的辦公室
[00:09:10.600 --> 00:09:12.140]  我跟周訓正牧師在
[00:09:12.140 --> 00:09:12.900]  分享
[00:09:12.900 --> 00:09:13.920]  討論
[00:09:13.920 --> 00:09:16.220]  就旁邊兩位同工就拿著電腦一直在打字
[00:09:16.220 --> 00:09:20.060]  我沒講一句話他們就打字
[00:09:20.060 --> 00:09:21.340]  我就非常的被尊重
[00:09:21.340 --> 00:09:22.620]  我就非常感動
[00:09:22.620 --> 00:09:26.720]  美國疫情其實蠻辛苦的
[00:09:26.720 --> 00:09:28.520]  15個月
[00:09:28.520 --> 00:09:30.820]  什麼都打
[00:09:30.820 --> 00:09:32.360]  結果後來周牧師說
[00:09:33.120 --> 00:09:34.660]  你在台灣最近怎麼樣
[00:09:34.660 --> 00:09:36.160]  回台灣好高興
[00:09:36.160 --> 00:09:38.960]  有蓮霧啊又有芒果
[00:09:38.960 --> 00:09:40.300]  結果他們也開始打
[00:09:40.300 --> 00:09:42.340]  我竟然說怎麼連這個都打
[00:09:42.340 --> 00:09:43.880]  我後來突然開始懷疑他們
[00:09:43.880 --> 00:09:46.940]  真的在做筆記嗎還是其實在網路上聊天
[00:09:46.940 --> 00:09:50.280]  什麼都打
[00:09:50.280 --> 00:09:55.140]  問你要喝什麼咖啡Decaf還是要加糖
[00:09:55.140 --> 00:09:59.240]  沒關係疫情當中不方便喝咖啡
[00:09:59.240 --> 00:10:00.260]  他們也打
[00:10:03.080 --> 00:10:04.860]  其實我是蠻感動
[00:10:04.860 --> 00:10:07.940]  因為他們很專注著
[00:10:07.940 --> 00:10:11.260]  在乎我所有一切的事情
[00:10:11.260 --> 00:10:18.640]  丁曉潔你不要騙我
[00:10:18.640 --> 00:10:20.440]  你一定很渴慕有這樣的專注
[00:10:20.440 --> 00:10:24.220]  我現在裝給你看也可以
[00:10:24.220 --> 00:10:26.060]  你講一句話我就打完你就非常高興
[00:10:26.060 --> 00:10:28.900]  丁曉潔我們的神就是這樣子的
[00:10:28.900 --> 00:10:30.940]  專注耶
[00:10:31.460 --> 00:10:33.000]  他認識你的一切
[00:10:33.000 --> 00:10:37.600]  你站起來他也打字你坐下來他也打字
[00:10:37.600 --> 00:10:39.400]  你打個和弦他也打字
[00:10:39.400 --> 00:10:40.420]  He cares about you
[00:10:40.420 --> 00:10:41.960]  He knows you
[00:10:41.960 --> 00:10:44.000]  這叫做你一直都在
[00:10:44.000 --> 00:10:45.540]  他認識你的一切
[00:10:45.540 --> 00:10:47.080]  比你自己
[00:10:47.080 --> 00:10:48.860]  都還認識你自己
[00:10:48.860 --> 00:10:50.660]  第二
[00:10:50.660 --> 00:10:52.200]  他與你
[00:10:52.200 --> 00:10:53.480]  同在
[00:10:53.480 --> 00:10:55.520]  詩篇
[00:10:55.520 --> 00:10:57.320]  139篇13節說
[00:10:57.320 --> 00:10:59.620]  我的肺腑是你所造的
[00:10:59.620 --> 00:11:01.420]  我在母腹中
[00:11:01.660 --> 00:11:02.700]  你已經
[00:11:02.700 --> 00:11:04.220]  復辟我
[00:11:04.220 --> 00:11:07.560]  這是非常美的一個圖片
[00:11:07.560 --> 00:11:09.860]  我們還在母腹的時候
[00:11:09.860 --> 00:11:12.160]  還在媽媽肚子裡的時候
[00:11:12.160 --> 00:11:14.220]  上帝已經在
[00:11:14.220 --> 00:11:15.500]  覆蓋著我們
[00:11:15.500 --> 00:11:17.020]  擁抱著我們
[00:11:17.020 --> 00:11:20.100]  丁曉潔
[00:11:20.100 --> 00:11:21.380]  我的兒子
[00:11:21.380 --> 00:11:23.680]  每次講到都要講我兒子
[00:11:23.680 --> 00:11:24.700]  希望他不會
[00:11:24.700 --> 00:11:26.760]  有點太trouble about it
[00:11:26.760 --> 00:11:29.580]  那次炒飯的事情他現在覺得有點這個
[00:11:31.880 --> 00:11:32.900]  現在有些人來我們家
[00:11:32.900 --> 00:11:36.480]  做客一定會帶一道炒飯安慰我兒子
[00:11:36.480 --> 00:11:41.080]  我兒子每天晚上都會跟我要個goodnight hug
[00:11:41.080 --> 00:11:44.420]  然後爹地要睡覺給我抱一抱goodnight hug
[00:11:44.420 --> 00:11:46.220]  結果他現在已經teenager啊
[00:11:46.220 --> 00:11:49.280]  13歲啊teenage比較耍酷
[00:11:49.280 --> 00:11:51.580]  teenage和goodnight hug
[00:11:51.580 --> 00:11:52.620]  已經有點不太
[00:11:52.620 --> 00:11:54.420]  不太這個
[00:11:54.420 --> 00:11:55.720]  不太match
[00:11:55.720 --> 00:11:56.500]  可是他還是想
[00:11:56.500 --> 00:11:57.520]  還想要goodnight hug
[00:11:57.520 --> 00:11:59.300]  所以他走到我門口
[00:12:00.340 --> 00:12:01.880]  假裝不理我臉
[00:12:01.880 --> 00:12:04.700]  面對著門口可是腳卻面對著我
[00:12:04.700 --> 00:12:08.540]  Daddy
[00:12:08.540 --> 00:12:10.080]  Can I have a hug
[00:12:10.080 --> 00:12:17.500]  我跟你講我很珍惜現在這個時刻因為我覺得再過不知道多久就變成我走到他門口了
[00:12:17.500 --> 00:12:20.320]  兒子啊可以有個goodnight hug嗎
[00:12:20.320 --> 00:12:22.880]  這種姐妹
[00:12:22.880 --> 00:12:26.460]  我們的神他
[00:12:26.460 --> 00:12:28.500]  他每天都給我們goodnight hug
[00:12:29.020 --> 00:12:30.820]  很多時候是我們在耍酷啊
[00:12:30.820 --> 00:12:32.600]  很多時候在耍酷
[00:12:32.600 --> 00:12:34.660]  電風姐妹他
[00:12:34.660 --> 00:12:36.440]  與我們同在
[00:12:36.440 --> 00:12:39.260]  不單是同在他樂意擁抱著我們
[00:12:39.260 --> 00:12:41.560]  This is how much he cares about us
[00:12:41.560 --> 00:12:45.920]  而第三點主一直同在的概念就是他了解
[00:12:45.920 --> 00:12:47.200]  你所
[00:12:47.200 --> 00:12:48.740]  經歷的
[00:12:48.740 --> 00:12:52.060]  這次回台灣為什麼
[00:12:52.060 --> 00:12:55.140]  周訓正牧師其實還有好多教會
[00:12:55.140 --> 00:12:57.700]  都有邀請我去跟他們分享
[00:12:58.200 --> 00:13:01.020]  其實不是因為我好像是疫情專家
[00:13:01.020 --> 00:13:03.320]  我這個變種病毒差點
[00:13:03.320 --> 00:13:04.080]  對不對
[00:13:04.080 --> 00:13:06.400]  還沒腫
[00:13:06.400 --> 00:13:13.060]  為什麼有些教會開始邀請我去跟他們分享疫情的一些經驗談
[00:13:13.060 --> 00:13:18.180]  By the way我覺得I'm so proud of生命和羚羊堂我們在疫情當中
[00:13:18.180 --> 00:13:22.020]  神真的使用我們為自己來拍手讚美神一下好不好
[00:13:22.020 --> 00:13:26.360]  You guys are awesome
[00:13:26.360 --> 00:13:27.640]  You guys are great
[00:13:28.400 --> 00:13:30.960]  其實之所以為什麼台灣的牧者會願意聽我
[00:13:30.960 --> 00:13:32.760]  疫情的分享
[00:13:32.760 --> 00:13:35.060]  不是因為我有這樣知識因為
[00:13:35.060 --> 00:13:36.600]  很多人都有這樣知識
[00:13:36.600 --> 00:13:40.960]  只是因為沒有想到在台灣有疫情的時候竟然還有
[00:13:40.960 --> 00:13:42.740]  人願意回台灣去
[00:13:42.740 --> 00:13:46.320]  首先他說
[00:13:46.320 --> 00:13:47.860]  Why
[00:13:47.860 --> 00:13:49.660]  但是他們之後就
[00:13:49.660 --> 00:13:51.700]  覺得我了解他們
[00:13:51.700 --> 00:13:55.280]  不只是我了解疫情這個過程
[00:13:55.280 --> 00:13:57.080]  因為我在本地
[00:13:57.080 --> 00:13:58.100]  我在台灣
[00:13:58.360 --> 00:13:58.860]  所以他們
[00:13:58.860 --> 00:13:59.900]  真的知道
[00:13:59.900 --> 00:14:01.180]  我了解他們
[00:14:01.180 --> 00:14:03.740]  所以這種姐妹其實
[00:14:03.740 --> 00:14:06.300]  我們的上帝
[00:14:06.300 --> 00:14:09.380]  他真的了解我們因為他親自來過
[00:14:09.380 --> 00:14:10.900]  世上
[00:14:10.900 --> 00:14:12.940]  他親自來過世上
[00:14:12.940 --> 00:14:15.520]  我們的神是了解everything的
[00:14:15.520 --> 00:14:17.560]  但是耶穌為什麼來世上
[00:14:17.560 --> 00:14:20.900]  其中一個原因是他要讓你知道
[00:14:20.900 --> 00:14:22.180]  他了解
[00:14:22.180 --> 00:14:24.220]  他本來就了解
[00:14:24.220 --> 00:14:25.760]  但他來一趟
[00:14:25.760 --> 00:14:28.060]  他要讓你知道他了解
[00:14:29.200 --> 00:14:32.280]  在2011年日本海嘯發生之後
[00:14:32.280 --> 00:14:36.940]  這個當時的教宗去日本慰問罹難的家屬
[00:14:36.940 --> 00:14:39.200]  有一位七歲的孩子
[00:14:39.200 --> 00:14:40.740]  失去了父母
[00:14:40.740 --> 00:14:42.280]  他問教宗說
[00:14:42.280 --> 00:14:45.600]  上帝為什麼允許海嘯奪走了
[00:14:45.600 --> 00:14:48.420]  這些無辜的生命包括他的家人
[00:14:48.420 --> 00:14:52.520]  教宗說我也不知道我也有同樣的問題
[00:14:52.520 --> 00:14:54.820]  但是我知道一件事情
[00:14:54.820 --> 00:14:57.380]  就是神他了解你的感受
[00:14:57.900 --> 00:14:58.400]  感受
[00:14:58.400 --> 00:15:00.960]  因為他也曾經失去了
[00:15:00.960 --> 00:15:02.240]  他所摯愛的兒子
[00:15:02.240 --> 00:15:05.060]  我們的神
[00:15:05.060 --> 00:15:06.860]  他了解
[00:15:06.860 --> 00:15:10.440]  不論你在生命當中經歷了什麼樣的事情
[00:15:10.440 --> 00:15:11.720]  或是現在
[00:15:11.720 --> 00:15:13.760]  正在什麼樣的光景當中
[00:15:13.760 --> 00:15:16.320]  你可以很有確信的一件事情是
[00:15:16.320 --> 00:15:18.120]  他了解你
[00:15:18.120 --> 00:15:20.160]  而且他與你同在
[00:15:20.160 --> 00:15:22.720]  第四就是
[00:15:22.720 --> 00:15:24.520]  主一直都在
[00:15:24.520 --> 00:15:26.560]  這個概念就是他對你
[00:15:26.560 --> 00:15:27.600]  是有
[00:15:28.360 --> 00:15:29.120]  計畫的
[00:15:29.120 --> 00:15:34.760]  詩篇139篇17到18節是非常不可思議的一個經文
[00:15:34.760 --> 00:15:37.080]  他說神啊你的意念
[00:15:37.080 --> 00:15:39.880]  像我何等寶貴
[00:15:39.880 --> 00:15:43.460]  奇數何等眾多
[00:15:43.460 --> 00:15:47.820]  我若數點比海沙更多
[00:15:47.820 --> 00:15:49.600]  我睡醒的時候
[00:15:49.600 --> 00:15:51.140]  人和你
[00:15:51.140 --> 00:15:52.420]  同在
[00:15:54.480 --> 00:15:58.320]  昨天我們飛揚牧區有在海邊有一個壽喜非常的
[00:15:58.320 --> 00:15:59.860]  開心喜樂
[00:15:59.860 --> 00:16:05.740]  我昨天就叫我們每一位飛揚人去海邊挖一把沙
[00:16:05.740 --> 00:16:08.560]  看他們數不數得過來
[00:16:08.560 --> 00:16:12.140]  如果你數不過來你就知道
[00:16:12.140 --> 00:16:15.460]  我們的神對你的意念也是數不清的
[00:16:15.460 --> 00:16:20.080]  這位上帝竟然對我們有這麼多的
[00:16:20.080 --> 00:16:21.620]  意念
[00:16:23.140 --> 00:16:25.700]  的確很多時候我們不了解為什麼神
[00:16:25.700 --> 00:16:28.000]  允許一些事情發生
[00:16:28.000 --> 00:16:31.080]  為什麼會有這麼多的事與
[00:16:31.080 --> 00:16:32.100]  願違
[00:16:32.100 --> 00:16:36.700]  但是神仍然是有寶貴的意念
[00:16:36.700 --> 00:16:37.720]  為著我們
[00:16:37.720 --> 00:16:41.560]  他知道他看著你的痛苦
[00:16:41.560 --> 00:16:43.620]  他肯定也不好受
[00:16:43.620 --> 00:16:45.400]  但是
[00:16:45.400 --> 00:16:47.960]  他是
[00:16:47.960 --> 00:16:51.800]  對我們有圍觀與宏觀計畫的神
[00:16:53.080 --> 00:16:54.360]  他看見了
[00:16:54.360 --> 00:16:55.640]  之後的榮耀
[00:16:55.640 --> 00:16:57.440]  他看見了未來的
[00:16:57.440 --> 00:16:58.460]  得勝
[00:16:58.460 --> 00:17:00.520]  他知道他在做些什麼
[00:17:00.520 --> 00:17:01.800]  這就是
[00:17:01.800 --> 00:17:02.560]  你
[00:17:02.560 --> 00:17:04.100]  一直都在
[00:17:04.100 --> 00:17:07.420]  我還記得我25歲的時候
[00:17:07.420 --> 00:17:09.220]  那時候
[00:17:09.220 --> 00:17:11.780]  是個很不容易的時刻
[00:17:11.780 --> 00:17:14.600]  在感情生活上我經歷了
[00:17:14.600 --> 00:17:16.900]  痛徹心扉的分手
[00:17:16.900 --> 00:17:21.760]  這種時候還有人笑我真的受不了
[00:17:23.540 --> 00:17:30.460]  那時候也是神學院的最後一個學期非常辛苦
[00:17:30.460 --> 00:17:36.340]  而那時候在服飾上我其實也遇到了很大的挫折
[00:17:36.340 --> 00:17:39.420]  所以雖然是一個年輕的
[00:17:39.420 --> 00:17:41.460]  這個傳道人
[00:17:41.460 --> 00:17:44.280]  事實上是身心俱疲
[00:17:44.280 --> 00:17:47.600]  結果沒有想到有一次在一個特會
[00:17:47.600 --> 00:17:50.680]  聚會的時候有一位有先知恩高的牧師
[00:17:50.680 --> 00:17:51.960]  來到我們教會
[00:17:52.480 --> 00:17:53.760]  他跟我並不熟
[00:17:53.760 --> 00:17:55.560]  結果我在那邊排隊
[00:17:55.560 --> 00:17:58.620]  請他禱告最後到我的時候他說我看到一口井
[00:17:58.620 --> 00:18:00.680]  他說看到我他就看到一口井
[00:18:00.680 --> 00:18:04.260]  然後他說上帝在你生命當中在挖井
[00:18:04.260 --> 00:18:06.300]  你現在是不是
[00:18:06.300 --> 00:18:07.840]  被挖得很痛
[00:18:07.840 --> 00:18:09.900]  找井找得很痛
[00:18:09.900 --> 00:18:13.480]  哇我一聽我就哭了我說真的很痛超級痛的
[00:18:13.480 --> 00:18:15.520]  他說上帝
[00:18:15.520 --> 00:18:17.060]  在你生命中挖井
[00:18:17.060 --> 00:18:20.380]  的確是很不容易的過程而且
[00:18:20.640 --> 00:18:24.220]  要很長的時間我一聽更難過已經
[00:18:24.220 --> 00:18:25.500]  受不了還要很長時間
[00:18:25.500 --> 00:18:27.300]  他說但是
[00:18:27.300 --> 00:18:29.080]  有一天這個井
[00:18:29.080 --> 00:18:30.360]  會挖好的
[00:18:30.360 --> 00:18:32.420]  不但你自己
[00:18:32.420 --> 00:18:33.440]  會得到滋潤
