
[00:00:00.000 --> 00:00:04.800]  持續了四個多月的新冠狀病毒全球蔓延
[00:01:29.400 --> 00:01:32.440]  甚至有些國家連提供一個病床的能力都沒有
[00:01:32.440 --> 00:01:34.560]  結果導致大量的死亡
[00:01:34.560 --> 00:01:36.880]  結果導致大量的死亡
[00:01:36.880 --> 00:01:41.800]  特別21世紀的人越來越走向一個人定勝天的驕傲
[00:01:41.800 --> 00:01:45.600]  21世紀的人越來越走向一個人定勝天的驕傲
[00:01:45.600 --> 00:01:47.800]  正當人類邁向新時代
[00:01:47.800 --> 00:01:50.000]  正當人類邁向新時代
[00:01:50.000 --> 00:01:51.440]  科技突飛猛進
[00:01:51.440 --> 00:01:53.240]  科技突飛猛進的時候
[00:01:53.240 --> 00:01:54.400]  5G的開發
[00:01:54.400 --> 00:01:55.400]  5G的開發
[00:01:55.400 --> 00:01:56.440]  人工智能
[00:01:56.440 --> 00:01:57.200]  人工智能
[00:01:57.200 --> 00:01:58.400]  量子計算
[00:01:58.400 --> 00:01:59.040]  量子計算
[00:01:59.040 --> 00:01:59.840]  大數據
[00:01:59.840 --> 00:02:00.560]  大數據
[00:02:00.560 --> 00:02:01.720]  無人駕駛
[00:02:01.720 --> 00:02:02.600]  無人駕駛
[00:02:02.600 --> 00:02:03.720]  冷凍的技術
[00:02:03.720 --> 00:02:04.600]  冷凍的技術
[00:02:04.600 --> 00:02:09.320]  冷凍技術就是說將一個離開的人用一種高科技冷藏
[00:02:09.320 --> 00:02:13.880]  冷凍技術就是一個用冷凍的科技把一個離開的人冷藏起來
[00:02:13.880 --> 00:02:18.240]  他們預計會有一天科技發展到可以使人復活
[00:02:18.240 --> 00:02:22.400]  他們預計有一天萬一那個科技能夠讓人使人復活
[00:02:22.400 --> 00:02:26.200]  很多人認為科學會為人類開創一個新的紀元
[00:02:26.200 --> 00:02:29.200]  很多人認為科學會為人帶來一個新的紀元
[00:02:29.200 --> 00:02:31.680]  人會活得越來越精彩越有保障
[00:02:31.680 --> 00:02:34.960]  人會越來越活得精彩越來越有保障
[00:02:34.960 --> 00:02:36.680]  但誰知一個病毒的出現
[00:02:36.680 --> 00:02:38.440]  但是有一個小病毒的出現
[00:02:38.440 --> 00:02:40.720]  無論那個病毒的源頭來自哪裡
[00:02:40.720 --> 00:02:42.560]  無論那個病毒的源頭來自哪一個方向
[00:02:42.560 --> 00:02:44.280]  人處身在地球村
[00:02:44.280 --> 00:02:46.040]  人處身在這個地球村
[00:02:46.040 --> 00:02:47.160]  天涯約比率
[00:02:47.160 --> 00:02:49.080]  天涯約比率
[00:02:49.080 --> 00:02:50.360]  沒有人可以倖免
[00:02:50.360 --> 00:02:51.480]  沒有人可以倖免
[00:02:51.480 --> 00:02:52.760]  一個病毒的出現
[00:02:52.760 --> 00:02:53.840]  一個病毒的出現
[00:02:53.840 --> 00:02:56.840]  就呈現了人類的脆弱和不堪一擊
[00:02:56.840 --> 00:02:59.720]  就呈現了人類的脆弱和不堪一擊
[00:02:59.720 --> 00:03:03.480]  強於美國聲稱科技和醫療全世界一流
[00:03:03.480 --> 00:03:06.440]  強於美國聲稱科技和醫療全世界一流
[00:03:06.440 --> 00:03:07.720]  在一個病毒之前
[00:03:07.720 --> 00:03:08.920]  在一個病毒之前
[00:03:08.920 --> 00:03:12.280]  連驕傲的特朗普總統
[00:03:12.280 --> 00:03:14.360]  連驕傲的特朗普總統
[00:03:14.360 --> 00:03:17.360]  有人形容他心中無神 目中無人
[00:03:17.360 --> 00:03:20.440]  有人形容他心中無神 目中無人
[00:03:20.440 --> 00:03:23.760]  他結果都要在3月15號定為全國禱告日
[00:03:23.760 --> 00:03:26.640]  結果他把3月15號定為全國禱告日
[00:03:26.640 --> 00:03:28.480]  承認人那種的無助
[00:03:28.480 --> 00:03:29.960]  承認人的無助
[00:03:29.960 --> 00:03:32.760]  其實每逢在關鍵困難的時候
[00:03:32.760 --> 00:03:35.640]  其實在那種關鍵無助的時候
[00:03:35.640 --> 00:03:37.360]  我們看到人性的光輝
[00:03:37.360 --> 00:03:39.040]  我們看到人性的光輝
[00:03:39.040 --> 00:03:42.160]  有一段我不知道哪位弟姐妹轉寄
[00:03:42.160 --> 00:03:44.840]  在一位意大利醫護人員的分享
[00:03:44.840 --> 00:03:47.640]  我忘了是哪位弟兄姊妹轉寄一篇
[00:03:47.640 --> 00:03:50.400]  關於意大利醫護人員
[00:03:50.400 --> 00:03:53.560]  他們的題目是為意大利緊急的祈禱
[00:03:53.560 --> 00:03:56.480]  他們的題目是為意大利緊急的禱告
[00:03:56.480 --> 00:03:57.600]  那個內容這樣說
[00:03:57.600 --> 00:03:58.800]  他的內容這樣寫
[00:03:58.800 --> 00:04:01.280]  他說今天收到一個朋友轉發的郵件
[00:04:01.280 --> 00:04:03.400]  他說今天收到一個朋友轉發的郵件
[00:04:03.400 --> 00:04:06.360]  由38歲的朱利安醫生所寫的
[00:04:06.360 --> 00:04:08.760]  由38歲的朱利安醫生所寫的
[00:04:08.760 --> 00:04:12.200]  題目叫做醫生最黑暗惡夢的光芒
[00:04:12.200 --> 00:04:14.880]  他說醫生最黑暗惡夢裏面的光芒
[00:04:14.880 --> 00:04:17.720]  他在意大利倫巴士工作
[00:04:17.720 --> 00:04:19.840]  他在意大利倫巴士裏面工作
[00:04:19.840 --> 00:04:21.120]  情況非常之嚴重
[00:04:21.120 --> 00:04:22.400]  情況非常之嚴重
[00:04:22.400 --> 00:04:24.560]  他這樣說我從來沒有想過
[00:04:24.560 --> 00:04:25.920]  他說從來沒有想過
[00:04:25.920 --> 00:04:28.200]  在我人生最黑暗的惡夢當中
[00:04:28.200 --> 00:04:30.600]  在我人生最黑暗的惡夢當中
[00:04:30.600 --> 00:04:34.760]  在我自己看到和體驗過去三個星期
[00:04:34.760 --> 00:04:37.360]  在意大利的醫療系統發生的事情
[00:04:37.360 --> 00:04:38.960]  他說他看到和體驗到
[00:04:38.960 --> 00:04:41.400]  意大利三個星期裏面醫療系統的問題
[00:04:41.400 --> 00:04:43.120]  他說最初只是幾個病人
[00:04:43.120 --> 00:04:45.560]  最起先是只有幾個病人
[00:04:45.560 --> 00:04:46.680]  接著幾十個
[00:04:46.680 --> 00:04:47.480]  接著幾十個
[00:04:47.480 --> 00:04:48.480]  然後幾百個
[00:04:48.480 --> 00:04:49.480]  然後幾百個
[00:04:49.480 --> 00:04:51.480]  他說到現在我們已經不再是醫生
[00:04:51.480 --> 00:04:53.400]  他說現在我們已經不再是醫生
[00:04:53.400 --> 00:04:54.680]  我們是由那些分...
[00:04:54.680 --> 00:04:57.640]  就是說去揀選決定哪些人可以醫
[00:04:57.640 --> 00:04:59.280]  哪些人會放棄醫療
[00:04:59.280 --> 00:05:01.560]  現在是做那種決定
[00:05:01.560 --> 00:05:03.120]  到底哪一些人能夠去醫
[00:05:03.120 --> 00:05:04.440]  哪一些人是放棄醫療
[00:05:04.440 --> 00:05:06.240]  然後有些人是被打發了
[00:05:06.240 --> 00:05:07.680]  回到家裏等死
[00:05:07.680 --> 00:05:09.880]  然後有些人被打發回去等死
[00:05:09.880 --> 00:05:13.040]  但無奈的這些人終生是為意大利納稅
[00:05:13.040 --> 00:05:16.320]  但是無奈的這些人是終生的為意大利納稅
[00:05:16.320 --> 00:05:17.720]  直到兩個星期之前
[00:05:17.720 --> 00:05:18.760]  直到兩個星期之前
[00:05:18.760 --> 00:05:20.680]  我和我的同事都是無神論
[00:05:20.680 --> 00:05:22.680]  我和我的同事都是無神論
[00:05:22.680 --> 00:05:24.400]  他說這個很正常,我們是醫生
[00:05:24.400 --> 00:05:25.880]  他說這個很正常,因為我們是醫生
[00:05:25.880 --> 00:05:27.080]  我們相信科學
[00:05:27.080 --> 00:05:27.880]  因為我們相信科學
[00:05:27.880 --> 00:05:29.560]  科學就是排除了上帝的存在
[00:05:29.560 --> 00:05:31.280]  科學就是排除了上帝的存在
[00:05:31.280 --> 00:05:33.560]  我甚至招笑我的父母去教會
[00:05:33.560 --> 00:05:35.960]  甚至招笑我的父母去教會
[00:05:35.960 --> 00:05:39.840]  九天之前有一位75歲的牧師被送到醫院
[00:05:39.840 --> 00:05:43.040]  九天之前有一位75歲的牧師被送到醫院
[00:05:43.040 --> 00:05:44.800]  他是一個好人
[00:05:44.800 --> 00:05:46.640]  他有嚴重的呼吸困難
[00:05:46.640 --> 00:05:48.520]  他有嚴重的呼吸困難
[00:05:48.520 --> 00:05:50.000]  他隨身帶著一本聖經
[00:05:50.000 --> 00:05:51.520]  他隨身帶著一本聖經
[00:05:51.520 --> 00:05:55.000]  每次他握著病人的手為他研讀這本聖經的時候
[00:05:55.000 --> 00:05:58.400]  他每次握著病人的手為他研讀這本聖經的時候
[00:05:58.400 --> 00:06:01.680]  為這些垂死的人留下一個給我很深的印象
[00:06:01.680 --> 00:06:04.400]  為這些垂死的人留下一個很深的印象
[00:06:04.400 --> 00:06:08.200]  我們所有的醫生都非常的疲倦
[00:06:08.200 --> 00:06:10.120]  我們所有的醫生都非常的疲倦
[00:06:10.120 --> 00:06:11.480]  沮喪
[00:06:11.480 --> 00:06:13.120]  無論心理上和生理上
[00:06:13.120 --> 00:06:15.840]  我們都沒有辦法去承擔這個疫情
[00:06:15.840 --> 00:06:18.800]  無論是心理上或生理上都沒有辦法承擔這個疫情
[00:06:18.800 --> 00:06:20.520]  但只要有一點點空閒的時間
[00:06:20.520 --> 00:06:22.440]  但只要有一點點空閒的時間
[00:06:22.440 --> 00:06:25.000]  我們都願意聆聽這位牧師的分享
[00:06:25.000 --> 00:06:26.680]  我們都願意聆聽這位牧師的分享
[00:06:26.680 --> 00:06:28.360]  我們已經到了極限
[00:06:28.360 --> 00:06:29.680]  我們已經到了極限
[00:06:29.680 --> 00:06:31.880]  我們無能為力
[00:06:31.880 --> 00:06:35.320]  我們每天都只是面對死亡
[00:06:35.320 --> 00:06:37.840]  我們每天都是遇到死亡
[00:06:37.840 --> 00:06:39.960]  我們精疲力盡
[00:06:39.960 --> 00:06:42.040]  我們有好幾位同事已經去世
[00:06:42.040 --> 00:06:43.760]  我們有幾位同事已經去世
[00:06:43.760 --> 00:06:47.440]  也有很多同事被感染
[00:06:47.440 --> 00:06:50.760]  我們意識到我們需要向這位上帝來求幫助
[00:06:50.760 --> 00:06:53.840]  我們意識到我們要向上帝去求幫助
[00:06:53.840 --> 00:06:57.080]  只要有幾分鐘空閒的時間
[00:06:57.080 --> 00:07:00.320]  我們都願意去聆聽牧師的分享
[00:07:00.320 --> 00:07:02.240]  我們都願意去聆聽牧師的分享
[00:07:02.240 --> 00:07:03.600]  尋求那份平安
[00:07:03.600 --> 00:07:05.080]  尋求那份平安
[00:07:05.080 --> 00:07:07.240]  我們求主給我們足夠的力量
[00:07:07.240 --> 00:07:08.760]  我們求主給我們足夠的力量
[00:07:08.760 --> 00:07:10.720]  讓我們繼續幫助這些病人
[00:07:10.720 --> 00:07:12.800]  讓我們繼續幫助這些病人
[00:07:12.800 --> 00:07:15.400]  昨天這位75歲的牧師去世了
[00:07:15.400 --> 00:07:17.600]  昨天這位75歲的牧師去世了
[00:07:17.600 --> 00:07:21.120]  儘管過去幾個星期已經有超過百多人離開這個世界
[00:07:21.120 --> 00:07:23.720]  儘管過去幾個星期已經有超過百多人離開這個世界
[00:07:23.720 --> 00:07:26.360]  但牧師的離去完全摧毀了我們
[00:07:26.360 --> 00:07:29.160]  但牧師的離世完全摧毀了我們
[00:07:29.160 --> 00:07:30.960]  我們遇到的困難
[00:07:30.960 --> 00:07:32.040]  我們遇到的困難
[00:07:32.040 --> 00:07:33.560]  我們無助的時候
[00:07:33.560 --> 00:07:34.600]  我們無助的時候
[00:07:34.600 --> 00:07:36.680]  牧師帶來給我們那份安穩
[00:07:36.680 --> 00:07:38.280]  牧師帶來給我們那份安穩
[00:07:38.280 --> 00:07:40.880]  如果牧師去找了他所信的主
[00:07:40.880 --> 00:07:44.680]  如果牧師去找了他所信的主
[00:07:44.680 --> 00:07:46.560]  可能如果這個情況繼續下去
[00:07:46.560 --> 00:07:48.560]  可能如果這個情況繼續下去
[00:07:48.560 --> 00:07:50.720]  我會很快跟從牧師的腳步
[00:07:50.720 --> 00:07:52.400]  我會很快跟從牧師的腳步
[00:07:52.400 --> 00:07:53.960]  我已經六天沒有回家
[00:07:53.960 --> 00:07:55.360]  我已經六天沒有回家
[00:07:55.360 --> 00:07:57.120]  我不知道上次吃飯的時間
[00:07:57.120 --> 00:07:58.600]  我不知道上次吃飯的時間
[00:07:58.600 --> 00:08:01.800]  我意識到自己在這個地球上一文不值
[00:08:01.800 --> 00:08:04.880]  我意識到自己在這個地球上一文不值
[00:08:04.880 --> 00:08:08.360]  我只能夠用最後的呼吸去幫助有需要的人
[00:08:08.360 --> 00:08:10.640]  我只能夠用最後的呼吸去幫助有需要的人
[00:08:10.640 --> 00:08:14.720]  當我被同袍的痛苦和死亡所包圍的時候
[00:08:14.720 --> 00:08:18.160]  當我被同袍的痛苦和死亡所包圍的時候
[00:08:18.160 --> 00:08:20.800]  我巴不得我都可以回到上帝的懷中
[00:08:20.800 --> 00:08:23.480]  我巴不得我都可以離開這個世界
[00:08:23.480 --> 00:08:27.520]  網上流傳很多人開始跪在街上
[00:08:27.520 --> 00:08:29.320]  向神呼求的影片
[00:08:29.320 --> 00:08:32.240]  網上可以看到很多有些人
[00:08:32.240 --> 00:08:34.720]  跪在街上去上帝呼求的影片
[00:08:34.720 --> 00:08:37.480]  人的盡頭往往是上帝的開始
[00:08:37.480 --> 00:08:39.880]  人的盡頭往往是上帝的開始
[00:08:39.880 --> 00:08:44.040]  剛才提到近日我收到不少人轉寄詩篇91篇
[00:08:44.040 --> 00:08:47.800]  我剛才提到最近收到很多不同人轉寄詩篇91篇
[00:08:47.800 --> 00:08:52.560]  用這篇詩篇成為我們在逆境當中的盼望和應許
[00:08:52.560 --> 00:08:56.040]  用這篇詩篇成為我們逆境當中的盼望和應許
[00:08:56.040 --> 00:08:58.800]  原因不難理解
[00:08:58.800 --> 00:09:03.280]  在這篇詩篇裏面中文曾經提過兩次疫情
[00:09:03.280 --> 00:09:06.400]  在這篇詩篇裏面中文曾經提過兩次疫情
[00:09:06.400 --> 00:09:08.320]  分別在第二節和第六節
[00:09:08.320 --> 00:09:09.680]  分別在第二節和第六節
[00:09:09.680 --> 00:09:11.680]  但原文是出現了四次
[00:09:11.680 --> 00:09:13.360]  但是原文裏面出現了四次
[00:09:13.360 --> 00:09:14.880]  包括在第二節
[00:09:14.880 --> 00:09:16.080]  包括在第二節
[00:09:16.080 --> 00:09:19.040]  他說神必救我們脫離毒害的瘟疫
[00:09:19.040 --> 00:09:21.640]  他說神必救我們脫離毒害的瘟疫
[00:09:21.640 --> 00:09:24.680]  那個重點是形容某些瘟疫是可以毒害的
[00:09:24.680 --> 00:09:27.800]  那個重點是形容某些瘟疫是可以毒害的
[00:09:27.800 --> 00:09:30.040]  古代衛生條件較差
[00:09:30.040 --> 00:09:31.640]  古代衛生條件較差
[00:09:31.640 --> 00:09:34.280]  這種毒害人的瘟疫非常普遍
[00:09:34.280 --> 00:09:36.080]  這種毒害人的瘟疫非常普遍
[00:09:36.080 --> 00:09:38.800]  第六節說我們不怕黑夜的瘟疫
[00:09:38.800 --> 00:09:41.480]  他說第六節說我們不怕黑夜的瘟疫
[00:09:41.480 --> 00:09:43.480]  五間滅人的病毒
[00:09:43.480 --> 00:09:45.040]  五間滅人的毒病
[00:09:45.040 --> 00:09:48.200]  呂振中的育本比較清楚
[00:09:48.200 --> 00:09:49.920]  呂振中的育本比較清楚
[00:09:49.920 --> 00:09:52.680]  他說我們不怕幽暗中流行的瘟疫
[00:09:52.680 --> 00:09:55.760]  他說我們不怕幽暗中流行的瘟疫
[00:09:55.760 --> 00:09:57.680]  或者中午滅人的病毒
[00:09:57.680 --> 00:09:59.680]  或者是中午滅人的病毒
[00:09:59.680 --> 00:10:02.000]  如果我們不過分解讀這兩句話
[00:10:02.000 --> 00:10:03.680]  如果我們不過分解讀這兩句話
[00:10:03.680 --> 00:10:07.080]  經文帶出瘟疫無論在明在暗
[00:10:07.080 --> 00:10:11.360]  經文帶出瘟疫無論在明在暗
[00:10:11.360 --> 00:10:13.320]  經常都發生
[00:10:13.320 --> 00:10:15.360]  甚至毀滅我們的生命
[00:10:15.360 --> 00:10:16.680]  甚至會毀滅我們的生命
[00:10:16.680 --> 00:10:19.040]  但在神的保護之下我們不需要害怕
[00:10:19.040 --> 00:10:20.680]  但在神的保護之下我們不需要害怕
[00:10:20.680 --> 00:10:25.560]  第十節中文聖經翻譯為
[00:10:25.560 --> 00:10:28.200]  災害必不挨近你的帳篷
[00:10:28.200 --> 00:10:29.760]  第十節中文聖經翻譯為
[00:10:29.760 --> 00:10:31.080]  災害必不挨近你的帳篷
[00:10:31.080 --> 00:10:33.040]  災害這個原文是瘟疫
[00:10:33.040 --> 00:10:34.640]  災害這個原文是瘟疫
[00:10:34.640 --> 00:10:36.240]  十二節
[00:10:36.240 --> 00:10:38.360]  我們不會被石擊中
[00:10:38.360 --> 00:10:40.040]  我們不會被石擊中
[00:10:40.040 --> 00:10:41.320]  這是中文聖經的翻譯
[00:10:41.320 --> 00:10:42.320]  這是中文聖經的翻譯
[00:10:42.320 --> 00:10:44.960]  原文是我們不會被瘟疫擊中
[00:10:44.960 --> 00:10:47.480]  原文是我們不會被瘟疫擊中
[00:10:47.480 --> 00:10:51.600]  我想當全球在一片恐慌當中的時候
[00:10:51.600 --> 00:10:54.280]  我們相信在全球一片恐慌的狀況
[00:10:54.280 --> 00:10:56.360]  基督徒讀到詩篇九十一篇
[00:10:56.360 --> 00:10:59.880]  心裏面帶來何等大的安慰呢?
[00:10:59.880 --> 00:11:01.560]  心裏面帶來何等大的安慰呢?
[00:11:01.560 --> 00:11:03.320]  但理智一點的基督徒
[00:11:03.320 --> 00:11:04.440]  但理智一點的基督徒
[00:11:04.440 --> 00:11:06.160]  馬上會發覺
[00:11:06.160 --> 00:11:10.240]  詩篇九十一篇根本不是講新冠狀病毒
[00:11:10.240 --> 00:11:13.960]  原來詩篇九十一篇根本就不是講新冠狀病毒
[00:11:13.960 --> 00:11:15.680]  我們不可以妄聞生意
[00:11:15.680 --> 00:11:17.320]  我們不能妄聞生意
[00:11:17.320 --> 00:11:21.920]  我們就認為這是上帝透過詩篇對我們的應許
[00:11:21.920 --> 00:11:25.120]  我們就不能說這是上帝透過詩篇對我們的應許
[00:11:25.120 --> 00:11:29.240]  我聽不少傳道人引這篇詩篇作為神的應許
[00:11:29.240 --> 00:11:32.920]  我聽不少傳道人引這篇詩篇作為神的應許
[00:11:32.920 --> 00:11:36.000]  認為基督徒不會受任何病毒感染
[00:11:36.000 --> 00:11:38.440]  認為基督徒不會受任何病毒感染
[00:11:38.440 --> 00:11:44.120]  美國在中部有一些保守派的牧師
[00:11:44.120 --> 00:11:46.520]  美國在中部有一些保守派的牧師
[00:11:46.520 --> 00:11:50.120]  他們認為基督徒不會受這些疫情的感染
[00:11:50.120 --> 00:11:52.600]  他們認為基督徒不會受這個疫情的感染
[00:11:52.600 --> 00:11:55.400]  所以就如常地去繼續崇拜
[00:11:55.400 --> 00:11:57.160]  所以他們如常地繼續崇拜
[00:11:57.160 --> 00:12:00.680]  結果有好幾個牧師因為這樣感染病毒離開這個世界
[00:12:00.680 --> 00:12:04.000]  結果有幾位牧師因為這樣感染到病毒離開這個世界
[00:12:04.000 --> 00:12:08.960]  我個人不太接受我們將詩篇九十一篇作為一個護身符
[00:12:08.960 --> 00:12:12.640]  我個人不太接受詩篇九十一篇作為一個護身符
[00:12:12.640 --> 00:12:17.640]  或者九十一篇保障我們基督徒免受一切病毒的感染
[00:12:17.640 --> 00:12:22.320]  或者九十一篇保障我們基督徒免受一切病毒的感染
[00:12:22.320 --> 00:12:24.040]  我們可以抓住上帝的應許
[00:12:24.040 --> 00:12:25.560]  我們可以抓緊上帝的應許
[00:12:25.560 --> 00:12:29.560]  但是不代表我們放輕我們要對自己的保護
[00:12:29.560 --> 00:12:32.080]  但是我們不能說我們放輕我們對一切
[00:12:32.080 --> 00:12:36.240]  但是劃分兩頭古代的醫療衛生設備比今天更加缺乏
[00:12:36.240 --> 00:12:40.040]  但是劃分兩頭這是古代的衛生醫療設施比現在缺乏
[00:12:40.040 --> 00:12:43.840]  受瘟疫或者病毒感染的禍害比今天嚴重
[00:12:43.840 --> 00:12:46.200]  受瘟疫或者病毒感染的禍害比現在嚴重
[00:12:46.200 --> 00:12:49.320]  人在無助的裏面尋求上帝的幫助
[00:12:49.320 --> 00:12:51.600]  人在無助的時候尋求上帝的幫助
[00:12:51.600 --> 00:12:53.640]  這是值得我們去參考的
[00:12:53.640 --> 00:12:56.040]  是值得我們參考的
[00:12:56.040 --> 00:12:58.200]  如果我們仔細的去研讀
[00:12:58.200 --> 00:12:59.360]  又說我們只是去研讀
[00:12:59.360 --> 00:13:04.760]  在詩篇九十一篇單是有關上帝的稱號已經非常豐富
[00:13:04.760 --> 00:13:09.480]  我們單單是對上帝的稱號在這四篇九十篇裏面就十分豐富
[00:13:09.480 --> 00:13:15.200]  單單在第一第二節出現了四個不同的名詞去形容上帝
[00:13:15.200 --> 00:13:19.240]  單單在第一第二節出現四個不同的名詞去形容上帝
[00:13:19.240 --> 00:13:21.400]  包括至高者
[00:13:21.400 --> 00:13:23.240]  全能者
[00:13:23.240 --> 00:13:25.280]  我們傳統翻譯是耶和華
[00:13:25.280 --> 00:13:27.520]  或者現在音譯是雅威
[00:13:27.520 --> 00:13:30.040]  我們一直傳統翻譯是耶和華
[00:13:30.040 --> 00:13:31.680]  我現在翻譯成雅威
[00:13:31.680 --> 00:13:33.200]  和我的神
[00:13:33.200 --> 00:13:34.240]  或者是我的神
[00:13:34.240 --> 00:13:36.480]  在整個詩篇一開始的時候
[00:13:36.480 --> 00:13:38.120]  在整個詩篇一開始的時候
[00:13:38.120 --> 00:13:42.640]  詩人做了一個非常充滿信靠的開場白
[00:13:42.640 --> 00:13:44.960]  詩人做了一個非常信靠的開場白
[00:13:44.960 --> 00:13:48.720]  他用了不同的意象去形容這位值得我們信靠的神
[00:13:48.720 --> 00:13:50.720]  他用了不同的意象去形容我們這個神
[00:13:50.720 --> 00:13:53.840]  在第一節是用了兩個平行句去排列
[00:13:53.840 --> 00:13:56.920]  第一節用了兩個平行句去排列
[00:13:56.920 --> 00:14:00.040]  他說住在至高者的隱密處
[00:14:00.040 --> 00:14:01.960]  他說住在至高者的隱密處
[00:14:01.960 --> 00:14:04.200]  和住在全能者的印象
[00:14:04.200 --> 00:14:05.800]  住在全能者的印象
[00:14:05.800 --> 00:14:10.240]  住在的意思是表示安歇、安居、停留
[00:14:10.240 --> 00:14:13.520]  住在的意思就是安歇、安居、停留
[00:14:13.520 --> 00:14:17.200]  就是說我們安歇在這位全能者的裏面
[00:14:17.200 --> 00:14:20.720]  就是我們安歇在我們全能者的保護裏面
[00:14:20.720 --> 00:14:24.520]  隱密處就不是隔離中心、遠離民居
[00:14:24.520 --> 00:14:27.000]  隱密處並不是隔離中心、遠離民居
[00:14:27.000 --> 00:14:29.400]  可以翻譯為藏身處或者庇護所
[00:14:29.400 --> 00:14:32.040]  可以翻譯為藏身處或者避難所
[00:14:32.040 --> 00:14:36.960]  另一個下半節所謂的對句
[00:14:36.960 --> 00:14:38.760]  下一節的對句
[00:14:38.760 --> 00:14:40.880]  他說在全能者的陰下
[00:14:40.880 --> 00:14:42.520]  他說在全能者的印象
[00:14:42.520 --> 00:14:47.480]  這個陰下一般是形容母雞或者母鳥
[00:14:47.480 --> 00:14:50.240]  是保護雛鳥和小雞那幅圖畫
[00:14:50.240 --> 00:14:52.600]  一般都形容這個是母雞和母鳥
[00:14:52.600 --> 00:14:54.640]  去保護小雞、小鳥的一個圖畫
[00:14:54.640 --> 00:14:58.200]  將這些小雞收藏在自己翅膀的陰肥之下
[00:14:58.200 --> 00:15:02.360]  將這些小雞、小鳥收藏在自己翅膀的陰肥之下
[00:15:02.360 --> 00:15:05.160]  形容一種庇護和防衛
[00:15:05.160 --> 00:15:07.480]  形容一種庇護和防衛
[00:15:07.480 --> 00:15:10.040]  第一節用了兩個對神不同的稱號
[00:15:10.040 --> 00:15:12.200]  第一節用了對神兩個不同的稱號
[00:15:12.200 --> 00:15:13.680]  至高者和全能者
[00:15:13.680 --> 00:15:14.800]  是一個至高者和全能者
[00:15:14.800 --> 00:15:17.360]  他所提供的庇護所和防禦
[00:15:17.360 --> 00:15:19.640]  他提供了庇護處和防禦
[00:15:19.640 --> 00:15:20.920]  是一種信心的保證
[00:15:20.920 --> 00:15:22.240]  是一個信心的保障
[00:15:22.240 --> 00:15:25.480]  大家看到全世界有不同防疫的措施
[00:15:25.480 --> 00:15:27.560]  我們看到全世界不同防疫的措施
[00:15:27.560 --> 00:15:29.920]  當然最怕的就是放軟手腳
[00:15:29.920 --> 00:15:31.800]  我們叫佛系的防疫措施
[00:15:31.800 --> 00:15:33.520]  最怕的就是放軟手腳
[00:15:33.520 --> 00:15:35.200]  我們說佛系的防疫措施
[00:15:35.200 --> 00:15:36.560]  令人完全沒有信心
[00:15:36.560 --> 00:15:38.000]  令人完全沒有信心
[00:15:38.000 --> 00:15:41.760]  就算香港的感染其實是非常低
