
[00:00:00.000 --> 00:00:04.200]  今天分享的題目是從醫治到拯救
[00:01:25.080 --> 00:01:28.360]  然後就忘記了去感謝我爸爸
[00:01:28.360 --> 00:01:31.160]  小時候也不是常常看到爸爸回來跟我們吃飯
[00:01:31.160 --> 00:01:32.480]  因為他做生意很忙
[00:01:32.480 --> 00:01:35.560]  但是有一晚我記得他故意回來跟我們吃飯
[00:01:35.560 --> 00:01:38.240]  他回來的時候拿著一大袋禮物
[00:01:38.240 --> 00:01:39.840]  是什麼呢?
[00:01:39.840 --> 00:01:43.920]  原來是當時的兒童節目的錄音帶
[00:01:43.920 --> 00:01:46.040]  他說我今天帶了很多禮物給你
[00:01:46.040 --> 00:01:47.240]  一拿出錄音帶
[00:01:47.240 --> 00:01:50.000]  哇!跳飛機啊!
[00:01:50.000 --> 00:01:51.640]  有沒有人記得跳飛機?
[00:01:55.680 --> 00:01:57.560]  多謝你多謝你
[00:01:57.560 --> 00:01:59.080]  多謝你Tony
[00:01:59.080 --> 00:02:00.680]  多謝你多謝你
[00:02:00.680 --> 00:02:01.480]  我也明白的
[00:02:01.480 --> 00:02:04.160]  你記得跳飛機應該跟我同一個年代了
[00:02:04.160 --> 00:02:05.840]  然後不僅有跳飛機
[00:02:05.840 --> 00:02:06.720]  然後拿出來
[00:02:06.720 --> 00:02:07.800]  你看看
[00:02:07.800 --> 00:02:10.240]  醒目哥啊!
[00:02:10.240 --> 00:02:13.440]  如果你開始發現有些錯誤
[00:02:13.440 --> 00:02:15.240]  證明你跟我同一個年代了
[00:02:15.240 --> 00:02:18.720]  不是啦!不是醒目哥啊!
[00:02:18.720 --> 00:02:20.280]  是醒目仔啊!
[00:02:20.280 --> 00:02:21.920]  有沒有人記得醒目仔啊?
[00:02:23.080 --> 00:02:26.120]  有誠實的人在這裡
[00:02:26.120 --> 00:02:27.440]  然後我們很開心
[00:02:27.440 --> 00:02:30.360]  我仍然記得我們三姊弟一起跟我爸爸說
[00:02:30.360 --> 00:02:32.560]  不是醒目哥啊!
[00:02:32.560 --> 00:02:34.800]  是醒目仔啊!
[00:02:34.800 --> 00:02:36.720]  我們還說是醒目仔嗎?
[00:02:36.720 --> 00:02:38.160]  於是我就拿出了跳飛機
[00:02:38.160 --> 00:02:39.640]  跳著跳著跳走了
[00:02:39.640 --> 00:02:41.600]  又不記得多謝我爸爸
[00:02:41.600 --> 00:02:44.240]  我記得媽媽有一次跟我說
[00:02:44.240 --> 00:02:46.680]  她說為什麼你每一次收禮物
[00:02:46.680 --> 00:02:48.720]  你都不記得多謝你爸爸
[00:02:48.720 --> 00:02:53.240]  她說其實爸爸心裡面不是很想要你一句言語上的多謝
[00:02:53.240 --> 00:02:57.920]  但是原來爸爸是很渴望跟你有這一段的關係
[00:02:57.920 --> 00:02:59.480]  我媽媽給我這個教導
[00:02:59.480 --> 00:03:00.440]  到今天我都記得
[00:03:00.440 --> 00:03:02.640]  所以今天我仍然經常說多謝我爸爸
[00:03:02.640 --> 00:03:03.480]  因為爸爸做得很好
[00:03:03.480 --> 00:03:05.120]  他經常請我吃飯的
[00:03:05.120 --> 00:03:07.360]  他請我吃好東西的時候
[00:03:07.360 --> 00:03:08.880]  我就會說多謝爸爸
[00:03:08.880 --> 00:03:09.920]  但是我知道
[00:03:09.920 --> 00:03:11.480]  不只是一句公式
[00:03:11.480 --> 00:03:13.520]  是因為一段的關係
[00:03:13.520 --> 00:03:16.360]  但是當我們回想我們的屬靈生命的時候
[00:03:16.360 --> 00:03:18.640]  可能我們的屬靈生命也是這樣子的
[00:03:18.640 --> 00:03:22.120]  我們很多時候會懂得向神求
[00:03:22.120 --> 00:03:24.960]  但是我們又不懂得怎麼去回應
[00:03:24.960 --> 00:03:26.440]  很多時候我們的生命
[00:03:26.440 --> 00:03:27.520]  我們有不同的需要
[00:03:27.520 --> 00:03:28.800]  為我們的工作
[00:03:28.800 --> 00:03:30.440]  為我們的家庭
[00:03:30.440 --> 00:03:31.960]  為我們的感情
[00:03:31.960 --> 00:03:33.200]  為我們的健康
[00:03:33.200 --> 00:03:35.120]  很多時候我們都會很迫切的祈禱
[00:03:35.120 --> 00:03:36.600]  可能我們也會祈禱
[00:03:36.600 --> 00:03:39.520]  主啊!求祢讓我進入這份工作
[00:03:39.520 --> 00:03:42.680]  主啊!求祢醫好我的身體健康
[00:03:42.680 --> 00:03:45.360]  主啊!求祢讓我這段關係可以和好
[00:03:45.360 --> 00:03:46.680]  我們也會這樣祈禱的
[00:03:46.680 --> 00:03:48.560]  但是當神真的開路了
[00:03:48.560 --> 00:03:50.040]  我們考試過了
[00:03:50.040 --> 00:03:51.320]  工作又找到了
[00:03:51.320 --> 00:03:52.720]  病又康復了
[00:03:52.720 --> 00:03:54.080]  問題又解決了
[00:03:54.080 --> 00:03:56.920]  那一刻我們也會說一句感謝主
[00:03:56.920 --> 00:03:58.480]  但是接著我們會怎麼樣呢?
[00:03:58.480 --> 00:04:01.280]  我們很多時候都會繼續投入新的生活
[00:04:01.280 --> 00:04:02.800]  新的忙碌
[00:04:02.800 --> 00:04:03.920]  新的工作
[00:04:03.920 --> 00:04:05.240]  新的關係
[00:04:05.240 --> 00:04:06.160]  新的安排
[00:04:06.160 --> 00:04:08.080]  慢慢我們已經忘記了神了
[00:04:08.080 --> 00:04:10.680]  我們可能會少了回教會
[00:04:10.680 --> 00:04:12.160]  少了禱告
[00:04:12.160 --> 00:04:14.000]  少了親近神
[00:04:14.000 --> 00:04:16.040]  接著發現可能我們的生命
[00:04:16.040 --> 00:04:19.040]  我們只是有需要的時候才來找耶穌而已
[00:04:19.040 --> 00:04:22.320]  事成之後就各散東西
[00:04:22.320 --> 00:04:24.120]  我們發現可能我們的生命
[00:04:24.120 --> 00:04:26.360]  原來我們只是找神的幫助
[00:04:26.360 --> 00:04:32.200]  但是我們未曾和神進入一個真正的關係
[00:04:32.200 --> 00:04:34.600]  所以今天這個題目
[00:04:34.600 --> 00:04:36.760]  從醫治到拯救
[00:04:36.760 --> 00:04:39.440]  我們會去看一段很熟悉
[00:04:39.440 --> 00:04:41.880]  但是很值得我們生命反省的經文
[00:04:41.880 --> 00:04:44.480]  十個麻瘋病人得醫治
[00:04:44.480 --> 00:04:47.200]  但是只有一個轉身回來
[00:04:47.200 --> 00:04:48.880]  俯伏在耶穌面前
[00:04:48.880 --> 00:04:50.920]  歸榮耀給神
[00:04:50.920 --> 00:04:52.320]  我們今天我們的生命
[00:04:52.320 --> 00:04:54.560]  都可能經歷過神的醫治
[00:04:54.560 --> 00:04:55.920]  神的幫助
[00:04:55.920 --> 00:04:57.000]  神的帶領
[00:04:57.000 --> 00:04:58.640]  或者神的開路
[00:04:58.640 --> 00:05:00.200]  但是我們要問自己
[00:05:00.200 --> 00:05:05.520]  今天我們有沒有和神建立一段真正的關係
[00:05:05.520 --> 00:05:07.520]  所以今天很想藉著今天的經文
[00:05:07.520 --> 00:05:11.160]  我們一起去學習三個很重要的功課
[00:05:11.160 --> 00:05:13.440]  我們一起去彼此鼓勵
[00:05:13.440 --> 00:05:15.600]  今天第一個的功課
[00:05:15.600 --> 00:05:18.920]  是明白我們的生命需要主
[00:05:18.920 --> 00:05:22.680]  我們一起讀《路加福音》十七章十一至十三節
[00:05:22.680 --> 00:05:23.520]  我們一起讀
[00:05:23.520 --> 00:05:24.640]  一、二、三
[00:05:24.640 --> 00:05:27.160]  耶穌往耶路撒冷去
[00:05:27.160 --> 00:05:30.240]  經過撒瑪利亞和加利尼
[00:05:30.240 --> 00:05:32.240]  進入一個村子
[00:05:32.240 --> 00:05:36.080]  有十個長大麻瘋的迎面而來
[00:05:36.080 --> 00:05:37.800]  遠遠地站著
[00:05:37.800 --> 00:05:38.840]  高聲說
[00:05:38.840 --> 00:05:42.240]  耶穌夫子可憐我們吧
[00:05:42.240 --> 00:05:43.840]  當我們看這段聖經的時候
[00:05:43.840 --> 00:05:46.520]  我們首先看看這個背景
[00:05:46.520 --> 00:05:49.320]  耶穌往耶路撒冷去
[00:05:49.320 --> 00:05:52.240]  經過撒瑪利亞和加利尼
[00:05:52.240 --> 00:05:55.160]  在這裡帶出了兩個重點
[00:05:55.160 --> 00:05:57.840]  耶穌經過這個地方
[00:05:57.840 --> 00:06:00.520]  他看到一群被人忽略的人
[00:06:00.520 --> 00:06:02.800]  但是同樣這段聖經提醒我們
[00:06:02.800 --> 00:06:06.440]  耶穌去耶路撒冷是有著祂自己的使命
[00:06:06.440 --> 00:06:10.600]  耶穌去耶路撒冷是要在那裡釘十字架的
[00:06:10.600 --> 00:06:13.360]  但是耶穌為我們釘十字架
[00:06:13.360 --> 00:06:14.640]  就讓我們
[00:06:14.640 --> 00:06:17.280]  包括一群被忽略的人
[00:06:17.280 --> 00:06:19.560]  去得著救恩
[00:06:19.560 --> 00:06:22.760]  而耶穌在這裡遇見了十個麻瘋病人
[00:06:22.760 --> 00:06:25.440]  在當時來說是一個很真實的寫照
[00:06:25.440 --> 00:06:28.200]  因為當時的醫學並不昌明
[00:06:28.200 --> 00:06:32.320]  而乾旱的氣候也助長了很多皮膚病的生長
[00:06:32.320 --> 00:06:36.240]  所以麻瘋病是當時一個很普遍的問題
[00:06:36.240 --> 00:06:39.600]  在這裡你可能覺得麻瘋病跟我無關
[00:06:39.600 --> 00:06:41.280]  我不需要耶穌
[00:06:41.280 --> 00:06:45.040]  但其實麻瘋病人的需要不單單是身體的需要
[00:06:45.040 --> 00:06:49.040]  我們一會兒會看到麻瘋病人不單止身體有需要
[00:06:49.040 --> 00:06:51.040]  他的情感有需要
[00:06:51.040 --> 00:06:53.080]  他的情緒有需要
[00:06:53.080 --> 00:06:55.680]  甚至他的屬靈生命也有需要
[00:06:55.680 --> 00:06:58.200]  今天我們可能身體也有需要
[00:06:58.200 --> 00:07:00.600]  但今天可能說我身體很健康
[00:07:00.600 --> 00:07:03.040]  但我們也有情緒的問題
[00:07:03.040 --> 00:07:05.320]  我們可能會有情感的問題
[00:07:05.320 --> 00:07:08.000]  我們也有屬靈生命的問題
[00:07:08.000 --> 00:07:09.880]  我們需要主
[00:07:09.880 --> 00:07:12.040]  在這裡到了第十二節
[00:07:12.040 --> 00:07:14.240]  耶穌進入一個村子
[00:07:14.240 --> 00:07:17.840]  有十個長大麻瘋的迎面而來
[00:07:17.840 --> 00:07:19.200]  遠遠地站著
[00:07:19.200 --> 00:07:23.960]  說麻瘋病當時是被社會視為不潔的人
[00:07:23.960 --> 00:07:26.400]  他們要跟其他人分開
[00:07:26.400 --> 00:07:29.480]  要住在城外面沒有人住的地方
[00:07:29.480 --> 00:07:32.320]  在文素記五章二至三節裡面這麼說
[00:07:32.320 --> 00:07:34.000]  他說你吩咐以色列人
[00:07:34.000 --> 00:07:41.360]  使一切長大麻瘋的患陋症的並因死屍不潔症的都出營外去
[00:07:41.360 --> 00:07:45.320]  無論男女都要使他們出到營外
[00:07:45.320 --> 00:07:47.600]  免得污穢他們的營
[00:07:47.600 --> 00:07:49.880]  這營是我所住的
[00:07:49.880 --> 00:07:51.880]  看完這段經我們又發現
[00:07:51.880 --> 00:07:53.080]  身為一個麻瘋病人
[00:07:53.080 --> 00:07:55.080]  他有的不單止是身體的問題
[00:07:55.080 --> 00:07:57.880]  他有的更加是情感的問題
[00:07:57.880 --> 00:07:59.880]  因為他們是被人隔絕的
[00:07:59.880 --> 00:08:01.520]  他們有的是情緒的問題
[00:08:01.520 --> 00:08:03.520]  因為他們是被人歧視的
[00:08:03.520 --> 00:08:05.760]  而他們有的也是屬靈的問題
[00:08:05.760 --> 00:08:09.760]  因為他們是不能夠在聖殿敬拜神
[00:08:09.760 --> 00:08:11.760]  所以他們是被人厭棄
[00:08:11.760 --> 00:08:13.760]  沒有群體生活
[00:08:13.760 --> 00:08:15.760]  也沒有敬拜生活
[00:08:15.760 --> 00:08:18.400]  所以聖經說他們只能夠遠遠地站出來
[00:08:18.400 --> 00:08:20.200]  因為他們知道自己不潔
[00:08:20.200 --> 00:08:22.000]  而我們一會兒更加知道
[00:08:22.000 --> 00:08:23.800]  在這一群人裡面
[00:08:23.800 --> 00:08:26.680]  有一個人是撒瑪利亞人
[00:08:26.680 --> 00:08:29.480]  這個不單止是一個麻瘋病撒瑪利亞人
[00:08:29.480 --> 00:08:32.480]  更加是被猶太社群厭棄的人
[00:08:32.480 --> 00:08:35.600]  而這一群人當他們見到耶穌的時候
[00:08:35.600 --> 00:08:37.240]  第十三節告訴我們
[00:08:37.240 --> 00:08:38.640]  他們高聲說
[00:08:38.640 --> 00:08:41.640]  耶穌,夫子可憐我們吧
[00:08:41.640 --> 00:08:44.320]  有學者認為高聲說
[00:08:44.320 --> 00:08:46.920]  是一種向神呼求的格式
[00:08:46.920 --> 00:08:51.360]  但也跟當時可能律法的需要有關
[00:08:51.360 --> 00:08:53.360]  原來當時的律法說什麼呢?
[00:08:53.360 --> 00:08:55.360]  如果我們看《利未記》十三章
[00:08:55.360 --> 00:08:57.000]  四十五至四十六節
[00:08:57.000 --> 00:08:59.880]  原來當時如果有大麻瘋的人是要怎樣的呢?
[00:08:59.880 --> 00:09:03.600]  他說:身上有長大麻瘋災病的
[00:09:03.600 --> 00:09:05.840]  他的衣服要撕裂
[00:09:05.840 --> 00:09:08.160]  也要縫頭散髮
[00:09:08.160 --> 00:09:09.880]  蒙著上唇
[00:09:09.880 --> 00:09:13.000]  喊叫說:不潔淨了!不潔淨了!
[00:09:13.000 --> 00:09:15.480]  災病在他身上的日子
[00:09:15.480 --> 00:09:17.560]  他便是不潔淨
[00:09:17.560 --> 00:09:19.200]  他既是不潔淨
[00:09:19.200 --> 00:09:21.080]  就要獨居營外
[00:09:21.080 --> 00:09:23.080]  當我們去看這段聖經
[00:09:23.080 --> 00:09:25.640]  我們就明白他們當時可憐的狀況
[00:09:25.640 --> 00:09:28.080]  他們不單止已經身體有需要
[00:09:28.080 --> 00:09:29.960]  他們的情感有需要
[00:09:29.960 --> 00:09:31.360]  他們被人隔絕
[00:09:31.360 --> 00:09:32.760]  失去了群體
[00:09:32.760 --> 00:09:34.080]  失去了敬拜的生活
[00:09:34.080 --> 00:09:34.920]  不單止如此
[00:09:34.920 --> 00:09:36.080]  這段聖經更加說
[00:09:36.080 --> 00:09:37.640]  他們要怎樣呢?
[00:09:37.640 --> 00:09:40.400]  他們要衣服撕裂
[00:09:40.400 --> 00:09:42.400]  頭髮蓬鬆
[00:09:42.400 --> 00:09:44.160]  去到哪裡都要告訴別人
[00:09:44.160 --> 00:09:45.600]  我是不潔淨的!
[00:09:45.600 --> 00:09:47.160]  我是不潔淨的!
[00:09:47.160 --> 00:09:48.400]  你試想一下
[00:09:48.400 --> 00:09:50.200]  如果你今天患了感冒
[00:09:50.200 --> 00:09:52.280]  然後我們在這個群體裡面說
[00:09:52.280 --> 00:09:53.480]  如果你患了感冒
[00:09:53.480 --> 00:09:55.320]  你要撕裂衣服
[00:09:55.320 --> 00:09:57.320]  頭髮蓬鬆
[00:09:57.320 --> 00:09:59.160]  到處去都要告訴別人
[00:09:59.160 --> 00:10:00.320]  我有感冒啊!
[00:10:00.320 --> 00:10:01.360]  我有感冒啊!
[00:10:01.360 --> 00:10:03.040]  不要走過來!
[00:10:03.040 --> 00:10:05.560]  這就是他們的苦況
[00:10:05.560 --> 00:10:07.480]  但是感冒是會康復的
[00:10:07.480 --> 00:10:08.400]  麻瘋病
[00:10:08.400 --> 00:10:11.360]  在那時候是不能醫治的
[00:10:11.360 --> 00:10:12.840]  所以我們就明白
[00:10:12.840 --> 00:10:15.800]  當時這些人的苦況
[00:10:15.800 --> 00:10:16.680]  他們是怎樣呢?
[00:10:16.680 --> 00:10:18.200]  被標籤
[00:10:18.200 --> 00:10:20.120]  被排擠
[00:10:20.120 --> 00:10:21.680]  被隔絕
[00:10:21.680 --> 00:10:23.080]  所以他們的出路是什麼?
[00:10:23.080 --> 00:10:25.920]  他們的出路就是唯有跟耶穌說
[00:10:25.920 --> 00:10:29.680]  耶穌!夫子!可憐我吧!
[00:10:29.680 --> 00:10:31.040]  通常在路加福音
[00:10:31.040 --> 00:10:32.800]  什麼人會稱呼耶穌為夫子
[00:10:32.800 --> 00:10:33.800]  就是他的門徒
[00:10:33.800 --> 00:10:36.640]  因為門徒經歷過耶穌的工作
[00:10:36.640 --> 00:10:39.960]  而這些麻瘋病人都稱呼耶穌為夫子
[00:10:39.960 --> 00:10:43.680]  他說主啊!求祢的工作能夠怎樣?
[00:10:43.680 --> 00:10:47.280]  成就在我們的身體上
[00:10:47.280 --> 00:10:49.920]  所以其實這個可憐
[00:10:49.920 --> 00:10:53.240]  是表達一個人在絕望之中的呼求
[00:10:53.240 --> 00:10:57.280]  表達他生命需要主
[00:10:57.280 --> 00:10:58.880]  但是原來今天
[00:10:58.880 --> 00:11:01.680]  我們的生命改變的第一步
[00:11:01.680 --> 00:11:05.880]  都是明白我們的生命需要神
[00:11:05.880 --> 00:11:07.680]  我不知道你的生命
[00:11:07.680 --> 00:11:11.680]  會不會都曾經經歷過孤單
[00:11:11.680 --> 00:11:14.160]  或者經歷過無助
[00:11:14.160 --> 00:11:16.480]  經歷過被標籤
[00:11:16.480 --> 00:11:18.920]  甚至經歷過被拒絕
[00:11:18.920 --> 00:11:20.600]  可能甚至有時候
[00:11:20.600 --> 00:11:24.080]  是標籤和拒絕的不是其他人
[00:11:24.080 --> 00:11:25.680]  而是你自己
[00:11:25.680 --> 00:11:26.960]  有時候我們去到一個位置
[00:11:26.960 --> 00:11:28.960]  我自己都標籤自己
[00:11:28.960 --> 00:11:30.880]  我是沒有希望的
[00:11:30.880 --> 00:11:32.680]  我自己都拒絕了自己
[00:11:32.680 --> 00:11:35.960]  我跟自己說你是沒有希望的
[00:11:35.960 --> 00:11:38.400]  我曾經認識一個弟兄
[00:11:38.400 --> 00:11:39.760]  他回來教會一段時間
[00:11:39.760 --> 00:11:40.880]  然後有機會和他聊天
[00:11:40.880 --> 00:11:42.680]  我問他是怎樣回來教會的
[00:11:42.680 --> 00:11:45.480]  他說原來是一對夫婦帶他回來教會
[00:11:45.480 --> 00:11:46.920]  我說你是怎樣認識這對夫婦的
[00:11:46.920 --> 00:11:50.080]  原來是在茶餐廳認識這對夫婦
[00:11:50.080 --> 00:11:51.240]  他說有一次
[00:11:51.240 --> 00:11:54.320]  他在茶餐廳聽到有一對夫婦突然跟他聊天
[00:11:54.320 --> 00:11:55.440]  突然問他
[00:11:55.440 --> 00:11:56.800]  你好嗎?
[00:11:56.800 --> 00:11:58.520]  他說我不好
[00:11:58.520 --> 00:12:00.920]  我現在的生命很混亂
[00:12:00.920 --> 00:12:03.400]  他說我的感情一團糟
[00:12:03.400 --> 00:12:05.880]  我的工作快要爆煲
[00:12:05.880 --> 00:12:08.560]  我不知道我的生命有什麼方向
[00:12:08.560 --> 00:12:09.720]  在這個時候
[00:12:09.720 --> 00:12:11.160]  那對夫婦說不是的
[00:12:11.160 --> 00:12:12.600]  你有希望的
[00:12:12.600 --> 00:12:13.640]  然後他自己也說
[00:12:13.640 --> 00:12:16.240]  我看不到我有希望
[00:12:16.240 --> 00:12:18.720]  我看不到我有出路
[00:12:18.720 --> 00:12:20.440]  然後這對夫婦說不是的
[00:12:20.440 --> 00:12:23.040]  在神裡面你有希望的
[00:12:23.040 --> 00:12:25.920]  我就約你星期天回教會
[00:12:25.920 --> 00:12:27.760]  我真的為了這對夫婦感謝
[00:12:27.760 --> 00:12:29.800]  他真的在茶餐廳見到一對夫婦聊天
[00:12:29.800 --> 00:12:31.520]  邀請他回來教會
[00:12:31.520 --> 00:12:33.320]  但是有時候就是這樣
[00:12:33.320 --> 00:12:35.640]  但是當我們的生命
[00:12:35.640 --> 00:12:39.200]  去知道我們需要神
[00:12:39.200 --> 00:12:42.560]  原來就是我們生命改變的第一步
[00:12:42.560 --> 00:12:44.640]  那你可能說不是的
[00:12:44.640 --> 00:12:48.000]  我真的不像這個麻瘋病人
[00:12:48.000 --> 00:12:49.840]  但是我相信我們的生命裡面
[00:12:49.840 --> 00:12:53.320]  都曾經經歷過感覺無助
[00:12:53.320 --> 00:12:54.680]  或者經歷過有一些東西
[00:12:54.680 --> 00:12:56.480]  不在我們的控制裡面
[00:12:56.480 --> 00:12:57.720]  或者有一些東西
[00:12:57.720 --> 00:12:59.800]  我們不知道出路在哪裡
[00:12:59.800 --> 00:13:02.240]  可能我們都真的經歷過工作的張力
[00:13:02.240 --> 00:13:04.280]  甚至是工作爆煲
[00:13:04.280 --> 00:13:07.400]  我們又經歷過人際關係的張力
[00:13:07.400 --> 00:13:09.240]  帶來的情緒
[00:13:09.240 --> 00:13:10.360]  又或者我們經歷過
[00:13:10.360 --> 00:13:13.080]  家裡面有家人的需要
[00:13:13.080 --> 00:13:14.840]  甚至可能我們自己都經歷過
[00:13:14.840 --> 00:13:17.000]  身體健康的問題
[00:13:17.000 --> 00:13:18.720]  我們需要主
[00:13:18.720 --> 00:13:19.840]  但可能你說不是的
[00:13:19.840 --> 00:13:20.840]  梁牧師剛才你說的
[00:13:20.840 --> 00:13:21.840]  我全部都沒有的
[00:13:21.840 --> 00:13:22.640]  我很幸福
[00:13:22.640 --> 00:13:25.000]  我全家都很幸福
[00:13:25.000 --> 00:13:28.000]  但是我們的生命都需要主
[00:13:28.000 --> 00:13:31.120]  因為如果我們看回剛才那個麻瘋病人
[00:13:31.120 --> 00:13:33.200]  他其中一個的絕望
[00:13:33.200 --> 00:13:35.360]  是他不能夠敬拜神
[00:13:35.360 --> 00:13:37.960]  今天如果我們的生命沒有神
[00:13:37.960 --> 00:13:40.520]  我們都找不到生命真正的意義
[00:13:40.520 --> 00:13:42.200]  我們會不斷追尋這個世界
[00:13:42.200 --> 00:13:44.680]  告訴我們聽聽我們生命滿足的東西
[00:13:44.680 --> 00:13:48.480]  但是那些滿足不能夠帶給我們真正的滿足
[00:13:48.480 --> 00:13:49.920]  真正的滿足
[00:13:49.920 --> 00:13:52.160]  唯有我們回到神裡面
[00:13:52.160 --> 00:13:56.040]  我們就找到生命真正的意義和滿足
[00:13:56.040 --> 00:13:57.200]  所以很重要
[00:13:57.200 --> 00:14:00.800]  我們每一個都要承認我們的生命需要主
[00:14:00.800 --> 00:14:04.440]  當我們承認我們的生命需要神
[00:14:04.440 --> 00:14:05.960]  有很多東西不在我們控制
[00:14:05.960 --> 00:14:08.400]  很多東西不是我們自己搞得定的時候
[00:14:08.400 --> 00:14:11.680]  這個是我們生命改變的第一步
[00:14:11.680 --> 00:14:13.640]  而我們今天學的第二個功課
[00:14:13.640 --> 00:14:16.240]  是未見到結果已先
[00:14:16.240 --> 00:14:19.320]  我們仍然憑信心去信服主
[00:14:19.320 --> 00:14:21.840]  我們一起讀十四至十五節好嗎?
[00:14:21.840 --> 00:14:22.440]  我們一起讀
[00:14:22.440 --> 00:14:23.480]  一二三
[00:14:23.480 --> 00:14:24.880]  耶穌看見
[00:14:24.880 --> 00:14:26.480]  就對他們說
[00:14:26.480 --> 00:14:30.040]  你們去把身體給祭司查看
[00:14:30.040 --> 00:14:33.160]  他們去的時候就潔淨了
[00:14:33.160 --> 00:14:36.640]  來終有一個見自己已經好了
[00:14:36.640 --> 00:14:39.960]  就回來大聲歸榮耀與誠
[00:14:39.960 --> 00:14:41.840]  如果我們看這段聖經
[00:14:41.840 --> 00:14:43.760]  我很想我們去比較一下
[00:14:43.760 --> 00:14:44.400]  為什麼呢?
[00:14:44.400 --> 00:14:47.680]  因為這段不是在《路加福音》第一段
[00:14:47.680 --> 00:14:49.840]  有麻風病人得潔淨的記載
[00:14:49.840 --> 00:14:52.080]  原來在《路加福音》第五章
[00:14:52.080 --> 00:14:55.760]  有另外一段麻風病人得潔淨的經歷
[00:14:55.760 --> 00:14:58.240]  而我們去比較一下的時候
[00:14:58.240 --> 00:15:01.720]  我們就能夠明白這段聖經所教導我們的功課
[00:15:01.720 --> 00:15:05.600]  所以我們一起回到《路加福音》五章那段聖經好嗎?
[00:15:05.600 --> 00:15:08.040]  《路加福音》五章十二至十六節
[00:15:08.040 --> 00:15:08.920]  我們一起讀
[00:15:08.920 --> 00:15:10.760]  然後一起比較一下好嗎?
[00:15:10.760 --> 00:15:13.360]  我們一起讀《路加福音》五章十二至十六節
[00:15:13.360 --> 00:15:13.960]  我們一起讀
[00:15:13.960 --> 00:15:15.000]  一、二、三
[00:15:15.000 --> 00:15:18.120]  有一回耶穌在一個城裡
[00:15:18.120 --> 00:15:21.040]  有人滿身長了大麻風
[00:15:21.040 --> 00:15:23.760]  看見他就俯伏在地
[00:15:23.760 --> 00:15:26.000]  求他說:主日肯
[00:15:26.000 --> 00:15:28.240]  必能叫我潔淨了
[00:15:28.240 --> 00:15:31.680]  耶穌伸手摸他說:我肯
[00:15:31.680 --> 00:15:33.240]  你潔淨了罷
[00:15:33.240 --> 00:15:36.520]  大麻風立即就來了他的身
[00:15:36.520 --> 00:15:38.240]  耶穌祝福他
[00:15:38.240 --> 00:15:43.920]  你切不可告訴人只要去把身體給祭司擦汗
[00:15:43.920 --> 00:15:46.400]  又要為你得了潔淨
[00:15:46.400 --> 00:15:49.920]  照摩西所吩咐的獻上禮物
