
[00:00:00.000 --> 00:00:01.280]  各位親愛的電影節目你們好
[00:01:23.460 --> 00:01:26.500]  但我們休息就是為了要走更長的路
[00:01:26.500 --> 00:01:28.280]  第一個挑戰是什麼呢?
[00:01:28.280 --> 00:01:30.280]  就是對門徒
[00:01:30.280 --> 00:01:34.020]  下個星期我們就會看對耶穌的挑戰
[00:01:34.020 --> 00:01:36.700]  原來當時那些門徒
[00:01:36.700 --> 00:01:44.000]  不能夠醫好一個患了癲癇症被鬼附著的小孩子
[00:01:44.000 --> 00:01:49.500]  這件事的記載就在《馬太福音》第十七章十四到二十一
[00:01:49.500 --> 00:01:52.800]  但另外有兩本福音書都有記載的
[00:01:52.800 --> 00:01:55.520]  就是《馬太福音》第九章十四到二十九
[00:01:55.520 --> 00:01:58.400]  和《路救福音》第九章三十七到四十二節
[00:01:58.400 --> 00:02:01.740]  其中記載得最詳細的
[00:02:01.740 --> 00:02:05.180]  就是《馬太福音》第九章十四到二十九節
[00:02:05.180 --> 00:02:08.500]  我們就用這個作為一個基礎
[00:02:08.500 --> 00:02:13.560]  其他的兩個福音書作為一個參考
[00:02:13.560 --> 00:02:14.860]  辛苦了 伊安
[00:02:14.860 --> 00:02:16.860]  這次我們會讀得長一點
[00:02:16.860 --> 00:02:20.760]  就是《馬太福音》第九章十四到二十九節
[00:02:20.760 --> 00:02:25.520]  耶穌到了門徒那裡 看見有許多人圍著他們
[00:02:25.520 --> 00:02:27.900]  又有民事和他們辯論
[00:02:27.900 --> 00:02:30.480]  眾人一見耶穌就心稀奇
[00:02:30.480 --> 00:02:32.360]  就跑去問他的安
[00:02:32.360 --> 00:02:36.440]  耶穌問他們說:你們和他們辯論的是什麼?
[00:02:36.440 --> 00:02:38.840]  眾人中間有一個人回答說:
[00:02:38.840 --> 00:02:42.080]  夫子 我帶了我的兒子到你這裡來
[00:02:42.080 --> 00:02:44.440]  他被啞巴鬼附著
[00:02:44.440 --> 00:02:48.000]  無論在哪裡鬼捉弄他 把他睡倒
[00:02:48.000 --> 00:02:52.400]  他就口中留沒 咬牙切齒 身體枯乾
[00:02:52.400 --> 00:02:54.900]  我請過你們門徒把鬼趕出去
[00:02:54.900 --> 00:02:56.380]  他們卻是不能
[00:02:56.380 --> 00:02:59.700]  耶穌說:喂 不信的世代啊
[00:02:59.700 --> 00:03:02.200]  我在你們這裡要到何時呢?
[00:03:02.200 --> 00:03:04.320]  我忍耐你們要到何時呢?
[00:03:04.320 --> 00:03:07.200]  把他帶到我這裡來吧
[00:03:07.200 --> 00:03:08.920]  他們就帶了他來
[00:03:08.920 --> 00:03:12.320]  他一見耶穌 鬼便叫他重重的抽風
[00:03:12.320 --> 00:03:16.000]  倒在地上 翻來覆去 口中留沒
[00:03:16.000 --> 00:03:20.400]  耶穌問他的父親說:他得這病有多少日子呢?
[00:03:20.400 --> 00:03:22.500]  回答說:從小的時候
[00:03:22.500 --> 00:03:26.200]  鬼類似把他拎在火裡 水裡要滅他
[00:03:26.200 --> 00:03:30.300]  你若能作什麼 求你憐憫我們 幫助我們
[00:03:30.300 --> 00:03:32.900]  耶穌對他說:你若能信
[00:03:32.900 --> 00:03:35.200]  在信的人凡事都能
[00:03:35.200 --> 00:03:37.800]  孩子的父親立時喊著說:我信
[00:03:37.800 --> 00:03:40.800]  但我信不足 求主幫助
[00:03:40.800 --> 00:03:43.100]  耶穌看見眾人都跑上來
[00:03:43.100 --> 00:03:46.500]  就斥責那污鬼說:你這聾啞的鬼
[00:03:46.500 --> 00:03:50.700]  我吩咐你從他裡頭出來 再不要進去
[00:03:50.700 --> 00:03:54.500]  那鬼喊叫:使孩子大大的抽了一陣風
[00:03:54.500 --> 00:03:55.600]  就出來了
[00:03:55.600 --> 00:03:57.400]  孩子好像死了一般
[00:03:57.400 --> 00:04:00.000]  以至眾人多半說他是死了
[00:04:00.000 --> 00:04:03.100]  但耶穌拉著他的手扶他起來
[00:04:03.100 --> 00:04:05.600]  他 伯 就站起來了
[00:04:05.600 --> 00:04:07.200]  耶穌進了屋子
[00:04:07.200 --> 00:04:09.300]  門徒就暗暗的問他說:
[00:04:09.300 --> 00:04:12.000]  我們為什麼不能說出他去呢?
[00:04:12.000 --> 00:04:15.200]  耶穌說:非用禱告
[00:04:15.200 --> 00:04:17.600]  這一類的鬼還不能出來
[00:04:17.600 --> 00:04:21.400]  我們看到一段經文就是講耶穌下山
[00:04:21.400 --> 00:04:24.600]  馬上有些人來圍著耶穌
[00:04:24.600 --> 00:04:25.500]  為什麼呢?
[00:04:25.500 --> 00:04:27.600]  就說這些門徒沒有實力
[00:04:27.600 --> 00:04:28.700]  不行
[00:04:28.700 --> 00:04:31.000]  叫他趕鬼趕不了
[00:04:31.000 --> 00:04:33.400]  事實上門徒真的趕不了
[00:04:33.400 --> 00:04:37.800]  所以某個程度門徒真是啞口無言了
[00:04:37.800 --> 00:04:40.400]  我們看回原來第二天
[00:04:40.400 --> 00:04:41.700]  聖經裡面記載
[00:04:41.700 --> 00:04:43.100]  他們下山的時候
[00:04:43.100 --> 00:04:46.100]  就有很多人來迎見耶穌了
[00:04:46.100 --> 00:04:48.100]  在諾貝爾第九章第37節
[00:04:48.100 --> 00:04:50.400]  這段經文很清楚指出
[00:04:50.400 --> 00:04:52.500]  原來耶穌在晚上
[00:04:52.500 --> 00:04:55.700]  在山上登山變像
[00:04:55.700 --> 00:04:58.600]  他們整晚都睡不著
[00:04:58.600 --> 00:05:01.400]  所以那三個門徒打瞌睡
[00:05:01.400 --> 00:05:03.000]  翌日就下山了
[00:05:03.000 --> 00:05:05.000]  當他們下山的時候
[00:05:05.000 --> 00:05:09.500]  看到很多人圍著他們
[00:05:09.500 --> 00:05:14.200]  還有文士和法利塞人來跟他們辯論
[00:05:14.200 --> 00:05:16.200]  回到第九章第十四節
[00:05:16.200 --> 00:05:18.400]  「耶穌到了門徒那裡
[00:05:18.400 --> 00:05:20.700]  看見有許多人圍著他們
[00:05:20.700 --> 00:05:23.100]  又有文士和他們辯論」
[00:05:23.100 --> 00:05:27.300]  就是說耶穌看到那些門徒
[00:05:27.300 --> 00:05:29.600]  被很多人圍著
[00:05:29.600 --> 00:05:31.600]  去挑戰他
[00:05:31.600 --> 00:05:33.400]  質問他
[00:05:33.400 --> 00:05:36.100]  但是門徒在那一刻
[00:05:36.100 --> 00:05:38.100]  真是啞口無言
[00:05:38.500 --> 00:05:42.600]  因為當時耶穌是一個很矚目的人
[00:05:42.600 --> 00:05:46.200]  他們的門徒同樣都備受注意
[00:05:46.200 --> 00:05:47.900]  所以門徒
[00:05:47.900 --> 00:05:54.300]  他們曾經領受了主的使命和能力
[00:05:54.300 --> 00:05:56.700]  去醫病、趕鬼
[00:05:56.700 --> 00:05:58.700]  事實上他們曾經成功的
[00:05:58.700 --> 00:06:01.200]  在《路透社》第九章第一到第二節
[00:06:01.200 --> 00:06:03.800]  「耶穌叫齊了十二個門徒
[00:06:03.800 --> 00:06:05.900]  給他們能力、權柄
[00:06:05.900 --> 00:06:08.700]  制服一切的鬼、醫治各樣的病
[00:06:08.700 --> 00:06:11.100]  又差遣他們去宣傳
[00:06:11.100 --> 00:06:13.300]  神國的道、醫治病人」
[00:06:13.300 --> 00:06:14.300]  看見嗎?
[00:06:14.300 --> 00:06:16.800]  耶穌是給十二個門徒
[00:06:16.800 --> 00:06:18.900]  給他們能力、權柄
[00:06:18.900 --> 00:06:19.800]  他們出去
[00:06:19.800 --> 00:06:21.100]  兩個兩個出去
[00:06:21.100 --> 00:06:23.700]  事實上他們都怎樣呢?
[00:06:23.700 --> 00:06:26.500]  真是趕鬼、醫病
[00:06:26.500 --> 00:06:27.700]  他們回來很開心
[00:06:27.700 --> 00:06:28.600]  記不記得這段經文
[00:06:28.600 --> 00:06:29.200]  主耶穌說
[00:06:29.200 --> 00:06:30.200]  你不要圍著
[00:06:30.200 --> 00:06:32.800]  你只可以趕鬼治病
[00:06:32.800 --> 00:06:33.500]  開心
[00:06:33.500 --> 00:06:35.300]  他說最重要是怎樣呢?
[00:06:35.300 --> 00:06:38.100]  是因為你為神工作
[00:06:38.100 --> 00:06:39.500]  你會得到祝福
[00:06:39.500 --> 00:06:40.700]  這樣才是開心
[00:06:40.700 --> 00:06:43.400]  即是說門徒曾經成功的
[00:06:43.400 --> 00:06:45.200]  趕鬼治病
[00:06:45.200 --> 00:06:50.600]  但是這次他們是沒有能力去趕鬼
[00:06:50.600 --> 00:06:54.600]  結果他即時就會受到質疑
[00:06:54.600 --> 00:06:55.700]  被挑戰
[00:06:55.700 --> 00:06:58.700]  而挑戰他們最厲害的是什麼?
[00:06:58.700 --> 00:07:02.200]  就是當時那些宗教人士
[00:07:02.200 --> 00:07:03.700]  那些民事
[00:07:03.700 --> 00:07:06.000]  他們和閩門徒在辯論
[00:07:06.000 --> 00:07:09.200]  這是一個很大的感慨
[00:07:09.200 --> 00:07:11.100]  當你做得好
[00:07:11.100 --> 00:07:12.900]  當你成功的時候
[00:07:12.900 --> 00:07:15.800]  可能你是不被紀念的
[00:07:15.800 --> 00:07:18.000]  第一次的失敗
[00:07:18.000 --> 00:07:20.300]  可能那些人永遠都會記得
[00:07:20.300 --> 00:07:21.800]  記得你的失敗
[00:07:21.800 --> 00:07:24.200]  抹殺了你過去的成功
[00:07:24.200 --> 00:07:26.300]  這就是很無奈的
[00:07:26.300 --> 00:07:32.800]  甚至我剛剛出道的時候
[00:07:32.800 --> 00:07:33.900]  做傳道人
[00:07:33.900 --> 00:07:37.100]  去建立了兩間教會都是由零開始的
[00:07:37.100 --> 00:07:41.600]  但是我問一些要去開這些教會的人
[00:07:41.600 --> 00:07:43.500]  你知不知道誰開這間教會的?
[00:07:43.500 --> 00:07:45.000]  他們是不知道的
[00:07:45.000 --> 00:07:48.500]  原來可能在歷史裏面被抹去的
[00:07:48.500 --> 00:07:53.400]  今年是冥恩堂的第40年了
[00:07:53.400 --> 00:07:54.400]  很大感慨
[00:07:54.400 --> 00:07:55.400]  離開了10年了
[00:07:55.400 --> 00:07:58.000]  會不會過去這10年裏面來的人
[00:07:58.000 --> 00:08:00.500]  可能都不會知道有梁詠詩這個人的
[00:08:00.500 --> 00:08:01.500]  但無論如何
[00:08:01.800 --> 00:08:02.900]  人可能不記得
[00:08:02.900 --> 00:08:04.200]  但是神是會記得的
[00:08:04.200 --> 00:08:05.100]  這個很重要
[00:08:05.100 --> 00:08:07.500]  而另外一個很大的感慨是什麼呢?
[00:08:07.500 --> 00:08:09.200]  特別是在教會你做得好
[00:08:09.200 --> 00:08:10.700]  那些人可能會不記得
[00:08:10.700 --> 00:08:12.600]  但是你做錯了一些事情
[00:08:12.600 --> 00:08:14.800]  或者你講了很多編道給他們有得著
[00:08:14.800 --> 00:08:16.800]  但是可能你講了一篇的信息
[00:08:16.800 --> 00:08:18.200]  他們會覺得你針對他
[00:08:18.200 --> 00:08:19.400]  他就不妥你了
[00:08:19.400 --> 00:08:21.800]  但是電溫轉很無奈
[00:08:21.800 --> 00:08:23.800]  你想想每到新年的時候
[00:08:23.800 --> 00:08:27.700]  很多那些人就會講有些什麼運程
[00:08:27.700 --> 00:08:29.500]  可能他講十幾二十樣
[00:08:29.700 --> 00:08:33.100]  但是其實有很多樣都不準確的
[00:08:33.100 --> 00:08:36.300]  但是別人就會記得他一兩樣好像準確了
[00:08:36.300 --> 00:08:37.600]  於是就會相信他
[00:08:37.600 --> 00:08:38.800]  這個就是無奈了
[00:08:38.800 --> 00:08:43.000]  我們有沒有想一想他們辯論的內容是什麼呢?
[00:08:43.000 --> 00:08:46.600]  他說到那幫人來跟他辯論
[00:08:46.600 --> 00:08:47.700]  可能就說到
[00:08:47.700 --> 00:08:50.300]  你跟隨那個耶穌
[00:08:50.300 --> 00:08:53.300]  是不是真的好像他們所說的神呢?
[00:08:53.300 --> 00:08:55.300]  你們是不是真的有能力
[00:08:55.300 --> 00:08:56.800]  可以來講鬼
[00:08:56.800 --> 00:08:57.700]  如果真的有能力
[00:08:57.700 --> 00:08:59.800]  為什麼你講不到呢?
[00:08:59.800 --> 00:09:01.900]  那些鬼是不是比你厲害呢?
[00:09:01.900 --> 00:09:04.900]  你可不可以想像到當時的門徒
[00:09:04.900 --> 00:09:06.900]  因為真的講不到鬼
[00:09:06.900 --> 00:09:10.900]  還被人去挖苦去針對去挑戰的時候
[00:09:10.900 --> 00:09:12.700]  他們是何等的焦急呢?
[00:09:12.700 --> 00:09:15.300]  事實上他們百詞莫辯的
[00:09:15.300 --> 00:09:17.100]  因為事實擺在眼前
[00:09:17.100 --> 00:09:18.700]  他們無能為力
[00:09:18.700 --> 00:09:20.800]  所以他們真是啞口無言
[00:09:20.800 --> 00:09:23.000]  怎麼論下去呢?
[00:09:23.000 --> 00:09:26.500]  都不能夠說服那些挑戰者的
[00:09:26.900 --> 00:09:30.100]  所以有時候就有這種感慨
[00:09:30.100 --> 00:09:31.600]  但是不要忘記
[00:09:31.600 --> 00:09:34.100]  就在最適當的時間
[00:09:34.100 --> 00:09:36.800]  耶穌就出現了
[00:09:36.800 --> 00:09:39.400]  為什麼在山上的時候
[00:09:39.400 --> 00:09:41.500]  那三個門徒就說到
[00:09:41.500 --> 00:09:42.200]  哦
[00:09:42.200 --> 00:09:44.600]  在這裏真好啊
[00:09:44.600 --> 00:09:46.000]  這是事實
[00:09:46.000 --> 00:09:47.600]  但是為什麼我們說
[00:09:47.600 --> 00:09:49.700]  他們仍然要下山
[00:09:49.700 --> 00:09:51.600]  山上的退休
[00:09:51.600 --> 00:09:55.800]  就是為了下山要面對更大的挑戰
[00:09:55.800 --> 00:09:56.900]  和侍奉
[00:09:56.900 --> 00:10:00.500]  主同樣享受在山上的寧靜
[00:10:00.500 --> 00:10:02.700]  與聖彌達去交往
[00:10:02.700 --> 00:10:05.800]  與摩西 以利亞來對談
[00:10:05.800 --> 00:10:08.300]  但是他不會忘記
[00:10:08.300 --> 00:10:11.100]  門徒當時的困境
[00:10:11.100 --> 00:10:14.300]  以及那個因為被魔鬼壓制
[00:10:14.300 --> 00:10:16.300]  而受痛苦的小孩子
[00:10:16.300 --> 00:10:17.600]  和他的家人
[00:10:17.600 --> 00:10:20.400]  所以他就去到他們當中
[00:10:20.400 --> 00:10:22.800]  正如我說到
[00:10:22.800 --> 00:10:25.300]  我自己也在著緊侍奉
[00:10:25.600 --> 00:10:27.300]  縱使我放假也好
[00:10:27.300 --> 00:10:30.400]  如果不是放長假的話
[00:10:30.400 --> 00:10:33.300]  我也會繼續堅持
[00:10:33.300 --> 00:10:35.500]  和大家一起去查經
[00:10:35.500 --> 00:10:37.000]  這是很重要的
[00:10:37.000 --> 00:10:39.200]  特別當年我在閉恩堂侍奉
[00:10:39.200 --> 00:10:41.500]  就算我放假去外地也好
[00:10:41.500 --> 00:10:43.200]  我也會繼續關心教會
[00:10:43.200 --> 00:10:45.300]  繼續寫講宗議秘的東西
[00:10:45.300 --> 00:10:46.100]  是不是?
[00:10:46.100 --> 00:10:47.600]  記住
[00:10:47.600 --> 00:10:51.200]  昔日摩西在山上四十晝夜
[00:10:51.200 --> 00:10:53.400]  與神友交往
[00:10:53.400 --> 00:10:54.300]  領受誡命
[00:10:54.700 --> 00:10:56.200]  但是下山的時候
[00:10:56.200 --> 00:10:58.500]  都是面對
[00:10:58.500 --> 00:11:00.500]  環境的百姓
[00:11:00.500 --> 00:11:02.500]  叫摩西上山四十天
[00:11:02.500 --> 00:11:03.700]  去領取誡命
[00:11:03.700 --> 00:11:05.100]  但是下山是面對什麼?
[00:11:05.100 --> 00:11:06.300]  那班子民
[00:11:06.300 --> 00:11:07.600]  拜金牛獨
[00:11:07.600 --> 00:11:08.800]  拜牛將
[00:11:08.800 --> 00:11:10.100]  對神不忠
[00:11:10.100 --> 00:11:12.300]  所以同樣主要下山的時候
[00:11:12.300 --> 00:11:14.900]  都碰到這個問題
[00:11:14.900 --> 00:11:16.900]  所以就發出這種
[00:11:16.900 --> 00:11:19.800]  哀嘆無奈
[00:11:19.800 --> 00:11:23.300]  我們看看《路經》第九章第四十一節
[00:11:23.700 --> 00:11:25.100]  「耶穌說:哀!
[00:11:25.100 --> 00:11:28.200]  這又不信又不謀的世代
[00:11:28.200 --> 00:11:29.900]  我在你們這裏
[00:11:29.900 --> 00:11:31.900]  忍耐你們要到幾時呢?
[00:11:31.900 --> 00:11:34.700]  將你的兒子帶到這裏來吧」
[00:11:34.700 --> 00:11:37.500]  耶穌說:你們這是
[00:11:37.500 --> 00:11:41.300]  又不謀又不信的世代
[00:11:41.300 --> 00:11:43.300]  主耶穌很有忍耐
[00:11:43.300 --> 00:11:45.300]  「我都要忍耐你們到幾時呢?」
[00:11:45.300 --> 00:11:48.100]  當時有很多人圍著耶穌
[00:11:48.100 --> 00:11:50.500]  和祂的門徒
[00:11:50.500 --> 00:11:52.700]  第九章第三十七節
[00:11:52.700 --> 00:11:56.900]  有許多人迎見耶穌
[00:11:56.900 --> 00:12:00.300]  這些人原來是看熱鬧
[00:12:00.300 --> 00:12:02.100]  想看神蹟
[00:12:02.100 --> 00:12:04.300]  但他們卻不願意毀身
[00:12:04.300 --> 00:12:06.100]  不願意悔改
[00:12:06.100 --> 00:12:08.100]  所以耶穌說
[00:12:08.100 --> 00:12:09.700]  看得多是沒有用的
[00:12:09.700 --> 00:12:12.100]  看到神蹟又如何呢?
[00:12:12.100 --> 00:12:14.600]  最重要是這班人的生命質素
[00:12:14.600 --> 00:12:16.100]  是否有擺上
[00:12:16.100 --> 00:12:19.300]  正如有些人去求耶穌顯神蹟
[00:12:19.300 --> 00:12:20.700]  耶穌怎麼說呢?
[00:12:20.700 --> 00:12:23.700]  路口福音第十一章第二十九到三十二節
[00:12:23.700 --> 00:12:26.100]  「當眾人聚集的時候
[00:12:26.100 --> 00:12:27.500]  耶穌開講說
[00:12:27.500 --> 00:12:30.100]  這世代是一個邪惡的世代
[00:12:30.100 --> 00:12:31.700]  他們求看神蹟
[00:12:31.700 --> 00:12:33.700]  除了若拿的神蹟以外
[00:12:33.700 --> 00:12:35.900]  再沒有神蹟給他們看
[00:12:35.900 --> 00:12:39.100]  若拿怎樣為尼尼美人成了神蹟
[00:12:39.100 --> 00:12:40.500]  人子也要照樣
[00:12:40.500 --> 00:12:42.700]  為這世代的人成了神蹟
[00:12:42.700 --> 00:12:44.300]  當審判的時候
[00:12:44.300 --> 00:12:46.100]  南方的女王要起來
[00:12:46.100 --> 00:12:47.700]  定這世代的罪
[00:12:47.700 --> 00:12:49.500]  因為她從地極而來
[00:12:49.500 --> 00:12:51.700]  要聽所羅門的智慧說
[00:12:51.700 --> 00:12:55.100]  看那在這裡有一人比多羅門更大
[00:12:55.100 --> 00:12:56.700]  當審判的時候
[00:12:56.700 --> 00:12:59.500]  尼尼美人要起來定這世代的罪
[00:12:59.500 --> 00:13:02.300]  因為尼尼美人聽了若拿所傳的
[00:13:02.300 --> 00:13:03.500]  就悔改了
[00:13:03.500 --> 00:13:06.700]  看那在這裡有一人比若拿更大」
[00:13:06.700 --> 00:13:09.100]  所以我經常說
[00:13:09.100 --> 00:13:15.100]  不要用神蹟去確認我們的信仰
[00:13:15.100 --> 00:13:17.300]  因為我經常說
[00:13:17.300 --> 00:13:19.500]  其他的信仰
[00:13:19.500 --> 00:13:24.700]  就算那些原始森林裏的部落民族
[00:13:24.700 --> 00:13:26.100]  他們拜他們的神
[00:13:26.100 --> 00:13:28.100]  都有能力行神蹟
[00:13:28.100 --> 00:13:29.300]  可以醫病
[00:13:29.300 --> 00:13:32.900]  所以我們不要將我們的焦點放在這裡
[00:13:32.900 --> 00:13:36.500]  譬如說車公廟的那些扣簽
[00:13:36.500 --> 00:13:40.500]  好像真的很吻合那個一年
[00:13:40.500 --> 00:13:42.500]  我說我不否認
[00:13:42.500 --> 00:13:45.900]  有這些靈驗的
[00:13:45.900 --> 00:13:49.300]  因為我相信靈界有一些力量
[00:13:49.300 --> 00:13:52.500]  那些人把他賣給魔鬼
[00:13:52.500 --> 00:13:55.900]  他都有這個能力去講一些預言
[00:13:55.900 --> 00:14:00.500]  所以不要用神蹟作為我們信仰的基礎
[00:14:00.500 --> 00:14:02.100]  是以神的話語
[00:14:02.100 --> 00:14:03.900]  有些人就叫耶穌顯神蹟
[00:14:03.900 --> 00:14:05.500]  耶穌說沒有啊
[00:14:05.500 --> 00:14:08.500]  除了若拿的神蹟沒有了
[00:14:08.500 --> 00:14:13.700]  你知道若拿是在漁福裏面三日被淘汰出來
[00:14:13.700 --> 00:14:15.700]  其實要知道耶穌多少個人死了
[00:14:15.700 --> 00:14:17.300]  但三日之後復活了
[00:14:17.300 --> 00:14:20.500]  那時候祂說你不要只看神蹟
[00:14:20.500 --> 00:14:22.100]  說到將來
[00:14:22.100 --> 00:14:23.900]  利利美人都要審判
[00:14:23.900 --> 00:14:26.700]  因為他聽了若拿的宣告
[00:14:26.700 --> 00:14:27.900]  他們悔改
[00:14:27.900 --> 00:14:29.700]  耶穌其實指責當時的人
[00:14:29.700 --> 00:14:32.100]  你看到其實我行了不少的神蹟
[00:14:32.100 --> 00:14:33.700]  但你還要去找
[00:14:33.700 --> 00:14:35.300]  你聽到我的宣告
[00:14:35.300 --> 00:14:36.700]  但你們不肯悔改
[00:14:36.700 --> 00:14:40.100]  所以你就要面對這個更嚴重的審判
[00:14:40.100 --> 00:14:44.500]  這就是當時耶穌所講的一段話
[00:14:44.500 --> 00:14:49.900]  在這個時候門徒被人用很難堪的說話
[00:14:49.900 --> 00:14:51.700]  來責難祂
[00:14:51.700 --> 00:14:53.300]  挑戰祂
[00:14:53.300 --> 00:14:55.900]  甚至冷嘲熱諷
[00:14:55.900 --> 00:14:59.300]  解救這個孩子
[00:14:59.300 --> 00:15:00.700]  他們無能為力
[00:15:00.700 --> 00:15:04.100]  所以耶穌出來幫他們
[00:15:04.100 --> 00:15:06.100]  留意這一段經文
[00:15:06.100 --> 00:15:09.900]  這是他們沒有期待或者沒有預期的
[00:15:09.900 --> 00:15:12.700]  我們看馬方第九章第十五節
[00:15:12.700 --> 00:15:14.300]  眾人一見耶穌
[00:15:14.300 --> 00:15:16.500]  都心稀奇
[00:15:16.500 --> 00:15:18.500]  就跑上去問他的安
[00:15:18.500 --> 00:15:21.100]  你有沒有留意到這一節經文
[00:15:21.100 --> 00:15:24.100]  只是在《馬可福音》裏面出現的
[00:15:24.100 --> 00:15:25.900]  是《馬可福音》獨特的記載
[00:15:25.900 --> 00:15:30.300]  意思就是說他們沒有預計到耶穌會出現
[00:15:30.300 --> 00:15:32.100]  甚至覺得很意外
[00:15:32.100 --> 00:15:34.300]  覺得很興奮、很刺激
[00:15:34.300 --> 00:15:35.700]  不是見到耶穌
[00:15:35.700 --> 00:15:37.700]  你這幫門徒還不死?
[00:15:37.700 --> 00:15:39.500]  但就在這一刻
[00:15:39.500 --> 00:15:41.500]  耶穌在適當的時間就出現
[00:15:41.500 --> 00:15:43.500]  給他們援手
[00:15:43.500 --> 00:15:46.500]  但記住今天神有祂自己的時間
[00:15:46.500 --> 00:15:50.500]  但神的時間不等於我們期望的時間
[00:15:50.500 --> 00:15:54.300]  但神的時間一定是最好的時間
[00:15:54.300 --> 00:15:57.500]  神知道什麼時候出手是最適合的
[00:15:57.500 --> 00:16:00.100]  正如你訓練你的孩子
[00:16:00.100 --> 00:16:01.300]  他們做功課
[00:16:01.300 --> 00:16:02.500]  有些事情不明白
[00:16:02.500 --> 00:16:04.500]  你不會馬上給他答案
[00:16:04.500 --> 00:16:06.100]  要他自己去試
[00:16:06.100 --> 00:16:07.100]  真的不行
[00:16:07.100 --> 00:16:10.100]  你才會來幫他
[00:16:10.100 --> 00:16:15.700]  但記住門徒肯定出乎意料之外
[00:16:15.700 --> 00:16:17.100]  開心、興奮
[00:16:17.100 --> 00:16:19.900]  因為見到耶穌的出現
[00:16:19.900 --> 00:16:22.500]  挑戰門徒的人
[00:16:22.500 --> 00:16:28.100]  就會出乎意料之外的失望和不快
[00:16:28.100 --> 00:16:31.300]  但無論那些人有什麼不同的反應
[00:16:31.300 --> 00:16:34.900]  主耶穌總是有祂自己的時間
[00:16:34.900 --> 00:16:35.900]  記住
[00:16:35.900 --> 00:16:40.100]  人歡迎渴望主來
[00:16:40.100 --> 00:16:43.100]  但不能夠因為這些渴望
[00:16:43.100 --> 00:16:45.300]  這種熱切期待
[00:16:45.300 --> 00:16:48.500]  驅使主早些出現
[00:16:48.500 --> 00:16:51.100]  有時人不想主耶穌出現
[00:16:51.100 --> 00:16:52.300]  拒絕
[00:16:52.300 --> 00:16:54.900]  但同樣這些拒絕、否定
[00:16:54.900 --> 00:16:57.500]  不能夠延遲主的來臨
[00:16:57.500 --> 00:17:00.700]  記住祂的時間是最好的
[00:17:00.700 --> 00:17:04.500]  當我們感到焦慮、疑惑
[00:17:04.500 --> 00:17:08.500]  主往往就是在我們最稀奇的時間出現
[00:17:08.500 --> 00:17:10.300]  請你記住這一點
[00:17:10.300 --> 00:17:12.900]  今天可能有很多事情較為妄言
[00:17:12.900 --> 00:17:15.500]  但記住神會在適當的時間
[00:17:15.500 --> 00:17:17.500]  是最好的時間來幫助我們
[00:17:17.500 --> 00:17:20.300]  我們看看那個爸爸
[00:17:20.300 --> 00:17:23.500]  他怎樣哀求主耶穌
[00:17:23.500 --> 00:17:27.100]  那些閒人挑戰者只是吃花生
[00:17:27.100 --> 00:17:29.300]  只是在看熱鬧
[00:17:29.300 --> 00:17:34.300]  但原來這位慈父的兒子是什麼呢?
[00:17:34.300 --> 00:17:36.700]  是獨生子
[00:17:36.700 --> 00:17:41.100]  在《路加文第九章》第38節裏有記載
[00:17:41.100 --> 00:17:43.300]  其中有一人喊叫說
