
[00:00:00.000 --> 00:00:02.640]  昨晚是中秋的追月
[00:01:24.400 --> 00:01:26.760]  和大家一起去探討一下
[00:01:26.760 --> 00:01:30.280]  經文裏面有三位的人物
[00:01:30.280 --> 00:01:33.040]  第一位就是初期教會
[00:01:33.040 --> 00:01:34.760]  對於福音的工作
[00:01:34.760 --> 00:01:39.200]  極為有深影響的人物
[00:01:39.200 --> 00:01:40.560]  他叫保羅
[00:01:40.560 --> 00:01:43.440]  他被主耶穌去改變
[00:01:43.440 --> 00:01:46.200]  成為初期教會向外邦人
[00:01:46.200 --> 00:01:48.880]  傳福音的關鍵人物
[00:01:48.880 --> 00:01:52.480]  第二位就是阿拿尼亞
[00:01:52.480 --> 00:01:53.840]  有兩位
[00:01:53.840 --> 00:01:56.920]  就是密密耕耘的侍奉者
[00:01:56.920 --> 00:01:58.640]  阿拿尼亞是一位
[00:01:58.640 --> 00:02:00.120]  信復主吩咐
[00:02:00.120 --> 00:02:03.480]  去服侍人的侍奉者
[00:02:03.480 --> 00:02:06.080]  而再另外一位就是巴拿巴勒
[00:02:06.080 --> 00:02:08.200]  他是看好人
[00:02:08.200 --> 00:02:09.560]  去接待的
[00:02:09.560 --> 00:02:11.560]  就由我們今天嘗試
[00:02:11.560 --> 00:02:14.200]  從這兩位侍奉者的生命
[00:02:14.200 --> 00:02:15.800]  去看看
[00:02:15.800 --> 00:02:21.480]  看看我們能夠看到什麼鼓勵和提醒
[00:02:21.480 --> 00:02:22.960]  我們看看
[00:02:22.960 --> 00:02:25.720]  其實我們整個《仕途行傳》
[00:02:25.720 --> 00:02:28.200]  一定會認識保羅
[00:02:28.200 --> 00:02:31.640]  即是這裏暫時都叫做掃羅
[00:02:31.640 --> 00:02:34.360]  在《仕途行傳》七章五十八節
[00:02:34.360 --> 00:02:37.880]  路加開始就介紹了掃羅
[00:02:37.880 --> 00:02:39.920]  原來他是殺害
[00:02:39.920 --> 00:02:44.200]  市提犯的一個猶太群眾的幫兇
[00:02:44.200 --> 00:02:50.800]  市提犯被很多人用石頭打死的時候
[00:02:50.800 --> 00:02:53.440]  掃羅親眼目睹一切
[00:02:53.440 --> 00:02:57.720]  並且很喜悅市提犯被人殺害
[00:02:57.720 --> 00:03:00.480]  到了第八章第三節
[00:03:00.480 --> 00:03:04.320]  更表示掃羅去到各個地方
[00:03:04.320 --> 00:03:07.720]  各個家庭去逮捕那些信徒
[00:03:07.720 --> 00:03:12.320]  可以說是窮追猛打
[00:03:12.320 --> 00:03:14.720]  到了第九章一至二節
[00:03:14.720 --> 00:03:18.520]  掃羅不斷用威嚇的
[00:03:18.520 --> 00:03:23.360]  空行的口氣向主的門徒說話
[00:03:23.360 --> 00:03:25.800]  到了見大祭司
[00:03:25.800 --> 00:03:31.080]  要求發信給大馬士革的會堂
[00:03:31.080 --> 00:03:33.160]  找他們協助
[00:03:33.160 --> 00:03:35.760]  如果找到信徒的時候
[00:03:35.760 --> 00:03:39.040]  就准許掃羅捆綁他們
[00:03:39.040 --> 00:03:42.760]  壓戒他們的耶路撒冷去處分
[00:03:42.760 --> 00:03:46.680]  由耶路撒冷的公會去審理他們
[00:03:46.680 --> 00:03:51.320]  當掃羅要將他們教會的迫害
[00:03:51.320 --> 00:03:53.520]  一直升級
[00:03:53.520 --> 00:03:57.040]  並且他的範圍一直擴大
[00:03:57.040 --> 00:04:01.320]  我們看到第九章四至九節
[00:04:01.320 --> 00:04:04.200]  這就是掃羅生命的轉捩點
[00:04:04.200 --> 00:04:07.120]  到了大馬士革的途中
[00:04:07.120 --> 00:04:08.920]  遇見了主耶穌
[00:04:08.920 --> 00:04:10.920]  生命不再一樣
[00:04:10.920 --> 00:04:14.360]  他由一個迫迫人的掃羅
[00:04:14.360 --> 00:04:17.200]  成為一個宣揚主耶穌的人
[00:04:17.200 --> 00:04:20.320]  到處為主作見證
[00:04:20.320 --> 00:04:24.320]  當時掃羅被光照著他
[00:04:24.320 --> 00:04:27.600]  主耶穌使他看不見
[00:04:27.600 --> 00:04:31.720]  然後掃羅被人帶到大馬士革
[00:04:31.720 --> 00:04:34.400]  他有三天都看不見
[00:04:34.400 --> 00:04:38.240]  並且又不吃又不喝水
[00:04:38.240 --> 00:04:42.520]  接下來我們看看這兩位侍奉者
[00:04:42.520 --> 00:04:45.240]  他的生命是怎樣
[00:04:45.240 --> 00:04:48.200]  我們先看阿拿尼亞
[00:04:48.200 --> 00:04:51.000]  經文在第十節
[00:04:51.000 --> 00:04:53.000]  那裡介紹了一位人物
[00:04:53.000 --> 00:04:54.240]  我們剛才都知道
[00:04:54.240 --> 00:04:57.680]  阿拿尼亞是大馬士革的門徒
[00:04:57.680 --> 00:05:02.160]  主藉著這個異象向阿拿尼亞啟示
[00:05:02.160 --> 00:05:04.560]  叫他去幫助掃羅
[00:05:04.560 --> 00:05:07.120]  以達成拯救掃羅這個目標
[00:05:07.120 --> 00:05:11.120]  當主在異象裡面叫阿拿尼亞
[00:05:11.120 --> 00:05:14.360]  阿拿尼亞迅速回答
[00:05:14.360 --> 00:05:17.680]  他說「主,我在這裏」
[00:05:17.680 --> 00:05:21.000]  阿拿尼亞好像已經準備就緒
[00:05:21.000 --> 00:05:23.600]  為主作差遣
[00:05:23.600 --> 00:05:26.560]  主在異象裡面
[00:05:26.560 --> 00:05:28.560]  吩咐阿拿尼亞起來
[00:05:28.560 --> 00:05:30.920]  往直街去
[00:05:30.920 --> 00:05:36.640]  在猶大人的家裡面找一個人
[00:05:36.640 --> 00:05:37.920]  他是一個大掃的人
[00:05:37.920 --> 00:05:39.240]  他叫掃羅
[00:05:39.240 --> 00:05:42.520]  大掃當時是一個很知名的城市
[00:05:42.520 --> 00:05:44.640]  他沿海建城
[00:05:44.640 --> 00:05:48.200]  也是掃羅出身和曾經住過的地方
[00:05:48.200 --> 00:05:50.400]  在異象裡面
[00:05:50.400 --> 00:05:54.160]  阿拿尼亞看到掃羅在禱告
[00:05:54.160 --> 00:05:56.040]  在掃羅禱告裡面
[00:05:56.040 --> 00:05:59.480]  阿拿尼亞看到自己出現
[00:05:59.480 --> 00:06:01.120]  就進去
[00:06:01.120 --> 00:06:03.400]  按掃羅身上
[00:06:03.400 --> 00:06:05.720]  叫他看得見
[00:06:05.720 --> 00:06:08.360]  主的計劃是藉著阿拿尼亞
[00:06:08.360 --> 00:06:11.280]  幫助掃羅復原
[00:06:11.280 --> 00:06:14.440]  阿拿尼亞在異象裡面看到掃羅
[00:06:14.440 --> 00:06:15.840]  禱告的異象
[00:06:15.840 --> 00:06:18.240]  即是有雙重的異象
[00:06:18.240 --> 00:06:22.800]  代表這次阿拿尼亞和掃羅的相遇
[00:06:22.800 --> 00:06:24.120]  不是偶然的
[00:06:24.120 --> 00:06:26.800]  它是主的安排
[00:06:26.800 --> 00:06:28.920]  悉心的安排
[00:06:28.920 --> 00:06:30.640]  我問問大家
[00:06:30.640 --> 00:06:33.520]  如果你是阿拿尼亞
[00:06:33.520 --> 00:06:38.000]  你又知道掃羅對門徒的惡行
[00:06:38.000 --> 00:06:41.320]  但是主要叫你幫助他
[00:06:41.320 --> 00:06:43.240]  你有什麼反應
[00:06:43.240 --> 00:06:45.480]  你會不會幫助他
[00:06:45.480 --> 00:06:49.480]  還是像拖字訣一樣
[00:06:49.480 --> 00:06:51.680]  先看清楚
[00:06:51.680 --> 00:06:54.120]  或者做一點又不做一點
[00:06:54.120 --> 00:06:56.560]  不過我也不知道怎樣做一點不做一點
[00:06:56.560 --> 00:06:58.640]  可能做一半又不做一半
[00:06:58.640 --> 00:06:59.720]  很喜惡心很喜來
[00:06:59.720 --> 00:07:02.760]  但是又沒有進去找他
[00:07:02.760 --> 00:07:04.240]  不知道大家會怎麼看
[00:07:04.240 --> 00:07:07.800]  但是當主耶穌指示完畢之後
[00:07:07.800 --> 00:07:10.080]  阿拿尼亞的反應是怎樣
[00:07:10.080 --> 00:07:14.760]  他其實心裡都充滿一些憂慮和疑惑
[00:07:14.760 --> 00:07:17.920]  故此他回答主耶穌說
[00:07:17.920 --> 00:07:22.360]  聽聞掃羅在耶路撒冷也做了很多惡事
[00:07:22.360 --> 00:07:27.800]  若果有附害一些信徒
[00:07:27.800 --> 00:07:32.760]  雖然阿拿尼亞沒有親身經歷被掃羅逼迫
[00:07:32.760 --> 00:07:36.560]  但已經風聞到掃羅那種惡行
[00:07:36.560 --> 00:07:39.840]  現在主有吩咐給阿拿尼亞
[00:07:39.840 --> 00:07:43.280]  他不是說不願意幫助掃羅
[00:07:43.280 --> 00:07:45.040]  不是說不聽這個吩咐
[00:07:45.040 --> 00:07:47.040]  他只是希望主知道
[00:07:47.040 --> 00:07:51.520]  他心裡的那種憂慮和疑惑
[00:07:51.520 --> 00:07:55.800]  十五十六節主對阿拿尼亞說
[00:07:55.800 --> 00:07:57.360]  你只管去
[00:07:57.360 --> 00:07:59.160]  不用怕不用憂慮
[00:07:59.160 --> 00:08:00.400]  你只管去
[00:08:00.400 --> 00:08:04.520]  因為主已經去揀選掃羅成為主的器命
[00:08:04.520 --> 00:08:07.640]  主必定會作供
[00:08:07.640 --> 00:08:09.160]  我們看第十七節
[00:08:09.160 --> 00:08:10.840]  阿拿尼亞就去了
[00:08:10.840 --> 00:08:12.640]  他進入那家
[00:08:12.640 --> 00:08:14.960]  把手按在保羅身上
[00:08:14.960 --> 00:08:16.480]  他就說
[00:08:16.480 --> 00:08:19.600]  兄弟掃羅在你來的路上
[00:08:19.600 --> 00:08:22.960]  向你顯現的主就是耶穌
[00:08:22.960 --> 00:08:24.400]  打發我來
[00:08:24.400 --> 00:08:27.880]  叫你能看見又被聖靈充滿
[00:08:27.880 --> 00:08:29.960]  掃羅的眼睛
[00:08:29.960 --> 00:08:34.360]  掃羅的眼睛上好像有鱗片那樣立即掉下來
[00:08:34.360 --> 00:08:36.040]  他就能夠重新看見
[00:08:36.040 --> 00:08:38.320]  於是就起身
[00:08:38.320 --> 00:08:40.480]  然後受了浸
[00:08:40.480 --> 00:08:43.800]  我們從十七節可以看到
[00:08:43.800 --> 00:08:46.200]  雖然阿拿尼亞對主的吩咐
[00:08:46.200 --> 00:08:49.480]  心裡有些憂慮和疑惑
[00:08:49.480 --> 00:08:51.560]  但他也信服主
[00:08:51.560 --> 00:08:54.280]  按主的吩咐立即去行動
[00:08:54.280 --> 00:08:57.800]  進入了猶大人的家
[00:08:57.800 --> 00:08:58.880]  看見掃羅
[00:08:58.880 --> 00:09:00.960]  把手按在掃羅的身上
[00:09:00.960 --> 00:09:03.000]  並且稱掃羅為兄弟
[00:09:03.000 --> 00:09:05.520]  我們可以看到第十七節
[00:09:05.520 --> 00:09:08.840]  代表他已經把掃羅看為門徒
[00:09:08.840 --> 00:09:10.600]  一個信徒
[00:09:10.600 --> 00:09:15.080]  也表明掃羅已經被阿拿尼亞接納了
[00:09:15.080 --> 00:09:18.280]  同時也告訴掃羅
[00:09:18.280 --> 00:09:23.120]  主安排他來成就主的旨意
[00:09:23.120 --> 00:09:25.040]  我們看第十八節
[00:09:25.040 --> 00:09:27.680]  當阿拿尼亞按手禱告之後
[00:09:27.680 --> 00:09:30.080]  掃羅的眼睛就能夠看見
[00:09:30.080 --> 00:09:31.600]  得著了醫治
[00:09:31.600 --> 00:09:33.400]  被聖靈充滿
[00:09:33.400 --> 00:09:34.960]  並且受了陣
[00:09:34.960 --> 00:09:38.240]  掃羅這一刻已經悔改
[00:09:38.240 --> 00:09:39.800]  信了主
[00:09:39.800 --> 00:09:42.440]  他的肉身的眼睛已經看見
[00:09:42.440 --> 00:09:43.360]  藉著聖靈
[00:09:43.360 --> 00:09:47.840]  他的屬靈的眼睛也開啟了
[00:09:47.840 --> 00:09:50.240]  從那時候之後
[00:09:50.240 --> 00:09:54.000]  掃羅成為一個充滿聖靈能力的人
[00:09:54.000 --> 00:09:58.080]  以至聖經在第九章二十至二十二節
[00:09:58.080 --> 00:10:01.000]  描述到掃羅在大馬士革
[00:10:01.000 --> 00:10:03.360]  大有信心和膽量
[00:10:03.360 --> 00:10:05.320]  去全港煮耶穌
[00:10:05.320 --> 00:10:07.880]  為主作見證
[00:10:07.880 --> 00:10:09.640]  在第十九節我們看到
[00:10:09.640 --> 00:10:12.440]  吃過飯之後就健壯了
[00:10:12.440 --> 00:10:14.080]  掃羅之前我們也知道
[00:10:14.080 --> 00:10:16.360]  有三天沒有吃過東西
[00:10:16.360 --> 00:10:18.000]  也沒有喝過東西
[00:10:18.000 --> 00:10:20.880]  現在他吃過飯之後就健壯了
[00:10:20.880 --> 00:10:21.960]  有著能力
[00:10:21.960 --> 00:10:24.840]  體力康復了
[00:10:24.840 --> 00:10:27.120]  阿拿尼亞得到主的吩咐之後
[00:10:27.120 --> 00:10:28.840]  雖然他也有點害怕
[00:10:28.840 --> 00:10:30.440]  有點憂慮和疑惑
[00:10:30.440 --> 00:10:32.000]  幫主叫他
[00:10:32.000 --> 00:10:34.000]  你只管去的時候
[00:10:34.000 --> 00:10:36.680]  在第十七節他就採取了行動
[00:10:36.680 --> 00:10:38.640]  即時去找掃羅
[00:10:38.640 --> 00:10:39.960]  他信服了主
[00:10:39.960 --> 00:10:41.320]  還有很有勇氣
[00:10:41.320 --> 00:10:44.360]  按主的旨意去做
[00:10:44.360 --> 00:10:45.520]  再沒有說
[00:10:45.520 --> 00:10:47.440]  再說多一個字
[00:10:47.440 --> 00:10:48.760]  沒有再說
[00:10:48.760 --> 00:10:52.160]  他真的有全心全意去信服主
[00:10:52.160 --> 00:10:53.560]  他沒有做拖字訣
[00:10:53.560 --> 00:10:56.800]  也沒有說做一點不做一點
[00:10:56.800 --> 00:11:00.640]  在教會第三季的裝備課程中
[00:11:00.640 --> 00:11:03.160]  有一科探訪訓練
[00:11:03.160 --> 00:11:06.600]  其中我和Essa傳導一起
[00:11:06.600 --> 00:11:09.600]  去帶領裝備課程
[00:11:09.600 --> 00:11:12.680]  其中第五課有一個實踐篇
[00:11:12.680 --> 00:11:15.800]  學員需要到社區關懷
[00:11:15.800 --> 00:11:17.800]  以及探訪一些露宿者
[00:11:17.800 --> 00:11:19.880]  以及一些低收入的工人
[00:11:19.880 --> 00:11:23.760]  學員一起經歷了一次同心去服侍
[00:11:23.760 --> 00:11:29.720]  從不知道怎樣去接觸這班露宿者
[00:11:29.720 --> 00:11:32.480]  到開展和他們有所交談
[00:11:32.480 --> 00:11:34.560]  我們都加強了信心
[00:11:34.560 --> 00:11:39.520]  甚至用英語和這班外籍露宿者交談
[00:11:39.520 --> 00:11:43.720]  享受當中的服侍的滿足和快樂
[00:11:43.720 --> 00:11:47.440]  想不到我們去到北角街市
[00:11:47.440 --> 00:11:52.200]  探訪一位清潔伯伯的時候
[00:11:52.200 --> 00:11:53.760]  他就和我們分享
[00:11:53.760 --> 00:11:54.560]  分享什麼呢?
[00:11:54.560 --> 00:11:57.640]  就是在店舖裡送給他一些蔬菜
[00:11:57.640 --> 00:12:00.680]  這次是祝福的行動
[00:12:00.680 --> 00:12:03.600]  我們都有意外的收穫
[00:12:03.600 --> 00:12:07.160]  他送了一些蔬菜給我們
[00:12:07.160 --> 00:12:12.960]  我們能夠經過這個探訪的實踐經歷
[00:12:12.960 --> 00:12:18.560]  讓我們一班學員能夠走出社區服侍人
[00:12:18.560 --> 00:12:22.280]  服侍神,我們能夠去服侍神
[00:12:22.280 --> 00:12:26.080]  這真是我們走出的第一大步
[00:12:26.080 --> 00:12:28.040]  教會也有不同的裝備課程
[00:12:28.040 --> 00:12:29.680]  例如三福訓練
[00:12:29.680 --> 00:12:34.520]  在座的知名節目可能也有上過
[00:12:34.520 --> 00:12:37.200]  或者我想和大家分享
[00:12:37.200 --> 00:12:38.960]  我也感到很鼓舞
[00:12:38.960 --> 00:12:43.400]  因為你見到一些學員都很認真地學習
[00:12:43.400 --> 00:12:48.120]  他們很努力去尋找一些福音對象
[00:12:48.120 --> 00:12:53.920]  他們努力地學習如何在有系統的情況下傳福音
[00:12:53.920 --> 00:12:59.560]  積極地向別人分享、信仰和一起作見證
[00:12:59.560 --> 00:13:01.840]  真是很令人鼓舞
[00:13:01.840 --> 00:13:02.480]  各位兄弟姐妹
[00:13:02.480 --> 00:13:05.920]  其實我們在上過主因的滋味的時候
[00:13:05.920 --> 00:13:09.280]  我們也會遵守主給我們的大使命
[00:13:09.280 --> 00:13:11.720]  要努力地傳福音
[00:13:11.720 --> 00:13:14.720]  教會的街報
[00:13:14.720 --> 00:13:16.000]  街報小組
[00:13:16.000 --> 00:13:19.080]  他們也會定時去出外
[00:13:19.080 --> 00:13:23.040]  去西灣河附近一帶派一些福音單張
[00:13:23.040 --> 00:13:26.880]  跟街坊分享福音和見證
[00:13:26.880 --> 00:13:28.360]  記得上兩個星期六
[00:13:28.360 --> 00:13:30.600]  即是9月16日的時候
[00:13:30.600 --> 00:13:35.880]  街報隊如常地出去派單張跟人分享
[00:13:35.880 --> 00:13:40.240]  當天同一天的早上
[00:13:40.240 --> 00:13:45.360]  在長青部也有一個祝福社區的士工
[00:13:45.360 --> 00:13:48.040]  就是一個叫「聽力健康講座」
[00:13:48.040 --> 00:13:53.680]  當街報隊的隊員跟街坊分享這個講座的時候
[00:13:53.680 --> 00:13:57.200]  也吸引了幾個街坊即時來參加
[00:13:57.200 --> 00:13:59.440]  祝福我們的街坊
[00:13:59.440 --> 00:14:00.640]  我們可以看到
[00:14:00.640 --> 00:14:04.280]  其實我們要萬事互相效力
[00:14:04.280 --> 00:14:05.960]  叫愛神的人得到益處
[00:14:05.960 --> 00:14:10.320]  就是按他的旨意被召的人
[00:14:10.320 --> 00:14:13.200]  我們再看看
[00:14:13.200 --> 00:14:15.120]  在教會也有恆常出隊
[00:14:15.120 --> 00:14:16.000]  剛才我們也有說到
[00:14:16.000 --> 00:14:17.960]  好像「恆常報福」
[00:14:17.960 --> 00:14:19.760]  我們去年也有一個工作坊
[00:14:19.760 --> 00:14:24.880]  由林牧師帶領著我們一起在街頭報道
[00:14:24.880 --> 00:14:28.000]  鼓勵電影姐妹積極參與
[00:14:28.000 --> 00:14:29.880]  當天我也有參與
[00:14:29.880 --> 00:14:32.360]  其實我自己的口才
[00:14:32.360 --> 00:14:34.080]  我知道自己也不太好
[00:14:34.080 --> 00:14:37.480]  也很害怕、害羞
[00:14:37.480 --> 00:14:39.480]  對於跟陌生人說話的時候
[00:14:39.480 --> 00:14:41.320]  其實我也有點害怕
[00:14:41.320 --> 00:14:44.800]  但是當我實踐多了的時候
[00:14:44.800 --> 00:14:50.520]  神會像孩子和各位的頂姐妹
[00:14:50.520 --> 00:14:53.600]  很有勇氣地說一些合宜的說話
[00:14:53.600 --> 00:14:55.600]  跟別人分享信仰
[00:14:55.600 --> 00:14:56.640]  記得今年五月
[00:14:56.640 --> 00:15:00.720]  我跟杜牧師一起跟一班頂姐妹
[00:15:00.720 --> 00:15:03.520]  去參加一個叫「福音遍全日」
[00:15:03.520 --> 00:15:07.440]  我們一隊去到尖沙咀文化中心附近
[00:15:07.440 --> 00:15:09.720]  去尋找一些福音對象
[00:15:09.720 --> 00:15:14.360]  當天我們接觸了很多路過的人
[00:15:14.360 --> 00:15:16.600]  他們大多數都會說
[00:15:16.600 --> 00:15:18.440]  「我沒有時間了」
[00:15:18.440 --> 00:15:20.520]  都不會停下來的
[00:15:20.520 --> 00:15:25.640]  當天我們也有一個很好的時間
[00:15:25.640 --> 00:15:28.840]  因為我們也接觸了三個單位
[00:15:28.840 --> 00:15:31.160]  雖然有很多人不停下來
[00:15:31.160 --> 00:15:34.360]  不過我們就找一些坐下來的
[00:15:34.360 --> 00:15:36.040]  我們走過去跟他們談
[00:15:36.040 --> 00:15:38.040]  接觸了三個單位
[00:15:38.040 --> 00:15:43.520]  他們也願意去聽我們說完整的福音
[00:15:43.520 --> 00:15:44.880]  也很感恩
[00:15:44.880 --> 00:15:48.160]  其實傳福音真的不需要很害怕
[00:15:48.160 --> 00:15:50.160]  因為我們不是一個人
[00:15:50.160 --> 00:15:52.640]  不是獨自一個人去服侍
[00:15:52.640 --> 00:15:54.160]  我們有團隊的
[00:15:54.160 --> 00:15:57.800]  最重要是神與我們同在
[00:15:57.800 --> 00:16:00.400]  與我們同工
[00:16:00.400 --> 00:16:01.520]  鼓勵各位頂姐妹
[00:16:01.520 --> 00:16:04.640]  一有時間就約我們一班姿態一起
[00:16:04.640 --> 00:16:08.280]  派方丹章跟別人分享
[00:16:08.280 --> 00:16:10.560]  我們看看結果是怎樣
[00:16:10.560 --> 00:16:12.200]  我們看看第二十二節
[00:16:12.200 --> 00:16:16.240]  第二十二節說到「素來愈發有能力」
[00:16:16.240 --> 00:16:17.200]  看到二十節
[00:16:17.200 --> 00:16:22.000]  我們也看到在各會堂裡宣傳耶穌
[00:16:22.000 --> 00:16:24.520]  證明耶穌是基督
[00:16:24.520 --> 00:16:29.120]  是猶他人所期望要來的尼塞亞和救主
[00:16:29.120 --> 00:16:34.880]  這就是看到阿拿里亞在信復的過程當中
[00:16:34.880 --> 00:16:38.640]  現在有這個結果出來
[00:16:38.640 --> 00:16:41.960]  接下來我們也看看第二位的侍奉者
[00:16:41.960 --> 00:16:43.920]  巴拿伯
[00:16:43.920 --> 00:16:47.000]  在第二十三節和第二十五節看到
[00:16:47.000 --> 00:16:49.400]  過了一些日子的時候
[00:16:49.400 --> 00:16:52.760]  猶太人商議要去殺素羅
[00:16:52.760 --> 00:16:54.720]  素羅知道了之後
[00:16:54.720 --> 00:16:58.840]  門徒就幫助素羅離開大馬士革
[00:16:58.840 --> 00:17:01.280]  去了耶路撒冷
[00:17:01.280 --> 00:17:03.120]  第二十六節說到
[00:17:03.120 --> 00:17:05.320]  當素羅去到耶路撒冷的時候
[00:17:05.320 --> 00:17:08.000]  想跟一些門徒結交
[00:17:08.000 --> 00:17:13.240]  但是門徒都很怕他不相信他是門徒
[00:17:13.240 --> 00:17:14.920]  我們看看二十七節
[00:17:14.920 --> 00:17:17.480]  唯有巴拿伯看好素羅
[00:17:17.480 --> 00:17:18.960]  他接待他
[00:17:18.960 --> 00:17:22.040]  他領素羅去見使徒
[00:17:22.040 --> 00:17:25.560]  證明素羅曾經在大馬士革
[00:17:25.560 --> 00:17:27.920]  怎樣奉耶穌的名字
[00:17:27.920 --> 00:17:30.320]  放膽地去傳道
[00:17:30.320 --> 00:17:34.880]  這樣素羅就被使徒群體所接納
[00:17:34.880 --> 00:17:37.920]  跟耶路撒冷的信徒可以相通
[00:17:37.920 --> 00:17:39.560]  成為他們的一份子
[00:17:39.560 --> 00:17:42.720]  一起成為耶穌的見證人
[00:17:42.720 --> 00:17:48.600]  初時素羅希望被耶路撒冷的信徒群體接納
[00:17:48.600 --> 00:17:49.880]  並且相交
[00:17:49.880 --> 00:17:52.840]  可惜初時失敗了
[00:17:52.840 --> 00:17:55.080]  但現在他可以得償所願
[00:17:55.080 --> 00:17:57.520]  因為巴拿伯看好素羅
[00:17:57.520 --> 00:17:58.640]  信任他
[00:17:58.640 --> 00:18:01.280]  又願意去接待他
[00:18:01.280 --> 00:18:05.240]  引領他去到一班使徒的面前
[00:18:05.240 --> 00:18:08.000]  素羅才可以在耶路撒冷
[00:18:08.000 --> 00:18:12.200]  跟門徒一起出入來往
[00:18:12.200 --> 00:18:16.240]  看好人在今時今日是很難得的
[00:18:16.240 --> 00:18:19.440]  因為我們經常都會去提防人
[00:18:19.440 --> 00:18:22.320]  要建立真實的關係
[00:18:22.320 --> 00:18:25.040]  要坦誠地面對自己
[00:18:25.040 --> 00:18:29.400]  相信即使有可能被人出賣
[00:18:29.400 --> 00:18:31.800]  或者被人暗算
[00:18:31.800 --> 00:18:34.760]  亦都義無反顧地去看好人
[00:18:34.760 --> 00:18:38.480]  深信神在每一個人身上都會動弓
[00:18:38.480 --> 00:18:41.600]  每一個人都會被神所改變
[00:18:41.600 --> 00:18:43.800]  其實巴拿伯的接納
[00:18:43.800 --> 00:18:47.400]  如果沒有巴拿伯的接納
[00:18:47.400 --> 00:18:52.280]  日後可以看到素羅成為保羅
[00:18:52.280 --> 00:18:56.560]  成為一個青出於藍的保羅
[00:18:56.560 --> 00:18:57.800]  二十九節
[00:18:57.800 --> 00:18:59.640]  素羅又再一次
[00:18:59.640 --> 00:19:02.000]  這裡說是放膽傳道
[00:19:02.000 --> 00:19:04.920]  可以看到巴拿伯最初說
[00:19:04.920 --> 00:19:08.240]  素羅放膽傳道並沒有誇張
[00:19:08.240 --> 00:19:11.040]  素羅確實是一位很熱心
[00:19:11.040 --> 00:19:13.760]  傳講主道理的人
[00:19:13.760 --> 00:19:18.520]  素羅更加知道跟說希臘話的猶太人
[00:19:18.520 --> 00:19:24.120]  去講論辯駁
[00:19:24.120 --> 00:19:27.920]  我們看到素羅出身於大素
[00:19:27.920 --> 00:19:34.400]  所以他能夠用希臘話跟猶太人
[00:19:34.400 --> 00:19:36.840]  自然都有很多的近文化
[00:19:36.840 --> 00:19:40.840]  都有很多背景相同的地方
[00:19:40.840 --> 00:19:44.920]  自然會向這班人先去跟他們傳道
[00:19:44.920 --> 00:19:51.640]  大概因為這班猶太人擋不住素羅的慈風
[00:19:51.640 --> 00:19:54.440]  所以他們嘗試向素羅下手
[00:19:54.440 --> 00:19:59.200]  打算殺他,在第二十九節我們看到
[00:19:59.200 --> 00:20:02.040]  我們看看第三十節
[00:20:02.040 --> 00:20:04.040]  大興門知道了
[00:20:04.040 --> 00:20:10.480]  就送素羅去蓋薩尼亞
[00:20:10.480 --> 00:20:15.640]  蓋薩尼亞也打發他去大素
[00:20:15.640 --> 00:20:18.160]  打發的意思是猜他
