
[00:00:00.000 --> 00:00:05.560]  在2025年的御府麒麟修40天裏面
[00:02:04.200 --> 00:02:08.200]  祢雖然滿有權能 但祢並不要做霸主
[00:02:08.200 --> 00:02:11.200]  雖然祢滿有能力掌管世界
[00:02:11.200 --> 00:02:15.200]  但祢讓我們有自由意志去敬拜祢
[00:02:15.200 --> 00:02:18.200]  去跟隨祢 或者離開祢
[00:02:18.200 --> 00:02:20.200]  主今日 我選擇尊崇祢
[00:02:20.200 --> 00:02:24.200]  跟隨祢 信服祢 求主加力
[00:02:24.200 --> 00:02:26.200]  願祢得著榮耀稱讚
[00:02:26.200 --> 00:02:28.200]  祢配受榮耀稱讚
[00:02:28.200 --> 00:02:32.200]  色在今在 以後永在的上主
[00:02:32.200 --> 00:02:34.200]  願祢得著榮耀
[00:02:34.200 --> 00:02:37.200]  我尊崇祢 國道權並榮耀
[00:02:37.200 --> 00:02:41.200]  全是祢的 直到永遠 阿門
[00:02:41.200 --> 00:02:44.200]  讚美上主
[00:02:44.200 --> 00:02:49.200]  今日看到行神蹟第四
[00:02:49.200 --> 00:02:51.200]  是使死人復活
[00:02:51.200 --> 00:02:54.200]  主做了很多個神蹟
[00:02:54.200 --> 00:02:56.200]  第一個神蹟是趕鬼
[00:02:56.200 --> 00:02:57.200]  第二個神蹟是醫病
[00:02:57.200 --> 00:03:00.200]  第三個神蹟是駕馭大自然
[00:03:00.200 --> 00:03:03.200]  第四是使死人復活
[00:03:03.200 --> 00:03:06.200]  這個使死人復活的神蹟
[00:03:06.200 --> 00:03:09.200]  實在是非常之偉大
[00:03:09.200 --> 00:03:10.200]  是極大
[00:03:10.200 --> 00:03:14.200]  因為人最大的問題就是死亡
[00:03:14.200 --> 00:03:16.200]  罪令人死
[00:03:16.200 --> 00:03:19.200]  但是主耶穌叫死人復活
[00:03:19.200 --> 00:03:21.200]  是本身表明了
[00:03:21.200 --> 00:03:24.200]  祂勝過了所有的罪惡
[00:03:24.200 --> 00:03:26.200]  在聖經裏面
[00:03:26.200 --> 00:03:28.200]  如果在福音書見到主耶穌
[00:03:28.200 --> 00:03:32.200]  曾經有三次叫死人復活
[00:03:32.200 --> 00:03:37.200]  第一次叫捱老的女兒復活
[00:03:37.200 --> 00:03:42.200]  第二次令拿恩成寡婦的兒子復活
[00:03:42.200 --> 00:03:47.200]  第三次是叫他的好朋友拉薩路復活
[00:03:47.200 --> 00:03:50.200]  相信這三件事大家都聽過
[00:03:50.200 --> 00:03:53.200]  或者都耳熟能詳
[00:03:53.200 --> 00:03:56.200]  在這個時候和大家思想一下
[00:03:56.200 --> 00:03:57.200]  是靈修
[00:03:57.200 --> 00:03:59.200]  經文很長
[00:03:59.200 --> 00:04:01.200]  我不一一去讀了
[00:04:01.200 --> 00:04:03.200]  希望大家都記得這件事
[00:04:03.200 --> 00:04:04.200]  第一件事
[00:04:04.200 --> 00:04:06.200]  使捱老的女兒復活
[00:04:06.200 --> 00:04:08.200]  有三段經文記載
[00:04:08.200 --> 00:04:11.200]  馬可和馬太路加
[00:04:11.200 --> 00:04:16.200]  捱老是會堂的主管
[00:04:16.200 --> 00:04:20.200]  會堂是當日的猶太人
[00:04:20.200 --> 00:04:23.200]  他們有時候沒空去聖殿
[00:04:23.200 --> 00:04:27.200]  或者大部分時間他們不會去到聖殿崇拜
[00:04:27.200 --> 00:04:31.200]  因為每個星期出門去聖殿是不行的
[00:04:31.200 --> 00:04:32.200]  長途跋涉
[00:04:32.200 --> 00:04:35.200]  於是他們有會堂
[00:04:35.200 --> 00:04:37.200]  在會堂裡面敬拜
[00:04:37.200 --> 00:04:40.200]  讀聖經、聽聖經
[00:04:40.200 --> 00:04:43.200]  聽一些文士講解聖經
[00:04:43.200 --> 00:04:46.200]  管會堂
[00:04:46.200 --> 00:04:49.200]  即是說他也是一個領袖
[00:04:49.200 --> 00:04:52.200]  很不幸他十二歲的女兒
[00:04:52.200 --> 00:04:55.200]  你知道十二歲還是很小
[00:04:55.200 --> 00:04:57.200]  不過在當日來說
[00:04:57.200 --> 00:05:00.200]  十二歲已經算是成人了
[00:05:00.200 --> 00:05:03.200]  男生參加成人禮
[00:05:03.200 --> 00:05:06.200]  女生沒有成人禮參加
[00:05:06.200 --> 00:05:09.200]  十二歲已經算是成人了
[00:05:09.200 --> 00:05:11.200]  成人的意思就是說
[00:05:11.200 --> 00:05:15.200]  他在神面前自己負責
[00:05:15.200 --> 00:05:19.200]  十二歲以前小孩犯了罪
[00:05:19.200 --> 00:05:22.200]  很少犯什麼罪呢?
[00:05:22.200 --> 00:05:25.200]  得罪了神,罪了不信罪
[00:05:25.200 --> 00:05:27.200]  很少,猶太人差不多不會
[00:05:27.200 --> 00:05:29.200]  出世就跟隨主
[00:05:29.200 --> 00:05:31.200]  跟著家人一起信仰
[00:05:31.200 --> 00:05:34.200]  十二歲算是成人
[00:05:34.200 --> 00:05:36.200]  如果他犯了罪
[00:05:36.200 --> 00:05:39.200]  他自己在上主面前負責
[00:05:39.200 --> 00:05:42.200]  十二歲的女兒就病了
[00:05:42.200 --> 00:05:44.200]  哎呀,慘了
[00:05:44.200 --> 00:05:48.200]  而且已經去到流離之間了
[00:05:48.200 --> 00:05:51.200]  於是聽到
[00:05:51.200 --> 00:05:54.200]  有耶穌來到她的地方
[00:05:54.200 --> 00:05:57.200]  於是她就跑去找主耶穌
[00:05:57.200 --> 00:06:00.200]  請你來我家醫治我女兒
[00:06:00.200 --> 00:06:02.200]  她快要死了
[00:06:02.200 --> 00:06:04.200]  我想她也打了輸訴
[00:06:04.200 --> 00:06:05.200]  知道女兒不行了
[00:06:05.200 --> 00:06:09.200]  不過聽到耶穌快點去幫一幫
[00:06:09.200 --> 00:06:13.200]  於是就跑去圖竹找耶穌
[00:06:13.200 --> 00:06:15.200]  耶穌說好啊,我去醫治她
[00:06:15.200 --> 00:06:17.200]  很好啊
[00:06:17.200 --> 00:06:19.200]  但在途中
[00:06:19.200 --> 00:06:21.200]  醫治了一個血漏婦人
[00:06:21.200 --> 00:06:24.200]  而耽擱了時間
[00:06:24.200 --> 00:06:25.200]  什麼事呢?
[00:06:25.200 --> 00:06:27.200]  如果大家讀馬可就會知道
[00:06:27.200 --> 00:06:29.200]  短經文很長
[00:06:29.200 --> 00:06:33.200]  就是圖中有一個血漏的婦人
[00:06:33.200 --> 00:06:37.200]  十二年還是十五年都病不好
[00:06:37.200 --> 00:06:39.200]  醫治了所有錢都搞不定
[00:06:39.200 --> 00:06:41.200]  而且很痛苦
[00:06:41.200 --> 00:06:43.200]  血漏可能是婦科的病
[00:06:43.200 --> 00:06:46.200]  有流血
[00:06:46.200 --> 00:06:48.200]  不能止血
[00:06:48.200 --> 00:06:50.200]  令到身體很虛弱
[00:06:50.200 --> 00:06:52.200]  又很痛苦
[00:06:52.200 --> 00:06:53.200]  她想一想
[00:06:53.200 --> 00:06:55.200]  哇,聽聞耶穌醫病很厲害
[00:06:55.200 --> 00:06:58.200]  真是從神派來的
[00:06:58.200 --> 00:06:59.200]  沒問題
[00:06:59.200 --> 00:07:00.200]  她想一想
[00:07:00.200 --> 00:07:04.200]  如果我只要靠近摸一摸她的衣服
[00:07:04.200 --> 00:07:07.200]  在她的衣裳上摸一摸
[00:07:07.200 --> 00:07:09.200]  我的病都會好
[00:07:09.200 --> 00:07:11.200]  在人群當中
[00:07:11.200 --> 00:07:13.200]  一直逼近
[00:07:13.200 --> 00:07:15.200]  主耶穌在走的時候
[00:07:15.200 --> 00:07:17.200]  她就在後面摸一摸她的衣服
[00:07:17.200 --> 00:07:19.200]  聖經是說
[00:07:19.200 --> 00:07:20.200]  主耶穌覺得
[00:07:20.200 --> 00:07:22.200]  咦,有人摸我
[00:07:22.200 --> 00:07:24.200]  是有能力從我身上出去
[00:07:24.200 --> 00:07:28.200]  那個婦人馬上康復了
[00:07:28.200 --> 00:07:31.200]  血漏的源頭就乾了
[00:07:31.200 --> 00:07:32.200]  康復了
[00:07:32.200 --> 00:07:35.200]  整個健壯這麼厲害
[00:07:35.200 --> 00:07:38.200]  而主耶穌就轉身停步
[00:07:38.200 --> 00:07:40.200]  轉身,誰摸我
[00:07:40.200 --> 00:07:44.200]  她覺得有能力從身上出去
[00:07:44.200 --> 00:07:45.200]  門徒就說
[00:07:45.200 --> 00:07:46.200]  哎呀,老師
[00:07:46.200 --> 00:07:48.200]  這麼多人逼近
[00:07:48.200 --> 00:07:50.200]  個個都碰到你
[00:07:50.200 --> 00:07:52.200]  你還問誰摸你
[00:07:52.200 --> 00:07:54.200]  她說不是這件事
[00:07:54.200 --> 00:07:55.200]  婦人看到
[00:07:55.200 --> 00:07:56.200]  被主耶穌知道
[00:07:56.200 --> 00:07:58.200]  她馬上康復
[00:07:58.200 --> 00:08:00.200]  上主是我摸你的
[00:08:00.200 --> 00:08:02.200]  讓我知道你治好了我
[00:08:02.200 --> 00:08:04.200]  我現在康復了
[00:08:04.200 --> 00:08:05.200]  哦,厲害
[00:08:05.200 --> 00:08:07.200]  放心,女兒
[00:08:07.200 --> 00:08:09.200]  你的信救了你
[00:08:09.200 --> 00:08:11.200]  平平安安回去
[00:08:11.200 --> 00:08:14.200]  你的信心很好
[00:08:14.200 --> 00:08:17.200]  可能因為這樣耽擱了時間
[00:08:17.200 --> 00:08:19.200]  這個時候
[00:08:19.200 --> 00:08:22.200]  老家人跑來了
[00:08:22.200 --> 00:08:24.200]  哎呀,老爺老爺
[00:08:24.200 --> 00:08:26.200]  艾佬老爺
[00:08:26.200 --> 00:08:29.200]  不用請耶穌來了
[00:08:29.200 --> 00:08:31.200]  不要勞動耶穌了
[00:08:31.200 --> 00:08:33.200]  因為不要勞動
[00:08:33.200 --> 00:08:36.200]  才知道老師耶穌了
[00:08:36.200 --> 00:08:39.200]  因為你的女兒死了
[00:08:39.200 --> 00:08:41.200]  剛剛死了
[00:08:41.200 --> 00:08:45.200]  如果這麼短時間就死了
[00:08:45.200 --> 00:08:49.200]  就說他已經病危彌留之間
[00:08:49.200 --> 00:08:51.200]  哇,慘了
[00:08:51.200 --> 00:08:54.200]  如果你是艾佬,你會怎樣?
[00:08:54.200 --> 00:08:55.200]  跟個女人說
[00:08:55.200 --> 00:08:56.200]  喂,你幹什麼?
[00:08:56.200 --> 00:08:58.200]  遲一下吧
[00:08:58.200 --> 00:08:59.200]  你搞到耽擱了
[00:08:59.200 --> 00:09:00.200]  現在我女兒死了
[00:09:00.200 --> 00:09:02.200]  你賠給我吧
[00:09:02.200 --> 00:09:03.200]  為什麼會這樣?
[00:09:03.200 --> 00:09:04.200]  又不能怪人
[00:09:04.200 --> 00:09:06.200]  你看到整段聖經
[00:09:06.200 --> 00:09:09.200]  艾佬是沒有出聲的
[00:09:09.200 --> 00:09:10.200]  艾佬也算厲害
[00:09:10.200 --> 00:09:12.200]  也算他沒有埋怨
[00:09:12.200 --> 00:09:15.200]  我是管會堂的
[00:09:15.200 --> 00:09:17.200]  為什麼上主都不給一點恩典
[00:09:17.200 --> 00:09:19.200]  不給一點情面呢?
[00:09:19.200 --> 00:09:21.200]  這個女人怎麼這麼壞呢?
[00:09:21.200 --> 00:09:23.200]  耶穌說你耽擱了
[00:09:23.200 --> 00:09:25.200]  他完全沒有埋怨
[00:09:25.200 --> 00:09:27.200]  沒有出聲,死了
[00:09:27.200 --> 00:09:28.200]  就死了
[00:09:28.200 --> 00:09:29.200]  主有心意的
[00:09:29.200 --> 00:09:31.200]  在他的時間
[00:09:31.200 --> 00:09:33.200]  上主有時間
[00:09:33.200 --> 00:09:34.200]  他也很厲害
[00:09:34.200 --> 00:09:37.200]  我自己個人的善色
[00:09:37.200 --> 00:09:39.200]  艾佬,哇
[00:09:39.200 --> 00:09:42.200]  很厲害
[00:09:42.200 --> 00:09:45.200]  但是主耶穌就馬上安慰他
[00:09:45.200 --> 00:09:49.200]  不要怕,只要信
[00:09:49.200 --> 00:09:52.200]  不要怕,只要信
[00:09:52.200 --> 00:09:53.200]  繼續去吧
[00:09:53.200 --> 00:09:56.200]  就治好了他的女兒
[00:09:56.200 --> 00:09:57.200]  下一個就是
[00:09:57.200 --> 00:10:02.200]  使拿恩成寡婦的兒子復活
[00:10:02.200 --> 00:10:03.200]  主耶穌去到那個地方
[00:10:03.200 --> 00:10:05.200]  一大群人
[00:10:05.200 --> 00:10:07.200]  哇,主耶穌去到哪裡呢?
[00:10:07.200 --> 00:10:09.200]  北邊加里尼窩
[00:10:09.200 --> 00:10:11.200]  無數人湧過去
[00:10:11.200 --> 00:10:13.200]  粉絲甚多
[00:10:13.200 --> 00:10:15.200]  跟著他一起走
[00:10:15.200 --> 00:10:19.200]  哇,又聽到他講神的心意
[00:10:19.200 --> 00:10:21.200]  等等,很好聽
[00:10:21.200 --> 00:10:23.200]  再加上見到他做了很多
[00:10:23.200 --> 00:10:25.200]  很好的事,又下了神蹟
[00:10:25.200 --> 00:10:27.200]  見到有一個寡婦
[00:10:27.200 --> 00:10:29.200]  哭哭啼啼
[00:10:29.200 --> 00:10:31.200]  或者非常沉默
[00:10:31.200 --> 00:10:33.200]  很悲哀
[00:10:33.200 --> 00:10:35.200]  很多人一起來做一件事
[00:10:35.200 --> 00:10:37.200]  下一個就是
[00:10:37.200 --> 00:10:39.200]  這個寡婦的獨生子死了
[00:10:39.200 --> 00:10:41.200]  這個寡婦是誰?
[00:10:41.200 --> 00:10:43.200]  是不是很厲害?很出名嗎?
[00:10:43.200 --> 00:10:45.200]  不是,名字都沒有
[00:10:45.200 --> 00:10:49.200]  聖經是沒有提她的名字的
[00:10:49.200 --> 00:10:51.200]  這個寡婦什麼名字都沒有提
[00:10:51.200 --> 00:10:53.200]  表示不重要
[00:10:53.200 --> 00:10:55.200]  她並不是一個重要的人物
[00:10:55.200 --> 00:10:57.200]  只不過是一個寡婦
[00:10:57.200 --> 00:10:59.200]  就如我今天和大家一起
[00:10:59.200 --> 00:11:01.200]  我自己做的禱告
[00:11:01.200 --> 00:11:05.200]  今天這個世界有八十多億人
[00:11:05.200 --> 00:11:07.200]  八十多億
[00:11:07.200 --> 00:11:09.200]  中國有十四億
[00:11:09.200 --> 00:11:11.200]  印度有十四億
[00:11:11.200 --> 00:11:13.200]  香港
[00:11:13.200 --> 00:11:15.200]  如果算上流動人口
[00:11:15.200 --> 00:11:17.200]  可能有一千萬人
[00:11:17.200 --> 00:11:19.200]  我
[00:11:19.200 --> 00:11:21.200]  你,多了不多
[00:11:21.200 --> 00:11:23.200]  少了不少
[00:11:23.200 --> 00:11:25.200]  在這裡,不在這裡
[00:11:25.200 --> 00:11:27.200]  沒有人知道
[00:11:27.200 --> 00:11:29.200]  也毋須理會
[00:11:29.200 --> 00:11:31.200]  沒有名字
[00:11:31.200 --> 00:11:33.200]  不是,很出名
[00:11:33.200 --> 00:11:35.200]  出什麼名?
[00:11:35.200 --> 00:11:37.200]  根本不重要
[00:11:37.200 --> 00:11:39.200]  氣一斷,沒有人再理你
[00:11:39.200 --> 00:11:41.200]  這個婦人
[00:11:41.200 --> 00:11:43.200]  無名的婦人
[00:11:43.200 --> 00:11:45.200]  已經很慘了
[00:11:45.200 --> 00:11:47.200]  寡婦
[00:11:47.200 --> 00:11:49.200]  哎呀,獨生的兒子死了
[00:11:49.200 --> 00:11:51.200]  哎呀,真是
[00:11:51.200 --> 00:11:53.200]  先葬夫,後喪子
[00:11:53.200 --> 00:11:55.200]  現在要出去葬了
[00:11:55.200 --> 00:11:57.200]  出城埋葬
[00:11:57.200 --> 00:11:59.200]  耶穌看到
[00:11:59.200 --> 00:12:01.200]  主動憐憫她
[00:12:01.200 --> 00:12:03.200]  就走過去
[00:12:03.200 --> 00:12:05.200]  抬著屍架的橫幕
[00:12:05.200 --> 00:12:07.200]  人們抬著屍體去葬
[00:12:07.200 --> 00:12:09.200]  就按著她的橫幕
[00:12:09.200 --> 00:12:11.200]  就叫停止
[00:12:11.200 --> 00:12:13.200]  然後呢
[00:12:13.200 --> 00:12:15.200]  就叫那個婦人不要哭
[00:12:15.200 --> 00:12:17.200]  她就叫少年人復活
[00:12:17.200 --> 00:12:19.200]  少年人
[00:12:19.200 --> 00:12:21.200]  我吩咐你起來
[00:12:21.200 --> 00:12:23.200]  少年人就
[00:12:23.200 --> 00:12:25.200]  睜大眼睛
[00:12:25.200 --> 00:12:27.200]  醒了起來
[00:12:27.200 --> 00:12:29.200]  復活了
[00:12:29.200 --> 00:12:31.200]  就交給他母親
[00:12:31.200 --> 00:12:33.200]  在路加七章
[00:12:33.200 --> 00:12:35.200]  十三節主憐憫她
[00:12:35.200 --> 00:12:37.200]  就說
[00:12:37.200 --> 00:12:39.200]  不要哭
[00:12:39.200 --> 00:12:41.200]  主耶穌每一次
[00:12:41.200 --> 00:12:43.200]  都說一句很正經的話
[00:12:43.200 --> 00:12:45.200]  不要哭,我在這裡
[00:12:45.200 --> 00:12:47.200]  不用哭
[00:12:47.200 --> 00:12:49.200]  同危佬就說不要怕
[00:12:49.200 --> 00:12:51.200]  只要順
[00:12:51.200 --> 00:12:53.200]  是他的女兒
[00:12:53.200 --> 00:12:55.200]  病危彌漏的時候
[00:12:55.200 --> 00:12:57.200]  誰知好像有事耽擱了
[00:12:57.200 --> 00:12:59.200]  而他的女兒死了
[00:12:59.200 --> 00:13:01.200]  主耶穌說不要怕
[00:13:01.200 --> 00:13:03.200]  只要順
[00:13:03.200 --> 00:13:05.200]  這個少年人死了
[00:13:05.200 --> 00:13:07.200]  已經包好了拿出去葬
[00:13:07.200 --> 00:13:09.200]  的了
[00:13:09.200 --> 00:13:11.200]  多數葬都是
[00:13:11.200 --> 00:13:13.200]  今天死了,明天就葬了
[00:13:13.200 --> 00:13:15.200]  的了
[00:13:15.200 --> 00:13:17.200]  主憐憫她說
[00:13:17.200 --> 00:13:19.200]  不要哭
[00:13:19.200 --> 00:13:21.200]  哭著
[00:13:21.200 --> 00:13:23.200]  哭著,不要哭
[00:13:23.200 --> 00:13:25.200]  然後就叫
[00:13:25.200 --> 00:13:27.200]  少年人復活
[00:13:27.200 --> 00:13:29.200]  交給他母親
[00:13:29.200 --> 00:13:31.200]  第三個就是令拉薩路
[00:13:31.200 --> 00:13:33.200]  復活
[00:13:33.200 --> 00:13:35.200]  拉薩路三
[00:13:35.200 --> 00:13:37.200]  子弟在
[00:13:37.200 --> 00:13:39.200]  白大尼居住
[00:13:39.200 --> 00:13:41.200]  主耶穌很愛這個家庭
[00:13:41.200 --> 00:13:43.200]  有姐姐瑪大
[00:13:43.200 --> 00:13:45.200]  妹妹瑪利亞和
[00:13:45.200 --> 00:13:47.200]  有弟弟拉薩路
[00:13:47.200 --> 00:13:49.200]  拉薩路就
[00:13:49.200 --> 00:13:51.200]  不是,有名
[00:13:51.200 --> 00:13:53.200]  出他的名,響他的名
[00:13:53.200 --> 00:13:55.200]  拉薩路是耶穌
[00:13:55.200 --> 00:13:57.200]  所愛的人,不過很靜的
[00:13:57.200 --> 00:13:59.200]  沒什麼特別的動作
[00:13:59.200 --> 00:14:01.200]  沒什麼特別的動作
[00:14:01.200 --> 00:14:03.200]  沒什麼特別的東西是記載在
[00:14:03.200 --> 00:14:05.200]  福音書裏面的
[00:14:05.200 --> 00:14:07.200]  死了,怎麼死
[00:14:07.200 --> 00:14:09.200]  病死了,已經
[00:14:09.200 --> 00:14:11.200]  四天了
[00:14:11.200 --> 00:14:13.200]  其實主耶穌
[00:14:13.200 --> 00:14:15.200]  未曾去到,去到白大尼
[00:14:15.200 --> 00:14:17.200]  就有人傳話
[00:14:17.200 --> 00:14:19.200]  我的朋友拉薩路病了
[00:14:19.200 --> 00:14:21.200]  主耶穌
[00:14:21.200 --> 00:14:23.200]  就先不去醫他
[00:14:23.200 --> 00:14:25.200]  竟然還留多兩天
[00:14:25.200 --> 00:14:27.200]  才再出發
[00:14:27.200 --> 00:14:29.200]  那麼
[00:14:29.200 --> 00:14:31.200]  他說
[00:14:31.200 --> 00:14:33.200]  我的朋友
[00:14:33.200 --> 00:14:35.200]  睡了,拉薩路
[00:14:35.200 --> 00:14:37.200]  睡了,我去
[00:14:37.200 --> 00:14:39.200]  叫醒他,很有趣
[00:14:39.200 --> 00:14:41.200]  睡了,去叫醒他
[00:14:41.200 --> 00:14:43.200]  一個人死了,主耶穌說
[00:14:43.200 --> 00:14:45.200]  他睡了,我叫醒他
[00:14:45.200 --> 00:14:47.200]  一個
[00:14:47.200 --> 00:14:49.200]  死了的人,沒有人
[00:14:49.200 --> 00:14:51.200]  能夠叫醒他,除了主
[00:14:51.200 --> 00:14:53.200]  主說我去,叫醒他
[00:14:53.200 --> 00:14:55.200]  那麼那個人就說
[00:14:55.200 --> 00:14:57.200]  如果真的睡了,那些門徒聽到說
[00:14:57.200 --> 00:14:59.200]  如果真的睡了,他就好了
[00:14:59.200 --> 00:15:01.200]  這樣,用不著你叫醒
[00:15:01.200 --> 00:15:03.200]  如果真的病人睡了
[00:15:03.200 --> 00:15:05.200]  你不會叫醒他的,是吧
[00:15:05.200 --> 00:15:07.200]  那麼其實,那些門徒
[00:15:07.200 --> 00:15:09.200]  明不明呢?都明與
[00:15:09.200 --> 00:15:11.200]  不明之間,我猜可能
[00:15:11.200 --> 00:15:13.200]  於是第四天
[00:15:13.200 --> 00:15:15.200]  去到各樣東西,那些人
[00:15:15.200 --> 00:15:17.200]  哭了,亂哭
[00:15:17.200 --> 00:15:19.200]  亂叫,哀嚎
[00:15:19.200 --> 00:15:21.200]  等等,那些細節
[00:15:21.200 --> 00:15:23.200]  不說了,自己看吧
[00:15:23.200 --> 00:15:25.200]  很長一段聖經,約翰福音
[00:15:25.200 --> 00:15:27.200]  十一章,一到四十四節
[00:15:27.200 --> 00:15:29.200]  屍體開始臭了
[00:15:29.200 --> 00:15:31.200]  已經死了,臭了
[00:15:31.200 --> 00:15:33.200]  而且埋葬了
[00:15:33.200 --> 00:15:35.200]  主耶穌是
[00:15:35.200 --> 00:15:37.200]  刻意地延遲了兩天
[00:15:37.200 --> 00:15:39.200]  為要
[00:15:39.200 --> 00:15:41.200]  叫神的兒子,因此
[00:15:41.200 --> 00:15:43.200]  此得榮耀,聖經是
[00:15:43.200 --> 00:15:45.200]  這樣記載的,是約翰
[00:15:45.200 --> 00:15:47.200]  記載的,記錄了的
[00:15:47.200 --> 00:15:49.200]  那是什麼意思呢?就是
[00:15:49.200 --> 00:15:51.200]  刻意等他死了
[00:15:51.200 --> 00:15:53.200]  才去
[00:15:53.200 --> 00:15:55.200]  這樣也行?
[00:15:55.200 --> 00:15:57.200]  主耶穌的說話
[00:15:57.200 --> 00:15:59.200]  約翰福音十一章,二十五節
[00:15:59.200 --> 00:16:01.200]  主耶穌說,復活在我
[00:16:01.200 --> 00:16:03.200]  生命也在我
[00:16:03.200 --> 00:16:05.200]  信我的人雖然死了
[00:16:05.200 --> 00:16:07.200]  也必復活
[00:16:07.200 --> 00:16:09.200]  復活在我
[00:16:09.200 --> 00:16:11.200]  生命也在我
[00:16:11.200 --> 00:16:13.200]  在我裏面
[00:16:13.200 --> 00:16:15.200]  復活與生命
[00:16:15.200 --> 00:16:17.200]  復活與生命活著
[00:16:17.200 --> 00:16:19.200]  是我帶來的
[00:16:19.200 --> 00:16:21.200]  這個意思
[00:16:21.200 --> 00:16:23.200]  這一句
[00:16:23.200 --> 00:16:25.200]  差不多是現在
[00:16:25.200 --> 00:16:27.200]  大部分的安息禮拜禮
[00:16:27.200 --> 00:16:29.200]  開始的時候的宣告
[00:16:29.200 --> 00:16:31.200]  耶穌說
[00:16:31.200 --> 00:16:33.200]  復活在我,生命也在我
[00:16:33.200 --> 00:16:35.200]  信我的人雖然死了
[00:16:35.200 --> 00:16:37.200]  也必復活
[00:16:37.200 --> 00:16:39.200]  這一句說話
[00:16:39.200 --> 00:16:41.200]  這個宣告
[00:16:41.200 --> 00:16:43.200]  我都在安息禮拜有無數次
[00:16:43.200 --> 00:16:45.200]  曾經做這個開場
[00:16:45.200 --> 00:16:47.200]  的宣告
[00:16:47.200 --> 00:16:49.200]  又有一句說話
[00:16:49.200 --> 00:16:51.200]  大家記不記得這句話
[00:16:51.200 --> 00:16:53.200]  艾魯裏爾的時候
[00:16:53.200 --> 00:16:55.200]  耶穌就說
[00:16:55.200 --> 00:16:57.200]  不要怕,只要信
[00:16:57.200 --> 00:16:59.200]  馬欣誠寡婦的時候
[00:16:59.200 --> 00:17:01.200]  就對他媽媽
[00:17:01.200 --> 00:17:03.200]  這個寡婦說,不要哭
[00:17:03.200 --> 00:17:05.200]  然後
[00:17:05.200 --> 00:17:07.200]  去到拉薩路的墳墓的時候
[00:17:07.200 --> 00:17:09.200]  去醫
[00:17:09.200 --> 00:17:11.200]  去叫拉薩路復活的時候
[00:17:11.200 --> 00:17:13.200]  復活在我
[00:17:13.200 --> 00:17:15.200]  生命也在我
[00:17:15.200 --> 00:17:17.200]  你見到呢
[00:17:17.200 --> 00:17:19.200]  拉薩路就復活了
[00:17:19.200 --> 00:17:21.200]  叫他出來
[00:17:21.200 --> 00:17:23.200]  拉薩路對著墳墓
[00:17:23.200 --> 00:17:25.200]  石頭望開之後
[00:17:25.200 --> 00:17:27.200]  哎呀
