
[00:00:00.000 --> 00:00:03.000]  (主席)各位頂子妹早晨
[00:02:52.200 --> 00:02:53.880]  舊約有五經
[00:02:53.880 --> 00:02:56.520]  剛好都是四書五經
[00:02:56.520 --> 00:03:00.720]  而這亦正是我們基督信仰的根基
[00:03:00.720 --> 00:03:04.520]  舊約五經之首「創世紀」
[00:03:04.520 --> 00:03:11.600]  開頭的第一句經文是「起初神創造天地」
[00:03:11.600 --> 00:03:15.920]  這句經文是整本聖經的基石
[00:03:15.920 --> 00:03:21.440]  支撐起整個信仰大廈的地基
[00:03:21.440 --> 00:03:23.560]  這個「起初」
[00:03:23.560 --> 00:03:27.480]  「起初神創造天地」的這個「起初」
[00:03:27.480 --> 00:03:31.000]  固然是時間的開始
[00:03:31.000 --> 00:03:34.880]  這都是我們一般人的理解,時間的開始
[00:03:34.880 --> 00:03:44.280]  但其實這個「起初」更加是指萬物的頭等的要旨
[00:03:44.280 --> 00:03:48.480]  萬物的根基
[00:03:48.480 --> 00:03:52.720]  所以它所謂「起初」不是時間之始這麼簡單
[00:03:52.720 --> 00:03:57.960]  而是時間首要的根基
[00:03:57.960 --> 00:04:02.960]  在宇宙間,這個經文就表達了
[00:04:02.960 --> 00:04:09.640]  具有終極意義的最重要的頭等大事
[00:04:09.640 --> 00:04:13.320]  就是「神創造天地」
[00:04:13.320 --> 00:04:16.080]  「神創造天地」的重要性
[00:04:16.080 --> 00:04:20.320]  是指出我們生命的本相
[00:04:20.320 --> 00:04:23.960]  指出終極價值的所在
[00:04:23.960 --> 00:04:26.920]  指出萬物的所依
[00:04:26.920 --> 00:04:29.120]  什麼意思呢?
[00:04:29.120 --> 00:04:32.400]  既然是「神創造天地」
[00:04:32.400 --> 00:04:35.520]  那麼我們的本相
[00:04:35.520 --> 00:04:40.640]  就是一個有限的被造之物
[00:04:40.640 --> 00:04:47.760]  這是對人的本相的終極的認知
[00:04:47.760 --> 00:04:49.800]  聖經一開頭的第一句
[00:04:49.800 --> 00:04:52.800]  就將人的本相表達出來
[00:04:52.800 --> 00:04:56.880]  人與神之間有一個明確的界線
[00:04:56.880 --> 00:04:59.400]  人類的災劫
[00:04:59.400 --> 00:05:03.040]  就是經常越過這個界線
[00:05:03.040 --> 00:05:05.280]  自命為神
[00:05:05.280 --> 00:05:09.160]  任何人類神化自己
[00:05:09.160 --> 00:05:13.400]  都總是會帶來歷史的災難
[00:05:13.400 --> 00:05:17.720]  既然是「神創造天地」
[00:05:17.720 --> 00:05:19.880]  我們又去思考一下
[00:05:19.880 --> 00:05:23.680]  那個終極的價值在哪裡呢?
[00:05:23.680 --> 00:05:26.840]  「神創造天地」就讓我們知道
[00:05:26.840 --> 00:05:31.320]  永恆的價值不是握在我們的手裡
[00:05:31.320 --> 00:05:35.320]  終極的價值在神那裡
[00:05:35.320 --> 00:05:38.160]  什麼時候我們絕對化
[00:05:38.160 --> 00:05:41.360]  我們手上的任何東西
[00:05:41.360 --> 00:05:45.560]  我們就會走上魔道
[00:05:45.560 --> 00:05:48.200]  既然是「神創造天地」
[00:05:48.200 --> 00:05:49.920]  我們就應該知道
[00:05:49.920 --> 00:05:52.040]  我們的本體上
[00:05:52.040 --> 00:05:55.520]  從真實的我們的生命的本相來說
[00:05:55.520 --> 00:05:57.880]  我們就不是孤島
[00:05:57.880 --> 00:06:01.320]  我們不是獨個兒存在的
[00:06:01.320 --> 00:06:07.320]  我們需要一個外在的生命
[00:06:07.320 --> 00:06:11.920]  我們一般在學術上叫一個外在的他者
[00:06:11.920 --> 00:06:16.200]  我們更加需要一個絕對的無限的他者
[00:06:16.200 --> 00:06:18.000]  就是神
[00:06:18.000 --> 00:06:21.920]  任何人漠視我們身邊的人
[00:06:21.920 --> 00:06:24.440]  漠視他者
[00:06:24.440 --> 00:06:27.760]  漠視永恆的上帝
[00:06:27.760 --> 00:06:34.560]  以為自己是創造天地的核心人物
[00:06:34.560 --> 00:06:38.480]  在那個時候就會失去人性
[00:06:38.480 --> 00:06:42.000]  「神創造天地」是首要的真理
[00:06:42.000 --> 00:06:43.600]  托住人性
[00:06:43.600 --> 00:06:46.440]  也托住這個世界
[00:06:46.440 --> 00:06:49.560]  如果用一個哲學的術語來說
[00:06:49.560 --> 00:06:53.480]  這個就是所謂「形而上的起初」
[00:06:53.480 --> 00:06:58.240]  就是萬物的終極的基礎
[00:06:58.240 --> 00:07:00.160]  不過
[00:07:00.160 --> 00:07:03.880]  現實又是怎樣的呢?
[00:07:03.880 --> 00:07:06.320]  聖經說完終極的事實
[00:07:06.320 --> 00:07:09.880]  就讓我們面對我們真實的世界
[00:07:09.880 --> 00:07:14.560]  聖經的《創世紀》的第一章第二節
[00:07:14.560 --> 00:07:16.480]  經文是這樣說的
[00:07:16.480 --> 00:07:20.280]  「地是空虛混沌,冤冤黑暗」
[00:07:20.280 --> 00:07:24.760]  這就是我們面對的現實的世界
[00:07:24.760 --> 00:07:26.680]  離開神的原意
[00:07:26.680 --> 00:07:30.560]  創造的原意很遠
[00:07:30.560 --> 00:07:33.680]  「空虛混沌,冤冤黑暗」
[00:07:33.680 --> 00:07:37.320]  是一片混亂、一片黑暗
[00:07:37.320 --> 00:07:41.360]  為甚麼會搞成這樣呢?
[00:07:41.360 --> 00:07:44.040]  《創世紀》就美美到來
[00:07:44.040 --> 00:07:47.480]  這個所謂人類的故事
[00:07:47.480 --> 00:07:50.360]  未說人性的墮落故事之前
[00:07:50.360 --> 00:07:53.200]  《創世紀》先交代一下
[00:07:53.200 --> 00:07:57.760]  神面對這個「空虛混沌,冤冤黑暗」
[00:07:57.760 --> 00:08:00.640]  的回應方案是怎樣
[00:08:00.640 --> 00:08:02.480]  它先交代一下
[00:08:02.480 --> 00:08:04.040]  第一章第三節
[00:08:04.040 --> 00:08:05.600]  聖經說
[00:08:05.600 --> 00:08:11.880]  「神說:要有光,就有了光」
[00:08:11.880 --> 00:08:14.840]  在人類黑暗的長夜裏
[00:08:14.840 --> 00:08:17.520]  光從何來?
[00:08:17.520 --> 00:08:20.720]  光來自神的說話
[00:08:20.720 --> 00:08:23.440]  這個不關乎人類的力量
[00:08:23.440 --> 00:08:26.960]  不關乎我們能夠掌握的知識
[00:08:26.960 --> 00:08:31.520]  只關乎神話語的創造能力
[00:08:31.520 --> 00:08:36.880]  神的說話其實就是神內在本性的流露
[00:08:36.880 --> 00:08:39.840]  神若說「我愛你」
[00:08:39.840 --> 00:08:44.520]  你就永恆地被神的愛所愛
[00:08:44.520 --> 00:08:51.760]  沒有任何東西能夠將你和神的愛隔絕
[00:08:51.760 --> 00:08:55.520]  保羅說「連死亡都不能夠」
[00:08:55.520 --> 00:08:59.760]  這就是神的說話的那種大能
[00:08:59.760 --> 00:09:01.880]  神的說話
[00:09:01.880 --> 00:09:03.520]  The Word
[00:09:03.520 --> 00:09:04.760]  道
[00:09:04.760 --> 00:09:07.320]  後來成為肉身
[00:09:07.320 --> 00:09:09.400]  來到人類的中間
[00:09:09.400 --> 00:09:12.320]  這就是神子耶穌
[00:09:12.320 --> 00:09:16.440]  神的說話就是光明
[00:09:16.440 --> 00:09:19.040]  問題就是
[00:09:19.040 --> 00:09:24.680]  人類從來都不喜歡聆聽
[00:09:24.680 --> 00:09:28.440]  人類喜歡自己發號施令
[00:09:28.440 --> 00:09:34.480]  我們不喜歡聆聽異己者的聲音
[00:09:34.480 --> 00:09:36.400]  異己,甚麼叫異己呢?
[00:09:36.400 --> 00:09:41.560]  就是異於自己的一個另外的他人
[00:09:41.560 --> 00:09:45.080]  我們不喜歡聆聽異己者的聲音
[00:09:45.080 --> 00:09:48.400]  當然最大的異己者就是上帝
[00:09:48.400 --> 00:09:50.520]  我們不喜歡聆聽
[00:09:50.520 --> 00:09:53.680]  我們不喜歡聆聽神的聲音
[00:09:53.680 --> 00:09:55.720]  離開神的說話
[00:09:55.720 --> 00:09:59.560]  我們不可能見到光
[00:09:59.560 --> 00:10:02.920]  上世紀第三章開始
[00:10:02.920 --> 00:10:06.760]  就將人類的故事美美道來
[00:10:06.760 --> 00:10:09.720]  看看我們人做了甚麼
[00:10:09.720 --> 00:10:14.560]  為甚麼會將大地搞得這麼混亂
[00:10:14.560 --> 00:10:16.840]  這麼黑暗呢?
[00:10:16.840 --> 00:10:19.520]  第三章說到
[00:10:19.520 --> 00:10:22.800]  人不喜歡聆聽上帝的命令
[00:10:22.800 --> 00:10:25.520]  人喜歡自己作主
[00:10:25.520 --> 00:10:28.880]  喜歡自己訂立自己的法則
[00:10:28.880 --> 00:10:32.240]  喜歡滿足自己的慾望
[00:10:32.240 --> 00:10:34.000]  這些故事大家都聽過了
[00:10:34.000 --> 00:10:38.040]  於是當夏娃違反神的禁令
[00:10:38.040 --> 00:10:40.200]  吃了禁果
[00:10:40.200 --> 00:10:42.280]  這個禁果所代表的
[00:10:42.280 --> 00:10:45.120]  正正就是人不應該越過的
[00:10:45.120 --> 00:10:48.080]  神與人之間應有的界線
[00:10:48.080 --> 00:10:50.840]  她越過了這個界線
[00:10:50.840 --> 00:10:53.200]  就好像一齣戲
[00:10:53.200 --> 00:10:54.880]  很出名的戲
[00:10:54.880 --> 00:10:57.880]  2001《太空漫遊》
[00:10:57.880 --> 00:11:01.280]  那個開場白
[00:11:01.280 --> 00:11:05.360]  那些星星、人猿
[00:11:05.360 --> 00:11:08.520]  拋起一塊骨頭
[00:11:08.520 --> 00:11:11.720]  骨頭不斷向上飄
[00:11:11.720 --> 00:11:13.120]  這個骨頭所代表的
[00:11:13.120 --> 00:11:17.600]  就是人類的智慧、力量、權力
[00:11:17.600 --> 00:11:20.000]  她將這個拋起的時候
[00:11:20.000 --> 00:11:22.840]  這些星星就進化
[00:11:22.840 --> 00:11:27.320]  成為統治大地的主人
[00:11:27.320 --> 00:11:30.800]  人吃了這個禁果
[00:11:30.800 --> 00:11:33.080]  拋起這塊骨頭
[00:11:33.080 --> 00:11:35.360]  獨立於上帝
[00:11:35.360 --> 00:11:37.520]  於是她就失去了伊甸園
[00:11:37.520 --> 00:11:40.960]  在大地裡飄蕩
[00:11:40.960 --> 00:11:43.640]  很快經文去到第四章
[00:11:43.640 --> 00:11:47.680]  是兄弟該隱和阿伯的故事
[00:11:47.680 --> 00:11:51.800]  兩兄弟應該是手足情深
[00:11:51.800 --> 00:11:53.880]  應該是手足情深的故事
[00:11:53.880 --> 00:11:59.880]  但到頭來卻變成兄弟相殘的故事
[00:11:59.880 --> 00:12:03.160]  就好像人間很多夫妻的故事一樣
[00:12:03.160 --> 00:12:05.760]  本應是相愛的故事
[00:12:05.760 --> 00:12:10.320]  到頭來就變成你死我亡的故事
[00:12:10.320 --> 00:12:16.440]  近來也有台灣一對明星的故事
[00:12:16.440 --> 00:12:17.640]  《喪世紀》第四章
[00:12:17.640 --> 00:12:21.200]  講出了人間的悲劇
[00:12:21.200 --> 00:12:24.560]  那個大佬該隱
[00:12:24.560 --> 00:12:27.800]  他不滿意弟弟阿伯
[00:12:27.800 --> 00:12:32.960]  覺得為何他事事都比自己好
[00:12:32.960 --> 00:12:35.200]  沒理由,一樣的
[00:12:35.200 --> 00:12:38.760]  為何他經常都比自己好
[00:12:38.760 --> 00:12:40.920]  弄了這麼多,想得頭都大
[00:12:40.920 --> 00:12:45.160]  乾脆就將他殺了,一了百了
[00:12:45.160 --> 00:12:49.120]  一個人頭頂上沒有上帝
[00:12:49.120 --> 00:12:53.040]  身邊漠視他身邊的人
[00:12:53.040 --> 00:12:56.240]  不敬天,不愛人
[00:12:56.240 --> 00:12:59.120]  最後就淪落到這個地步
[00:12:59.120 --> 00:13:03.000]  人自以為神,按自己的法則而行
[00:13:03.000 --> 00:13:07.120]  到頭來就只剩下這個暴力的法則
[00:13:07.120 --> 00:13:11.160]  我強,就殺了你
[00:13:11.160 --> 00:13:14.400]  大地就變成了黑暗的森林
[00:13:14.400 --> 00:13:17.520]  《喪世紀》講的這些遠古的故事
[00:13:17.520 --> 00:13:20.120]  讓我們每一個人都看回自己
[00:13:20.120 --> 00:13:23.280]  也都看見自己
[00:13:23.280 --> 00:13:26.200]  第六章第二節
[00:13:26.200 --> 00:13:27.840]  經文很有趣
[00:13:27.840 --> 00:13:31.960]  「神的兒子們看見人的女子美貌
[00:13:31.960 --> 00:13:35.920]  就隨意挑選取來為妻」
[00:13:35.920 --> 00:13:39.840]  這節經文是怎樣解釋的呢?
[00:13:39.840 --> 00:13:43.040]  要怎樣解釋都可以怎樣解釋
[00:13:43.040 --> 00:13:46.520]  那些解釋要多少有多少
[00:13:46.520 --> 00:13:53.120]  不過我們不要理那些所謂正確是怎樣解釋
[00:13:53.120 --> 00:13:55.960]  我們先放下這個想法
[00:13:55.960 --> 00:14:00.680]  但經文的用意是很清晰的
[00:14:00.680 --> 00:14:04.600]  就是天人之間應該有的界線
[00:14:04.600 --> 00:14:09.520]  去到某一個地步就完全被取消了
[00:14:09.520 --> 00:14:14.800]  於是人的邪惡就像洪水一樣瀰漫大地
[00:14:14.800 --> 00:14:17.160]  最後神行動了
[00:14:17.160 --> 00:14:19.200]  看見世界變成這樣
[00:14:19.200 --> 00:14:25.360]  他就以洪水淨化這個邪惡的世界
[00:14:25.360 --> 00:14:29.520]  唯有羅亞一家和方舟裏面的動物
[00:14:29.520 --> 00:14:33.400]  能夠保存性命
[00:14:33.400 --> 00:14:36.680]  我們讀聖經讀到這裏
[00:14:36.680 --> 00:14:39.720]  我們以為洪水之後
[00:14:39.720 --> 00:14:45.000]  人類應該會回到神的身邊
[00:14:45.000 --> 00:14:47.840]  應該會聆聽神的說話
[00:14:47.840 --> 00:14:50.880]  重返伊甸園
[00:14:50.880 --> 00:14:53.160]  事實並不是這樣
[00:14:53.160 --> 00:14:54.560]  我們都知道
[00:14:54.560 --> 00:14:56.960]  第一次世界大戰之後
[00:14:56.960 --> 00:14:58.600]  滿目瘡痍
[00:14:58.600 --> 00:15:00.040]  其實就是聖經所說的
[00:15:00.040 --> 00:15:03.440]  「空虛混沌,淵面黑暗」
[00:15:03.440 --> 00:15:07.640]  我猜當時的人都會想
[00:15:07.640 --> 00:15:10.800]  這種特大的災難完了
[00:15:10.800 --> 00:15:14.520]  人應該學懂了吧
[00:15:14.520 --> 00:15:17.480]  事實並不是這樣
[00:15:17.480 --> 00:15:18.880]  我們都知道
[00:15:18.880 --> 00:15:24.600]  更瘋狂的第二次世界大戰很快就爆發了
[00:15:24.600 --> 00:15:27.080]  哲學家克格爾這樣說
[00:15:27.080 --> 00:15:31.160]  人類在歷史中學到的唯一教訓
[00:15:31.160 --> 00:15:34.560]  就是沒有在歷史裏面
[00:15:34.560 --> 00:15:39.960]  吸取到任何教訓
[00:15:39.960 --> 00:15:42.560]  第十一章《藏世紀》
[00:15:42.560 --> 00:15:45.680]  第十一章第三至第四節
[00:15:45.680 --> 00:15:48.560]  那裏記載一個很熟悉的故事
[00:15:48.560 --> 00:15:52.680]  有一班人彼此商量說
[00:15:52.680 --> 00:15:55.840]  「內壩,我們要造磚」
[00:15:55.840 --> 00:15:58.680]  留意這些用字,聖經很仔細
[00:15:58.680 --> 00:16:02.480]  「我們要造磚,把磚燒透」
[00:16:02.480 --> 00:16:05.600]  他們就用磚當石頭
[00:16:05.600 --> 00:16:08.600]  又拿石漆當灰泥
[00:16:08.600 --> 00:16:13.320]  他們說「內壩,我們要建造一座城和一座塔」
[00:16:13.320 --> 00:16:17.880]  「塔頂要通天,謂要傳揚我們的名」
[00:16:17.880 --> 00:16:22.480]  「免得我們分散在全地上」
[00:16:22.480 --> 00:16:25.960]  這就是著名的巴別塔故事
[00:16:25.960 --> 00:16:31.000]  巴別,其實就是後來的巴比倫
[00:16:31.000 --> 00:16:35.080]  巴比倫後來滅了猶大國
[00:16:35.080 --> 00:16:38.600]  摧毀了耶路撒冷的聖殿
[00:16:38.600 --> 00:16:40.640]  巴別塔的故事
[00:16:40.640 --> 00:16:47.560]  其實就是後來的巴比倫帝國
[00:16:47.560 --> 00:16:51.480]  摧毀烈國的故事
[00:16:51.480 --> 00:16:55.480]  巴別塔的故事在說甚麼呢?
[00:16:55.480 --> 00:16:58.880]  他說有一班人很厲害
[00:16:58.880 --> 00:17:04.640]  他們造磚,建造一個通天的塔
[00:17:04.640 --> 00:17:08.000]  不要小看,人懂得造磚
[00:17:08.000 --> 00:17:12.680]  人懂得造磚是一件天大的事
[00:17:12.680 --> 00:17:14.760]  因為人懂得造磚
[00:17:14.760 --> 00:17:19.800]  他不需要依靠大自然所提供的石頭
[00:17:19.800 --> 00:17:24.040]  不需要鑿那些石頭來建築
[00:17:24.040 --> 00:17:28.520]  不需要鑿那些石頭來建樓
[00:17:28.520 --> 00:17:30.080]  不需要了
[00:17:30.080 --> 00:17:32.400]  人可以用自己的知識
[00:17:32.400 --> 00:17:34.480]  用自己的科技
[00:17:34.480 --> 00:17:37.680]  造出建築的材料
[00:17:37.680 --> 00:17:39.360]  這是科技
[00:17:39.360 --> 00:17:41.680]  這亦是人的力量
[00:17:41.680 --> 00:17:45.000]  他們要建造一座通天的塔
[00:17:45.000 --> 00:17:47.720]  他們要走上神壇
[00:17:47.720 --> 00:17:49.840]  通向天上
[00:17:49.840 --> 00:17:55.320]  向世人宣告他們的統治
[00:17:55.320 --> 00:17:56.600]  故事來到這裡
[00:17:56.600 --> 00:18:00.800]  我們看到人的科技越來越厲害
[00:18:00.800 --> 00:18:05.960]  統合大地的力量也越來越厲害
[00:18:05.960 --> 00:18:07.400]  或者可以這樣說
[00:18:07.400 --> 00:18:10.840]  操控的力量也越來越厲害
[00:18:10.840 --> 00:18:16.400]  走上神壇也走得越來越高
[00:18:16.400 --> 00:18:19.320]  「起初神創造天地」
[00:18:19.320 --> 00:18:24.320]  這句話的迴響越來越小
[00:18:24.320 --> 00:18:26.040]  忘記了神
[00:18:26.040 --> 00:18:28.840]  忘記了聆聽他人
[00:18:28.840 --> 00:18:31.440]  忘記了人的有限
[00:18:31.440 --> 00:18:33.960]  於是天地昏暗
[00:18:33.960 --> 00:18:36.600]  空虛混沌
[00:18:36.600 --> 00:18:38.520]  第十一章第五節
[00:18:38.520 --> 00:18:42.400]  經文說「耶和華剛臨」
[00:18:42.400 --> 00:18:43.800]  有些色經學者說
[00:18:43.800 --> 00:18:45.240]  你建造多高的塔也好
[00:18:45.240 --> 00:18:48.240]  其實在神的眼中也是很低的
[00:18:48.240 --> 00:18:50.000]  神要刻意走下來
[00:18:50.000 --> 00:18:52.200]  看看你們在搞甚麼
[00:18:52.200 --> 00:18:55.960]  「要看看世人所建造的成和塔」
[00:18:55.960 --> 00:18:57.920]  「神臨在」
[00:18:57.920 --> 00:19:00.400]  然後聖經說
[00:19:00.400 --> 00:19:05.120]  「神變亂了他們的口音」
[00:19:05.120 --> 00:19:07.680]  我們很少這樣想
[00:19:07.680 --> 00:19:09.840]  其實神這個舉動
[00:19:09.840 --> 00:19:12.800]  是對人性的保護
[00:19:12.800 --> 00:19:15.360]  對社會的保護
[00:19:15.360 --> 00:19:17.320]  對歷史的保護
[00:19:17.320 --> 00:19:18.880]  我們很少這樣想
[00:19:18.880 --> 00:19:21.240]  因為神變亂了人的口音
[00:19:21.240 --> 00:19:24.240]  保存了人說話的多樣性
[00:19:24.240 --> 00:19:27.560]  保存了人存在的多樣性
[00:19:27.560 --> 00:19:32.320]  保存了人生命的尊嚴
[00:19:32.320 --> 00:19:33.760]  來到這裡
[00:19:33.760 --> 00:19:35.360]  問題來了
[00:19:35.360 --> 00:19:38.880]  人不斷製造這些黑暗與混亂
[00:19:38.880 --> 00:19:40.480]  沒完沒了
[00:19:40.480 --> 00:19:45.280]  神到底應該怎樣處理呢?
[00:19:45.280 --> 00:19:50.000]  是否一次又一次的介入
[00:19:50.000 --> 00:19:55.920]  還是在一個黑暗的大地上
[00:19:55.920 --> 00:20:00.200]  找一個願意點燈的人呢?
[00:20:00.200 --> 00:20:03.720]  哪一個願意在漆黑的世界
[00:20:03.720 --> 00:20:09.240]  舉起一把火把?
[00:20:09.240 --> 00:20:10.840]  來到這裡
[00:20:10.840 --> 00:20:14.640]  剛好進入我們今天講到的經文
[00:20:14.640 --> 00:20:18.480]  第十二章的故事
[00:20:18.480 --> 00:20:21.320]  《創世紀》第十二章第一至第三節
[00:20:21.320 --> 00:20:27.720]  經文記載在大家手上的程序表
[00:20:27.720 --> 00:20:31.720]  《創世紀》第十二章一至第三節
[00:20:31.720 --> 00:20:34.280]  一個歷史的轉折點
[00:20:34.280 --> 00:20:36.360]  耶和華對阿伯蘭說
[00:20:36.360 --> 00:20:39.760]  阿伯蘭即是後來的阿伯拉罕
[00:20:39.760 --> 00:20:43.000]  「你要離開本地、本族、父家
[00:20:43.000 --> 00:20:46.440]  往我所要指示你的地去
[00:20:46.440 --> 00:20:48.600]  我必叫你成為大國
[00:20:48.600 --> 00:20:50.320]  我必賜福於你
[00:20:50.320 --> 00:20:52.080]  叫你的名為大
[00:20:52.080 --> 00:20:54.600]  你也要叫別人得福
[00:20:54.600 --> 00:20:55.800]  為你祝福的
[00:20:55.800 --> 00:20:57.720]  我必賜福於他
[00:20:57.720 --> 00:20:59.240]  那就在你的
[00:20:59.240 --> 00:21:00.920]  我必就在他
[00:21:00.920 --> 00:21:02.400]  地上的萬族
[00:21:02.400 --> 00:21:07.000]  都要因你得福」
[00:21:07.000 --> 00:21:09.480]  有一天
[00:21:09.480 --> 00:21:12.240]  在大地上
[00:21:12.240 --> 00:21:15.120]  有一個人
[00:21:15.120 --> 00:21:20.440]  他忽然間有一種生命的感悟
[00:21:20.440 --> 00:21:25.200]  他領悟到一種天命
[00:21:25.200 --> 00:21:28.520]  他忽然間對生活的所有一切
[00:21:28.520 --> 00:21:33.520]  有一種很深刻的疑惑
[00:21:33.520 --> 00:21:35.440]  經文提到「本地」
[00:21:35.440 --> 00:21:37.560]  甚麼是「本地」呢?
[00:21:37.560 --> 00:21:41.640]  就是他生活的整個領域
[00:21:41.640 --> 00:21:44.920]  是他生活的疆界
[00:21:44.920 --> 00:21:48.160]  他忽然間有一個問號
[00:21:48.160 --> 00:21:55.320]  這個是不是人的生命的全部範圍呢?
[00:21:55.320 --> 00:21:58.480]  人活著的那個固有的領域
[00:21:58.480 --> 00:22:03.400]  是不是就是生命意義的依歸呢?
[00:22:03.400 --> 00:22:07.360]  人能不能夠想像一個更大的土地
[00:22:07.360 --> 00:22:09.680]  一個更大的空間
[00:22:09.680 --> 00:22:16.160]  去發現生命更大的意義呢?
[00:22:16.160 --> 00:22:18.480]  「本族」
[00:22:18.480 --> 00:22:20.920]  是他的親族
[00:22:20.920 --> 00:22:23.640]  是他的血脈
[00:22:23.640 --> 00:22:27.680]  他忽然間有一個問號
[00:22:27.680 --> 00:22:30.320]  人自身的親族
[00:22:30.320 --> 00:22:35.520]  是不是就是人關懷的全部範圍呢?
[00:22:35.520 --> 00:22:37.960]  人的關懷
[00:22:37.960 --> 00:22:44.960]  能不能夠給予天地間的所有人呢?
[00:22:44.960 --> 00:22:51.040]  人能不能夠關懷非我族類的人呢?
[00:22:51.040 --> 00:22:52.880]  不是我的族
[00:22:52.880 --> 00:22:54.120]  非我族類的人
[00:22:54.120 --> 00:22:56.920]  我可不可以關懷他們呢?
[00:22:56.920 --> 00:22:58.520]  「父家」
[00:22:58.520 --> 00:23:00.520]  自己的家人
[00:23:00.520 --> 00:23:02.760]  他忽然間有一個問號
[00:23:02.760 --> 00:23:09.120]  我是不是真的只是屬於一個家庭呢?
[00:23:09.120 --> 00:23:13.600]  難道真的不能夠四害一家?
[00:23:13.600 --> 00:23:17.480]  我身邊的所有的人
[00:23:17.480 --> 00:23:20.080]  是不是就是家人
[00:23:20.080 --> 00:23:23.560]  如果不是家人就變成某種意義的敵對的人
[00:23:23.560 --> 00:23:26.720]  是不是一定要這樣呢?
[00:23:26.720 --> 00:23:28.840]  就算他是敵人
[00:23:28.840 --> 00:23:33.840]  難道我真的不能夠看他成為我的兄弟姐妹呢?
[00:23:33.840 --> 00:23:36.240]  是不是真的不行呢?
[00:23:36.240 --> 00:23:39.600]  我是不是一定要好像該隱那樣
[00:23:39.600 --> 00:23:44.520]  將那些本來就是手足的阿伯看成是敵人
[00:23:44.520 --> 00:23:47.840]  是競爭的對手呢?
[00:23:47.840 --> 00:23:49.640]  天地之間
[00:23:49.640 --> 00:23:51.040]  甚麼是本地
[00:23:51.040 --> 00:23:52.240]  甚麼是本族
[00:23:52.240 --> 00:23:55.080]  甚麼是父家
[00:23:55.080 --> 00:24:00.040]  哪片天地不可以是吾家
[00:24:00.040 --> 00:24:04.480]  哪個民族不可以是我的親族
[00:24:04.480 --> 00:24:09.200]  哪個人不可以是我的家人
[00:24:09.200 --> 00:24:12.560]  大地為甚麼一定要是楚河漢界
